-0.002769+0.0012794i,-0.0013457+0.0024327i,-0.0023622+0.0034501i,-0.0022847+0.0032302i,-0.0016773+0.0026016i,-0.0003583+0.0022738i,-0.00015394+0.0021427i,-0.00059354+0.0017878i,-0.00016846+0.0015846i,0.00043742+0.00089193i,0.00055002-0.00091089i,0.00068056-0.0015968i,0.001067-0.0011371i,0.00080751-0.001836i,6.1952e-05-0.0017241i,-0.00012172-0.00052158i,0.00042433+0.00080017i,0.00026491+0.0012945i,0.00022151+0.0004065i,0.00085202+4.9267e-05i,0.00081039+0.00026465i,0.00052797+0.00047407i,0.00071213+3.5783e-05i
0.0010524-0.0039219i,0.00013933-0.0031964i,-0.00087484-0.0033892i,-0.002412-0.0026566i,-0.0033369+0.00030118i,-0.0019536+0.0021465i,-0.00051576+0.0021208i,0.00026162+0.0011873i,-0.00011127-0.0004662i,-0.0010515-0.0011488i,-0.0016235-0.00023595i,-0.0022038-0.00088481i,-0.0013322-0.0030315i,-0.00046519-0.003556i,-0.00016076-0.0023254i,-0.00026376-0.0010436i,0.00011113-0.00085034i,0.00090775-0.00087036i,0.0010172-3.3243e-05i,0.00074996+0.00093701i,0.00047218+0.00081527i,0.00046896+9.4456e-05i,0.00070225-7.8484e-05i
-0.0015044+0.0015845i,-0.0011981+0.0030385i,-0.00068594+0.0046555i,-0.00039702+0.0041992i,-0.00024174+0.0036321i,7.4228e-05+0.0035939i,0.00012661+0.0023175i,-0.00030283+4.0611e-05i,-0.0013569-0.0016983i,-0.0018961-0.0020442i,-0.00084075-0.0027747i,0.0010999-0.0048126i,0.0024763-0.0060315i,0.0028837-0.005359i,0.0020174-0.0030594i,0.0010446-0.00056429i,0.00019841+0.0005579i,0.00028654+0.00036692i,7.7124e-06-0.00025549i,-0.00036965-9.2775e-06i,-0.00068089+0.00051015i,-2.6311e-06-1.4345e-05i,0.00075431-0.00065962i
-0.001537-0.0039951i,-0.0014192-0.0047073i,-0.0013246-0.0037047i,-0.00099739-0.0014699i,-0.00061596+0.00064783i,-0.0011556+0.001427i,-0.001618+0.00072288i,-0.0014756-0.00090361i,-0.0012423-0.0021689i,-0.00052845-0.0015042i,0.0012743-0.00014067i,0.003311-0.0001365i,0.0046214-0.00087947i,0.0048248-0.0011576i,0.0032777-0.00074655i,0.0013259-0.0001512i,0.00014836-3.1214e-05i,-0.00030896+0.00012113i,-0.00069858+0.00028492i,-0.00078784+1.0503e-05i,0.00011045+5.2634e-05i,0.00069626+0.00060542i,0.0010524+0.00026238i
0.00081008+0.0013825i,0.0020772+0.001407i,0.0018623+0.0014096i,-0.00038686+0.0010009i,-0.0030097+0.00085753i,-0.0041725+0.00082779i,-0.0035034-0.00028244i,-0.0013826-0.0023182i,0.00072635-0.0022043i,0.0018868-0.00086163i,0.0021862-0.00038033i,0.00233+0.00073767i,0.0032235+0.0029181i,0.002608+0.0038176i,0.0010418+0.0029798i,-0.00022483+0.0019317i,-0.00096597+0.00072044i,-0.0013981+0.00013802i,-0.0011093+0.00054642i,9.681e-05+0.00027262i,9.79e-05-0.0002589i,-0.00027719-0.00021017i,-7.0853e-05+0.00010383i
0.00074957-0.00024207i,0.0011784-0.0022438i,0.0014106-0.0034524i,0.00012628-0.0029781i,-0.0015358-0.002084i,-0.0031049-0.0019301i,-0.0031808-0.0010642i,0.00015774-0.00049984i,0.0033127-0.00083356i,0.0041916-0.00092172i,0.0026353-0.00042109i,-0.00070236+0.00097501i,-0.0022288+0.0036615i,-0.0021475+0.004486i,-0.0018051+0.0030372i,-0.00099455+0.0021009i,-0.00078488+0.0025268i,-0.0003466+0.0024259i,0.00015234+0.00080203i,0.00028824-0.00064063i,0.00013982-0.00093436i,7.5828e-05-0.00054895i,0.00020222-0.0005067i
-0.00047574+0.00056646i,0.00023666+8.3406e-05i,-0.00027798-0.00071504i,-0.00098272-0.001108i,-0.0015783-0.0012458i,-0.0011839-0.0012193i,0.00051693-0.00012586i,0.0018161+0.00085139i,0.0019011+1.8493e-05i,0.0020359-0.0016998i,0.00051214-0.0020097i,-0.0025323-0.00082181i,-0.0043941+0.00022228i,-0.0039709+0.00036758i,-0.0019344+0.0001053i,-0.0011887-0.00046258i,-0.001033-0.00059355i,-0.0003842+0.00016496i,-0.00040121+0.00088303i,0.00013778+0.00045389i,0.00073365-0.00053242i,0.00071735-0.00095054i,0.00039687-0.0010899i
0.0018932-0.0029579i,0.0016544-0.0045178i,0.0014356-0.0056128i,0.0012837-0.0047977i,0.0016082-0.0031631i,0.001121-0.0011565i,0.00092666+0.0013077i,0.00096975+0.0018384i,0.00039914+0.00066591i,-0.00019009-0.0012322i,-0.0014059-0.0021594i,-0.0026106-0.0023654i,-0.0034545-0.0037169i,-0.0034823-0.0039878i,-0.0027985-0.002073i,-0.0016466-0.0009654i,-0.00033589-0.001004i,0.00021971-0.00013679i,0.00018446-5.0056e-05i,0.00050493-0.0012831i,0.00074489-0.00098407i,0.00087731-2.2569e-05i,0.00099711-0.00034042i
0.00099979+0.0011179i,0.0010986+0.0023705i,0.0015783+0.0023084i,0.002591-0.00027842i,0.0024341-0.0015018i,0.0011594+0.00034366i,0.00029371+0.0022722i,-0.00026279+0.0024092i,-0.00086621+0.00089747i,-0.0013308-0.00051083i,-0.0013816-0.0019102i,8.5469e-06-0.0040667i,0.0021696-0.0057793i,0.0016832-0.0054003i,2.5219e-05-0.0037636i,0.00035174-0.0025497i,0.00094477-0.0026038i,0.00078686-0.0017727i,0.00090446-0.00037287i,0.0012896+0.00039859i,0.0013873+0.00032369i,0.001153-0.00030799i,0.00081763-0.00016741i
0.00043378+0.0017874i,0.00094659+0.00058082i,0.0018869-0.0016594i,0.0022566-0.00067215i,0.0016402+0.0023469i,0.0012043+0.0025943i,2.0531e-05+0.0016068i,-0.0016035+9.8406e-05i,-0.0025371-0.0014969i,-0.00090954-0.0010386i,0.002521+0.00013453i,0.0058776-0.0013307i,0.0065642-0.0035793i,0.0048606-0.0041015i,0.0026496-0.0034542i,0.00097382-0.0025025i,0.00026835-0.0022283i,-0.00056719-0.0016574i,-0.00065919-0.00028672i,-4.0074e-05+0.00062039i,0.00027388+0.00152i,0.00063904+0.0018726i,0.00093907+0.0012716i
-0.0014413+0.0019951i,0.00062857+0.00094452i,0.0025805+0.0015009i,0.0034275+0.0027921i,0.0021727+0.0023208i,-0.0011782+0.001275i,-0.0034907+0.00043711i,-0.0041731-0.0004595i,-0.0030862-0.00051855i,-0.0010327+0.001446i,0.0012662+0.003535i,0.0037526+0.0035714i,0.0052915+0.0028811i,0.0050265+0.0024546i,0.0032536+0.001319i,0.0013171+0.00045469i,-2.2133e-05+0.00062248i,-0.00073269-0.00046626i,-0.0013857-0.00057711i,-0.0014937+0.00083208i,-0.0006393+0.0023612i,-0.00048481+0.0021114i,5.8329e-06+0.00026201i
0.0043962-0.00027098i,0.0059597-0.0022833i,0.0064168-0.0034556i,0.0030604-0.0026724i,-0.0016496-0.0014406i,-0.0052978-0.0012418i,-0.0058042-0.0011706i,-0.0030265-0.00063176i,-0.00037098-7.3882e-05i,0.0003684+0.00032243i,-0.00062224+0.0016437i,-0.0021542+0.0049516i,-0.001836+0.0070626i,0.00034994+0.0055605i,0.0014113+0.0031929i,0.00071483+0.0022067i,-0.00047344+0.0017414i,-0.0015007+0.0011086i,-0.0014557+0.00099559i,-0.001299+0.0012727i,-0.001392+0.0010391i,-0.00090955+0.00038833i,-0.00056976+0.00032835i
0.0048518+0.00035645i,0.0043508-0.00041752i,0.0026205-0.00081199i,-0.00056797-0.00040463i,-0.0027615-8.5145e-05i,-0.0034153-0.00068434i,-0.0023228-0.0014229i,-6.9484e-05-0.00099701i,0.0020675-0.0019771i,0.0018484-0.0030973i,-0.0021867-0.0019177i,-0.006571+0.00095286i,-0.0071999+0.0043635i,-0.0041502+0.0055539i,-0.0014234+0.0044448i,-9.5582e-05+0.0021175i,0.00052875+0.0013598i,0.00014274+0.0014292i,-0.00030488+0.00043259i,-0.00014119-0.0001386i,0.00016103-2.9156e-05i,-0.00025462-0.00036653i,-0.00078241-0.00079823i
-0.0022402+0.0023309i,-0.0023515+0.0027919i,-0.0014902+0.0006751i,-0.0017744-0.00082078i,-0.0034205-0.0014719i,-0.0023205-0.0025176i,0.0015012-0.0026591i,0.0041172-0.0019051i,0.0033689-0.0023248i,0.00018664-0.004057i,-0.0026269-0.0050869i,-0.0047292-0.0043851i,-0.0062737-0.0031325i,-0.0053323-0.001855i,-0.0035363-0.0008487i,-0.0025422-0.00037381i,-0.0017507-0.00039247i,-0.0012937-0.00075778i,0.00012192-0.0015121i,0.0016642-0.0018401i,0.0013689-0.0018899i,0.00040873-0.001718i,-0.00011132-0.001084i
0.0014894-0.00079358i,0.0019484-0.0018914i,0.0011539-0.0019592i,0.00036225-0.0026847i,-0.00039389-0.0025985i,9.399e-05-0.0010019i,0.001897-0.00014346i,0.003532-0.0004375i,0.003741-0.0017193i,0.0027056-0.0030471i,0.0012177-0.0048909i,0.00032701-0.0081201i,-0.00040823-0.0089111i,-0.0023398-0.0060213i,-0.0028635-0.0032137i,-0.0013588-0.0015971i,-0.0004648-0.0007619i,-0.00069493-0.00054348i,-0.00036093-0.0010171i,0.0010384-0.00072212i,0.0017247+0.00036597i,0.0014837-0.000534i,0.0010911-0.0015565i
-0.0039223+6.6168e-05i,-0.0041733-7.4874e-05i,-0.0036495+3.7355e-05i,-0.0025938+0.00082315i,-0.00015814+0.00063773i,0.001734+0.0011523i,0.0024108+0.0028774i,0.0024825+0.0028661i,0.0016013+0.001486i,0.002032+0.00078445i,0.0042346-0.0013024i,0.0068332-0.0048169i,0.006737-0.0069743i,0.0038376-0.0069248i,0.001123-0.0043621i,-0.0002642-0.0019852i,-0.00060828-0.0010074i,-0.00053306-0.00053357i,-0.00056937-0.00028357i,-0.00024482+0.00027091i,0.00082941+0.00066058i,0.001621+0.00016819i,0.0020489-0.0010192i
0.0024586-0.0022123i,0.0039793-0.0020397i,0.0034301-0.0016382i,0.0015826-0.0019801i,0.00093805-0.00010745i,0.0010473+0.0032975i,-0.00085701+0.0048755i,-0.0024041+0.0042957i,-0.0020425+0.0034946i,0.00060063+0.0031834i,0.0052465+0.0032062i,0.0086318+0.003334i,0.0086737+0.0017844i,0.0062495-0.0003921i,0.0038261-0.0015369i,0.0021522-0.0017602i,0.00086756-0.0012351i,-0.00054495-0.00020779i,-0.0010021+0.0010424i,-0.00090644+0.0021686i,-0.00029719+0.0025881i,0.00092518+0.0018142i,0.001565+0.00074301i
-0.0020825+0.00022745i,-0.0012798+0.00030693i,-0.00033264+0.00033099i,0.00034082+0.00062238i,0.00051571+0.0010681i,-0.002037+0.0022633i,-0.0047823+0.0034242i,-0.0048798+0.0041728i,-0.0035423+0.0038271i,-0.001192+0.0037657i,0.00081912+0.0050504i,0.0017516+0.0076287i,0.0033059+0.0087931i,0.0046364+0.0050817i,0.0038213+0.0010908i,0.0024052-6.8358e-05i,0.0015453+0.00031502i,0.00012955+0.00092145i,-0.00097113+0.00020287i,-0.00044971+0.00059592i,-0.00034614+0.001243i,-0.00026475+0.0017393i,0.00030482+0.0016931i
0.0014534+0.0016654i,0.0036346+0.0036042i,0.0042825+0.002974i,0.0030794+0.0016829i,0.00017705+0.0019845i,-0.0036195+0.0012202i,-0.0067011-0.00034712i,-0.0074339-0.00071171i,-0.0049735-0.00032821i,-0.003339+0.00064373i,-0.0050386+0.0026084i,-0.0067037+0.0056071i,-0.0049948+0.0081071i,-0.001948+0.0072251i,2.5469e-05+0.00415i,0.001145+0.0018554i,0.00097091+0.0011412i,0.00013299+0.00094598i,-0.0007411+0.00020748i,-0.0011589-0.0010144i,-0.0013432-0.0010801i,-0.0013881-0.00068276i,-0.0010388-0.00039751i
-0.003029+0.00052828i,-0.0029188+0.00034399i,-0.00041399+0.00033512i,0.0017967+0.00011696i,0.001528-0.0008051i,-0.0012196-0.0029932i,-0.0039293-0.0040741i,-0.0027237-0.0037026i,-0.00055014-0.0039587i,-0.0014297-0.0044136i,-0.0048009-0.0034535i,-0.0080953-0.0015195i,-0.0082151+0.001403i,-0.0050186+0.0027715i,-0.0017302+0.0028375i,-0.00011486+0.0022009i,-0.00026386+0.0015153i,-0.00030415+0.00074301i,-0.00033603-0.00087846i,-0.00022601-0.0016165i,6.5337e-05-0.0015604i,-9.9324e-05-0.00081362i,-0.00036048-0.0003922i
-0.0009001-0.00092983i,0.00031028-0.00014489i,0.00063852+0.00035874i,0.0007266+0.00043031i,0.00054779-0.00021456i,0.0010246-0.0022285i,0.0026477-0.0058212i,0.0035404-0.008119i,0.0026166-0.007984i,0.00037515-0.0066565i,-0.0017633-0.0066485i,-0.0027698-0.0080856i,-0.0034707-0.0080216i,-0.0037249-0.0047684i,-0.0021509-0.0011509i,-0.00070942+0.00022951i,-0.0003725+0.00032688i,-5.8577e-05-0.00012857i,-3.4706e-05+0.00012285i,0.00032302+0.00020378i,0.001438-0.0011059i,0.00099491-0.002303i,0.00034272-0.0021419i
-7.6195e-05+0.0023856i,0.00058357+0.0015839i,0.0012643+0.0013165i,0.0009529+0.0017927i,0.0019121+0.00078551i,0.0039728-0.001031i,0.005837-0.0025769i,0.0063996-0.0044005i,0.0047322-0.0053513i,0.0033015-0.0046167i,0.0032473-0.0050578i,0.0041393-0.0074617i,0.0026961-0.0089585i,-0.00064006-0.0074277i,-0.0022232-0.0041444i,-0.0019953-0.001184i,-0.001424-0.00067372i,-0.00089575-0.00085228i,-0.00012215-0.0010592i,0.0006866-0.0013504i,0.00062717-0.00059377i,0.00057272-0.00031307i,0.00039961-0.00061221i
0.0018198+0.00073484i,0.0014696+0.0016723i,0.00054552+0.0016588i,0.00043039+0.0026076i,-0.00033513+0.0042225i,0.0011608+0.0048125i,0.0047304+0.003404i,0.005851+0.0012351i,0.0047981-0.00037052i,0.0038295-0.00069718i,0.0044454-0.0007981i,0.0060016-0.0013789i,0.0056558-0.0026768i,0.002929-0.0033632i,3.5981e-05-0.0032447i,-0.00078433-0.0025825i,-0.00053294-0.0013709i,-0.00059664-0.001343i,0.00037245-0.00043435i,0.0010159+0.00040548i,0.00080206+0.00027058i,0.0010264+2.5268e-05i,0.00095971-0.00035665i
-0.0008388+0.0030368i,0.00032375+0.0030992i,0.00089635+0.0039397i,0.0011649+0.0031187i,0.00051498+0.0033652i,5.8374e-05+0.0047196i,0.0010968+0.0067577i,0.0023491+0.0076263i,0.0029471+0.006559i,0.002813+0.004359i,0.0022148+0.0032225i,0.002454+0.0043156i,0.003603+0.0044602i,0.0035048+0.002273i,0.0014463-8.0121e-05i,-0.00057026-0.00062518i,-0.0010725-0.00018188i,-0.0010158-1.3596e-05i,-0.00015357+0.00054818i,0.00015915+0.0012204i,0.00083624+0.0014283i,0.0014261+0.001162i,0.00048957+0.00076091i
-0.00089457+0.0019693i,-0.0012585+0.00021583i,-0.00064328-0.00079517i,-0.0022499-0.0022578i,-0.0047626-0.0021361i,-0.0061263+0.0023903i,-0.0053605+0.0078963i,-0.0032481+0.0099664i,-0.00032663+0.0079208i,0.001191+0.0042466i,-1.915e-05+0.0028519i,-0.0012959+0.0052555i,0.00021018+0.0066519i,0.0027822+0.0044751i,0.0024662+0.0015139i,0.00027624+0.00024411i,-0.0011573+3.9826e-05i,-0.0016343-0.00028646i,-0.0013848+5.0905e-05i,-0.0012454+0.00026579i,-0.0012915+0.00030283i,-0.0009375-0.00012714i,0.00039613-8.8109e-05i
0.0016126+0.0016365i,0.0017735+0.00052641i,0.00088767-0.00012186i,-0.000762-0.0018543i,-0.0031129-0.0025298i,-0.0059745-0.0010169i,-0.007848+0.0022631i,-0.0070586+0.0051235i,-0.0039022+0.0043892i,-0.0020764+0.0015367i,-0.0027257-0.00041389i,-0.0041145-0.00051185i,-0.0044564+0.00053279i,-0.002152+0.0013471i,-3.8285e-05+0.001082i,0.00021145+0.00038257i,-6.5646e-05-0.00032726i,-1.8714e-05-0.00050032i,0.00039834-0.00010006i,0.00045634-0.00027666i,-9.9265e-05-9.4053e-05i,-0.00073006+0.00041544i,-0.00058655+0.00034657i
0.000139+0.0014448i,0.00047235-0.0010447i,0.0011556-0.0038837i,0.0035019-0.0067982i,0.0031676-0.0083991i,-0.00229-0.0091475i,-0.0068604-0.0066776i,-0.0069312-0.0020392i,-0.0047899-0.00047964i,-0.0027209-0.0020252i,-0.0013253-0.0037586i,-0.0012805-0.0047655i,-0.0029049-0.0037663i,-0.0028492-0.0010536i,-0.00046056+0.00063113i,0.0011188+0.00019359i,0.00080515-0.00092205i,-0.00022416-0.0016474i,-1.2567e-05-0.0018415i,0.00083975-0.001586i,0.00065166-0.0015219i,-0.00020833-0.0012911i,-0.00032101-2.7921e-05i
0.00044039+0.0018706i,0.00059349+0.00074251i,0.0029683-0.0034703i,0.0045545-0.0067649i,0.0038719-0.0070234i,0.00073799-0.0077272i,-0.0023803-0.0088586i,-0.0047288-0.0083054i,-0.005495-0.0065144i,-0.0035535-0.003841i,-0.00019996-0.0025399i,0.0018534-0.0037631i,0.00027458-0.0047223i,-0.002045-0.0028055i,-0.0020396-0.00027961i,0.00014262+0.00032462i,0.0016603-0.0007585i,0.0018409-0.0019563i,0.0010699-0.0011212i,-1.3309e-05-0.00043732i,-0.00042821-0.00095854i,-0.00062095-0.0014529i,-0.0003029-0.0010498i
-0.00033257-0.0035463i,0.0027867-0.006261i,0.0061312-0.0058337i,0.0089236-0.0028635i,0.010192-0.00082821i,0.0081668-0.0020211i,0.004508-0.0060013i,0.0012506-0.0089878i,-0.00096522-0.0076055i,-0.0011277-0.0040689i,2.4128e-05-0.0011366i,0.00097606-8.5845e-05i,0.0011657-0.00096312i,-2.5303e-05-0.001511i,-0.00087344+5.6187e-05i,0.00016041+0.001717i,0.0012597+0.0016308i,0.00086815+0.00074976i,-0.00019625+0.00028558i,-0.00045482+0.00061248i,3.467e-05+0.00028661i,0.0004751-0.00038521i,0.00027427-0.00077254i
0.0043271+0.0044347i,0.0045702+0.0058519i,0.0066051+0.0064586i,0.0093484+0.0067388i,0.00822+0.006646i,0.0063672+0.0047774i,0.0070444+0.00096303i,0.0066049-0.0025481i,0.0046396-0.0050652i,0.0022433-0.0046436i,0.00045329-0.00038145i,0.00037444+0.0037182i,0.0016739+0.0037596i,0.0018355+0.0019396i,0.00047598+0.0013601i,-0.00083853+0.0017564i,-0.00039871+0.0016206i,0.00035287+0.000687i,-0.00024927+0.0010346i,-0.0010654+0.0024785i,-0.00086407+0.0022249i,0.00020591+0.0010235i,0.00083753-0.00088459i
0.0018326-0.00050293i,0.0043608-0.001178i,0.0055773+0.0023281i,0.0038929+0.00753i,0.0015304+0.0097517i,0.00061312+0.0090721i,0.0038194+0.0066338i,0.007879+0.0034679i,0.0080151+0.00011186i,0.004575-0.0016297i,0.0005217-0.0018024i,-0.0021831-0.0002293i,-0.001497+0.0023414i,0.00015847+0.002076i,0.00046911+0.00014011i,-0.00060895-0.00025816i,-0.0014209+0.00066575i,-0.0010493+0.0008044i,2.7725e-05+0.00048853i,-3.6106e-05+0.00099159i,9.9013e-05+0.00096316i,0.0010853+4.3915e-05i,0.00074036-3.3868e-05i
-0.0010384+0.0061047i,-0.0026922+0.0092097i,-0.0053065+0.011378i,-0.0091158+0.010117i,-0.011486+0.0082234i,-0.0099387+0.0083462i,-0.003438+0.0086301i,0.0042159+0.0070422i,0.0069823+0.003199i,0.0049857-0.0016207i,0.0011882-0.0048584i,-0.001908-0.0052679i,-0.0023551-0.002598i,-0.00029609-0.00049488i,0.00083318-0.0010199i,-0.00030452-0.0019942i,-0.0013061-0.0011825i,-0.00070917+0.00025727i,1.0958e-05-4.0097e-05i,0.00024841-0.00027314i,-0.00015156+0.00064853i,-9.7198e-05+0.0008915i,0.00028105+0.00028181i
0.0017997-0.0029229i,0.0029915-0.0048488i,-0.00025805-0.0040114i,-0.0076224-0.003433i,-0.011296-0.0031514i,-0.0099745-0.00058298i,-0.006859+0.0047713i,-0.0024747+0.0084973i,0.0009994+0.0063841i,0.0021581+0.0013769i,0.0021295-0.0026405i,0.0015778-0.0050644i,-0.00025102-0.0049228i,-0.0013542-0.0026545i,-0.00039363-0.0010882i,0.0004149-0.0020113i,-9.3772e-05-0.0036403i,-0.0011885-0.0034187i,-0.0009357-0.0021448i,0.00011926-0.001316i,-0.00039574-0.0012854i,-0.00044209-0.001192i,0.00017271-0.00085588i
-0.0016058+0.0045226i,-0.0061618+0.0039134i,-0.011578-0.00010713i,-0.013568-0.0064773i,-0.010691-0.0096809i,-0.0083456-0.0074389i,-0.0084605-0.0024427i,-0.0080163+0.002232i,-0.0045933+0.0045784i,-0.00029672+0.003687i,0.002681+0.0015468i,0.0035956-0.00038365i,0.0015522-0.0024908i,-0.0013504-0.0020088i,-0.0014723-0.0013699i,1.6727e-05-0.0023499i,0.00045094-0.0030245i,-0.00049488-0.002757i,-0.00046298-0.001156i,1.8053e-05-0.00049289i,-0.00061928-0.0013218i,-0.0011542-0.00098417i,-0.0011149-0.00015746i
0.0016624-0.0011997i,0.0025039-0.0055201i,0.0020242-0.012457i,0.0017145-0.017098i,0.0012672-0.015993i,-0.0016381-0.012005i,-0.0057718-0.0065734i,-0.0084864-0.00086827i,-0.0075928+0.0026193i,-0.003888+0.0036873i,-5.5288e-05+0.0042232i,0.0023368+0.0041693i,0.0023147+0.0019854i,0.00073908-0.00044892i,5.7575e-05-0.0004752i,0.00099213+0.00061168i,0.0011539-3.13e-05i,0.00045417-0.00079613i,-5.4481e-05-0.00052364i,0.00018525+0.00011449i,0.00068294-4.3741e-05i,0.00045483-0.00050112i,-3.4773e-05-0.00037127i
-0.0024327+0.0012424i,-0.0018236-0.0014133i,0.0024952-0.0078686i,0.0078072-0.011881i,0.0089249-0.0096166i,0.0054629-0.0059334i,0.00011914-0.0050076i,-0.0037667-0.0044349i,-0.0047047-0.0025082i,-0.0033691+0.00058774i,-0.0016439+0.0034043i,-0.00053566+0.0056207i,0.0012852+0.0048531i,0.0021707+0.0012425i,0.0011028-0.00056758i,0.00087861+0.00018535i,0.0016826+0.00094589i,0.0014934+0.00091237i,0.00011748+0.00083257i,-0.00026328+0.0017861i,0.00095504+0.0015835i,0.0013845-0.00017223i,0.00095927-0.00093556i
0.00010053-0.004258i,0.0056466-0.0066173i,0.014979-0.0064305i,0.021614-0.0035767i,0.019637-0.00074414i,0.012222-0.00063708i,0.005433-0.0032907i,0.00082026-0.0055953i,-0.0019147-0.0049388i,-0.0026107-0.0031721i,-0.002884-0.0023494i,-0.0029021-0.00058956i,-0.0008276+0.0014986i,0.0013187+0.00054652i,0.00097454-0.0012126i,-0.00046825-9.6251e-05i,0.00016002+0.0017763i,0.0011803+0.0018294i,0.00052265+0.0015023i,0.00047517+0.0012569i,0.001126+0.00097645i,0.0016758+0.00060782i,0.0010307+2.072e-05i
0.0042833+0.0019924i,0.006945+0.0045041i,0.010871+0.0099991i,0.014911+0.014475i,0.012803+0.01385i,0.0063293+0.0079928i,0.0040371+0.0016461i,0.0045062-0.0044868i,0.0028317-0.0075641i,0.00036848-0.0069726i,-0.0010567-0.0069517i,-0.0026024-0.005991i,-0.0023928-0.0024893i,0.00024056-0.00042267i,0.0011879-0.0012652i,-0.00067479-0.0010862i,-0.0018988+0.0007702i,-0.0014388+0.0013854i,-0.00133+0.00095715i,-0.0012388+0.00054521i,-0.00024565+0.00093768i,-9.0399e-05+0.00062864i,-0.00026898+0.00028059i
0.00098104+0.0032899i,0.0024799+0.0080696i,0.004295+0.014753i,0.0031285+0.020837i,0.00090038+0.020054i,0.00039231+0.013208i,0.002528+0.0048549i,0.0057173-0.0016298i,0.0052493-0.0056019i,0.0023911-0.0063167i,0.0011017-0.0056481i,0.00036354-0.0052979i,-0.0010629-0.0040335i,-0.00079768-0.0019998i,0.000405-0.00069933i,0.00010793-0.00075784i,-0.00095671-0.0006171i,-0.0015083-0.00052617i,-0.00096359-0.00076546i,-0.0006102-0.001138i,-0.00025121-0.0011552i,-0.0001675-0.00059784i,-0.00018319-0.0003048i
-0.00039452+0.0013586i,-0.0017418+0.0065394i,-0.0073997+0.01169i,-0.013268+0.015336i,-0.013684+0.014479i,-0.0089363+0.0095725i,-0.0019951+0.0047833i,0.0036629+0.0012323i,0.0056693-0.0015864i,0.0035096-0.0020368i,0.0018558-0.00075163i,0.0015209-0.0015494i,-0.00039064-0.0027471i,-0.0018445-0.0011031i,-5.7282e-05+0.0010916i,0.0010467+0.00047547i,-0.00040815-0.0014659i,-0.0017791-0.0016082i,-0.0017286-0.00039978i,-0.00072691-0.00018944i,-0.00037323-0.0004896i,-0.00094253-3.5075e-06i,-0.0015308+0.00035364i
-0.0016262-0.00017859i,-0.0069388+0.00036814i,-0.015798+0.00038781i,-0.021641+0.00021958i,-0.019187+0.00065354i,-0.01113+0.001415i,-0.0033045+0.0030226i,0.0021431+0.0051643i,0.0053082+0.0043119i,0.0042249+0.0020662i,0.0013272+0.002038i,0.0010254+0.0021337i,0.00075049+0.0003253i,-0.0014896-0.00082888i,-0.0021484+0.0007066i,-0.00073076+0.0014667i,-0.0002915-0.00035166i,-0.0011957-0.00086833i,-0.0018877+0.00048794i,-0.00055165+0.00069396i,-0.00040035-0.0001698i,-0.0010828-0.0010909i,2.9736e-05-0.0012826i
-0.0043633+0.00018122i,-0.0085835-0.0021285i,-0.014738-0.0071531i,-0.017471-0.01182i,-0.013722-0.010233i,-0.0068813-0.0038458i,-0.0020576+0.003626i,5.3192e-05+0.0087833i,0.0022856+0.0089034i,0.0028325+0.0047593i,0.0013748+0.0016959i,0.00078117+0.0010431i,0.00089811+0.00044396i,-0.0004107-4.6697e-05i,-0.0024942+0.00013253i,-0.0028343+0.00059335i,-0.00086183+0.0002579i,0.00027903-0.00029914i,4.564e-05-0.00066505i,0.00078876-0.00044198i,0.00085051+9.6162e-07i,0.00070392-0.0008697i,0.0015103-0.0019229i
-0.0028251-0.0011575i,-0.003902-0.0079341i,-0.0035173-0.018909i,-0.0034244-0.025432i,-0.004371-0.021206i,-0.0057007-0.010588i,-0.0063838-0.00089831i,-0.0050872+0.0046248i,-0.001156+0.0054874i,0.0026743+0.0023162i,0.0025565-0.0013941i,0.00083329-0.0019773i,0.0013854-0.0011693i,0.0020691-0.0015924i,6.558e-06-0.0023955i,-0.0016283-0.0024073i,-0.00090947-0.0019161i,-5.1252e-05-0.00172i,-0.00014626-0.00085238i,-0.00035038+0.00085025i,0.00025785+0.00054776i,0.00072891-0.00092894i,0.00089227-0.0010043i
0.0014025-0.0057793i,0.0055018-0.009593i,0.011478-0.015842i,0.014498-0.019862i,0.0098192-0.015766i,0.0016862-0.0075171i,-0.0034858-0.0030091i,-0.0060708-0.0016017i,-0.0056185+0.00047207i,-0.001211+0.0005203i,0.0021061-0.0021646i,0.0024557-0.0032537i,0.0030149-0.0012952i,0.0038395-0.00061378i,0.0029534-0.00188i,0.0011397-0.0015021i,0.0011895-0.00018195i,0.0017224+0.00033119i,0.0012772+2.7946e-05i,0.0010016-0.00011225i,0.00097238+0.00076589i,0.0014381+0.00094129i,0.0016086-0.00012786i
0.0048427-0.0014626i,0.010302-0.0021388i,0.01797-0.0038758i,0.02402-0.0058075i,0.019949-0.0069107i,0.0069928-0.0068572i,-0.0026348-0.0068577i,-0.006601-0.0077237i,-0.0086037-0.0063165i,-0.0067844-0.0015491i,-0.0017966+0.0011792i,0.0014423+0.0005824i,0.0023779+0.00020896i,0.0031954-0.00036436i,0.0034467-0.0016165i,0.0024597-0.0016374i,0.00064763+5.4936e-06i,-5.1937e-06+0.0012534i,1.0833e-05+0.00082675i,-0.0003413+0.00072027i,-0.00040722+0.0014744i,0.00037096+0.00087833i,0.0011892+0.00061777i
