-0.002769+0.0012794i,-0.0013457+0.0024327i,-0.0023622+0.0034501i,-0.0022847+0.0032302i,-0.0016773+0.0026016i,-0.0003583+0.0022738i,-0.00015394+0.0021427i,-0.00059354+0.0017878i,-0.00016846+0.0015846i,0.00043742+0.00089193i,0.00055002-0.00091089i,0.00068056-0.0015968i,0.001067-0.0011371i,0.00080751-0.001836i,6.1952e-05-0.0017241i,-0.00012172-0.00052158i,0.00042433+0.00080017i,0.00026491+0.0012945i,0.00022151+0.0004065i,0.00085202+4.9267e-05i,0.00081039+0.00026465i,0.00052797+0.00047407i,0.00071213+3.5783e-05i
-0.0015254+0.00011267i,-0.00081476+0.00060005i,-4.9017e-05+1.7346e-05i,-5.1944e-05-0.00010188i,-0.0015103+0.00072432i,-0.0016549+0.00064242i,-0.00080666+0.0010577i,3.1145e-05+0.00019952i,0.00028431-0.0012576i,0.00022697-0.0019483i,0.00018269-0.0016488i,-0.00010091-0.00076052i,0.0002034-0.000172i,0.00047848-0.0003297i,2.3048e-05-0.00039289i,-0.00035394-0.00057264i,-0.00022273-0.00037565i,0.00029986+0.00052627i,0.0006586+0.00083432i,0.00060996+0.00019385i,0.00080647+6.4688e-05i,0.00058888+0.00025796i,-0.00048677-0.00058891i
0.0016834+0.0014483i,0.0023336+0.00047128i,0.0037605+2.9957e-05i,0.0028696-0.00071063i,0.0014554-0.00083208i,0.00014603+0.00033786i,-0.00088967+0.0012619i,-0.00071823+0.0010776i,-0.0011049-0.00015999i,-0.0018461-0.0016344i,-0.0012977-0.0014676i,-0.0011304-0.00052509i,-0.0013026-0.00058984i,-0.0011037-0.0017197i,-0.00054885-0.0018231i,-0.000399-0.00056728i,-0.00053846+0.00028921i,-0.00048916+0.0002683i,-6.5616e-05-0.00010424i,-0.00031609-0.00063929i,-0.00017548-0.0011927i,0.00011748-0.00088134i,-0.00023684-8.7566e-05i
0.00051122-0.0013944i,-0.00038185-0.00081573i,-0.0015002-0.0016315i,-0.00093087-0.0025444i,-0.00076077-0.002071i,-0.0017668-0.00074424i,-0.0014941+0.00040063i,-0.00037929+0.00058819i,-0.0001275+0.00025059i,-0.00078184+0.00013515i,-0.00071146+4.1521e-05i,-0.00028539-0.0007123i,0.00071953-0.001052i,0.0011983-0.00064116i,6.0342e-05-0.00066757i,-0.00088708-0.00047216i,-0.00075417-0.00028068i,-0.0006878-0.00010171i,-0.00072729+0.00026328i,-0.00077823+0.00064409i,-0.00018442+0.00057108i,0.00055898-8.6197e-05i,-0.00028431-0.00059763i
0.0030324-0.00025302i,0.0038574-0.00045591i,0.0026936-0.00031223i,0.001527-0.00024862i,0.00040319-1.0294e-05i,-0.0012968+0.00081975i,-0.0012534+0.00093519i,0.00036907+0.00099377i,0.0011836+0.00117i,0.00038113+0.0010182i,-1.7739e-06+0.00059705i,0.00090243+0.00033684i,0.002133+0.001002i,0.001842+0.0015801i,0.00074264+0.00049415i,0.0002396+6.4566e-05i,-0.000245+0.00043416i,-0.00048005-4.4936e-05i,4.5905e-05-0.00022265i,0.00013677-0.0001506i,0.00074523-7.2842e-08i,0.0011188+0.00025944i,0.00029193+0.00057449i
-0.0021891-0.00028853i,-0.0023773+6.7171e-05i,-0.0019775-0.00060254i,-0.0021823-0.00023838i,-0.0021154+0.0012264i,-0.0010102+0.0019746i,-0.00082409+0.0021413i,-0.00052416+0.0012578i,0.0011134+0.00037422i,0.0015688+2.1014e-05i,0.0016027+5.8437e-05i,0.0016058+0.00078235i,0.0009503+0.00067971i,0.00075571+0.0004766i,0.00063403+2.2866e-05i,0.00013625-0.00094487i,0.0002109-0.0011156i,5.7394e-05-5.7556e-05i,-0.00014309+0.00085456i,-0.00028828+0.00038481i,0.00021421-0.00011551i,0.00090458+0.00059264i,0.00055572+0.00079865i
-0.0012412+0.00056943i,-0.00027295+0.00016396i,0.0011876-0.00030045i,0.00095421-0.0015897i,0.00012743-0.0012781i,-0.00047782-0.00043664i,-0.00040409-0.00025354i,0.00037823-0.00042678i,0.00072597-0.00097662i,0.00056234-0.001416i,0.00045563-0.0011026i,0.00043261-0.00052656i,-2.8688e-05-0.00030183i,-3.4591e-05+0.00038006i,0.00049148+0.00018891i,0.00032054-0.00092767i,-2.1774e-05-0.00091698i,-0.00092858-0.00057327i,-0.00093017-0.00039109i,-2.7906e-05-0.00038032i,-0.00013061-0.0011118i,-0.00018029-0.0013585i,0.00070122-0.00078076i
0.00033396-9.2507e-05i,-0.00044107-0.0006287i,-0.00045123-0.00041042i,0.0010301+0.00034304i,0.0011519+0.0013237i,-0.00034157+0.00068722i,-0.00060353-0.00085162i,-0.00045149-0.0015054i,-0.00043316-0.0022651i,-0.00018222-0.0028525i,-0.00031545-0.0026471i,-0.00099076-0.0027031i,-0.00096503-0.002466i,-0.00060989-0.0011432i,-0.000959-0.00021582i,-0.00088434-0.0001015i,-0.00095988-0.00017274i,-0.0013246-0.00025772i,-0.0010227+0.0001422i,-0.00034181+1.7048e-05i,0.00014834-0.00069316i,3.4584e-05-0.00052605i,-0.00034462+0.00035075i
0.00027894+0.0019528i,0.00051431+0.0024332i,0.0010779+0.0020461i,0.0012127+0.00097927i,0.00017779+5.8289e-07i,-0.00040046+5.4349e-05i,-0.00034087-0.00011439i,-0.00046353-0.00066781i,-0.00041746-0.0019725i,-0.00047426-0.0031192i,-0.00077543-0.0032031i,-0.00068973-0.0022728i,-0.00053013-0.0016557i,-0.00070333-0.001267i,-0.0013056-0.00047957i,-0.0014104-0.00017988i,-0.00016858+3.7806e-05i,0.00026654+0.00010851i,0.00010111-3.9232e-05i,5.7279e-05-0.00017207i,0.00012037+0.0002246i,0.00016907+0.00012992i,4.1447e-05-0.00092611i
-0.0020254+0.0026038i,7.7761e-05+0.0034766i,0.0014296+0.0035005i,0.0017893+0.002619i,0.0012362+0.002262i,9.9085e-05+0.0025882i,-0.0012254+0.0023048i,-0.0013802+0.001078i,-0.00070505-7.3232e-05i,-4.73e-05-8.7134e-05i,0.00020899-0.00017684i,-0.00013781-0.00035034i,-0.00076896-0.0013275i,-0.0011014-0.0024602i,-0.0013983-0.0014812i,-0.0010582+0.0001615i,-0.00019985+0.0011796i,-0.00027383+0.0001441i,-0.00035901-0.00079799i,-0.00037346-0.0001853i,-5.4571e-05-0.00019701i,-2.0914e-05-0.00048521i,-0.00016447-0.00049792i
-0.0020843-0.00038891i,-0.00083355-0.00088384i,-0.00051163-5.4136e-05i,-0.00099785+0.00056441i,-0.00072805+0.00089563i,-0.00066536+0.0011245i,-5.7687e-05+0.001404i,0.00049351+0.0017052i,-3.7741e-05+0.0017247i,-5.8648e-05+0.0018063i,0.00059023+0.0017395i,0.0010023+0.0015962i,0.0013488+0.00084003i,0.0010403-1.2317e-05i,8.7154e-05-0.00031179i,-0.00076739-0.0011639i,-0.00060543-0.00091802i,-0.00035217-1.763e-05i,-0.00049282+0.0003257i,-0.00055478+0.00048975i,0.00089549+0.00035596i,0.0015527+7.8804e-05i,0.0010909-0.00043318i
0.0014898+0.00027787i,0.00097038-0.0001342i,0.0019551-0.00054872i,0.0018801-0.0012865i,0.00062711-0.00091523i,-0.00092933+0.00015463i,-0.00097689+0.00055987i,0.00041613+0.00030183i,0.0012495+0.0011019i,0.0012357+0.0010766i,0.0010955+0.00077596i,0.0011408+0.0012634i,0.0005036+0.0012828i,0.00042074+0.0014166i,0.0010398+0.00060178i,0.00053256-0.00018017i,-7.6239e-05+0.00028712i,-0.00018016+0.00035319i,-0.00038183-0.0003671i,-5.7865e-05-0.0004056i,0.00056274+0.00048508i,0.00035336+0.0009079i,0.00051795+0.0006065i
-0.0014463+0.00014005i,-0.0015393+0.001051i,-0.0010282+0.0018823i,-0.00028622+0.0026107i,-0.00070582+0.0034038i,-0.00054902+0.0026377i,7.1017e-05+0.001197i,0.00042244-0.00033522i,0.0014321-0.0016804i,0.0018498-0.0017877i,0.0018734-0.0011837i,0.001221+0.00025247i,0.00022781+0.00095906i,0.00086851+0.00082676i,0.0013384+0.00077122i,0.001212+0.00046778i,0.0010546+0.0006444i,0.00053198+0.00058571i,0.00038727+0.0002796i,0.00026181+7.4057e-05i,0.00054304-0.00036548i,0.00055324-0.00076394i,0.00033584-0.00034886i
-0.0004683+0.00089905i,0.00042956+0.00038646i,0.00078211-0.0007106i,0.0011171+0.00030734i,0.00043648+0.0014767i,-0.00088266+0.0008372i,-0.00058586-0.00033855i,0.00070866-0.0011604i,0.00099229-0.0020007i,0.00084966-0.0031175i,0.00052158-0.003016i,9.3396e-05-0.001991i,-4.2456e-05-0.0014599i,-0.00016291-0.0011642i,-0.0010977-0.00068973i,-0.00091004-0.00089148i,0.0001957-0.00020278i,-2.6879e-05-0.00025486i,-0.00029848-0.00064302i,9.0885e-05+0.0001241i,3.896e-05-0.00015625i,0.0002102-0.00024857i,0.00065906+0.00052861i
0.00026689-0.0022399i,-0.00026806-0.0019968i,-0.00031431-0.0010453i,-0.00070555-0.00087274i,-0.0017278-0.0011112i,-0.0019281-0.00022393i,-0.001319+0.00030197i,-0.00052462-0.00094465i,-0.00022198-0.0023762i,-0.0010044-0.0025866i,-0.0019394-0.0021298i,-0.0020444-0.0017603i,-0.0014394-0.001804i,-0.00084374-0.0020688i,-0.00081391-0.0011124i,-0.0008697+0.00023194i,-0.00046163+0.00048825i,-0.00027875+7.6401e-05i,-5.3783e-05+3.3727e-05i,0.00028616-9.1909e-05i,0.0004325+0.00017469i,0.0010533+0.00041218i,0.0010627-0.00033249i
0.0014242+0.00083069i,0.0023331+0.0014245i,0.0033299+0.00059481i,0.0022158-0.00031244i,-0.00010406+0.00029587i,-0.00059077+0.00082131i,-0.00076778+0.0010136i,-0.00082141+0.00068972i,-0.0003871-0.00043525i,-0.00062979-0.00060349i,-0.00056768-0.00025032i,-2.2965e-05-0.00074553i,-4.9054e-05-0.001291i,-0.00046009-0.0015238i,3.4147e-05-0.00052913i,-1.4441e-05+0.00017146i,-0.00035149-0.0003912i,3.7286e-05-0.00067185i,1.601e-05-0.00027957i,-9.1952e-05-0.00033967i,-9.9624e-05-0.00043471i,-0.0003712-0.00077105i,6.2365e-05-0.0011257i
0.00095439+0.00036461i,0.0015081+0.00018507i,0.00052841-0.0015196i,-0.00024638-0.0022706i,-0.00015047-0.0016234i,-0.00051737-0.00014203i,-0.0015076+0.0013041i,-0.0016854+0.0017828i,-0.00073097+0.001182i,-0.00019356+0.00033154i,0.00010428-0.00033319i,0.00014705-0.0003245i,0.00022954-0.00013235i,0.00061315-0.0004981i,0.00042799-0.00045137i,-0.00050819+4.707e-06i,-0.00064726+0.00048584i,9.5534e-05+0.00072753i,0.00015103+0.001393i,0.00033635+0.0014674i,0.00091772+0.00060741i,0.00022757-0.00026099i,-0.00079202-0.00062373i
-0.0010775-0.00068407i,-0.0007895+0.00064532i,-0.00047934+0.0010168i,-0.00059057+0.00074195i,-0.0014748+0.0015056i,-0.00047909+0.0020294i,0.00044894+0.0017666i,5.9567e-05+0.00091106i,-0.00039246+0.00040964i,-0.0006683+0.00049457i,-0.00022282+1.3198e-05i,0.00023627-9.3219e-05i,0.0010998+0.00051289i,0.0014782+0.00057918i,0.00085963-1.5871e-05i,0.00079033-0.00033814i,0.00041136+5.6664e-06i,-0.001109-0.00021584i,-0.0015811-0.00074058i,-0.0010585-0.00053051i,-0.00056747-0.00037431i,0.00082035-0.00047403i,0.0011478-0.00033906i
-0.00050286-0.001409i,-0.0011997-0.0021647i,-0.0018746-0.0021708i,-0.0015548-0.0013439i,-0.0010507-0.00085011i,-0.00072826+0.0004829i,-0.0003697+0.00080163i,0.00038484+0.00066643i,0.00070265+0.0010284i,0.0011338+0.00055306i,0.0013098-0.0006894i,0.00069635-0.00072714i,-0.00019747+0.00036411i,8.722e-05+0.00081184i,0.0002532+0.00057844i,-0.00063553-0.00019206i,-0.00070517+1.9544e-05i,-0.00027115+0.00067832i,-0.00040703+0.00034282i,-9.5395e-05+0.00017551i,-7.5076e-05-0.00030612i,-0.00037075-0.00041573i,-0.00064737+7.4097e-05i
-0.00076507-0.00094809i,-0.0011079+3.35e-05i,-0.0022799+0.00061357i,-0.0019836+0.00097924i,-0.0015302+0.0017364i,-0.00095155+0.0016971i,-0.0005449+0.00071035i,0.00064204-0.00094291i,0.0012864-0.0017591i,0.00047899-0.001646i,0.00054039-0.0012874i,0.00154-0.00095761i,0.0018866-0.00015058i,0.00084416+0.00029956i,0.00029497+8.8077e-05i,6.2458e-05+2.3045e-05i,-0.00059416+0.0010827i,-0.00040812+0.0013258i,0.00010863+0.00043218i,0.00013345+0.00027754i,0.00050034+0.00055824i,0.00090885+0.00066298i,0.00023889+0.00035729i
-0.0014191-0.00051721i,0.00010335-0.00033872i,0.001408+0.00030165i,0.0016169+0.00038929i,0.0010863+1.2155e-05i,-0.00071753-0.00093465i,-0.0010458-0.0010939i,-0.00012682-0.0009827i,-0.00056664-0.0017254i,-0.0017921-0.001866i,-0.002189-0.0019959i,-0.0008127-0.0019614i,1.1388e-05-0.0015274i,-0.00019977-0.0010576i,4.4379e-06-0.00024649i,-0.00020612-0.00012352i,-0.00059421-0.00046991i,-0.00068686-0.0007079i,-0.00080446-2.7927e-05i,-0.00051659+0.00028724i,-0.00042643-0.00037633i,-0.00057472-0.00015186i,-0.00053534-9.8863e-05i
0.0016277-0.0016783i,0.0011636-0.0024418i,0.00065626-0.0030659i,-0.00081081-0.0027548i,-0.0020589-0.0020162i,-0.0025501-0.00066556i,-0.0018511+0.00028606i,-0.00060462+8.1878e-05i,-0.00064031-0.0010431i,-0.0013561-0.0013967i,-0.000502-0.00037095i,0.00038581-0.00065404i,0.00023962-0.0016053i,-0.00042342-0.0015908i,-0.0014752-0.00077779i,-0.0020408-0.00047767i,-0.0010593-0.00072614i,-0.00066915+0.00012858i,-0.00061702+0.0015481i,-0.00024528+0.001653i,-7.6052e-05+0.00096863i,0.00093706+0.00033468i,0.0016093-2.4603e-05i
-0.00090811+0.00036724i,0.00035742+0.0012916i,0.00091753+0.0023449i,0.00027346+0.0016774i,-0.0015428+0.00098578i,-0.0023212+0.0012654i,-0.0014761+0.0016586i,-0.00081239+0.0014706i,-0.00078948+0.0017008i,-0.0012593+0.0012055i,-0.0013831+0.00051811i,-0.00060959+0.00061486i,0.00036104+0.00028945i,-0.00010802-0.00064602i,-0.0012649-0.0011163i,-0.001386-0.00036068i,-0.00056279-3.1346e-05i,-0.00065247-0.00041417i,-0.00030819-0.00029601i,0.00036169+0.00019986i,-0.00025919+0.00036944i,-0.0005807-3.1657e-05i,-0.00079476-0.00051094i
-0.00097236-0.0028862i,-0.00085327-0.0025525i,-0.0014865-0.0018326i,-0.0024427-0.0018099i,-0.0029174-0.0018716i,-0.0018718-0.00028127i,-0.00033425+0.00069978i,0.0012357+0.0010623i,0.001572+0.0011816i,0.00073962-8.7845e-05i,0.00056291-0.00064367i,0.0004002-0.00046735i,0.00021999-0.00037578i,0.00021789-0.00097801i,-0.00014836-0.0018464i,-0.00084197-0.0016891i,-0.00079412-0.0013332i,-0.00042229-0.00052683i,-0.0012089-2.2806e-05i,-0.0010221-0.00099641i,0.00013236-0.0014769i,0.00062802-0.00098348i,0.00060412-9.3765e-05i
-0.0012464-0.0024895i,-0.0013979-0.0018486i,-0.0012563-0.00049612i,-0.000865+0.0005774i,-0.00072728+0.0020735i,-0.00037733+0.0027065i,0.00029732+0.0019073i,0.001246+0.0007733i,0.0019717-1.1068e-05i,0.0021759-0.0005134i,0.0019737+9.5289e-06i,0.0013409+0.00040185i,0.0014587+0.00030417i,0.0022408+0.00039505i,0.0022669+0.0002277i,0.0017864+0.00027782i,0.00062006+0.00096991i,0.00015463+8.914e-05i,0.00042574-0.00070683i,0.00014865-0.00085996i,-1.8741e-05-0.00088342i,-0.00052577-0.00057751i,-0.00057944-0.00048155i
0.002123-0.00059632i,0.0020732-0.0021915i,0.0017971-0.0026027i,0.0017327-0.0024848i,0.00086577-0.0016195i,-0.0012615-0.00062041i,-0.001445-0.00040859i,-0.0001045-0.0012173i,0.0020042-0.0022921i,0.002753-0.0028356i,0.0017348-0.0019419i,0.0014134-0.00018716i,0.0011044+0.00027103i,0.00070221+0.0003387i,0.00071917+0.00043399i,0.0010171+0.00034465i,0.00092721+0.00036548i,0.00020915+0.00028357i,-0.00033369-5.8437e-05i,-0.00031323-0.0002134i,0.00072086-0.00029515i,0.00090926-0.00064877i,0.00028711-0.00015954i
0.00027676-0.00064394i,0.0002573+0.001185i,-0.00081591+0.0013124i,-0.0015157+0.00069865i,-0.0014293+0.00074877i,-0.0014808+0.00032661i,-0.0011941-0.00035284i,-0.0005675-0.0015991i,-0.00029409-0.0038072i,-0.00099912-0.0042105i,-0.00049069-0.003006i,0.00066381-0.0020579i,0.00081324-0.0015901i,0.0014541-0.0012067i,0.0015806+8.7903e-05i,0.00063859+0.0014765i,-8.0197e-06+0.0013242i,-8.1932e-05+5.3151e-05i,0.0003925-0.00050757i,0.0013875-9.2775e-05i,0.0019432+0.00023408i,0.0016967+0.0010842i,0.00091811+0.001172i
-0.0020665+0.00078536i,-0.0013852-0.00037288i,0.0003256-0.00048214i,0.00086628+0.00061564i,0.00022712+0.0025157i,-0.00056229+0.0019638i,-0.0011529+0.00040324i,-0.00097288+0.00045165i,-0.0010477+0.00038137i,-0.0018391-0.00039251i,-0.001688-0.0004723i,-0.0012993-0.00043956i,-0.00097631-0.00068308i,-0.0011818+3.9624e-05i,-0.0011836+0.0013567i,-0.00065963+0.0020031i,-0.00060435+0.0020595i,-0.0008593+0.001224i,-0.00048781+0.00098166i,-4.9277e-05+0.00054469i,0.0007772+0.00016679i,0.00069896+0.00087758i,-0.00071498+0.00025849i
-0.00050778-2.2833e-05i,-0.00010419+0.00045092i,0.0014811-0.00033083i,0.00073527-0.00027141i,-0.0018849-0.00072036i,-0.0031212-0.00041651i,-0.0030626+0.00075586i,-0.0021911+0.00075834i,-0.0012676+0.0006757i,-0.0012181+0.0012116i,-0.0003337+0.00093299i,-0.00029152+0.00057806i,-0.00083791+0.0010462i,-0.0012737+0.00092825i,-0.0019988+0.00078807i,-0.001478+0.00091204i,-0.00046866+0.00031722i,-0.00021937+0.00037421i,-0.00035201+0.0015989i,-0.00091291+0.0019235i,-0.0010231+0.00097055i,-0.0011222-0.00044001i,-0.00092941-0.00072063i
0.0019975+0.00061907i,0.0025155-5.519e-05i,0.0023705-0.00085883i,0.0019896-0.0013669i,0.00091152-0.0016257i,-0.00031807-0.00049381i,-0.00079994+0.00037692i,-0.00036127+0.00062129i,0.00037659+0.00097212i,0.0010532+0.00044314i,0.0015304-8.4059e-05i,0.00088428-0.00033039i,-0.00041488-0.00058872i,-0.0014001-0.0016323i,-0.0019564-0.0023379i,-0.0019949-0.0017321i,-0.0010456-0.00065701i,0.00037541-0.00029452i,0.00068499-2.622e-05i,-0.0003389+0.000665i,-0.00079722+0.00067415i,-0.00059692-2.1194e-05i,-0.00031049-0.00018796i
0.00024126-0.00049563i,0.0006692-0.0011692i,-0.00017995-0.0012193i,-0.002415-0.0016429i,-0.0030634-0.0014629i,-0.0016957+0.00064661i,-0.00028308+0.0017642i,0.00079051+0.0010851i,0.0018809+0.0003606i,0.0023732-0.00038334i,0.0021278-0.00055219i,0.0011746+5.8629e-06i,0.00017438+0.00020729i,-9.3902e-05-0.0010183i,0.00054744-0.0021918i,0.00028226-0.0014783i,-0.00021519-0.00066968i,-0.00077156-0.00034921i,-0.0015683+0.00019876i,-0.0013918+0.0003597i,-0.00044006+0.00028064i,-0.0001465-0.00018515i,0.00010033-0.00029599i
-0.0014503-0.00071076i,-0.0014707-0.0011315i,-0.00084368-0.001275i,-4.8187e-05-0.00046648i,0.00019497+0.00041962i,-9.8008e-05+0.00077328i,-1.7331e-05+0.00096037i,0.00048405-0.00031361i,0.0015456-0.0017512i,0.001889-0.0019052i,0.00084617-0.0013993i,0.00025223-0.0010412i,0.00016276-0.0016977i,0.00073494-0.0024467i,0.00077818-0.0024307i,0.0010346-0.0015714i,0.0014533-0.00057123i,0.00097806-0.00074203i,0.00028683-0.0013743i,-0.00026494-0.0010064i,-0.00035927-0.00021442i,-0.00042491-0.00014232i,-0.00019257-0.00059584i
-0.0015048-0.00056045i,-0.0020895-0.00048399i,-0.0023841-0.00017514i,-0.0019776-9.9921e-05i,-0.0011489-7.4663e-05i,-1.0826e-05-4.6545e-05i,0.00015022+0.00024282i,-0.00027547-0.00038821i,-0.00078964-0.0018758i,-0.0012443-0.0022715i,-0.0014007-0.0018772i,-0.00050825-0.0014729i,0.00056901-0.0016009i,0.0018749-0.0011038i,0.0026226+0.00043381i,0.0019318+0.001034i,0.00094305+0.00089665i,0.00023161+0.0011381i,0.00040906+0.00053686i,0.00072066-0.0004563i,0.00019985-0.00039596i,-0.00021155-0.00038431i,9.2366e-05-0.00025102i
-0.0010668+0.0007827i,-0.00039809+0.0010183i,0.00093587+0.00072729i,0.00059849+0.0011635i,-0.00039003+0.001917i,-0.0006312+0.0023747i,-0.0012466+0.0016961i,-0.0017724+0.0002418i,-0.0015394-0.00012836i,-0.00064731-0.00026154i,-0.0002511-0.001008i,0.000128-0.0016235i,0.00097945-0.000649i,0.00072086+0.0011851i,0.00015011+0.0016655i,-9.9993e-05+0.0013775i,-0.00026732+0.0014472i,-8.492e-05+0.0011932i,-0.00051754+0.00067096i,-8.2951e-05+0.00038883i,0.00080849+0.00073983i,0.00076197+0.0002369i,0.00026143+0.00027216i
0.0025551-1.2033e-05i,0.0019452-0.0012096i,0.0033182-0.0022026i,0.0035197-0.00283i,0.0018027-0.002322i,-0.00075189-0.0010462i,-0.0021983+5.0898e-06i,-0.0020485+5.561e-05i,-0.0013908-0.00045352i,-0.00049761-0.0011344i,0.00048632-0.0011999i,0.00060631-0.00023987i,0.0001759+0.00092423i,-0.00049251+0.0019275i,-0.0013012+0.0028492i,-0.00051084+0.0021609i,-0.0002178+0.00076897i,-0.00054101+0.0003308i,-0.00071291+0.0011924i,-0.00043842+0.00052039i,0.00084886-0.00038951i,0.0012425+0.0006897i,0.00057843+0.0012086i
0.00019153+0.0016996i,-0.00031171+0.0020848i,-0.0007629+0.00056378i,-0.00024516-0.00039356i,-0.00018309-0.00061685i,-0.00084328-0.00082646i,-0.0010928-0.00072294i,-0.00083703-0.00054132i,-0.0004609-0.00035255i,0.00038823+0.00012146i,0.0013076+0.00010174i,0.00094561+0.00076115i,-0.000807+0.0016685i,-0.0019273+0.0014592i,-0.0014673+0.0011231i,-0.00092555+0.00091804i,-0.00070361-6.3581e-05i,-0.00074274+0.00011762i,-0.0005732+0.0012176i,0.00020545+0.0016631i,0.0004012+0.0012885i,-3.7698e-05+0.00034835i,-0.00038756-0.00022998i
0.0017991+0.00024519i,0.00088538-0.00039037i,0.0007234-0.0010283i,0.0013592-0.0013048i,0.00035686+4.2433e-05i,-0.0015943+0.00043477i,-0.001502+0.00030337i,0.000323+4.867e-05i,0.0021121-0.00098718i,0.0032744-0.0012012i,0.0021892-0.00012775i,-0.00088227+0.00077998i,-0.0024486+0.00056554i,-0.0022107-0.00054259i,-0.0018012-0.00098363i,-0.0012825-0.00051616i,-0.00081328+0.00039048i,-0.0008177+0.000906i,-0.0012916+0.00032587i,-0.00051453+0.00045392i,0.0013553+0.0006438i,0.0015078-0.00028623i,-0.00038484-0.00049499i
-0.0012377-0.0052682i,-0.0028623-0.0052797i,-0.0039368-0.0053371i,-0.0039911-0.0037657i,-0.0030385-0.00097019i,-0.0016388+0.001337i,0.00026621+0.0011552i,0.0020277-0.00067154i,0.0022933-0.0020924i,0.00095186-0.0022597i,-0.0009829-0.0013702i,-0.0019219-0.0011411i,-0.0016014-0.0017272i,-7.5332e-05-0.0019726i,0.00041754-0.0022773i,-0.00014685-0.0024085i,0.00012064-0.0020306i,0.00020421-0.0011268i,-0.00057168-2.0039e-05i,-0.00040304+0.00018164i,0.00048299+0.00043879i,0.0006499+0.00027398i,0.00038241-0.00041159i
0.0028901-0.001926i,0.0027208-0.0029963i,0.001485-0.0034845i,-0.00062074-0.0020262i,-0.0027698-0.00052067i,-0.0023132+0.00048921i,4.2516e-05+0.001672i,0.0011589+0.0012786i,0.0010345+6.5294e-05i,-0.0011289-0.00075022i,-0.0028992-0.0015228i,-0.001084-0.0018505i,0.00079816-0.0016646i,0.0014749-0.0017764i,0.0017298-0.0013872i,0.00096062-0.00051308i,2.727e-05-0.00050242i,3.7885e-05-0.00069422i,0.00025269-0.00014792i,-0.00036007-0.00011057i,-0.00079174-0.0010072i,-0.00031339-0.0011529i,0.00024912-0.0014835i
0.0015895-0.00025814i,0.00064159-0.0013824i,0.0003483-0.0038939i,-0.00055535-0.0041437i,-0.0022398-0.0014628i,-0.0028769+0.00067542i,-0.0023337+0.00069056i,-0.0020152+0.0002745i,-0.0017695-0.00015984i,-0.0011949-0.00092556i,-0.00076005-0.0013407i,0.00013785-0.0015688i,0.0012069-0.0023616i,0.0017443-0.0013116i,0.0019001+0.00080694i,0.0011171+0.001217i,0.00097613+0.00032234i,0.00084958+4.9597e-05i,-0.00025092-0.00043819i,-0.00050949-0.0010199i,-0.00013631-0.00022179i,0.00097295+0.00014654i,0.0015125+8.5538e-05i
-0.0017533-4.5142e-05i,-0.00074886-0.00093998i,0.00093483-0.0011773i,0.0015649-0.0006349i,1.9873e-05-0.0011387i,-0.0018526-0.00055357i,-0.0018013+0.00042841i,-0.001012+5.6802e-05i,-0.00086488-0.00052017i,-6.4406e-05-0.00088521i,0.0017582-0.0014192i,0.0033423-0.0012199i,0.0041333-0.00033037i,0.0033664+0.00041279i,0.0014204+0.00096294i,0.00029321+0.0007532i,-0.00028333+0.00062244i,-0.001186+0.0001872i,-0.0012953-9.6813e-05i,-0.00051043+0.00025932i,0.00064619+0.00026358i,0.0012731+0.00071965i,0.001031+0.0013253i
0.00083584-0.0020144i,-0.00047807-0.0018151i,-0.0016823-0.0027922i,-0.0022527-0.0028537i,-0.0030571-0.0017663i,-0.0033325-9.6378e-05i,-0.0018603+0.00054071i,-0.00056051-0.00086194i,0.00070595-0.0020849i,0.0015932-0.0018745i,0.0019974-0.00069249i,0.0020604+0.0012028i,0.00078563+0.0027926i,0.00025007+0.0032507i,0.00047767+0.0021411i,-6.1711e-05+0.00039418i,-0.00083251-0.000601i,-0.00069528-0.00053808i,0.00020123-0.00053886i,0.00052442-0.00081746i,0.00068987-0.00015136i,0.00066352+0.00058867i,-0.00034211+0.00016629i
-0.00026851-0.0050443i,-0.00035711-0.0063698i,-0.00064474-0.0055964i,-0.00087308-0.0031748i,-0.0017881-0.00032235i,-0.0021616+0.00092219i,-0.001446+0.00021718i,-0.00064853+0.00026151i,0.00067117+0.00055818i,0.0020226-0.00016096i,0.0015331+0.00035174i,-0.0010408+0.0017938i,-0.002909+0.0026948i,-0.0029021+0.0022477i,-0.0016233+0.0010085i,-0.00077028-0.00025534i,-0.00018109-0.0014559i,-0.00022567-0.001642i,-0.00021847-0.00045097i,9.4492e-06+0.00023673i,7.2046e-05-0.00024431i,0.00014455-0.0011669i,0.00017818-0.0012695i
0.0034939-0.0012465i,0.0032306-0.0018854i,0.0032261-0.0031341i,0.0015222-0.0029716i,-0.00065506-0.0022223i,-0.001384-0.001005i,-0.00090894+0.00085013i,0.00065253+0.0014288i,0.0020157+0.00038015i,0.001043-0.001133i,-0.00086021-0.0014389i,-0.0020583-0.00018611i,-0.0026421+0.00060725i,-0.0025397+4.5897e-05i,-0.001889-0.00011207i,-0.0015886+1.4912e-05i,-0.00070459-0.000127i,0.00010249+0.00026245i,0.00013555+0.00059668i,0.00040063-3.7596e-05i,0.00059035-0.0010796i,0.00024391-0.00097728i,-0.00029238-0.00074407i
