-0.00011216+0.0015063i,0.00019899-0.00048154i,-0.00024865-0.0016438i,-0.0011956-0.0012875i,-0.0033035-0.00064291i,-0.0037602+0.00028396i,-0.0023401+0.0013608i,-0.0014043+0.0018786i,-0.00069253+0.001174i,0.00027682+0.00034036i,0.00018478+0.00015238i,-3.9108e-05+0.00014089i,0.0004949+0.00021357i,0.00044229+0.00016394i,0.00032616+0.00024486i,0.00020455-3.9574e-05i,0.00027139-0.00019098i,0.00083638-0.00050839i,0.00037553-0.00090533i,0.00018176-0.00077281i,0.00048993-0.00028585i,0.00030746+0.00084994i,0.00013917+0.0016361i
-0.0016648-0.0026793i,-0.0016775-0.0018021i,-0.0013483-0.0018176i,-0.0010193-0.00069336i,-0.00062601+0.0013687i,0.00030798+0.0017443i,0.00042285+0.0008323i,-0.00069407+3.7781e-06i,-0.00074786+0.0003198i,-0.00031671+0.0010955i,-5.6922e-06+0.00050431i,0.00042583-0.00054245i,0.00067738-0.00036024i,0.00064289-0.00016869i,0.00055215+4.9847e-05i,-4.8617e-05+9.6051e-05i,-5.9007e-06-0.00067041i,-0.00026727-7.5617e-05i,-0.0010167+0.00087736i,-3.2923e-05+0.00031664i,0.0010582-8.4154e-05i,0.00056361+0.00032527i,-0.0005003+0.00053769i
-9.6241e-05+0.0012777i,0.00026676+0.00023813i,0.00051713+0.00018167i,0.00044453+0.00019629i,-9.1885e-05+0.00036039i,0.00085435+0.00033062i,0.0012458-0.00020908i,0.00022316-0.00016001i,0.00019195-9.3299e-05i,0.0010563-1.0454e-05i,0.00086073+0.00041566i,2.9177e-05+0.00025397i,-0.0010016+0.00025923i,-0.0012385+0.00075134i,-0.0008592+0.0010109i,-0.0003762+0.00043853i,0.00014765-0.00040167i,0.00015989-6.9926e-05i,-0.00030312+2.7257e-05i,-0.00063029-0.00012368i,7.398e-05+0.0002256i,0.0005743+0.0008104i,0.00089365+0.0010883i
-0.00019334-5.7078e-05i,-0.00052261-0.00062079i,-0.00029247-0.002755i,-0.001271-0.0026128i,-0.0022336-0.0015134i,-0.0017447-0.0010182i,-0.00030567-0.00036603i,0.00025338+0.00065836i,0.00038166+0.0011095i,0.0004229+0.00070088i,0.00036769+0.0013829i,0.00062146+0.0017072i,0.00091694+0.00086384i,0.00085171+0.0002464i,0.00022233+6.5359e-05i,-0.00051176+5.3128e-05i,-0.00042369+0.00048474i,0.00061697+0.00082036i,0.0013003+0.00087519i,0.00091416-1.3166e-05i,0.00014103-0.00077248i,0.00040138-0.001165i,-1.624e-05-0.00094659i
-0.001274-0.0018466i,-0.0015782-0.002245i,-0.0023526-0.00090692i,-0.0023803+0.00021302i,-0.0016162+0.00093375i,-0.00069639+0.00059081i,-0.0001794-0.00023147i,0.00017813-0.00014205i,0.00067055-0.00032373i,0.00075703-0.00025696i,0.00010094-0.00029479i,4.1421e-05-0.00073164i,0.00030052-0.0011111i,0.00044162-0.00054118i,-0.00023209-0.00012583i,-0.00091206-0.00015504i,-0.0008145+0.0004948i,-0.0013482+0.0010254i,-0.0013926+0.0010217i,-0.00048106+0.00025361i,-0.00027438+0.00037076i,8.3835e-05+0.00090015i,0.00062531+0.00072795i
-0.0015714+0.0003676i,-0.0011859+0.0013808i,-0.001455+0.0017265i,-0.0013958+0.0021541i,-0.00011532+0.0023045i,0.0018305+0.0020111i,0.0019703+0.00085408i,0.0011272+1.4724e-05i,0.0010806+0.00087962i,0.0014693+0.0013762i,0.00069264+0.00057623i,-0.00065333-0.00018827i,-0.00053613-0.00023677i,0.00031437-0.00011958i,0.00073313+0.00029844i,0.0004134+5.9287e-05i,0.00023099-0.00061297i,1.0861e-05-0.00063366i,-0.0012371-0.0006528i,-0.0014721-2.7098e-05i,-0.00091579+0.00093455i,-0.0001074+0.00073391i,0.00060843+0.00017478i
-1.9847e-06-0.00044809i,0.0001161-0.00087218i,-0.000884-0.00068455i,-0.0011378-0.001476i,0.00020143-0.0008587i,0.001242+0.00038135i,0.0011279+0.00020923i,1.5247e-06+0.00024325i,-0.00053298+0.00099494i,-0.00027071+0.0013855i,-0.00021421+0.00090253i,-0.00056887+0.00049384i,-0.0003995-0.0002383i,0.00023456-0.00035077i,0.00093337-0.0002958i,0.00064891-0.00027721i,4.2436e-05-5.8041e-05i,0.00022351+0.00037803i,0.00059242+0.00053138i,0.0010042+0.00034836i,0.0007855+0.00033371i,-0.00015683+0.00051978i,-0.00057476+0.00071123i
-0.0006885-0.00081829i,-0.0005494-0.0015321i,-0.0012943-0.0022537i,-0.0020243-0.00097066i,-0.0021449+0.00080202i,-0.0013673+0.00073667i,-0.0002318+0.00023383i,-0.00037707+0.0002302i,0.00013+0.00063295i,0.00032507+0.00091871i,0.00024138+0.00052238i,7.2519e-05+0.00021892i,0.0001537+4.9953e-05i,0.00086246+0.00027427i,0.00072146+0.00011736i,6.6084e-05-0.00044226i,-0.00036381-0.00060615i,-0.00070409-0.00033079i,-0.00042974+0.00010151i,0.00040484+0.00082247i,0.00062697+0.00069357i,0.00057488+0.00038077i,-0.00010021+0.00059729i
0.00038953-0.0016859i,-0.00071592-0.0018883i,-0.0029185-0.0013559i,-0.0028939-0.0003335i,-0.0011018+0.0016378i,0.00042738+0.0020549i,0.00068546+0.00095802i,0.00033449+0.00072593i,-0.00016222+0.0010984i,2.6982e-05+0.0007074i,0.00074032+0.00071515i,0.00051789+0.00086324i,-0.00025779+0.00066059i,-0.00035852+0.00060945i,-0.00022248+0.00071901i,-0.00017874+0.0010273i,-0.00012723+0.0009118i,-0.00057175+0.00062933i,-0.00036+0.00064524i,0.00016794+0.00032389i,0.00047751-0.00013694i,0.00037407-2.9867e-05i,-9.5878e-05+0.00042734i
0.0011096+0.0015384i,0.0013975+0.0022173i,0.0022814+0.0013424i,0.0018749-0.0010681i,0.0014303-0.0017375i,0.0016072-0.0016285i,0.00058304-0.0011142i,-0.0002567-1.0788e-05i,0.00065647+0.0013861i,0.0010866+0.0014377i,7.2048e-05+0.00045427i,4.9036e-05+0.00067294i,0.00029699+0.00084538i,-5.8048e-06+0.00047862i,7.9541e-05+0.00053142i,6.1859e-05-0.00013682i,-0.00046112-0.00021849i,-0.0011238+0.00025306i,-0.0013212-0.00035198i,-0.00034958+0.00042478i,0.00035724+0.0012026i,0.00011692+0.00026262i,-0.00032618-0.00058671i
0.00076327-0.0034306i,0.0006045-0.0017098i,-0.00096591-0.00073052i,-0.0025048-0.00058034i,-0.0027316+0.00077969i,-0.0018187+0.0019026i,-0.00070017+0.0014763i,-0.00048417+0.00011226i,-0.00016992-5.2308e-05i,0.00037168+0.00046899i,0.0003455+0.0013853i,-0.000554+0.0018064i,-0.00054964+0.0010577i,9.8033e-05+0.00053491i,-4.1653e-05+0.00092668i,-0.00044695+0.00084836i,-0.00073517+0.00052322i,-0.00064364+0.00050752i,-0.00030736+0.00065722i,-0.00024216+0.00051095i,-2.5872e-05-9.1424e-05i,0.00062525-0.00032491i,0.00046507-3.8642e-05i
-0.0012646+0.00061002i,-0.0011781+0.00058773i,-0.0030041+0.00074602i,-0.0028731+0.00031073i,-0.00038665+0.0010347i,0.0008716+0.0017365i,0.0007034+0.00048788i,0.00019913+0.00012092i,-0.00050249+0.00021142i,-0.00066535+0.00048165i,-0.00063682+0.00078995i,-0.00043371+0.00083264i,-0.00076239+0.00064415i,-0.00056299+0.00025564i,0.00024677-0.00011588i,0.00031256-0.0001483i,-0.00032674-9.1085e-05i,-0.00092733-5.3686e-05i,-0.00094032-7.5964e-05i,-0.00010856-0.00051159i,0.00089298-0.00076158i,0.00035411-0.0004201i,-0.00061377+3.6453e-05i
-0.00019321+0.00073161i,0.0010387-5.4346e-05i,0.0010848-0.00032333i,1.3377e-05-0.00012548i,0.00034775-0.00020386i,0.00085125-0.00058661i,0.00057551-0.00057703i,0.00050388-3.0059e-05i,0.00064908+0.00078114i,0.0001341+0.0016751i,-0.0010069+0.0016419i,-0.0010377+0.00074242i,-0.00062639+0.00020912i,1.241e-05+0.00082686i,0.00040697+0.0010001i,0.00017635+0.00069568i,-2.7472e-05+0.00064812i,0.00025801+0.00017546i,0.00067968-0.00023145i,0.00069004-0.00044771i,0.00045345-0.00020583i,-5.9475e-05+0.000389i,-0.0009285+0.00047451i
-0.00035047-0.0020355i,-0.00060773-0.0020369i,-0.0013856-0.0018207i,-0.0013799-0.0010085i,-0.00092464-2.9734e-05i,0.00031763+0.00029606i,0.0010016+0.00024102i,0.00011105+0.00067694i,-0.00012066+0.0015125i,0.00072868+0.0018306i,0.001381+0.00096019i,0.0011723+0.00041383i,0.00052303+0.00045284i,0.00015357+0.0010944i,-0.00028176+0.00068589i,-0.00045782-0.00072302i,0.00017449-0.00042542i,-6.9409e-05+0.00049175i,-0.00055017+0.00074247i,-0.00025333+0.00064646i,0.00063753+0.00044673i,0.0014021+0.00060953i,0.0010528+0.0010441i
-0.0019457+0.00092581i,-0.0026485+0.0020625i,-0.0038155+0.0024623i,-0.003542+0.002444i,-0.0028272+0.002495i,-0.0010654+0.0021849i,0.00024541+0.00091382i,-0.0001961+0.00046608i,-0.00069291+0.0013346i,0.00047755+0.00092756i,0.0016861-0.00050179i,0.00092728-0.00092628i,-0.00074048+0.00019794i,-0.0010343+0.00049508i,-0.00042216+0.00042069i,-0.0003181+0.00078291i,-0.0011292+0.00086083i,-0.0012428+0.00020128i,-0.00086106-0.00027544i,-0.00057464-3.8051e-05i,0.00030999-0.00034071i,0.00079984-0.00058798i,0.00020161-6.4399e-05i
0.0010707+0.0011677i,0.00030672+0.00068162i,0.00039317+0.00078498i,0.00043182+0.0010728i,0.00019379+0.00093943i,0.00043285+8.9261e-05i,0.00073748-0.00081495i,0.00045544-8.8637e-05i,0.00054827+0.0011588i,0.00080489+0.0015974i,0.00046883+0.0015486i,0.00047954+0.00097584i,0.0005971+0.0003929i,0.00014249-0.00010327i,0.000278-0.00054155i,0.00020688-0.00073041i,-0.00041687-7.9784e-05i,-0.0011891+0.00077098i,-0.0014021+0.0005452i,3.7201e-05-9.5774e-05i,0.00070142-0.00061771i,0.0007993-0.00097652i,0.00048842-0.00091137i
0.0012237-0.0027247i,0.000694-0.0025407i,-0.001296-0.001758i,-0.0024631-0.00090481i,-0.0025788-0.00075316i,-0.0018759-0.00052278i,-0.00046153-0.0001971i,-9.2091e-05+1.2782e-05i,-3.605e-05-0.00014596i,0.00064331-0.00038399i,0.00070642-6.616e-05i,0.00014882+0.00057219i,0.00033481+0.00031916i,0.00011189-0.00017076i,-0.00044815-0.00053191i,-0.00046267-0.00070099i,-0.00040453-0.00059012i,-2.7413e-05-0.00018167i,0.00012318+0.00042016i,-0.00070425+0.0013212i,-0.000801+0.0011333i,0.00010852+0.00027574i,-1.0178e-05+0.00031627i
9.7219e-05+0.0015512i,0.0010861+0.0020098i,0.0010615+0.0011304i,0.00052198-0.00011492i,-0.00040113-0.00023325i,-0.0006273-0.0004457i,-0.0002539-0.00057776i,0.00026424-0.0004173i,0.00088688+0.00053551i,0.00096122+0.0011876i,0.00093985+8.4541e-05i,0.0012144-3.8497e-05i,0.00015079+0.00015098i,-0.00058037-0.00081499i,9.153e-05-0.00070478i,-1.2912e-05+0.00011746i,-0.00043472+0.00059915i,-0.00049467+0.00059317i,-0.00022364+0.00068196i,0.00020933+0.00074918i,0.0006031+6.3516e-05i,0.000433-0.00015602i,-0.00021801+0.00076416i
-0.000294+0.0021157i,-0.00025083+0.0020672i,-0.001364+0.0018376i,-0.0019105+5.9919e-05i,-0.0012209-0.00091801i,-0.00015299-0.0010533i,0.00035584-0.00045746i,0.00053559+0.0011225i,0.00010813+0.0018931i,0.00029704+0.0011931i,0.00060572+0.00073816i,-0.00022379+0.00066857i,-0.00037502+0.00062647i,0.00018596+0.0013474i,-0.00012357+0.0013431i,0.00024979+0.00040357i,0.00050155-0.00017883i,-0.00050528-4.9379e-05i,-0.0013507+0.00034501i,-0.0011514+0.00071225i,-0.000795+0.00049902i,-0.00084983-2.5127e-05i,-8.9017e-05-0.00050176i
-0.0018416-0.0012178i,-0.0018212-0.00034126i,-0.0019861+0.00058784i,-0.001035+0.00067966i,7.6964e-06+0.00076541i,0.00079002+0.00069266i,0.0014714+0.00080557i,0.00020259+0.0010735i,-0.00066217+0.0013494i,-0.00042363+0.00068763i,-0.00019482-8.4468e-05i,-9.7987e-05-0.00028312i,6.9243e-05+8.9637e-05i,-0.00040621+0.00063679i,-0.00059819+0.00024831i,-0.00056291-0.00024999i,-0.0011889-8.8453e-05i,-0.0013743+0.00015684i,-0.0011063+0.00030623i,-0.00069739+0.00015331i,0.00014674-8.3878e-05i,0.00069492-0.0001212i,0.00099834+0.00021288i
0.00093533+0.00133i,0.00061347+0.0010138i,-0.0003379+0.0007895i,-0.00037868+0.0005766i,-7.0623e-05+0.00047663i,0.00019114-2.1945e-05i,0.00027146-0.00048444i,-0.00015447-0.00011752i,-0.00011603+0.00044513i,0.00055634+0.00092613i,0.00034546+0.0012085i,0.00016369+0.00095828i,-0.00030722+0.0002709i,-0.00083238+0.00062191i,-0.00034042+0.0011392i,0.00025152+0.0001725i,0.00021044-0.00093328i,-0.00036594-0.00035804i,-0.00052916+0.00067905i,-0.00018878+0.0011918i,0.0001867+0.0012414i,0.00029052+0.00097598i,1.9044e-05+6.535e-05i
0.00017743+8.8844e-05i,-0.0006503-0.00044062i,-0.0014776-0.0011319i,-0.0022508-0.0014665i,-0.0021174-0.00053507i,-0.0010014+0.00081173i,-0.00042607+0.00084527i,0.00019278+0.00059513i,0.0011644+0.00072227i,0.0002194+0.0011068i,-0.00031555+0.0010136i,0.00055592+0.00085401i,0.00059114+0.00088775i,0.0010159+0.00066503i,0.0010615+0.00035905i,0.00016918-0.00010786i,-0.00055653-0.00063232i,-0.00069783-0.00033533i,-0.00072277+0.00022567i,-0.00030976+0.00019844i,0.00040811-0.00018084i,-4.9368e-05+0.00023111i,-0.0003287+0.00033699i
0.0013259-5.9167e-05i,0.0009592+4.338e-05i,-0.00020847-0.00049371i,-0.00060014-0.0015825i,-0.00046656-0.001954i,1.5172e-05-0.0011801i,0.00057938-0.00049807i,0.00063425-3.5456e-05i,0.00016912+0.00072903i,0.0005344+0.00043358i,0.00076902-0.00016275i,0.00097115+0.00071959i,0.0010307+0.0015656i,0.00044073+0.00074383i,0.00069094-0.00022273i,0.00064634-0.00050937i,9.4006e-05-0.00039812i,-0.0002143+0.00055817i,-0.00015681+0.00094381i,0.00020292+0.00044488i,8.4619e-05+0.00014899i,6.138e-05+0.00037205i,0.00041338+0.00094439i
0.00096154+0.0007558i,0.0012805-0.00034253i,0.001205-0.0011517i,0.000818-0.0013779i,0.00061916-0.00059837i,0.00078942+0.00027774i,0.00039415+0.0003971i,-0.00012486+0.0014255i,0.00015145+0.0022083i,0.00096428+0.0015054i,0.0013069+0.00099466i,0.00058888+0.0010386i,0.00018528+0.0010462i,3.7704e-05+0.00078567i,-0.00025577+0.00061102i,-0.00060996+0.00048188i,-0.00083068+0.00020497i,-0.00089211+0.00029587i,-0.00096009+0.000617i,-0.0004069+0.00035917i,0.0001532+0.00039813i,0.00092648+0.00082283i,0.001292+0.00078165i
-0.00048093+0.00064055i,-0.00077135+0.0011381i,-0.00054468+0.001144i,-0.00028049-0.0001851i,-0.00034852-0.00088302i,0.0003945-0.00096839i,0.00046567-0.00074729i,-0.00052476+1.0313e-05i,-1.1122e-05+0.00097028i,0.00059462+0.0014216i,0.00045147+0.00036354i,0.00068182-0.00021338i,0.00043011+3.1496e-05i,-0.00063308-0.00021847i,-0.00092912+0.00022593i,-0.00041959+0.00014777i,1.0596e-05-2.269e-05i,-7.0874e-05+0.00017596i,-0.00050988+0.00040424i,2.5535e-05+0.00053795i,0.00066249+0.00030963i,0.0010243+0.00038895i,0.0008543+0.00058139i
-0.00092997-0.0015176i,-0.0015+4.3386e-05i,-0.001462+0.00011459i,-0.0015211+0.00043874i,-0.0015935+0.0017711i,-0.0011089+0.0020401i,-0.00016386+0.0012493i,0.0002837+0.0013064i,0.00014394+0.0013445i,0.00040258+0.0010922i,0.00052579+0.00090275i,0.00030466+0.00035013i,-0.00019469+0.00048615i,6.2656e-05+0.00026154i,0.00064455-8.8365e-05i,8.1426e-05+0.00039791i,-0.00066918+0.00029196i,-0.00097041+5.0084e-05i,-0.00065838+0.00048279i,-0.00059076+0.00050633i,-0.00095388-0.00051796i,-0.00089043-0.00072307i,-0.00051018+0.00060236i
0.00087415+0.00011822i,0.00026856-0.0013216i,-0.0001782-0.0025398i,-0.0010441-0.0019829i,-0.0014974-0.0012066i,-0.00063858-0.00042109i,0.00065491-0.00023408i,0.00092158-0.00033779i,0.0005051+0.00078675i,6.7727e-05+0.0010449i,-0.00066504+0.00018215i,-0.00076196+0.00059618i,2.5893e-05+0.0010446i,0.00078016+0.00058296i,0.00083489-5.2157e-05i,0.00012718-0.00023663i,-0.00019535+0.00010614i,0.00018697+0.00057252i,0.00094052+0.0007851i,0.00093129+0.00029464i,0.00067576-0.00010097i,0.00024204+0.00032725i,0.00036374+0.00035003i
0.0010091-0.00043582i,-8.1868e-05-0.0007315i,-5.6868e-06-0.00074089i,-0.00038492-0.00046648i,-0.001059-7.5925e-05i,-0.00092331+9.6159e-05i,7.2279e-05-5.8043e-06i,0.00068614+0.0010926i,0.00052956+0.0013613i,0.00016271+0.00022802i,-0.00017771-4.1915e-05i,-0.00021658+4.6887e-05i,0.00043977-5.933e-05i,0.00010867+8.2414e-05i,-0.00031124+1.1406e-05i,0.0002215-0.00043109i,3.4597e-05-0.00054055i,-0.00072373-0.00041898i,-0.00078401+0.00012388i,-0.00052413+0.0004815i,-7.3642e-05+0.00028515i,9.8801e-05+0.0003843i,0.00010578+0.00060771i
-0.0010546-0.0016861i,-0.00027692-0.0014674i,-0.00053448-0.00082564i,-0.00138+0.00088231i,-0.0013687+0.0022868i,-0.00052528+0.0014105i,0.00043759+8.4795e-05i,0.00022799+0.00013215i,-0.00018877+0.0010801i,0.0005284+0.0014846i,0.001115+0.0012235i,0.00019578+0.00040342i,-0.00021567+0.00017674i,0.00083082+0.00023277i,5.737e-05-0.00021877i,-0.0016164-0.0001385i,-0.00094904-0.00012538i,-0.0005105+4.3449e-05i,-0.00061641+0.00048156i,0.00025301+0.00053395i,0.00085385+0.0003135i,0.0003793+0.00071809i,0.00052041+0.00081292i
0.00028898+0.00014398i,-8.0858e-05+0.00086967i,-0.0002745-0.00016754i,-0.00041076-0.0013329i,-0.00038435-0.00089719i,-0.00065358+0.00023166i,-0.00070982+0.00087958i,-0.0006811+0.00011878i,-0.00088132-0.00034252i,-0.00086502+0.00047153i,-0.00029879+0.00045159i,0.00064879-3.4997e-05i,0.00051881+1.2687e-05i,-0.00054251+2.6129e-05i,-0.0006214-0.00030106i,-7.2867e-05-0.00097074i,0.00017667-0.00083223i,-0.00050635-0.00015226i,-0.00038699-6.4118e-05i,0.00015999+0.00030263i,-0.00039103+4.258e-05i,-0.00056143-0.00097035i,-0.00025397-0.0008032i
0.00087339-0.00065113i,-0.00040297-0.0011565i,-0.00097376-0.0011649i,-0.0010715-0.00082137i,-0.0010412-0.00056358i,-0.00010771-0.00071524i,0.00026405-0.00095352i,-0.00054862-0.00047774i,-0.00046047+0.0003953i,0.00065495+0.00051102i,0.00091084+0.001013i,0.00033392+0.0011039i,0.00013489+0.00039661i,-0.00027928+0.00034482i,-0.0003984-0.0005454i,0.00043118-0.0006014i,-0.00060714+0.00032788i,-0.001278-4.4491e-05i,-0.00075701-0.00045935i,-0.00074974+0.00017163i,-0.00035904+0.00082297i,-8.3464e-05+0.00017795i,0.00037531-0.0010074i
0.00010045-6.3404e-05i,-0.00034005-0.00021245i,-0.00055623-0.0012659i,-0.0012918-0.0013718i,-0.00092861-0.00034515i,-9.4813e-05+0.00071452i,0.00031695+0.0010237i,-7.531e-05+0.00044528i,-7.8915e-05+0.00025303i,3.1346e-05+0.00096764i,2.3008e-05+0.00048811i,0.00012467-4.6044e-05i,-0.00011862+0.00051871i,-0.00050647+0.00083164i,-0.00055462+0.00085208i,-0.00058581+0.00087576i,-0.00088787+0.00051198i,-4.8784e-05+2.7021e-05i,0.00043633-0.00023182i,0.00036535+0.0001563i,0.00067064+0.0001674i,0.0007879-0.00027519i,0.00027081-0.00060083i
-0.0016381+0.0010269i,-0.0017899+0.001313i,-0.0011401+0.0014731i,-0.00050479+0.0010505i,-0.00039626-0.00010432i,0.00091678-0.00084984i,0.0012768-0.00082851i,0.00030779-0.00020681i,-0.0002086+0.00081273i,-0.00013536+0.0019862i,0.00038185+0.0013288i,0.00070062-0.00012612i,0.00059958-0.00096042i,0.00043368-0.0008462i,0.00030583-0.00026727i,5.5378e-05+0.00013911i,-0.0006893-0.00028875i,-0.00045586-0.0012656i,-0.00037189-0.00038698i,-8.7418e-05+0.00037956i,0.00048145-0.00055422i,0.00016036-0.00087422i,7.57e-05-0.00029741i
-0.00068547+0.00051559i,-0.00060163+0.0012683i,-0.00039151+0.00025934i,-0.0011586-0.00074737i,-0.001018-0.00075911i,-3.0888e-05-0.0010401i,0.00030316-0.00094949i,0.00019639-8.4175e-05i,0.00011356+0.00033101i,0.00020603+0.00065832i,0.00019828+0.0010019i,-5.625e-05+0.00086027i,-0.00029474+0.00064449i,0.00013437-5.2738e-05i,0.00010387+0.00048611i,0.00034252+0.0013202i,0.00037647+0.00099367i,-0.00064789+0.00021704i,-0.00056513+0.00021388i,0.00017447+0.00064393i,-0.00017025+0.0003777i,-0.0001837-0.0001149i,0.00032763+0.00013415i
-0.00068138-0.0014571i,0.00028914-0.0013327i,0.00050526-0.00088506i,-9.0655e-05-0.00028211i,-1.6854e-05-0.00010006i,0.0007766-4.76e-05i,0.00023182+2.4557e-05i,-0.00051426+0.00044675i,-0.00054046+0.00040043i,-0.00013536+0.00049434i,0.00017546+0.00099686i,0.00033857+0.00069371i,0.00096127+0.00072392i,0.0012912+0.00093805i,0.00046726+0.00072909i,-0.0001901+5.794e-06i,-0.00040194-0.00039031i,-0.00095896-0.00029104i,-0.0010676+5.9898e-05i,-0.00018005-0.00025215i,0.00022356-0.00062908i,0.00052782-9.8869e-05i,0.0010509+0.00016051i
-0.00037439+0.0006111i,-0.00033883+0.00074769i,-0.00089987+0.00092015i,-0.00063972+0.0011166i,-0.00015006+0.00094282i,0.00059338+1.6016e-05i,0.00059899-0.00015393i,-0.00023462+1.4813e-05i,-0.00035758+0.00097021i,0.00062507+0.0013969i,0.0010235+0.00018573i,0.00028371-0.00040388i,-0.00087502-5.9366e-05i,-0.0018045-7.3264e-05i,-0.0013713-0.0006739i,-0.00056743-0.0011092i,-4.4563e-05-0.00011218i,9.9943e-06+0.00088484i,-0.00059093+0.00068616i,-0.00048998-0.00022392i,0.0002418+2.347e-05i,0.0001596+0.00075922i,-0.00040841+0.00015542i
-0.0019807+0.00047359i,-0.0021822+0.0018526i,-0.0010048+0.0012473i,-0.0012458-0.00024127i,-0.0014528-0.00022598i,-0.00028299+0.00010474i,0.00041521-0.00014698i,-0.0001354+2.4303e-05i,-0.00047029+0.0013607i,-0.00049111+0.0012998i,-0.00066902-0.0002101i,-0.00028053-0.00053032i,0.00021137-4.998e-05i,-0.00047479+0.00033405i,-0.0012051+0.00032242i,-0.0013422+0.00044591i,-0.0013401+0.0001749i,-0.0008111-7.1601e-06i,-0.00093974+0.00025388i,-0.00076995+0.00046755i,0.00037611+0.00047175i,0.0015344-0.00039104i,0.0017718-0.00080717i
0.001537-0.0023675i,0.0005851-0.0023007i,-0.00090851-0.0023703i,-0.0019298-0.0013074i,-0.0026573+8.0186e-05i,-0.0015695+0.0010231i,-0.00026855+0.001102i,-3.8036e-05+0.00024997i,-0.00024999+0.00028539i,-0.0003757+0.00049324i,-9.7288e-06+0.00015274i,-0.00033911+0.00044587i,-0.00045099+5.2183e-06i,0.00012739-0.00061261i,-5.3823e-05+0.00034125i,-5.4158e-05+0.00040793i,0.00045888-0.00079262i,-1.009e-05-0.0011402i,-0.00070759-0.00018384i,0.00012325+0.0010387i,0.00023373+0.001205i,-0.00044311+0.00052209i,-0.00072013-5.6791e-06i
-0.0011417+0.00066022i,-0.00042544-0.00035593i,0.00026572-0.00097248i,0.0011362-0.00073824i,0.0016491+0.00025071i,0.0010665+0.00032858i,-0.00014434-0.00054022i,-0.00074821-0.00028057i,-0.00040399+0.00018472i,0.00019595+0.00068478i,0.00061584+0.0009859i,0.0003046+0.00077392i,-0.00061712+0.00070699i,-0.0007077+0.00078361i,-5.3692e-05+0.00064412i,8.2962e-05+0.00084987i,-0.00081485+0.0013724i,-0.0013792+0.0015202i,-0.0013476+0.00062432i,-0.00057806-0.00022954i,-0.00014301-0.00027956i,-0.00016697+0.00011723i,0.00031451-5.9929e-05i
-0.00058696+0.00024388i,-0.00071483+0.00032318i,-0.0010411+3.5907e-05i,-0.0020352+0.0005842i,-0.0028633+0.0011551i,-0.001788+0.00081664i,-0.00035212+0.00041519i,0.00058817+0.00013686i,0.00066524+0.0010047i,-9.805e-05+0.0011945i,2.9227e-05+0.00051386i,-0.00019677+0.00065655i,-0.00028825+0.00060409i,0.00017295+0.00011606i,-0.00014712+0.00011663i,-0.00031567+0.0003392i,-0.00062075+0.00054048i,-0.00065485+0.00095793i,-0.00038144+0.00071409i,-4.6491e-05+0.00027938i,-7.6388e-05+0.00050413i,0.00010655+0.0010235i,0.00025131+0.00094443i
0.00086822-0.00064604i,0.00058422-0.001281i,-0.00035455-0.0018236i,-0.0012332-0.0011787i,-0.00051592-0.00040309i,0.00040572+0.00028923i,-0.00048655-0.00015007i,-0.0011937-3.1673e-05i,-0.00069103+0.00040028i,-0.00018693-7.4892e-05i,0.00054012+0.00016534i,0.0012362+0.00088108i,0.00024627+0.00099858i,-0.0011436+0.00016652i,-0.00071855-0.0007004i,-0.0001578-0.0012694i,-0.0006891-0.00024978i,-0.00078873+0.001334i,-0.0001746+0.00095595i,0.00029233-0.00015446i,0.00044224+0.00015682i,0.00017657+0.00070347i,0.00028575-0.0004418i
0.0021995+0.00079213i,0.001398-0.00059802i,0.00089497-0.00072051i,9.1408e-05-0.0020549i,-0.00036146-0.0036577i,-0.00054716-0.0029863i,-0.0006825-0.0014262i,-6.758e-05+0.0002642i,0.00070675+0.00087011i,0.0010057+0.00028443i,0.00095108+9.3585e-07i,8.5662e-05+9.375e-05i,-0.00043897+0.00054498i,-0.00034961+0.00044257i,6.1231e-05+0.00034166i,-0.00051655+0.00035481i,-0.00098354+0.00070988i,-0.00046908+0.00065628i,-0.00078417+0.00075208i,-0.0010656+0.000599i,-0.00074657-7.2149e-06i,-0.0005707+0.00013942i,-0.00041972+0.00023956i
0.00035196+0.00027719i,-0.00015726-0.00058821i,0.00050971-0.00091337i,0.00092272-0.00017183i,-0.00014579+0.00039412i,-2.1544e-05+0.00057797i,0.00060716+0.00098498i,0.00064637+0.00051847i,0.00042653+3.8965e-05i,0.0005744-9.1837e-05i,0.00063165-0.00018701i,8.9086e-05+0.00062813i,0.00056383+0.00099046i,0.0008683+0.0002243i,0.00028656-0.00055892i,-0.00017677-0.00062433i,-0.00075142-8.1191e-05i,-0.00099574+0.00044515i,-0.0009113+0.00043036i,-0.0003186-2.9367e-05i,3.0583e-05-0.0001558i,-0.00010555+0.00030775i,0.0002716+0.00081597i
