-0.0013938+3.5377e-05i,0.00075167-0.0012292i,0.00063161-0.00205i,8.4609e-05-0.0012178i,-0.00062328+0.00029115i,-0.00089722+0.0007375i,5.6221e-05+0.0014925i,0.00083324+0.0016788i,0.0013801+0.0017166i,0.0013483+0.00077927i,0.00069101+0.0001619i,0.000647+9.497e-05i,0.00074883-0.00048609i,0.00058885-0.0012551i,0.00030607-0.0010519i,-0.00027331-0.00044154i,-0.00048437-5.2112e-05i,0.00017541+1.976e-05i,-5.1979e-05+0.00028304i,-0.00016587+0.00026288i,0.0003397-0.00065337i,-0.00038291-0.00093624i,-0.00059067-0.00029391i
0.0017597+0.00083439i,0.0017522+0.0010294i,0.0016075+2.1608e-05i,0.0015581-0.0010329i,0.0005182-0.00068194i,-0.0001508-2.6653e-05i,-0.00029288+0.00030071i,-0.00046358+0.00072435i,-0.00053009+0.00035175i,-0.00019424+0.00021042i,-6.5078e-05+0.00098629i,-0.00069787+0.00089325i,-0.00053074+0.000191i,-0.00023519+0.00021576i,0.00010816+0.00065843i,0.00043697+0.00089469i,0.00037588+0.00076404i,0.00033998+0.00025148i,0.00058079+0.00019537i,0.00019394+0.00015689i,-0.00010047+8.0493e-05i,0.00014993+2.7103e-05i,0.00058554-0.0003375i
-0.00055764+0.0028571i,0.00041892+0.0023202i,0.0016324+0.0016418i,0.0021882+0.00092662i,0.0014395-0.0010935i,-0.00049364-0.0013403i,-0.0013276+0.00072301i,-0.00085262+0.00087421i,-0.00060351+5.7099e-05i,-0.0013771-0.00036661i,-0.0017687+0.00022374i,-0.00065114+5.4659e-05i,-0.00012288-0.00057314i,-0.000484+0.00036741i,9.2654e-05+0.00083882i,0.00086723+0.00058855i,0.00015782-0.00013841i,-0.00056475-0.00049378i,-0.00057528-2.7747e-05i,-2.3003e-05+5.0481e-05i,0.00019517+0.00010256i,0.0001661+0.00031785i,-0.00016386+7.777e-06i
0.0024591-0.0035628i,0.0013396-0.004067i,0.0004872-0.0057606i,-0.0009761-0.0053484i,-0.0021765-0.0031756i,-0.0022243-0.00093734i,-0.0013427+0.0001885i,-0.00013699-0.00054472i,0.00035152-0.0012312i,-0.00036042-0.0013699i,-0.0012539-0.00066292i,-0.00027305+0.00015119i,0.0008012+0.00069612i,0.0001224+0.00053079i,-0.00021223+0.00013421i,0.00060547+7.1815e-05i,0.00081153-4.0766e-05i,-0.00040047+0.00016624i,-0.00088243-5.3647e-05i,-0.00039856-0.0006651i,-0.00080244-0.00070406i,-0.0009591-0.00017384i,-0.00076888+0.00010404i
0.0029103+0.0012059i,0.0034954+0.00035788i,0.0033634-0.00038121i,0.0031365-0.0010694i,0.0023392-0.0017336i,0.0013477-0.0020239i,0.0010634-0.0016758i,0.00088677-0.0013336i,0.00085612-0.0015408i,0.0012473-0.0022398i,0.0010479-0.002093i,0.00019962-0.0010016i,-0.00024487+0.00038785i,-0.00035398+0.0013628i,-0.00082785+0.0014183i,-0.00095081+0.0011417i,-0.00042173+0.0011388i,-0.00031929+0.00087729i,-0.0007085+0.00060127i,-0.00084709+0.00043083i,-0.00023818-0.00020625i,0.00064502+0.00023115i,-9.128e-05+0.0007352i
0.0017615+0.00098654i,0.0022751+0.00080046i,0.0023951+0.00024973i,0.0026689-0.00051308i,0.0020211-0.0013133i,0.00049432-0.0011125i,0.00024063-0.00018289i,0.0012604-0.00045322i,0.0023492-0.001561i,0.0026999-0.002076i,0.001967-0.0012088i,0.0010664+0.00033262i,0.00037677+0.00059903i,0.00011111-2.67e-05i,4.0789e-05-0.00029808i,0.00014516-0.0002822i,0.00020133-0.00021865i,0.00039553+0.00019609i,0.00012515-0.00028953i,-0.00075868-0.0010987i,-0.0010394-0.00092653i,-0.00066223-0.00078752i,-0.00015344-0.00037892i
-0.00081384-8.9176e-05i,-0.000869+0.0010069i,-0.0012571+0.0013854i,-0.00090052+0.0012127i,-0.0005642+0.00087408i,-0.00084904+0.00072818i,7.6705e-06+0.00059633i,0.0015074+0.00048941i,0.0017466+0.00092523i,0.0016285+0.0011817i,0.0012493+0.00025922i,0.00053546-0.00030799i,0.00043527-0.00051057i,0.00048359-0.00074442i,-2.1442e-05-0.000542i,-0.00030314-0.00055259i,0.00013935-0.00042973i,0.0004254-3.5691e-05i,0.00053877-0.00024407i,0.00038593-0.00065212i,0.00033776-0.0002961i,0.00054269+0.00035949i,0.0006742+0.00054578i
-0.0029668+0.00041145i,-0.0022525+0.00083278i,-0.00094223+0.0010918i,-0.00072762+0.0014243i,-0.00037958+0.00082097i,0.00050576+0.00086949i,5.2096e-05+0.00091525i,0.00036161+0.00044646i,0.0018444+0.00063414i,0.0023222+4.7757e-05i,0.0016278-0.00010657i,0.0012278-0.00016151i,0.00038149-0.00054319i,0.00024593-0.000276i,0.00065319+0.00035806i,6.2221e-05+0.00021462i,0.00034784+0.00029026i,0.0011215+0.00068449i,0.00093986+0.00050789i,0.00090876+0.00029716i,0.00084892+0.00088297i,0.00090821+0.0013369i,0.00058395+0.00074322i
-0.00032226+0.00056656i,0.00053374+0.00086018i,0.0023149+0.0010392i,0.0022775+0.00030301i,0.00078542-0.00063343i,0.00032196-0.00081308i,0.0013663-0.00014883i,0.0013467+0.0013354i,0.00015449+0.0021068i,-9.0234e-05+0.0017751i,7.5777e-05+0.0011236i,0.00048219+0.00052097i,0.00059414+0.00059803i,-9.4812e-05+0.0011021i,-0.00059391+0.00073264i,-0.0003652+0.00044571i,-0.00048744+0.0008549i,-0.000391+0.0005893i,-0.00074247+0.00036098i,-0.00063195+0.00091611i,0.00054113+0.00071508i,0.00076403+0.00043551i,0.00044844+0.00030312i
-0.001415+0.0026088i,0.00094772+0.0032609i,0.0015789+0.0025119i,0.0022032+0.00068699i,0.0033656-0.00015164i,0.0023188-0.00040189i,0.00036165+0.00045786i,-0.00058102+0.0010851i,-0.0011377+0.00065446i,-0.0015116+0.00063398i,-0.0012746+0.00071281i,-0.001172+0.00026814i,-0.0014094-0.00027443i,-0.0011465-0.00095713i,-0.00057864-0.00041432i,-0.00015032+0.00060082i,-0.00034628+0.00082968i,-0.0004489+0.00072923i,-0.00044631+0.00017292i,-0.00033321+2.6875e-05i,-0.00029366-0.00033711i,-0.00025924-0.00074126i,1.9613e-06-0.00016949i
-0.0031224-0.0005499i,-0.0012931+0.00024259i,-0.00036982+0.00104i,-0.00072384+0.0023092i,-0.00044387+0.0021283i,0.0008385-0.00010074i,0.00083017-0.0011624i,-0.00038694-0.00042023i,-0.0012124-0.00047783i,-0.0018282-0.00080673i,-0.0015542-0.00080854i,-0.00047675-0.00018745i,0.00035882+0.00038295i,4.8531e-05-0.00014425i,-0.0003856-0.00050713i,0.00012334+2.8391e-05i,0.00099345+9.5086e-05i,0.00091868-1.8187e-05i,0.00074381+0.00037022i,0.00097783+0.00035803i,0.00055077+0.00028579i,-0.0004673+0.00033937i,-0.00063524+0.00067716i
0.0011501-0.00048793i,0.001309-0.0006448i,0.0012542-0.0016236i,0.0012233-0.0021967i,0.00037541-0.0013516i,-0.00097573-0.00034745i,-0.00075132+0.0001711i,-0.00037559-0.00032904i,-0.00065582-0.0013746i,-0.00046039-0.0013464i,-0.00014826-0.00041046i,8.396e-05+0.00022175i,-0.00027425+0.00036902i,-0.00091746+0.00044436i,-0.00084002+0.00061089i,-0.00016234+0.00070394i,-1.1381e-05+0.00077103i,-9.8603e-05+0.00090153i,-0.0006469+0.00042612i,-0.00091389+7.5292e-05i,-0.00062335-7.8355e-05i,-0.00058391-0.00061612i,-0.00091863-0.0010703i
0.00051119-0.0021969i,0.0010224-0.0015342i,-0.00050059-0.0017855i,-0.001789-0.0020127i,-0.001592-0.0010594i,-0.00046519-0.00019253i,0.00011617-1.3486e-05i,0.00028315-0.00071213i,0.001022-0.0020798i,0.00091846-0.0020463i,0.00023255-0.00097086i,0.00036128-4.6588e-05i,0.00055216-1.3833e-05i,0.00036412-0.00017761i,0.00039745+6.6856e-05i,0.00058267+0.00051867i,-0.00046346+0.0004876i,-0.00047595-6.7596e-05i,-7.5805e-05+0.0005257i,0.00037728+0.00092273i,0.00048425+0.00034816i,-0.00067392+0.00027501i,-0.0012447+0.00050839i
-0.00025309+0.0017197i,0.0003357+0.0020011i,0.0014375+0.0013546i,0.0019417+0.00092574i,0.00057787+0.00067792i,-6.8745e-05-0.0005069i,0.00038366-0.00078946i,0.00060159-0.00064798i,0.0016456-0.00040677i,0.0020526-0.00031714i,0.0011423-0.00062176i,0.00041332-0.00051817i,0.00042844-0.00034878i,0.00059898-0.00036185i,0.00071919-0.00063529i,0.00025625-0.00062194i,0.00028409-0.00083954i,0.00060686-0.00024659i,0.00027218+0.00092277i,-0.00013451+0.0010116i,-0.00059112-0.00062434i,-0.0012399-0.0012944i,-0.0008178-0.00064359i
0.00055743-0.0018694i,0.00033866-0.0023547i,0.00061794-0.0022509i,0.00048401-0.001875i,0.00037056-0.0021767i,0.00029911-0.0011067i,0.00041902+0.00021117i,0.0011132+0.00066728i,0.0021364+0.0008013i,0.0026138+0.00018431i,0.0022925-3.5605e-05i,0.0025369+0.00016982i,0.0017838+0.00031619i,0.00047855+0.00024472i,3.2441e-05+0.00027782i,0.00021727+0.00038195i,0.00067979-0.00029918i,0.00098036-0.0001599i,0.00075143+0.00042883i,0.00044291+0.00036458i,0.00011834+0.00045774i,0.000196+0.00067274i,0.000397-0.00019332i
0.0008415+0.00066776i,0.0012327+7.1036e-05i,0.0014434-0.00025812i,0.0016378-0.001281i,0.00078501-0.0026178i,0.00061574-0.0026668i,0.0011238-0.0013137i,0.0011533+0.00014261i,0.0012797+0.00070563i,0.0014271+0.001466i,0.0018931+0.0015037i,0.0016836+0.00081598i,0.00095763+0.00043471i,0.00065778+0.00043202i,0.00078177+0.00077708i,0.00051163+0.00069133i,0.00054386+0.00064129i,0.00048078+0.0013468i,0.00019063+0.0012401i,-0.00031063+4.5024e-05i,-0.00040803-0.00092432i,1.6505e-05-0.0011739i,0.00060158-0.0010221i
0.00055282+0.00069166i,0.0014566+0.00076212i,0.00087118+0.000388i,0.00078191+0.00020165i,0.00099434+0.00021467i,0.001333-0.00034292i,0.0013387-3.5942e-05i,0.0011233+0.0011512i,0.0017578+0.0018458i,0.0015739+0.0020544i,0.0011772+0.0014662i,0.0010258+0.00019309i,0.00067873-0.00057465i,0.00071198-0.00027639i,0.0003298+0.00048106i,-0.00047532+0.00063231i,-0.00098243+0.00071395i,-0.00099942+0.00041407i,-0.00081432-0.00040846i,-0.00056993+6.1442e-05i,-0.00079926+1.9178e-05i,-0.0011205+0.00013154i,-0.00038325+0.00010724i
0.0007442+0.001066i,0.0010094+0.0013704i,0.0030145+0.0011872i,0.0038594-0.00029045i,0.0021204-0.0014751i,0.00052293-0.0017492i,-8.1418e-05-0.0013636i,-0.00046748+5.1437e-05i,-0.00056631+0.00028957i,-0.00085363+0.00018694i,-0.0009205+0.00081509i,-0.0007126+0.0011187i,-0.00027534+0.0010978i,-0.00016719+0.00089486i,1.9476e-05+0.00050381i,0.00039569+0.00046117i,0.00032779+0.00060096i,0.00034192+0.00069116i,-0.00016581+0.00084384i,-0.00070779+0.00031015i,-0.00051061-0.00011539i,0.00010546-0.00068979i,0.00044482-0.00043887i
-0.0015206-0.00044987i,-0.00087949-0.0010496i,0.00050502-0.001531i,0.00016527-0.0010301i,-0.00024972-0.000556i,5.7476e-06-0.00029476i,0.00025904+0.00016105i,-0.00025581+0.00019452i,-0.0011227-0.00030129i,-0.0014967-0.00077589i,-0.0017399-0.0002962i,-0.0012795+0.00036865i,-0.00033742+0.0011025i,0.00027713+0.0013541i,8.898e-05+0.0011215i,-0.00026979+0.00026267i,6.6106e-05-0.0011103i,0.00058111-0.00093798i,0.00060562-0.00016656i,6.937e-05+2.9882e-05i,-0.00016647-0.00057639i,-0.00022946-0.00075453i,-0.00035186-0.00014812i
0.0013685+0.00031226i,0.0016592-0.00013852i,0.0020349-0.00027825i,0.0014326-0.00057358i,0.0010801-0.0016513i,6.014e-05-0.002005i,-0.0010953-0.0013932i,-0.00046544-0.0013446i,0.00030161-0.0016i,-0.00013845-0.0014789i,-0.0002823-0.0011074i,-0.00062185-0.00038825i,-0.00092079-6.4148e-05i,-1.192e-05-2.178e-05i,0.00029795-0.00036004i,-2.1078e-05-0.00040468i,0.00029186-0.00026455i,0.00013408-0.00012757i,-0.00021042-0.00013415i,-0.00032328-0.00085782i,0.00010643-0.00044572i,0.00028489+0.00017812i,-8.0983e-05+0.00015551i
0.0010604+0.002204i,0.0020132+0.0023095i,0.0024161+0.00058222i,0.001393-0.00075232i,0.00011527-0.0014886i,-0.00014964-0.0007193i,-0.00011438+0.0003497i,0.00031047-1.0628e-05i,0.00068093-0.00066958i,0.00054118-0.0014592i,0.00031589-0.0011044i,0.00018738-0.00051468i,-3.6527e-05-0.00028102i,-0.00036745-0.00029218i,-0.00024593-0.00038095i,-0.00013714-0.00047557i,-0.00017094-0.0012027i,-4.3211e-05-0.00072559i,0.00015743-0.0005902i,0.0002163-0.00049387i,0.00015246-0.00013405i,-0.00071369-0.0002749i,-0.0014994-0.0003512i
-0.00047679+0.0012307i,0.00045271+0.001836i,0.0021218+0.001627i,0.0021666+0.00042269i,0.00098911-0.00033383i,-0.00032508+0.00032931i,-0.00069805+0.0014158i,3.8656e-05+0.0010112i,0.00076618-3.1238e-06i,0.00086705-0.00053097i,0.0013989-0.00052435i,0.0012871-0.00087864i,0.00071235-0.00044654i,0.0012824-6.1681e-06i,0.0013735-0.00038501i,0.00095903-0.00038236i,0.00091878-0.00013927i,0.00080076+0.00021623i,0.00056967+0.00058985i,0.00038399+0.0005398i,5.81e-05-2.9339e-05i,-9.3301e-05-0.00048349i,-0.00054105-0.00032312i
0.00075328+7.7039e-05i,0.0004506-0.0012861i,0.0010145-0.00091336i,0.0018599+0.0004149i,0.0002669+0.00031195i,-0.00061545-0.00021272i,-0.00010417-0.00027089i,0.001025-0.00042884i,0.0025381-0.00085568i,0.0022654-0.00015613i,0.0014931+0.0003284i,0.0011064+8.4825e-06i,0.00044274-0.00020397i,0.00048605+9.3211e-05i,0.0009388+1.1804e-05i,0.00068421+3.7131e-05i,0.00042669-9.0429e-05i,0.00078002-0.00017477i,0.00038263+0.00017163i,1.7156e-05-2.1671e-05i,-0.00020694+0.00054861i,-0.00078928+0.00039851i,-0.00053785-0.00062884i
-0.0011608-0.00048756i,0.0001767-0.00025703i,0.00086951+2.85e-05i,0.00090024+0.00051073i,-1.5169e-05+0.00046026i,0.00070825-0.00024089i,0.0011633+0.00052465i,0.00084324+0.0010841i,0.001048+0.00069419i,0.00094351+0.001068i,0.0011992+0.0015213i,0.0015936+0.0010623i,0.00097776-0.00068285i,4.2366e-05-0.0012471i,-0.0005282+0.00033924i,-0.00054133+0.00093504i,-0.00078318+0.00041184i,-0.0010318-0.0002178i,-0.00046691-7.928e-05i,7.1673e-05+0.00031726i,0.00016499+0.00016542i,-0.00017469-0.00039382i,-0.0008512-0.00029984i
0.0030359+0.0005281i,0.0037216+0.00036622i,0.0034649+0.00010569i,0.0026838-0.001104i,0.0010791-0.0017839i,-0.00039905-0.001285i,-0.00019638-0.00053504i,0.00031475+0.00050557i,0.0004336+0.00121i,0.00028618+0.00077099i,0.00026948-1.029e-05i,0.00026238+0.00081279i,-0.00015302+0.00086533i,-0.00083244+0.00054624i,-0.00030471+0.0010756i,0.0003407+0.00090796i,-0.00013373-0.00012155i,-0.00052622-0.00053337i,-0.001087-0.00043944i,-0.001052+7.2147e-05i,-0.00032905+0.00018353i,-0.00012294+8.2889e-05i,-0.00035157+0.00023383i
-0.0019119-0.00028611i,-0.0013712+0.00097722i,-0.0011541+0.0009303i,-0.00024679+0.00022834i,0.00075694+0.00032131i,0.0013228+0.0012502i,0.0013372+0.001192i,0.00017353+0.0006845i,-0.00039856+0.00061318i,-0.0008013+0.000734i,-0.0012592+0.00045161i,-0.00042308-7.4607e-05i,0.00028003-0.00015818i,0.00036824-0.00038111i,-5.477e-05+0.00019065i,-0.00079646+0.00098392i,-0.00062855+0.00045191i,-0.00011509+0.00019703i,-0.00019336+0.00057278i,-0.00034336+0.00014722i,0.00025351+0.00031285i,0.00059027+0.00094096i,0.00072791+0.00090807i
0.00109-0.0024586i,-0.00013209-0.0017426i,-0.00033444-0.0017508i,0.00031767-0.0016616i,-0.00069078-0.0010284i,-0.0012023-0.00036415i,-0.00027649-4.7945e-05i,0.00035702-0.00059281i,-0.00036934-0.0012193i,-0.00094983-0.0013642i,-0.00086742-0.00074419i,-0.00071448-0.0002859i,-0.0003705+0.0002132i,-0.00012904+0.00047893i,-0.00064203+0.00021955i,-0.00049176+0.00018981i,0.00077677-0.00035895i,0.0011217-0.00086006i,0.0006462-0.00093923i,0.00039504-0.00054609i,-0.00019688-0.00016447i,8.7253e-05-0.00024972i,0.00077484-0.0003391i
-0.00023236-0.0014574i,0.0012491-0.0015128i,0.0026716-0.0017202i,0.0021275-0.0017669i,0.00053941-0.00053025i,-0.0003428+0.00012873i,1.7718e-05+0.00045777i,-0.00017234+0.00025365i,-0.00037411-0.00064552i,0.00030966-0.0010414i,0.00024982-0.001121i,-0.0004204-0.00083696i,-0.00042373-0.00027169i,-0.00018366+0.00023912i,4.418e-05+0.00038304i,0.0007502+0.00051953i,0.00082318+0.00066639i,0.00032613+0.00083762i,0.00081677+0.0010287i,0.00073308+0.00059079i,0.00045368-0.0002143i,-0.00022024-0.00017512i,-0.00050811-0.00011511i
0.002162+0.00098646i,0.0027511+0.001205i,0.0026756+0.0013225i,0.0017255-0.00011949i,0.00076789-0.0013832i,-0.00012791-0.0011087i,-0.0007117-0.00061755i,0.00036184-0.00035633i,0.001814+0.00033084i,0.0016227+0.00028402i,0.0012156-0.00043936i,0.00062522-0.00070374i,-0.00028483-0.00061076i,-0.00040462-0.00033567i,0.00015105+0.00047323i,0.0005218+0.0010361i,0.00067458+0.00078429i,2.6268e-06-9.1045e-05i,-0.00087556-0.00038647i,-0.00074791-0.00067458i,0.00019045-0.00063722i,0.00066056-9.3045e-05i,0.00067321-2.938e-05i
-0.001733-0.00071657i,-0.00052067-0.00024406i,0.00070472+0.00069584i,0.0007434+0.0011215i,0.00043857+0.00066583i,0.00060947+0.0003621i,0.00013853-6.8954e-05i,-0.0001948+0.00010015i,0.00064038+0.00053824i,0.0014644+0.0002522i,0.0011124-0.00045008i,0.0012986-0.000541i,0.0015608-2.927e-05i,0.0011477+0.00035369i,0.0011374+0.0006569i,0.00057961+0.00095433i,-0.00028321+0.0010055i,3.7526e-05+0.00057811i,0.00035582+0.00012005i,0.00067227+0.00032264i,0.00067026+0.00040766i,-4.4417e-05+0.00068789i,1.4251e-05+0.000587i
-0.0020068-0.0017107i,-0.001659-0.00082516i,-0.0015002-6.3032e-05i,-0.00049605-0.0001629i,-0.00039497+0.00058629i,-0.00022712+0.00013515i,0.00019927-0.00069866i,5.7137e-05-0.00051296i,0.00017405+8.9712e-05i,0.0011033+0.00084413i,0.0017673+0.0010546i,0.0017633+0.00047515i,0.0017578-0.00012307i,0.0017414+0.00016387i,0.0010059+0.00065982i,-0.00073336+0.0011698i,-0.001567+0.001119i,-0.00028925+0.00096529i,0.0006193+0.0010588i,8.1228e-05+0.0011353i,-1.7976e-06+0.00081271i,-7.261e-05+0.00021946i,-0.00042382-0.00029555i
1.8672e-06-0.0013783i,0.00032024-0.00081725i,0.00094963-0.00017589i,0.0006059-9.3483e-05i,-1.5179e-06-0.00040888i,-0.00034433-0.00089179i,-9.5316e-05-0.00057181i,0.00065931-0.00040852i,0.001044-0.00057849i,0.00038292-0.00053166i,6.732e-05-0.00040728i,0.00040554+0.00032786i,0.00044834+0.00096877i,0.00031629+0.00061815i,0.00023171+0.00019902i,-0.00010382+0.00084367i,-0.00044939+0.0010329i,-3.4144e-05+0.00092016i,-0.00054857+0.00096151i,-0.00046443+0.0012554i,0.00044502+0.0010809i,0.00013504-2.8092e-05i,-0.00012457-0.00017981i
-0.00014741-0.0014058i,0.00069649-0.0012421i,0.00095418-0.0022084i,0.0010933-0.0024814i,0.0017362-0.0022575i,0.0012525-0.0014028i,0.00061589+0.00032252i,0.0013578+0.00077989i,0.0011959+0.000527i,-0.00053126+0.00068687i,-0.001225+0.00072305i,-0.00036979+0.00065494i,3.149e-05+0.00081942i,0.00020411+0.00056106i,0.00046778+0.00017219i,6.7276e-05+0.00023209i,-0.0011111+0.0007762i,-0.00020536+0.0010789i,0.0011301+0.0011475i,0.00017792+0.00050016i,-0.00076617-0.00071238i,-0.00017834-0.00070563i,0.00051785-0.00025608i
-0.00033404-0.0029231i,-0.0011025-0.0022491i,-0.00148-0.00087797i,-0.0013876-9.5451e-06i,-0.00034047+0.00095149i,0.00069934+0.0010217i,0.00093667+0.0002622i,0.0012502+0.00038883i,0.00054559+0.00024268i,-0.00050081-8.6597e-05i,-0.0010656-4.0108e-05i,-0.00072094+0.00025193i,-0.00050109+0.00012007i,-0.00038996-0.00041555i,-0.00050937-0.00026083i,-0.00021639-9.7384e-05i,0.00017058-8.6095e-06i,0.00031284+5.5988e-05i,0.00027361+0.00029313i,0.00041866+0.00024984i,0.00076251+0.00023845i,0.00024422+0.00061259i,-0.00015435+0.00070951i
0.0031215-0.00090567i,0.0035662-0.00083434i,0.0023678-0.00088659i,0.00028595-0.00044982i,-0.00059712-0.00029942i,-0.00062974-0.0004503i,-0.00072308+6.3211e-05i,-0.00022796+3.3871e-05i,0.00060704-0.00076342i,0.00063762-0.0012153i,0.00010514-0.0013629i,-0.00045704-0.00058476i,-0.00063386+0.00013834i,-0.00095667+0.00077491i,-0.00074419+0.0005858i,-0.00048936-0.00030717i,1.3293e-05-0.00022374i,0.00055323+0.00010717i,0.00049377+8.7435e-05i,0.00032937+1.8426e-05i,0.00021173-0.00050396i,4.5099e-05-0.00049117i,0.00029373-0.00049333i
0.0020469-0.00032408i,0.0014192-0.00036638i,0.0015717-0.00056667i,0.0018916-0.0010103i,0.0006513-0.0017737i,-0.00028565-0.0014403i,-0.00021013+0.00016762i,0.00011338+0.00092058i,0.00079035-0.00026428i,0.00077598-0.00067175i,0.00040536-0.00016858i,-0.00013369-2.4332e-05i,-0.00053229-0.00029557i,-0.0004932-0.00023263i,-2.2618e-05+0.00030428i,0.0005289+0.00047498i,0.00019864+0.00038393i,-0.00044525+0.00098877i,-0.00020592+0.0015557i,-0.00017224+0.00082277i,-0.00023778-0.00026984i,-0.00017324+3.3919e-06i,-0.00029052+0.00065868i
0.00055382+0.00010129i,-9.5867e-05-0.00038311i,-0.00019266-0.0006083i,-0.0003585-0.00089027i,1.8174e-06-0.00088344i,0.00039834-0.00031198i,-0.00035775+5.9748e-05i,-0.00065417+0.00063878i,0.00041574+0.00049055i,0.0015922-0.00050305i,0.0019944-0.0006514i,0.0012976-0.00036733i,0.00091243-8.5146e-05i,0.0005667+0.00017202i,0.00062062-0.00038812i,0.001148-0.00019058i,-7.6674e-05+0.00059027i,-0.0010183+4.5732e-05i,-0.00069639-0.001007i,-0.00043459-0.0014875i,-0.00080414-0.00097166i,-0.0008829+0.00015183i,-0.00052743+0.00038514i
-0.0012586-0.0012442i,-0.00038236-0.00036761i,0.00012021+0.0004111i,0.00028217-0.00011754i,0.00061557+0.00026577i,0.00025411+0.00087176i,-0.00021587+0.00044475i,3.4424e-05+0.00065849i,0.000904+0.00075589i,0.00094529+0.0008392i,0.00058485+0.0010716i,0.0010416+0.00054405i,0.00061726+0.00043772i,0.00069953+0.00097917i,0.001207+0.0010212i,0.0012329+0.00073522i,0.0010184+0.000987i,0.00046125+0.0013517i,0.00024805+0.00088523i,0.00061052-1.9228e-05i,0.00077756+0.00016281i,8.3047e-05+0.00091542i,-1.7768e-05+0.00043297i
0.0023242-0.00073655i,0.0031806-0.00058119i,0.002891-0.00088139i,0.0013901-0.0013733i,-0.00038012-0.0014105i,-0.0012502-0.0011122i,-0.000863-0.00046618i,0.00036406+0.00079615i,0.00082634+0.00094317i,0.0013374+0.0011251i,0.0016449+0.0016733i,0.0013578+0.00094651i,0.0008303+0.00055749i,0.00091692+0.00060104i,0.00082416+0.00058351i,0.00019702+0.00088038i,-8.7911e-05+0.00085261i,-0.00049143+0.00097825i,-0.00072282+0.0010652i,-0.00047254+6.6081e-05i,0.00050433-0.00040118i,0.0012757-2.997e-05i,0.0010563+0.00057265i
0.00037457+0.00014325i,0.0010822+0.001304i,0.0014099+0.0014764i,0.0018555+0.00076455i,0.0021004-0.00022239i,0.0015306-0.00035176i,1.9273e-05-0.00062006i,-0.00065226-0.00048014i,-0.00015055+0.00089129i,-0.00035366+0.00091992i,-0.00053649+0.00095636i,-0.00039207+0.0011364i,-0.00013803+0.00066221i,-8.6025e-05+0.00071112i,-0.00060559+0.00093844i,-0.00069842+0.00069801i,-0.00042045+0.0001769i,-0.00021504+0.00024441i,-0.00011097+0.00038862i,-0.00019286+1.0765e-05i,-9.959e-05+0.00026596i,0.00026206+0.00032614i,0.00028519-0.00038514i
0.00014519-0.00070616i,0.00010719-2.1017e-05i,0.00032431-1.4447e-05i,0.00041826-0.00042786i,-0.00046024-0.00054265i,-0.00077116+0.00032964i,0.00015718+0.00097899i,0.0010821+0.00049213i,0.00097244+2.1707e-05i,0.00022394-0.00072833i,0.00035885-0.00099876i,0.00037804-0.00059791i,5.4351e-05-0.00037102i,-0.00013368+3.1319e-05i,-0.0003326+0.00065611i,-0.00049778+0.00090247i,-0.00054932+0.001164i,-0.00031803+0.0011917i,-0.00028349+0.00025729i,-0.0009711+1.3491e-05i,-0.0005889+0.0002127i,0.00016356-0.00032741i,0.00015698-0.00037136i
-0.0010654-0.0017464i,-0.00056356-0.0012755i,-5.482e-05-0.0010236i,0.00040764-0.00016361i,1.8066e-05+0.00064936i,-0.00030924+0.00070051i,-0.00061893+0.00061737i,-0.00034521+0.00066055i,2.7998e-06-0.00033024i,-0.00041607-0.0012442i,-0.00088238-0.00076054i,-0.00070001-0.0005949i,-0.00034013-0.00041173i,-0.00033647-0.00065229i,-0.00025176-0.00063671i,-0.00056349-0.00033965i,-0.00018432-0.00015047i,0.00060023+0.00015659i,0.00036597+0.00041393i,0.00065129+0.00050471i,0.00071615+0.00028446i,-0.00021509-0.00028157i,-0.00074509+0.00013737i
0.00040989-0.0020532i,0.00047391-0.00083382i,9.6645e-05-0.0010838i,-0.00093114-0.0016523i,-0.00015695-0.00081557i,0.0011756+0.00088662i,0.0013676+0.00086262i,0.0014284+3.3357e-06i,0.00096091-0.00065038i,0.00017606-0.0011544i,-0.0004897-0.0011243i,-0.00033276-0.00054498i,4.1742e-05+0.00026981i,-1.6298e-05+0.00035849i,0.00060552+5.9373e-05i,0.00065312+0.00010876i,-0.00024702+0.00045617i,-0.00073204+0.00030157i,-0.00070063-0.00024013i,7.7446e-05-0.00040553i,0.00028662-0.00040003i,1.5597e-05+0.00016929i,-0.00052479+0.00020259i
-0.00014814+0.00020236i,0.00010564+0.00010042i,0.00032965+0.00049507i,-0.00022706+0.00052411i,-0.00027467+0.00077788i,0.000194+0.0014719i,-9.5767e-05+0.0012597i,0.00013632+0.00012509i,0.0010932-0.00085386i,0.0012639-0.00057987i,0.00030525-0.00098978i,-0.00029215-0.0013366i,0.00032736-0.00069165i,0.00089283-0.00029987i,-6.5435e-05+0.00037016i,-0.00032186+0.0006931i,0.00023206+0.0003348i,0.00047318+0.00021557i,0.00023826+0.00033858i,7.0941e-05+1.9878e-05i,-0.0002432-0.0006252i,-0.00020243-0.0012353i,-0.00012574-0.00095164i
