-0.002129+7.7033e-05i,-0.001919+0.00064552i,-0.002364+0.0012186i,-0.0027081+0.00098891i,-0.0025114+0.0010464i,-0.0016484+0.0013616i,-0.00090703+0.0005675i,-0.00023353+0.00028249i,0.00031518+0.00013441i,0.00033055-0.00049436i,0.00051629-0.00065196i,0.0003117-0.00036698i,0.00028054-0.0002231i,0.00030738-0.00057057i,4.1089e-05-0.00023882i,0.00024002+0.00024584i,0.00033858-1.1661e-05i,-0.00039016+4.1168e-05i,-0.00074783-0.00068938i,-0.00015299-0.00098305i,-2.0186e-05-0.00078701i,-9.0089e-05-0.0013662i,-3.4835e-06-0.0011259i
-0.00025191-0.00074446i,-0.0011022+5.2551e-05i,-0.0009425+0.00090968i,0.00032979+0.00056293i,0.00099734-0.00057318i,0.00041533-0.00070406i,0.00050695-0.00045381i,0.0002588-0.00080529i,0.00040058-0.00060254i,0.00018458-0.00023787i,9.5025e-05+0.00010872i,0.00046952+0.00087866i,0.00017331+0.00076745i,3.7267e-06+4.748e-05i,1.038e-05-0.00025356i,0.00010839-0.00017793i,-3.2095e-05+0.00037496i,-0.00070162+0.0007433i,-0.0010919+0.00027998i,-0.00061082+0.00013754i,6.9489e-05-0.00015116i,0.00052878-0.00025141i,0.00060216-0.00021313i
-0.0010002-0.00051387i,-0.0013978+0.00060552i,-0.0023181+0.0011694i,-0.002512-0.00040456i,-0.0017154-0.0019442i,-0.00024434-0.0014946i,0.00088461-0.0010629i,0.0014292-0.00081467i,0.00087686-0.00065751i,-2.7069e-06+0.00012083i,-9.9351e-05+0.00054678i,0.00035488+0.00031349i,0.00056041+7.44e-05i,0.0002683+0.00034132i,-0.000724+0.00076316i,-0.00052798+0.00025378i,-0.00026768+0.00036128i,-0.00031061+0.0010248i,-0.00030037+0.00095182i,-0.0010731+0.00030917i,-0.00099856-0.00045014i,-0.00071121-0.00061548i,-0.00029679-0.0006522i
0.00096237-0.00094878i,0.00069385-0.0010046i,0.0014177-0.0017633i,0.0015861-0.002185i,-3.8562e-05-0.0026565i,-0.0010302-0.0021868i,-0.00074794-0.0012325i,-0.00017878-0.0015879i,0.00021713-0.0017152i,0.00048205-0.0012274i,0.00072288-0.0015164i,0.0004058-0.00095884i,0.00011618-0.0009931i,0.00013787-0.0011651i,-0.00015983-8.0499e-05i,-0.00092563+0.00098931i,-0.0007393+0.00047073i,-0.00038376+3.8357e-05i,-0.00011618-0.00016164i,-0.00043115-0.00039924i,-0.00061713-0.0003306i,-0.00079456-0.00062884i,-3.8739e-05-0.00080626i
-0.001821-0.0013006i,-0.0020876-0.00012087i,-0.002513+0.00026884i,-0.0024608+0.00094411i,-0.0015818+0.0013339i,-0.0010215+0.00090513i,-0.0010051+0.00043703i,-0.00056659-0.00044981i,-0.00040387-0.0012619i,-0.00058287-0.00085308i,-0.00065319+8.0119e-05i,0.00052545+5.2031e-05i,0.0011006+0.00011047i,0.00016955-0.00027607i,-0.00054012+9.5457e-05i,-0.00068213+0.00049926i,-0.00031817+0.00034654i,5.5773e-05+0.00041021i,0.00010811+0.00041527i,-0.00028485+0.00033002i,-0.00048202-0.00043067i,-0.00023057-0.00075803i,0.00032483+3.3781e-06i
-6.5798e-05+0.00053408i,0.0010653+0.00050415i,0.0017557+0.001211i,0.0014994+0.0013077i,0.00047435+0.00091853i,-0.00061273+0.00097737i,-0.00082731+0.00030627i,-0.00012801+2.642e-05i,7.1509e-05+0.00013034i,-0.00078182-0.00037197i,-0.0003539-0.0007544i,0.00081129-0.00093593i,0.00088508-0.0010589i,0.00091867-0.0007243i,0.00068192-0.00023052i,1.4015e-05-7.2408e-05i,-0.00014522-0.0001933i,0.00048677-0.00061144i,0.00048286-0.00052233i,6.1295e-05+0.00034568i,-4.8101e-05+0.00060769i,-0.0009433+3.1882e-05i,-0.0013532-0.00019544i
-5.7453e-05+0.0010715i,-0.00019523+0.0020278i,0.00011584+0.0022689i,-0.00067158+0.00181i,-0.00076617+0.0014787i,-0.00018472+0.0006408i,0.00041638-0.00031148i,0.00026407-0.0010677i,-0.00038028-0.00077753i,-0.0005937-0.00044846i,-0.00064977-0.00043813i,-0.00042815-0.00034248i,-0.00027522-0.00070811i,-0.00021424-0.00063266i,-0.00041921-0.00022561i,-0.00025385-9.4104e-05i,-0.00029625+3.2548e-05i,-0.00074922-1.7364e-05i,-0.00030355-0.00025895i,0.00016183-0.00030563i,-0.00016122-3.4535e-05i,-0.00040474-0.00049127i,0.00022178-0.00086922i
-0.00010696-0.0012316i,-0.0003805-0.0009342i,-6.3119e-05-0.00065911i,0.00041562-0.0015088i,0.00031544-0.0016861i,0.00012068-0.0011011i,-0.000423-0.00067737i,-0.0003928-0.0007607i,-0.00071426-0.00099086i,-0.00070869-0.00085331i,-0.00019445-0.00067708i,0.00042029-0.00031032i,0.00075376-0.00023976i,0.00035302-0.00047982i,-0.00053336-0.0010795i,-0.00063745-0.00094568i,0.000107-0.00029945i,0.00052409-0.00025374i,0.0004965-7.519e-05i,-0.0004779+0.00045747i,-0.00067766+0.00092681i,-0.00014276+0.0003673i,0.00030572-0.00021062i
-0.00076448+0.0019117i,0.00032628+0.00099418i,0.00089185+0.00076342i,0.0013077+0.00093495i,0.00060389+0.00021314i,-0.00036427-0.00043483i,-0.0011125-0.00067467i,-0.001108-0.00069825i,-0.00049245-0.00070736i,-0.00030619-0.00044716i,0.00017394-0.00049281i,0.0014837-0.00018501i,0.0019253+0.00043856i,0.0011874+0.00038664i,0.00047709+0.00035774i,0.00023648+0.00015555i,0.0007822-0.00017181i,0.00039137-0.00019733i,-0.0004635-3.0856e-05i,-0.00080481+0.00046862i,-0.00068271+6.3849e-05i,0.00012116-0.00022798i,0.00057995+9.3426e-05i
-0.0020723+0.0011465i,-0.0015714+0.0027824i,-0.0014095+0.0038975i,-0.0009055+0.0022736i,0.00038272+0.00029527i,0.0016777-0.0009881i,0.00097734-0.0013749i,-5.7636e-05-0.0012468i,8.1757e-05-0.00095356i,0.00020318-0.0011425i,0.00039568-0.0011051i,0.00077116-0.00038023i,0.0011567+0.00020057i,0.0012276+0.00049932i,0.00067234+0.00034282i,0.00036953-0.00079678i,0.00063304-0.0016595i,0.00057805-0.0010047i,-0.00010876-0.00054986i,0.00015253+7.2018e-05i,0.00050121+0.00052106i,0.00029699+0.00070121i,-3.0988e-06+0.00043271i
-0.00069466-0.00031143i,-0.00032354-0.0011017i,0.0006666-0.0009302i,0.00011963-0.00079046i,-0.00087291-0.00092259i,-0.0012428-0.0010059i,-0.00062875-0.0011331i,-0.00013946-0.00052668i,-0.00029604-0.00031604i,-0.00061072+0.00016579i,-0.00024842+0.0009191i,0.00047633+0.00096682i,0.00095934+0.00025809i,0.00018667-0.00015452i,-0.00057414+0.00031856i,-0.00042333+0.0004936i,3.7405e-05+5.2187e-05i,-7.3587e-05-0.00015305i,-0.00031798-3.055e-05i,-7.4764e-06+0.00038495i,0.00020542+0.00028693i,0.00020709-0.00033838i,-0.00067974-0.00027616i
0.0011477-0.00014354i,0.00053531+4.2505e-05i,-1.4178e-05-0.00045575i,-0.00088751-0.00068958i,-0.00093645+0.00027289i,-0.00020037+0.00058578i,0.00073091+3.7234e-05i,0.00043344-0.00095691i,-0.00069514-0.0018595i,-0.0011469-0.0012023i,-0.0010252-0.00016337i,-0.00022277+0.00036983i,0.00034318+0.00012074i,0.00061168-0.00036097i,0.00091305+0.00030336i,0.00092731+0.00094269i,0.00071123+0.00044124i,7.5604e-06+0.00017848i,-0.00036766-0.00043636i,-0.00084601-0.00086001i,-0.0010129-0.00041896i,-8.5234e-05+0.00022467i,0.00036966+0.00091738i
0.00052898+0.0010026i,0.00055694+0.00037966i,0.00079843-1.5311e-05i,0.0015855-0.00021381i,0.0017439-0.0010397i,0.00077115-0.0021722i,-2.2122e-05-0.0023722i,-6.7633e-05-0.0017305i,9.597e-06-0.00091694i,3.9103e-05-0.00034332i,-4.4031e-05-0.0001899i,0.00020229+5.2945e-05i,0.00018027-3.1646e-06i,-0.00018314-0.00027215i,-0.0004385-0.00039085i,5.7293e-05-0.00039811i,0.00059858-0.00038508i,-0.0002852-0.0001047i,-0.0011796-0.00037391i,-0.0011846-0.00046281i,2.3984e-05+0.00028184i,0.00095474+0.00053273i,0.00040728+0.00045081i
0.00057441-4.6053e-05i,0.00054665-0.0013578i,0.00010769-0.00083837i,0.0002683-0.0011896i,0.00056381-0.0022377i,-4.5865e-06-0.0025151i,-0.00068631-0.0018094i,-0.0008758-0.001951i,-0.00052348-0.0018984i,-7.4879e-05-0.0009781i,0.00031972-0.00043307i,0.00022522-0.00040751i,0.00079959-0.00066308i,0.00048178-0.00019732i,-0.00036449+9.1673e-05i,-0.00016691-0.00036638i,4.1464e-05-0.0007194i,0.00047233-0.0002669i,0.00023313+3.2347e-05i,-0.00065957-0.00019334i,-0.00017339+0.0002484i,0.00065776+0.00062041i,0.0004939+0.00033202i
-0.00073085+0.0007581i,-0.00015712+0.0014474i,0.00041008+0.0026159i,0.00085601+0.0019202i,2.7495e-05+0.00040267i,-0.00053139-0.00033501i,-0.00022878-0.00067274i,-0.00022218-0.0005861i,-0.00039909-5.2976e-05i,-0.0001798+0.00087103i,0.00022352+0.00097445i,0.0007293+0.00049167i,0.00053937+4.6209e-05i,-4.4431e-05+2.0344e-05i,4.0755e-05+0.00012067i,-3.8682e-05-0.00025019i,-4.1032e-05-2.1895e-05i,0.00014831+0.00048411i,0.000209+0.00050167i,-0.00030085-5.6952e-05i,-0.0011982+0.00012273i,-0.00094607+0.00027847i,-0.00018879-0.00056775i
0.00012737-0.0017485i,-0.00052449-0.00078993i,0.00037836-0.00083901i,0.0012692-0.001556i,0.0011424-0.0011863i,0.00091006-8.2282e-05i,0.00078963+3.2084e-05i,0.00046388-0.0012861i,0.00028759-0.002121i,0.00042206-0.0010347i,-8.5624e-06+0.00019187i,-0.00015227+0.0004119i,0.00015095-0.00034488i,1.9466e-05-0.00018987i,-0.00010756+0.00037783i,0.00037475-0.00011174i,0.00082969-0.00022095i,0.00064058-0.00051711i,0.00035965-0.00058289i,1.986e-05+1.6899e-05i,-0.00036107-0.00029934i,-0.00017063-0.0005206i,-0.00033682-0.00033682i
0.00084712+0.00044293i,0.00079528+6.6369e-05i,0.00051407-0.00073281i,5.0915e-06-0.00088285i,-0.0010935-0.00087728i,-0.0014159-0.0015813i,-0.00082681-0.0011879i,0.00034869-0.00065798i,0.00037794-0.00067557i,-0.00016037-0.00042101i,9.9253e-05-8.9914e-06i,0.00014133+1.1766e-05i,-0.00061979-0.00028465i,-0.00085302-0.00051635i,-0.00039997-0.00042554i,-0.00032096-0.00044813i,-0.00078589-0.00020898i,-0.0010384-6.1075e-05i,-0.0007882-2.5274e-05i,-0.00053924+0.0001232i,0.00093848-9.9859e-05i,0.0015913+8.4099e-05i,0.00043478+0.00050212i
-0.00025861+4.9836e-05i,0.00049917+0.0023919i,0.0010845+0.0033829i,0.0017821+0.0020125i,0.0016527+0.00075751i,0.0010869-0.00021575i,0.0007333-0.00076593i,0.0006289-0.00099224i,4.7265e-05-0.00064422i,-0.00055562-0.00032805i,-0.00012841-0.00020946i,0.000498+0.00042479i,0.00086333-0.00021732i,0.00017729-0.0012605i,-3.6166e-05-0.0013028i,0.00059667-0.00084713i,0.00043398-0.00082751i,0.00021346-0.0011818i,2.2665e-05-0.00086473i,0.0004018-0.00058234i,0.00097114-0.0001338i,0.0008279+0.00013255i,0.00019827+2.7154e-05i
-0.00023902-0.0014891i,-0.00041674-0.0017376i,-0.00086883-0.0017831i,-0.0013866-0.00089595i,-0.00082555-0.00027492i,-0.00095224-0.00017496i,-0.00018987-0.00048623i,0.00072284-0.00072761i,0.00029412-0.0014712i,0.0004957-0.0017168i,0.00095816-0.00062588i,0.00083349+0.00085917i,0.0004695+0.0010085i,0.00034083+0.00035485i,0.00019006-0.00020815i,0.00015616-0.00013665i,0.00011482+0.00039049i,0.00028791+0.00053844i,0.00026628+0.00010585i,0.00016569-0.00012856i,-0.00068015-0.00060107i,-0.00054878-0.00063954i,0.00043644+0.00089853i
-0.0021783+0.00075031i,-0.00082053+0.00035369i,-0.00076053+0.00027775i,-0.0003965+0.0012847i,0.00023755+0.00055044i,0.0010203+0.00010577i,0.00047913+1.0967e-05i,-0.00018002-0.00069994i,0.00015242-0.00025826i,0.00044272+0.00044461i,0.0005369-0.00019083i,0.00023635-0.0010005i,-0.00020056-0.00097896i,-0.00025885-0.00058065i,-0.00055393-0.00010799i,-0.00014458+1.5161e-05i,5.2255e-05-0.00029976i,-0.00033203-0.00065316i,7.2755e-05-0.00059644i,0.00089586-0.00052534i,0.0004436-0.00028021i,0.00021364-0.00011693i,0.00060142-0.0002115i
0.00098026+0.0029194i,0.0016572+0.0023561i,0.0015022+0.00050775i,0.00047309-0.0011949i,0.00049834-0.00062294i,0.0005102-0.00081943i,-7.5745e-05-0.001084i,-0.001008-0.0010613i,-0.0012616-0.0010733i,-0.00014731-0.00076254i,0.00075201-0.00026472i,0.001516-0.00025989i,0.0014904-0.0006731i,0.00077532-0.00048954i,0.00062989-0.00094365i,0.00015579-0.0010757i,-0.00045272-0.00057199i,-0.00035045-0.00043361i,0.00044525-0.0001619i,0.00049024+0.00058649i,-6.8331e-05+0.00074894i,-5.308e-05+0.00025469i,7.1306e-05-4.3276e-05i
0.0014648-0.00066769i,0.00051798-0.0012557i,0.00031891+9.3309e-05i,0.00064095+0.00043579i,0.0010435-0.00016491i,0.00067739-0.00055817i,0.00016293-0.00079518i,7.5192e-05-0.00085427i,6.3848e-06-0.00061689i,4.7518e-05-1.5688e-05i,4.5112e-05+2.648e-05i,0.00041606-0.00069413i,0.00094831-0.0013023i,0.00032525-0.0010405i,-2.4431e-05-0.00057448i,-0.00030303-0.00036676i,-0.00069984-0.0005865i,-0.001404-0.00080369i,-0.0017448-0.00044634i,-0.00044282-0.00020736i,0.0003878+0.00011387i,1.2427e-05+0.00026076i,0.00052447-0.0002545i
0.0016249-6.9197e-05i,0.0024015-0.00048935i,0.0020673-0.00099646i,0.00024714-0.00085705i,2.6497e-05-0.00041051i,0.00028565-0.00080538i,-6.2422e-05-0.0017827i,0.00014991-0.0018847i,0.00039712-0.001242i,0.00034614-0.0010609i,0.00043037-0.0016461i,0.00082527-0.0012434i,0.00049751-0.00052257i,4.1116e-05-0.00030443i,0.0004022-0.00017013i,0.00037396+3.572e-05i,0.00069258-6.8245e-05i,0.0010834+0.0001556i,0.0002005+0.00033502i,-0.00053891-0.00065484i,-0.00019149-0.00072019i,0.00072748-0.00030117i,0.00092878-0.00014418i
-0.0014921-0.00102i,-0.0011969+0.00031178i,-0.0009842+0.00068013i,8.2993e-05-0.00028805i,0.0013445-0.00046757i,0.0017845-0.0002808i,0.00099309-0.00033725i,0.00010779-0.00098419i,-0.00021561-0.0015905i,-2.0146e-05-0.0011686i,0.00011664-0.00046198i,-8.5796e-05+0.00030881i,-1.4759e-05+0.00048662i,-0.00023084+0.00015348i,-0.00061018+0.00015266i,-0.0005727+7.9281e-05i,-0.00015617-3.787e-05i,-0.00026092-0.000352i,-0.0010553-0.00012943i,-0.0012959+0.00041242i,-0.00040066+0.00025479i,0.00012972+0.00021719i,-0.00023866+0.00039791i
0.00064201+0.0015759i,-0.00017058+0.00013164i,0.00030334-0.00099909i,0.00059494-0.00094895i,-0.00017916-0.00075697i,-0.00065985-0.00068447i,-7.9932e-05-0.00052701i,3.5171e-05-0.00091011i,0.00010912-0.00093663i,0.00048378-0.00067013i,-0.00017204-0.00037668i,-0.00092106-0.00021126i,-0.0012364+5.9075e-05i,-0.00097447-0.00030272i,-0.00015394-0.00016365i,0.00014345+0.00028508i,-0.00028632+0.00028188i,-0.0004072+0.00044841i,-0.00064247+0.00059533i,-0.00067886+1.7866e-05i,0.00013393-0.00076856i,0.0013471-0.0012428i,0.0011248-0.00076133i
-3.9479e-05-0.0018557i,0.00034215-0.002099i,-6.6864e-05-0.0017067i,-0.00026105-0.00073519i,0.00022512-0.00033787i,0.00011338-0.0010512i,-0.00094406-0.0015061i,-0.0016441-0.00070627i,-0.0012467+0.00036169i,-0.00071533+0.00043773i,6.7346e-05-4.7129e-06i,0.0010547-0.00028163i,0.00091294+0.00019537i,0.00027774+0.0007906i,-0.00031662+0.0010467i,-0.00021019+0.000533i,-0.00031619+0.00022734i,-0.00027047-0.00026879i,0.00019719-0.0010496i,0.00022002-0.00081419i,-4.6892e-05+5.6795e-05i,-0.00054313-8.6398e-05i,-0.0012817-0.0008866i
-0.00064903+0.00015458i,-0.00095982+0.0014674i,-0.00023825+0.0011752i,0.00097595+0.00030114i,0.0010182-2.8319e-05i,3.0261e-05-0.0002677i,-0.00017344+8.0447e-05i,0.00034055+0.00065538i,0.00054919+0.00023738i,0.00063936+3.9419e-05i,0.00036698+0.00043279i,0.00056358+5.3878e-06i,0.00075738-0.000905i,-3.6756e-05-0.00095257i,-0.00023324-0.00039422i,0.0010944-0.00015768i,0.0015583+6.1711e-05i,0.00091741+4.2741e-05i,0.00015242-0.00040131i,0.00050797-0.00056885i,0.00055236+0.00012527i,-9.0485e-05+0.00030616i,-0.00039606+9.0221e-05i
0.0015005-0.0024376i,0.0009199-0.0034558i,4.5386e-05-0.0027745i,-0.0012941-0.00049202i,-0.0011546+0.00058779i,-2.0149e-06+3.2934e-05i,0.00047712-1.2956e-05i,0.00077677+1.1027e-05i,0.00094728-0.00077663i,-6.5844e-06-0.00096116i,-0.00077273-0.00077363i,-9.6694e-05-0.0006041i,0.00053989-0.00063597i,8.1577e-05-0.00051516i,-0.00033777+0.00019037i,0.00027261+0.00068416i,0.0010726+0.00050273i,0.0011611+0.00019749i,0.00087345+0.00023323i,0.00018839+0.00078968i,-0.00045623+0.00049504i,-0.00027047-0.00043209i,-0.00019641-6.2573e-05i
-0.00091739-0.00013982i,0.00027175-0.00075597i,0.00036999-0.0016631i,4.1484e-05-0.00020786i,0.0010728+5.0863e-05i,0.0021658-0.00042934i,0.0012701-0.00016728i,7.4756e-05-0.00019984i,-0.00023124-0.00024356i,-0.00011269-0.0003705i,-0.00051934-0.00066434i,-0.00027047-0.00047133i,0.00017522+0.00060177i,-0.00013617+0.00094779i,0.00025551+0.00069521i,0.00071102+0.00067613i,0.00090075+0.00038169i,0.00092297-0.00039864i,0.00016004-0.00072153i,-0.00048657+0.00010938i,-0.00039852+0.0006778i,-0.00051076-4.6655e-05i,-0.00068393-0.00013727i
0.0019181-0.0010639i,0.0014806-0.0015844i,0.00080267-0.0013352i,-0.000308-0.0013616i,-0.00088077-0.0012573i,-0.0012894-0.00046607i,-0.0015286-0.00021208i,-0.00063793-0.00045616i,-0.00034428-0.0012674i,-0.00067907-0.0011922i,-0.00059602-7.08e-05i,-0.00040393+0.00043319i,-4.1442e-06+8.2544e-05i,0.00012599-0.00074396i,-8.128e-05-0.00134i,-1.4985e-05-0.0010644i,-5.2716e-06-0.00051815i,7.4824e-05-1.7555e-05i,0.00039487-1.2996e-05i,-0.00032354-0.00044676i,-0.0005431-0.00037236i,7.8182e-05-0.00054417i,-0.00026333-0.0010563i
0.00023605+0.00036065i,0.00013928-0.00048706i,0.00075059-2.4133e-05i,0.0011097+0.00046709i,0.0010066-6.0418e-06i,0.00061697-0.00059577i,-0.00074063-0.00089428i,-0.001241-0.0013261i,-7.0444e-05-0.0020161i,0.00030366-0.0019994i,9.7913e-05-0.0018482i,0.00042924-0.0012123i,0.0001814-0.00036904i,-9.2061e-05-0.00015917i,1.7061e-05+0.00043443i,0.00050236+0.00058123i,0.0003973+0.00027354i,8.7931e-05+0.00039498i,0.00059684+0.00016166i,0.0003293-0.00052586i,-0.0005033-0.00090996i,-0.0008329-0.0002228i,-0.00055873+0.00050863i
0.0011443+0.00051321i,0.0012158+0.00026658i,0.0016349-0.00078145i,0.00069567-0.001386i,-0.00023948-0.0016825i,-0.00055072-0.002561i,-0.00016705-0.0020416i,0.00091973-0.00090363i,0.0017308-0.0013516i,0.0015345-0.0015555i,0.0011685-0.00059397i,0.0014342-0.00017131i,0.0012355-0.00038922i,0.0010534-0.00094487i,0.00098322-0.0010762i,0.00061718-0.00094729i,0.00052612-0.0012419i,-5.4765e-05-0.00059571i,-0.00087968+0.00050073i,-0.0004555+0.0007517i,8.9545e-05+0.00048732i,-1.8401e-05+0.00014981i,-0.00069914-0.00030777i
-0.00053332+0.0014741i,-0.0005363+0.00081211i,-0.00018519+0.0017639i,0.00011199+0.0022364i,0.00030055+0.0017636i,0.0002669+0.00094219i,0.00024727+0.00066413i,5.9914e-05-0.00022133i,2.027e-05-0.00090687i,0.00048303-0.00038969i,-2.1251e-05-0.00030026i,0.00023936-0.00041847i,0.0010688-6.2815e-05i,0.00012853-0.00041989i,-0.00056016-0.00051148i,-0.00053328+0.00050001i,-0.0001962+0.00013853i,0.00015143-0.00058771i,-0.000132-0.00030913i,-0.0012294+2.3964e-05i,-0.0016306+0.00041713i,-0.0010631+0.00019199i,-0.00045016-0.00032258i
0.0011563-0.00039762i,0.0011709-0.0013287i,0.0023689-0.0017225i,0.0022364-0.0023142i,0.00061352-0.0030096i,0.00021877-0.0025946i,0.00065198-0.0014626i,0.00060296-0.0014654i,0.0001202-0.0017191i,-0.0005563-0.0011297i,-2.9271e-05-0.0010233i,0.00094687-0.00099242i,0.0007128-0.00090586i,0.00015255-0.00058083i,-0.00026343-0.00066238i,-7.3005e-05-0.00082954i,0.00054763-8.7462e-05i,0.00095856-7.3088e-05i,0.0010882-8.4524e-05i,0.00047923+0.0007278i,-0.00050892+0.00069723i,-0.00014912-9.2056e-05i,-0.00025403-0.00035811i
0.0013877-0.00055167i,0.0018632-0.001159i,0.00054437-0.0022693i,-0.0012116-0.002415i,-0.0016221-0.0012124i,-0.00094312-0.00031613i,-0.00057118-0.00011119i,-0.00082819-0.00079996i,-0.00049334-0.001501i,-6.5617e-05-0.0011556i,-0.00051924-0.00070399i,-0.00044737-0.00059738i,-0.0002423-0.00075522i,-0.00028313-0.0010025i,-0.00040826-0.0014308i,3.3865e-05-0.0017111i,0.00040039-0.0017694i,2.6585e-05-0.0014204i,-0.00017242-0.00055288i,-1.9762e-05+4.7705e-05i,9.8743e-05+0.00046969i,-7.6672e-05-8.7216e-06i,-0.00043951-0.00083947i
-0.001527-0.00015454i,-0.001045+0.0007315i,-0.0011917+0.0016732i,0.00041686+0.0017229i,0.0014584+0.00087615i,0.0014181-0.00032849i,0.00091574-0.00092314i,0.0011125-0.0011033i,0.0011907-0.0011096i,0.00079799-0.00058211i,0.00073159+0.00015687i,0.00077757+0.00038337i,0.00069775-1.5113e-05i,0.00020064+0.00011064i,-0.00031559+0.00027112i,-1.107e-05-0.00023746i,0.00037233+5.5852e-05i,0.00025255+0.00085452i,-0.00052696-4.5915e-05i,-0.00057855-0.0010201i,-0.00016746-8.4703e-05i,-9.581e-05+0.00056261i,0.0004071+0.00043155i
0.0017684+0.0010717i,0.00075523+5.8128e-05i,0.0013196-0.00092593i,0.00096894-0.001672i,0.00033046-0.002285i,-0.00033137-0.0010973i,-0.00097482-0.00075246i,-0.00027807-0.0019456i,0.00021015-0.0022143i,0.00054852-0.0016399i,0.00059883-0.00147i,0.00044326-0.0012622i,0.00052809-0.00035439i,2.3016e-05+0.00031032i,-0.00045895-0.00028218i,-0.00075277-0.00043545i,-0.00056402+0.00019308i,0.00036076+0.00027724i,0.00087213+0.0001257i,0.00086182-0.00019963i,0.00092423-0.00057713i,-0.00015497-0.001039i,-0.00071186-0.0006168i
-0.00041643-0.00063423i,-0.00065356-0.0003673i,0.00017734+0.0011306i,0.00050989+0.0023263i,0.00060844+0.0017458i,0.00071709-9.2528e-05i,0.00047132-0.0005092i,0.00013706-0.00091383i,0.00046229-0.0017147i,0.00078057-0.00075866i,0.001036+0.00016339i,0.0012926+6.6811e-05i,0.00034733-0.00015381i,-0.00041479-0.00045794i,-0.00048669-0.00057309i,-0.00018746-0.00024358i,0.00027822+0.00027225i,0.00066856-0.00019614i,0.001072-0.00030641i,0.00026332-0.00029713i,-0.00080728-0.00057827i,-0.00039663-0.00084815i,0.00047908-0.0006235i
0.00053682+0.00083192i,0.00029633+0.00046869i,-0.00059918-0.00023015i,-0.0012245-0.00099286i,-0.00010797-0.00096109i,0.00049696-0.00037291i,0.00021421+6.5862e-05i,-7.426e-05-0.00031104i,-0.00094628-0.00061849i,-0.00070994+0.00015861i,-6.1176e-05+0.00038125i,0.00029537-0.0010208i,0.0011035-0.0013355i,0.00082798-0.00011949i,-0.00030924+0.00064546i,-0.00081194+0.00018053i,-0.0004921-0.00031864i,-0.00022525-0.00033475i,-0.00032782-0.00037336i,-9.7724e-05-1.7091e-05i,-4.0195e-05-0.00012375i,0.00028444-0.0002495i,0.00085323-6.0272e-05i
-0.0013841+0.00098169i,-0.0006984+0.0016769i,-0.00048006+0.0020735i,0.00020712+0.0011203i,9.3397e-05+0.00088506i,-0.0010729+0.0011122i,-0.0016952+0.00045718i,-0.00071293-0.00084617i,0.00038649-0.0017699i,0.00032603-0.0015904i,0.00037485-0.00066093i,0.00068154+0.00015544i,0.00092336-0.00011532i,0.0001913-0.00030952i,-0.0001609-0.00012983i,0.00059267+0.0001822i,0.00066607+0.00024641i,2.5061e-05-9.418e-05i,-0.00031176-0.00029244i,-0.00033315-0.00013317i,-0.00031783-0.00044298i,-5.2012e-05-0.00067735i,0.00034121-0.00029651i
-0.00055283-0.0021675i,-0.0012007-0.0012091i,-0.0021083-0.00013197i,-0.0018538-1.4662e-05i,-0.0007395+0.00034369i,4.187e-05+0.00037302i,0.00034438+8.5599e-05i,0.00028203-0.0004087i,-0.0002062-0.00047229i,-0.00051071+0.00030508i,3.6412e-05+0.00060669i,0.00072358+0.00089287i,0.00054918+0.00099762i,0.0002034+0.00063879i,0.00040666-0.0001217i,0.00069825-0.0007743i,0.00079836-0.0010105i,0.00066085-0.00070191i,-0.00016553-0.00036159i,-0.00060407-0.00021226i,-0.00086263+0.00036603i,-0.0010805+0.0003645i,-0.00062+0.00044695i
-0.0018035+0.00085416i,-0.0015936+0.0011363i,-0.00094586+0.0011449i,-2.8748e-05+0.00091653i,0.00015717-3.1255e-06i,-0.00039359-0.00083656i,-0.00088582-0.0013626i,-0.00019703-0.0015006i,0.00053264-0.0015639i,2.4764e-05-0.0011584i,0.00079672-0.00028245i,0.001581+0.00034883i,0.0010422+0.00010669i,0.00043465+0.00024613i,0.00031085+0.00052835i,0.00012205+6.5318e-05i,-1.3817e-05-0.00071774i,0.00022424-0.00095674i,-0.00012728-0.00046967i,-0.00021258+0.00036345i,0.00049077+0.00054801i,0.00070003-3.2937e-05i,0.00078881-0.00041721i
0.00067723-0.0010786i,0.00036998-7.5811e-05i,-0.00047347+0.0006784i,-0.00039112+0.00071386i,0.00037552+7.285e-05i,5.3844e-05-4.5899e-05i,0.00048741-0.00010906i,0.00080153-0.00052379i,0.00052025-0.0010231i,0.00018961-0.0011402i,9.4226e-08-0.00084437i,0.00031492-0.00032162i,0.0002045+0.00012374i,6.3411e-06-0.00022385i,0.00031715+7.628e-05i,0.00019101+0.00028322i,7.5778e-05+4.7674e-05i,0.00029376+0.00027693i,0.00016039-7.3816e-05i,0.0001184-0.00043781i,0.0003996-0.00041248i,-0.00025861-0.00058279i,-0.00037583-0.00087381i
