-0.002129+7.7033e-05i,-0.001919+0.00064552i,-0.002364+0.0012186i,-0.0027081+0.00098891i,-0.0025114+0.0010464i,-0.0016484+0.0013616i,-0.00090703+0.0005675i,-0.00023353+0.00028249i,0.00031518+0.00013441i,0.00033055-0.00049436i,0.00051629-0.00065196i,0.0003117-0.00036698i,0.00028054-0.0002231i,0.00030738-0.00057057i,4.1089e-05-0.00023882i,0.00024002+0.00024584i,0.00033858-1.1661e-05i,-0.00039016+4.1168e-05i,-0.00074783-0.00068938i,-0.00015299-0.00098305i,-2.0186e-05-0.00078701i,-9.0089e-05-0.0013662i,-3.4835e-06-0.0011259i
-0.0016687+0.0016185i,-0.002435+0.0030818i,-0.00078205+0.0031328i,0.0089446+0.00097429i,0.026495+0.0037881i,0.034242+0.01266i,0.019195+0.013239i,0.0011561+0.0031263i,-0.002817-0.0039423i,0.00019257-0.0045252i,0.0024116-0.0032266i,0.00078771-0.0029756i,-0.0023784-0.0034168i,-0.003322-0.0037561i,-0.0033231-0.0045008i,-0.0038217-0.0062268i,-0.0020465-0.007671i,0.00093886-0.0067113i,0.0024223-0.0041192i,0.0020016-0.0014139i,-0.00064912+0.00041832i,-0.0026195+0.00076848i,-0.0019144-0.00036284i
-3.4148e-05+0.0029274i,0.00062789-0.00091978i,0.00099813-0.0064216i,0.0034507-0.016442i,0.0063507-0.031171i,0.011612-0.040312i,0.013599-0.031127i,0.0052622-0.012766i,-0.0034131-0.0028796i,-0.0053672-0.00070135i,-0.002645-0.00020993i,-0.0001227+2.05e-05i,-0.0011544+0.0010064i,-0.0031816+0.0027878i,-0.0026605+0.0035866i,-0.00046478+0.0016856i,-0.0014338-0.0017824i,-0.0049609-0.0034533i,-0.0067843-0.0019169i,-0.0062038+0.00045658i,-0.0037449+0.0014652i,-0.0015778+0.0027188i,-0.000908+0.0021054i
-0.00048675-0.0041832i,-0.00093597-0.0016759i,-0.0022551+0.00010851i,-0.0083962+0.0010954i,-0.018537-0.00019801i,-0.028068-0.0040597i,-0.027396-0.0091516i,-0.016325-0.0099972i,-0.0097092-0.006685i,-0.0087198-0.0034146i,-0.0069242-0.0017129i,-0.0038426-0.00041247i,-0.0017333+0.0020543i,-0.0011998+0.0041558i,-0.00083718+0.00477i,0.0006494+0.0060995i,0.0031263+0.0084885i,0.0048145+0.0098429i,0.0047878+0.0081417i,0.0042043+0.0045404i,0.0032009+0.0009597i,0.001574-0.0020693i,0.00089928-0.0034461i
0.0034976+0.00079241i,0.0014003-0.00036146i,-0.00044117-0.0045398i,-0.0011377-0.0093059i,-0.00077018-0.0090393i,-0.0012908-0.00040149i,-0.0065196+0.0092444i,-0.010193+0.0089746i,-0.0076777+0.0028218i,-0.002577-0.0019307i,0.0002252-0.0044167i,3.4919e-05-0.0043093i,-0.00088942-0.0026637i,-0.0010352-0.0016656i,-0.00077471-0.0035931i,-0.0029964-0.0078695i,-0.0060497-0.0096287i,-0.0057961-0.0075655i,-0.0025847-0.0041863i,-0.00051902-0.001078i,-0.00072474+0.00084161i,-0.0020135+0.0012127i,-0.0022495+0.00088783i
-0.00095903-0.00074854i,0.00073206+0.0009442i,0.00030928+0.0037857i,-0.0054708+0.003553i,-0.014918-0.0017936i,-0.016617-0.0080612i,-0.0069872-0.0051128i,0.0010095+0.0040979i,0.0035491+0.0082284i,0.0048793+0.0076711i,0.0056817+0.0048699i,0.0060513+0.00086752i,0.0052908-0.002544i,0.003596-0.0042636i,0.0021404-0.0025451i,0.00086733+0.0018404i,-0.00068564+0.0034037i,-0.0030777+0.00080753i,-0.0050473-0.00041311i,-0.0038264+0.00092917i,-0.0014587+0.00096427i,0.00017945-0.0002i,0.00065185+1.4196e-05i
-0.0016517-0.0039972i,-0.0030198-0.0027584i,-0.004858-0.00034805i,-0.0075454+0.0069534i,-0.012692+0.018915i,-0.017186+0.025202i,-0.01446+0.018505i,-0.0067971+0.0075414i,-0.0036936+0.0018823i,-0.0046832+0.0018902i,-0.0031634+0.0033956i,0.00051973+0.0017726i,0.0027662-0.00029707i,0.0031791-0.00046406i,0.0024899-0.00035066i,0.0015636-0.0014057i,0.0014751-0.00024247i,0.0019367+0.0030183i,0.0017053+0.0039144i,0.0012369+0.0020905i,0.00057605+0.0014048i,-0.00030904+0.0013635i,0.00017199+0.001047i
0.00084217-0.0053129i,0.00017388-0.0042465i,0.0004685-0.0046222i,0.0045008-0.0017448i,0.011585+0.0057343i,0.017689+0.013732i,0.017154+0.013929i,0.0085998+0.0042741i,-0.00077915-0.0059245i,-0.0058265-0.0087948i,-0.0071958-0.0055852i,-0.0057833-0.0029102i,-0.0043441-0.0024085i,-0.004884-0.0018128i,-0.0038862-0.00151i,-0.001279-0.0025868i,-0.0011055-0.0045705i,-0.001801-0.0059779i,-0.0024019-0.0040776i,-0.0024038-0.00076491i,-0.0012895+0.0011626i,-0.00099991+0.0018593i,-0.00097591+0.0015709i
-0.00096869-9.6866e-05i,-0.00079317+0.0011653i,-0.0014155+0.0027525i,-0.00076622+0.00064037i,0.0020992-0.0035983i,0.0061696-0.0090126i,0.0095187-0.012774i,0.008329-0.012121i,0.0048305-0.010724i,0.003355-0.010084i,0.0021252-0.0077813i,-0.00029169-0.0033384i,-0.0028504+0.000514i,-0.0040014+0.0042502i,-0.0043919+0.0076921i,-0.0042784+0.01092i,-0.0021227+0.014075i,0.0021201+0.013851i,0.0045734+0.010443i,0.0038372+0.0064654i,0.0026016+0.0036938i,0.0018149+0.0012297i,0.0014259-0.00097985i
0.00048647+0.0024974i,0.00065197+0.00072737i,0.0023798-0.00056697i,0.0047187-0.0015759i,0.0060994-0.00065511i,0.0028652+0.00051256i,-0.0037173-0.0032011i,-0.0068687-0.0064419i,-0.0032906-0.0031471i,0.0032759+0.00098672i,0.0061046+0.0012603i,0.0037505-0.00074735i,-0.00010352-0.0024307i,-0.0021639-0.0034759i,-5.5769e-05-0.0054249i,0.0030346-0.008709i,0.0042749-0.010047i,0.0034616-0.0071238i,0.0018523-0.0029152i,0.00090114-0.0013673i,-0.00052268-0.0019584i,-0.0015164-0.0021984i,-0.0017894-0.0010629i
-0.00013562+0.0021371i,-0.00013061+0.0010985i,0.0010575+0.0015909i,0.0041636-0.00096625i,0.0089024-0.0081478i,0.011339-0.01201i,0.0039712-0.0066958i,-0.0070427+0.0016227i,-0.010718+0.0076993i,-0.0072329+0.010512i,-0.0025195+0.008793i,0.0015751+0.0041629i,0.0037185+0.00063316i,0.0056785+0.00025657i,0.006677+0.0020695i,0.0052738+0.0028319i,0.0032749-0.0003069i,0.0030084-0.0046422i,0.0025099-0.0050945i,0.0014247-0.0025084i,0.00057397-0.00092404i,-0.00071594-0.0011102i,-0.0021685-0.001478i
-0.00086428-0.0025424i,-0.0012944-0.00092315i,-0.0035387-0.00076442i,-0.0063811-0.0033847i,-0.010678-0.0098857i,-0.014515-0.01553i,-0.012845-0.012274i,-0.009088-0.0039839i,-0.0089106+0.0002618i,-0.009768+5.0611e-05i,-0.0067889-0.00042299i,-0.0010387+0.00019372i,0.0019857+0.00092883i,0.001529+0.0003819i,-0.00070193-0.0013259i,-0.0027141-0.0029953i,-0.0026864-0.0027264i,-0.002698-0.00068507i,-0.0027088-0.00017793i,-0.0015859-0.0015617i,-0.00059699-0.0015476i,-0.0002044+1.9459e-05i,-0.00026062+0.0011882i
0.0010261-0.0016724i,-0.00021804-0.0031603i,-0.00069975-0.0044275i,-0.0023262-0.0027613i,-0.0078885+0.0013387i,-0.014778+0.0054i,-0.014387+0.0067223i,-0.0065457+0.0035614i,-0.00038062-0.0033028i,0.0015724-0.0086867i,0.0016156-0.0094238i,0.00075708-0.0075594i,0.0010691-0.0062686i,0.00156-0.0062789i,0.0019461-0.0066119i,0.0021571-0.0065308i,0.00089236-0.0079799i,-0.0018515-0.0096602i,-0.0043701-0.0076695i,-0.0057022-0.0028325i,-0.0056407+0.00031583i,-0.0043168+0.001189i,-0.0024924+0.0012125i
0.0013357-0.0041786i,0.00065433-0.0037276i,0.00031531-0.0034425i,-0.0030222-0.0030444i,-0.0067843-0.0010281i,-0.0043772+0.0038765i,0.0028739+0.0075668i,0.007182+0.0055811i,0.0086034+0.00049583i,0.0077086-0.0025053i,0.0041681-0.0023728i,0.00056504-0.0014771i,-0.0036765-0.0011959i,-0.0078756+0.00093512i,-0.010222+0.0039611i,-0.012036+0.0057732i,-0.013738+0.0069934i,-0.011305+0.007569i,-0.0058592+0.0070684i,-0.0022538+0.0061516i,-0.00011843+0.0039349i,0.00086419+0.002543i,0.0013777+0.0021717i
-0.002288+0.00060192i,-0.002466+0.00093821i,-0.0020995+0.001279i,-0.0042426+0.0016281i,-0.0075888+0.0033524i,-0.0079874+0.0045267i,-0.0026687+0.0016208i,0.0019978-0.0020514i,0.001269-0.0019106i,-0.00052667+0.0014892i,-0.0012214+0.0038074i,-0.0017716+0.0021489i,-0.0027968-0.001065i,-0.0021991-0.0027182i,0.00063826-0.0024271i,0.0039934-0.0022918i,0.0047348-0.00050228i,0.0017894+0.0028324i,-0.0011501+0.0036639i,-0.0017983+0.0016737i,-0.00043172-0.0013519i,0.00075408-0.0019513i,0.00011017-0.00034603i
-0.0044941-0.00043389i,-0.00395+0.00041424i,-0.0039272+0.0033419i,-0.0010192+0.008231i,0.0048078+0.014544i,0.0072834+0.017712i,0.0034004+0.010828i,-0.0030951+0.00051775i,-0.008342-0.0032094i,-0.0098575-0.0019468i,-0.0073806+1.3466e-05i,-0.0036601+0.0015752i,-0.001551+0.0030776i,-0.00064036+0.0055668i,-0.00064324+0.0084261i,-5.1526e-06+0.0089673i,0.0010566+0.0068973i,0.0018314+0.0044672i,0.0032722+0.0033885i,0.0036975+0.0036199i,0.0026115+0.0032526i,0.0016826+0.0011516i,0.00020309-0.00087996i
0.00018767+0.00040327i,-3.4947e-05+0.0010893i,0.00079042+0.0013446i,0.0029801+0.00051211i,0.0075422-0.0016181i,0.011648-0.0042364i,0.0080723-0.0059513i,-0.0013264-0.0060774i,-0.0068336-0.0050986i,-0.0046103-0.0036912i,-0.0005732-0.0024069i,0.0011841-4.9532e-05i,0.00097917+0.0024743i,0.0010557+0.0015791i,0.0013816-0.00051954i,0.00067704-0.00076037i,0.0014969+0.0012096i,0.0037932+0.0041152i,0.005076+0.0043526i,0.0049759+0.0022912i,0.0033501+0.0015009i,0.00081123+0.0013092i,-0.0012371+0.00098077i
-0.00069475-0.00043676i,-0.000975-0.00066844i,-0.00068825-0.0010888i,0.0020201-0.0011514i,0.0040582-0.0023338i,0.0023982-0.0064589i,-0.0022773-0.0087741i,-0.0052901-0.0044395i,-0.0041303+0.00067701i,0.00080274+0.0021602i,0.0053536+0.0014501i,0.0068177-0.00014123i,0.0078392-0.00081515i,0.0093117-0.00054089i,0.011006-0.00070334i,0.011146-0.0009391i,0.0096504-0.001482i,0.0063702-0.0034874i,0.0017898-0.0057218i,-0.0011851-0.00466i,-0.0024262-0.0027052i,-0.0022744-0.0027241i,-0.0011026-0.0021174i
0.002777+0.00016327i,0.0034476-0.0010666i,0.005348-0.0036713i,0.0052154-0.006954i,0.00387-0.009748i,0.0016631-0.0074126i,-0.0017889-0.00069779i,-0.0036063+0.0040793i,-0.0038871+0.0058788i,-0.0031475+0.0044405i,-0.00094192+0.0012877i,0.0010265-0.00040908i,0.0008332-0.0023132i,-0.00084363-0.004734i,-0.0030226-0.0055305i,-0.0054277-0.0065262i,-0.0059486-0.0075787i,-0.0048178-0.0066784i,-0.0033158-0.0043149i,-0.0015311-0.0016922i,-0.00040831-3.7733e-05i,-0.00043142+0.00030299i,-0.000846+0.0004277i
0.00080904-0.0016813i,-0.00029787-0.00094928i,0.00013106-0.0011185i,-0.00041385-0.0046178i,-0.0038907-0.010229i,-0.0056553-0.011788i,-0.0030357-0.0063118i,8.5523e-05-0.00082406i,0.00096459-0.001277i,-0.0012156-0.0051003i,-0.0038469-0.006434i,-0.0033704-0.0054149i,-0.0018539-0.0046546i,-0.00075853-0.0037779i,0.00069679-0.0026731i,0.0020042-0.0030531i,0.0015964-0.0031738i,-0.00025656-0.0019629i,-0.002371-0.0014888i,-0.0029553-0.0016502i,-0.00072533-0.0016213i,0.0006357-0.0004837i,0.00017523+0.001297i
-0.0017304-0.0032956i,-0.0023198-0.0029206i,-0.0050712-0.0028036i,-0.009192-0.0030926i,-0.014729-0.0021982i,-0.017223+0.00032198i,-0.012402+0.00089397i,-0.0036354-0.0011185i,0.0024722-0.0055231i,0.0028013-0.008352i,-0.00014558-0.0082653i,-0.0022265-0.0071737i,-0.0038715-0.0054469i,-0.0066881-0.0022721i,-0.008612+0.001016i,-0.0083732+0.0017061i,-0.0074507-0.00017693i,-0.0067806-0.0011948i,-0.0044701-0.0004851i,-0.00073323+0.00098521i,0.00059453+0.002148i,-0.00042087+0.0014526i,-0.00059936+4.0104e-05i
0.0020075-0.0016146i,0.0016327-0.0023568i,0.0008124-0.0017714i,-0.0025137+0.00084026i,-0.0058933+0.0056176i,-0.0056515+0.0093528i,-0.0024934+0.0076353i,0.00040167+0.0017913i,0.0019052-0.0013966i,0.0033109+0.00085288i,0.002568+0.0021296i,-4.4031e-05+0.00067215i,-0.0025701-0.0005425i,-0.0032328-0.00060659i,-0.002611-0.00072281i,-0.0024705-0.00072235i,-0.0028041+0.00077912i,-0.0022261+0.0031057i,-0.0019549+0.0049752i,-0.0016245+0.0046444i,-0.00061891+0.0030838i,-0.00070373+0.0027904i,-0.001275+0.0016602i
-0.0024273+0.001449i,-0.0026013+0.0017788i,-0.0026646+0.0020255i,-0.0027996+0.0029866i,-0.0022414+0.0055369i,6.543e-05+0.0064461i,0.0018089+0.0013749i,-0.0011759-0.0037852i,-0.0060813-0.0025913i,-0.0078349+0.0030052i,-0.0055777+0.0069175i,-0.0025449+0.0063599i,-0.00021377+0.0048663i,0.0010954+0.0058949i,0.0016185+0.0079851i,0.0026892+0.0079286i,0.0024931+0.0064539i,0.0012596+0.0042627i,-0.00013141+0.0018338i,-0.0012961+0.00078976i,-0.0011662+0.00031726i,-6.4513e-05-0.00051021i,0.00043793-0.00011356i
0.0021213+0.00054432i,0.002537-9.6622e-06i,0.0039963+0.0024842i,0.0059828+0.0053421i,0.0067473+0.0083768i,0.0052459+0.0079647i,0.00038865+0.002436i,-0.005603-0.0023688i,-0.010102-0.0041237i,-0.010681-0.0041221i,-0.0074026-0.0019713i,-0.0030032+0.00044583i,8.8307e-05+0.0013546i,0.0016801+0.001794i,0.0028124+0.0012519i,0.0015986-0.0011215i,0.00025437-0.0020891i,0.00083803-0.0010725i,0.0026633-0.00016549i,0.0030625+0.00083699i,0.00068572+0.00078597i,-0.00090729-0.0002362i,-0.0006331-0.00068915i
-0.0007728+0.00037818i,-0.00016121+0.0010729i,0.0013543+0.0027667i,0.0054011+0.0024416i,0.01179+0.00085718i,0.013433-0.00055333i,0.0072005-0.00072595i,-8.7897e-05-0.0008i,-0.0025712-0.0016037i,0.00016954-0.0031153i,0.002253-0.0036479i,0.0022073-0.0020928i,0.002716+0.00038959i,0.0032982+0.0017289i,0.0037831+0.0022588i,0.0044358+0.0030301i,0.0045305+0.0040265i,0.0037422+0.0034185i,0.0024084+0.0012664i,8.3373e-05+1.4353e-05i,-0.00036117-0.00025076i,0.00031919+0.00026416i,-0.00066698+0.00050913i
-0.0015261-0.0040298i,-0.0019136-0.0036855i,-0.0008424-0.0036538i,0.0013098-0.0053323i,0.0027814-0.0094076i,0.0027041-0.011169i,0.0017656-0.0067841i,0.0020344+0.00015944i,0.005266+0.0033749i,0.0086124+0.0021858i,0.0079447-0.0011423i,0.0056836-0.0035257i,0.0039397-0.0043768i,0.0020079-0.004785i,7.6776e-05-0.0046341i,-0.00048198-0.0047705i,0.00049766-0.0045185i,0.0014781-0.0038913i,0.0010771-0.0032433i,0.00035649-0.0011406i,-9.775e-05-0.00024226i,0.00035403-0.0011296i,0.00081686-0.00050566i
0.0017591-0.0015285i,0.0020869-0.0026707i,0.0018258-0.0048581i,-0.0011355-0.0075771i,-0.0050422-0.010587i,-0.0077066-0.010561i,-0.0064885-0.0053374i,-0.0029209+0.0013235i,-0.00015419+0.0066314i,0.0013968+0.0077117i,0.0015447+0.0043012i,0.0010183-0.00066392i,0.00061442-0.0038914i,0.00097691-0.0048983i,0.0017669-0.0046809i,0.0010451-0.0039402i,0.0011515-0.0035835i,0.00090983-0.0025748i,-0.00057948-0.0010906i,-0.00092223-0.00081157i,-0.00060416-0.0010611i,-0.0010432-0.00055084i,-0.001013-0.00034892i
0.0014112+0.0020477i,0.00076615+0.0026233i,0.0019179+0.00083094i,0.0013249-0.003333i,-0.0042323-0.0063627i,-0.0089304-0.0060387i,-0.0067018-0.0024914i,-0.0039598-0.0013254i,-0.0043652-0.0018377i,-0.0062093-0.00038499i,-0.0053936+0.00012581i,-0.0038044-0.0018095i,-0.0033705-0.0044425i,-0.0037294-0.0040111i,-0.0040643-0.0013695i,-0.0029881-0.00097161i,-0.0020885-0.0014029i,-0.0019321-0.00046367i,-0.0021953+0.00023101i,-0.0022658+0.0012916i,-0.0010796+0.0024054i,-0.00054445+0.0028325i,5.4827e-05+0.0022584i
-0.0013436-0.0020502i,-0.0037599-0.00091962i,-0.006607+0.00094308i,-0.010922+0.0031575i,-0.014987+0.0048043i,-0.014422+0.0049803i,-0.008439+0.0019103i,-0.0029673-0.0044118i,-0.0019336-0.0096163i,-0.0034164-0.0099249i,-0.0034869-0.0062586i,-0.0026976-0.0026741i,-0.0024063-0.0009615i,-0.0016501+0.0010162i,-0.00066238+0.0011646i,-0.0012526-0.0011495i,-0.0029943-0.0025278i,-0.0034834-0.0021969i,-0.0020577-0.0005577i,-0.00021839+0.0012773i,0.00018953+0.0018352i,-0.00050606+0.00089424i,-0.00052257+0.0010419i
-0.0012032-0.0006672i,-0.00068465-0.0011153i,0.00020065+0.00038058i,0.0004261+0.0044347i,-0.00096029+0.010454i,-0.0027994+0.012732i,-0.0025489+0.0071237i,-0.0014806-0.00066596i,-0.00070338-0.0047366i,0.00061372-0.0044605i,0.00073861-0.0021258i,-0.00037521+0.00060839i,-0.001415+0.0023962i,-0.0023015+0.0024529i,-0.0021519+0.0029239i,-0.0017233+0.0039329i,-0.0030763+0.0033316i,-0.004071+0.0026124i,-0.0029174+0.0018477i,-0.0020084+0.00025789i,-0.0017773-0.0003359i,-0.0019576+8.2923e-05i,-0.0018841+0.00046738i
-0.0010983+0.0021321i,-0.0011854+0.003397i,-0.0001684+0.0055745i,0.0017906+0.0071379i,0.0047633+0.0075038i,0.0070488+0.0067699i,0.0059014+0.004081i,0.0007053+0.0018779i,-0.0025146+0.0012096i,-0.001591+0.0012376i,-0.00090679+0.0012616i,-0.00046805+0.0017091i,0.00045928+0.0022791i,0.0013672+0.0024414i,0.0011146+0.0015199i,2.0139e-05+0.00032887i,-0.00044482+0.00026551i,-0.00051116+0.0010075i,-0.00093777+0.0019301i,-0.00068991+0.0021144i,0.00014028+0.0020853i,0.0010836+0.0010915i,0.0020036-2.2242e-05i
0.0024977-0.00069368i,0.0012987-0.0017583i,0.0021137-0.0023623i,0.0056492-0.00224i,0.0086483-0.0010305i,0.0088996-0.00099838i,0.0047495-0.0014444i,-0.0016092-0.00018976i,-0.0049754+0.0016868i,-0.0047713+0.0011484i,-0.0025729-0.0002157i,-0.00043933+0.0001473i,0.0003486+0.0014714i,0.00098775+0.0028105i,0.0016111+0.003069i,0.0017888+0.0024696i,0.0011126+0.0029514i,0.00012989+0.0028254i,-0.00017027+0.0014885i,0.00035639+0.00012766i,0.00079377-0.0013006i,0.00054253-0.0011578i,0.00013474-0.00029468i
0.00013836+0.0027731i,0.0016144+0.0024934i,0.0044622+0.001322i,0.0068122-0.0025484i,0.008303-0.00824i,0.0068384-0.010375i,0.0025024-0.0064244i,-0.0013331-0.0011054i,-0.0028496+0.0015774i,-0.001902+0.001471i,0.00069383+0.00035495i,0.0027934-0.0017297i,0.0028848-0.0041259i,0.0021318-0.0049468i,0.0017754-0.0037769i,0.001897-0.0023128i,0.0028933-0.000954i,0.0037893+0.00099381i,0.0023814+0.0013968i,-0.0005434+0.001212i,-0.0017121+0.0017912i,-0.0010473+0.0014336i,-0.00092073+0.00073061i
-0.0022939-0.0013917i,-0.0026517-0.0016897i,-0.0040001-0.0014747i,-0.0045358-0.0034059i,-0.0046141-0.0085966i,-0.0036129-0.010721i,-0.0022357-0.006849i,-0.00057117-0.0015449i,0.00032959+0.0010432i,-4.0739e-05+0.0019515i,0.00072307+0.0018506i,0.002164-0.00040184i,0.0032142-0.0034017i,0.0028319-0.0040055i,0.0012751-0.0028516i,0.0015183-0.0029115i,0.0020014-0.0030365i,0.0019853-0.0025705i,0.0010441-0.00096041i,-8.4624e-05+0.00098855i,-0.00018088+0.0015073i,-0.00025459+0.00084181i,-0.0012198-6.0644e-05i
0.00054618-0.0034794i,0.00067365-0.0030588i,-0.00078892-0.0032621i,-0.0036486-0.0036568i,-0.0088567-0.0048013i,-0.011598-0.0047907i,-0.0085095-0.0031921i,-0.0034982-0.0018664i,-0.0010228-0.0014615i,-0.0018616-0.0015179i,-0.0021829-0.0018439i,-0.00072408-0.002114i,6.3944e-05-0.0019416i,-0.00075513-0.0020437i,-0.0012003-0.0019683i,-0.0013693-0.00202i,-0.0012902-0.002353i,-0.001034-0.002022i,-0.00067237-0.00097539i,-0.00045684-0.00021261i,-0.00072334+0.00010113i,-0.0011127+0.0003063i,-0.0014189+0.00062024i
-0.00062788-0.0010355i,-0.0012752+0.00057876i,-0.0040899+0.00054566i,-0.0073458+0.00069923i,-0.011244+0.0025997i,-0.011669+0.0049816i,-0.0077789+0.004581i,-0.0040801+0.00058961i,-0.0012818-0.0030169i,-0.00015937-0.004868i,-0.00048616-0.005461i,-0.0022931-0.0032978i,-0.0033293-0.00052991i,-0.0022333-0.0001836i,-0.0012153-0.0011136i,-0.00086509-0.0020922i,-0.00057113-0.0024165i,-9.3128e-05-0.001749i,1.0394e-05-0.0010578i,-0.00097345-0.00069471i,-0.0017092-0.00087241i,-0.00062148+3.4334e-05i,0.0012609+0.0013921i
0.00012347-0.00020607i,-0.00025157+0.00012753i,-0.00080938+0.00087485i,-0.0010156+0.0047449i,-0.0017112+0.0094052i,-0.0026169+0.010509i,-0.0020505+0.006673i,-0.00082001+0.00066346i,0.00039181-0.0033685i,0.0025245-0.0045463i,0.0026766-0.0040479i,-0.00060649-0.0025407i,-0.0045988-0.00026496i,-0.0057988+0.0014318i,-0.0047522+0.0015205i,-0.0039139+0.00087901i,-0.0033531-0.00012739i,-0.0033361-0.0022823i,-0.0026559-0.0029325i,-0.0014078-0.00063806i,0.00031322+0.00078948i,0.00141+0.00097014i,0.00071575+0.00097383i
-1.8024e-05+0.001942i,0.00068551+0.0012315i,0.0027516+0.0018312i,0.0058297+0.0033351i,0.0080485+0.0064368i,0.0064564+0.0069788i,0.0036117+0.0041772i,0.00077593+0.00079393i,-0.00014632+0.00018091i,0.0010536+0.0014615i,0.0017402+0.0018016i,0.0013724+0.00053999i,0.00027551-0.00096944i,-0.00088665-0.0013727i,-0.001604-0.00049375i,-0.0021035+0.00061198i,-0.0022987+0.0016728i,-0.0021294+0.0029162i,-0.0017827+0.0027439i,-0.0014181+0.0011491i,-0.00039635+0.00021578i,-0.00025092-6.5935e-05i,-0.00067347-7.7549e-05i
-0.0013486+0.00038881i,-0.0013749+0.0017975i,-0.00033113+0.0029345i,0.0029761+0.0016733i,0.0074752+0.00081456i,0.0089144+0.00072374i,0.0060667+4.1708e-05i,0.00036134-5.0613e-05i,-0.0054761+0.00067472i,-0.0082567+0.0023332i,-0.0051781+0.0032395i,0.00084277+0.0025663i,0.0035295+0.0016475i,0.0029986+0.0015362i,0.0017133+0.0014104i,0.00049519+0.0011671i,-0.00057135+0.0015282i,-0.00098941+0.0019076i,-0.0011217+0.0022396i,-0.0015395+0.0021779i,-0.001575+0.0015143i,-0.00071337+0.00031003i,-0.00050033-0.0010423i
0.00081881-0.00022294i,-0.0011711-2.8457e-06i,-0.00041206-0.0015332i,0.0022519-0.0052798i,0.0056479-0.0092663i,0.006072-0.0099892i,0.0022891-0.0075365i,-0.0016769-0.0040493i,-0.0046843-0.0024008i,-0.0064161-0.0022073i,-0.0046894-0.00061324i,-0.0010148+0.0012284i,0.0021036+0.0014065i,0.0038853+0.0007992i,0.0037061+0.00087389i,0.0028439+0.00069218i,0.0012551-0.00030162i,0.00019786-0.00058277i,5.2436e-05-4.9462e-05i,-0.00063174+0.00083886i,-0.00054914+0.00073639i,-0.00040359-0.00022414i,-0.00063198-0.00099049i
0.0012349+0.00039453i,0.001697-0.0011768i,0.0017346-0.0030487i,-7.3351e-05-0.0070636i,-0.0025273-0.010747i,-0.004079-0.010322i,-0.004911-0.007658i,-0.0037381-0.0045808i,-0.001687-0.0030349i,-0.00015506-0.0025977i,0.0001975-0.0024019i,7.7498e-05-0.0021432i,-2.4236e-05-0.00047307i,0.0005132+0.00044616i,0.0023058+0.00013982i,0.0037763-0.00026012i,0.0037385+0.0008224i,0.0028379+0.0029486i,0.0016005+0.0033198i,0.00049237+0.0020593i,-0.00018575+0.00066535i,-0.00043507+8.9263e-05i,-0.00016684+0.00022355i
0.00061378+0.00019541i,0.00098172+0.00095543i,-0.00024999+0.00074475i,-0.0041009-0.0016292i,-0.0088086-0.0034906i,-0.010038-0.0042974i,-0.0066585-0.0022821i,-0.0024035+0.00086539i,0.0013636+0.0020504i,0.0045589+0.0012734i,0.0050034-0.00060138i,0.0011925-0.002749i,-0.0028108-0.0041392i,-0.0033148-0.0031938i,-0.0017299-0.0019841i,0.00057865-0.0023936i,0.0029547-0.0030592i,0.0043306-0.0027656i,0.0034274-0.0022814i,0.0019361-0.0014658i,0.0011671-6.9104e-05i,-0.00017311+0.00059991i,-0.0011549+0.00087341i
-0.00223+0.0004043i,-0.0029878-0.00049108i,-0.0038252-0.00066901i,-0.0052293-0.00011051i,-0.0078779+0.0017719i,-0.0089094+0.003367i,-0.0054365+0.0035303i,-0.0013223+0.0025032i,0.00043223+0.0024108i,0.0022069+0.0027169i,0.0024025+0.00090301i,0.0011022-0.0021232i,-0.00044455-0.0046572i,-0.0015345-0.0050669i,-0.0012486-0.0039233i,-0.00060361-0.0035482i,-0.00019555-0.0032564i,2.8051e-05-0.0023523i,-0.0002356-0.0010818i,-0.00052828-0.00010556i,0.00059252+8.394e-05i,0.00043373+0.00011583i,-0.0008985-0.00049263i
0.00074328-0.00071261i,0.00023931-0.00096053i,-0.00047511+0.00015353i,-0.002338+0.0029819i,-0.0040885+0.0074008i,-0.0044293+0.0094243i,-0.0034988+0.0064632i,-0.0029694+0.0025457i,-0.0036567+6.0404e-05i,-0.0040548-0.0012683i,-0.0031936-0.0013579i,-0.0012351-0.0010421i,0.00070318-0.0014578i,0.00048444-0.0019141i,-0.0015593-0.0027334i,-0.0018616-0.0028689i,-0.00095477-0.0019295i,-0.00048764-0.0014559i,-0.00028466-0.00081902i,0.00012514-0.0001728i,-8.2071e-05-0.00082883i,-7.7026e-05-0.0014833i,0.00087905-0.00089292i
-0.0012219-0.0010157i,-0.001372+0.00053555i,-0.00073747+0.000663i,0.0016543+0.0030404i,0.0038999+0.0057539i,0.0051285+0.0060245i,0.0050855+0.0034282i,0.0020323-0.00090602i,-0.0019716-0.0045231i,-0.0046306-0.0053978i,-0.0053211-0.0022202i,-0.0033982+0.0018508i,-0.0012103+0.0040835i,0.00027029+0.0034271i,-0.00025489+0.001889i,-0.0012444+0.00021765i,-0.0010986-0.0018658i,-0.00163-0.0032529i,-0.0018367-0.0024808i,-0.00075552-0.0005868i,-0.00014125+6.9204e-05i,-0.00049919-0.00030572i,-0.00071599-0.00094909i
