0.00086481-0.0011495i,0.00066121-0.0017823i,-0.0019842-0.0021937i,-0.0030755-0.0016484i,-0.0022587-0.0010657i,-0.0015001+0.00010767i,-0.00096668+0.0015692i,-0.0012535+0.0021642i,-0.00035939+0.001065i,0.0007558-0.00017856i,0.00026393-0.00088468i,-0.00039418-0.0014929i,-0.0001486-0.0011751i,0.00049179+0.00014022i,-0.00032664+0.0011046i,-0.0011323+0.00074974i,-0.00068641+0.00012581i,0.0001711-0.00051889i,0.00063874-0.00021071i,6.3761e-05+0.00041891i,-0.00018716+3.843e-05i,-0.00023991+0.00012905i,0.00018334+0.00052577i
-0.18458+0.23536i,-0.32175+0.44283i,-0.29616+0.55336i,-0.12962+0.48195i,-0.015792+0.31145i,0.010076+0.18556i,0.019127+0.11225i,0.01862+0.042601i,-0.0025824+0.011244i,-0.023946+0.027537i,-0.032381+0.045607i,-0.029427+0.04378i,-0.022332+0.027097i,-0.019642+0.0074285i,-0.021633-0.0034466i,-0.022582-0.0014747i,-0.010543+0.0066255i,0.018458+0.010584i,0.042357+0.001516i,0.038811-0.011666i,0.020754-0.011939i,0.010546-0.0069975i,0.0065269-0.0084986i
-0.047431-0.27792i,-0.097694-0.51936i,-0.14558-0.61427i,-0.14307-0.48508i,-0.065923-0.29127i,0.0011112-0.17682i,0.0048585-0.10639i,-0.0040782-0.036689i,0.008262-0.0047864i,0.022555-0.018103i,0.02391-0.031748i,0.018465-0.03015i,0.0097254-0.024254i,0.0050574-0.013633i,0.0091654-0.0014997i,0.010236+0.0018654i,-0.0045803-0.0060258i,-0.033367-0.011957i,-0.05587-0.0029768i,-0.050049+0.010356i,-0.027923+0.010775i,-0.013633+0.0057134i,-0.0072736+0.0079752i
0.22003+0.13987i,0.38404+0.25395i,0.40047+0.30041i,0.23487+0.27342i,0.064339+0.2383i,-0.0063624+0.18602i,-0.013002+0.10996i,0.001031+0.051317i,0.0035266+0.023505i,-0.010097+0.021993i,-0.012611+0.026221i,-0.0042306+0.021243i,0.0056677+0.014227i,0.012281+0.0047444i,0.0088078-0.0059132i,0.0036236-0.0093358i,0.0077695-0.0050904i,0.025002-0.00034799i,0.047387-0.0028703i,0.052041-0.010209i,0.035319-0.010808i,0.019439-0.0054444i,0.01394-0.0039858i
-0.23467+0.078294i,-0.37494+0.12994i,-0.31897+0.12891i,-0.10583+0.0348i,0.039415-0.062687i,0.08693-0.06931i,0.090603-0.052055i,0.043959-0.055725i,0.0057366-0.037113i,0.0096808-0.012572i,0.011596-0.0033138i,0.0024798+0.0027501i,-0.007083+0.0078289i,-0.013902+0.013881i,-0.0091097+0.018263i,-2.1636e-05+0.017693i,0.0024173+0.011592i,-0.0074888-0.0021332i,-0.032264-0.013819i,-0.049697-0.011793i,-0.040855-0.0011036i,-0.022765+0.0049907i,-0.01157+0.0063483i
0.062945-0.22877i,0.078244-0.38912i,-0.00808-0.39313i,-0.14949-0.2391i,-0.21753-0.09657i,-0.20434-0.043841i,-0.1496-0.010121i,-0.072218+0.023396i,-0.026613+0.014638i,-0.021928-0.0090077i,-0.017593-0.018409i,-0.0090639-0.019476i,-0.0033065-0.016249i,0.0031583-0.014457i,0.0084591-0.014682i,0.011844-0.013458i,0.010344-0.006725i,0.0084979+0.0095986i,0.019865+0.025183i,0.033372+0.024599i,0.02709+0.013159i,0.012538+0.006825i,0.0056161+0.0063768i
0.128+0.19404i,0.24112+0.36178i,0.3402+0.41662i,0.38862+0.30134i,0.34819+0.1608i,0.24692+0.096292i,0.14847+0.052939i,0.074214-0.0007113i,0.030608-0.014766i,0.019615+0.0028302i,0.016742+0.010933i,0.0096826+0.0094259i,0.006049+0.0073283i,0.0023212+0.0073074i,-0.0067626+0.011373i,-0.012745+0.016388i,-0.0062005+0.013148i,0.0041809-0.005982i,0.00046039-0.03022i,-0.011674-0.036305i,-0.011419-0.02505i,-0.0023087-0.017735i,-0.00061954-0.018442i
-0.20869-0.038682i,-0.40635-0.1257i,-0.53806-0.2128i,-0.50125-0.22i,-0.35201-0.18855i,-0.21075-0.16081i,-0.12709-0.10193i,-0.07705-0.027434i,-0.035554+0.0011385i,-0.013338-0.010598i,-0.0078922-0.014602i,-0.0033145-0.0072134i,-0.001062-0.0029957i,0.00062571-0.0033194i,0.0041603-0.0092666i,0.0026497-0.016348i,-0.0087878-0.012486i,-0.021887+0.011209i,-0.021348+0.043681i,-0.007933+0.054479i,0.0015659+0.037845i,0.0021209+0.021645i,0.0035831+0.017008i
0.16718-0.10124i,0.3538-0.15331i,0.45399-0.10204i,0.3877+0.055492i,0.25377+0.17698i,0.13753+0.18586i,0.069067+0.13031i,0.046838+0.071899i,0.025002+0.03666i,0.00096331+0.030501i,-0.0040472+0.028745i,-0.001564+0.018935i,0.00025993+0.010256i,0.0003492+0.0044732i,-0.0021721+0.0046021i,-0.0014106+0.0067281i,0.0042309+0.0009025i,0.012825-0.019071i,0.02141-0.047951i,0.022614-0.059479i,0.016135-0.044865i,0.0092691-0.026779i,0.003498-0.018024i
-0.026291+0.17923i,-0.055306+0.31807i,-0.058169+0.28097i,-0.031295+0.064251i,0.0085148-0.1035i,0.053498-0.13153i,0.057595-0.11116i,0.015948-0.079759i,-0.00082833-0.040859i,0.0068985-0.022014i,0.0053415-0.015435i,0.001883-0.0075392i,0.0010285-0.0035803i,0.0023226+0.00089133i,0.0049837+0.0051806i,0.003362+0.0070446i,-0.00071607+0.0069046i,-0.0085605+0.013754i,-0.02295+0.035826i,-0.028944+0.051854i,-0.02035+0.044681i,-0.012333+0.027547i,-0.0080922+0.015252i
-0.14853-0.13419i,-0.27938-0.19369i,-0.34216-0.12219i,-0.3212+0.063272i,-0.26813+0.17906i,-0.20893+0.16376i,-0.12924+0.11919i,-0.045824+0.080651i,-0.012137+0.037964i,-0.013904+0.016745i,-0.008369+0.013896i,-0.00026129+0.0093961i,0.00055238+0.0046803i,-0.00021553-0.00030967i,0.0010188-0.0097424i,0.0015525-0.018371i,-0.00031812-0.017808i,0.0039722-0.014703i,0.018404-0.022438i,0.025433-0.032618i,0.015084-0.029255i,0.0064471-0.016106i,0.0066486-0.004985i
0.17619-0.056849i,0.31927-0.078644i,0.41606-0.11186i,0.41065-0.17018i,0.34203-0.17565i,0.25331-0.11475i,0.15891-0.073293i,0.076705-0.064299i,0.031063-0.043256i,0.018114-0.021026i,0.0090899-0.014223i,-0.0020095-0.010817i,-0.0046835-0.0057621i,-0.00084253+0.00092376i,0.0053383+0.010239i,0.014888+0.014965i,0.019888+0.0086979i,0.008045-0.0042343i,-0.019293-0.0092517i,-0.035579-0.0015724i,-0.026032+0.0052624i,-0.011524+0.003466i,-0.0073445-0.00043343i
-0.054327+0.11843i,-0.19608+0.18916i,-0.34924+0.21253i,-0.40667+0.16986i,-0.36197+0.09054i,-0.2654+0.018584i,-0.16855-0.0026393i,-0.093997+0.011632i,-0.038124+0.012423i,-0.0099305+0.00042613i,-0.00068208-0.003661i,0.0047412-0.0032295i,0.006349-0.0031445i,0.0050044-0.0052541i,-0.00047608-0.0089574i,-0.0078229-0.0073055i,-0.0099059+0.0016595i,0.0016685+0.016039i,0.027069+0.027345i,0.041766+0.02588i,0.032658+0.015583i,0.020219+0.0074574i,0.015619+0.0032704i
0.013786-0.089365i,0.079188-0.22211i,0.1939-0.25673i,0.28977-0.14682i,0.2853-0.016628i,0.20243+0.051934i,0.12166+0.062145i,0.066524+0.039331i,0.021463+0.023493i,0.0020451+0.026919i,0.0046847+0.026768i,0.0064865+0.019439i,0.0045662+0.014523i,0.00046611+0.011654i,-0.0023358+0.0087031i,-0.0015963+0.0034549i,-0.0029913-0.0037889i,-0.015066-0.014287i,-0.036254-0.028826i,-0.046689-0.034905i,-0.037366-0.026045i,-0.022554-0.014638i,-0.012315-0.0060996i
0.081469+0.11711i,0.14678+0.18318i,0.10282+0.15673i,-0.018868+0.016093i,-0.075829-0.1111i,-0.054233-0.14568i,-0.038478-0.12286i,-0.038136-0.074384i,-0.026468-0.032535i,-0.019828-0.017421i,-0.022425-0.0087109i,-0.018474-0.00067903i,-0.011096-0.00036873i,-0.0049985-0.00054854i,0.00040999+0.0021585i,0.0048216+0.0037184i,0.0090355+0.0020233i,0.016876+0.0055376i,0.03053+0.021278i,0.040653+0.03335i,0.038896+0.027035i,0.027418+0.015121i,0.014595+0.0079952i
-0.1596+0.058892i,-0.23957+0.1168i,-0.22779+0.18434i,-0.11977+0.27138i,-0.040101+0.30354i,-0.026162+0.24466i,-0.012868+0.16496i,0.0084065+0.094564i,0.0087497+0.038968i,0.0013463+0.012794i,0.0051753+0.0042097i,0.009554-0.00052948i,0.0083708-0.00091819i,0.0058571+0.0005542i,0.0010944-0.00086796i,-0.0043922+0.00045465i,-0.0082123+0.0065675i,-0.0097548+0.0060809i,-0.013548-0.010772i,-0.019111-0.026722i,-0.02255-0.023152i,-0.02108-0.012472i,-0.014611-0.0074196i
-0.016623-0.14915i,0.029176-0.24582i,0.076575-0.33062i,0.082839-0.36316i,0.088873-0.31733i,0.10056-0.21719i,0.081621-0.13295i,0.043439-0.078981i,0.01693-0.039251i,0.0064587-0.017736i,-0.0015693-0.010098i,-0.0086865-0.0036817i,-0.0094809+0.0027031i,-0.0038194+0.0056483i,0.0038786+0.0054161i,0.0070849-0.00059433i,0.0054801-0.0097501i,-0.0016058-0.010006i,-0.010104+0.0070523i,-0.010608+0.024135i,-0.0041031+0.022377i,0.0012565+0.013284i,0.0029423+0.0092214i
0.048711+0.023203i,0.039302+0.13944i,-0.016921+0.2548i,-0.10019+0.29819i,-0.15645+0.26007i,-0.15517+0.17159i,-0.11243+0.091095i,-0.056666+0.042582i,-0.012207+0.011259i,0.002554-0.0043936i,0.0023888-0.0071498i,0.0022336-0.0084168i,0.0018232-0.0088155i,0.0019366-0.010165i,0.0026118-0.011004i,0.0049311-0.0063613i,0.008853-0.00080695i,0.0162-0.0036196i,0.026295-0.018167i,0.027965-0.02886i,0.019752-0.023766i,0.011932-0.014724i,0.0068925-0.010197i
-0.014954-0.060813i,-0.059525-0.12368i,-0.012345-0.18192i,0.10526-0.19093i,0.17163-0.14036i,0.15769-0.065907i,0.11611-0.014254i,0.067753+0.00067509i,0.025285+0.004079i,0.011341+0.0081738i,0.011801+0.0060576i,0.0078929+0.0025353i,0.0038133+0.002146i,0.0026567+0.0031853i,0.0021428+0.0036751i,0.00043555+0.0044112i,-0.0023033+0.0057412i,-0.011653+0.010908i,-0.028042+0.021501i,-0.038049+0.028347i,-0.033888+0.026008i,-0.022751+0.019944i,-0.012018+0.013652i
0.11-0.0080968i,0.13024-0.01444i,0.058367+0.010937i,-0.080321+0.015304i,-0.15864-0.024246i,-0.1462-0.058895i,-0.10905-0.060001i,-0.068739-0.035892i,-0.032923-0.01219i,-0.018717+0.0012494i,-0.014189+0.012027i,-0.0059831+0.015172i,-0.0013889+0.0089156i,-0.0020676+0.0028957i,-0.0032825+0.0018446i,-0.0054444+0.0013742i,-0.0068342-0.0048686i,-0.00060874-0.014482i,0.016021-0.020069i,0.031936-0.021187i,0.03498-0.022426i,0.028718-0.0222i,0.019926-0.016052i
0.0080242+0.12435i,0.0015321+0.1671i,0.027042+0.18459i,0.11088+0.1847i,0.15682+0.18089i,0.12157+0.15533i,0.071448+0.11137i,0.035125+0.06094i,0.010385+0.021683i,0.00070859+0.0053244i,0.00053408-0.00044466i,0.0013525-0.0024274i,0.0012496-0.0026837i,-0.00012706-0.0032815i,-0.0011146-0.0037787i,0.002708-0.0030574i,0.009104+0.0017764i,0.0081647+0.0087044i,-0.0067792+0.0096093i,-0.021583+0.0064021i,-0.022909+0.008793i,-0.018802+0.012071i,-0.015743+0.010456i
-0.085583-0.0017396i,-0.11782-0.083399i,-0.1479-0.17736i,-0.16036-0.2271i,-0.12779-0.22517i,-0.060536-0.18218i,-0.013301-0.12141i,-0.0028437-0.06058i,-0.0039302-0.017599i,-0.0016213-0.0039651i,-0.00047662-0.0022545i,-0.00079595+0.0011356i,-0.0002629+0.0040738i,0.0018425+0.0070255i,0.0044271+0.009914i,0.002291+0.0093703i,-0.0053951+0.0050485i,-0.0079289+0.0020152i,0.0030767+0.0058976i,0.015024+0.011217i,0.015226+0.0088465i,0.010608+0.0024001i,0.007976-0.0015925i
0.00029298-3.3089e-05i,0.07431+0.036704i,0.12222+0.11216i,0.10725+0.19408i,0.052218+0.22348i,-0.0031314+0.18107i,-0.030161+0.10904i,-0.02262+0.048141i,-0.0046526+0.012194i,0.0027648+0.0015763i,0.0038155-0.00017634i,0.0036394-0.004011i,0.0016204-0.0059008i,-0.0016795-0.0050062i,-0.003912-0.0045226i,-0.0023026-0.003578i,0.0023835-0.003154i,0.0035394-0.0073584i,-0.00434-0.01573i,-0.011354-0.022473i,-0.0094266-0.022414i,-0.0051911-0.017352i,-0.0030785-0.01116i
-0.059047-0.010767i,-0.077685-0.0016528i,-0.067005-0.048011i,-0.014559-0.12159i,0.046174-0.14667i,0.07699-0.11251i,0.0767-0.061778i,0.049976-0.025675i,0.017142-0.0067599i,0.0018559-0.0014i,-0.0024485-0.002392i,-0.0054002-0.00015817i,-0.003615+0.0018489i,0.0015507-0.0016249i,0.0039352-0.0078796i,0.0038512-0.011237i,0.0036098-0.0079368i,0.0032867+0.0015943i,0.0043027+0.015359i,0.0041302+0.027568i,0.0020272+0.032663i,0.0029737+0.02999i,0.0044075+0.020879i
0.0029184-0.079322i,-0.00069815-0.065834i,-0.022947-0.0029892i,-0.081064+0.071596i,-0.12672+0.086427i,-0.12419+0.04948i,-0.092517+0.014281i,-0.047936-0.00086852i,-0.014977-0.0040763i,-0.0043115-0.0019722i,-0.00077953+0.0025132i,0.0016812+0.0031482i,0.0026395+0.0012334i,0.0034431+0.001013i,0.0039282+0.0027106i,0.0030653+0.0055434i,-0.0011538+0.0055229i,-0.0077383-0.0018219i,-0.0091724-0.015661i,-0.0048383-0.026496i,-0.0038067-0.029842i,-0.0053993-0.028004i,-0.0035124-0.021566i
0.066371-0.012171i,0.074376+0.010044i,0.093922+0.014434i,0.13826-0.000998i,0.16617+0.0079343i,0.14274+0.033552i,0.08908+0.039145i,0.037373+0.02129i,0.0072029+0.0028577i,-0.002186-0.00023356i,-0.0037648+0.0042758i,-0.0032219+0.0066721i,-0.0022125+0.0051522i,-0.0037186+0.0021927i,-0.0062951+0.0013029i,-0.0053627-0.00030967i,0.00098961-0.0037575i,0.0084668-0.0020866i,0.0076347+0.0088789i,0.0013194+0.018033i,0.00011743+0.017965i,0.00092663+0.016654i,0.0012563+0.016041i
0.013429+0.026318i,-0.048583+0.014448i,-0.12008-0.010446i,-0.17201-0.03629i,-0.17412-0.061296i,-0.1212-0.075391i,-0.058709-0.062844i,-0.020594-0.030307i,-0.0045236-0.0050724i,-0.0010468+0.0010734i,-0.00046363+0.00094528i,0.0019927+0.0021882i,0.0040433+0.002237i,0.0052107+0.0018756i,0.0054806+0.00047906i,0.0032793-0.00092609i,-0.0030227+0.0014315i,-0.0093921+0.0025118i,-0.0062612-0.0030794i,0.0029266-0.0074074i,0.0070512-0.0051897i,0.0057959-0.0034377i,0.0015311-0.003903i
0.031253+0.019626i,0.065957-0.0059378i,0.11654+0.00031353i,0.1458+0.046475i,0.12618+0.093751i,0.070018+0.10628i,0.019102+0.080081i,3.2323e-05+0.038516i,0.0010149+0.01001i,0.0059292-0.00022281i,0.0074202-0.0040469i,0.0039989-0.0062789i,0.00040703-0.0050573i,-0.00069245+0.0010919i,0.0020295+0.0065117i,0.0080127+0.0066973i,0.011998+0.0020992i,0.0094621-0.0020182i,0.00095847-0.0008879i,-0.0080998-0.0016624i,-0.012482-0.0067891i,-0.01353-0.0084163i,-0.010162-0.0064124i
-0.013793+0.056725i,-0.017399+0.058852i,-0.038752+0.025471i,-0.052312-0.045539i,-0.033652-0.10125i,0.00072187-0.10186i,0.02182-0.065576i,0.016931-0.026131i,0.0030113-0.0032188i,-0.0038685+0.0035646i,-0.0056786+0.0055712i,-0.0036305+0.0073033i,-0.0010652+0.0065871i,-0.0011689+0.0025575i,-0.0045881-8.1393e-05i,-0.008911+0.0011931i,-0.008759+0.0032788i,-0.0022871+0.0029841i,0.0064149+0.0017137i,0.012886+0.0037702i,0.016814+0.008237i,0.019003+0.0095052i,0.016012+0.0064128i
-0.058815+0.0059879i,-0.056074+0.011215i,-0.040317+0.046506i,-0.027723+0.10142i,-0.037766+0.11857i,-0.052779+0.086014i,-0.048112+0.043001i,-0.024495+0.013536i,-0.0059098+0.0016212i,-0.0024066-0.0015461i,-0.0050417-0.0053848i,-0.0071367-0.0082495i,-0.004715-0.0077318i,0.00046986-0.0065521i,0.0036034-0.0071688i,0.0032058-0.0070845i,0.00012176-0.0030644i,-0.0066793+0.0022541i,-0.015221+0.0017285i,-0.020249-0.0029819i,-0.019162-0.0052946i,-0.016297-0.0057274i,-0.013059-0.0053734i
-0.021274-0.039873i,-0.0033306-0.048505i,0.017716-0.062983i,0.049782-0.081429i,0.086634-0.076239i,0.095344-0.044393i,0.066242-0.015911i,0.02572-0.0060949i,0.0033548-0.0055928i,-0.0007144-0.0027987i,-6.491e-05+0.0029029i,-0.0010151+0.0072322i,-0.0031258+0.0078111i,-0.0034797+0.0064563i,-0.00069074+0.0053492i,0.0027235+0.0025385i,0.0047946-0.0045315i,0.0079725-0.011273i,0.013772-0.009505i,0.014896-0.0027366i,0.009711+0.0010848i,0.0070519+0.0036366i,0.0081478+0.0041518i
0.00018008-0.021525i,-0.013745+0.0061668i,-0.048078+0.035386i,-0.089754+0.055965i,-0.10995+0.048533i,-0.089773+0.012987i,-0.046721-0.013845i,-0.01252-0.012969i,0.00012936-0.0034272i,-3.5188e-07+0.0029784i,0.0012611+0.0061194i,0.0046508+0.0043014i,0.0041482-0.0017109i,0.0022689-0.0059794i,-0.00044991-0.0032369i,-0.004331+0.0037299i,-0.0058008+0.010835i,-0.0061003+0.014522i,-0.0083502+0.011378i,-0.0065809+0.0054741i,-0.00021371+0.0022113i,0.0017316-0.00026745i,-0.0012162-0.00054887i
0.021884-0.029069i,0.027946-0.039428i,0.051741-0.046017i,0.083309-0.029662i,0.097409+0.0096573i,0.078557+0.042169i,0.041781+0.044351i,0.015792+0.0235i,0.0054218+0.0048759i,0.0018681-0.00069289i,0.00086045-0.0014923i,9.9248e-05-0.0022954i,-0.00047819-0.00154i,0.00029938-0.00071392i,0.0023116-0.0031186i,0.0030965-0.0086503i,0.0012968-0.013379i,-0.0010355-0.013067i,-0.00031907-0.0086265i,-0.00053737-0.0031032i,-0.0054643+0.00038381i,-0.0090847+0.0029824i,-0.0065233+0.0043471i
0.035676+0.0097318i,0.023465+0.020115i,-0.010564+0.021273i,-0.055431-0.0034988i,-0.070281-0.036903i,-0.045781-0.046546i,-0.015754-0.029947i,-0.0041874-0.00757i,-0.0033163+0.003573i,-0.0015499+0.0049035i,0.0031166+0.0052865i,0.0076411+0.005663i,0.0078497+0.0054557i,0.0056269+0.0042322i,0.0064726+0.0031019i,0.0088977+0.0037622i,0.0089159+0.0031137i,0.0072379-3.9736e-05i,0.0056968-0.0040423i,0.0065564-0.0060799i,0.0086899-0.0044596i,0.0092511-0.0040184i,0.0071629-0.0048996i
0.0053821+0.032458i,-0.0020546+0.033012i,0.0089731+0.040369i,0.029861+0.059338i,0.026386+0.074491i,5.6137e-05+0.066356i,-0.017008+0.040773i,-0.013514+0.015465i,-0.004547+0.0018409i,-0.0023855-0.0024762i,-0.006203-0.0044294i,-0.0091392-0.0060624i,-0.0082464-0.0070814i,-0.0055836-0.0060296i,-0.0045027-0.0030377i,-0.0041923+0.0023342i,-0.0015369+0.0090601i,0.00065456+0.014205i,-0.0016385+0.016051i,-0.0034894+0.01331i,-0.0032864+0.0073878i,-0.0040602+0.0031442i,-0.0042794+0.0027934i
-0.018748+0.016073i,-0.022456-0.0059865i,-0.020667-0.03517i,-0.011155-0.067541i,0.0093666-0.083076i,0.024604-0.066277i,0.018683-0.035118i,0.0029645-0.013458i,-0.0044572-0.005033i,-0.0032445-0.0042429i,-0.0020367-0.0028555i,-0.0023258+0.0022635i,-0.00084308+0.0069806i,0.0013446+0.007201i,0.0016167+0.0025478i,-0.0015515-0.0044603i,-0.0081218-0.010367i,-0.012932-0.01399i,-0.010832-0.016662i,-0.0062242-0.01473i,-0.0036527-0.0072873i,0.00035587-0.0020354i,0.0042967-0.002183i
-0.016683+0.008375i,-0.0057763+0.016243i,0.0022581+0.040464i,-0.0031758+0.066883i,-0.02035+0.066684i,-0.030706+0.034487i,-0.021412+0.0027178i,-0.004486-0.0069477i,0.0037147-0.0046749i,0.0040243-0.0016737i,0.0036759-0.00027241i,0.0028226-0.00086832i,-0.00082999-0.002567i,-0.0039209-0.0020737i,-0.001981+0.0015947i,0.0049975+0.0050815i,0.012314+0.0052108i,0.014816+0.0052574i,0.011873+0.0085685i,0.0073873+0.0090437i,0.0054869+0.0041199i,0.0026335+7.5528e-05i,-0.00080971-0.00021695i
-0.018437-0.016129i,-0.015079-0.022428i,-0.0040376-0.030842i,0.022986-0.03281i,0.053401-0.021279i,0.059422-0.0019803i,0.041587+0.0070979i,0.021927+0.0029078i,0.010489-0.001739i,0.0047566-0.00020745i,0.0011324+0.0042929i,-0.00071495+0.0064781i,-0.0010923+0.0044862i,-0.0014927+0.002315i,-0.003036+0.0018436i,-0.006116+0.0037112i,-0.0088684+0.0067026i,-0.0087962+0.0067425i,-0.0061713+0.0040807i,-0.0043662+0.0011307i,-0.0036087+0.0010992i,-0.0018842+0.002919i,0.0001002+0.0029885i
0.0040067-0.020064i,0.0047811-0.0087713i,-0.011922+0.011671i,-0.040793+0.027568i,-0.053127+0.02053i,-0.03717+0.0031646i,-0.01396-0.001513i,-0.0016375+0.0050905i,0.0010186+0.00877i,0.00094403+0.00753i,0.0029395+0.0046182i,0.006821+0.0017336i,0.0080045+0.00089196i,0.0061253+0.00084764i,0.0047847-0.0023979i,0.0021705-0.0075175i,-0.0022192-0.010789i,-0.0052112-0.010498i,-0.0066442-0.0075793i,-0.0056985-0.002934i,-0.0020834+0.00089403i,0.0010607+0.0010361i,0.0022721+0.00015988i
0.014253-0.0098087i,0.011099-0.0046782i,0.01232-0.0038594i,0.022596+0.0051943i,0.025115+0.026621i,0.01265+0.038644i,-0.00023497+0.029575i,-0.0051148+0.013732i,-0.005084+0.0046398i,-0.0040847+0.0020007i,-0.0043128+0.00066884i,-0.0052835-0.00060464i,-0.0054912-0.0021417i,-0.0045363-0.003111i,-0.00044384-0.0029764i,0.0069297-0.002691i,0.014218-0.0024175i,0.017433-0.0022532i,0.015467-0.00034027i,0.010869-0.00012578i,0.0050592-0.0025408i,-0.00010429-0.0018712i,-0.0013703+0.0014405i
0.010862+0.0051516i,-0.0011363+0.003907i,-0.019122-0.0095815i,-0.035103-0.029276i,-0.034114-0.040344i,-0.016314-0.034953i,-0.0053422-0.019589i,-0.0076954-0.0064799i,-0.010799-0.0011861i,-0.0084697-0.00013624i,-0.0042389+0.00018966i,-0.0015252+0.00089604i,0.0021851+0.00033162i,0.0051223-0.0010274i,0.0022802-0.00098347i,-0.003999+0.003145i,-0.0099225+0.0087751i,-0.015142+0.0092689i,-0.01786+0.0047729i,-0.016282+0.0016543i,-0.010034+0.0020929i,-0.0031501+0.0020257i,0.00053577-0.00011904i
0.0091613+0.013658i,0.015413+0.013817i,0.028735+0.019677i,0.032061+0.029672i,0.017803+0.03445i,-0.00079158+0.024271i,-0.0076976+0.0064892i,-0.0052421-0.0051886i,-0.0040322-0.00852i,-0.0042982-0.0073958i,-0.0036558-0.0066057i,-0.0038527-0.0056436i,-0.004005-0.002146i,-0.0019611+0.0005755i,0.00087025-0.00022958i,0.0033986-0.0049461i,0.0050927-0.011386i,0.0062938-0.013796i,0.0091428-0.010613i,0.010961-0.006414i,0.0082068-0.0048447i,0.0045077-0.0032753i,0.0026241-0.0010118i
-0.0093372+0.011365i,-0.014362+0.0084619i,-0.015037-0.0027318i,-0.0041206-0.020939i,0.014108-0.030284i,0.022577-0.022198i,0.017829-0.01127i,0.011049-0.0089843i,0.0070418-0.0096668i,0.0040425-0.0066112i,0.00181+0.00056487i,0.0019126+0.0053073i,0.0030454+0.0045011i,0.0026189+0.0024078i,0.0016862+0.0028314i,0.0037497+0.0055435i,0.0083009+0.0077291i,0.009213+0.0077285i,0.0038654+0.0061206i,-0.0019952+0.0027678i,-0.0043636+0.00060162i,-0.0045872+0.00072707i,-0.0035324+0.0019586i
-0.015583+0.0014113i,-0.013817+0.0038956i,-0.009539+0.01973i,-0.0069931+0.036673i,-0.011657+0.032357i,-0.012314+0.014734i,-0.0042039+0.0058823i,0.0060196+0.0068288i,0.011208+0.0075155i,0.007759+0.0062033i,0.0033416+0.0055466i,0.0031439+0.0048601i,0.0043321+0.0037521i,0.004213+0.0033682i,0.0014718+0.0046801i,-0.0035435+0.0076738i,-0.0082465+0.010158i,-0.010286+0.010587i,-0.0077267+0.0093795i,-0.0018396+0.0084386i,0.0031547+0.0072729i,0.004581+0.003618i,0.0036485+0.00079202i
-0.0074659-0.0095795i,-0.0061161-0.011595i,-0.0010639-0.010267i,0.012493-0.0038155i,0.025119+0.0067364i,0.022467+0.012279i,0.010455+0.010173i,0.0038749+0.008464i,0.0038548+0.008013i,0.0034222+0.0053946i,0.00046369+0.0023155i,-0.0027579+0.00056189i,-0.0045587+0.0009558i,-0.0048912+0.00098277i,-0.003667-0.0019506i,-0.0022274-0.00769i,-0.00028819-0.014899i,0.0015788-0.017799i,0.0016538-0.015122i,0.00020362-0.011563i,-0.0021333-0.0084576i,-0.0027827-0.0053439i,-0.0019485-0.0031211i
0.0016742-0.0096274i,-0.00060808-0.007778i,-0.011539-0.0030936i,-0.02555+0.0039182i,-0.027518+0.0044531i,-0.014877-0.0013924i,-0.0068538-0.0032501i,-0.0079127+0.0013445i,-0.0077491+0.0063596i,-0.0035941+0.0059337i,0.00078408+0.002082i,0.0028025-0.0014796i,0.0024804-0.003047i,0.0019369-0.0029149i,0.00193-0.0015613i,0.0038667+0.0018747i,0.0062748+0.0064108i,0.0046122+0.0096089i,-0.00046178+0.01172i,-0.0031577+0.011432i,-0.0015222+0.0082753i,4.253e-06+0.0053638i,-0.00029063+0.0036651i
0.0083234-0.0076947i,0.0095973-0.006682i,0.0089446-0.0052494i,0.0098577+0.0048316i,0.0086401+0.019169i,0.0038646+0.021915i,2.703e-05+0.011977i,-0.0044349+0.0021999i,-0.0089979-0.00021891i,-0.0096202+0.0011206i,-0.00735+0.0011835i,-0.0061222-0.00028412i,-0.0056486+4.5354e-05i,-0.0030514+0.00080527i,0.0002288-1.0148e-05i,0.00011011-0.0011643i,-0.0046803-0.0011944i,-0.008856-0.0030911i,-0.0068656-0.0080292i,-0.0018457-0.011194i,0.0016416-0.010176i,0.003218-0.0081537i,0.0036669-0.006804i
0.010023+0.0040538i,0.0036642+0.0055226i,-0.0084852-0.00018064i,-0.018869-0.011185i,-0.017867-0.01768i,-0.0082354-0.011046i,-0.000449-0.003961i,-0.00047187-0.0067239i,-0.0045427-0.011322i,-0.0057227-0.010167i,-0.0032674-0.0057674i,-0.00057387-0.0026804i,0.00060641-0.0020409i,0.0015025-0.0021868i,0.0018121-0.00062489i,0.0017964-0.0013002i,0.0030519-0.005151i,0.0039075-0.0065758i,0.0015121-0.0033769i,-0.002596+0.00066975i,-0.005049+0.0039303i,-0.0050921+0.0062995i,-0.0033502+0.0064859i
