0.00086481-0.0011495i,0.00066121-0.0017823i,-0.0019842-0.0021937i,-0.0030755-0.0016484i,-0.0022587-0.0010657i,-0.0015001+0.00010767i,-0.00096668+0.0015692i,-0.0012535+0.0021642i,-0.00035939+0.001065i,0.0007558-0.00017856i,0.00026393-0.00088468i,-0.00039418-0.0014929i,-0.0001486-0.0011751i,0.00049179+0.00014022i,-0.00032664+0.0011046i,-0.0011323+0.00074974i,-0.00068641+0.00012581i,0.0001711-0.00051889i,0.00063874-0.00021071i,6.3761e-05+0.00041891i,-0.00018716+3.843e-05i,-0.00023991+0.00012905i,0.00018334+0.00052577i
0.00080477+0.0018781i,3.4353e-05+0.0014479i,-0.0012389+0.00061685i,8.7095e-05+0.00072728i,0.00032007+0.0012412i,-0.00027555+0.00077563i,0.00019174-0.00021487i,0.0005227-0.00089691i,-0.00010589-0.00081361i,-0.0011239+1.8594e-05i,-0.00073425+0.00053552i,0.00034173+0.0006874i,0.00021955+0.00091476i,-0.00014941+0.00030388i,0.00011883-0.00051848i,0.00027314+0.00018534i,-0.00027694+0.00073844i,-0.00040948+2.7634e-05i,0.0003376-0.00042665i,0.00048471-0.00018873i,-0.00039883+0.00047071i,-0.00052127+0.00052692i,0.00015387-0.0003288i
-0.0015537+0.00024275i,-0.0027298+0.00054404i,-0.0035392+0.00016514i,-0.0028708+0.00049219i,-0.0018233+0.0014458i,-0.0010772+0.0017444i,-0.0011286+0.00072144i,-0.00029789-9.5117e-05i,0.00050868-4.8569e-05i,0.00037722-0.00028396i,0.00039614-0.00060961i,0.00061877-0.00049078i,0.00086052+1.2177e-05i,0.00055763+0.00040394i,0.00037481+0.00076353i,0.00080335+0.00028342i,0.00059819-0.00039418i,-0.00012178-0.00035588i,-0.00052772-0.00011981i,-0.0003355+5.5308e-05i,0.00080021+0.00034657i,0.00037901+0.00024392i,-0.00035098+0.00059358i
-0.00090896-0.0027051i,-0.00030026-0.0027091i,-0.0015174-0.0020589i,-0.0023312-0.00032485i,-0.0014223+0.0010083i,-0.00039723+0.00091204i,-0.00046034+0.00012911i,-0.00036004-0.00025769i,-0.00014076-0.00049517i,-0.00050596+2.4869e-05i,-0.0013078+0.00056072i,-0.0011148+0.00033364i,0.00026191+0.00050518i,0.0012479+0.00036892i,0.00094336+0.00045481i,-0.00013065+0.00111i,-0.00089453+0.00037159i,-0.00054279-0.00041469i,-0.00027592-0.00033315i,-0.0007048-0.00042154i,-0.00031787-0.00077183i,0.00038427-0.00067152i,0.00049759-0.00010718i
-0.00046754+0.00031351i,-0.00088601+0.00038088i,-0.0012132-0.00074072i,-0.0013757-0.00081948i,-0.0014954-0.00034521i,-0.001441+0.00027147i,-0.0011729+0.0005555i,-0.0006325-0.00016865i,-0.0003481-0.00019619i,-0.001186+0.00038985i,-0.0013649+0.00038232i,-0.00061987-0.00037085i,0.00016141-0.00010464i,0.00051377+0.00061047i,9.0259e-05-8.0155e-05i,0.00020144-4.375e-05i,0.0013439+0.00014165i,0.001439-0.00041587i,-5.3214e-05-0.00060115i,-0.00014482-0.00070737i,0.00034747-0.00057877i,0.00032541-0.00047711i,-2.9305e-05-0.00019129i
-0.0013192+1.2199e-05i,-0.00088769+0.00016891i,-0.0012239+0.00090991i,-0.0012234+0.0017236i,-0.0006504+0.0026647i,0.00059905+0.0017417i,0.00097199-0.00012647i,0.00022831-0.00025671i,-0.0002124+2.621e-05i,-0.00054561-5.6547e-05i,-0.00066388+0.00023852i,-8.0481e-05+0.00018668i,0.00019679-0.00019541i,0.00013507-0.00042391i,-0.00012339-0.00025972i,-0.00010653-0.00018812i,0.00022121-0.00082715i,0.00062328-0.00096147i,0.00036613-0.0006451i,-0.00026146-8.61e-06i,-0.00064792+0.00021233i,-3.0387e-05+0.00025425i,0.00033407+0.00033908i
-0.0012398-0.00052377i,-0.0022065-0.0011458i,-0.003022-0.00086281i,-0.0029404+0.00031011i,-0.0024095+0.00095705i,-0.0013375+0.0011288i,-0.00014499+0.00039606i,-0.00019481-0.00013479i,-0.00092646-0.00021513i,-0.00066579+5.4991e-05i,0.00030248+0.0010672i,0.00035358+0.00089707i,0.00074115+0.00017568i,0.0010893+5.7197e-05i,0.0010181-0.00050974i,0.00073276-0.00045839i,-0.00043172+1.1752e-05i,-0.00082677-0.0001279i,-0.00023632-0.0004785i,0.00024198-0.0011009i,1.3822e-06-0.0014355i,9.168e-05-0.0007379i,0.00072777-0.00025217i
0.0010222-0.00035274i,0.00059741-0.00088897i,-0.00060041-0.00046963i,-0.0019087+0.0011093i,-0.0022899+0.0013975i,-0.0009846+0.0010598i,0.00072858+0.0012599i,0.0005306+0.00053402i,-0.00087769-0.00040441i,-0.0013292-0.00025135i,-0.0008171+0.00056504i,-0.00037917+0.0007397i,-0.00014831+0.00076328i,-0.00014422+0.00041169i,0.00033689-0.00032521i,0.00025168-0.00012931i,-0.00024003-0.00025304i,0.00017106-0.00080174i,0.00042382-0.00031474i,-8.6135e-05+0.00065369i,-0.00096612+0.0010336i,-0.0013425+0.0012872i,-0.00044841+0.0013918i
-0.00033382-0.00059137i,-0.00081694-0.00017928i,-0.0010371-0.00084404i,-0.0026294-0.0021023i,-0.0032711-0.0016075i,-0.0023176+0.00047736i,-0.00065993+0.0014421i,0.00061889+0.00072119i,0.00050188-0.0005113i,9.8996e-06-0.0008666i,-0.00030251-0.00081199i,-0.00010263-0.00031873i,0.00081904+0.00058092i,0.0011317+0.00058663i,0.00048549+0.00033225i,-0.0003035+0.0013781i,-0.00044163+0.001398i,-0.00041943+0.00038847i,-0.00061451-0.00034158i,-0.00040378-0.00011382i,0.00010876-1.0299e-05i,0.00016633-0.00029692i,0.00094962-0.00031412i
2.6302e-05+0.0013439i,0.00035185+0.0014i,-0.0011335+0.0017613i,-0.0019269+0.002034i,-0.00056654+0.0024835i,0.00068668+0.0020915i,0.00035011+0.0013414i,-0.00072569+0.0011603i,-0.0010817+0.0011869i,-0.00034456+0.00014184i,0.00019697-0.00048501i,-0.0001038-0.00013043i,-0.0011083+0.00011671i,-0.00073278+0.00034785i,-0.00051328+9.9645e-05i,-0.00071851-0.0006237i,2.6211e-05-0.0012619i,0.00042464-0.0012422i,0.00034124-0.00069045i,0.00036911+0.0001543i,1.5726e-06+0.00079917i,0.00035122+5.328e-05i,0.00096863-4.7443e-05i
-0.0020325-0.00030098i,-0.0019877-0.00015253i,-0.0032722+2.2045e-05i,-0.0028209+0.00022015i,-0.0013403+0.0019017i,-0.00062871+0.0022928i,0.00052893+0.0012523i,0.00059768+0.00066724i,-0.00038424+0.00064511i,-0.00096135+0.0010334i,-0.001211+0.00064644i,-0.0013416-0.00019082i,-0.00062663-0.0003203i,0.00012937-4.4777e-07i,0.00028478-0.00036866i,0.0006081-1.9857e-05i,0.0012021+0.00063341i,0.0013681+0.0006593i,0.00085862+0.00063531i,0.0006622-7.3604e-05i,0.0003783-0.00095108i,-0.0003599-0.00068186i,-0.00077312+0.00012988i
0.0011776-0.00061467i,0.00050013-0.0013903i,-0.00076799-0.0016517i,-0.0016516-0.0003682i,-0.0023948+0.00063906i,-0.0024675+0.00090557i,-0.0018387+0.00095785i,-0.00055591+0.00093132i,0.00015292-0.0001219i,-0.00043652-0.00062034i,-0.00083265-0.00019167i,-0.00065118+0.00054346i,-0.00010292+0.0008957i,0.0003724+0.00031953i,0.00047309-0.00040776i,0.00034887-0.00055901i,-6.9783e-05-0.00037468i,0.00022471+7.6479e-05i,0.00033288+0.0002587i,-3.173e-05+0.00027309i,-0.00059886-0.0001758i,-0.00053275-0.00086918i,5.3809e-05-0.00082086i
0.0002169+0.00064841i,-0.00016839+5.7551e-05i,-0.00068272-0.00096967i,-0.0010676-0.00127i,-0.00047352+0.0002789i,0.00013217+0.0010554i,7.3177e-05+0.00017937i,0.00029879-0.00024304i,6.9156e-05-0.00033687i,-0.00042059-0.00029681i,-6.5605e-05+2.5383e-05i,0.0005139-4.3843e-05i,0.00041299-0.00045569i,0.0001685-0.00029649i,0.00015565-0.0003093i,0.00013847-0.00029204i,0.00019992-0.0002205i,-4.1268e-05-0.00040514i,-6.8295e-05-0.00014945i,-0.00047725-8.1616e-05i,-0.00092113-0.00034101i,-0.00076136-0.0002369i,-0.00074895-0.00022383i
-0.00031851-0.0011636i,-0.0010219-0.0012759i,-0.002432-0.0017436i,-0.0038652-0.0014211i,-0.0038111-0.00040954i,-0.0023059+0.00056448i,-0.00040025+0.00071594i,0.00026038+0.00037981i,7.4261e-05+8.7971e-05i,-0.00069894-0.00031182i,-0.00051572-0.00040364i,8.7749e-05+0.00012449i,0.00020341+0.00028254i,0.001163+0.0003108i,0.0012704-0.00019773i,0.00042741-0.00083256i,-7.1099e-05-0.0001785i,0.00030897-0.00015589i,0.00089678-0.00037166i,0.0003692-0.00029301i,0.0007724-0.00091054i,0.00068394-0.00061493i,-0.00025316+2.1926e-06i
0.00084533+0.00038875i,0.00077716-5.1318e-05i,0.00051429-0.00021475i,0.00094738-0.00019294i,0.0013238-0.00064099i,0.0010542+0.00015168i,3.9232e-05+0.0010344i,-0.0008426+0.00034889i,-0.000584-0.00029891i,1.0973e-05-0.0007498i,-8.1509e-05-0.00091844i,-0.00020551-0.00054211i,-0.00021583+0.00033827i,0.00029628+0.0013234i,0.00030718+0.0014276i,4.7122e-06+0.00082135i,0.00023756+0.00017151i,0.00062353-0.00049202i,0.00055184-0.00031955i,7.1103e-05+5.407e-05i,0.00027478-3.287e-06i,0.0002774-0.00022747i,-0.00030566+0.0002151i
-0.00018037-8.9693e-05i,-0.0012306+0.000218i,-0.0018528-0.00012654i,-0.0020487-0.00023824i,-0.0014104-3.0458e-05i,-0.00089984-0.00025078i,-0.00062999+0.0003201i,-0.00065561+0.00034957i,-0.00017005-0.00036687i,-0.0003478-0.00043853i,-0.00073553+0.00036407i,-0.00059727+0.00078215i,-0.00094744-0.00023567i,-0.00048543-0.00073211i,0.00051965-3.4919e-05i,0.00019978+0.00025846i,0.00020375+0.00018493i,-7.5923e-05-4.8627e-05i,-0.0007492-0.00043767i,-0.00068661-0.00034478i,-0.00035131-0.00014431i,-0.00029793+0.00015225i,-0.00029184+0.00023514i
0.00067084-0.0003255i,-2.3165e-05-0.00072223i,-0.00041983-0.0026038i,-0.0010662-0.0016915i,-0.0019752+0.00016157i,-0.0019936+0.0005048i,-0.00039364+0.00018673i,0.00053889-0.00051555i,0.0004283-0.00066743i,3.3394e-05-0.00086981i,-0.00077182-0.0006181i,-0.0017075+0.00056597i,-0.00095522+0.0010791i,0.00034509+0.001605i,-0.00013014+0.0012111i,-0.00081978+0.00030359i,-0.0006959-0.00018511i,-0.00014663-0.00067644i,-1.6822e-05-0.0006851i,-7.6777e-05-0.00044705i,0.00063469-0.00013769i,0.00075769-0.00014741i,0.00044873-0.00031047i
-4.4805e-06+0.00056918i,0.00082381+0.00080243i,0.0004352+0.0010052i,0.00046846+0.0016983i,0.00073573+0.0021898i,0.00059428+0.0011776i,0.0004981-0.00012269i,0.0010108-7.8051e-05i,0.0012477+2.8404e-05i,0.00080106-0.00037606i,-0.00025891-0.0007818i,-0.00040575-0.00046669i,-0.00030498+1.0157e-05i,-0.00015273-0.00042719i,-0.00014079-0.00060246i,0.00042182+0.0003212i,0.00065506+0.00087509i,-0.00011964+0.00017028i,-0.00061606-0.00046545i,-0.00070714-0.00062806i,0.00030726-0.00066334i,0.00089676+0.00027371i,0.00034998+0.00084575i
-0.00086089+0.001067i,-0.00083952+0.0018732i,-0.00024422+0.0023583i,-0.00038605+0.0012246i,-0.00092707-0.00039232i,-0.0010032-0.00038171i,-0.0003446+0.0004882i,0.00036005+0.00076768i,0.00018225+0.0010278i,-0.00067095+0.00098078i,-0.00087419+0.00060045i,-0.00040819+0.00038073i,0.00011916-9.6959e-05i,-0.00058994-0.00051168i,-0.0011554-0.00039373i,-5.3497e-05-0.00060052i,0.00057576-0.00094958i,-0.00048014-0.00080966i,-0.0011013-2.4584e-05i,-0.00019132+0.0006293i,0.00011788+0.00064491i,-0.00044465+0.00055605i,-8.8858e-06+0.00033782i
-0.0012359-4.9073e-05i,-0.0028932-0.00046341i,-0.0028499+9.6693e-05i,-0.0015803+0.0016591i,5.1681e-05+0.0025296i,0.00079706+0.0017259i,0.00022049+0.00065939i,-5.6338e-05-1.2987e-05i,6.3781e-05+0.00018047i,0.00012409-6.6974e-05i,-5.1999e-05-0.00086729i,0.00035786-0.001349i,0.00013574-0.0016238i,3.0031e-05-0.0013861i,0.00010956-0.00014486i,-0.00018397+0.0010897i,-0.00023501+0.00093149i,0.00030048+0.00050521i,0.00064328+8.6065e-05i,6.5629e-05-0.00099064i,-0.00054179-0.0011389i,-0.00082687-0.00064792i,-0.00049214+4.449e-05i
-0.00035149-0.0019913i,-0.0010184-0.0019056i,-0.002547-0.00095773i,-0.003327-7.8677e-05i,-0.0031686+0.00040953i,-0.0014758+0.0015168i,-0.00010604+0.0011023i,0.00045876-0.00047479i,6.9447e-05-0.0012135i,-0.00076755-0.00094826i,-0.0010755-0.00043039i,-0.00056253+6.7446e-05i,0.00016905+0.00087477i,0.00027657+0.00097101i,0.00026925-0.00014532i,0.00044315-0.0010765i,0.00063806-0.00075236i,0.00079097+7.6833e-06i,0.0013325-6.9477e-05i,0.0014348-2.2249e-05i,0.00072817-0.00016243i,0.00020569-1.8629e-05i,0.00039655+0.00042256i
5.8252e-05+0.00066003i,-1.9058e-05+0.00018604i,-0.0004292+0.00098976i,-0.00030921+0.0012097i,0.00025407+0.0015197i,0.00040569+0.0022433i,0.00074035+0.0015865i,0.001441+0.0011011i,0.0013243+0.00063099i,0.00039032+0.00026145i,-1.8235e-05+0.0003574i,0.00041189+0.00075208i,0.0001284+0.00028998i,-8.5851e-05-0.00049299i,0.0001701+7.8441e-05i,-4.0254e-05+0.0010185i,6.1281e-05+0.00072896i,-7.4165e-05-0.00027986i,-0.00045898-0.00046327i,-2.1818e-05+0.00012392i,0.00020482+2.1716e-05i,-0.00075278+0.00031003i,-0.0013154-3.2646e-05i
2.3319e-07+0.0016027i,-0.00080924+0.00047928i,-0.00092145+0.00017619i,-0.00050086+0.00043723i,8.163e-05+5.0352e-05i,0.00016843-0.00035055i,-0.00041464-0.00016933i,-0.0010359-0.00013499i,-0.0011875+0.00013836i,-0.00049029-9.248e-05i,-0.00017428-5.0835e-05i,-0.00044455+0.00033297i,0.00040429-8.675e-05i,0.00010027-9.1044e-05i,-0.00078912+0.00044006i,-6.7192e-05+0.00050265i,0.00044631-0.00024569i,-6.897e-05-0.00067477i,0.00039284-6.2185e-05i,0.00037504+0.00040548i,7.1697e-05+0.00044859i,0.00039422+0.00043126i,0.00098478+0.00028857i
-0.0011744-0.00057015i,-0.0019342-0.0014041i,-0.0015378-0.00033845i,-0.0017449+0.0017815i,-0.0018438+0.0027235i,-0.0011038+0.0021572i,-0.00014933+0.0011151i,-0.00020075+0.00051737i,-0.00068387+5.9803e-05i,-0.00092127-6.8338e-05i,-0.00099252+0.00086627i,-0.00068395+0.0009458i,-0.00021641-0.000703i,0.00014197-0.0012795i,4.8195e-05-0.00053558i,-0.0001276-0.00023619i,0.00024892+7.2299e-05i,5.884e-05-2.804e-05i,-0.00036423-0.00073192i,-0.00051904-0.00070493i,-0.00028356+0.00056119i,-0.00012296+0.0010978i,-0.00042626+0.00051328i
0.00052702+0.00024892i,0.00090634-0.00022111i,-0.00012515-0.00019477i,-0.0019552+0.00022719i,-0.0018477+0.0013592i,-0.00070768+0.001637i,0.00022352+0.0010428i,0.00035284+0.00067033i,0.00013375-0.00010425i,-0.00078867-0.00080048i,-0.00096447-0.00073918i,-0.00048416-0.00024651i,-0.00029365+0.0001988i,-4.3799e-05-8.8194e-05i,0.00057881-0.00023686i,0.00049776+0.00039393i,-0.00010148+0.00024932i,-0.0002931-0.00031378i,-0.0006394-0.00056432i,-0.00041216-0.00042978i,-0.00040105+0.00021474i,-0.00047572+8.4641e-05i,0.00030423-0.00044742i
-0.0010538+0.0023835i,-0.0012362+0.0020508i,0.00013761+0.001106i,0.00073951+0.0016117i,0.0011942+0.002439i,0.0012998+0.0021803i,0.00034343+0.00087277i,0.00053559+0.0001087i,0.0003626-4.3147e-05i,0.00059747-0.00051745i,0.0015063-0.0005039i,0.00075238-0.00045784i,-3.7789e-05-0.000461i,-0.00076119+0.00021616i,-0.0014433+0.00099267i,-0.0014075+0.0010611i,-0.001015+0.00023055i,-0.0002172-0.00027831i,0.00013044-0.00040556i,0.00052329-0.00047919i,0.000896+8.2244e-05i,0.0005496+0.00041775i,-0.00017197-0.00015086i
-2.9718e-05-0.0010477i,-0.00067293-0.0018618i,-0.0016749-0.0013382i,-0.0015184+0.00030806i,-0.00065493+0.0014946i,0.00024198+0.0018i,-4.8433e-05+0.00095934i,-0.00067795+5.2269e-05i,-5.5858e-05-0.0006099i,5.1874e-05-0.0005642i,-0.00037392-0.0002521i,-0.00032803-0.00056646i,7.7283e-05-0.00083773i,0.00023251+0.00012301i,0.00046097+0.00092167i,0.00071378+0.00056548i,0.0006588-0.00018947i,-0.00040139-0.00087206i,-0.00071725-0.00057509i,-0.00013097-0.00022536i,-0.00029236-0.00035552i,-0.0014714-0.00041788i,-0.0016599+0.00025783i
0.00054398-0.001677i,0.00095132-0.001404i,-0.0012334-0.0020404i,-0.0035421-0.0015869i,-0.0031626-9.4834e-05i,-0.001861-6.7076e-05i,-0.00073931-4.4204e-05i,-3.1742e-05+0.00038243i,0.00057418+3.5296e-07i,0.0002812+0.00024886i,-0.00027798+0.00072674i,0.00011023+0.00069597i,0.00041024+0.00068459i,0.0006688+0.00068384i,0.00078086-2.0136e-05i,0.000706-0.0005454i,0.00079395-0.00029193i,0.00079986-0.0011564i,0.00079617-0.0013584i,0.0002398+0.00020393i,-0.00010206+0.0010311i,-0.00046963+0.00059117i,-0.00064285+0.00023426i
0.00048459-0.0027501i,-0.0012631-0.0026514i,-0.0030276-0.0015239i,-0.0031961+0.00045427i,-0.0027915+0.0019132i,-0.001341+0.0015638i,-0.00067455+0.00082905i,-0.0010427+0.00069753i,-0.00081595-0.00035188i,-7.7759e-06-0.0014305i,-0.00023312-0.00068936i,-0.00064618+0.00019637i,-0.00024134+0.00017984i,-6.1913e-05+0.00035166i,-0.00020219+0.00069855i,-0.00026811+4.994e-05i,4.8991e-05-0.00024171i,-0.00012178-5.1396e-05i,-0.00051651-0.00017843i,-0.00016221+0.00025742i,0.00027674+0.0004122i,-0.00026465+0.0002411i,-0.00081568+0.00044787i
0.001119+0.00050395i,0.0012332-0.00033914i,0.00044005-0.00060944i,-0.0016488-0.001235i,-0.0022118-0.0017403i,-0.0015219-0.00066453i,-0.00060351-0.00016655i,0.00016411-0.00053592i,0.00056252-0.00066517i,-2.6934e-05-0.00066497i,-0.00057894-0.00066338i,-3.6704e-05-0.00066589i,-0.00016041-7.2486e-05i,-0.00029405+0.00043995i,-0.00019391+0.00065089i,0.00016043+0.00037262i,0.00059991-0.00044097i,0.00030421-0.00075958i,0.00022035-0.00046628i,0.00023069-0.00014806i,0.00032171-0.00037132i,0.00035272-0.00090673i,0.0010508-0.00020152i
-0.00071147+0.00043324i,-0.00045319+0.00057029i,-0.0001852+0.00010825i,-0.00058079-0.0001319i,-0.00071709-0.00027195i,-0.00031396-0.00083365i,0.0003927-0.0002198i,0.0002934+0.00031723i,0.00027253+0.00018189i,0.00021379-0.00028686i,-0.00037769+7.0929e-05i,-0.00089897+0.0013466i,-0.0012562+0.0012657i,-0.00040302+0.00053579i,0.00025626+0.00063133i,0.00019175+0.00080624i,0.00041436+0.00038136i,0.00053767-0.00018162i,0.00042264+0.00016098i,0.00030609+0.00026158i,4.7047e-06-0.00020118i,3.915e-05+0.00014207i,-0.00021288+0.0011165i
-0.00011673+0.00068537i,0.00030782+0.0012714i,-0.00036524+0.00073385i,-0.001894+1.0433e-05i,-0.0021264+0.00012225i,-0.00091393+0.00050002i,-0.00062425+0.0007176i,-0.0008363+0.00079822i,-0.0005514+0.00077138i,-0.00021235+0.0010216i,-2.3487e-05+0.00090965i,-0.00040587+0.00027377i,-0.00069855+0.00056023i,-0.0006089+0.00077959i,-0.00035107+0.00057446i,-0.00051074+0.00047458i,0.00034196+0.00028457i,0.0012902-2.7574e-05i,0.00080067+2.6809e-05i,0.00046178+0.00023656i,0.00047491+0.00075558i,0.00039142+0.00077081i,0.00043923+6.8759e-05i
0.0014923-0.00058777i,0.0015296-0.00085342i,3.5755e-05-0.00028979i,-0.0013434+0.00034585i,-0.00066267+0.00063665i,-0.00049032+0.00080804i,-0.00043155+0.0015271i,-0.00046931+0.001438i,0.00027442+0.00026102i,0.00043926-0.00051465i,-3.4997e-05-0.00040742i,0.00042598+0.00011844i,0.00089024+0.00030924i,0.0011733+0.00033704i,0.00090518+0.00026514i,0.00016423+0.00019383i,-0.00039409-0.00019538i,-0.00033212-0.00077308i,-0.00059143-0.00058756i,-0.0010519+3.7573e-05i,-0.0013651+0.00026154i,-0.0012175-0.00010329i,-2.8878e-05+0.00032437i
-0.0018778+0.0019725i,-0.0027761+0.0026888i,-0.0018822+0.0045584i,-0.00021365+0.0039895i,0.0011513+0.0020033i,0.0019227+0.00050349i,0.00086581-0.00044734i,-9.0801e-05-0.00092485i,-0.0005353-0.00072374i,-0.0011506-0.00054913i,-0.0016921-0.00051737i,-0.00093381-5.7226e-05i,0.00022869+0.00055419i,-0.0011657+1.2478e-05i,-0.0016404+5.6826e-05i,0.00015666+0.0009088i,0.00060329+0.001184i,0.00045176+0.00067943i,-9.1976e-05-0.00027939i,-0.00067954-0.00096853i,4.7024e-05-0.00035004i,0.00053485-7.8538e-05i,0.00054815-8.627e-05i
-0.0007832-0.00089979i,-0.00039004+0.00033241i,-0.0015064+0.00088177i,-0.0020197+0.0011798i,-0.0014874+0.0021888i,-0.00026391+0.0018845i,-3.1043e-05+0.001262i,-0.00026894+0.0017137i,0.00025493+0.0012217i,-0.0002679-9.8029e-05i,-0.00085437-0.00032069i,-0.00050128+9.9349e-05i,0.00011605+0.00044612i,0.00024271+0.00028185i,6.9289e-05+0.00054084i,0.00025475+0.0005333i,0.00041945+5.3388e-05i,-0.00016528-0.00021595i,-0.00091911-0.00033348i,-0.0008-0.0006283i,-0.00013418+0.00031509i,0.00092169+0.0008738i,0.001603+0.00037098i
0.00079042-0.00080185i,-7.6207e-05-0.0010629i,-0.00085541-0.00081261i,-0.0009235-0.0005923i,-0.0014117+3.1109e-05i,-0.0010397+0.0010188i,-0.00015918+0.0014605i,0.00028008+0.0015216i,0.00077434+0.0002251i,0.001029-0.00072522i,0.00045264-0.00039112i,-0.00021099+0.00030993i,-0.00019168+0.0001176i,-2.9313e-05-0.0004249i,0.00013114+0.00030556i,0.00012455+0.00097535i,0.00028788+0.00087658i,-5.987e-05+0.00028569i,-0.00038059-0.00038985i,-0.00030126-0.00025255i,-0.0004833-1.6375e-05i,-0.0008717+3.8549e-05i,-0.00075624+0.00054466i
-0.001115+0.0015713i,-0.0010449+0.002454i,-0.00052443+0.0025458i,-0.00063907+0.0019969i,-0.0007146+0.0017848i,-0.00065231+0.0018261i,-0.00054748+0.0013873i,-0.00010993+0.00098157i,-2.1798e-05+0.00047249i,-7.039e-05-0.00082785i,-0.0003463-0.0010377i,-0.00036424+0.00024397i,-0.00033554+0.0011309i,-0.0008843+0.0005114i,-0.00093477+0.00011399i,-0.00029389+0.00044823i,-8.0034e-05+0.00085684i,-0.00013581+0.00080188i,0.00024138-0.00031543i,0.00068498-0.00059526i,0.00096501+7.4221e-05i,0.00069916+0.00030109i,0.00015-2.4509e-05i
6.6101e-06-0.00097791i,-0.00077208-0.0016408i,-0.0020536-0.0020876i,-0.0018296-0.00027584i,-0.00090663+0.0011997i,-0.00068489+0.0013955i,-0.00065614+0.0015113i,-0.00057489+0.0015076i,-0.00045159+0.00067574i,-0.00073653-0.00044511i,-0.0010698-0.00082618i,-0.00032265-0.00045673i,0.00013466-0.00039787i,0.00010212-0.00026877i,0.00016527+0.00010157i,0.00032226+4.8688e-05i,0.0002748+0.00021096i,-2.3731e-05-0.00040498i,-0.00010762-0.00057185i,-0.00026515-0.00032213i,-0.00060264-0.00032502i,-0.0008054-0.00027383i,-0.00060338-7.0351e-05i
0.00085641+0.0016748i,0.0010098+0.0011724i,0.00058563-0.00040969i,0.00085914-0.0016181i,0.00086462-0.0018674i,-0.00016283-0.00037608i,-0.00084754+0.00026772i,-0.0005615-0.0005455i,-0.00033846-0.0011591i,-0.00033435-0.0011301i,-3.7437e-05-0.0012326i,0.0003288-0.00038733i,0.00054126+0.00014784i,2.3437e-05-0.00023113i,-0.00015462+8.4053e-06i,-0.00021756+0.00091717i,-0.00058424+0.0012975i,6.6129e-05+0.0006004i,0.00042908-0.0001206i,-0.00021456-0.00020981i,-0.00060185+0.00044421i,-9.1514e-05+0.00083691i,0.00064642+0.00019063i
-0.0015844+0.0011428i,-0.0015205+0.0011047i,-0.0017785+0.0010561i,-0.0021163+0.0013153i,-0.0021329+0.0018042i,-0.0014268+0.0018891i,-0.00046653+0.0012506i,0.00022975+0.00075228i,0.00044459+0.00016899i,0.00053347-0.00054989i,0.00045783-0.00069038i,-0.00010924-0.00074568i,-0.00043402-0.00088275i,2.2892e-05-0.00078171i,0.00082819+1.9373e-05i,0.0014672+0.00065868i,0.001359+0.00057685i,3.7636e-05-9.1104e-05i,-0.00033704-0.00057034i,1.878e-05-0.00081649i,-0.00054409-0.00098795i,-0.00084266-0.00092644i,-0.00047775-0.001057i
-0.00035293-0.0013152i,-0.00085833-0.0019885i,-0.0012821-0.0020051i,-0.0017538-0.0019545i,-0.0011347-0.0013683i,-0.00084718-0.00040405i,-0.00074344+0.0004303i,0.00010558+0.00036153i,0.00042964+2.0239e-05i,-5.9524e-05-0.0002216i,0.00015519-0.00053675i,-3.2912e-05-0.00015339i,-0.00042658+0.00078445i,2.4911e-05+0.00075291i,0.00064856+0.00045733i,0.00085426+4.7544e-05i,0.00084478-0.00012523i,0.00040456+6.3218e-05i,-0.00010808-7.4947e-05i,0.00053232-0.00031421i,0.0011616+0.00034169i,0.00047501+0.00034088i,0.00032808+8.7115e-05i
0.00196-0.0012499i,0.0016196-0.00059123i,0.00053465-0.00068331i,-0.00109-0.00025696i,-0.0022104+0.0015733i,-0.0019581+0.0019364i,-0.0012037+0.0010133i,-0.00044959+0.00027858i,0.00036723-2.5293e-06i,0.00016548-0.00010018i,-0.00069154-7.5496e-05i,-0.0012764+0.00036617i,-0.00046109-6.703e-05i,0.00065715-0.00052614i,0.00073236+0.0005126i,0.00055812+0.0010471i,0.00033477+0.00044275i,0.0007025+3.8646e-05i,0.00069008+0.00014773i,7.2516e-05+5.0139e-05i,0.00021195-9.7857e-05i,0.00049104-0.00036772i,0.0007413-0.00020574i
-0.00028136+0.0019056i,-0.0016073+0.00057336i,-0.0015758-0.00095379i,-0.0024714-0.0015232i,-0.00346-0.00068074i,-0.0025414+0.00065348i,-0.0012192+0.00060613i,-0.00081103+0.00051724i,-0.00036802+0.00064062i,0.00029557+0.00034334i,0.00020004+0.00024447i,-0.00031874+0.00073786i,-0.00046721+0.00084402i,-7.3674e-05+0.00025635i,4.9703e-05-0.00025371i,-0.00017834-0.00052461i,-0.00056001-0.00052189i,-0.00057957-0.00040465i,-0.00049994+4.3731e-05i,-0.00085541+0.00027198i,-0.00078246+0.00031253i,-0.00069581+0.00019404i,-8.4071e-05+2.8159e-05i
