0.0024938-0.0009619i,0.0021441-0.0031291i,-0.00015473-0.003433i,-0.0011371-0.0014071i,-0.0016755+0.00079336i,-0.0019354+0.002092i,-0.00074688+0.0028732i,0.00089589+0.0024093i,0.0014246+0.0012638i,0.0001862+0.00015975i,-0.00033791-0.0012204i,0.00019631-0.0017764i,0.0001745-0.00093473i,-0.0002866+0.0003087i,-0.00052706+0.00068154i,0.00021175+0.00073372i,0.00077092+0.00044001i,0.0010279+0.00030669i,0.0010742+0.00031204i,0.00083245+0.00016474i,0.0010865-0.00048369i,0.00063251-0.0003857i,0.00011266-5.9599e-05i
0.020154-0.022177i,0.02493-0.05095i,0.010819-0.054409i,-0.014438-0.024665i,-0.027329-0.0011216i,-0.024657-0.0018071i,-0.019632-0.0057543i,-0.019249-0.0070016i,-0.028434-0.0090857i,-0.035294-0.0052166i,-0.027657+0.0024982i,-0.01686+0.0037079i,-0.011557+0.0039918i,-0.0053878+0.0043129i,0.0017158-0.0004753i,0.004443-0.0040456i,0.0036417-0.0038174i,-0.00098081-0.0023019i,-0.004403-0.0012665i,-0.0021864-0.0019422i,0.00011732-0.0010706i,0.00085416+0.0013781i,0.00089165+0.002225i
0.021249+0.0045574i,0.048253-0.0045023i,0.042184-0.019817i,-0.0022693-0.03015i,-0.033163-0.031268i,-0.029756-0.031833i,-0.019547-0.033032i,-0.014446-0.03189i,-0.010335-0.036074i,-0.013149-0.037786i,-0.018899-0.026229i,-0.01832-0.012164i,-0.014921-0.0051916i,-0.011332-0.00098334i,-0.0059713+0.0018739i,-0.0016675+0.003845i,0.0002517+0.0049175i,0.00022769+0.0022867i,7.2572e-05-0.0012715i,0.0022316-0.0012952i,0.0038469-0.00067785i,0.0016245+0.00069561i,0.00017793+0.0024779i
0.013189+0.014333i,0.030507+0.032696i,0.044089+0.020722i,0.040473-0.020193i,0.03043-0.041436i,0.027056-0.034254i,0.022832-0.02423i,0.018414-0.014971i,0.026715-0.0075732i,0.032859-0.013932i,0.021427-0.020964i,0.0078018-0.016597i,0.0020432-0.011275i,-0.0030377-0.0071456i,-0.0066474+3.7817e-05i,-0.0070483+0.0054338i,-0.0065165+0.0059278i,-0.0021925+0.0021973i,0.002528-0.00075375i,0.0023327+0.0016256i,0.00061585+0.0039776i,-0.0019597+0.0036118i,-0.0030648+0.002352i
-0.0020263+0.023623i,-0.0063479+0.040281i,0.018249+0.043595i,0.063718+0.025732i,0.084692+0.010409i,0.073318+0.011935i,0.047597+0.012847i,0.023188+0.01579i,0.015032+0.028048i,0.023079+0.030565i,0.028827+0.016248i,0.023764+0.0026223i,0.016664-0.0036708i,0.010487-0.0057335i,0.00357-0.0038921i,-0.0025943-0.0021766i,-0.0046863-0.0034419i,-0.001296-0.0040609i,0.0018581-0.001837i,0.00093487+0.0011312i,-0.0014403+0.0026256i,-0.0033822+0.0012636i,-0.0045656-0.00064776i
-0.029006-0.00071614i,-0.041794+0.007686i,-0.031921+0.035749i,0.00082116+0.066154i,0.021391+0.071028i,0.015218+0.056392i,0.0065633+0.03503i,-0.0040307+0.016135i,-0.020937+0.014366i,-0.021743+0.026546i,-0.0057504+0.029692i,0.0053834+0.018969i,0.0083532+0.0088895i,0.0087798+0.0013139i,0.0075425-0.0051678i,0.0057047-0.0089759i,0.0037693-0.0093227i,0.002358-0.0048433i,0.0021623+0.00014923i,0.00087523+0.00096936i,-0.0009979-0.0010655i,-0.00050134-0.0041164i,-0.00062591-0.0053301i
-0.0076987-0.03001i,-0.028904-0.032631i,-0.057705-0.0077532i,-0.083974+0.028562i,-0.093987+0.040471i,-0.081622+0.029479i,-0.044107+0.017091i,-0.011011-0.0018317i,-0.0097968-0.019369i,-0.02271-0.013346i,-0.024732+0.0034807i,-0.017544+0.010222i,-0.011591+0.0098327i,-0.0060348+0.0072728i,-0.0017343+0.00339i,0.0017793+0.0015456i,0.0060048+0.0022315i,0.0054506+0.0041914i,0.0022884+0.0050772i,0.0010219+0.0022003i,0.0015832-0.0022322i,0.0044564-0.0039704i,0.0060177-0.0042226i
0.024832-0.012588i,0.010415-0.034696i,-0.030673-0.05114i,-0.070605-0.056569i,-0.081854-0.056514i,-0.06391-0.045731i,-0.030999-0.017778i,0.0071552-0.0013772i,0.025957-0.011431i,0.013978-0.024183i,-0.00491-0.022467i,-0.01214-0.011205i,-0.011232-0.001589i,-0.008417+0.0032121i,-0.0049312+0.0056092i,-0.0018464+0.0085175i,-0.00050682+0.011122i,-0.0016199+0.0099352i,-0.0037591+0.0058833i,-0.0034316+0.00256i,-0.00032944+0.0021628i,0.0032206+0.0034516i,0.0063741+0.0018722i
0.016586+0.015824i,0.033803-0.0075869i,0.037208-0.053609i,0.038965-0.086679i,0.053146-0.088069i,0.052955-0.064961i,0.025699-0.029438i,0.0075999+0.0052361i,0.012549+0.015837i,0.016654+0.00099755i,0.010819-0.012756i,0.0033012-0.013736i,0.00015498-0.0083813i,-7.8396e-06-0.0028468i,-0.00050281+0.00083031i,-0.0049117+0.002742i,-0.0097337+0.0031815i,-0.0099924+0.00065641i,-0.0075654-0.0023843i,-0.0046723-0.0016757i,-0.0029851+0.0010297i,-0.0032232+0.0039859i,-0.00055081+0.0060526i
-0.0068307+0.0052787i,0.013075+0.012502i,0.057412+0.0022656i,0.096513-0.0025789i,0.11244+0.012926i,0.094694+0.017838i,0.040458+0.0029133i,-0.013504-0.00093342i,-0.028542+0.0092293i,-0.014665+0.013917i,-6.6988e-05+0.010823i,0.0053356+0.0034659i,0.004212-0.0012798i,0.002644-0.0020065i,0.0020185-0.0033978i,-0.00026463-0.0078766i,-0.0034252-0.011861i,-0.0034474-0.011167i,-0.00081203-0.0084934i,0.00095934-0.0064245i,-0.00017454-0.0046895i,-0.0038088-0.0024112i,-0.0062858+0.0023162i
-0.0048283-0.0052521i,-0.0065452+0.0059886i,0.013494+0.041448i,0.020819+0.079482i,0.001474+0.09778i,-0.008691+0.078083i,-0.0055982+0.025593i,-0.011007-0.015762i,-0.01805-0.020037i,-0.015609-0.0049511i,-0.0080591+0.0080291i,-0.001935+0.0095902i,-0.0024268+0.0032143i,-0.0053955+0.00091123i,-0.0030387+0.0018617i,0.0044254-0.0014739i,0.0099422-0.0069438i,0.010453-0.0078787i,0.0085691-0.0044578i,0.0057647-0.0033697i,0.0032058-0.0042912i,0.0013261-0.0054193i,-0.0019738-0.0054246i
-0.004634-0.015663i,-0.0021289-0.013503i,-0.024825+0.014674i,-0.071867+0.033076i,-0.11321+0.024689i,-0.1027+0.018809i,-0.039816+0.011151i,0.014154-0.0042357i,0.0284-0.012629i,0.019611-0.012153i,0.0058648-0.0081525i,-0.0018377-0.0018531i,-0.0026203+0.00087814i,-0.0050371+0.0012823i,-0.0063391+0.0045558i,0.0002882+0.0097102i,0.0071203+0.010621i,0.0075133+0.0067949i,0.0051685+0.0048894i,0.0046395+0.004546i,0.0055872+0.0037056i,0.0057961+0.0011835i,0.00312-0.0036914i
0.025134-0.020789i,0.026624-0.0075388i,-0.003618-0.01763i,-0.033551-0.064599i,-0.039626-0.10116i,-0.033259-0.083715i,-0.0070899-0.026417i,0.023258+0.013817i,0.029481+0.020339i,0.021887+0.0091889i,0.012164-0.0049821i,0.0035058-0.007091i,0.0050508-0.0029811i,0.0072311-0.0039986i,0.00089164-0.0032244i,-0.0061949+0.0046825i,-0.0082788+0.011411i,-0.005737+0.010762i,-0.0032508+0.0077699i,-0.001216+0.006666i,0.00075863+0.0067016i,0.0033021+0.0064494i,0.0064746+0.0033883i
0.032357+0.034059i,0.012192+0.039136i,0.011886+0.0082729i,0.059562-0.037355i,0.10546-0.067106i,0.095299-0.064754i,0.041636-0.027123i,-0.00094666+0.0057563i,-0.017551+0.01416i,-0.014296+0.013153i,-0.0012365+0.0072528i,0.0025589-0.00037642i,0.0019477-0.002486i,0.0070738-0.0060341i,0.0060679-0.011416i,-0.0044339-0.010335i,-0.011724-0.0051925i,-0.009015-0.0017172i,-0.0039463-0.0014161i,-0.0036717-0.00098469i,-0.0045391+0.001351i,-0.0026549+0.0039894i,0.0022478+0.0056815i
-0.025123+0.055308i,-0.036608+0.044192i,-0.016616+0.04125i,0.034914+0.074741i,0.080101+0.095774i,0.079471+0.068903i,0.030351+0.02153i,-0.014414-0.0073272i,-0.026616-0.016955i,-0.022703-0.0092739i,-0.011459+0.0051461i,-0.0016286+0.0053201i,-0.0022646+0.0020267i,-0.0017966+0.0046896i,0.0045851+0.0014185i,0.006408-0.0093966i,0.0034729-0.014095i,0.0016833-0.0096387i,0.0012388-0.0054513i,-0.00096345-0.0050605i,-0.0033332-0.0043066i,-0.004057-0.0012793i,-0.0036799+0.0016097i
-0.078356-0.015543i,-0.076763-0.018631i,-0.063229+0.010723i,-0.072535+0.07771i,-0.07515+0.12946i,-0.052013+0.11614i,-0.021354+0.057258i,0.00064646+0.0080987i,0.011278-0.011369i,0.005775-0.011293i,-0.0031093-0.0020243i,-0.0012686+0.0022991i,-0.0026153+0.0011011i,-0.0076544+0.0064968i,-0.003399+0.012667i,0.0053934+0.0097614i,0.0086564+0.0040414i,0.0055337+0.0011707i,0.0025471+7.258e-05i,0.0027593-0.00053574i,0.0027711-0.00081752i,0.00018509-0.0010517i,-0.0038371-0.0020752i
-0.0084557-0.095452i,-0.015421-0.11505i,-0.032676-0.09999i,-0.079798-0.081064i,-0.12446-0.050985i,-0.10711-0.012832i,-0.043588+0.0094646i,0.0064894+0.015687i,0.022445+0.015612i,0.016397+0.0070522i,0.0035625-0.00067242i,-0.0014743+0.0018284i,0.00078442+0.0018699i,-0.003339-0.0012967i,-0.0087684+0.0035337i,-0.0062366+0.011446i,-0.0015696+0.012217i,1.8625e-05+0.0080535i,0.00045789+0.0067099i,0.0012605+0.0057019i,0.00054396+0.0032368i,-0.00063075+8.6369e-05i,-0.00073655-0.0038i
0.0833-0.039039i,0.10743-0.071738i,0.085834-0.1078i,0.049945-0.15408i,0.020284-0.18038i,-0.00088857-0.14047i,-0.0070327-0.066722i,-0.0073842-0.014562i,-0.0091201+0.0066703i,-0.003312+0.0070903i,0.0015871+0.00024801i,-0.00065756-0.0023506i,0.00072944-0.003801i,0.001441-0.010367i,-0.0036625-0.014565i,-0.0084112-0.010522i,-0.0092039-0.0044593i,-0.0070507-0.00078386i,-0.0052294+0.0014014i,-0.0059571+0.0014494i,-0.0066439-0.0011468i,-0.0029872-0.0023811i,0.0032202-0.0020476i
0.082398+0.047924i,0.11844+0.072597i,0.12714+0.050361i,0.12974+0.0017534i,0.13139-0.038984i,0.097103-0.059192i,0.039994-0.053343i,-0.0024495-0.038764i,-0.016199-0.026432i,-0.0093987-0.013708i,-0.00044992-0.0082429i,-0.00062553-0.0082901i,-0.0013097-0.0039679i,0.0039035-0.0026333i,0.0078887-0.0081431i,0.0057427-0.013716i,0.0012776-0.014389i,-0.0021211-0.010848i,-0.0039324-0.0080603i,-0.0033223-0.0078301i,0.00056554-0.007938i,0.0051907-0.0056079i,0.0061811-0.00039254i
0.0061307+0.097927i,-0.0021536+0.14569i,0.017262+0.17351i,0.046263+0.18373i,0.059827+0.17091i,0.059784+0.11074i,0.043295+0.039772i,0.02753+0.00074318i,0.021103-0.013319i,0.01028-0.012983i,0.0019584-0.005716i,0.0012148-0.0023545i,-0.000722+1.5296e-05i,-0.00082695+0.0078997i,0.0039261+0.012737i,0.0089531+0.0099908i,0.0090229+0.0046013i,0.0058783-0.00065992i,0.0047687-0.003913i,0.0070116-0.0036366i,0.011145-0.00060574i,0.011633+0.0026004i,0.0061338+0.0036916i
-0.1058+0.050713i,-0.1314+0.059437i,-0.12431+0.078812i,-0.10096+0.10445i,-0.08118+0.11514i,-0.045554+0.1106i,-0.00027294+0.086505i,0.025051+0.056797i,0.027328+0.034613i,0.014375+0.016637i,0.002436+0.0095585i,0.001809+0.0096028i,-0.0002806+0.0070544i,-0.0079297+0.0068108i,-0.012034+0.011722i,-0.0086062+0.017248i,-0.0010901+0.016847i,0.0033007+0.0092179i,0.0055219+0.0037472i,0.0073171+0.0051267i,0.0055131+0.010444i,0.00094061+0.012893i,-0.0020558+0.0080239i
-0.092872-0.075157i,-0.12461-0.089174i,-0.13085-0.10936i,-0.12095-0.1268i,-0.10234-0.11274i,-0.080974-0.053931i,-0.050392+0.0070471i,-0.026759+0.032991i,-0.018202+0.03311i,-0.0096929+0.022735i,-0.0034939+0.01166i,-0.0022095+0.0061493i,-0.0010768-0.0001239i,-0.0046479-0.0084585i,-0.01152-0.011572i,-0.014585-0.0074069i,-0.010992-0.0015163i,-0.0038074+0.00082304i,-0.00040697+0.0012087i,-0.0038125+0.0041149i,-0.010913+0.0071741i,-0.014679+0.0066765i,-0.010847+0.0040449i
0.038955-0.11815i,0.0015264-0.15339i,-0.011675-0.1529i,0.0067282-0.14406i,0.014901-0.13651i,-0.0044298-0.11141i,-0.02861-0.069371i,-0.040177-0.041774i,-0.038502-0.024144i,-0.020387-0.0077185i,-0.0041732-0.0044342i,-0.0047937-0.0075235i,-0.0032502-0.0061213i,0.0081722-0.0086372i,0.012587-0.016028i,0.0063406-0.020831i,0.00064444-0.017714i,-8.7026e-05-0.0083703i,-3.5506e-05-0.0027844i,-0.0045145-0.0039634i,-0.010544-0.0096866i,-0.01041-0.013628i,-0.0068616-0.0101i
0.11263-0.022499i,0.14603-0.075199i,0.13501-0.041096i,0.11278+0.042071i,0.098501+0.059267i,0.06949+0.0092221i,0.029444-0.036606i,0.0077369-0.048796i,0.0036817-0.041877i,0.0025005-0.026616i,0.0022013-0.014662i,-2.6803e-05-0.0087955i,3.9461e-05-0.00046708i,0.0063514+0.0091925i,0.014555+0.010669i,0.017699+0.004126i,0.011594-0.0016222i,0.004049-0.00044271i,0.0021031+0.0014227i,0.0040289-0.00394i,0.0089016-0.011349i,0.012097-0.013997i,0.0096741-0.011575i
0.046742+0.071758i,0.14119+0.080247i,0.14103+0.079869i,0.071114+0.10116i,0.042212+0.12173i,0.045354+0.087633i,0.043339+0.035436i,0.042227+0.013535i,0.037384+0.0047862i,0.019491-0.00026925i,0.0063558+0.0022691i,0.0052403+0.0032006i,-0.00079149+0.0027915i,-0.012216+0.0097472i,-0.014333+0.018884i,-0.0067776+0.02205i,-0.0014715+0.018314i,-0.0025755+0.011435i,-0.0023699+0.0078331i,0.004119+0.008612i,0.013211+0.010311i,0.016428+0.0093874i,0.013803+0.0040675i
-0.011107+0.077722i,-0.00011684+0.14555i,-0.012095+0.088551i,-0.053743-0.022165i,-0.076947-0.037732i,-0.042481+0.0040279i,0.00028403+0.026662i,0.010916+0.030452i,0.006129+0.025247i,-0.00065371+0.014643i,-0.0029408+0.0092122i,-0.0003025+0.0031485i,-0.0023865-0.0075947i,-0.01169-0.015167i,-0.020353-0.012415i,-0.021277-0.0016114i,-0.014866+0.0045801i,-0.0084615+0.002551i,-0.0067952+0.0014526i,-0.0068549+0.006588i,-0.0065001+0.015263i,-0.0058101+0.020345i,-0.002451+0.01691i
-0.047749+0.060988i,-0.13131+0.10169i,-0.13275+0.05707i,-0.083171-0.04888i,-0.071863-0.10948i,-0.062058-0.073695i,-0.037143-0.022316i,-0.024084-0.0063659i,-0.018596-0.0051384i,-0.01273-0.0045196i,-0.0098113-0.0013488i,-0.0055691-5.1693e-05i,0.002216-0.0062293i,0.0088361-0.015591i,0.007119-0.024108i,-0.00088619-0.02548i,-0.0044702-0.019358i,-0.0021692-0.012992i,-0.0013408-0.010492i,-0.0064425-0.010065i,-0.014395-0.0083756i,-0.018163-0.0046701i,-0.0147+0.0014852i
-0.1022-0.036601i,-0.16142-0.050704i,-0.10407+0.00097863i,0.0066125+0.050866i,0.051853+0.028826i,0.02525-0.0025443i,0.0039558-0.0092327i,0.0055866-0.014465i,0.012544-0.0153i,0.01358-0.011874i,0.0049729-0.0063455i,0.00021232+0.0053574i,0.0062465+0.014792i,0.015881+0.015105i,0.020454+0.0070732i,0.017929-0.0041288i,0.011875-0.0099787i,0.0072337-0.0088566i,0.007233-0.0070133i,0.0075785-0.011208i,0.0043596-0.018724i,-0.00021914-0.021584i,-0.0040468-0.016217i
-0.040344-0.1391i,-0.022999-0.21891i,0.019878-0.12911i,0.072511+0.032411i,0.10191+0.094446i,0.078867+0.05867i,0.046519+0.022576i,0.036279+0.014081i,0.032804+0.01589i,0.027003+0.012948i,0.015665+0.0023316i,0.0026423+0.00034687i,-0.0045811+0.0090262i,-0.0073288+0.019435i,-0.0040886+0.025246i,0.0032603+0.02349i,0.0072181+0.017677i,0.0064815+0.012742i,0.0053399+0.0090544i,0.0088704+0.005641i,0.015763+0.0017903i,0.018429-0.0041312i,0.013526-0.0099629i
0.10641-0.090885i,0.18085-0.15996i,0.11258-0.16779i,0.0070988-0.10487i,-0.0090171-0.030766i,0.015177-0.00019131i,0.015115+0.0068205i,0.00041449+0.016246i,-0.013496+0.024686i,-0.013066+0.023447i,-0.0052461+0.0068606i,-0.0094323-0.011026i,-0.01688-0.017722i,-0.019574-0.015888i,-0.019819-0.006476i,-0.015048+0.0046645i,-0.0068562+0.009417i,-0.0042523+0.0085069i,-0.0066086+0.0082455i,-0.0057108+0.012758i,0.0010053+0.019291i,0.0093769+0.019358i,0.012827+0.011648i
0.18971+0.080902i,0.23199+0.1394i,0.11862+0.051801i,-0.043752-0.069863i,-0.10166-0.089123i,-0.070977-0.046728i,-0.042672-0.014795i,-0.040165-0.0061432i,-0.045216-0.0092879i,-0.040596-0.0072042i,-0.023613-0.0027934i,-0.010797-0.006398i,-0.0047275-0.012756i,-0.0013754-0.018407i,-0.0033283-0.021148i,-0.0082656-0.018201i,-0.010179-0.011217i,-0.0079285-0.0067413i,-0.0069951-0.0059972i,-0.010333-0.0035677i,-0.014072+0.003391i,-0.011809+0.011388i,-0.0027097+0.013948i
0.025071+0.19926i,-0.012395+0.31177i,0.012671+0.27399i,0.031258+0.14109i,-0.013608+0.05155i,-0.040692+0.025568i,-0.027227+0.012485i,-0.0098841-0.010125i,-0.0011028-0.02981i,-0.0017075-0.028412i,0.0010938-0.0093474i,0.011249+0.0052348i,0.015373+0.008987i,0.015198+0.0089041i,0.014181+0.0029391i,0.010714-0.0056217i,0.00579-0.0082752i,0.0046161-0.0079941i,0.0062308-0.010718i,0.0029163-0.014945i,-0.0043848-0.01606i,-0.01239-0.010085i,-0.013153-0.00016481i
-0.2555+0.095753i,-0.29725+0.089118i,-0.14304+0.12269i,0.043266+0.14808i,0.091778+0.1105i,0.04866+0.053114i,0.017936+0.01707i,0.025033+0.0057535i,0.042053+0.00011305i,0.039584-0.0053477i,0.026585-0.0022957i,0.01964+0.0033046i,0.011845+0.006551i,0.0037946+0.012944i,0.0041263+0.017312i,0.0089476+0.015497i,0.010226+0.0090238i,0.0088626+0.0047037i,0.010532+0.0038034i,0.012981-0.0010408i,0.010878-0.0074502i,0.0014725-0.0098211i,-0.0086647-0.0080264i
-0.25443-0.194i,-0.26156-0.28194i,-0.19609-0.23016i,-0.089026-0.11744i,0.0035959-0.057672i,0.031272-0.04196i,0.0183-0.026863i,0.0090564-0.00053966i,0.011497+0.023517i,0.01244+0.025414i,0.0030845+0.01314i,-0.0093768+0.0014127i,-0.013846-0.0076872i,-0.014497-0.011726i,-0.016546-0.0072968i,-0.016583+0.0025183i,-0.011393+0.0080321i,-0.005743+0.010598i,-0.0019618+0.01449i,0.0029486+0.015716i,0.0063198+0.012432i,0.0063861+0.0026349i,0.0036118-0.0074446i
0.18716-0.30874i,0.17031-0.32937i,0.0091142-0.27822i,-0.12164-0.20765i,-0.10763-0.14236i,-0.036393-0.094013i,-0.0017877-0.057685i,-0.011338-0.029021i,-0.029685-0.0068077i,-0.032039+0.0056045i,-0.027683+0.0059539i,-0.022122+0.0027939i,-0.0099953-0.0010218i,-0.00070861-0.0080113i,-0.0043976-0.013328i,-0.012896-0.012171i,-0.013876-0.00579i,-0.01161-0.0021159i,-0.01276+0.00024046i,-0.01338+0.0050269i,-0.0093003+0.0079712i,0.0023802+0.0050262i,0.013034-0.0022711i
0.44686+0.025063i,0.44598+0.063656i,0.28693+0.067253i,0.11719+0.047406i,0.028267+0.022834i,0.0094291+0.013068i,0.018398+0.0077623i,0.017228-0.015026i,-0.00025982-0.031455i,-0.0088912-0.02736i,-0.0040007-0.01673i,0.0033467-0.004103i,0.010565+0.0062934i,0.016311+0.0093418i,0.020798+0.0036118i,0.01959-0.0070484i,0.011516-0.012239i,0.0029319-0.014397i,-0.0036588-0.016368i,-0.0063862-0.014764i,-0.0047033-0.010292i,0.0010421-0.0021203i,0.0082863+0.0033871i
0.036812+0.43067i,0.091156+0.41114i,0.18847+0.28521i,0.22674+0.1829i,0.16581+0.13984i,0.090715+0.10704i,0.052559+0.065628i,0.040562+0.027542i,0.040248-0.00064399i,0.038818-0.015347i,0.031016-0.019145i,0.020618-0.017827i,0.0087502-0.012266i,0.0029795-0.0020248i,0.0096829+0.0071702i,0.018257+0.0062575i,0.017389-0.0013178i,0.012678-0.0077201i,0.010584-0.011269i,0.0094774-0.011081i,0.0063018-0.0080608i,-0.0012682+0.0003505i,-0.0052358+0.011645i
-0.51854+0.28323i,-0.44666+0.22391i,-0.23709+0.091439i,-0.08268+0.017873i,-0.015539+0.0239i,0.0056965+0.03633i,0.00026357+0.028502i,-0.00044354+0.027189i,0.0074952+0.030397i,0.012508+0.03005i,0.011651+0.020191i,0.0027632+0.0022051i,-0.0096535-0.011143i,-0.018676-0.012647i,-0.020785-0.0035013i,-0.015423+0.008626i,-0.0059793+0.013591i,0.0020203+0.014409i,0.0074597+0.014327i,0.0087685+0.012429i,0.0048568+0.010214i,-0.0029+0.0056971i,-0.0096283+0.0043974i
-0.35837-0.37914i,-0.37348-0.29877i,-0.34289-0.17183i,-0.30406-0.11018i,-0.22578-0.075796i,-0.12262-0.038665i,-0.05571-0.012549i,-0.04043+0.0055387i,-0.040574+0.023821i,-0.037034+0.036761i,-0.025477+0.038384i,-0.01136+0.029199i,-0.0012654+0.015427i,-0.00064745+0.00083207i,-0.012053-0.0064925i,-0.021468-0.0026592i,-0.017835+0.0064998i,-0.009625+0.013305i,-0.0047314+0.014805i,-0.0040548+0.013043i,-0.0033012+0.0096099i,0.0010852+0.0021545i,0.002125-0.0067131i
0.35653-0.61563i,0.2491-0.47119i,0.096085-0.16825i,0.03085-0.013511i,-0.00033029-0.024776i,-0.034349-0.033368i,-0.029294-0.00081178i,-0.0019245+0.011297i,0.0018058-0.0024901i,-0.01054-0.0095732i,-0.013515+0.00035367i,-0.0035059+0.013923i,0.010252+0.019852i,0.019081+0.014918i,0.018986+0.00057369i,0.0097957-0.010488i,-0.0010219-0.011126i,-0.0060375-0.0083882i,-0.007013-0.0084015i,-0.0072352-0.010716i,-0.0053195-0.011903i,0.0012322-0.010719i,0.0064201-0.010945i
0.58389+0.052301i,0.51708-0.0054808i,0.39786+0.0051358i,0.35218+0.028089i,0.26268-0.010008i,0.1183-0.026769i,0.043013-0.004253i,0.03713-0.010041i,0.039311-0.033962i,0.031871-0.045837i,0.015876-0.043854i,0.0039678-0.030551i,0.0019153-0.014162i,0.0069338-0.0021572i,0.015826+0.0018655i,0.018234-0.0028122i,0.011213-0.010656i,0.0030397-0.016111i,-0.0014268-0.016475i,-0.0010754-0.013768i,-0.00026944-0.008965i,-0.0024452+0.00027039i,-0.0016788+0.0073238i
0.038257+0.75065i,0.088396+0.51733i,0.066116+0.13424i,0.017314-0.023171i,0.028908-0.0028415i,0.043012-0.013822i,0.0060228-0.045663i,-0.026515-0.033666i,-0.02075-0.012465i,-0.0045076-0.0093943i,0.00028308-0.016581i,-0.0067973-0.022156i,-0.017683-0.018577i,-0.022387-0.0085434i,-0.016921+0.0028718i,-0.0055063+0.0085102i,0.0025545+0.0052209i,0.0038561+0.0019614i,0.0027664+0.0050458i,0.0033938+0.0099626i,0.0016514+0.013425i,-0.0032281+0.014973i,-0.004088+0.013316i
-0.51892+0.37359i,-0.41363+0.31496i,-0.34285+0.11884i,-0.36482+0.038773i,-0.27527+0.07859i,-0.099009+0.054545i,-0.026365-0.0077724i,-0.034433-0.010143i,-0.040058+0.02158i,-0.032275+0.039842i,-0.016847+0.037766i,-0.0074648+0.020889i,-0.0095698+0.0046481i,-0.013605-0.0021945i,-0.017957-0.0023269i,-0.017035+0.0044271i,-0.0079722+0.011163i,0.0014106+0.012476i,0.0046666+0.01072i,0.0031058+0.0078995i,0.0018948+0.0036025i,0.002677-0.0024881i,0.0034611-0.0047718i
-0.37897-0.56837i,-0.31003-0.33613i,-0.14953-0.040293i,-0.071791+0.066191i,-0.06567+0.056779i,-0.027007+0.047591i,0.029429+0.027992i,0.043052+0.0055533i,0.027323-0.0036621i,0.010378+0.0015831i,0.0047148+0.013803i,0.010887+0.018569i,0.0176+0.012262i,0.016936+0.002621i,0.012857-0.0061942i,0.0064585-0.0086641i,0.0020977-0.0032211i,0.0019224-0.00061251i,0.0017523-0.0053621i,0.0014774-0.013129i,0.0027269-0.019565i,0.0043362-0.022291i,0.0030443-0.019824i
0.19343-0.63171i,0.13193-0.44055i,0.22675-0.12674i,0.35425-0.057191i,0.27533-0.11565i,0.10699-0.060856i,0.049943+0.016351i,0.05108+0.007155i,0.042386-0.023366i,0.033789-0.036547i,0.019805-0.035707i,0.0089078-0.0206i,0.0091475-0.008839i,0.010657-0.0051203i,0.012253-0.004002i,0.010963-0.008104i,0.0022044-0.012129i,-0.0049272-0.010452i,-0.0039949-0.0066411i,-0.00031597-0.0021826i,0.0037229+0.0028493i,0.0057921+0.0058915i,0.0038648+0.0023885i
0.45995+0.26685i,0.30769+0.12243i,0.12836-0.034521i,0.092825-0.10454i,0.08601-0.10479i,0.034261-0.061391i,-0.0050244-0.0072631i,-0.014862+0.0188i,-0.010326+0.020574i,0.00021222+0.0088552i,0.0038536-0.01157i,-0.0030083-0.021001i,-0.0077079-0.014303i,-0.0060157-0.0043905i,-0.0049749+0.004138i,-0.0029897+0.0070205i,8.7754e-05+0.0023922i,-0.00015213+0.00085185i,-0.00061297+0.0069993i,-0.00072166+0.017172i,-0.0024558+0.027014i,-0.0020492+0.02995i,0.0013301+0.022827i
0.11217+0.62864i,0.071204+0.3829i,-0.1684+0.075334i,-0.33727+0.046435i,-0.24798+0.11416i,-0.089704+0.068866i,-0.028704+0.0080623i,-0.015441+0.0065367i,-0.012125+0.023505i,-0.012928+0.035001i,-0.0054715+0.033015i,-0.0023552+0.019205i,-0.0069437+0.011524i,-0.010776+0.0099182i,-0.014234+0.0085931i,-0.011309+0.0096971i,-0.0012561+0.0093429i,0.0053445+0.0056619i,0.0026849+0.0021237i,-0.00468-0.00097683i,-0.011797-0.0031964i,-0.011376-0.0033438i,-0.0020939-0.00096351i
-0.3845-0.12384i,-0.25946-0.094437i,-0.14285-0.016553i,-0.12702+0.086805i,-0.092908+0.13753i,-0.025847+0.094298i,0.012343+0.025752i,0.020392-0.015382i,0.011643-0.028729i,-0.0021338-0.013592i,-0.0029416+0.014427i,0.0066773+0.023145i,0.0096845+0.012303i,0.007003+0.0014195i,0.0046577-0.007575i,0.0018915-0.010049i,0.00060701-0.0031689i,0.0011841-0.00038179i,0.00062378-0.0078027i,-0.0019717-0.019507i,-0.0046527-0.028771i,-0.0073241-0.027235i,-0.0067394-0.01629i
