0.0024938-0.0009619i,0.0021441-0.0031291i,-0.00015473-0.003433i,-0.0011371-0.0014071i,-0.0016755+0.00079336i,-0.0019354+0.002092i,-0.00074688+0.0028732i,0.00089589+0.0024093i,0.0014246+0.0012638i,0.0001862+0.00015975i,-0.00033791-0.0012204i,0.00019631-0.0017764i,0.0001745-0.00093473i,-0.0002866+0.0003087i,-0.00052706+0.00068154i,0.00021175+0.00073372i,0.00077092+0.00044001i,0.0010279+0.00030669i,0.0010742+0.00031204i,0.00083245+0.00016474i,0.0010865-0.00048369i,0.00063251-0.0003857i,0.00011266-5.9599e-05i
-0.0014991-0.0030884i,-0.0011458-0.0021004i,-0.0004534-0.0007361i,0.00049224+7.408e-05i,0.00024247+0.0010889i,-0.00014305+0.0012505i,-0.00031401+0.0011355i,-4.7681e-05+0.00064429i,-0.0004987-0.00013548i,-5.9996e-05-0.00011845i,0.00077382-0.00017653i,0.00078928-0.00079005i,0.00052587-0.00058351i,0.00055917-0.00019895i,0.0011422-0.00018541i,0.0016851+5.5517e-05i,0.0015925+0.00016095i,0.0012928+0.00017869i,0.00085843+0.0002976i,0.00010063+0.00022331i,-0.00028959+0.00095435i,-0.00041383+0.0012975i,-0.00072718+0.00036469i
0.0001632+0.0033167i,-0.00051412+0.0038858i,-0.00039654+0.0030515i,0.00096128+0.0017537i,0.0015801+0.00068674i,0.0013935-0.00061524i,0.0011253-0.0013483i,0.00074742-0.0011267i,0.0002776-0.00049729i,0.00070579+0.00032859i,0.0009228+0.00070384i,0.0009426+0.00012595i,0.00098294+0.00020719i,0.0012273+8.4833e-06i,0.0011355-0.00078854i,0.00010332-0.00084392i,-0.00056472-0.00088405i,-0.00079183-0.00089912i,-0.00032037-0.00011173i,7.9139e-05+0.00037895i,-0.00022511+0.0005215i,-0.00078771+0.00040646i,-0.00041004+0.00013705i
-0.0021705-0.00072534i,-0.0024831-0.00038139i,-0.0016829+0.00028104i,0.00057857+0.0003362i,0.00081519+0.00029845i,0.000186-2.8677e-05i,0.001328-0.00039677i,0.0019934-0.00082328i,0.0010356-0.00081203i,0.00062083+0.00022573i,2.7584e-05+0.00065312i,-0.0008554-0.00014658i,-0.00010978-0.00051985i,0.00077736-0.0005608i,0.00084784-0.00088891i,0.00034417-0.00076502i,0.00017782-0.00047596i,2.1139e-05+0.00014996i,-0.00015108-2.8117e-05i,-0.00013534-0.00058094i,-0.00034331-0.00012788i,-0.00044298+0.00049329i,-0.00056334+2.9795e-05i
-0.00050619-0.00025292i,-0.001465-0.00080532i,-0.0035014+0.00095124i,-0.0025821+0.0026629i,-0.00045618+0.0026264i,0.0010597+0.00090679i,0.0011569+0.00032192i,0.00033091+0.00034691i,-0.00015258+0.00046149i,-0.00015186+0.00080401i,0.00010146+0.00019132i,0.00032768-0.00043299i,0.00044737-0.0006594i,0.00035299-0.00077683i,0.00087444-0.00035183i,0.0011897+0.00024128i,0.00018259+0.0002258i,-0.00068055+0.00014383i,-0.00034284+0.00010442i,9.4541e-05+0.00016745i,1.9196e-05-3.6035e-05i,-0.00030763+0.00013497i,-0.00038283+0.00075006i
-0.010819-0.0011129i,-0.010301+0.0011788i,-0.0079282+0.0042679i,-0.0027544+0.0045865i,0.0024786+0.0034253i,0.0046652+0.00086339i,0.0038423-0.0013082i,0.00178-0.0021734i,-0.00025242-0.00079796i,0.00043144+0.0012633i,0.0014554+0.0012609i,0.00071828+0.00018256i,0.00082214-0.0014869i,0.0014413-0.0028742i,0.0015501-0.0027988i,0.00078717-0.0018424i,4.6609e-05-0.00033185i,5.0142e-05-1.1731e-06i,2.3965e-05-0.0011009i,-0.00062744-0.0012533i,-0.0017946+0.00065952i,-0.0011095+0.0024991i,0.00025066+0.0018144i
0.01104-0.00057362i,0.010673-0.0040825i,0.008078-0.0078648i,0.0035202-0.0070932i,-0.00046168-0.0048138i,-0.0028214-0.0013327i,-0.0010607+0.0015412i,0.0010752+0.001606i,0.0013822+0.00056132i,0.00076272-0.00077689i,-0.00051988-0.0012578i,-0.0012177+0.00011148i,-0.0012325+0.0013232i,-0.00222+0.0014169i,-0.0029135+0.001562i,-0.00207+0.0010757i,-0.00068131+0.00021048i,1.3906e-05-0.00021284i,8.7035e-05-0.0003476i,0.00028549-0.0001939i,0.00092445-0.00032604i,0.0008469-0.00086018i,0.00038368-0.00053039i
-0.0016796+0.0010457i,-0.00079438+0.00082971i,0.0004771-0.0010013i,0.00012989-0.0026135i,-5.3896e-05-0.0025365i,-0.00045965-0.001888i,-0.00039886-0.00066506i,-0.00038099+2.8181e-05i,-0.00014113-0.00018538i,-4.6572e-05-4.9479e-05i,-0.00082778+2.2114e-05i,-0.0012244+0.00070756i,-0.00096509+0.001016i,-0.00090987+0.00061528i,-0.0012866+0.0008634i,-0.00093995+0.0010045i,-0.0001044+0.00061633i,0.00066658+0.00059239i,0.00094567+0.00044068i,0.0013138-0.00012825i,0.0014169-0.00015048i,0.00056367-0.00013822i,-0.00036615-0.00031698i
0.0024455-0.0044051i,0.00051716-0.0040578i,-0.00102-0.0036349i,-0.00091735-0.002174i,-4.3441e-05-0.00051681i,0.00059809+0.0003058i,0.0006945-0.00064152i,0.00086192-0.0011386i,0.00010937-0.00067437i,-0.00077221-0.00073617i,-0.00074055-0.00027029i,-0.00030076+0.0011422i,5.5324e-06+0.0016414i,-0.00021607+0.0012114i,-0.00066101+0.00098161i,-0.00050348+0.00079551i,-0.00026779+0.00036111i,-0.00035377+0.00070349i,-6.9038e-05+0.00081055i,0.00059034+0.00072022i,0.00049224+0.00077619i,-0.00037807+0.00032674i,-0.00077574-0.0001277i
0.0015133+0.00077183i,0.0019491+0.0006579i,0.0014257-0.0001533i,0.00026079-0.00091913i,-4.9978e-05-0.0012627i,-0.00045959-0.0015999i,-0.00025493-0.0015528i,0.0003239-0.0019168i,0.0010354-0.0015135i,0.001147-0.00057872i,9.5522e-05+0.00043171i,-0.00043589+0.0012491i,-0.00021937+0.0010073i,-0.00069987+0.00027455i,-0.0016118+0.00071316i,-0.0013972+0.00082649i,-0.00021274+9.742e-05i,0.00036274+0.00027554i,0.00036146+0.0007978i,0.00043438+0.00027926i,0.00071186-0.00026473i,0.00066913-0.00016342i,-6.1494e-06+3.3277e-05i
-0.00019582-0.00048402i,9.3464e-05-0.0011217i,0.00049213-0.0008766i,0.00070094-0.00065221i,-0.00012418-0.0011766i,-0.0010968-0.0013092i,-0.0005233-0.0015404i,0.00035263-0.0011636i,0.00051224-0.0004874i,0.00038085-0.00027857i,0.00038905-0.00016333i,-0.00014451-0.00058737i,-0.0012739-0.0012421i,-0.0011762-0.00036287i,-0.0009223+0.00047382i,-0.00081557+3.3512e-06i,-0.00070135-7.0478e-05i,-0.00043858+0.00047742i,0.00012572+0.00119i,0.00039083+0.0015026i,0.00034516+0.0013432i,0.00012737+0.00071715i,-0.00031831-9.79e-05i
0.0013266-0.00086168i,0.00077319-0.0011097i,0.00075077-0.00083846i,0.000236-0.00033309i,-0.00023927-0.00067863i,-0.0003671-0.0006868i,-0.00062076-0.00026815i,-0.00066937-0.0008132i,-0.000158-0.00060317i,-0.00018833+0.00029826i,-0.00021425-0.00021133i,-0.00097181-0.00036794i,-0.00094077-0.00035353i,-0.00070622-0.00021889i,-0.00092744+1.844e-05i,-0.00058581-0.00029309i,-0.00020017-0.00051164i,-0.00014751-0.00035288i,-0.00034059+5.2704e-05i,-2.6373e-05+5.0621e-05i,0.00032672+0.00047749i,0.00014557+0.00072465i,-0.00026496-0.00011931i
0.0029155+0.0012757i,0.0024147+0.00073522i,0.0017094+0.00012707i,0.00084497-0.00035774i,0.00031632-0.0010289i,0.00093957-0.00087967i,0.0011674+0.00035139i,0.00060353+0.00051072i,0.00041089-3.3527e-05i,0.00011101+2.3306e-05i,-0.00010309+0.00019659i,-0.00038982-0.00042722i,-0.00053156-0.00032191i,-0.00076791+0.00058398i,-0.0014603+0.00080545i,-0.0010888+0.00064537i,-0.00055518+0.00085824i,-0.00059551+0.0008074i,-0.00021627+0.00091895i,0.00031673+0.0009913i,0.00069745+0.00064401i,0.00014485+0.00018021i,-4.8803e-05-0.00042408i
0.001119-0.0022777i,0.0010915-0.0031376i,0.0023371-0.0031607i,0.00099771-0.0030032i,-0.00092269-0.0018691i,-0.0016596-0.0005326i,-0.00091362-0.0005043i,0.00051574-0.00075107i,0.00058201-0.00082295i,-0.00031855-0.00087455i,-0.00031492-0.00058982i,-0.00022999-0.00069067i,-0.00073485+1.9434e-05i,-0.0013177+0.0013672i,-0.0010843+0.0017103i,-0.00083723+0.0013985i,-0.00067291+0.00072653i,0.00023648-5.7391e-05i,0.00084414-0.00034662i,0.00059389+2.5589e-05i,0.00012449+0.00013173i,-2.8649e-06-6.1731e-05i,0.00016883-8.2989e-05i
-0.0011728-0.00013102i,-0.00031906+0.0001465i,-0.00031442-8.6109e-05i,-0.00064944+2.7791e-05i,-0.0010317+0.00012271i,3.8356e-05+3.5966e-05i,0.00082162-0.00052936i,-5.801e-05-0.0011203i,-0.00041882-0.00067223i,-0.00010436-0.00049137i,0.00048327-0.00059655i,0.00070058-0.00046829i,0.0003409+0.0007665i,-0.00047894+0.0012379i,-0.00033866+0.00052793i,0.00018301+6.2916e-05i,0.00017252-0.00019764i,0.00023857-0.00022929i,-2.9858e-05+0.00013694i,-0.00065477+0.0010722i,-0.00066258+0.0007155i,0.00013985-0.00094208i,0.0004877-0.0012142i
-0.0010076-0.0015491i,-0.00099584-0.0021484i,-0.00081377-0.0021192i,-0.00039964-0.0017921i,-0.00038813-0.0014436i,-0.00054638-0.00088493i,-0.00072601-0.00043761i,-0.000451-0.00036498i,0.00033584+0.0004842i,-4.6776e-06+0.0013928i,-0.00078924+0.00097415i,-0.0010567+0.00015536i,-0.0011312-0.00041384i,-0.00043658-3.4354e-05i,-0.00015123+0.00031585i,-0.00057703-0.00030081i,-0.00044346-0.00065502i,-0.00014533-0.0008932i,-0.0002708-0.0010745i,0.00052444-8.4398e-05i,0.0010089+0.0010692i,0.00070717+0.00075811i,0.00022517+0.00033408i
0.0033869-0.00068856i,0.0026495-0.00068316i,0.0011071+0.0012995i,0.00041542+0.0011915i,0.00072266-0.0010684i,0.0016041-0.0025112i,0.0011602-0.0020585i,-0.00011639-0.00058456i,7.4617e-05+0.00018881i,0.00081058-3.9869e-06i,0.0006792-0.00022326i,0.00028809-0.00019512i,-0.00022806-0.00054014i,-0.00064987-0.00062124i,-0.00070747-0.000277i,1.5477e-05+0.0001431i,8.7108e-05+0.00077886i,-0.00020672+0.00078528i,-0.00058489+0.00015097i,-0.00067521-0.00032368i,-0.00032266-0.00083019i,0.0002299-0.0003648i,0.00035179-3.9948e-05i
-0.0037965+0.00039915i,-0.0034197-0.00062908i,-0.0021305-0.0013034i,-0.001695-0.0017426i,-0.0019306-0.00099726i,-0.0015789+0.0002473i,-0.00048925+0.00038346i,-0.0001684+4.3927e-05i,-0.00093124+7.8391e-05i,-0.001407+0.00046469i,-0.0001455+0.00061671i,0.00048235+0.000889i,-0.00017439+0.0010408i,-0.00012407+0.00098563i,-0.00032387+0.0008387i,-0.00056188+0.0010481i,-0.00017234+0.00072161i,-0.00043377+0.00043327i,-0.0010998+0.0010323i,-0.0011795+0.0013302i,-0.00050783+0.00057207i,-0.00038726-0.00010043i,-0.00023589+0.000126i
0.0014637-0.0012115i,0.0014851-0.00031793i,0.0012284-0.00021995i,0.00095234+1.9916e-05i,0.00061777+0.00067704i,-5.9911e-05+0.0010227i,3.3926e-05+0.00057919i,0.00018395+0.00032307i,-0.00022041+0.00023343i,-0.00022696+0.00038049i,8.1682e-05+0.00010209i,5.7257e-05-0.00010924i,-0.00057311+0.00013622i,-0.0012936-0.00065284i,-0.0017911-0.00075336i,-0.0014433-0.0001616i,-0.0005516-0.00039979i,-8.2435e-05-0.00038907i,0.00044282-0.00015503i,0.00020157+0.00017604i,-0.00033783+8.1561e-05i,-0.00046163-0.00016782i,-0.00088413+0.00057275i
-0.00040787+0.0016136i,-0.0017131+0.00013613i,-0.0018238-0.00069591i,-0.0011505-0.00018349i,-0.00026587-0.00011926i,0.00047481-0.00068898i,0.0001848-0.00063056i,-0.00016841-0.00013028i,0.00018769+8.4098e-05i,0.00045893+0.00015519i,0.0011433+0.00041158i,0.0014542+0.00027301i,0.0011841-9.3732e-05i,0.0013113+6.0098e-05i,0.0012562-8.1701e-05i,0.00010689-0.00023625i,-0.00055111-0.00099915i,-0.00032215-0.0018378i,-0.00017465-0.0012376i,0.00033904+0.00059366i,0.00074149+0.0014542i,0.00029672+0.0008906i,-0.00043555+6.131e-05i
-0.0010722-0.00021551i,-0.00055942+0.00021339i,-0.00046624+8.8289e-05i,3.5994e-05+0.00043343i,0.0003403+0.0010348i,0.0003327+0.00028978i,0.00017431-0.00075528i,-0.00041818-0.00076999i,-0.00091238-0.00079802i,-0.0010507-0.00054418i,-0.00068515+0.00075874i,-0.0006475+0.0012003i,-0.0010621+0.0010191i,-0.00052617+0.001061i,-0.00024717+0.00099375i,-0.0001144+0.00045332i,0.00011465+1.256e-05i,0.00068802+0.00064663i,0.00059465+0.00087453i,0.00045025+0.00033345i,0.0012893+6.1588e-05i,0.0012145+0.00035245i,0.00019189+0.00042515i
-0.0017976-0.0016663i,-0.0026438-0.0011676i,-0.0016103-6.8717e-05i,0.00030035+0.0003081i,0.00069474-3.029e-05i,0.00065731-0.00070077i,0.00086489-0.00024263i,0.00044439+8.7591e-05i,8.0227e-05-0.00028796i,-0.00022871-0.00060161i,-0.00025465-0.0008145i,-4.5849e-05-5.2062e-05i,-0.00028405+0.00064435i,-0.00014496+0.00034801i,-0.00022633-0.00031637i,-0.00016092-0.00057106i,0.00048197+0.00034645i,9.376e-05+0.001224i,-0.0005298+0.00063007i,-0.00023605-0.00033671i,5.3743e-05-0.00029359i,0.0001793-0.00017544i,0.00039994-0.00066401i
0.0015172-0.0017764i,0.00072149-0.0019439i,-0.00044589-0.0019558i,-0.0011951-0.0008578i,-0.0012352+0.00030344i,-0.00047821+0.00028482i,0.00094014-0.00033473i,0.0015178-0.001069i,0.0010545-0.0013059i,-0.00018879-0.0011149i,-0.0010247-0.00065019i,-0.00066907+0.00010023i,-0.00013023-0.00013921i,-0.00013934-0.00040737i,2.9024e-05-3.5581e-05i,0.00052543+0.0005811i,0.0008439+0.0003446i,0.00035723-7.7121e-06i,-0.00070618+0.00028894i,-0.0002695+0.00088563i,0.00026368+0.00015186i,4.5386e-05-0.00068835i,-0.00015865-0.0005793i
-0.00042353-0.0028104i,-0.0021705-0.002023i,-0.0024437-0.0017174i,-0.0025416-0.0014504i,-0.0028549-0.00082685i,-0.0023117+0.00018403i,-0.001154+0.00071204i,-7.7603e-05+0.00044132i,0.00016656-0.00029246i,-0.00065105-0.00063591i,-0.00054015-0.00034012i,-0.00033051-6.8955e-05i,-0.00089765+0.0003539i,-0.00041832+9.5265e-06i,-0.00029617-7.5132e-06i,-0.00064319+0.00064048i,-0.00014133+0.00069193i,0.00063991+0.00079045i,0.00068015+0.00022988i,-7.4405e-05-0.00015544i,-0.00026842+0.00035829i,0.00019059+0.00069144i,0.00091497+0.00030123i
0.0033242-0.0013275i,0.0018344-0.0020647i,0.00056691-0.0016651i,-0.00027103-0.00092927i,-8.3424e-05-0.00052487i,-1.9308e-05-4.099e-05i,0.00068337-0.00033373i,0.0014714-0.00046125i,0.0015126+0.00011972i,0.0012788+0.00047222i,0.00087467+0.00032714i,0.00051022+6.278e-05i,0.0010451+0.00044705i,0.0013544+0.0010352i,0.00041776+0.00019176i,-0.00019689-0.00053706i,-0.00020535+0.00028717i,-5.8365e-05+0.00054946i,0.00030179+0.00088394i,0.00069818+0.0013001i,0.0011177+0.00081242i,0.0013409+0.00061785i,0.00075151+0.00043836i
-0.0045806+0.00072786i,-0.0043979+0.00066113i,-0.0032631+0.00042826i,-0.0013672+0.00012126i,0.00024826+0.0001179i,0.00074084+0.00021613i,0.00079642+3.2044e-06i,0.00021829-0.00069737i,-0.00088222-0.00077728i,-0.00078143+0.00022083i,0.0007904+0.0011714i,0.0012947+0.0013798i,0.00080396+0.0014236i,0.00028816+0.00098897i,-3.3098e-05+0.00046142i,-0.00027757-1.9257e-05i,-0.00011757-0.00036928i,-0.0001968-5.6529e-05i,-0.0003271+0.00023176i,-0.00053733-4.9061e-06i,-0.00012661-0.00017783i,0.00053177+6.0532e-05i,0.00012257+3.2866e-06i
0.0006743-0.001519i,-0.00063611-0.0002816i,-0.0020125+0.00059056i,-0.0013711+0.00089718i,-0.00032728+0.00063676i,0.0003773-0.00066113i,0.00047977-0.0012453i,0.00053171-0.0012253i,0.00026967-0.00088671i,-0.00013177-0.00044729i,-0.00010472+8.162e-05i,0.00083518+0.00056761i,0.0010228+0.00080825i,-0.00011718+0.00082777i,-0.00030115+0.00031207i,0.00032455+0.00029417i,8.7713e-05+0.00032637i,-0.00022108-0.00023701i,-0.00048695-0.00072913i,-0.00081999-0.00056462i,-0.0006826-0.00030238i,-0.00054048+0.00029374i,0.00020452+0.00045259i
-0.0020559-0.0015839i,-0.0020108-0.0016512i,-0.0025477-0.0015965i,-0.0015161-0.00072409i,-0.00038993+0.00018449i,0.0002438+0.00049295i,0.00079113+0.0011328i,0.00055898+0.00069449i,0.00011538+3.8949e-05i,0.00035654+0.00080692i,0.0011433+0.0010029i,0.0009148-3.5459e-05i,3.2401e-05-0.00063506i,0.00023402-0.00048042i,0.0004417-6.702e-06i,0.00014058+0.00048797i,-2.3931e-06-0.00013875i,3.19e-05-0.00042613i,-0.00031068+0.00029328i,-0.00056202+0.0005114i,-0.00028525+0.00055706i,0.00068374+0.00056903i,0.00099964+0.00016821i
0.0010477-0.00020958i,0.0015485+0.0012847i,0.00062833+0.00039198i,-0.00028763-0.00071165i,-0.00026778-0.00083442i,0.00098857-0.00091414i,0.0018006-0.0010882i,0.0011962-0.0019743i,0.00015657-0.0018984i,-0.00044065-0.0011076i,-0.00019464-0.00022725i,-0.00048325+0.0005486i,-0.00033674+0.00014066i,1.314e-05-7.5457e-05i,-0.00044369+0.00039073i,-0.00054608+0.00065652i,-0.00063733+0.0004049i,-0.00081955-8.2398e-05i,-0.00062587-0.00038447i,-0.00024782+3.9036e-05i,-0.00017255+0.00030811i,-0.00029045+0.0002252i,0.00018609+8.5084e-05i
-0.00049782-0.0018612i,-0.0019511-0.0017076i,-0.002425-0.0010763i,-0.00049222-0.00092523i,0.00058627-0.00039546i,0.00046069+0.00015579i,-8.0318e-05+0.00027764i,-0.00025114-0.00010073i,0.00038008-0.00032803i,4.2488e-05-0.00027355i,-0.00045449-0.00083319i,-0.00049622-0.00059988i,-0.00019049-0.00055192i,0.00016826-0.0009165i,-0.00063477-0.00071523i,-0.0013141+9.5278e-05i,-0.00099808+0.00055857i,-2.6991e-05+0.00025344i,0.00021901-0.00043872i,0.00035201-0.00071212i,0.00018928-0.00043196i,0.0003581-0.00087185i,0.00055664-0.0011311i
0.00049657-0.0022685i,-0.00029238-0.002937i,-0.0012015-0.0023709i,-0.0015115-0.001368i,-0.00086459-0.0004459i,0.00011977+0.00011563i,0.000999-0.00024981i,0.0012189-0.001071i,0.00066967-0.00064083i,0.00048095+0.0003134i,0.00047509-0.00040061i,-0.00019002-0.00084028i,-0.00049348+8.6154e-05i,0.00016609+0.00074506i,0.00023497+0.0010704i,2.5544e-05+0.00086182i,-0.0001915+0.0003539i,-0.00090806+0.00017134i,-0.00029952-8.5209e-06i,5.8174e-05+0.00029387i,-0.00041988+0.00023911i,0.0001636+0.00039153i,0.00066322+0.00022448i
0.0029583-0.0019122i,0.0020592-0.00097824i,0.00034364-0.0010818i,-0.00053261-0.0020485i,-0.00061604-0.0018683i,-0.00098602-0.00079298i,-0.0004264-0.00024652i,0.00024431-0.00021719i,0.00059667-0.00062381i,0.00041986-0.00055576i,-0.00010389-0.00022301i,-0.00057381-0.00018732i,-0.00026266-0.00049612i,-0.00011588-0.00022348i,-2.1753e-05+0.00074344i,-3.6638e-05+0.00053694i,-8.3258e-05+2.6745e-05i,0.00034533-0.00010878i,0.00015436-0.00036519i,-7.1408e-05-0.00061973i,0.00032462-0.00072876i,0.00013937-0.00041191i,-0.00035488-0.00030852i
0.0016908+0.0006216i,0.0007043+9.9805e-05i,0.00042935-0.0004534i,0.00018218-0.00078237i,-0.00020702-0.00089313i,-0.0005277-0.00034129i,-2.6081e-05+0.00042273i,0.00098376+0.00052647i,0.00053377+5.1978e-05i,-0.00048977-3.7236e-06i,-0.00058939+0.00077509i,-0.00016554+0.0013951i,-0.00054511+0.0020021i,-0.00087319+0.00094302i,-0.00098635-0.000251i,-0.00068114-0.00031697i,0.00017844-0.0002364i,0.0010817-1.431e-06i,0.0007126+0.00029578i,-0.00029556-0.00050016i,-0.0002203-0.0016857i,-0.00055678-0.001616i,-0.00084375-0.00030617i
-0.0012351-0.0016045i,-0.0014049-0.0014747i,-0.001699-0.00065533i,-0.0016702+0.0011271i,-0.00089557+0.0010743i,-6.0859e-05+5.5244e-06i,1.2438e-05+0.00016724i,-0.00029008+0.00029059i,-0.00039777-1.2155e-06i,-0.00046361+7.803e-05i,-0.00045666-3.9069e-05i,-0.0004761+7.5765e-05i,-0.0004828+0.00013746i,-0.00075091-0.00044915i,-0.00069761-0.00052539i,-0.00021243+0.00029151i,0.00044745+0.00069055i,0.00032614+0.00097548i,-0.00021368+0.00090094i,0.00026304-0.00021679i,0.0001207-0.0010095i,0.00045682-0.00060056i,0.00074698-0.00045388i
-0.00019052-0.00057994i,-0.00036852-7.6477e-05i,-0.00033592+0.00015399i,-0.00029638+0.00084806i,0.0005644+0.00042342i,0.0018837+4.5801e-05i,0.0016569-0.00033478i,0.00051902-0.0010053i,-0.00042814-0.00021744i,-0.00049445+0.00042595i,0.00025758+0.00035153i,-0.00026367+0.00024716i,-0.00091665-0.00023344i,-0.00058123-0.0011562i,-0.0005102-0.00070199i,-0.00080727-0.00015204i,-0.000366-0.00017026i,-4.3543e-05-7.9817e-05i,-0.00035265-0.00034351i,-0.00064765+0.00015891i,-0.00078935+0.00067566i,-0.00059894+0.00014752i,0.00026777-0.00028852i
0.0035068-0.0013066i,0.0024171-0.001419i,0.0019702-0.0012968i,0.0012063-0.00092332i,0.00090893+5.8416e-05i,0.00054535+0.0012496i,0.00086603+0.001582i,0.0019115+0.00047171i,0.00176-0.00091807i,0.00045383+0.00021739i,-0.00033496+0.0013003i,-0.00040224+0.00075746i,-5.5552e-05+0.00050822i,0.00038993+0.00039662i,-0.00011655+0.00084399i,-0.00073516+0.00095045i,-0.00032639+0.00017802i,0.0002433-0.00028536i,0.00051803-0.00065004i,0.0011987-0.00046926i,0.0013834-0.00021816i,0.00056851-7.1908e-05i,0.00024476-0.00022192i
-0.0029478-7.5768e-05i,-0.0027655+0.00020998i,-0.0015824+0.00087071i,-0.00092486+0.00080602i,-0.00040445+0.00047864i,0.00061019-0.00016402i,0.00095265-0.001157i,0.00057366-0.00057901i,0.00064701+0.00080285i,0.00020058+0.001232i,-0.00026806+0.00086212i,3.7476e-05+0.00024809i,0.00015635+4.9582e-05i,0.00072415+9.6661e-05i,0.00092861+0.00012652i,0.00011541+2.4626e-05i,9.755e-05-0.00099836i,0.0004001-0.001319i,0.00022905-0.00044988i,0.00012739-0.00014391i,0.00015024+3.4562e-06i,-0.00022362+0.00046592i,-0.00048643+7.8572e-05i
0.0018792-0.0021831i,0.0013862-0.0026924i,-7.5856e-05-0.0025539i,-0.00091767-0.0014787i,-0.00083738-0.00095018i,-0.00084978-0.00066277i,0.00025016-0.00060909i,0.00010171-0.00025892i,-0.0010696+7.0887e-05i,-0.00080373-0.0002809i,0.00024798-0.00041239i,0.00060397+0.00014464i,0.00063593+0.0011705i,0.00041076+0.0016228i,-0.0003885+0.0013534i,-0.0014813+0.00058078i,-0.0022282-0.00032005i,-0.0015313-0.00025713i,-0.00030777+0.00013211i,-1.0807e-05+0.00022639i,-3.3691e-05-0.00045367i,-0.00046239-0.001307i,-0.00045268-0.00070252i
0.0013528-0.0001204i,0.0012112-0.00081445i,0.0015942-0.00026816i,0.0012969-0.00045391i,0.00049662-0.0018965i,0.00058026-0.002181i,0.00052013-0.0016014i,0.00090399-0.00073486i,0.0012448-7.1484e-05i,0.0010131+0.00022878i,0.00094933+0.00056564i,0.0011817+0.00080177i,0.00094716+0.00057729i,-0.00030698+0.00032868i,-0.00081056+0.00047404i,-0.0010789+0.00023252i,-0.00051718+5.6038e-05i,0.0002165+0.00019841i,0.00041603+0.00013308i,0.00037784-5.6196e-05i,2.7969e-05+0.00078873i,8.2993e-05+0.00061553i,-0.00015293-2.8189e-05i
-0.00026519+0.0009999i,-0.00098715-0.00028984i,-0.0007025-0.0016749i,-0.00024199-0.0017896i,3.3833e-05-0.0012107i,0.00057434-0.00059406i,0.00069285+0.00071198i,0.00012093+0.00070749i,-0.00040799+0.00053515i,7.4092e-05+0.00029848i,0.00034767-0.00062159i,-0.00025727-0.00052691i,-0.00095634+0.0004393i,-0.0017023+0.00091424i,-0.0016531+0.00055526i,-0.00048034-0.00021819i,8.5834e-05-0.00071503i,0.00021399-0.00062334i,0.00025656-0.00018321i,0.00038116+0.00068791i,0.00032831+0.0010271i,-0.0002811+0.00029878i,-0.00052518+5.47e-05i
-0.00064084-0.0023121i,-0.0006744-0.0016414i,-0.00050133-0.00048977i,-0.00010829+0.00030447i,0.00022682+0.0011001i,0.00058394+0.00060762i,0.00094889-0.00058748i,0.00079319+9.0212e-05i,-0.00023958+0.00077522i,-0.00060541-8.0155e-05i,-0.00039971-0.00057875i,-0.00053084-0.00088281i,-0.00059584-0.00072168i,-0.00075225-0.00040027i,-0.00074201-0.00077694i,-0.00069417-0.00065191i,-0.00012938-0.00043039i,0.00025261-0.00081632i,-0.00035031-0.00016018i,-0.001053+0.00033758i,-0.00079891+8.6149e-05i,0.00082944+0.00032299i,0.00096803+0.00023931i
0.0020542+0.00098563i,0.0017032+0.0014644i,0.0015009+0.0010863i,0.0010901+0.00021254i,0.00084917-0.0010949i,0.00089224-0.0017643i,0.00085177-0.0020266i,0.0013671-0.0017091i,0.0010382-0.00083397i,-0.00025678-0.00059404i,-0.000278-0.00019746i,-0.00011723+2.6731e-05i,-5.922e-05-0.00035231i,0.00060632-0.0010308i,0.00058462-0.0012435i,0.00026452-3.6467e-06i,-0.00027028+0.0015129i,-0.00065247+0.0018331i,-0.00024689+0.00098197i,0.00063256-0.00018648i,0.0010269-0.00012028i,0.0010592+0.00023028i,0.00040112+0.00020132i
-0.0018796-0.00057961i,-0.0011846-0.0017619i,-0.00089897-0.002485i,-0.00042449-0.001352i,-0.00034295+0.00011311i,-0.00026394-2.8079e-05i,9.3929e-05-0.00023628i,0.00068144+4.509e-05i,0.00063083+7.6795e-06i,-0.00024685+0.00033572i,-0.00047012+0.00041591i,-0.00025948-0.00062311i,0.00074217-0.00045575i,0.0010206+0.00055205i,0.00082281+0.00089391i,0.00061353+0.00072694i,0.00010554+0.00043163i,0.00028565+0.00025147i,0.0010449+0.00033381i,0.00069901-0.00027284i,-7.087e-05-0.00069305i,-0.00024966+0.00016297i,-0.0006271-6.2325e-05i
-0.001844-0.0018595i,-0.00092156-0.0016736i,0.00071059-0.0010506i,0.0012217+4.3748e-05i,0.001688+0.00041921i,0.0012155+0.00057541i,-0.00015774+0.00026559i,-0.00011002+0.00015553i,0.00028947+0.00090946i,0.00047924+0.0009849i,0.00029195+0.00015539i,0.00015051+0.00052911i,0.00018459+0.0011495i,-1.328e-05+0.00085381i,0.00061112+0.00028726i,0.00156-0.00033638i,0.00088693-0.00032789i,-0.00033217+0.0003992i,-0.0004659+0.00061122i,-0.00060851+0.0012111i,-0.00079436+0.0010075i,-7.3817e-05-0.000366i,-0.00012501-0.00052753i
