-0.0015639+0.00013624i,-0.0022153+0.00088475i,-0.0021213+0.0011279i,-0.0015404+0.0012148i,-0.00052472+0.00099716i,0.0010204+0.0010222i,0.0012536+0.0013662i,0.00090724+0.0014815i,0.0015549+0.0014317i,0.0020399+0.0017175i,0.0017389+0.00036161i,0.00076896-0.00066089i,0.00015766-0.0002128i,4.3136e-05+8.7231e-05i,-0.0004588-0.00035122i,1.8285e-05-0.00018542i,0.00030113-2.355e-05i,-0.0002623-0.00060818i,-0.00038527-0.00050194i,-0.00069164+0.00030343i,-0.00092497+0.00023372i,-0.00052902-6.9492e-05i,-0.00016772-7.0737e-06i
-0.00015788-0.00060229i,-0.00054191-0.00013623i,-0.0014249+0.00031939i,-0.0018734+0.001893i,-0.001392+0.0020241i,-0.00028119+0.00092724i,0.00046906+0.00065807i,0.00096959+0.0008632i,0.00051626+0.0015678i,-0.00016653+0.0016695i,-4.2393e-05+0.00063122i,4.2701e-05-0.00044393i,-5.3575e-06-0.00088126i,5.1321e-05-0.00088231i,-0.00036115-0.0013129i,-0.00073386-0.00098113i,-0.00016069+3.5254e-05i,-1.1278e-05+0.00056203i,-0.00039244+0.00093467i,-0.00033082+0.0010702i,-0.00035091+0.0010791i,-0.00026117+0.0011235i,-0.00028311+0.00088805i
-0.0024931+0.00047067i,-0.0025606+0.0018981i,-0.0014138+0.003628i,-0.00053874+0.0030886i,0.00013986+0.001987i,0.0014658+0.0014946i,0.0018436+8.9603e-05i,0.00082811-0.00078801i,0.00027651+5.2685e-05i,0.00087996+0.0010198i,0.0013511+0.0011153i,0.0012613+0.0019025i,0.00041804+0.0018068i,-0.00046672+0.00024961i,-0.00054401-0.00044049i,0.00035931-0.00043913i,0.0012058-0.00064961i,0.00074552-0.00089766i,-7.0373e-05-0.00072522i,-0.00028639-9.9948e-05i,-0.00051984+0.00018049i,-0.00046553+0.00060458i,-0.00051844+0.00062198i
-0.0021659-0.00099228i,-0.0030689-0.00073155i,-0.0039097+0.0011014i,-0.0022864+0.0023145i,0.00020927+0.0026541i,0.00091375+0.0013421i,0.00057735-0.0005362i,0.0006499-0.00087574i,0.00088502+0.00024866i,0.00018628+0.00062436i,-0.00012032+0.00038367i,0.00090044+0.00034342i,0.0013735-2.1308e-06i,0.00049009+0.00026385i,0.00019259+0.0010874i,0.00050014+0.0012371i,0.00077305+0.00011651i,0.00064805-0.0010037i,-0.00026578-0.0010263i,-0.00085685-0.0011017i,-0.0006772-0.00074523i,-0.00064594-0.00045422i,-0.00062618-0.00048084i
0.0027257-0.0010251i,0.0023577-0.0015295i,0.0017171-0.0023106i,0.0011651-0.0018678i,0.00027934-0.00089649i,0.00011284+0.00015052i,0.00050469+0.00017144i,0.00025887+0.00013067i,0.00024257+0.00098295i,0.00087085+0.0011198i,0.0011134+0.001225i,0.00054528+0.00096291i,0.00050301+0.00035585i,0.0002028+0.00037165i,-0.00014039+0.00038937i,3.1899e-05+7.6741e-05i,0.00031888+1.1537e-05i,0.0003835-0.00058638i,0.00022777-0.00077077i,-7.681e-05-0.0003394i,-0.0005018+1.3605e-05i,0.00018438+1.6397e-06i,0.00085853+0.00029736i
0.0010854-0.0022163i,0.00029463-0.0014647i,-0.0014191-0.00065662i,-0.0013432+0.00039065i,-0.00026661+0.0013395i,0.00092307+0.0014868i,0.0017775+0.00066377i,0.00091846+8.1049e-05i,0.00030663-0.00011132i,0.00046138+0.00059153i,0.00050536+0.001333i,0.00011212+0.00085829i,0.00022436+5.5331e-05i,0.00031252-0.00067994i,0.00034266-0.00035736i,0.00084098+0.00024153i,0.0015787-0.00029511i,0.0018345-0.00047649i,0.0016591+0.00032419i,0.0013181+0.00033973i,0.00082109+0.00027563i,0.00057449+0.00056956i,0.00047106+0.000657i
0.0015746+0.0015042i,0.0023546+0.0010465i,0.0017801+0.0013307i,0.0013992+0.0011865i,0.0016049+0.00093776i,0.00077249+0.001076i,0.00096207+0.0009872i,0.00158+0.0011929i,0.0015874+0.0012298i,0.0013749+0.00050054i,0.0009283+4.8136e-05i,0.0011666-0.00011139i,0.0010009+0.0003482i,-0.00014371+0.00026373i,-1.1168e-05-0.0010133i,0.00047861-0.00098907i,6.25e-05-0.00013977i,2.3349e-05+0.00031792i,-5.8624e-05+0.00042262i,0.00054832-0.00028577i,0.0010375-6.1763e-05i,0.00050435-0.00035692i,0.0010273-0.00057441i
0.0013088-0.00029052i,0.0010781-0.00055204i,0.0014061-0.001263i,0.0012823-0.00039557i,0.00047266+0.00096678i,0.00076371+0.00076981i,0.00080969+0.00016354i,0.00013158-0.00030782i,0.00035741-3.2574e-05i,0.00095653+0.00099075i,0.00079436+0.001458i,0.00013712+0.00077774i,-0.00030428+0.00033271i,0.00034801+0.00041292i,0.00091146+0.00033028i,0.00040856-0.00026065i,-0.00038808-0.00042023i,-0.00071333+7.0758e-05i,0.00051972+8.4322e-05i,0.00081516-5.2865e-05i,0.00087593-6.447e-05i,0.0013551+0.00014945i,0.00066014+0.00027392i
-0.000847-0.00052719i,-0.000888-0.00040846i,-0.0010906-0.00037758i,-0.00065443-0.00058425i,0.00015667-0.00014539i,0.0010047+0.0009323i,0.0013841+0.0010736i,0.00076247+0.000387i,-0.00017113+0.00054851i,-0.00063088+0.0012002i,-0.00043606+0.0011675i,0.00030665+0.00069081i,0.00053207+0.00017856i,0.00028385+0.00081439i,7.7987e-05+0.0011988i,-0.0004769+8.6555e-05i,-0.00041242-0.0002685i,0.00029139-0.00031887i,0.0012592-0.00035285i,0.0013636+0.00079836i,0.00015079+0.001114i,-0.00040977+0.00026411i,-0.00088404+0.0006058i
-0.0008451-0.00073531i,-0.0010304-0.00062191i,-0.0015799-0.00090958i,-9.0479e-05+0.00012587i,0.0016895+0.0012726i,0.0019708+0.00062728i,0.0009483-0.00037279i,0.00066419-0.00038009i,0.00012172+0.00036263i,-0.00049268+0.0013195i,-0.00013354+0.0015887i,0.00096975+0.0017506i,0.001193+0.0014351i,0.00087157+0.0012355i,0.00093637+0.0011218i,0.00070974+0.00094938i,0.00044532-3.8377e-05i,0.00072981-0.00098689i,0.00060709-0.00070775i,0.00013644-0.00043902i,0.00036769-0.00024328i,0.00014091-0.00036148i,-0.00060335+0.00023414i
-4.8345e-05+9.4793e-05i,-6.5583e-06+0.00030099i,-0.00067044+0.00029067i,-0.00051118+0.00090203i,4.8516e-05+0.00081015i,0.00015684+0.0009321i,0.00024552+0.00052871i,0.0006617+0.00028203i,0.00035541+0.00090431i,0.00057969+0.0016575i,0.0012145+0.0010828i,0.0013147+0.00033759i,0.0012894+0.00028762i,0.00095514+0.00082517i,0.00089427+0.00065555i,0.00070556-0.00015192i,-0.00015356-0.00025811i,-0.00031149-6.4613e-05i,0.00029443+0.00027339i,0.00043654+0.00083866i,0.0011451+0.00062282i,0.0016609-0.00010874i,0.0011046-0.00017234i
-0.00010053+0.00041803i,-0.00026177+0.00095926i,0.0011135+0.0022787i,0.0019439+0.001708i,0.0014932+0.00073422i,0.0013143+0.00040778i,0.0011927+0.00023496i,0.00076287+0.00080791i,0.0010676+0.00070208i,0.0016284+0.00062182i,0.0010675+0.00084066i,0.0005239+0.00074682i,0.00065619-9.5292e-05i,0.00079797-0.0007196i,0.00076929+8.5355e-05i,0.0012538+0.00069552i,0.00071337-0.00015738i,0.00035748-0.00038974i,0.00019281+0.0006329i,-6.618e-05+0.00095127i,9.8555e-05-0.00017507i,0.00057124-0.0014482i,0.00050351-0.0012139i
0.00035932+0.00053315i,-8.1582e-05+0.00085554i,-0.00057744+0.0014837i,7.9775e-05+0.0019277i,0.0016992+0.0013407i,0.0021655+0.00035224i,0.0014726+0.00025952i,0.00086694+0.00012233i,0.00078733+0.00020446i,0.00060223+0.0013558i,0.00078251+0.0020428i,0.0012067+0.0011604i,0.00098436+0.00060972i,0.00018928+0.00052366i,-0.00017846-0.00031976i,-6.8651e-05-0.0010419i,0.00011097-0.00083832i,0.00044894-0.00056609i,0.00070087-0.00034338i,0.00016419-0.00017925i,-0.00051841-0.00052337i,-0.00046926-0.0006091i,-0.00066707-0.00029637i
0.0011457-0.00038926i,0.0015218-0.0010037i,0.0016935-0.002089i,0.0004413-0.0021641i,-0.00028662-0.0017547i,0.0007863-0.0014589i,0.0013057-0.00080914i,0.0010801-0.00079058i,0.00095371-0.00090144i,0.00045647-4.3596e-05i,-0.00021702+0.00046084i,-0.00056965+0.00028974i,-0.0010464+0.00071832i,-0.00118+0.00036916i,-0.00065222-0.00069793i,-0.00029545-0.0010238i,-0.00016605-0.00042914i,7.0526e-05-0.00044594i,0.00041706-0.0010388i,0.00067812-0.00053808i,-2.2699e-05+0.00015661i,-0.00060226+8.0328e-05i,-0.00074795-7.2655e-05i
0.001163-7.3987e-05i,0.00072602+0.0008117i,-7.2718e-05-3.8603e-05i,0.00049455-0.00019847i,0.0016371+0.0015619i,0.0019923+0.0019834i,0.00095239+0.00094046i,-0.00061507-5.2701e-06i,-0.00056927+1.8502e-05i,9.0917e-05+0.00040535i,-0.00040055+0.00091705i,-0.00097374+0.0011391i,-0.00086332+0.00087097i,3.533e-05+0.00060492i,-0.00023487+0.00086225i,-0.00039072+0.0013078i,-0.00018292+0.00085896i,-0.00037117+8.6151e-05i,-0.00051381-0.0004424i,-0.00061982-0.00046672i,0.00029459+0.00019742i,0.0010933+0.00070427i,0.00074834+0.00041732i
-0.0006636+0.00078562i,-0.00039959+0.0017496i,3.5805e-05+0.0013811i,0.00027488+0.001524i,0.001016+0.0016286i,0.00097162+0.00095033i,0.00017814-2.2169e-05i,-0.00014608-2.097e-05i,-0.00023477+0.0007663i,-0.00022023+0.001557i,9.5358e-05+0.0017939i,0.00047786+0.0015629i,0.00049301+0.00078117i,0.0001101+6.4466e-05i,-0.00030715+0.0001366i,-0.00044972+8.3697e-05i,-0.00067585+0.00015845i,-0.0013606-0.00046978i,-0.00063443-0.00099084i,0.00048369+0.00019978i,0.0005171+0.00075325i,0.00013698+0.00035752i,-0.00053447-0.00041497i
-0.0011782+4.4583e-05i,-0.0013433-0.000228i,-0.00073189+0.00073668i,0.0010223+0.0015964i,0.002313+0.0014705i,0.0021096+0.00078652i,0.0011756+0.00014776i,0.00046668+0.00021927i,0.0010143+0.00045649i,0.0014774+0.0010218i,0.0011369+0.0018871i,0.00070959+0.0012926i,0.00097633+0.00023677i,0.0011884+0.00013867i,0.00031659+1.9925e-05i,-0.00030949+0.00057139i,-0.00014768+0.00029473i,0.00013789-0.00076626i,0.00020017-0.00057859i,-2.896e-05-9.8667e-05i,-0.00064546+0.00024669i,-0.00068482+0.00038923i,-0.00012224+0.00050441i
0.0015043+0.00016314i,0.0021964-0.00049454i,0.0029547+0.0001177i,0.0024919+6.7999e-05i,0.00029146-0.00089864i,-0.00057984-0.00099284i,-6.1785e-05-0.00036001i,0.00013983-0.00074373i,-0.00055749-0.00075824i,0.00018866+0.0003374i,0.0013251+0.00023034i,0.0016063-0.00015712i,0.0013508+0.00018946i,0.0005276+0.00035243i,-1.7079e-05-9.7017e-05i,-0.00070279-0.00049562i,-0.00054903-0.00046642i,0.00062787-3.0398e-05i,0.0011443-0.00023847i,0.001174-0.00031323i,0.00098263-0.00019377i,0.0010894-0.00038383i,0.0012481-0.00010166i
-2.0338e-05+0.00041263i,0.0005271+0.0020933i,0.00038224+0.0023119i,0.00046146+0.0016229i,0.00071171+0.0013042i,0.00033995+0.00067824i,0.00096036+0.00038284i,0.0010368+0.00043043i,0.0013229+3.6442e-06i,0.0015536+0.00021148i,0.00056474+0.00091453i,0.00073175+0.00085704i,0.00097556+0.0006052i,-0.00040704+0.00069603i,-0.0012283-4.892e-05i,-0.00084654-0.0009428i,-0.00037122-0.00080741i,-0.00016188-0.00049106i,-0.00060657-0.00012061i,-0.00068298+0.00010871i,0.00062672+0.00075554i,0.00071715+0.0012136i,-4.6284e-05+0.0011621i
-7.1586e-05-0.00038152i,4.1136e-05-0.00042797i,0.000216-0.00015188i,0.00052106+0.00031693i,0.00081003+0.00054289i,0.0004102+0.00020284i,0.00014185+2.1238e-06i,0.00014416+0.00045092i,0.00017541+0.0010003i,0.00025203+0.0010385i,0.00060286+0.00028053i,0.00028751-0.00095361i,0.00029579-0.0012363i,-1.1681e-05-6.4213e-05i,2.1467e-05+0.00074669i,-0.00013514+1.4751e-05i,-0.00010134-0.00074899i,0.00059749-0.00043366i,0.00065548+0.00014653i,0.0001676+4.3729e-05i,0.00014899-0.00035317i,0.00031564-0.00015489i,0.00040189+0.00043943i
-0.00091594+0.0034189i,-0.00015424+0.0035533i,0.0018416+0.0037363i,0.002857+0.0029758i,0.0036078+0.0014172i,0.0028156+0.00080358i,0.001792+0.00065206i,0.00057374+0.00068683i,-0.0001709+0.0009351i,-0.00019088+0.00065716i,-0.00029123+0.0013787i,-2.8507e-06+0.0014787i,0.00067577+2.6131e-05i,0.00052689-0.00032805i,-0.00085107+0.0002205i,-0.00055131-0.00010909i,0.00028534-0.00066858i,5.2333e-05-0.00055647i,0.00014303-0.00038919i,0.00061465-8.6654e-05i,0.00068146-0.00024115i,0.00070062-1.9646e-06i,0.00070695+0.00094636i
-0.00062087+0.00092035i,-0.0011524+0.00083846i,-0.00087175+0.0007692i,3.8625e-05+0.00014192i,-0.00018059+0.00070838i,-0.00061575+0.0008398i,-0.00051235-0.00022481i,0.00017444-0.0006266i,-0.00052953+0.00026837i,-0.0015703+0.0011181i,-0.0015612+0.0014256i,-0.0010945+0.0014423i,-0.00037057+0.00052832i,2.5311e-05-9.8669e-05i,-0.00015259+0.0001942i,0.00024553+0.00061071i,0.00027007+0.00063548i,-9.936e-05+0.00040431i,0.00031391+1.27e-06i,0.00045837+0.00042364i,-7.7125e-06+0.00090709i,0.00015395-6.7186e-07i,0.00038937+0.00032906i
0.0005299+0.00089368i,0.00093368+0.00013096i,0.0011024+9.6936e-05i,0.00089065+0.0003469i,0.00063305+2.086e-05i,0.00083727+8.7732e-05i,0.00050975+0.00034992i,0.00013555-2.6691e-07i,0.00085151-0.00013967i,0.00068684+0.0010842i,-0.00022223+0.0017193i,0.00025868+0.001526i,0.0012823+0.0014726i,0.0012868+0.00032827i,0.0010617-0.00068246i,0.0011529-0.00020921i,0.0012555+0.00041019i,0.0003917+0.00014866i,-0.00025351-0.00014797i,0.00015757+0.0001666i,0.00040588+0.00098335i,-0.00033161+0.0011169i,-0.00076357+0.00037781i
-0.00045889-0.0017143i,-0.00071841-0.00085999i,-0.00098967-0.00067616i,-0.00042195+0.00015917i,-0.00045033+0.00096365i,0.00010785+0.0012643i,0.0012286+0.0011844i,0.00090511+0.000874i,-0.0004447+0.00042289i,-0.00076066+0.00024307i,0.00052804+8.6754e-05i,0.0013062-4.4325e-06i,0.00052995+0.0001665i,0.00021717+0.00028611i,0.00072891+2.0066e-05i,0.0005691+0.00023507i,-0.00021402+9.324e-05i,-0.00033182-0.00028236i,-6.881e-05-0.00019635i,-1.7498e-05-4.6138e-06i,-0.00081803+0.00035423i,-0.0018741+0.0004068i,-0.0010352+0.00017185i
0.0013903+0.00072415i,0.0015702+0.00042949i,0.0013083+1.9963e-05i,0.002207+0.00011404i,0.0025555+0.00025139i,0.0019682-0.00014117i,0.0013296-0.00087629i,0.00038398-0.00054364i,0.00018831+0.00011682i,0.00035862-0.00020419i,0.0011308-0.00044334i,0.0013412-0.00023775i,0.00058438-4.0121e-05i,0.00027464+0.00038933i,-0.00034109+0.00057357i,-0.00084976+0.00026607i,-0.00052809+6.3929e-05i,0.00021525+6.174e-05i,0.0012947+0.00028478i,0.0017874+0.00098481i,0.0011421+0.0011188i,0.00066172+0.00025688i,0.0011154-0.00024291i
-0.0019553-0.0028889i,-0.0016034-0.0020909i,-0.0014544-0.0012655i,-0.0011061-6.9536e-05i,-0.00012775+0.0012465i,0.0008876+0.0015528i,0.0012469+0.00079279i,0.00091517+0.0001443i,0.00056199+0.00040771i,0.00065459+0.00052476i,-8.2494e-05+0.00059985i,-0.00053553+0.0012951i,3.5186e-05+0.0015756i,0.00043959+0.0011572i,0.00023255+0.0015081i,1.1327e-05+0.0014011i,4.7989e-05+0.00057164i,0.00020695-0.00054917i,0.00010873-0.00099951i,-3.7489e-05+7.2767e-05i,0.00011057+0.0011128i,0.00077811+0.00081877i,0.00032982+0.00054393i
0.00018391-0.0019465i,0.00014798-0.0028079i,-0.00015875-0.0021223i,-0.00096638-0.00037944i,-0.00059634+0.00035754i,2.0122e-05+0.00043201i,-3.339e-05-0.00011091i,2.2688e-05-0.00031589i,-0.00016231+0.00041903i,-0.00013692+0.001423i,-0.00014915+0.0022054i,-0.00025003+0.0018266i,0.0005181+0.0011812i,0.00058537+0.00068542i,0.00056466+1.1815e-06i,0.00092003-0.00087898i,0.00048088-0.00089472i,-0.00027714-0.00091235i,-0.0007154-0.0012006i,-0.00044945-0.00074636i,0.00015742-0.00063245i,-6.7317e-05-5.9971e-05i,0.0003816+0.00046417i
-0.0012756+0.00064821i,-0.00080276+0.0006491i,-0.00033784+0.00078497i,0.00029025+0.0011342i,0.00027965+0.0017716i,0.00088716+0.00082329i,0.0014909-0.00059071i,0.0010665-0.00055887i,0.00020945+0.000254i,-0.00011781+0.00061248i,0.0002519+0.0010764i,0.00075809+0.0015934i,0.00074119+0.0016092i,0.0006322+0.00079874i,0.00056925+0.00097438i,0.00040312+0.0011463i,0.00047868+0.00016675i,0.00012426+0.00030613i,-1.1396e-05+0.0011818i,0.00021872+0.00093164i,0.00014563+0.00031087i,0.00010798+0.00012637i,-4.6514e-05-0.00040851i
-0.00043587-0.0012684i,0.00040363-0.0011997i,0.00074785-0.00092509i,0.00041613-0.00052581i,0.00044149-0.00057041i,0.0010335+0.00045822i,0.00089151+0.00078897i,-0.00025781-0.00013883i,-0.00085861-0.00049604i,-0.0010291+6.5736e-05i,-0.00058324+0.00027763i,0.00050625+0.0010787i,0.00076739+0.0015521i,0.00025268+0.0010613i,3.6553e-05+0.00029533i,0.00022559+0.00024144i,-0.00023408+0.0006873i,-0.00092591+0.0002517i,-0.00096861-0.00044879i,-0.0010319-0.00038532i,-0.00044719+0.00015709i,-4.2644e-05-0.00017658i,-4.5994e-06-0.00053363i
-0.0015435+0.00022898i,-0.00085922+0.00039585i,-0.00034323+0.0018747i,-0.00022314+0.0024233i,0.00074931+0.0019453i,0.0013224+0.0010346i,0.00050099-1.4621e-05i,-0.00045847+0.00010058i,-0.00068784+0.0003649i,-2.3757e-05-3.945e-05i,0.0011141-7.0437e-05i,0.0018885-8.652e-05i,0.0015331-0.0003873i,0.001005+0.0001706i,0.00063068+0.00026555i,0.00011368-0.0007742i,-0.00023955-0.0018492i,1.3964e-05-0.0014174i,0.00069926-0.00039702i,0.00056788-0.00022997i,-0.00017629-0.00011098i,-0.00082637+0.00012543i,-0.00045151+0.00027722i
-0.0024586+0.00040258i,-0.0021489+0.0011439i,-0.0029941+0.00026123i,-0.0021068+0.00099951i,-5.799e-05+0.0020332i,0.0016613+0.001018i,0.0020429+0.00039586i,0.00093014+0.00045343i,-7.8741e-05+0.00069312i,-0.00049481+0.0017486i,-0.00041212+0.0019543i,-0.00046743+0.0011515i,-0.00012179+0.00059821i,0.00080431+0.00046729i,0.00085543+0.0005851i,0.0001495+3.6055e-05i,-0.00017171-0.00087818i,0.0001676-0.0010676i,0.00051413-0.0011233i,0.00047762-0.00015269i,3.6659e-05+0.00025125i,-0.00068373-0.00035785i,-0.00094328-0.0001772i
0.00060353+0.00080832i,0.00023378+0.00047086i,0.00028185+0.00039156i,0.00046238-0.00027209i,0.00015711+0.00036425i,6.4261e-05+0.0013664i,0.00070374+0.00032749i,0.00052009-0.00041711i,-0.00010607-0.00013083i,-0.00034706+0.0003426i,-0.0010787+0.00029667i,-0.0009893-0.00015788i,7.2276e-05+0.00047022i,-6.7072e-06+0.00050782i,-1.1992e-05+4.0146e-05i,5.6754e-05-0.00030422i,-7.3965e-05-0.00042195i,-9.1571e-05-0.00068291i,-0.00011075-0.0006329i,-0.0002154-0.00037139i,-0.00070246-0.00023483i,-0.00075242+0.00028659i,-0.00074552+0.00078227i
0.00095713+9.1043e-05i,0.0014405+0.00022352i,0.0017042-4.5347e-05i,0.0022456+0.00091343i,0.0023417+0.0012515i,0.001517+0.00029222i,0.00047534+8.3329e-05i,-0.00019855-7.335e-05i,-0.00047504+0.0004809i,-0.0005964+0.00067308i,-0.00091473+0.0008012i,-0.00049012+0.0012455i,0.0004897+0.00060763i,0.00085747-0.00026163i,0.00042169-0.00051541i,5.3318e-05+0.00014612i,-0.00025977+0.00011586i,-4.6509e-05-0.0012241i,9.6932e-05-0.0013535i,1.1679e-05-0.00019827i,-6.9055e-05+0.00012572i,-0.00075232+7.2877e-05i,-0.00080901-0.00017681i
0.00031424+0.00092437i,0.00050913-0.00016758i,0.00014186-0.00020465i,-0.0003746-0.00045148i,0.00040396+0.00011697i,0.00093261+0.00033823i,0.00049664+0.00058306i,0.00014402+0.00021286i,0.00033508-0.00027522i,0.00056833-0.00046571i,0.0010179-0.0003074i,0.0010925+9.1292e-05i,0.00086086+0.00038325i,0.0011407+0.0013187i,0.00075758+0.0014845i,-5.7615e-05+0.00044313i,0.00027385-0.00049581i,0.0012939-0.0006814i,0.0012889-0.0012953i,0.00076537-0.0013385i,0.00031122-0.00016868i,0.00049565+0.0002835i,0.00070003-0.00016333i
0.00028356+0.00039532i,0.00079524+0.00021496i,0.0011333+0.00065573i,0.0011148+0.0011066i,0.0018643+0.00080352i,0.0026556+0.00013099i,0.0018024+0.00034419i,0.00058529+0.00027973i,-0.00028176+0.00040977i,4.2696e-05+0.00065466i,0.0009236+0.0003109i,0.00080422-0.00042155i,-0.00014246-0.00075556i,-0.00025012-0.0011996i,-0.00017667-0.0013971i,6.1587e-05-0.00082668i,-0.00020238-0.00082626i,4.9203e-06-0.00043447i,0.00085964+0.00038616i,0.00061081-0.00029389i,0.00042224-0.0014004i,0.00048861-0.00096952i,4.1752e-05-0.000257i
-0.0024689+0.0012819i,-0.0019833+0.0023864i,-0.0011429+0.004225i,-5.771e-05+0.0041781i,0.0011772+0.0022621i,0.0020391+0.00021749i,0.0018457-0.0006303i,0.0010147-0.00045527i,2.5257e-05+0.00024706i,-0.00029927+0.00085519i,0.00041137+0.00080344i,0.0012044-4.6291e-05i,0.0011316-0.00042204i,0.00025279+6.6355e-05i,-0.00034465+0.00021266i,-0.00074449-0.00013379i,-0.000221-0.00042795i,0.00047672-0.00038707i,-9.8426e-05-0.00017378i,-0.00033516-0.00010886i,-0.00042232-2.8174e-05i,-0.00029341-0.0003367i,0.000507-0.00093754i
-0.00047968+0.0020816i,-0.00013251+0.0008653i,0.00029238-9.7959e-05i,0.00079603+0.00044481i,0.001036+0.0015426i,0.00074812-0.00011179i,0.00037564-0.0020611i,0.00038126-0.0024621i,-0.00024636-0.0019399i,-0.00088693+0.00051347i,-0.00047004+0.0020066i,-0.00017752+0.00091044i,-0.00013532+0.00083888i,5.1102e-05+0.0015407i,0.0005138+0.0007358i,0.00059865-0.00065329i,0.00010047-0.00060943i,7.3536e-05-0.00023022i,-0.00029137+0.00017707i,-0.00074735+0.00086007i,-0.00096791+0.00065343i,-0.00078206-0.00026987i,-0.0008044-0.00034939i
0.00091774+0.0013965i,0.0029405+0.0020029i,0.0038717+0.0025401i,0.0033964+0.0020634i,0.0037932+0.0012602i,0.002673-0.00017192i,0.00022532-0.0020179i,-0.0015777-0.001974i,-0.0025496+0.0001444i,-0.0023394+0.0016532i,-0.0016207+0.0017382i,-0.0014094+0.0024609i,-0.0013174+0.0028186i,-0.00065922+0.00093325i,-6.1357e-05-0.0010294i,-0.00013403-0.0013919i,-0.00015385-0.00049798i,0.00021919+0.00030614i,0.00050732+0.00070914i,0.00071899+0.00025213i,0.00071171-0.00020206i,0.00028448-0.00050216i,0.00023943-0.00067247i
0.00091212+0.00014141i,-0.00078776+0.00029164i,-0.0017543-0.00052022i,-0.0019323-0.00032193i,-0.0017304+0.00076628i,-0.0009913+0.0025144i,0.00070948+0.0030058i,0.0020014+0.0021646i,0.0030631+0.0017184i,0.0038722+0.0013506i,0.0039156+0.00040165i,0.0035062-0.00056702i,0.0019133-0.00044917i,0.00039462+0.00011828i,4.1965e-05-7.1193e-05i,0.00024315-0.00057995i,0.00026139-0.0012333i,0.00011211-0.0010161i,0.00011965-0.00060476i,-0.00032142-0.00073848i,-0.00024564-0.00083675i,-0.00050914-0.0008612i,-0.00063097-0.00019864i
-0.00054814-0.00014315i,-8.0786e-05-8.6872e-05i,0.00072579+0.00067845i,0.00090616+0.00095925i,0.00095437+0.00042513i,0.0016778+0.00053381i,0.001585+0.00072143i,0.0010142+0.00029514i,0.0011047+0.00070133i,0.00085002+0.0012085i,0.0013215+0.0010883i,0.0012647+0.00019929i,0.0007286-0.00031838i,0.000204+2.9931e-05i,-0.00037808-0.00023475i,-0.00022628-6.5629e-05i,-7.1556e-05+4.3424e-05i,0.00010527+5.3688e-05i,2.1645e-05-0.00014152i,6.8955e-05-0.00026459i,0.00010885+0.00020076i,-0.00010745+0.00049582i,-0.00031689+0.00031868i
-0.002594-0.00071386i,-0.0014793+4.5621e-05i,-0.0012317+0.00080658i,-0.0022106+0.0012591i,-0.0017503+0.0016201i,0.00024234+0.0017395i,0.0012173+0.0014053i,0.00053806+0.00084537i,0.00031519+0.00066929i,0.00059553+0.00081849i,0.00080048+0.00042478i,0.00046221-0.00055871i,-6.8258e-05-0.00079169i,-0.00046418+7.695e-05i,-0.00075234+0.0006346i,-0.00067628+0.00039714i,-0.00032112-0.00033266i,-7.3719e-05-0.00024133i,-0.00079239+7.0053e-05i,-0.00048327+0.00051961i,-0.00010802+0.0012221i,-0.00043129+0.00065308i,0.00039644+0.00056302i
0.0001315+0.0014932i,0.00041578+0.0017161i,0.00081614+0.0019001i,0.00095065+0.0024517i,0.00088764+0.0021463i,0.0012882+0.00073962i,0.00078938+0.00066364i,0.00065104+0.00049937i,0.0011275+0.00015764i,0.00013597+0.0011465i,-0.0011805+0.0012859i,-0.0010365+0.00024242i,-0.00038007-0.00029866i,-1.9323e-05-0.00025311i,-8.5145e-06+0.00045785i,0.00025757+0.00064124i,0.00039681+4.0672e-05i,0.00034113-7.7522e-05i,7.0145e-05+0.00054293i,2.1656e-05+0.00081005i,0.00023691+0.00017949i,0.00025593+0.00049143i,0.00030385+0.0011546i
-0.00099138+0.0017381i,-0.00045378+0.0010358i,-5.3199e-05+4.2509e-05i,0.001109-0.00010223i,0.0018462+0.00081243i,0.0011953+0.00085572i,0.00064577+0.00060705i,-3.0913e-05+0.00095761i,9.885e-05+0.0014638i,0.00087324+0.0015371i,0.0009675+0.0014115i,9.0655e-05+0.0015372i,-0.0012222+0.00077371i,-0.0010822-0.00047827i,-0.00022493-0.00044916i,0.00030783+0.00010934i,0.00045346-3.2288e-05i,0.0005324-7.3498e-08i,0.0011875-0.00016872i,0.00065859-6.4943e-05i,-0.00061239+0.00076825i,-0.0010971+0.0011754i,-0.0013874+0.00095655i
-0.0016521-0.0014283i,-0.0026606-0.00067906i,-0.002786+0.00054075i,-0.0025735+0.0018393i,-0.0013213+0.0021299i,0.0006834+0.0021305i,0.0011588+0.0016961i,0.00090907+0.00097534i,0.00032672+0.0013493i,0.0004801+0.0021493i,0.0017447+0.0024499i,0.0018546+0.0027533i,0.0012423+0.0025182i,0.00073209+0.0012331i,0.0008903+0.00021236i,0.0012192-0.00011002i,0.00099501-0.0004993i,0.00023495-0.001094i,-0.00065327-0.00064729i,-4.7085e-05-9.1264e-05i,0.00025198+0.00049621i,-0.00022205+0.00052517i,-0.00029201+0.00055666i
