-0.0015639+0.00013624i,-0.0022153+0.00088475i,-0.0021213+0.0011279i,-0.0015404+0.0012148i,-0.00052472+0.00099716i,0.0010204+0.0010222i,0.0012536+0.0013662i,0.00090724+0.0014815i,0.0015549+0.0014317i,0.0020399+0.0017175i,0.0017389+0.00036161i,0.00076896-0.00066089i,0.00015766-0.0002128i,4.3136e-05+8.7231e-05i,-0.0004588-0.00035122i,1.8285e-05-0.00018542i,0.00030113-2.355e-05i,-0.0002623-0.00060818i,-0.00038527-0.00050194i,-0.00069164+0.00030343i,-0.00092497+0.00023372i,-0.00052902-6.9492e-05i,-0.00016772-7.0737e-06i
-0.00091591-0.00018334i,-0.00040826-0.00022921i,0.00032451-0.0012285i,0.00067042-0.00044924i,0.00074475+0.0014944i,0.00098206+0.0010783i,0.0016603+5.8087e-05i,0.0016306-0.00026612i,0.00076325+0.00031901i,0.00055845+0.0010403i,0.0014496+0.0013856i,0.0020591+0.0012942i,0.0021325+0.00077255i,0.0016659+0.00063848i,0.00080218+0.00048632i,0.0001067+0.00023997i,-0.00017465+0.0011129i,-0.00024167+0.00099076i,0.00017492+1.8929e-05i,0.00036533-0.00029987i,0.0002062-7.2555e-05i,0.00056969+0.00029179i,0.00082772+3.3014e-05i
-0.00071627+0.001029i,-0.0014483+0.00078849i,-0.0019176+0.0020191i,-0.00060072+0.0036038i,0.00087754+0.0035309i,0.0020691+0.0017502i,0.0024272+0.00078395i,0.0016283+0.00087951i,0.00022566+0.00035538i,-9.4794e-05-0.00012121i,0.00049361-0.00040423i,0.00094164-0.0011663i,0.0012906-0.00085642i,0.00097091+9.9675e-06i,0.00036782-0.00025227i,4.7419e-05-0.000442i,-0.00085112-0.00041728i,-0.00072385-0.00094888i,0.00077811-0.00053054i,0.0013141+0.00019709i,0.0001473+0.00041713i,-0.00099213+9.4407e-05i,-0.0011103+0.00031067i
-0.00050151-0.003044i,-0.00063281-0.0022666i,-0.00075415-0.0024848i,-0.001764-0.0013708i,-0.00083531-8.7563e-05i,0.00078228-0.00037254i,0.0014519-0.0002489i,0.0013484+0.00025419i,0.00010715+6.0257e-05i,-0.00044159-0.00015104i,-0.0011311+0.00019405i,-0.0017575+0.00047304i,-0.001866-0.0005541i,-0.0012842-0.00035484i,-0.00091258+0.0008948i,-0.00079631+0.00047481i,-0.00032762-0.00043139i,0.00050798-0.0005844i,0.00072919-0.00088191i,0.00013245-0.00029126i,-0.00072568+0.00087691i,-0.00089541+0.00085233i,-0.00016687+0.00025656i
0.00029463-0.0018903i,0.00018289-0.0013767i,0.00055922-0.00053858i,0.00044066+0.00019677i,0.00091183+0.00047471i,0.0011352+0.0006698i,0.00049441+0.0013412i,0.00017985+0.0016153i,0.00032595+0.0014569i,-0.00017066+0.0014008i,-0.0013443+0.0016048i,-0.0015021+0.0012059i,-0.00090549+0.00091855i,-0.00040011+0.0013418i,0.00050073+0.00079081i,0.00074988+0.00049344i,0.00025245-5.8579e-05i,-2.7329e-05-0.00079597i,-2.3614e-05-0.00085983i,8.7438e-05-0.00081614i,0.0005082-0.00017777i,0.00027271+0.00048293i,-0.00033381+0.0010044i
-0.001757-0.0011376i,-0.0018571-0.00074051i,-0.0015617+0.00021173i,-0.0025199+0.00042098i,-0.0022312+0.00056882i,-0.00058147+0.00090718i,0.00075488+0.00034319i,0.0010157+0.00068307i,0.00061527+0.0016087i,0.00072556+0.0021075i,0.00026183+0.0026486i,-0.00019085+0.0032375i,0.00014272+0.0026859i,0.00026296+0.0012161i,0.00010429+0.00023786i,0.0003305-0.0002258i,0.0006435-0.00065816i,0.0010388-0.00069657i,0.00045453-0.00063038i,-6.3605e-06-0.00047063i,-0.00014394+0.00020739i,0.00030137+0.00073416i,0.000588+0.00063921i
-0.00044088-0.00086204i,-0.00027596-0.00076053i,0.00029933-0.00076448i,0.00071707+0.00018805i,0.00091311+0.0016128i,0.00070713+0.0019121i,0.0010862+0.00080658i,0.0015321-0.00033948i,0.0019794-0.00039379i,0.0021952+0.00062351i,0.0022369+0.001664i,0.0015034+0.0015875i,0.00070479+0.001321i,0.00093606+0.0010266i,0.00069371-7.0668e-05i,-0.00010614-0.00091362i,0.00015395-0.00053985i,0.00068638+0.00010372i,0.00081763-2.5493e-05i,0.00081406-0.00028899i,0.00062386-0.00025121i,0.00089876-0.00029055i,0.00081524-0.00043502i
0.00059941+0.00013257i,0.0002064+0.00077023i,1.4872e-05+0.00066497i,0.00073579+0.0014255i,0.00062742+0.0021213i,0.0010447+0.0019164i,0.0015991+0.0014268i,0.00057974+0.00098863i,0.00030724+0.0012247i,0.0009983+0.0012536i,0.0014716+0.0012338i,0.001666+0.00047142i,0.0016029-0.00040814i,0.00084971-0.00025525i,0.00044631-0.00024174i,0.00045652-0.00045947i,0.0005185-0.00010373i,0.00070655+0.00012269i,0.00041378+0.00052908i,0.00010386+0.00081289i,-3.3372e-05+8.1975e-05i,0.00038853-0.00036644i,0.00078026-0.00055802i
0.0029053+0.0011746i,0.0012333+0.0014888i,0.0013331+0.0010731i,0.0017741-0.00028006i,0.00041476-0.00058236i,-0.00037507+0.0007942i,8.4962e-05+0.0012056i,0.00023925+0.0006184i,-0.00014-0.00021051i,-0.00035872-0.00098242i,0.00033531-0.0011742i,0.00035711-0.0015448i,-0.00072399-0.0019427i,-0.0013519-0.00080425i,-0.0014179+0.00013083i,-0.00087008-0.00043018i,-2.3652e-05-0.00054442i,0.00035142-8.9761e-05i,0.00065912-4.8608e-06i,-0.00017152+0.00011384i,-0.001423-0.00012241i,-0.0011668-4.4359e-05i,-0.00023727+0.00046182i
0.00055956-0.0005569i,0.00044846-0.00035763i,0.0004324-0.00044373i,0.00021903-0.00054142i,0.00035612-0.00042664i,0.0011734+0.00016821i,0.0012152+0.00047782i,0.00084644+0.00085841i,0.00011168+0.001002i,-0.00081717+0.00051471i,-0.0012951+6.6694e-05i,-0.0014031-0.00017671i,-0.00083463+0.00041794i,-0.00025673+0.00020944i,0.00038605+0.00016208i,0.00052486+0.00063234i,-0.00065674+0.00020817i,-0.00077468+0.00019809i,8.8986e-05+0.00032424i,0.00085087+0.00021487i,0.00096174+0.00032732i,0.00079473-0.00025809i,0.00024806-0.00017999i
0.0003833-0.00021446i,0.00095569-0.00053168i,-1.2376e-06-0.00053981i,0.00015345+0.00010293i,0.00087959+0.0014462i,0.00088126+0.001415i,0.00097147+0.0001734i,0.00041228-0.00033375i,0.0001027+0.0011568i,0.00020677+0.0031255i,-0.00093713+0.0032538i,-0.0019221+0.0023198i,-0.00082677+0.0015564i,-0.00024816+0.0011485i,-3.8887e-05+0.0007369i,0.00080639+0.00041857i,0.00063874-7.9512e-06i,0.00010502-0.0010299i,0.00047685-0.0014387i,0.00076304-0.0012924i,0.00063424-0.00093945i,0.00040023-0.00015034i,0.0002123+0.00095795i
0.0029432+0.00015701i,0.0026197-0.00026081i,0.0035428-0.0014481i,0.0033655-0.0024917i,0.002689-0.0026904i,0.0014965-0.0017968i,0.00050512+1.8217e-05i,0.00073826+0.00090658i,0.00084961+0.001117i,0.00059071+0.0016052i,0.00027217+0.0018823i,0.00038816+0.0014052i,0.0010922+0.0011282i,0.00089483+0.00046908i,-0.00017572-0.00059363i,-0.00034222-0.0011079i,0.00011822-0.00030963i,0.0002567+0.0004247i,0.00038358+0.00061009i,-7.2799e-06+0.00083368i,-0.0002993+0.00081202i,0.00032657+0.0006033i,0.00033019-0.00017545i
-0.00053563+0.001032i,-4.6371e-05+0.0012655i,0.00184+0.0032444i,0.0027914+0.0035006i,0.0026756+0.0020896i,0.0022824+0.0014405i,0.0023531+0.0013058i,0.0016649+0.0017367i,0.00084884+0.0024465i,0.0014463+0.0017978i,0.0028503+0.00040688i,0.0031727+0.00044132i,0.0019031+0.00012867i,0.0006238-0.00072385i,-0.00012579-0.0004835i,-6.4e-05-0.00044232i,-0.00034636-0.00069744i,-0.00072441-0.00050255i,-0.00016267-0.00030378i,0.00059304-3.2366e-05i,0.00069444-6.1106e-06i,0.00077803+0.00014311i,0.0011344+0.00036364i
0.0017198-0.00014253i,0.0010324-0.00067397i,0.00070811-0.0010888i,-0.00083284-0.00099023i,-0.0019686+3.2818e-05i,-0.00078782+0.00088099i,-0.00011794+0.001149i,-0.00047147+0.0010707i,-0.00045742+0.00063761i,-0.00018566+6.4672e-05i,0.00066569-0.00083398i,0.0009032-0.0015623i,-0.00021975-0.0017704i,-0.00087772-0.00081566i,-0.0014531+0.00012622i,-0.00092051-0.00033568i,0.00016549-0.0008837i,0.00027777-0.0004346i,0.00019823+0.00014564i,0.00028214+0.00018269i,6.3271e-06-0.00030399i,0.00045727-0.00017778i,0.00063976+0.00024776i
-0.0002957-0.00025832i,0.00040543+0.00040325i,0.0014831+0.00058715i,0.0018578+0.00063512i,0.0017418+0.0015237i,0.0016849+0.0014464i,0.0017599+4.8248e-05i,0.00098522-0.0011264i,0.00030677-0.0008284i,6.0119e-05-0.00037712i,-0.00020067-0.00094231i,0.00025406-0.0012798i,0.00090362-0.00074744i,0.00036774-0.00049134i,-0.00048862-0.00016635i,-0.0004672+0.00044689i,-0.00015948-9.0307e-05i,0.00049389-0.00015539i,0.00060914+0.00028687i,0.00061785+0.00061422i,0.00038545+0.00093798i,0.0001315+0.00075456i,0.00030469+0.00043187i
-0.0019847-0.00049589i,-0.002601-0.0011988i,-0.0025706+0.00055244i,-0.0013097+0.0017397i,0.00043336+0.001389i,0.00093823+0.0013946i,0.001372+0.0012353i,0.00098669+0.00083079i,0.00052953+0.00094862i,0.00013951+0.0013166i,-0.00076961+0.0019408i,-0.0013031+0.0020041i,-0.0005995+0.002258i,0.0010143+0.0021447i,0.0021916+0.00079579i,0.0021181-0.00052418i,0.0012378-0.00083121i,0.00074134-0.00043491i,0.00055638-0.00019007i,0.00068541-7.7432e-05i,0.00089528+7.1101e-06i,0.0005978+0.00027886i,1.2057e-05+0.00032159i
0.00028544-0.00040347i,0.00072894-0.00050097i,0.0017532+4.1342e-05i,0.0019616+0.0003314i,0.0020381-0.00038174i,0.0020012-0.00014447i,0.00098194+0.00011563i,0.0012094+0.00015852i,0.0016652+0.0011419i,0.0011102+0.0018694i,0.00068019+0.0019013i,0.001122+0.0017007i,0.0018694+0.0016819i,0.0018666+0.001596i,0.0016463+0.00058588i,0.00056297-0.0002759i,0.00018033-0.00056049i,0.00048029-0.00053578i,0.0001512+4.7235e-05i,-0.00031937+0.00023559i,0.00036991+0.0001848i,0.00092403-0.0001127i,8.9567e-05-0.00048704i
0.0011382+0.0010077i,0.0019587+0.00077738i,0.0025964+0.00063214i,0.0021652+0.0011272i,0.0013136+0.0013441i,0.00060728+0.001551i,0.00042489+0.0017279i,0.00022735+0.0010701i,0.00073594+0.0015438i,0.0011171+0.0021706i,0.0016247+0.0017074i,0.0030625+0.0013856i,0.0027875+0.0011182i,0.0011852+0.00056566i,0.00081314-0.00014334i,0.00060064-0.00039003i,0.0007919-0.00093758i,0.00076944-0.0015903i,-0.00011501-0.0014028i,-0.00051516-0.00071435i,4.5302e-05+9.0994e-06i,4.6789e-05+0.00050686i,-0.00043832+0.00062358i
0.0016919-0.0018968i,0.0012051-0.0013894i,0.00082507-0.002363i,0.00059387-0.0015532i,3.671e-05+0.00024394i,0.00019461+0.000748i,0.00018952+0.00064829i,0.00018498+0.00044803i,0.0011364-0.00019489i,0.0014831-0.00039424i,0.0014571-0.000435i,0.0014116-0.00084898i,5.3143e-05-0.0010406i,-0.0015163-0.00080799i,-0.0012917-5.8838e-05i,-0.00083284+0.00011937i,-0.00055077+0.00021467i,-0.0004804-1.8214e-05i,-3.8735e-05-0.00036957i,0.00069436-8.5432e-06i,0.00072087+8.0361e-05i,0.0002587-0.00038623i,0.00065456-0.00020147i
-0.0023824+9.2695e-05i,-0.0019841+0.0013287i,-0.0019352+0.0023622i,-0.00036804+0.0031429i,0.0011347+0.0039207i,0.0020133+0.0034094i,0.0016331+0.001838i,0.00079077+0.001024i,-0.00041734+0.0012253i,-0.00087531+0.00066468i,-0.00055109-3.6533e-05i,-0.0011246-0.00025622i,-0.0014584-0.00059536i,-0.00048809-0.00017911i,-0.00016016+0.00033342i,-0.00097413+0.00023519i,-0.00047539-0.00012456i,0.0010961-0.00068592i,0.0013942-0.00062097i,0.00076334-0.00034091i,2.8262e-05+9.21e-05i,0.00030639+0.00066023i,0.00044678+0.00077744i
0.0020352+0.0010866i,0.0015019+0.0012716i,0.0016851+0.00046719i,0.0017471-0.00052256i,0.00052543-0.00076863i,-0.00070807-0.00019671i,8.5714e-06+0.00044981i,0.00047889+0.00034519i,-0.00029754+0.00090353i,-0.00098555+0.00081664i,-0.0014937+8.3595e-05i,-0.0019674+0.00012008i,-0.0016015+0.0011377i,-0.0011065+0.0018796i,-0.00015784+0.00086799i,0.000508-0.00011993i,-6.2056e-05-0.00071252i,-3.6657e-05-0.0012279i,0.00010669-0.00046676i,-0.00027083+4.9033e-05i,0.00029396-0.00025387i,0.00051161-8.6462e-05i,-0.00023366+0.00027858i
-0.00082067+0.0012291i,-0.0010011+0.0012855i,0.00030244+0.0021551i,0.0014486+0.0026407i,0.0013457+0.0022933i,0.00025023+0.001101i,-0.00089661+8.9564e-05i,-0.00037234+0.00029821i,0.00036885+0.00077891i,0.0003746+0.0013976i,0.00020993+0.0024418i,-5.3738e-05+0.0025225i,0.00053478+0.0010124i,0.00099399+2.043e-06i,0.00087887-0.00073686i,0.00067191-0.001109i,2.5516e-05-0.00053565i,-0.00018947-7.8134e-05i,-0.00016774-0.00035628i,-0.00024549+2.1012e-05i,-9.5511e-06+0.00022962i,0.00042729-0.00032786i,-8.0473e-05-0.000337i
-0.00011195-0.00073859i,0.00092446-0.00063395i,0.0010049-0.00093721i,0.0012828-0.0013732i,0.0020564-0.0006921i,0.0024105-0.00033658i,0.0022176+2.0186e-05i,0.00063204+0.00077257i,-0.00053169+0.00083926i,0.00038102+0.0012107i,0.0016569+0.0016782i,0.0022977+0.0012267i,0.0020498+0.00065044i,0.001852-0.00032781i,0.0015645-0.00076035i,0.0010607-0.00074634i,0.00057144-0.0010782i,-3.0342e-05-0.0015516i,0.00015391-0.0012156i,0.00013362-0.0006632i,0.00025357-0.00057228i,0.00055881-0.00042681i,0.00027844-3.8209e-06i
-0.00010815+0.0024257i,-0.00014042+0.0019586i,-0.00068116+0.0016038i,-0.00057761+0.0015747i,0.00020136+0.0015552i,0.00078329+0.0014199i,0.00018083+0.00080039i,-9.5114e-05+2.308e-05i,0.00066545-0.00013602i,0.0017504+0.00089828i,0.0026179+0.0012714i,0.0026657+0.00052043i,0.0018045-0.00029526i,0.00063309-0.00015912i,-0.0002902-0.0003682i,-0.00049509-0.00077197i,-0.00034569-0.00031629i,-0.00033229-0.00065651i,-0.00021478-0.00066378i,-0.00075359+0.00080438i,-0.00060031+0.0014285i,0.00015596+0.0005633i,0.00021314-0.00048039i
-0.00057254+0.001352i,0.00069655+0.00097808i,0.0016542+0.00097592i,0.0013538+0.0017125i,0.0014704+0.0014598i,0.0019418+0.00063043i,0.0020246+0.00068459i,0.0015898+0.00043918i,0.00093979+0.00024069i,0.00043871-0.00032328i,0.00077908-0.0008562i,0.0010232-0.00084509i,0.00023815-0.00070303i,-0.00072045+0.00054446i,-0.00074306+0.001531i,0.00019407+0.00042676i,0.0003313-0.00040147i,0.00018301-0.00080041i,0.00067565-0.00044602i,0.00065101+0.00031968i,-0.00018341+3.4938e-05i,-0.00018229-0.00025469i,9.7876e-05-2.1858e-05i
0.00065947-0.0019899i,0.00019498-0.0013637i,0.00054914-0.0015328i,0.00036609-0.0024255i,9.0404e-05-0.0016083i,-8.346e-05+0.00011391i,2.0006e-05+0.0004702i,0.00033624-9.3867e-05i,-0.00018609-0.00021562i,-0.00098764+2.8822e-05i,-0.0014696+0.00037414i,-0.0019885+2.1365e-05i,-0.0019937-0.00057836i,-0.0015437+0.00033304i,-0.00084923+0.0011226i,0.00038978+0.00064881i,0.00084704-1.5895e-05i,0.00089113-0.00021604i,0.0014358-0.00050571i,0.0014908-0.00071936i,0.00062563-0.0006297i,0.00033296-0.00040802i,-0.00034004+0.00061962i
-0.0016507-5.6824e-05i,-0.00078759-0.00075097i,0.00040202-0.00036435i,0.00027603+0.0016384i,0.00062175+0.0025498i,0.001776+0.002378i,0.0019631+0.0024449i,0.0011334+0.0013243i,0.00026266+1.3835e-05i,-0.00058716+2.7647e-05i,-0.0013058+0.00017627i,-0.0011025+0.00030124i,-0.00040645+0.00096876i,0.00022026+0.00092536i,0.00064057+0.00078367i,0.00055553+0.00079112i,0.00020167+0.00013226i,-0.00030219-4.9146e-05i,-0.00040558+0.00017235i,0.00018231+0.00043613i,0.00078313+0.0011708i,0.00033382+0.00081239i,0.00017549+0.00029336i
-0.0021829-0.0016878i,-0.0019947-0.00045733i,-0.0032464+3.1377e-06i,-0.0026976+0.00016444i,-0.00038507+0.0014768i,0.0020694+0.0017833i,0.0026762+0.00058894i,0.0018911-0.00018724i,0.0012098+0.0001336i,0.00077597+0.0018962i,0.00096121+0.0035816i,0.0013652+0.0037951i,0.0017284+0.0022971i,0.0015246+0.00034036i,0.00056515-0.00020722i,0.00012998-0.00015752i,0.00047516-0.00036606i,0.00037205+5.0143e-05i,0.00061731+0.00061438i,0.00059141+0.0012882i,0.00031361+0.00079646i,0.00060952+0.00037615i,9.8714e-05+0.00032844i
0.00077839-0.0013783i,0.0010215-0.00077757i,0.00052607-0.00063517i,0.00015779+7.5073e-05i,-0.000175+0.000725i,0.0004929+0.00081841i,0.00084306+0.00061642i,0.00043844-0.00010029i,0.00041805+0.00044804i,0.00076028+0.0011926i,0.0016548+0.00038051i,0.0023696-0.00010635i,0.0016999-0.00044071i,0.00029017-0.00073072i,-0.00022052-0.00057537i,-1.3099e-05-0.0010575i,-8.2698e-05-0.00094016i,-1.0171e-05-0.00023839i,-1.8095e-05-0.00017739i,6.6886e-05-1.5037e-05i,7.6713e-05+1.3577e-05i,-0.00035804-0.00014853i,-0.00038326+0.00049294i
-0.00038059+0.00097704i,-6.5787e-07+0.0002577i,0.00076661+0.00058191i,0.0014948+0.00041254i,0.0017346-0.00039333i,0.0010379-0.00018191i,0.00085825+0.00037582i,0.000412+0.0011048i,0.00012114+0.0011775i,0.0014998+0.00090327i,0.0028522+0.00065398i,0.0028261+0.00013762i,0.0015844-0.00054713i,-5.4002e-05-0.00028507i,-0.0011708-0.00028248i,-0.00098809-0.00057322i,-0.00010102-0.00059982i,0.00051557-0.00094714i,0.00024794-0.0010291i,0.0002609-0.00090403i,-0.00015055-4.5717e-05i,-0.00058159+0.00047311i,-0.00038506+0.00049916i
-0.0023053+0.00068852i,-0.0020891-0.00022107i,-0.0020532+0.00082156i,-0.0014743+0.0020617i,0.000422+0.0024657i,0.0011702+0.0017612i,0.0010577+0.00065768i,0.00063347+0.00057203i,-0.00050874+0.00033798i,-0.0010859-0.00040748i,-0.00057009-0.00083775i,-0.000779-0.00060015i,-0.0014192+0.00053356i,-0.00082279+0.0011867i,0.00028722+0.00022635i,0.0011289-0.00086563i,0.0010861-0.0009709i,0.00038678-0.00030003i,0.00013399-0.00021574i,-8.9083e-05-0.00038146i,0.00012134+0.00052118i,0.00048187+0.0010618i,0.00033697+0.0013952i
0.0017117+0.00035719i,0.0015951-0.00081043i,0.00059497-0.0013871i,-0.00034843-0.00046512i,0.0010623+0.0010122i,0.0024951+0.0015502i,0.0021066+0.0011154i,0.0010431+0.00060087i,-0.00011356+0.00054661i,-0.0006348-2.6008e-05i,-0.00065499-0.00022287i,-0.001266+0.00044877i,-0.0014429+0.0015033i,-0.00015698+0.0015056i,0.00018386+0.00073973i,-9.1581e-05+0.00026859i,-4.6071e-05+5.2511e-05i,0.0003487-8.5069e-05i,0.00077522+9.1322e-05i,0.0014333+0.00053211i,0.0011121+0.00071531i,-2.8643e-05+0.0003574i,-0.0010576-0.00020523i
0.0013935+0.0020085i,0.00084528+0.0019569i,0.0019899+0.0014339i,0.0019186-1.467e-05i,0.00064716-0.0007591i,-0.0001547-0.00087022i,-0.00045922-0.00052803i,-0.0001683-0.00049468i,0.00060222+0.00014994i,0.00027987+0.0018582i,-0.00031123+0.0032342i,0.00020556+0.0029196i,0.0012569+0.0017131i,0.0010921+0.00076235i,0.00088483+0.00026428i,0.001421+0.00010121i,0.0010093-0.00017872i,0.00076998-0.0005088i,7.3178e-05-0.00070928i,-0.00092202-0.0012275i,-0.00071122-0.00095487i,-0.000488-6.0696e-05i,-0.0002814-0.00014761i
-0.0010151+0.0005227i,-0.0010145+0.00061768i,-0.0017396+0.0022918i,-0.0010182+0.0033369i,0.00046984+0.0019825i,0.0009518+0.0011048i,0.00030882+0.00059469i,-0.00014894+0.00044611i,0.00031776+0.00060848i,0.00071064+0.0021937i,0.001547+0.0030611i,0.0024134+0.0019221i,0.0020112+0.0011219i,0.0018933+0.00079408i,0.0012638+0.00030049i,0.00017796+0.0001478i,0.00024097+0.00016167i,0.00096289-0.00052409i,0.00071241-0.00037661i,0.000208+0.00011736i,0.00048367-6.5867e-05i,0.00051557+0.00024601i,4.0792e-05+0.00038833i
-3.7437e-05-0.00071744i,0.00036765-0.00077204i,0.00061578-0.00052276i,0.00058941-0.00030009i,0.00054336-4.3073e-05i,0.0016457+0.0005967i,0.0020763+0.00093227i,0.0012692+0.00083545i,0.00044297+0.0011064i,0.0011004+0.0012443i,0.002429+0.0004934i,0.0026208-0.00018445i,0.0011101-0.00087901i,-0.00011775-0.0011451i,-0.00025307-0.00037916i,-0.00041594-0.00041413i,-0.00038323-0.0010239i,0.00015039-0.0007282i,-0.00035887+5.4816e-05i,-0.00067786+5.3875e-05i,0.00028746-0.00056468i,0.00070442+2.9871e-05i,0.00060959+0.00083359i
-0.00086804+0.00055806i,-0.00067735+0.0013775i,-0.0010799+0.0020076i,-0.00061207+0.0018827i,0.00093745+0.0018335i,0.0014257+0.0018278i,0.0012075+0.00066372i,0.0011722+0.00015579i,0.0012859+0.00047961i,0.0010267+0.00050554i,0.0010622-0.00026372i,0.00087551-0.0012725i,0.0011208-0.0013774i,0.0012447-0.00023951i,0.0001825+0.0008573i,-0.00078419+0.0003764i,-0.00028544-2.4836e-05i,-0.00010141+0.00058776i,-0.00075575+0.00075255i,-0.00062408+0.00094553i,0.00060172+0.00068204i,0.0013535+0.00072272i,0.0015341+0.00082433i
-0.0019819-3.7453e-05i,-0.0019841+0.0012922i,-0.00064689+0.0031469i,0.00047735+0.0036063i,0.00068254+0.0025655i,0.0012901+0.00091507i,0.0017834+0.00059163i,0.0015938+0.00068195i,-7.0903e-05+7.3189e-05i,-0.0014445+0.0002297i,-0.0014894+0.00057091i,-0.001474+0.00020385i,-0.0011882+0.00026715i,-0.00047409+0.00032402i,-0.00026255-6.3505e-05i,-0.00069613+0.00044678i,-0.00048829+0.0011143i,0.00018289+0.00088594i,0.00044126+0.00072323i,0.00032985-4.1867e-05i,0.0006342-0.00028117i,0.0007044+0.00034227i,0.00047159+0.00088394i
-0.00069084-0.00032395i,-0.00050185-0.0010167i,-0.0015764-0.00067987i,-0.0019264-0.00019871i,-0.0011603+0.00034322i,-0.00066148+0.00075691i,8.9895e-07+0.0010759i,0.00052953+0.00067126i,-1.0038e-05+0.00060881i,-0.0011692+0.0016787i,-0.0016863+0.0023952i,-0.00086566+0.0023427i,-0.00020539+0.0019823i,0.00039454+0.0012622i,0.0009282+0.00068227i,0.00026612+0.00064087i,0.00043171+0.00077229i,0.0012455+0.00051744i,0.00067387-0.0005875i,6.9148e-05-0.00016096i,-9.5976e-05+0.00092159i,0.00058067+0.0003228i,0.00061479-6.0228e-05i
0.0023747+0.0022481i,0.0034845+0.0013244i,0.0035584+0.0013874i,0.0029474+0.0016586i,0.0026612+0.0015292i,0.0023022+0.0013497i,0.0015038+0.001045i,-0.00021038+0.00094862i,-0.00070138+0.00095912i,0.00031052+0.0018528i,0.0006501+0.002829i,0.00069894+0.002283i,0.0014491+0.0016234i,0.0016459+0.00063013i,0.0011893-0.00032104i,0.00091319-0.00087507i,0.00056637-0.0016129i,0.00014082-0.00135i,0.00010439-0.00056048i,-0.00015846+7.8923e-05i,-3.5325e-05+0.00064171i,0.00014717+0.00094018i,0.00023644+0.00069305i
-0.00043082-0.00073434i,-0.0018793+0.00040787i,-0.0034958+0.00011016i,-0.0032967-0.00010373i,-0.0013456+0.00042283i,3.7546e-06+0.0013745i,0.00048658+0.001053i,0.00040737+0.00089384i,0.00014269+0.0015775i,0.00060922+0.0013974i,0.001753+0.0010525i,0.0023042+0.0010637i,0.00171+0.00037603i,0.00051276-0.00060724i,0.00016014-0.00095405i,0.00049259-0.00095915i,0.00066107-0.00098291i,0.00054152-0.000795i,9.1486e-06-0.0011016i,-0.00022558-0.00093824i,0.00011417-9.0211e-05i,6.31e-05-1.0524e-05i,-0.00020576-2.8881e-06i
0.00053406-0.00035468i,0.0011473-0.0011422i,0.0018035-0.00063887i,0.00097018-0.00015236i,0.001147+0.00018118i,0.0017652+0.00053138i,0.00087479+0.00015234i,0.00073412-0.00044655i,0.0017546+6.1656e-05i,0.0022557+0.0015205i,0.0014758+0.001182i,0.00053482-0.00041763i,-9.8583e-05-0.00088779i,-0.0003274-0.00074946i,0.00048224+4.5566e-05i,0.0013348+0.0002289i,0.0006399-0.00031373i,6.4584e-05-0.00033785i,-0.00028914+0.00018715i,-0.0003004+0.00042183i,-0.00028719+0.00056568i,-0.00015767+0.00072305i,0.00049113+0.00070974i
-0.00045409+0.00022325i,-0.0010101+0.00082563i,-0.00051841+0.0019285i,0.00028931+0.0024321i,0.001556+0.0024958i,0.0024987+0.0020667i,0.001236+0.0012201i,0.00035176+0.00024922i,0.00068473-8.1483e-05i,0.00084423-0.00015879i,5.4399e-06+0.00016263i,-0.0017482+6.7715e-06i,-0.001942+0.00040349i,-0.00077998+0.0012297i,0.00020133+0.0014016i,0.00082166+0.0009571i,0.00075077+0.00045245i,0.00067314+0.00010655i,0.0005469+0.00033989i,0.00012684+0.00059167i,-0.00038063-0.00026053i,-0.00026646-0.0013638i,-0.00040591-0.0014492i
-0.00028657+0.0011882i,0.00010127+0.0012452i,0.00087578+0.0017377i,0.0011821+0.0018573i,0.001059+0.002443i,0.00078898+0.001684i,0.001094+0.00082207i,0.0011793+0.0011909i,-0.00014296+0.001519i,-0.00098069+0.0011933i,-0.00066703+0.00068377i,-0.00089264+0.00032744i,-0.00033969-0.00012545i,0.0013588+0.00048425i,0.0012344+0.0011189i,0.00030019+0.00098598i,0.0002709+0.00082475i,0.0006619+0.00051127i,0.0012279+0.00017247i,0.0016249+0.00035919i,0.0019378+0.00067961i,0.0012301+0.0005074i,-0.00039251+0.00013356i
-0.0015731-0.00098339i,-0.0013722-0.00065148i,-0.0021382-0.00019432i,-0.0022776+0.00027469i,-0.0012109+0.0014561i,0.00041752+0.0016187i,0.00073932+0.00079148i,-6.277e-05+1.1386e-05i,-0.00066397-0.00078344i,-0.00044422+7.6069e-05i,-8.9428e-05+0.0017863i,0.00061806+0.0022463i,0.0011584+0.001869i,0.00075367+0.0011628i,-0.00019427+0.00049346i,0.00020262+0.00038853i,0.00074569-5.3593e-05i,0.00095687-0.00059659i,0.00090194-6.2988e-05i,0.00025295+0.00012364i,-6.8969e-05+0.0001049i,-0.00011576+0.00022886i,-0.00042185+6.8779e-05i
