-0.0024395+0.00087668i,-0.0014717+0.00031765i,-0.0026499+0.00070052i,-0.0025561+0.0010787i,-0.001327+0.0022685i,-0.0009828+0.0026055i,-0.00072899+0.0020181i,0.00015264+0.0018185i,0.00095658+0.0015101i,0.0010061+0.00080015i,0.00059454-0.0004414i,0.00057207-0.0004666i,0.00077362-0.00021256i,0.00081255-0.0003804i,0.00026872+0.00013941i,-0.00014514+2.4002e-05i,-0.00025921-0.0010816i,0.00071984-0.0011045i,0.0007741-0.00050329i,0.00015905-0.00019559i,8.9679e-05-5.3854e-05i,0.00017881+0.00022566i,0.00012796+0.00030069i
-1.5104e-05+0.0018864i,9.3017e-05+0.0018265i,0.00037694+0.0019726i,0.0007868+0.0023979i,0.00051211+0.0022984i,-0.00079167+0.0015618i,-0.0013332+0.00031574i,-0.0011685+0.00016226i,-0.0011822+0.00094369i,-0.00048202+0.001033i,0.00073614+0.00018033i,0.0012687-0.00098114i,0.00076631-0.001267i,0.00046764-0.0010121i,0.00050554-0.0011267i,-0.00025964-0.00091307i,-0.00074306-0.0010021i,-0.00025414-0.00065113i,0.00089498+0.00010589i,0.00081235+0.00039918i,-0.00021052-3.0729e-05i,7.0393e-05-0.00027136i,0.0010928-0.00020434i
-0.00041294+0.00070043i,0.00067709+0.00032046i,0.00061777+0.00088042i,-0.0010955+0.0015257i,-0.0012662+0.0011168i,-8.6113e-05-0.00016919i,-2.5759e-06-0.00049325i,-0.00030256+3.4509e-05i,-0.0002193+0.00053665i,-0.00054405+0.00037226i,-0.00058035+0.00036518i,-0.00032974+0.00022269i,0.00031465-5.5942e-05i,0.00075772+6.8544e-05i,0.00089696+0.00013494i,2.8802e-05-0.00059053i,-0.00059515-0.00067298i,-3.1219e-05-0.00020228i,0.00014295-0.00014484i,9.2989e-05-0.00038768i,0.00012005+6.6688e-05i,-0.00054665-4.8225e-05i,-0.00096691-0.0001759i
0.0013876+0.0011025i,0.0012556+0.00072259i,0.0021635+0.00019408i,0.0023327-0.00098594i,0.0014285-0.001495i,-0.00031418-0.0015704i,-0.00052192-0.00094025i,0.00029929-0.00021773i,0.00068948-0.00037916i,0.00080459-0.00057434i,0.00069147-0.00086954i,0.00037155-0.00012319i,0.0001138+0.00094582i,0.00026916+0.001329i,0.00023439+0.0009228i,8.2862e-05+0.00017055i,0.00023305+0.00010607i,0.00039814+3.2581e-05i,-0.00014189-0.00034992i,-0.00034177-0.00076711i,-8.0787e-06-0.00058411i,5.084e-05-1.3927e-05i,0.00024931-0.00040085i
0.0034079+0.001328i,0.0022437+0.0012924i,0.0017189-0.0004451i,0.0017543-0.0019862i,0.0014139-0.002199i,0.00030814-0.0011391i,-0.0011329-0.00018146i,-0.0010501+2.9949e-06i,-0.00078007-5.7919e-05i,-0.00067614-0.00045097i,-2.5103e-05-0.0010379i,0.00084052-0.00018836i,0.00043089+0.00075957i,-0.00070125+0.00058141i,-0.0015378-3.9349e-05i,-0.0005791-0.00082645i,7.3808e-05-0.00064478i,-0.0010521-0.00035126i,-0.0010727-0.00045046i,-0.00025323-0.00014515i,-0.00014007-9.8279e-05i,-0.0002295-0.00018906i,-0.00024275+6.9623e-05i
0.00054731+7.4846e-05i,0.00095537+0.0002518i,0.0012491-0.00010591i,0.0012177-0.00046721i,0.00025509-0.00054791i,0.00033572-0.00078803i,0.00064461-0.00057224i,-0.00083198-0.00011913i,-0.0010285+4.0561e-05i,-0.00017939-7.954e-05i,0.00033636+0.00022297i,0.00050902+0.00016658i,0.00024387-0.00041997i,-0.00025176-0.00028063i,0.00017631-0.00063243i,0.00086923-0.0013625i,0.00036056-0.0013659i,-0.00086025-0.00097722i,-0.0003132+2.4474e-05i,0.00024576+0.00038762i,-0.00027626+0.00014677i,0.0001056+0.00051528i,0.00040017+0.00035439i
0.0011132+0.0018122i,0.00068096+0.0010102i,0.00034445+0.0012321i,-4.1019e-06+0.0014781i,-0.00029433+0.00044188i,-0.00080873-0.00059597i,-0.0012772-5.038e-05i,-0.001304-0.00011106i,-0.00021372-0.001019i,0.00039309-0.00087779i,0.00077638-0.00061641i,0.00089863-0.00118i,9.5304e-05-0.0011838i,-0.0002756-0.0005066i,0.00042665-8.0981e-05i,7.8759e-05+0.00010012i,-0.00085719-0.00016255i,-0.00083819-0.00013653i,-0.0003111-0.00048351i,0.00053288-0.00081284i,7.5792e-05-0.00017153i,-0.00070489-2.5007e-05i,-0.0003401+8.806e-05i
0.0035776-0.0018268i,0.0037272-0.0015558i,0.0032294-0.0026637i,0.0019886-0.0033772i,0.00011967-0.0024813i,-0.0011773-0.0011234i,-0.00053209-0.00065769i,2.5704e-05-0.00017737i,3.1873e-05+0.00013539i,0.00010085-3.6114e-05i,-0.00013934-0.00052282i,-0.00057555-0.00089582i,-0.00087622-0.00073481i,-0.00089212+0.00056033i,-0.0004749+0.00063847i,-0.00013893+0.00049042i,0.0002551+0.00037649i,0.0010339-0.00017859i,0.0011187-0.00058722i,0.00035835-0.0010761i,-0.00023834-0.00069067i,-0.00043719+0.00040814i,-0.00051022+0.00025337i
0.0012418+0.0030989i,0.0023068+0.0021453i,0.0029401+0.0011034i,0.001861+0.00081334i,0.00070733+0.00052969i,-0.00064521+2.4092e-05i,-0.0012416+0.00016255i,0.00013573+0.00097145i,0.000957+0.0014927i,0.00090815+0.001019i,0.00034247-0.00021245i,-0.00037429-0.0007364i,2.1149e-05+2.8202e-05i,0.00021645+0.00058196i,-0.00026571+0.00049019i,-0.00059705+0.00022409i,-0.00070017+0.00038008i,-0.00058256+0.00021535i,-1.6061e-05-0.00072065i,0.00052853-0.0010856i,7.5849e-05-0.00075513i,-0.00074685+8.0455e-05i,-0.0010805+0.00038715i
-0.0024073+0.0012452i,-0.0013918+0.00094173i,-0.00036543+0.00075144i,0.00021182+0.0015446i,0.00068489+0.00094553i,0.0012763-0.00049561i,0.00034701-0.00012825i,-0.00075754+7.1535e-05i,-3.836e-05+0.00033927i,0.00023773+0.0009634i,-5.3707e-07+0.00033954i,0.0004086+5.0851e-05i,0.00028045+0.00016727i,0.00026329+7.658e-05i,0.00066815-0.00029957i,0.00029379-0.00090505i,-0.00036554-0.00051333i,-0.00032885-0.0001179i,-0.00047451-0.00030768i,-0.0009161+0.00020681i,1.3381e-06+0.00079466i,7.7458e-05+0.0014286i,-0.00046735+0.0004353i
0.00096173-0.00076883i,0.00017956-0.00077376i,0.0011673-0.00044748i,0.0016088+0.00015496i,0.00031489+0.00022284i,-0.00065788-0.00067996i,-0.0007209-0.0015114i,-0.00061314-0.0011518i,-0.00081176+0.00011536i,-0.00047228+0.00019915i,-0.00050051+7.4588e-06i,-0.00046654-0.00080774i,-0.00042358-0.0014415i,-0.0010908-0.001157i,-0.00043986-0.00093256i,0.00034583-0.00044184i,0.00032646-0.00052485i,0.00057186-0.00087168i,-0.00026507-0.00088036i,-0.0012538-0.00032026i,-0.00060362+0.00017885i,0.0006505+4.0582e-05i,0.00052728-0.00023621i
0.0020041+0.00078588i,0.001781+0.00051232i,0.0018187+8.2004e-05i,0.00092963-0.00093976i,0.00036409-0.0020004i,-0.00018388-0.00063202i,7.4497e-06+0.00030026i,-6.3236e-05-0.00059288i,-0.00015632-0.00047706i,0.00023644+1.5968e-05i,0.00050953+0.00080154i,0.00034984+0.0011102i,-0.00047584+0.00059154i,-0.0012523+0.00017465i,-0.00096734+0.00017828i,-0.00083801-0.00015624i,-0.0009327-1.2343e-05i,-0.0001857+0.00015373i,0.00025888+3.426e-05i,0.00034816-0.00011736i,0.00017542-0.00044163i,-0.00052919-0.00016421i,-0.00022016+0.00032074i
-0.00069073+0.00065421i,-0.00082715+0.0014976i,0.0003849+0.0017759i,0.0004149+0.0017771i,0.00036519+0.0015031i,-6.2825e-05+5.275e-05i,-0.00051515-0.00057042i,-0.00078863-0.0007518i,-0.0011754-0.0010054i,-0.00057076-0.00031618i,-1.8632e-05+0.00016589i,0.00053732+0.00046953i,0.00089801+0.00094541i,0.000513+0.00051695i,0.00035871+0.00014094i,0.00036532+7.3498e-05i,3.3264e-05-0.00031021i,0.00055988-0.00044089i,0.0011697-0.0003686i,0.00049312-0.00056126i,0.00022666-0.00042592i,0.00012551+0.00068008i,-0.00058957+0.0008404i
0.0014508+0.0001101i,0.00064346+2.2325e-07i,0.0016833-0.00032983i,0.0013564-0.00034798i,-4.2806e-05-0.00065977i,-0.00016503-0.00036279i,8.4199e-05+0.00049224i,-0.0010794+0.00096137i,-0.001482+0.00058783i,-0.00067584+0.00065689i,-0.0003462+0.00069368i,-0.00044727+0.00018231i,-0.00035311-0.0002472i,0.00020727-0.0003844i,0.00010756-0.00044175i,-0.00017644-0.0003283i,0.00048014-0.00061996i,0.00056527-0.00019803i,-0.00051916+0.00099649i,-0.0013664+0.0016933i,-0.001491+0.0014805i,-0.0012774+0.00060927i,-0.00052468+0.00023733i
-0.00042052-0.00053664i,-0.00078209+9.0895e-05i,-0.00080596+0.00070416i,-0.0012866+0.0010098i,-0.0014661+0.00096275i,-0.00092121+0.0011449i,-0.00036909+0.0010457i,-0.00068534+0.001048i,-0.00086092+0.00048949i,-0.00046186+7.5568e-05i,-7.7401e-06-2.2021e-06i,0.0002924+0.00017818i,0.00043718-0.00010396i,0.00058119+0.00012111i,7.3907e-05+0.00010297i,-0.0006204-1.0437e-06i,-0.00043345-2.8734e-05i,0.00081783-0.00027287i,0.00091603-0.00040486i,0.00059331-0.00042592i,0.00047492+5.7513e-05i,-0.00028111+0.00030461i,-0.00067482+2.5674e-05i
0.0002304-0.00041494i,0.0012539-0.00022945i,0.0015316-0.00067166i,0.00090119-0.0013269i,0.00038604-0.0015234i,-4.3312e-05-0.0015943i,-0.00069295-0.0010153i,-0.0014317-0.0011461i,-0.0011248-0.0013964i,-0.0003091-0.00075156i,-0.00016584+0.00040166i,-0.00011801+0.00048869i,-0.00044235-0.00031444i,-1.1638e-05-0.00022011i,0.00045597+0.00019505i,0.00033936-0.0005402i,0.00045446-0.00072969i,0.00034462-0.00041898i,-0.00025568-0.00027202i,-0.00049856+0.00021784i,-0.00027933+0.00027083i,6.3612e-05+0.00049956i,-0.0004045+0.00049417i
0.0017614-0.00049549i,0.0025835-0.00044583i,0.002376+0.00023572i,0.0017033+0.00021437i,0.00021816-0.00050604i,-0.00093941-9.6697e-05i,-0.0010411-0.00011476i,-0.00044366-0.0007197i,-0.00029231-0.00013285i,-0.00026857+0.00035414i,-0.0001357+0.00034938i,-0.00058089+0.00040858i,-0.0012238+0.0007094i,-0.00039347+0.00024019i,-0.00018512+8.0811e-05i,-0.00017753+8.4211e-05i,0.00022037-0.00038175i,-5.2309e-05-0.00028104i,-0.0006171-0.0001449i,-0.0015336+0.00018304i,-0.0017063+0.00055555i,-0.0013113+0.00044957i,-0.0010074-0.00019517i
0.00048251-0.00061998i,0.00011917-0.0004269i,-0.00026043-0.00086231i,-6.3937e-05-0.00071544i,-0.00084328-0.00061442i,-0.0015375+0.00029524i,-0.001463+0.00039742i,-0.0011055-0.00036084i,-0.00043729-0.0001064i,9.7801e-06+0.00086872i,0.00031767+0.0011629i,-0.0003475+0.0010143i,-0.0012386+0.0004195i,-0.00088899-8.0541e-05i,-0.00036899-0.00035793i,-0.00041097-0.0009363i,-0.001006-0.00083355i,-0.0008635-5.9208e-05i,-0.00019943-3.5631e-05i,0.0002-0.0002423i,-0.0002489+0.00030414i,-0.00087383+5.9895e-05i,-0.00089-0.00037191i
-0.0001672-0.0005436i,0.00017491-0.00084809i,1.744e-05-0.00044999i,-0.00020531+0.00056473i,0.00038047+0.00021532i,0.00075361-0.00052324i,0.0011297-0.00060708i,0.00049256-0.00019758i,-0.00058338+0.00026438i,-0.00065803-0.00037788i,-0.0004545-0.00048455i,-0.0003563+0.00015294i,5.0231e-05+0.0008163i,0.00028228+0.00060849i,-0.00051216-5.0585e-05i,-0.0012278-0.00018201i,-0.00082212-0.00066952i,-0.00025628-0.00028453i,5.5101e-05+0.00056651i,0.00026984+0.00087336i,0.00034777+0.00034562i,0.00016203-0.00029686i,0.00020167-0.00050987i
0.001192+0.00023765i,0.00246+0.00032898i,0.0020483+0.0001773i,0.00016341-4.4771e-05i,-0.00091142-0.00091072i,-0.00065142-0.0020927i,-0.00044831-0.0014494i,-0.0010128-0.00044332i,-0.0016026-0.00028055i,-0.0011352-0.00019619i,0.00022575-9.8351e-06i,0.00050993+7.7434e-05i,9.5156e-05+7.8522e-05i,-0.00011008-0.00030871i,5.2227e-05-0.00043196i,6.1774e-05-6.0829e-05i,-0.0001734+0.00046627i,-0.00050127+0.00017428i,-0.0007927+0.00036648i,-3.3873e-05+0.00066617i,0.00058215+0.00059757i,0.00022482+0.00011217i,0.00018386-0.00066964i
0.00074216+0.00039516i,0.00071975+3.3216e-06i,0.0012951+0.00066585i,0.00076174+3.3911e-05i,-0.00012485-0.00063462i,-0.0003931+0.00057978i,-0.00048978+0.000744i,-0.00081951+0.00065212i,-0.00081595+0.0011279i,-3.7628e-05+0.00089583i,0.00022759+0.00075161i,-0.00015551+0.001038i,0.00018059+0.0013601i,-0.00041023+0.00090381i,-0.0010237-9.5228e-05i,-0.00042233-0.00045663i,0.00024823-8.4944e-05i,0.00010643+0.00038647i,-0.00027856+0.00042315i,-0.00016078-0.00016153i,-0.00051129-0.00065759i,-0.0011884-0.00067172i,-0.00090851-0.00024578i
0.0012917-0.0021679i,0.00022014-0.001725i,-0.00072308-0.0011403i,-0.00087198-0.00031029i,-0.0011172-8.4664e-05i,-0.0011784-0.00019978i,-0.00052717+0.00051694i,-0.00038052+0.0012716i,-0.00025233+0.0010998i,-0.0001974+0.00066771i,-2.979e-05+0.00085699i,-3.1186e-05+0.0002802i,-0.00029262-0.00028511i,-0.00014433+0.00010242i,-0.00018025+3.9567e-05i,5.062e-05-0.00040374i,0.00031422+5.1435e-05i,0.00042454+4.5348e-05i,0.00020175-0.00065257i,-0.00093039-0.00051823i,-0.00089623-0.00018861i,-7.9021e-05+0.00054488i,-0.00015541+0.00098379i
0.00085108+0.002044i,0.001504+0.0010454i,0.0020487-1.1898e-05i,0.0028839-0.0011197i,0.0029579-0.0019186i,0.0013773-0.0012166i,-0.00022496-0.00029282i,-0.0008599-0.0005706i,-0.00080332-0.00070298i,-0.00068445+0.00015198i,-0.00069416+0.00035515i,-0.00099761+0.00013534i,-0.00057619-0.00056275i,-0.00057669-0.00099132i,-0.00089793-0.0003954i,0.0001657-0.00095931i,0.00082734-0.0015747i,0.00043396-0.0012781i,0.00026907-0.00055842i,0.00012771+0.00021215i,-0.00018235+0.00092646i,-0.00091136+0.00076435i,-0.0015996-4.6001e-05i
0.00040261-0.0010526i,0.00038306-0.00058393i,0.00030976-9.1846e-05i,0.00027717+0.00039848i,0.00057185+0.00092766i,0.00028135+0.00034108i,-0.00040247-0.00046291i,-0.00071907+7.0838e-05i,-0.0010346+0.00010587i,-0.00054846-0.00036995i,-0.00043709+1.3702e-05i,2.5324e-05+0.00053882i,0.00083142+0.00044225i,0.0010057-0.00010454i,0.00048274-0.00025911i,0.00025052-0.00015561i,0.00024518-0.00013885i,0.00081896-0.0001664i,0.0010221-0.00059429i,0.00046144-0.0008441i,0.0005146-0.00058162i,0.00056792-0.00032579i,5.7651e-05-0.00018502i
-0.00095328-0.0016128i,-0.0014339-0.0010989i,-0.002006+0.00038272i,-0.0020192+0.001507i,-0.0011926+0.0011952i,-0.0005547+0.00033597i,-0.00039938-3.5853e-05i,2.6628e-05-0.00067268i,0.00041725-0.0012376i,0.00085529-0.00074982i,0.0010912+0.00035655i,0.0012086+0.00054173i,0.00092997+0.00036423i,0.0007851+0.00033557i,0.00049563-0.00029257i,-4.4633e-05-0.00072297i,0.00017233-0.00088039i,0.00040123-0.00057058i,0.00037661-0.00050031i,0.00041502-0.00073149i,6.8103e-05+8.2027e-05i,-0.00067475+6.5561e-05i,-0.00082232-0.00055199i
0.0018528-0.0019245i,0.0025577-0.0013686i,0.0014389-0.00089869i,0.00049751-0.00092415i,-0.00097133-0.00053713i,-0.0016945-0.00088277i,-0.00036194-0.0010983i,-0.00074852-0.00063866i,-0.0015557-0.0006661i,-0.001484-0.00093977i,-0.00059201-0.00035676i,0.00018539+0.00033838i,2.5661e-05+0.00062691i,-0.00049452+0.00084281i,-0.00034957+0.00064079i,0.00042591-0.00045644i,0.00029589-0.00079578i,-0.00022906-0.00021484i,-0.00011192+8.5061e-05i,-0.00021761+0.00028i,-0.00082565+0.00018827i,-0.001252-0.00010575i,-0.001184-0.00042639i
-0.00066547-0.001486i,-0.001425-0.0006062i,-0.0016663+0.00028922i,-0.0013535+0.0020132i,-0.00013788+0.0022907i,0.0010122+0.00026459i,0.00070671-0.00054974i,0.00021037+0.00028088i,-1.0889e-05+0.00031574i,-0.00034133+9.5414e-05i,-0.00033519+2.1584e-05i,-0.00011583-0.00064101i,-0.00011985-0.00056273i,-6.449e-06+0.00055808i,0.00044549+4.3112e-05i,0.00059212-0.00051055i,0.00078225+0.00012164i,0.0011271+0.0004619i,0.00019511+0.00071597i,-0.0005345+0.00048173i,-0.00023686+0.00065496i,8.9573e-05+0.00056763i,0.00029914+0.00025408i
-0.00069182-0.0015505i,-0.0013613-0.0016985i,-0.001375-0.0012834i,-0.00087312+0.00048784i,-0.00070452+0.0017511i,-0.00063764+0.0011045i,-0.00052509-0.00019298i,-0.00057765-0.00066634i,-0.00055131-0.00052143i,-0.00031164-0.00064231i,0.00047463-0.00071747i,0.0009908+6.6353e-05i,2.3882e-05+0.00098918i,-0.00062284+0.0010034i,-5.1126e-06+0.00016163i,-5.4956e-05-0.00013424i,0.00037247+0.00017598i,0.00092069-6.3631e-05i,0.00060454-0.00056139i,-7.3293e-05-0.00042397i,-0.00012803+0.00018766i,9.2273e-05+0.00046705i,0.000196+0.00028037i
0.00085659+0.00024407i,0.0011441+0.00078624i,0.0014907+0.00030203i,0.001576-1.1187e-05i,0.0002768+9.738e-05i,-0.00039121-6.5185e-05i,-0.00062787+0.0003775i,-0.0011071+0.00016492i,-0.00064537-0.00019993i,-0.0003419-0.00061447i,1.0533e-05-0.00073737i,0.00085766+0.000105i,0.0014937+0.00025155i,0.0011643+0.00031744i,0.00047725+0.00051168i,8.9151e-05+8.8447e-06i,-0.00079914-0.00042646i,-0.0011026-0.00054544i,-0.00032189-0.00035187i,0.00015448-0.00028506i,0.00027659-0.00050012i,6.4884e-06-8.1168e-05i,-0.00053426+0.00030193i
0.00072401-0.00038722i,0.000586-0.00079469i,-6.9343e-05-0.00046488i,-0.0003334-0.0003286i,-0.00051571-0.00049694i,-0.00012835-4.0113e-05i,5.7122e-05+0.00049821i,-0.00031901-5.8826e-05i,-0.0003316-0.00037016i,-0.00071912-0.00026087i,-0.00060809+0.00034696i,-2.1755e-05+0.00071948i,-0.00023188+0.00017113i,-0.00088524+1.8422e-05i,-0.00097814+0.00011616i,-0.0005658-0.00054882i,-0.00048557-0.00087755i,-0.00031871-0.00042803i,0.00014484-0.00061174i,-0.0004761-0.0013131i,-0.0010828-0.0016135i,-0.00097877-0.0015072i,-0.00087436-0.00082882i
-0.0012939-5.4809e-05i,-1.3143e-05+0.00011066i,-8.1845e-05-0.00040627i,-0.0010457-0.00062656i,-0.00046262+0.00051881i,0.00015808+0.0010092i,-9.5763e-05+0.00043966i,0.00025112-0.00010737i,0.00048667-0.00010096i,0.00047978+0.00039876i,0.00012738+0.00058737i,0.000386+0.00046191i,0.00069579+0.00039707i,-0.00010814+0.00011141i,-0.00014338-0.00051961i,0.00011469-0.0010895i,3.5794e-05-5.19e-05i,-0.00034666+0.00059873i,-3.4852e-05-0.00010909i,-0.00026661-0.00017485i,-0.00087862-0.0006896i,0.00036802-0.0009298i,0.00080767-0.0001685i
-0.00022423-0.0017935i,-0.00058319-0.0012841i,-0.00032973-0.00036609i,0.00036209-0.00014809i,0.00055253+0.00024238i,-0.00010857-0.00013468i,-0.00039267-8.2312e-06i,0.0005662+0.00021783i,0.0014276+0.00026472i,0.00047897+6.2587e-05i,-0.0007607+2.2049e-05i,-0.0012433+0.00078699i,-0.0011327+0.0015254i,-0.00036937+0.0012034i,0.00021227+0.00041859i,0.00020863-3.9438e-05i,-0.0001091+9.9449e-05i,0.00012049-0.00014948i,0.00022493-0.00055655i,-3.8445e-05-0.00066897i,0.00049594-0.0004319i,0.00081468-0.00027749i,0.00031688-0.00013326i
0.00047535+0.00087351i,0.00045409+0.00086911i,0.00034111+0.00060134i,-0.00010591+0.00032227i,-0.00048694+0.00016674i,-0.00041914-0.00013103i,-0.00048885-0.00026885i,-0.00041859-0.00054338i,-3.3839e-07-0.00028198i,0.00018338-0.00016749i,0.0005766+0.00019461i,0.00092734+0.000657i,0.0011744+0.00050257i,0.00090631+0.00018358i,0.00090403+0.00015087i,0.00097922-0.00041038i,0.00061804-0.0010351i,7.6118e-05-0.00091647i,-0.00033611-8.6072e-05i,-0.00030405+0.00050123i,2.395e-05+0.00071204i,0.00013725+0.00063944i,-0.00018506+0.00023355i
0.0011963+0.00083907i,0.00062569+0.0003874i,0.00068113-0.00058202i,0.0010012-0.00029567i,0.00057735+0.00047717i,-0.0002532+0.00011624i,-0.00041129-0.00051215i,-0.00014861+0.00044609i,-0.00026688+0.0006285i,-0.00013853-0.00032184i,0.00025805-0.00047311i,0.00042119+9.2293e-05i,-0.000316+0.0001112i,-0.00056377-0.00032751i,-8.4874e-05-0.00033533i,-0.000529-0.00043577i,-0.00049291-0.00046956i,-0.00052332-0.00058839i,-0.00087788-0.0012314i,-0.00069475-0.0014687i,4.0644e-05-0.00062774i,4.0721e-06-0.00045719i,-0.00046411-0.0012469i
0.0017321+0.0014948i,0.0019485+0.0010244i,0.0019785+1.1845e-05i,0.0011604-0.00019744i,-4.455e-05-0.00020323i,-0.00024321-0.00057419i,0.00037931-0.00082477i,0.00027725-9.9381e-05i,-0.00011013-9.2128e-06i,2.7096e-05-0.0008227i,0.00027544-0.00095462i,0.00030036-0.00012814i,0.00061933+0.00059584i,0.00089714+0.00015715i,0.00026452-8.2965e-05i,-0.00038953-0.00048327i,-0.00012217-0.00079005i,-0.00023346-0.0001755i,-0.0010448+0.00023959i,-0.0013145+0.00038642i,-0.00090213-0.0002058i,-0.00027016-0.00085994i,-0.00070522-0.00053172i
-0.00067996+0.0017088i,4.3803e-05+0.0012189i,0.00093068+0.0024793i,0.0016671+0.0021249i,0.00075668+8.9943e-05i,-0.00047783-0.00079836i,-0.0008205-0.00072291i,-0.00037862-0.0010936i,0.00061277-0.00099384i,0.0015754-0.00064356i,0.00095577-0.00065855i,-0.00016364-0.00044194i,0.00049906-3.0616e-06i,0.0011711-0.00013372i,0.00069769-0.00069426i,0.00021552-0.00077291i,-0.00024562-0.00076051i,-0.0005603-0.00061255i,-0.00043613-0.00035407i,-0.00013509-2.0199e-05i,-0.00051538-0.00031568i,-0.00051945-0.00056655i,6.1947e-05-0.00039151i
-0.00036124-0.0014646i,-0.001334-0.0010019i,-0.0015408+0.00055526i,-0.00031604+0.0013101i,0.00078256+0.0016182i,0.00019082+0.0015783i,-0.00077199+0.0010878i,-0.0009469+0.0002777i,-0.00038385-6.7049e-05i,0.00019459+0.00035628i,0.00034918+0.00035475i,0.00085416+0.00046458i,0.00040956+0.00085082i,9.1375e-05+0.00034211i,0.00059242-0.00030728i,0.00046035+0.00011522i,0.00041051+0.00036284i,6.9794e-05-0.00055104i,-0.00035721-0.00067613i,-0.00037265-0.00012444i,-0.0011329+0.00025359i,-0.00083993+0.00037889i,-7.4376e-05-8.7112e-05i
0.00095916+8.7957e-05i,0.0015861-0.00022892i,0.0015122-5.9299e-05i,0.00031947-0.00038057i,-0.00047677-0.00075578i,-0.00043425-0.00060352i,-0.00054356-0.00074671i,-0.0013617-0.0013623i,-0.0012697-0.0015092i,-0.0006675-0.0014421i,-0.00072092-0.0013751i,-0.00072289-0.00062572i,-0.00057498-9.2786e-05i,-0.00035952+0.00036162i,0.00019196+0.00074978i,0.00029078+0.00017818i,-0.00010554-0.000105i,-0.00019225-0.00034097i,9.7075e-05+0.00025126i,-0.0001658+0.00025596i,-0.00014474-0.00055396i,4.3468e-06-0.00057675i,-9.1506e-05-0.00043021i
0.00083398-0.00019801i,0.00043951-8.7889e-05i,0.00059943-0.00088356i,0.0006011-0.0014187i,-0.00042694-0.0011556i,-0.0013472-0.0011765i,-0.0010149-0.00041854i,-0.00031442+0.00053072i,-4.86e-05+0.0012847i,-0.00054659+0.0012584i,-0.00060151+0.00038795i,-0.00016429+0.00047423i,-8.5338e-06+0.00011471i,-0.00013494-0.0007776i,1.6931e-05-0.0009892i,0.00032709-0.00091152i,0.00021271-0.00043255i,0.00027199+9.0323e-05i,0.00027066+0.00042952i,0.00044967+0.00031883i,0.00019518+0.00010306i,-0.00029723+0.00032438i,-0.00017692+0.00013223i
0.002082-0.0029898i,0.0019231-0.0024884i,0.00024191-0.0032845i,-0.001016-0.0023666i,-0.0011401-0.00096303i,0.00010376+0.00025352i,0.00023972+0.00094885i,-0.00102+0.00012271i,-0.0010865-0.0009937i,-0.00084105-0.0014965i,-0.00077296-0.0007983i,-0.00042716+0.00084531i,-0.00058328+0.0013908i,-0.00077148+0.00069885i,-0.00021223+7.8943e-05i,-0.00016051-0.00053161i,0.00037953-0.0012607i,0.00061633-0.0012734i,-0.00016121-0.00072773i,-0.00034988-0.00017774i,-0.0001191-8.5467e-05i,-0.00050138-2.8651e-05i,-0.00019863+0.00025336i
-0.00013679-0.00014i,-0.00047894+0.00043959i,-0.00028426+0.00095122i,-6.3414e-05+0.0011212i,0.00046888+0.00084995i,0.0006331+0.00051055i,0.00035971+0.00018202i,-0.00040335-0.00016552i,-0.0003729-2.9908e-05i,-3.6442e-05+0.00021546i,-0.0001834-0.00027421i,-7.4198e-05-0.00072151i,0.00054187-0.00048842i,0.00056125+0.00010009i,2.5558e-05+0.00025591i,9.4735e-05+6.7488e-05i,0.0003749+0.00037409i,0.00015483+0.00062453i,-0.00031818-7.6281e-05i,-0.00023317-0.00031032i,-0.0001173+9.5439e-06i,-0.00026109+0.00029539i,7.1839e-05+0.00030108i
0.00024017+0.00098264i,0.00044478+0.00045092i,0.00099476-0.00029149i,0.0012063-0.00035405i,0.00063006+9.5222e-05i,-0.00091937+0.00020525i,-0.00073572+0.00071816i,-0.00063291+0.00087095i,-0.0013312+8.5928e-05i,-0.00072219+8.5569e-05i,-0.00034538+7.6296e-05i,-0.00076737-1.6483e-05i,-0.00054191-0.00024604i,0.00013673-5.8993e-05i,0.00053855+0.00095419i,0.00081146+0.0015039i,0.00020242+0.00083988i,0.00033103+8.4228e-05i,0.00038941-0.00019097i,3.3784e-05-0.00057218i,0.00013612-0.0002145i,0.00012755+0.0001415i,0.001049-0.00017894i
0.0016053+0.00047616i,0.0010845+0.0015909i,0.0014595+0.001899i,0.0013429+0.0013142i,0.00072049+0.00099654i,-0.00036174+0.00030852i,-0.0012322-2.5113e-05i,-0.0012933+1.2689e-06i,-0.00065496-0.00067057i,-0.00039803-0.0010471i,-1.4051e-05-0.00059767i,0.00057554-0.00066982i,0.00046106-0.00079307i,-0.00013278-0.0011377i,-0.00094247-0.0010647i,-0.00033007-0.00051259i,0.00022474-1.4009e-05i,-0.00057135+0.00079452i,-0.0010339+0.0009533i,-0.00043867+3.4584e-05i,-0.00024976-0.00058205i,-0.00080707-0.00035127i,-0.00078707-0.00086986i
