0.002032+0.00033522i,0.0016984+6.929e-05i,-0.0010267-0.0010784i,-0.002755-0.00090129i,-0.0032768+0.0004866i,-0.0036018+0.0019681i,-0.0020531+0.0026429i,0.00012861+0.0020278i,0.0012397+0.0004209i,0.00090356-0.00085786i,-0.00044815-0.0013242i,-0.00084525-0.0015784i,-0.00013158-0.00094401i,-0.00041113+0.00045222i,-0.00069782+0.0011238i,-0.00051739+0.00065826i,-0.00069311+0.00026128i,-0.00043332+6.5623e-05i,0.00041499+0.00059934i,0.00049161+0.00048153i,0.0007394-4.0982e-05i,0.00094291+3.8643e-05i,0.00019832-0.00026461i
0.0030085+0.001168i,0.0023148+0.0024901i,0.0014753+0.0022454i,0.00050812+0.0023004i,-0.00016508+0.0027453i,-0.00066942+0.0031637i,-0.00023267+0.0034021i,0.0006314+0.0024486i,0.00035465+0.0015791i,0.00016587+0.0010761i,0.00037794-4.5864e-05i,5.5242e-05-0.00031385i,-0.00049359+0.00070723i,-0.0001459+0.0014788i,0.00012906+0.0014389i,-0.00037337+0.00067126i,-0.00067794+0.00049067i,0.00039651+0.0011854i,0.0010355+0.00087597i,0.00056249-5.2896e-05i,0.00016393-0.00036532i,-0.00024749-0.00069943i,-0.00062408-0.00056924i
-0.0015314+0.0013655i,-0.0029213+0.002269i,-0.0026549+0.0018599i,-0.0020614+0.00058809i,-0.0015171-0.00017151i,-0.0014104+0.00062976i,-0.00036288+0.0015385i,0.00059922+0.0013984i,7.0392e-05+0.00088289i,-0.00045344+0.00010005i,0.00053532-0.00095065i,0.0014585-0.0015724i,0.00081398-0.0012415i,-0.00018836-0.00039306i,-0.00041683-0.00068063i,-0.00019978-0.0011473i,-0.00024832-0.00079272i,-0.00059979-0.00034033i,0.00040275-0.00016207i,0.0015732-0.00013678i,0.00091038+0.00064139i,0.00035903+0.0014648i,1.8712e-05+0.00074005i
-6.1075e-05-0.00053703i,-0.00039392-0.00059384i,0.0010043+0.00032101i,0.0010288+0.00095913i,-0.00020389+0.0012558i,-0.0011278+0.0016912i,-0.0012232+0.0028394i,-0.00031579+0.0022235i,0.00040466+0.00047006i,0.00054869-0.00018383i,0.0004858+4.6254e-05i,0.00028289+0.00063905i,0.00019459+0.00037358i,0.00022426-0.0003267i,-0.00029388+5.5713e-05i,-0.00019995+0.00042185i,0.00047006+0.00044055i,0.00051077+0.00054401i,0.00022095+0.00054702i,-0.00016269-0.0001899i,-0.00021842-0.00098443i,-0.00048751-0.0016482i,-0.00092599-0.0015821i
-0.00021256-0.0025157i,0.00012213-0.0025316i,0.00034324+0.00045963i,-0.00010886+0.0022607i,-0.00060687+0.0008666i,-0.00029537+0.00061722i,0.00032628+0.0017129i,1.5402e-05+0.0014873i,-1.3571e-05+0.001216i,0.0004516+0.00091746i,0.00051319+2.025e-05i,0.00018124-9.7518e-05i,-0.0006304+0.00016477i,-0.00011564+0.00047147i,0.0007523+0.00084814i,0.00031537+0.0010172i,-0.00038658+0.00025423i,0.00017007-0.00027136i,0.0010465+0.00060297i,0.00033759+0.00096774i,0.00046175-0.00023805i,0.00036143-0.00062678i,-0.00068661-0.00088338i
0.0018308-0.0017145i,0.001161-0.0013531i,-0.00078532+6.5056e-05i,-0.0011941+3.7146e-06i,-0.0008224-0.00060844i,-0.00097028+0.00066964i,-0.00038951+0.0019119i,0.00075971+0.0017808i,0.0015235+0.00076618i,0.0012875-0.00018062i,0.00010716-0.00038153i,-0.00011113-0.00015588i,0.00022575+1.5441e-05i,0.00031486-0.0004402i,0.00035427-0.00023896i,-0.00015055+0.00033924i,-0.0010209-0.00013649i,-0.0010414-0.00014364i,-0.00026182-0.00014405i,-4.6067e-05-0.0011937i,4.1112e-05-0.0014422i,-0.00014415-0.00045842i,-0.00085121+0.00032687i
0.00021288+0.00036842i,-6.7384e-05+0.0011747i,-0.0011967+0.0024604i,-0.0011419+0.0023454i,-0.00022965+0.0012281i,7.8265e-05+0.00088767i,0.00059996+0.0013716i,0.00033475+0.0020035i,0.00018431+0.0013104i,0.00044676-2.0819e-05i,0.00061945-0.00027792i,0.00080439-0.000532i,0.00027898-0.00077056i,-0.00028324-0.0010536i,0.00011631-0.0007718i,0.00066831-0.00074335i,0.00049154-0.0007733i,-0.0003049-0.00055879i,-0.00080878-0.00068125i,-9.3974e-05-9.3134e-05i,0.00089615+0.00044675i,0.00085927-9.1048e-05i,3.2523e-05-0.00039477i
-0.00083683+0.0013821i,-0.0015545-0.00022021i,-0.0013403-0.00085921i,-0.00085258-0.00045112i,-0.0011318-0.0002969i,-0.0013758+0.0014484i,-0.00081896+0.0025953i,0.00043603+0.0022381i,0.00012412+0.0018727i,-0.0010427+0.0013743i,-0.00072918+0.00082749i,-0.0004115+0.00012973i,-1.0989e-05-0.00041385i,-0.00021807+0.00032305i,-0.0011294+0.00080397i,-0.00088964+0.00027965i,-1.287e-05+0.0003723i,0.00061744+0.00061322i,0.00089871+3.7856e-05i,0.00032046-0.00060561i,0.00033334-0.0009703i,0.00054715-0.00060541i,0.00045485+7.9652e-05i
-0.0015631+0.00022714i,-0.001559+0.00052536i,-0.00029943+0.0021134i,0.00067867+0.0026502i,6.9552e-05+0.002244i,-0.0004044+0.0022443i,0.00024408+0.0028503i,8.054e-05+0.0022625i,-0.0010001+0.0010361i,-0.00098018+0.00037204i,0.00032217+6.8751e-05i,0.00079273-0.00015979i,0.00037102-0.00062916i,0.00046996-0.0011052i,0.0010592-0.0012153i,0.0010905-0.00079477i,0.00053156-0.00042124i,0.00010684-0.0010634i,-1.1474e-05-0.00086801i,0.00031024-0.00016783i,0.0003061-5.3941e-05i,-0.00035531-5.6699e-06i,-0.00053117-0.00040146i
-0.000626-0.0029425i,-0.002518-0.0018243i,-0.0026355-0.00029546i,-0.0016972+0.00030997i,-0.0018088+0.00026244i,-0.0020864+0.00033974i,-0.0018213+0.00099679i,-0.00097155+0.00086351i,-1.7311e-05+7.7626e-05i,0.0011987-0.00027918i,0.0019784-0.0006858i,0.0013444-0.0008197i,-7.7619e-05-0.00039176i,-0.00040988+0.00037609i,-0.00046186+0.00039855i,-0.00042167+0.00022638i,-0.00015655+0.0006406i,0.00010552+1.1006e-05i,-7.1788e-05-0.00063357i,-0.00086787-8.0114e-05i,-0.00049147-4.3822e-05i,5.4228e-05+0.0006668i,-2.0302e-05+0.0013662i
0.002337-0.0033059i,0.0022032-0.0026981i,0.0021259-0.0024102i,0.0011551-0.0024465i,-0.00040443-0.0014455i,-0.0013972+0.00054959i,-0.00089418+0.001803i,-0.00010352+0.0019275i,0.00035036+0.0014476i,0.00059737+0.00033277i,0.00035917+6.3634e-05i,0.00032883+0.0006902i,0.00039574+0.00046672i,0.00067085-0.00022459i,0.00045546-0.00037182i,8.4456e-05+0.00049206i,0.00023767+0.00028264i,-0.00046547+0.00038105i,-0.00085737+0.0008771i,-0.00013224+0.0005146i,-0.00023771-0.00015977i,-0.00023256-0.00080364i,-0.00017746-0.00073234i
0.0020954+0.0025995i,0.0025872+0.0030398i,0.0024595+0.00342i,0.0015586+0.0028749i,4.5701e-05+0.0018201i,-0.0025202+0.0012212i,-0.0038505+0.0012078i,-0.0021153+0.0013136i,-0.00016676+0.00065829i,-0.00023742-0.00026891i,-0.00032551-0.00022373i,-0.0006852-0.00042991i,-0.0011083-0.0010798i,-0.00076349-0.00065358i,-0.00051758-7.2624e-05i,-3.7843e-05-0.00038982i,-4.8756e-06-0.00037959i,-0.00016962-0.00010466i,0.00012541+0.00046575i,-9.877e-05+0.00065968i,0.00044029+0.00073467i,0.00062737+0.00021008i,-0.00028157-0.00061852i
0.00017643+0.0048948i,0.00033672+0.0043238i,0.0010382+0.0034199i,0.0005337+0.00082262i,0.0013544-0.0017508i,0.0012179-0.0016784i,0.00070973-0.00015398i,0.00074543+0.00058198i,0.00047796+0.00018905i,0.00017758-0.000363i,0.00024732-0.00029506i,7.1403e-05+4.1382e-05i,-0.00049407-0.00068186i,-0.00036249-0.00092184i,-0.00055379-0.00044888i,-0.00041215-0.00066437i,0.00027323-0.00030513i,0.0006202+0.00035i,0.00027284+0.00094695i,-0.00024237+0.0012171i,-0.00013389+0.00086324i,-1.8071e-05-0.00047193i,8.8038e-05-0.0008653i
-0.0039706+0.0058235i,-0.00037395+0.0080049i,0.005853+0.0086662i,0.0073489+0.0039762i,0.0055618-0.0012175i,0.0018705-0.0040413i,-0.00062097-0.0018739i,-0.00069733+0.0009037i,1.8797e-05+0.0014497i,0.0010764-0.00019285i,0.0013879-0.0024936i,0.00031664-0.0029764i,-0.0014131-0.002492i,-0.0027687-0.0031905i,-0.0033627-0.0043234i,-0.0026669-0.002965i,-0.0011378-0.00072201i,0.00019123+0.00018338i,0.00024032+0.00064527i,-0.00021918+0.00094008i,0.00016066+0.0011616i,0.0010748+0.00070094i,0.0012986-0.00017581i
-0.0014889-0.0040775i,-0.0016997-0.0037881i,-0.0015939-0.00071218i,-0.0016716+0.002908i,-0.0018443+0.0038311i,-0.0012807+0.0031846i,-0.0009212+0.0026602i,-0.0011043+0.0022026i,-0.0015774+0.0010024i,-0.0013614+0.00028444i,-0.00050058+0.00070922i,5.7124e-05+0.0015033i,0.00019991+0.0013719i,0.00070991+0.0017105i,0.0010959+0.0022859i,0.0011498+0.001575i,0.00093486+0.00084621i,0.00030789+0.0001217i,-0.00022663-0.00053512i,-0.00049773-0.0013364i,-0.0010656-0.0012535i,-0.00082214-0.0004255i,8.1591e-05+0.00092703i
0.00043775-0.0047097i,0.00010978-0.0034308i,-0.0025579-0.0019238i,-0.004049-8.7471e-07i,-0.0028451+0.0021864i,-0.0012074+0.0031698i,-0.000439+0.0029484i,0.00015402+0.0030078i,8.2272e-05+0.0023286i,-0.00071853+0.00082997i,-0.00010606-2.4561e-05i,0.00078312-0.00015104i,0.00046389+0.0010944i,0.00035319+0.0018941i,0.0015213+0.0012965i,0.0019361+0.0007929i,0.00042372+0.00039759i,-0.0001378-0.00015555i,-0.0001857-0.00012166i,-0.00041248-0.0010563i,4.2214e-05-0.0017742i,-0.00020871-0.00078519i,-0.00066929-0.00010023i
0.0018068-0.0026358i,0.0017252-0.0010132i,0.0004518+0.00038079i,-0.00053564+0.00040617i,-0.00078315+0.00070906i,-0.00052733+0.0018675i,0.00049733+0.0018948i,0.0010399+0.0010528i,0.00040964+0.00020945i,-0.0006621+0.00048137i,-0.0008405+0.0011537i,-0.00071389+0.001289i,1.9589e-05+0.00048567i,0.0015852+0.00036877i,0.0018885+0.00081424i,0.0012078+8.3329e-05i,0.00077148-0.00052434i,8.8098e-06-0.0011251i,-0.00045947-0.00096602i,-0.00095966-0.00024448i,-0.00047878+0.00065695i,7.3132e-05+0.0004462i,-0.00040614+0.00011627i
0.00225-0.00030805i,0.001587-0.00028052i,0.00094245+0.0010093i,0.00020047+0.0019329i,-0.0007418+0.00090917i,-0.00011412+0.00047677i,0.00067956+0.00075768i,0.0010086+0.0008903i,0.0011889+0.00092666i,0.00025285+0.0011094i,-0.00045856+0.0012062i,7.6834e-05+0.00017027i,0.00020771-9.3973e-05i,0.00046261+0.00017946i,0.0012758+0.00017377i,0.00096643+0.00033066i,0.00045123+0.00024383i,-0.00051534+0.00068894i,-0.0008208+1.1081e-05i,-0.00028658-0.00070899i,-0.0007555-0.00061355i,-0.00055496-0.00043508i,0.00075924+8.1289e-05i
-0.00061052+0.0011645i,-0.0026084+0.00018525i,-0.0026236-0.0003535i,-0.0018969-0.00078123i,-0.0015657-0.00023263i,-0.00092523+0.0013736i,0.00019776+0.0015841i,0.00080526+0.00081077i,0.00024926-0.00016266i,0.00012221-0.00077616i,0.00082902-0.0011238i,0.001219-0.0010115i,0.00080244-9.4815e-06i,3.1192e-05+0.00065423i,0.0002788+0.00052084i,-0.00011699+0.00072131i,-0.00024089+0.00077737i,0.00023718+0.00025184i,0.00061951-3.7062e-06i,0.0015479+0.000742i,0.0016965+0.00073963i,0.00066477-9.7521e-05i,-0.00042042-8.9431e-05i
-0.0039114+0.0013249i,-0.0035623+0.0004534i,-0.0025846+0.0016191i,-0.001135+0.0033129i,8.9064e-05+0.0029759i,0.00054267+0.0030127i,0.00061695+0.003615i,0.0004911+0.0023703i,-0.00016703+0.00095839i,7.1916e-05+0.00041237i,0.00055419+0.00058839i,0.00069278+0.00050661i,0.00086343+1.1215e-05i,0.0013567+0.00017868i,0.0015224+0.00031369i,0.00042376+0.00042042i,-3.1589e-05+0.00025432i,0.00055848-0.00043598i,6.3307e-05-0.0011714i,-0.0010503-0.0015331i,-0.0013923-0.0014858i,-0.0010971-0.0010882i,-0.00021055-0.00029962i
-0.00075143-0.0028227i,-0.00076644-0.0025568i,-0.0014486-0.0017257i,-0.0012069-0.0014909i,-7.8292e-05-0.00080933i,0.00066977-0.0001451i,0.0011587-9.4076e-06i,0.00066587+0.0006439i,-0.00051706+0.00066821i,-0.00031959+0.00077342i,0.00074029+0.00019021i,0.00072988-0.00078283i,0.00080676+0.00018232i,0.00097079+0.0011688i,0.00036803+0.0011787i,0.00012217+0.00074433i,-7.9995e-06-1.7047e-05i,0.00019129-0.00010207i,0.00046605+5.755e-05i,0.00023572+0.00051487i,0.00014165+0.00068524i,0.00012403+0.00045391i,6.1907e-05+0.00020862i
-9.1378e-05-0.00074799i,-0.00015902+0.00093941i,-0.00062429+0.0025964i,-5.2986e-05+0.0027589i,0.00073891+0.0019137i,0.00098444+0.0018457i,0.0010129+0.0021492i,0.0001767+0.00094652i,-0.00014969-0.00048148i,-0.00066718-0.00062039i,-0.001264+0.00036041i,-0.0009234+0.00069198i,0.00012953+0.00019475i,-0.0002394+0.00018661i,-0.0009523+5.1352e-05i,-0.00011507-0.00013737i,0.00034175+0.0001179i,0.00079433-0.0001437i,0.00080358-0.00037645i,0.000128+0.00051759i,-2.3748e-05+0.0010703i,5.2776e-05+0.00054039i,-0.00052054+0.00041393i
-0.0022907-0.0019463i,-0.0036444+8.8902e-05i,-0.0033526+0.0012188i,-0.0021284+0.001389i,-0.0011722+0.0022617i,-0.0004971+0.0026095i,0.00045798+0.0021392i,0.0010064+0.0013618i,0.00041052-0.00027846i,-0.00037089-0.0011401i,-0.00034328-0.00052128i,-4.9961e-05-4.6888e-05i,-0.00030538-0.00050097i,1.3462e-05-0.0003203i,-0.00024099+0.0002008i,-0.00088045+0.00039198i,-0.00081033+0.0003274i,-0.00051898-0.00010173i,0.00040433-0.00038268i,0.0012344-6.1588e-05i,0.0010617+0.00034635i,0.00036658-1.4295e-05i,4.7807e-05-0.00024144i
0.00085403-0.0029338i,0.00077297-0.0027712i,0.00015448-0.0010656i,-0.00085965-0.00010616i,2.1884e-05+0.00014914i,0.00098579+0.00046054i,0.0010627+0.00083827i,0.00071+0.0013496i,0.00010032+0.00026348i,7.3704e-05-0.00060258i,0.00023593-0.00017717i,0.00087282-0.00059498i,0.0012542-0.00093497i,0.000884-0.00076186i,0.0003733+0.00015134i,-0.00011386+0.00092685i,-3.6821e-05+0.001089i,-2.4528e-05+0.00067442i,-0.00018812+0.00036425i,-0.00046145+0.00056631i,-0.00013761-2.3215e-05i,0.00017848-0.00052445i,-0.0001166-0.00067306i
0.0026921-0.0015084i,0.002202-0.00082856i,3.0813e-06-0.00048453i,-0.00084846+0.00029251i,-0.0014996+0.0016038i,-0.0019407+0.0026774i,-0.00067963+0.0031957i,0.00068258+0.0026269i,0.00047425+0.00065798i,-0.0006416-0.00077169i,-0.00047318-0.001003i,-5.9015e-06-0.00049339i,0.00049048+0.00053805i,0.0014515+0.00062984i,0.0007265+0.00028099i,4.837e-05+0.00012288i,0.00028476-0.00022106i,-0.00013413-0.00020159i,-0.00056715-0.00047803i,-0.00072757+0.00015513i,-9.283e-05+0.00094934i,2.009e-05+0.00065527i,-0.00016528+0.00052302i
-0.0048265-0.0020068i,-0.0055191-0.00076657i,-0.0052364+0.001897i,-0.0032984+0.0034549i,-0.00078491+0.0031124i,-0.00048331+0.0030154i,-0.00050121+0.002652i,0.00026703+0.0016201i,0.00050325+0.00025121i,-0.00017463-0.00031496i,0.00024249+0.00035915i,0.00064014-9.1691e-05i,0.00043963-0.00022065i,0.00069742+1.2637e-05i,0.0017612-0.00055214i,0.0022999-0.00012847i,0.00084744+0.00016628i,0.00032801-2.7405e-05i,0.00060258-0.00057528i,-7.5335e-06-0.00047386i,-0.00085174+0.00098878i,-0.00049463+0.0011448i,0.00014782+7.492e-05i
0.00028927-0.0027947i,-0.00080103-0.0021215i,-0.0021705-0.00085245i,-0.0020369+0.00093826i,-0.00073253+0.0015762i,-0.00047405+0.0014472i,-0.00033192+0.0017498i,0.00045062+0.0015856i,0.00078958+0.00034259i,0.00066504-0.00032065i,0.00034393-0.00033842i,0.00022439+0.00037962i,0.00043488+0.00047721i,0.00072878+0.00014345i,0.001265+0.00015066i,0.001315-0.00013571i,0.00089091+0.00050914i,-0.0001141+0.0015764i,-0.0010439+0.0011844i,-0.00039229-1.0569e-05i,0.00052922-0.00080078i,0.00084225-0.00071474i,0.0011174-0.00043245i
0.0010001-0.00052319i,-0.00023856-0.0008941i,-0.00037365-0.00078782i,-0.00052359-0.0006228i,-0.00087031-0.00035945i,-0.0013804+0.00053171i,-0.00091278+0.0019171i,0.00044056+0.001599i,0.00086882+0.0011116i,0.00062907+0.00059887i,0.00040586-0.00084001i,-0.0003257-0.00094177i,-0.0006462-0.00030162i,-0.00084707+0.00049812i,-0.00084396+0.00031205i,0.00030843+0.00032235i,0.00041383+0.00020296i,1.9569e-05-0.00079667i,4.6427e-05-0.00083156i,-0.00035527-0.00059443i,-0.00045342+2.0968e-06i,0.00014328-3.9066e-05i,0.00061571-0.00050871i
0.000365-0.0013644i,0.00028849-0.0016154i,-0.00060941-0.00061684i,-0.0015157+0.0015704i,-0.001873+0.0030061i,-0.0010965+0.0040693i,-5.8477e-05+0.0039838i,0.00040496+0.0023767i,0.00020348+0.001025i,0.00019946+0.00067039i,0.00029953+0.00058047i,7.8117e-05+0.00019251i,-9.0415e-05+0.00027865i,0.00025549+0.00051813i,-1.9905e-05+0.00056272i,-6.0833e-05-0.0001299i,0.00033523-0.00025761i,-0.00042714-0.00010225i,-0.00049917-0.00048081i,-0.00059486-0.00041436i,-0.0013566+0.00026444i,-0.0011433+0.00031817i,-0.00020298+0.00035366i
-0.0017865+0.0017021i,-0.0018018+0.00067378i,-0.0022331+0.001087i,-0.002328+0.0019606i,-0.0009636+0.0015959i,-0.00083261+0.00074861i,-0.00064496+0.00088331i,0.00071607+0.0011345i,0.000668+0.00034033i,0.00029648+0.00023654i,9.4622e-05+0.00031068i,-0.00013653-5.6892e-05i,-0.00061561-0.00015003i,-0.00068098+7.7524e-05i,-0.00014986-0.0007148i,-9.9724e-05-0.0014118i,-0.00024003-0.0005759i,-0.00060855-8.2754e-05i,-0.0012161+0.00014003i,-0.00086964+0.00039737i,0.00038251+0.00054903i,0.00082053+0.0010018i,0.00089578+0.00039099i
-0.00097009-0.0019194i,0.00045657-0.0010067i,0.00075335-0.00026722i,0.00038312+0.00021631i,3.0342e-05+0.00019271i,0.00026345+0.00082613i,0.00084529+0.0018272i,0.00059198+0.0014715i,0.00019943+0.0010562i,0.00075853+0.00046716i,0.0011199+5.667e-05i,0.00059377+3.8961e-06i,0.0005659-0.00061533i,0.00074851-0.0003965i,0.00032671+0.00029184i,-3.0598e-05-8.0127e-05i,-0.00066113-0.00014307i,-0.0012919-2.541e-05i,-0.00079301-0.00063791i,-0.00056074-0.00084629i,-0.00058333-0.00082349i,-9.7802e-05-0.00056812i,-9.1508e-05+0.00011186i
0.00016099-0.0020093i,-0.00091408-0.00072399i,-0.0014119+0.0014535i,-0.0013446+0.0027212i,-0.0018124+0.0028443i,-0.0022197+0.0032285i,-0.0015287+0.0031469i,-0.00058969+0.0017421i,-0.00022966+0.00064336i,0.00013115+0.0008417i,0.00033032+0.00075762i,0.00055784+0.00024084i,0.00079575+0.00043209i,0.0011335+0.00016345i,0.0014809+0.00033615i,0.00090118+0.00057232i,-0.00012079+0.0004451i,-0.00011799+0.00089536i,0.00053268+0.0012123i,0.00038434+0.00047611i,-0.00029587-0.00021862i,-0.00021778-6.0351e-05i,0.00018821-5.1623e-05i
0.00098213-0.004469i,-0.0015979-0.003982i,-0.0027536-0.0013726i,-0.0024992+0.00048967i,-0.0013111+0.0010663i,-0.00082383+0.0017939i,-0.0010327+0.0015871i,0.00036352+0.0001806i,0.0012653-0.00040103i,5.7172e-05-9.521e-06i,-0.00056823-6.5429e-05i,0.00036414+1.9543e-05i,0.00079594-0.00013378i,0.00050539-0.00032916i,0.0004154-0.00023456i,0.00021913+0.00020045i,0.00057925-0.0001868i,0.00062241-0.0010141i,-6.486e-05-0.00030367i,-0.00014434+0.00017362i,0.00026713+0.0004378i,-0.00019389+0.00057069i,-0.00032343-0.00042222i
0.0025916+0.0013333i,0.0027837-0.00011524i,0.0023646-2.108e-05i,0.0018518+0.00027358i,0.0014135-0.00028586i,-0.00020548-0.00079239i,-0.0010536+0.00024518i,-0.00076372+0.0013825i,-0.00051442+0.0011173i,-0.0010672+0.00025304i,-0.0012818+4.8067e-05i,-0.00039125-0.00042218i,-0.00019881-0.00087408i,-0.00031662-0.00067126i,-0.00043961-0.00018679i,-0.0013471+0.00045918i,-0.0010997+0.00017453i,-0.00030245-0.00054835i,0.00013987-0.00035378i,0.00041322-0.00028147i,0.00029184-0.00040613i,0.00012303-5.9737e-05i,0.00010198+0.00067082i
-0.0015447+0.0023936i,-0.0013955+0.0024928i,-0.00077386+0.0025269i,3.7368e-05+0.0025545i,-0.00093899+0.0021113i,-0.0024193+0.0017159i,-0.0021709+0.0022821i,-0.0016111+0.0020533i,-0.00059596+0.00091186i,0.00038154+0.0002536i,0.00052735-0.00015941i,8.5597e-05-0.0005382i,-0.00078215-0.00058464i,-0.00098791-0.00040652i,-0.00095769-0.00015744i,-0.00098678+0.00018998i,-0.0004415-0.00019602i,-0.00062232-0.00033809i,-0.00055105+0.0004988i,-0.00041829+0.0012532i,-0.00037585+0.00099367i,0.00026491+0.00026317i,0.00044658-0.00012145i
-0.0025832+0.00010285i,-0.0018212+0.00038595i,-0.0011826+0.00083037i,-0.00030762+0.00030415i,-1.6386e-05-6.1676e-06i,-0.00041501+0.00019647i,-0.00066862+0.00095477i,-0.00064505+0.0014299i,-0.00020316+0.00055287i,0.00013603+0.0002411i,-0.00010144-5.4316e-05i,-0.00064603-0.0002302i,-0.0010809-0.00053243i,-0.00086753-0.00051083i,5.4766e-05-0.00030436i,-5.3326e-05-0.00030843i,-0.00018034+0.00037076i,-0.00078508+0.00031219i,-0.0011371-0.00023221i,-2.2326e-05-0.00021651i,0.00027507-0.00018607i,-0.00016223+0.0002176i,-0.00032585+0.0011729i
-0.0011272-0.0021664i,-0.0018661-0.0006945i,-0.0014952+0.00063532i,-0.00061333+0.00072095i,-0.0010399+0.00064666i,-0.0020025+0.0012602i,-0.0016613+0.00097604i,-0.00067197+0.00036862i,-0.00041013+0.00058678i,7.13e-06+0.00011891i,0.00048194-0.00077298i,0.00019169-0.00078613i,-0.00042967-0.00061165i,-0.00050392-0.00085466i,2.4964e-05-0.0012923i,5.7075e-05-0.00097003i,0.00059924-0.00053055i,0.00092122-0.00069161i,0.00093487+1.7865e-06i,0.00044971+0.00048972i,-0.00034421+9.6556e-05i,-0.00014714-0.00020871i,0.00024507+0.00021193i
0.0018969-0.00079749i,0.0014401-0.0015813i,0.0018716-0.0010698i,0.0013882-0.00020014i,-0.00010055+0.00032437i,-0.00093292+0.0012825i,-0.00081438+0.0025038i,-0.0001668+0.0019267i,-0.00056261+0.00048206i,-0.00027133-0.00037615i,0.00043646-0.00088301i,-8.4104e-06-0.0013059i,2.5659e-05-0.0010718i,-0.00033306+5.5835e-05i,-0.00062508+0.00028996i,-0.00022055+1.4151e-05i,9.367e-06+0.00011589i,-5.26e-05+0.00020837i,-0.00037601+0.00053419i,-0.00065564+0.00029409i,-0.00096006+0.00012218i,-0.0013751+5.7454e-05i,-0.00070145+2.7543e-05i
0.00045898+0.00063101i,0.00029398+0.0011945i,-7.7372e-05+0.0012622i,-0.00052981+0.0017307i,-0.0010139+0.0012245i,-0.001684+0.001021i,-0.00094215+0.0016384i,0.00066623+0.0014565i,0.00045386+0.00081297i,-0.00056876+1.3104e-05i,-0.00046017-0.00019966i,6.5937e-06+0.00031885i,0.00030408+0.00071985i,0.00072021+0.00095763i,-0.00013829+0.0015071i,-0.00056501+0.0017374i,0.00011411+0.00065372i,0.00043811+8.4292e-05i,0.00030191+0.00017096i,0.00062572+5.9746e-05i,0.00059016+0.00043262i,0.000607+0.00061278i,0.00021951-4.2354e-05i
-0.00068382-0.00077887i,-0.0009873+0.00037127i,-0.0012953+0.00049767i,-0.0013154+0.00050467i,-0.0015883+0.00056869i,-0.0011718+0.0011084i,-0.00014658+0.0025017i,0.0005557+0.0027634i,0.00062899+0.0012201i,0.00084154-0.00041461i,0.0011058-0.00039635i,0.00057895-0.00012659i,0.00023351-0.00032345i,0.00038825-0.00035531i,0.0004354-0.0001277i,0.00043226+0.00057388i,-0.00039039+0.0011407i,-0.0010458+0.00094804i,-0.00018064+0.00035657i,0.0003728+0.0001869i,-0.00049536+0.00011234i,-0.00025283-0.00013334i,0.00015861-0.00012948i
0.00066261-0.0025734i,-9.4618e-05-0.00092031i,-0.00049199+0.00068382i,0.00024497+0.00057103i,0.00016478+0.00079093i,-0.00048783+0.0015883i,-0.00043383+0.002061i,0.00032818+0.0022163i,0.00092603+0.0016015i,5.3605e-05+0.00075304i,-0.00027354+0.00013663i,0.00015981+8.0247e-06i,-1.7918e-05-0.00032177i,0.00025438-0.00028737i,0.00019001+0.00053339i,-0.00027809+0.00040884i,-0.00019214-0.00045728i,5.2096e-05-0.00016475i,0.0008941+2.8111e-05i,0.00086622-0.00022031i,-0.00035204-0.00076667i,-0.0007164-0.0010402i,-0.0005572-0.00076018i
0.0018157-0.00071651i,0.0015581-0.00074408i,0.0006174-0.00065458i,0.00044722-0.00027428i,-9.836e-05+0.00084399i,0.0001821+0.001288i,0.0010974+0.0016416i,0.00050564+0.0017767i,0.00030591+0.0013024i,0.00031934+0.00039902i,0.00030889+0.0002057i,0.0009276-0.00048021i,0.00079498-0.00091322i,-0.00038099+7.2457e-05i,-0.00087294+0.00045869i,-8.9806e-05+0.00026708i,-7.678e-05+0.00037921i,-0.0010166+0.00020266i,-0.00076606+0.00016469i,-0.00032128-6.499e-05i,-3.6605e-05-9.4972e-06i,0.00033262+1.6956e-05i,0.00056594-6.6433e-05i
0.00088351+0.00080257i,0.00045784+0.00046844i,-0.00056424+0.00064182i,-0.0012372+0.00077787i,-0.0016181+0.001047i,-0.0016812+0.0018694i,-0.00084565+0.0025226i,-0.00010384+0.0022424i,1.6565e-06+0.0015089i,-0.00026388+0.00076705i,-4.4826e-05-1.6639e-05i,0.00063492+0.00014384i,0.001048+0.00046764i,4.1876e-05+0.00059965i,-0.0010234+0.0010189i,-0.00077121+0.00089626i,-0.00071473+0.00015302i,-0.00059022-5.1108e-05i,-3.3211e-05+0.00034622i,7.8066e-05+0.00070237i,-0.00021398+0.00043108i,9.9909e-05+0.000224i,-0.00010517+0.00062072i
