-0.0056356+0.00063609i,-0.0031581+0.0016856i,-0.0032969+0.0025816i,-0.002563+0.0038595i,-0.00093809+0.0048871i,-0.00015296+0.0033342i,-0.0003483+0.0014617i,-0.00055687+0.00067862i,0.00014993+0.00035394i,0.0015549+0.00037384i,0.0018051+0.00053598i,0.0016213-0.00040227i,0.0011582-0.0017346i,0.00018155-0.0023405i,-0.00024009-0.0009582i,-0.00028018+0.00075329i,-0.0003397+0.0011191i,2.5824e-05+0.00065425i,0.0004496+7.4758e-05i,0.00054146+4.8407e-06i,0.00076027-1.0651e-05i,0.0002853+0.00026953i,-0.00018666+0.0003868i
-0.00067393-0.00098566i,-0.00090685-0.00041852i,-0.0011967-0.0012595i,-0.001287-0.001101i,-0.0013943-0.00023836i,-0.00050282+0.00026753i,0.00025502+0.00077893i,-2.6127e-05+0.00084583i,-0.00040385-3.9517e-05i,0.00026609-0.00029177i,0.00036679+0.00053595i,-0.00015721+0.00017551i,-0.00018718-0.0010272i,-0.00041902-0.00091758i,-0.00034124-0.0004846i,0.0001711+4.056e-05i,0.00094618+0.00019931i,0.0010989+7.3466e-05i,0.00051586-1.4112e-05i,-0.00060358-0.00063067i,-0.0004912-0.00075456i,0.00033843-0.00039509i,0.00033326+0.00017624i
0.00052005-0.00051946i,0.00011143-0.00038355i,4.3552e-05+3.6792e-05i,-0.0006583-0.00050669i,-0.00082183-0.00067505i,-0.00026988-0.00040747i,-0.00040481+0.000117i,-0.0001487+0.00064727i,0.00020297+0.00068852i,0.000559+0.00039946i,0.00083238+5.1527e-05i,0.00147+0.00016801i,0.0017058+0.00036933i,0.00083906+0.0011565i,-2.6159e-05+0.00066294i,6.279e-05-0.00082727i,0.00053313-0.00099839i,0.00053723-0.00057599i,0.00072819+6.0869e-05i,0.00064362-0.00024733i,0.00024698-0.00073596i,-0.00075785-0.00057982i,-0.00069051-8.4255e-05i
-0.00087573+0.00071082i,-0.0011709+0.00083026i,-0.00075877+0.00060996i,-0.00072667+2.8077e-05i,-0.00042958-0.0002273i,4.1147e-05-0.00039696i,-0.00024968-0.00032395i,-7.3258e-05-1.1505e-05i,0.00089516+0.00011757i,0.0012195-0.00014657i,0.0011667+0.00023397i,0.00052856+0.00066103i,8.3064e-06+0.00041658i,-0.00019369+9.6063e-05i,-0.00076911-0.00039086i,-0.00047549-0.0004785i,6.3087e-05-9.3574e-06i,8.2658e-05+0.00022947i,-4.5908e-05+0.00038125i,-0.00033874+0.00035633i,-0.0002173+0.00067619i,0.00031597+0.0011524i,0.00047057+0.0003123i
0.00016829+6.029e-05i,0.00043955-0.0010949i,0.00029411-0.00085833i,-0.00084165+0.00019473i,-0.00071029+0.00016493i,0.00010207+0.00042189i,0.0001592+0.0004184i,8.8092e-05+0.00030957i,0.00076643+0.00015076i,0.00063685-0.00050377i,-0.0001604-0.00048496i,-0.00049863-0.00032972i,-0.00040742+1.978e-05i,-0.00017485-0.00028211i,4.9033e-05-0.00038658i,5.0241e-05-3.5474e-05i,-0.00018819-5.9305e-05i,0.00019075-0.00035559i,0.00031145-0.00073221i,0.00039734-0.00023847i,8.5894e-05+0.0010982i,-0.00036823+0.0014283i,-0.00063965+0.00074016i
0.00021936+0.0016393i,0.0012048+0.00075683i,0.0016982+0.00025078i,0.0020889+3.3576e-06i,0.0017067-0.0004023i,0.00051963-0.00072978i,0.00034304-0.00070643i,0.0007699-0.00014482i,0.00073208+0.00038806i,0.00067283+0.00031061i,0.00080042+0.00028483i,0.0011733+0.00023419i,0.00055783+0.00056534i,-0.00053791+1.9706e-05i,-0.00024923-0.00072904i,0.00021925-0.00011243i,0.00076157+0.00094234i,0.0012071+0.0011073i,0.00045381+0.00018579i,-0.00021919-0.00016105i,-6.9745e-05-0.00027749i,0.00044025-0.00070841i,0.00114-0.00042635i
0.0006117+0.00098798i,0.00046236+0.0008671i,5.8166e-05-0.00039778i,-0.00070393-0.0015674i,-0.0011519-0.0015695i,-0.0015579-0.00079582i,-0.0018651-0.00045822i,-0.0015695-0.0013819i,-0.00047034-0.0015445i,-0.00014293-0.00046159i,-0.00022018-0.00037424i,-0.00032686-2.8416e-05i,-0.00030737+0.00052083i,-0.00057027+0.00046501i,-0.00065345+0.00044726i,-0.00041695+0.0011135i,-0.00019383+0.0010349i,-0.00028996+0.00046845i,-0.00023351-2.3024e-05i,8.0205e-05-0.00060996i,-4.7434e-05-0.00062634i,7.1889e-05-0.00019647i,0.00011698+0.00029767i
0.0020802-0.0012502i,0.0013759-0.0021438i,0.00041314-0.0025578i,-0.00044505-0.0032313i,-0.0013891-0.0028682i,-0.0016281-0.0018042i,-0.0015418-0.0014114i,-0.00074355-0.0017364i,0.00078935-0.001544i,0.0013979-0.0010469i,0.00083708-0.00011539i,0.00059637+0.0011187i,0.0002501+0.00048981i,-0.00021225-0.00062936i,-0.00011661-0.00042077i,0.000431-0.00037237i,0.0003167-0.00068958i,8.992e-05-0.00026337i,-0.00010806-0.00049081i,-0.00068045-0.0005048i,-0.00065075-0.00047904i,-0.00041928-0.00017561i,-0.00024107+0.00056933i
0.00090784+0.00070122i,0.0014795+2.2256e-05i,0.0019753+0.0002603i,0.0019027-0.00071513i,0.0016699-0.0021725i,0.0014641-0.0016397i,0.00042657+8.3337e-05i,-0.00058987+0.00048959i,-0.00028182+9.9016e-05i,2.3159e-05+0.00010263i,-0.00034641-0.00028256i,-8.9269e-05-0.00030284i,0.00020551+0.00023472i,-1.9709e-05+0.00017739i,0.00051799-3.0748e-05i,0.00060064+0.00044938i,3.9403e-05+0.00038893i,6.1626e-05-0.0004935i,6.2683e-05-0.000585i,0.00046999-0.00025745i,0.00093832-0.00046765i,0.00042599+4.9248e-05i,-2.9916e-05+0.00071813i
0.00094658-0.0018296i,0.00039448-0.0012928i,-0.00082153-0.0017019i,-0.00097224-0.00059479i,-0.0007838+0.00089328i,-0.00097703-9.0813e-05i,-0.0008332-0.00025581i,-0.00046151+0.00045228i,-0.00044302+0.00030719i,-0.00090611-0.00025153i,-0.0012835-0.000809i,-0.00088902-0.00072727i,-0.00022202-0.00029741i,0.00014475-0.00015096i,0.00041363+0.00025766i,0.00039596+0.00044037i,0.00011929+0.00058134i,0.00043157+0.0013536i,0.0010187+0.0011991i,0.00083784+0.000354i,0.00050207-0.00038107i,0.00085181-0.00069104i,0.00062498+1.5293e-05i
-0.00129+0.00074787i,-0.00073072+0.00030133i,7.4598e-05+0.00051072i,-0.0001599+0.00033401i,-0.00056583+0.00018332i,-0.00074712+0.0011022i,-0.0014174+0.0013061i,-0.0015491+0.00053922i,-0.0011157+0.00050219i,-0.00054458+0.00035105i,-0.00055893-0.00037304i,-0.00048451-0.0011134i,0.00058426-0.0013134i,0.0011383-0.00031436i,0.00058391+0.00036236i,-0.00044016+6.1139e-05i,-0.00032813+4.9737e-05i,0.00053307-0.00019206i,0.0013503-0.00071447i,0.0014409+9.5588e-05i,0.00058969+0.00087226i,0.00019814+0.0007221i,0.00027807+0.0007112i
-0.0020379+0.0017896i,-0.0026131+0.0013301i,-0.0010945+0.0019791i,0.00075094+0.0021819i,0.0012198+0.00050819i,0.00019877-9.6835e-05i,-0.00045266+6.2158e-05i,-0.00073807-0.00056806i,-0.0011203-0.00022019i,0.00064612+0.00055405i,0.0013885+4.7644e-06i,0.00027058-0.00020653i,-0.00076776-0.00036281i,-0.00088848-0.00038882i,-0.00071453-7.0064e-05i,-9.28e-05+9.8543e-05i,0.00054826+0.00025141i,0.00054211-5.2515e-05i,0.00034247+0.00010776i,0.0002431-0.00029549i,0.00047252-0.00041179i,0.00024836-0.00018031i,0.00022416-0.00051398i
0.00010452-0.0012611i,-0.00053155-0.0008461i,-0.00025508-0.00064474i,-0.000305-0.00078431i,-0.0013348-0.0010404i,-0.001607+0.00015983i,-0.00082206+0.00081671i,0.00033259+0.00076931i,0.00069125+0.00035067i,0.00088281+4.9159e-05i,0.0011459+0.00023562i,0.00010294+0.00065108i,-0.00036435+0.00061123i,0.00026083+3.2089e-05i,0.00055748+0.00035143i,0.0005931+0.0012015i,-0.00015819+0.0010847i,-6.0613e-05+0.0013576i,0.00039576+0.0014008i,0.00039919+0.00090697i,0.00018144+0.0007306i,0.00018605-0.00017685i,0.00041947-0.00028193i
0.0018308+0.0013232i,0.0013484+0.0012684i,0.0010123+0.00054957i,0.0016345-0.00082621i,0.00094302-0.0017285i,-0.00081808-0.0017221i,-0.001483-0.00068578i,-0.00074582-6.8777e-05i,0.00073541-0.00038634i,0.00075925-0.00078758i,0.00026062-0.00085438i,-3.2372e-05-0.00055393i,-0.00079713-0.00056816i,-0.00096929-0.00096677i,-0.00058075-0.00030838i,8.7191e-05+0.00036522i,0.0004264+0.00011627i,0.00046869+0.00048362i,-0.00014601+0.00068032i,-0.00029536+0.00010616i,0.00032301-0.00050092i,0.00043822-0.00017393i,-0.00036965+0.00033936i
-0.0013767-0.00046394i,-0.0011864-0.00072232i,-0.0023536-0.0001363i,-0.0018088+0.00072208i,-0.0010645+0.0010138i,-0.0015905+0.00056819i,-0.0009591+0.00011238i,7.8527e-05-0.00039253i,0.00036678-0.00031815i,0.00027367+9.2617e-05i,5.8202e-05-5.5604e-05i,0.00014843+0.00017356i,8.3629e-05+0.0002789i,0.00043097+0.0001879i,0.0007804-0.00025206i,0.00080449+0.00025512i,0.00020128+0.00043894i,-4.5879e-05-0.00033377i,0.00012117-0.00043929i,-0.00019051-0.00060422i,-0.00057637-0.00042688i,-0.00023084-6.0046e-06i,-0.00036123+4.3664e-05i
0.00042919+0.00038195i,-0.00053169-0.0002338i,-0.0015888-0.00054124i,-0.0021663-0.0012671i,-0.0016345-0.0018801i,-0.00065109-0.0010461i,-0.00049235-9.8394e-05i,-0.00038453-7.7144e-05i,-0.00011672-0.00051732i,-0.00034328-0.001212i,0.000277-0.001401i,0.0010828-0.00084824i,0.00069275-0.00091477i,8.0899e-05-0.00070186i,0.0002987-5.6135e-05i,0.00044517+0.00018422i,0.001026-1.2593e-05i,0.0012356-3.6887e-05i,0.00024566-0.00012733i,-0.00057358+8.251e-05i,-0.00067812-0.00038082i,-0.00054679-0.0011635i,-0.00063715-0.00068181i
0.000963-0.00023413i,0.00095618-0.00047663i,0.0011716-0.0008486i,0.00032629-0.0013418i,2.2484e-05-0.001973i,-0.0004896-0.0017817i,-0.00068381-0.001085i,-0.0002208-0.00060686i,0.00026964-0.00033791i,5.4778e-05-0.00055254i,3.1235e-05-0.00055i,0.00018803+0.00027796i,-0.00047711+8.1248e-05i,-0.0004587-0.00039955i,-0.00040623+0.00021202i,-0.0010902+0.0014052i,-0.00069144+0.0015984i,-0.00027439+0.00097231i,7.6536e-05+0.00094434i,0.0013888+0.00073569i,0.0015854+0.00035422i,0.0010536-0.00024115i,0.0011453-0.00064436i
0.0011226-0.00071742i,0.00020189+0.00013558i,-0.00020171-0.00011192i,-0.0010187+0.00024344i,-0.0015607+4.5436e-05i,-0.0010037+0.00043108i,-0.00053348+0.0010123i,-0.00066058+0.00088482i,-0.00079205+0.00035547i,-0.00059816-0.00038507i,-2.1278e-05-0.00046984i,9.2206e-06-0.00017789i,2.1309e-05-4.2545e-05i,0.00074755+0.00068266i,0.0010605+0.00054921i,0.00068988+0.00031264i,0.00052167+0.00021736i,0.00011929+0.0004912i,-0.00095986+0.00084538i,-0.0014566+0.00028946i,-0.00056026-0.00041509i,0.00028364+4.171e-06i,0.00093886+0.00059773i
-0.00030094+0.00077629i,-0.0003604+0.00037035i,-0.00063891-0.00033607i,-0.00087919-0.00037063i,-0.000872-0.00027196i,0.0001783-0.0001501i,0.00062172+0.00042839i,0.00010752+0.00042577i,6.719e-05-0.0009625i,0.00041774-0.0014347i,0.00058856-0.00058896i,-0.00011541-0.00047285i,-0.0004218+0.00027569i,-0.00031964+0.00069029i,-3.6908e-05+0.0002172i,0.00039821+0.00021125i,0.00024172+2.6531e-05i,-0.00017941-0.00053217i,-0.00023831-0.0008172i,-0.00040805-0.00052959i,-0.00015984+0.00013444i,0.00026267+0.00043662i,0.00080696+0.00028628i
0.00056005+0.001788i,0.00024+0.0011723i,0.00073035+0.00062246i,0.0012754-6.4456e-05i,0.00042211-0.001242i,-0.00058781-0.0018771i,-0.00046137-0.0011909i,9.8779e-06-0.0006899i,0.0003621-0.00048744i,0.00024107-2.6955e-05i,-0.00052929-0.0003631i,-0.0010307-0.00049976i,-0.0011199+0.00023969i,-0.00084904+0.0005949i,-0.00066829+2.6762e-05i,-0.00071859-0.00073274i,-0.001162-0.00035144i,-0.001363+0.00077553i,-0.00066978+0.0010035i,-0.0002142+0.00056934i,-0.00035858-0.00022013i,-0.00062618+4.5285e-05i,-0.00080123+0.00046995i
0.00095588+0.000834i,0.00044851+0.00056717i,-0.00097296-0.00010189i,-0.001218-0.00089063i,-0.00023225-0.0013343i,-0.00043168-0.0009487i,-0.0010407-0.00057477i,-0.00082733-0.00021297i,0.00031587-5.7872e-05i,0.0011347+0.00055116i,0.00094983+0.00073701i,0.00068572+0.00010099i,0.00034275+0.00038306i,-7.1038e-05+0.00023574i,-0.00020229-0.00026028i,0.00019701-0.00025245i,8.2167e-05+0.00033292i,-0.00016844+0.00081236i,0.00036493+0.00053849i,0.00066091+0.00043493i,0.00057751+0.00065467i,0.00052547+0.00075511i,0.00058861+0.00019374i
0.0016279-0.00075148i,0.00071126-0.0007968i,-0.00035526-0.00062417i,-0.0021962-0.00028815i,-0.0026311+5.9769e-05i,-0.0013027+7.0501e-05i,-0.00026022-0.00040467i,0.00062458-5.9414e-05i,0.00084018+0.00033563i,0.00035703+9.6834e-05i,-2.8917e-05+0.00020814i,-0.00053563+0.00069928i,-0.00051333+0.00058528i,-0.0001574+0.00046784i,-0.00019265+0.00066835i,-0.00066586+0.00036104i,-0.00024463-7.7209e-05i,0.00068307-0.00027911i,0.00051145-0.0002748i,0.00019246-0.00018457i,-0.00014217+0.00023185i,-0.00040435+0.00052407i,-5.4651e-05+0.00047355i
-0.0020037-0.00087204i,-0.0016272-0.0003095i,-0.00086877-0.00016904i,0.00069384-0.00015676i,0.0015619-0.00035307i,0.001001-0.00072553i,-0.0002319-0.00049648i,7.743e-05-0.00037276i,0.0005538-9.5943e-05i,0.00031033+0.00052301i,0.00066691+0.00096366i,0.00055566+0.00062118i,-0.00021671+0.00033842i,-0.00028548+0.00015404i,-4.6892e-05-0.00060306i,-5.0588e-05-0.00094949i,0.0001937-0.0007245i,0.00021773-0.00071424i,-0.00025342-7.963e-05i,-0.00024363+0.00038873i,-0.00014814+0.00033798i,-0.00089565+0.00044409i,-0.00065395+0.0004054i
-0.00048236+0.0005954i,-0.00074463-9.0635e-05i,-0.0014498+0.00035176i,-0.0011693+0.00062128i,0.00017137+9.5735e-05i,0.0003586-0.0010811i,-0.0002427-0.00069004i,-0.00031917+0.00061622i,-0.00033088+0.001082i,-0.00021906+0.00031884i,0.00052204-0.00055283i,0.00043914-0.00060086i,-0.00025339-0.00068704i,-0.00018489-0.00066284i,-0.00035102-0.00025905i,-0.00046431-0.00017499i,-0.0003425+0.00016046i,-0.00073444+0.00076507i,-0.0010307-4.1328e-06i,-0.0011569-0.00015848i,-0.00083994+0.00042769i,-2.467e-05+0.00031348i,0.00055436+0.00010104i
0.0011032-0.0025501i,-0.00040286-0.0017468i,-0.00095113-0.0013777i,-0.00084555-0.0012515i,-0.0013736-0.0011224i,-0.0016368-0.00032296i,-0.0009843+0.00048772i,5.3863e-05+0.00051938i,0.00045532-0.00018165i,-0.00045092+0.00043438i,-0.0011202+0.00095592i,-0.0007104+0.00036836i,0.00049744+0.0001468i,0.00090996+0.00087953i,0.0004838+0.0010232i,0.00020316+0.00026451i,0.0001996-0.00034439i,0.00050571-0.00030532i,0.00068595-0.0006067i,0.00026964-0.0014556i,-0.00066856-0.0013797i,-0.00094869-0.0010797i,-0.0002117-0.00039247i
-0.001119+0.0014669i,0.00018826+0.0010169i,0.00099709+0.0017075i,0.0015171+0.0012749i,0.0022768-0.00031458i,0.0013597-0.0015077i,-6.66e-05-0.0014825i,-0.00049604-0.00064764i,-0.00011048+0.00034647i,0.00039302-0.00022738i,0.00032759-0.00086491i,0.00012601-0.00049074i,-0.00013371-0.00094976i,-0.00074562-0.00038758i,-0.00088968+0.00042517i,-0.00051331+0.00036655i,1.1427e-05+0.00083462i,0.00036864+0.0010851i,0.0008153+0.00039905i,0.0013395-0.00070794i,0.00055437-0.00025242i,-4.8749e-05+0.00046214i,0.00039447+0.00092494i
-0.0006121+0.0010269i,-0.00066533+0.0001451i,-0.00011424-0.0012692i,0.00057426-0.001081i,0.00038988-0.0012782i,-0.00054556-0.00090751i,-0.00094611-0.0001211i,-0.00088464-0.00015631i,-0.0005056-0.00056086i,0.00032132-0.0011158i,0.00070365-0.0013616i,-9.9629e-05-0.00099492i,-0.00029905+9.8675e-06i,0.00021775+0.00075215i,-0.00019386+0.00026644i,-0.00072503-0.00072182i,0.00036158-0.00075452i,0.00081792-0.00025237i,3.7945e-05-0.0004908i,0.00034904-0.0011885i,0.00085417-0.0008753i,0.00014524+2.7416e-05i,-0.00011997+0.0001888i
0.002265+0.0011407i,0.0020148+3.6611e-06i,0.0011314-0.00035914i,0.00078674-0.00081617i,0.00053135-0.0012719i,-0.00018719-0.00060266i,6.3059e-05+0.00045899i,0.00012343+0.00084611i,-2.7495e-05+0.0001231i,-0.00025556-0.00023519i,-0.00061794-0.00024818i,-0.00053902-0.0005731i,-0.00081485-0.00088833i,-0.0009901-0.00091592i,-0.0011521+0.00011871i,-0.00075404+0.0007919i,-0.00041798+0.00022032i,-0.00016563-0.00030952i,6.7337e-05-0.00012736i,0.00016973+0.00082388i,0.00062268+0.00062025i,0.00084396-0.00022059i,0.00036917-0.00054938i
-0.0015182+0.00038913i,-0.0011003+0.0013666i,0.00060489+0.0013605i,0.00052211+0.00057369i,-0.00045284+0.00067259i,-0.0005758+0.0011321i,-0.00040998+0.00065926i,-0.00056949-2.4123e-05i,-0.0012612-9.4579e-05i,-0.0018015+0.00050806i,-0.0011825+0.0005702i,-6.252e-05+4.7349e-05i,0.00030315-0.00017653i,-0.00020752+0.00013637i,-0.00060888+0.00010387i,-0.00068054+0.00038105i,-0.0011166+0.00066518i,-0.0005625-0.00030057i,0.00050145-0.00057296i,0.0004988+9.1797e-05i,-0.00013527-2.0989e-05i,-4.9077e-05-1.5608e-05i,-5.6777e-05+0.00043073i
-0.00087269+0.00013909i,-0.00096905+0.00028536i,-0.0011445+3.378e-05i,-0.00092595-0.00066929i,-0.0010365-0.0010385i,-0.0010318-0.00092841i,-0.0010795-0.00011304i,-0.0013454+0.0007018i,-0.00062918+0.00046776i,-0.00026683+0.00023331i,-3.1482e-05+5.4395e-05i,2.7496e-06-0.00058325i,-0.0001872-0.00042041i,0.00054842-7.0846e-05i,0.0012013+0.00039263i,0.0007798+0.00055527i,0.00042435+0.00070844i,8.8752e-05+0.00023881i,-0.00051297-0.0005296i,-0.00078745-0.0003092i,-0.00069459-0.00037664i,-0.00086091-0.00032307i,-0.0010019-0.00057291i
-0.00012137-0.00024615i,0.00021649-0.00052268i,-0.00020869-0.00090395i,-0.00050883-0.00086587i,-0.0006029-0.00059947i,-3.1429e-05+0.00033186i,0.00047584+0.0012389i,0.00041681+0.00092833i,0.00033494+0.00040077i,0.00033549+0.00015989i,0.00099367+0.00038831i,0.0010326-0.00029131i,0.00071183-0.0011712i,0.00068285-0.00022806i,0.00055654+0.00066291i,-2.1531e-05+0.00069439i,-0.00013332+0.00025629i,0.00049844+3.7059e-05i,0.0004282-8.081e-05i,-2.2473e-05-2.2013e-06i,0.00039154+0.00036662i,0.0012129+0.00040528i,0.00088412-0.00021342i
-1.8048e-05-0.00029649i,-0.00086961+0.00014374i,-0.00092819+0.00077502i,-0.001408-0.00015985i,-0.0018329-0.00073742i,-0.0014631+0.00055081i,-0.0006491+0.00067999i,-7.0249e-05+6.8126e-05i,-7.9244e-05-0.00040132i,-0.00039377-0.00088964i,-0.00066254-0.00098323i,-0.0003063-0.00040623i,0.00016979-0.00031319i,0.0003095+0.00046205i,-0.00014033+0.00095873i,0.00042019+0.00021494i,0.001018+4.2341e-05i,6.5724e-05+0.00011512i,-0.00052715-3.6832e-05i,0.00024084-0.00020506i,0.00041126-0.00026654i,-0.00010672+0.000151i,-0.00063191+0.00049298i
-0.00076033+0.00084113i,-0.00033622-0.00027033i,0.00028977-0.0006955i,0.0003358-0.001161i,0.001003-0.0015376i,0.0012189-0.00072197i,0.00031416-0.00030622i,0.00016245-0.00052047i,-1.2783e-05-0.0003025i,0.00032966-0.00047487i,0.00056614-0.00031221i,0.0004382-0.00035532i,0.00044148-0.00014473i,0.00019226+4.2431e-05i,0.0005151+0.00031118i,0.00027162+0.00046261i,-0.00052246+0.0006742i,-0.00042364+0.00023526i,0.00039468-0.0004943i,0.00058571-5.6752e-05i,0.00056746+0.00069878i,0.0006963+0.00094211i,0.00065178+0.001149i
-0.0012356-0.00034926i,-0.0016577-0.00026383i,-0.0010064+0.00030822i,-0.0007284+0.0018734i,-0.0010846+0.00163i,-0.00094841-0.00059581i,-0.0009864-0.00089614i,-0.0010974-0.00065496i,-0.00031522-0.0007776i,0.00016659-0.00062769i,0.00018176-0.00098613i,0.00050043-0.0010913i,0.00076159-0.00053275i,-5.5144e-05-0.00038431i,-0.0011008-0.00021544i,-0.0016162+0.00067105i,-0.0010544+0.00099635i,-0.00018735+0.00087251i,-0.00046891+0.00067079i,-0.00039045+0.00024064i,-4.3088e-05-0.00033952i,-0.00032565-0.00067618i,-0.0004775-0.00039098i
-5.8702e-05+0.0004445i,-0.0018738+0.0011635i,-0.0020529+0.0014527i,-0.0018614+0.00048833i,-0.0014529-0.00060867i,-0.0012072-0.000668i,-0.00028049-6.4835e-05i,0.00043046+0.00010547i,0.00082918-0.00046633i,0.00082362-0.00056079i,-0.00013226-0.00022827i,-0.00038749-0.00039679i,0.00021929-0.00038327i,-6.4984e-05+8.4854e-05i,-0.0010969+1.7532e-05i,-0.00064358+0.00041784i,-2.9176e-06+0.00022434i,0.00034901+0.0001248i,0.00034602-6.4673e-05i,-0.00024047-0.00043473i,-2.1118e-05-0.00077759i,-0.00014446-0.00090448i,-0.00079952-0.00010355i
-0.00026406-0.00043697i,-0.0011826-0.00024259i,-0.00056689-0.0011658i,-0.00033143-0.0021907i,-0.0014687-0.0015881i,-0.0018157+0.00028072i,-0.00068389+0.00090905i,0.00069411+2.792e-05i,0.0012555-0.00026375i,0.0011785-5.8459e-05i,0.00067459-5.8789e-06i,0.00079405-1.2539e-05i,0.0012014+0.00079843i,0.0012296+0.00082864i,0.0010441+0.00038422i,0.00097617+0.00043548i,0.00094578-0.0004298i,0.00081735-0.00096825i,0.00056324-0.00017835i,1.5443e-05-7.9628e-05i,-0.00034259-0.0006818i,-0.00037869-0.00050543i,-0.00046469+7.0889e-05i
0.0011485-0.00043348i,0.0018451-0.0011245i,0.001761-0.0019733i,0.00019555-0.0022949i,-0.00096706-0.0023529i,-0.0010999-0.0020537i,-0.00092351-0.0010425i,-0.00058115-0.00089586i,0.00033029-0.00051966i,0.0010251-0.00019245i,2.6035e-05-0.0003438i,-0.00074518-0.00045749i,-0.00053163-0.00087896i,-0.00052538-0.00016527i,-0.00016684+0.00053252i,3.5091e-05-0.00015628i,-0.00022852-0.00030389i,-0.00073625-0.00011739i,-0.00019322-0.00014213i,0.00047405-0.0005819i,0.00050495-0.0010269i,0.00084517-0.0010476i,1.8046e-05-0.00061706i
-0.0018625-0.0018885i,-0.00094585-3.1084e-05i,-0.00086258+0.0012204i,-0.0015715+0.0012818i,-0.0023992+0.00052959i,-0.0012994+8.4313e-05i,-0.00068198+2.8831e-05i,-0.00091186-0.00053535i,-0.00024841-0.00091792i,-8.0167e-05-0.00018401i,-0.00020807-1.9765e-05i,-9.3933e-05-0.00064788i,-9.2195e-05-0.00086162i,0.00013506-0.001041i,0.00059147-0.0010705i,0.00061687-0.0012077i,0.00051017-0.00077882i,-2.012e-05+6.0183e-05i,-5.8172e-05+0.00019068i,0.00023521+0.00032938i,0.00038903+0.00053209i,0.00038354+0.00062795i,-6.5909e-05+0.00041989i
0.00080262-0.0013623i,0.00048978-0.00056056i,-0.00057308-0.00039463i,-0.0021254-0.00017626i,-0.0020788+0.0001904i,-0.001966-7.3663e-05i,-0.001856-0.00048199i,-0.0013867-0.00075301i,-0.00060707-0.00093703i,-0.00036037-0.0012789i,-0.00041073-0.00065764i,-0.00010966+0.0003407i,0.00019387+0.0005948i,0.00034414+0.00071702i,0.00046368+0.00075868i,0.0010402+0.00047019i,0.0013088+0.00014163i,0.00089068-2.8327e-05i,0.00060251-0.00033304i,0.00020947-0.00046023i,0.00065587-0.00091844i,0.00061164-0.00072607i,-0.0003407+0.00027755i
0.00098651-0.00015218i,0.00045203+0.00055733i,0.0005636+0.000193i,0.00040773-0.0001802i,-0.00023766-0.0001019i,-0.00030184+0.00052082i,-0.00013918+0.0010459i,-0.00035028+0.0001469i,0.00012169-0.0010496i,0.00018855-0.0013354i,-0.00072856-0.00044538i,-0.00063755+1.631e-05i,-0.0002003-0.00015883i,-0.00020507+0.00034885i,-0.00014763+0.00018503i,0.00053279-0.00050708i,0.00085238-0.0010831i,0.00057604-0.00056456i,2.1628e-05+0.00078541i,-0.00066816+0.0007977i,-0.00084226+8.3757e-05i,-0.0015326-0.0005439i,-0.0015061-0.00091304i
0.00088759-0.0018099i,0.00010285-0.0013012i,-0.00058535-0.0018373i,-0.0015335-0.0023466i,-0.001437-0.0021972i,-0.0010429-0.0012216i,-0.00070342-0.00038591i,-0.00023589-6.5631e-05i,-0.00071722-0.0005371i,-0.0012179-0.0003541i,-0.0011056-0.00021558i,-0.00056431+0.00024503i,0.00025741+0.00021946i,0.00067266-0.0008046i,0.0008204-0.0008482i,0.00075384+0.00021155i,-0.0001905+0.0006175i,-0.00023969+0.00017276i,0.00033639+3.5374e-05i,0.00061208+6.7423e-05i,0.00076028+0.00040627i,0.00042054+0.00060431i,-0.00042915-0.00026886i
0.00035455-0.0021587i,5.9421e-05-0.0022806i,-0.00015792-0.002596i,-0.0009248-0.0025625i,-0.0015158-0.0010967i,-0.0019468+0.00013083i,-0.00087018+7.5908e-05i,0.00029941-0.00014102i,0.00069658+0.00018981i,0.00080696+0.00079027i,-0.00017734+3.6677e-05i,-0.00049744-0.0012831i,-8.2066e-05-0.0014671i,0.0003818-0.00071354i,0.0010766-8.7543e-05i,0.00078657+0.00068397i,0.00022921+0.00090318i,-7.7904e-05+0.0011389i,-0.00049077+0.00093558i,-0.00033051-2.3143e-05i,-0.00012147-0.00013524i,-0.00051252+0.00037561i,-0.00039773-0.00016436i
0.00068741-0.0010884i,0.00040706-0.0013734i,0.00097539-0.0018742i,0.00040076-0.0012533i,-0.0010567+0.00055751i,-0.001146+0.00084574i,-3.1373e-05+0.00056i,0.00087551+0.00037159i,0.00088292-0.00026569i,0.00010307-0.00025032i,9.8289e-05+0.00016977i,0.00036387+0.0006061i,9.5465e-06+0.0002925i,0.00036949-0.00026089i,0.00058464+9.9875e-05i,0.00059401-0.00041151i,0.000398-0.00011749i,-0.00036202+0.0014428i,-0.00049292+0.0019303i,-8.2238e-05+0.00097865i,-0.00025172-0.0003537i,-0.0012413-0.000405i,-0.0014521-0.00041911i
