-0.0056356+0.00063609i,-0.0031581+0.0016856i,-0.0032969+0.0025816i,-0.002563+0.0038595i,-0.00093809+0.0048871i,-0.00015296+0.0033342i,-0.0003483+0.0014617i,-0.00055687+0.00067862i,0.00014993+0.00035394i,0.0015549+0.00037384i,0.0018051+0.00053598i,0.0016213-0.00040227i,0.0011582-0.0017346i,0.00018155-0.0023405i,-0.00024009-0.0009582i,-0.00028018+0.00075329i,-0.0003397+0.0011191i,2.5824e-05+0.00065425i,0.0004496+7.4758e-05i,0.00054146+4.8407e-06i,0.00076027-1.0651e-05i,0.0002853+0.00026953i,-0.00018666+0.0003868i
0.00021506+1.5284e-05i,3.6772e-06-0.00039726i,-0.00037102-0.00082688i,-0.0011947-0.0020611i,-0.0017868-0.0018598i,-0.0018454-0.00021638i,-0.0019752+0.00015783i,-0.0011555-0.00086506i,-0.00042391-0.0015804i,-0.00042224-0.0013541i,-0.00013079-0.00083923i,0.00023231-0.00057007i,0.00051825-0.00073137i,0.00080824+8.1554e-05i,0.00085822+0.00048754i,0.00034888+0.00015299i,0.00015948-3.0611e-05i,-5.6382e-05+0.00015685i,-0.00031742+5.4428e-05i,-0.00015119-0.00017461i,-9.9363e-05+0.00025435i,-0.00046594+1.925e-05i,-0.00022045-0.00048308i
-0.00062961-0.00028279i,-0.00025936-0.00042051i,-0.00015536-0.00077564i,-6.7923e-05-0.0014557i,0.00026847-0.0014724i,-7.8038e-05-0.00044923i,-0.00030784+1.433e-05i,-0.00049674-0.00085912i,0.00011595-0.0006408i,7.5227e-05-0.00036859i,-0.00037282-0.00090422i,-0.00028427-0.00024766i,0.00054681+0.00068627i,0.0014587+0.00075144i,0.0015611+0.001193i,0.00088295+0.00080145i,-0.00061135+0.0002014i,-0.0010651+0.0002704i,-0.00032237-0.00069633i,9.6489e-05-0.0011648i,-9.5821e-05-0.00090126i,-0.00010898-0.00041279i,0.00022451-0.00026162i
-0.0005748-0.0010531i,-0.00047841-0.00010638i,-0.00052637+0.0011915i,-0.001135+0.001423i,-0.0011711+0.00021221i,-0.00017146-0.00016869i,-0.00030572-0.00014864i,-0.0005472-0.00042443i,0.00014355-0.0013626i,0.00018537-0.0014902i,-0.00013691-0.00024063i,-0.00010653+0.00078531i,-0.00045479+0.00032612i,-0.00053853+0.00014199i,-0.00040908+0.00058706i,-0.00042578-0.00019321i,-7.5681e-05-0.00040776i,0.00041698-0.0001212i,0.00040718+5.9618e-05i,-0.00010015-0.0004266i,-7.6051e-05-0.00091699i,3.5134e-05-0.00036267i,-0.00019624-0.00040196i
-0.0010073-0.00053149i,-0.00036662+0.00027352i,0.0001841-0.00012923i,-0.00040336-0.00013755i,-0.0013192+0.0014437i,-0.0018001+0.0018754i,-0.00053636+0.00048764i,0.00014597-0.00024442i,-0.00081374-7.9467e-05i,-0.0009284+0.00060713i,-0.00064969+0.0011715i,-0.00045318+0.0014707i,-0.00015294+0.0011559i,7.2296e-05+0.0011555i,0.00040325+0.0014583i,0.00045541+0.00078804i,0.00013052-0.00034618i,-0.00010117-0.00046215i,7.5525e-06-8.5613e-06i,0.00044582-0.0002042i,-0.00016891-0.00042626i,-0.0005077-0.00024695i,0.00021467-0.00015323i
-0.0028955+0.00067188i,-0.0018737+0.001553i,-0.0012024+0.0023267i,-0.00059778+0.0025842i,5.9806e-05+0.0017195i,0.00068665-0.00020249i,0.0006801+0.00018093i,0.00045685+0.00085183i,0.00035298+0.00011524i,0.00013604+0.00018555i,-0.00058919+0.0002546i,-0.0007433-0.00052792i,-0.00012564-0.0011476i,0.00056664-0.0011607i,0.00044806-0.00032399i,0.0002234+0.00015567i,0.00034055+0.0010202i,0.00017896+0.0013321i,0.0001755+0.000328i,0.00059442+6.5248e-05i,0.00027239+0.00010764i,-0.00050453-0.00049835i,-0.00042354-0.00041483i
-0.00070984+0.00050194i,-0.00033185+0.0010296i,-0.00016576+0.0016748i,-0.00033887+0.0014898i,0.00019161+0.00090414i,0.00015058+0.00088741i,-7.8527e-05+5.322e-05i,0.00038557-0.00083616i,0.0011159-0.0011847i,0.0012534-0.0010085i,0.00048039-0.00077864i,2.5297e-05-0.00070915i,-0.00026931-0.00031661i,-0.00069573-0.00082157i,-0.00062402-0.00075291i,-0.00037887-7.5514e-05i,-4.3367e-05-0.00024313i,1.3203e-05-0.00034279i,-0.00013958-0.00030279i,-0.00031428-0.00020344i,-0.00016564-0.0001084i,0.00032222-6.4888e-05i,0.00011461+0.00021889i
0.0027649+0.0010191i,0.0026248-0.00016761i,0.0020914-0.00098398i,0.0011108-0.00065779i,-3.6178e-06-0.00065001i,-0.00090298-0.00043361i,-0.00060353+0.0003273i,-0.00034825+0.0012642i,-0.00024359+0.00097177i,-3.8976e-05-8.2724e-05i,0.00082365-0.00031675i,0.00037533-0.00057369i,-0.00079386-0.00096294i,-0.00057282-0.00063935i,0.00018355-0.00070075i,0.00031441-0.00098374i,0.00012085-0.00066375i,-0.00053573-0.00041479i,-0.00082934-0.00083545i,-0.00042432-0.00075303i,7.7913e-05-6.657e-05i,0.00026097+0.00037129i,-0.00026144+0.00033428i
-0.0012893+0.00081682i,-0.0017357+0.001275i,-0.0016759+0.00031932i,-0.0011205-0.00075022i,-0.0014607-0.00053577i,-0.00078596+2.4487e-05i,0.0003062+0.00062674i,0.00049637+0.00083611i,-0.00026611+0.00060087i,-0.0002453-9.3812e-05i,1.0994e-05-0.00037016i,-0.00014428-0.00063372i,0.00020581-0.0010817i,0.00026976-0.00083573i,6.5897e-05-0.00058874i,-4.5278e-05-0.00046412i,0.00014537-6.6121e-05i,0.00052298+9.4036e-05i,0.0007292-0.00032661i,0.00069006-0.00029971i,7.2693e-05+0.00060865i,-0.00038376+0.00050884i,-0.00015688-0.00049032i
-0.00072188-0.00063512i,-0.00064503+0.00041945i,-0.00070725+0.0002931i,0.0011846-0.00056033i,0.0027336-0.00073354i,0.0014243-0.00016168i,0.00024581-5.1617e-05i,-0.00026694-4.4297e-07i,-0.00077989+0.00013098i,-0.00044415+0.00054561i,3.4053e-05+0.00043167i,0.00033099-0.00025232i,0.00030367-9.7087e-05i,0.00028159+0.00039946i,0.00053319-0.00022167i,0.00066824-0.00064871i,-5.8388e-05-0.0002747i,-0.00093037-0.00056331i,-0.00034882-0.00040107i,-0.00023932+0.00020979i,-0.00033153-0.0002815i,-0.00025084-0.00096036i,-0.00028833-0.00079679i
0.00019493+0.00010113i,0.00035796+0.0016073i,-0.0012258+0.0021822i,-0.0020285+0.0020493i,-0.0016613+0.0014237i,-0.0013406+0.00046002i,-0.0011838+0.00061604i,-0.0010743+0.0003612i,-0.00042256-7.5265e-05i,-0.00023592-0.00029341i,-0.00035311+0.00019242i,0.00042747+0.00064266i,0.0022994+0.00087494i,0.0024491+0.0015886i,0.0013305+0.0011201i,0.00040179+0.0001172i,0.00016302-0.00014388i,0.00016808+0.00028901i,-0.0003575-3.0588e-05i,-9.49e-05-0.00045063i,0.00018283-1.3644e-05i,5.414e-05+0.00021478i,3.1145e-05-0.00056248i
0.0012453-0.00055113i,0.00044133-0.00050509i,5.6113e-05-0.00060099i,-0.00023499-0.0012313i,-0.00118-0.0012132i,-0.0013288+9.0927e-06i,-0.0011228+0.00082675i,-0.00064015-9.8948e-05i,-7.8196e-05-0.00075294i,-0.00016447-0.00091273i,-0.0005154-0.00059074i,-0.00030711+0.00017493i,0.0005029+0.00051337i,0.00023672+0.00057446i,0.00037065+6.4885e-05i,0.0011479+0.00035225i,0.001244+0.00073284i,0.0010429-0.00042428i,0.00090178-0.00067087i,0.00048076-0.00038738i,0.00054005-0.00075148i,0.00073522-0.00063974i,0.00039993-0.00021604i
-0.00093129-0.002973i,-0.0022102-0.0027039i,-0.0035554-0.0028957i,-0.0033608-0.0013856i,-0.0021192+0.00027147i,-0.00049686+0.00058099i,0.00049322+0.00028288i,0.00062238-0.00029857i,-0.00011102-0.00081849i,0.00018276-0.0014345i,0.00078783-0.0013926i,0.00075193-0.0014586i,0.00072182-0.00054376i,0.00014614+0.00064479i,0.0001252+0.00044196i,-7.5774e-05+3.4374e-06i,-0.00059757+0.00020001i,1.8801e-05+0.00047357i,0.00074839-0.00026798i,0.00034048-0.00068291i,-0.00014129-0.00052523i,-7.9874e-05-0.00015804i,5.6381e-05-8.5544e-05i
0.0017301-0.002051i,0.00086305-0.0019998i,-0.0003-0.0025234i,-0.0013554-0.0021955i,-0.0022699-0.0018103i,-0.0025159-0.00096837i,-0.0015046+0.00043761i,-0.00011701+0.00086064i,0.00041036+0.00077986i,-0.0001134+0.00066711i,-0.00025832+3.4869e-05i,-0.000514-0.00038043i,-0.00011421-0.00053139i,0.00073432-0.00075101i,0.00045512-0.0001566i,-0.00046266-0.00013661i,-0.00068127-0.00018444i,-0.00044483+0.0001566i,-4.1612e-05-0.00020129i,-0.00058184-0.00081762i,-0.00091498-0.0001837i,-0.00019263+0.0011034i,5.4587e-05+0.00079606i
0.00066934+0.00052892i,0.00015535-0.00019186i,5.4948e-05+5.3943e-05i,-8.1902e-05-0.00058148i,-0.00090208-8.0938e-05i,-0.0012599+0.0012713i,-0.00073641+0.0015617i,-0.00082508+0.00087722i,-0.0010925+0.00046451i,-0.0008497+0.00021557i,-0.00050699+0.00024842i,-7.2831e-05-0.00019085i,-0.00016165-0.00037274i,-7.9276e-06-0.0001087i,3.348e-05-0.00012775i,-0.00046769+0.00024974i,-0.0010231+0.00014785i,-0.00086737-0.0001496i,-0.00021289-5.7741e-05i,1.4155e-05-0.00093233i,-9.9956e-06-0.00085814i,-0.00052625-0.00069766i,-0.00063755-0.00070618i
-0.00051536-0.0013156i,-0.0012883-0.0015892i,-0.0027537-0.0018266i,-0.0028247-0.00084893i,-0.0020508-0.00030711i,-0.0015008+0.00030749i,-0.00059657+0.0019087i,-0.00078125+0.001333i,-0.0011578-7.5853e-05i,-0.0008244-0.00049363i,-2.7767e-05+0.00020836i,0.00048136+0.0005473i,0.00081253+0.00019795i,0.00050523+4.7999e-05i,0.00032134-0.00068952i,0.00038435-0.0002559i,0.00016369+0.00090026i,-9.5881e-06+0.0010581i,0.00055178+0.00077606i,0.00082726+0.0004109i,0.00056354+4.1756e-05i,0.00025308-0.00029596i,-0.00023006-0.00030157i
-0.0014978-0.0012215i,-0.0008113-0.0017359i,-0.0015601-0.0005796i,-0.0019794+0.0009519i,-0.0012435+0.0014688i,-0.00094943+0.001442i,-0.00074001+0.00054267i,-0.00098459+0.00023913i,-0.0013625+6.6667e-06i,-0.0010812-0.00016084i,-0.00077482+2.9442e-05i,-0.0005154-0.00018843i,0.00039376+0.00045659i,0.0012361+0.0012538i,0.00067121+0.0011321i,0.00025913+0.0004064i,0.000922-0.00032683i,0.0010289-0.00056759i,0.0010612-0.001165i,0.001872-0.0014491i,0.0013383-0.00014272i,-4.8597e-05+0.00037996i,-2.1242e-05-0.00048007i
-0.00019625+0.0011601i,0.00061975+0.00096311i,0.00054231+0.00054598i,0.00084086+0.00016265i,-3.9718e-05+0.0011279i,-0.0011071+0.0017857i,-0.00090438+0.00036938i,-0.0013672-0.000999i,-0.0015937-0.00094696i,-0.0013148-0.0013028i,-0.00095259-0.0016944i,-0.00044215-0.0010755i,-0.00062091-0.00084733i,-0.00079819-0.00020169i,-7.5798e-05+0.00019788i,0.00010018+8.3914e-05i,-4.8851e-05+0.00033906i,0.0001467+0.00051969i,-0.00015792+0.0001475i,-0.00059648+0.00030874i,-0.00063176+0.00032972i,-0.00084232+0.00077247i,-0.00048507+0.0011264i
0.0032205+0.0016229i,0.0016485+0.00017769i,0.0012398-0.0027061i,0.0007586-0.0037478i,-0.00031895-0.0027089i,-0.00091254-0.00056699i,4.0274e-05-7.032e-05i,0.0010971-0.00056929i,0.0015733-0.0012285i,0.00094425-0.0018115i,-0.00034365-0.0014231i,-0.0010507-0.00086866i,-0.00070986+0.00012473i,4.1761e-06+0.0013935i,-0.00011947+0.00091941i,-0.00020656+0.0007496i,-0.00060603+0.00079534i,-0.00062868+0.00047484i,-0.0005025+0.0002043i,-0.0010663+4.9627e-05i,-0.0015467-0.00038619i,-0.00052061-0.00027802i,0.00055075+3.3431e-05i
-0.0015167-0.0014304i,-0.0010812-0.00060639i,-0.00092576+0.00034645i,-0.0018866+0.00069966i,-0.001645+0.00075976i,-3.5228e-05+0.00049687i,0.0011733+0.00040727i,0.0011043+0.0003546i,0.0010582-0.00057756i,0.0010146-0.00078511i,0.00062448-0.00014745i,-0.00010764+0.0001736i,-0.00033935+0.00015975i,0.00025802+0.00054156i,0.00041173+0.00066598i,0.00028953-0.00028809i,0.00018286-0.0010747i,0.00024645-0.0006281i,-2.8177e-05-1.7589e-05i,1.0336e-05+0.00010436i,0.00034135+0.0001696i,0.00031744+9.7282e-06i,0.00014998-0.00018172i
-0.0023867-0.0018595i,-0.0021446-0.00086013i,-0.001689-0.00072258i,-0.0016238+0.00059361i,-0.0016528+0.0011193i,-0.00072323+0.0012211i,0.00032471+0.0011044i,0.00065493+0.0008447i,-0.00014082+0.00047029i,-8.4088e-05+0.00082769i,0.00022593+0.0012376i,0.00061939+0.00023384i,0.0018141-0.00054602i,0.0014652-0.00085521i,0.00010267-0.0016474i,0.0005158-0.001957i,0.00047193-0.0012092i,4.1857e-05-0.00097115i,-0.00019659-0.00055478i,-0.00079562-3.4208e-05i,-0.00086057+0.00016508i,-0.00042608+0.00062936i,1.3178e-05+0.00055309i
0.00085944+0.00027373i,0.00053356+0.00043494i,-0.00019382+0.00044759i,-0.00085182+0.00049167i,-0.00093426+0.00089656i,-0.00060166+0.00070101i,-0.00035449+0.0007933i,-0.00062013+0.0016301i,-0.00073837+0.0012095i,1.1085e-05-7.5142e-05i,0.00049671+6.1733e-05i,0.00049713+0.00073255i,0.0012143+0.0013681i,0.0019109+0.0014691i,0.001566+0.00069763i,0.0010344-0.00023287i,0.00072891-0.00067014i,0.0003835-0.00044811i,0.00012532+6.4112e-05i,-9.021e-05-2.1842e-05i,-0.00023436+9.2673e-05i,-0.00025131+0.00085178i,0.00019858+0.0006868i
0.00077144-7.82e-05i,-0.0013703-0.00084548i,-0.0018597-0.0014267i,-0.0011131-0.0015816i,-0.0010122-0.0013504i,-0.00089711-0.00030401i,-0.00037321+0.00053668i,-0.0004134+0.0003453i,-0.00094481+7.5285e-05i,-0.0012689-0.00043426i,-0.0012747-0.0010949i,-0.0011171+0.00035865i,-0.00042638+0.00092354i,0.00032276+0.00043156i,0.00048037+0.00027546i,0.00069301-9.6301e-05i,0.0016888-0.00015699i,0.0009524-0.00027294i,-0.00036867+0.00042038i,-0.0003834+0.0006092i,-0.00037587-0.0001441i,0.00030382-0.00038562i,0.001453+0.00023164i
-0.0014597-0.00067172i,-0.00066199+0.00074478i,-0.00095139+0.00076034i,-0.00096603+0.00025503i,-0.00058144+0.00103i,0.00028431+0.0011571i,0.00061412-0.00053465i,0.00083523-0.0013277i,0.00037429-0.0011204i,-0.00042312-0.0010189i,-0.00061215-0.0008929i,-0.00074028-0.00072726i,-0.00051436-0.00053149i,-0.00013418-0.00053745i,-0.00021891-0.00093851i,-0.00030121-0.00070569i,-0.00043444-6.8107e-06i,-0.0005409-0.00047512i,-0.00012838-0.00085838i,-0.00016481-0.00044873i,8.1265e-06-3.7443e-05i,-0.0005153+0.00032403i,-0.00060894+0.00034603i
0.0012106+0.00016082i,0.0018064-0.00099735i,0.0012892-0.00080463i,0.00034419-0.00021498i,-3.4495e-05-0.00095734i,0.00033661-0.0014688i,9.8034e-05-0.00086268i,-9.0504e-05-0.00072721i,-7.5218e-05-0.0015643i,6.5211e-06-0.0022238i,0.00032215-0.001304i,-0.00069526-0.0002899i,-0.0011958-0.0003927i,-0.0010493-0.00011521i,-0.0011711+0.00054566i,-0.0015772+0.00055589i,-0.0015726-2.9828e-05i,-0.00048044-0.00024194i,-2.7592e-05-0.00047802i,0.0006465-0.00071394i,0.00083757-0.00061079i,0.00097199-0.00032774i,0.00064175+0.00065166i
0.0010225+0.0002191i,0.00082979+0.00057149i,0.00036853+0.00032516i,-0.0011165-0.00036602i,-0.0018221-0.0001495i,-0.0011245-0.00020171i,0.00013437-0.00023462i,0.00056305+1.9283e-06i,0.00065489+0.00022986i,0.00062011-0.00071593i,0.00082361-0.0016843i,0.00077939-0.0010132i,7.0397e-05-8.157e-05i,-0.00024396+7.7411e-05i,-0.00055011-0.00016017i,-0.0010605-0.00043355i,-0.00067815-0.00092486i,-0.00045796-0.00090729i,-0.0010121-0.00077068i,-0.0012956-0.00075773i,-0.00076254-0.00045654i,-0.00052098-8.5884e-05i,-0.00018245-5.6983e-05i
-0.00047798-0.0012367i,-0.0003389-0.0015986i,-0.00033082-0.0014477i,-0.0020719-0.00075102i,-0.0033984-0.001112i,-0.0024389-0.00078044i,-0.0012221-0.00046499i,-0.00035145-0.00017935i,0.00011764-0.00066242i,0.00016217-0.00096144i,0.00038739-0.00086151i,0.00028615-0.0004092i,0.0004772+0.00018118i,0.0010913+0.00037043i,0.0008927-3.3737e-05i,0.00021253-0.00076547i,0.00022155-0.00084798i,0.00067964-0.00023296i,0.00013582+0.00034955i,-0.00048856-0.0001518i,7.0831e-06-0.00071029i,0.00040078-0.00083583i,0.00019584-0.00091728i
0.0011958+0.00065267i,0.0010412-0.00072754i,0.0015211-0.0017849i,0.0015355-0.0020154i,0.00096295-0.0017617i,-0.00017082-0.001781i,-0.00063381-0.0015093i,0.00021945-0.00071512i,0.00040228+0.00068273i,-0.00032766+0.0012893i,-0.00055233+0.00025333i,0.0005035-0.00025135i,0.0010143+0.00017181i,0.0005004+0.00043376i,0.0003007+0.00068506i,0.00029424+0.0010615i,-0.0001365+0.00055558i,0.00032843-0.00061158i,0.00050257-0.0010588i,-0.00035712-0.00034224i,-0.00061693+0.00016939i,-0.00051753-0.00015064i,-0.00029884-0.0011488i
0.00091615-0.0012368i,-0.00040173-0.0011598i,-0.00052777-0.0013925i,-0.00092748-0.0012145i,-0.0017593-0.00045285i,-0.0020599+3.1069e-05i,-0.0015549+0.00027979i,-0.00099006+0.00054167i,-0.00053208-0.00026318i,-0.00083598-0.00058431i,-0.001326+0.00032907i,-0.00038334+0.0010836i,-0.00014016+0.00097866i,-0.00065432+0.00039i,-0.00032502+0.00023732i,0.00062424+0.00028407i,0.0008492+3.5941e-05i,0.00025845-0.00012166i,0.00072592+0.00023934i,0.00093844+2.7323e-05i,-6.801e-05-0.00014204i,-0.0001862-0.0003274i,-4.981e-05-0.00073665i
-0.00041854+0.0015904i,0.00070958+0.0015704i,0.00041911+0.0012981i,-0.00014112-9.5522e-05i,3.2703e-05-0.0015886i,0.0001953-0.0014212i,7.8884e-05-0.0012594i,-3.913e-05-0.0015175i,9.5986e-05-0.00065626i,-1.8131e-05+0.00060382i,-0.0002357-0.00012214i,-0.00038642-0.0002223i,-0.00034362+0.00067142i,-0.0010038+0.00031947i,-0.0012609+1.3303e-05i,-0.0012463+2.4594e-05i,-0.00063719-0.00022646i,0.00044103-0.00067684i,7.281e-05-0.0012341i,-0.0010124-0.0013431i,-0.00095546-0.00050175i,-0.0006091+0.00090765i,-0.0008714+0.00051208i
-0.00027239+0.00070254i,0.00058985+0.00045457i,0.0009886+0.00020714i,0.00046745+0.00058514i,-0.00026655+0.00039977i,-0.00093024+5.1609e-05i,-0.00063956-4.8804e-05i,3.8562e-05-0.00012288i,0.00018546-6.042e-05i,-0.0001105-0.00065748i,-0.00032141-0.00093517i,-0.00074855-0.00074077i,-0.00022243-0.00016331i,0.00030723+0.00052561i,-3.3852e-05+0.0010852i,-0.00073606+0.0015184i,-0.00046564+0.00067801i,-0.00015876+0.00095295i,-0.00025614+0.0012626i,-0.00040567+0.00086958i,-0.00042699+0.00059148i,-0.00032307+3.5514e-05i,-0.0001164+8.1359e-05i
0.00059039-0.0016539i,-9.7967e-05-0.0029684i,-0.0001366-0.0040185i,-0.00091541-0.0034853i,-0.0019641-0.00152i,-0.0023322+0.00041521i,-0.0020412+0.001006i,-0.00036729-0.00021356i,-2.5191e-05-0.0015268i,-0.00099591-0.0015766i,-0.0011658-0.0012319i,-0.00070102-0.0011498i,-0.00014841-0.00068846i,-0.00011759-8.2077e-05i,-7.711e-05-0.00018234i,0.00016185-0.00029346i,0.00043717-0.0001376i,0.00019071+0.00016749i,-0.0005723-0.0001096i,-0.00088947-0.0010371i,-0.00070428-0.00076679i,-0.00053415-0.0002379i,-0.00033681+0.00030938i
0.00076352-0.0014156i,0.00060567-0.0014815i,-0.00094857-0.00096227i,-0.001373+6.4718e-05i,-0.00061994-0.00022361i,-0.00072799+7.3605e-05i,-0.00070175+0.00036579i,-0.00068327-0.00032407i,-0.00032556-0.00031156i,-4.9645e-06+3.8719e-05i,0.00022262-0.00049477i,0.00026599-0.00050911i,0.00030586-0.00044i,0.00080013-0.00027211i,0.001328+0.00029616i,0.00080315+0.00042126i,-0.00024731+0.00060876i,-0.00093649+0.00074714i,-0.00061786+0.00033473i,-0.00042017+8.3502e-05i,-0.00050287+6.3159e-05i,-0.00034906-0.00015434i,-0.00056023-0.0006743i
-0.00094236-0.0015448i,-6.6943e-05-0.00072091i,-0.00044381-0.00029998i,-0.001382+0.00050478i,-0.0015614+0.0019137i,-0.0010369+0.001942i,-1.9903e-05+0.00094644i,0.00072678+8.5602e-05i,0.00031277-0.00029112i,-0.0006017-1.0442e-05i,1.263e-05+0.00047475i,0.00046512+0.00044598i,0.0002926+8.2409e-05i,-0.00017624-0.00041692i,-0.00051511-0.0007168i,4.2068e-05-4.5632e-05i,-2.1566e-05+0.00090798i,9.1029e-05+0.00077306i,0.00079633+0.00019493i,0.0006742-0.00042206i,0.00039288-0.00059247i,0.00023418+0.00035591i,0.0005753+3.5788e-05i
-0.00057511-0.00083298i,-0.0012121-0.00016538i,-0.0011406+0.00053279i,-0.0010753+0.0014751i,-0.0012663+0.0022228i,-0.0016291+0.0022299i,-0.0014075+0.0015918i,-0.0008241+0.0010702i,-0.00081003+0.00054972i,-0.0011159+0.00039192i,-0.001024+0.00044037i,-0.00045874+0.00025884i,0.00025015-0.00044493i,0.00076381-0.00029024i,0.00081191+0.00021357i,0.00063282+0.00063181i,8.7201e-05+0.00044903i,-1.444e-05+2.2262e-05i,0.00013554+0.00040189i,0.00018895+0.00072377i,0.00062653+0.00048737i,0.0007714-6.8774e-05i,0.00045104-0.00038395i
-0.00037884-0.0015725i,-0.0022901-0.00077305i,-0.0027365+0.00050974i,-0.0024899+0.0016744i,-0.002603+0.0018571i,-0.0016985+0.0021427i,-0.00085725+0.0022638i,-0.00063976+0.0012791i,-0.00098514+5.7044e-05i,-0.0016082-0.00093985i,-0.00089028-0.00089035i,0.00018858-7.3467e-05i,0.00035502-0.00074604i,0.00011185-0.00047463i,-0.00010251+0.00032851i,0.00078746+6.8819e-05i,0.0007813-0.00026609i,-7.1276e-05-7.5206e-05i,2.8137e-05+0.00048976i,0.00035931+0.00057277i,0.00070291+0.00049614i,0.00056354+0.00046663i,0.00030836+4.0985e-06i
-0.00094182-0.0015456i,-0.0014792-0.0010452i,-0.0016387-0.00092186i,-0.0019455-0.0020236i,-0.001654-0.0017443i,-0.00068344+0.00019539i,-0.00048482+0.00058059i,-0.00050845+0.0003335i,0.00026749+0.00043209i,0.0001461-0.00029106i,-0.00072747-0.00077303i,-0.00054799-0.00080523i,-0.00023048-0.00067177i,-0.00059074-0.0003952i,-0.0006423-0.00027307i,-0.0011993-0.0001769i,-0.00089144-3.6712e-05i,-0.00016069-0.00050347i,-0.00064973-0.00042118i,-0.00068077+5.3907e-05i,-1.9409e-05-0.0001242i,-0.0004853-0.00038264i,-5.7206e-05-0.00053306i
-0.0017428+6.1187e-05i,-0.00188+0.0010896i,-0.0013533+0.0014303i,-0.00012029+0.00094811i,0.0013352+0.0010814i,0.0012899+0.00093751i,0.00038354-0.00017396i,0.00021583-0.00032832i,-0.00016739+0.00026249i,-0.00011272+0.00015714i,-8.6817e-05+0.00041403i,-0.00012078+0.00091522i,0.00031534+0.00013294i,0.00050976-0.00035763i,1.6673e-05+0.00057444i,8.2822e-06+0.00053858i,-0.00032287-3.2979e-05i,-0.00016345+0.00010681i,0.00079972+0.00042411i,0.00043748-0.00040684i,0.00043189-0.00093103i,0.00074004-0.00042572i,0.00045813+4.7886e-05i
0.0011542-0.0014736i,0.0013565-0.0012701i,0.0001879-0.0016937i,-0.00068524-0.0004578i,-0.0011825+0.0014828i,-0.0011036+0.0011275i,-0.00024624+0.00017336i,0.00019102-0.00012733i,1.9781e-05-0.00085244i,-9.5993e-05-0.0010117i,0.00023052-0.00091546i,0.00034161-0.00059309i,0.00060293+0.00028669i,0.0013413+0.000643i,0.0011159-0.00010429i,0.0010719-0.00025983i,0.001099-0.0001255i,0.00079142-0.00071449i,0.00099153-0.00097034i,0.00060225-0.00018717i,-0.00024937+0.00046822i,-0.00036902+0.0012614i,-0.00032732+0.0014095i
0.00044369+0.00034051i,0.0012767-0.00102i,0.00073288-0.0015006i,-6.9993e-05-0.00052954i,-0.00022726-9.839e-05i,-0.00046818-0.00020063i,-0.0010431-0.00033605i,-0.00079536-0.00067433i,-0.00055704-0.00072751i,-0.00090533-0.00035373i,-0.0007535+0.0002627i,-0.00044564+0.00058624i,-0.00011722+0.00098257i,-0.00066853+0.0011814i,-0.0013683+0.00029612i,-0.00059235-0.00046476i,0.00046257-0.00041962i,0.00075974-0.00033697i,0.00072746-1.114e-05i,0.00088371+6.0173e-05i,0.00067181-0.00046311i,0.0002522-0.00034934i,0.00035263+0.00070828i
-0.00045619-0.0026448i,-0.00076667-0.0022313i,-0.0021885-0.0025458i,-0.003177-0.0018905i,-0.002947-0.00025858i,-0.0012713+0.00057194i,0.00028194+0.00063362i,0.00036835+0.00037772i,-0.00040251-0.0003677i,-0.00079181-0.00094752i,-0.00048265-0.0011617i,0.00063145-0.00090774i,0.00096101-0.00018598i,0.00028696+9.8333e-05i,3.3126e-06+0.00035618i,-4.5313e-05+0.0010284i,-3.9299e-05+0.0008326i,0.00015821-0.00073805i,-0.0001296-0.001042i,0.00023177-4.5154e-06i,0.00053424+0.00058169i,-0.00028945+0.0008805i,-0.00079725+0.0012424i
0.0021583-0.00042084i,0.00089413-0.0011231i,8.1252e-05-0.0019383i,-0.00011091-0.0025575i,-0.00063151-0.0020829i,-0.001195-0.0011622i,-0.00012731-0.00064966i,0.00094723-0.00033857i,0.0008345-0.00062616i,0.0002717-0.0011175i,-0.00047172-0.0010389i,-0.0003915-0.00097897i,-0.00012061-0.00064911i,-0.00048202-0.00021192i,-0.00024768+0.00021813i,0.00036305+0.0010744i,-0.00012466+0.0013165i,0.00022533+0.0012198i,0.00083701+0.00062325i,0.00073589-5.8923e-05i,0.0003653+0.00016538i,-0.00096977-3.0517e-05i,-0.0011121-0.00069169i
-0.00094608+0.0010511i,-0.00016307+0.0016323i,-0.00017916+0.0022716i,-0.0003065+0.0012642i,0.00041048-0.00018818i,-5.2828e-05-0.0011077i,-0.00043457-0.00062176i,7.8378e-05+0.00016581i,0.00077214-0.00014723i,0.00095136-0.00060235i,0.00071987-0.00044295i,0.00027875-0.0005755i,1.6701e-05-0.00077603i,-0.00033686-0.00077094i,-0.00050498-0.00020714i,-0.00064806+0.00039988i,-0.00075448-0.00059025i,-0.00038174-0.0009431i,-1.1495e-05-0.00032542i,0.00042167-0.00041674i,0.00056957-0.00012756i,-4.8544e-05+8.8636e-05i,-0.00055153+0.00057912i
