-0.00013308-8.1843e-05i,-0.00062106-0.00045949i,-0.0010149-0.00090099i,-0.00089785-0.0004792i,-0.00078036+0.00030709i,-0.0010627+0.0012832i,-0.00030976+0.0011735i,0.00073575+0.001484i,0.00086537+0.0016774i,-0.00014055+0.00057454i,-0.00061572-0.00053111i,0.00014617-0.00073035i,0.00052106-0.00041695i,0.00030809-0.00045242i,0.00032871-0.00051182i,0.0011681-0.00036121i,0.0015422-0.00018515i,0.00041848-0.00022801i,0.00047556+0.00034559i,0.00056453+0.0010816i,-6.1062e-05+0.00010859i,-0.00029745-0.00069881i,-7.1953e-05-0.00023938i
0.003839-0.0010979i,0.0030185-0.00082819i,0.0020371-0.00052451i,0.0014477-2.5085e-07i,0.0010594-0.00084331i,-6.5039e-06-0.00086493i,-0.00071974-0.00022191i,5.0825e-05+9.9573e-05i,0.00046754+0.00037641i,-3.39e-05+0.00026021i,-2.7424e-05-0.00018479i,-0.00020492-0.00015899i,-0.00047505-0.00056313i,-6.8057e-05-0.0011687i,0.00047145-0.0010916i,0.00045361-0.0010155i,-0.00016173-0.00062008i,-4.327e-05+0.00031093i,0.00091535+0.00022421i,0.00095274-0.00032894i,8.9464e-05-3.1079e-05i,-0.00019808+9.4612e-05i,0.00013002-6.1743e-05i
0.0020693+0.0019358i,0.0025763+0.0028559i,0.0014998+0.0026106i,0.00015395+0.0012318i,0.00021323+4.2714e-05i,0.00012687-0.00086792i,-0.00027938-0.00067896i,-0.00069039-0.00031538i,-0.0011289-0.00040879i,-0.0012156+9.5722e-05i,-0.0006493+0.00021281i,-3.9614e-05-0.0005436i,0.00073483-0.0013485i,0.0011792-0.0016315i,0.00033175-0.0015326i,0.00067472-0.0011604i,0.0013921-0.00047605i,0.00036787-4.6542e-05i,-0.0001807+0.00036666i,0.00022712+0.0011556i,0.00040589+0.0010335i,1.4904e-06+0.00013363i,0.00031403+0.00014894i
0.0020981-0.0021295i,0.00017213-0.00079521i,-0.00070205-0.00036756i,-0.00052293-0.00081183i,-0.00026207-0.0014528i,1.6123e-05-0.0010588i,-0.00039487-0.00022563i,-0.00058965+0.00043407i,-9.5706e-05+0.00023387i,-5.463e-05-0.00035091i,0.00026345+0.00025017i,0.00032992+0.000745i,0.00047705+0.00045483i,0.00057633-8.2016e-05i,-0.00045516+0.00054165i,-0.00058493+0.00093462i,-0.00021831+0.00022975i,-0.00021156+0.00010516i,-8.3631e-05+0.00021604i,0.00069353-7.3571e-05i,0.00075027-0.00040892i,4.6462e-05-0.00031012i,8.2193e-05+0.00018083i
-0.00032709-0.0011047i,-0.00056966-0.00056315i,-0.00074621-0.00021889i,-0.00064674-0.00070331i,0.00023407-0.0014039i,0.00042524-0.0013524i,-0.00045082-0.00080347i,-0.00097223-0.00077312i,-0.00055583-0.00028447i,-9.2071e-05+6.3015e-06i,-4.9981e-06-0.0006742i,-0.00028143-0.0012295i,-0.00015521-0.00086918i,0.00072387-0.00018167i,0.0010902+0.00023311i,0.00026065+0.0005057i,0.0002776+0.0002753i,0.0012591-9.4514e-05i,0.0010494-0.0005077i,-0.00022318-0.00074699i,-0.0004408-0.00042717i,2.4991e-05-1.8922e-05i,-2.7826e-05+0.00013336i
0.0014109-0.00088952i,0.00083333-0.00058777i,0.0012534-0.00069794i,0.0011775-0.00053005i,0.00098113-0.00063942i,9.187e-05-0.0010892i,-0.0012392-0.00075577i,-0.00079077-8.178e-05i,-9.7692e-05+0.00041507i,0.00022745+0.00027844i,0.00055441-7.3901e-05i,0.00075352-0.00012845i,0.00054564-0.00033206i,0.00038885-0.00051092i,0.00039687-0.00036473i,0.00031462-6.7264e-05i,0.00023529+0.00049608i,7.2312e-05+0.00076522i,0.00034605+0.00044411i,0.0006097+5.534e-05i,-5.445e-05+0.00027875i,-0.00047326+0.00025248i,0.00014179-0.00053755i
0.00023468-0.00088429i,0.0003931+0.00018436i,-2.1017e-05+0.0021975i,0.0012562+0.0012279i,0.0019931-0.00099433i,0.00079542-0.0023169i,-0.00055048-0.0019313i,-0.00061739-0.00066654i,-3.4057e-05-1.2029e-05i,-0.00012694-0.00022737i,-0.00025653-0.00017958i,-0.00018195+0.00056641i,-0.00027784+0.0006726i,-0.00035542+2.9219e-05i,4.8979e-05-0.001057i,0.00040946-0.00091811i,-0.00053404+0.00055096i,-0.0013761+0.00095548i,-0.00086526+0.00082107i,-0.00068614+0.00096857i,-0.00064366+0.00075057i,-0.00057033-0.00021446i,-0.00078017-0.0011534i
0.0018163-0.00095971i,0.00029962+0.0011868i,-0.00086409+0.0017959i,7.1356e-06+0.00028587i,0.00046276-0.00062111i,-0.00032697-0.0011651i,-0.00061451-0.00057404i,-0.00035566+0.0012375i,0.00014696+0.0017294i,0.00032567+0.0010779i,9.4035e-05+0.00079198i,1.7287e-05+0.00017269i,-0.00019672-0.00019706i,-0.00079985-0.0003282i,-0.00040621-0.0012265i,0.00045096-0.0018125i,0.0012861-0.0013985i,0.0019185-0.00051233i,0.0013371+0.00017943i,0.001016-0.00028189i,0.00094906-0.00081888i,0.00057547-0.00039278i,0.00043702+0.00050045i
0.00066367-0.0025904i,-0.00052802-0.00048978i,-0.0009038+0.0010539i,0.0002645+0.00067975i,0.00089739-0.00014593i,0.00049963-0.00064312i,1.1373e-06-0.00013957i,0.0002784+0.0008732i,0.00023267+0.0011599i,0.00029531+0.0008402i,0.0010439+8.1614e-05i,0.0010543-0.00054574i,0.00029391-0.00078328i,-9.1635e-05-0.00079218i,-8.676e-05-0.0010202i,-0.00024139-0.00055706i,-0.00019774-9.5364e-05i,-0.00045437-0.00082908i,-0.00088149-0.0014279i,-0.00047911-0.00065153i,0.00032941+0.0003997i,0.00013402+0.00014821i,-0.00016736-0.00073253i
0.0031032+0.0003231i,0.0020983+0.00061143i,0.0021947+0.00099031i,0.0020262+0.00070957i,0.0011802-7.2111e-06i,1.9589e-05-0.00012104i,-0.00075921-0.00026873i,0.00010487+0.0002699i,0.000564+0.00080357i,0.00039847+6.7295e-05i,0.00026208-0.00033979i,0.00024872-0.00028442i,-0.00013579-6.2098e-05i,-0.00038873-0.00029467i,-0.00029972-0.00045538i,3.6237e-05-0.00069046i,-3.8685e-06-0.00063625i,0.0002696+4.8212e-05i,0.00052079+0.00066834i,-7.4084e-05+0.00057251i,-0.00047839-0.00044886i,0.00020759-0.00095264i,0.00041264-0.000534i
0.00192-0.0012776i,0.001322-0.0013371i,0.0002752-0.0015374i,-0.0009994-0.001115i,-0.00093242-0.00081058i,-0.0002361-0.00049432i,-0.00023011-0.00035753i,0.00010389+7.6038e-05i,0.00072494+0.0010073i,0.00053133+0.00099714i,0.00029801+0.00031824i,0.00060077+0.00024244i,0.0012142+0.00037014i,0.0014661+0.00033498i,0.0015117+0.00032522i,0.00090244+0.00069825i,-0.00013176+0.0008733i,-0.00051201+0.00085369i,-0.00067091-9.3615e-06i,-0.00064599-0.00072126i,-0.00015159-7.0442e-05i,0.00024008+0.00050323i,-0.00032956-5.7646e-05i
0.001109+0.00027011i,0.00077279+0.0015127i,0.00040028+0.0027964i,0.0012937+0.0020241i,0.0014236+0.00031708i,0.0002638-0.001105i,-0.00030997-0.0011263i,-3.0318e-05-0.00048023i,0.0004357+6.628e-05i,0.00023588+0.00062314i,-7.7247e-05+0.00043398i,-0.00038214-0.00094136i,-0.00044179-0.0014501i,-0.00036471-0.00095992i,-0.00046728-0.0013543i,-7.0043e-05-0.0013983i,0.00051146-0.00085409i,0.00090282-6.0442e-05i,0.00057679+0.0010647i,-0.00040216+0.00080137i,-0.00031919+0.00093737i,-5.8321e-05+0.00071914i,8.8834e-05+0.00068609i
0.0019917+0.0015474i,0.00096802+0.0011349i,0.00053318-0.00067519i,0.00061508-0.001584i,0.00079601-0.0014039i,3.0701e-05-0.0014187i,-0.00050717-0.00028072i,9.9794e-05+0.00075427i,0.00079054+0.00072311i,0.00088477+0.0002479i,0.00041707+0.00029448i,-5.4707e-05+0.0005683i,-2.1813e-05-0.00030189i,7.2942e-05-0.0011261i,0.00039365-0.00061539i,0.00052008-0.00051809i,0.00051306-0.00064009i,-0.00042733-0.0002367i,-0.00032929-1.3305e-05i,0.00044944+9.6598e-05i,0.00050434-0.00018278i,0.00033411-9.6484e-05i,-0.0003007+0.00042244i
0.0013309-0.0023912i,-0.00015255-0.0010845i,-0.0015626+0.00036632i,-0.00054699+0.00054442i,0.0010328-0.0002663i,0.00084218-0.001471i,0.00038428-0.0013689i,0.00025184-0.00028119i,8.4709e-05+0.0005893i,0.00019193+0.00022236i,0.00013337-0.00076493i,0.00040596-0.00082587i,0.0006308-0.00057752i,0.00062829-0.00015628i,0.0012504+0.00027866i,0.0014216+0.00059102i,0.00044822+0.00020044i,-1.2245e-05+0.00014796i,-0.00028758+0.00049025i,-0.00026105+0.00026423i,0.00018088+0.00044815i,0.00058623+0.00032912i,0.0010032-0.00022197i
0.0035131-0.0020834i,0.0032038-0.0011171i,0.0024947+0.00014353i,0.0017105+0.00017211i,0.00072622-0.00074925i,-0.00053812-0.0012626i,-0.00092427-0.00037538i,0.00030152+0.00025185i,0.0014415+0.00012172i,0.0010974-0.00033429i,0.00011459+0.00049297i,-0.00041673+0.00043385i,-4.7071e-05-0.00058725i,0.00053739-0.00078172i,0.00016688-0.00020875i,-0.00012263-8.5725e-05i,-6.7518e-05-0.00016593i,-0.00034924+0.00060597i,-0.00096667+0.0011616i,-0.0007252+0.0009777i,4.584e-05-0.00010674i,0.00042369-0.0009558i,0.00034109-0.00099624i
0.0012434+0.0015805i,0.00085188+0.0013081i,0.00052564+0.0015196i,0.00063951+0.00080733i,0.00099141-0.00037461i,0.00023014-0.0014825i,-0.00046055-0.0011577i,-0.00027722+0.00024619i,-0.00017719+0.00029555i,-0.0002821+9.2293e-05i,-0.00014321+2.0289e-05i,0.00016416+0.00015879i,-0.00010445-0.00041899i,7.8057e-06-0.00075348i,0.00026624-0.00021125i,0.00048812-0.00031825i,0.00075338-0.00072554i,0.00057573-2.3503e-05i,-0.00093483+0.00058813i,-0.0010564-3.6879e-05i,5.0218e-05+0.00037653i,0.00022883+0.00086977i,-0.00035091-0.00021402i
0.0010522-0.00026601i,-0.00021514+0.00070639i,-0.0014984+0.00058638i,-0.0010251+0.0005639i,0.00015019+0.00046469i,0.00036008+4.5957e-05i,0.00036347+0.00015586i,0.0003801+0.00029048i,0.00045981+0.00078645i,0.0011308+0.00085248i,0.0012119+0.0011032i,0.00055565+0.00072411i,0.00054103-0.00080446i,0.00087672-0.00079331i,0.0010465-0.00044135i,0.00058261-0.00069179i,0.00049587-0.00046197i,0.00041005-0.00019381i,0.00022809-0.00022911i,0.00022403-0.00069544i,0.00026579-0.00050382i,0.00040666-0.000514i,0.00048227-0.00054296i
0.0025266-0.0014242i,0.0015776-0.00075506i,0.000205-0.00047032i,-9.1471e-05-0.0014432i,0.0005306-0.0018294i,0.00068512-0.0015583i,0.00034293-0.0010797i,-0.00038067-0.00010364i,-0.00094344+0.0010424i,-0.00050312+0.0010735i,0.00059227+0.00041471i,0.0006134-9.5702e-05i,0.00049213-0.00043692i,0.00073075-0.00034673i,0.0010989-0.00031153i,0.0011249-0.00048078i,0.00064369-0.00047154i,0.00011612-0.00033794i,1.0413e-05-0.00041195i,-0.00022778-0.00069027i,-0.00050865-0.00057596i,-6.3535e-05-0.00021772i,0.0010173-0.00069991i
0.0038642-0.0013654i,0.0014807-0.00022113i,-0.00054315-0.00023666i,-0.00012361-9.5046e-05i,-1.1835e-05+0.00066355i,-0.0011646+0.00015724i,-0.0015172-0.00037437i,0.00031003+0.0002344i,0.001252+0.0003369i,0.00012443-0.0002013i,9.6027e-05-5.4481e-05i,0.0010586+0.00033906i,0.00084931+0.00056507i,-0.00016292+0.0008411i,-0.00049896+0.00056002i,-0.00047806-0.00014246i,0.00021401+0.00034359i,0.00036842+0.0011297i,-0.0005452+0.0010809i,-0.00047542+7.4423e-05i,0.00045168-0.00019215i,0.00067275-0.00019912i,0.00047593-9.2749e-05i
0.0011568-0.0016793i,0.00058005-0.0012675i,-0.00072304+0.00060934i,-0.00090831+0.0011137i,0.00055585-0.00032411i,0.0011524-0.0021026i,4.439e-05-0.0023408i,-0.0010865-0.00084209i,-0.00077132-2.0597e-05i,-0.00017281-0.00035809i,0.00014-0.00082779i,0.0010571-0.0012089i,0.0014268-0.00088555i,0.0005411-0.00055239i,-3.2168e-05-0.00028395i,-5.9046e-05+0.00012011i,-4.1689e-05-0.0005467i,-6.8942e-05-0.00076927i,-5.5293e-05-0.00032849i,-0.00010603-0.0007764i,-0.00031829-0.00086085i,-0.00021112+7.2221e-05i,0.00055714+0.00040089i
0.0022559+5.5099e-05i,0.0019816+0.0009886i,0.0021147+0.00034751i,0.0016196-0.0010646i,0.0011651-0.001777i,0.00075745-0.0012707i,8.4511e-05-0.0005153i,-0.00074987+0.00044483i,-0.0008615+0.0011429i,-0.00016305+0.00018123i,-0.00025831-0.00081089i,-0.00032585-0.00037684i,-7.3872e-05+6.4418e-05i,-0.00038133+0.00024737i,-0.00095498+0.00085063i,-0.00035878+0.00088275i,-2.5929e-05-0.00042199i,-7.2112e-05-0.00089099i,0.00019698+0.00056647i,0.00038066+0.00067563i,0.00072322-2.009e-05i,0.00049568+9.5544e-05i,0.00021674+0.00032672i
0.0042267-0.00056162i,0.0033704-9.0391e-05i,0.0013787-0.00039782i,4.8838e-05-0.00060313i,-0.00039904-0.0010223i,-0.0013521-0.00083265i,-0.0015746-0.0004537i,-0.00010904-1.2978e-05i,0.0010282+0.00027212i,0.00064407+0.00046241i,-2.3319e-05+0.00036934i,9.2128e-05-0.0007824i,2.2081e-05-0.00095804i,0.00050379-0.00026295i,0.00059019-0.00016476i,-2.1807e-05+0.00020864i,-0.00019837-1.2488e-05i,-0.00040624-0.00021275i,-0.00031008-8.6589e-05i,-0.00029212-4.9545e-05i,-0.0003794+0.00015487i,0.00032053-3.6808e-05i,0.00080676-0.00012358i
0.00089408+0.0003422i,0.00055113+0.0016214i,-0.00049198+0.0021363i,-0.00043812+0.0012426i,0.0010626+0.00033125i,0.0010333-0.00042951i,0.00036908-0.00070116i,0.0001906-5.4946e-05i,-0.00030303+0.00017204i,-0.0002502-0.00029527i,0.00090078-0.00051618i,0.0014722-0.00088324i,0.00094659-0.00072495i,0.00098773-0.00050897i,0.0010901-0.0010424i,0.0011587-0.00033149i,0.00073937+0.00074969i,0.00023043+0.00046919i,0.00014175-0.00022468i,-0.00021199-0.00094613i,-0.00054147-0.0011753i,-0.00042596-0.00076183i,-0.001194-0.00033013i
0.0013849+0.00086455i,0.0011802+0.0014351i,0.00026939+0.0014591i,-0.00084616+0.00045779i,-0.00063308-0.00046352i,0.00042163-0.00028859i,0.00064064+0.0010268i,0.00058743+0.00099693i,8.7278e-05+0.00054272i,-0.00036869+0.00014975i,-0.00019486+0.00010223i,0.00014091+0.00026745i,0.0001833+0.00015536i,0.00042717+8.2511e-05i,0.00074332-0.00055811i,0.00053805-0.0003509i,0.00038556+0.00098777i,0.00033897+0.0013242i,-0.00069986+0.00029036i,-0.00089458-0.0010145i,0.00017754-0.0015633i,0.00092631-0.0011683i,0.001048-2.347e-05i
0.0014178+0.00059133i,5.3486e-05+0.0017161i,-0.00074097+0.002294i,-0.00059509+0.0010895i,0.00012503+0.00035191i,0.00076204-0.00048073i,0.0010352-0.0013632i,0.00050585-0.00058895i,-0.00027033+0.00053705i,-0.0008697+0.00047001i,-0.00070486+0.00044811i,0.00029285+0.00023885i,0.0007138+0.00034993i,0.00064477+0.00050486i,0.00049574+0.00065604i,8.1322e-05+0.00034874i,-0.00013119-0.00040872i,0.00020697-0.0005223i,0.00025752-0.00038069i,-0.00020081+0.00028819i,-0.00037832+0.00021165i,-0.00038865-0.00024236i,-0.00019022+0.00014196i
-0.00058543+0.00055346i,-0.00026761+0.0018897i,0.00034681+0.0020703i,0.00049876+0.00094732i,0.00034463-0.0006486i,0.00049561-0.00098435i,8.6811e-05-0.00053115i,-0.00046728+0.00012816i,-0.00087302+0.00013556i,-0.00064209+0.00029949i,-7.0276e-05+0.0001935i,0.0005267-0.00049979i,0.00073624-0.00024406i,0.00072689+0.00021714i,5.5983e-05+0.00041999i,-0.00011596+0.00048493i,-0.00014516+0.00067105i,-0.00038314+0.00039945i,-6.178e-05+9.1256e-05i,0.00060375+0.00012265i,0.00064086-0.00055814i,4.2656e-05-0.0010296i,-0.00014596-0.00065676i
0.00015928-0.0013651i,-9.9321e-05+0.00071091i,-0.00050382+0.00062444i,-0.00067224-0.00065986i,0.00049993-0.00099894i,0.00067683-0.0014343i,-0.00098-0.0011432i,-0.0019026-0.00018214i,-0.0012841+0.00066471i,-0.00040013+0.00020583i,0.00029481-6.9539e-05i,0.00063019-5.4152e-05i,0.00075726+3.5353e-05i,0.0010564+0.00083455i,0.00052391+0.00047295i,0.00029561-0.00011681i,0.00079108+0.00020358i,0.00056875+0.00055234i,0.00038247+0.00040187i,0.0001758+6.9736e-05i,-0.00046318-0.0001541i,-0.00048863-2.193e-05i,6.8062e-05+0.00054269i
0.00012126-0.0004104i,-0.00062272+0.00066798i,-0.00068598+0.0016637i,0.00076196+0.0018032i,0.0013168+0.0010379i,0.0010913-0.00013812i,0.0006536-0.00025941i,0.00021296+0.00014529i,-0.00047329+0.00040006i,-0.00030321+0.00072567i,0.00043711+0.0010874i,0.00079692+0.0011554i,0.0006809+0.00013475i,0.0012942-0.00052676i,0.0019241-0.00026029i,0.0010976-0.00050162i,-0.0001207-0.00024933i,-0.00038733-0.000269i,-1.4828e-05-0.00016687i,-0.00038276-3.7525e-05i,-0.00084374-0.00015666i,-0.00065626+0.0002965i,0.00024408+0.00018638i
-0.00068798+0.001592i,-0.00047852+0.00086769i,0.00025358+0.00096251i,0.00058355+0.00083372i,0.00041068-0.00056895i,0.00028878-0.0020573i,0.00046486-0.0015002i,0.00021109+3.0123e-05i,-0.00058426+0.00020131i,-0.00017067-0.00030899i,0.00048958+5.9292e-05i,-0.00013853-0.0003355i,-0.0010547-0.0012609i,-0.0010398-0.0014493i,-4.7959e-05-0.0012342i,0.00083272-0.00030955i,0.000112+0.00032312i,-0.00050316+0.00013385i,0.0001009+0.00024978i,-0.00032137-2.2271e-05i,-0.00042936+4.8828e-05i,0.0007277+0.00046218i,0.0012585+6.893e-05i
0.0036094-0.0030471i,0.0024981-0.0026567i,-0.00016674-0.0020612i,-0.00084384-0.0014154i,-1.0544e-05-0.00064531i,-0.00034048+0.00015296i,-0.0006386+0.00071706i,1.9196e-05+0.00016178i,-0.00012561-0.00095073i,-0.00085537-0.00041675i,8.1451e-05+0.00010893i,0.0013879-3.7511e-05i,0.0007171+0.00027183i,0.00032194+0.000407i,0.00068225+0.00043631i,0.00060419-4.7535e-05i,0.00027338-8.3949e-05i,0.00030604+0.00017205i,0.0012696+0.00050556i,0.0013011+0.00033271i,0.00038911-0.00027669i,-0.00069045-0.00051868i,-0.00087286-0.00080016i
0.0039653+0.001113i,0.0035325+0.00053077i,0.00248-0.0001571i,0.0010729-0.00073574i,-0.00011321-0.0014693i,-0.00039342-0.0013811i,-8.2629e-06-4.0651e-05i,0.00051202+0.00084168i,3.4809e-05+4.747e-05i,-0.00015966-0.00039537i,-0.00034854+0.00031853i,-0.0008481+0.00034661i,-0.0014471+0.00020181i,-0.0015063+0.00063878i,-0.0011523+0.0011464i,-0.00069923+0.0013089i,-0.00051252+0.00084366i,-0.000221-4.4343e-05i,-0.00031487-0.00040766i,-0.00011048+0.00024801i,4.3757e-05+0.00029303i,0.0001483-0.00061128i,-0.00015598-0.00029252i
0.00088488+7.5812e-06i,-0.00046522+0.0010524i,-0.00073129+0.0014095i,-0.00027139+0.000514i,0.00082685-0.00059628i,0.0011574-0.0014875i,0.00023607-0.0015957i,0.00012645-0.0011872i,0.00030616-0.00055555i,0.00034729-0.00011184i,0.00030552-0.00016633i,-0.00015853-0.00049706i,-0.00026123+0.00036545i,3.6271e-05+0.00066567i,0.00040875-0.00066487i,0.00072649-0.00079123i,0.00048599-0.00014832i,0.00044337-0.00035544i,0.00075365-0.00021713i,0.00052999+0.00046433i,-0.00013103+0.0004645i,0.0006142+0.00013838i,0.0011415-0.0002704i
0.00022316-0.0006079i,-0.00079717+0.00069249i,-0.0019933+0.0011112i,-0.0016628-0.00050978i,-0.00042289-0.00096331i,-0.00022074-0.00055323i,-0.00033657-0.00072497i,0.00023696-0.00067777i,0.00080099-0.0007526i,0.00038268-0.00047217i,-0.000267-0.00015362i,-0.00058139-0.00075985i,-9.1436e-05-0.0014732i,-0.0002667-0.001052i,-0.00029771-0.00043327i,0.00025294-0.00042682i,-8.446e-05-0.00012011i,-0.00074023+0.00028288i,-0.00026104+0.00024821i,0.00054715+0.00045311i,0.00016167+0.0013188i,-0.00041388+0.0006889i,-1.3047e-05+1.0342e-05i
0.003453-8.7419e-05i,0.0033034+0.00017471i,0.0030844+0.00033123i,0.0014466-0.0011778i,0.00020178-0.0021114i,2.3824e-05-0.0016711i,-0.00019429-0.00065469i,-0.00045072-0.00060935i,-9.7582e-05-0.00094713i,0.00062217-0.0015794i,0.000299-0.0015027i,-0.00021275-0.00021253i,-0.00086277+0.00038444i,-0.0010662+0.00010659i,-8.5526e-05-3.0448e-05i,0.00077033+2.5051e-05i,0.00071873+0.00029571i,-3.4001e-05+0.00087462i,-0.00016144+0.0012563i,0.00039732+0.00056883i,0.00061199+6.6941e-05i,0.00061434-6.5392e-05i,0.00075459-0.00023395i
0.0021116-0.0014561i,0.0022335-0.00015788i,0.0009463+0.0010732i,0.00054191+0.00045506i,0.0006779-0.00063124i,0.00087395-0.00084491i,0.00058491-0.00042469i,0.00012257-4.8865e-05i,-9.93e-05-8.6116e-05i,-5.0233e-05-0.0005784i,0.0001804-0.0012751i,0.00056021-0.000863i,0.00073003-0.00047346i,0.00059797-0.00022772i,0.00099611-0.00013193i,0.0014334-0.00026901i,0.0010184-0.00023592i,0.00051874-8.7019e-05i,0.00062966-5.2478e-06i,-7.618e-06-0.00027098i,-0.00046624-0.0010924i,1.2345e-05-0.00073138i,-7.9273e-05-0.00041643i
0.0013568-0.0012498i,-0.00060184-0.00054182i,-0.0021397-9.7567e-05i,-0.0015085+0.00020094i,-0.00057673-0.0001121i,-3.4927e-05-0.00026437i,-0.00097843+0.00036141i,-0.0016388+0.00052515i,-0.0010709+0.0001939i,-0.00069446-0.0002853i,-0.00078861-0.00025377i,-0.00115-5.6658e-05i,-0.00066457-0.0005838i,0.00046914-0.0008745i,0.00081728+0.00043729i,0.00043074+0.0011428i,-8.0785e-05+0.0012868i,-0.00065595+0.0013557i,-0.00017591+0.00050606i,0.00052106-0.00010343i,0.00057414-0.0002628i,0.00097579-0.00039061i,0.00057394+0.00020774i
0.001202-0.0019032i,0.00013773-0.0022984i,-0.0011419-0.0020102i,-0.0015138-0.0012074i,-0.0012802-0.00086234i,1.7937e-05-0.00059804i,0.00072736-0.00024958i,0.0003788+8.8395e-05i,0.000723-0.00057254i,-7.223e-05-0.0011912i,-0.00077328-0.0004599i,-0.00038157-0.00010328i,0.00013679-0.00011524i,9.6706e-05+0.00081024i,-0.00063132+0.0011624i,-0.00055837+0.00026996i,0.00020109-0.00028482i,0.00011362+0.00011655i,-0.00038124+0.00032516i,-0.00080683-0.00039421i,-0.00077681-0.0010881i,-0.00049248-0.00072902i,-0.0002539-5.0664e-05i
0.0011981+0.00073798i,0.00057956+0.00086926i,0.00099039+0.00081952i,0.0016217+0.00084511i,0.00093621-0.0001482i,-2.6307e-05-0.0010547i,9.1711e-05-0.00067016i,0.00024818+0.00027611i,-9.5579e-05+0.0010749i,0.00030163+0.00081509i,0.00097246-1.2226e-05i,0.00053277-0.00040228i,-0.00027964-0.00031552i,-1.9071e-05-0.00067687i,8.4309e-05-0.0010693i,-0.00046142-0.00047406i,-0.00030415+0.00032045i,7.5161e-05-0.00030395i,0.00053961-0.00060032i,7.9082e-06-0.00015207i,-0.00094902+7.7637e-05i,-0.0009373+8.4242e-05i,-0.00021144-0.00010714i
0.0014488-0.00024109i,0.00067498+0.0002824i,-0.00043522+0.0010459i,-0.00059919+0.00092213i,-0.00014262+0.00032957i,3.5024e-05-0.00039199i,-6.7382e-05-0.00054132i,-0.00053075+7.3206e-05i,-0.00093079+0.00018608i,-0.00026548+0.00011071i,0.0012247+0.00018203i,0.0014956-0.00011572i,0.00038829-0.00028728i,0.00011779-0.0002818i,0.00074063-8.1587e-05i,0.00049794-3.5157e-05i,-0.00031686+6.9767e-05i,-0.00034365-0.00061039i,-5.5196e-05-0.00091723i,0.00014738-0.00079629i,0.00039312-0.00043255i,0.00016415-0.00014454i,-0.00025289-0.00022454i
-0.00057978+0.00098797i,-0.00057243+3.3903e-05i,-0.0008169-0.00065119i,-0.00069405-0.0010128i,-0.00015038-0.0015764i,-0.00073328-0.0021157i,-0.0011463-0.0012919i,-0.00075401-0.00035895i,-0.00066577-0.00013376i,-0.00048639+1.3553e-06i,0.0003493+0.00012828i,0.00051338-0.00036761i,0.0001197-0.001049i,-6.8074e-05-0.00087497i,0.00044392-0.00034173i,0.0005382-0.00026i,-0.00018735-0.00049664i,-0.00020603-0.00024776i,-0.00047825-0.00027663i,-0.0005667-0.00030917i,-0.00032824-0.00021343i,-5.5958e-05+0.00026578i,8.5534e-05+0.00016774i
0.0020015+0.0011582i,0.0023528+0.0015376i,0.0023843+0.0017097i,0.0020461+0.00039692i,0.0015133-0.00072253i,-0.00022887-0.0011325i,-0.0011785-0.0010566i,-0.0005879-0.00010899i,5.0755e-05+0.00048312i,0.00042252+0.00070671i,0.00064669+0.00038848i,0.00019664+5.1686e-05i,-0.00070951-0.00033115i,-0.00071375-0.00084074i,-0.00049963-0.00062766i,-0.00049748-0.00041989i,-8.2894e-05-0.00038102i,0.00031837+0.0002627i,0.00038126+0.00047632i,0.00034155-0.0002845i,0.00011532-0.0003315i,1.0395e-05+0.00038883i,0.0001296+0.00014267i
0.00064208+0.0015223i,-0.00014817+0.0031754i,-0.00036684+0.0029752i,0.00069869+0.00069358i,0.0016507-0.0014652i,0.001566-0.0020576i,0.00093684-0.001753i,-2.5929e-06-0.00047095i,-0.00019021+0.00023776i,0.00022518-0.00047468i,0.0004214-0.00060806i,0.00019814-0.00072683i,4.9951e-05-0.0014066i,0.00024066-0.0014473i,0.00020318-0.0012222i,0.00024441-0.0010821i,-9.7179e-05-0.00060966i,-0.00075155-0.00062129i,-0.00060045-0.00071101i,0.00049871+0.00072924i,0.00074267+0.0011108i,4.8136e-05+0.00025277i,0.00020488+0.00037886i
0.0017959+0.00044153i,0.00044454+0.0014353i,-0.00030709+0.0018769i,0.00040818+0.00091614i,0.00096386-0.00033816i,0.00083643-0.0012604i,0.00025291-0.00059161i,0.0001787+0.00080371i,-0.00039516+0.00040871i,-0.0015831-0.00020488i,-0.0010326-0.0005278i,4.7029e-05-0.0002259i,-8.7874e-05+0.00012181i,-0.00028797-0.00022866i,0.00021773-0.0004306i,0.00066207-0.00055082i,0.00073367+3.9771e-06i,-0.00049185+0.00025816i,-0.0011343+0.00015056i,-0.00062323+0.00023961i,-0.00023439+0.00026169i,0.00034946+0.00018949i,0.00051959-0.00010962i
