-0.00067017-0.0014738i,-0.00078135-0.0018843i,-0.0022015-0.0011127i,-0.0027803+9.5756e-05i,-0.0011681+0.00030119i,-0.0001203+0.00050501i,-0.00026607+0.00031161i,0.00039529+6.8936e-05i,0.0014348-0.00022459i,0.00096563-0.00019513i,8.6087e-05+6.4466e-05i,0.0004705+0.00057592i,0.00031264+0.0009446i,0.00027824+0.00046185i,0.00079419+0.00024837i,0.00052752+0.00033838i,-0.00051776+2.4587e-05i,-0.00091299-4.3256e-05i,-4.2353e-05-0.00033536i,0.00024114-0.00028825i,-0.00029406+0.00026455i,0.00016425+0.00071495i,0.00044818+0.00078943i
0.39528-0.063519i,0.55999-0.049948i,0.5213+0.027403i,0.38568+0.11664i,0.28069+0.12259i,0.21408+0.029013i,0.15801-0.061328i,0.094503-0.071369i,0.051431-0.027086i,0.044968+0.0044974i,0.040972+0.0032142i,0.025186-0.0024696i,0.010344+0.0012949i,0.0023679+0.0068206i,0.0040322+0.0076345i,0.007573+0.0066684i,0.010408+0.0088861i,0.016722+0.0098367i,0.019695+0.0049754i,0.015178-0.00067799i,0.0081177-0.0027407i,0.0036527+0.0015749i,0.0011329+0.0091056i
-0.027263+0.2838i,-0.09752+0.3038i,-0.19094+0.10705i,-0.26273-0.088625i,-0.26795-0.091496i,-0.21431+0.01131i,-0.15192+0.076428i,-0.094359+0.068508i,-0.059113+0.031296i,-0.053559+0.0207i,-0.041029+0.031116i,-0.018701+0.028499i,-0.011122+0.012991i,-0.013235-0.00061648i,-0.013022-0.0035379i,-0.0062848-0.0016551i,0.00031181-0.0064809i,0.0029529-0.011655i,0.0052907-0.0094714i,0.0074747-0.0026074i,0.011003+0.0032479i,0.0132+0.0019637i,0.0092729-0.0053153i
-0.17843-0.070733i,-0.15152-0.055641i,0.021619+0.051065i,0.1737+0.1216i,0.18774+0.05515i,0.14015-0.040707i,0.11238-0.076415i,0.087186-0.070422i,0.052649-0.053572i,0.027574-0.046446i,0.0081996-0.045776i,-0.0070543-0.03351i,-0.0053449-0.016812i,0.0058829-0.0062828i,0.0099583-0.00093586i,0.0025423-0.00062549i,-0.0065656-0.0017593i,-0.0095698-0.0024122i,-0.0080424-0.0035073i,-0.0067594-0.0024335i,-0.0081738+0.00195i,-0.0095743+0.0084307i,-0.0059999+0.014734i
0.11699-0.16587i,0.12067-0.23913i,0.014102-0.25867i,-0.070062-0.22489i,-0.046405-0.12867i,-0.025823-0.023766i,-0.049893+0.042046i,-0.049925+0.068482i,-0.015143+0.05525i,0.0095611+0.027655i,0.014754+0.013062i,0.010903+0.0066979i,0.0043283+0.0060136i,0.0011743+0.0080215i,-0.00022572+0.0066287i,0.0010736+0.007827i,0.0046833+0.01179i,0.0030348+0.012483i,-0.0013313+0.0088617i,-0.0039014+0.00099362i,-0.0063915-0.0088219i,-0.0077016-0.015253i,-0.0057006-0.017984i
0.15357+0.20675i,0.21983+0.31792i,0.2133+0.34482i,0.14684+0.32253i,0.08283+0.26393i,0.084172+0.16054i,0.10424+0.060687i,0.076829+0.010089i,0.032317+0.012602i,0.01469+0.026572i,0.013379+0.019004i,0.0094737+0.0017874i,0.0012712-0.0075755i,-0.0058384-0.0049929i,-0.0057776+0.0020898i,-0.0034452+0.0057913i,-0.0010413+0.0088745i,0.0035836+0.010307i,0.0061912+0.0079734i,0.0045943+0.004505i,0.0031305+0.00040095i,0.0031091-0.0020325i,0.0002607+0.00055725i
-0.21897+0.11531i,-0.29775+0.095217i,-0.25201-0.047411i,-0.17442-0.20206i,-0.15695-0.21785i,-0.16819-0.1153i,-0.1542-0.024151i,-0.10846+0.0021086i,-0.067825-0.0075028i,-0.054394-0.012229i,-0.042627-0.0019219i,-0.019693+0.0043414i,-0.0044825-0.00035516i,-0.0001856-0.006967i,-0.00042816-0.010438i,-0.0015871-0.011478i,-0.0038519-0.012366i,-0.0058472-0.012157i,-0.0043837-0.0076162i,-0.00093432+0.0022595i,0.0032471+0.011528i,0.0063407+0.012373i,0.0070359+0.005239i
-0.083974-0.14086i,-0.093975-0.11349i,-0.038931+0.050734i,0.041471+0.17824i,0.096393+0.1395i,0.11171+0.046367i,0.10059+0.0039104i,0.077837-0.0075076i,0.054533-0.015186i,0.040798-0.024511i,0.030683-0.029377i,0.018594-0.022957i,0.010729-0.012711i,0.0052965-0.0049917i,-0.00051262+0.00021258i,-0.0045142+0.0014859i,-0.0083028+0.001206i,-0.010434+0.0020915i,-0.0081396+0.0018252i,-0.0053057-0.0010778i,-0.0066357-0.003328i,-0.0094876-0.00036696i,-0.0078433+0.0084611i
0.086701-0.08064i,0.080902-0.15761i,0.028613-0.22595i,0.00093994-0.22377i,-0.0058242-0.12922i,-0.037349-0.036874i,-0.071778-0.0027724i,-0.071207+0.0080596i,-0.039812+0.018231i,-0.010527+0.022166i,-0.00027866+0.020452i,-0.00015307+0.01627i,-0.0018892+0.010794i,-0.0028326+0.0043116i,-0.0013687-0.0024236i,0.0010387-0.0047074i,0.0043659-0.0013329i,0.006551+0.0012214i,0.0044336-0.0017547i,0.0014586-0.007762i,0.0019312-0.012306i,0.0035898-0.015758i,0.0024255-0.019357i
0.027662+0.079096i,0.044792+0.12979i,0.030538+0.18401i,-0.0275+0.21386i,-0.066098+0.17436i,-0.034801+0.10697i,0.018641+0.059406i,0.032967+0.026421i,0.010066+0.010192i,-0.0076785+0.0079314i,-0.0079474+0.0032282i,-0.0028209-0.001188i,0.0010087-0.00079307i,0.00053096-0.00010355i,-0.0006414+0.0022988i,2.6655e-05+0.0023811i,0.00069905-0.0019086i,0.0013629-0.0062369i,0.00060069-0.0056758i,-0.00051259-0.0023292i,0.0024244-0.00039904i,0.0051657+0.0017081i,0.0029012+0.0042102i
-0.063457-0.044242i,-0.067065-0.096139i,-0.020801-0.16631i,0.036389-0.2327i,0.038726-0.23741i,-0.013307-0.17824i,-0.0493-0.10645i,-0.04002-0.059469i,-0.019606-0.042327i,-0.013313-0.034036i,-0.011854-0.021042i,-0.0094599-0.0089938i,-0.0092784-0.0027117i,-0.0059294-0.00071207i,0.00011193-0.0016089i,0.0027339-0.0039494i,0.00028196-0.0054111i,-0.0031091-0.0040118i,-0.0033072-0.00055541i,-0.0029046+0.0038591i,-0.0043558+0.008613i,-0.004339+0.010997i,-0.00064549+0.0099584i
0.074319-0.04348i,0.076126-0.013383i,0.024392+0.080819i,-0.011829+0.15987i,0.017643+0.15288i,0.059558+0.099855i,0.064579+0.061632i,0.051381+0.039987i,0.042047+0.0202i,0.036697+0.0044922i,0.026974-0.0026301i,0.014924-0.0038456i,0.0097254-0.0033464i,0.0063822-0.0047107i,2.3545e-05-0.0034576i,-0.0014864+0.0011779i,0.0008346+0.004727i,0.00094657+0.005694i,0.00063322+0.0054276i,0.00039821+0.00383i,-0.0019871-0.00023678i,-0.0042893-0.0031014i,-0.0046587-0.0016384i
0.07482+0.043083i,0.10927+0.0058547i,0.12023-0.079312i,0.10776-0.1189i,0.060505-0.078845i,0.0048393-0.039416i,-0.020891-0.032912i,-0.02118-0.023411i,-0.012623-0.003815i,-0.0047076+0.010112i,-0.0036365+0.0075407i,-0.0084671-0.0023752i,-0.012681-0.0035458i,-0.0095322+0.00049594i,-0.0013663+0.00033499i,0.0037357-0.0011983i,0.0057856+0.0012705i,0.0086356+0.0047055i,0.0094032+0.0038508i,0.0067331-0.00070102i,0.0053077-0.0047786i,0.0061725-0.0084305i,0.0070391-0.012469i
-0.0246+0.096489i,-0.03291+0.16305i,-0.059707+0.1917i,-0.10676+0.15907i,-0.1136+0.09176i,-0.066907+0.053035i,-0.018666+0.050003i,0.0010511+0.042904i,-0.0018826+0.022693i,-0.0057152+0.0076672i,0.00056553-0.00042741i,0.0076281-0.0042718i,0.0070853-0.0022961i,0.0020608+0.0021986i,-0.0047988+0.0063609i,-0.0078244+0.0070518i,-0.0035259+0.0027552i,0.0014446-0.0043406i,0.0024224-0.0067095i,0.0032881-0.0014225i,0.0059314+0.0046387i,0.0050082+0.0074534i,0.00054671+0.0086701i
-0.061175-0.0084064i,-0.075278-0.024898i,-0.016651-0.067236i,0.082999-0.10875i,0.12108-0.11249i,0.081445-0.089706i,0.031174-0.058386i,0.0078792-0.031585i,0.0045023-0.019266i,0.0035964-0.013998i,0.0057669-0.0079943i,0.0090507-0.0079918i,0.0049773-0.013008i,-0.0010003-0.011898i,-0.00061297-0.007064i,0.0018294-0.005428i,-0.00058914-0.0060831i,-0.0075693-0.0053704i,-0.010548-0.0048652i,-0.0087567-0.0057807i,-0.0085563-0.0044971i,-0.0097968-0.0002168i,-0.0081134+0.0036746i
-0.021132-0.0099773i,-0.054584-0.0010134i,-0.093336+0.03977i,-0.10831+0.0886i,-0.076513+0.10405i,-0.034515+0.088511i,-0.020768+0.061505i,-0.016322+0.03765i,-0.0033181+0.02103i,0.0068802+0.011689i,0.0071426+0.011503i,0.0072945+0.01564i,0.013164+0.015605i,0.014728+0.0076496i,0.0069277+0.00077644i,-0.00094988+0.0029472i,-0.002237+0.0088992i,-0.0026578+0.010991i,-0.0056022+0.0085155i,-0.0084682+0.0043669i,-0.0088643-0.00029555i,-0.0057148-0.0031458i,-0.0024106-0.0028778i
-0.013727-0.022408i,0.013257-0.052607i,0.065829-0.072221i,0.092985-0.059993i,0.062524-0.034176i,0.019171-0.027328i,0.0054287-0.032397i,0.0057332-0.02577i,0.0032664-0.0090904i,-0.0016588+0.003598i,-0.0042699+0.0037054i,-0.0043896-0.0043078i,-0.0070586-0.0087305i,-0.0084558-0.0056529i,-0.0027363-0.0026827i,0.0028342-0.0042881i,0.0045007-0.0043086i,0.0065205-0.0014908i,0.0094995-5.8308e-05i,0.0098586-0.0011377i,0.0075417-0.0030535i,0.0066668-0.0056236i,0.0079275-0.0074918i
-0.015263-0.016084i,-0.03757+0.0069592i,-0.081646+0.037253i,-0.11663+0.030095i,-0.098904-0.0015722i,-0.055436-0.008727i,-0.030844+0.0044041i,-0.023572+0.010578i,-0.018428+0.0064768i,-0.012709+0.0011954i,-0.0061103+0.0032601i,-8.7012e-05+0.010984i,0.0026919+0.014232i,0.0022617+0.0095887i,-0.0017399+0.0030833i,-0.0046613-2.1703e-05i,-0.00074805-0.0019207i,0.0065322-0.00586i,0.010769-0.0080562i,0.009861-0.0036554i,0.0052325+0.002931i,-8.3786e-05+0.0069738i,-0.0045926+0.008095i
0.016233-0.049174i,0.027374-0.075493i,0.061472-0.076394i,0.10954-0.044399i,0.12033-0.0093298i,0.08823-0.0012084i,0.050609-0.008367i,0.023831-0.011961i,0.0085572-0.010976i,0.002046-0.008396i,0.00089644-0.0046086i,0.0026788-0.0037418i,0.0046983-0.0084591i,0.0042945-0.0090196i,0.0044388-0.0032368i,0.0065827+0.00022041i,0.0050003-0.0018944i,-0.0025335-0.004695i,-0.0078736-0.0060262i,-0.0066747-0.0080014i,-0.0044528-0.0090836i,-0.0052733-0.0063602i,-0.0053792-0.001611i
0.041418+0.0014995i,0.043079+0.00036458i,-0.0060422+0.0096757i,-0.067733+0.022486i,-0.078932+0.029287i,-0.052744+0.027387i,-0.02961+0.01217i,-0.016314-0.0042611i,-0.0049273-0.0074789i,0.0016922-0.0037498i,-0.0038216+0.00094397i,-0.010677+0.010024i,-0.0080258+0.018565i,-0.0022156+0.015754i,-0.001806+0.0064526i,-0.0059148+0.0037073i,-0.0085958+0.0082336i,-0.0096182+0.012252i,-0.010283+0.011826i,-0.0077926+0.0068711i,-0.0032519+0.0006853i,0.0008388-0.003058i,0.0035404-0.0035691i
0.033383+0.019237i,0.066341+0.028665i,0.087459+0.025594i,0.078643+0.01915i,0.044808+0.015129i,0.025113+0.0068354i,0.031299+0.0018947i,0.033441+0.003269i,0.020693+0.0057949i,0.0067109+0.003615i,0.00033008-0.0064479i,-0.0024118-0.017784i,-0.0054528-0.021873i,-0.0054059-0.016133i,0.00051518-0.0058391i,0.006669-0.0014019i,0.010423-0.0019112i,0.012786+0.00097751i,0.013895+0.0060493i,0.012728+0.0073218i,0.010551+0.0038501i,0.0087025-0.00039415i,0.0067859-0.00137i
-0.0017031+0.047312i,-0.028887+0.072311i,-0.066228+0.053824i,-0.079259+0.001267i,-0.054015-0.029983i,-0.024373-0.020192i,-0.014747-0.00021975i,-0.014349+0.0056707i,-0.012553+0.0033488i,-0.0066992+0.00026225i,-0.00064315-0.0013619i,-0.0020035+0.00050181i,-0.0065754+0.0052623i,-0.0060947+0.0062568i,-0.0043768+0.0020083i,-0.0044829-0.00095562i,-0.003279-0.0010132i,0.0004381-0.00067888i,0.0028031-0.00073323i,0.00097068+0.00069063i,-0.0028099+0.0036622i,-0.0052863+0.0047544i,-0.0067964+0.0034407i
-0.018309+0.018464i,-0.018206+0.010089i,0.016789+0.0037945i,0.052717+0.020641i,0.047816+0.042i,0.024885+0.044719i,0.012897+0.035022i,0.0074662+0.019505i,0.0013802+0.0034186i,-0.00018874-0.0037093i,0.0065127-0.0044214i,0.014155-0.0088605i,0.014359-0.014311i,0.007859-0.011831i,0.0013256-0.0039904i,2.6842e-05+0.001191i,-0.0006635+0.0007548i,-0.0052172-0.0028051i,-0.0093296-0.0052842i,-0.0088634-0.0046237i,-0.0051014-0.0018916i,-0.0020483-0.00074862i,-0.0011809-0.00058882i
-0.028515+0.0093701i,-0.040307+0.0064171i,-0.051227-0.00080992i,-0.062958-0.017462i,-0.059915-0.025796i,-0.046033-0.017771i,-0.029042-0.011093i,-0.0089068-0.010571i,0.0047307-0.010005i,0.00792-0.0055379i,0.0035602+0.00061847i,-0.002476+0.0064087i,-0.0052924+0.0096234i,-0.0036147+0.0059896i,-0.0017598-0.00070792i,-0.0042763-0.0038142i,-0.0079575-0.0021712i,-0.009694-9.3324e-05i,-0.0083643+0.00028747i,-0.0034636-8.7801e-05i,0.0015476-0.00025652i,0.0042023-0.0011172i,0.0038024-0.0012057i
-0.016258-0.01719i,-0.0094518-0.016687i,0.0099655-0.0054715i,0.021698+0.0063945i,0.011856+0.0070057i,0.0017006+0.0063336i,0.0045191+0.016317i,0.010095+0.024106i,0.0094315+0.019346i,0.0046917+0.0088i,0.0042165-0.00081347i,0.0075489-0.0089849i,0.010101-0.014329i,0.0087252-0.011492i,0.0060078-0.0020797i,0.0078571+0.0036637i,0.010768+0.0033422i,0.0097233+0.0031915i,0.0057991+0.0027463i,0.0012801-0.00010642i,-0.0018668-0.0024855i,-0.0013113-0.0019849i,0.00023905-0.00023912i
-0.013091-0.011966i,-0.029568-0.020312i,-0.039341-0.029695i,-0.02671-0.041934i,-0.0030235-0.044898i,0.0011116-0.030594i,-0.011823-0.014156i,-0.01833-0.0042871i,-0.014219+0.00010133i,-0.0065774+0.0011341i,-0.00076548+0.0031268i,-0.0019463+0.0057433i,-0.007175+0.007271i,-0.009+0.0060233i,-0.0062874+0.0013024i,-0.0030746-0.0029194i,-0.0014804-0.0045456i,0.00052051-0.0036835i,0.0015589-0.0014056i,-0.0010717-0.00035099i,-0.0045515-5.9843e-05i,-0.0050045+0.0002184i,-0.0033575-0.0011053i
0.0041688-0.02825i,0.019039-0.038326i,0.034439-0.019806i,0.033792+0.016681i,0.015262+0.031903i,-0.0027946+0.022828i,-0.011198+0.011668i,-0.012072+0.0040817i,-0.0078633-0.0022639i,-0.0023443-0.0028446i,0.0025693+0.0016516i,0.008559+0.0040351i,0.01369+0.0013945i,0.011552-0.0016992i,0.0049919-0.00096226i,0.0014431+0.0020706i,0.0014465+0.002454i,0.0017645-0.0004727i,0.0019036-0.0036081i,0.00098455-0.0030423i,-0.00069974-0.00034743i,-0.0014081+0.00080993i,-0.0020448+0.00067727i
0.01889-0.013973i,0.023095-0.012458i,0.0075466-0.010923i,-0.0067002-0.021013i,-0.0036264-0.028968i,0.0013779-0.028522i,0.002744-0.025923i,0.0067884-0.019673i,0.011462-0.01065i,0.0085217-0.0035973i,-0.0017018+0.00038574i,-0.010911+0.005452i,-0.013412+0.010222i,-0.0087353+0.0090485i,-0.002293+0.0046208i,-0.0002521+0.0013202i,-0.0012041-0.0012524i,-0.0011831-0.0029008i,0.0023882-0.0033887i,0.0071598-0.0019557i,0.0082102-0.0011067i,0.0054422-0.00078492i,0.0024692+0.00025753i
0.030098+0.0095271i,0.036777+0.018968i,0.03038+0.022525i,0.018941+0.021257i,0.0091463+0.014546i,0.006114+0.0088668i,0.0059595+0.011621i,0.003039+0.014735i,-0.00062859+0.013938i,-0.001606+0.0072533i,0.00025525-0.0025145i,0.002261-0.0073799i,0.0037491-0.0064353i,0.0027951-0.0018418i,-0.00092271+0.0034946i,-0.0020606+0.0075418i,-0.00025859+0.0093778i,0.0010885+0.0080075i,0.00020629+0.0044278i,-0.0016457-0.0019227i,-0.0021603-0.0057989i,-0.0020307-0.0032984i,-0.0014812-0.00058929i
0.0031493+0.027696i,-0.0036434+0.028738i,-0.0080256+0.012034i,0.0015718-0.005632i,0.016052-0.0070357i,0.016372-0.0017886i,0.0065091-0.0041848i,-0.0030795-0.0078003i,-0.008676-0.0055112i,-0.0063618-0.0020408i,-0.0011172-0.0014107i,-0.0010813-0.0029749i,-0.0064849-0.0041957i,-0.0096799-0.0046964i,-0.0070919-0.0059751i,-0.0032252-0.0060222i,-0.00065228-0.0045903i,0.0018348-0.00015889i,0.00078105+0.0059468i,-0.0027188+0.0085249i,-0.0027555+0.0065755i,-0.00067327+0.0028742i,0.0016132+1.5061e-05i
-0.014319+0.011815i,-0.013084+0.017631i,-0.0058546+0.021152i,-0.0048191+0.026634i,-0.011748+0.026i,-0.011481+0.016011i,-0.0048427+0.0046904i,-0.0011435-0.0047041i,-0.0020692-0.0097958i,-0.0030749-0.007379i,-0.00010543-0.0012456i,0.0056254+0.0013724i,0.0099811+0.001289i,0.010057-0.00027706i,0.0056715-0.0021093i,-8.7196e-05-0.0013856i,-0.0037644+0.0012955i,-0.0038911+0.0021242i,-0.0010484+0.00012606i,-0.00010441+0.00016309i,-0.0014817+0.0005341i,-0.0033786-0.0011823i,-0.0050193-0.0017803i
-0.014085+0.0058824i,-0.020056+0.0080056i,-0.01887+0.002406i,-0.0086609-0.0081926i,0.0019984-0.010997i,0.0062391-0.0066967i,0.01085-0.0030351i,0.017392-0.0017914i,0.017702-0.0016164i,0.010176-0.0016373i,0.00099558-0.0025614i,-0.0059817-0.0028238i,-0.009888-0.0020933i,-0.008668-0.00098569i,-0.003004-0.0013684i,0.00039278-0.0032056i,0.00053509-0.0042449i,-0.0002121-0.0037975i,2.0199e-07-0.0027951i,0.0022026-0.0014515i,0.0040124+0.00019554i,0.0031564+0.0012994i,0.0019396+0.0017098i
-0.0061181+0.0018984i,-0.0115+0.00091919i,-0.0084261+0.0003231i,-0.0048463+0.0028362i,-0.0062122+0.0038455i,-0.0058868+0.0063288i,-0.0032241+0.013791i,-0.0010342+0.017803i,-0.00081378+0.013074i,-0.00036245+0.0041611i,0.0037491-0.0036154i,0.0080545-0.0061104i,0.0091797-0.0050911i,0.0065229-0.0042622i,0.0019207-0.0038348i,-0.0014683-0.002289i,-0.0039019+0.00011057i,-0.005582+0.0011578i,-0.0058583-0.00045975i,-0.0041319-0.0037009i,-0.0017215-0.004552i,-0.00025728-0.0028135i,0.00052343-0.00070236i
-0.014786-0.0077174i,-0.016339-0.013857i,-0.0081985-0.013116i,0.0016419-0.008017i,0.0059196-0.0015207i,0.0017993+0.0023671i,-0.0034967+0.0028806i,-0.0049024+0.0022273i,-0.0036908+0.00090684i,0.00088505+0.0010585i,0.0061232+0.0023572i,0.0070967+0.0016702i,0.0045795-0.0011891i,0.0037105-0.0032905i,0.0058145-0.0027902i,0.0072844-0.002255i,0.0061381-0.0018728i,0.0030468+0.00066392i,-0.0009971+0.002487i,-0.0051968+0.0024445i,-0.0056983+0.0016501i,-0.0030785-0.00053654i,-0.0002947-0.0016438i
0.0012842-0.017609i,0.0055307-0.020214i,0.0045059-0.010728i,-0.003698-0.0010891i,-0.010379-0.00072709i,-0.010253-0.0019972i,-0.0071857+3.571e-05i,-0.0031143-5.0889e-06i,6.7274e-05-0.0031223i,-0.0010974-0.0026998i,-0.0025819+0.0024789i,-0.00089683+0.0070851i,0.0020654+0.0075934i,0.0031791+0.0060927i,0.0014381+0.0046029i,-0.0011265+0.0026447i,-0.0026352-0.00036424i,-0.0018559-0.0034288i,0.0015463-0.0030405i,0.0030598-0.0011584i,0.00080511-0.0019148i,-0.0018345-0.0031762i,-0.0035581-0.0026475i
0.015307-0.0044805i,0.01887-0.004376i,0.013755-0.0025865i,0.0090836-0.0036645i,0.010033-0.0043971i,0.0084671-0.0029786i,0.0047525+0.00092672i,0.0054616+0.0049917i,0.0073161+0.006501i,0.0042292+0.0034165i,-0.0025545-0.0014917i,-0.0078163-0.0042069i,-0.0091308-0.0046607i,-0.0075054-0.002811i,-0.0039172+0.00099598i,0.00068208+0.0031279i,0.004583+0.0018872i,0.0050333-0.0001767i,0.0045491-0.0014285i,0.0046392-0.00081609i,0.0040384+0.0010057i,0.0037526+0.0031579i,0.004334+0.0042405i
0.012274+0.0072917i,0.012325+0.010659i,0.0047027+0.008877i,-0.00079626+0.0055772i,0.00043184+0.003483i,0.0012912+0.0037731i,-0.003724+0.0060964i,-0.0096871+0.0075863i,-0.0096277+0.0069269i,-0.003905+0.002996i,0.0020415-0.0027585i,0.0046727-0.0046662i,0.0048768-0.0022231i,0.003984-0.00072108i,0.00066136-0.00087003i,-0.0031112-0.00079937i,-0.003189-0.00035417i,-0.0015621-0.00059997i,-5.0166e-05-0.00087574i,0.00099622-0.0011694i,0.0006882-0.0016562i,-0.00028034-0.0009078i,-0.001486-0.00048184i
-0.0013858+0.0090887i,-0.0013356+0.01061i,5.4251e-05+0.0079477i,0.0020604+0.0056813i,0.0032439+0.0061754i,0.0016229+0.0042053i,-0.0017156-0.0010694i,-0.0054653-0.0046077i,-0.0063423-0.0038058i,-0.003272+4.8568e-05i,0.00033737+0.0027156i,0.0015166+0.0017536i,0.00023068+0.00076009i,-0.0014547+0.002224i,-0.0019416+0.0048269i,-0.00031462+0.0062021i,0.0014735+0.0057713i,0.0013723+0.004413i,-0.00032955+0.0021837i,-0.0019123-0.00019665i,-0.0020964-0.0010353i,-0.0018563-0.00075719i,-0.0015754-0.00017192i
0.0028011+0.0047427i,-0.00047203+0.006209i,-0.0037396+0.0028818i,-0.0063567-0.0012061i,-0.0057828-0.00093929i,-0.0015586+0.0018032i,0.00096216+0.0006324i,0.0019985-0.0047561i,0.0016643-0.0086589i,-0.001527-0.0077902i,-0.0035753-0.0044572i,-0.0030353-0.0016365i,-0.0020896-0.00044386i,-0.0021707-0.0014684i,-0.0039017-0.0039064i,-0.0046305-0.0052497i,-0.0032184-0.0050637i,-0.00051631-0.0038161i,0.00032083-0.00083099i,-0.00023103+0.0021411i,-0.00031278+0.0022241i,-0.0015592+0.00074048i,-0.0028811+0.00024179i
-0.0017218+0.005768i,-0.0040456+0.0052054i,-0.0034299+0.00034368i,-0.00016625-0.0017917i,0.00028403+0.001248i,-0.00099238+0.0047151i,0.0018248+0.0053264i,0.0061769+0.003939i,0.0074871+0.0015722i,0.0052772-0.0021284i,0.0014715-0.0070188i,-0.00066183-0.0099866i,-0.0018959-0.008678i,-0.0018484-0.0054005i,-0.00065926-0.002087i,-0.00032196+0.0015933i,-0.00029049+0.0051177i,-0.00018665+0.006065i,0.0003839+0.0039965i,0.00084866+0.002544i,0.0012817+0.0022587i,0.0013057+0.0019424i,0.0021635+0.0017483i
-0.0081486+0.0030814i,-0.011753+0.00071594i,-0.0091356-0.0026751i,-0.0062043-0.0027135i,-0.0067524-0.00098673i,-0.0075885+0.0020225i,-0.0064848+0.0049186i,-0.0031358+0.004475i,-0.00022732+0.0022814i,0.0028749+0.00076864i,0.0075304-7.0919e-05i,0.0093272-0.00043456i,0.0073928+0.00040372i,0.0048662-0.00071303i,0.0027526-0.0038526i,0.00085418-0.0058395i,7.9972e-05-0.0047728i,7.2355e-05-0.0021323i,-0.0010612-0.0010853i,-0.0020027-0.001627i,-0.0026259-0.0029991i,-0.0034769-0.0038284i,-0.0035445-0.0035279i
-0.010481-0.0048053i,-0.0080189-0.0067354i,-0.0040024-0.0031478i,-0.0013474+0.0011937i,-0.0017391+0.0014798i,-0.0039982-0.00017346i,-0.003786-0.00080478i,-0.00069065-0.00088702i,0.00053683-0.0006844i,-3.1135e-05+0.0020116i,0.00040523+0.0055665i,0.001699+0.005738i,0.0012447+0.0027861i,-0.00091023+0.00068915i,-0.0014074+0.0010406i,-0.00049594+0.001912i,-0.0010814+0.0016911i,-0.0021597+0.00030617i,-0.0011965-0.0019347i,0.00014153-0.0032294i,0.00049447-0.0018043i,0.00013751+0.00028453i,5.7666e-05+0.00076426i
-0.0011984-0.0072446i,-0.00065454-0.0063823i,0.00022344-0.0040277i,-0.00068324-0.0045294i,-0.0022145-0.0060148i,-0.0028041-0.0046965i,-0.0020202-0.0014672i,0.0022741+0.00027291i,0.0053854-0.00076209i,0.0043069-0.0011832i,0.0021445-3.0257e-05i,0.0018894+0.00069901i,0.0047228+0.00020535i,0.0066091-0.0020964i,0.0065992-0.005146i,0.0062269-0.0060839i,0.0050476-0.0055628i,0.0035005-0.0038644i,0.00097002-0.0009752i,-0.00079586+0.00079723i,-0.00055935+0.0012568i,0.00024651+0.0011098i,0.0011473+0.00022303i
0.0037041-0.0018005i,0.0069002-0.00051342i,0.0081748+0.0024368i,0.0082851+0.0017558i,0.0044394-0.003787i,-0.0015592-0.0063455i,-0.0033153-0.0013451i,-0.001029+0.0057934i,0.0010746+0.0091419i,0.0016067+0.0069643i,0.0012267+0.0012566i,0.00058173-0.0027812i,-2.0905e-05-0.0036406i,-0.00050151-0.0015199i,-0.00085751+0.0028562i,-3.5131e-05+0.0053382i,-0.00073766+0.0050294i,-0.0021246+0.0031429i,-0.00023052+0.0011863i,0.0016158+8.5725e-05i,0.0009365-0.00051996i,0.00038536+0.00038189i,0.00050549+0.0013119i
0.0059214+0.0030379i,0.0045872+0.0042043i,0.0016363+0.0041033i,0.0013597+0.0016411i,0.0028439-0.0033802i,0.0024619-0.0060655i,-0.00068725-0.0038177i,-0.0047877+0.00022406i,-0.0063021+0.002495i,-0.0036753+0.0033489i,0.0002694+0.0038349i,0.0020936+0.0038465i,0.0024448+0.0034895i,0.0030917+0.0017505i,0.0024993-0.00061143i,0.0020058-0.0020583i,0.002287-0.0018994i,0.0017465-0.0012587i,0.0010999-0.0013797i,9.0592e-05-0.0019029i,-0.0012976-0.0020171i,-0.0016351-0.0019072i,-0.00055289-0.0013717i
-0.00089724+0.0063878i,0.00089064+0.0086978i,-0.00071067+0.0090528i,0.00069238+0.0072708i,0.0050307+0.0030742i,0.0069237-0.0020744i,0.0036562-0.0044528i,-0.00087069-0.0049002i,-0.003232-0.0044447i,-0.0040121-0.002616i,-0.0051957-8.4008e-05i,-0.0061327+0.0011165i,-0.0060134+0.00076169i,-0.0049822+0.00078276i,-0.0027302+0.0019316i,-0.0013532+0.0030054i,-0.00050722+0.0026068i,0.00059351+0.0013609i,0.0006785+0.00088714i,0.0011051+0.0018268i,0.0008883+0.0030463i,-0.00024204+0.0033962i,-0.00045636+0.0029236i
-0.004015+0.0029494i,-0.0059156+0.0059489i,-0.0054501+0.0050082i,-0.00064863+0.0011591i,0.0053369-0.00038967i,0.0081902-4.5276e-05i,0.0074592+0.00018342i,0.0057536+0.00028533i,0.0035856-0.00070764i,0.0020832-0.0020865i,0.0011843-0.0030969i,0.0011905-0.0030792i,0.0024451-0.0020702i,0.0035604-0.0010568i,0.0028713-0.00029723i,0.0024244+0.00089593i,0.0029235+0.0015861i,0.0011115+0.0015789i,-0.00079441+0.0013778i,-0.002096+0.0013364i,-0.0018889+0.00025011i,-0.0004357-0.00070036i,-0.00034886-0.00081951i
