0.00098095+0.00013237i,0.0016235-0.0016537i,0.0013868-0.0037934i,0.0003326-0.0039908i,-0.0017273-0.0028022i,-0.0033533-0.00088865i,-0.0021355+0.001032i,0.0001813+0.00038008i,0.0011362-0.00045522i,0.00090928-0.00075172i,0.00070799-0.00055416i,9.7683e-05+5.2938e-05i,-0.00044118-1.6077e-05i,-0.00051602+0.0001273i,8.932e-05+0.00015743i,0.00015894+0.00048498i,0.00046933+0.00078751i,0.00081077+0.00013675i,0.00020102-0.00040979i,-0.00036936-0.00032587i,-0.00067459-0.00083772i,-0.00083935-0.0016211i,-0.00089797-0.0014904i
-0.0048607+0.71388i,-0.051408+0.95324i,-0.045029+0.74604i,0.054288+0.34166i,0.16353+0.10124i,0.2023-0.025858i,0.12402-0.13284i,-0.00071955-0.14856i,-0.05381-0.087903i,-0.039572-0.03122i,-0.015012-0.0025308i,-0.0013345+0.0035794i,0.00061859-0.0054563i,-0.0026228-0.014014i,-0.0086121-0.013148i,-0.010597-0.0032165i,-0.007421+0.0049273i,-0.0050041+0.0079714i,0.00064805+0.0091408i,0.0069114+0.0032261i,-0.00013655-0.0070465i,-0.012863-0.013351i,-0.010427-0.014339i
-0.70021-0.18813i,-0.91142-0.31329i,-0.68656-0.40012i,-0.36781-0.50646i,-0.27879-0.5458i,-0.23768-0.35524i,-0.10511-0.12667i,-0.0057002-0.074911i,-0.0049702-0.080906i,-0.021753-0.045642i,-0.0096788-0.0046603i,0.014111+0.010429i,0.034915+0.001461i,0.056742-0.011i,0.069394-0.019861i,0.056738-0.022386i,0.0326-0.01402i,0.023569-0.0014599i,0.02992+0.0035089i,0.030522-0.00077952i,0.02194-0.0015784i,0.020417+0.0050416i,0.025112+0.0065825i
0.32389-0.65902i,0.38905-0.86035i,0.19433-0.64575i,-0.037771-0.23549i,-0.11539+0.015238i,-0.12851+0.10497i,-0.073519+0.16697i,0.032395+0.16965i,0.081228+0.10001i,0.058491+0.038662i,0.020988+0.0046228i,-0.0052372-0.0009479i,-0.017164+0.023798i,-0.019173+0.047031i,-0.014459+0.047524i,-0.011213+0.026029i,-0.01692-0.00021428i,-0.031182-0.012297i,-0.044442-0.0070852i,-0.042468+0.0045091i,-0.024868+0.0073946i,-0.010032+0.0032754i,-0.0088089+0.0042831i
0.61645+0.49553i,0.87528+0.66462i,0.83705+0.63556i,0.63466+0.61255i,0.51084+0.60668i,0.40645+0.39037i,0.21161+0.11855i,0.074963+0.027995i,0.055754+0.014288i,0.046004-0.016756i,0.024681-0.037141i,0.004687-0.043495i,-0.016016-0.037684i,-0.023284-0.029366i,-0.021217-0.028291i,-0.019793-0.024308i,-0.017316-0.018222i,-0.014172-0.01513i,-0.011246-0.0031684i,0.00024656+0.013675i,0.0127+0.011023i,0.0062369-0.0049043i,-0.0078419-0.0090026i
-0.64434+0.45326i,-0.83821+0.63848i,-0.67135+0.53214i,-0.363+0.21096i,-0.17457-0.051917i,-0.094829-0.14149i,-0.061746-0.12467i,-0.056595-0.08064i,-0.056242-0.044438i,-0.051868-0.016601i,-0.033384+0.012494i,-0.002984+0.019255i,0.0074199-0.0031039i,-0.0084256-0.016522i,-0.019824-0.0023153i,-0.0017544+0.019531i,0.035268+0.022379i,0.059518+0.0044791i,0.054711-0.019185i,0.028145-0.034118i,5.6727e-05-0.030358i,-0.015048-0.015368i,-0.016886-0.0033364i
-0.21852-0.71798i,-0.30742-0.92229i,-0.23396-0.7651i,-0.10805-0.56993i,-0.154-0.5005i,-0.25568-0.28314i,-0.17927-0.022591i,-0.050168+0.043746i,-0.0074508+0.027889i,0.0064698+0.027592i,0.020615+0.023537i,0.029264+0.01463i,0.03689+0.001145i,0.042154-0.0051758i,0.045795+0.0011385i,0.04211+0.011831i,0.033058+0.024208i,0.031154+0.032645i,0.030947+0.02387i,0.02018+0.0076i,0.011594+0.0023535i,0.017241-0.0024337i,0.017069-0.013076i
0.66734-0.031276i,0.73218-0.15335i,0.36712-0.22428i,-0.025048-0.076817i,-0.086689+0.13478i,-0.0074871+0.1274i,-0.019551+0.037269i,-0.048974+0.038938i,-0.030204+0.06537i,-0.004478+0.057074i,-0.0040406+0.030946i,-0.019302+0.017955i,-0.028633+0.026235i,-0.036321+0.031966i,-0.045289+0.025667i,-0.045933+0.016285i,-0.049114+0.01468i,-0.059962+0.022552i,-0.058624+0.031088i,-0.036885+0.02999i,-0.017853+0.01869i,-0.012448+0.0087359i,-0.0077651+0.0035065i
-0.12119+0.63281i,0.043171+0.80215i,0.25496+0.6497i,0.26996+0.41417i,0.20803+0.29037i,0.22915+0.15018i,0.1726-0.050418i,0.043512-0.12357i,0.01174-0.088408i,0.03176-0.066914i,0.035183-0.052382i,0.033568-0.039786i,0.028615-0.040957i,0.02818-0.052609i,0.017995-0.066126i,-0.014106-0.061465i,-0.040721-0.040008i,-0.044609-0.021013i,-0.030738-0.0044221i,-0.0092564+0.0052121i,0.0069259+0.0011685i,0.012165-0.0053553i,0.013328-0.0075364i
-0.51449-0.32377i,-0.71102-0.28856i,-0.58523-0.182i,-0.27327-0.252i,-0.10936-0.37145i,-0.1179-0.27551i,-0.088969-0.067777i,-0.023365+0.0069577i,-0.018808-0.014927i,-0.035779-0.016051i,-0.033629-0.0061562i,-0.025896-0.0044246i,-0.019147+0.00059899i,-0.015691+0.016196i,-0.01044+0.033197i,0.0035051+0.0319i,0.02038+0.0043916i,0.022727-0.033941i,0.0025642-0.05293i,-0.014636-0.039125i,-0.0091455-0.014902i,0.0040978+0.00060377i,0.013038+0.011763i
0.4442-0.31907i,0.51704-0.40199i,0.47469-0.25695i,0.46996-0.05441i,0.38821+0.015921i,0.16383+0.060039i,0.068426+0.13228i,0.12599+0.11907i,0.13094+0.048445i,0.087431+0.0065001i,0.053363-0.025086i,0.019508-0.043548i,0.012204-0.032654i,0.042227-0.021203i,0.074452-0.027185i,0.076819-0.036149i,0.05752-0.031233i,0.039656-0.018334i,0.027484-0.0080648i,0.01581-0.00096961i,0.0037756-0.0014887i,-0.007675-0.01412i,-0.018116-0.023218i
0.11588+0.46173i,0.1324+0.39107i,-0.025982+0.12123i,-0.20263+0.041444i,-0.14409+0.12237i,0.010587+0.051757i,0.01396-0.074754i,-0.03826-0.070847i,-0.042266-0.010987i,-0.035782+0.034787i,-0.016121+0.06428i,0.0029271+0.056644i,-0.014304+0.035353i,-0.047936+0.033706i,-0.059239+0.045292i,-0.036923+0.048047i,-0.003798+0.037845i,0.01484+0.024869i,0.021964+0.0034108i,0.015245-0.020437i,-0.0041116-0.022401i,-0.017863-0.0074436i,-0.022514+0.0027628i
-0.4066-0.059218i,-0.34287+0.078433i,-0.051963+0.2334i,0.082202+0.21548i,-0.021822+0.11417i,-0.079543+0.075402i,-0.050345+0.0425i,-0.01996+0.01289i,0.027917-0.0003028i,0.056799-0.019172i,0.062213-0.021327i,0.074248-0.019746i,0.062766-0.039318i,0.028107-0.052102i,-0.00098215-0.034255i,-0.020013+0.0051552i,-0.023214+0.037175i,-0.0061407+0.04822i,0.012332+0.040279i,0.013769+0.018609i,0.0033959-0.0075948i,-0.0018144-0.025916i,-0.001979-0.029076i
0.21527-0.29303i,0.11533-0.3354i,-0.071903-0.2441i,-0.09895-0.12422i,-0.022059-0.069879i,-0.042802-0.061423i,-0.10132-0.0036461i,-0.10428+0.070323i,-0.081302+0.083726i,-0.072572+0.062177i,-0.075446+0.045761i,-0.060539+0.037181i,-0.031267+0.031859i,-0.022458+0.035125i,-0.028106+0.043809i,-0.019859+0.041289i,-0.00075565+0.023808i,4.2202e-05+0.0013772i,-0.0082205-0.000579i,0.012601+0.010808i,0.0439+0.0048469i,0.046572-0.0058667i,0.031586-0.0013715i
0.15415+0.28424i,0.19523+0.33118i,0.21764+0.35902i,0.25009+0.40597i,0.27137+0.38094i,0.25215+0.2425i,0.21521+0.090243i,0.18051+0.010707i,0.1375-0.016291i,0.098537-0.038071i,0.058167-0.052244i,0.023034-0.038379i,0.025647-0.023938i,0.057594-0.047788i,0.066862-0.088482i,0.034465-0.098793i,-0.0096123-0.071554i,-0.0341-0.023423i,-0.029167+0.023036i,-0.0094847+0.041097i,0.00070485+0.032225i,-0.0030026+0.016022i,-0.0055648+0.0021844i
-0.26544+0.016559i,-0.29939-0.13258i,-0.34996-0.43607i,-0.47128-0.62435i,-0.45257-0.53638i,-0.23432-0.32672i,-0.071603-0.20802i,-0.074701-0.17981i,-0.10763-0.12636i,-0.084616-0.049929i,-0.034933-0.0021234i,-0.0091611+0.011847i,-0.022475+0.014422i,-0.048926+0.030984i,-0.053289+0.056507i,-0.031127+0.063099i,-0.0086151+0.048044i,-3.4e-05+0.020902i,-0.009633-0.0044295i,-0.024671-0.0012375i,-0.013724+0.022686i,0.014156+0.032045i,0.024466+0.023559i
0.050519-0.29406i,0.068225-0.20987i,0.15265+0.020421i,0.17357+0.073583i,-0.019523-0.025985i,-0.24571-0.0024403i,-0.25198+0.086025i,-0.11781+0.085129i,-0.013069+0.040033i,0.024398-0.0028379i,0.0051866-0.046693i,-0.022901-0.058741i,-0.020269-0.03855i,0.0007608-0.024961i,0.019597-0.025916i,0.023174-0.024611i,0.019987-0.01535i,0.017015-0.013594i,-0.0031558-0.024556i,-0.036286-0.025105i,-0.052042-0.016861i,-0.048738-0.020893i,-0.047493-0.024633i
0.26379+0.25604i,0.30944+0.21064i,0.2081+0.047682i,0.12908-0.025936i,0.14068-0.00045486i,0.094403-0.0063035i,-0.031938+0.0041743i,-0.093012+0.060231i,-0.067643+0.07101i,-0.03298+0.056092i,-0.0050012+0.044772i,-0.0010826+0.012335i,-0.026934-0.0049673i,-0.04488+0.013182i,-0.041449+0.025965i,-0.026584+0.013004i,-0.013465-0.013464i,-0.01565-0.032614i,-0.013465-0.035078i,0.010327-0.036585i,0.028282-0.038722i,0.024338-0.028033i,0.015288-0.013388i
-0.30623+0.016645i,-0.32388+0.13951i,-0.066212+0.30782i,0.2927+0.31501i,0.46068+0.14983i,0.42663+0.030986i,0.38832+0.01163i,0.37227-0.02084i,0.28945-0.05943i,0.19465-0.071015i,0.14171-0.084552i,0.094629-0.091906i,0.058625-0.08679i,0.049652-0.088828i,0.035273-0.074048i,0.0094127-0.027261i,-0.014144+0.013699i,-0.01834+0.031275i,-0.0051703+0.023631i,-0.0087045-0.00051093i,-0.03026-0.010681i,-0.036086-0.0095064i,-0.023391-0.022376i
0.15328-0.18108i,0.23332-0.38378i,0.20746-0.66505i,0.13676-0.77699i,0.12259-0.62435i,0.088662-0.42448i,-0.023358-0.29004i,-0.10694-0.17742i,-0.10426-0.085871i,-0.076197-0.00076583i,-0.022662+0.061354i,0.043792+0.041274i,0.057062-0.01411i,0.028127-0.016376i,0.018304+0.016257i,0.040921+0.029485i,0.076779+0.012072i,0.086817-0.034588i,0.058341-0.07037i,0.036459-0.059387i,0.034898-0.039946i,0.025036-0.038908i,0.0055348-0.026953i
-0.023619+0.011505i,-0.13955+0.11527i,-0.17064+0.413i,-0.068593+0.67495i,-0.056991+0.669i,-0.19644+0.5166i,-0.21484+0.38146i,-0.05496+0.23617i,0.061339+0.088093i,0.063587+0.0182i,0.027129+0.0073918i,-0.0019462+0.017464i,-0.0091181+0.026096i,-0.0064837+0.0058879i,-0.016994-0.03272i,-0.033298-0.051261i,-0.040115-0.033802i,-0.03779+0.0052054i,-0.025998+0.029104i,-0.016094+0.016468i,-0.021976-0.011966i,-0.026963-0.028999i,-0.014149-0.029042i
0.054658+0.24643i,0.20375+0.31444i,0.21159+0.20654i,0.053077+0.095523i,-0.0079083+0.099378i,0.073577+0.04468i,0.088205-0.062768i,0.041096-0.082995i,0.022952-0.086524i,-0.0042209-0.091619i,-0.0049047-0.051173i,0.018917-0.032901i,0.00090048-0.02931i,-0.01743+0.010371i,-0.0073618+0.05487i,-0.0023793+0.076531i,-0.0083368+0.065334i,-0.017328+0.037633i,-0.0077701+0.031362i,0.03849+0.031446i,0.081757+0.0049992i,0.078683-0.026678i,0.046606-0.02715i
-0.15384-0.23801i,-0.26251-0.14813i,-0.16435+0.15639i,0.096088+0.31993i,0.1848+0.12542i,0.066124-0.10214i,0.0022592-0.10268i,0.057696+0.0016233i,0.11207+0.059412i,0.083097+0.04597i,0.022117+0.017342i,0.014655-0.0028627i,0.044201-0.040573i,0.055031-0.084712i,0.035001-0.11031i,0.00040113-0.10029i,-0.021415-0.059745i,-0.018795-0.025344i,-0.0028006+0.0032777i,0.012391+0.040553i,0.024673+0.059664i,0.031913+0.047338i,0.03497+0.029669i
0.26505+0.089804i,0.38192-0.18174i,0.27849-0.56205i,-0.014895-0.58482i,-0.22256-0.2563i,-0.27843-0.07603i,-0.33614-0.023164i,-0.26004+0.12419i,-0.0082128+0.20118i,0.13526+0.15356i,0.12187+0.12091i,0.09197+0.095102i,0.059103+0.056666i,0.025225+0.055737i,0.032521+0.075644i,0.064747+0.064042i,0.079266+0.013844i,0.060832-0.047679i,0.013118-0.08044i,-0.022614-0.066732i,-0.020488-0.047201i,-0.010472-0.0465i,-0.012211-0.037895i
-0.33689-0.15522i,-0.57883-0.069457i,-0.64106+0.20898i,-0.34767+0.48514i,0.14579+0.56698i,0.46876+0.4732i,0.43244+0.259i,0.12507+0.10623i,-0.12365+0.09999i,-0.16958+0.034845i,-0.17596-0.054397i,-0.15579-0.021328i,-0.088294+0.0186i,-0.05265+0.00079809i,-0.040142-0.021815i,-0.030357-0.03955i,-0.025561-0.039238i,0.00085866-0.0090875i,0.031158+0.017562i,0.01432+0.019958i,-0.024701+0.013749i,-0.034551+0.0067682i,-0.033431+0.0013001i
0.28561+0.26827i,0.53379+0.43909i,0.57694+0.23555i,0.23914-0.29883i,-0.18602-0.73072i,-0.34428-0.88262i,-0.29079-0.78519i,-0.15363-0.47862i,0.022048-0.18066i,0.10574-0.028443i,0.11989+0.0069163i,0.12558-0.063874i,0.080933-0.14278i,0.031927-0.11848i,0.029455-0.040272i,0.034112+0.0065964i,0.02085+0.00097608i,-0.0049831-0.028459i,-0.02337-0.021282i,-0.0016139+0.016775i,0.044822+0.026279i,0.058616+0.0089241i,0.048417-0.0022879i
-0.13043-0.17681i,-0.22449-0.26907i,-0.188-0.059352i,-0.094561+0.38638i,-0.083322+0.81988i,-0.01426+1.0677i,0.086781+0.90544i,-0.011282+0.50146i,-0.18556+0.24098i,-0.20828+0.12616i,-0.17547+0.066156i,-0.14431+0.11804i,-0.033961+0.19678i,0.085174+0.18934i,0.14459+0.14079i,0.19425+0.076191i,0.23984-0.029295i,0.21317-0.1266i,0.087934-0.14935i,-0.042503-0.10114i,-0.081609-0.050888i,-0.063567-0.038535i,-0.057158-0.03485i
0.12909+0.023395i,0.26361-0.20602i,0.17294-0.5149i,-0.062887-0.4613i,-0.069529-0.00093159i,0.19313+0.22194i,0.29488-0.0058507i,0.12734-0.20762i,-0.016483-0.16059i,-0.028445-0.09664i,-0.033939-0.094901i,-0.057739-0.078351i,-0.098711-0.066145i,-0.15534-0.048864i,-0.16891-0.016014i,-0.14291+0.0029754i,-0.11901+0.041034i,-0.071508+0.11148i,0.022867+0.13597i,0.10524+0.067027i,0.11638-0.022888i,0.069096-0.059927i,0.024563-0.03661i
-0.002717+7.4567i,2.4798+7.3143i,5.8193+6.9193i,7.0653+3.4479i,6.0173-0.76324i,3.0693-3.2381i,0.1493-2.4679i,-0.80461-0.29017i,-0.019283+1.0751i,1.0097+0.81559i,0.84769-0.24625i,-0.093291-0.76642i,-0.86557-0.59471i,-1.2348-0.025692i,-1.0056+0.5231i,-0.43786+0.6334i,-0.024089+0.37644i,0.030345+0.019604i,-0.19446-0.15147i,-0.37052-0.085983i,-0.34162-0.066253i,-0.25115-0.12911i,-0.13365-0.15637i
0.23208+0.38027i,0.5642+0.53059i,0.77383+0.45018i,0.50656+0.17282i,-0.042859+0.075567i,-0.33321+0.15451i,-0.32394+0.067383i,-0.27654-0.059448i,-0.19502-0.016814i,-0.082002+0.049284i,-0.049035+0.044557i,-0.05471+0.040404i,-0.02562+0.044391i,0.031112+0.031523i,0.090359-0.0048585i,0.13071-0.045876i,0.14387-0.065712i,0.10927-0.052302i,0.036943+0.0029387i,-0.0050524+0.053265i,-0.0066871+0.053353i,-0.012163+0.038685i,-0.018755+0.036108i
-0.071856-0.29324i,-0.043195-0.50417i,0.032011-0.51052i,0.12023-0.26725i,0.22932+0.12044i,0.3645+0.42323i,0.35833+0.41558i,0.15163+0.24087i,-0.060543+0.13758i,-0.13738+0.086923i,-0.14565+0.041547i,-0.13216+0.038026i,-0.10929+0.041032i,-0.11258+0.038999i,-0.10604+0.052683i,-0.0454+0.037986i,0.016285-0.017804i,0.03512-0.030735i,0.048966+0.015803i,0.06412+0.012959i,0.043442-0.045809i,-0.002653-0.061968i,-0.022349-0.025148i
0.034036+0.04711i,-0.10646-0.027428i,-0.34525-0.22717i,-0.41469-0.28883i,-0.13856-0.1521i,0.22044-0.059765i,0.28242-0.066668i,0.1141-0.057193i,-0.0076995-0.017499i,-0.044743-0.029598i,-0.064001-0.065902i,-0.070878-0.072489i,-0.061965-0.029086i,-0.02725+0.032994i,0.016659+0.052538i,0.034689+0.015815i,0.034659-0.042537i,0.042132-0.079142i,0.049476-0.078965i,0.03741-0.067775i,0.008345-0.059031i,-0.020306-0.029652i,-0.014583+0.0049483i
-0.094145+0.068106i,-0.18299+0.22337i,-0.19286+0.46339i,-0.15232+0.57958i,-0.14835+0.4628i,-0.19375+0.29873i,-0.17808+0.23132i,-0.10064+0.18815i,-0.034133+0.11851i,-0.00070602+0.090115i,0.0051056+0.10892i,-0.0045677+0.13452i,0.005461+0.13561i,0.043971+0.096154i,0.087596+0.027704i,0.096512-0.046751i,0.05219-0.083716i,0.0031487-0.057186i,-0.0061127+0.00018438i,-0.00090097+0.033609i,-0.0159+0.035662i,-0.026687+0.039206i,-0.016518+0.036846i
0.030529-0.035385i,0.14642-0.025923i,0.23611-0.010183i,0.22351+0.013105i,0.18301+0.088737i,0.20966+0.16188i,0.22457+0.13303i,0.17536+0.078392i,0.13102+0.058471i,0.09868+0.0094331i,0.023572-0.038311i,-0.039661-0.025529i,-0.035943-0.011902i,-0.021117-0.049629i,-0.032014-0.093449i,-0.051169-0.093843i,-0.065843-0.053241i,-0.051709-0.0084853i,-0.0048915+0.011191i,0.021065+0.021666i,0.012442+0.04839i,0.014788+0.068414i,0.028183+0.058037i
0.16613+0.067409i,0.25353+0.083557i,0.30751-0.0055682i,0.31429-0.18996i,0.28377-0.36547i,0.22801-0.43121i,0.16104-0.34602i,0.13276-0.19895i,0.13332-0.12435i,0.089701-0.10651i,0.036622-0.0699i,0.022749-0.035694i,0.012193-0.0025017i,-0.00091161+0.046413i,-0.0013735+0.063911i,0.0018877+0.032207i,0.0011684-0.011419i,-0.0089534-0.041395i,-0.020186-0.05314i,-0.012538-0.057603i,-0.00092045-0.058049i,-0.0046142-0.040255i,-0.0037659-0.017401i
-0.24313-0.068511i,-0.44362-0.18512i,-0.56593-0.24949i,-0.55091-0.22463i,-0.47148-0.19642i,-0.40908-0.16003i,-0.34409-0.062297i,-0.23925+0.0087558i,-0.14682+0.0095418i,-0.092234+0.015739i,-0.046991+0.045486i,-0.014328+0.062005i,0.0082249+0.053806i,0.019801+0.029832i,0.0056218+0.010694i,-0.020808+0.0044901i,-0.039038+0.0097416i,-0.043197+0.024541i,-0.042867+0.029028i,-0.054173+0.019771i,-0.066441+0.019009i,-0.054671+0.028045i,-0.030142+0.028306i
0.21358-0.00356i,0.41525+0.0018792i,0.4151-0.0028087i,0.16595+0.11773i,-0.0047481+0.39781i,0.06834+0.52297i,0.15229+0.3366i,0.073494+0.097718i,-0.05242-0.0075974i,-0.099806-0.025437i,-0.097477-0.011186i,-0.07117+0.012969i,-0.029117+0.01311i,0.0069003-0.0089444i,0.025104-0.02521i,0.01769-0.021494i,0.0033652-0.0018857i,0.011667+0.015i,0.037721+0.018331i,0.057088+0.016434i,0.055801+0.021599i,0.044907+0.028577i,0.031644+0.021987i
-0.24705-0.069073i,-0.6268-0.04704i,-0.81146+0.12259i,-0.45247+0.23743i,0.11503+0.059671i,0.34777-0.14023i,0.26905-0.070292i,0.15989+0.07028i,0.066608+0.092544i,-0.00286+0.065325i,-0.001438+0.036545i,0.0067396+0.010008i,-0.009294+0.017858i,-0.022223+0.036158i,-0.035773+0.03059i,-0.042928+0.019483i,-0.037465+0.013335i,-0.033536+0.0097493i,-0.033379+0.0032435i,-0.035525-0.008036i,-0.029472-0.0063073i,-0.0059808+0.007034i,0.019375+0.013012i
0.24919+0.34203i,0.65786+0.59741i,0.98447+0.64275i,0.79957+0.37741i,0.24018+0.092865i,-0.12109-0.045291i,-0.13591-0.14841i,-0.071054-0.17473i,-0.018768-0.07216i,0.01916+0.036738i,0.013824+0.082622i,0.0075161+0.091188i,0.018643+0.06177i,0.013532+0.019819i,0.0011031+0.0087977i,0.0033611+0.019962i,0.015299+0.035319i,0.031316+0.034182i,0.028657+0.016996i,0.0046518+0.015403i,-0.0046945+0.019743i,0.00097534+0.0047613i,-0.0045204-0.012567i
-0.16999-0.37743i,-0.33198-0.65132i,-0.4115-0.75985i,-0.33064-0.59492i,-0.1972-0.32612i,-0.11577-0.11111i,-0.063547+0.021899i,-0.030101+0.028226i,-0.031722-0.023547i,-0.018388-0.032085i,0.019813-0.028688i,0.038197-0.031051i,0.039428-0.014335i,0.036961+0.01485i,0.03253+0.041884i,0.031914+0.043378i,0.028149+0.020365i,0.0074305+0.011848i,-0.011757+0.029344i,-0.004516+0.040922i,0.015774+0.030623i,0.02205+0.01435i,0.015836+0.0044744i
0.2022+0.1937i,0.30576+0.25644i,0.33761+0.18821i,0.30607+0.11819i,0.28864+0.18609i,0.28697+0.23291i,0.21804+0.14819i,0.1091+0.076545i,0.055616+0.052253i,0.052369-0.0047671i,0.041745-0.065212i,0.021636-0.088943i,-0.0015078-0.087964i,-0.015262-0.075814i,-0.0083005-0.057277i,0.0056362-0.028293i,0.022175+0.0029443i,0.040136+0.013902i,0.043764+0.0063228i,0.031087-0.0027188i,0.01201-0.0084706i,-0.0048845-0.0087414i,-0.010248-0.0055284i
-0.2184-0.080185i,-0.40766-0.17109i,-0.53557-0.195i,-0.48394-0.25219i,-0.33062-0.44066i,-0.25465-0.50756i,-0.21835-0.33254i,-0.1455-0.14539i,-0.094295-0.042099i,-0.079201+0.025817i,-0.072944+0.055017i,-0.075928+0.061421i,-0.051473+0.066204i,0.0032013+0.04382i,0.035609-0.002626i,0.03693-0.041576i,0.027671-0.064022i,0.016479-0.058857i,0.023636-0.034006i,0.041735-0.027902i,0.039529-0.040161i,0.022372-0.043034i,0.01056-0.035018i
0.11231+0.025495i,0.26974+0.13979i,0.36106+0.19625i,0.22197+0.19967i,-0.015795+0.29394i,-0.074392+0.37988i,0.010354+0.28801i,0.063044+0.14046i,0.091071+0.062295i,0.092308+0.0085852i,0.040361-0.022428i,0.0036733-0.013472i,-0.010405-0.010334i,-0.048887-0.010237i,-0.08234+0.011317i,-0.075295+0.03137i,-0.050438+0.028264i,-0.029247+0.0097558i,-0.016515-0.011126i,-0.02037-0.01948i,-0.035398-0.0026924i,-0.042204+0.029731i,-0.03515+0.05427i
0.021466+0.022084i,-0.1238+0.044835i,-0.26818+0.11543i,-0.24307+0.17074i,-0.11713+0.13277i,-0.033032+0.091892i,0.029904+0.11148i,0.067212+0.08383i,0.042371-0.0021374i,0.022773-0.047672i,0.033726-0.051508i,0.025733-0.04238i,0.0028953-0.012241i,0.0053049+0.028637i,0.036025+0.050528i,0.059565+0.036223i,0.050313+0.0099128i,0.024527-0.0049337i,0.0016295-0.014796i,-0.017753-0.025019i,-0.026263-0.034775i,-0.019195-0.042626i,-0.0047608-0.046842i
-0.03641+0.04707i,0.1471+0.0032381i,0.4025-0.10519i,0.46585-0.18332i,0.36626-0.14606i,0.30053-0.10173i,0.21396-0.15511i,0.074366-0.17684i,-0.012787-0.11438i,-0.049462-0.054858i,-0.064913-0.0085412i,-0.042637+0.024118i,-0.006529+0.025218i,0.02303+0.0023285i,0.042858-0.034588i,0.042634-0.064829i,0.028589-0.066674i,0.011397-0.039093i,-0.0039101+0.0045673i,-0.010681+0.046592i,-0.011064+0.071823i,-0.0079568+0.074068i,-0.0071685+0.057209i
0.080413-0.1591i,0.042161-0.2773i,-0.17435-0.37506i,-0.4044-0.3002i,-0.41693-0.12316i,-0.28159-0.068742i,-0.17193-0.099096i,-0.11839-0.082655i,-0.086853-0.033691i,-0.074442-0.0074655i,-0.079501-0.0038599i,-0.068868-0.0013952i,-0.039748-0.0037919i,-0.031309-0.0144i,-0.050509-0.028374i,-0.074177-0.032329i,-0.077751-0.020988i,-0.052713-0.013222i,-0.013979-0.017241i,0.017198-0.02313i,0.028562-0.020845i,0.023758-0.0063604i,0.017022+0.0099281i
-0.14739-0.010518i,-0.39606+0.034483i,-0.448+0.16273i,-0.15626+0.20167i,0.14068+0.060559i,0.14339-0.058537i,-0.0087478-0.0094183i,-0.061581+0.067902i,-0.036375+0.047493i,-0.023208+0.022693i,-0.0037743+0.044056i,0.0046207+0.046807i,-0.0092984+0.036319i,-0.015373+0.033829i,-0.019331+0.035542i,-0.027022+0.039585i,-0.036044+0.035489i,-0.044261+0.023294i,-0.047444+0.0099355i,-0.043994-0.0011504i,-0.031325-0.0067692i,-0.0080548-0.012529i,0.011633-0.023316i
0.17305+0.26064i,0.41967+0.36405i,0.42773+0.35193i,0.10565+0.28486i,-0.18205+0.25356i,-0.1945+0.2313i,-0.070489+0.13911i,-0.0085766+0.040992i,-0.0075078+0.030876i,0.0097498+0.063661i,0.035251+0.066062i,0.039949+0.049601i,0.030449+0.029781i,0.014898+0.011213i,0.0090222+0.0079002i,0.019271+0.015375i,0.030058+0.02535i,0.032406+0.031058i,0.025459+0.029191i,0.015327+0.029507i,0.0079907+0.035327i,-0.0035806+0.036018i,-0.016494+0.033976i
-0.27988-0.31014i,-0.50712-0.34215i,-0.45973-0.22505i,-0.11323-0.13695i,0.1469-0.17649i,0.15289-0.13582i,0.10973+0.045038i,0.096483+0.10989i,0.059932+0.032501i,0.037383-0.040949i,0.038025-0.07952i,0.026515-0.072392i,0.019274-0.021606i,0.02692+0.028015i,0.032326+0.046504i,0.024599+0.036527i,0.0094624+0.021856i,-9.5055e-05+0.019272i,0.0023156+0.017951i,0.010002+7.9483e-05i,0.011701-0.026457i,0.011307-0.036552i,0.013878-0.030543i
0.38701+0.27509i,0.64364+0.43246i,0.74235+0.47939i,0.54947+0.42484i,0.23324+0.39751i,0.087009+0.3153i,0.094037+0.11095i,0.078456+0.0046396i,0.046352+0.035927i,0.021538+0.038192i,-0.018216+0.013549i,-0.02659+0.0063325i,-0.0072962-0.016578i,0.0022737-0.047399i,0.0075836-0.059305i,0.018134-0.050427i,0.034711-0.032278i,0.04043-0.016531i,0.027417+0.0036328i,0.0097314+0.031215i,-0.0045137+0.050366i,-0.011111+0.050701i,-0.0084647+0.036484i
-0.19153-0.13975i,-0.17236-0.48541i,-0.11567-0.87841i,-0.097288-0.99416i,-0.045804-0.83516i,0.032105-0.61179i,0.010308-0.42397i,-0.05237-0.27635i,-0.080055-0.15498i,-0.083553-0.047549i,-0.064508+0.021993i,-0.042203+0.040593i,-0.0185+0.042877i,0.0068947+0.036471i,0.0051569+0.01472i,-0.015215-0.0029427i,-0.022748-0.010394i,-0.01103-0.014572i,0.017515-0.020898i,0.045847-0.034248i,0.054817-0.04363i,0.044323-0.03557i,0.028702-0.016433i
