0.00098095+0.00013237i,0.0016235-0.0016537i,0.0013868-0.0037934i,0.0003326-0.0039908i,-0.0017273-0.0028022i,-0.0033533-0.00088865i,-0.0021355+0.001032i,0.0001813+0.00038008i,0.0011362-0.00045522i,0.00090928-0.00075172i,0.00070799-0.00055416i,9.7683e-05+5.2938e-05i,-0.00044118-1.6077e-05i,-0.00051602+0.0001273i,8.932e-05+0.00015743i,0.00015894+0.00048498i,0.00046933+0.00078751i,0.00081077+0.00013675i,0.00020102-0.00040979i,-0.00036936-0.00032587i,-0.00067459-0.00083772i,-0.00083935-0.0016211i,-0.00089797-0.0014904i
-0.0013422+0.00015504i,-0.0015875+0.00035045i,-0.0020914+0.0010787i,-0.0012056+0.00071144i,0.00013356-0.00032062i,0.00056747-0.00032267i,0.00033852+0.00039157i,-0.00010456+0.00050334i,-0.00046511-0.00018441i,-0.00065242+2.8376e-05i,-0.00031022-2.5871e-05i,-0.0001888-0.00018968i,-0.00043479+0.00013028i,0.00029553-0.00042627i,0.00064015-0.00039418i,-0.00020718-9.2427e-05i,-0.00027754-2.5275e-05i,-0.00024097+5.2251e-05i,-0.00059616-9.7058e-05i,-0.00010392-0.00050313i,0.00033928-0.00035341i,0.00034081+0.00030848i,0.00036639+0.00044151i
0.0016308-0.0015156i,0.0014808-0.0015861i,0.00089207-0.0022038i,-0.00030923-0.001984i,-0.0016226-0.00046223i,-0.0014276+0.00051097i,1.1201e-05+0.0012883i,0.00068814+0.00054892i,0.00063547-0.00056314i,0.00056864-0.001155i,0.00080889-0.0016361i,0.00063882-0.0006562i,0.00022708+0.00041108i,-0.00022497-0.0003022i,0.00036842-0.00085651i,0.00066811-0.00048431i,-0.00028616-0.00056463i,-0.00086229-0.00047921i,-0.00037824+0.00043618i,0.00039925+0.00094695i,0.00047308-4.3647e-05i,0.00054164-0.00030396i,0.00029369+0.00014635i
-0.0012185+0.0019406i,-0.0012785+0.002087i,-0.0020081+0.0018731i,-0.0009354+0.0010402i,0.00053713+0.00051282i,0.0011101+0.00050129i,0.0014014+2.5695e-05i,0.00052664-0.0005661i,-0.00099086-0.00052518i,-0.00077557-0.00015711i,-0.00028926-0.00087083i,-0.00022801-0.0012641i,-0.00027188-0.00095911i,-9.1109e-05-0.0013204i,0.00084897-0.0013336i,-0.00011755-0.00072275i,-0.001176-0.00042343i,-0.00053502+2.1354e-05i,-5.7954e-05+0.00015193i,-0.00012585-0.00015965i,-8.8627e-05-0.00071885i,7.3595e-05-0.0010454i,0.00024025-0.00091535i
-0.0019619-0.00021351i,-0.001432+0.00049739i,-0.0019095+0.0016663i,-0.0016075+0.0015935i,-0.00039566+0.00096444i,0.00032588+0.00032219i,0.0005742-3.8491e-05i,0.0002226-0.00065839i,-0.00064684-0.00092806i,-0.00021607-0.00018034i,0.00041085+0.00036629i,0.00052824-0.00021821i,0.0012193-0.00083199i,0.0013372-0.00036064i,0.00019633-9.2113e-05i,-0.00055552-0.00044134i,-0.00098848-0.00050002i,-0.00037994-5.7416e-05i,1.6446e-05-0.00016925i,-1.2686e-05-0.00049008i,-0.00054066-0.00028099i,-0.00084891-0.00034013i,-0.00052421+0.00041112i
0.0012066-0.0013691i,0.0015408-0.0021785i,0.0014281-0.0036956i,0.000312-0.004086i,-0.00087439-0.0022127i,-0.0015387-0.00077702i,-0.001013+6.6209e-05i,-0.00021466+0.00010979i,0.00048954-0.00080638i,5.365e-05-0.0011538i,-0.0010958-0.00082829i,-0.0014095-0.00023338i,-0.00055364+0.00010044i,0.00041617+0.00053243i,0.00023349+0.00039964i,0.00029506-0.00021566i,0.00038778-0.00031026i,0.0003068+6.7292e-05i,0.00030694+0.00046918i,1.1067e-05+0.00047168i,-0.0001039+0.00033488i,-0.00013135+0.00052146i,-0.00012505+0.00096321i
-0.00062223-0.00020521i,-0.00062174+0.00029045i,-0.00093366+0.00085158i,-0.0012848+0.00017827i,-0.0012996-0.00024886i,-0.00084871+0.0004936i,-4.5563e-05+0.0012551i,0.00026088+0.00057278i,0.00028754-0.00048539i,-6.6064e-05-0.00059808i,-0.0003359-0.00068842i,-0.00060498+0.00013398i,-0.0013678+0.00059392i,-0.0014476+0.00014664i,-0.00075666-0.00034199i,-0.0004779-0.00048093i,-0.00076953-0.00037485i,-0.00044342-0.00016395i,0.0004003+0.00032622i,0.00049049+0.00059798i,-0.00050747+0.00029481i,-0.0008647-3.5796e-05i,-0.00032773-0.00016555i
-0.0010168+0.0016472i,-0.0015099+0.0024284i,-0.0015013+0.0016755i,-0.001265+0.00026191i,-0.00082101-0.00018228i,-4.1514e-05+0.00030358i,-7.2888e-05+0.0005244i,0.00019663-0.00086595i,0.00015993-0.0012933i,3.6985e-05-0.000389i,-0.00023598+0.00027025i,-0.00093608+0.00081657i,-0.00089338+0.00044126i,-0.0012193-0.00035648i,-0.00094955-0.00097591i,0.00012774-0.00024127i,0.00044679+5.4603e-05i,0.00055173-0.00076261i,0.00043342-0.0010558i,-0.00068529-0.0011903i,-0.0011132-0.00076623i,-0.00053977-0.00039657i,-0.00045415-0.00063704i
-0.00089739-0.0025316i,-0.0023962-0.0016254i,-0.0036384-0.00097197i,-0.0042518-0.00040661i,-0.003348+0.00075526i,-0.0015611+0.0013534i,4.5513e-05+0.00099399i,0.00042219+0.00016284i,9.7882e-05-0.00082235i,-0.00067746-0.00055275i,-0.00075824+0.00010893i,-0.00047236+0.00033102i,-0.00095154+0.00033163i,-0.00067493-0.00011843i,4.4204e-05-0.00073695i,0.00037692-0.0012804i,-5.5519e-05-0.0012917i,-9.2076e-05-2.6981e-06i,-0.00024025+0.00042781i,-0.00079067-9.9909e-05i,-0.00089499+3.3091e-05i,-0.0012641+0.00078259i,-0.0014195+0.0004675i
0.0006168+6.2058e-06i,0.00028387+0.00018027i,0.00019909-0.00046359i,-0.0002176-0.00094467i,-0.0007735-0.00020998i,-0.00085037+0.00065759i,-1.6528e-05+0.0009187i,0.0005438+0.0012669i,0.00038578+0.00045991i,5.5335e-05-0.00037221i,0.00026854-0.00042238i,0.00012508-0.00049118i,-0.00039475+1.272e-05i,-0.00057619+0.00042862i,-0.00058854+0.00074957i,-0.00030866+0.0013033i,0.00018608+0.0010505i,0.00023638+0.00027684i,-0.00017624-0.00029305i,-7.9229e-05-0.00017209i,0.00057698-7.9488e-05i,4.2533e-05+7.7983e-05i,-0.00088539+0.00024135i
0.00012833+0.00096204i,0.00072157+0.00084632i,0.0014262-7.0553e-05i,0.0016763-0.0016988i,0.0013243-0.0025878i,0.00022052-0.0019318i,-4.9643e-05-0.00035891i,0.00021894-0.00018252i,3.5989e-05-0.00045123i,-0.00044112+0.00036748i,-0.0011215+0.0007011i,-0.0015596+0.00045451i,-0.0014406+0.00045688i,-0.00047371+0.00022345i,0.00042984+0.00034524i,2.8499e-05+0.00028884i,-0.00033658-0.00036506i,-0.00013454-0.0006359i,0.00016244-5.454e-06i,-2.8036e-05+2.776e-05i,-0.00027653-0.00064326i,-0.0005796-0.00030419i,-0.00063642+0.00031621i
0.00015826+8.9808e-05i,-5.4923e-05+0.00070563i,-0.00087988+0.0017558i,-0.0013294+0.00059309i,-0.0015032-0.00072863i,-0.0022181-0.00072718i,-0.0022785-0.00096831i,-0.00098456-0.00087072i,-0.00017855-0.0010583i,-5.2891e-05-0.00062124i,-0.00070169-0.00034557i,-0.0016778-0.00031802i,-0.0016167+0.0009341i,-0.00043888+0.0014681i,-0.00011558+0.00081003i,-5.5355e-05+0.00025552i,0.00029667-0.00025798i,-1.8497e-05-0.00031517i,-0.00053375+0.00013325i,-0.00067333+0.0001502i,-0.00088894-1.7786e-05i,-0.0010898+0.0005238i,-0.00041251+0.00079076i
-0.00075277-0.00070458i,-0.00042057-0.0010113i,0.00039538-0.0018158i,0.00018105-0.0026702i,-0.00098126-0.0022715i,-0.0013688-0.00064141i,-0.00091487+0.0010252i,-0.00024607+0.00095364i,0.00030452-0.0002883i,-3.2832e-05-0.00099821i,-0.00014736-0.00095982i,5.3705e-05-0.0008709i,2.9565e-05-0.00044045i,0.000108-0.00045487i,-0.00041057-0.00023965i,-0.0002564+0.00047551i,0.0006609+0.00016145i,0.00085793-0.00042626i,0.00066807+0.00024047i,-3.6418e-05+0.0001465i,-0.00059559-9.2117e-05i,-0.00015175-1.9219e-05i,0.00053972+0.00033448i
0.00057852-0.00044283i,0.00022859-0.00034539i,-0.00056757-0.00061727i,-0.00091948-0.00072315i,-0.0014246-0.0003003i,-0.0011383+0.00043985i,0.00020245+0.0004078i,0.00059183-0.00024047i,0.00064959-0.00064679i,0.00067105-0.00032129i,0.00030972+6.7529e-05i,-0.00063011-0.00025846i,-0.00079292-6.4167e-05i,-0.0005241+0.00033791i,-0.00030897+0.0004019i,0.00032281-1.8499e-05i,0.00089631-0.00032395i,0.00074705+0.00073343i,-1.6789e-05+0.0010458i,6.2338e-06+0.00086162i,0.00042167+0.0011779i,0.00095698+0.00025414i,0.0008562-0.00045967i
-0.0022317+0.00013469i,-0.0026224-0.00054137i,-0.0018506-0.00087459i,-0.0011646-0.00064003i,-0.0017354-0.00040312i,-0.0011511-6.3169e-05i,3.8653e-05-0.00071093i,0.00015669-0.0011589i,-0.0011143-0.00081555i,-0.0015968-0.00014196i,-0.0010438+6.3072e-05i,-0.0007741+0.00036712i,-4.045e-05+0.00044999i,0.00036945-5.1634e-05i,-0.00033731-0.00024633i,-4.5497e-05-1.9318e-05i,0.00064302-0.00016406i,0.00048873+0.00016765i,-6.8649e-05+0.00062637i,-0.00050143+0.0005956i,-0.00084841+0.00081472i,-0.00070353+0.00087996i,-4.7987e-06+0.00037492i
-0.000454-0.0016384i,0.00073307-0.00095287i,0.00029197-0.0004783i,-0.00042322-0.00013407i,-0.00069807+0.00048623i,-0.00045843+0.00091708i,0.00034881+0.00051904i,0.0007049-6.032e-05i,0.00061663-5.0085e-06i,0.00040331+0.00027713i,-6.0358e-05+0.00012172i,-6.9176e-05+0.00034225i,-0.00052171+0.00067271i,-0.00096045+0.0005083i,-0.00092831+0.00043689i,-0.00080897+0.00023484i,-0.00010599+0.00024212i,0.00045127+0.00013142i,0.0010037+0.00027627i,0.00050663+0.00063397i,0.00028971+0.0008262i,0.00060472+0.00037579i,0.00024421+0.00035109i
-0.0021054-0.0011301i,-0.0026028-0.00075526i,-0.0031086-0.00027571i,-0.0029936+7.451e-05i,-0.0019789+0.00037331i,0.00012391+0.00045422i,0.0014757+0.0010929i,0.00061974+0.00057313i,-0.00036504+9.2523e-05i,-0.00012039-0.00049364i,0.00036735-0.0013028i,0.00026411-0.00041108i,-5.0288e-05+0.00036382i,0.00015234-0.00028892i,0.00043107-0.00052675i,0.00012047-0.00017437i,-0.00027954-0.0002334i,-0.00022402+0.00018377i,0.0010027+0.0008258i,0.0010213+0.00011494i,-0.00028988-0.0012263i,-0.0005541-0.00048329i,-0.00070161+8.5031e-06i
-0.0010369-0.00014708i,-0.0018922+1.4015e-05i,-0.00078175+0.00018558i,1.2557e-05-0.00049354i,-0.00043734-0.0010038i,-0.00042198-0.00054781i,-0.00025256-3.5023e-05i,-0.00012935-0.00076352i,-0.00013704-0.00068722i,-0.00013051+0.00042575i,4.4962e-05+0.00083313i,-0.00028761+0.00090901i,-0.0013467+0.00084365i,-0.00088654+0.00022694i,0.00037083-0.0010416i,4.9196e-05-0.0014938i,-0.00032376-0.00054228i,-0.00043752+0.00045273i,-0.00106+0.00011235i,-0.0006442-0.00093252i,0.00024439-0.0012923i,0.00044903-0.00053003i,0.00026454-1.3085e-05i
0.00087887-0.00074242i,-0.00025141+0.00025988i,-0.0013148-0.00046612i,-0.0018263-0.00074211i,-0.0024296-0.00031992i,-0.0022471+9.5096e-05i,-0.00088752+0.00047016i,-0.00013433+0.00061267i,-0.00042436+0.00037138i,-0.00063151+8.2863e-05i,-0.0010722-2.1327e-05i,-0.00048706+6.2653e-05i,0.00047252+0.00074968i,0.0004349+0.00077214i,-0.00034083-9.9033e-05i,-0.00075146-0.00047986i,-0.00040262-3.2701e-06i,0.00017632+0.00023866i,0.00015456+0.00015085i,0.00028891+0.00048861i,0.00032801+0.0011783i,-0.00040211+0.0013447i,0.00012068+0.00066723i
-0.0038761+3.5031e-05i,-0.0050783+0.0012456i,-0.0047831+0.0010537i,-0.0029607+0.0010125i,-0.0016301+0.00060848i,-0.00052363+0.0013947i,0.00022708+0.0020421i,0.00060286+0.0018586i,-0.00044904+0.0017413i,-0.00081863+0.0016466i,0.00039612+0.0017428i,0.00079834+0.0020945i,-6.9061e-05+0.0015988i,-2.067e-05-0.00019946i,0.00028216-0.0012932i,3.0748e-05-0.0009512i,-0.00022688+0.00015585i,-0.00034829+0.00066443i,-0.00034223+0.00042801i,-0.00028098-0.00014454i,-0.00031333-0.00040922i,-0.00064151-0.0001858i,-0.00071116-2.2569e-05i
-0.0011222+0.00097916i,-0.0014801+0.0012179i,-0.0013116+0.0015783i,-0.00046194+0.00087927i,0.00021286-0.00027054i,0.00018296-0.0016857i,-0.0029274-0.0016746i,-0.0059338+0.00051062i,-0.0059634+0.0040727i,-0.0036453+0.0065665i,-0.0013505+0.0057244i,0.00019034+0.0041772i,0.0013928+0.0030529i,0.0017939+0.001614i,0.0012797+0.00043791i,0.00071452-0.00063472i,0.00011934-0.00059232i,5.2675e-05-0.0011613i,4.3408e-05-0.0015978i,-0.00064027-0.00056884i,-0.00034134+0.00027211i,0.00065647+0.00033131i,0.00070111+4.0536e-05i
0.00012725-0.0002942i,-0.00076663+0.00030446i,-0.0006053-0.00031989i,-0.00028681-0.00042662i,-0.00075548-8.695e-05i,-0.00070701+0.00047266i,0.0003685+0.00078264i,0.00086627+4.1812e-05i,0.00081253-0.0015694i,0.0004419-0.0024339i,-0.00036652-0.0026692i,-0.00063701-0.0021275i,-0.00070182-0.0011212i,-0.00085131-0.00043152i,-0.00073182-3.8083e-05i,-0.00010608+7.9384e-05i,-0.00017187+8.0795e-05i,-0.00043162+0.00041287i,-0.0003695+0.0011323i,-0.00011499+0.00090449i,0.00056277-0.00018685i,0.000479-0.00022787i,-0.00013354+0.00033548i
-0.00043888-0.00070053i,-0.00064087-0.0012772i,-0.00051116-0.0022131i,-0.00076859-0.002011i,-0.00052885-0.00030664i,-9.8153e-05+0.0016135i,6.4269e-05+0.0017805i,0.0004287+7.3749e-05i,-0.00037172-0.00095783i,-0.00048793-0.00099166i,-6.6949e-05-0.00060474i,-0.0010126-0.00029391i,-0.00075135-0.0001561i,0.00036083-0.00041973i,0.0007115-0.00050455i,0.00020309+0.00031153i,-0.00022745+0.00016169i,-7.2445e-05-0.00017648i,8.551e-05+4.8305e-05i,5.6461e-05-0.00042863i,-4.3835e-06-0.00061283i,-0.0003282-0.00017743i,-0.00069926+0.00040766i
0.00026885-0.00095961i,-0.0012169-0.0011107i,-0.0019852-0.0024003i,-0.0018299-0.0025712i,-0.0014231-0.0017673i,-0.00040932-0.0010696i,8.5522e-05-3.3313e-06i,-0.00018774+0.00018775i,-0.00030214+4.4702e-05i,-0.0007806-0.00079385i,-0.00088501-0.0012548i,-0.0013978-0.00068664i,-0.001245+0.00054789i,-0.00023603+0.00054627i,0.00078496-5.9976e-05i,0.00085569-0.00031809i,0.00062343+0.00012759i,0.00012039+0.00087365i,-0.00030934+0.00061177i,2.3967e-05+0.00040642i,0.00030594-0.00024043i,-0.00033856-0.00081663i,-0.0012378-0.00036313i
0.001619+0.0014318i,0.001206+0.00059163i,0.0010368-0.00032971i,0.00069922-0.0013013i,5.7462e-05-0.0014969i,-0.00030379-0.00080099i,-1.7325e-05+4.2069e-05i,0.00049739+0.00014794i,0.00033022-0.00022519i,-0.00022682+2.4966e-05i,-0.0004497+0.00037966i,-0.00024832+4.1253e-06i,-0.00075243-0.00053856i,-0.001208-0.00048834i,-0.00040876-0.00029596i,-0.00063078-6.452e-06i,-0.0015437+0.00030031i,-0.0011648+0.00076333i,-0.00060035+0.0014687i,-8.6557e-06+0.0004913i,-7.8519e-05-0.00023858i,-0.00059564+0.00044464i,-0.00016919+0.0001726i
-0.00019064-0.00048763i,0.00088772-0.0010065i,0.00048222-8.4365e-05i,-0.0008047-0.000617i,-0.00072168-3.2008e-05i,0.00028551+0.00072663i,0.0015225+0.00065501i,0.0009973+0.00048578i,-0.00048805-0.00011845i,-0.00041294-0.00044673i,0.00044737-0.00012985i,-1.5306e-05+0.0003298i,-0.00059087+6.8876e-05i,-0.00024709+0.00024718i,4.6923e-05+0.0010341i,5.4692e-05+0.0015047i,4.3564e-05+0.00089815i,0.00046636+0.00018091i,0.00035644-0.00030367i,0.00020637-0.00092423i,0.00043485-0.00078263i,0.00026243+0.00022265i,0.00046154+0.00036049i
-0.00066459-0.00054559i,-0.00028859-0.0018521i,-0.00059604-0.0013486i,-0.00065221-0.0012839i,0.00040161-0.0011797i,0.001572+0.00059898i,0.0010815+0.0011959i,0.00056391+9.4102e-05i,0.00074706-0.00096205i,0.00075964-0.0011643i,0.00082459-0.00070807i,0.00025554-0.00018472i,-0.00082608+0.00056879i,-0.0011659+0.0002414i,-0.00083941+0.00031032i,-0.0006467+0.00022496i,-0.00072964-0.00076999i,-0.0004817-0.00044809i,-1.8132e-06+0.00023722i,0.00074439-0.00034292i,0.001139+0.00026686i,0.00049543+0.0010159i,0.0005707+0.0010235i
-0.0012994-0.00040974i,-0.00072243-0.0014425i,0.00046844-0.0013172i,0.00065987-0.0012312i,-0.00036015-0.00093977i,-0.00099283-0.00034176i,-0.00095154+6.7808e-05i,5.8933e-05-0.00039197i,0.00079717-0.00024216i,6.7258e-05+0.00067832i,-0.00044527-0.00029235i,-0.00060042-0.0014849i,-0.0013559-0.00083212i,-0.0015314-0.00011666i,-0.00073022+0.00042329i,-0.00010985+0.00043827i,-0.00020992-0.00018049i,-0.00030208-0.00045271i,0.00011183-8.4617e-05i,9.1757e-05+0.00050806i,-0.00026662+0.00085833i,-0.00060212+0.00076496i,-0.00072276+0.00074916i
0.0009974-0.00278i,-5.3878e-05-0.0021062i,-0.0012764-0.0019864i,-0.0024677-0.0011204i,-0.0029157+0.00016887i,-0.0017855+0.001518i,-0.00012713+0.00062137i,0.00074191-0.00029396i,0.00076021-0.00024192i,-0.0004079-0.00013223i,-0.0013374+0.00016523i,-0.00055466+0.00091382i,-0.00028934+0.0017096i,-0.00084941+0.00095661i,-0.0011107-0.000553i,-0.00090037-0.00063896i,-0.00052186-0.00061718i,-0.00016341-0.00089317i,-0.00014659-0.00064148i,-0.00056779-0.00056505i,-0.00020497-0.00040275i,0.00021+0.00012217i,-0.00019354+0.00065011i
-0.0013697-0.00012561i,-0.00027614-0.00024701i,-0.00011114+0.0002468i,0.00046998+0.00059541i,0.0014195+0.00020776i,0.0015665+0.00017534i,0.00086656+0.00090756i,0.00020793+0.0001397i,-0.00040328-0.00061702i,-0.00086515-2.0775e-05i,1.6548e-05+0.00025325i,0.00042241-0.00020538i,-0.00055494+2.6595e-05i,-0.0013116+0.0003839i,-0.0010044+0.00026976i,-0.00061763+0.0001882i,2.2027e-05-6.9237e-05i,-0.00025895+0.00029405i,-0.00085869+0.00049733i,-0.00069044-0.00035184i,-0.00065693-0.00051989i,-0.00057669+7.8464e-05i,-6.6936e-05+0.00081093i
-0.00060477+0.00099817i,0.00083325+0.00080678i,0.0023542+0.00023988i,0.0024634-0.00056579i,0.0012448-0.0011712i,0.00034708-0.00085652i,0.00037582-0.00015269i,9.3024e-05+0.00021993i,-0.001078-3.9342e-06i,-0.0013295-4.1148e-05i,-0.00030746-0.00029855i,-0.00029541-0.00059926i,-0.0014201-0.00078631i,-0.0015328-0.00073587i,-0.00049454-7.7551e-05i,0.00010213+0.00035598i,0.00044605+0.00030603i,0.00064045+0.00046341i,0.00043173+0.00066949i,-0.00025167+0.00044175i,-0.00029305+0.00060011i,0.00023669+0.00099485i,0.00015801+0.00014504i
0.00031523+0.00030668i,0.00070297-5.7732e-05i,0.00092761+5.83e-05i,-1.3249e-05+0.00045226i,-0.00076777+8.5071e-05i,-0.00088318-0.00027528i,-0.0010369-0.00029282i,-0.00098385-0.00060842i,-0.00014283-0.00036122i,0.00085765+0.00014668i,0.000199+0.0002565i,-0.0011238+6.9932e-05i,-0.0012827-0.00024576i,-0.0010617-0.00070593i,-0.00086228-0.00092794i,0.00026292+6.5711e-05i,0.00063536+0.00057258i,0.00011408+0.00056084i,-0.00072549+0.00074859i,-0.0006928+0.00048433i,-0.00024835-0.00027554i,-0.00044314+8.9035e-05i,1.3266e-05+0.00035369i
-0.00089656+0.0018591i,-0.00072129+0.0014401i,5.8742e-05+0.0020727i,0.0012009+0.000839i,0.0012262-0.00055211i,0.00083153+0.00014148i,0.00060799+4.4094e-05i,0.00089345-0.00094677i,0.00046593-0.00078314i,-0.00028012-0.00019422i,-0.00023284-0.0004865i,-0.00024337-0.0010657i,-0.00045266-0.00058106i,-0.00095047+3.664e-05i,-0.00057929-0.00045512i,-2.1217e-05-0.0005644i,-0.00041137+0.0003506i,-0.00063408+0.00074024i,-0.00061125+0.00016492i,-0.00054799-9.4598e-05i,-0.00025686-0.00043241i,-0.00013802-0.00071783i,-0.00016664-0.00043461i
0.0002456+0.0010788i,0.0001052+0.00061655i,-0.00020694+0.00025414i,-0.00022321-0.0006926i,-0.00031225-0.00076041i,-0.00056698-0.00020242i,-0.00030406-0.00023391i,-0.00040424-0.0001552i,-0.00079203-0.00032678i,-0.0010537-0.00036029i,-0.00022161-0.00017549i,0.00075185-0.00031944i,0.00082223-8.9693e-05i,0.00036428+0.00033064i,-0.00055881+0.00016822i,-0.00019423-0.00047687i,0.00061067-0.00079191i,0.00076306-0.0005893i,0.00038647-0.00010019i,-0.00018005+0.00036495i,-0.00047195-0.00033845i,-0.0010083-0.001156i,-0.00036752-0.0009113i
-0.0003098+0.0010794i,0.00067856+0.00043756i,0.0015668+0.00025692i,0.0010971-0.00036778i,0.00056472-0.0012782i,0.00036288-0.0011817i,0.00043951-0.00064805i,0.0012661-0.00053147i,0.00098169-0.00026298i,-0.00011556-0.00021932i,-0.00028694-0.00052286i,0.00014047-0.00072646i,0.0005729-0.00029765i,0.00043976+9.765e-05i,7.5253e-05+6.8058e-05i,0.00035734+8.5006e-05i,0.0005768-0.00050425i,0.00062974-0.00076025i,0.00070354+0.00017804i,0.00016506+0.00042657i,0.00015795-0.00030193i,6.4133e-05+0.00043825i,-0.00014256+0.0010863i
-0.0018885+0.00064463i,-0.0025887+0.0017079i,-0.0018768+0.0021784i,-0.00060851+0.001789i,0.00025961+0.0012609i,0.00099334+0.00084275i,0.0010678-9.0681e-05i,0.00034922-0.00058739i,-0.00035282+3.8858e-05i,-0.00026847+0.0002335i,-0.00032346-0.00049176i,-0.0012007-0.0010814i,-0.0015744-0.00040669i,-0.001235+0.00018195i,-0.00031391+0.00012377i,0.00023098+0.00031555i,0.00054999-6.5999e-05i,0.00042505+0.00010371i,0.00019784+0.00043314i,-2.5932e-05-4.8942e-05i,-0.00063165-0.00057825i,-0.00094611-0.0007089i,-0.00058236+3.5357e-05i
0.00015294-0.0010332i,-9.5421e-06-0.0010681i,-0.00055046-0.0017851i,-0.00017027-0.0021679i,-0.000257-0.0021088i,-0.001137-0.0010637i,-0.00092881-0.00032272i,0.00033481-9.3002e-05i,0.00041748-0.000637i,-0.00014972-0.0010254i,0.00014288-0.0002975i,0.00011192+0.00020015i,-0.00035596-4.285e-05i,-0.00049155-9.6364e-05i,-0.00012385+0.00017655i,0.00023095+0.00017167i,-4.1104e-05+0.00078762i,-0.00022421+0.00040148i,-0.00027363-0.00044028i,-0.00074633-0.00019426i,-0.001032-0.00013981i,-0.00036044-0.00044993i,0.00030842-0.00054488i
0.0023248+0.0012565i,0.0027139+0.000843i,0.0020807-0.0002219i,0.0015048-0.0021678i,0.00087365-0.0025734i,0.00053327-0.0011571i,-5.0632e-05+0.00023714i,-0.00089171+0.00023097i,-0.00053169-0.00064797i,9.8278e-05-0.00047153i,-0.00018617+0.00013679i,-4.6605e-05+0.00010297i,-0.00071947+0.00016868i,-0.0012279+0.00085048i,-0.00042496+0.0010837i,7.6332e-05+0.00097514i,-0.000111+0.00067535i,-0.00025996+0.000272i,-0.00025794-5.9602e-05i,-0.00046788+0.00032095i,0.00011097+0.00011267i,0.0006253+0.00034462i,-0.00020325+0.0012899i
0.00046983+0.00036209i,0.00040078-0.00060861i,-0.00030652-0.0022195i,-0.00064621-0.0023813i,-0.00060636-0.0011941i,-0.0008214+0.0003379i,-0.00040349+0.00093389i,0.0008663-0.00022409i,0.00091945-0.0011269i,-0.00039092-0.00030924i,-0.00056186-0.00067826i,9.2971e-05-0.00058156i,-0.00012639+0.00069885i,-0.00046706+0.001042i,0.00022625+0.000823i,0.00034972+0.0003734i,0.0005177+0.00026788i,0.00052797+0.00015816i,0.00025345+0.00033648i,-4.3153e-05+0.0005594i,0.00022036-0.00035583i,0.00039473-0.00069897i,0.00010437-6.7204e-05i
-0.00044885+0.00091929i,-0.00029013+0.0006092i,0.00070956+0.00078294i,0.00086329+0.00043947i,8.9008e-05-0.00089877i,-0.00010628-0.00095229i,0.00043123+0.0001226i,0.00044797+0.00018881i,-0.00043671-0.00049377i,-0.00068371-0.00013607i,-0.00060545-8.5801e-05i,-0.001256-0.00045686i,-0.00081183-0.00091807i,-0.00070203-0.00079521i,-0.00090293-7.7985e-05i,-0.00021549-0.00011558i,0.00013006-0.00064318i,-0.0001377-8.2308e-05i,-0.00046458+0.00037389i,-0.00062654-0.00024676i,-0.00057097-4.3948e-06i,-0.00019834+0.00052972i,-0.00023641+2.6034e-05i
-0.0014067-0.001038i,-0.0019909+0.00016019i,-0.0023134+0.00048586i,-0.0020886-0.00073846i,-0.001345-0.001394i,-3.4711e-05-0.00095267i,0.00080989-0.00037096i,0.00063291-0.00064907i,-0.00075178-0.0013093i,-0.0011942-0.0013795i,-0.00015698-0.0010229i,3.6108e-05-0.00054126i,-0.00068583+0.00019052i,-0.0010965+0.00040372i,-0.0010172+7.9955e-06i,-0.00038101-0.00028932i,-0.00033764-0.00045775i,-5.2614e-05+0.00031171i,0.00091268+0.00088366i,0.00079492+0.00057137i,4.526e-05+0.00063137i,-0.0003432+0.00065054i,-0.00031173-8.0023e-05i
0.00011407+0.00032159i,-0.00059341-0.0004678i,-0.0011997+0.00011829i,-0.00084199+0.0019545i,-4.34e-05+0.0018566i,0.00025537+0.0014874i,0.00039509+0.00097011i,-0.00015923-0.00049049i,-0.00045494-0.0013011i,-0.00018222-0.00032625i,-0.00070873-0.00023494i,-0.0013217-9.4343e-05i,-0.00040686+0.00033911i,-0.00016925+0.00031438i,-0.00051325+0.00017327i,0.00023171-0.00034901i,0.00099124-0.00064438i,0.0007908-0.00020596i,0.00051268+0.00072166i,0.00061734+0.00065273i,0.00099058+0.00012466i,0.00073712-0.00015756i,-0.00015544-0.00067748i
0.00044051+0.00059066i,-0.00013618+0.00020721i,-4.9116e-05-0.00079321i,0.00040882-0.0015018i,0.00046151-0.00082058i,0.00039518+0.00018191i,0.00037293+0.00074123i,-0.00022322+0.00049868i,-3.4464e-05-0.0010108i,0.00016304-0.0012445i,-0.00082887-0.00047317i,-0.0012565-0.00016256i,-0.00077635-0.00059523i,-0.00024571-0.00039119i,-4.132e-05-2.9255e-05i,0.00048592-0.00021127i,0.00062327-0.00044234i,-0.00040976-0.00053803i,0.0001048-0.00031923i,0.00095009-0.00061853i,0.0010631-0.00046066i,0.00091557-5.7408e-05i,0.00039645+0.00073282i
