0.0017618+0.0010275i,0.003371-0.00039981i,0.0035324-0.0010711i,0.002845-0.0016572i,0.00072391-0.0020211i,-0.00073715-0.0013563i,-0.0005823+5.131e-05i,0.00038635+0.00074282i,0.0004105+0.00033995i,-8.5649e-05-0.00048968i,0.00018404-0.00064808i,0.00074158-0.00023864i,0.0011638+0.00051909i,0.00054224+0.00037572i,-0.00047421+0.00035382i,-0.0010533+0.00068349i,-0.00086022+0.00016235i,-0.00011252+0.00019979i,-0.00013756+0.00065624i,-0.00072452+0.00037597i,-0.00065434+0.0004823i,-0.00068262+0.0005417i,-0.00049462-0.00075763i
-0.00021589+0.00055059i,2.4925e-05+0.00090404i,0.00036345+0.00072635i,0.0012052+0.00043757i,0.0019675-0.000535i,0.0019858-0.0011356i,0.001041-0.0010833i,0.00027174-0.00084982i,-0.00014721-0.00067928i,-0.0010864-0.00098446i,-0.00085918-0.00063305i,0.00020148-0.00032155i,-9.9726e-05-4.5088e-05i,-1.1734e-05+0.00010476i,0.00082401+0.0003291i,0.0011475+0.00032078i,0.0007325+0.00046455i,0.00030057+0.00073466i,0.00052742+0.00072355i,0.00097469+0.001068i,0.00037978+0.0010935i,-1.6009e-06+0.00034053i,0.00012271-5.1616e-05i
0.00097834+0.00029596i,0.00083424-5.3858e-05i,0.0018064-0.00079937i,0.0020948-0.0011292i,0.0011928-0.00045802i,0.0010489-0.00079562i,0.00058355-0.00080709i,0.00019598-0.00060893i,-8.6478e-06-0.0012413i,-0.00036034-0.0017836i,-0.0003415-0.00083544i,-0.00014583+0.00015947i,-9.3737e-05+0.00042687i,-0.00040088+0.00084424i,-0.00050403+0.00075435i,0.00033339+0.00034303i,0.00071361-0.00013545i,0.00092869-0.00066533i,0.00069333-0.00055703i,0.00045905-0.00014552i,0.00049873+0.00020634i,0.00066387+1.8979e-05i,0.00040008-0.0002013i
-0.00033611-0.0016867i,0.00035024-0.001175i,0.00039935-4.8652e-05i,0.00032119+0.00045343i,0.0004462+6.0022e-05i,1.5971e-05-0.00020516i,0.0005436-0.00088828i,0.001027-0.0017058i,-0.00016931-0.0019856i,-0.0012128-0.0018894i,-0.00077513-0.0011005i,-6.3649e-06-0.00026679i,0.00012232+0.00016205i,-0.0001854+0.00046075i,1.4087e-05-0.00021829i,-4.1821e-05-0.00062187i,-0.00025071-0.00044304i,-0.00047432-4.5348e-05i,-0.0006654+0.00030621i,0.00019524+0.00034501i,0.0009659+0.00027048i,0.00083153-0.00031115i,0.00035792-0.00099298i
0.0019284-0.0039767i,-0.00019272-0.0031145i,-0.0011295-0.0030669i,-0.00080919-0.0029099i,-0.00025396-0.0027643i,-0.00024523-0.0015917i,-9.574e-05-0.00088038i,0.00047406-0.00075005i,0.00075885-0.00075606i,-0.00010957-0.00073345i,-0.00051047+8.3443e-05i,0.00017426+0.00014425i,0.00014507+0.00042419i,-0.00011417+0.00054108i,-3.1087e-05-0.00023623i,0.00014117-0.00054799i,0.00037676-0.00010349i,0.0012615+0.00027611i,0.0007168+0.00015682i,-1.4922e-05+0.00025937i,0.00043411+0.00043338i,0.00042945+0.00016532i,0.00041825-0.00087053i
-0.000257+0.00082636i,-6.6396e-05+0.0019057i,-0.00038289+0.0016965i,6.2614e-05+0.0012176i,0.00092904+0.00068274i,0.0010269-0.00027465i,0.0012171-0.00052962i,0.0010029-0.00055639i,-5.3076e-07-0.0007608i,-0.00074998-0.00074996i,-3.3377e-05-0.00019374i,0.0005092+0.0002946i,0.00020426+0.00072952i,-0.00015707+0.0012281i,-0.00067916+0.00093841i,-0.0011702-0.00054865i,-0.0011486-0.0013615i,-0.00048733-0.00070102i,-2.8628e-05-0.00035205i,-0.00011096-0.00085295i,0.00037979-0.00075703i,0.00039612+2.6938e-05i,0.00030693+0.00035524i
-3.3388e-05-0.00019225i,-0.00051488+0.00019343i,0.00032742-0.00035871i,0.0018814-0.0010791i,0.0026517-0.0015244i,0.0018568-0.00093256i,0.0012862+2.3773e-05i,0.0010663+0.0008621i,-2.6235e-05+0.00042079i,-0.001265-0.00022767i,-0.0014772-0.00026734i,-0.00060463+4.776e-05i,0.00024636+9.6808e-05i,0.00022179+0.00026428i,5.5471e-06+0.00033361i,-0.00047156+0.00043745i,-0.0010097+0.00056727i,-0.0012869+3.7273e-05i,-0.00055207-0.00012621i,0.00040854+0.00025042i,0.00016132+0.00060587i,-4.9485e-05+0.00039678i,0.00033019+0.00079203i
-0.0010995+0.0004163i,-0.00029908+0.00057391i,0.00044322+0.0010545i,0.00049672+0.0012464i,-2.9361e-05+0.001134i,-0.00050811-9.8989e-06i,-0.00092755-0.0007495i,-0.0011994-0.0012663i,-0.00023312-0.0016467i,0.00097016-0.00089147i,0.00089356+0.00010212i,0.00022873-1.9168e-05i,0.0006191-0.00034217i,0.00069147+0.00015872i,0.0003258+0.00045932i,-5.565e-05+0.00069921i,0.0001017+0.0011267i,0.00023852+0.00048635i,-0.00031586+1.0768e-05i,-9.5188e-05+7.8017e-05i,0.00012752+0.00042604i,0.00067081+0.00061269i,0.0009551+0.00021974i
-0.002443+0.00060927i,-0.0021002+0.00063259i,-0.00086274+0.00067329i,0.00045807+0.00052968i,0.0015641+0.00017327i,0.0015585-1.8521e-05i,0.0010772-0.00027407i,0.00082768-0.001053i,-0.00035036-0.00063231i,-0.0013743-6.7886e-05i,-0.00072799-0.00042992i,0.00027355-0.00077574i,0.00024629-0.00085348i,-0.00043358-0.00086502i,-0.0012424-0.00081192i,-0.001271-0.00029509i,-0.00086143-0.00035551i,-0.0008907-0.00029735i,-0.0005219+0.00060565i,0.00015269+0.00041129i,0.00052495+0.00023709i,0.00023562-0.00032762i,-0.00027224-0.0012261i
0.00014104+0.0014086i,0.0016969+0.0004118i,0.0024999+0.00076324i,0.0016739+0.00050492i,0.00044414-0.00075932i,-0.00027296-0.0010137i,-0.00050108-0.00086781i,-0.00026803-0.00086919i,-0.00019278-0.0010636i,-0.00014955-0.0013285i,-0.00029741-9.3521e-05i,-0.00097388+0.00013088i,-0.0010658-0.0003387i,-0.0011491+0.00043489i,-0.00078986+0.00056519i,0.00028807-0.00024035i,-7.8596e-05+4.9944e-05i,-0.00024697+0.00081677i,0.00016004+0.00075037i,0.00039364+0.00038346i,0.00030359+0.00020736i,-0.00020942-0.00030257i,-0.00033314-0.00083311i
0.0020641-0.00038731i,0.0016846-0.00062859i,0.001541-0.00083559i,0.0012255+2.9337e-05i,0.00070071+0.00075028i,0.00083509+0.00089807i,0.00061836+4.3674e-05i,0.00019498-0.0010905i,-0.00061695-0.00096716i,-0.00085733-0.00067707i,-0.00011936-0.00058773i,0.00012546-0.00074763i,-0.00070972-0.00078932i,-0.0010431+0.00015267i,-0.00038172+0.00051346i,0.00014518-0.00027631i,-0.00021336-0.00051828i,-0.0005539-0.00048002i,-0.00030533-0.00017065i,-0.00070492+0.00017485i,-0.00080141+0.00018474i,0.00014082-0.00019758i,0.00063855-0.00059526i
-0.00023809+0.001931i,0.00091792+0.0010436i,0.0027029+0.0015144i,0.0037042+0.0011348i,0.0033761+3.2133e-05i,0.0023591-0.0009956i,0.0010184-0.0016158i,4.8108e-05-0.0016546i,-0.00069476-0.0011325i,-0.0012561-7.2722e-05i,-0.0010123-7.7931e-05i,-0.00065113+0.00037342i,-0.0011253+0.00049266i,-0.001548-0.00037774i,-0.0012938-0.00059855i,-0.00083449-0.00020673i,-0.00038525-4.9235e-05i,-6.8408e-05+0.00064623i,0.0001495+0.00099086i,8.6786e-06+0.00040246i,2.6911e-05+0.00027952i,0.00049184-0.00032614i,0.00051548-0.00041141i
-0.00030415-0.00051041i,-0.00053599+0.0016648i,-0.00073211+0.0019427i,-0.0004341+0.00082525i,0.00055836+0.00011028i,0.00154+0.00031414i,0.001465+0.00011437i,9.4647e-05-0.00060131i,-0.0011719-0.0013357i,-0.0011022-0.00064247i,-0.00018869+0.00026819i,0.00033468+0.00019557i,0.0005954-0.00032339i,0.0004631-0.00075069i,0.00019088-0.00046465i,1.7621e-05-0.00048819i,0.00035531+0.00038157i,-0.00017477+0.0010905i,-0.00075373+0.00092159i,0.00017368+0.00096505i,0.00088527+0.00085224i,0.00038182+0.00056765i,0.00028809+0.0002166i
0.0001849+0.00049452i,-0.00013524-0.00016386i,0.00019619-7.0658e-05i,0.0018755-8.7787e-05i,0.0030293+0.00015192i,0.0024979-0.00034236i,0.0012605-0.00078592i,0.00036953-0.0012947i,-0.00024088-0.0015972i,-0.00061517-0.0018434i,-0.0006691-0.0012174i,-0.00065938-3.1595e-05i,-0.001027-1.527e-05i,-0.00067617-0.00057962i,0.00028736-0.00047676i,0.00033755-0.0005252i,-0.00035695+0.00024902i,-0.0014469+0.00062811i,-0.0015926-0.00047393i,-0.0010698-0.0012824i,-0.00078179-0.001208i,-0.00041596-0.00086954i,-0.00044747-0.0004862i
-0.0010997-0.00028023i,-0.00017168+0.00014636i,0.0007017+0.00097293i,0.0008964+0.0013915i,0.0014066+0.00079778i,0.002082+0.00033003i,0.0011707+0.000267i,-0.00016974-0.00035343i,-0.0008961-0.00071273i,-0.0012585-0.00023081i,-0.0006847+0.00088048i,-0.00022189+0.0011066i,-5.8172e-05+0.00065801i,0.00064821-0.0003332i,0.0013078-0.00093389i,0.00034002+0.00016831i,1.9742e-05+0.0006229i,0.00040802-0.00018838i,-4.1777e-05+0.00016759i,0.00038017+0.00026734i,0.0010002-0.0002601i,0.00055769-0.00065236i,0.00012004-0.00062961i
-0.0011289+0.0012352i,0.001569+0.00090242i,0.0025495+0.0014323i,0.0025235+0.0015969i,0.0027639+0.0010985i,0.002452+0.00012057i,0.0010137-0.00068134i,0.00023401-0.00098388i,-0.00083371-0.0011135i,-0.0011979-0.00031306i,-0.0010398-0.00015116i,-0.00060468-0.00081314i,0.00022972-0.00068594i,0.00035247+0.0001307i,-0.00048932-3.2118e-05i,-0.00062511-0.00017082i,0.00019146+0.00032051i,0.00044956-0.00014957i,0.00070814-0.00069465i,0.0013043-0.00065473i,0.0012615-5.4428e-05i,0.00060973-0.00015136i,7.4003e-05+0.00030983i
4.7098e-05+0.001136i,-0.00094293+0.00091032i,-0.0004253-0.00043716i,0.0012769-0.00091441i,0.0017037-0.00045972i,0.00073649-8.0386e-05i,0.0010286-0.00034585i,0.0010233-0.00058685i,0.00026446-0.00064416i,-0.00020158-0.00034454i,-0.00055698+0.00011617i,-0.00050957-6.4807e-05i,0.00036074+0.00057598i,0.00014492+0.00069331i,-0.00033752+0.00024088i,-0.00038596-0.00049967i,-6.2972e-05-0.00066706i,-9.8778e-05+9.8943e-05i,-0.00037482+0.00013882i,5.7657e-05+0.00037669i,4.8608e-05+0.00044729i,-0.00041533-5.4729e-05i,-0.0001143+8.3103e-05i
-0.00053634-0.00094513i,0.0003197-0.00099766i,6.4786e-05+0.00077169i,1.2132e-05+0.0022243i,0.00063391+0.0013655i,0.00078409+0.00018847i,5.767e-05-0.00023605i,-0.00059619-0.00085007i,-0.00093433-0.0017518i,-0.0012195-0.0017745i,-0.00096159-0.0014499i,-0.00045315-0.00056915i,-0.00075394+0.00034411i,-0.00081501+0.00019711i,-0.0003279+0.00034909i,-0.00021633+0.00073946i,-8.1577e-05-0.00012917i,-0.00012312+0.00020993i,-0.00045024+0.00053056i,0.00018858-0.00040752i,0.00053858-0.0007842i,0.00019385-0.00048145i,5.4694e-05-0.00065337i
0.00039089-0.0016502i,-0.00023892-0.0017688i,-0.00076492-0.0019081i,0.00061379-0.0015207i,0.0020707-0.00046921i,0.0015121-0.00031893i,0.0010647-0.00037322i,0.0011659-9.164e-05i,0.00054272-0.00036425i,-0.00042501-0.00030167i,-0.00081706+0.00021605i,-0.00054161+0.00058322i,0.00011724+0.00055824i,-1.0301e-05+7.901e-05i,-0.00034423-0.00094918i,-0.0006239-0.00036776i,-0.00084665+0.0004956i,-0.00039511+0.00077157i,-8.8816e-05+0.00091147i,-4.2748e-05+0.00026366i,0.00010412-0.00052679i,0.00042569-0.00066088i,0.00034638-0.0011778i
-0.0011498-0.00014873i,-0.0021328+4.0403e-05i,-0.0014697+0.00079394i,0.00016087+0.00069512i,0.00039461-0.00019138i,-0.00043055-4.7271e-05i,-7.1646e-05-0.00028222i,0.00018359-0.0010572i,1.5121e-05-0.00050005i,-0.00011295-0.00023254i,-0.00068729-0.00048645i,-0.0010346-0.00036474i,-0.00082058-0.0003576i,-0.00065329+0.00064082i,-0.00074912+0.00096895i,-0.00085619+0.00010835i,-0.0008113-0.00025747i,-0.00076418+5.0928e-05i,-0.0003353+0.00014305i,0.0004045+0.00058644i,0.00034553+0.00079383i,-0.00081723-0.00015828i,-0.00065378-0.0013295i
0.00094724-0.00013479i,0.0030694-0.00080119i,0.003184-0.0023832i,0.0029833-0.002173i,0.0028984-0.0015793i,0.0016681-0.0010878i,0.00075833-0.00032689i,0.00016989-0.00052107i,7.0685e-05-0.0012844i,0.00016458-0.0015412i,-0.000206-0.00049258i,-0.00056904+0.00018219i,-0.0009926+0.00015392i,-0.00071554-0.00013439i,-0.00033728-0.00026994i,-0.00023753-0.00010978i,-0.00026194-1.0136e-05i,-0.00084889+9.4589e-05i,-0.0012865+0.00073967i,-0.00077195+0.0011543i,-0.0003907+0.00082285i,-0.00011053+0.00065092i,0.00035307+6.3171e-05i
-1.1965e-06+0.0010587i,0.00072557+0.00071989i,0.0018351+0.0010476i,0.0028652+0.0011224i,0.0026983+0.00077902i,0.0012682+6.7664e-05i,0.00038776-0.00058288i,-0.00028192-0.00098312i,-0.0014387-0.00047506i,-0.0013894-0.00020226i,-0.00040393-0.00044482i,2.8984e-05-0.00067967i,-0.0003215-0.00046048i,5.6588e-05+6.9936e-07i,8.2552e-05+0.0010733i,-0.00071607+0.00084206i,-0.00080223-0.00014395i,-0.00048544-0.00031212i,0.00034514-0.00045051i,0.0007464+1.9843e-05i,0.00021099+0.00021405i,-0.00021722-0.00029404i,-9.7411e-05-0.00067074i
0.0015636+0.0011664i,0.0026445+0.00075659i,0.0026801+0.00035652i,0.0023824+0.00011556i,0.0016418-3.371e-05i,0.00097455-0.0013598i,0.00092831-0.001496i,0.00032905-0.0015324i,-0.00013659-0.0023088i,-0.00088027-0.0020628i,-0.0012814-0.000538i,-0.00089805+0.00042145i,-0.00032273-0.00024647i,-0.00063282-0.0010429i,-0.00060745-0.00071556i,0.00016074-0.00047499i,0.00014084-0.00032608i,8.7506e-05+0.00036861i,8.0245e-05+0.00070566i,-0.00026828+0.00099202i,6.6488e-05+0.00016038i,0.0012193-0.00055151i,0.0011524-0.00014705i
-0.00060445+0.00058518i,0.00040728+0.00057941i,0.0017124+0.00016539i,0.0012069-0.0013282i,0.001109-0.0026568i,0.001165-0.0023575i,0.00084202-0.0015104i,0.00046892-0.001341i,-5.1193e-05-0.0016445i,-0.00071961-0.00088595i,-0.00044868+0.00067747i,-2.6306e-05+0.0011888i,-0.00010137+2.0009e-05i,0.00028998-0.00027089i,0.00071097-0.00023959i,0.00029074-0.00077049i,-0.00018316-0.00062634i,-0.00042422-0.00050199i,-0.00024454-0.0004124i,-0.00030322-0.00020639i,-0.00027414-0.00018087i,0.00022505-0.00063436i,0.00031055-0.00069497i
0.0019099-0.0011751i,0.00098842-0.00027122i,0.0011276+0.00015925i,0.0016505-0.00068155i,0.0018722-0.0012858i,0.0012893+8.2042e-05i,0.00023505+0.00094702i,0.00035696+0.00046168i,3.6504e-05-3.2352e-05i,-0.00057913+0.00023322i,-0.00038256+0.00031355i,-0.0005493+0.00047653i,-0.00045458+0.0013077i,-0.00052058+0.0010446i,-0.00032254-3.461e-05i,-0.00055423-0.0002916i,-0.00040174+0.00018209i,-0.00027763-7.204e-06i,-0.00024877-0.00012599i,-0.00010175+0.00092858i,-0.00022186+0.0011037i,-4.1271e-05+9.3002e-05i,-0.00025663+0.00035592i
-0.00015339+0.0017563i,0.0013009+0.000889i,0.001834+0.00086814i,0.002799+0.00029639i,0.0036789-0.0013575i,0.0023903-0.0021614i,0.0013956-0.002489i,0.0016363-0.0021837i,0.00094579-0.0010586i,-0.00056907-0.00052992i,-0.00099107-0.00014742i,-0.00046571+0.00073628i,0.00042611+0.00084819i,0.00094631+0.00033629i,0.00018394+0.00051912i,-0.0002127+0.00097074i,-0.00030954+0.00087033i,-0.00066078+0.00061847i,-0.00096809+0.00080727i,-0.00088092+0.00081741i,-6.0051e-05+0.00086151i,-6.9055e-05+0.00086115i,0.00021019+4.9175e-05i
-0.0015782-0.0001989i,-0.0018144+0.0012827i,-0.0020518+0.0018965i,-0.00081315+0.00052089i,0.00081359+0.00010897i,0.0011598-0.0003104i,0.00011111-0.00096147i,-0.00014963-0.0014839i,-0.0005734-0.001923i,-0.0011581-0.0014446i,-0.0007236-4.869e-05i,9.5765e-05+0.0012032i,0.00040997+0.00099283i,0.00013782+0.00048626i,-0.00020713-0.0002231i,0.00016568-0.00027304i,0.00052882+0.00048654i,0.00028329+0.00028233i,0.00024484+9.255e-05i,-0.00058122+0.00079472i,-0.0010886+0.00045852i,-0.00041672-0.00035651i,-0.00053109-0.00087273i
0.00015199-0.0016741i,-0.00072613-0.0014829i,-1.7971e-05-0.001426i,0.00072349+0.00013399i,5.9917e-05+0.0010901i,0.00016678+0.00063043i,0.00060377-0.00015061i,0.00036957-0.0012199i,-0.00019179-0.0015406i,-0.00038819-0.0011355i,0.00035288-0.00057905i,9.775e-05-0.00054637i,-0.00067206-0.00043393i,-0.00034699-1.7126e-05i,4.453e-05-3.5159e-05i,-0.00066853-0.00028798i,-0.00033349-9.4621e-05i,0.00035033+0.00046069i,-0.00012837+0.0014183i,-0.00026462+0.0013376i,-0.00029311+0.00077421i,-0.00010486-0.00047398i,0.00043706-0.0019241i
-7.1494e-05+0.0020695i,-0.00038456+0.0019856i,-1.8599e-05+0.0013817i,0.0005236+0.00041739i,0.00070453-0.00065795i,0.00074601-0.00067738i,0.00022564-0.00020422i,0.00017863-6.355e-06i,0.00074357-0.00059537i,0.00020374-0.0012988i,-0.00021209-0.00075322i,0.00056579-9.1024e-05i,4.6396e-05+0.00018829i,-0.0010988+0.00017637i,-0.00052736-0.00021754i,-0.00014686-0.00050651i,-0.0010088-0.0009872i,-0.0010206-0.00098962i,0.00039662-0.00050476i,0.00098488-0.00057386i,0.00086226-0.00089972i,0.00036568-0.00049891i,-7.666e-05-0.00011537i
-0.0023844-0.0015973i,-0.0019211-0.0006532i,-0.0013449+0.00059858i,-0.00094015+0.0013064i,-0.00059451+0.0014603i,0.00012613+0.00092388i,0.00096522-0.00049341i,0.0010901-0.0011066i,-0.00036228-0.00047682i,-0.0016644-8.5765e-05i,-0.0015339+0.00028923i,-0.00045714+0.00042469i,0.00065866-0.00020987i,0.0003369-0.00012016i,-0.0011245-0.00021029i,-0.00075544-0.00042337i,-0.00030999+0.00013546i,-0.0011556+0.00032307i,-0.00018341+0.000438i,0.00086765+0.00068638i,0.00084054+0.00047787i,0.00084396+0.00044593i,0.00031482+0.0002976i
0.0023799-0.0011407i,0.0018108-0.0018135i,0.0019738-0.0029004i,0.0017255-0.002382i,0.00058017-0.0016051i,-0.00046643-0.0017435i,-0.00033905-0.00087285i,0.0004721-0.00011224i,0.0012114-0.00053936i,0.00036703-0.00075247i,-0.00032288-0.00033789i,-0.00014662+9.959e-05i,-0.00055025+0.00083984i,-0.00070491+0.00093577i,-0.00052406+0.00024509i,-0.00021431+0.00015829i,-0.00067088-0.00013565i,-0.00081335+0.00057283i,-0.001179+0.0012227i,-0.00065158+0.00071517i,-0.00022485+1.9995e-05i,-0.00056098-0.00020603i,0.00012415+0.00016003i
-0.001356+0.00076383i,-0.00065789+0.0010842i,-0.00056929+0.0011392i,0.00035694+0.0015859i,0.001275+0.0020556i,0.0013569+0.0012995i,0.00092949+3.9381e-05i,0.00049385-0.0010675i,-8.8385e-05-0.0007692i,-0.00075164+0.00062262i,-0.00064845+0.0011647i,-0.0003297+0.0008421i,-1.2503e-05+0.00058112i,3.8782e-05+0.00075558i,-0.00021407+0.00036368i,-0.00010232+0.00022063i,-0.00021535+0.00046054i,-0.00012862+0.00061144i,0.00035463+0.00087213i,0.00066168+0.00086253i,0.00063954+0.00094499i,0.00016536+0.00054449i,-0.00015039-0.00016125i
-0.00028603-0.0019275i,-0.001531-0.0021151i,-0.0013075-0.0013945i,-0.00029592-0.0017079i,0.00068477-0.0014223i,0.0011369-0.00090702i,-0.00011284-0.0011588i,-0.001044-0.0010767i,-0.00075868-0.00071751i,-0.00096415-0.00041873i,-0.00092007-6.6633e-06i,-0.00029803+0.00040053i,-0.00054731+0.00021225i,-0.0011326+0.00021439i,-0.0015796+0.0002404i,-0.001369-0.00037486i,-0.00073964-8.5481e-05i,-0.00022485+4.769e-05i,0.00031907-0.00010925i,0.00016625+0.00032305i,0.00023492+7.7575e-05i,4.578e-05-0.00015662i,-0.00083097+9.2697e-06i
0.0017258+0.0019294i,0.0021526+0.0016743i,0.0028044+0.00043739i,0.0032593-0.00027983i,0.0031602-0.00098578i,0.0017322-0.0012559i,0.00039927-0.0011862i,7.8109e-05-0.0012969i,7.0709e-05-0.0014059i,-0.00071106-0.0011123i,-0.0015012-0.00023294i,-0.0014684+0.00026184i,-0.00094797-9.9352e-05i,-0.00021456-2.2379e-05i,0.00016717-0.00014894i,0.00010168-0.0006619i,-1.0503e-05-0.00042962i,-0.00066613-0.00028327i,-0.0008844-0.0002217i,-7.8944e-06-3.4512e-05i,0.00023679+0.00055176i,-0.00012257+0.00036304i,2.8136e-05-0.00070148i
-0.001226-0.0018027i,-0.0022441-0.0014854i,-0.0022361-0.00087207i,-0.0013364-0.00026211i,-0.00042536+9.3665e-05i,0.00073596+0.00053954i,0.0015575+0.00014835i,0.0013687-0.00079056i,0.00058293-0.0018395i,-6.5576e-05-0.0023931i,5.0311e-05-0.0013631i,0.00027763+0.00028798i,-2.0738e-05+0.00070168i,0.00021632+4.9788e-05i,-0.00014846+8.4686e-05i,-0.00083666-0.00014837i,-0.00063232-0.0011681i,-0.000146-0.00079429i,-0.0003804-0.00011744i,-0.00059104-0.00064086i,-0.00028341-0.00072412i,0.00046823-7.6361e-06i,0.0004783+0.00066615i
0.0040246-0.00046041i,0.0034928-0.0015057i,0.0024416-0.0022798i,0.0017667-0.003164i,0.0011758-0.0037713i,0.00036789-0.0029116i,0.00021517-0.00086778i,0.00016931-0.00025006i,0.00020049-0.00091562i,-0.00039419-0.0016066i,-0.0013147-0.0010906i,-0.0013716+0.00039802i,-0.0013703+0.00024198i,-0.00052871+3.4206e-05i,0.00042255+0.00025174i,0.00074691-0.00049976i,0.00043528-0.00083229i,-0.00038822+4.8168e-05i,-0.00044741+0.00083621i,0.0003312+0.00028271i,0.00049449+6.8681e-05i,-0.00035729+0.00040878i,-4.0648e-05-0.00023293i
-0.00060432+0.002015i,-0.00050327+0.0022485i,-0.00050113+0.0022674i,0.00057894+0.0022948i,0.0011795+0.0014395i,0.0009303+0.00015383i,0.00093412-0.00021455i,0.00085397-0.0010814i,0.00029369-0.00184i,-0.00052333-0.0011163i,-0.00058163-0.00016112i,-0.00049914+0.00016689i,-0.00013715-5.3869e-05i,0.00050587+0.00032905i,6.7867e-05+0.00054541i,-0.00026446+0.00038489i,-0.00013642-0.00034593i,-2.7569e-05-0.00094537i,-0.00010926-0.00057573i,9.7524e-05-0.00043201i,0.00099424-2.8398e-05i,0.0010474-0.00012466i,0.00058536-0.0002511i
-0.0013122-0.00031108i,0.00011162-0.0020896i,0.0011725-0.00097667i,0.0016753-7.0855e-05i,0.0012316-0.00053705i,0.00033598+0.00065422i,-0.00042304+0.0014433i,-0.0012638+0.00013521i,-0.0013077-0.0010374i,-0.0017103-0.0011837i,-0.0013179-0.0014709i,-0.00028881-0.0014066i,-0.00067222-0.00060822i,-0.0003889+0.00011966i,9.4318e-07-1.5408e-05i,-0.00016804-0.00010321i,0.00033938+0.00014519i,0.00033779+0.00043155i,0.00017082+0.0004241i,0.00030062+5.0975e-05i,-9.9513e-05+0.00028152i,-0.00049316-2.494e-05i,-0.00036534-0.0004576i
0.0005598-0.0016337i,8.0722e-05+5.0677e-05i,-0.00048022+0.0011778i,-0.00043537+0.0011762i,0.00099369+0.00075829i,0.0018608+0.00079674i,0.0011384+0.0003179i,0.00076888-0.00076222i,0.00064937-0.0016858i,0.00026467-0.0011483i,0.00030576-0.00051509i,-7.1378e-05-0.00049307i,9.8478e-05-0.00055246i,-0.0001639-0.00051817i,-0.00030766+0.00028785i,0.0003578+0.00090613i,8.0391e-05+0.0010158i,-0.00051942+0.0010401i,-0.00025491+0.0010105i,9.6566e-05+0.0010513i,0.00037314+8.0105e-05i,9.0195e-05-0.0012012i,-7.7975e-05-0.0013543i
-0.00050375+0.0011224i,0.00049669+0.00069655i,0.00098018+9.5903e-05i,0.0012891+4.6568e-05i,0.0015207+0.00036851i,0.0009329+0.00060247i,-9.2386e-05+0.00041207i,8.6753e-05-0.00067536i,0.0011547-0.0015971i,0.00043046-0.0010929i,-0.00062063-0.00024384i,-0.00029493+6.8083e-05i,-0.00056022+0.00013376i,-0.0012049+0.00011963i,-0.00068343-9.806e-05i,0.00030936-0.00038151i,0.00023165+0.00011732i,-0.0004986+0.00027356i,-0.00021848+0.00014265i,0.00064726+0.00012921i,0.0012545-0.00033281i,0.001969-0.00039296i,0.0016641+0.00010382i
0.00052091-0.00094527i,0.00061776-0.00018336i,0.00065391+0.00021972i,0.0012622-0.00032851i,0.0015176-0.00087218i,0.0011942-0.00070288i,0.0016138-0.00057835i,0.00090232-0.0010354i,-0.00016356-0.001779i,-0.00048045-0.0013291i,-0.00064255-0.00014515i,-0.00012839+0.00014081i,0.00037683+0.00039434i,0.00071777+0.00055318i,0.00035714+0.0003317i,-0.00032597-0.00012664i,5.0236e-06-0.00023339i,0.00013343-0.00066952i,0.00022814-0.00061974i,3.0487e-05-0.00010001i,0.00020044-0.00040617i,0.00079648-0.00054022i,0.00069845+1.2729e-05i
0.0019953+0.0010903i,0.003021+0.00058414i,0.0036092+0.0010987i,0.0036082+0.0011969i,0.0022178+0.00026167i,0.00067418+0.00014952i,-0.00068126-1.3397e-05i,-0.0012014-0.0012669i,-0.00025043-0.0013411i,-2.3753e-05-0.00067711i,-0.00059946-0.00026941i,-0.00095536-0.00036449i,-0.0012161-0.00029728i,-0.00096981+0.00024386i,-0.00022466+0.00025945i,-0.00029557-4.9183e-05i,-0.00031165+0.00021521i,-0.00075765-0.00033727i,-0.00092631-0.00051964i,0.00024289+0.0002387i,0.00079837+0.00040122i,0.00046499-0.00041298i,0.000109-0.00095503i
-0.0021473-0.00013624i,-0.0019397+0.00019331i,-0.0010184+0.00063929i,-5.2391e-05+0.00013236i,0.00052016-0.00035994i,0.00052942-2.7899e-05i,0.00079523-0.00096403i,0.00077506-0.0011915i,8.1251e-05-0.00099403i,-0.00084167-0.0011349i,-0.0010388-0.00057503i,-0.0011368-8.6023e-05i,-0.00095051+0.00023622i,-0.00030661+0.00082958i,-0.00028383+0.00056528i,-0.0011778-0.00026285i,-0.00081408-0.00026226i,-2.5949e-05-0.00020986i,-0.00011532+0.00029824i,-0.00016018+0.000433i,-0.00014275+0.00012687i,-0.00030777-0.00028308i,1.465e-05-0.00042469i
