0.0017618+0.0010275i,0.003371-0.00039981i,0.0035324-0.0010711i,0.002845-0.0016572i,0.00072391-0.0020211i,-0.00073715-0.0013563i,-0.0005823+5.131e-05i,0.00038635+0.00074282i,0.0004105+0.00033995i,-8.5649e-05-0.00048968i,0.00018404-0.00064808i,0.00074158-0.00023864i,0.0011638+0.00051909i,0.00054224+0.00037572i,-0.00047421+0.00035382i,-0.0010533+0.00068349i,-0.00086022+0.00016235i,-0.00011252+0.00019979i,-0.00013756+0.00065624i,-0.00072452+0.00037597i,-0.00065434+0.0004823i,-0.00068262+0.0005417i,-0.00049462-0.00075763i
0.0033793-0.00092819i,0.0030963-0.0003328i,0.0016531-0.0017232i,0.00080297-0.0037935i,-0.00022682-0.0040026i,-0.0016312-0.0023817i,-0.0015907-0.0012216i,-0.0014877-0.0013489i,-0.0020426-0.0017896i,-0.0019449-0.0012278i,-0.0013837-0.00059505i,-0.00085797-9.1447e-05i,-0.00051828-7.7224e-05i,0.0007165-0.0002381i,0.00068258+7.5826e-05i,-0.00072019+5.1839e-06i,-0.00024224-0.00013264i,0.00023723+5.3839e-05i,-0.0005585+0.00058567i,-0.0007762+0.00046281i,1.7766e-05-4.5361e-05i,0.00012101-0.00024396i,0.00016109-0.00030913i
-0.00048904+0.00065762i,-0.00047225-0.00046044i,0.00066798-0.0007522i,0.00092171-0.0016332i,0.0010327-0.002085i,0.00081161-0.001549i,0.00037472-0.0016964i,0.00028331-0.00094366i,0.00023118-1.815e-05i,-0.00028204+1.0116e-05i,0.00016916-0.00045084i,0.00078276-0.00062021i,0.00052593+3.3471e-05i,0.00061895+0.00051043i,0.00064087-3.0833e-05i,0.00037844-0.00022548i,-0.00017147-0.000232i,-0.00065117-0.00031669i,-0.00068092-9.9354e-05i,-0.00027339+0.00039077i,0.00022111+0.00099159i,0.00041671+0.0012556i,-4.8266e-05+0.001517i
-0.00027979+0.00060732i,0.00065131+0.00061701i,0.00078214+0.00036168i,0.0003662-0.0015285i,-0.0002875-0.0027887i,-0.00085262-0.0018817i,-0.00081434-0.00067128i,-0.0012816-0.00041691i,-0.0016061+0.00056512i,-0.0017817+0.0020199i,-0.001101+0.0020608i,-0.00020383+0.0013641i,-0.0002039+0.0012495i,-4.1489e-05+0.00081425i,-0.00027522+0.00067789i,-0.00049602+0.00043493i,0.00029749-8.1416e-05i,0.00088499+0.00026583i,0.00068448+4.4545e-06i,0.00050983-0.0008642i,0.00094177-0.00079619i,0.00095142-0.00059022i,0.000909-0.00093871i
0.001233-0.00035727i,4.5861e-05-0.001825i,-1.4105e-05-0.0022084i,0.0016923-0.0018981i,0.0015305-0.0026745i,-0.00022921-0.0027109i,-0.0013481-0.0013979i,-0.0026994-0.0013855i,-0.0031504-0.00093902i,-0.0029434+0.00085823i,-0.0024372+0.00089113i,-0.0013797-0.00035363i,-0.00073468-0.0002348i,0.00011871+0.00084173i,0.00092207+0.0013225i,0.00031119+0.0014778i,-0.00010459+0.0013447i,-0.00036168+0.0013607i,-0.00071546+0.0011893i,-0.00030169+0.00030332i,0.00040193-0.00020034i,0.00056877-0.0002362i,-0.00022274-5.5416e-05i
0.00068898-0.0021021i,0.00079054-0.0011956i,0.00019506-0.0010243i,-0.00028068-0.0016772i,-0.0011278-0.0016045i,-0.0015662-0.00043121i,-0.0014107+0.00014533i,-0.0013997-0.00063788i,-0.0018063-0.0016251i,-0.0018862-0.0011411i,-0.0017312+8.4761e-05i,-0.0010021+0.00050136i,-0.00021764+0.00047933i,0.00077618+0.00018769i,0.0008483-0.00024345i,-0.00018562-0.00018354i,-0.00057069-0.00028534i,0.00017052-0.0001574i,0.00041789-0.00013948i,-1.2647e-05-8.5222e-05i,-4.8069e-06-0.00040655i,0.00063078-0.0012134i,0.00088667-0.00097378i
-0.00048702-0.0025185i,-0.00038649-0.0014619i,-0.00059548-0.0016776i,0.00024198-0.0024899i,0.00019625-0.002473i,-0.00022172-0.0014103i,0.00023689-0.00063621i,0.00055006-0.0012601i,-0.00057734-0.0014398i,-0.0015473-0.00062497i,0.00010436-0.00016454i,0.0017081+0.00057464i,0.0012081+0.0012323i,0.00043356+0.0007654i,0.00036397+0.00016001i,0.00027836+0.00068273i,7.9998e-05+0.00090571i,-3.1851e-05+0.00019469i,0.00030092+0.00034964i,0.00064711+0.00030414i,0.00074232-0.00081867i,0.00088021-0.0012129i,0.00086815-0.00084679i
0.0012607-5.7405e-05i,0.0011675+2.1884e-05i,0.00029848-0.00061473i,-0.0006345-0.0010708i,-0.0010917-0.0012173i,-0.00015062-0.0021067i,-2.3203e-05-0.0022922i,-0.0014701-0.00141i,-0.0022962-0.00045768i,-0.0012953+0.00097406i,0.00016345+0.0015016i,0.0005375+0.00060774i,0.00094639-8.2308e-06i,0.00086426+0.00039294i,0.00063216+0.00015454i,0.00030954+0.00031414i,-0.00051065+0.00067075i,-0.00069854+0.00075028i,1.0997e-05+0.00069999i,0.00011813+0.00018252i,-0.00023898-7.1088e-05i,-0.00016525-0.00034612i,-0.00016006-0.00031454i
-0.0015219+0.0018324i,-0.00078435+0.0017747i,-0.00091314+0.0015965i,-5.7303e-05+0.00093781i,0.00051118+0.0010643i,0.00023399+0.0006285i,-0.00045541-0.00035915i,-0.0019668-0.00056163i,-0.0032614+0.00034595i,-0.0034183+0.001075i,-0.0028525+0.001312i,-0.0015418+0.0010613i,-0.00067971+0.00011776i,-0.00085995-0.00014555i,-0.00060283+4.0731e-05i,-0.00063897+0.0005168i,-0.0012853+0.00094509i,-0.000867+0.00086888i,2.3215e-05+0.00032766i,0.00043567-8.729e-05i,-0.00014779+0.00044278i,-0.00023627+0.00061824i,-0.00056577+0.00020485i
0.00072468-0.0019121i,0.0010982-0.0021721i,0.0011377-0.0022441i,0.0010904-0.0019462i,0.00048089-0.00099258i,0.00014257-0.00057732i,-0.00088871-0.00085878i,-0.0014802-0.0014549i,-0.001658-0.0014273i,-0.0023111-0.00036973i,-0.0014256+0.00055138i,-0.00031269+0.00046461i,0.00010108+9.2226e-05i,0.00075183+0.00014904i,0.00030044+0.00093248i,-0.00073178+0.00091727i,-0.00017647+0.00054089i,0.00045922+0.00011805i,-4.8427e-05+0.00040338i,-0.00056425+0.00052875i,-0.00033465-0.00040149i,-0.00049969+0.00053768i,-0.00036262+0.00097448i
0.002707+0.0011752i,0.002325+0.00060167i,0.0023007-0.00023502i,0.0014722-0.0015128i,0.00053437-0.0030903i,0.00012864-0.0030751i,-0.00038463-0.0016013i,-0.00047842-0.0011283i,-0.00022016-0.0012761i,-0.00066181-0.00066762i,-0.0007826-0.0002403i,6.5241e-05-0.00057727i,9.0764e-05-0.00049193i,0.00017147-0.00013375i,0.00026283-2.5969e-05i,-0.00022793-0.00027474i,-0.00070928-0.00010033i,-0.00016931+0.00048318i,0.00079915+0.00051301i,0.00022061+4.3498e-05i,-0.00040642-0.00036026i,0.0001254+0.00015809i,0.00053162+0.00057445i
-0.0005595-0.00076743i,-0.0012494-0.0004094i,-0.00069278-0.0012358i,0.00048693-0.0027932i,-0.00012891-0.004411i,-0.00057635-0.0040783i,6.721e-05-0.0018044i,7.9684e-05-0.0002419i,8.7507e-05+4.0405e-05i,0.00021993+0.00073776i,0.00033658+0.0008049i,0.00042878+0.00077964i,0.00065559+0.0014732i,0.0011191+0.001332i,0.00092772+0.0007582i,0.00041092+0.00093533i,0.00017997+0.001103i,0.00053405+0.0007264i,0.00064174+0.00045339i,0.00035911+0.00024127i,0.0006426-0.00060727i,0.00066033-0.001056i,0.00027273-0.00051443i
-0.00025794-0.001717i,0.00082062-0.0016507i,0.0010971-0.0012723i,-0.00010956-9.3484e-05i,-0.00094927+0.0013213i,-0.0004128+0.00097738i,-0.00055532+0.00013167i,-0.0013607-0.00033114i,-0.0022236+0.00015315i,-0.0026703+0.0010631i,-0.001756+0.00076376i,-0.0004798+0.00024013i,-0.00013745+0.00017451i,-0.00018408-2.9733e-05i,-0.00033555+0.00010608i,-0.00083284+0.00058825i,-0.00069383+0.00067885i,0.00019666+0.00012554i,0.00030693+0.00043128i,0.00016083+0.0015031i,-0.00014889+0.0010736i,-0.00036939-1.1574e-05i,6.631e-05-0.00050837i
-2.5963e-05+0.00037105i,-0.0001494+0.0005412i,-0.00040526-0.00057655i,0.00043879-0.00242i,0.0010477-0.0021086i,0.00066537-0.0017001i,0.00040172-0.0017253i,-0.00093309-0.0014193i,-0.0027284-0.0014825i,-0.0032042-0.00065029i,-0.0020263+0.0006344i,-0.00078539+0.00022842i,0.00013755+1.2912e-05i,0.00045316+0.00081316i,0.00057995+0.0008508i,0.00075754+0.00054157i,0.00011838+0.00034333i,-0.00014417+0.00022236i,3.2431e-05-0.00028761i,0.00033149-0.00099739i,0.0007613-0.0013852i,0.00072722-0.00088739i,0.00027529-0.00046612i
0.0016788-0.0026244i,0.00016082-0.0025471i,-0.0011365-0.0031789i,-0.0010927-0.003399i,-0.0012755-0.0030539i,-0.0013448-0.0014468i,-0.00094411-0.001068i,-0.00065942-0.0018872i,-0.0012335-0.0013594i,-0.0018102-0.00038355i,-0.0010559-0.00013212i,-0.00031531-0.00012087i,0.00027789+0.00018028i,0.00087634+7.0825e-05i,0.0011083-0.00053099i,0.0006385-0.00082423i,0.0003883+5.5941e-05i,0.0003353+0.00069982i,0.00061908+0.0008958i,0.00057808+0.00087762i,-0.00016159+4.4292e-05i,-0.00029252-0.00093755i,-0.0002338-0.0010124i
-0.00052027+0.0012288i,0.0009519+0.0018388i,0.0013376+0.0015241i,0.00098531+0.00015631i,0.00020323-0.00019966i,9.2364e-05-0.00089632i,0.00069098-0.0013533i,-0.00030282-0.001097i,-0.00095295-0.0012992i,-0.00022505-0.00073402i,-0.00026742+0.00022271i,-0.0001521+0.00040801i,0.00031775+5.9419e-05i,0.00010115+1.3825e-06i,0.00047258+0.00031628i,0.00014846+0.00014351i,-0.00014373-8.5805e-05i,0.00055234+0.0001416i,0.00033393+0.00081202i,-2.8851e-05+0.0011806i,0.0004004+0.0016005i,0.00037772+0.0012378i,9.3695e-05+6.881e-05i
-0.00066605+0.0012376i,-0.00051704-4.7534e-05i,0.0009018-0.00079707i,0.0018033-0.0021794i,0.0015986-0.0034952i,0.00017437-0.0032384i,-0.00061817-0.00259i,-0.00066214-0.0014503i,-0.00091502-0.0005667i,-0.0011169+0.00046886i,-0.00081944+0.0017917i,-0.00015022+0.0019969i,0.00041778+0.0014898i,0.00063189+0.00093898i,0.00098135+0.00027605i,0.00049288-0.00022649i,-7.6288e-05-0.00041667i,9.5544e-05-0.00016866i,0.00042034+0.00032741i,0.00093184+0.00065271i,0.0011336+0.00069014i,0.00023319+0.00055648i,-0.00096504+0.0003767i
-0.00060769-1.329e-05i,0.00071154+0.001352i,0.00029866+0.0017794i,0.00013301+0.00052082i,0.00068608-0.00016065i,3.5381e-05-0.00019184i,-0.00095025-0.00021265i,-0.0018726-0.00035786i,-0.0028155-0.00016567i,-0.0030383+0.00026226i,-0.0021057+0.00053991i,-0.001223+0.00091186i,-0.0011975+0.00051253i,-0.00126-6.7808e-05i,-0.0008379+0.00017421i,-0.00049702+0.00055354i,-0.00024562+0.0007192i,-0.00030878+0.00029859i,-0.00065705-9.5078e-05i,-0.00027432-8.4219e-05i,4.1815e-05-0.00039085i,-0.00025381-4.5035e-05i,-0.00041592+0.00029143i
-0.00017199-0.0010435i,-0.00036211-0.0013195i,0.00069549-0.0012782i,0.0015167-0.0017679i,0.0022345-0.0026319i,0.0019067-0.002177i,-5.552e-05-0.0015819i,-0.0013466-0.0016901i,-0.0018263-0.001417i,-0.0017809-0.00096959i,-0.0010035-0.00050251i,-0.00059233-0.00056328i,5.5228e-05-0.00042353i,0.00014639-0.0002083i,-0.00029331-0.00031084i,-0.000268+6.0726e-05i,1.0612e-05+0.00070692i,-0.0001116+0.00038062i,0.0001024-0.00077134i,0.00050792-0.00068727i,0.00023554-0.00065636i,-0.00011409-0.00043188i,-8.1153e-06+4.11e-05i
0.0013025+0.0018162i,0.002172+0.0012231i,0.0025785+0.00073174i,0.0013574-0.00057659i,0.0001908-0.0022014i,-0.00059541-0.0022595i,-0.0014867-0.00093866i,-0.0018678-0.00074631i,-0.0013321-0.001166i,0.00038964-0.00069625i,0.0010741-0.00078939i,0.00066997-0.00058828i,-3.3177e-05+4.6011e-05i,9.4991e-06+0.00055768i,0.00029029+0.00062441i,5.7535e-05+9.8294e-05i,0.00016706-5.8756e-05i,0.00028404-0.0001829i,0.00063047-0.00023062i,0.00066637-0.0003483i,0.0006723-0.00063646i,0.00053582-0.00082699i,0.00065706-0.0002385i
-0.0021145-0.0020236i,-0.0011643-0.00083805i,-0.00087288-8.3924e-05i,-0.00011036-0.0012187i,0.00045011-0.0014636i,0.00013665-0.00069018i,0.00021514-3.416e-05i,-0.00060077-0.00012743i,-0.00097775+8.9993e-05i,-0.0008007+0.001047i,-0.00065757+0.0020919i,0.00020246+0.0020859i,0.0008154+0.0010657i,0.00114+0.00084701i,0.0003247+0.00073267i,-0.0007009+0.0003003i,-0.00093332+0.00052374i,-0.00017134+0.00096443i,0.00021286+0.00059979i,0.00033328+8.0802e-05i,0.00057407-0.00042445i,0.0005429-0.00072739i,0.00051202-0.0010839i
0.00022131+0.0013157i,0.0010187+0.00055583i,0.0021741+0.0005358i,0.0026639+0.00035934i,0.0018555-0.0015384i,0.00061834-0.0029147i,-8.279e-05-0.0022647i,-0.00094824-0.00094983i,-0.0015559+0.00026379i,-0.0017233+0.0013164i,-0.0018355+0.0016556i,-0.0015077+0.0010955i,-0.0013267+0.00015624i,-0.00063608-3.4647e-05i,9.9091e-05+0.00034007i,8.332e-05+0.00090877i,-8.226e-05+0.0012737i,0.00055103+0.0015258i,0.00040078+0.0013699i,5.4373e-05+0.00080385i,0.00020901+0.00018589i,0.00058563-0.00035202i,0.00038833-2.4654e-05i
-0.00096996+0.00061672i,-0.00023655+0.0018549i,-0.00022011+0.0014289i,-0.00068059+5.4419e-05i,-0.00015484-0.00016898i,0.00069747+0.00011906i,0.00088066-0.0007123i,-0.00022655-0.00088964i,-0.0017144+6.0062e-05i,-0.0020113+0.00065012i,-0.0016532+4.0252e-05i,-0.0012373-0.00012814i,-0.00097141+0.00060163i,-0.00081448+0.00025736i,-0.0013568-0.00018563i,-0.0015778+1.6161e-05i,-0.00097898-0.0001297i,0.00033352-7.6976e-05i,0.0016327-4.3392e-05i,0.0010562+1.3818e-05i,-0.00027693-0.00033448i,-0.00069748-0.001145i,-0.00032894-0.00084862i
-0.0013072-0.00026923i,-0.00056129-0.00050747i,0.0012694-0.00049098i,0.0022814-0.0021964i,0.0023807-0.0028926i,0.0013773-0.0023219i,-0.00010646-0.0014526i,-0.00093097-0.0011962i,-0.00087438-0.0010695i,-0.00087659-0.0003262i,-0.00025987-0.0003079i,-2.8564e-05-0.00036366i,-0.00026849-0.00017935i,-0.00037715-0.00026875i,5.4347e-05-0.00027199i,0.00056-0.00019894i,0.00078639+0.00071597i,0.00033021+0.0015965i,0.00065664+0.0011751i,0.00087182+0.00031479i,0.00066713-0.00059673i,0.001011-0.0010838i,0.0003145-0.0016147i
-0.0011426-0.0020478i,-0.00066886+0.00022874i,-0.0010536+0.00023557i,-0.0013655-5.2125e-05i,-0.0019495+3.8153e-05i,-0.0014549-0.0014616i,-0.00063524-0.0020579i,-0.00073396-0.0014484i,-0.0012365-0.00085456i,-0.00087854+0.0006328i,0.0007995+0.0015027i,0.0011832+0.001338i,0.00066997+0.00058478i,0.00049381-0.0003896i,5.5418e-05-0.00055004i,-0.00046303+0.00010408i,-0.00026486+0.00067629i,-0.00070084+0.0010063i,-0.0009827+0.0006389i,0.00018516-0.0001571i,0.0011331-0.00037265i,0.0011133+0.00013788i,0.00055713+0.00011623i
-0.00078684-7.9892e-05i,-0.0012463-1.8652e-05i,-0.0010683+7.5892e-05i,8.9392e-05-0.00073951i,0.00093039-0.0013829i,0.0011863-0.0012478i,0.00023584-0.0012193i,-0.00064473-0.00060938i,-0.00090384+8.0958e-05i,-0.0013261+0.0015723i,-0.00079985+0.0019582i,0.00012862+0.0014883i,0.00010742+0.00091369i,-1.9014e-05+0.00019037i,-0.00035161+0.00020846i,-0.0010733+0.00043407i,-0.0011368+0.00036491i,-0.00040947+0.00039234i,0.00036099+0.00036044i,0.00037852-0.00011727i,0.00028728-0.00026118i,0.00042758+6.323e-05i,0.00025319+8.7934e-05i
-0.00081547-0.0014645i,-0.0012138-0.001536i,-0.001244-0.0015322i,-0.00048683-0.001919i,-0.00061201-0.0025116i,-0.0014466-0.0015817i,-0.0012031+0.0001952i,-0.00073715+0.00051872i,-0.0016477+0.00013632i,-0.002834-7.0184e-06i,-0.0030851-0.00023572i,-0.0020125-0.00041994i,-0.00065858-3.9039e-05i,-0.00013918+3.1116e-05i,-0.00027874+8.4686e-05i,-0.00060669+0.00093866i,-0.00052114+0.00089614i,-2.0746e-05-0.00020597i,0.0005735-0.00058126i,0.00053113-0.00047778i,0.00018833-0.00030025i,-7.7646e-05-0.00056858i,-0.00062964-0.00073016i
0.0026507-0.0012101i,0.0024877-0.0015474i,0.0018092-0.001966i,0.00058533-0.0024311i,-0.00069557-0.0024095i,-0.00095252-0.0016848i,-0.0013317-0.0010051i,-0.0016154-0.001378i,-0.0020999-0.0018846i,-0.0020179-0.0011617i,-0.00095713-0.00065581i,0.00043984-0.00094464i,0.00098477-0.00052812i,0.0011748-0.00010204i,0.0012731-6.8964e-05i,0.0008417+1.9431e-05i,0.00072738+0.00010769i,0.00017068+0.00049059i,0.00019663+0.00064888i,0.00083175+0.00012829i,0.0010244-0.00025589i,0.00051763-0.00050177i,-0.00059236-0.00052226i
-0.0010634+0.0017564i,-0.0019475+0.0022529i,-0.0014701+0.0012969i,-0.00017581+0.00028501i,0.00073836-0.0012619i,0.00089886-0.0017236i,0.00052934-0.00087919i,9.0748e-05-0.00097713i,-0.00060585-0.0010025i,0.0002025-8.9619e-06i,0.0011233+0.00049678i,0.00032315+0.00038763i,0.00018258+0.00064925i,0.00057274+0.0013823i,0.00046795+0.00099306i,2.9681e-05+0.0002168i,0.00046838+0.00039301i,0.00086247+0.00019888i,0.00042315+0.00041801i,0.00017637+0.0003157i,0.00019286-0.00048159i,0.00032934-0.00096597i,9.5277e-05-0.0009357i
0.0022876-0.0013128i,0.0025179-0.0013531i,0.0018453-0.0019481i,0.00086688-0.0025464i,0.00016299-0.0022146i,-0.00015912-0.0011911i,-4.3119e-05-0.0010371i,-0.0001732-0.0012578i,-0.00070083-0.00027509i,-0.0011684+0.0011379i,-0.0004458+0.0012014i,0.00025412+0.00049407i,0.00028933+0.00042188i,0.00032909+0.001459i,0.00022966+0.0016491i,0.00031422+0.00062471i,0.00081593+0.00061379i,0.00087149+0.00078427i,0.0001751-4.2715e-05i,-0.00014446-0.00016884i,-0.00013855+0.00027552i,-0.00034039+0.00054798i,-0.00057387+0.00028878i
0.00065917-2.8517e-06i,0.00029127+0.00020689i,0.0011894-0.0016348i,0.0013379-0.002455i,6.6791e-05-0.0025944i,-0.00031402-0.002378i,-0.00078573-0.0011197i,-0.0014297-0.00084977i,-0.0023917-0.0018444i,-0.0027943-0.0013504i,-0.0019166-4.8914e-05i,-0.0016883+0.00051483i,-0.00094688+0.00081173i,-0.0005807+0.00063184i,-0.00082459+0.00014278i,-0.000208-0.00011656i,-0.00022588-5.7603e-05i,-0.00061463+0.00052893i,-0.00079692+0.00052296i,-0.00020314+0.00027395i,0.00027567+1.5316e-05i,-9.9201e-05-0.00055048i,-5.0145e-06-0.00059254i
-0.0018978+0.0011926i,-0.0021174+0.00073961i,-0.00037343+0.00025181i,0.0014335-0.00083459i,0.0016765-0.0018261i,0.00067274-0.001122i,-0.00010173-0.0013443i,-0.00094915-0.002545i,-0.0020254-0.0020696i,-0.0022037-0.00062604i,-0.0014802-0.00026126i,-0.00071603-0.00038493i,-0.00072138-0.00043363i,-0.00075185-0.0011525i,-0.00049628-0.0014121i,-0.00056851-0.000412i,-0.00073419+0.0003236i,-0.00028396+0.00041395i,0.00041594+0.00041839i,-0.00012959+0.00010791i,-0.0013096-0.00074325i,-0.00084318-0.00096812i,-0.00014812-0.00075901i
0.0020457-0.00052682i,0.0034828-0.001317i,0.0041226-0.0022237i,0.0033878-0.002512i,0.0023588-0.0028851i,0.00061673-0.0029627i,-8.2086e-05-0.0018198i,-0.00038816-0.0010506i,-0.00038471-0.0010463i,-0.00010454-0.00087546i,0.00037051-0.00036263i,0.00059979-0.00057538i,0.00044073-0.00085382i,0.00052771+0.00056542i,0.00032633+0.00049923i,-0.00016201-0.00052762i,-0.00013776+0.00079615i,-1.9065e-05+0.00062554i,0.0004802-0.00063415i,0.00029364-9.9492e-05i,0.00014219-0.00011357i,0.00029116-0.00077597i,-0.00016929-0.00061028i
-0.001137+0.0013391i,0.00034591+0.0022833i,0.0011464+0.0022178i,0.0012606+0.0004717i,0.00082896-0.00093067i,9.5743e-05-0.0015759i,-0.00065131-0.0017345i,-0.00070223-0.0011214i,-0.00053972-9.4965e-05i,-0.00028193+0.00080808i,0.00022455+0.0013362i,0.00060821+0.0012256i,0.00042023+0.00047001i,0.00013132-0.00054665i,0.00038802+0.00016533i,0.00039699+0.00084724i,-2.414e-05+0.00047529i,9.0458e-05+0.0012576i,-8.3044e-05+0.0018938i,3.7894e-05+0.00092307i,0.00064682+0.00021296i,0.00034698+0.00047313i,-0.00042676+0.00028143i
-0.0028043-0.0013297i,-0.0030677-0.0012554i,-0.002916-0.0011864i,-0.0011565-0.00054652i,0.00053062+0.00032721i,0.00060315+0.00039701i,-6.4109e-05-0.00089526i,-0.00068092-0.0016615i,-0.0018766-0.00098597i,-0.002488-3.9451e-05i,-0.0014746+0.00055744i,-0.0007205+0.00046951i,-0.00028912-0.00012501i,0.00030887+0.00025811i,-7.1243e-05+0.00092209i,-0.00068719+0.00046655i,-0.00051615+1.3704e-05i,-0.00025678+0.00045312i,0.00011133+0.0004077i,0.00035083+0.00052443i,7.4379e-05+0.0006991i,0.00033952+0.00015865i,0.00035348-0.00010524i
0.0023743-0.0017889i,0.0028857-0.0020136i,0.0023245-0.0023872i,0.001606-0.0024686i,0.00022535-0.0024528i,-0.00036429-0.0022045i,-0.00095376-0.0014477i,-0.0011963-0.00066927i,-0.0010541-0.00020454i,-0.0014571+0.00024818i,-0.0014971+0.00018877i,-0.0011195+0.00031744i,-0.00029006-0.00020631i,0.00021736-0.00063155i,-1.1052e-05-0.0001265i,-1.8608e-05-0.00043442i,0.00045544-0.0008101i,0.0013881-0.00041395i,0.0010563+0.0002947i,0.00071916+0.00031311i,0.00065888-0.00035349i,-3.4644e-05-0.00072201i,-0.00010482-0.00084668i
-0.0018388+0.0011461i,-0.0022219+0.0020348i,-0.0019074+0.001639i,-0.00077484+0.00031415i,-0.00023897-0.0011836i,-7.3692e-06-0.0017139i,0.00027007-0.0011204i,-0.00059753-0.0010361i,-0.0017808-0.0012886i,-0.0016397-0.00050146i,-0.0010107-0.00017658i,-0.00076011-0.00061492i,-0.00036615-0.00054545i,-0.00044243-0.0012057i,-0.00040377-0.0017528i,0.00025315-0.0010529i,0.00053885-7.6828e-05i,3.9631e-05+0.00056449i,-0.00063031+0.00061963i,-0.00076426+0.00014517i,0.00015588+0.00043633i,0.00049175+0.00045286i,0.00017415-0.00024339i
0.0016407-0.0027311i,0.0016279-0.003905i,0.0014612-0.0055927i,0.00092129-0.0054383i,-0.00044724-0.0045567i,-0.0015052-0.002294i,-0.0013563-0.00058391i,-0.0008675-0.00090367i,-0.00088203-0.00078742i,-0.0010273-0.00011742i,0.0001197-0.00036104i,0.0010733-1.229e-05i,0.00058206+6.2064e-05i,0.00042+0.00048058i,0.00028985+0.00071112i,-3.5293e-05+0.00053569i,8.3284e-06+0.0010323i,0.00037886+0.0011999i,0.00048063+0.0013711i,0.00060233+0.0006756i,0.00064626+0.00041005i,0.00049015-0.00017129i,0.00082434-0.0011773i
0.0024178-0.0019234i,0.0019351-0.0014405i,0.001389-0.0018011i,0.0011709-0.0022166i,5.3256e-05-0.0019235i,-0.001041-0.00068332i,-0.0014617-0.00031467i,-0.001369-0.0011644i,-0.0019303-0.00080846i,-0.0020394+0.00051717i,-0.0010973+0.0015607i,7.9501e-05+0.0016563i,0.00068154+0.0013753i,0.0008094+0.0015016i,0.0011919+0.0013526i,0.0010467+0.00071755i,0.00085027+0.00044569i,0.00047872+0.0003328i,0.00055329+0.00017198i,0.00069313+0.00049379i,0.00085721+0.00051322i,-0.00013335+0.00067489i,-0.0011624+0.00017147i
-0.0014965+0.0043325i,7.3384e-05+0.0027269i,0.0018537+0.0016278i,0.0032887+0.00041538i,0.0032285-0.0021991i,0.0024764-0.0031776i,0.0013557-0.0025118i,-0.00030376-0.0014494i,-0.0013408+0.00019746i,-0.00106+0.00047186i,6.7992e-05-0.000351i,0.00043062-0.000818i,0.00022786-0.0007638i,-0.00021474-0.00039505i,-0.00058451+0.00063856i,-0.00038368+0.00092913i,-0.00042786+0.00080113i,-0.00084164+0.0013243i,-3.313e-06+0.0012048i,0.00066301-8.7252e-05i,0.00061523-0.00047213i,0.00042511+0.00021395i,-0.00061411+3.5939e-05i
0.0021851-0.001084i,0.0027342-0.0021618i,0.0033833-0.0026586i,0.0025745-0.0030761i,0.00067819-0.0035223i,-0.0011955-0.0030425i,-0.0012428-0.0018i,-0.00071934-0.0010162i,-0.0007405-0.00035437i,-0.00056197+6.4225e-05i,0.00036753-0.00025102i,0.0005836+0.00016037i,4.7179e-05+0.00079172i,-0.00044249+0.00031756i,-0.00047087-0.00017167i,-0.00048391+3.8198e-05i,-0.00072614+0.00036197i,-0.00036931+0.00048941i,0.00021133+0.00024281i,0.0007405+0.00073186i,0.00058799+0.00073027i,5.1587e-05+2.3476e-05i,-0.00071791-1.2148e-05i
-0.00014488+0.00042544i,1.9453e-05+0.00091657i,0.001802+0.00033613i,0.0023264-0.00069975i,0.00079589-0.0012955i,1.6034e-05-0.00093125i,-0.00023433-0.00019609i,-0.0012571-0.00034089i,-0.0017086-0.00029507i,-0.0008706-7.6251e-05i,-0.00020325-4.1584e-05i,-0.00012959-0.00011104i,0.00025009-0.00026436i,0.0012741-1.1689e-05i,0.0014012+5.4923e-05i,0.00074636-8.2016e-05i,0.00075816-2.3754e-05i,0.00055399-7.582e-05i,0.00062496+0.00029051i,0.0011799+0.00045477i,0.0014437-8.7637e-05i,0.00087566+0.00013552i,0.00021669+0.0003183i
-0.0015119-0.00032822i,-0.00063937-0.0012001i,0.00065342-0.0017736i,0.00086656-0.001638i,0.0014366-0.0021424i,0.0014771-0.0020434i,0.0003673-0.001307i,-0.00048963-0.0010595i,-0.0011923-0.00074546i,-0.001762+0.00089995i,-0.0010507+0.0023949i,0.00021655+0.0021334i,0.00045852+0.0013153i,0.00035285+8.6729e-05i,0.00028315-0.00071688i,1.8507e-05+0.00035753i,0.00036139+0.0012137i,0.001051+0.0014487i,0.00063945+0.0010125i,0.00014451-0.0002284i,0.00037601-0.0010152i,0.00079261-0.00090988i,0.00096769-0.00060324i
-0.00056435-0.0005807i,0.00030564-0.00061014i,0.0014273-0.00037379i,0.0014527-0.0016093i,0.00051591-0.0024782i,-1.8523e-05-0.0022841i,-0.00055403-0.0013848i,-0.0012849-0.0010505i,-0.0022033+7.3249e-05i,-0.0020011+0.0015726i,-0.00089617+0.0015578i,-0.00043854+0.00059501i,-0.0010445+3.8228e-05i,-0.001155+0.00035428i,-0.0012361+0.00061162i,-0.0016735+0.00053227i,-0.001165+0.00040646i,6.8927e-05+0.00031364i,0.00036766+0.00086047i,-0.0002107+6.6732e-05i,0.00032683-0.0012481i,0.00056629-0.00091697i,0.00010361-0.00028997i
