4.3442e-05+0.0023379i,-0.00066625+0.0014393i,-0.0032451+0.0012449i,-0.0022666+0.00086558i,-0.00090278+0.0010575i,-0.0001364+0.0012243i,0.00069171+0.0015574i,0.0011838+0.0014019i,0.001517+0.00043388i,0.0013314+0.00018055i,0.0014804+0.00035004i,0.00090493+8.3297e-05i,-7.5903e-05-0.00050771i,0.0002161-0.0012255i,-0.0001216-0.0011562i,-0.00071347-0.00097082i,-0.00042835-0.00051049i,9.6942e-06+0.000272i,3.4147e-05+0.00022804i,-0.0004267+0.00012379i,-0.00090946+0.00049286i,-0.00087252+0.0008555i,-0.00036418+0.00083733i
0.0024282+0.0014889i,0.0018876+0.00028337i,-0.00017915+0.00098242i,-0.00098046+0.0018124i,0.00070101+0.0011831i,0.00071999+7.7188e-05i,2.8367e-05-0.00059187i,0.00033999-0.00020574i,1.8323e-05+3.1837e-05i,-0.00046499+0.00032542i,-0.00020454+0.00079532i,-0.00034219+0.00082557i,-0.00040527+0.00091024i,-0.00017588+0.0011002i,-5.7128e-05+0.00094814i,-0.0001574+0.00012224i,-7.9862e-05+0.00014993i,0.00032933+0.00079523i,0.00061425+0.00068352i,0.00066266+0.00038255i,0.00041376+0.00087457i,0.00017932+0.00079716i,4.6232e-05+0.00062583i
-5.4766e-05+0.0026263i,0.00019019+0.002399i,-0.00092753-0.001255i,-0.0023595-0.0016016i,-0.0019618-7.848e-05i,-0.0001437-0.0002774i,0.00046313-0.00031621i,4.1832e-05+0.00072068i,-0.00047499+0.0015214i,-0.00013349+0.00081824i,-0.00032411+0.00028253i,-0.00029173+0.00047333i,0.00035266+0.00064226i,-3.4996e-05+0.00063853i,-0.00074608+0.00027353i,-0.0015781-8.4789e-05i,-0.0012926-0.00029458i,-0.00037679-7.3057e-05i,-0.00025325+0.0008059i,-0.00014678+0.0012629i,9.8473e-05-2.8596e-05i,-4.7084e-05-0.0010617i,3.4435e-05-0.00043592i
-0.00056954-0.001469i,0.00062121-0.0018236i,0.001304-0.001977i,0.00062417-0.0011003i,0.00024053-0.00035692i,0.00016795-2.3041e-05i,-0.00010872-0.00052563i,0.00020619-0.00090451i,0.00085554-0.00053262i,0.00083487-0.00051557i,0.00026405-0.00030237i,-0.00050131+4.0685e-05i,-0.0010545+0.00016062i,-0.0010191-0.00018043i,-0.00023347-4.0123e-05i,0.00014445+5.4251e-05i,-0.00038162+0.0002339i,-0.00072603+0.00084141i,-0.00074337+0.00070045i,-0.00012113+0.00015814i,-0.00015346+2.0681e-05i,-0.0010538-0.00010705i,-0.0010775-0.0001278i
0.0038522+7.3961e-05i,0.0035391+0.00029824i,0.0018672+2.6482e-05i,0.00032349-0.00014941i,-0.00023026-0.000751i,-0.0003667-0.0013685i,-0.00065865-0.00072926i,-0.00022589+0.00010788i,0.0012168+0.00057523i,0.0012878-4.0303e-06i,0.00061481-0.00036211i,0.00037561+0.00028871i,-0.00028554+0.00058786i,-0.0012712+0.00038831i,-0.0018032+0.00048071i,-0.0014827+0.0002522i,-0.00061505-0.00036452i,-4.1359e-05+0.00022223i,-0.00040353+0.0011605i,-0.00035437+0.0014879i,-0.00062642+0.0013847i,-0.0011573+0.00083312i,-0.00060321+0.00048885i
0.0031799-0.0010674i,0.0019963-0.0018097i,-0.00010231-0.0022129i,-0.001259-0.0019376i,-0.00062786-0.0012873i,-0.00021431-0.00025534i,-0.00042055-0.00031496i,0.00019428-0.00026271i,0.00038951+0.00045682i,-1.5478e-07+0.00034186i,-0.00034936+0.00073915i,-0.0004384+0.0016998i,-0.0005038+0.0016081i,4.5054e-05+0.00042397i,0.00086532+5.2903e-05i,0.0011515+0.00055235i,0.00035218+0.00091031i,-0.00026285+0.00058863i,-0.00045711+4.8483e-05i,-0.00074132+0.00010693i,-0.0011823+0.00066311i,-0.0011712+0.0005682i,-0.00064847-0.00022785i
0.0040711+0.00014129i,0.0042849+0.00030506i,0.0020486+5.0933e-05i,-0.00011517-9.5769e-05i,0.00015935-8.5552e-05i,0.0017545-0.00013579i,0.0018006+0.0001934i,0.00081616+0.00089428i,0.00021298+0.0012497i,-0.00028329+0.00099918i,-0.00061391+0.00032931i,-5.7232e-05+0.00045179i,0.00035997+0.0010821i,0.00029529+0.00058573i,0.00015698-0.0004817i,-0.00023933-0.00018379i,-0.00072877-3.1695e-05i,-0.00086401-0.00072734i,-0.00080195-0.0008286i,-0.00090791-0.00038235i,-0.00073006-2.047e-05i,-6.2004e-05+0.00014366i,0.0008471+0.00052801i
-0.00029718+0.00099054i,0.00010569+0.00060045i,-0.00028139+0.00036297i,-0.00072307+9.1131e-05i,0.00040935-0.00068496i,0.0015448-0.0018217i,0.0010232-0.00151i,0.00025354-0.00029096i,0.00040501-9.4682e-06i,0.00059986+0.00020788i,0.00098251+0.00061693i,0.00038393+0.0002267i,-1.4035e-05+0.00033264i,0.00024202+0.0005668i,-0.00028531+0.00011554i,-0.00018839+0.00025096i,0.00033529+0.0003922i,-0.0001652-0.00041628i,-0.0010263-0.00045121i,-0.0013539-0.00026285i,-0.00050366-0.00087515i,0.00068095-0.0010856i,0.00096487-0.00093622i
0.0032438+0.0015299i,0.0032523+0.0012203i,0.0010752+0.00093081i,0.00014161+0.00077225i,0.0010766+0.00010146i,0.00093928-4.91e-05i,0.00053288+0.00052469i,0.00074568+0.00021559i,0.0012449-0.00034737i,0.00080451-0.00025447i,-0.00013509-0.00027995i,0.00023963-0.00034216i,0.00048351-0.00038953i,-0.00027566-0.0011293i,-0.00072602-0.00096045i,-0.00044249+0.00043925i,-0.00020715+0.0013807i,-0.00035472+0.00093882i,-0.00030439+0.00041954i,-0.00051461-8.7189e-05i,-0.0013322-0.00086983i,-0.00086868-0.00049849i,1.0949e-05+7.6457e-05i
0.0023895-0.0022436i,0.00053697-0.0030716i,-0.0027474-0.0018463i,-0.0039071-0.00067429i,-0.001594+0.0004581i,0.0011517+0.0012567i,0.0014835+0.0014054i,0.00055309+0.0012752i,-0.00039058+6.7465e-05i,-0.00043626-0.00049054i,-6.2476e-05-0.00051897i,-0.00010048-0.00047455i,0.00064177+0.0004317i,0.0021226+0.0010302i,0.0015908+0.00083808i,-0.00010926+0.00034225i,-0.00079846-0.00025936i,-0.00022253-0.00056368i,4.0611e-05-0.00095237i,-0.000641-0.00094254i,-0.0011144-0.00075083i,-0.001071-0.00059543i,-0.00035716-0.00076687i
0.00026123+0.0014183i,0.0018408+0.001655i,0.0015416+0.00084424i,0.00089216+0.0006726i,0.0013461+0.00070202i,0.0019412+4.3387e-05i,0.0014679-0.0004499i,0.00099783-7.2688e-06i,0.00063704+0.00066708i,1.2319e-05+0.0002507i,-0.00034588+0.00025837i,7.7996e-05+0.00082483i,0.00018047+0.00078906i,-8.7389e-05+0.00012149i,6.5318e-05+8.0202e-05i,-0.00081974+0.00030796i,-0.0017075+0.00056156i,-0.00091756+0.00047233i,0.00012814-0.00036239i,0.00026966-0.00051913i,8.0091e-05-0.00094675i,0.00010983-0.0010044i,0.00058719-0.00033369i
0.00080533+0.0015853i,0.0017378+0.001785i,0.0005581+0.0015054i,-0.00088956+0.0009074i,-0.0015778+0.00053196i,-0.0015853+0.0002396i,-0.00078334-0.00032356i,-0.00037589-0.00072585i,-3.7301e-05-0.0010174i,7.3344e-05-0.0010133i,-0.00063228-0.00039439i,-0.0011432-1.7362e-05i,-0.0013478+6.796e-05i,-0.00065077+0.00022468i,-0.00019159+0.00032003i,-0.00081043+0.00016664i,-0.0012392-0.0005634i,-0.001105-0.00073395i,7.5069e-05-0.00082912i,0.00084744-0.00099213i,0.00033501-0.00089046i,-0.00017312-0.0012752i,-1.2315e-05-0.0013099i
0.00099199-0.0016611i,0.00028408-0.0018443i,-0.0015959-0.0014527i,-0.0019317+0.00043752i,-0.0013044+0.0013107i,-0.00073255-0.00017575i,-0.00061406-0.0007138i,-0.00036335-0.0004591i,-0.00014066-0.0006329i,2.294e-05-0.0005554i,-0.00039147+0.00037769i,7.2363e-05+0.00077412i,0.0013735+0.00054987i,0.00087394+0.00030721i,-0.00037843+0.00037469i,-0.00042685+0.0010351i,-5.0857e-05-0.00013702i,0.00029841-0.0014876i,0.00055272-0.00089044i,0.00026007-0.00034928i,0.00023871-0.00018509i,-3.5946e-05+0.00038907i,-0.00035945+0.0008249i
9.087e-05+0.00037492i,0.00021653-0.0005313i,0.00038318-0.0011725i,-0.00034148-0.00090752i,-0.00033856-0.00095896i,0.00054585-0.0016286i,0.00056837-0.0013322i,2.1435e-05-0.00069087i,-0.00080603-0.0008138i,-0.00073795-0.00050982i,-6.6363e-06+0.00019877i,0.00016579+0.00054596i,9.2451e-05+0.00033046i,0.00011373+0.00063556i,-0.00021101+0.0006396i,-0.00069405-0.00047869i,-0.00019974-0.0008825i,0.00010048-0.00016435i,-0.00032107-1.5923e-05i,-0.0003901-0.00067439i,-0.00024047-0.00073343i,0.0010548-0.00079537i,0.0017159-0.00039507i
0.0036636+0.00035755i,0.0041313-0.00051166i,0.0022556-0.00064902i,0.00089526+0.00036279i,0.0010896+0.0011789i,0.0013737+0.00045241i,0.00077237-5.744e-05i,-2.0937e-06+0.00051163i,-0.00011708+0.00065963i,-0.00057694+0.00077157i,-0.00073511+0.00033369i,-0.00024367-2.6741e-05i,-5.4293e-05-0.00032855i,0.00026046-0.000292i,0.0001584+0.00047502i,7.346e-05-0.00027923i,0.00016385-0.0014426i,9.0431e-05-0.0010364i,0.00030215-0.00060587i,0.00097848-0.0002698i,0.00085177-0.00020679i,0.00035542-0.00063545i,-0.00016556-0.00080911i
0.0040218+0.00026562i,0.0037049+0.00016092i,0.0016911+0.00019012i,-7.0243e-07+0.00095446i,3.2929e-05+0.0014056i,0.00051099+0.00052484i,-0.00015609-0.00068737i,-0.0002469-0.00063254i,0.00048323+0.00036526i,0.00021627+0.00042273i,-0.00018932+1.1816e-05i,0.00026697-0.0002781i,0.00011048+0.00051885i,-3.3845e-05+0.0010813i,0.00035033+0.00076422i,-5.953e-06+4.4406e-05i,-0.00023706-0.00081873i,-0.00017919-0.0013067i,0.00035994-0.00072085i,0.00099665-5.8802e-05i,0.000982-3.8192e-05i,0.00099949+0.00010968i,0.00035135+0.00052907i
0.0010636-0.0013934i,0.0010366-0.0011884i,-0.0014735-0.0013606i,-0.0030623-0.00038475i,-0.001471+0.00095358i,0.00049027+0.0012698i,0.00019197+0.00077966i,7.844e-05+0.00013287i,0.00027927-0.00019395i,0.00015089+1.4907e-05i,-0.00043247+2.9926e-05i,-0.00041035-0.00054147i,-1.2044e-05-0.00023766i,-0.0003325+0.00074516i,-0.00036925+0.0009865i,-0.00011393-0.00061934i,0.00022154-0.0019823i,0.00029164-0.0014748i,0.00039738-0.00052827i,0.00034152+5.8897e-05i,0.00018564+0.00037451i,0.0001422+0.00028356i,-0.00033879+0.00016368i
0.0030449-0.00082538i,0.0023826-0.001017i,2.4451e-05-0.0020354i,-0.0011586-0.0021738i,-8.3982e-05-0.0011758i,2.1826e-05-0.00043919i,0.00043704-0.00043787i,0.00092091-0.0005197i,-0.00018876-0.00063418i,-0.0010234-0.00071489i,-0.00065626-0.00038802i,-0.00042179+0.00031565i,-0.00030542+0.0003482i,-0.00043554+0.00043561i,-8.0691e-05+0.00050002i,0.00091039-0.0003263i,0.0011171-0.0011173i,0.00055899-0.0012141i,0.00081024-0.00023745i,0.0011306+0.0008884i,0.00022795+0.00042731i,-0.00098214+0.00036917i,-0.0015446+0.00097433i
0.0036215-0.0010603i,0.0040118-0.0012066i,0.0017978-0.0013926i,-0.00051422-0.0013536i,-0.00018461-0.0014046i,0.00052533-0.00097594i,7.2023e-05-0.00025115i,0.00020337-4.9876e-05i,-4.2914e-05+0.0005267i,-0.00068834+0.00070068i,-0.00064276+0.00093576i,-0.00059785+0.0015858i,-0.00047901+0.001178i,-0.00010907+0.0003848i,0.00039949+0.00022992i,0.00098737-0.00039617i,0.0020602-0.00083522i,0.0022505-0.00051945i,0.00061113+0.00031614i,-0.00094417+0.00072194i,-0.00076601+0.00058541i,-0.0005325+0.00090863i,-0.00055981+0.0014697i
0.0011746+0.0012924i,-0.00028519+0.00078226i,-0.0016854+0.0011755i,-0.001001+0.001118i,0.00047361+0.0003238i,0.0008098-0.00054493i,0.00022908-0.00067998i,-9.1031e-05+4.1436e-05i,0.00061733+0.0001639i,0.0011054-0.00039597i,0.0012389-0.00013342i,0.0012607+3.9323e-05i,0.0015062-0.0006183i,0.00076485-0.001138i,0.00020272-0.0014584i,0.0011705-0.0011427i,0.0015276-0.00040394i,0.0013108-4.5664e-05i,0.0004378+2.9925e-05i,-0.00045717+7.35e-05i,0.00015061+0.00064071i,0.00060689+0.00059616i,0.00012349+7.9177e-05i
0.0035995+0.0030399i,0.0030802+0.0014895i,0.0020412-0.00073383i,0.00057656-0.0014231i,-0.00031148-0.00061308i,-0.00094592+0.00041231i,-0.00045662+0.00058016i,0.0012247+0.00050328i,0.001495-0.00025296i,0.00082714-0.0012906i,0.00034106-0.00072797i,-0.0001197-0.00030544i,0.00023146-0.00090272i,0.00054265-0.0011501i,9.0643e-05-0.0013169i,0.00051144-0.0012648i,0.00083708-0.00083181i,0.00083463-0.0016293i,0.00052719-0.001452i,-0.00029434-0.00074663i,-0.00055478-0.00087357i,-0.00018671-0.00070088i,-0.00027101-0.00028125i
0.0011233-0.00075652i,0.0011197-0.0012439i,0.00051841-0.0010073i,-3.4762e-05-0.0010349i,4.3657e-05-0.00086813i,0.00045338-0.00027142i,0.00051681+3.1091e-05i,-0.00025293-0.00036178i,-0.00074282-2.8444e-05i,-0.00028326+0.00085809i,9.8488e-05+0.00045922i,-0.00035775-0.00052378i,-0.00043683-0.00030392i,0.00046745-4.113e-05i,0.00092087-0.0006345i,0.00028655-0.00065691i,-0.00012709+2.6918e-06i,0.0010243+0.00040183i,0.0011123+0.00078798i,-0.00047063+0.00068181i,-0.0011736+0.00011184i,-0.00072159+2.2159e-05i,9.7055e-05+0.00045758i
0.00011876+0.00074265i,0.0011134+0.00026724i,-7.4355e-05+0.0008103i,5.5075e-05+0.0022427i,0.00039121+0.0012309i,0.00038374-0.00078392i,3.806e-05-0.00064463i,-0.00039085+0.00010624i,8.6748e-05-0.00027894i,-0.00033591-0.00029241i,-0.00096462+0.00020646i,-0.00045284+0.00030331i,0.00015357-0.0008528i,0.00056546-0.0016114i,0.00075351-0.00075393i,0.00081752-0.00046122i,0.00164-0.00039277i,0.002188-0.00023352i,0.0011182+0.00019675i,-0.00028736+0.00084034i,-0.0009588+0.00082903i,-0.0012153+0.00057322i,-0.0007328+0.00056576i
0.0030084+0.00051395i,0.0026622-0.00048497i,0.00085615-0.0014463i,-0.00080236-0.0004942i,0.00021926+0.00044846i,0.00071066+0.00041117i,2.457e-06+0.00054961i,0.0005756+0.00037158i,0.0014282-8.4286e-05i,0.0011866-0.00022596i,0.00077034+0.0001041i,0.000749-0.00023536i,0.0003512-0.00063299i,0.00022185+4.8581e-05i,0.00051073+0.00040355i,0.0011196+0.00046305i,0.0011826+0.00065978i,0.00038935+0.00061737i,0.00034438+0.00030259i,0.00034938-0.00017933i,-0.00017783-0.00053224i,-0.0010789-0.00018859i,-0.00069973+4.9697e-05i
0.0039696+0.0016648i,0.0039316+0.0015017i,0.002705+0.0012579i,0.0011557+0.00019993i,0.00090482-0.0011434i,0.0012763-0.0015487i,0.00065134-0.00089749i,-0.00072185-0.00013811i,-0.00077089-0.0002363i,8.9421e-05-0.00066834i,1.448e-05-0.0001459i,-0.00051711+0.00064372i,0.00059975+0.00095265i,0.0013309+0.0010817i,0.00057634+0.001098i,0.00043731+0.0011856i,0.0003611+0.0007455i,-5.5874e-05+0.00072763i,-0.00026865+0.00047194i,-0.00019509-0.00024252i,6.9071e-05-0.00012461i,0.00017542+0.0003984i,-0.00037421+0.0004795i
-0.00074703+0.0011455i,-0.0013342+0.00080635i,-0.0028418+0.0012261i,-0.0018255+0.0025327i,0.00047605+0.0029117i,0.0013784+0.0018504i,0.00072081+0.00061551i,0.00012251-0.00010628i,-0.00025038-0.00017182i,-0.00037716+0.00051251i,-2.8413e-05+0.0011063i,0.00072397+0.0010819i,0.0010703+0.00065327i,0.0011712+0.00050979i,0.00096011+0.00039717i,0.00035936+0.00056621i,0.00022889+0.00075131i,9.7505e-05+0.0003611i,-0.00052185-1.07e-05i,0.00011857-0.00021018i,0.00074004+0.0001746i,-0.00040866+0.00085497i,-0.00070829+0.0008058i
-0.0020219-0.0001778i,-0.0015916-0.00032144i,-0.00071383+0.00016987i,-0.00027715+0.0013811i,1.1177e-05+0.001543i,9.9679e-05+0.00043047i,0.00031654-0.00058555i,0.00082102-0.00093085i,0.00013497-0.00037445i,-0.00026511+0.00046818i,0.00058794+0.0010177i,0.00082528+0.0011583i,0.00058568+0.0006597i,0.00035005+0.0012851i,-0.00029873+0.0013393i,-0.00059707+0.00010757i,-0.00056841+0.00042303i,-0.0007146+0.00056228i,-1.7741e-05+0.00054799i,0.00074405+0.0013544i,0.00092537+0.00096039i,0.0010738+0.00050621i,0.00045377-7.4768e-05i
0.0015184-0.0023918i,0.0018915-0.003068i,-0.00010669-0.002703i,-0.0013937-0.00051179i,-0.00086603+0.00065795i,4.9272e-05-0.00013776i,0.00067155-0.00095396i,0.0014116-0.00014738i,0.0011384+0.00046972i,-3.7753e-05-5.5222e-05i,-0.00012694-0.00014002i,0.00017012+0.00065792i,0.00041049+0.0015102i,0.00020411+0.0021027i,-0.00046004+0.002058i,-0.000435+0.0015959i,-8.0508e-05+0.00074599i,0.00069944+0.00015358i,0.001055+0.00072657i,0.00062921+0.00043762i,-0.00027821+0.00014448i,-0.00040765-0.00013497i,-0.00037062-0.00067131i
0.0032373-0.0013116i,0.0033068-0.00023523i,0.0016882+3.3634e-06i,0.00015837-0.00023467i,-0.00011852-0.00022275i,0.00084617-0.00060007i,0.00074785-0.00099916i,-0.00035462-0.00098643i,0.00015486-0.00069429i,0.0004803+0.00028078i,0.00013165+0.00077404i,0.00033792+0.00024109i,-9.0953e-05-0.00016129i,0.0001731-9.8217e-05i,0.00060475+8.1883e-05i,-0.00010953+0.00018188i,-0.0014406-4.6222e-05i,-0.0019145+0.00010203i,-0.0010483+0.00048748i,-0.0002647+0.00035433i,-0.0002696+0.00043245i,-0.00051059+0.0006116i,-0.00060214+4.4126e-05i
0.00074432+0.0028185i,0.0013324+0.0039921i,0.0010796+0.0041878i,0.00060615+0.0038107i,0.001104+0.0021376i,0.0011512+0.00071262i,0.00043601+0.00076912i,0.00017344+0.00079312i,-0.0001139+0.00067677i,-0.00013421+0.00050299i,-0.0002442-0.00046417i,-0.00069602-0.00034871i,-0.001019-0.00016995i,-0.0015372-0.00062058i,-0.001346-0.0007564i,-0.00045172-0.0007196i,-0.00036438-0.00071995i,-0.00063114-0.00017574i,-0.00068293+0.00078097i,-0.00012227+0.0014478i,6.8483e-05+0.0012356i,0.00016116+0.00063039i,0.00050176+3.6471e-05i
0.0026418+0.0005403i,0.00091758-0.00032105i,-0.0029035-0.00079151i,-0.0042973-0.00023816i,-0.002841+7.9472e-05i,-0.00039335-0.00012186i,0.00089228+4.4899e-05i,0.0010872+0.00023232i,0.00087979+7.9312e-05i,0.00012955-5.8907e-05i,-0.00052126-0.00010201i,-0.0013847-7.0439e-05i,-0.0012896+3.7542e-06i,-0.00044601+0.00041641i,-0.0003371+0.0006676i,-0.00046534+0.00075335i,-0.00078781+0.00095062i,-0.00080803+0.0012258i,-0.00053893+0.00072384i,-0.00079378+0.00026952i,-0.00082043+1.0707e-05i,-0.00037469+3.9882e-05i,0.00038117-0.00011856i
0.0022333-0.00032648i,0.0017068-0.002052i,0.00094785-0.0028374i,0.00017569-0.00094785i,-0.00086297+0.00033229i,-0.0010471+0.00017367i,-0.00014658-7.7451e-05i,0.0006603+0.00066044i,0.0012486+0.000656i,0.00065627-4.1422e-05i,-0.00038521+0.00063022i,-0.00061426+0.00094232i,-0.00039542+0.00039281i,-0.00070332+0.00026147i,-0.0013619+0.00029357i,-0.0019332+0.00031187i,-0.0013078+0.0002378i,-0.00055638-0.00026439i,-0.00086454-0.00021705i,-0.00059246+0.00017787i,-0.00090736-1.4337e-05i,-0.0009561-0.00097141i,-0.00019219-0.0011378i
0.00037376-0.00036357i,0.0015843-0.00068785i,0.00035556-0.00039445i,-0.00071724-0.00049503i,5.7231e-05-0.00078219i,0.00099929-0.00097862i,0.00043014-0.00065861i,-9.3193e-05-2.4452e-05i,0.00048631-0.00034478i,0.0013937-0.0010577i,0.0012352-0.0013983i,-7.3924e-05-0.001865i,1.5918e-05-0.0020135i,0.00062301-0.0016138i,8.2651e-05-0.0017062i,-0.00057889-0.0017928i,-0.00037881-0.0010616i,-0.00050874-0.00093963i,-0.00090966-0.00053047i,-0.00055545+0.00018766i,-0.0002384+2.5962e-05i,-0.00015182-0.00025916i,-0.0003423-0.00054281i
0.0027809+0.0022343i,0.0040944+0.00086525i,0.0043136-0.00029594i,0.0025227-0.0011731i,0.0009228-0.002075i,-8.6075e-05-0.001705i,-0.00081479-0.00034891i,-0.00017908+5.2114e-05i,0.00071546-0.00086637i,0.00045406-0.001762i,0.00016302-0.0018657i,0.00042041-0.0016317i,-0.00014208-0.0011729i,-0.0015087-0.00089121i,-0.0026542-0.0010556i,-0.0023602-0.00067336i,-0.00183-0.00013722i,-0.0015762-1.7883e-05i,-0.00095125+0.00084482i,-0.0010693+0.0014744i,-0.00073174+6.8633e-05i,0.00028307-0.00081769i,0.00032304-0.00058936i
0.0014006+0.00036008i,0.0016306-0.00092739i,0.00016478-0.0015708i,-0.0016367-0.00059252i,-0.00055673+7.6514e-05i,0.00058749-5.9241e-05i,0.00013775-0.0002263i,-0.00021723+0.00041596i,-0.00020238+0.00062372i,7.9123e-05-0.00011298i,-0.00022103-0.00031529i,8.2183e-06-0.00070646i,-7.3231e-05-0.0014998i,-0.00040265-0.001954i,-7.5607e-05-0.0015735i,-0.00018717-0.00066547i,-5.6347e-05-7.5145e-05i,-0.00073175-9.0278e-05i,-0.0016763-0.00033229i,-0.0013173-0.0004625i,-0.00035793-0.00062565i,-0.0006982-0.00069423i,-0.0008931-0.0010544i
0.0036457-3.4598e-05i,0.0037587-0.0015081i,0.0018704-0.0021403i,0.00011934-0.0012178i,0.0001002-0.00094237i,-1.0663e-05-0.0012456i,-0.00072073-0.00045112i,-0.00023649-0.00021095i,0.00016178-0.0011056i,1.7508e-05-0.0012021i,0.00032335-0.00023613i,0.00041201+0.00047659i,0.0004337+0.00039439i,0.00014514-0.00032611i,-0.00012759-0.00099279i,-0.00042153-0.00092371i,-0.00043396+0.0001154i,-0.00045531+0.0010469i,-0.00061913+7.675e-05i,-4.0209e-06-0.0012096i,0.00035979-0.0013468i,0.00010504-0.00090958i,-0.00010182-0.00019526i
0.0026228+0.0025119i,0.0039116+0.0022791i,0.0032103+0.0010313i,0.0014299+0.00012105i,0.00049596+0.00040052i,-3.272e-05+0.00029493i,-0.0012573+0.00058021i,-0.0012392+0.00047135i,-0.00047132-0.00099523i,0.00021676-0.0014989i,0.00058034-0.0009895i,0.00089312-0.00011305i,0.00044995+0.00040653i,2.4304e-05+6.5462e-05i,0.00026345-0.00022864i,3.3817e-05-0.0006533i,-0.00096198-0.00095874i,-0.0012494-0.001068i,-0.0005854-0.00096237i,-0.00051478-0.00091763i,3.4125e-05-0.00182i,6.1296e-05-0.0018976i,-0.00080072-0.0016421i
0.00040327+0.0011671i,0.0012593+0.0018556i,0.0002924+0.0011715i,0.00014212+0.00069953i,0.00083016+0.00065992i,0.00087641+0.00015493i,0.00054705-0.00037694i,3.9326e-05-0.00028705i,-0.00032968-0.00086988i,-0.00092671-0.0012061i,-0.00017396-0.0003975i,0.00031287+0.00083653i,0.00075423+0.0016265i,0.0011684+0.0020196i,0.00047403+0.0012773i,-0.00011586-0.00011936i,-0.00022155-0.0015205i,9.2925e-05-0.0016181i,-0.00034108-0.0011173i,-0.0012823-0.00054467i,-0.00017321-0.00046342i,0.0014935-0.0011586i,0.0018359-0.0013129i
-0.00026525-0.0012493i,-0.001189-0.0017954i,-0.0021269-0.0022673i,-0.0020289-0.00058699i,-0.0012575+0.00045274i,0.00034354-0.00030008i,0.00063512-0.00096583i,-1.043e-05+0.0002085i,-0.00050021+0.0010354i,-0.00041525+0.00096079i,-0.0003738+0.0010947i,1.1631e-05+0.001014i,0.00085931+0.0014607i,0.0007046+0.0017455i,-6.5055e-05+0.0009261i,-0.00044587-2.2192e-05i,-0.00060585-0.00093682i,-0.0013631-0.0010953i,-0.0017061-0.00057226i,-0.00099727-0.00058451i,0.00023389-0.001416i,0.00056361-0.0010926i,0.00040889-0.00052283i
-0.0013646-0.0023133i,-0.0011307-0.0025141i,-0.00058693-0.00062859i,0.00069977+0.0006302i,0.0014708+0.00022995i,0.0015386-0.00024816i,0.00069048-0.00020421i,4.857e-05-0.00036089i,0.00032819-0.00077384i,0.00076301-0.00056941i,0.00071458+0.00060829i,0.00031373+0.00085613i,0.00034576+0.0008021i,0.00043666+0.0011548i,4.1896e-05+0.00069116i,-1.5897e-05-0.0014804i,0.0003746-0.0028009i,0.00031302-0.0019022i,0.00058821-0.0014732i,0.0010779-0.0011006i,0.0012973-0.00018544i,0.0012274+0.00021653i,0.00069711+0.00011581i
0.0031748-0.0013888i,0.0037917-0.0031395i,0.0029512-0.0029948i,0.00094045-0.0015178i,0.00011803-0.00085999i,0.00032806-0.001249i,-0.00015187-0.0012128i,-0.00012768-0.00013671i,0.00055751+0.00074776i,-0.00027872+0.00027777i,-0.001166+8.5074e-05i,-0.001406+0.0005641i,-0.00087601+0.0017538i,-0.0012318+0.0020215i,-0.00091194+0.00059809i,0.00016503-0.00074941i,-2.578e-07-0.0015533i,-0.00056181-0.0019283i,-0.00032062-0.001036i,0.00014131-0.00028121i,0.00012228-0.0002778i,0.00021577-0.00042854i,0.00069025-0.00050579i
0.002902-0.0012431i,0.0032074-0.001716i,0.00080141-0.001455i,-0.00065638-0.00060023i,-0.00016697+0.00040501i,0.00054744+0.00050167i,0.0005938+0.00030522i,0.00020501+0.00041426i,0.00067128+0.00039672i,0.0010004+0.00046353i,-4.4786e-05+0.00057478i,-0.0010612+0.00033165i,-0.00078104+0.00042249i,-0.00030794+4.664e-05i,0.00014612-0.00089909i,0.00040248-0.0023726i,0.00097876-0.0024712i,0.0013433-0.00098184i,0.0011041-0.00083157i,0.00046365-0.001699i,-0.00035235-0.0011693i,-0.00041933-0.00027727i,0.00063541+0.00023181i
0.0024208+0.00079483i,0.00086359+0.00018077i,-0.0011468-0.00056101i,-0.00050233+0.00092259i,0.00097713+0.0014738i,0.00077034+0.00019591i,0.00017968-0.0007927i,3.6311e-05-0.00021105i,-1.9992e-05-0.00040169i,-0.00031587-0.0008527i,-0.000779-1.137e-05i,-0.0012287+0.00085987i,-0.0009863+0.0011576i,-0.00058382+0.0010191i,0.00067072+0.00014175i,0.0016-0.00076245i,0.0016998-0.0010759i,0.0012288-0.001085i,0.00087478-0.00092156i,0.0010943-0.00047869i,0.00059416+0.00025007i,0.00020357-0.00039066i,6.1447e-05-0.00090797i
0.0045636+0.0003859i,0.0043084-0.0010584i,0.0006487-0.0032247i,-0.0018667-0.0027644i,-0.0015203-0.00068081i,-0.00045375+0.00014828i,0.00072541+7.4781e-05i,0.0011249+0.00012617i,0.00041153-0.000328i,0.00048256-0.00097438i,0.0005216-0.0006418i,0.00038855-0.00022549i,0.00026445+0.00056667i,0.00047891+0.00073975i,0.0012865+0.0013388i,0.0019044+0.0016561i,0.0016209+0.00012699i,0.00094689-0.0012635i,0.0008589-0.0014853i,0.0014234-0.0014024i,0.0015851-0.00068942i,0.00047339+0.00019302i,-0.00021313+0.00011224i
