4.3442e-05+0.0023379i,-0.00066625+0.0014393i,-0.0032451+0.0012449i,-0.0022666+0.00086558i,-0.00090278+0.0010575i,-0.0001364+0.0012243i,0.00069171+0.0015574i,0.0011838+0.0014019i,0.001517+0.00043388i,0.0013314+0.00018055i,0.0014804+0.00035004i,0.00090493+8.3297e-05i,-7.5903e-05-0.00050771i,0.0002161-0.0012255i,-0.0001216-0.0011562i,-0.00071347-0.00097082i,-0.00042835-0.00051049i,9.6942e-06+0.000272i,3.4147e-05+0.00022804i,-0.0004267+0.00012379i,-0.00090946+0.00049286i,-0.00087252+0.0008555i,-0.00036418+0.00083733i
0.0023186+0.0015246i,0.0033871+0.0020418i,0.0025681+0.0019255i,0.0016563+0.001352i,0.00068461+0.00024652i,-0.0010196-0.00052245i,-0.001567-0.00075358i,-0.00059203-0.00076839i,0.00021232-0.0010741i,0.00019382-0.0013681i,0.00030547-0.0014165i,0.00060955-0.00049016i,0.00037454+0.00054422i,0.00039237+2.4124e-05i,0.0013242-0.00018996i,0.0025205-5.953e-05i,0.0027778-0.00070257i,0.0023193-0.00062293i,0.0020336-0.00079866i,0.001959-0.00097765i,0.0016699-2.295e-05i,0.00047442+0.00060736i,0.00033135+0.00069348i
0.00011036+0.0036205i,-0.00031242+0.0038566i,-0.0011934+0.0031782i,-0.00093723+0.0029493i,0.00017449+0.0015043i,0.0010118+0.00012259i,0.00018337+8.1875e-05i,-0.00025103-2.6126e-05i,-7.794e-05+0.00010719i,0.00048526+4.7692e-05i,0.00058482-0.00049918i,0.00022225-0.0019507i,0.00026142-0.002651i,0.00024776-0.0017448i,-6.9548e-05-0.0010267i,0.00096033-0.00042941i,0.0022237+0.00051185i,0.00143+0.00039937i,0.00070246-0.00024129i,0.00037246-3.7751e-05i,0.00039254+0.00031767i,0.00049927+0.00085464i,-9.3017e-05+0.0016206i
0.00057662+0.004292i,-0.00015451+0.0023103i,-0.0015869+0.001291i,-0.00047967+0.00072729i,0.0019746-0.00047075i,0.0019794-0.0016201i,0.0013572-0.0013103i,0.00089671-0.00014949i,0.00098398+7.9029e-05i,0.0016357-0.00057089i,0.0018715-0.0011481i,0.00096058-0.00073456i,-9.2248e-05-0.00045073i,-0.00030778-0.0010222i,-1.5053e-05-0.0015598i,0.0010271-0.00013474i,0.0024028+0.0008338i,0.002835+0.0015074i,0.0017135+0.0018602i,0.00096334+0.001182i,0.00048836+0.0012138i,0.00078041+0.00024018i,0.0014619+0.0001378i
-0.00072245-0.0008268i,-0.0010749-0.00086037i,-0.0011822-0.00022843i,-0.0012132+0.0015345i,-0.00090912+0.0019865i,-0.00033422+0.00037864i,-0.00041883-0.0013274i,0.00040722-0.001735i,0.0011655-0.0012353i,0.0011918-0.00060992i,0.0017702-0.00017275i,0.002076+2.0231e-05i,0.0021556-0.00061074i,0.0020955-0.00059822i,0.0015394+0.00010991i,0.0003937+0.00061344i,0.00066024+0.0013283i,0.0014854+0.0010474i,0.00088208+0.00064822i,0.00061047+0.00088495i,0.00082942+0.00065326i,0.00063967+0.00077149i,0.00043773+0.0010003i
-0.00018841+0.00024045i,-0.00078665-0.00013338i,-0.0020716+0.00072679i,-0.00067746+0.0013663i,0.0018332+0.0012628i,0.0019815+0.0005929i,0.00046881-5.9669e-05i,0.00015131-0.00062145i,0.00049627-0.00053006i,0.00065851-0.00030275i,0.0012182-0.00059637i,0.0016283-0.00051599i,0.0013073+0.00019773i,0.0008677+9.3669e-05i,0.00058025+0.00029452i,-0.00014434+0.0016946i,-0.00038518+0.0018634i,-0.00033026+0.001054i,-0.00046165+2.7269e-05i,-0.00078606-0.00011215i,-0.00087011+0.0004363i,-0.00066531+0.0010148i,9.9695e-05+0.0011595i
0.0021366+0.0010856i,0.001712+0.00012653i,0.0014309-0.00031062i,0.00085614+0.0004897i,-0.00033511+0.00034157i,-0.00022749-0.00088558i,-0.00013439-0.0010181i,-0.00014009-0.00047736i,0.00043852-0.00035108i,0.00078124+0.00020159i,0.00087658+0.00063617i,0.0011893+0.00058911i,0.0011451+0.00062836i,0.00035907-9.4226e-05i,-0.00053916+8.9927e-05i,-0.00064107+0.0011463i,-0.00067084+0.0013076i,-0.00028757+0.0015954i,-0.00016347+0.00098611i,-0.00070349+0.00015263i,-0.00062503+0.00015853i,-0.00089079+0.00071556i,-0.00055244+0.0010635i
0.0026235-0.001824i,0.0029764-0.002882i,0.00027551-0.0030514i,-0.0012175-0.0016023i,-0.000215-0.00058212i,0.00032367-0.0012039i,0.00040122-0.00094798i,0.00052188-0.00029941i,0.00076498-0.00038751i,0.00044736-0.00025109i,-0.00068515+0.0010407i,-0.00040135+0.0024134i,0.00013762+0.0026452i,-0.00066095+0.0019255i,-0.00079269+0.0011475i,-0.00043512+0.00085406i,1.7869e-06+0.0011534i,-0.00014972+0.0015573i,-5.9864e-05+0.00088615i,0.0010392+0.00032269i,0.0006055+0.00041577i,-0.00056922+0.0009292i,-0.00084136+0.0016624i
0.0011391+0.0012125i,0.0017336+0.00068894i,0.001266+0.0001274i,-4.9004e-05+0.00072198i,-0.0002231+0.0015226i,-0.00060195+0.0013962i,-0.0013176+3.5505e-05i,-0.0011825-0.00037466i,-0.0010317-0.00024252i,-0.00093909+0.00039926i,-0.0012624+0.0009152i,-8.5415e-05+0.0015681i,0.0011033+0.0018762i,0.00012036+0.00060351i,-0.00098513+0.00033001i,-0.0017003+0.00093193i,-0.0023476+0.00075741i,-0.0022113+0.00033218i,-0.0011825-0.00021242i,-0.00086929-0.00076825i,-0.00078769-0.00089171i,-0.00082601-1.3136e-05i,-0.00089005+0.00055372i
0.0013971+0.0027527i,0.0029019+0.0029797i,0.0029799+0.0023426i,0.00094011+0.0011596i,0.00036097+0.00019441i,0.0011231-0.00044837i,0.0011865-0.00034095i,0.00068501-0.00034526i,0.0006475-0.00022718i,0.00068476+0.00053892i,-0.00013064+0.0010634i,-0.00096771+0.0012302i,-0.0013831+0.0013345i,-0.001331+0.001229i,-0.0015745+0.00056154i,-0.002295+0.00026547i,-0.0025515+0.00044054i,-0.0020775+0.00038032i,-0.00074637-0.00010225i,0.00028145-0.0004811i,-0.00022458-0.00062214i,-0.0013714-0.00030149i,-0.00082376+0.00010748i
0.0029134+0.00036668i,0.0034299+3.7809e-05i,0.0010084-0.00078392i,-0.0012668-9.0023e-05i,-0.0012057+0.00057077i,-0.00059058+9.8365e-06i,0.00010801+0.00041816i,0.00044472+0.0017124i,-0.00021213+0.00099526i,-0.00067923-0.00088208i,-0.0010536-0.00086294i,-0.0019739+6.6174e-05i,-0.0023899+0.0010193i,-0.0017889+0.0013685i,-0.001931+0.00042788i,-0.0017486-3.1208e-06i,-0.00046866-8.157e-05i,-0.00026979-0.00026233i,-0.00071225-3.523e-05i,-0.00016712+4.7429e-05i,0.00046946-9.5739e-05i,-0.00012417+7.1671e-06i,-0.0014403+0.00021778i
-0.0018051+0.0005437i,-0.00070298+0.00048126i,-0.0013331-3.6655e-05i,-0.0017827-0.0010238i,-0.00022951-0.0015237i,0.00097697-0.0020097i,0.00013377-0.0014938i,-0.00050719-0.00054834i,-0.00086585-0.00037507i,-0.0010474-0.001075i,-0.0011459-0.00079879i,-0.00073739+2.9022e-05i,-0.00065913+0.00012728i,-0.0012128-0.00059577i,-0.00074564-0.0013642i,-0.00053178-0.0012424i,-0.00064655-0.0011242i,-0.00011143-0.0014752i,0.00088395-0.0011988i,0.00080995-0.00049531i,0.00018934+0.00028993i,-0.0006202+0.0003875i,-0.00099893-0.00017701i
0.0029742+0.00208i,0.0034204+0.0023736i,0.0029077+0.00040559i,0.0014926-0.00041363i,0.00094522+0.00044955i,0.00084558-4.3266e-05i,-0.00038991-0.00039506i,-0.0012991-6.9799e-05i,-0.00048096+0.00025169i,0.00044258-7.3444e-05i,0.00036395-0.00088832i,-0.00011236-0.00058455i,-0.00089377-0.00032044i,-0.0015217-0.000146i,-0.0012284+8.3398e-05i,-0.00069122-5.1776e-05i,5.1816e-05-0.0004592i,0.00020545-0.00028007i,0.000172+0.00055016i,1.8738e-05+0.0013185i,-0.00067389+0.0013137i,-0.00079349+0.00057778i,-0.00088163-0.00015507i
0.0038705+0.0010127i,0.0042778+0.0017957i,0.0030007+0.0016805i,0.0021583+0.00099294i,0.0027709+0.0006902i,0.0030509-2.7734e-05i,0.0017526-0.00025175i,6.5818e-05-4.9139e-05i,-0.0003398-0.00010161i,0.00040031-0.00094516i,0.00059563-0.0011883i,0.00030639-0.00081683i,-9.4042e-05-0.0012383i,-0.00065874-0.00086783i,-0.0012894+8.5246e-05i,-0.001303-9.5692e-05i,-0.00060992-0.00017295i,-0.00017445+0.0003945i,-8.2776e-05+0.0004885i,-0.00059455+0.00021824i,-0.00089655-0.00014055i,-0.00044834-0.0002843i,-0.00017166-0.00040274i
0.0019171+0.0021229i,0.00028696+0.0016334i,-0.002163+0.0020241i,-0.0026188+0.0014566i,-0.0010418+0.00039877i,-0.00048879-0.00033246i,-0.00049937-0.00042081i,-0.00024872-0.00023541i,3.2928e-05-0.00091049i,0.00051545-0.0012288i,0.00065037-0.0013708i,1.6738e-05-0.0012509i,-0.00035699-0.00098334i,0.00020363-0.00088441i,0.00034379-0.00079715i,0.00030682-0.00029285i,-0.0003732-0.00043729i,-0.00068783-0.00073497i,-0.00021536+0.00013695i,-0.00056266+0.00054104i,-0.00060692+0.00044654i,-9.7988e-05+0.00038413i,0.00037054-0.00023119i
0.00033185+0.002097i,0.00032202+0.0013479i,0.0002883-0.00027104i,0.00075352-0.00086684i,0.00081084-0.00070599i,0.00052118-0.0013801i,0.00055933-0.0013237i,-2.3912e-05-4.6451e-05i,-0.00065988+0.00021501i,-9.2188e-05+4.0131e-05i,0.00064953-0.00036914i,0.000642-0.0013184i,0.00069305-0.0019608i,0.00088675-0.001891i,0.00019718-0.0017309i,-0.00063788-0.00094354i,-0.00093903+1.0486e-05i,-0.00042907+0.0002403i,0.00026111+0.00046829i,1.0918e-05+0.00046871i,-0.00023951+0.00053866i,-0.00013031+0.00045613i,-0.00026662-0.00025054i
0.0041956-0.00044588i,0.0035213-0.00015086i,0.0018238-0.00033128i,0.0012412-0.00058379i,0.00091988-3.544e-05i,0.0006838-0.00050619i,0.00050209-0.00098575i,0.00027841-0.0011358i,-7.6515e-05-0.00077314i,-0.00048666-0.00020135i,-0.00013719-0.00054492i,0.00088082-0.00091257i,0.00084679-0.0011166i,-0.00055205-0.0011798i,-0.0010786-0.00022448i,-0.00079956+0.00068183i,-0.0011102+0.00015689i,-0.00082076+0.00073998i,-0.00084073+0.0013709i,-0.0014109+0.00035696i,-0.00051111-0.00025197i,0.00086595+0.00010142i,0.00050963-0.00067136i
0.00067549+0.0015768i,0.00043983+0.001235i,-0.00030162+0.00034146i,-0.0010324+0.00071727i,-0.00076847+0.00044368i,0.00016566-0.0015012i,0.00045542-0.0022435i,0.00085356-0.001148i,0.00084267+0.0004274i,0.00080401+0.0015668i,0.00083166+0.00079748i,0.00083137-0.00048242i,0.00045767-0.0013646i,-0.00061132-0.00088564i,-0.0013626-0.00010731i,-0.0011955-0.0008155i,-0.00091774-0.0008211i,-0.00036721+0.00052918i,-0.00033799+0.0014386i,-0.00084449+0.0012915i,-0.00070361+0.00084508i,-0.00052159-0.0003989i,-7.8789e-05-0.00096634i
0.00079792-0.00071565i,-0.00011401-0.00081092i,-0.00137-0.0021095i,-0.00072174-0.0018711i,0.00085011-0.00032262i,0.0014091-6.6867e-05i,0.0012046-0.00045796i,0.00067165-0.00041681i,0.00044369-0.00044505i,0.00075452+6.8375e-05i,0.0013089+0.0010121i,0.0017265+0.0016244i,0.0020176+0.0017423i,0.0020692+0.00068097i,0.0010424-0.0003017i,-0.00076167-0.00043078i,-0.0015958-0.00084312i,-0.0019532-0.00091858i,-0.0021402-0.00079217i,-0.0014095-0.00053311i,-0.00038073-0.00035846i,0.00066645-0.00045531i,0.00091281-0.00067225i
0.0020811+0.00063478i,0.0019127-0.00093015i,0.00059228-0.0022942i,-0.00033899-0.0016727i,8.2229e-05-0.00061293i,-0.0001261-0.00085871i,-0.00041148-0.0018836i,0.00017196-0.0018613i,0.000302-0.0006435i,0.00062024+0.0010764i,0.00086302+0.0016231i,0.00153+0.00064535i,0.0021522+0.00040822i,0.0018223+0.00012419i,0.00031479-0.00072881i,-0.00080412-0.0011893i,-0.0015465-0.0014296i,-0.0012246-0.0012176i,-0.00060642-0.00033909i,-0.0004812-0.00037897i,-0.00021359-0.00062521i,0.00031782+0.00055897i,0.00019509+0.00059732i
-0.00030262+0.00075164i,0.0010518-0.00040103i,0.00051334-0.00049305i,2.3739e-05+0.00030635i,0.00017016+0.0002367i,0.00020298-0.0019052i,-0.00034306-0.0023973i,-0.00096768-0.00080464i,-0.00078626+0.00012082i,7.0743e-05+0.00046095i,0.00079694+0.0011195i,0.00071232+0.0012142i,0.00039606+0.00076283i,0.00032833-0.00022427i,0.00097828-0.0016204i,0.0010127-0.0027754i,2.3289e-05-0.002795i,-0.00094064-0.0017401i,-0.0013568-0.00073597i,-0.0012801-0.00070321i,-0.0012929-0.00094629i,-0.00079917-0.0009929i,6.7424e-05-0.00082052i
0.001565-0.00053712i,0.0031687-0.0015231i,0.0029958-0.00056754i,0.0015268+0.0011618i,0.0013575+0.00108i,0.0014191+0.00010495i,0.00081784+3.1576e-05i,0.0010496+0.0013056i,0.0010292+0.0020888i,0.00052134+0.0012969i,-0.00020275+0.00066727i,-0.00079105+0.0017114i,-0.0005436+0.0020036i,0.00026417+0.00083739i,0.00060325-0.00066112i,0.00019902-0.0023068i,-0.00019895-0.0033214i,-0.00071321-0.0029092i,-0.0015007-0.0020145i,-0.0020249-0.001084i,-0.0016505-0.00037135i,-0.00076656-0.00036646i,0.00018376-0.00025136i
0.00348+0.0010703i,0.0060079+0.00025897i,0.0048003-4.1891e-05i,0.0032499-8.0194e-05i,0.0036073+0.00023137i,0.0033919+0.00032474i,0.0018611-0.00020942i,0.0012936-0.00021512i,0.0012503-5.2504e-05i,0.0012043-8.8693e-05i,0.00099882+0.00082189i,0.00016759+0.0016932i,-0.00085634+0.0020457i,-3.831e-05+0.0012382i,0.0010154-0.00037138i,0.0010419-0.0013587i,0.00034439-0.0019511i,-0.00054906-0.0014392i,-0.0006034-0.00033661i,-0.00066027-9.4621e-05i,-9.283e-05-0.00063266i,0.00012876-0.00072344i,5.0059e-05-0.00086534i
0.0045186+0.0015289i,0.0049569+0.0015663i,0.0019131+0.0024503i,-0.00021586+0.0021896i,-0.0007987+0.0013372i,-0.0013969+0.00025357i,-0.0016275-0.0010726i,-0.0019439-0.0016398i,-0.0017879-0.00084648i,-0.0010068+0.00014095i,-0.00050262+0.00041708i,-0.00067349+0.00032881i,-0.00054089-7.1977e-05i,0.00069789+0.00015623i,0.0016547-5.1609e-05i,0.0020441-0.001043i,0.0019439-0.0016953i,0.0013924-0.0016094i,0.00039116-0.0014207i,-0.00011019-0.0013348i,0.00012086-0.0016976i,0.00022461-0.0016568i,-0.00043452-0.00094108i
0.00079385+0.003483i,0.00085297+0.0040581i,0.00046292+0.0037357i,0.00022379+0.0034252i,0.00060126+0.0024511i,0.0005313+0.00034795i,-0.0011365-0.00016179i,-0.0022659+0.0004561i,-0.0013769+0.00078954i,-0.00079415+0.0011615i,-0.00097192+0.00068397i,-0.0012335-0.00042259i,-0.0017113-0.00066972i,-0.0013264-0.0007706i,0.00056056-0.0011495i,0.0019621-0.0012781i,0.0015624-0.0016709i,0.00081849-0.0022885i,0.00040759-0.0018558i,0.00026482-0.0012871i,0.00028491-0.00091954i,2.9293e-05-0.00029269i,-0.00040787-0.0003581i
0.00087126+0.0046848i,0.0016733+0.0039549i,0.0016433+0.0027739i,0.0017873+0.0018349i,0.001559+0.00027565i,0.00056749-0.00078854i,-0.00029951-0.00072532i,-0.00025018-0.00063223i,0.00083298-4.4003e-05i,0.00096636+0.00030479i,-0.00098016-1.2916e-05i,-0.0015734-0.00096669i,-0.0010582+0.00010518i,-0.00020607+0.00088246i,0.00054563+0.00026356i,0.0006534-0.00012658i,0.00080132-0.0006382i,0.00094402-0.0014443i,0.0010756-0.0013076i,0.00064529-0.00043655i,0.0004304-0.00073631i,0.00034883-0.0010771i,-0.00025006-0.00063634i
-0.0010032+0.0025868i,-0.0014204+0.0015303i,-0.002384+0.00084949i,-0.0021253+0.00066148i,-0.00064132-0.00049304i,-0.00017145-0.0023654i,-0.00053663-0.0024992i,0.00077273-0.0019164i,0.0013367-0.0012294i,-9.6082e-05-0.00070785i,-0.00046096-0.0011484i,-0.00041865-0.000924i,-0.00042306+0.00045328i,9.2531e-05+0.0021206i,0.0010046+0.0020509i,0.0025877+0.0013432i,0.0036906+0.0007187i,0.0031826-0.00029055i,0.0015372-0.0010829i,0.00047029-0.001084i,0.00049184-0.00064957i,0.0013522-0.0012888i,0.0015114-0.0013297i
-0.0013926+0.00071652i,-0.0017042+0.0004639i,-0.002589-0.00051706i,-0.0023226-0.00027667i,-0.0010012+0.001046i,-0.00080417+2.3982e-06i,-0.0013052-0.0016445i,-0.0017052-0.0014438i,-0.0013826-0.0012088i,-0.0010261-0.001176i,-0.00066697-0.0017052i,-0.0004607-0.0019305i,-0.00088323-0.0016433i,-0.0013122-0.0016427i,-0.00020312-0.0010601i,0.0015173+0.00033957i,0.0020786+0.00012285i,0.0025874-0.00095879i,0.0029479-0.00027513i,0.0019602+0.00063664i,0.00073577+0.00034392i,0.00088949-9.2955e-05i,0.00050148-0.00013321i
-0.0013688-0.00010829i,-0.00036531-0.00068845i,0.00054965+0.00025325i,0.00092614+0.0010951i,0.0012856-0.00066387i,-0.00012506-0.0020733i,-0.0018105-0.0019587i,-0.0020522-0.0013865i,-0.0016546-0.00097816i,-0.0011279-0.00091954i,-0.00074245-0.00090055i,-0.00036137-0.0008974i,0.0001721-0.0011477i,-0.00080722-0.00097407i,-0.0018687+0.00055639i,-0.0010164+0.0010857i,5.5057e-05+0.00048306i,0.00081533+0.00043875i,0.0010999+0.0012313i,0.0015204+0.0011006i,0.0011502+0.00063132i,0.00058844+0.00077232i,0.00039139+0.00036608i
0.0027832-0.0010595i,0.0016446-0.0020932i,-0.00019634-0.0023289i,-0.0011287-0.00091156i,-0.00080135+6.9243e-05i,6.8376e-05-0.0012172i,0.00072769-0.00096905i,0.00072901+0.00055041i,0.00071317+0.00089976i,0.001353+0.00031531i,0.001187-0.00020539i,0.00030046-0.00057596i,-6.5099e-06-0.00057895i,-0.00070992-2.8552e-05i,-0.0013968-3.6853e-05i,-0.0015949+0.0009091i,-0.00064773+0.0023759i,0.0010133+0.0024055i,0.0012442+0.0020734i,0.00032649+0.0013232i,0.00033492+0.00037469i,0.0013612+0.00011544i,0.0010747-3.974e-05i
0.0026502-0.0011716i,0.0052051-0.0023921i,0.0040889-0.0020376i,0.0018417-0.00038727i,0.0013141+0.00014094i,0.0012647-0.0011849i,0.0011138-0.0021527i,0.0018876-0.0017722i,0.0030067-0.001746i,0.0030701-0.0011245i,0.0018716-0.00023099i,0.001457+0.00049177i,0.0011131+0.00036371i,0.00047656-0.00080238i,0.00051413-0.00059776i,0.00015376+0.001241i,0.00093019+0.002131i,0.0022553+0.0015448i,0.0017803+0.00081713i,0.0011626+1.7178e-05i,0.0012713-0.00010512i,0.0011544-0.0002363i,0.00077165-0.00014863i
0.0045122-0.00013495i,0.0047686-0.0001159i,0.0024091+0.00054773i,0.00074491+0.0014905i,0.0008251+0.0023382i,0.0012086+0.0017177i,0.00099185+0.00015791i,0.00088011-0.0013491i,0.0008824-0.0025616i,0.00086055-0.0020158i,0.00087339-0.00094833i,0.00067422-0.00026752i,0.00074883+0.00086733i,0.00026133+0.0014268i,-0.00093957+0.0010095i,-0.0019357+0.00061354i,-0.0019409+0.00080162i,-0.00083506+0.0012646i,-9.637e-05+0.00093808i,0.0004046+0.00044446i,0.00081116+0.0003393i,0.00046775+0.00078222i,0.00032686+0.00059231i
0.0031529+0.0034907i,0.0021562+0.003145i,-0.00035998+0.0015612i,-0.00069925+0.0011804i,0.00078954+0.00075043i,0.0019618-0.00056746i,0.0010998-0.0013429i,-0.0010302-0.00055271i,-0.0017757+0.001448i,-0.00051771+0.0024202i,0.0004423+0.0019265i,8.7287e-05+0.0010874i,-0.00039777+0.00038213i,-0.00051491-0.00035765i,-0.0003471-0.0010045i,-0.00057715-0.00027397i,-0.0014139+0.0013904i,-0.0014124+0.0018101i,-0.0014734+0.0010795i,-0.0014215+0.0010028i,-0.00064058+0.0018235i,0.00056871+0.0021965i,0.00098015+0.0018975i
0.0021526+0.0013201i,0.0018431+0.0015407i,0.00033226+0.0016418i,-0.0010092+0.0013554i,-0.00028609+0.0016271i,0.001563+0.0016292i,0.0018423+0.0007321i,0.0016213+0.00092209i,0.0021019+0.0015509i,0.0019366+0.0027184i,0.001043+0.0036824i,0.0010252+0.0035407i,0.0021532+0.0020761i,0.0023757+0.00057619i,0.00086471+0.00047525i,-0.0011704+0.0011862i,-0.0014846+0.0018737i,-0.00046004+0.0020038i,0.00054809+0.001978i,0.00053263+0.0016723i,0.00085493+0.00076627i,0.0014128+0.00063731i,0.00076111+0.00049311i
-0.00029116+0.0039671i,-0.00042557+0.0035108i,-0.0012343+0.0023995i,-0.0010094+0.0018386i,-0.00047431+0.0022908i,0.0006932+0.00071547i,0.0019118-0.00031846i,0.0026788+1.2038e-05i,0.0030503+3.2859e-05i,0.0028399+0.00032862i,0.0019264+0.0016354i,0.0014892+0.0018701i,0.0012124+0.00031975i,0.00015382-0.00059006i,0.00037935-0.00092216i,0.00057582-0.0011925i,-0.00017521-0.0014349i,-0.00018292-0.0012661i,0.0007214-0.00010418i,0.001381+0.0010946i,0.00084896+0.00092395i,0.00031822-0.00024711i,0.00049279-0.00061789i
-0.0024155+0.0021345i,-0.0027961+0.0016431i,-0.0034033+0.001403i,-0.0025404+0.0017333i,-0.00081873+0.00030131i,0.00052067-0.00016651i,0.00061317+0.00051415i,9.4573e-05+0.00071036i,-0.00040941+0.00042847i,-0.0010314+0.00020925i,-0.00095884-0.00010916i,-0.00082593-0.00010481i,-0.00055144+0.00063585i,-6.6174e-06+0.00080843i,8.7832e-05+0.00073447i,-0.00079996+0.00049016i,-0.0023355-0.00030787i,-0.0024429-0.00038559i,-0.0011493-0.00067242i,-0.00077694+0.00016715i,-0.00064151+0.0012917i,-0.00031291+0.0015351i,-0.00026019+0.00173i
-0.0013255-3.5698e-05i,-8.5453e-05-0.00056681i,9.6781e-05+5.3005e-05i,0.00082613+0.00086017i,0.0021491+0.00057589i,0.002367+0.00011309i,0.00040703+0.0012741i,-0.0016806+0.0027356i,-0.0021399+0.0029523i,-0.0023328+0.0026332i,-0.0031883+0.0022939i,-0.0028813+0.001946i,-0.0014807+0.0014194i,-0.0010606+0.0003275i,-0.00040231-0.0001959i,-0.00046237+0.00027523i,-0.0011225+0.00039062i,-0.0010935+0.00076335i,-0.00095618+0.0015147i,-0.00060139+0.001466i,-7.5682e-05+0.001883i,-0.00012711+0.0019304i,-0.00069245+0.0013792i
0.00091122-0.00057234i,0.0022959-0.0019928i,0.0020174-0.0011052i,0.0013015+0.00062617i,0.0016362+0.001043i,0.001561+0.00087547i,0.00010376+0.001051i,-0.0002369+0.0022908i,-0.00016155+0.0031028i,-0.0003364+0.0019766i,-0.00068958+0.0014057i,-0.00063446+0.000502i,-0.00033774-0.00039088i,-0.00046936-1.3861e-05i,-0.00044712-0.00044064i,-0.00058623-0.0010583i,-0.00030983-0.00051373i,0.0010525+0.00072247i,0.0016128+0.0015956i,0.0014621+0.0014723i,0.0010824+0.0016365i,0.00060194+0.0012223i,0.00049156+0.00080221i
0.0035896-0.0020448i,0.0041743-0.0018387i,0.0023986-0.0013775i,0.00067084-0.00064272i,0.0012228+0.0010129i,0.0011263+0.0013506i,-0.00066609+0.0009144i,-0.00072459+0.00072052i,0.00033979-0.0003822i,-0.00041686-0.0023494i,-0.00086487-0.0032805i,-0.00085571-0.0020644i,-0.0012709-0.00076131i,-0.00072212+0.00049382i,0.000213+0.0012714i,-0.00014821+0.00046843i,-0.00089959-0.0010728i,-0.00075807-0.0017492i,-0.00051558-0.0004729i,-0.00086173+0.00084756i,-0.0015327+0.00096706i,-0.0013728+0.00016866i,-0.00047055-0.00048044i
0.0075578-0.00022388i,0.0069129-0.00040057i,0.0031453+0.00037948i,0.0003719+0.001683i,-0.00019025+0.0020987i,-0.00022345+0.00058714i,-0.0010664-0.0011415i,-0.0013795-0.0014173i,-0.0013269-0.0020066i,-0.0016971-0.0027171i,-0.0023361-0.0027337i,-0.0021556-0.0019804i,-0.00053793-0.00044368i,0.0002913-0.00037872i,0.0003164-0.00046333i,-0.00039671-0.00056804i,-0.0015733-0.0008915i,-0.0019117-0.00053201i,-0.0016302+4.5854e-05i,-0.0016348+0.00063633i,-0.0017907+0.00098829i,-0.0021093+0.0008166i,-0.0024307+0.00050903i
0.0061617+0.005657i,0.0073061+0.0053063i,0.004743+0.0032103i,0.0012874+0.0024128i,6.1423e-05+0.0021504i,-0.0014801+0.00092464i,-0.0031878-0.00052749i,-0.003309-0.0011033i,-0.0019325-0.00096352i,-0.001152-0.0011208i,-0.001205-0.0014705i,-0.00090219-0.0014175i,-0.00055817-0.0012334i,-0.00045699-0.0011911i,-0.00091145-0.001304i,-0.0013958-0.0012903i,-0.0013402-0.0011574i,-0.00079882-0.00012437i,-0.0004403+0.00085108i,-0.00067513+0.00080379i,-0.0011397+0.00088499i,-0.0013622+0.00049923i,-0.00085451+0.00011655i
-0.0012948+0.0053258i,-0.0023011+0.005841i,-0.0031304+0.0039054i,-0.0021855+0.0012431i,-1.5518e-05-0.00053549i,0.00017414-0.0013723i,-0.00087228-0.0015639i,-0.00063228-0.0011746i,0.0012454-0.00035854i,0.0022266+5.1423e-05i,0.001961-0.000509i,0.0018419-0.0004012i,0.00086393-0.00011609i,0.00046828-0.00011424i,1.2472e-05-0.0010231i,-0.001091-0.0021858i,-0.00010926-0.0018346i,0.0010611-0.0011589i,0.00019786-0.0015798i,-0.00081731-0.0018624i,-0.0015756-0.0014322i,-0.0020937-0.00087714i,-0.0016749-0.00036184i
0.00052798+0.0032689i,-0.00051985+0.0033538i,-0.0012483+0.00028256i,-0.0023553-0.0015725i,-0.0026866-0.0015915i,-0.0032659-0.0019057i,-0.0024725-0.0031332i,-0.00010838-0.0034882i,0.0024475-0.0033602i,0.0031477-0.0030452i,0.0028227-0.0023912i,0.0025263-0.0018718i,0.001223-0.00045279i,0.00025468+0.00083673i,-0.00023796+0.00041876i,-0.00013641-0.00051224i,-2.2299e-05-0.0013371i,-0.00069272-0.0011411i,-0.00078997+0.00037833i,-0.00057103+0.00036515i,-0.001069-0.0005126i,-0.0018042-0.00044021i,-0.0015888-0.00067191i
-0.0024052-0.0010863i,-0.0033299-0.0018839i,-0.003424-0.0027653i,-0.0025288-0.002079i,-0.00052348-0.00082703i,0.00041475-0.0010147i,0.00075966-0.0019902i,-1.3291e-05-0.0026242i,-0.00024015-0.0018337i,0.00049736-0.0011654i,0.0010421-0.00077265i,0.0014897+0.00054846i,0.0012721+0.0012766i,0.00083963+0.00092123i,0.00062875+0.00039418i,0.000199-5.6441e-05i,-2.8838e-05-9.7772e-05i,0.00025982+0.00035129i,-0.00071489+0.0012277i,-0.0012824+0.00073084i,-0.0012654-0.00057285i,-0.0019448-0.0010888i,-0.001819-0.0011923i
