-0.000273+0.0013213i,0.00044457-0.00073349i,-0.00081564-0.00053804i,-0.0015346+0.00030896i,-0.0010842+0.0010495i,-0.00076275+0.00095297i,-0.0011173+0.00014247i,-0.0010683+0.00035436i,-0.00038668+0.00058914i,0.0002443+0.00043536i,-0.00042578+0.00031607i,-0.00060372+0.00091549i,-0.001233+0.0010269i,-0.0017349+0.00019171i,-0.0013691+3.835e-05i,-0.0008586-0.00032146i,0.00020602-0.000533i,-3.6728e-05+8.1008e-05i,-0.00070764+0.00036645i,3.2247e-05+0.00039914i,7.3934e-05+0.00063805i,0.00033064+0.00036661i,0.00080488+0.00016922i
-0.00087477-0.00081111i,-0.0010941-0.0014441i,-0.0019857-0.0015159i,-0.0015204-0.00024974i,-0.00051088+0.00018275i,-0.00010837-0.00012741i,-0.00064895+0.00013111i,-0.0010328+0.00057763i,-0.00041826+0.00065118i,-0.00052321+0.00053446i,-0.00091498+0.00060449i,-0.00062148-0.00028013i,-0.00024831-0.00075347i,4.2114e-05-0.00019338i,-0.00029342+0.00016038i,-0.00086075+6.5811e-05i,-0.0010501+9.9986e-05i,-0.00087976+0.00026176i,-0.00081005+0.00076334i,-0.00010164+0.0010895i,0.0010905+0.00030678i,0.0011523-0.00037614i,8.5147e-05-0.00013665i
0.0008172-0.00099879i,0.00045825-0.001096i,-3.9293e-05-0.00073796i,-0.0004668+8.1859e-05i,-0.00056287+0.00011116i,-0.00067605+0.00032027i,-0.0010278+0.00083623i,-0.00075491+0.00063103i,-0.0005477+0.00079632i,-0.00094045+0.0012899i,-0.00085328+0.00084691i,-0.00031951+0.00029811i,-6.0461e-05+0.00011682i,-3.785e-05-0.00036591i,0.00063905-0.00076648i,0.00093041-0.00048306i,0.00018149-0.00019164i,-0.00039327+8.7638e-05i,-0.00053473-2.563e-05i,-0.0004841+0.00014673i,9.692e-05+0.00031939i,0.00036497-0.00028349i,0.00034455-0.00090698i
0.00075969-0.001339i,0.00028129-0.0014804i,-0.0013411-0.00022588i,-0.00094821+0.0010423i,9.4656e-06+0.00034281i,-0.00064816-7.1072e-05i,-0.0011362+0.00026196i,-0.00081481+0.00027304i,-0.0010545+0.0002063i,-0.00077828-0.00025946i,0.00031369-0.00020247i,0.00068005+0.00069338i,-0.00051518+0.0012706i,-0.00081001+0.00065942i,-0.00067686-0.00067574i,-0.00053076-0.0013474i,-0.00032763-0.00022232i,-0.00011757+0.00065728i,0.00031755+0.0013968i,0.0008268+0.0015844i,0.00066636+0.00046983i,0.00019419-0.00046841i,0.00022311-0.0003627i
0.0022358+0.00048795i,0.0009791+0.001216i,3.7804e-05+0.00033134i,0.00030675-0.0010304i,-9.7465e-05-0.0015573i,-0.0014771-0.0007527i,-0.0018859+0.00011631i,-0.0016506+0.00069715i,-0.00038898+0.00013813i,0.00014774-0.0006677i,-0.00080696-0.00014519i,-0.00068041+4.1888e-05i,0.00036154+1.6074e-05i,0.00074381+0.00096124i,0.00075955+0.0011409i,0.0011067+0.00056714i,0.0012593+0.00033127i,0.0004574+0.00014083i,-1.1778e-05+0.00016865i,0.00025401-8.1397e-06i,0.00018462+8.458e-05i,0.00079815+0.00033637i,0.00077168-0.00013914i
0.00062847-0.0020241i,0.00030503-0.0033619i,-0.00064086-0.0030393i,-0.00085023-0.0012192i,-0.0013491-0.00023543i,-0.0015108-0.00057728i,-0.00043994-0.00035346i,0.0001167+0.00036906i,-0.00035719+0.00017846i,-0.00063348-0.00011626i,-7.9676e-05-0.00015171i,0.0006066-0.00019707i,-6.4968e-05+0.00012597i,-0.0005313+0.000374i,6.2489e-05-0.00020342i,-0.00062203-0.00023397i,-0.00090033-7.0977e-05i,-0.0002585-0.00079235i,-3.8185e-05-0.00046186i,0.00047184-7.928e-05i,0.00040429+0.00023232i,6.8386e-05+0.00054311i,-0.00025146+0.00016366i
0.0012377-0.00013158i,0.00073893-7.5332e-05i,-0.00017691+0.00057877i,-0.0005691+0.00047006i,-0.00091599-9.163e-05i,-0.0016112-9.3416e-05i,-0.0011418+4.0955e-05i,3.9291e-05+0.00014738i,0.00087714+0.00026166i,0.00058502+0.00020316i,-5.4369e-05-7.7611e-05i,4.9489e-05+9.2876e-05i,0.00025089+0.00051855i,-3.7332e-05+0.0008833i,-1.8386e-05+0.0013326i,-4.7664e-05+0.0011457i,-0.00042296+0.00067024i,-0.00107+0.0012299i,-0.0011161+0.0015022i,-3.0589e-05+0.00052655i,0.00078636+1.0017e-05i,0.00035313+0.00037622i,0.00079407+0.00043591i
0.0011139-0.00044507i,0.0012048-0.00077064i,-9.9109e-05-0.00041566i,-0.00055843+0.00022757i,-0.000686+0.00017613i,-0.0012395-0.00038048i,-0.0011413-1.0837e-05i,-0.00057489-0.0003677i,1.596e-05-0.0008665i,-0.00025078-0.00037675i,-0.00086834+0.00015072i,-0.00034701+0.00017902i,0.00042435+0.00014876i,7.2421e-05+0.0004581i,5.2587e-05+0.0003662i,0.00092562+0.00065483i,0.00083057+0.00082751i,0.00032943-0.00017933i,0.00036752-2.724e-05i,0.00017392+0.00075698i,8.0276e-05+9.0811e-05i,0.00019401-0.00011328i,-0.00033694+0.00035384i
0.00031651+0.0006136i,0.00031153+0.00039689i,-0.00013377+0.0004596i,-0.00041166+0.00022622i,0.00013357+0.00020354i,-0.00049392+0.00032597i,-0.0013108+0.00033418i,-0.0002178+0.0003749i,0.00095022+0.00047952i,0.00053735+0.0004405i,6.441e-05+0.00055272i,-5.0049e-05+0.00043105i,-0.00037822-2.6884e-05i,-0.00074735+0.00033061i,-0.00084024+0.00052717i,-0.00070123+9.4263e-05i,-0.00061473-9.207e-05i,-0.00019721-0.00036224i,-2.6432e-05+8.6031e-06i,-0.00067464+0.00096082i,-0.00050998+0.00096436i,-0.00029481+0.00080052i,8.8397e-05+0.00049413i
-0.00026105+0.00028451i,-0.00022064-0.00068672i,-0.00071925+0.000263i,-0.00044703+0.00045914i,0.00012285-0.00087557i,-0.00011806-0.0016762i,-0.0010298-0.0013548i,-0.0013065-0.00072025i,-0.0010051-0.00040124i,-0.00065919-0.00075531i,-3.6545e-05-0.0014092i,0.00035368-0.0010036i,0.00032586-0.0008342i,6.4197e-05-0.00099176i,0.00016152+2.9844e-05i,-0.00039852+4.5926e-05i,-0.00065242-0.00028264i,7.1499e-05+0.00018622i,0.00061102+0.0001799i,1.3162e-05-0.00015848i,0.00010136-6.6421e-05i,0.0007731-0.00032525i,0.00045524-0.00039676i
0.0010315-0.0022568i,0.00079102-0.0020555i,-0.00075936-0.0010189i,-0.0015347+0.00035586i,-0.0016131+0.0010144i,-0.0015705+0.001525i,-0.00098326+0.0015402i,-0.00071015+0.00059811i,4.8958e-05+8.5858e-05i,-2.4742e-05+0.00052724i,4.3851e-05+0.0005354i,0.0004144+0.00019744i,0.00052906-8.892e-05i,0.0010124-0.00070428i,0.00084228-0.0010023i,0.00079002-0.00025183i,0.00061102+0.00045369i,-9.4876e-05+0.00030124i,-0.00036724+0.00015672i,5.4546e-05+0.00048941i,0.00088928+0.00046197i,0.0015033+0.00019351i,0.0010273-0.00025846i
0.00047619-0.0015369i,-0.0006089-0.0017788i,-0.0012946-0.00034873i,-0.0005579+0.00080177i,0.00016164+0.00046156i,5.1085e-05-0.0006207i,-0.00027723-0.0014394i,-0.00027324-0.00077586i,0.0010711-0.00036407i,0.0015559+6.09e-05i,0.00052361+0.00087969i,-0.00012916+0.00014398i,-0.00031636-0.00075447i,-0.00026301-0.00049097i,0.00028824+0.00015285i,2.1188e-05+0.00068516i,-0.00039279+0.0004407i,-0.00028389-0.00012041i,-9.1156e-05+4.2063e-05i,0.00012177+0.0011657i,0.00046461+0.0014719i,0.00053929+0.00010699i,-0.00018928-0.0006837i
0.0025334-0.00063009i,0.0027534-0.0017434i,0.0017108-0.0024796i,-0.00019893-0.0016423i,-0.0013913-0.00065875i,-0.0018263+0.00012304i,-0.0020081+0.00089436i,-0.0016963+0.0011782i,-0.00077008-2.4999e-05i,-0.00040881-0.00066775i,-0.00016429-3.5468e-05i,0.00018324-0.00043317i,-0.00035663-0.0006339i,-0.00060956-0.00014055i,0.00045378+0.00012392i,0.0010435-0.00082189i,0.00058189-0.00051714i,-8.9754e-05+0.00055082i,-4.8905e-05+0.00051086i,-5.6391e-06-5.0033e-05i,0.00041183-0.00036725i,0.0010964-0.00024374i,0.00098769-0.000464i
-0.00065637-0.0019567i,-0.00097016-0.0011688i,-0.00065683+0.00055705i,-0.0003377+0.00099924i,-0.00032588+0.00017903i,-0.00048625-0.00046819i,-0.0006462-0.00057597i,-0.00045378-0.00097979i,-0.00057773-0.0011107i,-0.0010583-0.00052129i,-0.00071688+6.8482e-05i,0.00018288-0.00011683i,0.000553+5.0018e-05i,0.00037924+0.00076689i,-0.00020175+0.00078238i,-0.00040517+0.00067141i,-0.00084207+0.00015412i,-0.00066621-0.00036211i,-3.6287e-05+0.00017199i,-0.00016971+0.00091573i,3.7596e-05+0.0011157i,-5.0658e-05+0.00087441i,-0.00022334-0.00025951i
0.00026672-0.0017028i,-0.0015849-0.00079988i,-0.0025847-0.0004634i,-0.0022559+0.00014281i,-0.0017184+0.0005277i,-0.00074098+0.00034586i,-0.00022266+0.0001199i,-0.00027536+0.00019441i,-0.00062152+4.5005e-06i,-0.00039869-8.5207e-05i,-0.00015525-0.00053937i,0.00013291-0.0004497i,0.00051329+0.00012165i,-0.00035583-0.00023571i,-0.0012235+9.3272e-05i,-0.00094911+0.00077099i,-0.0004795-0.00028945i,-0.00032258-0.00020788i,-0.00051537+0.00020263i,0.00070093-0.00033253i,0.0017277-6.7976e-06i,0.00074081+0.00050826i,-0.00026235-5.321e-05i
0.0010306+0.00024754i,0.00074689-0.0011508i,0.0007202-0.0012434i,0.0011266-0.00081636i,0.0015097-0.00070565i,0.00016654-0.00043735i,-0.0012551+3.7493e-05i,-0.00038961+0.00041957i,0.00034857+0.00074358i,-0.00021595+0.00058919i,-0.00054137+5.2253e-05i,-6.5276e-05-0.00022164i,-8.8252e-05+6.7986e-05i,-0.00069326+0.00013282i,-0.0007646+0.00025995i,-8.9878e-05+0.0010988i,-1.8976e-05+0.0010724i,-0.00023125+0.00092112i,-0.00067949+7.5978e-05i,-0.00039447-0.00035245i,0.00014758+0.00020893i,0.00014635+0.00054819i,0.0004226+0.00053662i
0.00062591-0.0019978i,0.00029184-0.0020683i,-0.0013674-0.0013533i,-0.0018137-0.00033425i,-0.0015305+0.000747i,-0.00062725+0.00080144i,-0.00019882+0.00015012i,-0.00023798-0.00093413i,9.225e-05-0.0008356i,2.9742e-05+0.00024134i,3.6812e-05+0.00081531i,0.00037193+0.00098615i,0.00043926+0.00025395i,0.00041359-0.00031656i,0.0005077+0.00033647i,0.00077173+0.00084516i,0.00033788+0.00061741i,-0.00023235+0.00045317i,-0.00038222+0.0010021i,-0.00018126+0.0012311i,5.7242e-05+0.00048942i,-0.00047547-0.00064906i,-0.00070005-0.00035431i
-0.0016059-0.0012455i,-0.001828-0.0015306i,-0.0012441-0.00051696i,-0.00020902+0.00016911i,0.00036759-0.00043549i,0.00029842-0.0009336i,-0.00049725-0.00091615i,-0.00042226-0.00048297i,0.00063496-3.6093e-05i,0.00058589+0.00071009i,8.3279e-05+0.00095394i,0.00030898+0.00069233i,-0.00050116+9.0744e-05i,-0.00091145-0.00049711i,-0.00024523-0.00014992i,0.00016748-0.00015929i,0.00051947-0.00023765i,0.00074523+0.00041042i,0.00071528+0.00047319i,0.00030623+0.00040602i,0.00024795+0.00051524i,0.00035269+0.0004046i,0.00047172+0.00061446i
-0.0007701-0.0019495i,-7.5843e-05-0.0010723i,-0.00072035-0.0006623i,-0.00096785-0.00033853i,0.0001044+0.0013037i,-5.1093e-05+0.0023224i,-0.00060652+0.0013277i,-0.00081267+0.00042287i,-0.0010304+0.00033824i,-0.00081517+0.00043418i,-0.0010993+0.00043638i,-0.00091506-0.00015086i,-0.0003418-0.0011335i,-0.0003453-0.00072146i,-0.00054756+0.00055727i,0.00019501+0.00061837i,-0.00010366+0.0010518i,-0.0010391+0.00072281i,-0.00069407+0.00025177i,-0.0006308+0.00071566i,0.00010805+0.00069623i,0.00065868+5.6968e-05i,0.00054961-0.00073264i
0.0010696-0.00050721i,3.2322e-05-0.00095529i,-0.00056376-0.0010557i,-0.0002443-9.8267e-05i,-0.00039356+0.00041518i,-0.0012405+0.00039763i,-0.0019596+0.00075855i,-0.0017296+0.00057295i,-0.00038054+0.00012148i,0.00031682+0.00062333i,0.00042485+0.0010567i,0.00019576+0.0010736i,-0.00016036+0.00076381i,-0.00046419+0.00054998i,-0.00069084-7.5691e-05i,-0.00053561-0.00014145i,7.4811e-05+0.00038373i,0.00034195+0.0008637i,-4.9268e-05+0.00090598i,-0.00024653+0.00015817i,0.00025977-0.00021236i,0.00080935-0.0001598i,0.00041076-0.00081861i
-0.00026457+0.00010405i,-0.0003071-0.00031321i,-0.0021963-0.00016656i,-0.0017882-0.00016721i,0.00010965+0.00051503i,0.0004254+0.00082375i,-0.00064301-0.00025834i,-0.00071476-8.6246e-05i,-0.00043223+0.00063595i,-0.00061257+0.00053651i,-0.00053015+0.00083585i,-0.00055694+0.0012827i,-0.0010654+0.00068751i,-0.0011699+0.00027775i,-0.00056374+0.00031548i,-0.00024566+0.00017445i,-0.00038394+0.00020951i,-0.00066261+0.00027295i,-0.0002228+0.00034096i,2.9648e-05+0.00049582i,-8.3704e-05+0.00051193i,0.00028081+0.00024822i,0.0002607-0.00011122i
1.0204e-05-0.00056677i,-0.00067494-0.0015253i,-0.0010299-0.0011782i,-0.0013241-0.00051751i,-0.0012189-0.00067465i,-0.0012401+0.00051035i,-0.00097674+0.00031146i,-0.00090689-0.00080771i,-0.00054931-0.000865i,-0.00052479-0.00022503i,-0.0012642+0.0005722i,-0.00043524+0.00041104i,0.00086919+8.3576e-05i,0.00021101+0.00050983i,-0.00036228+0.00036648i,-3.5585e-05-0.0001535i,-5.6337e-05+0.00016036i,-0.00099117+0.00058333i,-0.0013752-6.1166e-05i,-0.00034907-0.00023903i,5.6875e-05+0.00015033i,0.000225+0.00012168i,0.00022709+0.00011879i
0.0018053-0.00029203i,0.00074491-0.0003064i,0.00019454+0.00050746i,0.00048733+0.0010845i,-0.00011877+0.00090104i,-0.0011208+0.00078683i,-0.0015693+0.00036464i,-0.0006446+0.00030737i,9.989e-05+0.00075071i,-0.00048704+0.0012622i,-0.00091912+0.0012497i,9.5664e-05+0.00068564i,0.00055892+0.0001419i,-2.7319e-05+4.4202e-05i,-0.0001865+0.00072698i,6.963e-05+0.00088212i,0.00020032+0.00077645i,3.1476e-05+0.0011718i,-0.00013375+0.0014694i,-6.5607e-05+0.00079142i,0.00039637+0.00094509i,0.0012453+0.0014114i,0.0017152+0.00058097i
0.001288-0.001553i,-0.00088567-0.0020981i,-0.0019925-0.001325i,-0.0016482-0.00054408i,-0.00074932-0.00034706i,-0.00099796-1.9832e-05i,-0.0015142+2.3448e-05i,-0.0011104+0.00047951i,-0.00048658+0.00042097i,-2.6491e-06-0.00037197i,0.00074667-0.00052483i,0.00075019-0.0005684i,0.00068783+0.00014061i,0.00060648+0.00068391i,0.00010225+0.00044546i,-0.00065659-5.9781e-05i,-0.00059506-0.00048771i,-0.0001795-0.00048038i,-0.00058291-1.2881e-05i,-0.00058066-5.9814e-05i,-0.00022115-0.00022924i,-0.00013055-0.00041362i,0.00014833-0.00073989i
0.0010307+0.0006644i,0.00013125+0.0005883i,-0.00041025+0.00096475i,5.0191e-05+0.00049162i,-0.00021184-0.0006973i,-0.0011416-0.00088571i,-0.001319-0.00010724i,-0.00029198+0.00040252i,0.0005221+0.00028635i,-1.5273e-05-0.00044696i,-0.00023896-0.0010456i,0.00040185-0.00059482i,0.00086972-0.00016672i,0.00092946+5.3795e-05i,0.00067003+8.6052e-05i,-0.00031862+0.00023595i,-0.00022692+0.00080686i,0.00047581+0.000856i,0.00049253+0.0014732i,0.00024504+0.0019266i,0.00025198+0.00080054i,0.00049751-0.00039896i,-0.00083645-0.00059832i
0.000366-0.00056102i,-0.001325+3.7191e-05i,-0.0014212-0.00017127i,-0.00047433-0.00019026i,-0.00084088-2.6991e-05i,-0.0017367-0.00027657i,-0.0016073-8.2688e-05i,-0.00069872+0.00080972i,-0.0001895+0.00043293i,0.00024679-0.00024521i,0.00052252-0.00049971i,0.0010497+8.3372e-05i,0.00086396+0.00087817i,0.00052311+0.0012039i,0.00052431+0.0012074i,-0.00024366+0.00065292i,-0.00064108+0.00042454i,0.00023755+0.00032954i,0.00039191+0.00037615i,-0.00060834+0.00038602i,-0.00075911+6.0957e-05i,-0.00036712+0.00017647i,0.0004082+0.00021702i
-0.0015251-0.00022178i,-0.0020537-0.00091788i,-0.0026027+7.6786e-05i,-0.0022601+0.0012341i,-0.001124+0.0012469i,3.3291e-05+0.00173i,0.00025746+0.0015351i,0.00029393+0.00079316i,0.00072016-0.00014651i,0.00056242-0.00038279i,0.00059159-0.00079392i,0.00029855-0.0010462i,-0.00036671-0.0012458i,-0.00080797-0.0010967i,-0.00063613-0.00063172i,2.2218e-05+0.0001818i,-3.6284e-05+0.00040941i,-1.3388e-05+0.00021562i,-0.0003906-0.00011528i,-0.00028887-0.00028683i,-3.8711e-06+0.00034465i,-0.0006181+0.00091207i,-0.00078439+0.00084424i
-0.00018205-0.0028494i,-0.00088835-0.0036175i,-0.0015065-0.0021641i,-0.00078199-0.0006978i,-3.9627e-05+0.00015556i,-0.00059927-0.00011611i,-0.0012804-0.0001887i,-0.00069401+0.00047096i,3.7151e-05+0.00010967i,-0.00010901-0.00024214i,0.00014916+0.00040792i,0.00069338+0.00082228i,0.0004985+0.00042616i,-0.00020319+0.00072361i,0.00013372+0.0010811i,0.00052354+0.0010518i,-0.00018628+0.0010599i,-0.0010707-0.00016104i,-0.00051021-0.0012927i,0.00021326-0.00089073i,0.00066689+5.456e-05i,0.00087989+0.00018653i,0.00020532-1.291e-05i
0.0012114-0.00060886i,0.00075369-0.00020777i,-0.00067993-0.00035192i,-0.0013276+0.00051971i,-0.0006876+0.0016007i,-0.00081453+0.00083989i,-0.001132-0.00057079i,-0.00053221-0.00066567i,-0.00011428-0.00039581i,0.00023992-1.3349e-05i,0.00037416+0.00062273i,0.00040705+0.00080418i,0.00043411+0.00022911i,0.00029868+0.00029134i,0.00055486+0.00070455i,0.00066327+0.00025682i,0.00014068-6.797e-05i,-0.00057672-0.00036513i,-0.00043772-0.00033136i,-0.00067567+0.00029949i,-0.00050615+0.00066712i,0.00028645+2.3431e-05i,-5.4062e-05+6.3401e-06i
0.00076658-0.0017464i,0.00020638-0.0018422i,-0.00045283-0.00088988i,-0.0003818-6.1796e-06i,-0.0011495-3.2041e-05i,-0.0023697-9.1826e-05i,-0.0020734+0.00031162i,-0.000894+0.00099984i,-0.00040951+0.001192i,-0.00020131+4.7209e-06i,0.0007535-0.00063775i,0.0011442-0.00018113i,0.00029485+0.00023105i,-0.00051561+0.00098577i,2.9945e-05+0.0005293i,0.00053151-0.00015198i,0.00015743+0.00014185i,-0.00027454+0.00019686i,-0.00077166+0.00035347i,-2.4001e-05+1.1759e-05i,0.0001476-6.6249e-05i,0.00030044+6.8755e-05i,0.0008118+0.00011235i
-0.00087972-0.0020434i,-0.0011835-0.002139i,-0.0016763-0.00082902i,-0.0015674-0.00035625i,-0.0010949+0.00019765i,-0.0005468-0.00031901i,-0.00029964-0.00095274i,-0.00049735+4.2675e-05i,-0.00025365+0.00029471i,-0.00045518-0.00032373i,-0.00048463-0.00053212i,-0.00015138+0.00039735i,-0.00010726+0.00062475i,-0.00058467-0.00020559i,-0.0011391-0.0005298i,-0.00095729-0.00069311i,-0.00046452-0.00012845i,-0.0003575+0.00065832i,-0.00083605+0.00074021i,-0.0012051+0.00047263i,-0.00074989+0.00013908i,0.00015689-4.5592e-05i,0.0010153+0.00014458i
0.00096386+0.00097573i,-0.00050487-0.00040955i,-0.00068556+0.00028122i,0.00023098+0.00083301i,0.0009957+0.00038681i,-4.9832e-05+4.3557e-05i,-0.002239+0.00049395i,-0.0022023+0.00037756i,-0.0010918-4.4746e-05i,-0.00012867+0.00050096i,-0.00016328+0.0005366i,5.2554e-05-0.00037121i,-6.4833e-05-0.000911i,-0.00085106-0.00074551i,-0.0012701+0.00013778i,-0.0014981+0.0011426i,-0.00094532+0.00096743i,-0.00046665-7.8145e-05i,0.00043197-0.00069057i,0.001085+3.8477e-05i,0.0008051+0.00071544i,0.00022347+0.00029448i,-0.00019622-0.00074357i
0.001422-0.0023558i,0.00034534-0.0031398i,-0.0018353-0.0026158i,-0.002276-0.00081737i,-0.0011321+0.00032449i,-0.0013299+0.00089348i,-0.0010899+0.00045335i,9.7762e-05-0.00011376i,0.00063573-7.0957e-05i,-0.00014742+0.00013691i,-8.5973e-05+0.00028511i,0.00047937+0.0011432i,0.00027407+0.0016652i,0.00021068+0.00080167i,0.00032735-0.00020883i,0.00066155-0.00082216i,0.00075883-0.00035423i,0.00086581+0.00062764i,0.00080128+0.00091914i,0.00084852+0.00038678i,0.00065597+0.00039054i,-0.00020921+0.00064211i,-2.014e-05+0.00024263i
-0.00063908-0.00060872i,-0.00062514-0.0018121i,-0.0012483-0.0015948i,-0.00081828-0.00020352i,-0.00010751+0.00086041i,0.00013729+0.00060809i,-0.00039119-0.00027355i,-0.000649-0.00085326i,-0.00037565-0.00079224i,-0.00070038-0.00064135i,-0.00089104-0.00042241i,-0.00045499-0.00057418i,0.00024367-0.0010342i,0.00016152-0.00073849i,-0.00024276-0.00030361i,-0.00049716+0.0001604i,-0.00098329+0.00035169i,-0.0011998+0.00017881i,-0.0010492+9.3868e-05i,-0.00073332+3.5232e-05i,-0.00062595-0.00035383i,-0.00032724-0.00082086i,-0.00051252-0.00060823i
0.0007225-0.0033946i,0.00056083-0.003799i,-0.0012168-0.0025806i,-0.001948-0.00027356i,-0.0020105+0.0011322i,-0.001369+0.0013333i,-0.00092995+0.0013717i,-0.0011026+0.0004761i,-0.0013032-0.00019119i,-0.00073399+0.00021327i,-0.00058551+0.00051265i,-0.00081201+0.00024967i,-0.00052689+0.00041132i,-0.0003863+0.00036973i,-0.00017647+0.00024444i,0.00036786+0.0010435i,-0.00025682+0.00032753i,-0.00090933-0.00072342i,-0.00073672-0.00048386i,-0.00054468+0.00019627i,-7.0343e-05+0.00050509i,0.00022718+0.00054542i,1.2903e-05+0.00021949i
-0.00031639+0.0010883i,-0.0017529+0.00022033i,-0.0014233-0.0002338i,-0.00071384-0.00056713i,-0.001039-0.0011181i,-0.0020099-0.0011983i,-0.0023123-0.001158i,-0.0017797-0.00060647i,-0.00090472+0.00046156i,-0.0001992+0.00053844i,4.2283e-05-0.00027497i,-0.00067108-0.00033488i,-0.00068388+0.00044786i,0.00018077+0.0010271i,-8.2758e-05-1.0098e-05i,-0.00048102-0.00044116i,-0.00028881-0.00014469i,-0.00062902-0.00012756i,-0.00070893+0.0001631i,-0.00066307+0.00026221i,3.0486e-05+0.00049718i,0.00080648+0.00027126i,0.00076094-0.00015266i
0.00035835-0.0002872i,0.00021382-0.00029023i,-0.00062323-8.0614e-05i,-0.0010131+2.693e-05i,-0.0004083+0.00044734i,0.00011341+0.0013833i,-0.00034184+0.0017691i,-0.00086872+0.00061805i,-0.00033179-0.00010818i,-5.7588e-06+0.00016134i,-0.00048329-0.00029685i,-0.0008293-0.00080152i,-0.00056779-0.00064265i,-0.00070356-0.00051855i,-0.001035-0.00023136i,0.00042459+9.9146e-06i,0.00085221-7.1151e-05i,8.7676e-05-0.00012367i,5.9715e-07-0.0002657i,0.00059658-0.00066069i,0.00060776-0.00092558i,-0.00047762-0.00095915i,-0.0006337-0.00036929i
0.0022614+0.0012216i,0.00011338-0.00024977i,-0.00030403-0.0010905i,-0.00041313-0.0016894i,-0.001147-0.0027349i,-0.0023658-0.0017115i,-0.0025227+0.00066805i,-0.0017939+0.00099567i,-0.00089117+0.00097562i,-0.00016033+0.0001089i,-5.7919e-05-0.0007261i,-0.00035466-0.00057628i,-0.00038379-0.00011358i,-0.00015605+0.00028953i,-8.0595e-05-7.2952e-05i,-2.9411e-05+0.00020314i,-9.6196e-06+0.0010195i,-0.00072021+0.0010872i,-0.0010295+0.0010831i,-0.00070322+0.0013659i,-0.00061347+0.0010474i,-0.00011992+0.00049182i,0.00087669+0.00028257i
-0.00018413-0.0012596i,-0.00022819-0.0016234i,-0.00051529-0.00034373i,-0.00089644+0.0014032i,-0.00066587+0.0013888i,-0.00060401+0.00082566i,-0.0012795+0.00010972i,-0.0011815-0.00043646i,-0.00058451-0.00020649i,-0.00036455+0.00023445i,-0.00021609+0.00030492i,0.00018333+0.00016215i,0.00054458-0.00051228i,0.00034618-4.9535e-05i,5.3568e-05+0.00019416i,0.0006394+0.0003094i,0.00089317+0.00085782i,0.00032911+0.0009441i,-0.00025549+0.0016005i,-0.00053956+0.0011327i,0.00039009+5.8002e-05i,0.00063402-2.7455e-05i,0.00039979-5.0516e-05i
-0.00066092-0.0011446i,-0.00089737-0.00068138i,-0.00084673+1.7358e-05i,-0.0012515-8.6232e-05i,-0.0013238-0.00055456i,-0.0006109-0.00086134i,-0.00092983-0.00012808i,-0.0012483+0.00020801i,-0.00076869-0.00021312i,-0.00039516-0.00042891i,-0.00034075-0.00030463i,-6.2798e-05-0.00035009i,0.00041154-0.00057868i,0.00025297+2.6673e-05i,-0.00020671+0.00028826i,-0.00057527+5.0314e-06i,-0.0005543-8.5596e-05i,0.00021129-8.9772e-05i,0.00051685+4.8224e-05i,0.000235+0.00073609i,-0.00021418+0.00079597i,0.00020857-0.00022098i,0.00083038-0.00061515i
-0.00092722+8.6036e-05i,-0.00040757-0.00045328i,-0.00057596-0.00034503i,-0.000248+3.7499e-05i,-0.00011411-0.00047923i,0.00016208-0.001171i,-0.00043598-0.00073035i,-0.001012+0.00052725i,-0.00017047+0.0012281i,0.00010291+0.00095845i,-0.00017515+0.00032207i,-1.3438e-05+0.00054456i,-0.00013241+0.00053093i,-1.237e-05+0.00036131i,0.0002276+0.00040818i,-0.00035425+0.00056804i,-0.00026925+0.0013068i,0.00031916+0.0010822i,-0.00029199+0.0006256i,0.00024226+0.00047546i,0.00084374+0.0011991i,6.0672e-06+0.0014289i,-7.1598e-05+0.00057564i
0.00082669-0.00053217i,-0.00032076-0.0012272i,-0.0006579-0.00060877i,-0.00010603-0.00032413i,-0.00035768-0.00070985i,-0.0018914-0.00077672i,-0.0017696-0.00038382i,-0.0013858+0.00073984i,-0.0010468+0.00070258i,-0.00019523+0.00028162i,-0.00017987+0.00034482i,5.632e-05-0.00032578i,0.00030913-0.0004488i,0.00045651+0.00012107i,0.00090812+0.00060339i,0.00081586+0.00095527i,0.00027351+0.00063847i,-0.00018938+0.00074213i,0.00014512+0.00097124i,0.00098134+0.00061901i,0.0013597+0.00068953i,0.0015225+0.00059721i,0.0011696+0.00035725i
0.00013495-0.0023083i,-8.0559e-05-0.0016889i,-0.0013152+0.00026588i,-0.0015596+0.00147i,-0.00046605+0.0012538i,0.00087967+0.00042922i,0.00037947-0.00014081i,-0.00040761-0.00073988i,-0.00030918-0.0007002i,7.8519e-05-0.00050365i,1.6235e-05-0.00030558i,-0.00015029-0.0003144i,-0.00029655-0.00064752i,-0.00065889-0.0001579i,-0.00056719+0.00055297i,-0.00057812+0.00019878i,0.00011322-0.00011032i,0.0013101-0.00013333i,0.0011642+0.00012666i,0.00039569+0.0002205i,0.00023978+0.00031359i,0.00033777+0.00036989i,0.00050408+0.00026556i
