-0.0029133+0.0017551i,-0.0024652+0.00090882i,-0.0030633+0.00067144i,-0.0027444+0.0011258i,-0.0015215+0.0013107i,5.0585e-05+0.0013312i,0.00062414+0.001651i,0.00095213+0.0014403i,0.0012765+0.0011942i,0.00070991+0.00091593i,0.00026156+0.00036335i,4.6129e-05-1.5092e-05i,-0.0010942-0.00060631i,-0.0013504-0.0012232i,-0.0012941-0.0003656i,-0.0022072+0.00038714i,-0.0021882-0.00027391i,-0.00022954-0.0012454i,0.00049486-0.00080106i,-0.00024907+8.6036e-06i,-0.00016771-3.9613e-05i,9.189e-06+0.00015275i,-0.00028265+0.00035432i
-0.0013577+0.00080175i,-0.00075574+0.00027531i,-0.00063762+0.0015062i,-0.000302+0.0025064i,0.00013029+0.0024729i,0.00067827+0.0016536i,0.00080026+0.00062166i,0.00048212-0.00014028i,-0.00026214-0.00025323i,-0.00088978+3.2167e-05i,-0.00037064-0.00015881i,0.0007317-0.00022052i,0.0012663-0.00055262i,0.00046661-0.00048597i,-8.7066e-05-0.00046577i,0.00034806-0.00044547i,0.00046407+0.00027819i,0.00024639+0.00095189i,0.00021427+0.00098144i,0.0002249+0.00056895i,0.0001014+0.00049341i,0.00058226+8.5886e-05i,0.0010201-7.9673e-05i
0.0008799+0.0017419i,0.00079459+0.0021442i,0.0019839+0.0023582i,0.0021442+0.0014056i,0.00074504-0.0005123i,-0.00037713-0.0012919i,-0.00011139-0.00054344i,0.00010725-0.00054124i,5.8888e-05-0.00055536i,0.00065545-0.00020709i,0.0010267-0.00051176i,0.00029473-5.6708e-05i,9.0963e-05+0.0010122i,0.00052154+0.00057456i,0.00049058-0.00037301i,-5.4894e-05-0.00035153i,-0.00037287-0.00021797i,0.00012255-5.3319e-05i,0.00010798+3.3875e-05i,7.7167e-05-0.00040799i,-0.00038393-1.8508e-05i,-0.0011272+0.00046023i,-0.0011089-7.506e-05i
-0.0017717-0.00056638i,-0.0024505-0.00051196i,-0.0035919+3.4901e-06i,-0.0027226+0.0013935i,-0.0013373+0.0024586i,-0.0016314+0.0017271i,-0.0015783+0.00091778i,-0.00059192+0.0015412i,0.0003642+0.0011455i,0.00054046-0.00028072i,0.00062274-0.00038053i,0.00023342-0.00043207i,8.3972e-05-0.00068025i,-7.3097e-05+0.00038711i,-0.00026455+0.00069858i,-6.3315e-05+1.6708e-05i,0.00018345-9.4334e-06i,0.00026783+0.00030838i,-0.00011145+0.000288i,-0.00012109+0.00066929i,0.0001872+0.00081076i,0.0002718+1.7462e-05i,-0.00017744-0.00012457i
0.0033238-0.00076052i,0.0027773-0.0015459i,0.0026259-0.0023179i,0.0019898-0.0010625i,0.00019059+0.00031813i,-0.00081647+0.00075252i,-0.00039885+0.00021534i,0.00031174+0.00035093i,0.00114+0.00052896i,0.0013395+0.00077415i,0.00072267+0.00027719i,9.8098e-06-0.00029341i,-0.00018124+0.00022978i,-0.00052178+0.00026146i,-0.00061455+0.00010289i,-0.00083413-0.00022523i,-0.00043178-0.00046483i,0.00047665-0.00032528i,0.000275-0.00038168i,0.00058445-0.00027795i,0.001133-0.00034036i,0.001086-0.00043048i,0.00057136-0.00020935i
0.00060068-0.00018846i,0.00083679+0.00062925i,0.00017367+0.00055032i,-0.00097829+0.00051079i,-0.0018788+0.00059197i,-0.0015041+0.00033724i,-0.0002737+5.2124e-05i,-0.00048172+0.0004647i,-0.0010305+0.00056345i,-0.00065843+0.00016837i,7.1599e-05-0.0002681i,-1.407e-05+4.4166e-05i,0.0002378+0.00017168i,0.00035799-2.3828e-05i,0.00040923-4.1665e-05i,0.00028568+0.00014067i,-0.00070715+6.0709e-05i,-0.00068802-0.00019876i,0.00047858-0.00018183i,0.0010088+0.00038325i,0.00056712+0.00026371i,8.8976e-05+0.0002131i,0.00043214+0.00012807i
0.00010224+0.00098793i,4.1389e-05+0.00083066i,-0.00044241+0.00096434i,-0.00013708+0.0012116i,-7.47e-07+0.0012498i,-0.0003685+0.00061908i,-0.00054344+0.00049391i,-0.00039913+2.1259e-05i,0.00055608-0.00021625i,0.00087622-9.0093e-06i,8.5166e-05+0.00017228i,0.00041354+0.00050199i,0.00020787+0.00035409i,-0.00073325-5.7621e-05i,-0.0010436-4.5662e-05i,-0.00032024+0.0006224i,0.00016653+0.00029963i,-0.00031341-0.00025342i,-0.00039678+0.00028744i,-0.00026096+0.00056391i,-0.00038457+0.00010638i,-0.0003852-0.00019015i,-7.6607e-05-0.00025723i
0.0010334+0.00030926i,0.0010629+0.00046672i,1.5086e-05+0.0010343i,-0.00038565+0.00057452i,0.00017771-5.745e-05i,0.00044971+0.0001306i,-0.0001475+0.00024312i,-0.00020405+0.00014217i,-3.5681e-05+0.0010709i,-0.00017275+0.00076139i,-4.1974e-05-0.00019834i,-0.0004205-0.00037655i,-0.00032043-0.00067898i,-7.9639e-05-0.00084496i,-0.00024543-0.00060604i,-0.00045945-0.00041274i,-0.00062025-0.00061322i,-0.00025657-0.00042039i,-0.00028855+0.00043065i,-0.00051171+0.00072646i,-0.00050211+0.00056437i,-0.0003418+6.8175e-05i,-0.00052614+0.00040993i
-0.00014828+0.00014317i,9.94e-05+0.0010289i,-0.00032498+0.0020327i,0.0002236+0.0029283i,0.001456+0.0026729i,0.001211+0.0019464i,-2.1398e-05+0.0010752i,-9.4852e-06+9.9331e-05i,0.00074889+0.00087176i,0.00030794+0.0016654i,4.5092e-05+0.0013486i,0.00026996+0.0005505i,0.00021541-2.4425e-05i,0.00015666-0.00064277i,-0.00044572-0.00067832i,-0.00013724-3.82e-05i,0.0005404+0.00045751i,0.00024615+0.00025662i,0.00033907-0.00014444i,0.00020117+0.00012236i,-0.00017686-0.00018481i,0.00020626-0.00081658i,0.00076555-0.00026669i
0.00051627-0.001187i,0.00069312-0.00014421i,-6.4831e-05+0.00070168i,-6.0434e-05+0.0011304i,-0.00019952+0.0014164i,-0.00010678+0.0015653i,-8.2011e-05+0.0017156i,-5.8961e-05+0.0012472i,-0.00068836+0.00042523i,-0.0015556-9.6207e-05i,-0.0016472+0.00019045i,-0.0014166+0.00031999i,-0.00025278+0.00040027i,0.0004905+0.00021061i,0.00040621-0.00021137i,0.0011139-0.0001833i,0.0011183-0.00037539i,2.341e-05-6.1007e-05i,-0.00078053-0.00038889i,-0.00075966-0.00088388i,9.3203e-05-0.00085389i,0.00060818-0.00049481i,0.00045158-5.0661e-05i
0.00054902-0.0013189i,-0.00022511-0.00057265i,-0.00063123-0.0011055i,-0.00060078-0.0013899i,-0.00058148+0.00034045i,-0.00015367+0.00096762i,8.0095e-05-0.00010979i,-0.00011514-0.00095606i,-0.00012775-1.6075e-05i,-0.00045417+0.00089976i,-0.00044029-0.00021882i,0.00049747-0.00085361i,0.00087-0.00011274i,0.00023368+0.00022984i,0.00048483+7.6265e-05i,0.00079029-2.3532e-05i,0.0009908-0.00032635i,0.001192+2.6444e-05i,0.00018787+0.00065563i,-0.00031733+0.00055593i,0.00037157-0.00016546i,0.0010872-0.0012365i,0.0010279-0.00099013i
-0.0014463+0.0013344i,-0.0015242+0.0012032i,-8.5873e-05+0.002228i,0.0012893+0.0033717i,0.0019883+0.0027655i,0.0020362+0.00059782i,0.0013957-0.00064467i,0.00024567-0.0011039i,-0.0005958-0.00011536i,-3.1421e-05+0.00033694i,0.00040747+0.00037172i,-0.00046759+4.7884e-05i,-0.00060025+0.00019807i,-0.00064821+0.00075031i,-0.00081478+0.00062254i,-0.00078347+0.00022527i,-0.00028309+0.00016072i,-3.4929e-05+0.0008702i,-9.7036e-05+0.00077202i,0.00025355-8.6146e-05i,-0.00012568-0.00028514i,-2.2429e-05-0.00040527i,0.00035737-0.00065436i
-0.0010337+0.0018172i,-0.0009534+0.0025172i,-0.00099839+0.0030309i,-0.00014487+0.0020248i,0.0003155+0.00030741i,-0.00014149-0.0005661i,-0.00089815+0.00014826i,-0.00049524+0.00075151i,-0.00033859+0.00068001i,-0.00062734+0.00023979i,-0.0008242+0.00023168i,-0.00033806+0.00017458i,0.00051979+1.1698e-05i,-2.9853e-05+0.00033167i,-0.00091808+0.00033469i,-0.00054483-0.00022877i,-0.00022572-8.3804e-05i,-0.00054037+0.00063332i,7.5626e-05+5.3049e-06i,0.00030345-0.00058988i,-0.00052355-9.0304e-06i,-0.00063889+0.00029607i,-0.00046606+0.00056667i
-0.0012898+0.00078452i,-0.00075299-0.00066514i,0.00048539-0.00047849i,0.0015195+0.00039955i,0.0022128+0.001104i,0.0013394+9.8017e-05i,0.00012698-6.4131e-05i,-0.00021754+0.00070025i,-0.00021583+0.00062685i,0.00032043+0.00068691i,0.00014829+0.00040486i,-0.00067571-0.00032559i,-0.0016212-0.00038893i,-0.0016576+0.0001615i,-0.00070775+0.0005489i,-0.0001036+0.00046261i,-0.00030666+0.00046222i,-0.00080877+3.3429e-05i,-0.00069332+6.5523e-05i,-0.00024722+0.00077108i,0.0003442+0.00068587i,0.00045239+0.00022758i,3.3897e-05-1.1797e-05i
-0.00035408+0.00088396i,0.00040298+0.0023349i,0.0011207+0.0038076i,0.0010116+0.0037349i,0.00070347+0.0024656i,0.00036324+0.0012762i,-9.2167e-05-0.0002127i,-0.00038627-0.00070479i,2.9428e-05-0.00019874i,0.00049652-6.8943e-05i,0.0009461-0.00075414i,0.00045674-0.0012991i,-0.00042122-0.00073124i,-0.00084279-0.00010278i,-0.00077417-0.00011396i,-0.00023097-0.00038249i,0.00026308-0.00059654i,0.00036304+0.0004423i,-0.00023103+0.00099272i,-9.5567e-05+0.00016446i,0.0013221-0.00034536i,0.0010385-0.00019439i,-0.0001072-1.6488e-05i
-0.00024122+0.00050423i,-0.00032003+0.0013581i,-0.0011006+0.0013461i,-0.0013349+0.00064095i,-0.001157+0.00019968i,-0.00033908+0.00064772i,0.00018953+0.00056407i,-0.00017836-4.0682e-05i,-0.00036242+0.00023845i,-0.00055851+0.00023673i,-0.0008003+0.00026371i,-0.00051768+8.8804e-05i,-0.00029617+0.00011203i,-9.592e-05+8.87e-05i,-2.661e-05-0.00016063i,4.8839e-05+0.00017473i,0.00012814-0.00017191i,0.00020154-0.00044578i,-0.00020113-0.00013387i,-0.00016258+0.00016505i,-0.00026588+0.00066826i,-0.00061478+0.00027956i,-7.3397e-05-0.00023258i
0.00041531+0.00053484i,0.00017244+0.0012363i,0.00062922+0.0017376i,0.00061932+0.0016866i,-8.0795e-06+0.00080971i,-0.00077099+0.00011497i,-0.00077344-0.0003455i,-0.00063048-0.00093732i,-0.0014069-0.0011265i,-0.00061912-0.00089148i,-1.1209e-05+0.00015864i,-0.00086551+0.0003655i,-0.00027224-0.00047022i,0.00063688+0.00042877i,0.00035217+0.00034408i,0.00015335-0.00036321i,3.5463e-05-0.00055549i,0.00075576-0.00099699i,0.0013561-0.00068044i,0.0010966-5.0377e-05i,0.00098725+0.00018511i,0.00062301+1.5801e-05i,6.2448e-05-0.0002423i
6.1719e-05-0.00058126i,-0.00073176+0.00092446i,-0.0016819+0.0017363i,-0.0022769+0.0018378i,-0.00063939+0.0017063i,0.00065801+0.0018925i,0.0006415+0.001213i,0.00020762+0.00023863i,-0.00019119+0.000246i,0.00025935+0.00015959i,0.00047014+0.00013388i,-0.0001043+0.00086274i,-0.00059964+0.00098538i,-9.0991e-05+0.00066551i,0.00024466+0.00089924i,-0.00044968+0.00065423i,-0.00075734-0.0004867i,-0.00063587-0.00056518i,1.5255e-06+0.00011976i,0.00038928+0.00040122i,-0.00018258+0.00053185i,-0.00032207+7.1953e-05i,0.00034214-0.00070717i
0.00066234+0.0009394i,0.00045682-0.00015511i,0.00023445+0.00014093i,0.00039813+0.00086676i,-4.5493e-05+0.0001793i,6.8847e-06-0.00041856i,0.00012936-0.00018756i,0.00051581+0.00067416i,0.00071745+0.0012675i,0.0003547+0.0015847i,0.00041413+0.0015629i,0.00019172+0.00044691i,-0.00028999-0.00045755i,-0.00053781-0.00054229i,-0.00035785-0.001018i,-0.00011415-0.00084434i,-0.00034196+2.4473e-06i,-0.00031716+0.00015418i,0.00016747-0.00038669i,0.000951-0.00058822i,0.00075379-0.0010264i,9.7067e-05-0.0012296i,-0.00045401-0.00092198i
-0.0018614+0.00119i,-0.0010268+0.0021455i,0.00012675+0.0027167i,0.0010312+0.0027883i,0.00034901+0.0029274i,-0.00012891+0.0023941i,-0.00014114+0.0011642i,-0.000715+0.00040198i,-0.0013204+0.00055845i,-0.00083654+0.00060568i,-0.00035151+0.00044928i,-0.00032945+0.00020615i,-0.00052975+9.034e-05i,-0.00038603-0.00016109i,0.00021559-0.00080451i,4.5034e-05-0.00087858i,-0.00027711-0.00071175i,9.3133e-05-0.00082063i,0.00035816-0.0010811i,0.00012536-0.00087131i,0.00052352+7.2422e-05i,0.00077645+0.00084135i,0.00026348+0.0011254i
0.00037363+0.00069529i,-0.00020003+0.0013i,-0.00034608+0.0015506i,-5.6947e-05+0.0012017i,-0.0004806+0.0015831i,-0.00088508+0.0014507i,-0.00059645+0.00024909i,-0.00051441-0.0005065i,-0.00052115-6.3289e-05i,9.8015e-05+0.00081565i,0.00015934+0.00086054i,-0.00013731+0.00037342i,-0.00048522+0.00011066i,-0.00091022-5.4073e-05i,-0.00090739-0.00026728i,-0.00087311-0.0001033i,-0.00091347-0.00025193i,-0.0004576+0.00035233i,-0.00026172+0.00074769i,-0.00025882+0.00048371i,1.7148e-05+0.00013306i,0.00010598-7.0428e-05i,-0.00023842-0.00020005i
0.0010703+0.0029409i,0.0010971+0.0012873i,0.00045775-0.00043425i,0.00022163-0.00087232i,0.00082431-0.00046436i,0.00030801-0.00053106i,-0.00019348-0.00058756i,-0.001003-0.00023143i,-0.0009198+0.00011966i,-0.00012308-0.00019094i,-0.00029267-0.001238i,-0.00035383-0.0014952i,-0.00047326-0.00075747i,-0.00055715-0.00055621i,-0.00032495-0.00048526i,-0.00033466-0.00057098i,-0.00026228-0.0006587i,-6.1233e-06+0.00010858i,-7.4813e-05+0.00054527i,-3.9326e-05-3.6795e-05i,0.00057883-1.5595e-05i,0.00050805+0.00058568i,0.00055422+0.00011266i
0.00059589+0.00076562i,0.00037312+0.00073385i,0.00081032+0.00099747i,0.00050484+0.0014125i,-0.00062683+0.0010055i,-0.00087915+3.9317e-05i,-0.00088702-0.00039018i,-0.0006302+5.2871e-05i,0.00034283+0.00051861i,0.0010952+0.00055481i,0.0004935-0.00054836i,-0.0002331-0.00074244i,-0.00030894-8.6044e-05i,-0.00011734+6.8519e-05i,0.00046896+0.00017805i,0.00015132+4.8779e-05i,-0.00048516-0.00019821i,-0.00086151-0.00036906i,-0.00048068-0.00010896i,0.00039299-0.00013439i,0.00063008-0.00044163i,0.00047454+0.00023279i,0.00044397+0.00093241i
-0.00064012-0.00093751i,-0.00090045-0.00089417i,-0.0013117+0.00076357i,-0.0010995+0.0014867i,-0.00096149+0.00091074i,-0.00088695+0.00075444i,-0.00055632+0.00083022i,0.00021617+0.00046399i,0.00096284+0.00082171i,0.0013268+0.0011466i,0.00087698+0.00037404i,0.00029019-0.00049354i,-0.00033078-0.00027805i,-0.00018114+0.00044968i,0.00020559-9.3539e-05i,0.00057162-0.00071179i,0.00058518-0.00014569i,-0.0001109+0.00063929i,5.864e-05+0.00067934i,0.00080807+0.00063315i,0.0010598-5.3911e-05i,0.00070408-0.00076652i,-0.00028712-0.00021274i
0.00092628+0.00069142i,-8.4923e-05-0.00039418i,0.00077735-0.00041235i,0.00051164-0.00020977i,0.00014818-0.00030202i,-6.1416e-05-7.5319e-05i,-0.0011404-0.00035346i,-0.0013809-0.00032071i,-0.00059818-9.6853e-05i,-9.6038e-05-0.00025181i,-9.0624e-05+0.00012879i,0.00013067+0.00028734i,0.00049476-0.00026973i,0.00065911+0.00012123i,0.00042643+0.00010982i,-0.00043043+7.5342e-05i,-0.00067182+0.00056557i,-0.00054295+0.00043137i,-0.00039206+5.8377e-05i,-0.00029044+0.00033954i,-0.00072887+0.00070615i,-0.00043304+0.00037592i,2.4156e-05+0.0002515i
0.0015494-0.00033319i,0.0024512+1.7826e-06i,0.0031613+0.00038808i,0.0026353+0.00024902i,0.00098374-0.00012157i,-0.00055139-0.001208i,-0.00069279-0.00098395i,7.1839e-05+0.00045807i,0.00092418+0.0010499i,0.0013588+0.00080009i,0.00075413-0.00017338i,6.2164e-06-0.0010038i,-8.9222e-05-0.00027385i,-0.0005046+0.00079108i,-0.00038277+0.0010089i,-4.9423e-05+0.00092398i,0.00038738+0.00053699i,0.00022262+0.00028195i,-0.00018502+0.00050478i,-0.00067172+0.00022212i,-0.00082305-0.00069573i,7.1054e-05-0.00088978i,0.00045081-0.0010661i
0.0019723+0.00069296i,0.0011572+0.0010459i,0.00085392+0.0007963i,0.00038406-5.8846e-05i,-6.13e-05-0.00051008i,-0.00080455-0.00030615i,-0.00090897-0.00027705i,-0.00038295-4.3222e-05i,-0.00028806+0.00075751i,0.00062103+0.00076162i,0.0010718-4.6269e-05i,0.0004822+0.0001647i,-0.00038031+0.00058278i,-0.0002886+0.00075402i,-0.00012103+5.1159e-05i,0.0001812-0.00089892i,0.00042004-0.00077405i,-0.00041643-0.00030852i,-0.0005013+0.00061471i,-0.00035365+0.00088268i,-0.0005613+0.00012056i,-0.00039318-0.00034625i,-0.00087692-0.00011295i
-0.00073292+0.0019992i,-0.0013591+0.0014404i,-0.0011381+0.0012733i,-0.00079453+0.0015168i,-0.0002528+0.00092938i,0.00041301-0.00028625i,0.00032593-0.0002813i,-0.00045-5.9979e-05i,8.3075e-06-0.00014719i,0.00090041+0.00013572i,0.0013864+0.00026753i,0.00093306+0.00055435i,4.9726e-05-0.00032571i,-0.00054538-0.00053005i,-0.00050079+0.0001694i,0.00018306-0.00022285i,0.00067959-0.00044467i,0.00062497-6.8633e-05i,8.783e-05+0.00021439i,2.8512e-05+0.00070154i,0.00017674+0.0010204i,-0.00021021+0.00028366i,-0.00063867-0.00072767i
0.00041071+0.0019396i,0.0011342+0.0010874i,0.0024336+0.0014732i,0.0026552+0.0017314i,0.0013068-4.3347e-05i,-0.00012485-0.001403i,-0.00040579-0.0011502i,-0.00018456-0.00032076i,0.00073671+0.0011309i,0.0013044+0.0013514i,0.0009916+0.0010037i,0.00040202+0.00063191i,-0.0002859+0.00047014i,-0.00047139-0.00020367i,-0.00039863-0.00048297i,-0.00088177-0.00013688i,-0.00072926-0.00013538i,-0.00030368-0.00042983i,4.0427e-05-0.00044257i,0.00027048-0.00040657i,0.00084226-0.00032999i,0.00068125-0.00027211i,4.1322e-05-0.00040595i
-0.00081933+3.1002e-05i,-0.0016564+0.00092823i,-0.0016597+0.0019321i,-0.00098144+0.0029858i,-0.0001095+0.0029188i,0.00094691+0.0020126i,0.00051229+0.0011704i,-0.00025025+0.00028377i,-0.0009516+0.00025965i,-0.00059538+0.00082859i,9.4509e-05+0.00051153i,1.935e-05-0.00035814i,0.00067657-0.00052608i,0.00073834-0.00019387i,0.00012945+7.4545e-05i,-0.00010959-0.00052313i,0.00030263-0.00025742i,-0.00028653-0.00022993i,-0.00088081-0.00070637i,4.4631e-05-0.00075729i,0.00010408+0.00020114i,0.00035892+0.00097055i,0.00069099+0.00024314i
0.00073966-0.00013824i,0.00042864-0.00034308i,-8.9104e-05-0.00077208i,0.0006623-0.0010053i,0.00049603-0.0001097i,-0.00032503+0.00029097i,-0.00039545+0.00055925i,-0.00047689+0.00070835i,-0.00060057+0.00070128i,0.00075747+0.00086524i,0.0018367+0.00065019i,0.00057559+2.1759e-05i,-0.00036023+2.8113e-05i,-0.0002275+0.00027448i,0.00028087+0.00076728i,0.00043404+0.00053847i,-1.0214e-05-0.00048149i,-0.0001817-0.00044075i,-1.5246e-08-5.9685e-05i,0.0002327-0.00028417i,0.00060871-0.00026614i,0.00093324+0.00042751i,0.00056475+0.00052367i
0.0017353+0.00070391i,-5.142e-06-1.4814e-06i,-0.00013008+0.00092402i,0.00046006+0.0021857i,0.00014029+0.0012758i,-0.00072979+9.8009e-07i,-0.00086588-0.00058633i,-0.00055636-0.00020028i,-0.0001807+0.000158i,-0.00053155+6.3026e-05i,-0.00064517-5.7473e-05i,-0.00038901+0.00051715i,-0.00039985+0.00090084i,-0.00048871+0.00057219i,-0.00050172+0.00033i,-0.0007435+0.00036926i,-0.0010579+0.00037733i,-0.00024758+0.00051524i,-1.5992e-05+0.00049982i,-0.00019602+0.00069366i,-5.1765e-05+0.00062099i,0.00042655-5.3537e-06i,0.00029208-0.00015017i
-6.5344e-05+0.00031952i,-0.00055339+7.9675e-05i,-0.0012007-0.00047884i,-0.0013659-0.00077259i,-0.0013964-0.00089272i,-0.00094813-0.00077047i,-9.8767e-06-0.00059419i,-4.2468e-05-0.00028578i,-0.00063381+8.2522e-05i,-0.0010524+0.00030797i,-0.00039532+0.0007757i,-0.00020652+0.00096898i,-0.00078103+0.00053735i,-0.00048106+0.00043003i,-4.3531e-05+0.000458i,3.3712e-05-0.00030822i,0.00015757-0.00075669i,1.9882e-05-0.00074843i,-6.3753e-05-0.00093006i,-0.00051368-0.00075463i,-0.00022746-0.00025487i,0.00046891+0.00047651i,0.00096655+0.00033725i
0.0019547-0.0016834i,0.0011962-0.0014949i,-0.00017866-0.00061644i,-0.00030635+0.00046895i,-0.00093476+0.0011369i,-0.0013327+0.0012203i,-0.00099128+0.00066071i,-0.000919+0.00062457i,-0.0010635+0.00084675i,-0.00065449-3.9399e-05i,-0.00020037-0.00068348i,-0.00078728+0.00026408i,-0.0015847+0.00022305i,-0.0016823-0.00079776i,-0.00037814-0.00077891i,0.00063514+0.00043713i,-7.41e-05+0.00066203i,-0.0010093+0.00030574i,-0.0011825+0.00068133i,-0.0011929+0.00084508i,-0.00018712+0.00073707i,0.00047984+0.00082858i,-0.00010136+0.00018799i
0.00068786+0.0015857i,0.00082749+0.001899i,0.0007988+0.0020223i,0.0015345+0.0012411i,0.0015231+0.0001843i,0.00033993-0.00039735i,-8.4657e-05-0.001855i,-0.00016981-0.0018331i,0.00022394-0.00057921i,0.00030529+8.7273e-06i,-0.00049026-0.00046568i,-2.2597e-05-0.0006979i,-0.00018511+0.00013784i,-0.00065787+0.00078605i,-0.00043559+0.00058258i,-0.00020717+0.00032336i,8.9552e-07+0.0003706i,0.00023813+0.00037102i,0.00024475-0.00021058i,0.00026862-0.00059813i,0.0001151-0.00039266i,-0.00027449+0.00057655i,-0.00031406+0.00081578i
0.0011441-0.0013751i,0.00048114-0.002056i,0.00010655-0.001661i,-0.00031304-0.00068014i,-0.0003779-4.6626e-05i,-0.00054699+0.0005121i,-4.8852e-05+0.00032421i,0.00033214+0.00030542i,0.00085294+0.00030776i,0.0016589-0.00033124i,0.0013324-0.00058945i,0.00037231+0.00012883i,0.00036609+0.0011329i,0.00050703+0.0005819i,0.00016731-9.7175e-05i,-0.00069297+5.9133e-05i,-0.00094453-0.00019583i,-0.00022165-1.9853e-05i,2.8147e-05+0.00054675i,-0.00019109+0.00061175i,-0.00042207+0.00022562i,-0.00025156+8.4324e-05i,-0.00013645+0.00016976i
0.0023718+0.0010867i,0.0024463+0.0003853i,0.0013706-0.00021664i,0.00015249+0.00023227i,-0.00027098+0.0003591i,-8.003e-06+0.00068899i,4.5827e-05+0.00086065i,0.00030513+0.00031383i,0.00036403+0.00054886i,-0.00017483+0.00058468i,-0.00082896+3.7719e-05i,-0.0010967+8.7644e-05i,8.3905e-05-3.1692e-05i,0.0015372+0.0003392i,0.00090251+0.00011003i,-0.00063883-0.0002105i,-0.0015417+0.00019917i,-0.0014886+0.0003352i,-0.0010156+0.00025495i,-0.00080378-0.00028105i,-0.00052188-0.00077076i,-9.4664e-05-2.6701e-05i,-0.00012862+0.00011047i
8.3859e-05+0.0011832i,0.00042652+0.0021239i,0.00088735+0.0021565i,0.00064994+0.0026585i,0.00042596+0.0024491i,0.00014042+0.0018985i,-0.00051332+0.0020519i,2.1812e-05+0.0011739i,0.00049665-2.3598e-05i,0.00054554+5.981e-05i,0.0002923+0.00039061i,-0.00039571+0.00053369i,-0.0010498+0.00092784i,-0.00042814+0.00035383i,-0.00018523-7.3052e-05i,-0.00059041+9.9747e-05i,-0.00034812-0.00032928i,-8.0137e-05-0.0007433i,-0.00058528-0.00022183i,-0.00049893-8.4643e-06i,0.00049863+7.2848e-05i,0.0006628-1.1818e-05i,0.00054919+0.00019181i
-0.0022471+0.00042725i,-0.0017433+0.00033792i,-0.0018432+0.00032524i,-0.0018434+0.00028232i,-0.0018759+6.3502e-05i,-0.0012316+0.00017229i,-0.00098746-7.8448e-05i,-0.0010344+4.4254e-05i,-0.00021523+0.00057415i,0.00079711+0.00030151i,0.00098457-0.00020059i,0.00046715-0.00038748i,-0.00015079-5.2101e-05i,-0.00047459+0.00037456i,-0.0010896+0.00040015i,-0.0008711-0.00025147i,0.00016206-0.00060894i,-8.0006e-05-0.00029628i,-0.00064343-4.2842e-06i,-0.00031484-0.00052182i,-0.0002025-0.0012746i,0.00042646-0.0007823i,0.0010058+0.00052541i
-0.0013853-0.002277i,-0.0017362-0.00090406i,-0.0014044-0.00011044i,-0.0016022+0.00061036i,-0.0014344+0.00072916i,-9.2549e-05+0.0007472i,-3.3201e-05+0.00010921i,-0.00021018-0.00064882i,-0.00010909+0.00028676i,-0.00024043+0.00090947i,0.00018481+4.8571e-05i,0.00069583-0.00018842i,0.00070056-1.0067e-06i,-8.2926e-05-0.0002868i,-0.00037996-0.00056686i,-0.00031046-0.00075853i,-0.00050177-0.00046801i,-0.00086151-0.0003289i,-0.00091297-9.248e-05i,-0.00051831-0.00029691i,0.00022669-0.00055385i,0.0005818-0.00044778i,0.00073189-0.00029886i
0.0012577-8.1102e-05i,0.0013337+0.00037514i,0.00061102+0.0016917i,-0.00010336+0.0019172i,-0.00050661+0.00089387i,-0.00049692+0.00083387i,-4.37e-05+0.00094516i,-0.00017176+0.00054947i,-0.0001807+0.00021113i,-0.00011123+0.00023566i,-0.00060295+0.00011041i,-0.00084961-0.00021651i,-0.0006083+7.1e-05i,-0.00034798-0.00012169i,-5.3978e-06-0.00010568i,-0.00033603+0.00017646i,-0.00096894+0.00020934i,-0.0013223-6.1154e-05i,-0.0015698-5.4478e-05i,-0.00069701+0.00019684i,0.00073828+0.001061i,0.00091227+0.00098776i,0.00018193-0.00029236i
8.2754e-05+0.0023876i,0.00033009+0.0016907i,0.0006011-4.1224e-05i,0.00040742+5.0432e-05i,1.4613e-05-1.889e-05i,-0.0002812+0.00010733i,-0.00060719+0.00060567i,-0.00033385+0.0010208i,2.3363e-06+0.00063657i,0.00037887-0.0002514i,0.00025154-0.00071093i,-0.00018324-0.00056005i,-0.00036334+0.00013873i,-0.00016261+0.00016729i,0.00053021-1.3849e-05i,0.00070879+0.00024762i,-0.00022817+5.4452e-05i,-0.00039911+6.994e-05i,-8.5043e-05+0.00014831i,-0.00028581-0.00018019i,-0.00022524+0.00014274i,0.00014387+0.00020702i,0.00023519+0.00042889i
0.0019111+0.00043108i,0.0021259+0.00017208i,0.0024494-0.00051627i,0.0032453+7.2557e-05i,0.0021407+0.00038939i,7.8446e-06+0.00031447i,-0.00050057+0.00044068i,7.5953e-05-0.00021486i,9.2302e-05-4.7142e-05i,-1.1064e-05+0.00043053i,3.0268e-05+3.4455e-05i,-0.00029783-0.00039713i,-0.00024648-7.0958e-05i,0.00018671+0.00087903i,-0.00012659+0.0010484i,-0.00034324+0.00025115i,7.2932e-07-0.00029721i,0.00021081-0.0003138i,0.00038093+0.00025464i,0.00046716+0.00059936i,5.0381e-05+2.327e-05i,-0.00084996-0.00023126i,-0.0012136-0.00030142i
