-0.0029133+0.0017551i,-0.0024652+0.00090882i,-0.0030633+0.00067144i,-0.0027444+0.0011258i,-0.0015215+0.0013107i,5.0585e-05+0.0013312i,0.00062414+0.001651i,0.00095213+0.0014403i,0.0012765+0.0011942i,0.00070991+0.00091593i,0.00026156+0.00036335i,4.6129e-05-1.5092e-05i,-0.0010942-0.00060631i,-0.0013504-0.0012232i,-0.0012941-0.0003656i,-0.0022072+0.00038714i,-0.0021882-0.00027391i,-0.00022954-0.0012454i,0.00049486-0.00080106i,-0.00024907+8.6036e-06i,-0.00016771-3.9613e-05i,9.189e-06+0.00015275i,-0.00028265+0.00035432i
0.0021978+0.0036664i,0.0024766+0.0021973i,0.0037095+0.0022389i,0.0037117+0.0014978i,0.0032806-0.00014104i,0.0012444-0.00078304i,-0.00068973-0.00022883i,-0.0012657+0.00086585i,-0.00042922+0.0015658i,0.00087718+0.0017103i,0.0006041+0.00082959i,-0.00033153+0.00053889i,-0.00053093+0.00059853i,0.00011518+0.00087909i,0.00023529+0.0013649i,-0.00035009+0.00076362i,-0.00016095-0.00015323i,-0.00040962+0.00013102i,-0.00032547+0.00041304i,0.00024246-0.0001047i,-5.7758e-05+0.00010815i,5.0042e-05+0.0011131i,0.00037309+0.00090165i
-0.0022567-0.00048152i,-0.0025967+2.3066e-05i,-0.0023875+0.0014349i,-0.0023651+0.0023533i,-0.0019897+0.00182i,-0.00071367+0.00018088i,0.00022804-0.0010012i,-7.3636e-05-0.00067137i,-0.00053984+2.8154e-05i,-0.00016933-0.00052781i,0.00045323-0.0010287i,0.00030823-0.0010251i,-0.00061952-0.00036409i,-0.00067942+0.00040335i,-0.00058787+0.00055728i,-0.00081705+0.00032795i,-0.00073121+0.00010714i,-0.00036633+0.00057439i,-0.00056152+0.00045678i,-0.00054501+0.00011375i,-0.0006888-0.00039573i,-0.0009526-0.00036195i,-0.00043996+0.00032746i
-0.00012791+0.00068011i,0.00030662+0.00036244i,0.0017802+0.0002626i,0.0019453-0.0007008i,0.00027872-0.0011886i,-0.0012588-0.00046318i,-0.0016059+0.00025368i,-0.00098767+0.00038306i,0.00039704+0.00045954i,0.00084119-0.0001306i,7.993e-06-0.00078769i,-0.00078973-0.00054129i,-0.00078169-3.2049e-06i,-0.0012627+0.00033787i,-0.0019508+0.0010249i,-0.0016922+0.00099662i,-0.0011285+0.00024454i,-0.00047874-2.2544e-05i,-0.00037671-0.00014234i,-0.00031973-0.0002839i,0.00017102+0.0001716i,0.00047535+0.00026213i,0.0010215+0.0001626i
0.0018457+0.0019262i,0.0026219+0.001616i,0.0030658+0.0016808i,0.0027963+0.00093776i,0.0016363-0.0003429i,-0.00045991-0.00026191i,-0.0010633-7.4505e-05i,-0.0010603-8.1118e-05i,-0.00062655-0.00025937i,0.00024552-0.00025304i,-4.7623e-05-0.00023814i,-0.0012271-0.00029979i,-0.0014123+0.0002514i,-0.001113+0.0012784i,-0.00066711+0.0010076i,-9.6059e-05+0.00019469i,0.00043461-1.3862e-05i,-7.1417e-05-0.00021071i,-0.0011203-0.00066074i,-0.0012628-0.00061484i,-0.00091557-0.0008822i,-0.00017384-0.00067562i,-0.00033166-0.00027193i
0.0010687+0.00038624i,0.001338-0.00040502i,0.0006973-0.00012168i,9.4293e-05-6.6453e-05i,0.0010886-0.00020889i,0.0013413-0.0002938i,0.00019057-0.00010637i,-0.0003903+0.00047341i,2.5093e-05+0.00058298i,0.00074123-3.1136e-05i,0.00068714-0.00080459i,-8.4121e-05-0.0013826i,-0.00024605-0.0012582i,-0.00022694-0.00073157i,-0.0010534-0.00058656i,-0.0014785-0.00046092i,-0.00072996+0.00020137i,0.00034431+0.00054882i,0.00052196+0.00010764i,3.6839e-06-0.00088139i,0.00029523-0.00092213i,2.2668e-05+0.00091726i,-0.00054458+0.0015406i
0.0012921+0.0032389i,0.002264+0.00095463i,0.0033675+0.00073792i,0.0039896+0.00067007i,0.0041551-0.00048901i,0.0018019-0.0011553i,-0.00042367-0.00099492i,-0.00062346-3.2045e-05i,-7.3284e-05+0.00035861i,0.00054474-3.2791e-05i,0.00047332-0.00015295i,-0.00026039-0.0004009i,-0.0010034-0.00038989i,-0.0016194-3.1924e-05i,-0.0011758+0.00031027i,-0.00048833+0.00054658i,-0.00038733+0.00062507i,-4.1377e-05+0.00047909i,-7.0178e-05+0.00018013i,-0.00051081-0.00010187i,-0.00078306-0.0006165i,-9.5267e-05-0.00041886i,-0.00010682+0.00012177i
0.00077166-0.00022355i,0.00093409+0.00070515i,0.0010317+0.0013055i,0.0011489+0.0012598i,0.00028705+0.00074313i,-0.00057344+0.00026557i,-0.00076148+0.00078442i,-0.00054462+0.00063159i,-0.00023961+0.00033303i,1.7072e-05+0.00043045i,0.00048073+0.00037386i,0.00037279+0.00063328i,-0.00023415+0.00076914i,-0.00028861-0.0001321i,-0.00049851-0.00151i,-0.0010164-0.0018438i,-0.00084849-0.0013885i,-0.00066784-0.0011973i,-0.0006147-0.0012449i,-0.00043868-0.00069948i,-0.00042249+3.9733e-05i,-0.00010943-0.00019829i,0.0004352-0.00060379i
-0.0014298+0.00016671i,-0.0025108-0.00036138i,-0.003553+0.0010182i,-0.002874+0.0021763i,-0.00067484+0.0017681i,0.00064326+0.001255i,0.00080247+0.0012404i,0.0005633+0.0014057i,0.000536+0.0017287i,0.00040432+0.0013595i,-0.00030636+0.00046234i,-0.00037714+0.00022317i,-0.00077428+0.00052463i,-0.00080149+0.00071938i,-5.6637e-05+0.0004299i,-6.0781e-07+0.00044741i,-0.00033134+3.1689e-05i,-0.00039738-0.00049177i,-0.00029669+5.8729e-05i,-0.00087031+0.00090156i,-0.00067615+0.0011325i,-0.00022345+0.00046199i,-0.00018712-0.00061128i
0.00021884-0.00072352i,0.00080452-0.0011955i,0.0013286-0.0018235i,0.0012156-0.0024483i,0.0003553-0.0016772i,-0.00044257-0.00076954i,-0.00047096-0.00039717i,-8.5263e-06-7.3181e-05i,0.00030763-0.0002026i,0.00014021-0.00081106i,0.00067918-0.00088772i,0.00024584+8.8615e-05i,-0.00069582-4.9848e-05i,-0.00033777-0.000268i,9.9673e-05+1.3973e-05i,-0.00013104+0.00049081i,-0.00017515+0.00070089i,-0.00022222+9.1982e-05i,-0.00050128+0.00010782i,-0.00016565+0.00013994i,0.00055739-7.099e-05i,0.00040207+0.00011767i,-0.00031094+0.00025644i
0.00063462-0.0019927i,0.00057979-0.0010925i,0.0008089+0.0010296i,0.0005521+0.0026111i,0.00013417+0.0023787i,-0.00070269+0.0014338i,-0.00080421+0.00081035i,-0.00011862+0.00026032i,-0.00027852+0.00073149i,-0.00059726+0.00056356i,-0.00020356-0.00051635i,0.00020012-0.00066575i,0.00081051-7.9196e-05i,0.00085388+0.00027771i,0.00074517-0.00021141i,0.00092408-0.00070683i,0.00049767-0.00072741i,0.00022332-0.00019838i,-2.6686e-05+0.00014951i,0.000127+0.00022149i,0.0005441+0.00079546i,0.00051786+0.00047931i,0.00026086-0.00028062i
0.0015865-0.00048443i,-0.00022831-0.00044742i,-0.0018616-0.00043051i,-0.00132+0.00015116i,-0.00037502+0.00090412i,-0.00048671+0.0014619i,-0.00098936+0.00026846i,-0.00101-0.0012002i,-0.00094514-0.00097857i,-4.729e-05-0.00027986i,0.00035275-6.9458e-05i,5.8e-05-0.00037138i,0.00017482-0.00032474i,0.00040059-0.00072613i,0.00055942-0.00057957i,0.00051693+0.00031783i,0.00034937+0.00050475i,0.00011749-0.00013221i,-0.00044566-0.00041247i,-0.00015915-0.00036634i,9.2871e-06-0.00049332i,-0.00023747-0.00083341i,6.3171e-06-0.00038348i
0.0024896+0.0007256i,0.0022626-0.00040599i,0.0011973-0.00031371i,0.0011469+0.00056373i,0.0015001+0.0010346i,-0.0002152+0.0011906i,-0.0016451+0.00065459i,-0.0010736-5.527e-05i,-0.00024356-8.579e-05i,-0.00014594-7.8819e-06i,-0.00040777+8.8775e-05i,-0.00044964-0.0002588i,-0.00065604-0.00039643i,-0.0011157-1.3279e-05i,-0.0011707-0.00024178i,-0.00091958+7.3991e-06i,-0.00046669+0.0010108i,-0.00059083+0.0009129i,-0.00055897+0.0002366i,-0.00050145-0.00036531i,-0.00038562+6.8137e-05i,-5.7241e-05+0.0010304i,0.0004103+0.00041865i
0.0033147+0.0021564i,0.0032115+0.0018105i,0.0043221+0.001305i,0.0037876+5.5838e-05i,0.00081922-0.00071623i,-0.00099011+0.00041019i,-0.0010971+0.00054152i,-0.001096-0.00066907i,-0.00044075-0.00066884i,0.00021441-0.0011295i,0.0002399-0.0015333i,-0.00010446-0.00026834i,-0.00041626+0.0013803i,-4.1603e-05+0.0013051i,0.00010987+0.00052306i,0.00047493-0.00015292i,0.00016061-0.00015591i,-0.00074521+0.00025959i,-8.2945e-05-0.00017424i,-0.00060143-0.00089938i,-0.0012879-0.0004951i,-0.00069702+0.00029766i,-0.00077614-7.162e-05i
-0.0029311-0.0016975i,-0.0041142-9.6093e-05i,-0.004787+0.001513i,-0.0036912+0.0029513i,-0.0013187+0.0032767i,0.00032855+0.0023062i,0.00095166+0.0011469i,0.0005335+0.00088164i,4.7078e-06+0.0006564i,-0.00029024+0.00044929i,-0.00058089+0.00083849i,-0.00058513+0.00081946i,-0.00013887+0.00045098i,0.00049057+0.00050269i,0.00044115+0.0009612i,-0.00024102+0.00050305i,-0.00011406-0.00046643i,0.00057284-0.0001465i,0.0010632+4.0783e-05i,0.00057012+8e-05i,7.4962e-06-0.00028449i,0.00030781-0.00067793i,0.00033173-0.00018119i
-0.00089279-0.001477i,-0.00039524-0.0010231i,-0.00065212+0.00040922i,-0.0009537+0.00085695i,-0.00097157+0.00075643i,-0.00080216-0.00015149i,-0.00057048-0.00045647i,-0.00081638-0.00037783i,-0.00099016-0.0010829i,-0.0003556-0.00078068i,0.00041506-0.0003112i,0.00028342-0.0010583i,0.00010316-0.0010495i,-0.00025315+0.00031582i,-0.00020721+0.0013215i,0.00057215+0.0012933i,0.0006434+0.00098894i,5.7469e-05+0.00083778i,2.6295e-05+0.00049815i,0.00029382+0.00050894i,0.00095677+0.0004538i,0.00052615-0.00015186i,-0.00072187-0.00016014i
-0.00098281-0.0028148i,-0.00094777-0.0021245i,9.8334e-05-0.0003108i,0.00038411+0.0009001i,0.0003624+0.0015653i,0.00099912+0.0020731i,0.00058462+0.0020813i,-0.00049127+0.0012384i,-0.00060807+0.00058386i,-8.0436e-05+0.00043478i,0.0004866+0.00074972i,0.00066832+0.0008738i,0.0010358+0.00086147i,0.0006185+0.00053458i,-0.0003144-0.00031451i,-0.00074721-0.00025846i,-0.00040773-0.00032842i,0.00016294-0.00037402i,0.00027858-3.594e-05i,0.00081513+1.5669e-05i,0.00082108+0.00064537i,-0.00037833+0.00078807i,-0.00044704+4.4605e-05i
-0.00036798-9.9049e-05i,-0.00081813-0.00071376i,-0.00041741+0.0012559i,0.00010083+0.0025494i,0.00022818+0.0011494i,0.00070174-0.00051895i,0.00067391-0.00068367i,0.000335+6.2586e-06i,-3.5115e-05+1.4625e-05i,-8.9191e-05-7.0403e-05i,0.00025945+0.00030711i,-0.00036867+0.00075461i,-0.0010992+0.00027549i,-0.0013352+1.2443e-05i,-0.00054788-0.00011364i,-0.00015923-0.00073712i,-0.00040625-0.00092389i,5.7039e-05-0.00049658i,0.00068211+0.0002722i,4.7875e-05+0.00067994i,-0.00020676+0.00086901i,0.00057174+0.000274i,0.00089628-0.0004963i
5.7615e-05+2.2562e-05i,-8.789e-05+0.00014596i,-2.9132e-06+0.0011028i,0.00066514+0.0015322i,0.0005599+0.0013884i,0.00018726+0.00048071i,-0.00025881-0.00058448i,-0.0011493-0.00038347i,-0.00083531+2.6178e-05i,0.00013088+0.00032775i,0.00030845+2.2947e-05i,-0.00043443-0.0005099i,-0.0013692+0.00040077i,-0.0015306+0.00094536i,-0.0011355-7.1706e-05i,-0.0008347-0.00063558i,-0.00071108-0.00018195i,-0.00052308+0.00036221i,-0.00037457+0.00077386i,0.00033138+0.00061272i,0.0004908+0.00039513i,5.6909e-05+0.00083226i,-9.7037e-05+0.00058689i
0.0018512+0.0037054i,0.0029117+0.0023774i,0.0051116+0.00064052i,0.0054717+0.0004161i,0.0035395+0.00011285i,0.0011972-0.00091347i,-0.00020959-0.0011049i,-0.00038483-0.00060169i,7.8171e-06+0.0002206i,0.00044163-6.2571e-05i,0.0002376-0.00052733i,-8.7951e-05-0.00042671i,-0.00038238+0.00020332i,-0.0014146+0.00093507i,-0.0021667+0.00034586i,-0.0013717-0.00091086i,-0.00024761-0.00080838i,0.00013064+0.00026325i,3.295e-06+0.00051053i,0.00031133+0.00023948i,0.0003638-0.00013421i,4.5271e-05-0.00066993i,0.00046287-0.00072611i
-0.00074218+0.0028671i,-0.00052113+0.0037303i,0.00026835+0.0041586i,0.0016743+0.0037597i,0.0019186+0.0021698i,0.0012904+0.00085279i,7.6246e-05+0.00047441i,-0.00079488+0.00047801i,-0.00028085+0.0004926i,0.00068241-5.5243e-05i,0.00070129-0.00031352i,-0.00062347+0.00016902i,-0.00094758+0.00039763i,-0.00066769-0.00077863i,-0.00069904-0.0006397i,-0.00044225+1.6235e-05i,0.00014046-0.00015765i,0.00038415+0.00054147i,0.00073658+0.00032651i,0.00082534-0.00084006i,9.2815e-05-0.0010237i,-0.00069937-0.0010984i,-0.00025452-0.0009926i
-0.0022653+0.00026028i,-0.0015264+0.00040602i,-0.0024441+0.00040119i,-0.0021334-0.00033504i,-0.00096662+2.6319e-05i,0.00014992+0.00016135i,9.2724e-05-0.00063793i,-0.00026055-0.00047852i,-0.00037979+8.6554e-05i,-0.00019962-0.0003783i,-7.7843e-05-0.00083568i,-0.00040718-0.00071587i,-0.00072845-0.00069482i,-0.00075474-0.0010965i,0.00010719-0.0014165i,0.00085056-0.0011178i,0.00024576-0.00065538i,-0.00027435+0.00026191i,0.00017106+0.0006205i,0.00064712+0.00020865i,0.0015499-0.00019989i,0.0018259-0.00065797i,0.0010583-0.00076573i
0.0031854-0.0030367i,0.0022046-0.0023755i,0.0014834-0.0019466i,0.0010223-0.0012999i,-0.00016422+0.00013955i,-0.001257+0.0012828i,-0.0012482+0.0014498i,-0.00086681+0.00032491i,-0.00033771-0.00025036i,9.9323e-05+0.00016707i,0.0003831+0.00058945i,0.00056696+0.00063004i,1.2666e-05+0.0003043i,-0.00053674-0.00012289i,-0.00048875-0.0010231i,-4.7211e-05-0.0012677i,0.00028095-0.00033225i,0.00011891+5.9873e-05i,-0.00032879+0.00013195i,-0.00020864+0.00036653i,0.00018082+0.00069691i,-0.00071821+0.00093008i,-0.00073137+0.00071878i
0.0023417+0.0015929i,0.002625+5.5839e-05i,0.0030027+0.00029015i,0.0031449+0.00040144i,0.0019128+0.00032799i,-8.1097e-05+0.00049793i,-0.00059779+0.000743i,0.00016154+0.00080885i,0.00027776+0.0009503i,0.00027082+0.00023994i,0.00080426-6.3724e-05i,0.00023463+0.0001873i,0.00012348+0.00045332i,0.00030152+0.00084634i,0.00064238+0.00043437i,0.0011527-4.0607e-05i,0.00074587+0.00054934i,0.00071756+0.00087918i,0.0011697+0.00067984i,0.0011738+0.00023538i,0.0013014-0.00055489i,0.0010158-0.00049715i,0.00071611+8.5055e-05i
0.00011615+0.0018542i,-0.00036971+0.0012061i,-0.00076292+0.0021498i,-0.00055205+0.0027151i,0.0002057+0.0016222i,3.9412e-05+0.00096002i,-0.0004981+0.00025501i,-0.00019902-0.00060599i,0.00041009-0.00048208i,0.0010374-0.0002001i,0.00041518-0.00045907i,-0.00040649-0.00067968i,-0.00048812-0.00095409i,0.00010146-0.00044366i,0.00090573+0.00032113i,-0.00015985+0.00020936i,-0.00043277-0.00019262i,-9.3019e-05-0.00050457i,-0.00091047-5.8856e-05i,-0.0010421-0.000228i,-7.3467e-05-0.00074039i,0.00037511-0.00051636i,0.00027289-0.00024912i
0.0012837+0.0026451i,0.0012863+0.0003207i,0.0021666-0.00044091i,0.0021165-0.00043402i,0.00068281-0.0020171i,-0.00055716-0.0025303i,-0.00094686-0.0015475i,-0.00078718-0.00056124i,4.9065e-05+0.00013358i,0.00068447-0.00040284i,0.00064807-0.00057263i,-0.00013711+0.00029808i,-0.00075103+0.00063294i,-0.00059071+0.0013305i,0.00015249+0.001195i,0.00037385-6.598e-05i,-0.00062366+0.00013456i,-0.0012446+0.0002116i,-0.0010222-0.00031306i,-0.00062674-0.00079151i,0.00024814-0.00013156i,0.00011174+0.00038618i,-0.00054093-0.00015939i
-0.0019917+0.0015404i,-0.0012786+0.00072976i,-0.00011287+0.0011927i,0.00017015+0.0011631i,0.00078495+0.0011807i,0.0010693+0.0016843i,0.00069623+0.0011825i,0.00044084+0.00031984i,0.00073962+0.00028202i,0.00093866+0.00061589i,0.00046216+0.00044405i,0.00034411+2.8541e-05i,0.0010152+2.0856e-05i,0.0010186+0.00047958i,0.00029733+0.00072613i,0.00038536+0.00024833i,0.00032023-0.00058071i,-0.00047477-0.00030682i,-0.00080582+0.00035445i,-0.00012278-3.6718e-05i,0.0008435+0.00042101i,0.0014116+0.00076583i,0.0015285-0.00024657i
-0.0038781+0.00071983i,-0.0026907+0.0017831i,-0.00093511+0.0039453i,0.00048491+0.0045116i,0.0013793+0.0031148i,0.0018129+0.00096994i,0.00059441-0.00033355i,-0.00069395+0.00016077i,-0.00061271+0.0010374i,0.00028646+0.001246i,0.00056121+0.0010179i,0.00026854+0.00020937i,3.2283e-06-0.00026332i,-0.00019254-0.00093848i,-0.00072903-0.0015289i,-0.0010451-0.0015202i,-0.00062854-0.0009694i,-0.00075097-7.5433e-05i,-0.00053321+0.00029101i,-0.00019227+8.9019e-05i,0.00011194-0.00035949i,0.00043398+5.3122e-05i,0.00021172+0.0012793i
0.00018411-0.0030295i,-0.00066773-0.0019012i,-0.0019706-0.00096737i,-0.0018883+0.00055526i,-0.00071628+0.0020262i,-0.00032326+0.0012949i,-0.00061386-0.00074396i,-9.1926e-05-0.0011175i,0.0001128-4.1482e-05i,-0.00043357+0.0014936i,-0.00026907+0.0018595i,0.00092981+0.0012612i,0.0014433+0.00069371i,0.0011575+0.00059865i,0.00020109+0.0010467i,-0.00084571+0.00027414i,-0.00067609-0.00088347i,-0.00051167-0.00079831i,-0.00056418-0.00043206i,-0.00011108+0.00041577i,-0.0001061+0.00075789i,-0.00071895+0.00013573i,-0.00060617-0.00023145i
0.001803-0.00082691i,0.0021327-0.0010705i,0.0012184-0.00068892i,0.00038642-0.00029489i,6.0341e-05+0.00023238i,0.00041775+0.0012445i,0.00087005+0.0015401i,0.00056443+0.0012023i,0.00019435+0.00045449i,-3.8766e-05+0.00022825i,-0.00048431+0.00083868i,-0.0004192+0.0011975i,0.00030822+0.0013288i,0.0010925+0.0012539i,0.0014991+0.00029536i,0.00087846-0.00053457i,0.00066267-0.00052164i,0.00025692-0.00043102i,-0.00047708-0.00018186i,-0.00084717+0.00072802i,-0.00020348+0.0012669i,0.00043817+0.0006521i,0.0002376+0.00066644i
0.00084769+0.0027516i,-1.0032e-05+0.0034812i,-0.00053823+0.0035212i,0.00014846+0.0037657i,0.0010581+0.0034474i,0.0007803+0.0020312i,0.00029991+3.7176e-06i,0.00023205-0.0002683i,-0.00025476+0.00044864i,-0.00055713+0.00026262i,-0.00023553-0.0001608i,2.6315e-05-7.246e-05i,-5.7166e-05+0.00045408i,-0.00030165+0.00038179i,-0.00062524-0.00021577i,-0.00076272-0.00033725i,-0.0005649-0.00044631i,-0.00044624-0.00034089i,-0.00029503+0.00048033i,-0.00017954+0.00078684i,0.00055383+0.00023385i,0.0011429-0.00023898i,0.00035171-0.00069693i
-0.00030019-0.0010104i,-0.0016087-0.00019862i,-0.0017693-3.7506e-05i,-0.0012793-0.00050127i,-0.0016223-0.00048844i,-0.0011857-0.00025982i,-0.00051047+0.00045923i,-0.00085636+0.00087831i,-0.00072953+0.00014267i,-0.00049009-0.00019308i,-0.00097967-0.000356i,-0.00063394-0.0010119i,1.8669e-06-0.00046944i,0.00023021-0.00033984i,0.0005579-0.00042923i,0.00017087+2.4918e-05i,0.00014297+0.00011672i,0.00022197+2.1619e-05i,0.00039853-0.00021041i,0.00053263-0.00042356i,0.00033071-0.00022082i,0.000805+0.00072442i,0.00046144+0.001047i
-0.00024297+0.00013968i,-0.00065125+0.00021761i,-0.0013276+0.0007396i,-0.00073515+0.0017541i,0.00025783+0.0025725i,0.00013683+0.0020583i,-0.00033273-4.6286e-05i,-0.00040335-0.00035856i,-0.00045122+0.00044056i,-0.00095298-1.6563e-05i,-0.00081491-0.00055618i,-0.00070954-0.00046097i,-0.00073819-0.00024237i,-4.0669e-05-0.00054078i,0.00076873-0.00037596i,0.0004848-0.00014184i,7.0971e-05+0.00010298i,-8.9421e-06+0.00021978i,-0.00032283+5.2518e-05i,-0.00028199+0.0003191i,-0.00024984+0.00059578i,-0.00015905+0.00027755i,2.2927e-05+0.00021716i
-0.0011839+0.00057732i,-0.0012868+0.0010635i,-0.00063737+0.0023232i,-2.0759e-05+0.0030385i,0.00032046+0.0025263i,0.0003438+0.0018913i,-9.6996e-05+0.0015836i,-0.00085377+0.0006753i,-0.0012775+0.00018864i,-0.00045349+0.00041875i,0.00018633+0.00043651i,-0.00010449+0.00039467i,-0.00063576+0.00024225i,-0.00060614-0.00020701i,-0.00062447-0.00050593i,-0.0001385-0.0006155i,0.00026776-0.00016276i,-0.00010494+6.427e-05i,-0.0005543-0.0001981i,-0.00078983-4.6189e-05i,-0.00057097+0.00029906i,-0.00010063+0.00067485i,7.6696e-05+0.00044483i
0.00072758+0.0019893i,0.0017863+0.0015804i,0.001916+0.00098426i,0.0013387+2.971e-06i,0.0018018-0.00063068i,0.00093745-0.0013681i,-0.00064144-0.0006384i,-0.00041023+0.00051445i,0.00027424+0.0012925i,0.00061761+0.0012026i,0.0007218-0.0003394i,0.00022283-0.0013998i,-0.00018148-0.0012507i,-0.00038276-0.0005199i,-0.00041022-8.7643e-05i,9.6338e-06+0.00051275i,5.158e-06+0.0010254i,-7.3172e-05+0.0014624i,-2.6e-05+0.0007522i,3.4057e-05-0.00019405i,0.00060961-0.00051559i,0.00095169-0.00047899i,0.00093222+0.00027616i
-0.00025436+0.0036444i,0.0012604+0.0030435i,0.00076567+0.0037906i,0.0013288+0.0029259i,0.0024125+0.00045114i,0.0018641-0.00075554i,0.00083495-0.00015224i,0.00032985-8.2514e-05i,0.00022763-6.5935e-05i,-8.1705e-06+0.00067527i,0.00012893+0.00039181i,-7.4046e-05-0.00063846i,-0.00099675-0.00064531i,-0.00075652-0.00015916i,-7.311e-05+6.4756e-05i,0.00015341+0.00036055i,0.00055201+0.00042068i,0.00060264-0.00039396i,-6.3649e-05-0.00040301i,-0.00023543-6.533e-05i,0.00036489+3.9555e-05i,0.00045563+0.00014362i,-8.9866e-05-0.0001896i
0.0001648+0.0022385i,0.0003622+0.0021589i,0.002064+0.002256i,0.0030038+0.0020084i,0.0020962+0.00050505i,0.00059142-0.00043991i,-0.00033454-0.00052554i,-0.00057956+0.00059703i,-0.0012771+0.0011523i,-0.0011568+0.00093823i,-9.2041e-05+0.00044612i,-0.00023403-0.00029483i,-0.0012153-6.0326e-05i,-0.0015067+9.2121e-05i,-0.0011106-0.00046207i,-0.0010564-0.00011762i,-0.0016395+0.00040915i,-0.0016178-0.00012786i,-0.0010026-0.00038942i,-0.00088777-0.00051152i,-0.0003446-0.00050014i,0.00016801-0.00073742i,0.00053841-0.00033303i
-0.00081571+0.001068i,-0.001043+0.001154i,-0.0011657+0.0012138i,-0.00089582+0.0022313i,-0.00040723+0.0027112i,0.00049116+0.0012097i,0.0006593-0.00054161i,-0.00032958-0.00089673i,-0.000526-0.0003356i,-0.00015032-0.00011402i,-0.00028392-0.00010506i,-0.00030654-5.7362e-05i,-0.00055796-0.00032277i,-0.00047631-0.00010669i,-1.8665e-05+0.0005016i,0.00010201+0.0011879i,-0.00027064+0.001454i,-0.00019917+0.0012619i,0.00028101+0.00085833i,0.00020312+0.0003402i,0.00043115+0.00040382i,0.00060987+0.0013409i,5.1092e-06+0.00098741i
-0.00064299+0.00040592i,-0.00020186+0.00055321i,0.00083821+0.0025733i,0.0015748+0.0025839i,0.00097505+0.00055822i,0.00049943-0.00019895i,0.00010991+2.7406e-05i,-0.00026517+0.00011377i,-0.0003331+0.00028187i,-0.00040338+3.5155e-05i,-0.00019742-0.00042243i,0.00024626-0.00059809i,0.00015561-0.00085527i,-0.00010195-0.00055879i,-0.00032816+0.00012463i,-0.00021492+0.00022603i,0.00065294-9.05e-06i,0.00059968-4.0019e-05i,0.00025464+0.00039903i,3.3504e-05+0.00057231i,-0.00076513+0.00063884i,-0.00090271+0.00058505i,-6.7952e-05+4.6199e-05i
0.000905-0.0018834i,-0.00031257-0.00068288i,-0.0010151-0.00045529i,-0.00090532+0.00025948i,-0.001186+0.0007456i,-0.00093623+0.00079382i,-0.000503+0.0010069i,-2.2028e-05-6.5398e-05i,0.00018013-0.00057434i,-0.00013935-0.00026911i,-0.00025296+6.0463e-05i,-0.00051421+0.00084629i,-0.00044563+0.00065431i,0.00010789+0.00022924i,5.8403e-05-7.6063e-05i,-0.00015649-0.00021348i,0.00036072+0.0001335i,0.00041718+0.0002653i,-8.5904e-05+0.00011133i,0.00015295-9.5408e-05i,0.00025151-6.3749e-05i,0.00014897-8.5403e-05i,-0.00048273+0.00011282i
0.0012383+0.0017557i,0.0026342-5.2717e-05i,0.0026621-0.0013391i,0.0016845-0.00053199i,0.0013216+0.00054607i,0.0008673+0.0009838i,5.2012e-05+0.00040099i,-0.00025432+0.00035737i,1.6435e-06+0.0003941i,-0.00016084+8.7287e-05i,-0.00083436-0.00063013i,-0.0010934-0.00087582i,-0.0016599-0.00041024i,-0.0020943-0.00050675i,-0.0012572-0.00013881i,-0.00012905+0.00036861i,0.00039762+0.00062592i,-0.00012739+0.00063204i,-0.00051562+0.00063789i,-0.00068356+0.00048121i,-0.001102-4.2206e-05i,-0.00076735-0.00099385i,-0.00043128-0.0011766i
-0.00027584+0.0015357i,0.00052891+0.001492i,0.0010402+0.0019098i,0.00061926+0.0018445i,0.00074461+0.0014579i,0.00073729+0.0012593i,0.00010592+0.00018546i,-0.00044276-0.00077853i,-0.00040963-3.0319e-05i,-0.00066013+0.00015632i,-0.00099271-0.0011696i,-0.00079444-0.00084136i,-0.00033332+0.00012829i,-0.00024844-9.882e-06i,0.00027687-0.00011518i,0.00032488+0.00010433i,-8.3464e-05+0.00055886i,5.2534e-05+0.00055033i,-0.00029118-0.00055146i,-0.00017593-0.00043142i,0.00057522+0.0004726i,7.7759e-05+0.0001396i,-0.00098636-0.00059656i
-0.0017345-0.00036445i,-0.0017862+0.0010088i,-0.0017003+0.0014863i,-0.00098032+0.0013689i,-0.0008907+0.0017224i,-0.00063036+0.0012373i,-0.00014088+0.0010438i,0.00040699+0.0011447i,0.00014583+0.0003735i,-7.9664e-05-0.00040521i,-0.00013023-0.00036543i,-0.00028758-2.8629e-05i,-0.00018334+0.00011106i,-0.00023345-6.3386e-07i,2.4053e-05-0.00022785i,-8.0632e-06-0.00030157i,2.8072e-05+0.00039055i,0.00062686+0.00063475i,0.0010141+0.00073271i,0.00094635+0.00094213i,0.0006162+0.00062826i,0.00033138-7.2157e-05i,0.00066851-0.00025733i
