8.4558e-05-0.0011211i,-0.0016192-0.0016584i,-0.0026462-0.00084101i,-0.0017019+0.00054375i,-0.0018568+0.00063984i,-0.0021009+0.00036485i,-0.0012789+0.00098648i,2.839e-05+0.0011623i,0.0010897+0.00083553i,0.00083072+0.00024449i,0.00082673-4.0039e-05i,0.0012605-0.0001244i,0.0012122+0.00013813i,0.0011732+0.00028877i,0.0008442+0.00023586i,0.00058994+0.00016111i,0.00076411+0.00016254i,0.00077001+0.00017961i,0.00044036-0.000534i,-0.00016233-0.00060352i,-0.00058216+0.00018003i,-0.00053315+0.00029507i,-0.00076725+2.1103e-05i
-0.0029086-0.0048595i,-0.0045398-0.0045551i,-0.0039873-0.0013856i,-0.0026679+0.00062511i,-0.0022746+0.00016506i,-0.0018006-0.00012238i,-0.0017284-0.00018892i,-0.0017427+0.00013201i,-0.00087114+0.0004498i,-0.00033486+0.00022013i,-0.00010017-0.00027705i,0.00049028-0.00048723i,-2.9189e-05-0.00015098i,-0.00069219-0.00013133i,-0.00010434-0.00031711i,1.8809e-05-9.8292e-05i,-0.00013932+8.6921e-05i,5.5054e-05+0.0002933i,-6.6987e-05+0.00049244i,-0.00028728+0.00021857i,-0.00071024-0.0004777i,-0.00065877-0.00049286i,0.00041407-0.00045676i
0.0010716-0.0061729i,-0.0021155-0.0038008i,-0.0047328-0.0012923i,-0.0031817-0.00081824i,-0.0018551-0.0011379i,-0.0024076-0.00074354i,-0.0016215-0.00038595i,9.5644e-05-0.00017962i,0.00061961-9.8697e-05i,0.00068767+0.00033363i,0.00041225+0.00070346i,6.0251e-05+0.00041786i,8.7141e-05+0.00030941i,0.00026327+0.00050314i,0.00050901+0.00045014i,-5.3618e-05+0.00021714i,-0.00065709-0.00040654i,0.00019905-3.5611e-05i,0.00081219+0.00029839i,0.00019693-0.00031214i,0.00050876-0.00069127i,-0.00024793-0.00036524i,-0.00090353+0.00058457i
-0.00046716-0.0029752i,-3.0599e-05-0.0021284i,8.538e-05+0.00064456i,0.00088043+0.0018058i,0.000732+0.00090729i,-0.00057975+0.00076078i,-0.000741+0.00036497i,-0.00029917-0.00017075i,8.1066e-05+0.00033444i,0.00036837+0.00022193i,0.00012889+0.00015933i,0.00048913-0.00055956i,0.0012779-0.0019862i,0.00052275-0.0027829i,-0.00055197-0.0023967i,-0.00022891-0.0011667i,-9.4546e-05-0.00059931i,-0.0010871+8.098e-05i,-0.0015419+7.5314e-05i,-0.00080083-8.7663e-05i,-0.00022484+0.00023294i,-1.1817e-05+9.6791e-05i,8.7309e-05-0.00022537i
0.00076944-0.0012038i,-0.001082+5.9517e-05i,-0.0010452+0.0020187i,2.2868e-05+0.0032588i,-0.00056368+0.0020477i,-0.0015597+5.4715e-05i,-0.0011537-0.0011815i,0.00017613-0.0010279i,0.00029643+2.6303e-05i,0.00028075+0.00017301i,0.00084601+1.3667e-05i,0.00089818+0.00043091i,0.0005006+0.00056361i,0.0005913-0.00032696i,0.0010366-0.0011076i,0.0014246-0.00057297i,0.00028125-0.00046796i,-0.00063491-0.00087502i,-0.00071614-0.0011659i,-0.00035865-0.00032115i,-0.00016798+0.00089104i,-0.00053413+0.00020915i,-1.6534e-05-5.4737e-05i
-0.0014877-0.00060144i,-0.0035967+0.00018648i,-0.0038893+0.0014956i,-0.0024541+0.001851i,-0.0019858+0.00097054i,-0.0016419+0.00036823i,-0.0014572+0.00049028i,-0.001203-0.00019502i,-0.00057859-0.00090528i,-0.0001014-0.00072493i,0.00078821+3.7042e-05i,0.00090471+2.3191e-05i,0.0001766-0.00023121i,-6.8409e-05+0.00017958i,8.6848e-05-0.00020941i,-0.00028546-0.00030506i,-0.00016463+0.00018567i,0.00034192-0.00028153i,0.00043837-0.00080254i,0.00025263-0.00078709i,0.00032964-0.00046279i,0.00033382-0.00020808i,0.00020568+0.00012225i
-0.0028216-0.0015135i,-0.0036999-0.0010521i,-0.0025987-0.00044456i,-0.00012538+0.00012357i,0.00032228+0.00043088i,-0.00088622+0.00057497i,-0.00091519+0.0004054i,0.0002645+2.2954e-05i,0.00021403-0.00012331i,-0.0008213+0.00031896i,-0.00038931+5.0737e-05i,-6.1956e-05-0.00049822i,-2.7149e-05-0.00033118i,0.0001277+0.00035494i,0.00027759+0.00040895i,0.00077713+9.1257e-05i,0.00069436+0.00019057i,0.00010844+0.00026864i,0.00030904+0.00043918i,0.00032945+0.00090557i,0.00025839+0.00092891i,0.00093887+0.00059646i,0.00047165+0.00019175i
-0.0064677-0.0037178i,-0.0071721-0.0026535i,-0.0046311+0.00093444i,-0.0015724+0.0029709i,-0.00060194+0.0021652i,-0.0011045+0.00090945i,-0.00097109+0.00060741i,-0.00037908+0.00069065i,-0.00019703+0.00015483i,-0.00022141+0.00023439i,-9.9091e-05+0.0011317i,-9.2506e-06+0.00063127i,0.00014294-0.00033301i,0.00025293-0.00058179i,0.00087619-0.00020851i,0.0010933+0.00043045i,0.00021708+0.00056083i,1.808e-05+0.00050329i,0.00035804+0.00035547i,0.000391+0.00058245i,0.00023394+0.00057545i,-0.00020129-0.00032635i,2.3272e-05-0.00066812i
-0.0019294-0.0049159i,-0.0028806-0.0034384i,-0.0013489-0.00087511i,-4.6595e-05-0.00045792i,-0.00078987-0.0010384i,-0.0014018-0.00045342i,-0.001744+0.0001868i,-0.001472+0.00051469i,0.00020643+0.00037846i,0.00093129-4.3271e-05i,0.00066098+0.00048728i,0.0002576+0.00059223i,0.00019639+0.00026907i,-0.00011547+0.00032489i,-0.00070667-0.00084525i,-0.00057769-0.00090179i,4.567e-05+0.00058531i,0.00057431+0.00088842i,0.00017011+0.00038613i,-0.00061001-0.00060105i,-0.00019259-0.00052687i,0.00019979-7.726e-05i,0.00015216+4.8514e-05i
-0.0015393-0.0067959i,-0.0029796-0.0030895i,-0.0021289+0.0007276i,-0.00048939+0.0015747i,0.00027643+0.00088408i,-0.00013941+0.0003033i,-0.00094519-1.0667e-05i,-0.00043046-0.00010966i,0.00038321-0.0004181i,0.00062484-0.00052518i,0.0013177-0.000168i,0.0015279+0.00021485i,0.0014889+0.00066087i,0.0011948+0.0004312i,0.00017298-0.00032944i,-0.00013132+4.7242e-05i,0.00022655+0.00031564i,0.00040219+0.00052807i,-0.00027942+0.0010872i,-0.0010868+0.00090827i,-0.00056325+0.0010197i,-0.00026078+0.0010366i,-0.00074005+0.00061736i
0.0014796-0.0028259i,-0.0010602-0.00102i,-0.0011497+0.0017896i,-0.00030642+0.0023359i,-0.001063+0.00083227i,-0.001586-0.0010767i,-0.001555-0.00096682i,-0.0010901-1.9431e-05i,-0.00074768+0.00065966i,-0.00059913+0.00029657i,0.00032729-0.00052325i,0.00095921-0.0002046i,0.00072156-0.00052204i,0.00029215-0.00099454i,0.00064286-0.0013296i,0.0014697-0.00062689i,0.0012673+0.00057668i,0.00077521+0.00041304i,0.00055966-0.0002675i,-3.6967e-05-4.2898e-05i,-0.00057197-1.9018e-06i,2.6306e-05-0.00078891i,0.00074013-0.0014531i
0.001127-0.0033487i,-0.0025817-0.0013304i,-0.003936+0.0016168i,-0.00224+0.0019934i,-0.0018189+0.00046876i,-0.0012195-0.001597i,-0.00035788-0.0025676i,-0.00066763-0.0018179i,-0.00055684-3.2269e-05i,0.00046938+0.0010141i,0.00049926+0.00058876i,0.00027703+5.6782e-05i,0.00022815+6.9331e-05i,0.0008283-0.00029174i,0.0013632-0.0016064i,0.0010474-0.0019911i,0.00030918-0.00086552i,3.6469e-05-0.00027737i,-0.00018122-0.00040725i,-0.00091221-0.00042814i,-0.00084969-0.00045188i,-0.00036491-0.00044394i,-0.00030525+6.2728e-06i
0.00085352-0.00041697i,-0.0025633+0.00055607i,-0.0034329+0.0035089i,-0.0018732+0.0044715i,0.00019786+0.0036579i,0.0013672+0.0020832i,0.00078718+0.00083819i,-0.00051302-0.00040392i,-0.0011573-0.00041933i,-0.000621+0.0009326i,0.00066333+0.0014627i,0.0010302+0.00075421i,0.0013468+0.00018729i,0.0021685-5.0079e-05i,0.0024504-0.00102i,0.0019173-0.0011448i,0.0010865+0.00016512i,0.0004084+0.00043107i,-2.8921e-05-0.00013546i,-6.136e-05-0.00059755i,-0.00012035-0.00076097i,6.7322e-05-0.00012934i,0.00085316+0.00023964i
-0.0085978+2.6586e-05i,-0.01156+0.0011805i,-0.010271+0.004974i,-0.0048884+0.0062477i,-0.0010157+0.0048346i,0.00070032+0.00083049i,0.00020772-0.0022324i,-0.0002995-0.0010892i,-0.00045409+0.00066481i,-4.1867e-05+0.0013764i,0.00076395+0.0015777i,0.0015808+0.00079349i,0.0020645-0.00072156i,0.0024548-0.0016747i,0.0034684-0.0018286i,0.0029864-0.00094855i,0.0013312+0.0003685i,0.0002186-0.00011027i,-0.00019476-0.00080839i,-0.00033025-3.5976e-05i,0.00011581+0.00071366i,-0.00040911+0.00067294i,-0.00064468-0.00022373i
0.003421+0.0015001i,0.0037822-0.0014289i,0.0048567-0.0041473i,0.0025376-0.004608i,-0.0021408-0.0044216i,-0.0049783-0.0016819i,-0.0031489+0.00029566i,-0.00038088-2.7832e-05i,0.00058225-0.0007138i,0.00062114-0.0017044i,-0.00028211-0.0016168i,-0.001135-0.000533i,-0.0013395+0.00093476i,-0.002356+0.0026102i,-0.0032429+0.0025767i,-0.0020822+0.0015043i,-0.0010673+0.0005671i,-0.00025634+0.00026388i,0.00079823+0.0012314i,0.00069208+0.0016209i,0.00042307+0.00083912i,-0.00010528+0.0001633i,-0.00091334-0.00035991i
-0.0015949-0.0010432i,-0.00036285-0.0014776i,0.0021415-0.0011624i,0.0015708-0.00090728i,-0.00052916-0.00050174i,-0.0026905+0.0010661i,-0.0023292+0.0019371i,-0.0009183+0.0020356i,-0.00077282+0.0011535i,0.00014136-0.00042348i,0.00024553-0.0006636i,-0.00057974-0.00028773i,-0.001363+0.00055999i,-0.0021011+0.00074851i,-0.002316+0.00078399i,-0.0015748+0.00082738i,-0.00047991+8.1672e-05i,0.00053429+0.00061455i,0.00042974+0.0010815i,-6.152e-05+0.0003372i,0.00026123-3.0805e-06i,0.00039003+0.00013209i,0.00027848-0.00059285i
-0.00119-0.0034628i,-0.0026946-0.002934i,-0.0008787-0.0010541i,-0.00038313+0.00017213i,-0.0013563+0.00035334i,-0.001768+0.0013859i,-0.0011626+0.0017024i,-0.00041575+0.0004792i,0.00013523-0.00060963i,-0.00011264-0.00064795i,-0.00017085-0.00022554i,0.00016035+0.000119i,-0.0001852+0.00024842i,-0.00060978+0.00022804i,-0.00073059+0.00095219i,-0.00058829+0.00087781i,-3.048e-06-0.00043529i,-0.00024079-0.00027912i,-0.0014431+0.0001498i,-0.0014468-0.00032794i,-0.00084659-0.00049121i,-0.00099308-6.43e-05i,-0.0010263-0.00035229i
-0.00065965-0.0048686i,-0.0011631-0.0045379i,-0.0010695-0.0014835i,-0.00014524+0.0010381i,7.0776e-06+0.00058054i,-0.0004321-0.00046395i,-0.00058781-0.00023538i,-0.00076337+0.00079898i,-0.00041521+0.00057186i,9.3311e-05+8.0826e-05i,0.00037598+0.00019821i,0.00043089+0.00053999i,-4.0186e-05+0.00048263i,-0.00032279-0.0001053i,-0.00018894-0.00065081i,-0.00014611-0.001149i,-0.00029998-0.0011048i,-0.00017759-0.0010597i,-0.00015647-2.7234e-05i,-0.00055313+0.0002606i,-0.00069158+5.7308e-05i,-0.00028946-0.00013501i,-0.00045586-0.00083516i
0.0024553-0.0016402i,0.0021641-0.00060384i,0.0019088+0.00056956i,0.00069855+0.0004361i,-0.00091439-0.00058506i,-0.0014219-0.00086759i,-0.0014008-0.0003614i,-0.0010867+3.2597e-05i,-0.0003174-0.0001694i,0.0001136-0.0006461i,4.1404e-06-0.000253i,0.00014859-0.00040227i,-0.00028641-0.00058023i,-0.0013982-0.00026069i,-0.0013777-0.00050129i,0.00020515-0.0009675i,0.0012666-0.00041903i,0.00063532+0.00057379i,-0.00026996+0.0011457i,-0.00061202+0.00086857i,-0.00022419+0.00041825i,0.0001951-0.00063921i,-0.00020975-0.0010444i
0.00037043+9.2444e-05i,-0.0026462+0.0017958i,-0.0021472+0.0034462i,8.7436e-05+0.0036114i,0.00051261+0.0019705i,6.08e-05+0.001124i,-0.00039198+0.001086i,-0.00070401+0.00082805i,-0.001031+0.000668i,-0.00063359-0.0004515i,-0.00013327-0.0012542i,0.00025542-0.00088291i,7.3215e-05-0.0008267i,-0.00066179-0.00047479i,-0.00073594-0.00075509i,-9.644e-05-0.0010214i,0.0007007-0.0003313i,8.3628e-05-6.9394e-05i,-0.00077542-0.00029618i,-0.0006284-4.8347e-05i,-0.00033068+0.0001787i,0.00028544+0.00017857i,0.00022549+0.00065086i
-9.9e-06+0.00018603i,-0.0013309+0.0005051i,-0.0012767+0.0014989i,-0.00084751+0.0011026i,-0.001061-0.00019092i,-0.001829-0.00094326i,-0.0020952-0.00061651i,-0.0012954-0.00017322i,-0.00041218-0.0001244i,-1.8722e-05-0.00069424i,-1.1909e-05-0.00074971i,0.00031069-0.0006142i,-0.00038616-0.0009475i,-0.0013654-0.00079294i,-0.00075088-0.00013536i,0.00045148+0.00033263i,4.632e-05+0.00018676i,-0.00097636+8.1892e-05i,-0.00060151+0.00072539i,2.3864e-06+0.00095523i,0.00016371-0.00010142i,-1.7938e-05-0.00053916i,0.00024608-0.00027765i
-0.00077469-0.00051765i,-0.0029667-0.0017903i,-0.0023701-0.0014961i,-0.0009523-0.00096076i,-0.0010279-0.00056213i,-0.0014333-0.00047534i,-0.0019125-0.00021366i,-0.0012959+0.00066692i,-0.00033655+0.0002966i,-0.00054526-9.0513e-05i,-0.00069374+0.0001736i,-0.0005105+0.00048832i,-0.00069217+0.00042992i,-0.0011269+0.00057398i,-3.584e-05-0.00022007i,0.0011257-0.00060533i,0.0012845-0.00044693i,0.00080577+8.5928e-05i,0.0002638+0.0010552i,0.00022837+0.00088264i,0.0005335+0.00060262i,0.00038512+0.0003137i,0.00028135-9.0025e-05i
-0.0028686-0.0027272i,-0.0030394-0.0022875i,-0.0022779+0.00062076i,-0.00027384+0.0027101i,0.0006474+0.0025573i,-1.4415e-06+0.0021681i,-0.00037655+0.0011038i,-0.00071789+0.00019237i,-0.0015006-1.2816e-05i,-0.0010489+0.00018346i,-0.00011749-0.00025362i,0.00043319-0.0005085i,0.0002602+2.6309e-05i,-0.00021627+0.0006216i,0.00010911+0.00089256i,0.00055065+0.00015959i,0.00066919-0.00041729i,0.00072265+0.00013992i,0.00061043-0.00011174i,-3.2898e-05-0.00027189i,-0.00035409+0.00012461i,-0.00053524+5.044e-05i,-0.00053449+0.00041132i
-0.0037558-0.0029974i,-0.0042781-0.0020235i,-0.0042786+3.1361e-05i,-0.0024724+0.0014379i,-0.0014193+0.0011984i,-0.0014046-0.00041963i,-0.00084576-0.0011484i,-0.00049781-0.00063826i,-1.0716e-05+0.00021011i,0.00076674+0.00055196i,0.0011204+0.0005098i,0.0004217-5.6402e-05i,0.00047408-0.00063136i,0.00092794-0.00058274i,0.0005984-0.0001644i,0.00085602-0.00024861i,0.0011243-0.00045237i,0.00044364-0.00059813i,0.00036395-0.00037172i,0.00051802-0.00011751i,-1.3818e-05+0.0004326i,-0.00016245+0.00031234i,-0.00013417+0.00031841i
-0.00032861-0.0021798i,-0.0013065-0.001507i,-9.8332e-05-0.00048927i,0.0010234-0.0006006i,0.00030043-0.0010758i,-0.0010888-0.00029066i,-0.0013522+0.00034055i,-0.0005425-0.00019465i,0.00039386-0.0010677i,0.00069178-0.0012098i,0.001456-0.00075097i,0.0011469-0.00088213i,-0.00011296-0.0006152i,-0.00038957+0.00021832i,-0.00079844-4.44e-05i,-0.00028123-0.00069345i,0.0004885-0.00023255i,0.00058797+0.00059636i,0.00028656+0.0012721i,-0.00023004+0.0010603i,-1.7007e-06+0.00020693i,0.00029635-0.00032485i,0.00034472-0.00025474i
0.00037953-0.001109i,-0.00069523-0.0011081i,-0.00053917+0.00043119i,0.0011717+0.00086705i,0.00087168+0.00010627i,-0.0014082-1.6036e-05i,-0.0017772+0.0004906i,-0.0005169+0.00084717i,0.00099147+0.00082482i,0.0015612+0.00045872i,0.00098876+0.00021354i,0.00092292+0.00020149i,0.00010859-0.00011139i,-0.00099084-0.00039198i,-0.0012521+9.014e-05i,-0.0014766+0.00056054i,-0.0011953+0.0001703i,-0.00083187+0.00010959i,-0.00038661+0.00011694i,0.00034898+0.00018135i,0.00024649+0.00024673i,-0.00013968-0.0001483i,-0.00020826-0.00030166i
0.00039262-0.0003382i,-0.0016397+0.0015054i,-0.002045+0.0019787i,-0.0016527+0.0018083i,-0.0014315+0.001154i,-0.0018132+0.00062473i,-0.0019063+0.00058292i,-0.001202+1.5023e-06i,-7.7071e-05-0.00010125i,2.7812e-05-9.4394e-05i,-0.00057635+2.8474e-05i,-0.00039937+0.00025609i,-0.00015026+0.00065375i,-0.00080719+0.00080197i,-0.001182-0.00031336i,-0.00037932-0.0011176i,0.00028185-0.00054134i,0.00051431+0.00031964i,0.00037916+0.00063953i,5.7188e-05+0.00052748i,-0.00028389-4.0797e-05i,-0.00026541-0.00052538i,-0.00029901-0.00052201i
-0.0013041-0.0014904i,-0.0029089-0.0015592i,-0.0025222-0.00029009i,-0.0015702+0.00054128i,-0.0013975+0.00095512i,-0.00098155+0.0010403i,-0.0011904+1.132e-05i,-0.0010202-0.0010289i,4.8405e-06-0.00091244i,0.00040087-0.00062465i,0.00026296-0.00033498i,0.00075098+0.00029518i,0.00081916+0.00064137i,0.00031668+0.00096764i,0.00072256+0.00040634i,0.00040745-0.00034897i,-8.8763e-05-0.00047421i,-0.00045204-0.00050887i,-0.00043786+0.00052223i,-0.00010408+0.0015842i,0.00020291+0.0010399i,4.7137e-05+0.00034316i,-0.00049183-0.00015126i
-0.0024704-0.0015187i,-0.0046304-0.00081002i,-0.0041799+0.001926i,-0.0017725+0.003173i,-0.00031405+0.0017748i,-0.00047928+0.00061204i,-0.00031071+0.00017123i,-0.00018555+3.481e-05i,0.00023496+0.00014853i,1.8007e-05-7.9358e-05i,-0.00069201-0.00044681i,-0.00072641-0.00076531i,-0.00052721-0.00015898i,-0.00011041+0.00031703i,0.0002447+0.00035197i,2.8904e-05+0.00065165i,-0.00037177+0.00034777i,-0.00030087-0.00016015i,0.00025039-0.00062494i,0.00043542-0.00058628i,7.7751e-05+0.00049751i,-0.00032431+0.00033991i,-0.00077281-0.00087026i
-0.0019546-0.0010036i,-0.0026093-0.00051269i,-0.0013475+0.0008128i,-0.00019754+0.00085831i,-0.00044653-0.00019067i,-0.0019646-0.0013183i,-0.0017574-0.001029i,-0.00043929+0.00073932i,-0.00028442+0.00069655i,6.0524e-05+0.00027975i,0.0012293+0.00047576i,0.00074777+6.2504e-05i,0.00034071-0.00029279i,0.00085073-0.00025885i,0.00065496-0.00041097i,0.00049781+0.00016213i,0.00028967+0.00013461i,-0.00027745+4.0922e-05i,0.00027015+0.00031787i,0.0010976+0.00021031i,0.0013205+0.00045143i,0.0011529+0.00022496i,0.00096526-0.00074487i
-0.002664-0.0012771i,-0.0031222-0.0020237i,-0.0022154-0.0014453i,-0.0003092-0.00085022i,-0.00020516-0.0010746i,-0.0010013-0.00069345i,-0.0018341-0.00033663i,-0.0016506-0.00063507i,-0.00045793-8.1639e-06i,-0.0003678+0.00050899i,-0.00033518-1.7886e-05i,-8.4514e-05-0.00025983i,-3.5648e-05-0.00037207i,0.00032289-0.00042378i,0.00031647-0.00051462i,0.00031681+2.6338e-05i,-0.00018993+0.00035858i,-0.00066297+0.00022577i,-0.0003954+0.00019298i,-4.4592e-05+0.00032338i,0.00048748-0.00020865i,0.00039873-0.00041972i,0.00019666-0.00010066i
-0.0014147-0.0016391i,-0.00043349-0.0013129i,0.00089957-0.00076269i,0.00087383-0.00073886i,-0.00029173-0.00065887i,-0.0015022-0.0003954i,-0.0018358+0.00031849i,-0.0012004+0.0010847i,-0.00048873+0.00076672i,-0.00015085-0.00015067i,-0.00015223-0.00014014i,-0.00025905-0.00034083i,-9.0153e-05-0.00017872i,-0.00050049+0.000143i,-0.00092117-0.00012054i,-0.00083282-0.00027461i,-3.0532e-05+0.00021135i,0.00105+0.00033764i,0.0014022-0.00011816i,0.0010718-0.00052881i,0.00035018-0.00020404i,-0.00017268+0.00032628i,0.0001369+0.00032062i
-0.0026981-0.0032611i,-0.0047454-0.00098649i,-0.0044207+0.002481i,-0.0018465+0.0032578i,-0.00018314+0.001932i,-0.00026452+0.00063669i,-0.00064227-0.0004985i,-0.00078618-0.00052313i,-0.0013771+7.3438e-05i,-0.0011343+0.0002785i,-8.6636e-05+0.0002605i,0.00077905+0.00031052i,0.0012491+0.00029067i,0.001153-0.00047459i,0.0011372-0.0008995i,0.00094076-0.00093881i,9.841e-05-0.00080673i,-0.00064005-0.00074756i,-0.00096594-0.00069559i,-0.00052277-0.00032631i,-0.00019212-0.00035653i,-0.00074448+0.00011733i,-0.00044745+0.0002845i
0.00018933-0.0025281i,-0.0023857-0.0017831i,-0.0029796-0.00010125i,-0.0019655+0.00053358i,-0.0016578-0.00023661i,-0.0024588-0.0015011i,-0.0017707-0.0012445i,-0.00041062-0.00012765i,0.00024033+0.00052972i,0.00068588+0.00081918i,0.0004253+0.0011459i,0.00019637+0.0010729i,-1.5998e-05+0.00052833i,-0.00025807+0.00013636i,0.00037982+0.00054048i,0.00017413+0.00079305i,-0.00035152+0.00067895i,-0.000208-0.00021222i,-0.00030692-0.00060618i,-0.00027227-2.8233e-05i,-2.4232e-05-0.00057448i,8.8691e-05-0.0013747i,-8.9959e-05-0.00017726i
-0.00092525-0.0012247i,-0.0021455-0.00060675i,-0.002455+0.00039209i,-0.0014186+0.00051457i,0.00018816+0.00034395i,0.00078159+0.00044144i,-4.7179e-06+8.6993e-05i,-0.0015109-0.00080491i,-0.0015206-0.00047014i,-8.6083e-05+2.3894e-05i,0.00038388-0.00020657i,0.00061046+6.4985e-05i,0.00079372+9.6376e-05i,0.0014656-0.00037053i,0.0012883-0.00057317i,-0.00036089-0.00094226i,-0.00059393-0.0005806i,0.00018343+0.00050815i,0.00056525+0.00085228i,-3.5798e-05+0.00010009i,-0.00081012+0.00011984i,-0.00041748+0.0011448i,0.00017032+0.0013124i
-0.0031111-0.00069195i,-0.0028877+0.0012257i,-0.0011973+0.0015891i,0.00055515+0.00059486i,0.00080244+0.00042593i,-0.00034764+0.0011335i,-0.0011781+0.0011191i,-0.0007319-1.1955e-05i,0.00056583-0.00077013i,0.0013382-0.00097132i,0.00080642-0.00067933i,-0.00031015-0.00034139i,-0.00082695-0.0002483i,-0.00044209-0.00018305i,0.00040398-0.00017898i,0.00079378-2.01e-05i,0.00048672-0.00011305i,0.0005105-0.00024286i,0.00076213-7.9322e-05i,0.00032378+0.00032124i,4.0908e-05+0.00013946i,0.00026063+0.00014899i,0.00029086+0.00056945i
-0.0029594-0.0031854i,-0.0050223-0.0017644i,-0.0042225-0.0004897i,-0.0017374+0.0005545i,-0.0010858+0.0014443i,-0.0020239+0.0014181i,-0.0017897+0.0010507i,-0.00088726+9.4223e-05i,-0.00025024-0.0001148i,-0.00048544+0.0007603i,-0.00016667+0.00075457i,0.00029924+0.00079228i,0.00041179+0.0009884i,0.0003299+0.00061239i,0.0002297+0.0001716i,0.0001447-0.00072335i,0.00017021-0.00089941i,0.00044309-0.00031969i,0.00052573-0.00077866i,0.00053425-0.00083902i,0.00023717+7.5768e-06i,-0.00042816+0.00010183i,-0.00041692-6.9288e-05i
-0.001444-0.0032093i,-0.0031717-0.0025054i,-0.0029023-0.00043335i,-0.0012675+0.00010231i,-0.0011359-0.00030083i,-0.0022698-0.00051488i,-0.0024176-0.00072236i,-0.0024247-0.00043907i,-0.0013268-0.00041832i,0.00031937+0.00014547i,0.000967+0.00021939i,0.00084048-0.00066279i,0.00043357-0.0012197i,6.4299e-05-0.00091546i,0.00031726-0.00071834i,0.00045144-0.00037008i,0.00072346+4.6225e-06i,0.00097301+0.00056604i,0.00022421+0.00058056i,0.00018595-0.00047854i,0.00033544-0.00052595i,-0.00031282-7.5113e-05i,-0.00060887-0.00030039i
-0.0010667-0.0049946i,-0.0018495-0.0032944i,-0.0026213-0.0010872i,-0.00094396-0.00026512i,0.0011326+0.00029379i,0.001202+0.0014158i,0.0001105+0.0017502i,-0.000562+0.0010004i,-0.0003178+0.00034632i,-0.00033524-8.3081e-05i,-0.00085809+6.2958e-05i,0.00013926+0.00075599i,3.2692e-05+0.00042948i,-0.00093051-0.00026852i,-0.00093206-0.00054426i,-0.0006516-0.00070853i,-0.00044617-2.8723e-05i,-0.00066163+0.00062157i,-0.00027169+0.0001643i,5.098e-05-0.00044934i,-0.00021662-0.00087341i,0.000221-0.00028714i,0.00083747+0.00018297i
-0.00014691-0.0039706i,0.00024614-0.0027536i,0.0008758+1.3602e-05i,0.0009852+0.000618i,-0.00017165+0.00022508i,-0.0015173-0.00035385i,-0.0015672-0.00095216i,-0.0011866+0.00026813i,-0.00072341+0.001129i,-5.7404e-05+1.183e-06i,0.00054138-0.00024177i,0.00062912+0.00052044i,0.00027243+0.00085592i,-0.00022242+0.00026842i,-0.00028947-8.7535e-06i,7.8679e-07+0.00010587i,8.3818e-05-0.0002276i,-0.00015167+0.00010678i,-0.00045002+0.00026688i,-0.0004788+6.0889e-05i,-0.00076476+0.00023751i,-0.00056034+0.00043335i,-0.00036476+0.00080024i
0.001798-0.0015858i,-0.0012673-0.00080956i,-0.0025185+0.00080274i,-0.00096824+0.0012682i,-0.0004807-8.0112e-06i,-0.0013878+0.00038321i,-0.0011102+0.0015602i,-0.00020097+0.00087418i,2.3421e-05-0.00063011i,0.00014197-0.00099231i,-0.00017002-0.00037749i,-0.00036032+0.00068389i,-0.00028992+0.0013239i,-8.0896e-05+0.0012653i,0.00016833+0.00083771i,4.0889e-05+0.00059888i,0.00031559+0.0006922i,0.00069103+0.0011967i,0.00090215+0.001645i,0.00012405+0.0013822i,8.3901e-05+0.001207i,0.0002581+0.00087345i,-0.00050976+0.00015962i
0.0004474-0.0019732i,-0.00037888-0.001257i,-0.00053433-0.00065902i,-0.00081804-0.00010141i,-0.0015826+0.0003315i,-0.0021921+0.00049942i,-0.0017726-0.00016152i,-0.00064149-0.00073418i,0.00049666+9.4751e-05i,0.00027329+0.00070099i,-0.00012122+0.00056392i,0.00079003+0.00039019i,0.00055862+0.00054965i,0.00021919+0.00059351i,0.00087619+0.00081665i,0.00093696+2.3525e-06i,0.001006-0.00077949i,0.00075542-0.00095582i,0.00062055-0.00087543i,-0.00024211-0.0004937i,-0.0011035-0.00037866i,-0.0012797-0.00013969i,-0.00098795-0.00031365i
-0.0012032-0.0010321i,-0.0027447-0.00044209i,-0.003015+0.00014607i,-0.0013609+0.00064784i,-0.00030087+0.0010816i,-0.00076443+0.00077608i,-0.00054948+0.00022845i,-0.0005321-0.00033111i,-0.00082872-0.00083832i,-1.3539e-05-0.00076689i,0.00059214-0.00029949i,0.00063792-0.0002789i,0.00080537-0.00014796i,0.0010246-0.00019697i,0.00055986-0.00072505i,-0.00017084-0.00062506i,-1.7781e-05+4.1253e-05i,0.00020709+0.00030803i,0.00015435-0.00023406i,0.00017048-0.00056022i,2.8909e-05+0.00016286i,6.0515e-05+0.00017394i,0.00088922+0.00039614i
