-0.00071665+0.0012323i,1.5474e-05+0.0017801i,-8.0538e-05+0.0017366i,-0.00078623+0.00088294i,-0.001168+0.00079974i,-0.0011041+0.0013047i,-5.0491e-05+0.0016351i,2.0345e-05+0.0018587i,-0.00025068+0.0016554i,-4.0572e-05+0.00092589i,0.00024286+0.00063877i,-6.1009e-05+0.00048408i,-0.00022369-0.00085348i,-0.00078224-0.0016334i,-0.00073025-0.0010951i,5.5318e-05-0.00026929i,-0.00042705-0.00038958i,-0.0012694-0.00011984i,-0.0007834+9.6845e-05i,0.00019897-0.00033462i,0.00026417-0.0010269i,-0.00014184-0.001017i,0.00027567-0.00043604i
0.0010066-0.0014107i,0.00010855-0.0019479i,-0.001063-0.0031282i,-0.0010231-0.0027952i,-0.00034368-0.0014591i,-0.00077968-0.00059933i,-0.00091605-0.00021197i,-0.00062519-0.00034999i,9.7631e-06-0.00045855i,0.00067618-0.00087832i,0.00024883-0.0013268i,-0.00047171-0.00072239i,-0.00034393-0.00050687i,-0.00035038-7.1348e-05i,-0.00054292+0.00020229i,0.00025061+0.0001269i,0.00033026+0.00050443i,-4.4063e-06+0.00022443i,7.951e-05+0.00029092i,0.00033094+0.00065178i,-0.00017443+0.0010825i,-0.00095788+0.0007389i,-0.000689+0.00042529i
0.00044805+0.00063239i,0.0011836+0.00090417i,0.0021541+0.00013525i,0.0019789-0.001319i,0.0005937-0.0021124i,-0.00068415-0.0020913i,-0.00068281-0.00098512i,-0.00051461+0.00038553i,0.0002612+0.00085034i,0.0015385+0.00017311i,0.0018449-0.00093009i,0.0012632-0.0010835i,0.00038648-0.00037183i,-3.6571e-05+6.3493e-05i,-2.734e-05+0.00019961i,-4.8757e-06+6.0212e-05i,0.00027514+0.00048552i,0.00063271+0.00065819i,0.00028513-0.00030787i,-0.00014526-0.00065167i,-8.7578e-05-0.00070042i,-0.0002257-0.00032264i,-0.00014141+0.00057021i
-0.001764+0.00020286i,-0.0014104+0.00025821i,-0.0014824+0.00020325i,8.9506e-05+0.00075229i,0.00058375+0.0010451i,0.00021736+7.6674e-05i,0.00080159-0.00070833i,0.00086424-2.7039e-05i,-9.8515e-05+0.0015202i,-0.00034962+0.0019878i,5.6295e-05+0.0010362i,0.00015122-7.8132e-05i,0.00012893-0.00090916i,-2.1738e-05-0.0013247i,2.166e-05-0.0012845i,0.00024246-0.00023493i,0.00042535+0.00061154i,0.00024419+0.00021347i,0.00017007-0.00048954i,-0.00017082-0.00079432i,-0.00081328-0.00037156i,-0.00058413-6.7987e-05i,-0.00053323+0.00049715i
-0.00020322-0.00094077i,-0.00094006-0.00034652i,-0.0018189+0.00012389i,-0.0019117+0.00016559i,-0.0016758+0.00066751i,-0.0011219+0.0024547i,-0.00022759+0.0023079i,0.00045367+0.00066541i,-6.6369e-05+6.7971e-05i,-0.00075277-0.00024023i,-0.00042371-0.00012277i,-0.00044453+0.00037369i,-0.00016388+5.6152e-05i,0.00036666-0.00082677i,0.00018186-0.0013987i,0.00018648-0.0015913i,8.7909e-05-0.0012398i,-0.00027377-0.00016304i,0.00030657+0.0011621i,0.00037431+0.0012343i,-0.00010942+0.00051927i,8.9214e-06+0.0001192i,0.0003483-0.00060199i
-0.000693-0.0017331i,-0.00068123-0.0017431i,-0.0022062-0.0015036i,-0.0023991+0.00014295i,-0.0013333+0.0012745i,7.0792e-05+0.00095223i,0.00059581+0.00026005i,4.9221e-05-0.00031819i,-0.00071674-0.00010963i,-0.00035826+0.00027054i,0.00042383+0.0004888i,0.00045742+3.7685e-05i,-0.00014311-0.00064465i,0.00012873-0.00070438i,0.00060339-0.00081363i,0.00037593-0.00075847i,5.0547e-05-0.00022724i,-0.00027953+5.3109e-05i,-8.063e-05-0.00023829i,1.0203e-05+0.0001908i,-0.00032814-0.00013152i,-0.00029415-0.0011129i,-0.00026505-0.00097007i
-0.0022318+0.00051252i,-0.00059574+0.00080372i,-3.7213e-05+0.0017621i,0.00027395+0.0021911i,0.0011503+0.001353i,0.0014354-0.00099286i,0.00084788-0.0017283i,-0.00031347-0.00080443i,-0.00071866+0.0002036i,0.00020779+0.00066582i,0.00055634+0.00018455i,0.00031707-0.00020492i,0.00037466-0.00066323i,0.0002824-0.0011146i,0.00010805-0.00059511i,5.6836e-05-0.00012263i,9.6372e-06-0.0003399i,0.00040508-0.00035984i,0.00068774-0.00039611i,0.00014083+0.00039069i,-0.00085244+0.00063138i,-0.0005915+4.2849e-05i,0.00023952-0.0001599i
-4.3428e-05-0.0021383i,-0.00018087-0.00057322i,-0.0017778+0.00017696i,-0.0027624-0.00015825i,-0.0025695-0.00011514i,-0.0014277+0.0012083i,-0.00032421+0.00086975i,0.00013483+0.00011152i,-5.9526e-05+0.00051481i,-4.9509e-05+0.00080147i,0.00050491+0.00069585i,0.0006701+0.00026779i,0.00079442+7.0378e-05i,0.00051347-0.00058463i,3.2561e-05-0.0010305i,0.00031582-0.00092544i,0.00061414-0.00074842i,0.00022323+0.00037589i,-0.00025621+0.0007956i,-0.0011605+0.00039642i,-0.0014782+0.00031253i,-0.00070866-7.0343e-05i,0.00035957+0.0003061i
0.00027041-0.00039035i,0.00013883-0.00071601i,0.00027232+0.00059817i,0.00012134+0.00022862i,0.00020813-0.00088976i,-0.00033554-0.00095537i,-0.0010233-0.00029701i,-0.00059371+0.00012589i,-3.3349e-05-0.00012705i,0.00063205-9.4868e-05i,0.00080795+4.2779e-05i,-0.00036639+0.00011966i,-0.00088182-0.00046352i,-0.0011225-0.00063039i,-0.0017802-0.00087956i,-0.00080038-0.00086624i,0.0005575-0.00059806i,0.00032909-0.00035474i,6.6075e-05+0.00017927i,0.00075055+0.00035189i,0.0007371+0.00048628i,-0.00032493-0.00030607i,-0.00052991-0.0011225i
0.0011591+0.0019488i,0.0019675+0.0012485i,0.0027364+0.00074424i,0.0022661-0.00024911i,0.001209-0.00068806i,-0.00030526-0.00033227i,-0.0017248+0.00016657i,-0.0017075+0.00072414i,-0.00068157+0.0011602i,-0.00053295+0.0011619i,-0.001063+0.00090239i,-0.0010644+0.00084628i,-0.0013902+0.0003072i,-0.0015079-4.3602e-06i,-0.00080656-1.2687e-05i,-6.3918e-05+0.00031316i,4.2046e-05-0.00022729i,-0.00014055-0.00049521i,-9.7378e-05-0.00042444i,-0.00033622-0.00049798i,-0.00058896+0.00018889i,-0.00065066+0.00045968i,-0.0011973+6.8865e-05i
-0.00070538-0.0011266i,-0.0021864-0.0013169i,-0.0021267-0.0010076i,-0.00090036-0.00079766i,-0.00037849-0.0008816i,-0.00031922-0.00016638i,-0.0001899+0.00048539i,2.4248e-05+0.00069894i,0.00013522+0.00067109i,0.00067787+8.7165e-05i,0.00067342-0.00037621i,-0.00018246-0.00038493i,-0.0001455-0.00076288i,0.00029132-0.00071293i,0.00025822-0.00058642i,-0.00020647-0.00087864i,-0.00018586-0.00033282i,0.00028134-6.8213e-05i,0.0007808-0.00036111i,0.00030952-9.5562e-05i,-0.00036558+0.00061994i,-0.00027433+0.00049666i,-0.00033869+0.00021523i
0.00092637+0.0010466i,0.00074979+0.00098489i,0.0012568+3.5828e-05i,0.0028891-0.0010581i,0.0026878-0.00093537i,0.0012391-0.00095109i,0.00077406-0.00054985i,0.0010805-0.00047916i,0.00098459-2.1393e-05i,0.00045553+0.00056001i,0.00058399+0.00014426i,0.0008782+3.6276e-05i,0.0010082+2.4209e-05i,0.00073877-0.00063005i,-0.00017606-0.00096073i,-0.0007061-0.00026373i,-0.00037042+0.00032722i,0.00023756+0.00040103i,0.00026272+0.00033i,0.00055964+0.00013025i,0.00050016+0.00024118i,-0.0002707+0.0003812i,-0.0011766+0.00026822i
0.0013133+0.0011747i,0.0013436+0.0012023i,0.00035043+0.00015726i,2.8376e-05-0.0013192i,0.00050669-0.0016188i,8.0922e-05-0.0014057i,-0.0006416-0.00044686i,-0.00052663+0.00043723i,-0.00045478+0.00083939i,-0.00029849+0.0010101i,0.00040072+0.0005261i,0.0002166-0.00062347i,-0.00017911-0.00070304i,-0.00016035-0.00043824i,0.00014726-4.3833e-05i,-2.9406e-05+0.00018033i,0.00014891+0.00019469i,0.00069373+0.00046022i,0.00043558+0.00078019i,0.0003952+0.00025029i,0.00088941-0.00079992i,0.00039279-0.0010787i,-0.00027281-0.0010559i
-0.00090247-0.00062664i,-0.0012006+0.00028059i,-0.00021176+0.0013252i,-0.00031113+0.001093i,-0.00066654+0.0010269i,-0.0005814+0.00065958i,-0.00082528+0.00054197i,-0.0010466+0.00055811i,-0.00041126+0.0004021i,-0.0003638+0.00024682i,-0.00069747-0.0004274i,-0.00097652-0.0016229i,5.3867e-05-0.0015713i,0.00030352-0.0009276i,-3.4409e-05-0.00034553i,-0.00015729+0.0006326i,-0.00053126+0.0007421i,-4.4599e-05+0.00045623i,0.00030665+0.00023577i,0.0006963+0.00027168i,0.00061607+0.00014659i,1.1182e-05-0.00048495i,-0.00049014-0.00094751i
-0.00043878-6.4968e-05i,-0.00037478-0.00015452i,-0.00077405+0.00013132i,6.5293e-05-8.5579e-05i,0.0012815-0.00051481i,0.0013307-0.0012873i,0.0003147-0.0015765i,-0.00056727-0.0010969i,-0.00041276-0.0008963i,0.0002869-0.00011306i,0.00035103+0.00024371i,0.00014008-0.0011968i,-0.00027441-0.0014308i,-0.00087283-0.00065074i,-0.00092924+3.6342e-05i,-0.00069552+0.00047643i,-0.00050172-1.8687e-05i,-0.00020903-5.5234e-06i,0.00016203+0.00030544i,-0.00025515-2.2951e-05i,-0.00071764+0.00027452i,-0.00075976+0.00041529i,-0.00030751+0.00011298i
-0.00037048+0.00059477i,-0.00084046+0.00058022i,0.00031665-0.00057183i,0.00058586-0.0014208i,-0.00040237-0.0016199i,-0.00090905-0.00080036i,-0.00023315+0.00021343i,0.00018646+0.00068364i,0.00059658+0.00083264i,0.00089726+0.00050638i,0.00077844+0.00057768i,0.00056739+0.00069341i,0.00081369+0.0004489i,0.00058864+0.00017631i,9.9048e-05-0.00050077i,0.00035899-0.00075417i,0.00061037-3.73e-05i,0.00047797+0.00038798i,0.00027469+0.00047524i,0.00031483+0.00049768i,0.00010264+5.3701e-05i,-4.9268e-05-2.215e-05i,0.00011813-8.9792e-05i
-0.00038756-0.00059802i,-0.00048258+0.00078233i,-0.0011474+0.001682i,-0.0012567+0.0015214i,-0.00061434+0.001559i,-0.00036705+0.0013739i,-0.00025637+0.00025979i,-0.00017931-0.00011998i,-3.1328e-05+0.00022124i,0.0002299-3.472e-05i,0.00033724-3.9913e-05i,-0.00039391+7.5004e-05i,-0.00042791-0.00081218i,-0.00047504-0.00088507i,-0.0010566-0.0002309i,-0.0008672-0.00030365i,-0.00040843-0.00076121i,3.294e-05-0.00058514i,0.00053107-0.00066129i,0.0003375-0.00074248i,-0.0004332-0.00039072i,-0.00025519-0.00030038i,-5.6769e-05+0.00024218i
-0.0014656+0.00037096i,-0.0019173+9.4927e-05i,-0.0013875-6.8237e-05i,-0.00041401+0.00047294i,-0.00048021+0.00068443i,-0.0013557+0.00093182i,-0.00091322+0.0003988i,0.00017632+0.00041555i,-0.00049054+0.00094793i,-0.0011237+0.0004506i,-0.00031335+0.00010754i,0.0002268-7.454e-05i,0.00056985-0.0003639i,0.0010803-0.00057404i,0.00074288-0.00083656i,0.00042401-0.00057025i,0.00071443-0.00081773i,0.00039349-0.00057886i,0.00022496+1.1892e-05i,0.00094795-0.00034138i,0.00054018-5.4434e-05i,-0.00013527+0.00047586i,-0.00013624-1.4291e-06i
0.0026007-0.0018727i,0.0017633-0.0033615i,0.0012099-0.0039576i,-3.4689e-05-0.0032087i,-0.00040116-0.0023057i,-0.00074754-0.00023574i,-0.0011887+0.00039281i,-0.00037376+0.00024411i,-0.00032391-0.00010333i,1.2753e-05-0.00063669i,0.00027243-0.00040012i,0.00016031-0.0001714i,0.00025781+4.1252e-05i,0.00035787+0.00015952i,-0.00023524-0.00011926i,0.00062187-0.00056645i,0.0013556-0.00032359i,0.0003357+0.00031052i,0.0004466+2.9079e-05i,0.0011658-3.4681e-05i,0.00041862-0.00010699i,-0.00051025+0.00047184i,-0.00031856+0.00018185i
0.00061121+0.00022435i,0.00023235+0.00056053i,-0.00047559+0.0013403i,-0.0003387+0.001118i,0.00021602+0.00047999i,1.9467e-05+0.00054338i,7.7672e-05+0.0003996i,1.56e-05+0.00027707i,-0.000191+0.00017031i,-0.00050275-9.7856e-05i,-0.00083269-0.00048983i,-0.00035697-0.00026869i,0.00036407+0.00014136i,0.00084243-0.00020545i,0.00080826+0.00019036i,0.00033637-5.717e-05i,-0.00011437-0.00084737i,-0.00012161-0.00045969i,-4.111e-05-0.00010259i,8.6322e-05+0.00045913i,-6.6537e-05+0.00060802i,-5.6318e-05+0.00031122i,-0.00044242-0.00011369i
0.0010601+0.0010996i,0.001764+0.0015317i,0.00087153+0.0012762i,0.00085543+0.00065155i,0.0013551+0.00014051i,0.00023673-0.000619i,-0.00066251-0.00088978i,-0.00061911-0.00028809i,-0.00057383+0.0004855i,7.9493e-05+0.00036376i,0.0014125-0.00012579i,0.00090228-0.00075696i,-0.00018453-0.001512i,-4.4965e-05-0.0014026i,4.2489e-05-0.001315i,-0.0002961-0.0011564i,-0.00012554-0.0014181i,6.9289e-05-0.0014576i,-0.00030257-0.00082692i,0.00050803-0.00018344i,0.0012598+0.00012988i,0.00051423+6.9525e-05i,-0.00035649+0.00022149i
-0.00083313-0.00047811i,-0.0012426-0.0004273i,-0.0010159+0.00034157i,-0.00045156+0.00096964i,-0.00056698-0.00027184i,-0.00091186-0.00060802i,-0.0011451+7.085e-07i,-0.00079355+3.9552e-05i,-0.0003221+0.0002086i,0.00066439+0.00029814i,0.00044644-9.5168e-05i,-0.0002319-0.00013165i,-0.00010977-0.00026816i,-0.0002235-0.0010503i,-0.00054454-0.00048053i,-0.00097585+0.00075989i,-0.0006735+0.00097748i,-9.0685e-05+0.00036847i,0.00070162-4.4146e-05i,0.0011329-0.00012888i,0.00051544-0.00037969i,-0.00017123+0.00016966i,-0.00036889+0.00058799i
0.00043328-0.0010711i,0.00059999-0.00082226i,0.00034045-0.00010806i,0.00083958+0.00025945i,0.0015483+0.00022646i,0.0011501+0.0004416i,0.00050402+0.00060379i,0.00036454+0.00076184i,0.00059897+0.00074989i,0.00093479+0.00060825i,-8.4923e-05+0.00051586i,-0.0010041+3.6086e-05i,-0.00059526-4.5735e-06i,-0.00041464-7.6103e-05i,-0.00060006-0.00044506i,-0.00029537-0.00044487i,-2.5442e-07-0.00011412i,-0.00011945+0.00015833i,-0.00047114+0.00032932i,-0.00066675+6.653e-05i,-0.0011758+0.00034684i,-0.0011897+0.0011106i,-0.00043882+0.0010188i
0.00096551+0.00028376i,0.00059974+0.00017008i,0.00035654-0.0017861i,0.00017442-0.0027783i,-0.00055352-0.0021319i,-0.0013691-0.00093597i,-0.0011006-0.00027934i,-0.00079961-0.00043979i,-0.0012447-0.00056496i,-0.0017745-0.00053991i,-0.0014316-0.00037247i,-0.00028016-3.9604e-05i,0.0008616+0.00011398i,0.00051591-0.00015593i,-5.4342e-05-0.00055575i,0.00057459-0.00044123i,0.00070296-5.3563e-05i,0.00017178-0.00061i,0.00044212-0.00065805i,0.0001079-0.00060982i,-0.00036777-0.00064895i,-0.0001258-0.00016972i,-0.00030704+3.1815e-05i
-0.0011231-0.00023422i,-0.0011322-0.00029111i,-0.00032978-0.00018604i,-0.00052015+0.0010639i,6.2983e-05+0.0015598i,0.00040393+0.0014449i,-0.00055528+0.0011962i,-0.00063811+0.00042972i,-0.00048756+0.00010249i,6.6791e-05-8.8342e-05i,0.00081668-0.0006341i,0.0011521-0.00019965i,0.00083581+0.00028418i,0.00029634-0.00067414i,-0.00030932-0.0010986i,-0.00037759-0.00068638i,0.00023147-0.00034477i,0.00050701-0.00024072i,0.00052913-0.00048385i,0.00065249-0.00024791i,0.00042238-0.00061767i,-0.00025897-0.00072537i,-0.00016986+0.00035849i
-0.0011287+0.00068738i,-0.00088416+0.0012907i,-0.0017629+0.0017209i,-0.0010046+0.0010087i,0.00050208+0.00057526i,0.00043442-0.00026525i,-8.205e-05-0.00123i,-0.00035106-0.00013044i,-0.00061117+0.00067086i,-0.00031817+0.00020466i,0.00036594-0.00011307i,0.00091272-0.00044161i,0.0003404-0.00064805i,-0.00072544-0.00079787i,-0.00059852-0.0013165i,-0.00078702-0.00095347i,-0.00078648+0.00016497i,0.00013727+0.00095887i,0.0005543+0.00079891i,0.00031508+0.0004522i,0.00010549-0.00011156i,-2.125e-05-0.00030652i,-0.00020134+0.00030478i
0.00048813+0.00073582i,0.00046935+0.0001449i,0.0013038-0.00055108i,0.0015165-0.00047919i,0.00046655-0.00047977i,-0.00048161-0.00026089i,-0.00067487+0.00041459i,-0.00028051+0.00015328i,-0.00015451+0.00025586i,-0.00032878+0.00014411i,-0.00021772-0.00050821i,0.00020515-0.00088625i,0.00024004-0.0010274i,-0.00043766-0.00040832i,-0.00042904-3.9095e-05i,0.00034107+0.0002106i,0.00034953+0.00067677i,0.00039913+0.0004202i,0.00021311+6.5651e-05i,-0.00018348-0.00047193i,-0.0005517-0.00053871i,-7.3837e-05+0.0004745i,0.00097412+0.00021594i
7.8562e-05+0.00024254i,-5.5285e-05+0.0005459i,-0.00038455+0.00082998i,-0.0012214+0.00088644i,-0.0013795+0.00073165i,-3.5819e-05+0.00067524i,0.00073623+0.00034935i,0.00098617-0.00021127i,0.00015142-0.00029818i,-0.00015953-0.00028258i,0.00081908-0.00053086i,0.00081001-0.00041803i,0.00030409-0.00021389i,0.00016946-1.8672e-05i,0.00039306-0.00035404i,-0.0003662-0.00087729i,-0.00089925-0.00045692i,-0.0002251+0.00032252i,0.00072963+0.0005294i,0.00048243+0.00057645i,-0.00027745+0.00035329i,-0.0004819+0.00010098i,-0.00078702+9.007e-05i
-0.00037594+0.00071092i,0.00057745-0.00057104i,0.0017581-0.00086173i,0.0015079-0.00073922i,0.0008856-0.0010634i,0.00017371-0.0011325i,0.00034203-0.00061573i,0.00035136-4.5871e-05i,0.00016057-7.9146e-05i,0.00012925+3.1399e-05i,-1.3858e-05-0.00013515i,-0.00020578+0.00031098i,-0.0004434+0.00056569i,-0.00065143-0.0002899i,-3.3045e-05-0.00044977i,0.00046136-0.00026207i,7.5648e-05-0.00010368i,-0.00034566-0.00053469i,-0.00027964-0.00098523i,-0.00058151-0.00046972i,-0.00020905+0.00021183i,-7.4012e-05+0.00063938i,-0.00096817+0.00095494i
0.00045891+0.0005065i,0.00095674-0.00028418i,0.00020501+9.8881e-05i,-0.00036742+0.0001314i,0.00012178-0.00043962i,0.00033566-0.0005398i,0.00024938-0.00035447i,0.0006025-0.00048762i,0.00066145-0.00040686i,0.00097713+0.00010402i,0.00085282-3.492e-05i,0.00072378-0.00034579i,0.00049776-0.00025913i,-0.00061751-0.00089825i,-0.000503-0.0014236i,0.00023238-0.00082438i,-0.00019553-0.00020964i,-0.0006219-0.00013381i,-0.00083791-0.00036427i,-0.0003921-0.00036955i,0.00068055+0.00060138i,0.00066082+0.00085414i,-0.00022986+0.00047698i
-0.00035469+0.0010291i,-0.0002459+0.0020272i,0.00059867+0.0022541i,0.00095967+0.0010777i,0.0014297+0.00068568i,0.0010139+5.9007e-05i,0.00071825-0.00053998i,0.00076175+0.00039683i,0.00067022+0.0014615i,0.00040264+0.0014682i,0.00058441+0.00067113i,0.00043948-3.1201e-06i,-0.00052472-0.00033798i,-0.00068629-0.0005287i,-0.0003154-0.00036467i,-4.2589e-05+0.00010826i,0.0001358+0.00045916i,-0.00012378+0.00072792i,-0.00051586+0.00076856i,-0.00020936+0.00010384i,0.00044952-0.00074312i,0.0008964-0.0010779i,0.00046752-0.00095892i
0.00024548-0.0024877i,1.6917e-05-0.0025216i,-0.00095167-0.0018696i,-0.0019773-0.001282i,-0.0016613-0.0016349i,-0.0013658-0.00068639i,-0.00075919-6.3417e-05i,-0.0007846-0.00014703i,-0.0011687+0.00064724i,-0.00081795+0.00068825i,-0.00015674+0.00055868i,-0.00035246+0.0010405i,-0.00032147+7.2969e-05i,0.0006964-0.0010108i,0.00095264-0.00055148i,0.00042375-8.4972e-05i,0.00019545-0.00041958i,0.00021903-4.338e-05i,0.00051225+0.00055231i,0.00012476+3.6569e-05i,-0.00029526-0.000434i,2.4738e-05-0.00044159i,4.4859e-05-0.00032777i
0.00042205-0.00032879i,0.0013678-0.000491i,0.0015952+0.0002885i,0.0014334+0.00034343i,0.00086032-0.0010349i,0.00019988-0.0015698i,0.00026262-0.00014595i,0.00072647+0.0013222i,0.00056274+0.00084888i,0.000714+0.00029418i,0.00093157+0.00024125i,0.000879-9.0072e-05i,0.00072851-0.00024905i,0.00029209-0.00022249i,-0.00031635-0.00045076i,0.00015509-0.00067638i,0.00043304+1.7725e-05i,-3.9612e-05-0.00020242i,-5.2787e-05-0.00048651i,-3.1125e-05-8.0715e-05i,4.3437e-05-0.00012714i,-1.6598e-05-0.00025669i,8.0224e-05-0.00048378i
-0.0025683-9.406e-05i,-0.0012784+0.0012845i,-0.00080846+0.0016573i,-0.00049213+0.001756i,1.8796e-06+0.0019218i,0.0012638+0.0010337i,0.0014314+0.00031005i,0.00033105+0.00044906i,-0.00023259+0.00063209i,0.0001055+0.00050689i,0.00083525+0.00030554i,0.0010302-0.00011497i,0.00046679-0.0006249i,-0.00056825-0.00077241i,-0.00042419-0.00059859i,-0.00048455-4.8642e-05i,-0.0010996+0.00010105i,-0.00062881+0.00038728i,0.00015582+0.00065297i,-0.00011985+0.00086415i,-0.0001743+0.0011103i,4.6615e-05+0.00061602i,0.0002632+6.5512e-05i
-0.0011223-0.00096316i,-0.0012055-0.00085041i,-0.00018197-0.0001641i,7.1381e-05-0.00025805i,-0.00096453-0.00059739i,-0.0010558-0.00049546i,-0.0010781-0.0002547i,-0.00087443+0.00046039i,-0.00073065+0.0013568i,-0.00080328+0.0013649i,-0.00043698+0.00073241i,5.0784e-05+0.00039863i,0.00013302+7.6031e-06i,-0.00030565-0.00052283i,-0.00028602-0.00070422i,-0.0007518-0.00053247i,-0.00095509-8.0387e-05i,-0.00082215+0.00087636i,-0.00061097+0.0011322i,0.00033178+0.00044804i,0.00084543-0.00028587i,0.00055-6.8187e-05i,1.3327e-05-0.00054691i
0.00099727-0.0011496i,0.0010121-0.0014818i,0.00059691-0.0014736i,0.0001445-0.00094251i,-0.001512-6.6222e-05i,-0.0020937+0.0012968i,-0.0010357+0.0014577i,-0.00031735+0.00024013i,0.00014554+0.00016766i,0.00047281+0.00079197i,0.00026429+0.00079287i,-4.118e-05+0.00048627i,0.00024118-0.00013873i,0.00042064-0.00054818i,0.00041034-0.00050401i,0.00048114+0.00017867i,-0.00035236+0.0010955i,-0.00051865+0.0006844i,0.0005029-7.8076e-05i,0.00074747-7.8513e-05i,0.00059416+0.00029275i,0.00060109+0.00093376i,-9.1606e-05+0.00039191i
-0.0008593+0.0006531i,0.00019408+0.0019973i,-0.00028043+0.0017844i,-0.00020103+0.00075937i,-0.00030906+0.00044789i,-0.00036301-0.00039467i,0.00055994-0.0014381i,0.00038268-0.001311i,-0.0010514-0.00072173i,-0.00086332-0.00031596i,3.0304e-05+0.00024295i,-9.632e-05+4.7886e-05i,0.00060082-0.00069271i,0.0010059-0.0006019i,0.0010835-0.00069039i,0.00047154-0.00078859i,-0.00066885+1.0798e-05i,-0.0012695+0.00058845i,-0.00067318+0.00089738i,4.3483e-05+0.0007694i,0.00012947+0.00040084i,-0.00019952+0.0001585i,-0.00085118-0.00040857i
-0.00075924-0.001327i,-0.00057468-0.00048859i,-0.00079365+0.0007577i,-0.00074842+0.0011298i,-0.00079224+0.0007464i,0.00011291+0.00015619i,0.00014116+0.00039357i,-4.9271e-05+0.00016546i,-0.00036585-0.00013822i,-0.00062483+0.00045027i,-0.00025216+0.00085443i,0.00042066+0.00018723i,0.0011635-0.00016363i,0.00070197+0.00014146i,-2.9805e-05-0.00033271i,-0.00015514-0.00059406i,0.00052673-0.0002765i,0.00092461+0.00073687i,0.00039657+0.00098529i,0.00060034+0.00028624i,0.00061916-2.5381e-05i,0.000165-0.00014398i,0.00017537-0.00036935i
-0.0014145-0.00071763i,-0.001101-0.00056653i,-0.00089324-0.00013845i,-0.00041986+0.00040891i,-0.00039659+0.0010244i,0.00010624+0.00072919i,0.0009104-0.000539i,0.00083115-0.0010913i,0.00046151-0.00048277i,6.7155e-05+0.00074079i,0.00068405+0.00056368i,0.0013533-4.1693e-05i,0.00087407+4.6025e-05i,0.00034848-0.00015703i,0.00027049-0.00059399i,0.00029825-0.00049532i,0.00036395-0.00052031i,5.358e-05-0.00065092i,9.8689e-05-0.00033152i,0.00043577-0.00023986i,0.00041021+0.00015419i,0.00046837+0.00029426i,-7.8997e-06+0.00027858i
0.00073497+0.0016574i,0.0023141+0.00043422i,0.0028897-0.0004774i,0.0016805-0.00019686i,0.00053836-0.00021261i,-0.00028504-0.00078394i,-0.00081564-0.00064666i,-0.0011114-0.00024505i,-0.00090266+1.3251e-05i,-0.00083413+0.00014222i,-0.00029039+0.00047805i,-0.00019127+0.00047516i,-0.00027915-7.6346e-05i,0.00021359-0.00047071i,0.00032457-0.0004835i,0.00042003-0.00070668i,0.00071252-0.00084578i,0.00059046-0.00099745i,0.00056545-0.00024354i,0.0003218+0.00046685i,0.00033509+0.00024736i,0.00049481+9.1599e-05i,0.00028417-0.0002634i
5.1894e-05+2.7296e-05i,0.00099904-0.0004303i,0.0011035-0.0018065i,0.0005492-0.0013526i,0.00016662-0.00025557i,-0.00053174+5.8958e-05i,-0.00070598+0.00053585i,-0.00082718+0.00069997i,-0.00088886+2.9651e-06i,-0.0004103-8.5185e-05i,8.4509e-05+0.00010262i,2.3789e-05-0.00029157i,0.00017909-0.00030603i,0.00011855+0.00021952i,-0.00041112+0.00019814i,-1.8339e-05-5.9622e-06i,-0.00044264-7.1699e-06i,-0.001336+0.00028853i,-0.00098285+0.00066456i,-0.00072816+0.00070158i,-0.00023951+0.00011072i,4.289e-05-0.00059615i,-0.00063376-0.0012328i
0.00056737-0.00020478i,0.00010127+0.00068446i,-1.1499e-05+0.00033177i,0.00040721+2.7376e-05i,0.00019445+0.00056331i,0.00072806+0.00022672i,0.00050871+0.00019932i,0.00020704-0.00025546i,-0.00042258-0.00034615i,-0.00071702+1.1914e-05i,-2.2031e-05+0.00012641i,0.00028001+0.00068057i,0.00069611+0.0002973i,0.00080624-0.00051414i,1.0796e-05-0.00076583i,-0.0005826-0.001088i,-0.00068307-0.0010958i,0.00021249-0.00075789i,0.0014282-0.00072415i,0.0015462-4.0532e-06i,0.00040039+0.00079847i,-0.00045696+0.00074539i,0.00020525-2.3575e-05i
0.0015086-0.0010995i,0.0016442-0.00037933i,0.002422+0.00012314i,0.0024929+0.00024708i,0.0020621+0.00014774i,0.00064589-0.00032745i,-0.00027262-0.0002664i,6.2369e-05+0.00032708i,0.00054206+0.00017608i,0.0006467-0.00035547i,0.00016882-0.00019036i,0.00024663+0.00022071i,0.00026108+0.0001086i,7.494e-05+0.00049101i,-0.00026849+0.0003081i,0.00012352+0.00038123i,0.00040036+0.00092286i,-0.00014308+0.00064976i,-0.00069137+0.00016026i,-0.00044314+0.00015083i,0.0004492+0.00062107i,0.00072527+0.00035452i,-8.9368e-05-0.00067802i
