-0.00029669+0.00043043i,0.0001576-0.00077983i,-0.00058841-0.0017729i,-0.0018302-0.0019173i,-0.0026892-0.0016227i,-0.0025272-0.0012384i,-0.0013504+0.00084632i,8.2043e-06+0.0026296i,0.00115+0.0018663i,0.0021404+0.00087655i,0.0018976+9.8082e-05i,0.00076075-0.0011313i,-0.00034932-0.0010235i,-0.00079999-5.0198e-05i,-0.00040504+0.00059642i,-0.00052839+0.00093825i,-0.00059167+9.6819e-05i,-0.00051477-0.00068575i,-1.1834e-05+0.00031103i,7.6406e-05+0.00052663i,-0.00056104+0.00011702i,-0.001032-0.00041235i,-0.0012678-0.00098985i
0.070664+0.018439i,0.12893+0.21611i,0.11626+0.39646i,0.031429+0.29368i,-0.056798+0.03168i,-0.065276-0.11283i,-0.0024145-0.13219i,0.029723-0.10344i,0.023134-0.047653i,0.036408-0.0087611i,0.058576+0.0020656i,0.059917+0.020445i,0.060391+0.043907i,0.073254+0.048925i,0.075741+0.034664i,0.049973+0.015874i,0.0074336+0.012695i,-0.019387+0.027869i,-0.010932+0.040326i,0.017527+0.033409i,0.037753+0.011782i,0.036166-0.0080457i,0.022337-0.014259i
0.046745-0.022184i,0.018643-0.12427i,-0.055295-0.18189i,-0.13322-0.049353i,-0.15606+0.13226i,-0.13256+0.15596i,-0.12757+0.077159i,-0.10896+0.021517i,-0.051023-0.013213i,-0.01361-0.042288i,-0.00011815-0.05453i,0.014662-0.065325i,0.0079761-0.085144i,-0.02228-0.097801i,-0.047329-0.083635i,-0.045013-0.038511i,-0.01677+0.0068979i,0.011182+0.018685i,0.016009+0.00087887i,0.0020789-0.015201i,-0.0076832-0.014212i,-0.0029477-0.0059225i,0.0066136-0.0016138i
-0.12124+0.029252i,-0.12573+0.044358i,-0.013937+0.04852i,0.18846+0.0063662i,0.3218-0.067083i,0.26653-0.096462i,0.13675-0.069884i,0.051623-0.050409i,0.0076354-0.039672i,-0.0023655-0.013634i,0.0052591+0.002895i,0.0048645+0.0077835i,0.00046446+0.027453i,-0.00037823+0.059644i,0.0082301+0.072625i,0.021579+0.048674i,0.027603+0.013618i,0.025547-0.0020776i,0.020542+0.0013908i,0.017675+0.006295i,0.011511+0.0013372i,-0.00025313-0.0078581i,-0.0071463-0.010348i
0.13224-0.0031115i,0.18728+0.097058i,0.12865+0.17217i,-0.053933+0.10236i,-0.22483-0.013016i,-0.24158-0.040194i,-0.15203-0.012069i,-0.088666+0.020805i,-0.058866+0.034604i,-0.039218-0.00074132i,-0.047871-0.047473i,-0.066679-0.05352i,-0.059106-0.032518i,-0.029901-0.017873i,-0.0065433-0.015361i,0.0010194-0.016382i,-0.0025891-0.016056i,-0.01066-0.014325i,-0.010688-0.014986i,-0.0040456-0.022831i,-0.0015478-0.027921i,-0.00052616-0.023022i,0.0012219-0.017371i
-0.078288-0.028026i,-0.11908-0.21056i,-0.093851-0.37207i,-0.010255-0.27485i,0.065982-0.032247i,0.070875+0.098624i,0.018842+0.11775i,0.005678+0.097799i,0.018999+0.054707i,0.00037264+0.040961i,-0.019948+0.066007i,-0.015886+0.071878i,-0.0041357+0.040274i,-0.0011571+0.0052034i,-0.0090048-0.0057387i,-0.017875-0.0016773i,-0.018171-0.003905i,-0.014563-0.0088022i,-0.020652-0.0056483i,-0.032642+0.0073163i,-0.037771+0.023356i,-0.034134+0.030219i,-0.028484+0.025787i
0.001067+0.040122i,0.01485+0.23145i,0.05443+0.39318i,0.093359+0.27251i,0.063292+0.026079i,0.024521-0.050943i,0.054602-0.015596i,0.060925+0.0024863i,0.024516+0.017693i,0.021653+0.029255i,0.044139+0.02952i,0.055831+0.038922i,0.058829+0.053522i,0.063144+0.053564i,0.063878+0.032049i,0.046314+0.0052268i,0.012684-0.0025014i,-0.0092332+0.013138i,-0.0024349+0.031746i,0.017496+0.036091i,0.032993+0.02665i,0.036512+0.013709i,0.027751+0.0054817i
0.072706-0.069996i,0.081491-0.27995i,-0.036679-0.4907i,-0.23137-0.44307i,-0.28513-0.22091i,-0.18689-0.098631i,-0.11655-0.080879i,-0.07253-0.048056i,-0.019238-0.01923i,0.0004782-0.024219i,0.00020434-0.039486i,0.0058842-0.058955i,-0.0022307-0.075796i,-0.028758-0.078802i,-0.050399-0.061468i,-0.049159-0.023274i,-0.023019+0.013339i,0.0079728+0.019697i,0.023946+0.00021404i,0.022505-0.020218i,0.011672-0.030455i,0.0030356-0.026347i,9.9626e-05-0.010806i
-0.14176+0.08498i,-0.22299+0.25946i,-0.18837+0.46088i,-0.029148+0.51158i,0.091235+0.39455i,0.10372+0.24735i,0.10797+0.13667i,0.10633+0.042128i,0.072044-0.0077207i,0.042874-0.0026129i,0.03201+0.0084722i,0.02218+0.010715i,0.01546+0.018312i,0.015351+0.031711i,0.01892+0.035996i,0.026049+0.022437i,0.029794+0.0013068i,0.023892-0.0099686i,0.011622-0.0074713i,-7.03e-05+0.00020447i,-0.0097813+0.0053433i,-0.015967+0.0064391i,-0.014164+0.0051166i
0.16426-0.071882i,0.27413-0.14646i,0.28431-0.22384i,0.17009-0.25755i,0.055138-0.22075i,0.020667-0.15547i,0.010178-0.10738i,-0.010673-0.060709i,-0.012736-0.017143i,0.0040655-0.0083025i,0.0018108-0.026312i,-0.022314-0.03377i,-0.033272-0.018853i,-0.022407-0.0022623i,-0.0097145+0.0025861i,-0.0056964-0.0032499i,-0.011221-0.011242i,-0.017721-0.013475i,-0.012298-0.01141i,0.002339-0.010411i,0.014921-0.0093879i,0.023071-0.0050636i,0.03027-0.0028601i
-0.13895+0.067752i,-0.24686+0.074573i,-0.28884+0.070887i,-0.23122+0.10429i,-0.14442+0.12363i,-0.10879+0.091941i,-0.11412+0.063442i,-0.080692+0.049055i,-0.02165+0.017283i,-0.0070822-0.012608i,-0.022129-0.0098985i,-0.023149-0.00047861i,-0.013307-0.013201i,-0.0066333-0.032606i,-0.0055801-0.035956i,-0.0091656-0.023353i,-0.0093148-0.0083753i,-0.0068728-0.0012914i,-0.013146-0.005012i,-0.026296-0.008387i,-0.033146-0.0033819i,-0.03036-0.00070258i,-0.027863-0.0062433i
0.079518-0.056821i,0.16643+0.011512i,0.26731+0.14388i,0.31203+0.17023i,0.22964+0.087291i,0.10166+0.041601i,0.049709+0.033906i,0.02541+0.0082742i,-0.0080334-0.0098857i,-0.01502-0.0054491i,-0.0013154+0.010547i,0.010603+0.037602i,0.014699+0.06282i,0.015817+0.068311i,0.015808+0.049092i,0.0082956+0.02036i,-0.0069495+0.0044487i,-0.017633+0.0079999i,-0.014157+0.023347i,-0.0013873+0.035614i,0.010747+0.034946i,0.017233+0.02423i,0.016913+0.012632i
0.035461+0.037514i,0.051042-0.095384i,0.0051073-0.33819i,-0.071767-0.4356i,-0.056414-0.30912i,0.019479-0.17485i,0.032701-0.11462i,0.016137-0.055552i,0.014377-0.013874i,0.0063204-0.0084428i,-0.00062207-0.017794i,0.001051-0.034783i,-0.0039046-0.046234i,-0.018169-0.044398i,-0.02864-0.027543i,-0.024469-5.5443e-05i,-0.0075562+0.021495i,0.010529+0.025655i,0.023757+0.012332i,0.032151-0.0079267i,0.030618-0.024804i,0.016627-0.031036i,0.00035423-0.021932i
-0.15243-0.025573i,-0.27311+0.093065i,-0.304+0.28167i,-0.22734+0.33493i,-0.16356+0.22274i,-0.12701+0.13412i,-0.051756+0.11007i,0.0094978+0.060044i,0.010841+0.011045i,0.00056351+0.0052203i,0.0073596+0.014551i,0.015748+0.018527i,0.02081+0.016766i,0.024687+0.015049i,0.026794+0.013193i,0.027508+0.0073492i,0.026933-0.0024281i,0.020111-0.010928i,0.0032096-0.012278i,-0.017999-0.0066285i,-0.030235+0.0015256i,-0.029205+0.0077211i,-0.021382+0.0094712i
0.22202-0.013286i,0.3937-0.10956i,0.44154-0.23394i,0.31986-0.24827i,0.17793-0.13476i,0.10458-0.041585i,0.046049-0.025696i,-0.0087844-0.012998i,-0.025265+0.01655i,-0.013384+0.031766i,-0.00548+0.02302i,-0.0099872+0.007944i,-0.011917+0.0083797i,-0.0019116+0.018285i,0.0090298+0.018117i,0.011652+0.0048834i,0.004763-0.0088106i,-0.0018766-0.011068i,0.0045216-0.0037348i,0.018274+0.0037029i,0.025495+0.0058988i,0.023833+0.0081774i,0.022666+0.012474i
-0.24571+0.059979i,-0.45387+0.11574i,-0.56489+0.14877i,-0.47521+0.12137i,-0.27948+0.035554i,-0.14288-0.034673i,-0.088877-0.038009i,-0.048624-0.012571i,-0.0051453-0.003496i,0.015707-0.017581i,0.0075464-0.031158i,-0.0059592-0.031213i,-0.0086496-0.034126i,-0.0070533-0.04344i,-0.0064024-0.045245i,-0.0083544-0.033357i,-0.010711-0.013525i,-0.0087178+7.0245e-05i,-0.0070745-0.0038836i,-0.010585-0.016408i,-0.013511-0.020874i,-0.012612-0.018005i,-0.010075-0.015542i
0.19106-0.097361i,0.34983-0.087653i,0.44048+0.014085i,0.36085+0.10241i,0.16516+0.1032i,0.027777+0.069899i,0.0059861+0.03782i,0.011235+0.009348i,0.0016266-0.0037591i,-0.0034646-0.0042432i,-0.00075814+0.0048i,0.0022532+0.025306i,0.0031162+0.042561i,0.00056094+0.043054i,-0.0044351+0.029373i,-0.01191+0.00963i,-0.017244-0.0040832i,-0.01876-0.0042382i,-0.018867+0.0068499i,-0.018056+0.021233i,-0.014115+0.027675i,-0.0051026+0.025101i,0.0046979+0.017956i
-0.071104+0.12453i,-0.12667+0.094813i,-0.157-0.046295i,-0.1203-0.12551i,-0.028785-0.063373i,0.043548-0.00036247i,0.049373+0.015637i,0.03722+0.03562i,0.03951+0.04533i,0.03401+0.032724i,0.022371+0.013439i,0.016619-0.007975i,0.010656-0.023286i,0.00050267-0.025853i,-0.0081304-0.014745i,-0.0071855+0.0052561i,0.0011476+0.020342i,0.010726+0.023178i,0.021675+0.014604i,0.031353+0.001859i,0.034263-0.0099876i,0.026696-0.017877i,0.013311-0.018262i
-0.061699-0.11615i,-0.1008-0.08401i,-0.09452+0.047327i,-0.054077+0.10185i,-0.046101+0.025783i,-0.071284-0.00961i,-0.050299+0.018613i,-0.00084534+0.0088193i,0.01521-0.024387i,0.0091843-0.034382i,0.0044608-0.021731i,0.004963-0.0039001i,0.0072381+0.0040107i,0.0074281+0.0059164i,0.0058358+0.0043719i,0.0022146+0.0016675i,0.00033544-0.0022801i,-0.00016145-0.0098511i,-0.0083408-0.014457i,-0.023034-0.011103i,-0.030698-0.0036322i,-0.026081+0.00099987i,-0.017513+0.0014336i
0.18057+0.065805i,0.31658+0.028581i,0.35284-0.077188i,0.24271-0.10764i,0.1058-0.014972i,0.042643+0.040037i,0.013718+0.0068985i,-0.01193-0.019305i,-0.020688-0.015342i,-0.01998-0.0059256i,-0.016169-0.00097946i,-0.0076233-0.0019491i,-0.00078787+0.0017031i,0.0051745+0.012484i,0.012306+0.01827i,0.016151+0.013109i,0.011337+0.0049795i,0.0043708+0.0036266i,0.0088821+0.011051i,0.021712+0.019043i,0.025503+0.01826i,0.01467+0.011792i,0.0042118+0.0076898i
-0.24396-0.0070591i,-0.44033+0.0026988i,-0.52778+0.020766i,-0.40721+0.016954i,-0.18472-0.012965i,-0.034487-0.031425i,0.011416-0.026093i,0.014071-0.018719i,0.013806-0.01568i,0.01774-0.015311i,0.014133-0.019336i,-0.00039046-0.023698i,-0.013015-0.025569i,-0.015937-0.027757i,-0.010996-0.028243i,-0.0057025-0.020496i,-0.0043951-0.0062403i,-0.0033221+0.003962i,-0.0006554-0.0028644i,0.0015494-0.020237i,0.0040108-0.026808i,0.0067463-0.020223i,0.0063794-0.010286i
0.21691-0.058181i,0.39102-0.051521i,0.46857+0.0068624i,0.36249+0.039993i,0.16657+0.016648i,0.046349-0.0043369i,0.019395-0.012034i,0.0025764-0.019525i,-0.022894-0.019097i,-0.032541-0.012752i,-0.023322-0.0043358i,-0.012765+0.0075952i,-0.0070726+0.018443i,-0.002038+0.02283i,-0.0012084+0.018557i,-0.004932+0.0069256i,-0.0049147-0.0039487i,-0.0041724-0.0080628i,-0.010941-0.0029559i,-0.021102+0.0089958i,-0.024881+0.016333i,-0.019079+0.017029i,-0.0084983+0.012791i
-0.13276+0.10724i,-0.25095+0.10183i,-0.32377+0.01687i,-0.27982-0.027873i,-0.16264+0.0035113i,-0.07195+0.021069i,-0.045915+0.021965i,-0.037995+0.03964i,-0.019093+0.055637i,-0.0068378+0.054265i,-0.0027767+0.039521i,0.00032712+0.019094i,0.003071+0.0028683i,0.0043582-0.0048315i,0.0032017-0.0046633i,0.0029774+0.0021071i,0.0045116+0.0090931i,0.0069225+0.013003i,0.012323+0.012546i,0.020911+0.0049825i,0.026149-0.0038084i,0.022594-0.0072901i,0.014664-0.0055839i
0.012343-0.11447i,0.051667-0.097002i,0.10304+0.0085465i,0.12857+0.064785i,0.10324+0.01624i,0.038347-0.024346i,3.9904e-05-0.014167i,0.0082319-0.0048973i,0.02186-0.0099962i,0.023613-0.016911i,0.013329-0.017862i,0.0029687-0.0081448i,0.00053944+0.0023318i,0.00028108+0.0051164i,0.00047242+0.0012508i,-0.00070313-0.0048288i,-0.0028504-0.0095455i,-0.003972-0.012854i,-0.007924-0.013347i,-0.017179-0.0097896i,-0.023566-0.005187i,-0.019758-0.002849i,-0.011937-0.0017545i
0.10115+0.082896i,0.15901+0.071845i,0.16332-0.01827i,0.086998-0.083i,-0.011984-0.051941i,-0.045263-0.012074i,-0.033125-0.0080649i,-0.019418-0.0028429i,-0.0030555+0.0046115i,0.0076098+0.0020281i,0.0094965+0.00013828i,0.011887+0.0038749i,0.016591+0.0068057i,0.019971+0.0061263i,0.018593+0.0048593i,0.012515+0.0026781i,0.0050482-0.0012922i,0.0010984-6.7059e-05i,0.0049931+0.0097426i,0.014374+0.019271i,0.017666+0.019404i,0.010417+0.012859i,0.002858+0.00626i
-0.16068-0.031261i,-0.28113-0.044782i,-0.33432-0.024796i,-0.26326+0.011353i,-0.13214+0.031379i,-0.042603+0.04759i,-0.0019876+0.059281i,0.017757+0.046104i,0.025564+0.023433i,0.026498+0.012951i,0.021145+0.0085045i,0.0098573-0.0010656i,-0.0017094-0.011065i,-0.0095265-0.016237i,-0.012586-0.018131i,-0.011306-0.013033i,-0.01052-0.00070441i,-0.010366+0.0072157i,-0.0054348-0.0014102i,0.0019935-0.018779i,0.0069486-0.024372i,0.009983-0.01633i,0.010162-0.0076204i
0.16066-0.027324i,0.28838-0.010943i,0.34945+0.022284i,0.28521+0.030347i,0.16006+0.012454i,0.074673+0.0056139i,0.048997+0.0027903i,0.033895-0.012587i,0.0090713-0.030979i,-0.007178-0.037941i,-0.007168-0.029963i,-0.00029573-0.016119i,0.0048953-0.0046858i,0.0044954+0.0028951i,0.00025395+0.0058302i,-0.0027345+0.0041752i,-0.0004803+0.0012771i,0.0036535-0.0013121i,-0.00085861+0.00021554i,-0.012904+0.0075289i,-0.020317+0.01309i,-0.018371+0.011937i,-0.011292+0.0062132i
-0.11301+0.06614i,-0.22206+0.046737i,-0.30167-0.025445i,-0.28849-0.062335i,-0.19734-0.035644i,-0.10084-0.019621i,-0.049402-0.021694i,-0.029009-0.01094i,-0.020051+0.0052989i,-0.017933+0.013995i,-0.013531+0.012362i,-0.0067668+0.0046959i,-0.0032462-0.003451i,-0.0041713-0.0071616i,-0.0063209-0.0038566i,-0.0066534+0.0033022i,-0.0067903+0.0084032i,-0.0053684+0.0089932i,0.0027255+0.006442i,0.01477+0.0019874i,0.022421-0.0032409i,0.019147-0.0057407i,0.0093071-0.0045446i
0.035957-0.068686i,0.085416-0.040723i,0.13516+0.060073i,0.15041+0.12836i,0.12377+0.10556i,0.07951+0.052254i,0.050363+0.013021i,0.037348-0.0084208i,0.026363-0.014351i,0.016335-0.016137i,0.0058846-0.020083i,-0.005254-0.017646i,-0.010925-0.0079882i,-0.010869+0.0027459i,-0.005261+0.0085676i,0.002349+0.0087217i,0.0070724+0.0077789i,0.0060146+0.0057693i,-0.0020618+0.0027785i,-0.012284+0.00034572i,-0.016448-0.0015119i,-0.013404-0.002092i,-0.010544-0.001375i
0.041966+0.048817i,0.057807+0.03334i,0.063933-0.036725i,0.05001-0.097496i,0.015227-0.10089i,-0.0096596-0.075118i,-0.019707-0.052417i,-0.024476-0.028647i,-0.016928-0.0051048i,-0.0049478+0.0029254i,-0.00050959+0.0016748i,-0.0025237+0.0034067i,-0.0031499+0.0081885i,0.0052927+0.011708i,0.014408+0.0093739i,0.015502+0.0023698i,0.013003-0.0046925i,0.011038-0.0063722i,0.011201+0.0010341i,0.014892+0.010033i,0.016505+0.012155i,0.011175+0.0096009i,0.006297+0.007896i
-0.081531-0.01868i,-0.13856-0.024363i,-0.17633-0.0088081i,-0.16472+0.016857i,-0.11554+0.033682i,-0.081227+0.044331i,-0.065786+0.04907i,-0.044953+0.041543i,-0.021742+0.031186i,-0.0087008+0.027036i,-0.0057761+0.023629i,-0.0064287+0.015322i,-0.0067769+0.0060544i,-0.0056223-0.0013712i,-0.0046052-0.0070894i,-0.0063456-0.0083479i,-0.0097275-0.0036339i,-0.011285+0.0010787i,-0.0070573-0.0047691i,-0.00010273-0.017844i,0.001594-0.022581i,0.001641-0.016988i,0.0031589-0.010524i
0.089065-0.015454i,0.16737-0.005103i,0.21922+0.015787i,0.20304+0.02399i,0.13879+0.019874i,0.077516+0.016838i,0.040839+0.015136i,0.02221+0.0079891i,0.014692-0.0059769i,0.012289-0.016405i,0.0091057-0.013981i,0.0065277-0.0019371i,0.0095289+0.0076078i,0.013257+0.007946i,0.01171+0.0025205i,0.0080798-0.0030761i,0.0081579-0.0072251i,0.0082654-0.0076378i,0.00060061-0.0024825i,-0.01084+0.0073556i,-0.015819+0.013459i,-0.013185+0.011722i,-0.0077031+0.0067666i
-0.06414+0.02985i,-0.13874+0.0051651i,-0.19867-0.064786i,-0.20024-0.11554i,-0.14853-0.10259i,-0.079853-0.062675i,-0.033724-0.02878i,-0.012147-0.0044692i,-0.0047233+0.0062049i,-0.0041185+0.0078861i,0.00039125+0.0086623i,0.0082512+0.0093268i,0.013139+0.0062151i,0.0111-0.0023429i,0.0019808-0.0094783i,-0.0079674-0.0091001i,-0.014059-0.0055635i,-0.012657-0.0018352i,-0.0018905+0.00079515i,0.011721+0.00014052i,0.018884-0.002059i,0.014986-0.0034169i,0.006817-0.004349i
0.017887-0.029285i,0.045386-0.0020033i,0.060857+0.075835i,0.049535+0.13756i,0.03028+0.13106i,0.024521+0.091256i,0.031508+0.058496i,0.036678+0.033393i,0.030262+0.012494i,0.019973-0.0020022i,0.012512-0.010927i,0.0078603-0.015159i,0.0050242-0.014864i,-0.0015131-0.010561i,-0.0079562-0.0017187i,-0.008315+0.0071407i,-0.0058302+0.012925i,-0.0056593+0.015029i,-0.0099176+0.011463i,-0.016619+0.0049478i,-0.017217+0.001087i,-0.0096256-9.4699e-05i,-0.0041137-0.0011703i
0.020719+0.01828i,0.026655+0.0047771i,0.03614-0.032182i,0.050581-0.061228i,0.047743-0.065799i,0.030429-0.058158i,0.018329-0.046695i,0.011484-0.032363i,0.0078528-0.016886i,0.0080539-0.0070126i,0.0086253-0.0060691i,0.0054947-0.0082423i,0.00069098-0.0080874i,-0.001804-0.0032049i,-0.00026765+0.001799i,0.0033258+0.0013498i,0.0052701-0.0018916i,0.0071183-0.0027671i,0.011125+0.0020004i,0.015863+0.0094932i,0.016554+0.011447i,0.010736+0.009038i,0.0055151+0.0090104i
-0.037046-0.00027819i,-0.063889+0.0040076i,-0.089208+0.010253i,-0.10296+0.011399i,-0.098251+0.006845i,-0.084347+0.0048652i,-0.064301+0.0019477i,-0.040489-0.002889i,-0.024798-0.001366i,-0.019921+0.0013487i,-0.017559-0.00047228i,-0.012871-0.0037079i,-0.009731-0.0061783i,-0.010256-0.0047588i,-0.010017-0.00011534i,-0.0088958+0.0050699i,-0.0092056+0.0092287i,-0.0073033+0.0098196i,-0.00057527+0.0012555i,0.0044176-0.01133i,0.0028423-0.018067i,-0.00037073-0.017297i,-0.0015447-0.014336i
0.041652-0.014392i,0.082551-0.0068948i,0.11715+0.015959i,0.1176+0.038539i,0.082863+0.045457i,0.046215+0.037719i,0.026617+0.023062i,0.016446+0.0069649i,0.01416-0.0032967i,0.014863-0.0079946i,0.0079562-0.0095932i,-0.0027351-0.005654i,-0.0074905+0.00237i,-0.0028404+0.0081088i,0.0054602+0.008034i,0.010076+0.0043085i,0.013095-0.00013181i,0.012093-0.0023987i,0.0038731-0.00036161i,-0.0061802+0.0055111i,-0.010095+0.010653i,-0.0072766+0.012229i,-0.0035765+0.011789i
-0.022543+0.019678i,-0.050386-0.0022792i,-0.069087-0.057452i,-0.065301-0.10391i,-0.047802-0.095871i,-0.030676-0.056279i,-0.02-0.024753i,-0.014345-0.0058368i,-0.0093757+0.0020134i,-0.0057855+0.0039381i,-0.0049863+0.0086201i,-0.0038838+0.013426i,-0.0025697+0.014683i,0.00024387+0.010347i,0.0039122+0.0018913i,0.0037773-0.005415i,0.0011156-0.0078732i,-0.00039843-0.0059984i,0.003661-0.0036938i,0.012923-0.003559i,0.017488-0.0045646i,0.013423-0.0047353i,0.0077306-0.0046017i
0.00029025-0.019051i,0.0023838-0.007049i,-0.011946+0.030816i,-0.036939+0.070735i,-0.042059+0.085236i,-0.024077+0.076945i,-0.0083974+0.056531i,-0.00084978+0.03528i,0.003182+0.016801i,0.0029303+0.0036278i,0.00066086-0.0016266i,0.00095873-0.0013195i,0.0055051-0.00024436i,0.0087994-0.0025527i,0.0055329-0.0035911i,0.00019146-7.4488e-05i,-0.0024682+0.0038463i,-0.0047377+0.0043253i,-0.010408+0.00057916i,-0.016903-0.0038031i,-0.016323-0.0050294i,-0.0085464-0.0035201i,-0.0029575-0.0023116i
0.0090289+0.0049537i,0.013175+0.0016516i,0.020433-0.0077412i,0.036304-0.0099976i,0.047626-0.0084236i,0.046217-0.015266i,0.034268-0.020722i,0.019305-0.017009i,0.011919-0.0090748i,0.0122-0.0010913i,0.013597+0.0055696i,0.013101+0.0078659i,0.011043+0.0068948i,0.0079601+0.0032553i,0.0041749-0.0031918i,0.001435-0.0098991i,0.00070321-0.012962i,0.001702-0.0090261i,0.0042501+0.00075541i,0.0076213+0.0099139i,0.0084071+0.010768i,0.0041663+0.007841i,0.00093346+0.0088141i
-0.018433+0.0073073i,-0.034556+0.011858i,-0.052687+0.013003i,-0.06092+0.0047946i,-0.050261-0.0093492i,-0.037468-0.017817i,-0.027747-0.017443i,-0.017575-0.011944i,-0.014326-0.0070768i,-0.016007-0.0070396i,-0.013534-0.0089448i,-0.0059091-0.0077748i,0.00082852-0.0063248i,-8.9776e-05-0.0071053i,-0.0061993-0.0045625i,-0.010849+0.0014358i,-0.011361+0.0059699i,-0.0063158+0.0064976i,0.0020814+0.0011882i,0.0067367-0.0075336i,0.004734-0.012649i,0.0010303-0.013668i,-0.0002575-0.014281i
0.016251-0.012888i,0.034753-0.0061532i,0.053695+0.017948i,0.058154+0.04001i,0.044115+0.036586i,0.024614+0.02146i,0.012215+0.017196i,0.010018+0.015141i,0.012209+0.010409i,0.013267+0.0059663i,0.013748-0.00016308i,0.010577-0.0064242i,0.0045024-0.0096273i,0.00066762-0.0081969i,-0.00083292-0.0029638i,-0.0013431+0.0012404i,-0.00089128+0.0025515i,-0.0018244+0.0033803i,-0.0060326+0.0056608i,-0.011232+0.0090951i,-0.010806+0.012141i,-0.00554+0.014406i,-0.0020423+0.014377i
-0.0085078+0.0084233i,-0.014514+0.0016518i,-0.0091791-0.02428i,0.0058838-0.054204i,0.0049889-0.061134i,-0.0096864-0.04288i,-0.015647-0.018235i,-0.011981-0.001558i,-0.0074995+0.0046908i,-0.004602+0.0054705i,-0.0038251+0.0034925i,-0.0048008-0.00024649i,-0.005982-0.0012824i,-0.0060991+0.002133i,-0.0029429+0.0043246i,0.00067356+0.0021224i,0.0007488+0.000328i,0.0017415-5.9617e-05i,0.0076867-0.0012217i,0.014847-0.0025123i,0.015959-0.0038803i,0.012506-0.0053287i,0.009242-0.0063322i
-0.0027773-0.0056769i,-0.00044376-0.0065519i,-0.0072058-0.003025i,-0.03068-0.0027324i,-0.051192+0.0022742i,-0.048355+0.017002i,-0.029301+0.023787i,-0.011553+0.017595i,-0.00043491+0.0089346i,0.0043417+0.0003674i,0.0011561-0.0072576i,-0.0036727-0.0083157i,-0.0042564-0.0040561i,0.00063378+0.00030087i,0.004651+0.0037601i,0.0042137+0.0079323i,0.0036762+0.0098759i,0.003259+0.005028i,-0.0010646-0.0030325i,-0.0080971-0.0089254i,-0.0097411-0.0092377i,-0.006948-0.0069372i,-0.0062821-0.0066101i
0.0079524+0.0001714i,0.0096754-0.0035548i,0.0080063-0.0097815i,0.0018179-0.007373i,-0.0031235+0.0043684i,0.0059035+0.010213i,0.020918+0.0049131i,0.024702-0.0026123i,0.021256-0.0028657i,0.017061+0.0027573i,0.011597+0.0083555i,0.0042721+0.012467i,-0.0011326+0.013436i,-0.0025906+0.0094551i,-0.00054979+0.0017345i,0.0028036-0.0045956i,0.0021389-0.0059878i,-0.0013454-0.0013725i,-0.0020002+0.0076274i,0.00071903+0.013907i,0.0016104+0.012126i,-0.00073622+0.0088026i,-0.0022062+0.010726i
-0.011848+0.0031108i,-0.023786+0.0015544i,-0.039713-0.0042956i,-0.051072-0.0067959i,-0.044587+0.001504i,-0.024362+0.0055008i,-0.0059905-0.004211i,-0.00013843-0.011518i,-0.0035059-0.012504i,-0.0072257-0.014386i,-0.0087136-0.013662i,-0.0060369-0.0070075i,-0.0012189-0.00073129i,0.0012825+0.0008441i,-8.212e-05+0.00085944i,-0.0021108+0.00082122i,-0.0011546-0.00014941i,0.002616-0.0016627i,0.0083966-0.0048212i,0.011696-0.0083195i,0.010059-0.0083678i,0.0063516-0.007055i,0.0046987-0.0081048i
0.0050256-0.0098864i,0.0045081-0.0036377i,-0.002084+0.018032i,-0.0096063+0.045698i,-0.0061565+0.053076i,0.0048834+0.03778i,0.0054239+0.018687i,0.00087058+0.006324i,0.0015218+0.0012509i,0.0039161+3.161e-05i,0.0067013+0.0028888i,0.0096348+0.0036747i,0.010384-0.00049625i,0.0097669-0.0050025i,0.00747-0.0078076i,0.0038025-0.0070843i,0.0010649-0.0040221i,-0.0029589+0.0003729i,-0.01015+0.0049846i,-0.014581+0.0079909i,-0.011187+0.0096992i,-0.0037044+0.011328i,0.00051716+0.011202i
0.0036723+0.0073437i,0.0054085+0.008686i,0.014559+0.010823i,0.031531+0.012556i,0.037034+0.0075096i,0.021514-0.0059296i,-0.0010867-0.012844i,-0.013673-0.0080401i,-0.012939-0.0031186i,-0.0096399-0.0013437i,-0.0084893-0.00045073i,-0.0070866-0.0018071i,-0.006001-0.0024945i,-0.0058743+0.00054558i,-0.0057629+0.0023014i,-0.0053638-0.00070555i,-0.0045271-0.0034057i,-0.00082469-0.0031757i,0.0067731-0.002793i,0.013537-0.003399i,0.014011-0.0045207i,0.010968-0.0073294i,0.0091915-0.0097571i
-0.0053835-0.002631i,-0.0047689-0.0030331i,-0.00018698-0.0046026i,0.0071535-0.010081i,0.0087691-0.014581i,-0.0023123-0.011046i,-0.015152-0.0017411i,-0.014966+0.0046653i,-0.0080835+0.0045627i,-0.0011529+0.00062567i,0.0042533-0.0035808i,0.0045869-0.0053941i,0.0036923-0.0037182i,0.0043327+0.00010305i,0.0045034+0.003068i,0.0029246+0.0048876i,0.0023142+0.0047397i,0.0030405-0.00031368i,0.00088693-0.006248i,-0.0027571-0.010267i,-0.0038445-0.012232i,-0.0054013-0.011579i,-0.0091507-0.010464i
