-2.7816e-05+0.00097167i,0.0011768-0.00038129i,-0.00020933-0.0013263i,-0.0011671+2.3877e-05i,-0.0020845+0.0018474i,-0.002147+0.0015495i,-0.00059216+0.0014565i,0.00090236+0.0013073i,0.0015174+0.00051766i,0.0011642+0.00018986i,0.00064466-0.00014487i,0.00038442-0.00042124i,0.00012414-0.0007542i,-0.00055764-0.0010996i,-0.0013245+9.4398e-05i,-0.001046+0.00080094i,-1.8816e-05+8.4253e-05i,0.0004359-0.00037795i,0.00017317-0.00035214i,-0.00015154+0.00014329i,-0.00076051-1.5904e-05i,-0.00088647-0.00022941i,-0.00046316+1.992e-05i
-0.0022231+0.0033161i,-0.002002+0.0045896i,-0.0023901+0.00372i,-0.0031996+0.0036296i,-0.0040451+0.004619i,-0.0041821+0.003878i,-0.0054372+0.0030473i,-0.0074112+0.0034947i,-0.0073845+0.0036254i,-0.0052126+0.0029067i,-0.0010965+0.0010358i,0.0017321+0.0001582i,0.0021072+9.6249e-05i,0.0012879-0.00039825i,0.0005859-0.00091463i,0.00074491-0.001293i,0.00052422-0.00046672i,0.00012183+0.00044279i,0.0011222+0.00070686i,0.001379+0.00072407i,0.00070393+0.00030376i,0.0004629-0.00060525i,0.0005291-0.00082903i
-0.0018723-4.3445e-05i,-0.002585+0.00085937i,-0.0013354+0.0028846i,0.00030978+0.0047658i,9.3964e-05+0.004531i,-6.894e-05+0.0040134i,-1.2477e-06+0.005282i,0.00061904+0.0070103i,0.0011975+0.0069355i,0.00086242+0.0057665i,0.00040002+0.0046467i,0.00026622+0.0035105i,-0.0009004+0.0024132i,-0.0025096+0.00071148i,-0.0030349-0.00039388i,-0.0024101-0.00025612i,-0.001367+0.00021942i,-0.0010179+0.00027798i,-0.0008491+0.00044012i,-0.00029565+0.00047585i,0.00033473+0.00063176i,0.000912+0.00025245i,0.00059367-0.00012323i
-0.00020157-0.0041591i,-0.00019701-0.0055398i,-0.0013906-0.0061704i,-0.0018937-0.0051531i,-0.00075891-0.0028419i,0.0011872-0.00041493i,0.0046659+0.0014887i,0.0071229+0.0029957i,0.0064522+0.0028709i,0.0042992+0.0027451i,0.0020341+0.0027633i,3.3171e-05+0.0020423i,-0.00093239+0.0020928i,-0.0011068+0.0024747i,-0.0013928+0.0017735i,-0.0015811+0.00074246i,-0.0023073+0.00061019i,-0.0023827+0.00083987i,-0.00060714+0.00059594i,0.0010853+0.00031297i,0.0010699-0.00022627i,0.001154-0.00064903i,0.0012621+6.8734e-05i
0.001217+0.00042584i,0.0028271+0.000584i,0.0043588+0.00058624i,0.0041358-0.00056624i,0.0029435-0.0022218i,0.0037294-0.0036711i,0.0053874-0.0053428i,0.0053382-0.0056621i,0.003519-0.005051i,0.0021517-0.0033408i,0.00022496-0.0021171i,-0.0024448-0.0025189i,-0.0018956-0.002026i,0.0006353-1.9063e-05i,0.0011438+0.0018387i,-0.00029955+0.0017271i,-8.207e-05+0.00015007i,0.00025052-0.00037573i,2.2316e-05-0.00062394i,-0.00013314-0.00052153i,-4.8993e-05-0.00019378i,-1.1659e-05-0.0004202i,-0.00053465-0.00075242i
-0.0014546+0.00081053i,-0.0015244+0.0020091i,-0.001936+0.0010792i,-0.0040037-0.0022151i,-0.0055708-0.0046588i,-0.0051565-0.005582i,-0.0046864-0.0072198i,-0.00497-0.0078393i,-0.0048399-0.0068214i,-0.0038696-0.005591i,-0.0022272-0.0039793i,-6.7759e-06-0.0030235i,0.0021207-0.0020605i,0.0032277-0.0013798i,0.0025849-0.0017222i,0.001813-0.0015436i,0.0014902-0.0013449i,0.0013754-0.0007238i,0.0014829+0.00022778i,0.0011996+0.00042115i,0.00091352+0.00033261i,0.00075895+0.00022926i,0.0004267-6.0139e-05i
-0.0033702+0.00049209i,-0.0032257+0.0024704i,-0.0017763+0.0055153i,-0.00047995+0.0060155i,-0.0022673+0.0030309i,-0.0051486+8.2282e-06i,-0.0075657-0.00045044i,-0.0087301+0.00053649i,-0.0072973+0.0011612i,-0.0043149+0.00030481i,-0.000586-0.00020867i,0.0026649-0.00030744i,0.0030888-0.0012612i,0.0017947-0.0023793i,0.0012506-0.0027094i,0.0007951-0.0016963i,0.00014662-0.000555i,0.00047329-0.00054704i,0.001251-2.1949e-05i,0.00071915-9.8609e-06i,0.00064416-0.0008051i,0.00078369-0.0011794i,-4.463e-05-0.0010489i
0.0015153-0.0013917i,0.0029428-0.0026573i,0.0035373-0.0030165i,0.0027765-0.001307i,0.00070278+0.00041113i,-0.0021472+0.0025743i,-0.0036021+0.0051496i,-0.0035847+0.0072097i,-0.0019754+0.007807i,-0.00040997+0.0063429i,0.00059715+0.0047718i,0.0010395+0.0041461i,0.00036636+0.0026885i,-0.00062632+0.00019517i,-0.0016247-0.0008002i,-0.0013919+0.00020519i,-0.00093253+0.00061069i,-0.0011638-0.00037981i,-0.00011371-0.00092252i,0.0010943-0.00088955i,0.0010798-0.0008699i,0.0003135+0.00012287i,-0.00028549+0.00020492i
0.0010649+0.0021846i,0.003017+0.0014239i,0.0048078+0.0021761i,0.0062292+0.0032741i,0.0061648+0.0028563i,0.0045331+0.0037719i,0.0043185+0.0061909i,0.004702+0.0068805i,0.0041342+0.0054193i,0.0027122+0.0040305i,0.00068733+0.0029436i,-0.0014456+0.0016754i,-0.0039292+0.0023798i,-0.0056569+0.0027642i,-0.0047204+0.0017019i,-0.0028242+0.0017499i,-0.002234+0.0019095i,-0.0019809+0.0016327i,-0.0021543+0.0012234i,-0.0024802+0.00041002i,-0.0017938+0.00024001i,-0.00049444+0.00032111i,0.00045138+0.00067702i
0.0016708+0.00033476i,0.0015277+0.00012971i,0.0014351-0.0029724i,0.00026049-0.0079804i,6.5795e-05-0.0097031i,0.0026843-0.0070477i,0.0065027-0.0045687i,0.0070014-0.0039141i,0.005212-0.0035336i,0.0022771-0.0023559i,-0.0016065-0.0013931i,-0.0034042-0.0016732i,-0.0028311-0.00042338i,-0.0014771+0.0019348i,-0.00023045+0.0019343i,0.00013595+0.00052114i,-0.00035664-0.00025515i,0.00018203-0.0010142i,0.0009423-0.0010315i,7.4197e-05-0.00017838i,-0.00095215+0.00055663i,-0.0011025+0.00079157i,-0.00082565+0.0003109i
-0.0038119-0.00043574i,-0.0040433-0.0007393i,-0.0042557+0.0011361i,-0.0053569+0.0012411i,-0.0047121-0.0014073i,-0.0023535-0.0045645i,-0.0012531-0.0072848i,-0.0014649-0.0082331i,-0.0022087-0.0067996i,-0.0014178-0.0044297i,-0.00060489-0.0030661i,-5.9454e-06-0.0024859i,0.0020682-0.0018646i,0.0040346-0.0013986i,0.0038576-0.0013172i,0.0023024-0.0012501i,0.001196-0.00094957i,0.0012116-0.00064025i,0.00075388-0.00015751i,1.2283e-05+0.0002305i,0.00019137-0.00012373i,0.00017642-0.00065862i,0.0007843-0.0010903i
0.0015595-0.0026444i,0.0021947-0.0025591i,0.0027404-0.0026372i,-0.00018762-0.0016671i,-0.0045351-0.00087894i,-0.0073762-0.0017418i,-0.0085403-0.0030974i,-0.0077276-0.0031044i,-0.0055871-0.001423i,-0.0019128+0.00031564i,0.0012741+0.0011843i,0.0034105+0.0013838i,0.0047014+0.00049893i,0.0041083-0.0021193i,0.0024961-0.0034861i,0.0017007-0.0021911i,0.0015176-0.0013167i,0.00161-0.0012536i,0.001701-0.00070601i,0.0016046-8.6009e-05i,0.0017296+0.00029142i,0.0020367+0.00037901i,0.0016312+0.00026034i
-0.00062101-0.00090965i,-0.00039389+0.00056571i,0.00074903+0.0025281i,0.001553+0.0054085i,0.00069961+0.0073891i,-0.0024018+0.0066179i,-0.0053038+0.0055566i,-0.0046558+0.0058254i,-0.0016134+0.0057191i,1.9873e-05+0.0051801i,0.0008865+0.0057748i,0.0014169+0.0055035i,0.00042334+0.0027553i,-0.0013146-0.0005974i,-0.0023043-0.00181i,-0.0018043-0.0012251i,-0.0017213-0.0011511i,-0.0016098-0.0011462i,-0.00052532-9.0082e-05i,0.0002039+0.0002788i,0.00086128-0.00016229i,0.00065482+0.00043844i,-0.00034108+0.00033013i
-0.0019981+0.00098575i,-0.00038764+0.00098221i,0.0021494-0.0016805i,0.0040187-0.0033827i,0.0031997-0.0014622i,0.0022078+0.0029842i,0.0022131+0.0061261i,0.0025031+0.0065474i,0.0017325+0.0057823i,-2.3453e-05+0.0042978i,-0.0014607+0.0031397i,-0.0025018+0.0025675i,-0.0031394+0.0015762i,-0.0033385+0.0010474i,-0.002435+0.00084523i,-0.0017022+0.00075632i,-0.0028053+0.00063174i,-0.0029614+0.00046382i,-0.0020176-0.0005065i,-0.0011835-0.0013158i,-0.00071424-0.00051953i,-0.00078886+0.0002081i,-0.00067702-1.9619e-05i
-0.0013339-0.002447i,-0.0029086-0.0042845i,-0.0036512-0.0050604i,-0.0020844-0.0042711i,0.00096015-0.0037933i,0.0024619-0.0029862i,0.0041683-0.0013748i,0.005026-0.00097558i,0.0033502-0.0026495i,2.377e-05-0.0031678i,-0.0026198-0.003617i,-0.0027691-0.0042481i,-0.0017593-0.0020108i,-0.0006+0.0018165i,0.0009759+0.0033962i,0.00094107+0.0026822i,-0.00029904+0.0017819i,-0.0010259+0.0018136i,-0.0015248+0.00083516i,-0.0016069-0.00093923i,-0.0014045-0.0012075i,-0.00093119-0.00040231i,-0.00034713+0.00038181i
-0.00010476-0.0016879i,0.00010929-0.0005314i,-0.0016818+0.00010712i,-0.0051943-0.00021642i,-0.0056867-0.0020605i,-0.0024664-0.0046914i,0.00061426-0.0072514i,0.0014492-0.0072047i,0.00044774-0.0060464i,0.0006947-0.005054i,0.0017563-0.0038077i,0.0029496-0.0034221i,0.0036638-0.0024072i,0.0042605-0.0011565i,0.0047219-0.0007656i,0.0030167+0.00013764i,0.0010057+7.0903e-05i,-2.4257e-05-0.00067048i,-0.00039521-0.00062484i,-0.00018963-0.00043815i,-0.00013568-5.9537e-05i,0.00018111+1.1937e-05i,0.00033208-0.00020915i
0.0016803-0.001039i,0.0013137-0.0015392i,-0.00049942+0.00023523i,-0.0033796+0.0037464i,-0.0055385+0.0039171i,-0.0064943-0.00045317i,-0.0052667-0.0044597i,-0.0036228-0.0049627i,-0.0027599-0.0029061i,-0.00024915-0.00024819i,0.0026236+0.001723i,0.004458+0.0022213i,0.0052469+0.00098914i,0.004194-0.00054676i,0.002458-0.0012273i,0.0016691-0.00076941i,0.0017761-0.00016234i,0.0014026-0.00028509i,0.00030728+0.00031043i,0.00076911+0.0017374i,0.0021787+0.001693i,0.0019433+0.00113i,0.0016424+0.00091576i
0.0015507+0.0013052i,0.0029773+0.0041071i,0.0060113+0.0043565i,0.0066552+0.002967i,0.0025235+0.0020264i,-0.0031864+0.0010412i,-0.0075507-0.00015647i,-0.0075388+0.0010362i,-0.0042768+0.0041614i,-0.0018395+0.0046868i,-0.00097291+0.0045656i,-0.00085599+0.0052053i,-0.00069112+0.0029122i,-4.014e-05-0.0007399i,-0.00093123-0.0021045i,-0.002191-0.0011303i,-0.00067221-0.00049752i,0.00064669-0.0012116i,0.0012486-0.001306i,0.0015744-0.00052661i,0.0010808-2.0192e-05i,0.0011082-0.00033556i,0.0012423-0.00083317i
-0.0010933-0.0051061i,-0.0011318-0.0062859i,-0.00085001-0.0068245i,0.0018721-0.005038i,0.0024123-0.00044995i,-0.0011153+0.00341i,-0.0040578+0.0056973i,-0.0036386+0.0068626i,-0.0017262+0.0052715i,-0.0024635+0.0023431i,-0.0047832+0.0011631i,-0.0058979+0.0012346i,-0.0050938+0.0013187i,-0.0044094+0.0019458i,-0.0038428+0.0018632i,-0.0027111+0.00085986i,-0.002451-0.00012133i,-0.0016627-0.00046209i,-0.00080811-0.00010343i,-0.00032472-0.00039495i,-0.00060107-0.00099845i,-0.0015406-0.0011606i,-0.0009259-0.0014613i
0.0035223+0.0012102i,0.0026975+0.00049969i,-0.00040862-0.0016604i,-0.0035876-0.0056101i,-0.003193-0.0071052i,0.0010643-0.0018573i,0.0054488+0.0042773i,0.00614+0.0053313i,0.0035714+0.0018815i,0.00075858-0.0020537i,-0.00061094-0.0040366i,-0.0013848-0.0037747i,-0.0023876-0.00045512i,-0.0024111+0.0034122i,-0.00049858+0.0044489i,0.00092973+0.0030874i,0.00024445+0.0016694i,-0.0009508+0.001129i,-0.0014001+0.00019792i,-0.001395-0.00053134i,-0.001168-1.1034e-05i,-0.0010023-0.00024235i,-0.0010629-0.00028478i
-0.0021965-0.00057229i,-0.0017522-0.0002333i,-0.0029894-0.00088143i,-0.0059584-0.00034054i,-0.0066327-0.00059386i,-0.0013723-0.0025432i,0.0052763-0.0033203i,0.0065281-0.0036259i,0.003725-0.0028788i,0.0028121-0.0016768i,0.004287-0.0016929i,0.0051673-0.001628i,0.0051748-8.5247e-05i,0.0047254+0.0015512i,0.003455+0.0016078i,0.0019907+0.0013999i,0.00089673+0.0012121i,0.00083037+0.00083934i,0.001162+0.00072772i,0.0002296+0.00089738i,-0.00063684+0.0007879i,-9.2224e-05+0.00065103i,0.00027944+0.00073689i
-0.00078522+0.00054962i,0.00093629+0.0020196i,0.0031292+0.0059062i,0.002572+0.0076328i,-0.00057592+0.0049917i,-0.0019593-0.00065778i,-0.00079579-0.006569i,-0.00046463-0.0077652i,-1.9295e-05-0.0037784i,0.0028329+0.00039375i,0.0053056+0.001592i,0.005618+0.00057685i,0.0051845-0.0014327i,0.0044972-0.0027341i,0.0020719-0.0020765i,-1.3604e-07-0.0010165i,0.00062126+0.00013944i,0.00079559+0.00073655i,1.4839e-05+0.00048436i,-0.00028133+0.0002459i,-0.00028157+0.00029591i,-0.00017886+0.00054215i,-0.00026668+0.00073289i
0.0022779-0.0045038i,0.002503-0.0057416i,0.0038203-0.0063214i,0.0052187-0.0040638i,0.0016148-0.0011801i,-0.0049588-0.0015932i,-0.010307-0.0043728i,-0.0099709-0.0051825i,-0.0059295-0.0019904i,-0.0030853+0.0010795i,-0.0031949+0.0026896i,-0.003017+0.0039448i,-0.0014172+0.0022342i,-0.00013693-0.0026498i,-0.00080051-0.0052583i,-0.0015959-0.0038154i,-0.00051902-0.0016843i,0.00034076-0.0010113i,0.00027213-0.00086674i,0.00061061-0.00055047i,0.0015051-0.00033229i,0.0011734-0.00011815i,0.00013987-0.00024123i
0.0020671-0.00093754i,0.001398-0.0019227i,0.00040727-0.003856i,0.00049892-0.0057234i,0.00080436-0.0049925i,-0.0019394-6.3368e-05i,-0.0061393+0.00349i,-0.0066817+0.0046796i,-0.0044131+0.0028393i,-0.0045543-0.00024946i,-0.0066128-0.00080116i,-0.0068727-8.9297e-05i,-0.0060893+0.00013746i,-0.0052719+8.1656e-05i,-0.003507+0.00021774i,-0.0018118+0.00014568i,-0.0013431-0.00054295i,-0.00096355-0.00061374i,0.00045193-0.00037195i,0.0014138-0.0002413i,0.00098462-0.00046188i,0.00063294-0.0011982i,0.00092036-0.0011649i
0.00057923-0.0067418i,-0.00053803-0.0065851i,-0.0036834-0.0085483i,-0.0068597-0.0097381i,-0.0093411-0.0090824i,-0.0074905-0.0023421i,-0.0021763+0.0061269i,0.001858+0.0087698i,0.0013019+0.0046725i,-0.0020978-0.00093446i,-0.0031999-0.0030082i,-0.0024997-0.0011484i,-0.0031618+0.002354i,-0.0027659+0.0052655i,0.00018418+0.0057904i,0.0016926+0.0035651i,0.00052667+0.0018946i,-0.00054166+0.0020463i,-0.00079881+0.0012183i,-0.0012134+0.00013304i,-0.0017854+0.00046274i,-0.0012869+0.00054117i,0.00027007+6.1984e-05i
-0.0078122+0.018618i,-0.0015288+0.018446i,0.0074385+0.022762i,0.010328+0.017513i,0.011405+0.0077186i,0.01195-0.00046151i,0.0094511-0.00028906i,0.0072049+0.0025622i,0.0054031+0.0040368i,0.0063569+0.00461i,0.0087572+0.0022235i,0.0068411-0.0012161i,0.0013235-0.0022693i,-0.0022814-0.00023032i,-0.0014452+0.0016386i,-0.00019647+0.0024892i,-0.00022424+0.0024892i,-1.9427e-06+0.0020746i,0.00019942+0.0014907i,0.00024725+0.00095569i,0.00084554+3.9525e-05i,0.00079348-0.0002142i,0.00010868+0.00071988i
-0.0025613+0.004585i,-0.00068961+0.0049604i,0.0018846+0.0066351i,0.0034248+0.007115i,0.0063399+0.0051505i,0.0087458-0.0006915i,0.0083396-0.0058066i,0.0053767-0.0065282i,0.0027874-0.0020998i,0.0035816+0.0026122i,0.0054233+0.0038672i,0.0058375+0.0029617i,0.0053386+0.0014231i,0.0046645-0.00076459i,0.0022141-0.0023139i,-0.00012612-0.0020907i,0.00044536-0.001587i,0.0011243-0.0013366i,0.00026946-0.0013275i,6.6276e-06-0.0015813i,0.00041554-0.0010797i,0.0002592-8.2747e-05i,-0.00024956+0.00053172i
-0.0036785+0.00056444i,-0.0019778+0.0014322i,0.0015148+0.004675i,0.0059988+0.0070917i,0.0077994+0.0052269i,0.0040425-0.0010735i,-0.0018212-0.0069964i,-0.0047533-0.0076032i,-0.0043796-0.004279i,-0.0026197-0.0018621i,-0.00219-0.0014803i,-0.0012188-0.0015977i,0.0010926-0.0026404i,0.0019717-0.0044688i,-9.731e-05-0.0051318i,-0.0021947-0.0038861i,-0.0018862-0.0024692i,2.1202e-05-0.002449i,0.0012161-0.002247i,0.0017453-0.0017967i,0.0015397-0.0015437i,0.00057326-0.0015562i,0.00046618-0.0014822i
0.00147+0.0006469i,0.0042232-0.00096779i,0.0082438-0.0045278i,0.010419-0.009535i,0.0078833-0.011348i,1.9119e-05-0.0097094i,-0.0075495-0.005849i,-0.0095704-0.0022408i,-0.0065889-0.0020081i,-0.0040928-0.0047772i,-0.0052816-0.0062716i,-0.0059505-0.0051782i,-0.0041675-0.0041036i,-0.0025249-0.0034766i,-0.0022081-0.0022929i,-0.0015243-0.00067588i,-0.00059826-0.0005413i,-0.00034117-0.00077001i,-0.00021715-0.0007059i,7.9914e-05-0.0014575i,0.00075767-0.0019391i,0.00073118-0.0016492i,0.0001522-0.0011418i
-0.00087321+0.00041243i,-0.0012985+0.00031151i,-0.0034363-0.0021946i,-0.0073192-0.0075524i,-0.0095516-0.010119i,-0.0078153-0.0061625i,-0.0061573+0.001796i,-0.0031679+0.0068836i,0.00077413+0.0054175i,0.0011671+0.00095706i,-5.8851e-05-0.0020937i,-0.0012685-0.0030307i,-0.0031998-0.0021183i,-0.00404-0.00015487i,-0.0022317+0.00134i,-0.00061466+0.0019726i,-0.0012607+0.0021344i,-0.0017614+0.0020356i,-0.00034444+0.0022739i,0.0010956+0.001722i,0.0012075+0.00058454i,0.0011859-0.00049636i,0.00075734-0.00013696i
-0.0017323+0.0010668i,-0.0020798+0.0028105i,-0.0027585+0.0051232i,-0.0068236+0.005352i,-0.010738+0.004367i,-0.0071166+0.0062134i,0.0013994+0.0085736i,0.0072109+0.0073043i,0.0067434+0.0054255i,0.0039468+0.0053575i,0.003509+0.0051762i,0.0041629+0.0038036i,0.0028251+0.0029048i,0.00094182+0.0032489i,0.00098935+0.0033981i,0.0011679+0.002397i,0.00010702+0.0019439i,-0.00080339+0.001842i,-0.0010194+0.0014283i,-0.0007906+0.00098281i,-3.0106e-05+0.00060897i,0.00047364+0.00070059i,0.0003536+0.00071728i
0.001368-0.0016574i,0.001583-0.00061617i,0.0021416+0.0043352i,0.001891+0.010482i,0.0012361+0.012205i,0.0022476+0.007919i,0.0047277+0.0012646i,0.004631-0.0033574i,0.0018131-0.0024386i,0.00032896+0.0020249i,0.0003378+0.0040855i,0.001472+0.0040631i,0.0025545+0.0032531i,0.0018672+0.0011586i,-0.00020342-6.7398e-05i,-0.00079559-0.00042358i,0.00010183-0.00084503i,0.00088758-0.001057i,0.00029838-0.0015457i,-0.00037061-0.001681i,-0.00047981-0.00041362i,-0.00081327+0.00090233i,-0.00029747+0.00058547i
-0.0021231+0.0027148i,0.00071113+0.0024876i,0.0060662+0.0010395i,0.011797-0.0003724i,0.013248-0.00033554i,0.0089282-0.00248i,0.0021471-0.007038i,-0.0039033-0.0089686i,-0.0062506-0.006686i,-0.0048016-0.0041244i,-0.0031051-0.003704i,-0.0020737-0.0026928i,-0.00099059-0.0017421i,0.00022355-0.0020658i,-0.00084431-0.0022708i,-0.0016291-0.0015112i,0.00018159-0.0010154i,0.0011943-0.0012503i,0.00093026-0.0010567i,0.00069202-0.00066614i,0.00013542-0.00073489i,5.6962e-05-0.00041949i,0.00051182+1.7308e-05i
-0.0015269-0.00060985i,-0.0018048-0.0018663i,-0.00065183-0.0058594i,0.0021984-0.011735i,0.0036009-0.014162i,6.8836e-06-0.011348i,-0.0060556-0.0068947i,-0.00828-0.0029643i,-0.0060537-0.0012875i,-0.0021474-0.0029727i,-0.00055339-0.0054441i,-0.0027004-0.0045926i,-0.0038287-0.0024478i,-0.0025041-0.001915i,-0.0013553-0.002203i,-0.0013663-0.0019921i,-0.00054336-0.0004902i,0.0011599+0.00052827i,0.0016911+0.0003073i,0.0011503-6.9125e-05i,0.00013294-7.6029e-05i,-0.00053169-0.00083168i,-0.00044039-0.0007042i
0.00011465-0.0022457i,-0.001217-0.0022694i,-0.0041939-0.004022i,-0.0092673-0.0080701i,-0.011785-0.010162i,-0.0089297-0.0052826i,-0.0045648+0.0029275i,-0.00078469+0.0093206i,0.002408+0.0095958i,0.0039829+0.0056564i,0.0037184+0.0029007i,0.0025534+0.0015954i,0.00024172+0.0005506i,-0.00026228+0.00039402i,0.0014546+0.00085012i,0.0015039+9.0559e-05i,0.00023781-0.00025468i,0.00042129+0.0009814i,0.001538+0.0017756i,0.0011839+0.0016624i,0.00015698+0.00067659i,0.0003569+0.00010102i,0.00031601+0.00056975i
0.00075975-0.00044108i,-0.00034454+0.0011748i,-0.0045+0.0046908i,-0.010819+0.0077309i,-0.013685+0.0088573i,-0.0095961+0.0074632i,-0.0013898+0.0071496i,0.005631+0.007932i,0.0080145+0.0079607i,0.0063948+0.0075062i,0.0043473+0.0072588i,0.0048544+0.0063464i,0.0051463+0.0045866i,0.0031531+0.0033292i,0.0026134+0.0016856i,0.0026576+0.00061157i,0.00044943+0.00084714i,-0.0014049+0.0011699i,-0.0016023+0.00096256i,-0.00043623+0.00023623i,0.0011165+8.2834e-05i,0.0017409+0.0010634i,0.0010111+0.0010293i
-0.0042662+0.0040692i,-0.00031184+0.0075772i,0.0046412+0.013904i,0.0073551+0.018856i,0.0066873+0.017932i,0.0045891+0.0096525i,0.0039379+0.00021386i,0.0040208-0.0054442i,0.0032331-0.0060389i,0.0014701-0.0026423i,0.00092655+0.00031397i,0.0025785+0.00048472i,0.0032504-0.00068802i,0.0025951-0.00093236i,0.001432-0.00019752i,0.00014762-0.00019547i,-0.00029031-0.00026744i,-0.00039812-0.00061882i,-0.00033035-0.0016623i,2.8876e-05-0.0014514i,0.00073523-7.7068e-05i,0.00096775+0.00065196i,0.00038815+0.00078789i
0.0017383-0.0027019i,0.0033726-0.0038214i,0.0086809-0.0057788i,0.01496-0.0057769i,0.016037-0.0037883i,0.0096128-0.0052673i,0.0010437-0.0099008i,-0.004655-0.013799i,-0.0072707-0.013831i,-0.0066298-0.011194i,-0.0051756-0.0090649i,-0.0044672-0.006111i,-0.0028248-0.003657i,-0.0015143-0.0029699i,-0.0020456-0.0029044i,-0.0020461-0.0022839i,-0.0012992-0.0011665i,-0.00017123-0.00079831i,0.0001931-0.0010876i,-0.00018342-0.0016101i,7.9033e-05-0.001166i,0.00028789-0.00019527i,0.00079369+0.00010606i
-0.00040805+0.00076033i,0.00013343-0.00067566i,0.00040517-0.0064375i,0.00067674-0.014099i,0.0021268-0.01726i,0.00068582-0.013189i,-0.0053372-0.0078945i,-0.010108-0.0046863i,-0.0093931-0.0029803i,-0.0053073-0.0032247i,-0.0027335-0.0042027i,-0.003024-0.0046095i,-0.0043883-0.004178i,-0.0044073-0.0034502i,-0.0039278-0.0023584i,-0.0027077-0.00050426i,-0.00016553+0.00099106i,0.00097831+0.0013652i,0.0012245+0.00077529i,0.00069041+0.00065951i,0.00014367+0.001217i,0.00054341+0.0014187i,0.00099323+0.00097593i
-0.00084116+0.0037215i,-0.0017175+0.002268i,-0.0044055-0.0024573i,-0.0092442-0.0097715i,-0.011552-0.013465i,-0.0083519-0.0069505i,-0.0046106+0.0037011i,-0.0028964+0.011172i,0.00011831+0.013124i,0.0019872+0.010235i,0.0015714+0.0064426i,-0.00069901+0.0040239i,-0.002707+0.0026273i,-0.0029993+0.0015785i,-0.0021739+4.3203e-05i,-0.0012422-0.0010453i,-0.00055005-0.00049989i,-0.00017586+0.00028455i,-0.0003031+0.00074517i,-0.00028339+0.00010729i,-0.00012232-0.0012201i,0.00034136-0.0016906i,0.00034412-0.0015262i
-0.001774-0.001542i,-0.0047485-0.00099848i,-0.009341+0.004049i,-0.013957+0.0099236i,-0.015504+0.012381i,-0.009927+0.012585i,8.9817e-05+0.013086i,0.0079402+0.01361i,0.0095535+0.01179i,0.0059155+0.0092245i,0.0030852+0.0087453i,0.0028154+0.0091926i,0.0031892+0.0077844i,0.0029503+0.0049421i,0.0037231+0.0033278i,0.0037208+0.0021223i,0.0011187+0.00044919i,-0.00091913-0.00059358i,-0.00047326-0.0016377i,0.00049451-0.0013824i,0.0006243-0.00081841i,-0.00022017-0.0011083i,-0.0015402-0.00082398i
0.0031487+0.00015153i,0.0074725+0.0016306i,0.011901+0.0068486i,0.01308+0.013493i,0.0093838+0.014902i,0.0057688+0.009502i,0.007149+0.0019465i,0.0092478-0.0035819i,0.0074203-0.005652i,0.0037269-0.0035932i,0.0019696-0.0011242i,0.0038314+0.00065607i,0.0067773+0.0025614i,0.0060734+0.0024226i,0.003593+0.0011514i,0.0027002+0.0003088i,0.0013046+0.00026735i,-8.9746e-05+6.2457e-05i,0.00031283-0.00096563i,0.0015291-0.0018212i,0.0017516-0.0014656i,-0.00015435-0.00033432i,-0.0016468+0.00036058i
-0.0022684+0.002156i,0.00012785+0.0020179i,0.0070764+0.00059436i,0.015996+0.0001059i,0.018048-0.00013734i,0.011226-0.0029125i,0.0024343-0.009443i,-0.0039045-0.014267i,-0.0061252-0.013295i,-0.0033402-0.0090696i,-8.2229e-05-0.0069478i,0.0012213-0.0066921i,0.0021429-0.0060612i,0.0015371-0.0046884i,-0.00013956-0.0023985i,-0.0011827-0.00051849i,-0.0011078+0.00045299i,0.00028116+0.00087283i,0.0014804+8.3015e-06i,0.0017255-0.00020955i,0.0013747+0.00018033i,0.00062243-1.9468e-05i,-0.00028343+0.00037161i
0.0019664-0.00032077i,0.0014793-0.0040738i,0.0032147-0.011791i,0.0037932-0.021813i,0.0023136-0.023972i,-0.0010179-0.017293i,-0.0070755-0.010728i,-0.011362-0.0062392i,-0.011066-0.0021249i,-0.0069687-0.00029687i,-0.0032806-0.00063045i,-0.0031624-0.0023296i,-0.004318-0.0043208i,-0.0039871-0.0046678i,-0.003159-0.00385i,-0.0031474-0.0018906i,-0.0020049+0.00028423i,-0.00053055+0.0015457i,-0.00045531+0.0024463i,-0.0010085+0.0018341i,-0.00075296+0.0015492i,0.00023928+0.0021222i,0.0017418+0.0020541i
-0.00068431-0.0033291i,-0.0053795-0.003195i,-0.014675-0.0037166i,-0.024061-0.0064337i,-0.024171-0.0091566i,-0.016579-0.0062492i,-0.0098605+0.0011502i,-0.0051527+0.0077139i,-0.0007428+0.01013i,0.00047465+0.0093607i,-0.0020419+0.0070171i,-0.0047697+0.0047251i,-0.0057749+0.0017363i,-0.0046775-0.0002616i,-0.0032318-0.0010168i,-0.0019622-0.0014234i,-0.0017614-0.00095811i,-0.0024714-0.0003622i,-0.002218+0.00024646i,-0.0015235+0.0014201i,-0.00052536+0.0024263i,0.0010885+0.0025607i,0.0019674+0.00085109i
