-2.7816e-05+0.00097167i,0.0011768-0.00038129i,-0.00020933-0.0013263i,-0.0011671+2.3877e-05i,-0.0020845+0.0018474i,-0.002147+0.0015495i,-0.00059216+0.0014565i,0.00090236+0.0013073i,0.0015174+0.00051766i,0.0011642+0.00018986i,0.00064466-0.00014487i,0.00038442-0.00042124i,0.00012414-0.0007542i,-0.00055764-0.0010996i,-0.0013245+9.4398e-05i,-0.001046+0.00080094i,-1.8816e-05+8.4253e-05i,0.0004359-0.00037795i,0.00017317-0.00035214i,-0.00015154+0.00014329i,-0.00076051-1.5904e-05i,-0.00088647-0.00022941i,-0.00046316+1.992e-05i
0.0013559-0.00030371i,0.0013452-0.0010136i,0.00098928-0.00015145i,0.00040094+0.00018494i,-0.00079333-0.00037002i,-0.0020036-0.00016221i,-0.0020392+0.0010255i,-0.0012646+0.00039946i,-0.00062837-0.00061846i,-0.00076688-0.00057536i,0.00013572-0.0006813i,0.00058954-0.0011426i,-6.2641e-06-0.0016453i,-0.00049056-0.00077829i,-0.000634-0.0002418i,0.00011714-0.00023107i,0.0001911-0.00056141i,-0.0004401-0.00072784i,-0.00051927-0.00064343i,0.00017628-0.00059331i,0.000505-0.00012759i,-0.0003061+0.0008068i,-0.00044215+0.00049158i
7.9355e-05+0.00079277i,0.0022003+0.0013972i,0.0033095+0.0015548i,0.0031687+0.00052849i,0.0020892+0.00026074i,0.0010628+0.00023893i,0.0001249+9.0183e-05i,-0.00017083+1.7373e-05i,-0.00023106-0.00012549i,0.00011697-0.00079369i,-0.00010589-0.0012911i,-0.0006847-0.0014806i,-0.00096382-0.0016896i,-0.0015385-0.0010981i,-0.0012665-0.00048557i,-4.2932e-05-0.00030917i,0.00093194+2.2367e-05i,0.00087509-0.00017016i,0.00087076-0.00018524i,0.00066523+0.00042734i,-0.00014582+0.00024704i,-0.00056231-0.0003734i,-0.00063523-0.00077339i
-1.0575e-05-0.00076552i,-0.00081318-0.0012922i,-0.0013378-0.0022446i,-0.0016442-0.0020345i,-0.0015579-0.001766i,-0.0011785-0.0011043i,-0.00077422-7.5777e-05i,-0.00044185+0.0012346i,-0.00019415+0.00094898i,0.00027568-0.00042415i,0.0002043+3.3969e-05i,-3.4265e-05+0.00032842i,-7.9165e-05-0.00041227i,0.0002507-0.0011038i,0.00049223-0.00099085i,-0.0005504-0.0009111i,-0.0010069-0.00069139i,-0.00035542-0.00028546i,0.00065957-0.00017201i,0.0010444-0.00031298i,0.000289-0.0010315i,-0.00041082-0.0012406i,8.8359e-05-1.4448e-05i
0.0011069-0.0012651i,0.00036833-0.0016622i,-0.00031185-0.0015089i,-0.00039039-0.0024657i,-0.00065744-0.003002i,-0.0011803-0.0018432i,-0.0011889-0.00052621i,-0.00016659+0.00035556i,0.00097111+0.00084134i,0.0012262+0.0012891i,0.00040884+0.0018i,-0.00024318+0.0021757i,-0.00027069+0.0017246i,-0.00019599+0.00027701i,0.00023695-0.00072069i,0.0012517-0.00082086i,0.001048-0.00028253i,0.00067325+0.00052489i,0.00082939+0.00088475i,0.00075929+0.00059938i,0.00074953+6.7e-05i,0.00016906-0.00038849i,-0.00053712-0.00015637i
0.00017846-0.002449i,-0.00023032-0.0012793i,-0.0014803-0.0013798i,-0.0018789-0.0010103i,-0.00219-0.00022226i,-0.0016677+0.00071648i,-0.00075342+0.00082985i,-5.5247e-05-0.00021168i,0.00043893+0.00011724i,0.0003221+0.0011316i,0.00034793+0.0014903i,-0.00017618+0.0014493i,-0.00011388+0.0013015i,0.00014238+0.0016356i,-5.3085e-06+0.00091757i,0.00035063+0.00012547i,-0.00017416+6.8816e-05i,-0.00076844-0.00026489i,-0.00070633-0.00072762i,-0.00065218-0.00020027i,-0.00050328+0.00015131i,-0.00049631-9.5112e-06i,-0.00017556+9.0403e-05i
0.000713+0.0013831i,0.0010635+0.0025993i,0.0016321+0.0020686i,0.0022432+0.0014123i,0.00066508+0.00090687i,-0.00070213+0.00012503i,-0.00067693-1.657e-05i,-0.00074917+4.9783e-05i,-0.00025607-0.00035376i,0.00023208-0.00088262i,0.00029008-0.0011607i,0.00031841-0.00041416i,0.00064746+0.00023065i,0.00077457+0.00022966i,0.00037313-0.00022747i,-6.0477e-06-0.00040112i,-0.00031992-0.00046435i,-0.00084335-0.0011673i,-0.00094558-0.001756i,-0.00022492-0.0016668i,-9.5025e-05-0.0016557i,-0.00032773-0.00050184i,-0.00021053-0.0003486i
-0.0010941-0.0011086i,-0.00088776-0.00087369i,-0.0010141-0.00056895i,-0.0012517-0.00053157i,-0.0012201-0.00025989i,-0.0010141+0.00021358i,-0.001073+0.00041549i,-0.00049309-7.5643e-05i,-0.00033704-0.00032602i,-0.00064692-0.0007145i,-0.00043316-0.00083949i,0.00011199-0.001466i,0.00095404-0.002621i,0.0013371-0.001911i,0.00013002-0.00070792i,-0.00088026-0.00032108i,-0.00059663+8.773e-06i,-0.00054888-0.00030442i,-0.00078457-0.00047479i,-0.00019298-0.0001209i,-0.00042226+3.9814e-05i,-0.00019066-0.00045199i,0.00076597-0.00039538i
5.0902e-05-0.0022565i,0.0014905-0.0017825i,0.0021825-0.0013898i,0.0018038-0.0017283i,0.00065378-0.00096954i,-0.0010983-0.00025308i,-0.00069309-0.00050348i,7.919e-05-8.4572e-05i,-0.0001422+0.00025297i,-0.00036361+5.9784e-05i,-0.00052573+5.7123e-05i,0.00060947-0.00073369i,0.0015335-0.0012145i,0.00071514-0.00074677i,3.8817e-05-0.00068263i,0.00031665-0.00055416i,0.00055549-4.1268e-05i,-0.00011085+0.00072108i,-0.00052931+0.0007773i,-0.00030616+0.00070765i,-0.00022312+0.00039713i,-0.00031546-0.00023587i,-0.00087826-0.00011191i
0.00091585+0.00057005i,0.00019825+0.00069077i,-0.00061528-0.0010131i,-0.00093224-0.0017096i,-0.0020841-0.001495i,-0.0018867-0.00097284i,-0.00032411-0.00011167i,0.00059206+0.00046112i,0.00015545+0.0007154i,1.7491e-05+0.00076315i,-0.00028382+0.00022944i,-0.00074464-0.00047872i,-7.8915e-05-0.00026818i,0.00015184+0.00059396i,-0.00030246+0.00091471i,-0.00016519+0.00024192i,-0.00037067-0.00043417i,-0.00043209-0.00037075i,0.00059051-0.00027552i,0.0013667-0.00022402i,0.0010535-0.00055279i,0.00035107-0.00080017i,9.9848e-06-0.0003744i
0.00018034-0.0018161i,-0.0003728-0.0018058i,-0.00042545-0.0018974i,-0.00099292-0.0016692i,-0.0021083-0.0010386i,-0.0023019-0.00078767i,-0.0019777-0.00063875i,-0.00064077-0.00017155i,0.00058711+0.0014224i,0.0005379+0.0018182i,-0.0008744+0.0010297i,-0.0019211+0.00062639i,-0.0017355+0.00089564i,-0.00061483+0.0012359i,0.00026079+0.00065525i,0.00032286-9.5269e-05i,-0.00027049-0.00037697i,-0.00087913-0.00034436i,-0.00054657-0.00019527i,0.00017501-0.00012065i,5.285e-05-0.00013183i,-0.00071782+0.00039047i,-6.9665e-06+0.00062027i
0.0013904-0.00067265i,0.0011534-0.000337i,0.0018359+6.9882e-05i,0.0013528+1.0156e-06i,-0.00031602+0.00033726i,-0.0011994+0.00064856i,-0.00095917+0.00094254i,-5.9886e-05+0.00093861i,0.00036727+0.00073637i,4.6398e-05-6.7253e-05i,-0.00051186+0.00010282i,-0.00075193+0.00054435i,-0.00014801+0.0010818i,0.00014669+0.0013928i,-0.00020564+0.00037868i,-0.00028552-0.00050923i,-0.00015416-0.0008823i,5.0461e-05-0.00056859i,3.1199e-05-0.00060722i,0.00010203-0.0010269i,-9.6155e-05-0.00087502i,-0.00076528-0.0011425i,-0.00067361-0.0015203i
0.00046519+0.00070171i,-3.1962e-05+0.0010083i,0.0006804+0.00072057i,0.0018072+0.00046086i,0.00097189+0.0010275i,-0.0011041+0.0019476i,-0.0017661+0.0020247i,-0.0013916+0.0010388i,-7.282e-05-0.00017219i,0.0012139-0.00052807i,0.0012721-1.0463e-05i,0.0014157-6.2176e-05i,0.0023472-7.8064e-05i,0.0021974+0.00053566i,0.00074846+0.00036218i,-0.00037341-7.3592e-05i,-0.00053271+0.00068756i,0.00028384+0.00079718i,-2.3363e-05-6.9139e-05i,-0.0011965-0.00052882i,-0.0011053-0.00097541i,-0.00028775-0.0012518i,-0.0004751-0.0010114i
-0.00026167-0.00061257i,6.884e-05+6.4701e-05i,1.9933e-05-0.00038593i,0.00031318-0.0019624i,-0.00023376-0.001269i,-0.00059125+0.00038487i,-0.00062996-2.3119e-05i,-0.0010669-8.2506e-05i,-0.00082484-0.00059144i,0.00013031-0.0014198i,0.001151-0.0010656i,0.0016795-0.0009096i,0.001941-0.0017709i,0.0018663-0.0022171i,0.0017193-0.0010101i,0.00079537-0.00032377i,-0.00018692-0.00023805i,-0.00022148-0.00022901i,2.8716e-05+6.8326e-05i,0.00067303+0.00030134i,0.00092479+1.7041e-05i,0.0005371+1.0026e-05i,0.00046493+0.00044091i
-0.0013949-0.0011461i,-0.002204-0.00094922i,-0.003818-0.0010088i,-0.0038291+0.00017207i,-0.0028921+0.0011088i,-0.0013255-0.00028755i,-0.00070044-0.0010457i,-0.00085273-0.00019462i,-0.00053281+0.00024844i,-0.00031015+0.00063389i,7.0643e-05+0.00046717i,0.00079403-0.00045472i,0.0012598-0.00060376i,0.0007688-0.00027001i,-4.2875e-05-0.00029259i,0.00021373-0.00053615i,0.00049268-0.00029752i,6.2396e-05+8.1036e-05i,-0.00033734+0.00062123i,-0.00041315+0.00082938i,0.00011558+0.00072787i,0.00060153+0.00023046i,-1.5688e-05-0.0003361i
0.0035924-0.0022434i,0.0028658-0.002686i,0.0020558-0.0039989i,-0.00016862-0.0033639i,-0.0026542-0.0019796i,-0.0028208-0.0012879i,-0.0015888-0.00087085i,-0.00062167+9.7406e-05i,-0.001388+0.00080244i,-0.002845+0.001078i,-0.0022392+0.0012419i,-0.0013495+0.0011959i,-0.0017247+0.0013596i,-0.0016403+0.00072426i,-0.00024299-5.9311e-05i,0.00014745+9.0496e-05i,-0.00083255+0.00026933i,-0.001204+0.00059011i,-0.00032431+0.0010533i,2.3858e-05+0.000578i,0.00054726+0.00036538i,0.00041007+0.00076957i,-0.00074309+0.00087501i
0.00078387+0.00036273i,0.00093985+0.0013682i,0.0012211+0.0020418i,0.00087307+0.0020402i,-0.00093661+0.00045086i,-0.0019958-0.0003956i,-0.0020261-0.00025752i,-0.00097854+0.00019643i,-0.00024847+0.0017216i,-0.00027942+0.0013209i,-0.00050281-0.00022177i,-0.0018345+6.1059e-05i,-0.0021664+0.0010181i,-0.0013898+0.0009139i,-0.00038227+2.478e-06i,-0.00037721-0.00038232i,-0.00037344-0.00092846i,0.00035349-0.00066718i,0.0012561-0.00017888i,0.00092479-0.00036789i,-0.00048368-0.0006905i,-0.0014752-0.00035921i,-0.0010183+0.00075278i
0.0022433+7.3718e-05i,0.0011772-0.0010999i,0.0011128-0.0019152i,0.0017621-0.0025679i,0.00030869-0.0026272i,-0.0027666-0.0011118i,-0.0028877+0.00033156i,-0.00055304+0.0010011i,0.00065435+0.00081593i,0.00036357+0.00015124i,0.00027393-0.00044207i,0.00016785-0.00023946i,0.00074758+0.0011148i,0.0013614+0.001317i,0.0012807+0.00012332i,0.00069031-0.00011125i,-0.0002667+0.00018303i,2.3244e-05+0.00023528i,0.00048448+9.7886e-05i,-8.1888e-05+4.2649e-05i,-0.00012993+0.00028646i,-8.6933e-05+0.00032326i,-0.00064309+0.0005604i
-0.00081761-0.0015578i,-0.0012184-0.0005031i,-0.0016059-0.00081683i,-0.0017759-0.0018229i,-0.0018689-0.0018555i,-0.0015812+0.00026177i,-0.00032355+0.0014734i,9.0114e-05+0.0013495i,0.00044221+0.00050977i,0.00036114+0.00068022i,-6.7307e-05+0.0019023i,0.0008818+0.001628i,0.0024555+0.00057967i,0.0023951-0.00020488i,0.0011477+0.00018399i,0.00043504+0.00040971i,0.00031042-0.00038224i,9.1824e-05-0.0011307i,0.00045123-0.00092966i,0.00052431-5.9706e-05i,0.00030146+0.00035436i,0.0011+0.00017471i,0.00064749-0.00087577i
0.0011785-0.0019155i,-0.00031211-0.0022489i,2.1232e-05-0.0023368i,5.8745e-05-0.0015034i,0.00058953-0.0010299i,0.00058595-0.0011804i,0.00015993-0.0010788i,0.00048015-0.00055997i,5.9933e-05-0.00051763i,1.3238e-05-0.00096314i,0.00083193-0.00057082i,0.0018428+8.2682e-05i,0.0022237+0.00028608i,0.0024165+0.00010858i,0.0020481-8.9494e-05i,0.0007612+0.00046007i,-9.0946e-06+0.00019071i,-9.9231e-05-0.00036083i,4.0246e-05-0.000421i,9.4388e-05-0.000618i,-0.0003631-0.00044092i,-0.00052982-8.4077e-05i,-0.00043972-0.00095147i
0.0010255+0.00017622i,0.0014723+0.00055639i,0.0013487-0.00014626i,-3.3092e-05-0.001168i,-0.0021483-0.0016094i,-0.0031438-0.0019506i,-0.0024495-0.0026807i,-0.0016957-0.0029542i,-0.0014195-0.0015407i,-0.0010494-0.0005446i,-0.00048973-0.00020054i,0.00040482+0.00028318i,0.00039262-9.248e-05i,0.00045726-0.00084356i,0.00065397-0.00075483i,0.0003835-0.00036437i,-8.6861e-05-0.00046895i,-0.00070292-0.00090236i,-0.00089345-0.00082498i,-0.00058177+0.00011548i,-0.00016768+0.00084614i,-0.00026089+0.00068372i,-8.2893e-05-0.00012899i
-9.7787e-06+0.001866i,-0.00038047+0.0015056i,0.00018496-0.00050188i,0.00022208-0.0014149i,-0.0010269-0.0011291i,-0.001879-0.0014269i,-0.0020922-0.0012648i,-0.0022755-0.00081206i,-0.002505-0.00021579i,-0.0010921-8.5644e-05i,-0.0011393-0.00078058i,-0.0029503-0.00153i,-0.0032096-0.0012223i,-0.0019682-0.00028898i,-0.0012486-0.00027531i,-0.0012876-0.00022397i,-0.00085505-0.00022062i,-0.00063876-0.00021003i,-0.00087775+0.00057i,-0.00019368+0.0010138i,0.00016113+0.00049879i,-0.00036103-0.00025374i,-0.00090895-0.00024384i
-0.00020511-0.0028024i,1.1177e-05-0.0025436i,9.8333e-05-0.0014212i,0.00029003+0.00036636i,-0.00049642+0.00068149i,-0.0011357+0.00068729i,-0.001854+0.00059092i,-0.0023353+0.00086129i,-0.0022762+0.0019187i,-0.0014052+0.0022671i,-0.0006642+0.0011369i,-0.00092166-0.00027447i,-0.00091719-0.00028573i,-0.0010636-0.00037847i,-0.001156-0.0011629i,-0.00052091-0.0013357i,-0.00029763-0.00029895i,0.00044337+0.00034411i,0.0011692-0.00035227i,0.00065387-0.00060824i,0.00011085-0.00018711i,3.4935e-05-0.00035889i,-2.6224e-05+0.0004367i
-0.0019051+0.0019019i,-1.2939e-05+0.0036637i,0.001762+0.00462i,0.0028499+0.0029564i,0.0035274+0.0012742i,0.003+0.0011529i,0.00073488+0.0018659i,-0.00062259+0.0023569i,-0.0004447+0.0027325i,0.00044788+0.0024211i,0.001054+0.0016472i,0.0010341+0.001431i,0.00083939+0.0010862i,0.0011008+0.0013129i,0.00062605+0.0014552i,0.00019411+0.0003346i,0.00025294-0.0005414i,7.0626e-05-0.00059189i,0.00077668-0.00048919i,0.00076918-0.00014013i,0.00011023+0.00035419i,-0.00012139-1.3591e-05i,-0.00077952-0.00027855i
-5.9609e-05+0.00050632i,-0.00059113+0.00089587i,-0.0015515-3.5782e-05i,-0.0021633-0.0018128i,-0.0024571-0.002033i,-0.0014447-0.00022655i,0.00076355+0.0011924i,0.0027866+0.0023365i,0.0028151+0.0027258i,0.002195+0.0015701i,0.0016133+0.0011964i,0.0011035+0.0019641i,0.001436+0.0015229i,0.0021455+0.00060834i,0.0017711+0.00042014i,7.6657e-05+0.0009364i,-0.001048+0.0012898i,-0.00046679+0.0009421i,0.00029194+0.00043019i,0.00062411-0.00019314i,0.0014331-0.0010502i,0.0012926-0.0010335i,0.00073363-0.00041977i
-0.00022646-0.0015741i,-0.00055337-0.0017766i,-0.0017603-0.0011573i,-0.0035077+0.00022334i,-0.0047175+0.00041353i,-0.0027263-0.00019837i,0.00059526-0.00083224i,0.0034274-0.0018502i,0.0034951-0.0019185i,0.0015832-0.0012537i,0.0017716-0.0012134i,0.0027132-0.00023275i,0.0022926+1.4828e-05i,0.0016567-0.00042382i,0.0010509-0.00038085i,0.00013724+0.00034164i,-0.00017982+0.00084766i,-0.00043517+0.0006037i,-0.00088591+6.0122e-05i,-0.00050263-0.00051479i,0.00056792-0.0010557i,0.00039434-0.001255i,-0.0003535-0.0015354i
0.0020055-0.0011878i,0.00261-0.0020301i,0.0027742-0.0016089i,0.0022247-0.00093813i,0.00092705-0.0014525i,9.9753e-06-0.0022746i,-0.00017836-0.0035071i,-0.00027584-0.0036573i,-0.0010146-0.0030532i,-0.0012947-0.0030271i,-0.00065602-0.0035837i,-0.00021633-0.0035305i,4.3089e-05-0.0021537i,0.00040124-0.001153i,0.00020709-0.0012754i,-0.0007268-0.00082642i,-0.00022953+0.0003247i,0.0011042+0.00090794i,0.001196+0.00075228i,0.00057777-0.00015002i,0.00042648-0.001079i,-0.00047445-0.00052632i,-0.0015466+0.00044396i
-0.00090986+0.0030945i,0.00097319+0.0029549i,0.0026225+0.0021971i,0.0031767+0.0005723i,0.0024494-0.0012144i,-0.00017394-0.0025436i,-0.0029999-0.0030287i,-0.0044767-0.002866i,-0.0042627-0.0020217i,-0.0028568-0.0012178i,-0.0018507-0.0011645i,-0.0014526-0.0015085i,-0.0015128-0.0016371i,-0.0021531-0.0015972i,-0.0021642-0.0016882i,-0.0010215-0.0015694i,7.7977e-05-0.00046563i,0.00048534-5.2055e-05i,0.00048631+0.00020788i,-0.00083675+0.0007144i,-0.0015603+0.00019659i,-0.00085891+0.00050862i,-0.00028743+0.00057056i
-0.0025883+0.00053207i,-0.0035649+0.00042503i,-0.0034867+0.00025621i,-0.0035672-0.00053073i,-0.0037301-0.00055628i,-0.0038192+0.0012013i,-0.0042616+0.0020805i,-0.0047773+0.0021821i,-0.0047764+0.0025386i,-0.003412+0.0025483i,-0.0019728+0.0019892i,-0.0015302+0.0010344i,-0.0011933+3.4639e-05i,-0.00070211-0.0001102i,-0.00070582-0.0004879i,-0.00081725-0.0007148i,-0.00029811-0.00063133i,0.00033407-0.00069925i,-0.00024628+0.00065483i,-0.00053133+0.0019081i,0.00020654+0.0014609i,0.00066493+0.0010967i,0.00078975+0.00035164i
0.0005081-0.0030517i,-0.00037672-0.0029264i,-0.0014049-0.0017897i,-0.0020459-0.0003998i,-0.0015714+8.032e-05i,-0.00052982+0.001613i,0.00027379+0.0040971i,0.00037341+0.0059443i,0.00056138+0.0056981i,0.00077966+0.0049271i,0.00046438+0.0035829i,0.00045168+0.0018498i,0.00075157+0.0022466i,0.00066215+0.0025392i,0.00084992+0.0015847i,0.00016949+0.00060433i,-0.00086116-0.0010126i,-0.00095806-0.0011686i,-0.0007465-0.00034413i,-0.0005105-0.00011368i,6.6153e-05+0.00027733i,0.00043766-0.00013897i,0.00038857-0.00053606i
6.8476e-05-0.0016695i,0.00047007-0.00018758i,0.0016835+0.0011627i,0.0013859+0.002272i,0.00038462+0.0022263i,0.0017249+0.00041187i,0.0040387-0.00019425i,0.0052748+0.00088976i,0.0050086+0.00096017i,0.0044061+0.00094837i,0.0032063+0.0017472i,0.0029893+0.0026188i,0.0024828+0.0022593i,0.0013014+0.00080499i,0.00072641+3.663e-05i,0.0004952+0.00040769i,0.00012694+0.00074241i,-0.0010251+0.0004499i,-0.001354-0.00017261i,9.0159e-05-0.0008743i,0.00089225-0.00072847i,0.00041838-0.00064976i,0.00019954-0.00034423i
0.00059751+0.0022036i,9.1892e-05+0.0016466i,-0.0001193+9.6199e-05i,-0.00029343-0.0015584i,-0.00058742-0.0024883i,-0.0011321-0.002658i,0.00017021-0.0031803i,0.0022074-0.0045818i,0.0032478-0.0045229i,0.0029293-0.0031008i,0.0017958-0.0016106i,0.00089829-0.00025902i,0.00044399+0.00067278i,0.0011665+0.00069967i,0.0013418+0.001224i,0.00023445+0.0013539i,-0.00048844+0.0011133i,1.5937e-07+0.0010801i,0.0007515-2.6451e-05i,0.00055758-0.0012866i,-0.0003298-0.0012569i,-0.00072126-0.00071534i,-8.3304e-05-4.737e-05i
-0.0006553-0.00089458i,-0.00019241-0.0017746i,0.00062076-0.002569i,-0.00021462-0.0025962i,-0.0017717-0.0026969i,-0.0030428-0.0034528i,-0.0041257-0.0049142i,-0.0036725-0.0062785i,-0.0022637-0.0061628i,-0.0013479-0.0047231i,-0.00101-0.0033811i,-0.0015595-0.0025021i,-0.0019568-0.0019647i,-0.00047123-0.0017111i,0.00071606-0.0013859i,0.00052166-0.0003876i,0.00045857+0.0004953i,0.00065781+0.00072876i,0.00063636+0.00031452i,0.00044035-0.00088378i,-1.5223e-05-0.0013434i,-0.0007393-0.00075193i,-0.00063588-0.00047368i
-0.00056633-0.00057869i,-0.001064-0.00053565i,-0.00064902-0.00032374i,-0.00041482+0.00013485i,-0.00097028+0.00095946i,-0.0017349+0.0012141i,-0.0044114+0.00054234i,-0.0077311+6.2155e-05i,-0.0084073+0.0001738i,-0.0070752+0.00021007i,-0.0044259-0.00051786i,-0.0022074-0.0013201i,-0.001154-0.0016768i,-0.00017313-0.0017943i,0.00019555-0.0013772i,0.00047897-0.0016642i,0.00078784-0.0027204i,-8.3348e-05-0.0018456i,-0.00062111-0.00055046i,0.00027846+0.00032254i,0.00081349+0.00073526i,0.00054024+0.00034293i,0.00023729+0.0003084i
-0.00052853+0.0037551i,0.0015448+0.003414i,0.0029786+0.0026731i,0.0035988+0.0017263i,0.0028803+0.00064987i,0.0013481+0.00039218i,-0.00050763+0.0030133i,-0.0028797+0.0057517i,-0.0039189+0.0058772i,-0.0024156+0.0050436i,-0.0006924+0.0029065i,0.00037875+0.00077479i,1.4086e-05+0.00043572i,-0.0013231-7.9833e-05i,-0.001468-0.00066925i,-0.00095502-0.00074789i,-0.00089841-0.00029523i,-0.00081106+0.00057465i,-0.00014063+0.001538i,0.0014156+0.0013423i,0.0020646+0.0006116i,0.0014769-0.00030494i,0.00040007-0.00053817i
-0.0025331+0.00088952i,-0.0021107-0.00046353i,-0.0017679-0.00075147i,-0.0010898-0.00026932i,0.00014363+0.00026368i,0.0012864+0.0010003i,0.0030471+0.0028609i,0.0049899+0.0051819i,0.0054559+0.0060086i,0.0042453+0.0047415i,0.0028185+0.003708i,0.0019257+0.0031458i,0.00089061+0.0023243i,-0.00039835+0.0021814i,-0.00082734+0.0017171i,-0.0014127+0.00063389i,-0.0018765-3.0913e-06i,-0.0014011+0.00049365i,-0.00062701+0.00055846i,-0.00027723-0.00036321i,-0.00034789-0.00077603i,-0.00011986-0.0012017i,-0.00051979-0.00066577i
0.0015081-0.0014697i,0.0029836-0.0024039i,0.0038771-0.0011876i,0.0024843+9.2032e-05i,0.00092756-0.00012211i,0.00027457-0.0014149i,0.0028683-0.0026139i,0.0058994-0.0021588i,0.0066727-0.0014546i,0.0058607-0.0010344i,0.0040248-0.00066719i,0.0018774+2.067e-05i,0.00047403+0.00051882i,6.5143e-06+0.00071458i,-7.9164e-05+0.0013089i,0.00022122+0.0016901i,-1.9817e-05+0.0023468i,-0.00083466+0.0020078i,-0.00084912+8.5075e-05i,-0.00017194-0.001174i,0.00045459-0.0011887i,0.00068459-0.001492i,0.00028657-0.0010638i
0.00070896-5.0023e-05i,0.0019515+0.00032863i,0.0013299+0.00094452i,0.0003855+0.00048226i,2.2903e-05-0.0011609i,-0.00049729-0.0031773i,-0.0011656-0.0062102i,-0.0011154-0.0076228i,-0.00037202-0.0067705i,0.0002268-0.0056824i,0.00033266-0.0033923i,0.00011401-0.0014635i,0.00026055-0.00096828i,0.0010489-0.00084395i,0.0012029-0.00014857i,0.00071736+0.00056466i,0.00043281+0.0011112i,0.00043238+0.0013964i,4.4572e-05+0.00017858i,6.4728e-05-0.00042297i,0.00010315-0.00012021i,-0.00034554+0.00021216i,-0.00065687+0.0002339i
-0.0021331+0.00050564i,-0.0034854+0.00082354i,-0.0031197+0.00058325i,-0.0023162-0.0011423i,-0.0024123-0.0019501i,-0.0033898-0.0016774i,-0.0052275-0.0016204i,-0.0061985-0.0029314i,-0.0058893-0.0040566i,-0.0050114-0.0034933i,-0.0033809-0.0027709i,-0.0012741-0.0028262i,0.00053975-0.0025837i,0.0012974-0.0018772i,0.001703-0.0013223i,0.0016275-0.001073i,0.0011503-0.001058i,0.0017714-0.00089017i,0.0021521-0.00069286i,0.00084263+0.00016279i,0.00011943+0.0003886i,0.00021028-9.4774e-05i,0.00015997+0.0005666i
0.001936-0.0024364i,0.0020834-0.0050227i,0.001588-0.0055282i,0.00017129-0.0037332i,-0.0020518-0.001861i,-0.0042916+0.00039346i,-0.0060299+0.0035291i,-0.0065168+0.0057047i,-0.0066487+0.0050067i,-0.0059618+0.0027974i,-0.0032369+0.0018029i,-0.00045535+0.0011193i,0.00042285+0.00081136i,0.00050256+0.00049762i,0.00053778-0.00037802i,0.00028136-0.00092715i,-3.6444e-05-0.0009876i,-0.00050382-0.0010402i,-0.00082112-0.0013604i,-0.0001433-0.00030192i,7.3841e-05+0.00084008i,-0.00020606+0.00029992i,-0.00079512-0.00091295i
0.0012832+0.00013953i,0.0020098+0.0013092i,0.0014187+0.0012513i,-0.00028507+0.0014915i,-0.00093742+0.0023736i,0.00036451+0.0029619i,0.0015257+0.0048105i,0.0014015+0.0066757i,0.0015588+0.0068292i,0.0014602+0.0062936i,0.0013735+0.0053342i,0.0019115+0.0036478i,0.001443+0.0018299i,-0.0006755+0.00087574i,-0.0021828+0.00064461i,-0.0020856-4.457e-05i,-0.0016104+3.4282e-05i,-0.0004834+0.00074318i,0.00059893+0.00089323i,0.00084476+0.00044681i,0.00057271+8.7985e-05i,0.00059788-9.502e-05i,0.0007514-0.00038408i
-0.0015922+0.001575i,-0.00049488+0.0030708i,0.0028062+0.0030353i,0.0049884+0.0012403i,0.004174+7.0517e-05i,0.003183-0.00013717i,0.0052572-0.00061967i,0.0075399-0.00036459i,0.0076449+0.00066817i,0.0061665+0.0010311i,0.003339+0.00096634i,0.00048839+0.0014177i,-0.0010505+0.0010044i,-0.0017664-0.00011994i,-0.0017072+0.00026774i,-0.00099838+0.00088612i,-0.0006131+0.0010112i,-0.00071635+0.0005862i,-0.0010838-0.00013447i,-0.0003354-0.00076524i,0.00085627-0.00074382i,0.00098056-0.00022534i,0.0002049+0.00010841i
-0.002574-0.0037231i,-0.0053403-0.0049638i,-0.00665-0.0041894i,-0.0057708-0.0041486i,-0.0040633-0.0048768i,-0.001698-0.0046221i,0.0003057-0.0058723i,0.0020468-0.0070992i,0.0025925-0.0064269i,0.0020702-0.0051531i,0.0003777-0.0036713i,-0.00086963-0.0025937i,-0.00017429-0.0016269i,0.00096482+0.00010126i,0.00064517+0.00086955i,-0.00011818+0.00040983i,0.00033603+0.00027053i,0.00045419+0.00068463i,-0.00039545+0.0017576i,-0.0005896+0.0013915i,-8.4123e-05-0.00026416i,0.00013804-0.00063939i,-0.00043307+0.00018416i
0.003154-0.00045077i,0.0051476-0.00076625i,0.004966-0.00071354i,0.0031514-0.0013382i,-0.00016311-0.002882i,-0.0047821-0.0041129i,-0.0072302-0.004825i,-0.0069706-0.005142i,-0.0055373-0.0038601i,-0.0038467-0.0032801i,-0.002221-0.0028358i,-0.0009115-0.0024098i,0.00036665-0.0019053i,0.0014463-0.0013328i,0.0025297-0.0015384i,0.002429-0.0015737i,0.0013465-0.0010118i,0.00080375-0.00012309i,0.00054598+0.00012291i,0.00074257-7.9822e-05i,0.00037796+0.00015341i,-0.0004333+0.00042879i,-0.0010466+0.00061207i
