-0.00247+0.0011034i,-0.00067857+0.00087804i,-0.00031691+0.00014872i,-0.00026678+7.0114e-05i,-0.0014704+0.00083937i,-0.0027871+0.0004125i,-0.0017408+0.0013593i,-0.00030015+0.0024874i,0.00082423+0.002053i,0.001301+0.00073182i,0.0010388-0.00043096i,0.00058159-0.00090704i,-4.5931e-05-0.00044516i,-0.00043224+9.0635e-05i,-0.00081492+0.00032677i,-0.00017221+0.00073228i,0.001063+0.00089481i,0.0011564+0.001046i,0.00096493+0.00088216i,0.0010166+0.00050442i,0.00094483+0.00080562i,0.00076215+0.0010477i,0.00087623+0.001379i
-0.0011565+0.00062811i,-0.001246+0.00078581i,-0.00020365+0.00077529i,-0.00021269+0.0008773i,-0.0013483+0.00011323i,-0.0016453+0.00043937i,-0.0010009+0.0017698i,-0.00046296+0.00099537i,-0.00010441+6.2813e-05i,2.0852e-05+0.00011128i,-0.00012303-0.00010907i,-0.00039873+0.00023941i,-0.00076168+0.00067014i,-0.00070975+0.00036008i,-0.00049506-0.00082862i,0.00016993-0.0011415i,0.0002943-0.00098068i,0.00034878-0.0006073i,0.00033424-0.00024732i,-0.00019835+0.00025552i,-0.00024737+0.00017305i,0.00021197-0.00049898i,0.00055028+0.00017098i
0.00018286-0.0022552i,-0.00042318-0.0016844i,-0.0010503-0.0014536i,-0.0020968-0.0014423i,-0.0023291+0.0003288i,-0.0014218+0.0021077i,0.00021157+0.0016926i,0.0011449+0.00092099i,0.00059734+0.00052544i,0.0004167-0.00038972i,0.0004559-0.00095165i,0.00024775-0.00048396i,3.1978e-05+0.000344i,-0.00019037+0.00031379i,0.00024413-0.00051578i,0.00095056-0.00062204i,0.00053914-0.00056774i,0.00053074-0.00092026i,0.00082359-0.0010383i,0.00020026-0.00060124i,-0.00029235-0.00021003i,-0.00011619-0.00025928i,0.00032288-5.5231e-05i
0.0010175-0.0022467i,0.00048007-0.0017037i,-0.001178-0.0022684i,-0.0030547-0.0033276i,-0.0031629-0.0024721i,-0.0018747-0.00027201i,-0.0010592+0.00098886i,-0.00017699+0.00047988i,8.0712e-05-3.8204e-05i,-0.00034742-2.8295e-05i,-0.00039816-0.00026986i,-0.00075047-0.00021958i,-0.00056043-0.00029888i,0.00040782-0.00058537i,0.00054644-0.0004248i,2.7192e-05-1.2055e-06i,-5.6908e-06-3.8233e-05i,0.00066894-0.00010382i,0.00055692-0.00045191i,0.00026952-0.0002963i,-0.00026683-0.00014584i,-0.00067534-0.00029275i,-0.00066708-0.00018937i
0.0014926-0.0001388i,0.0018207-0.0005407i,0.0014317-0.00024931i,0.00059383-0.0001559i,-0.0017175+0.00014579i,-0.0028892+0.00095095i,-0.001627+0.0014148i,0.00021437+0.0010135i,0.00052778+5.4679e-05i,0.00023686-0.00028451i,0.00033807-0.00046729i,-7.276e-05-0.0010397i,-0.00024947-0.0010827i,0.00074882-0.00067494i,0.00074372-0.00069225i,0.00022093-0.0013106i,0.00039354-0.0015427i,-0.00026304-0.00074641i,-0.00048839-0.00016199i,-7.9725e-06-0.00043233i,4.0274e-05-0.00054959i,-0.00030471-0.00040849i,0.00031502-0.00045301i
-0.0022396+0.00087219i,-0.0007417+0.0011431i,-0.00095689+0.0010899i,-0.0017176+0.0012034i,-0.0012326+0.0011652i,-0.00065996+0.00090016i,-0.00059925+0.001155i,-5.1284e-05+0.00079322i,0.00047653+0.00049817i,0.00044085+0.0004596i,0.00035395-0.00043523i,1.328e-06-0.00078724i,-0.00014434-0.0011094i,0.00015165-0.001166i,-0.00078315-0.00022523i,-0.0010836+0.00012258i,-0.00010497-0.00026607i,0.00076303+3.2281e-05i,0.00069494+0.00093987i,0.00037183+0.00092805i,0.00047513+0.00069489i,0.00047804+0.00034847i,0.00019942+0.0001563i
-2.6926e-05+0.0025556i,0.00027511+0.0028859i,0.00068994+0.0025757i,0.0010845+0.0019484i,0.00019401+0.00070709i,-0.0016409-0.00038471i,-0.001662+0.00057272i,-0.00093195+0.0013511i,-0.0012645+0.00035815i,-0.0011406-0.00011992i,-0.00057131-9.7822e-06i,-0.0006036+6.5152e-05i,-0.0010832+3.1427e-05i,-0.0013599+0.00018146i,-0.00095314-0.00038103i,-0.00037269-0.00052549i,-0.00018631-0.00067583i,0.00014636-0.0005868i,0.00050783-0.00026717i,0.00073545-0.00027399i,0.00051346+0.00020032i,2.9762e-05+0.00092776i,0.00020516+0.00084318i
0.00094928+0.0021514i,0.00029134+0.0016618i,0.0013154+0.001224i,0.0019251-0.00010446i,-0.00042256-0.00047831i,-0.0023616+0.00029414i,-0.0015864+0.00081945i,-0.00038565+0.0011825i,0.00026993+0.0009339i,0.00025568+0.00054918i,-9.4843e-05+6.259e-05i,-0.00027106-0.00049076i,-0.00031889-0.00031189i,-0.00012146-0.00022667i,-0.00043529-2.6734e-05i,-0.0010179+0.00074681i,-0.001024+0.00034603i,-0.0006448-5.8904e-05i,0.00027397-0.00024248i,0.0001488-0.0001976i,-0.0003564+0.00021391i,-7.4606e-06+0.00020059i,0.00014153+0.00020443i
0.0018611+0.0010453i,0.0010832+0.00027914i,-0.00079699-0.0010642i,-0.0017245-0.0017967i,-0.002636-0.0010563i,-0.0026802+7.4716e-05i,-0.0012818+0.00081138i,-0.00062778+0.00071121i,-6.3134e-05+4.1555e-05i,0.00076908-0.00012817i,0.00029206-0.00038283i,-0.00044007-0.00067652i,-0.00059508-0.0005441i,-0.00038763+8.3719e-05i,-0.00036682+0.00033012i,-0.00018954+9.3641e-05i,0.0010477-2.9361e-05i,0.0015477-0.00016396i,0.00087018-0.00013765i,0.00023468-0.00066483i,1.4768e-05-0.0007476i,0.00016812-0.00051402i,0.00054129-0.0004961i
0.00091342-0.0013995i,-0.00029956-0.00092052i,-0.001027-0.00021346i,-0.0010818-4.9581e-05i,-0.0019454+0.00113i,-0.0024486+0.0021373i,-0.0021546+0.0014553i,-0.0010764+0.0005297i,-0.00015051+0.00010347i,0.00069395-6.4309e-05i,0.00035603-0.00033567i,-0.00030255-0.0003974i,0.0004336+4.6406e-05i,0.00092029-0.00029395i,0.00048041-0.00055486i,-0.00029343-0.00016785i,-8.9024e-05-0.00026027i,0.00069768-0.0003289i,0.00028779-0.00040827i,-0.00047918-0.00058157i,-0.0004926-0.00014309i,-0.00044369+0.0006985i,-0.00063129+0.00072425i
-0.00026314+0.00045766i,0.00079484+0.00022884i,0.0018587+0.00044423i,0.0015674+0.00018649i,0.00026263+0.00056175i,-0.0012281+0.00071309i,-0.00099968+0.00033391i,-0.00068197+0.00089381i,-0.00069238+0.00062804i,0.00026037-0.00079836i,0.00086368-0.0010616i,0.00024087-0.00082023i,-0.00073527-0.00079602i,-0.0011524-0.00050511i,-0.00091865-0.00034496i,-0.00013487-0.00096457i,0.00022012-0.0012922i,-0.00029111-0.00091735i,-0.00060162-0.00039384i,-0.00028202-0.00039601i,-0.00037433-0.00058539i,-0.00069164-0.00068928i,-0.00094659-0.00053853i
-0.00033703-0.0026579i,-0.0012508-0.002627i,-0.0025391-0.0024814i,-0.0041546-0.0016938i,-0.0048884-0.0010389i,-0.0036862+9.9033e-05i,-0.00093721+0.00069583i,0.0006497+0.00023154i,0.0010958-0.00076998i,0.00068858-0.0012557i,-0.00076036-0.00054977i,-0.0010849+0.00012849i,0.00023722+0.00065664i,0.00075543+0.00071496i,0.00040551-0.0003768i,0.00013299-0.00076456i,-0.00012154-0.00028216i,-0.00059522+1.4881e-05i,-0.00063676-0.00021889i,-0.00066148-0.00033137i,-0.0004685-1.6648e-05i,-0.00043845+4.5584e-06i,-0.00088444+0.00015723i
-0.0013079+0.00032213i,-0.00043937+0.00025988i,0.00030121+0.00049953i,-0.00030906+0.0014578i,-0.0015787+0.0016552i,-0.0010717+0.0014627i,-0.00049122+0.0013257i,-0.000151+0.00042723i,0.00044918-0.00044483i,0.00045034-0.00080175i,0.00070571-0.0002558i,0.0010658+0.00041059i,0.001395+0.0010157i,0.00078924+0.00025452i,0.00016708-0.00036162i,-0.00066006+0.00019197i,-0.0010751+0.00022079i,-0.00072224-0.00040948i,-0.00056001-0.00062907i,-0.00010563-0.00024345i,3.5342e-05+0.00018055i,-0.00040583+0.00019038i,-0.00089915-2.7792e-05i
0.0011417-0.0012608i,0.0012501-0.0014235i,0.0006938-0.0011396i,-0.00027894-0.0013867i,-0.0012713-0.0016633i,-0.0019097-0.00026513i,-0.0013742+0.001246i,-0.00027205+0.0012659i,0.00046105+0.0005855i,0.00045595+6.233e-05i,-0.00027475-0.00046497i,-0.00043983-0.00015132i,0.00038758+0.0005175i,-7.923e-05+9.7812e-06i,-0.0010173-0.0010354i,-0.00079342-0.0011116i,9.819e-05-0.00080286i,0.0010495-0.00039229i,0.001452+7.7275e-05i,0.00054353+0.00027466i,0.00027494+0.0001237i,0.00033954+0.00031382i,-2.9284e-05+0.00058575i
-0.0001019-0.0013135i,-0.001529-0.00035208i,-0.0018457-0.00019497i,-0.0023062-0.00045635i,-0.0035487-0.00032181i,-0.0032743+0.00082707i,-0.0014468+0.0012479i,0.00018795+0.00021446i,0.00061364-0.00030351i,0.00044535-0.00018071i,0.00053016-0.00010969i,0.00083999-0.00027556i,0.00066588-0.00042813i,0.00024939-0.00041409i,0.00030006-0.00039246i,0.00020842-0.00013431i,0.00045532+0.00056363i,0.001046+0.00098655i,0.00066274+0.00016602i,-0.00023566-0.00033515i,-0.00058858-0.00042942i,-0.00065382+0.00020914i,-0.00058914+0.00078968i
-8.3232e-05-0.00059279i,0.00016645-0.00022311i,-0.0012241+0.0004589i,-0.0021014+0.00043296i,-0.0023341-7.7615e-05i,-0.0028831+0.00040667i,-0.0024371+0.00038619i,-0.0010232-0.0005755i,-0.00014698-0.0011132i,1.184e-05-0.00040235i,0.00042941+0.00027322i,0.00069507-0.00036153i,0.00022027-0.00055149i,-0.00028522-0.00052992i,5.1022e-05-0.00048384i,0.00089587+0.00025788i,0.0010378+0.00029485i,0.00022603+0.00036635i,-0.00018925+0.00016953i,-0.00041041-0.00068654i,-0.00066566-0.000702i,-0.00014099+4.2347e-05i,0.00022747+4.457e-05i
0.00036445+0.0011546i,0.00025006+0.0016121i,-2.0826e-06+0.00077325i,-0.0006499-0.00087739i,-0.0015417-0.001062i,-0.0016543-2.9999e-05i,-0.00097144+0.00034554i,-0.00037964-1.3768e-05i,-3.7767e-05+0.00010854i,2.7109e-06+0.00032691i,-0.0002668+0.00027936i,-0.00014115+0.00084915i,8.838e-05+0.00093608i,-7.061e-05+0.0004268i,-0.00010195+5.3955e-05i,-0.00024085-0.00093483i,-0.00056841-0.001076i,-3.2057e-06-1.4734e-05i,-0.00026118+0.00016199i,-0.00062385-0.00018769i,-0.00028571-0.00020973i,-0.00064583-0.00024943i,-0.00058566-8.8205e-05i
-0.002546-0.00027296i,-0.0016142-0.00024893i,-0.0021565+0.0014101i,-0.001845+0.0018341i,-0.0013025+0.0021743i,-0.00038364+0.0022829i,0.0002855+0.0018475i,-0.00040911+0.00082863i,-0.00028611-0.00026396i,0.0010543-0.00067593i,0.0017432-0.0010818i,0.0008264-0.0014439i,-0.00015285-0.001623i,-8.2058e-05-0.0015912i,-3.6189e-05-0.0010944i,-0.00043351-0.0010817i,-5.0319e-05-0.0011693i,0.00016422-0.00064093i,0.00026004-0.00042526i,0.00016497-0.00049062i,0.00024211-0.00028939i,-2.8797e-05-9.4932e-05i,-0.00011121+8.0583e-05i
-0.00046043+0.00053978i,0.00079329+0.00027755i,0.0010436+0.00032376i,0.0001347+0.00036664i,-0.00090502+0.00054119i,-0.0018928+0.00044561i,-0.0018476+0.00082147i,-0.00099877+0.0012939i,-0.00046154+0.00052244i,-0.000145-0.00024105i,-4.8215e-05-0.0010307i,0.00043383-0.00089961i,0.00048759-0.00024255i,0.00075721-6.9059e-05i,0.00066482+0.0002145i,0.00019718-0.00034686i,0.00020572-0.00092849i,0.00065959-0.00058515i,0.00039141-0.0002112i,-0.00023787+0.00016072i,-0.0010564+0.00050917i,-0.0015758+0.00089238i,-0.0005375+0.00073274i
0.00094928-0.0008546i,0.00060374-7.6516e-06i,-6.3721e-05-0.00064186i,-0.001284-0.0019374i,-0.0023239-0.00098413i,-0.0025772+0.0013527i,-0.0013868+0.0011392i,-0.00014354+0.00047332i,0.00034104+0.00016942i,0.00085798-0.00059641i,0.00066642-0.00062167i,0.00040604-4.2517e-05i,0.00029686+0.0001096i,-0.0001659-0.00054625i,3.9975e-05-0.00084855i,0.00012845-0.00071281i,3.4042e-05-0.00062578i,0.00055783-0.00057628i,-9.4034e-05-0.0006204i,-0.00071477-0.0010081i,-0.00026882-0.001216i,5.5643e-05-0.00021146i,0.00033909+0.00024912i
-0.00018243+0.00034239i,0.00081247+0.00016415i,2.5417e-05+8.5873e-05i,-0.00052101+0.00025224i,-0.00072123+0.0010108i,-0.0010718+0.00067839i,-0.0011739-0.00011217i,-0.00059694-0.00037265i,-0.00047361+0.00059451i,4.5891e-05+0.0010678i,0.0007307+0.00061411i,0.00034616+0.00019395i,0.00033816-0.00050403i,0.00037725-0.00045269i,-0.00038364+8.5295e-05i,-0.0007307-2.7856e-05i,-0.00036149-0.0003552i,-0.00031939-0.00050621i,-0.00031726-2.1067e-05i,-4.2259e-05+0.00031074i,3.8538e-05+0.00043615i,0.00037472+0.00020864i,0.00023704-0.0003529i
0.0017745+6.4005e-05i,0.0016193-0.00037098i,0.001768-0.00053941i,0.0010771-0.00048029i,-0.001571-0.00098974i,-0.0027585-0.001228i,-0.0024525-0.00040941i,-0.0020989-0.00023312i,-0.00045577-0.00052818i,0.00090356-0.00074692i,0.00082654-0.00014589i,0.00051427+0.00038977i,0.00073424+0.00059334i,0.00046384+0.00029998i,0.00065332+0.0001873i,0.0010393+0.00048909i,0.0011942+0.00056624i,0.0009051-0.00011089i,5.0797e-05-0.00049037i,6.6916e-05+0.0004025i,0.00033001+0.00072637i,-0.00030885+0.0008006i,-0.0004043+0.00016632i
0.0019805+0.00042849i,0.0016482+0.00024887i,0.00070375-0.00066389i,-0.0006182-0.0012966i,-0.0023704-0.0011265i,-0.0029973+0.00062169i,-0.0014217+0.0014357i,0.00014282+0.00064584i,8.7642e-05+0.00037244i,-2.1007e-05-1.7809e-05i,0.0005701-0.00030491i,0.00040097-3.17e-05i,0.00050954+1.4212e-05i,0.00090407-0.00021105i,0.00076924-0.00023066i,0.00057858+1.7689e-05i,0.0008147+6.3926e-05i,0.0012428+0.00020798i,0.00052859+0.00018385i,-0.00076242+0.00028626i,-0.00032875-6.8345e-05i,0.00083841-0.0012568i,0.00086921-0.0017077i
-0.0030751+0.00014275i,-0.0028804+0.0025234i,-0.0021107+0.0031888i,-0.0012125+0.0019455i,-0.0017904+0.0013628i,-0.0020356+0.0012293i,-0.00091953+0.0012703i,-0.0005484+0.00077362i,-0.00029556+0.0006683i,-3.9699e-05-0.00012119i,-8.8743e-05-0.0016468i,0.00069193-0.0014256i,0.00061528-0.00092822i,-0.00044081-0.0011288i,-0.00058575-0.0012431i,-0.00022734-0.00067593i,-5.0238e-05-0.00079899i,0.00066119-0.0014588i,0.0014354-0.0012566i,0.0011499-0.00062289i,2.0447e-05-0.00022383i,-0.00017271+0.00029572i,-5.7463e-05+0.00080398i
0.00010092+0.00053002i,0.0004131-3.218e-05i,0.00025503-0.00021799i,-0.00038475-0.0010188i,-0.00096243-0.0010848i,-0.0018246+0.00082151i,-0.0021223+0.0015489i,-0.0013947+0.00032912i,-0.00024498-0.00013535i,0.00010257+0.00015785i,-0.00037802-0.00028663i,-0.00088962-0.00040182i,-0.00034553+4.7051e-05i,1.0965e-05+0.00017758i,-3.2371e-05-0.00047829i,-0.00023386-0.00087992i,-0.00090988-0.0010806i,-0.00043922-1.4402e-05i,0.00082261+0.00033336i,0.0006312+0.0001274i,-0.00019656+0.0002887i,-0.0007509-0.00044346i,-0.0010136-0.00032694i
0.0018863+0.00041512i,0.002159-0.0008757i,0.0026246-0.00039911i,0.0020592-0.00069937i,3.3089e-05-0.00086841i,-0.0023768-0.00021579i,-0.0020563+0.00067201i,-3.7747e-05+0.00085202i,0.00014879+0.00088975i,-5.2287e-05+0.00031527i,-9.4026e-05+0.0003477i,-0.00010212+0.00086987i,3.7561e-05+0.00042554i,0.00015018+0.00046837i,0.00029295+0.0007175i,0.00045709+0.00073855i,0.00086294+0.00046011i,0.00084234+3.0882e-05i,0.00052122-0.00022311i,0.00038874+1.1014e-05i,0.00074976+0.00011648i,0.0010434-0.00016336i,0.0007268-6.3526e-05i
3.7171e-05+0.00028025i,0.00063297+0.00032634i,-0.00040159+1.2869e-05i,-0.0017295+0.00053957i,-0.0023668+0.00080413i,-0.0022413+0.0012682i,-0.001068+0.0018773i,-2.4004e-05+0.00075222i,0.00032265-0.00091378i,0.00012406-0.0010811i,5.4865e-05-0.00081434i,0.00022188+5.7021e-05i,0.00049682+0.00062457i,5.8728e-05-0.00012713i,-7.1402e-05-0.00063009i,0.0004852-0.00087783i,0.00032107-0.00036822i,0.00041393+2.427e-05i,0.00085761-5.6372e-05i,0.00039655-0.00033325i,-0.00054134-0.00015759i,-0.00052694+0.00024666i,0.00043652+0.00092786i
0.0003186+0.0010643i,0.00045196-0.00020262i,-0.00038952-0.0020687i,-0.00062647-0.0024074i,-0.0018222-0.00092452i,-0.0029898-0.00056234i,-0.0017517-0.00075351i,-0.00085477-0.00021734i,-0.00023925+0.00047052i,0.00016903+0.00041228i,0.00022491-0.00011861i,0.00032703+4.0389e-06i,0.00024911+0.00020323i,-0.00041396-0.00024647i,-0.00017528-0.00041404i,0.00042069-0.00019394i,0.0004836+0.00022703i,0.0006305+0.00063114i,-0.0002285+0.00055894i,-0.00069522-0.00011896i,3.4875e-05-0.000374i,0.00087725+8.6397e-05i,0.0010827+0.00068023i
-0.001034-0.000975i,-0.00068185-0.00077038i,-9.5853e-05-0.00045094i,-0.0012942-0.00011966i,-0.0029946-0.00041649i,-0.0030679+0.00021334i,-0.0019233+0.001393i,-0.00040331+0.00039679i,0.00030032-0.00083689i,0.00076848-0.0002027i,0.00037711+0.0003058i,-0.00063636-0.000205i,8.7036e-05-7.3208e-05i,0.00062445+0.00013479i,0.00054256+0.00011408i,0.00060737+0.00016472i,0.00039734-0.00015243i,0.00030136+2.4141e-05i,0.00043266+0.00048531i,4.7455e-05+4.0035e-05i,-5.0846e-05-0.0012135i,0.0002886-0.0017563i,0.00045757-0.0011996i
0.00050808-0.00093087i,-0.00041404-0.00088233i,-0.0013286-0.0021938i,-0.0016709-0.0033611i,-0.0021961-0.0028462i,-0.0023924-0.00091736i,-0.0010742+0.00050435i,-0.00027434-3.0119e-05i,0.00028092-0.00065944i,0.00099504-0.00043727i,0.00072602+0.00019855i,-0.00024066+0.00046923i,-8.6884e-06+0.00055136i,0.00072225+0.00021459i,0.00049611-0.0004007i,0.00044641-0.0003186i,0.00053178+0.00046475i,0.00030126+0.00048089i,0.00048474-0.00011818i,0.00034243-0.00023231i,0.00028585-8.5624e-05i,-0.00016985+0.00015219i,-0.0009023+0.00032175i
-0.00033683-0.0010295i,-0.00054998-0.00047603i,-2.2441e-06-0.00032481i,-0.0005803-0.00033934i,-0.0023148+9.1151e-05i,-0.0027929+0.0013445i,-0.0014751+0.0019418i,-0.00041654+0.0020923i,-0.00016125+0.0016712i,0.00070528+0.00082248i,0.00089673+3.809e-05i,0.0003461-0.00057988i,7.3564e-05-0.0008843i,0.00051616-0.0012596i,0.00040192-0.0013044i,0.00018306-0.00046897i,0.00016195+0.00085096i,0.00034748+0.00058041i,0.00092988+4.3434e-05i,0.00045741+0.0001513i,-0.00055053-0.00015258i,-0.00040114-0.00038017i,0.00014485+0.00014564i
-0.0013617-0.00071264i,-0.0015298-0.0004878i,-0.0018696-0.00074242i,-0.0024014-0.00029834i,-0.0031305-0.00020423i,-0.0030031+0.00066129i,-0.0018816+0.001588i,-0.00074178+0.00074398i,-0.00067302-0.00060359i,3.6513e-05-0.00019882i,0.00056441+0.0010887i,0.00028359+0.00098548i,0.00063775+0.00047514i,0.00053494+0.00012139i,0.00012817-0.00023372i,-0.00023957-0.00035462i,-0.00017422-0.00031173i,0.00083787-0.00066884i,0.0011766-0.0005506i,0.00027022+0.00018845i,-0.00061421-0.00011964i,-0.00073567-0.00073193i,9.9593e-06-0.00022432i
0.000256+0.0011365i,0.00057538+0.00089471i,0.00056443+0.0010083i,-0.00046626-0.00018821i,-0.00079983-0.00053996i,-0.00091433+0.00017058i,-0.00057263+0.00035737i,1.0722e-05-1.3184e-05i,0.00073362-0.00018471i,0.0011509-0.00069197i,0.00016722-0.0013381i,-0.0012535-0.0012163i,-0.00093885-0.00019366i,0.00011419+0.00054499i,0.00015757-0.00024425i,-5.5901e-05-0.0001052i,-0.0004023+0.00035228i,-0.00044772-0.00036717i,-0.00018252-0.00024215i,-0.00018581-0.00026168i,0.00022396-0.00032039i,0.00022449-0.0003743i,-0.00024634-0.00071455i
-0.0027754-0.0015711i,-0.0024433-0.00066561i,-0.0018431-0.00029084i,-0.0010063+0.00023967i,-0.00090963+0.0011813i,-0.0011103+0.0011973i,-0.00069076+0.00069i,-0.00019802-5.8667e-05i,0.00024558-0.00042252i,0.00079697-0.00033862i,0.00060617-3.1872e-05i,0.00099811+5.5517e-05i,0.0014434+0.00021772i,6.7603e-05-5.8168e-05i,-0.00093778-0.00039486i,-0.00037734-0.00040719i,-0.00040211+0.00019046i,-0.00014713+0.00014776i,3.5761e-05-0.00038443i,-8.6845e-05-0.00041567i,0.00011669-0.00035432i,0.00033979+0.00015025i,-0.00011212+0.00077273i
-0.00040093-0.00083496i,-0.0010718+0.00080209i,-0.00077159+0.00088022i,-0.0011735-0.00018216i,-0.0026799-3.3795e-05i,-0.0027714+0.0007234i,-0.0014406+0.00076683i,-0.00041362+0.00032758i,-0.00039327-0.0001426i,-0.00080856-0.00028694i,-0.0011863-0.00018973i,-0.0011002-0.00016826i,-0.00059045+2.8972e-05i,-0.00064071+0.00025746i,-0.00052244-5.3733e-05i,-4.6591e-05-0.00010454i,0.000244-0.00021966i,0.00067358-0.00085798i,0.00052625-0.00046756i,-0.00035475+0.00046284i,-0.0006619+0.0005845i,-0.00079812+0.00015477i,-0.0012699+7.9177e-05i
0.0012714+0.0016071i,0.001165+0.00097337i,0.0018327+0.00023721i,0.0011301-0.00083607i,-0.0012228-0.0017507i,-0.0026117-0.0010208i,-0.0030537-7.5875e-05i,-0.0018829-0.00010222i,-0.00012934-0.0002085i,0.00079792-0.0002195i,0.0005061-0.00016378i,-0.00037635-0.00013811i,-7.1738e-05-0.00042024i,0.00040906-0.00055688i,0.0001203-0.00033838i,8.4049e-05+9.1204e-05i,0.0014119-0.00028501i,0.0017829-0.00038018i,0.00064125-8.7533e-05i,1.4281e-05+0.00015422i,-0.00022112-0.00018111i,-0.00030838-0.00092726i,-0.00030538-0.00069009i
9.472e-05-0.00027345i,-0.00065058-0.0010807i,-3.4959e-05-0.0018924i,-0.00028509-0.0019674i,-0.0018032-0.00038383i,-0.0025202+0.0014329i,-0.0016267+0.0019618i,-0.00062048+0.0013011i,-9.4748e-05+0.00010408i,0.00030929-0.00066007i,-0.00011676-0.00095132i,-0.00050328-0.0003444i,-7.9063e-05+0.00030608i,-0.00039043-0.00043189i,-0.00041175-0.0003417i,0.00049153+0.00082025i,0.00073081+0.00098732i,0.00054615+0.00059155i,0.0008024+0.00077807i,0.00061651+0.00089426i,9.1841e-05-0.00022913i,0.0004134-0.00054945i,3.6062e-05+0.00010809i
0.00032345+0.00034754i,0.00013567-0.00023051i,-0.00067349+3.2122e-05i,-0.00094149-0.00032831i,-0.0012008-5.3365e-05i,-0.0018162+0.00049303i,-0.0017022+0.00069392i,-0.00094929+0.00045722i,9.2786e-05-0.00041163i,0.00040278-0.00043854i,0.00047601-0.00019126i,0.00036417+0.00028263i,0.00026192+0.00057114i,5.8509e-05+0.0001838i,-1.1685e-05+0.00031459i,-0.00020705+0.00069083i,-0.00070833+0.00014024i,-9.1086e-05+0.00025138i,0.00017412+0.00043797i,-0.00040429-0.00011625i,-0.00076529-0.00061614i,-0.00057879-0.00049143i,-0.0007756-0.00032484i
0.00013452-0.00088553i,0.00072591-0.00056161i,0.00073658-0.00093688i,8.1432e-05-0.00073128i,-0.00048163+0.00046468i,-0.0010908+0.00049785i,-0.0011697+0.00018693i,-0.00038334+0.00083578i,0.00011392+0.0008578i,0.00031139-0.00010512i,0.00054006-0.00081968i,0.00043363-0.0012211i,0.00034061-0.0005065i,0.00082719+7.2656e-05i,0.00083581-2.7046e-05i,0.00059214+0.00013967i,0.00042843+0.00019526i,0.00017396-0.00025702i,-1.4239e-05+2.8298e-05i,-0.00041954+5.238e-05i,-0.00063374-0.00037034i,-0.00063479-0.00049882i,-0.00060763-0.00051493i
-0.00056563-0.00082672i,-0.0015421+0.0014736i,-0.0023379+0.001438i,-0.002967+0.0002766i,-0.0035411+0.00075049i,-0.0022462+0.001913i,-0.0005146+0.0013269i,0.00035587+0.0005438i,0.00045842-1.1179e-05i,0.00034084-0.00073368i,-6.8907e-05-0.0011119i,-0.0007556-0.0010722i,-0.00052871-0.00101i,0.00030397-0.00090831i,1.816e-05-0.001021i,-0.00055335-0.00087108i,-0.00024779+2.0649e-05i,0.0005881+0.00068307i,0.0004748+0.00027651i,-0.00037724-0.00038322i,-0.00099637-0.00040186i,-0.00028743-0.000171i,-0.00022373+0.00022221i
-0.00039063+0.00028173i,-0.00040736+0.00010909i,0.00048619-0.00046614i,0.00020409-0.00063019i,-0.0013492-0.00074035i,-0.0014204+0.00028403i,6.6038e-05+0.0013718i,0.00053558+0.0013081i,0.00035223+0.0003568i,-1.1975e-05-0.00037466i,4.3446e-06-0.00085478i,-0.00013235-0.00050468i,-0.00063861-0.00015133i,0.00035501-0.0010265i,0.0016372-0.00089555i,0.0009898-9.9383e-06i,0.00015142+0.00022541i,0.00070136+0.00020115i,0.0014128-7.5624e-05i,0.00059729-0.00023879i,-0.000243-0.00013897i,-1.8166e-06+0.00027368i,0.00025387+0.00018464i
-0.00052735+0.00065127i,0.00016498-0.00058085i,1.7275e-05-0.00076228i,-0.0016415-0.00030507i,-0.0031345-0.00028011i,-0.0028793-0.00037429i,-0.0020017+0.00042055i,-0.00091676+0.0010569i,0.00025306+0.00056671i,0.00093657+6.2774e-05i,0.00091249-5.2952e-05i,0.00096006+9.7877e-05i,0.00079074+0.00038017i,-0.00014385+0.00056i,-0.00041585+0.00062192i,-0.00034848+0.00079759i,-0.00051501-0.00018469i,-0.00026599-0.0011886i,-0.00033397-0.00089367i,-0.00043358-0.00010415i,6.2887e-05+0.00035929i,0.00049255+0.0006185i,0.00016102+0.00045617i
0.0015101-0.0014733i,0.00049688-0.00083415i,0.00012085-0.00048876i,-0.00098233-0.0010604i,-0.0022312-0.0018192i,-0.0028381-0.00097117i,-0.0025428-2.4512e-05i,-0.0010316-0.00025842i,-0.00012698-0.00025363i,-0.00042643+0.00034356i,8.2252e-05+3.6222e-05i,6.9386e-05-0.00042162i,-0.00012035-0.00098331i,-0.00020888-0.0011679i,-0.00068695-0.0004609i,-0.00063933-7.7922e-05i,-0.0002325-2.2818e-05i,0.00030338-0.00027213i,0.00061211-0.00061173i,0.00031616-0.00054919i,0.0001783-0.00032911i,-2.6277e-05+1.3137e-06i,-0.00053907+0.00023708i
