-0.00038582+0.00057854i,0.0012097-0.0004227i,0.00026399-0.0012995i,-0.00078061-0.00072894i,-0.0011097+0.0013028i,-0.0010804+0.0029474i,-0.001152+0.0031419i,-0.00051154+0.0022387i,0.00068948+0.0015551i,0.0019089+0.0012311i,0.0021145+0.0006532i,0.0011212+0.00040221i,1.7925e-05+0.00056688i,-0.00048189+0.00047445i,-0.00050735+0.00020892i,-0.0003838-0.00023743i,6.6221e-05-0.00014664i,0.00045046-0.00013144i,0.00044173-0.00071648i,0.00025602-0.00065258i,0.00051182-0.00040516i,0.00036076-0.00012739i,-8.8296e-06+6.6474e-05i
-0.00077654-0.00018282i,-0.00056695-0.00014252i,-0.00075573-0.00022637i,-0.00029051+0.00075594i,0.00056539+0.0012985i,0.00057371+0.0013089i,-0.0003631+0.0012482i,-0.00054422+0.00056479i,0.00014573+0.00051592i,-0.00022784+0.00022075i,-0.00040448-0.00020845i,0.00019366+0.00014032i,0.00045606+0.00030458i,0.000554-4.0245e-05i,0.00051471-0.00034859i,0.0004436-0.00024795i,0.00014254+0.00022113i,-3.0517e-05+0.00015789i,0.0001999-8.2708e-05i,0.00080196-0.00030876i,0.00084322-0.00026444i,-9.4649e-05-0.0003796i,-0.00038204-0.00039336i
0.0014274+0.0014626i,0.001181+0.0011688i,0.00025235+2.1308e-05i,-0.0010262-0.00031134i,-0.0016204+0.00044193i,-4.8203e-05+0.0010688i,0.0013732+0.0015882i,0.0014081+0.0010058i,0.0010045+0.00026657i,0.00036042-0.00011203i,7.5333e-05-8.6093e-05i,0.00046037+0.00083077i,-0.00010297+0.00095678i,-0.00072966+3.9367e-05i,-0.00042523-0.00024586i,5.8683e-05-0.00045448i,0.00046004-0.00044982i,0.0003056-0.00032956i,-0.00028943-0.00062439i,-0.0010968+0.00017657i,-0.0016516+0.00075534i,-0.00069906-9.8457e-05i,-0.00028245+2.5329e-05i
0.00032109+0.0019041i,0.00047088+0.0026424i,0.00035161+0.0011594i,0.00016091+0.00048545i,-0.00027726+0.00097184i,-0.00089491+0.0016036i,-0.00089211+0.0018442i,-0.00030265+0.00097093i,0.00030798-9.4758e-05i,0.00068161-0.00017836i,0.00029446+4.2157e-05i,0.00018121+0.00010151i,0.00048411-0.0002249i,0.0012534-0.00019346i,0.0011645-0.00023609i,0.00038177-0.00096248i,-0.00013192-0.0014974i,1.0602e-05-0.0011858i,5.3438e-05-0.00066681i,-4.2419e-05-0.00061868i,-7.9185e-05-0.00024073i,-0.00043577+0.00018097i,7.8129e-05+0.00063265i
-0.00063368+0.0016683i,0.00013018+0.0013052i,-0.0001773+0.0015909i,0.00012486+0.0011207i,0.00035447+0.00092154i,-0.00022935+0.0010567i,-0.00040454+0.0010514i,-4.7921e-05+0.0010441i,0.00025222+0.001362i,0.0010959+0.0014184i,0.00080659+0.0013361i,-0.00015535+0.00063198i,-0.00025672+0.00025011i,-0.00011989+0.00011265i,0.00039717+0.00010847i,0.00034316-6.4023e-05i,-0.00018979-0.0006008i,-0.00077346-8.4839e-05i,-0.00054637+0.00055537i,-0.00019238+0.0005069i,-5.8051e-05+0.00024i,-1.5295e-05+0.00052204i,0.00044515+3.8179e-05i
-0.0004928-0.00051879i,-0.00037447-0.001922i,-0.00041274-0.0015608i,-0.00019169+0.00080051i,-0.00016582+0.0021509i,-0.00023233+0.0018349i,0.00028766+0.0018948i,9.9779e-05+0.0018067i,-0.00022839+0.0011933i,0.00015543+0.0011488i,0.00062487+0.00047747i,7.8595e-05-0.00047207i,-0.00054929-0.00053977i,0.00059219-0.00051007i,0.00092205-0.0004984i,-0.00035129-0.00017999i,-0.0010098-0.00045844i,-3.7409e-05-0.00023463i,0.00039342+0.00020055i,4.6474e-05+0.00012949i,9.7492e-05+0.00041184i,9.0476e-05+0.00081713i,-0.00078699+0.00064166i
0.0014233+0.0013342i,0.0018331+0.0014789i,0.0011785+0.0018335i,0.00019136+0.0014788i,0.00057266+0.0014191i,0.0012225+0.0017979i,0.00094221+0.0019635i,0.00037366+0.0018168i,0.00010316+0.001371i,0.00015567+0.0010829i,0.00033127+0.0003871i,-0.00037818-0.00026732i,-0.00086922-8.7597e-05i,-0.00043485+7.5109e-05i,0.00061635+5.9753e-05i,0.00066511-0.00077011i,0.00014912-0.0005931i,-0.00051241+0.0003689i,-0.00092462+0.00057169i,-0.00045533+0.00052216i,-0.00039074+0.00060964i,-0.00041955+0.00034317i,-5.8209e-05+0.00058699i
-0.00050413+0.0032194i,-0.00084678+0.0028122i,-0.00075078+0.0013127i,-0.00063335+0.00065958i,0.00022179+0.0015261i,0.00049391+0.0022047i,-0.00012084+0.0019712i,6.673e-05+0.0017877i,0.00024872+0.0015925i,1.4865e-05+0.00096709i,-0.00013672+7.8392e-05i,0.00031465-0.00028608i,0.00067261-0.00042929i,0.00014866-0.00063275i,-5.1945e-05-8.8909e-05i,-3.498e-05+0.00042694i,-0.00010455+0.00045485i,-8.6004e-05+8.5905e-05i,-0.00037558-0.00032379i,-0.00073383-0.00022322i,-0.00065067+2.4046e-05i,-0.00017056+0.00036538i,0.00026613+0.00056075i
0.00040718-7.0447e-05i,0.00039529+0.00017864i,-0.00054423+0.00057427i,-0.00090029+0.0012621i,-0.00028868+0.0017467i,0.00083245+0.0021486i,0.00055781+0.0019657i,-0.00063301+0.0013998i,-0.0012444+0.00065195i,-0.00058835+0.00015609i,0.00030379-1.0274e-05i,-1.6208e-05+0.00028125i,0.00016034+0.00080042i,0.0005462+0.00035228i,0.00037547-0.00039459i,0.00023189-0.00060205i,-0.00024878-0.00045538i,-0.00089552+3.3749e-05i,-0.0010783-5.1553e-07i,-0.0016416+6.5575e-05i,-0.0014764+0.00025925i,-8.0274e-05+0.00066435i,0.00040504+0.0005947i
-0.00024093+0.00012987i,0.00025151+0.0003191i,4.6828e-05+0.00079518i,-0.00011691+0.0016534i,-8.8698e-05+0.0018248i,-1.2098e-05+0.0018607i,0.00049919+0.0020112i,0.00035361+0.0016832i,0.00021524+0.00099967i,0.00019409+0.00043839i,6.8996e-05+0.00037498i,0.00053056+0.00028333i,0.0011914+0.00023749i,0.0011627+0.00032682i,0.00075318-0.00078115i,0.00065911-0.0011283i,0.00040272-0.00041085i,0.0001248+0.00049969i,1.5432e-06+0.00094938i,-0.00039326+0.00033714i,-0.00026228-0.0011552i,0.00027305-0.00091965i,0.00069498-0.00030806i
9.4881e-06+0.0014018i,0.00099413+0.0013045i,0.0009967+0.00077327i,0.00089508+0.00073598i,0.0013573+0.0010016i,0.0015113+0.0005186i,0.00097674+0.00055134i,0.00030517+0.00077697i,0.00019126+0.00061577i,0.00074208+0.00047634i,0.00088234+0.00024912i,0.00081943+0.00043791i,0.00061045+0.00034265i,0.00037149+0.00013967i,0.0007555+0.00056726i,0.00072037+0.00067949i,1.3265e-06+0.00059105i,-0.00031582+0.00056853i,-0.0012079+0.0003334i,-0.0016397+0.00034949i,-0.00050458+0.00017562i,6.9286e-05-0.00033569i,0.00057231-0.00036431i
0.00027468+0.0011327i,-0.00090896+0.0012921i,-0.0016941+0.0015007i,-0.00095415+0.0015332i,0.00014984+0.0015758i,0.00049704+0.0022057i,0.00018593+0.0028206i,0.0001546+0.0020439i,0.00087872+0.0010507i,0.001333+0.00028129i,0.0011848-0.00033369i,0.00080898-0.00040029i,0.00041891-0.00057357i,-1.5373e-05-0.00053681i,-0.00039931+0.00037596i,-0.0008244+0.00051479i,-0.00061503+0.00030035i,-0.00045069+0.00054915i,-0.00010367+0.00085059i,0.00017114+0.00088214i,-2.5148e-05+0.00050052i,-0.0003467-0.00016841i,-0.00019768-0.00081441i
0.00034104+0.0012891i,0.0014007+0.0006295i,0.00084918+0.00079633i,0.00062854+0.00085943i,0.0012543+0.0012447i,0.00079961+0.0013873i,-0.00054514+0.001327i,-0.00092093+0.00069941i,-0.00010965+0.00055833i,0.00073771+0.00044337i,0.0013141-0.0007815i,0.00047397-0.0010287i,-0.0010221-0.00066539i,-0.00085451-0.00071972i,0.00013816-0.00071358i,0.00034167-0.00013796i,0.00014975-0.00026103i,0.00055912-0.00086152i,7.8384e-05-0.0010133i,-0.00048017-0.00036729i,-0.00031467+0.00038578i,-0.00019005+0.00023558i,-0.00021457+0.00011945i
0.00031316+0.0024261i,-0.0003463+0.0024937i,-0.00045032+0.0026642i,0.00069918+0.0026492i,0.0015467+0.002617i,0.0016066+0.0028485i,0.00095334+0.0026512i,0.00092938+0.0015214i,0.00048155+0.00053446i,-0.00010566-0.00050486i,0.00048161-0.0011898i,0.0007518-0.00064295i,-1.7625e-05+5.9474e-05i,-0.00065405+0.00013082i,-0.0010984-8.3502e-05i,-0.00031689-1.6854e-05i,0.00023506+0.00028145i,-0.00057405+0.00046508i,-0.001041+9.7272e-06i,-0.00083704+9.211e-05i,-0.00075459+0.00021729i,7.1513e-05+0.00018629i,0.00073532+0.00074286i
0.0013857+0.0023474i,0.0010088+0.0019381i,0.0001581+0.0005947i,0.00075195+0.00043564i,0.0013165+0.00090202i,-3.6317e-05+0.0010998i,-0.0006552+0.0011379i,-0.00030703+0.00075181i,-0.00039008+2.6221e-06i,9.3844e-05-0.00026657i,0.00018812+0.00013805i,-0.00011986+4.2467e-05i,-0.00031809+6.3663e-05i,-0.00031663+0.0005802i,-7.9101e-05+0.0005227i,1.3867e-05+0.00033184i,0.00011978+0.00021285i,-0.00059429+0.0002403i,-0.0012285+0.00039622i,-0.0010468-4.9937e-05i,-0.0010099-0.00062807i,-0.00062461-0.000422i,0.0001135+3.3612e-06i
0.00076546+0.00039248i,0.00071044-0.00034406i,0.0005143-0.00067468i,-4.9669e-05+0.0004267i,-0.00015894+0.0017833i,0.0007007+0.0025876i,0.00092601+0.0022951i,0.0011659+0.0012783i,0.00132+0.00084667i,0.00095084+0.0006909i,0.00033303+0.00049842i,0.0001792-0.00041998i,0.00086336-0.00087622i,0.0010281-0.00092651i,0.00093081-0.00089322i,0.00052293-0.00066156i,-2.3235e-07-0.00053488i,-0.00020726+0.00039217i,-0.00063283+0.00071099i,-0.00057024+0.00021949i,-2.9047e-05+0.00036144i,-6.7832e-05+0.00049999i,0.00038202+6.6458e-05i
0.0020277+0.00068501i,0.0022315+0.00094877i,0.00059833+0.00030029i,0.00023337+0.00091109i,0.0014325+0.0013228i,0.0013976+0.001611i,0.00058941+0.0015481i,0.0003378+0.0011699i,0.00022531+0.00048345i,0.0006996-0.00016476i,0.0012519-0.00028015i,0.0014092-0.00013117i,0.0014269+0.00032635i,0.00083725+1.1022e-05i,0.00016587-0.00081493i,0.00041609-0.00021032i,0.00010011+0.00049384i,-0.00069557+0.00021713i,-0.00036527-0.0004132i,-0.00061287-0.00085002i,-0.0008036-0.00019417i,-0.0004158+0.00032515i,6.2515e-05+0.00032968i
-0.00097493+0.0021636i,-0.00047847+0.0015874i,-0.00093536+0.00082289i,-0.0011047+0.00057071i,0.00026261+0.0013901i,0.0010767+0.0026655i,0.0010338+0.0025654i,0.00049056+0.00080883i,0.00013676-0.00035666i,0.00013473-0.00045428i,-9.4459e-05-0.00076899i,0.00043355-0.00097418i,0.0011498-0.00022465i,0.00015815+0.00012225i,-0.0010991-0.00025416i,-0.0010699+0.00011379i,9.1315e-05+0.0002635i,0.00064251+6.8759e-05i,0.00056921+0.00032368i,0.00048445+0.00031486i,0.00021813+0.0004061i,-0.00043934-4.0984e-05i,-0.00037598-5.8467e-05i
0.0017095+0.00093686i,0.001411+0.00014053i,0.00055799-0.00013293i,-0.00044977+0.00023093i,-0.00078935+0.0011767i,0.00026739+0.0016041i,0.00089015+0.001467i,0.00054108+0.0010229i,0.00078573+0.00062761i,0.001186-0.00014756i,0.00092505-0.00061547i,0.00039021-0.00057387i,0.00055344-0.00013107i,0.00016843+1.6071e-05i,-0.00046699-0.00086544i,-0.00080635-0.0012993i,0.00028413-0.00065289i,0.0014622+0.00026562i,0.00082423+0.0004897i,0.00044551-0.0005746i,0.00069325-0.0013923i,0.00045177-0.00093744i,-0.00062004-0.0002174i
0.0011973+0.0023816i,0.0011203+0.00062761i,0.0013317-4.0688e-05i,0.0012114+0.00092943i,0.00074009+0.0013218i,0.00062819+0.001263i,0.0005133+0.0019152i,0.00044962+0.0026451i,0.00041073+0.0016192i,0.00057902+0.0007748i,0.00075581-0.00033119i,0.00070079-0.00087905i,0.00044533+0.00010899i,-0.00013253+0.00067823i,-0.00038079+0.0004806i,-0.00062286-6.2298e-05i,-0.00064112-0.00025947i,-0.00028467-0.00052754i,-9.2742e-05+0.00016962i,2.0548e-05+0.00087651i,0.00052119+0.00059298i,0.00037275+0.00057516i,-0.00028984-8.8791e-05i
-0.0002429+0.0011315i,-0.00077661+0.0017278i,-0.00029519+0.0022017i,-0.00038112+0.0018061i,-0.00011285+0.0014272i,0.00031349+0.00053539i,-0.00032721+0.00052213i,-0.00043851+0.0013765i,-1.2019e-05+0.00090559i,1.2306e-05-0.00013924i,-0.00026182-0.00020873i,-0.00041906-9.5614e-05i,2.3355e-05-0.00016853i,-0.00011334+0.00011023i,9.4774e-05+0.00011482i,0.00019691-0.00041329i,2.0828e-05-0.00016062i,-0.00024085+0.00042993i,-0.00090812+0.0001239i,-0.0011238-1.4251e-06i,-0.00069304+0.00073407i,-4.8896e-05+0.00059825i,0.0001845+0.00032562i
-7.0582e-05+0.00080469i,-0.0005985+0.0011809i,-0.00087216+0.001088i,-0.00048402+0.0019622i,0.00063087+0.0032048i,0.0011229+0.0023807i,4.3677e-05+0.001613i,-0.00039953+0.0014229i,0.00012725+0.00096591i,0.00020327+0.00054187i,0.00028647+0.00029123i,0.00052613+0.00029599i,0.00044647+7.3817e-05i,0.0001732+0.00051695i,-0.00013198+0.0002019i,-0.00012786-0.00017309i,-0.00029968+3.9008e-06i,0.00028815-0.00037374i,0.00095028-0.00044961i,0.00055678-8.7636e-05i,3.0301e-05-1.9962e-05i,0.00032787-0.00031326i,-0.00018151-0.00041624i
0.0015928+0.0024156i,0.0022946+0.0015923i,0.00095445+0.00044909i,-0.0012255+0.00024011i,-0.00075749+0.00036249i,0.00036219+0.0008194i,0.00064605+0.0013871i,0.00085084+0.0016239i,0.00012177+0.001064i,-0.00049967+0.00028629i,-0.00020697-0.00098213i,0.000278-0.0017333i,0.00047985-0.00051546i,-5.5641e-05+0.00063421i,-0.00027061-0.00021446i,-0.00015216+0.00013756i,-0.0013734+0.001183i,-0.0022072+0.00088799i,-0.0016093+0.00054455i,-0.00075881+0.00015643i,5.0137e-05-0.00018352i,0.00039112-0.00010132i,0.00028716+0.00017141i
0.00086535+0.0014781i,0.00043914+0.0015964i,-0.00022045+0.00088529i,0.00084136+0.00059086i,0.0016505+0.0012703i,0.0012295+0.0023782i,0.00087533+0.0024156i,0.00035005+0.0012392i,-0.00030921+0.00045494i,-0.00034603+0.00069473i,0.00012231+5.1106e-05i,0.00026918-0.00027344i,0.00011452-0.00011461i,0.00029651-0.00018942i,0.00023494+0.00041467i,-0.00041999+0.00082218i,-0.00055007+0.00017862i,-0.00074248-0.00020608i,-0.0014012+0.00030708i,-0.0010047+0.00033063i,0.00021533+0.00016834i,0.00071728-8.7439e-05i,0.00071143-0.00023117i
0.00021785+0.00029455i,0.00017057-0.0010185i,-0.00042983-0.0009246i,0.00028616+7.0346e-05i,0.00058014+0.001092i,0.00025799+0.0020562i,-6.4513e-05+0.0017156i,0.00012598+0.0011292i,0.00049853+0.0010182i,0.0003991+0.0004808i,2.0891e-05+0.00040361i,-0.00026197+0.00011706i,4.7827e-05-0.0006154i,0.00070101-0.00055456i,0.00035328-0.0006356i,-0.00057426-0.0013584i,1.7112e-05-0.00062699i,8.6353e-05-0.00031815i,-0.00033675-0.0010816i,-3.0469e-05-0.00077377i,0.00024145+0.00061492i,0.00022702+0.0011305i,0.00039739+4.0133e-05i
-0.00049422+0.0011864i,0.0004178+0.0019992i,-0.00034073+0.0019085i,-0.00017423+0.0015507i,0.00098479+0.0016082i,0.001052+0.0011483i,0.00013715+0.00080943i,-0.00017523+0.00091648i,1.8368e-06+0.00084308i,3.9126e-05+0.00073327i,-0.00034902-0.00066149i,-0.00038533-0.0018097i,-0.00020214-0.0013726i,-0.00019555-0.00085388i,0.00034516-0.00067883i,0.00016979-0.0003156i,-0.00019453-0.00020161i,-4.9643e-05-0.00045763i,-0.00024122+0.00022656i,-0.0010094+0.0012446i,-0.0012393+0.00065903i,-0.00077936-0.00061694i,-0.00058386-0.00090427i
0.0020737+0.00039162i,0.0026291+0.00018285i,0.0014383-0.00072692i,0.0001718-0.0015701i,-0.00020369-0.00070814i,-0.00029056+0.0012643i,-0.00021828+0.0021298i,0.00010049+0.001928i,0.00024125+0.00049265i,0.00063664-0.00077762i,0.00072781-0.00081892i,-3.379e-05-0.00039733i,0.0001052+4.2915e-05i,0.00048743+8.1772e-05i,-0.00049841-0.00022717i,-0.00072234-0.00013816i,2.8056e-05+7.4845e-05i,0.00014468+0.00023201i,-0.00048763+5.3933e-05i,-1.3236e-05-0.0002617i,0.00026727-2.1456e-05i,-1.0324e-06-7.3476e-05i,0.00080364+7.82e-05i
-0.00022401-0.00078047i,0.00054934-0.00042843i,-0.00052822+3.1243e-05i,-0.0011325+0.00070079i,-7.7343e-05+0.0012963i,0.00090789+0.0022559i,0.0013507+0.0021775i,0.001244+0.0004521i,0.00071921+0.00010021i,0.00030247+0.00014724i,0.00085306-0.00026094i,0.0011461-6.4302e-05i,0.0006857-0.00011421i,0.0001954-0.00055593i,-0.00095892-0.00091424i,-0.0014447-0.00075965i,-0.00071067-0.00068142i,-0.00057683+1.9218e-05i,-0.00099344+0.00046677i,-0.00038087+0.00064988i,4.5262e-06+0.0010157i,-0.00021711+0.00063573i,-0.00015543+0.00048622i
0.0024111+0.0015837i,0.0016559+0.0013813i,0.00053607+6.8041e-07i,-0.00015427-0.00047839i,-0.00016798+0.00076263i,0.00014959+0.0025083i,0.00027366+0.002515i,-5.0401e-05+0.0013138i,7.5841e-05+0.0001299i,0.0003237-0.00062847i,-0.00019115-0.0004093i,-0.00042463+0.00020442i,7.8174e-05+0.00049218i,0.00035178-0.00016033i,-8.3399e-05-0.00045636i,0.00041478-1.6316e-05i,-0.00013443+6.1973e-05i,-0.0012485+0.00024674i,-0.00081096+0.0011857i,0.00019833+0.0012692i,0.00053811+0.00052207i,0.00036128+0.00027i,2.6188e-05-0.00029437i
0.0015101+0.00054346i,0.0023239-0.00046859i,0.0013263-0.00042705i,0.00018609+0.00057926i,0.00056218+0.0017781i,0.00046277+0.0020248i,0.00047016+0.0018125i,0.00068426+0.0015977i,0.00036904+0.001187i,0.00015118+0.00033107i,0.00069535-0.0004732i,0.00086216-0.00060141i,0.00076623+7.7959e-05i,0.00051369+0.00020847i,0.0002417+0.00011862i,0.00033531+6.7566e-06i,-0.00039391-0.00026616i,-0.00069164+0.00019484i,0.00017591+0.00027506i,0.00014635-0.00016109i,-0.00026918-7.563e-05i,0.00018619+0.00015159i,0.00055343+0.00016325i
0.00071073+0.00063979i,-9.0124e-05+0.00077896i,-5.212e-05-0.00019227i,4.5284e-05-0.0003195i,-7.4424e-05+0.0003496i,-0.00024828+0.0016504i,8.1856e-05+0.0027325i,0.00022342+0.0019686i,0.00044274+0.00045729i,0.00055725-0.00090941i,0.0006665-0.00091897i,0.00072306-8.541e-05i,0.00025998+8.146e-05i,0.00013127-0.00015078i,0.00022158-0.00064223i,0.0001493-0.00085973i,-0.00024346-0.00032515i,-0.00030018+6.5609e-06i,-0.00057203+0.00016268i,-0.00090656-9.7081e-05i,-0.00077972+2.1761e-05i,-0.00046645+0.00057883i,-5.7693e-05+0.00011654i
0.00044011+0.0013257i,0.0010744+0.00079907i,0.0017839+0.00018289i,0.0013421+0.00037018i,-0.00015975+0.0013149i,-0.00019749+0.0012013i,0.0005712+0.0012306i,0.00029162+0.0011905i,0.00016031+0.00014681i,0.00033523-0.00049252i,-0.00014994-0.00083483i,-0.00083891-0.0011608i,-0.00072535-0.00088762i,0.00025754-6.0075e-05i,0.00058822-0.00063937i,0.00031602-0.00075864i,0.00024199+0.0001858i,4.8893e-05+0.0007377i,-0.00042591+0.0011205i,-0.00034818+0.00047893i,-4.3866e-06+7.1959e-05i,-0.0001296+0.00035639i,-0.00011806+0.00028084i
0.0013781+0.00057553i,0.0013161+0.0011692i,0.00039171+0.000582i,-0.00017049+0.00066115i,-0.00096038+0.0019052i,-0.0011877+0.0027855i,-0.00065304+0.0024544i,0.00033383+0.0020532i,0.00054135+0.00067349i,0.00052354-0.0012118i,0.00074485-0.0010965i,0.00043401-0.00013376i,-0.00039843+0.00024138i,-2.7048e-05+0.0002041i,0.00078214+2.0248e-05i,0.00080727-0.0006549i,0.00081271-0.00052562i,-8.5516e-06+0.00035803i,-0.00054736+0.00096387i,-0.00097994+0.00013097i,-0.00088241-0.00054891i,-0.00047943+3.2257e-05i,-0.00026492+0.00023645i
0.00042771+0.00096329i,0.00091402+0.00079492i,-1.7087e-05+0.00061182i,-0.00090675+0.0010569i,-0.0010956+0.0014771i,-0.00081627+0.00081503i,-0.00043697+0.00089001i,-2.5812e-05+0.001312i,0.0005705+0.001304i,6.689e-05+0.00067432i,-0.0004899+0.00027035i,-0.00027805+6.1974e-05i,0.0004495+0.00025581i,0.00062367+0.00071186i,0.00036366+0.00086802i,-0.00020318+0.00041346i,-0.0002819-0.00070907i,-6.4645e-05-0.0012955i,5.009e-05-0.0010934i,0.00028742-0.00057875i,1.0141e-05-0.00070351i,-0.0002487-0.00043111i,-0.00048595-0.00048572i
5.8051e-05+0.0014776i,0.00083253+0.000409i,0.0010251+0.00016311i,-0.00019718+0.00049009i,-0.00077887+0.00056694i,-0.00086336+0.00048159i,-0.00063674+0.00073785i,-2.9664e-05+0.0015909i,-9.4166e-06+0.0016408i,0.0004138+0.0011862i,0.0010736+0.00085259i,0.00011359+0.0002616i,-0.00024484+0.00079543i,2.4467e-06+0.0011538i,-0.0001043+0.00078462i,-0.00018281+0.00018499i,-0.00079932-0.00011384i,-0.0010209+0.00018242i,-0.00072799+0.00013679i,-6.0348e-05+0.00020285i,-3.6874e-05+0.0003701i,-9.5134e-05+0.00039972i,9.8156e-05+0.00044171i
0.00063999+0.0023653i,0.0003451+0.0017662i,0.00014619+0.0010463i,0.00020506+0.0018233i,0.00031767+0.0024507i,0.00097331+0.0026102i,0.00096989+0.0023296i,0.0010299+0.0006318i,0.00097556-0.00043467i,0.00037171-0.00039304i,3.7827e-05-0.00037169i,-0.00012904-6.5331e-05i,-0.00015712-0.00056254i,-0.00011184-0.0012198i,-0.00041818-0.0011098i,-0.00060067-0.00011232i,-0.00066872+0.00028951i,-0.00043379-0.0002296i,4.9875e-05+7.1711e-05i,0.00028356+3.4838e-05i,0.00036436-0.00089223i,-0.00043487-0.0008285i,-0.00044532-0.00072767i
0.00046698+0.001578i,9.0814e-05+0.001015i,9.9363e-05+0.00040055i,-0.0001579+0.00055669i,1.4957e-05+0.0014166i,-0.00065102+0.0013213i,-0.0010112+0.0012363i,-0.00085627+0.00163i,-0.00065938+0.00070237i,0.00023276-7.0918e-05i,0.00010388-0.00019113i,-0.00025181-0.00042407i,2.0898e-05+0.0001086i,-0.00017267-1.9678e-05i,-6.811e-05-0.00045394i,-0.00027048-0.00013163i,-0.00105+8.3668e-05i,-0.00098892+0.00013637i,-0.00040302-0.0003434i,-0.0006452-0.00047275i,-0.00044201+0.00018359i,-3.0721e-05+0.00054661i,0.00021122+0.0003282i
0.0010273+0.00037991i,0.0009733+0.00050336i,0.00017628-4.0275e-05i,-0.00063416+0.00019926i,-0.00079608+0.0014545i,-0.00010649+0.0024469i,0.00059067+0.0022501i,0.0005115+0.0015535i,0.00014672+0.0011517i,0.00044678+0.00063062i,0.0010176-9.2873e-05i,0.00093501+0.00013743i,0.00074101+0.00051304i,0.00059656+0.00070607i,0.00028515+0.00030954i,0.00069272+9.1539e-05i,0.00083815-0.00025802i,0.00030177-0.00087581i,-0.00028615-0.00052164i,-0.00022013+0.00066377i,-0.0001929+0.0015029i,-0.00045082+0.0011055i,-0.00033357+0.00043036i
0.0020929+0.0008625i,0.0019892+0.00087312i,0.0010363-0.00013811i,0.00085968+0.0002557i,0.0011289+0.0016239i,0.00059107+0.0025465i,0.00042517+0.0027094i,0.0013258+0.00224i,0.001129+0.0015082i,0.00053147+0.00041949i,0.0003064-0.0001984i,0.00013618+0.00049638i,0.00014714+0.00087074i,0.00036263+0.00051332i,0.00042003+0.00064957i,-0.00019777+0.00087235i,-0.00059148+0.00044916i,-0.00043602-0.0001372i,-0.00010886+0.00068238i,0.00031004+0.0014086i,0.00069624+0.0010941i,0.00088931+0.0010833i,0.00052008+0.00062386i
0.0017068+0.0028988i,0.001275+0.0027266i,0.00078606+0.0016037i,-4.8184e-05+0.0013296i,0.00017076+0.0015413i,0.00041501+0.0016856i,-0.00014005+0.0016784i,-5.6769e-05+0.0012808i,0.00051034+0.001031i,0.00026225+0.00032721i,-0.00018225+0.00015641i,7.3927e-05-0.00053272i,0.00056658-0.00053015i,0.00072815+0.0007579i,0.001067+0.0010763i,0.0010259+0.00075066i,0.00022756+0.00018701i,-0.00019943-0.00022019i,1.2321e-05-0.00027756i,0.00050657+3.8643e-05i,0.00039064+3.2503e-05i,-1.213e-05-0.00031944i,-0.00024403-0.00034763i
0.001483-3.6055e-05i,0.00041625+0.00029749i,-0.0007419+0.00015801i,-0.00096639+0.00055877i,-0.00077255+0.0015356i,0.00020384+0.0026516i,0.0013701+0.0025449i,0.0013737+0.00080679i,0.00036367-2.4418e-06i,-0.00038639-7.6315e-05i,-0.00054422+6.5292e-05i,7.5945e-05+0.00086671i,0.00085905+0.00025763i,0.00068099-0.00089174i,0.00035859-0.00091985i,0.00025195-0.00066491i,-1.8878e-05-0.00064293i,2.4525e-06+2.9312e-05i,-0.00024978+0.00071974i,-0.00019119+0.00062064i,-0.00012179+8.4403e-05i,-0.00012216-0.00041153i,5.1476e-05+0.0001945i
0.0010048+9.3529e-05i,0.0014839-0.00071363i,0.00076675-0.00095157i,-0.00019302-0.00031259i,-0.00097823+0.00078457i,-0.00043101+0.0010317i,-3.3981e-05+0.00041546i,-0.00018735+1.7608e-05i,-0.00016014+2.2752e-05i,-0.0003074+0.00017821i,-0.0002221-0.0002287i,-0.00017676-0.0011027i,-6.31e-05-0.0012899i,0.00028043-0.00087884i,0.00029502-0.00069963i,0.00019185-0.0011193i,0.00034781-0.0012013i,0.00065051-0.00029482i,0.00081644+0.00027162i,0.0011238+0.00035307i,0.0017044+0.00080809i,0.001442+0.001087i,0.0004662+0.0008704i
0.00097596+0.0018378i,0.001354+0.0024434i,0.0016166+0.001358i,0.0011009+0.00069226i,1.0322e-05+0.0012904i,0.00044622+0.0017819i,0.00076654+0.0016286i,4.6994e-05+0.0020494i,-0.00042244+0.0020286i,-0.00058738+0.00068971i,-2.093e-05-0.00061234i,0.00011312-0.0011089i,-0.00020266-5.4121e-05i,0.00051061+0.00099122i,0.00049912+0.00088328i,-0.00014272-0.00024053i,0.00034182-0.00053875i,0.0009358-0.00011136i,0.00065676+0.00072313i,-0.0001523+0.0010921i,-0.00063552+0.0006422i,-0.00049114+0.00046753i,0.00035842+0.00046701i
