0.00039867+0.00087347i,0.00078486-0.001017i,0.00013545-0.0029949i,-0.00054196-0.0038663i,-0.0019515-0.0015165i,-0.0025591+0.0014657i,-0.0011752+0.0021223i,0.00077166+0.00096108i,0.0013614-0.00019162i,0.0010504-0.00072145i,0.00083665-0.0007986i,0.00036581-0.00069107i,-0.00091562-0.00022935i,-0.00099514+0.00033212i,0.00065442+0.00054493i,0.00094587-0.00029746i,-7.9518e-05-0.00038322i,-0.00033583-4.5623e-05i,-1.125e-05-0.00056147i,-0.00040065-0.00070846i,0.00017546-0.00047836i,0.00089776-0.0003548i,0.00017634-0.00017457i
-0.00047931-0.00093443i,-0.00015275-0.00016986i,-1.4184e-05-0.00049807i,-5.3485e-05-0.0011959i,-0.00018286-0.0020808i,-0.00011847-0.0024633i,0.00069612-0.0022672i,0.00045775-0.0010701i,-0.00060194-0.00017275i,-0.00088063-0.00023014i,-0.0011272-8.11e-05i,-0.0011672-0.00023218i,-0.00049471-0.00041428i,-0.00012709-0.00098247i,-0.00012159-0.0013825i,0.00029221-0.0012313i,0.00094331-0.00084851i,0.0011658+1.458e-05i,0.0010984+0.00049422i,0.00065191-0.00021155i,0.00049279-0.00081262i,0.00018407-0.00076429i,-0.00022975-0.00067652i
-0.0011014+0.0024656i,0.0011463+0.00214i,0.0023276+0.002055i,0.003743+0.00078999i,0.003858-0.00083803i,0.0019929-0.0021218i,-0.00022563-0.0025376i,-0.00050738-0.0010832i,-0.00026276+0.00085452i,0.00036539+0.00038704i,0.00076467-0.00086863i,-0.00055298-0.0011632i,-0.0016853-0.00070451i,-0.0013627+0.00013362i,-0.0011215+7.4218e-05i,-0.00065478+0.00010537i,0.00013649+0.00012094i,0.00022741-0.00028216i,0.00049614-0.0010065i,0.00028824-0.00084322i,-0.00015683+8.9638e-05i,-0.00044975-0.00030967i,-6.4256e-06-0.00082952i
-4.2257e-05+0.0020818i,0.00136+0.00097093i,0.0023344+0.00018723i,0.0032527+2.6798e-05i,0.0031714-0.00073138i,0.00051558-0.0023294i,-0.001302-0.0013864i,-0.0013043+0.0006794i,-0.00088859+0.0010963i,-0.00018352+0.00041942i,0.0001355-4.7207e-06i,-0.0007738+0.00013685i,-0.0015656+0.00014481i,-0.0011816+0.00029553i,-0.00052185+0.00031794i,-0.00043408+0.00088142i,-2.3665e-05+0.0010187i,0.00046495+0.00022143i,-8.1747e-06-0.00020798i,6.6289e-05-0.00012059i,0.00074785+0.00040473i,0.00082072+0.00093i,0.00081029+0.00063509i
0.0013348+0.0020414i,0.0031464+0.00040536i,0.0051656+0.0002411i,0.0037391-0.00019159i,0.001215-0.0019014i,0.00018198-0.0015685i,7.6961e-05+0.00022197i,0.00044478-0.00018825i,0.00017377-0.00095203i,-0.0010031+7.592e-05i,-0.0015184+0.00089471i,-0.00099147+0.00060594i,-0.00027586+0.00067749i,-0.00020194+0.0013507i,0.00054465+0.00090813i,0.00071108+3.7164e-05i,-0.00052951-0.00018703i,-0.001458-0.00043711i,-0.00084351-0.00077048i,0.00017087-0.00042281i,0.00030569-5.3605e-05i,0.0002731-0.00046401i,-0.00015787+5.9766e-06i
0.00055213+0.0019824i,0.0009642+0.00080638i,0.0022827-0.00076738i,0.0032831-0.0030719i,0.0027005-0.0036918i,0.00089982-0.0018924i,-0.00076571-0.00017607i,-0.00091733-0.00042299i,-0.00084365-0.00053123i,-0.0012816+0.00031863i,-0.0012375+0.0013321i,-0.00080052+0.0014232i,-0.00017316+0.00050455i,0.00056159+0.00055142i,0.0014318+0.0011323i,0.0012618+0.00070858i,0.00095645+0.00021532i,0.00061954-8.6197e-05i,-0.00025324-0.00030212i,-0.00036529-0.00040546i,0.00029828-0.00039532i,-4.3838e-05-0.00050567i,-0.0004681-0.00017286i
0.002779-0.0014261i,0.00076017-0.0026309i,-0.0015059-0.0041358i,-0.0022029-0.0050226i,-0.0022841-0.0036096i,-0.0011962-0.0012192i,0.00014728+0.00025699i,0.00084991+0.00032527i,0.00030008-8.2553e-06i,-0.00014452+6.9966e-05i,-0.00016382+2.8131e-05i,-0.00054469+0.00013608i,-0.00099786+0.00027256i,-0.00095725-0.00013169i,-0.00072758-0.00081i,-0.00069935-0.00062032i,-5.2165e-05-0.00039979i,0.00046761-0.00059566i,0.00053231-0.00073918i,0.0001064-0.00067569i,-0.00030111-0.0010147i,-0.00055835-0.00097194i,-0.00041456-2.6732e-05i
0.0014447-0.003301i,-0.00039582-0.0029444i,-0.0010186-0.0024207i,-0.00064534-0.0018713i,-0.00088156-0.0015129i,-0.00024467-0.00054363i,0.00095813+0.00024208i,0.00065499-0.00012041i,-0.00015912+0.00054115i,-0.00036248+0.0010544i,-0.00017956+0.00090258i,0.00039328+0.00072925i,0.00044683+0.00042312i,-0.00028754+0.00049209i,-0.00044743+0.00062198i,-0.00015849+0.00058645i,0.00020958+0.00057535i,0.0005796+0.00069093i,0.00086908+0.00025882i,0.00081914+2.5515e-05i,0.00013761+0.00068287i,-0.00028514+0.00073076i,0.00047995-0.00044431i
0.00060317+0.0019678i,0.0022363+0.0012755i,0.0032288+0.0015811i,0.0030498+0.0016151i,0.0025649-0.00027545i,0.0013616-0.0019449i,-0.00024483-0.0021563i,-0.0010792-0.0018153i,-0.00069641-0.0011781i,0.00015978-0.00084928i,0.00067362-0.0010139i,0.000523-0.00074695i,-0.00051772+2.0036e-05i,-0.0011577+0.00065717i,-0.00073371+0.0011849i,-0.0001496+0.001274i,0.00013759+0.001213i,-0.00018394+0.000471i,0.00043485-0.0003565i,0.0011721-0.00042613i,0.00028479-0.00027963i,-0.00051337-2.4674e-06i,0.00046287-0.00012029i
0.0011208+0.003048i,0.0013609+0.0020152i,0.0013739+0.00072271i,0.0013097-0.001534i,0.0010919-0.0028452i,-9.811e-05-0.0039361i,-0.00049842-0.0031949i,-0.00036974-0.0014144i,-0.00035881-0.0016431i,-0.00032346-0.0024108i,-0.00047525-0.0013054i,-0.00070451+0.00047114i,-0.00086662+0.0014719i,5.8394e-05+0.00081252i,0.0010726-0.00061702i,0.00088427-0.00078669i,0.00066977-9.7994e-05i,0.00068598-0.00021111i,0.00061802-0.00036092i,0.0007807-0.00057545i,0.0010861-0.00070944i,0.0010387-0.0007718i,0.00023021-0.00089082i
-0.00058469-0.00038923i,0.00075202-0.00085546i,0.00193-0.0014745i,0.0020212-0.0015815i,0.00099175-0.0018862i,-0.00039626-0.0023004i,-0.0008676-0.0018317i,-7.4821e-05-0.0013664i,0.0012607-0.0014181i,0.0012905-0.0010868i,-0.00021029-0.00045197i,-0.0013191-0.00040165i,-0.00035972-0.00064657i,0.0011205-0.00085958i,0.0007359-0.00058699i,-0.0004323+0.00023895i,0.00011665+0.00049636i,0.0007659+0.00028829i,0.0008516+0.00063741i,0.00091093+0.00033123i,9.7796e-05-0.00066485i,-0.00089818-0.0001722i,-0.00066958+0.00074433i
-0.0032553-0.00096774i,-0.0014076-0.00031572i,-0.00022157+0.00013685i,0.00043224+0.00092878i,0.0010706+0.0018006i,0.00098615+0.00085505i,0.00011016-0.00025561i,-0.00054056-0.00096041i,-0.00022616-0.0012688i,-0.00043997-0.00014319i,-0.00018467+0.00066886i,0.00058969-0.00031347i,1.7987e-05-0.0020222i,-0.00022579-0.0020895i,-3.1451e-05-0.00065869i,3.4904e-05-0.00017376i,7.8667e-05-0.00069193i,0.00044061-0.00077275i,0.00048837-0.0005463i,0.00032734-0.00053998i,-0.00012547-3.1323e-05i,-0.00083919+0.00081879i,-0.00082139+0.0010622i
-0.00090472+0.0009789i,4.2331e-05+0.0011026i,-0.00043957+0.001619i,-0.00046112+0.0012827i,0.00023501+0.00091339i,0.0004696+0.00068287i,0.00020367+0.00086707i,-0.00071668+0.00058467i,-0.00016362+0.00023769i,-4.835e-05+0.00050875i,-0.0004678+0.00098307i,0.00023111+0.00083381i,-6.417e-05-0.00060804i,-0.00095997-0.0010479i,-0.0012984-0.00010666i,-0.0014788-0.00029585i,-0.0010711-0.00014835i,-0.00085287+0.0002132i,-0.0012165-0.00056723i,-0.0010014-0.00087712i,-0.00021456+0.00017309i,0.00016985+0.00037686i,0.00016559+0.00014569i
-0.003038-0.0019576i,-0.0036601+0.00013148i,-0.0037928+0.0022741i,-0.0029118+0.0022478i,-0.0017448+0.0017795i,-0.00066126+0.0023768i,0.00029885+0.0013262i,0.000471+0.00036532i,-0.00041874+0.00056446i,-0.00041873+0.0010824i,0.00070106+0.00091424i,0.0011884+0.00076032i,0.00029703+0.00034351i,-0.00047189-0.00072825i,-0.00011434-0.00070984i,0.00062402+0.00038001i,0.00054459+0.00033442i,2.1304e-05-0.00066924i,-0.00021044-0.00061437i,9.5149e-05-0.00045521i,0.00030804-0.00028332i,-0.00026015-0.00038807i,-0.00055135-0.00081795i
-0.0025479-0.0016864i,-0.0027168-4.5512e-05i,-0.0034043+0.001348i,-0.0021856+0.0011835i,5.2524e-05+0.00066412i,0.0014814+0.00034456i,0.0011832-0.00027749i,-8.0492e-05-0.00071492i,-0.00095763-0.00040738i,-0.00079886+0.00026448i,-0.0003159-0.00017401i,-0.00012105-0.00060373i,0.00032935-0.00039001i,0.0011701-0.00048958i,0.0012825-0.0011258i,0.00078695-0.0016725i,0.00013313-0.0015903i,0.00010136-0.0011258i,0.00079562-0.00031163i,0.00016519-9.2804e-05i,-0.00053025-0.00036493i,-0.00092069-0.00059473i,-0.00073012-0.00068281i
-0.00077244-0.0044128i,-0.0010173-0.0034942i,-0.0014154-0.0026865i,-0.0017589-0.0016589i,-0.0016308-0.00074516i,-4.7071e-05-0.00023863i,0.00079389-0.00052869i,0.00022361-0.00082797i,-0.00013256-0.00011452i,-0.0004834+0.00042029i,-0.00064779+0.00015843i,-0.00028939-1.1115e-05i,0.00061589-0.00039952i,0.0010769+0.00035454i,0.00070291+0.00089372i,0.00036224+0.0009935i,0.00075335+0.00086899i,0.00098303-5.8994e-06i,0.0007313-0.00068528i,-0.00026744-0.00083525i,-0.00054875-0.00041475i,-0.00018036-7.1824e-05i,-0.00057255+0.00011433i
-0.0018834+0.0013782i,0.00025074+0.0015519i,0.0016909+0.0024943i,0.0022567+0.0028901i,0.0022903+0.0017698i,0.0017657-9.2317e-05i,0.0012974-0.00069255i,0.0015577-0.00025975i,0.0010695-0.0007233i,-0.00010291-0.0014972i,-0.00069555-0.00096413i,-0.00038622+5.8775e-05i,4.4679e-05+0.00047794i,-1.2971e-05+7.5863e-05i,-0.00070078-6.5177e-05i,-0.00075354+0.00016942i,-0.00058777-0.0001753i,-0.00021421-0.00085004i,0.00060244-0.0011549i,-1.0074e-05-0.00088753i,-0.0010172+0.0002112i,-0.00056456-4.2965e-05i,0.00038187-0.00059185i
0.0013408+0.0014948i,0.0010796+0.00041748i,0.0020603-0.00084654i,0.0024747-0.0027313i,0.0015077-0.0051188i,-0.0001249-0.0049847i,-0.0009325-0.0028669i,-0.00077977-0.00065925i,-0.00038237-0.00077294i,-0.00037227-0.00079032i,-0.00093006+0.00030733i,-0.001231+0.00071969i,-0.0003667+0.00066723i,-0.00033556+0.00085115i,-0.00042341+0.00087441i,0.00050194+0.00091779i,0.00075492+0.00044601i,0.00041272-2.7708e-05i,2.1872e-05-7.5144e-05i,-2.8835e-05-0.00028835i,0.00054594-0.00015918i,1.4664e-05+0.00010471i,-0.00066265+0.00017667i
0.00038708+0.000137i,0.0019058-0.0007471i,0.0033552-0.0012623i,0.0028984-0.001685i,0.0014729-0.0013023i,-0.00059998-0.00084652i,-0.001917-0.0010199i,-0.001497-0.00073539i,-0.001225-0.00045275i,-0.00045624+7.1483e-05i,0.00065068+0.00062339i,0.00076884+0.00071382i,0.00014333-3.0718e-05i,-0.00072079-0.0005834i,-0.00036861-0.00085285i,0.00025377-0.00082947i,0.00018574-0.00093005i,0.00065722-0.0019891i,0.00069725-0.001834i,-0.00032672-0.00018315i,-0.00089954+0.00028088i,-0.00024889-0.00024079i,0.00028759-0.00028503i
0.00087759+0.0012694i,0.0019897+0.00082357i,0.0034298-0.00038975i,0.0028394-0.002138i,0.00080995-0.0019601i,0.0006009-7.5647e-05i,0.00096778+0.00098067i,-8.3659e-05+0.00076126i,-0.0010253+0.00094991i,-0.00061109+0.0011051i,-9.5985e-05+0.00024918i,8.7932e-06-0.00035512i,-0.00063952+6.0953e-05i,-0.0012546+0.00062115i,-0.00075557+0.00050695i,-0.00071657-0.00062507i,-0.00033174-0.00076293i,4.2034e-05-0.00015483i,-0.00019365-3.4452e-05i,-0.0004413+0.00039049i,-0.00069411+0.0012367i,-0.0010881+0.00093592i,-0.00071461+0.00021822i
0.0006005+0.0013167i,0.00053475+0.00056194i,0.0017104+0.00080665i,0.0011895+0.001169i,-0.00081092-0.00064979i,-0.00032252-0.0015302i,0.00074198-0.00088495i,-0.00035468+0.001038i,-0.0013351+0.0019108i,-0.001826+0.0009987i,-0.0020161+0.00012095i,-0.0015019-0.00042443i,-0.0010145+0.00054514i,-0.0012681+0.0016952i,-0.00093436+0.0017202i,-0.00065347+0.0012401i,-0.00023167+0.0012841i,0.00032072+0.00075897i,0.00034519-0.00053722i,-0.00016902-0.00055665i,-0.00094018-0.00018216i,-0.0012307+0.00023952i,-0.00073858+0.00030147i
0.0011389+0.0015392i,0.0012558-1.3249e-05i,0.0026688-0.0013527i,0.0028243-0.002987i,0.0014139-0.0038689i,-0.00061019-0.0029481i,-0.0013092-0.00091632i,-0.00042935+0.0006152i,-0.00033074+0.00096178i,-0.00082641+0.00014833i,-0.0016614-0.00015457i,-0.0019462+0.00047251i,-0.0014353+0.0018284i,-0.00048066+0.0019514i,0.00024544+0.0011873i,-0.00033437+0.00070724i,-0.00080674+0.00036795i,-0.00047094+0.00021483i,0.00035479-0.00016018i,0.00015724-0.00014921i,-0.0013612-0.00051471i,-0.00078208-0.00048391i,0.00076196+0.00023105i
0.0013538+0.00029529i,0.0014319+0.00064948i,-5.4725e-05-0.00031757i,-0.00099608-0.00070066i,-0.0008332-0.0014118i,0.00014485-0.001876i,0.0011107-0.0014143i,0.0014011-0.00073522i,0.0010825-0.00071172i,0.00034848-0.0010102i,0.00010756-0.00030707i,0.00011555+0.00058055i,0.00055178+0.00065918i,0.0006237-0.00030787i,0.00015551-0.001054i,0.0010921-0.00013773i,0.0011871+0.00045256i,0.00066428+0.00014789i,0.00062516+8.1964e-05i,0.00029135-0.0001895i,-7.2982e-06-0.00038719i,-0.00055977-0.00034328i,-0.00098172-0.00062614i
0.001675-0.0011336i,0.0010453-0.00093865i,0.0014811-0.0018629i,0.0015795-0.003234i,0.00085642-0.0038443i,-0.00027856-0.0027558i,-0.0008199-0.0018565i,-0.00033535-0.0022119i,0.00068904-0.0023443i,0.0010126-0.0013909i,0.0021285-0.00060987i,0.0032726-0.00033691i,0.0023441-0.00013547i,0.0011774+0.00025622i,0.00064773+0.00078794i,8.8329e-05+0.00034529i,-0.00015699-0.00050963i,0.00035832-0.0013738i,0.00029754-0.0011131i,5.7181e-05-0.00027046i,-7.1614e-05-0.00012774i,0.00011092+5.5332e-05i,6.401e-06+0.00039306i
0.00029023+0.00095136i,0.00042695+0.0010151i,0.002649+0.00098448i,0.0030109+2.9102e-05i,0.0012575-0.0017378i,0.00054335-0.002164i,-0.00011984-0.0012929i,-0.00099347-0.00096728i,-0.0013778-0.001455i,-0.00091449-0.0018184i,0.00028021-0.0019884i,0.00064906-0.0020035i,-0.00023409-0.0008221i,-0.00097632-9.9238e-06i,-0.00030065-3.9739e-06i,0.00024571-4.4753e-05i,0.00042839-0.00018394i,0.00082551-0.00022785i,0.00043809+0.00012102i,-0.00030113+0.00020205i,-0.00012567+0.00065845i,0.00031599+0.001111i,0.000322+0.00040321i
0.0023347-0.001872i,0.0013597-0.0030077i,0.00057483-0.0042401i,0.00027531-0.0040527i,-0.00022326-0.0034575i,-0.0010067-0.0029362i,-0.001542-0.0019873i,-0.001748-0.00097052i,-0.0021265-0.00086184i,-0.0019067-0.00070026i,-0.0015728-0.00044382i,-0.0022858-0.00043409i,-0.0025836-0.00021659i,-0.0019274-0.00041899i,-0.00085524-0.00031956i,0.00068543-0.00011069i,0.0014035-0.0002293i,0.0011966-4.8878e-05i,0.0004581+0.00041566i,-0.00056693+0.00086232i,-0.00062792+0.00082638i,-0.00015005+0.00085148i,-0.00022347+0.00085787i
-0.00052105-0.0029721i,-0.00034804-0.0036254i,-0.00043303-0.0029002i,-0.00089758-0.00019131i,-0.0012928+0.0018761i,-0.0014381+0.0016031i,-0.00067797+0.0010852i,-0.00014353+0.0010275i,-0.0011072+0.00091627i,-0.0018332+0.0010507i,-0.0023642+0.0015449i,-0.0016984+0.0019857i,-0.00032985+0.0017793i,0.00038252+0.00075443i,0.00062237-6.906e-05i,-0.0001092-4.0172e-05i,-0.0007782+8.1417e-05i,-0.00031736-0.00024937i,0.00081988-5.7109e-05i,0.000803+0.00036362i,0.00029759+0.00087418i,0.00038571+0.0013439i,0.00061837+0.0012179i
-0.00039684+0.00077712i,0.0010654+0.000547i,0.0009796+0.00052946i,0.00076023+8.9559e-05i,0.00036864+5.8079e-05i,5.9686e-05+0.0007852i,0.0012017+0.0021033i,0.0016422+0.0028184i,0.00060742+0.0025838i,-0.00031628+0.0022039i,-0.00080262+0.0020084i,-0.00019209+0.00255i,0.00052257+0.0023749i,0.00064913+0.0010621i,0.00081139+0.00015107i,0.00056018+5.6929e-05i,0.00066798-1.7312e-05i,0.0010963+0.00030661i,0.00039786+0.00075108i,-0.00073764+8.594e-05i,-0.0015437-0.00055707i,-0.0013069-0.0010116i,-0.00066143-0.00078532i
-0.001381-0.00064804i,-0.0020345+0.0012552i,-0.0024122+0.0021508i,-0.0018844+0.0023276i,-0.00092582+0.0019196i,0.00098349+0.0021618i,0.0032897+0.001833i,0.0046598+0.00037651i,0.0041951-0.00062834i,0.0029303-0.00034652i,0.0019994-3.3616e-05i,0.0018924-9.0299e-05i,0.0019776-0.00030595i,0.0011123-0.00041454i,-0.00014659-0.00011238i,-0.00046618-0.00054067i,0.00025191-0.00051841i,0.00041119+0.00037449i,-5.9824e-05+0.00061316i,-0.00071103+0.00021423i,-0.0010414+0.00028508i,-0.0009478+0.00025872i,-0.00086996-0.00050214i
-0.0034835-0.0016844i,-0.0025763-0.0014764i,-0.0016419+5.872e-05i,0.0003982+0.0014992i,0.0028375+0.0009738i,0.0035943-0.00076841i,0.0040251-0.0026609i,0.0043742-0.004536i,0.0035519-0.0051225i,0.0021186-0.0035653i,0.0012355-0.0019347i,0.0014328-0.0016033i,0.00093402-0.0016562i,-0.0007989-0.0013577i,-0.0017518-0.001046i,-0.00068541-0.0013428i,-0.00020456-0.00073172i,-0.00035786+0.00013621i,0.00031523+8.0531e-05i,0.00032998+0.00010434i,-0.00041574+4.9178e-05i,-0.00033503+0.00026605i,-0.0005191+0.00042393i
-0.0016752-0.0027064i,-0.0011085-0.0017895i,-0.00050152+0.0002695i,-0.00074901+0.001082i,-0.0014291+0.00054545i,-0.0018296-0.0010619i,-0.0024034-0.0028003i,-0.0022053-0.0044468i,-0.0013708-0.0055358i,-0.00032697-0.0041301i,1.3389e-05-0.0019958i,-0.00061412-0.0019495i,-0.0013574-0.0020626i,-0.0012291-0.00074119i,-0.00049136+0.00021047i,-0.0004257-1.5711e-05i,-0.00098888+0.00030713i,-0.00085512+0.0008498i,-9.5308e-05+0.0008253i,0.0001918-9.3326e-05i,8.0387e-05-0.00088301i,-0.00011833-0.0011639i,0.00015078-0.00094628i
-0.0012514-0.0003825i,-0.001207+0.0011819i,-0.0014966+0.0019271i,-0.00044957+0.0019381i,0.00092362+0.0016216i,0.00080764+0.00017904i,-0.00067703-0.00090421i,-0.0030548-0.00097188i,-0.0051276-0.0013735i,-0.0046636-0.0014624i,-0.0032982-0.00054843i,-0.0027959+0.00025495i,-0.0018457+0.00069342i,-0.00049064+0.00075534i,-0.00013823-0.0001457i,-0.00043475-0.00068592i,0.00057973-0.0010841i,0.0010303-0.0013781i,0.00051863-0.001222i,0.00055101-0.00086037i,0.00033523+0.00019821i,0.00025521+0.00035354i,0.00055688+0.00024174i
0.00010059-0.00012347i,-0.00087032-0.0005446i,-0.00079141-0.00018258i,-0.00021914-0.00057675i,0.0002192-0.0021277i,-0.00037868-0.001777i,-0.0014855+0.00035228i,-0.0019751+0.0026619i,-0.0031193+0.0036773i,-0.0039773+0.0031043i,-0.0037342+0.0023114i,-0.0021212+0.0020069i,-0.00014665+0.0014349i,0.00089281+0.00063823i,0.00037379-0.00052207i,-0.00027026-0.00093635i,-0.00015623-0.00067922i,-0.00024733-0.00083865i,-0.00034808-0.0013645i,-0.00048854-0.0010168i,-0.0007373-0.00020047i,-0.00058649+0.00014155i,-0.00069437+0.00035607i
-0.00057985-0.00070308i,0.0005304-0.00068841i,0.0006399-0.00084257i,0.0001292-0.0016515i,-0.00067007-0.001226i,-0.0017769+0.00030858i,-0.00094163+0.0017338i,0.0012906+0.0029826i,0.0012752+0.0044011i,-0.00053367+0.0044051i,-0.00024804+0.0031548i,0.00099987+0.0018645i,0.00087657+0.00086863i,0.00026184+0.00035585i,-0.00043394-0.00098867i,-0.00056846-0.0010215i,0.00057142-4.1789e-06i,0.0012472+0.00056333i,0.00022129+0.00074335i,-0.00031189+0.00043167i,-0.00034857+0.00035403i,-0.000459+0.00048856i,-0.00015868+0.00066374i
0.00070932-0.00038645i,0.0018195-0.001435i,0.0020583-0.0021791i,0.001492-0.0019423i,0.0018928-0.00092402i,0.0029515+0.00077902i,0.0036226+0.0016539i,0.0049962+0.00091816i,0.0054807+0.00049625i,0.0035654+0.00089699i,0.0021026+0.00046205i,0.0015362-0.00078024i,0.00086884-0.001628i,-0.00014615-0.00077895i,-0.0007593+0.00031171i,-0.00042973+0.00051291i,0.00016352+0.00043799i,-3.2983e-05+0.0011803i,-0.0003467+0.001192i,5.5875e-05+0.0010952i,0.00081962+0.0013614i,0.00072778+0.00044805i,-4.4697e-05-0.00013351i
0.00023661+0.00026192i,-8.3938e-05+0.00055056i,-0.0012887+0.00065936i,-0.0012429+0.00053061i,0.0001664-0.00077922i,0.00083425-0.0021937i,0.0019929-0.0028241i,0.0033849-0.0036187i,0.003656-0.0048872i,0.0025029-0.0044834i,0.0014026-0.0035167i,0.00013329-0.0030119i,-0.00076237-0.0017442i,-0.00054274+1.3346e-05i,0.00028584+0.00084712i,0.00046128+0.00068061i,0.00067371+0.00010422i,0.0012994-0.00014105i,0.0017279+0.00035213i,0.0013885+0.00091783i,0.00046683+0.00096261i,-0.00038568+0.00058027i,-0.00075674-0.00010771i
-0.0012715+0.0027488i,0.00084729+0.0048347i,0.0025271+0.0046656i,0.0037148+0.001365i,0.0028856-0.0017668i,0.0014016-0.0029699i,0.00018884-0.0035716i,-0.0017524-0.0049104i,-0.0030372-0.0065611i,-0.0028431-0.005574i,-0.001692-0.003377i,-0.0010569-0.0020306i,-0.00041798-0.0017023i,0.00031586-0.0012911i,0.00016122-0.0004716i,-1.7466e-05-0.00036243i,-4.2561e-05-0.0012483i,0.00017085-0.001713i,0.0009853-0.0019019i,0.0010012-0.002215i,0.0002017-0.0019516i,-0.00082686-0.0011306i,-0.0013348-0.00032288i
9.7066e-06-0.00062176i,0.00076218-0.00012103i,0.000595+0.00019172i,0.00013384-9.5191e-05i,-0.00010155-0.00011864i,-0.0002935-0.00077961i,-0.0010596-0.00041458i,-0.0040469-7.4562e-05i,-0.0065064-0.00077308i,-0.0060484-0.00078774i,-0.0039472-0.00054363i,-0.0017345+0.00038675i,-0.000774+0.00050272i,-0.00048963-0.0002442i,-0.00035877+4.5263e-05i,-0.0001278+0.000383i,6.1782e-05+1.6862e-05i,1.3162e-05-0.00043523i,-2.4845e-05-0.00070313i,1.241e-05-0.00053324i,-0.00019044-0.00071903i,-0.00063713-0.0006897i,-0.00094584-8.4378e-05i
-4.7402e-05-0.00087199i,0.0001778-0.0016141i,-0.0003439-0.0023752i,-0.00015758-0.0019939i,0.00016886-0.0019519i,-0.00058025-0.002278i,-0.001553-0.0007141i,-0.0023788+0.0035445i,-0.003048+0.0059113i,-0.0027878+0.0048293i,-0.0016774+0.0034304i,-0.00033893+0.0019015i,0.00011596+0.00060076i,5.564e-05+0.0001867i,-0.0002199+6.5281e-05i,-0.00024419-0.00026717i,-0.00029507-0.00082256i,-0.00064189-0.00050676i,-0.00072657-0.00024494i,-0.00088714-1.296e-05i,-0.00025411+0.00021775i,0.00033028+1.1969e-05i,4.7065e-06-1.9269e-05i
0.00055989+0.00050328i,0.00063081+0.00024361i,0.00063694+0.00049141i,0.0010205+0.00087379i,0.00025654-8.541e-05i,-0.0005374-0.00079534i,-5.0115e-05+0.00092111i,0.0014861+0.0035526i,0.0030253+0.005552i,0.0024996+0.0054252i,0.00066486+0.0033809i,-0.00025562+0.0017998i,0.00019178+0.0011406i,-0.00012798+0.0010673i,-0.00040327+0.00087498i,0.00015364+0.00056823i,0.00043854+0.00065109i,0.00021038+0.0009382i,0.00035717+0.00057601i,0.00071175-0.00052857i,0.00063066-8.5982e-05i,0.00038535+0.00015192i,-0.00046616-0.00030892i
-3.6917e-06+0.002142i,-5.3677e-05+0.0014508i,0.0017083-0.00050421i,0.0018996-0.001962i,-0.0001562-0.0011642i,-0.00081147+0.00075733i,0.00082675+0.001385i,0.0035422+0.00020962i,0.004809-0.00052627i,0.0043918-7.6369e-05i,0.003074-0.00037027i,0.001302-0.000395i,-0.00071644+0.00094819i,-0.0011123+0.0010525i,-0.00043609-2.7175e-06i,-0.00021635+0.00031001i,-0.00019437+0.00056014i,0.00030134-0.00026331i,0.0016055-0.00060845i,0.0023777+0.00019981i,0.0023852+0.00071401i,0.0018833+0.00044382i,0.00082761-0.00068867i
-0.0015655+0.0017994i,0.00016631+0.001988i,0.00184+0.0020178i,0.00339+0.0014124i,0.0035921+0.00071978i,0.0034203-0.00024805i,0.0033189-0.0016629i,0.0024518-0.0035971i,0.0022794-0.0053505i,0.0024583-0.0049081i,0.0018622-0.0028409i,0.0009003-0.0018723i,0.0015173-0.0011437i,0.0021806+0.00049223i,0.001345+0.00010427i,0.0011553-0.00078256i,0.0015748-0.00042406i,0.0010054-0.00061805i,6.0638e-06-0.0017005i,0.00035131-0.0019174i,0.0004345-0.0010515i,0.00028113-0.00043507i,0.00020995-0.00029097i
-0.00099745+0.00017477i,-0.00039312-0.00024947i,0.001052+0.00027121i,0.002164+0.0013373i,0.0027995+0.000581i,0.0023866-0.00077029i,0.00024235-0.0022934i,-0.002169-0.0034969i,-0.0033784-0.0037217i,-0.0029185-0.0034201i,-0.0014353-0.0021429i,0.00011548-0.00076088i,0.0013106-0.00085503i,0.0015367-0.0012496i,0.00082436-0.00074458i,0.00057762-0.00011759i,0.00096316-0.00027855i,0.00052646-0.0010217i,0.00013112-0.0016485i,-0.00060925-0.0011717i,-0.0015316-0.00043413i,-0.0013692-0.00067729i,-0.00073126-0.00099603i
-0.0010544+0.0013882i,3.629e-05+0.0017373i,0.0012583+0.00064422i,0.0013292-0.00084896i,0.0012571-0.0024219i,0.00056707-0.0037758i,-0.00093082-0.0028267i,-0.0032464-0.00019785i,-0.0054216+0.0015202i,-0.0056211+0.0016197i,-0.0037234+0.0011528i,-0.0018388+7.5955e-05i,-0.00083587-0.00088806i,-0.00070656-0.0015244i,-0.0011313-0.0019033i,-0.00015446-0.0022917i,0.00093552-0.0020219i,0.00021368-0.00043459i,-0.00049857+0.00067832i,-0.00079809+0.00088705i,-0.0012401+0.00064061i,-0.00067866+0.00014598i,6.5765e-05+0.00083652i
