0.00039867+0.00087347i,0.00078486-0.001017i,0.00013545-0.0029949i,-0.00054196-0.0038663i,-0.0019515-0.0015165i,-0.0025591+0.0014657i,-0.0011752+0.0021223i,0.00077166+0.00096108i,0.0013614-0.00019162i,0.0010504-0.00072145i,0.00083665-0.0007986i,0.00036581-0.00069107i,-0.00091562-0.00022935i,-0.00099514+0.00033212i,0.00065442+0.00054493i,0.00094587-0.00029746i,-7.9518e-05-0.00038322i,-0.00033583-4.5623e-05i,-1.125e-05-0.00056147i,-0.00040065-0.00070846i,0.00017546-0.00047836i,0.00089776-0.0003548i,0.00017634-0.00017457i
5.5328e-05+0.0010266i,0.00076488+0.0018331i,0.00096916+0.00191i,0.0010623+0.0010851i,0.00061228+0.00031025i,-0.00047123-0.0016626i,-0.00067667-0.0016636i,-0.0002459+0.0016527i,-0.0006828+0.0043031i,-0.0015074+0.0044255i,-0.00062116+0.0029112i,-0.00045107+0.0013182i,-0.0017074-2.9491e-05i,-0.0019857-0.00012215i,-0.0012901-8.2031e-05i,-0.00086363-0.00064791i,-4.814e-05-0.00056232i,0.00066846+0.00022554i,0.000136+0.00022585i,-0.00082227+3.2379e-05i,-0.00087746+0.00073i,-0.00013464+0.0011992i,0.00012629+0.0011878i
-0.0014136+0.0011257i,-0.00060029+0.0017695i,0.00040621+0.0019671i,0.0014422+0.00093941i,0.0013328-4.0445e-05i,0.00054137+0.00022391i,0.00041067+0.00019989i,0.0010639+0.00069797i,0.0018933+0.0018636i,0.0017998+0.0023222i,0.0003671+0.0016819i,-0.0013785+0.0010183i,-0.0022223+0.0010342i,-0.0019602+0.00071149i,-0.0021532+3.1979e-05i,-0.0027424+0.00036629i,-0.0014743+0.0013354i,8.6957e-05+0.0016131i,-9.5652e-05+0.00044373i,0.00021919+0.00027785i,0.0004608+0.0016372i,-0.00048315+0.0016053i,-0.00057873+0.000744i
0.0039667-6.7853e-05i,0.0039831-0.002224i,0.0036405-0.0050434i,0.0028415-0.0052838i,0.00076707-0.0043729i,-0.0005696-0.0032298i,-0.00039397-0.001079i,0.00066988+0.00079211i,0.0020704+0.00041369i,0.0019195-0.00070654i,0.00093227+0.00033646i,0.00044278+0.0016402i,0.00011569+0.0019794i,0.00013391+0.0025653i,0.00042799+0.0034368i,0.00065732+0.0027056i,7.4522e-05+0.0011495i,-0.00030014-0.00017149i,0.00040633-0.0014226i,0.0012532-0.0015185i,0.0013894-0.0012162i,0.00099692-0.0012654i,0.00046154-0.00086834i
0.0020026+0.00031517i,0.0021845-0.00056365i,0.0017575-0.0020163i,0.00036385-0.003332i,-0.00067054-0.0033857i,-0.00024301-0.0013169i,0.00085024+0.0010826i,0.0023438+0.00069321i,0.0021624-0.001098i,0.00081457-0.0021829i,-0.00024884-0.0014914i,-0.00028332+3.7526e-05i,0.00080275+0.0017142i,0.0015097+0.0016858i,0.0017347+0.00067346i,0.002179+0.0010376i,0.0020742+0.00060065i,0.0012596-0.00083308i,0.00092706-0.0015551i,0.00078112-0.0013462i,0.0005513-0.00070756i,0.00013859-0.00044981i,-0.00056582-0.0010967i
-0.00056851-0.0013213i,-0.0019422+0.0009774i,-0.0021206+0.0023763i,0.00014407+0.0027893i,0.0007991+0.0023252i,0.00015878+0.0012788i,0.0019463-0.0003184i,0.0038195-0.002212i,0.0023819-0.002891i,5.864e-06-0.0020699i,-0.00026078-0.00061526i,0.0015672-0.00059895i,0.0030396-0.0014451i,0.0032608-0.0012569i,0.0031653-0.00088143i,0.0020764-0.00071168i,0.0013386-0.00086017i,0.001057-0.00072359i,-1.8153e-05-0.00042876i,-0.00028607-0.00066111i,-0.00016121+7.6315e-05i,-0.00070202+0.00068156i,-0.00055494-0.00052567i
-0.0027314-0.0015018i,-0.0034652-0.00315i,-0.0018881-0.0042514i,0.00015956-0.0033265i,0.0017986-0.0018576i,0.0019748-0.00090073i,0.00089722-0.0024347i,-0.00069476-0.0044449i,-0.0026701-0.0043238i,-0.0020691-0.002129i,-0.00051624-0.00060188i,-0.00012904-0.0014452i,-0.00058951-0.0025053i,-0.0019344-0.0023354i,-0.0021015-0.0017371i,-0.0014115-0.00088546i,-0.0011712-0.00028473i,-0.00090628+0.00062097i,-0.00096325+0.0010171i,-0.0011182+0.000968i,-0.001349+0.0009477i,-0.0016012+0.0013271i,-0.0014373+0.0015443i
0.0029863-0.001615i,0.0030202-0.0015487i,0.0022199-0.0012456i,0.0018285-0.00057944i,0.0014846-0.0011404i,-9.4601e-05-0.0020305i,-0.0025278-0.001497i,-0.0045549-0.0010222i,-0.0046331-0.00027515i,-0.0034408+0.00052086i,-0.002422+0.00019584i,-0.0032271-0.00048541i,-0.0042305-0.00038461i,-0.0029289-0.00051595i,-0.0013361-0.00026109i,-0.0003086+0.00056373i,0.00025072+0.00027167i,0.0002434-0.00026347i,0.00043609+0.00034092i,0.00072474+0.0014061i,0.00082245+0.0017816i,0.00082006+0.0016924i,0.00085345+0.0014482i
0.0018761-0.0006249i,0.0018618-0.00028878i,0.00085247-0.0023854i,-0.0017779-0.0036462i,-0.0027995-0.0026053i,-0.00092824-0.00051008i,-0.0011762+0.00062278i,-0.0030314+0.0027763i,-0.0025339+0.0048857i,-0.00099285+0.0043896i,-0.0009677+0.0030599i,-0.0020215+0.0032225i,-0.001621+0.0039324i,-0.00065298+0.0033376i,-0.00054162+0.0025043i,-0.0010286+0.0021036i,-0.00047456+0.0015169i,0.0010384+0.00065159i,0.0013685-0.00013195i,0.001021-1.1874e-05i,0.00021421+0.00096192i,4.2666e-05+0.0014103i,0.0010195+0.0010107i
0.00032154+0.00033901i,0.00085965+0.0014498i,0.0024433+0.0010028i,0.0021756+3.0252e-05i,0.00059202-0.00162i,0.00018833-0.00042019i,0.0014445+0.00369i,0.0028245+0.005855i,0.0038428+0.005603i,0.0031402+0.0038422i,0.00081181+0.0026453i,-0.00037906+0.0034529i,0.00039534+0.0042436i,0.0014124+0.0033497i,0.0015976+0.0012956i,0.0015697-4.0428e-06i,0.0013858-6.4222e-05i,0.0007902-0.00044098i,0.00051619-0.0011674i,-0.00030011-0.0011604i,-0.00065483-0.0012932i,-0.00031546-0.00159i,-3.0428e-05-0.0011598i
-0.0013058-0.0022763i,-0.00174-0.0024486i,-0.002037-0.0017515i,-0.0019809-0.0016794i,-0.00068736-0.002284i,0.00090495-0.0025084i,0.0035094-0.0013686i,0.0075057-0.00057909i,0.0091607-0.0011624i,0.0061913-0.0013527i,0.003275-0.0010225i,0.0034265-0.00019974i,0.0040643+0.00078514i,0.0042273+0.00054669i,0.0030735-0.00028945i,0.0015424-0.00067392i,0.0013894-0.00094547i,0.00066527-0.0013614i,-4.4871e-05-0.0011395i,-0.00044033-0.00053323i,-0.00044958-0.0010294i,-0.00037659-0.0016118i,-0.00033024-0.0011844i
0.0024703+0.00036893i,0.0021919-0.0002067i,0.0026692-0.0014976i,0.0037043-0.0022571i,0.0032565-0.0033772i,0.0012938-0.0050636i,0.0015344-0.0073196i,0.003997-0.010078i,0.0043386-0.01039i,0.0019178-0.0078067i,0.0010751-0.0053408i,0.0017902-0.0045917i,0.0019959-0.0047711i,0.00062649-0.0041112i,-0.00056253-0.0027082i,-0.00013714-0.0011596i,0.00079622-0.00024798i,0.00072589-0.00019804i,0.00058296-0.00052978i,-0.00033966+3.7546e-05i,-0.0012694+0.00021258i,-0.0013952-0.00091728i,-0.0011423-0.0012997i
0.0023556+0.0031658i,0.0039338+0.0032817i,0.0045726+0.0025571i,0.0022995+0.00076653i,-0.0008033-0.0019456i,-0.0031897-0.0036667i,-0.0054176-0.0056643i,-0.0074196-0.0082541i,-0.0081594-0.0084624i,-0.0068135-0.0058862i,-0.0037246-0.0037961i,-0.0014428-0.0038947i,-0.0020263-0.0043008i,-0.0025853-0.0034437i,-0.0010357-0.0014302i,0.00014763+2.1654e-05i,-0.00017179-0.00023467i,3.7606e-05-0.00080071i,5.2728e-05-0.00021954i,-3.1109e-05+6.3413e-05i,-1.3792e-05-3.893e-05i,-5.3533e-05-0.00033046i,-0.00040184+0.00039908i
-0.00027384-0.0016612i,-0.00056267-0.00052591i,0.00054293-0.00045316i,0.0012878-0.00187i,0.00020403-0.0017242i,-0.0015071+0.00094953i,-0.0053549+0.0032588i,-0.010816+0.0037259i,-0.01298+0.0042494i,-0.0098848+0.0048378i,-0.0057026+0.0038791i,-0.0044994+0.0020871i,-0.0052514+0.0015726i,-0.0045768+0.0020487i,-0.0024195+0.0025287i,-0.0010382+0.0026471i,-0.00052611+0.0022007i,0.00041602+0.0015879i,0.0014364+0.0013162i,0.0013447+0.00091787i,0.0013236+0.00059105i,0.001652+8.0788e-05i,0.00066576-0.00038602i
-0.0005113-0.0025901i,-0.0020459-0.0034602i,-0.0039459-0.0033323i,-0.0040249-0.0012141i,-0.0032093+0.0001741i,-0.0012929+0.002434i,0.0001638+0.0070125i,-0.00016268+0.012499i,-0.00029641+0.014693i,0.0012415+0.011565i,0.0014566+0.0067961i,-0.00033377+0.0049318i,-0.0011418+0.0054189i,0.00019534+0.0048888i,0.0008967+0.0028173i,0.0003345+0.001416i,0.0001803+0.00045065i,0.00027214-0.00039705i,0.00056056-0.00075397i,0.00035138-0.00012934i,0.00090867+0.00058297i,0.0020143+0.00038637i,0.0019602+0.00016376i
0.00090322-0.0015072i,0.0027723-0.001819i,0.0034928-0.0030735i,0.0039532-0.0031508i,0.0043945-0.0029869i,0.0052216-0.0016728i,0.0076149+0.0016843i,0.012137+0.0058331i,0.014343+0.0061937i,0.011232+0.0030193i,0.0062736+0.0020382i,0.0037889+0.0033667i,0.0033117+0.0038744i,0.0033253+0.0021792i,0.0027675+0.00011951i,0.0013562-3.8158e-06i,0.00050083+0.00020888i,0.00086808-0.0003172i,0.00084463-0.00056642i,0.00027805-0.001002i,-0.00028296-0.001562i,-0.00049483-0.00093558i,0.00017305-5.2725e-05i
0.0048989-0.00027998i,0.0051828+0.00090402i,0.0045479+0.00045738i,0.0031992-0.00082219i,0.0024756-0.0029019i,0.0038041-0.0055124i,0.00764-0.0079448i,0.011996-0.010496i,0.012482-0.012626i,0.0076363-0.010665i,0.0032166-0.0050173i,0.0029134-0.0010757i,0.0033805-8.6424e-05i,0.0027369-0.0013371i,0.0014154-0.0024715i,-4.1175e-05-0.0014028i,-0.00069844-0.00016043i,-0.00035407-0.00093614i,-2.7137e-05-0.001689i,-0.00075579-0.0011856i,-0.0013276-2.0474e-06i,-0.00076745+0.00049257i,0.00048637-0.00017773i
-0.00063568+1.9375e-05i,-0.001501-0.0015142i,-0.0015133-0.0026757i,-0.00068762-0.0036198i,-0.00028785-0.0046684i,0.00060504-0.0070122i,-0.00011834-0.010641i,-0.0037218-0.014387i,-0.0068172-0.015329i,-0.0072742-0.011882i,-0.0047617-0.0073542i,-0.0014668-0.005058i,-0.00081626-0.0050074i,-0.0023016-0.003721i,-0.0022555-0.0017674i,-0.00080353-0.00147i,-0.0012334-0.0012562i,-0.0019197-0.00062371i,-0.0010409+0.0003004i,-0.00063514+0.0010161i,-0.00069337+0.0007291i,-0.00089083-0.00015428i,-0.00099667-0.00018553i
0.0010846-0.00067131i,0.0014138+0.00028185i,0.0011586+0.001589i,-0.00020304+0.0020083i,-0.0020125-5.2345e-05i,-0.0048747-0.0029908i,-0.0088368-0.003864i,-0.014739-0.0034439i,-0.018151-0.0022535i,-0.015559-0.00097264i,-0.0095796-0.0013695i,-0.005907-0.0021815i,-0.0057952-0.0015809i,-0.0052995-0.00052966i,-0.0033507+0.00074054i,-0.0015651+0.0012592i,-0.00031503+0.001047i,0.00070768+0.0014941i,0.0011068+0.0011087i,0.0014616+0.0005838i,0.00075713+0.00076708i,-0.00084203+0.00063682i,-0.0010322+0.00066335i
-0.00027502-0.0011465i,0.00016751-0.0018021i,0.00015336-0.0031423i,-0.00031042-0.0023088i,-0.001645+0.0009136i,-0.0035177+0.0054461i,-0.0063637+0.009989i,-0.0077731+0.013235i,-0.0070104+0.014797i,-0.0048857+0.012425i,-0.0023777+0.0068072i,-0.0034862+0.0031341i,-0.0049881+0.0030591i,-0.0026083+0.0034782i,-2.8135e-05+0.0030934i,0.00076828+0.0020451i,0.00070288+0.0007655i,0.00052063-0.00018342i,0.00077592+3.7015e-05i,0.00085701+0.00082096i,0.0007992+0.00062715i,0.00077027+0.00028963i,9.7895e-06+0.0003808i
0.0015433-0.0023096i,0.0014067-0.0015794i,0.00093612-0.0026639i,0.00076255-0.0015885i,0.0010602+0.0013545i,0.0010052+0.0037714i,0.0027599+0.0072396i,0.0075552+0.011422i,0.011299+0.011676i,0.01071+0.0078483i,0.0064899+0.0052334i,0.0025999+0.0051659i,0.0014049+0.0054124i,0.0017161+0.0041416i,0.0014698+0.0018809i,0.0015902-8.5971e-05i,0.0016389-0.0011632i,0.00061943-0.0013121i,0.00022338-0.0016945i,-0.00029321-0.0017757i,-0.00089227-0.00086498i,-3.2794e-05-0.00011099i,0.00065328-2.6231e-05i
0.00063029-0.0039132i,-0.0011507-0.0018263i,-0.0045031-0.0013249i,-0.0053348-0.00027877i,-0.0027894+0.00014751i,0.0018213+0.0028392i,0.0083571+0.0031377i,0.0133-0.0014475i,0.015019-0.006292i,0.011177-0.0076523i,0.0051178-0.0042414i,0.0031986+0.00025523i,0.0037046+0.0018189i,0.0032413+0.00082171i,0.0021572-0.00086483i,0.00074949-0.0012409i,-0.00048685-0.00081384i,-0.00028281-0.00055672i,-0.00021419-0.0014938i,-0.00051018-0.0027729i,-0.00064444-0.0013255i,-0.001146+0.00039585i,-0.0011343-0.00025754i
-0.012175+0.012542i,-0.0062116+0.012827i,0.003439+0.019296i,0.012196+0.015614i,0.019503+0.00778i,0.020711-0.0021853i,0.012605-0.0084094i,0.0042017-0.010913i,-0.00080112-0.011195i,-0.0014411-0.0084417i,0.00061393-0.0063212i,0.0013489-0.0065579i,-0.00080573-0.0075007i,-0.0036813-0.0072655i,-0.0051775-0.0045081i,-0.0044576-0.00093472i,-0.0022444+0.00029423i,-0.00047884-0.00092989i,0.0012344-0.0016461i,0.0028957-0.00099586i,0.0029534+0.00043392i,0.0025724+0.0011252i,0.0019832-5.3318e-05i
-0.0014143+0.0010737i,-0.00051591+0.0021448i,0.00045806+0.004769i,0.0011064+0.0034484i,0.0021288-0.001274i,0.0028025-0.0064677i,0.00099797-0.0086615i,-0.0043946-0.0072832i,-0.0095009-0.0050301i,-0.0095208-0.002345i,-0.0061468-0.0012801i,-0.0028383-0.0028713i,-0.0019613-0.003963i,-0.0029701-0.0028336i,-0.0031036-0.00085045i,-0.002174-5.0993e-05i,-0.00053918+0.000705i,0.00044453+0.0010289i,0.0005173+0.00064507i,0.00062221+0.00065974i,0.00060119+0.0006052i,-0.00039192-0.00012199i,-0.00096059-0.001257i
-0.00058268+0.0010989i,0.00070067+0.0011994i,0.00092374+0.0034998i,0.0015749+0.0041819i,0.0013474+0.00079688i,-0.0014191-0.0039032i,-0.0035973-0.0055529i,-0.0040135-0.002256i,-0.0050293+0.0033181i,-0.004117+0.0059491i,-0.001879+0.0040277i,-0.0014894+0.001421i,-0.0012097+0.00072301i,-0.0004672+0.00025668i,-0.00024623-0.00016982i,-0.00011897-0.00011221i,0.00070333+3.3234e-05i,0.00095734-0.00022i,0.00089653-0.00025648i,0.0013051-0.00024278i,0.00039302-0.00032464i,-0.00051473-0.00079886i,-0.00014185-0.00078626i
0.00078379+0.00068544i,0.0026089+0.0004736i,0.0032386-0.0012465i,0.0016778-0.0018733i,-0.0020273-4.5816e-05i,-0.0052303+0.00036823i,-0.0065809-0.001572i,-0.0034622-0.001018i,0.0014761+0.0019868i,0.00318+0.0036918i,0.0024769+0.0030824i,0.0014771+0.0020141i,0.001259+0.0023461i,0.0012732+0.0019613i,0.0013481+0.00031076i,0.0012598-0.00037036i,0.0008626-0.00020012i,0.00040903-0.00070935i,-0.00037985-0.0013314i,-0.00096355-0.00083636i,-0.001406+0.00022167i,-0.0010503+0.0006412i,0.00066836+0.00024779i
-0.0039666+0.0027516i,-0.0032085+0.0040465i,-0.0011275+0.0046228i,-0.0010417+0.0035875i,-0.0020419+0.0026304i,-0.0039173+0.0034773i,-0.0062256+0.0047131i,-0.0048326+0.0024403i,-0.00027534-0.00085821i,0.0020562-0.0022588i,0.0019738-0.0030119i,0.0013159-0.0021235i,0.000884-0.0014233i,0.00074046-0.0020327i,0.00019131-0.0017172i,-0.00011019-0.00078468i,-0.00025013-0.00040947i,0.00016199+0.00056905i,0.001016+0.00092514i,0.0010747+0.00113i,0.00073284+0.0018749i,0.0013474+0.001908i,0.0015175+0.0013872i
-0.0026473-0.00021536i,-0.0023555-0.00065858i,0.00032295+0.00078338i,0.0044642+0.0012716i,0.0053058+0.0022254i,0.0036411+0.0060896i,0.0018034+0.010025i,-0.00095037+0.0080128i,-0.0034633+0.0021645i,-0.0048691-0.0014218i,-0.0048837-0.0017907i,-0.0033734-0.0015207i,-0.001782-0.0016341i,-0.00073269-0.0017018i,0.00020355-0.00049186i,8.2849e-06+0.00093075i,-0.0004868+0.00065852i,-0.00056675-0.00071192i,-0.00018976-0.0017271i,0.00012227-0.001302i,0.00024796-0.00032039i,-0.00016484+0.00068965i,-0.00034334+0.00069793i
0.0028785+0.00022232i,0.003448-0.00082298i,0.004166-0.0019122i,0.0043192-0.002096i,0.006872-0.001493i,0.011354-0.00033004i,0.012958+0.0036669i,0.0080489+0.0071934i,0.0013464+0.0063349i,-0.0030161+0.0045054i,-0.0044717+0.0035978i,-0.0038745+0.00258i,-0.0031318+0.0012837i,-0.0021479+0.001206i,-0.0013611+0.0016617i,-0.0005008+0.0022673i,0.00025751+0.0020548i,-6.8688e-05+0.00045897i,-0.00070621-0.0014117i,-2.2439e-06-0.0024082i,0.0010619-0.0018827i,0.0013064-0.00046281i,0.00095338+0.0003522i
0.0014321+0.0018278i,0.0016595+0.0018148i,0.001633+0.00072118i,0.0017163-0.0010778i,0.0025761-0.0044114i,0.0061297-0.0089071i,0.011705-0.010196i,0.014042-0.0060414i,0.0094471-0.00077494i,0.0048945+0.0028074i,0.0032142+0.0038319i,0.0022024+0.002834i,0.00078238+0.0020019i,-0.00073242+0.0014313i,-0.001095+0.00057058i,-0.00090222+0.00015014i,-0.00050009-0.00014239i,0.0003035-0.00049435i,0.0010417-0.00080702i,0.00095372-0.0015178i,-0.00012735-0.0016914i,-0.0012652-0.00061048i,-0.0014151+0.00068094i
-0.0013623-0.00037769i,-0.00058729-0.00044208i,-0.00052013-0.00035224i,-0.0011409-0.00058113i,-0.0018203-0.0026272i,-0.0030876-0.0085497i,-0.0027299-0.015641i,0.0011877-0.017478i,0.0038154-0.012707i,0.0044505-0.0066806i,0.0050035-0.0036603i,0.0042975-0.0025089i,0.0027712-0.00054612i,0.00063303+0.00011093i,-0.00040596-0.00035463i,-0.00041979-0.00018773i,-0.00094419-0.00057967i,-0.0006197-0.00091948i,-0.00014762+0.00011601i,-0.00048134-0.00036297i,-0.00071425-0.0011822i,-0.00068729-0.00065006i,-0.00067325-0.00077777i
-0.0011102+0.002698i,0.0014229+0.0025402i,0.0035089+0.0014515i,0.0033134-0.00044833i,-0.00069441-0.001832i,-0.0083563-0.003182i,-0.015746-0.0062554i,-0.016023-0.0096743i,-0.0096417-0.0099794i,-0.0032126-0.0081953i,-0.00020156-0.0061594i,0.00033357-0.004791i,-3.7188e-05-0.0043196i,-0.00094776-0.0034951i,-0.00085019-0.00297i,-0.00040274-0.0022158i,-2.4999e-05-0.00088523i,0.00092336-0.00035931i,0.0011109-0.00014024i,0.00087022+0.00047416i,0.00045079+0.00083282i,-0.0009025+1.1705e-05i,-0.0015629-0.0010727i
0.0022757+0.00047009i,0.0039916-0.0016401i,0.0051714-0.001857i,0.0040994-0.00038136i,0.0018994+0.0015888i,-0.0036447+0.00618i,-0.010801+0.011898i,-0.014285+0.012623i,-0.012414+0.0074519i,-0.0082271+0.0024869i,-0.006547-9.9329e-05i,-0.0056951-0.00051336i,-0.0029642-0.00044193i,-0.0013297-0.00094219i,-0.00054509-0.00063665i,0.00024821-0.00025439i,0.00024116-0.00083812i,0.00063555-0.001357i,0.00078328-0.00062201i,0.00048241-5.0492e-05i,0.00040315-0.00024955i,0.00025711-0.00052696i,-0.00042246+0.00011447i
-0.00031286+0.0027889i,0.0014425+0.0031953i,0.0031346+0.0017137i,0.0036889-0.00042094i,0.0046417+0.00034867i,0.0072281+0.0044889i,0.0088365+0.012506i,0.0065962+0.017888i,0.0029849+0.016107i,-0.00043885+0.011284i,-0.0029755+0.0068516i,-0.0032332+0.0036687i,-0.0018785+0.0018644i,-0.0005459+0.00073559i,0.00015449+0.00033568i,0.00058679-0.00013801i,0.0011401-0.00047344i,0.0007803-0.00024469i,0.00023327+0.00020182i,0.00093962+0.00060696i,0.00093405+0.00072252i,0.00080996+0.00057132i,0.0007739-0.00014943i
-0.0031815+0.0020057i,-0.0021591+0.0029378i,0.0009922+0.0036496i,0.0050902+0.001608i,0.0084932-0.0021844i,0.01198-0.0053835i,0.016342-0.0043941i,0.019043-0.00076575i,0.01543+0.0019722i,0.008123+0.0036174i,0.0036301+0.0041715i,0.0016539+0.0037691i,0.00065298+0.0022094i,0.00055869+0.00025561i,-0.00021806-0.00033087i,-0.00087004-0.0002256i,-0.00082719+0.00016251i,-0.0003152+0.00079296i,0.00066686+0.00091073i,0.0014677+0.00093688i,0.0010534+0.00089885i,0.0008479+0.00026126i,0.0010067+4.2167e-05i
-0.00030676-0.0044891i,-0.0015053-0.0045605i,-0.001968-0.0036379i,-0.0027544-0.0039196i,-0.0039205-0.0053386i,-0.0019504-0.0091896i,0.0020194-0.015612i,0.0039126-0.018857i,0.0031958-0.015489i,0.0030673-0.008916i,0.0033831-0.0034524i,0.0029107-0.00077494i,0.002209+0.00099815i,0.001395+0.0013703i,0.00013561+0.0011069i,-0.00093508+0.0010561i,-0.0014774+0.0010384i,-0.0015192+0.0016601i,-0.0010239+0.0014658i,-0.0008052-4.818e-06i,-0.0007001-0.0002052i,-0.0005072+0.00051959i,-0.00066419+0.00070087i
0.00095724-0.001479i,0.0010385-5.7809e-05i,0.00023337+0.0019611i,0.0010563+0.0030391i,-0.0015538+0.0016662i,-0.008597-0.0023961i,-0.014872-0.0076276i,-0.016976-0.011012i,-0.014953-0.011302i,-0.0091461-0.0084913i,-0.0031502-0.0052097i,-0.00076502-0.0033563i,-0.0008435-0.0017088i,-0.00080313+3.372e-06i,-0.00011798+0.0013647i,-0.00018185+0.0012652i,8.7302e-05+0.0006313i,0.00069822+0.00056443i,0.00081687-0.00011678i,-7.3455e-05-0.00076913i,-0.00077988-0.00062605i,-0.001335-6.148e-05i,-0.0020997+0.00063657i
0.0040948+0.0022465i,0.0041053+0.0028646i,0.0032271+0.0029985i,0.002621+0.0021304i,0.0015929+0.0024857i,-0.002218+0.0069437i,-0.0085902+0.012447i,-0.012186+0.013282i,-0.010731+0.0097372i,-0.0069512+0.0054688i,-0.0040829+0.0018793i,-0.0029427+0.00075661i,-0.0028395+0.0011978i,-0.002193+0.00040666i,-0.0015579+0.00025534i,-0.001153+8.0125e-05i,2.8161e-07-0.00057403i,0.0013891-0.0015617i,0.0012991-0.0014916i,-0.00020988-0.0010176i,-0.0012178-0.0012048i,-0.0015304-0.00099684i,-0.0015737+0.00022119i
0.00051174-0.00016138i,0.00031339-0.00047139i,0.001374-0.0017324i,0.0032485-0.0014827i,0.0054296-0.00073221i,0.0088259+0.0037208i,0.012273+0.011114i,0.014685+0.015398i,0.013915+0.013896i,0.008408+0.0092638i,0.0030054+0.0046773i,0.00060109+0.0019254i,0.00067672+0.00076551i,0.0013531-0.00026987i,0.00069963-0.0006565i,6.901e-05-0.00092003i,0.00050889-0.0020833i,0.00077089-0.0022118i,0.00046571-0.0016725i,0.0011003-0.0012946i,0.00068359-0.0010803i,9.3887e-05-0.00075368i,0.00041716-0.00022859i
0.0015756-0.0021297i,0.0010394-0.002334i,0.0013242-0.0023386i,0.0016803-0.0032674i,0.0040627-0.0060187i,0.0095807-0.0086049i,0.017402-0.010681i,0.022662-0.011385i,0.020078-0.0089019i,0.012463-0.0047968i,0.006117-0.0016571i,0.0033884-0.00045175i,0.0030099-0.000598i,0.0028918-0.00079464i,0.0011845-0.001042i,-0.00012242-0.0012646i,-0.00045041-0.001824i,9.1743e-05-0.0010618i,0.0014623-0.00039791i,0.0017973-0.00040398i,0.00083312-0.00046254i,0.00046431-0.0010036i,0.00040987-0.0028341i
-0.00073865-0.00050196i,0.00030831+7.8197e-05i,-0.00061284-0.0010699i,-0.002305-0.002229i,-0.0014401-0.0051111i,-0.00079307-0.011998i,-0.0024052-0.021518i,-0.0050878-0.026747i,-0.0062842-0.022642i,-0.0048424-0.013229i,-0.002033-0.0057873i,7.0354e-05-0.003145i,0.0011201-0.0041236i,0.0014806-0.0045786i,0.00063419-0.003251i,0.00014639-0.0009712i,0.00031108+0.00025025i,0.00021314+0.0007698i,0.00068213+0.0011597i,0.0012383+0.00059788i,0.0014857-2.3565e-05i,0.0014137-0.0008349i,0.00085855-0.0020995i
-0.00061089+0.0020216i,-0.00056242+0.0036852i,-0.00084808+0.0036278i,-0.0013281+0.0011901i,-0.0063843-0.0017701i,-0.016442-0.002179i,-0.027069-0.0014459i,-0.032407-0.00058104i,-0.029093+0.00095707i,-0.019713+0.0011741i,-0.010874+0.00036495i,-0.0066941-0.0010848i,-0.0054498-0.0020678i,-0.0042413-0.0012452i,-0.0026696-0.00013961i,-0.0016547+0.0012456i,-0.00072504+0.0027751i,-9.9023e-05+0.002293i,0.00042262+0.00029811i,8.973e-05+0.00059763i,-0.00045557+0.0015296i,-0.0002354+0.001528i,0.00048321+0.0009762i
-0.0014669-0.0046486i,-0.001904-0.0043543i,-0.0022241-0.0013532i,-0.0028473+0.0041022i,-0.0051435+0.0099248i,-0.0087722+0.018014i,-0.013171+0.027714i,-0.014242+0.032453i,-0.011134+0.027504i,-0.0074502+0.01776i,-0.0050238+0.0096122i,-0.0028127+0.0058812i,-0.0020949+0.0056025i,-0.0030003+0.0048991i,-0.0027447+0.0035164i,-0.0016519+0.0029172i,-0.00042578+0.0026361i,0.0010538+0.0026155i,0.00072095+0.001225i,-5.9046e-05+0.00035685i,-0.00091215+0.0015341i,-0.0010709+0.0023807i,0.00092299+0.0030876i
0.0029666-0.0025106i,0.0035571-0.0013113i,0.0041777-0.00035035i,0.0039373+0.0010146i,0.0060745+0.0048433i,0.012191+0.013335i,0.021697+0.022887i,0.02828+0.024667i,0.025422+0.017922i,0.016728+0.010627i,0.0088352+0.0074495i,0.004687+0.0069852i,0.0029833+0.0062191i,0.0014543+0.005335i,0.00071751+0.0047915i,0.00055531+0.0028768i,0.00088814+9.4574e-05i,0.00057185-0.0010628i,-0.00020791-0.00074786i,-0.00067777-0.00098474i,-0.00055662-0.00018128i,0.00060436+0.002106i,0.0014072+0.0029062i
0.0009738+0.00074602i,0.00096093+0.0014315i,0.0027237-0.00012197i,0.0049499-0.0023172i,0.0096027-0.0045864i,0.021138-0.0084179i,0.034687-0.015282i,0.039532-0.022082i,0.031936-0.022051i,0.019874-0.014355i,0.011576-0.0065611i,0.0072215-0.0025388i,0.0057006-0.00089842i,0.0050956+0.00014308i,0.0032327+0.00031934i,0.0017075-0.00092171i,0.00081609-0.0026448i,-0.00052254-0.0031785i,-0.00055737-0.0032537i,0.00069024-0.0031067i,0.0012005-0.0016217i,0.00099736-0.00087731i,0.00012829-0.0015812i
