0.00068291+0.00064944i,0.0010579+0.00045996i,0.00084045-0.002054i,-0.00020781-0.003002i,-0.0016622-0.0014691i,-0.0011648+0.00067441i,-0.00032785+0.001993i,-0.00014808+0.0014365i,0.00096759+0.00013248i,0.0017018-0.00053208i,0.0012689-0.00076976i,-1.1941e-05-0.0010866i,-0.00093948-0.00078251i,-0.0013035-0.00022592i,-0.0008385+0.00020064i,-0.00075187-0.00022616i,-0.0010245-0.00021179i,-0.00023494-0.00040735i,0.0010368-0.00057424i,0.0010373-0.00013492i,0.00096858-0.000573i,0.00090045-7.1979e-05i,0.00051307+0.00037354i
0.0011968+0.0026841i,0.00067675+0.0013756i,0.00057485+0.00045374i,0.0013282+0.0011278i,0.0019104+0.0011228i,0.0018806+0.00059013i,0.00090193+0.0010093i,0.00036342+0.00033549i,-5.0466e-05-0.00053635i,-0.00022067-5.9529e-05i,6.8728e-05+0.00072236i,-3.7686e-05+0.00029354i,-0.00036655-0.0001961i,0.00018383-0.0006753i,0.00086185-0.0011457i,0.00051561-0.0006717i,-5.3653e-05+0.00056405i,0.00038589+0.0015516i,0.00037024+0.00088841i,-0.00026752-0.00012726i,-0.00036019-0.00047632i,-2.3159e-05-0.00026282i,-1.1834e-05+0.00024327i
0.00034186+0.0011648i,0.0016932+0.0015329i,0.0016242+0.001582i,0.0010248+0.00075872i,0.001309+0.00072687i,0.0014424+0.0011124i,0.00033663+0.0002305i,0.00029163-0.00046362i,0.00070956-0.00014489i,0.00012387+0.00031262i,-0.0004135+0.00046886i,-0.00026595+8.0535e-05i,0.00061866-0.00059684i,0.00085746-0.00072962i,0.0005338-0.00061026i,0.00033568-0.00045209i,-0.00025073-0.00045018i,-0.00082147-0.00046685i,-0.00037064-0.0001135i,0.00015845-0.00040319i,0.00027547-0.00021241i,0.0002991+0.00061414i,0.00022271+0.0007328i
0.00088268+0.00082081i,0.0018322+0.00069754i,0.0014574+0.00035484i,0.00018702-0.00031866i,-0.00069362-0.00010347i,-0.0011348-0.00038037i,-0.00089292-0.00080127i,-0.00035359+0.0002772i,0.00013599+0.00062389i,0.00047927-0.0001071i,-0.00014809-0.00024244i,-0.00028459+0.00023577i,4.9954e-05+0.00085726i,-0.00039513+0.00077203i,-0.00012761+0.00016598i,-0.00029097-0.00026881i,-0.00050507-8.1242e-05i,0.00024246+0.00010256i,0.0007664+0.00031556i,0.0005727+1.0756e-05i,0.00078422-0.00035485i,0.0014959-5.4532e-05i,0.00080848+2.5156e-05i
-0.0019887+0.00011629i,-0.00035878+0.0017588i,0.0013679+0.0025081i,0.001383+0.0010866i,0.00030159-8.9445e-05i,0.00016345-0.00065384i,9.3704e-05-0.00069506i,-0.00036922-0.00019211i,-6.4479e-06+0.00044935i,0.00021129+0.0004597i,-0.00013367+0.00014292i,0.00012255+0.00084825i,0.00095393+0.00067574i,0.0012906-0.00017989i,0.00074466-0.00083511i,0.00044661-0.00041392i,0.00073422+0.00036821i,0.00032294-0.0001762i,0.00016144-0.00055011i,0.0004661+0.00014808i,0.0004103+0.00067204i,0.00054597+0.00086109i,0.00051915+0.001152i
0.00014958+0.00032035i,0.0015824+7.0028e-05i,0.0019922-0.00053762i,0.00061886-0.00015149i,-0.00031913+0.00011628i,4.9516e-07-0.00024819i,0.00085852-0.00019006i,0.00090826-0.0005202i,0.00017588-0.00037693i,-0.0005774-0.00012395i,-0.00020165+7.169e-05i,0.00048359-0.00022247i,0.00085354-0.00058515i,0.00057927-0.0011805i,4.6873e-05-0.0012774i,0.0001242-0.00055811i,0.00064563-0.00038498i,0.00078191+0.00019798i,0.00062523+0.00090581i,0.00049628+0.00020854i,0.00026495-0.00040185i,-0.00022709-0.00013287i,0.00013895-0.00027469i
-3.5155e-05+0.0034025i,0.00084014+0.0023215i,0.0015765+0.00016437i,0.0010711-0.00072682i,0.00098184-0.00054119i,0.0014088-0.00014651i,0.0011369-0.00022069i,0.0005086-0.00063575i,0.00095672-0.0005478i,0.0011131-0.00022386i,0.00092409+0.00058812i,0.00041151+0.0012609i,0.00018737+0.00064785i,-0.0003141+0.00028139i,-0.00073341-7.5861e-06i,-0.0006864-9.9991e-05i,-0.00032959+6.846e-05i,6.067e-05+0.0002456i,-8.8038e-05+0.00018483i,-9.0074e-05+0.00019101i,-3.4421e-05+5.8732e-05i,-0.00047481-2.399e-05i,-0.0005334+0.00058003i
0.0014038+0.0038595i,0.0020979+0.0032255i,0.0017606+0.0015264i,0.0014945+0.00015898i,0.0011371-0.0013468i,-0.00042992-0.0022228i,-0.0013593-0.0012292i,-0.0015858-0.00011638i,-0.0014217+0.00062253i,-0.0007472+0.00059873i,-0.00092018-8.2841e-05i,-0.0010372-0.00048064i,-0.00065361-0.00041307i,-0.00051495-0.00016002i,-0.00048438-0.00068932i,-1.7908e-05-0.00022849i,-0.00043458+0.00077227i,-0.0003945+0.00053105i,0.00016383+0.00045287i,-0.0003689+0.0001067i,-0.00030855-0.0004962i,-3.7273e-05-0.00058084i,-7.3267e-05-0.00046771i
-0.001335+0.0013635i,-0.00078118+0.0017095i,-0.0013649+0.00087587i,-0.0015988+0.00064578i,-0.00076212+0.00065106i,0.00053954+0.00031705i,0.00067417+2.7125e-05i,0.00017754+0.00051364i,-4.6196e-05+0.00073526i,0.00019958-0.00016529i,0.00039796-0.0005701i,0.00010142-0.00010871i,0.00012634+0.00051533i,0.00028166+0.00087086i,0.00013635+0.00039794i,0.00040388+0.00024846i,0.00048978+0.00065763i,0.000277+0.00015379i,-0.00016099-0.00064509i,-0.00069799-0.0010758i,-0.00068629-0.00054703i,-0.00051779+0.00036756i,-0.00017668+0.00059817i
0.0011361-0.00048193i,0.0020084-0.00047826i,0.0028567-0.00056375i,0.0020635-0.00024248i,0.0012303+1.6237e-05i,0.00085941-0.00037525i,-0.00016456-0.00016799i,-0.00015347-1.3004e-05i,-3.1732e-05-0.00021789i,-0.00088123-0.00049515i,-0.0011747-0.00039306i,-0.0005196+7.001e-05i,-0.00041162+0.00074266i,-0.00027636+0.00043533i,0.00043203+6.1796e-05i,0.00057069+0.00024263i,0.00043661-3.4187e-05i,0.0008666+9.8821e-05i,0.0009728+0.00040843i,0.0002974-3.4457e-05i,0.00040276-0.00024835i,0.00073114-0.00031272i,0.0003621-4.925e-05i
0.0020603-0.0010075i,0.0016825-0.0017884i,0.0012938-0.0014905i,0.00012595-0.00074235i,-0.00089555-0.00022163i,-0.0015248+5.3997e-05i,-0.00095558+0.00065641i,3.8532e-05+0.0010609i,2.2478e-05+0.00061217i,0.00026952+0.00025226i,0.00053488+0.00078415i,0.00052614+0.0012359i,0.00031682+0.00099518i,-0.00014536+0.00036356i,-0.00014718-6.2083e-05i,-0.00025163-0.00041405i,0.00015236-0.0007295i,0.00056789-0.0010762i,0.00084548-0.0009488i,0.0015113+0.00024091i,0.0012317+0.00089268i,0.00059442+0.00019805i,-1.4375e-05+0.00011554i
0.0052764+0.0031439i,0.0062426+0.001905i,0.0058963+0.00024461i,0.0038558-0.0018923i,0.0015161-0.0025154i,-5.8875e-05-0.0021167i,-7.3421e-05-0.00079572i,0.00033396+0.00069365i,0.00054125+0.00065705i,0.00021979-0.00013275i,-0.000491+0.00016636i,-0.00096237+0.00052844i,-0.0014752+9.5273e-05i,-0.0016746-0.00042064i,-0.0015987-0.00085745i,-0.0012797-0.00035796i,-0.0001001+0.00016129i,0.00089217+0.00062536i,0.00012777+0.00094905i,-0.00033685+0.00065328i,0.00029243+5.8004e-06i,-0.00048433-0.00068263i,-0.0011214-0.00096468i
0.0015948+0.0029297i,0.0022766+0.0017957i,0.0016941+0.0010535i,0.00051168+0.00064891i,7.1783e-05+0.00048532i,-0.00014762+0.00026949i,-0.00057423+0.0002418i,-0.00023645+0.00067835i,6.2619e-05+0.00063715i,-9.1975e-05+0.00056556i,-5.4075e-05+0.00064228i,0.0002907+0.00028021i,0.00019939-0.00029317i,-0.00012185-0.00032207i,-0.00049655-0.00019849i,-0.00031888+0.00045057i,-0.00016532+0.0013032i,-0.00016676+0.0016386i,-0.00019045+0.0011125i,-0.00051651-0.00011815i,-0.00015998-0.00030816i,-6.0087e-05-0.0001904i,-0.00091791-0.00023313i
0.00053146+0.0031377i,0.00096963+0.0016694i,0.0011491+0.0011021i,0.001609+0.00061126i,0.0016632-0.00046975i,0.00040083-0.0007657i,0.00018238-0.00056213i,0.00076077-0.00050847i,0.0003673-0.00027179i,-0.00066546-0.00013166i,-0.0011562-0.00021881i,-0.00087095-0.00015627i,-0.0002078+9.0012e-05i,-0.00045481+0.00049258i,-0.0011091-0.00040551i,-0.0011106-0.00078782i,-0.00073455+0.00030036i,-0.00014816+0.00053966i,-0.00010634+7.0148e-05i,-0.00013836-0.0005171i,0.0005946-0.00056021i,8.5236e-05-9.484e-05i,-0.00083476-0.00037782i
-0.00085983-3.3345e-05i,-0.00019671+0.00032577i,-0.00077567-0.00042754i,-0.00080156-0.00077171i,-0.00032304+0.00048245i,0.00020596+0.0008132i,5.3004e-06+0.00028085i,-7.7443e-05+0.00038013i,5.4774e-05+0.00032119i,0.00028642+0.00068718i,-0.00041273+0.0014567i,-0.0014748+0.0011173i,-0.0010964+0.0003082i,0.00021407-0.00046264i,0.00074684-0.00067841i,0.00030886-0.00027536i,0.000527-0.00044559i,0.00037392-0.00091816i,-0.00054943-0.0012218i,-0.00035154-0.00063718i,-0.00043662+0.00012347i,-0.00085165+0.00040003i,3.244e-05+0.00052678i
-0.00067737+0.0016504i,0.0011863+0.0020957i,0.0016247+0.0017678i,0.0021155+0.00087069i,0.0026188+8.8937e-05i,0.0016777-0.00016208i,0.00016882-0.0001223i,-0.00064286+0.00025791i,-0.00055224+0.0006802i,-0.0005401+0.00037761i,-0.00026004-0.00082645i,0.00035299-0.0012731i,0.00077622-0.0002251i,0.00096309-0.00019197i,0.0011433-0.00033701i,0.00046022-0.00047292i,-0.00052569-0.00012099i,-0.00025812+0.0004132i,0.00023546+0.00032052i,0.00046507+0.00049606i,0.00043706+0.0003882i,5.579e-05-0.00031144i,-0.00020935-7.8085e-05i
0.0020864-9.2369e-05i,0.0019446-0.00046276i,0.0018283-0.0011972i,0.0017303+0.00017243i,0.0014254+0.0014694i,0.0010385+0.0014952i,0.00055353+0.0013608i,0.00042782+0.00090611i,0.00041778+0.00098431i,-0.00013098+0.001148i,-0.00044362+0.0011279i,-0.00015558+0.00067852i,-2.7894e-05+0.00018514i,0.00025289+0.00011434i,0.00049403-8.4474e-05i,0.00028963-0.00016493i,-0.00036143+0.00055535i,-0.00036268+0.00078921i,0.00057003+0.00027967i,0.00040585-0.00018061i,6.296e-05-0.00018596i,0.0004426-0.00036544i,0.00023545-0.00013735i
0.0010829-0.00060287i,0.0020193-0.001031i,0.0018578+5.1399e-06i,0.00045056+0.00052802i,-0.00022269+0.0012538i,1.6398e-05+0.001545i,0.00025651+0.00082411i,0.0001273+3.2188e-05i,-9.4788e-05-0.00031524i,-0.00011768-0.00039657i,-2.6367e-05-0.00049286i,9.8633e-05-0.00069671i,0.00012664-0.0001547i,3.8572e-05+0.00052331i,-0.00040775+0.00012747i,-0.00045924-0.0004119i,0.00013902+2.9276e-05i,0.000154+0.0010048i,-5.9423e-05-5.317e-05i,-0.00026375-0.00080728i,-0.00045354-0.00022201i,-0.00043316-0.00050909i,-0.00063389-0.00032489i
0.0008542+0.0019232i,0.0016505+0.0024481i,0.0011515+0.001408i,0.00062577+3.8508e-06i,0.00017248-0.00041226i,0.00035427+5.6793e-05i,0.00073436+0.00084978i,0.00067137+0.00057222i,-0.00019391+7.8249e-05i,-0.0011944+0.00055861i,-0.0010971+0.00099265i,-0.00022586+0.00059828i,0.00064777+0.00028516i,0.00090058-0.00023556i,0.00078414-0.00053409i,0.0012105-0.00010485i,0.00087346+2.9324e-05i,-0.00018049-0.00041228i,0.00018868-0.00049184i,0.0010286-0.00032174i,0.00092141-0.00083039i,0.0010023-0.00062693i,0.00018193-6.3476e-05i
0.001434+0.001697i,0.00047802+0.0023666i,0.00030847+0.001194i,0.00052661-0.0001789i,-0.00045584+1.7095e-05i,-0.00074304+0.00063417i,-0.00041816+0.00070318i,-0.00022386+0.00036491i,-6.6804e-05+0.00044054i,9.1017e-05+0.00019098i,0.00024814-0.00046239i,9.1509e-05-0.00027299i,0.0001956+0.00036043i,0.00084759+0.00052896i,0.00081831+0.00052549i,0.00040589+0.0005118i,0.00021637+0.00043133i,-0.00010584+0.00029693i,0.00011618+0.0001859i,0.00034535+2.903e-06i,-8.2125e-05+0.00040828i,-0.00031621+0.00098738i,-9.2138e-05+0.00046963i
0.00010281-0.0017692i,-0.00058942-0.0022855i,-0.0018696-0.0024877i,-0.0022342-0.0014672i,-0.00052257+0.00021039i,0.00075376+0.00075489i,0.00082618+0.00030993i,0.00094099-0.00017378i,0.00066633-0.0009365i,-9.1455e-05-0.00065813i,-0.0003312+0.00033939i,-0.00018226+0.00066583i,5.5018e-05+0.00033631i,0.00057569+0.00012332i,0.00090286+0.00043028i,0.00077106+0.00038681i,0.00025677+0.00037172i,-0.00015218-0.00032026i,0.00017496-0.0003177i,5.2835e-05+0.00047682i,-9.2886e-05-0.00045702i,-0.00034643-0.0010208i,-0.00045936-0.00026835i
0.00040316-0.00070239i,0.00034974-0.0010098i,0.00010005-0.00016003i,0.0003183+0.00065289i,0.00076002+0.00075098i,0.0010741+0.00064302i,0.00065035-0.0011011i,-0.00037469-0.0010881i,-0.00050156+0.00045908i,-0.00060417+0.0006442i,-0.0010959+0.00024904i,-0.0015423+0.00011815i,-0.001163+0.00049266i,-6.3499e-05+0.00029277i,0.00014723-0.00024092i,-0.00022567+0.00011995i,-0.00021524-3.6595e-05i,-0.0003051+0.00011073i,-0.00016861+0.00037919i,0.00029385-0.00045485i,4.3512e-05-0.00040295i,-0.00030452-4.0121e-05i,-0.0001638+0.00026919i
0.0016676+0.00030779i,0.0023871+0.00040292i,0.0014755+0.00010056i,0.00079532-0.00074837i,0.00012186-0.00082354i,-0.00051877-0.00030925i,0.00012773-0.00053678i,0.00084867-0.00056432i,0.00050717-0.00016238i,-5.4179e-05+0.00022318i,0.00024831+0.00022347i,0.00060035+0.00065024i,0.00062107+0.0008443i,0.00017165-0.00022422i,0.00059622-0.00027744i,0.00078619+0.00094537i,-0.00015342+0.00050939i,-0.001159-0.00058326i,-0.0014168+0.00019322i,-0.00052122+0.0010293i,-0.0004828+0.00086204i,-0.00067078+0.00017438i,-0.00044653-0.00014758i
0.0016095+0.0017548i,0.0013194+0.0017686i,0.0013103+0.0012675i,0.0010706+0.0010521i,0.00059791+0.0012461i,-0.00024496+0.00082365i,-0.00088224-0.00038072i,-0.00049539-0.00075445i,0.00021458+0.00041969i,0.00016255+0.00081311i,-5.8087e-05+0.00056593i,1.1321e-05+0.0005232i,0.00031599+0.0011438i,-9.8878e-05+0.00082191i,-0.0009701-0.00011602i,-0.00054934+0.00010431i,8.8811e-05+0.00057225i,0.00063525+0.00054517i,0.0010119+0.00051405i,3.4091e-05+0.00010219i,-0.00050857-0.00026156i,-1.0017e-05-0.00066284i,0.00045918-0.00054177i
0.00088143+0.00013491i,0.0010697-0.00081635i,0.001074-0.00091896i,0.00058181-9.1835e-05i,0.00013834+0.00056606i,0.00032481+0.00097541i,0.0003579+0.00081227i,-0.00019042+0.00040074i,-0.00065344-0.00022165i,-0.0010328+0.00010219i,-0.00083479+0.00015137i,-0.00057929-0.0004153i,-0.0001708+0.00024394i,0.00058199+0.00054142i,0.00031857-0.0004098i,0.00043635-9.7509e-05i,0.00035629+0.00070192i,-0.00026137+6.7664e-05i,-0.0002043+0.00012302i,-0.00022769+0.0008446i,-0.00040183+0.00027857i,-0.00044092+6.2514e-05i,-0.00052567+0.00027418i
0.00011365-0.00045471i,0.00039669-0.00076126i,-0.00083537-9.8817e-05i,-0.0011391-0.00010927i,0.00028467-0.00050475i,0.00084696-0.00054247i,0.00061705-0.00076285i,0.00067811-0.00025215i,0.0001665+0.00031854i,-0.00037202+0.00037672i,-0.00027531+0.00061043i,-0.00014667+0.00036943i,0.00034766+0.00035206i,0.00033557+0.00033196i,9.5063e-05-0.00019744i,0.00037442+0.00045386i,0.00019875+0.00071363i,-0.00049265+0.00012307i,1.5689e-05-0.0001482i,0.00077631-0.00065229i,0.00049852-0.00037413i,0.00018359+0.00061952i,-0.0009543+0.00072186i
-0.00043661+0.002811i,0.00067066+0.0035914i,-3.6856e-05+0.0037762i,-0.0006065+0.0035331i,-0.0006189+0.0022924i,7.3633e-05+0.00036929i,0.00011707-0.0013186i,-0.00038073-0.00063829i,-0.00026625+0.00026857i,0.00031793+0.00037173i,0.00018948+0.00071098i,-0.00011813+0.0006129i,0.00017291-0.00056677i,0.00022208-0.0010269i,0.00029485-5.1657e-05i,0.0010269-0.00028108i,0.0012081-0.00068758i,0.00023517-0.0003631i,-0.00084713+0.00013721i,-0.0010252+0.00019426i,-0.00079809+1.7074e-05i,-0.00083808-4.8914e-05i,-0.00050981+0.00032966i
0.00074922+0.00032654i,0.0014192-0.00094755i,0.0018582-0.0027953i,0.00045452-0.0018546i,-0.0018439-0.00034674i,-0.0025496+0.00020838i,-0.0013169+0.00064756i,-0.00029844+0.00017692i,0.0001003+0.0002928i,0.00059363+0.00022596i,0.00018881+0.00010919i,-0.00019683+0.0010577i,3.3305e-05+0.0012701i,0.00028384+0.0010221i,0.00017062+0.00075127i,-5.6892e-05-0.00016055i,0.00059492-0.00036435i,0.00064367-0.00042386i,0.0003228-0.00014406i,0.00016532+0.00054599i,0.00018152+0.00041037i,6.3129e-06+0.00030195i,-0.0010224+0.0005351i
-0.0013309-0.0024916i,-0.0014352-0.0019956i,-0.00062899-0.0010946i,-0.00057577+0.00068461i,0.00028903+0.0017712i,0.0012307+0.0018234i,0.00071445+0.00088857i,0.00025722-0.0006211i,-0.00019035-0.00084985i,-0.0002871-0.00029646i,-0.0001587+0.00040163i,0.0001715+0.00085041i,0.0010915+0.00062135i,0.0017554+0.00023826i,0.002133+0.00010448i,0.001405+0.00037411i,0.0001645+6.9169e-05i,-8.6327e-05-0.0003033i,0.00064728-0.00053129i,0.00097876-0.001101i,0.00056576-0.0011593i,0.00035056-0.00054829i,0.000278-0.00028544i
0.0025394-4.3068e-06i,0.0028022-0.0003057i,0.00237+0.00028254i,0.0014168+0.00057663i,0.00042746-0.00011542i,0.00051422-0.00062591i,0.0007428+6.2144e-05i,0.00071468+0.00047733i,0.00024597+0.00085133i,-0.00061173+0.00075004i,-0.00064937+0.00069838i,-0.00082898+0.0011135i,-0.00019362+0.0015259i,0.00033395+0.0011525i,-0.00026882+0.00020886i,-0.00063038-0.00029208i,8.711e-05-0.0002985i,0.00076621+0.00030599i,0.00044972+0.00035912i,0.00041545+5.4408e-05i,0.0001943-0.00029001i,-0.00038195-0.00054732i,-0.00032019+0.00018515i
0.0014999+0.0020057i,0.0018031+0.0019196i,0.0013374+0.00072363i,0.00070127+2.6037e-05i,0.00031067+0.0004005i,0.0011475+0.00036956i,0.0014052+0.00029406i,7.8646e-05+7.9735e-05i,-0.0010526-0.00030514i,-0.00085711-0.00047445i,-0.00059559-0.00038484i,-0.00054214+4.4092e-05i,0.00048347+0.00070762i,0.0011386+0.00056945i,0.00075873+0.00014241i,8.8479e-05-6.7961e-05i,-0.00011659+6.7925e-05i,-0.00013+0.00036008i,-2.1599e-05+0.00049494i,-1.835e-06+0.00029664i,9.5294e-05-0.00044355i,0.00022818-0.00082549i,-0.00036223-0.00047019i
0.00044123+0.00085581i,0.0011584+0.00060201i,8.3198e-05+5.7309e-05i,-0.001303+0.0004075i,-0.0015096+0.0011374i,-0.00056467+0.0012803i,0.00083389+0.00060106i,0.00092429-8.783e-05i,0.00030005-0.00047744i,9.3418e-05-0.00072599i,-0.00018755-0.00030632i,-0.00034015+0.00033081i,-0.00048137+0.00027583i,-0.00032951-0.00016579i,-0.00014709+0.00014483i,3.6447e-05+0.0002534i,0.00029265+4.12e-05i,0.00072368-0.00010835i,0.00097214-0.00029649i,-0.0001027-0.00034949i,-0.00050741-4.9281e-05i,-0.00021202-0.00010062i,0.00055074+0.00034414i
-0.0024347+0.00093659i,-0.0021379+0.0012771i,-0.0018658+0.0017281i,-0.00062038+0.0023622i,0.00055439+0.0015526i,0.00034539-0.00059942i,-0.00046379-0.0012498i,-0.00061198-0.00061265i,-0.00018298+0.00038134i,-0.00010089+0.0011036i,-0.00060376+0.0004729i,-0.00048828-6.1002e-05i,0.00068242+0.00017542i,0.00089292-0.0001793i,0.00039215-0.00059644i,0.00025893-0.00071404i,0.00024159-0.00028724i,-0.00022783+0.00013716i,-0.00050305-0.00058219i,-0.00043251-0.0010079i,-0.00013069-0.00074935i,3.9608e-05-0.00039202i,-0.0002116-0.00048253i
-0.00068905+0.0013839i,0.00031058+0.00078417i,0.00023045+0.00047389i,-0.00043359+0.0006022i,-0.001027+0.00059929i,-0.00090247+0.00084705i,-0.00022047+0.00022349i,-0.00021276-2.8931e-05i,-0.0004383+0.00063873i,7.2985e-05+0.00084541i,0.00034564+0.00064708i,0.00041857+0.00063858i,0.00023265+0.00065382i,0.000348+0.00031149i,0.00092404+7.7387e-05i,0.00087533+0.00025772i,2.5878e-05+0.00054499i,0.00010565+0.00081768i,0.00083992+0.00096374i,0.00080089+0.00025748i,0.00026013-8.6303e-05i,2.749e-05+1.5722e-05i,-0.00011572+2.1389e-05i
-0.0018697-0.0010898i,-0.0016319-0.00055262i,-0.00064694+0.00032865i,-0.00010419-8.624e-05i,-0.00059415-0.0010427i,-0.00088683-0.0011635i,-0.00017836-0.00092498i,-0.00013075-0.00091298i,-0.00041371-0.00058792i,-0.00023738-5.1881e-05i,-0.00014977-0.00021099i,-0.00019211+0.0001061i,8.161e-05+0.00073485i,0.00040322+0.00020453i,0.00035546-6.142e-05i,1.8843e-05+4.9223e-05i,-0.00052031+0.00082516i,-0.00065437+0.0011946i,-0.00015553+0.00047417i,0.00061188-0.00021308i,0.0012574-0.00014485i,0.0009829-0.00010923i,0.00078268-0.00011092i
0.0014557-0.0014235i,0.0017194-0.0035668i,0.0013051-0.0033468i,0.00036756-0.0017643i,-6.5563e-05-0.0003013i,0.00019836+0.0001288i,0.00074429+0.00012159i,0.00031976-0.00030302i,0.00027904-0.00052297i,0.00014989-0.00013881i,-0.00060813+0.00044016i,-0.00043688+0.00062509i,0.00024946+0.00062576i,0.00016505+0.00063826i,0.00029496+0.0004952i,0.00089991+0.00012001i,0.00045439-0.00061051i,6.8285e-05-9.7687e-05i,0.00031368+0.00061609i,0.00017854+0.00047532i,-0.00039032+0.00013168i,-0.00045025-2.6895e-05i,-0.00036256+0.00051125i
0.001196-8.9916e-05i,-0.00013126+0.00041537i,-0.00055752+0.00060721i,1.9412e-06+0.00021771i,0.00031539-0.0001526i,0.00048248-0.00054378i,0.00077699-0.00087959i,0.0001013-0.00035466i,-0.00070623-0.00022396i,-0.00036365-0.0002098i,-9.1922e-05-0.00026027i,-4.7446e-05+0.00038349i,-2.862e-05+0.00026926i,4.8666e-05+0.00012602i,-0.00080531-0.00024268i,-0.00086518-0.00033921i,-6.0209e-05+0.00025615i,0.00018301-0.00024017i,0.00012274-0.00064724i,-0.00010196-0.00069568i,0.00023924-0.00032128i,0.00057656+3.3748e-05i,0.00032068+0.00037327i
-0.00032713+0.0015125i,0.0010895+0.0025103i,0.0015446+0.002205i,0.0017149+0.0010483i,0.001726-0.00012643i,0.001581-0.00088315i,0.0011193-0.0018967i,0.00045673-0.0028739i,6.622e-05-0.0014126i,-0.0005539-0.00031802i,-0.00027469-0.00032391i,1.8573e-05+5.2493e-05i,1.5856e-05-8.7397e-05i,0.0004893-0.00028514i,0.00030242-0.00051809i,0.00015815-0.00058336i,-0.00013479-0.00050936i,-0.000291-0.00039791i,-0.00027298+0.00015556i,-5.5704e-05+0.00020895i,0.00057447-0.0003376i,0.00052209-0.00069095i,0.0004405-0.00029195i
-0.00201+0.00037687i,-0.00088906-4.7683e-05i,-0.00040475-0.00070316i,-0.00076701-0.00025845i,-0.00097134+0.00067952i,-0.00011347+0.00084901i,0.00063913+0.00080769i,0.00052772+0.0003323i,0.00051652+8.8102e-05i,-2.9035e-05+6.198e-05i,-0.0010608+0.00014137i,-0.000895+0.0006899i,2.9675e-05+0.0013467i,0.00022392+0.0010811i,0.00016233+0.00025993i,3.1663e-05-0.00026483i,-8.5169e-05+0.00029549i,-5.431e-05+1.1814e-05i,-0.0003531-0.00077454i,-0.00074365-0.00087477i,-0.00028405-0.0012212i,0.00026075-0.00102i,0.00022916-0.00038267i
-0.001982-0.0015018i,-0.0018046-0.00069513i,-0.0017502-0.00074871i,-0.001649+0.00066145i,-0.0005862+0.0019322i,0.0010722+0.0012036i,0.00056647+0.00032669i,-0.00021386+0.00015554i,-0.00056715-0.00014973i,-0.00072486-0.00050007i,-0.00058687-0.00026828i,5.5269e-05+0.0006497i,0.00077646+0.00082545i,0.0015722+0.00022836i,0.0019614-3.305e-05i,0.0015226-4.0953e-05i,0.0007189+3.2421e-05i,-9.6026e-06-0.00012451i,5.9486e-05-0.00083052i,0.0003217-0.00092983i,-0.00077102-0.00089575i,-0.00086846-0.00046074i,-0.0002513+0.00035301i
0.0023753-0.0011332i,0.002633-0.00076895i,0.0021177-0.0016824i,0.0010228-0.0017171i,0.0001835-0.00058893i,-0.00033969+0.00051544i,-0.00020479+0.0010146i,0.00037519+0.00090026i,0.00087755+0.00049859i,0.00075607+0.00044606i,6.7456e-05+0.00036053i,0.00020624+0.00030354i,0.00063017+0.0014138i,0.00010578+0.0015644i,-0.00078477+0.00026524i,-0.00073557-0.00030824i,-0.00067376+0.00045289i,-0.00085633+0.00097074i,0.00029475+0.00095805i,0.00084231+0.00056515i,0.00065375+0.00013902i,0.0011267-0.00031741i,0.00065933-0.00033165i
0.00011812-6.3915e-06i,0.0017743+0.0001086i,0.0021329+0.00015979i,0.0016002+0.00035991i,0.0008296+0.00061001i,-0.00010623+0.00065662i,0.00015694+0.00058842i,0.00061297+1.1811e-05i,0.0002173-0.00055972i,-0.00066237+0.00013344i,-0.00046397+0.00099011i,4.5082e-05+0.0010638i,0.0002573+0.00075808i,0.00034972+0.00083523i,-0.00014119+0.00030838i,0.0001355+7.1932e-05i,0.00018502-0.00015262i,0.0004545-0.00068659i,0.0010141-0.00051012i,0.00068691+0.00014693i,-0.00062594+0.000185i,-0.0009744+0.0001848i,-0.00065764+9.8111e-05i
3.6748e-05-0.00058822i,-0.00029434+0.00066524i,0.00013096+0.001131i,-0.00047706+0.00069613i,-0.00064315+0.00042507i,0.00068241+0.00036176i,0.0013108-0.0003373i,0.00035491-0.00082688i,-0.00040246-0.00010545i,0.00017568+0.00015441i,0.00050875+0.00012457i,0.00048757+0.00065085i,0.00079193+0.0017175i,0.0012668+0.0016871i,0.00085286+0.00069423i,-0.00019208-0.00023669i,-0.00096758-0.00063853i,-0.00084897-0.00032074i,-0.00038431-0.00062344i,0.00055762-0.00084864i,0.00055417-0.00020803i,-0.0007136+1.4635e-05i,-0.0016436-0.00038644i
0.0013776+0.0022591i,0.0014784+0.0015812i,0.0017674+0.0011709i,0.0019058+0.00051077i,0.0012488-0.00015265i,-4.8775e-05-0.00051338i,0.00033528-0.00058139i,0.0011657+0.00013686i,0.001217-0.00019695i,0.00054302-0.00096786i,-0.00018121-0.00054606i,-0.00037021+0.00012072i,-0.00087659-0.00065804i,-0.00050453-0.00048681i,7.5818e-05+0.00081232i,2.2158e-05-8.2019e-05i,0.00013466-0.00089007i,-0.00038305-0.00015045i,-0.00050213+6.2161e-05i,0.00061377+2.3809e-05i,0.00091681+0.00020362i,0.0002394+0.00032274i,-0.00039411+0.00055512i
