0.00068291+0.00064944i,0.0010579+0.00045996i,0.00084045-0.002054i,-0.00020781-0.003002i,-0.0016622-0.0014691i,-0.0011648+0.00067441i,-0.00032785+0.001993i,-0.00014808+0.0014365i,0.00096759+0.00013248i,0.0017018-0.00053208i,0.0012689-0.00076976i,-1.1941e-05-0.0010866i,-0.00093948-0.00078251i,-0.0013035-0.00022592i,-0.0008385+0.00020064i,-0.00075187-0.00022616i,-0.0010245-0.00021179i,-0.00023494-0.00040735i,0.0010368-0.00057424i,0.0010373-0.00013492i,0.00096858-0.000573i,0.00090045-7.1979e-05i,0.00051307+0.00037354i
-0.00066077+0.001552i,-0.0011909+0.00068914i,-0.00056228+0.00033519i,0.00029549-0.00027943i,0.000171-0.0005866i,0.00018968+0.00010731i,0.00089474+0.001281i,0.00038104+0.0012765i,0.00035249+0.00031336i,0.00047487-0.00055495i,-7.1104e-05-0.00019993i,-0.00079309+0.00070642i,-0.00079147+0.0016169i,-0.00052778+0.0023078i,-0.00052384+0.0020482i,0.00020997+0.0013023i,0.00046077+0.00025224i,0.0004174+1.7921e-05i,0.0005869+5.3065e-05i,0.00079407-0.00015318i,0.00060213-0.00025421i,-5.0851e-05-0.00042112i,-0.0003765-0.00019756i
8.2577e-05+0.0015032i,-0.00043108+0.00087948i,-0.00063053+0.00047662i,-0.00098001-0.0001033i,-0.00095746-5.8232e-06i,1.6408e-05+0.00021131i,0.00021813+7.7481e-05i,0.000157+0.0010724i,0.00016503+0.0011394i,0.00021638+0.00026151i,0.00044482+0.00017087i,-0.00026447+0.00093551i,-0.0011434+0.0021949i,-0.0011327+0.0022252i,-0.0008345+0.0013605i,-0.00053093+0.0012867i,-0.0004605+0.0011638i,-4.2537e-06+0.0006296i,0.00061541+0.00031176i,0.00047185+0.00027565i,0.00060002+0.00041448i,0.00045728+0.00043525i,-0.0003574-0.00012002i
-0.0012322+0.0019321i,-0.0009337+0.0030255i,-0.00051732+0.0020942i,-0.00042145+0.00080142i,-0.00082407+0.00025329i,-0.00071578-0.00017392i,-0.00023389+0.00021309i,0.00028019+0.00056464i,0.00085112+8.5447e-05i,0.001176-0.00059402i,0.00065502-0.00063853i,-0.00064318-0.00048982i,-0.0010295+0.00058755i,-0.0005003+0.00085084i,-0.00027815+0.00072068i,-0.00039643+0.0014212i,-0.00043664+0.001282i,0.00081252+0.0002645i,0.0012038-0.00019556i,0.00034696-6.8363e-05i,0.00012121+1.192e-05i,0.00037197-0.00079975i,0.000379-0.00097665i
-0.0037853+4.7511e-05i,-0.0031834+0.001297i,-0.0028791+0.00040904i,-0.0023634-0.00031076i,-0.0010443+0.00060712i,0.00012072+0.00093724i,0.00019156-0.00014612i,-0.00031397-0.0010111i,-0.001162-0.00083139i,-0.0015948-6.8101e-05i,-0.00059353+0.00039109i,7.3378e-05-0.00062603i,-0.00080058-0.00063639i,-0.0012834+0.00066105i,-0.00064511+0.0011801i,-0.00014315+0.00086205i,0.00037467+0.00064558i,0.00074765+0.00069597i,0.00097784+0.0008309i,0.001046+0.00049502i,0.00073943+0.00025938i,-0.000126+0.00032971i,-0.00041753-0.00062854i
-0.0018094+0.00047642i,-0.0022852+0.0019142i,-0.00088059+0.0019943i,-4.9857e-05+0.00081729i,0.0006244+0.001039i,0.0013387+0.00057602i,0.00091809-0.00048247i,-3.226e-05-0.00098266i,-0.00082792-0.00034341i,-0.00056756+0.0005043i,0.00016811+0.00074497i,-0.00021356+0.0003824i,-0.0014852+0.0003014i,-0.0013243-0.00048168i,-0.0003337-0.0005981i,-0.00037177+0.00020894i,-0.0005951+0.00072176i,-0.0003318+0.00048878i,0.00057582+0.00097066i,0.00092032+0.00090486i,0.00044592+0.00019757i,0.00062143-9.1621e-05i,0.00063148-0.00044075i
0.00084311+0.00033823i,0.0014708-0.00058736i,0.0013468-0.00026099i,0.00039148+0.0012303i,0.00010471+0.001362i,-0.00036971+0.00088134i,-0.00074837+0.00020323i,0.00014077-0.00011174i,0.00013434+0.00045266i,-1.8233e-05+0.00034088i,-0.00046876+0.00043247i,-0.0012728+0.00066919i,-0.0017973+0.0010114i,-0.0012123+0.0010745i,-0.0010367+0.0012388i,-0.0015811+0.0016531i,-0.0010617+0.0021422i,-0.00061412+0.001858i,-0.00046081+0.00096235i,-0.00033491+0.00056271i,-0.00030576+0.0004642i,0.00039352+0.0011897i,0.0012953+0.0015203i
0.0010644+0.0025236i,0.00042032+0.002564i,5.762e-05+0.0023994i,-0.00067108+0.0014974i,-0.0011127+0.00024697i,-0.0010214-0.00029118i,-0.00095734+0.00032137i,-0.00029835+0.0012161i,0.00030503+0.0013212i,0.00050138+0.00082785i,-0.00030547-0.00019068i,-0.00075593-0.00054285i,-0.0007006-0.00043409i,-0.00084113-0.0005021i,-0.001427-0.0003527i,-0.0015863-6.3384e-06i,-0.0014826+0.0007175i,-0.0010569+0.0016234i,-0.00018616+0.0015188i,0.00034229+0.00085961i,0.00044281+0.0010355i,0.00022636+0.00062513i,-1.2987e-05-7.0827e-05i
0.00056272+0.0034401i,0.00033565+0.0034354i,-3.1033e-05+0.0027462i,0.00016606+0.00083317i,0.0002048-0.00048479i,-0.00043665-6.1409e-05i,-0.0010679+0.00038679i,-0.0013563-0.00025271i,-0.00055934-0.00045298i,0.00056701-0.00061482i,0.00027778-0.00071058i,-0.00049939-0.00088135i,-0.0007104-0.0013099i,-0.00083976-0.00036932i,-0.0010778+8.6957e-06i,-0.0016419+0.00023479i,-0.0013163+0.00054749i,0.00043771+0.00064271i,0.0014069+0.0011633i,0.00098768+0.0018673i,0.00077355+0.0015897i,0.0011179+0.00060541i,0.00053127-0.00016734i
-0.0020024+0.0018807i,-0.0017717+0.0026064i,-0.001959+0.0026428i,-0.0011943+0.0011001i,0.00069286-0.00041155i,0.0017034-0.00039716i,0.00098173-8.0513e-05i,5.4822e-05-0.0005569i,-0.00037292-0.00093553i,-0.00075678-0.00048576i,-0.00052381-0.00039862i,-0.00020632-0.00084999i,-0.00098293-0.0013735i,-0.0013514-0.0015063i,-0.00031938-0.0013263i,0.00062414-0.0014042i,-0.00024849-0.0013137i,-0.0011733+8.6768e-06i,-0.00091007+0.00016875i,-0.00017589-0.00019312i,0.00021052+6.3808e-05i,0.00021753+0.00014403i,-0.0004495-0.00037935i
-0.002289+0.0010844i,-0.0030744+0.0019777i,-0.0020545+0.00059351i,0.00029469+0.00016064i,0.0010413+0.00067046i,0.00086963+0.0007559i,0.00032992+0.0003734i,-0.00013234-0.00047585i,-0.00031367-0.00086517i,-0.00018158-0.0005576i,-0.00030148-0.0011616i,-0.00036842-0.00217i,-0.00035421-0.002503i,-0.00024204-0.0016754i,0.00041179-0.0010656i,0.00017031-0.00038386i,-0.0010338+0.00043172i,-0.001143+0.00030874i,-0.0011796+0.00030011i,-0.0010762+0.00026542i,-0.00024877+0.00028254i,0.0002789+0.0003997i,-0.00044729-0.00014921i
-0.0031994-0.00059919i,-0.0042058+0.0022688i,-0.0039173+0.00391i,-0.0028493+0.0028228i,-0.00072111+0.00098952i,0.0010907+0.00025956i,0.00062597+0.00039976i,-9.1373e-06-0.00018059i,-6.1837e-05-0.001167i,-0.00011079-0.0013913i,0.00028478-0.0016111i,0.0010838-0.0015047i,0.0017995-0.0014153i,0.0021495-0.0019818i,0.0014885-0.0021232i,0.0010803-0.0013538i,0.00080169-0.00069255i,-0.00024999-0.00055085i,-0.00046292-0.00047953i,-0.00028381-4.2551e-05i,-0.00013941-7.1849e-05i,-0.0003174-0.00013461i,-0.00045898+5.3504e-05i
0.00049958-0.0011941i,-8.46e-05-0.001158i,-0.00025173-0.00070266i,-0.00019149-0.00048376i,-0.00071577+0.00024468i,-0.0009633+0.0010539i,-0.0009914+0.00070406i,-0.00044334-0.00049003i,6.2172e-05-0.0016418i,-0.0007594-0.0026038i,-0.00056503-0.0022529i,0.00039086-0.0013993i,0.00045544-0.00067368i,0.00089995-0.00068324i,0.001405-0.00018182i,0.001063+0.00015094i,0.00011797-1.1545e-05i,-0.0004158-0.0001724i,-0.00012098-0.00054134i,-0.00020349+8.9907e-05i,0.00011658+0.00024493i,0.00037661+2.5359e-05i,-0.00060291+0.00014139i
0.00041899+0.0019193i,0.0013357+0.0016666i,0.0017212+0.0020372i,0.0015637+0.0013421i,0.0018063+0.00018242i,0.0009185-0.00028228i,-0.00098051-0.00021397i,-0.002287-0.00026627i,-0.0011195+8.9391e-06i,-1.3063e-05-2.8355e-05i,-7.2046e-05-0.00075857i,0.00041247-0.00056339i,0.00076023+5.3814e-05i,0.00086614-0.00031685i,0.0012756-0.00032151i,0.0011205-1.7521e-05i,0.00094041-0.00043421i,0.00056853-0.00055002i,0.00015255-0.00038657i,-4.24e-05-0.00010139i,0.00023122+0.00017466i,0.0006838-0.00042358i,0.00032205-0.0008238i
-0.00063703+0.0030843i,-0.0015644+0.0035793i,-0.0015183+0.0026624i,-0.0012891+0.0016394i,-0.00061972+0.00058303i,-0.00027416+0.0004408i,-0.00097451-0.00020392i,-0.0012339-0.0010155i,-0.0013339-0.00066364i,-0.00061352-0.00037469i,0.00045852-0.00062886i,0.00081292-0.00077547i,0.0013305-0.00057024i,0.0018373-0.0002745i,0.0017247-8.2175e-05i,0.0013074-0.00045179i,0.00097971+0.00023046i,0.00059823+0.00070945i,0.00092656-0.00016426i,0.00097018-0.0003986i,0.0009671-0.00016764i,0.0011223-0.00039384i,0.00057784-0.00074824i
-0.0022212+0.0017623i,-0.002702+0.0025383i,-0.0019375+0.0028223i,-0.00062821+0.0014386i,-0.00042236+7.8905e-06i,-0.000636-0.00019834i,0.00015628+0.00011801i,0.00068782-6.4182e-05i,0.00070371-0.00028307i,0.0014942+0.00044542i,0.0023422+0.00045041i,0.0023623-0.00021535i,0.0018328+5.609e-05i,0.0014353+0.00034667i,0.0014657+5.238e-05i,0.001459-5.8616e-06i,0.0006613-0.00035601i,0.00013072-0.00068601i,0.00020923-0.00089194i,0.00037769-0.00042419i,0.00055564+0.00011516i,0.00059343+0.00056901i,-2.3595e-05+0.00043818i
-0.00038085+0.0016267i,-0.00014713+0.0014133i,0.00059825+0.0013611i,0.00094277+0.0022606i,0.00057916+0.0022179i,-5.4463e-05+0.00042928i,-0.0006678-0.00050078i,0.00015204-0.00054908i,0.00052965-0.00070262i,-5.9603e-05-0.0009697i,-3.7988e-05-0.0005951i,3.0287e-05+0.0008748i,-0.00045325+0.0017479i,-0.00043149+0.0013823i,0.00040144+0.0011614i,0.0010993+0.0009753i,0.0013827-0.00014249i,0.00033901-0.0012082i,-0.00037785-0.00091864i,-0.00020757-0.00046091i,-0.00074244-0.00020069i,-0.0011027+6.7356e-06i,-0.00061592+8.1033e-05i
0.00012327+0.00030417i,-0.00042575-0.00025737i,-0.00037947-0.0012798i,-0.00035688-0.0020046i,-0.00035983-0.0013151i,-0.00054851-0.00033709i,-0.0004744-0.00044924i,-0.00025871-0.00052304i,-0.00044842+0.00017569i,-0.00095798+0.0004456i,-0.00059928-7.855e-05i,-0.00014179+0.00053917i,0.00075715+0.0017639i,0.0010664+0.0021575i,0.00038536+0.0020395i,0.00047688+0.0015961i,0.00012+0.00079625i,0.00018088-0.00032579i,0.0008331-0.00053834i,0.0010379+0.00021262i,0.00093042+0.00042747i,0.00096614+0.00035106i,0.001175-3.0512e-05i
-0.0010476+0.0030015i,-0.00097435+0.0028936i,-0.0002695+0.0022794i,0.0004161+0.0021145i,-0.00028693+0.0010406i,-0.00090982-0.00072978i,-0.00036637-0.00090322i,-0.00067917+0.00027931i,-0.0013017+0.0011357i,-0.0014858+0.0007476i,-0.00095088+0.00082608i,-0.00012167+0.0014851i,-0.00050975+0.0014834i,-0.00096372+0.0013605i,-0.00061625+0.00083039i,-0.000668+0.00077861i,-0.0001376+0.00068402i,0.00024598-0.00031021i,0.00016337-0.00071494i,0.00022181-3.1346e-05i,0.00033147+0.00054347i,-0.00014855-5.4855e-07i,-0.00042043-0.00044659i
-0.0023999+0.0029279i,-0.0019296+0.0027722i,-0.0012627+0.0022005i,-0.0012235+0.001786i,-0.0014326+0.0014994i,-0.00074957+0.0012478i,-0.00013431+0.00064266i,-0.00035628+0.00038826i,0.00034208+0.00013577i,0.0011229+5.5888e-05i,0.00056394-0.00029601i,-0.00039325-2.6507e-05i,8.3287e-05+0.0010687i,0.00037446+0.002044i,0.00045336+0.0022625i,0.00083129+0.0019519i,0.00044263+0.00090499i,0.0001833-0.0002773i,0.00042884-0.0010923i,0.00045336-0.0007086i,0.0008033-0.00015015i,0.00091842+0.00017606i,0.00070666+0.00014224i
-0.0012248+0.00073684i,-0.00026565-8.1781e-05i,0.00026573-0.00079679i,-0.00025165-0.00062195i,0.00030627+0.00040937i,0.0012046+0.00063478i,0.0015011-0.00025752i,0.0010596-0.00059584i,0.00072605-0.00099394i,0.00024075-0.001693i,-0.00055244-0.0020773i,-0.0011572-0.0012937i,-0.0016422+0.00016522i,-0.0012042+0.00035049i,-0.00045302+6.5703e-05i,-0.00018079+0.00026923i,0.00028843+0.00039473i,0.0012514+7.9023e-05i,0.0012093-0.00010394i,0.00028401+0.00046704i,0.00041298+0.00060297i,0.0015281+0.00069417i,0.0012434+0.00063808i
-0.0014619+0.00045447i,-0.00094733+0.001822i,-0.00079246+0.0016894i,-0.00086034+0.00047064i,-0.0011433+4.136e-05i,-0.00048726+0.00017791i,-9.2838e-05-0.00027639i,-0.00046004-0.00060328i,-0.0015213-0.0010785i,-0.002061-0.0015403i,-0.0017504-0.00076989i,-0.0021552+0.00022736i,-0.0021879+0.00069846i,-0.00096504+0.0015049i,7.1074e-05+0.00163i,-0.00039538+0.00026678i,-0.00121-0.00036069i,-0.00035439-0.00030708i,0.00092875-0.00047777i,0.0016791-0.00053578i,0.0012932-0.00020702i,0.00042856+6.5571e-05i,-0.0002316+0.00013425i
-0.0011254+0.0014099i,-0.00066942+0.0019787i,0.000769+0.0019199i,0.00089274+0.00037095i,-0.00056024-0.00022874i,-0.0014673+0.00051989i,-0.0014935+0.00024526i,-0.001055-0.00019817i,-0.0013589+3.5635e-05i,-0.0023128-0.00019713i,-0.0021028-0.00052286i,-0.0019647-0.0011186i,-0.0019111-0.00053671i,-0.0021917+5.5278e-05i,-0.0021235-0.0010963i,-0.0013439-0.0016603i,-0.00091495-0.0010559i,-0.00092767+1.6495e-05i,-0.00023749+0.00047558i,0.00075849+0.00037691i,0.00084043+1.4193e-05i,0.0006752-2.7173e-07i,0.00055791-0.00040738i
-0.00065892+0.001605i,0.0010258+0.0022307i,0.0019196+0.0016219i,0.00056584+0.00072638i,0.00018983+0.00091727i,-0.00056213+0.0015309i,-0.00070917+0.0018843i,-0.00012214+0.0022382i,-2.7295e-05+0.0018179i,0.00040643+0.00055646i,-0.00014621-0.00019717i,-0.0009794-0.00051678i,-0.0013972-0.00073043i,-0.0020421-0.00017145i,-0.0022616-0.00024396i,-0.001589-0.00055398i,-0.00056304+0.00028427i,0.0002624+0.0009979i,0.0011111+0.00039051i,0.0011094-2.5637e-05i,0.00026772+0.00054932i,0.00011278+0.00067363i,0.00029949+0.00020597i
-0.00069549+0.00016648i,-0.0012547+0.00060975i,-0.0013131+0.00049066i,-0.0012364-0.00056482i,-0.00098778-0.00048918i,0.00034324+0.00049502i,0.00068938+0.0012197i,-0.00011976+0.00050783i,2.3386e-05-0.00016954i,0.00020562-0.00051847i,-0.00019204-0.00079851i,-0.0011018-0.00091975i,-0.0018374-0.0010635i,-0.0015083-0.00082067i,-0.0010114-0.00038411i,0.00028273+0.00021988i,0.00080067+0.0012874i,0.0005731+0.0013104i,0.0003123+0.00071134i,-1.0124e-05+0.00088296i,2.2235e-05+0.00058777i,-0.00052913-6.8774e-05i,-0.0010506-0.0002185i
-3.1586e-05+0.0023637i,-0.00035076+0.0026986i,0.00013186+0.0019957i,0.0008067+0.00039758i,0.00042773-0.00044748i,0.00042014+0.00013502i,0.0014364+0.00027676i,0.0015006-5.7253e-05i,0.00073993+4.7748e-05i,0.00031741-0.00091661i,-0.00061175-0.0020249i,-0.00042852-0.0017441i,-0.00051319-0.001989i,-0.0010675-0.0019535i,-9.7171e-05-0.0010652i,-7.1221e-05-0.00094501i,-0.0012365-0.0011811i,-0.0011622-0.00065857i,-0.00022427+0.00044307i,0.00035185+0.00094739i,0.00040165+0.00010705i,-3.9482e-05-0.00032983i,-0.00067051-0.00017347i
-0.0017694+0.0037497i,-0.00027162+0.0050277i,0.00094214+0.0044192i,0.00099637+0.0026359i,0.00095158+0.00097063i,0.00094552-0.00040868i,0.00046708-0.001272i,-0.0005226-0.0018484i,-0.0012023-0.0015124i,-0.00088116-0.00025764i,-0.00075525+0.00010187i,-0.00079247-0.00064716i,-0.0011219-0.0010558i,-0.0014698-0.00087378i,-0.00086116-0.00013584i,-0.00013876+0.00020492i,8.4149e-05+0.00061383i,0.00043388+0.0014297i,0.00054515+0.0016985i,0.00033239+0.0010486i,-4.484e-05+0.0005648i,6.1829e-05+0.00086748i,-0.00039353+0.0013991i
0.00011713+0.0019285i,0.00099373+0.00047024i,0.0013325-0.00023972i,0.00025309-0.0011716i,-0.00035664-0.0019424i,-0.0006839-0.0012496i,-0.0011374+0.0005081i,-0.00084313+0.0012041i,-0.00017156+0.0010915i,0.00023784+0.00080734i,0.00037774+0.00072014i,0.00023758+0.00024404i,0.00012096-0.00029145i,-0.00037547+0.00069433i,-0.00038866+0.0011749i,4.9503e-05+0.0012089i,-4.5363e-05+0.001346i,-0.00039575+0.00096854i,-0.00029381+0.0018772i,0.00035657+0.0020242i,0.00022601+0.00022268i,-8.4775e-05-0.00082729i,9.0421e-06-0.00040994i
-0.0029662-0.00071812i,-0.0025658+0.00026152i,-0.0025516+0.00087321i,-0.0018967+0.001006i,-0.00051228+0.0015853i,0.00020492+0.0016237i,6.7464e-05+0.00055001i,-1.5712e-05+0.00030888i,-0.00024962+0.00036365i,0.00010065-0.00042219i,0.00069339-0.0012708i,0.00093579-0.0012834i,0.0016202-0.00087366i,0.0015179-0.0007122i,0.0013889-0.0002212i,0.0011605-0.00038897i,0.000274-0.000757i,1.91e-05-0.00056345i,5.0278e-05+7.5872e-05i,-9.9487e-05+0.00045703i,0.00034421-4.3848e-05i,0.00010527-0.00091864i,-0.00045938-0.001335i
-0.00237-0.00052893i,-0.0029817+0.0020318i,-0.0011085+0.0013646i,-0.00054733-3.6887e-06i,-0.00095062-5.0229e-05i,-0.00040502+0.0005936i,0.00057452+0.0017806i,0.0012279+0.0016775i,0.0012925-0.00013557i,0.0011904-0.0012801i,0.0010348-0.0014317i,0.00085515-0.0018471i,0.00065531-0.0020555i,0.00077529-0.0013161i,0.00072058-0.00038538i,-1.9279e-06+0.00014485i,-0.00064895-0.00035674i,-0.00086529-0.0011326i,-0.00062109-0.00077198i,-0.00047289-0.00043994i,-0.00020572-0.00019327i,-0.00024658+0.0001327i,-0.00038196+0.00048195i
0.0024207-0.0014921i,0.0020251-0.00045341i,0.0031119+4.3238e-05i,0.0026281+0.00023744i,0.00012222+0.00064901i,-0.00048917+0.001389i,0.00096061+0.0010673i,0.0013392-0.00022096i,0.00044069-0.0012365i,-0.00051059-0.00092184i,-0.00069977+0.00052002i,0.00027537+0.00079438i,0.001271+0.0002401i,0.0010058+0.00065035i,-0.0005788+0.001093i,-0.00099331+0.00056552i,-0.00098326-0.00025581i,-0.0012701-0.00070301i,-0.00086317+0.00033874i,0.00021377+0.000177i,0.00086565-0.00082337i,4.738e-05-0.00082774i,-0.00049506-0.00031715i
0.0036574-0.00060872i,0.0027518-0.00015857i,0.0012338-6.006e-05i,-0.00057091-0.00091247i,-0.0010634-0.0013185i,-0.0010016-0.0011927i,-0.0007447-0.00070034i,-0.00026843-0.0004692i,0.0003091-0.00042921i,0.0010462-4.1337e-05i,0.0017923+0.0002908i,0.0021939+4.3924e-05i,0.0019171+0.0010013i,0.00032089+0.0015961i,-0.00036872+0.00095235i,-0.00012627+0.00067564i,0.0001142+0.00033624i,0.00061252-0.00011099i,0.00029902+0.00013079i,3.2255e-05-0.00025267i,0.00055072-0.00072128i,0.00049524-0.00019307i,-6.8526e-05-0.00032441i
0.0018363+0.00035716i,0.0017781+0.00011344i,-3.2431e-06+4.631e-05i,-0.0006672+0.00041569i,-0.0008943+0.0008575i,-0.0005371+0.00069563i,0.00017237+0.00010837i,2.9474e-06-0.00016724i,-0.00021815+0.00035761i,8.4974e-05+0.00035297i,0.0003567-0.00048599i,0.0012459-0.00084972i,0.0024505+0.00062029i,0.002221+0.0016906i,0.0014811+0.00089586i,0.00079178+0.00048072i,9.7851e-07-0.00020236i,-0.00033255-0.00036426i,-0.00085428-0.00013983i,-0.00076497-0.00053674i,-0.00027236-0.00030101i,0.00047635+0.00069303i,0.0004738+0.00035968i
-0.0023021+0.0050339i,-0.0012068+0.0070811i,-0.00082517+0.0070001i,-0.00012694+0.0044116i,0.0012525+0.0017755i,0.0011582+6.3189e-05i,-0.00023469-0.00030235i,-0.0010612+0.00015339i,-6.7281e-05+0.00020253i,0.00027201-0.00076365i,-0.00038993-0.0011247i,-4.1786e-05+0.00015668i,0.00082956+0.0012879i,0.00095712+0.00057503i,0.0011343-0.00088881i,0.00054923-0.0016782i,-0.0003254-0.001227i,-0.00019829-0.0011461i,0.00029742-0.0011734i,7.8814e-05-0.0004587i,-4.8775e-05-6.1967e-05i,0.00013965+0.00019205i,-0.00022584+3.4041e-05i
-0.0018003+0.0037943i,-0.001018+0.0048393i,0.00076541+0.0037258i,0.0013353+0.001248i,0.00070442-0.00041754i,0.00016175-0.00070595i,-0.00020051-0.00046845i,0.00016332-0.0002528i,0.00032742-0.00031445i,-0.00017808-4.173e-05i,-0.00074517+0.0010967i,-0.0010176+0.0012492i,-0.0011971+0.0012444i,-0.0013575+0.0016113i,-0.00059405+0.00036503i,-3.6615e-05-0.0007963i,0.00026452-0.0008005i,0.00087424-0.00090364i,0.0010817-0.00056463i,0.00057922+3.2086e-06i,0.00087219+0.00020997i,0.0012105+0.00031193i,0.00047898+0.0005017i
-0.0043907-0.001305i,-0.004675+0.00030293i,-0.0039921+0.00085291i,-0.0028456+0.00091611i,-0.0013361+0.0022321i,-0.00011958+0.0024979i,0.00034013+0.0010298i,-0.00031523+2.9611e-05i,-0.0011321+0.00037371i,-0.00092769+0.00095567i,0.00059937+0.0016062i,0.0014723+0.0022029i,0.0013938+0.0024436i,0.0010061+0.0019911i,0.00068965+0.00063395i,0.00070011-0.00062063i,0.00040406-0.00053005i,3.2322e-05+4.8247e-05i,0.0001771-0.0002417i,0.00035426-0.0001344i,7.3519e-05+0.00027245i,0.0001145+0.00011622i,0.00038012+2.5067e-05i
-0.001855-0.0019873i,-0.0019529-0.00045557i,-0.0024208+0.0013113i,-0.0013571+0.0022845i,0.00059681+0.0026452i,0.0014097+0.0016321i,0.00094996+0.0007509i,0.00026175+0.0001927i,-5.8346e-05+1.5309e-05i,-0.00026457+0.00029711i,-0.00035948+0.00056521i,-0.00016559+0.00063839i,-0.00014746+0.0011544i,0.00065311+0.0017684i,0.00098191+0.0011004i,0.00012437-0.00024458i,-0.00052516-0.0005994i,8.2478e-05-0.00060308i,0.0010946-0.0003907i,0.00052562-0.00075231i,-0.00039777-0.00082022i,-0.00033867-3.0602e-05i,3.6333e-06+0.0001943i
0.00024126-0.0001271i,0.00061265+0.001598i,0.00093935+0.0021425i,0.00075854+0.0015833i,-0.00022212+0.00061852i,-0.00096931+0.00066154i,-0.0003222+0.0017479i,0.00095583+0.0014763i,0.00068062+5.1395e-05i,2.5356e-05-0.0010612i,-0.0002925-0.0007441i,-0.0015421+0.0001185i,-0.0019444+0.00098854i,-0.00030616+0.0014264i,0.0010192+0.00081844i,0.0007603+4.7154e-05i,0.00054522-0.00024413i,0.0010799-8.4401e-05i,0.00072075-0.00036313i,0.00032136-0.00084799i,-2.4281e-05-0.00063732i,6.8951e-05-0.00044379i,0.00059746-0.00088162i
0.00048581+0.0035221i,0.0003648+0.0034956i,0.00042588+0.0028706i,-0.00092006+0.0012118i,-0.0021+0.0001577i,-0.0016438-0.00020605i,-0.0006193-0.00013167i,-0.00040508+0.00027282i,-0.0003388+0.00044504i,-0.00021149+0.0001343i,-0.00085668+0.00012961i,-0.002631+0.0002981i,-0.003466+0.00064172i,-0.0024588+0.00031346i,-0.00078184-0.00019583i,0.0005566+6.0248e-05i,0.00088414-0.00011392i,0.00032193-0.00027999i,-0.00055124-0.00068216i,-0.00068351-0.0005397i,0.00015618+0.00030499i,0.00070819+0.00028214i,8.3568e-05-0.00019092i
-0.0016386+0.0018458i,-0.0037961+0.0025244i,-0.0036982+0.0014205i,-0.0026839+7.6862e-05i,-0.0013348+0.00031978i,-0.00080858+0.00074165i,-0.00068256+0.00044331i,-0.0010414+0.00035819i,-0.00136+0.00040714i,-0.00095629+0.0002242i,-0.0010534+0.00013003i,-0.0019887+0.00037073i,-0.0022994+0.00075805i,-0.0013261+0.0011934i,-0.00025129+0.0015276i,0.00023602+0.0013713i,0.00052443+0.0011734i,0.00088195+0.00098338i,0.00010322+0.00068618i,-0.00022208+0.00037758i,0.00024791+0.00040985i,0.00055058+0.0001354i,0.00053131-0.00035443i
-0.0008568+0.0016802i,-0.0020898+0.0019417i,-0.00091655+0.0018826i,-0.0004665+0.00016356i,-0.0013304-0.0014303i,-0.001512-0.0011418i,-0.0016772-0.0002411i,-0.0018054+0.0007312i,-0.0014853+0.00071787i,-0.00086837-0.00016218i,-0.00057463-0.0014741i,-0.0013504-0.0020791i,-0.0026767-0.0013481i,-0.0020925-9.7993e-07i,-0.00064959+0.0014875i,0.00030319+0.0019777i,0.00042382+0.0011327i,-0.00024063+0.00055409i,-0.0009796+0.00062789i,-0.00015267+0.00067736i,0.00059498+0.0014533i,0.0001807+0.001032i,0.0003398-0.00039056i
-0.0021917+0.00071279i,-0.0028634+0.00040225i,-0.0021099+0.00038994i,-0.0010908+0.00023122i,-0.00032032-0.00047223i,-0.00064774-0.00050603i,-0.00019693+0.00040193i,0.00064311+0.0011766i,0.0002891+0.0006101i,-0.00052216-0.00069103i,-0.002265-0.0014288i,-0.0034062-0.0016741i,-0.0034897-0.0012231i,-0.0020628+4.3571e-05i,-0.00060861+0.0010482i,-0.00083858+0.0011547i,-0.00092055+0.00070166i,0.00017165+0.00070662i,0.00087325+0.00095441i,0.00064413+0.00062474i,0.00031719+0.0004712i,-2.4921e-05+0.00019715i,-4.1282e-05-6.823e-05i
-0.00089529+0.0011802i,-0.0014806+0.0004698i,-0.0020446-0.00039898i,-0.0015331+0.00022883i,-0.00020043+0.00121i,-0.00012157+0.001305i,-2.1987e-05+0.00063236i,0.00033653-2.8826e-05i,0.00051759+0.00047429i,0.00053696+0.00019285i,-0.00066099-0.0013836i,-0.0025187-0.0026175i,-0.0027514-0.0019436i,-0.0017178-0.00018618i,-0.0011306+0.00019943i,-0.0013746-0.00023127i,-0.00131-0.000113i,-0.00044853+0.00028173i,-0.00021808-0.00017841i,-0.00014631-8.7379e-05i,0.0006171+0.00017187i,0.0011032+0.00067868i,0.00031118+0.00087234i
-0.00095803+0.0016666i,-0.00062345+0.0002425i,-0.00047673-0.00018831i,0.00021993+0.00088427i,0.00073571+0.001097i,0.00030633+0.0003632i,-0.00012806-0.00032184i,0.00045-0.00055511i,0.0010847-0.00022578i,0.0010497+6.6034e-05i,0.00095357-0.00037309i,0.0005052-0.0015391i,7.9208e-05-0.0016826i,-0.00054923-0.00013704i,-0.00133+0.0011356i,-0.0011085+0.0012658i,-0.00053997+0.00053273i,-0.0010421+6.9518e-05i,-0.0016808-5.6575e-05i,-0.0011488-0.00035567i,0.00012122+5.0521e-05i,0.00041771+0.00096837i,0.00028041+0.00087402i
