-0.0055455-0.000246i,-0.0030152-0.00056221i,-0.0031048+0.00015812i,-0.0028489+0.0013603i,-0.0026372+0.0028681i,-0.001996+0.0018215i,-0.00086537+0.00092625i,-0.00016831+0.0015556i,0.00015999+0.0020122i,0.00060838+0.0016194i,0.00027511+0.00078977i,-0.0001238+0.00042982i,-0.00024306+0.00022058i,-0.0011411-0.0001496i,-0.0013199+0.00014207i,-0.00072386+0.00024818i,-0.00067351-0.00025418i,1.0039e-05+0.00024651i,0.00061804+0.00057127i,0.00040136+0.00037685i,0.00017237-0.00041104i,0.00027976-0.00043925i,0.00031631+0.00020926i
-0.00018116-6.3342e-06i,0.00099086+0.0002207i,0.0004714+0.00079724i,6.8443e-05+0.0010207i,0.00076922+0.00067872i,0.0015214-0.00099425i,0.0017227-0.0020197i,0.001268-0.0011062i,0.00022707-0.00057048i,-0.00040691-0.00052859i,0.00017732+0.00067013i,0.00049752+0.0012798i,0.00034294+0.00065705i,-0.00055749-3.4463e-05i,-0.00051562+0.0001062i,0.00025742+0.0003136i,-0.00098653-0.00013928i,-0.0013902-0.00033515i,-3.6946e-05-2.5535e-05i,0.00030136+0.00047002i,0.00029731+0.00076427i,0.00079573+0.00016112i,0.00041368-0.00076753i
0.0011583+0.0011165i,0.001347+0.0014976i,0.0011036+0.0005159i,0.00061205-0.00062377i,0.00067903-0.0019324i,0.00013471-0.0023664i,-0.00032768-0.002216i,-0.00069624-0.0016721i,-0.00076203-0.001111i,-0.00023409-0.00063844i,0.00052089-0.00058704i,0.0014201-0.0005241i,0.0012214+0.00015465i,0.0007105+0.00043088i,0.0005856-0.00021859i,0.0001037-8.8874e-05i,3.3589e-05+0.00022968i,0.00034051+0.00018215i,-0.00014241+0.00050055i,-0.00048775+0.0004515i,-7.9615e-06+0.00028261i,0.00034555+0.00042705i,-2.4548e-06+0.00062827i
0.0026082+0.0014442i,0.0023365-0.00082348i,0.0017974-0.0038766i,0.0013218-0.0055714i,-9.0495e-05-0.0044513i,-0.0011575-0.0025677i,-0.0010364-0.001093i,-0.00089005-0.00071476i,-0.0012584-0.0012566i,-0.00095125-0.00097814i,9.8888e-05-0.00023421i,-0.00013309-0.00068946i,-0.00085889-0.00074319i,-0.00051099+0.0001479i,-7.4742e-05+0.00024052i,0.00019487-0.00032226i,6.0517e-05-0.00066523i,-0.00015586+0.00012643i,-0.00036637+0.00068301i,-0.00054481+0.0002552i,-0.00037355-0.00039576i,-0.0001647-0.00059037i,-5.2227e-05+0.0003003i
-0.00051939-0.0022547i,0.00018318-0.0023356i,0.00061399-0.0017341i,0.00011223-0.0011732i,-0.00076634-0.00085031i,-0.0013684-0.00083046i,-0.0011658-0.001108i,-0.0009089-0.0011202i,-0.0017454-0.00057395i,-0.0024328+9.2433e-05i,-0.0023417+0.00040755i,-0.0014434+0.00035525i,-0.00053289+0.0011876i,-0.00036156+0.00088799i,-0.00016253-1.7882e-05i,0.00015446-8.6506e-05i,0.00066726-0.00039392i,0.00091115+0.00029815i,0.00042518+0.0012432i,0.0003769+0.0010819i,0.00049157+0.00080633i,0.00022589+0.00039091i,-0.00020691+0.00067843i
-0.0022066-0.00071179i,-0.0017629+0.00051664i,-0.00036214+0.0026173i,0.00021899+0.0026798i,-0.00013206+0.00031801i,-3.8566e-05-0.00091698i,-0.00019794-0.00052436i,-0.0011234-0.00045927i,-0.0015424+0.00059878i,-0.00082645+0.0012681i,0.00029248+0.0010035i,0.00084656+0.00015564i,0.0004461-0.00085179i,0.00019213-0.0013609i,0.00038934-0.0014871i,-0.00012541-0.0014579i,-0.00056636-0.00092157i,-0.0009347+7.7978e-05i,-0.00086761+0.00034767i,-0.00058416-6.9509e-05i,4.3372e-05+0.00039295i,0.00076134+0.00012311i,0.00059665-0.00091284i
0.00086128+0.00097948i,0.0011099-0.0006856i,0.001556-0.0017111i,0.00088227-0.0011279i,0.0001395-0.0014024i,-0.00050026-0.0016081i,-0.00081268-0.0011832i,-0.00017272-0.00029005i,-0.00088528+0.00055035i,-0.0014029+0.00024121i,-0.0010247-0.00017984i,-0.00022278+0.00032379i,0.00078126+5.4669e-05i,-7.7432e-06-0.00085683i,-0.00077513-0.0010049i,-0.00046179-0.00038954i,-5.2183e-05-0.0004043i,0.00017767-0.00087049i,-0.00069537-0.0005805i,-0.001619+0.0001903i,-0.0011781+0.00038722i,-0.00051979+0.00049724i,-8.1478e-05+0.00021825i
0.00011808+0.0019051i,0.0013542+0.0019109i,0.0014875+0.00082454i,-0.00013072-0.0019301i,-0.0014597-0.0026895i,-0.0012033-0.0019178i,2.1998e-05-0.00097633i,0.0005388-0.00032777i,0.0003155-2.2404e-05i,0.0006989+0.00024116i,0.00051066+0.00035665i,-0.00035457+0.00041607i,-0.00044502+9.9553e-05i,-0.00039868+1.6374e-05i,-0.0001498+0.00013281i,0.00038471+0.00042518i,-7.2954e-05+0.00045807i,0.00049291-4.8401e-05i,0.0012293+8.7229e-05i,0.0010058+0.00023156i,0.00091429-4.6867e-05i,-4.2121e-05-0.00025269i,-0.00034019-0.00054514i
-0.001918+0.0022355i,-0.00080809+0.002584i,0.0003411+0.0025914i,0.001589+0.00082318i,0.001841-0.00029729i,0.00087058-0.00047272i,-0.00018268-0.00068475i,-0.00071913-0.001098i,-0.0011684-0.00015236i,-0.00073859+0.00051475i,-0.00010011+0.00015113i,-8.1184e-05-0.00020197i,-0.00039927+0.00051867i,-0.00063472+0.00047415i,-0.0010991-4.4054e-05i,-0.00061098+0.00073522i,0.00047417+0.00025205i,0.00097041-5.2521e-05i,0.00057267+0.00041463i,-0.00021528+0.00052241i,-0.00039098+0.0011063i,-2.3472e-05+0.00072768i,0.0004187-0.00029752i
0.0012824-1.1306e-05i,0.0011937-0.00035864i,0.00087861-0.00066769i,0.00061152-0.0017695i,0.00059783-0.0034578i,-0.00026381-0.0038613i,-0.0009088-0.0031884i,-0.00093548-0.0019996i,-0.0016104-0.0011107i,-0.0019282-0.00052631i,-0.0010617+0.00036027i,-4.1465e-05+0.00016642i,-0.00028827-0.00041814i,-0.00067041-0.00023988i,-0.00057763+0.00023412i,-0.00043649+0.00082667i,-0.0007619+0.00086123i,-0.00071808+0.00078204i,6.1555e-05+0.00024167i,9.0022e-05-2.645e-05i,-0.00027422+1.7557e-05i,-0.00020176-0.00014177i,0.00050487-0.00060938i
0.0029334+0.00063138i,0.0020311-0.00027871i,0.0010545-3.7653e-05i,0.00048775-0.00060663i,9.4039e-05-0.002178i,-0.0012946-0.0025794i,-0.0020283-0.0021945i,-0.0016333-0.0018001i,-0.0011395-0.0013605i,-0.00096532-0.00063699i,-0.0005936+0.00043039i,0.00031249+0.00091247i,-3.3032e-05+0.0006894i,-0.00081122+0.00051449i,-0.00072284+0.00062897i,-0.00034197+0.0009441i,0.00031545+0.00057834i,0.00017074+0.00033964i,-0.00070982+0.00044168i,-0.00038259+0.00066872i,9.7081e-05+0.00095864i,-0.00017349+0.0011343i,-0.00050108+0.001047i
0.0013421+0.0014794i,0.0014134+0.00047504i,0.0010127-0.00098874i,0.00029684-0.0024862i,0.00037172-0.0025602i,0.00096052-0.0025098i,0.00030738-0.0022302i,-0.00052351-0.0015388i,-0.00098933-0.0005969i,-0.00037766+0.00012164i,0.00013414+0.00055614i,-2.9919e-05+0.00075271i,0.000273+0.00073464i,9.5451e-05+0.00066114i,5.4289e-05+0.00033552i,0.00033799-1.5094e-05i,-0.00024252-0.00037686i,-0.00063684-0.00045464i,-6.7971e-05-0.00065145i,-6.2677e-05-0.00026193i,-0.00063482+0.00057851i,-0.00099693+0.00083346i,-0.00061903+0.00055965i
-0.0022108-0.0014612i,-0.0021093-0.0013019i,-0.001934-0.0017174i,-0.00044195-0.0022999i,-0.00044187-0.0021422i,-0.0010431-0.0018106i,-0.00069027-0.0014125i,-0.00072617-0.0007994i,-0.00064786-0.00031301i,0.00019957+0.00078588i,0.00060369+0.0015834i,0.00033503+0.0011505i,0.000609+0.00075254i,0.0013155+0.0004322i,0.0012914-0.00026469i,0.00074227-0.0010609i,0.00010228-0.0011574i,-0.00054158-0.0004127i,-0.001028+0.0003126i,-0.0011268-5.6457e-06i,-0.00061692-2.0631e-05i,-0.00054022+0.0009659i,-0.00090451+0.00089376i
-0.00023975+0.0023998i,0.0010594+0.001771i,0.0031149+0.0012565i,0.0031589+0.00052934i,0.0012439-0.0013971i,-1.8565e-05-0.002043i,-9.276e-05-0.00067139i,-0.00048157+0.00028913i,-0.00048647+0.00076783i,-0.00021298+0.0010406i,5.5955e-05+0.00051343i,-0.00011368+0.00015055i,-0.00088172+0.00059868i,-0.0017246+0.0012967i,-0.0022523+0.0011933i,-0.0018117+0.00050684i,-0.0019691-0.00013991i,-0.0018042-0.000503i,-0.001125-0.00036593i,-0.00087317-3.9012e-05i,-0.0003586-2.3497e-06i,-0.00042032+0.0003898i,-0.00088585+0.00042244i
0.0028417-5.9686e-05i,0.003399-0.00072185i,0.0029307-0.0015102i,0.0014883-0.0015024i,-0.00067492-0.0017323i,-0.0014413-0.0023061i,-0.00062021-0.001459i,-0.00024671+0.00073142i,-0.00051251+0.00080807i,-0.00020318+0.00019365i,0.00027327+8.6508e-05i,0.00021702-0.00052808i,-0.00028735-0.00030665i,-0.00072822+0.00026498i,-0.0011341+0.00037071i,-0.00059798+0.0003726i,-0.00061862+0.00029256i,-0.00068411-0.00011575i,-0.00038072-0.00029984i,-0.00065473+0.00010788i,-0.00049559+0.00083376i,0.00017805+0.00083391i,0.00014546+0.00054637i
0.0031067+0.0028214i,0.0036329+0.00053454i,0.003906-0.0025191i,0.0031368-0.0042922i,0.0015203-0.0047268i,-0.00044228-0.0031675i,-0.0014857-0.0019863i,-0.0011136-0.0015506i,-0.00031929-0.0010965i,-0.00073283-0.00033523i,-0.00098258+0.00070798i,-0.00031293+0.00085491i,1.3031e-05+0.00031869i,-0.00072641+0.0010802i,-0.00086391+0.00093029i,-2.3641e-05-0.00011381i,0.00021136+0.00032717i,-0.00030771+0.00060047i,5.2225e-05+0.00018669i,0.0006592-0.00016509i,0.00061428-0.00019636i,0.00058842-0.00019859i,0.00048756-0.00026266i
-0.00022374-0.00046639i,-0.0013929-0.00029993i,-0.0013801-0.0020878i,-0.0013128-0.0027681i,-0.0017386-0.0028897i,-0.0018459-0.00276i,-0.0014929-0.0018637i,-0.00098744-0.0018559i,-0.00020749-0.0020214i,0.00011658-0.00065942i,0.00047967+0.00045227i,0.00067464+9.1048e-05i,0.00067642-0.00017196i,0.00058888+5.3993e-05i,0.00025281+0.0002014i,0.00057888+3.2977e-05i,0.00088418-0.0004645i,0.00047449-0.00057775i,0.00026548+0.00011966i,0.00046436+0.00050913i,0.00053263+0.00010411i,0.00034651-0.00052047i,5.5261e-05-0.00092428i
0.0012059-0.0016064i,0.00058216-0.0024294i,0.00048368-0.0025992i,-0.00046617-0.0029645i,-0.0013437-0.0025175i,-0.0021569-0.002738i,-0.0021565-0.0021424i,-0.0023023-0.00051655i,-0.0018017+0.00032544i,-0.00094336-0.00047125i,-0.00083041-0.00086538i,-0.00077834-0.00055018i,-0.00038668-0.00049033i,-0.00033315-0.00014819i,-0.00091493+1.6689e-05i,-0.00064447-9.9092e-05i,0.00038493-0.00023001i,0.00060352-0.0006322i,-7.7617e-05-0.00072325i,-0.00014414-0.00064723i,0.00014509-0.00037364i,-0.00011718+5.0105e-05i,-0.00035891+2.7262e-06i
0.0012383-0.0015798i,0.0013267-0.0024044i,0.00084901-0.0025475i,0.00045176-0.0014463i,-0.00076853-0.0011712i,-0.0015385-0.0016668i,-0.0011147-0.0016014i,-0.00040247-0.0010791i,-0.00046268-0.00048071i,-0.0012362-0.00021205i,-0.0011488-0.00018658i,-0.00045188-4.5083e-05i,7.344e-05-0.00011258i,-0.00016996-3.8724e-05i,-0.00052819-2.2167e-05i,-0.00027471+0.00013157i,-0.00048975+0.00055819i,-0.00068919+0.0012235i,-0.0005047+0.0012516i,-0.00024671+0.0004193i,-0.00047802-0.00018087i,-0.00077933-0.00031107i,-0.001058-0.00040127i
0.0022911+0.00024996i,0.0023337+8.4553e-05i,0.00036244-0.0010463i,-0.0019985-0.0029435i,-0.0026374-0.0034768i,-0.00068161-0.0017548i,0.00053319-0.00095539i,-0.00028765-0.00053646i,-0.00087323+0.00074307i,-0.00099523+0.00040969i,-0.00080347-0.00029427i,-0.0002378-0.00041398i,0.00059385-0.00041823i,0.00080482+0.00020625i,0.00025492+0.00040131i,-5.0197e-05+0.00012343i,-0.00049613+0.0004052i,-0.00074913+0.00077385i,-0.00024587+0.00032765i,0.0002208-0.00042806i,0.00016801+0.00024802i,-0.00010698+0.0002874i,-0.00018772-0.0005748i
0.00015653+0.0035074i,0.00067295+0.0024739i,0.0019982+0.0010777i,0.0015293-0.00079887i,0.0003263-0.002853i,-0.0011132-0.0028712i,-0.0013191-0.0016537i,-0.00043369-0.0008903i,-0.00026647-0.00017791i,7.3221e-05+0.00044393i,0.00012724+0.00033299i,-0.00046016-0.00010644i,-0.00061981-0.0003318i,-0.00045814+2.4201e-05i,-0.00052762+0.00036341i,4.491e-05+0.00066647i,0.00093873+0.0001374i,0.00076984-0.00056974i,0.00040874-0.00047363i,0.00053923+0.00035035i,9.7476e-06+0.00064763i,-0.00068511+0.0005158i,-0.00025117+0.00067861i
-0.00066774-0.002507i,-0.0016756-0.0023129i,-0.0012045-0.0021824i,-0.0012682-0.001625i,-0.0025558-0.0018268i,-0.002179-0.0020914i,-0.0004226-0.0017046i,5.3671e-05-0.00077716i,-4.5432e-05+0.00023721i,0.00022409+0.0003664i,5.6998e-05+0.00069301i,2.8361e-05+0.001009i,-0.00025755+0.00066382i,-0.00078984+0.00028651i,-0.00051365-0.00033905i,0.00029865-0.00065985i,0.00010491-0.00046621i,-0.00063499-0.00045474i,-0.00043994-0.00072683i,0.00051935-6.6735e-05i,0.00092586+0.00076967i,0.00045834+0.00057063i,0.00026683+0.00069563i
0.0020621-0.0041791i,0.0019771-0.0033093i,0.0011459-0.0026389i,0.00089915-0.0017372i,-0.00044892-0.0016282i,-0.0011613-0.0016947i,-6.7174e-05-0.0012122i,0.00081257-0.0011825i,4.63e-05-0.00090602i,-0.0016177+8.6689e-05i,-0.00095156+0.00087041i,0.00047581-8.4212e-05i,0.00022633-0.0012264i,0.00026392-0.00079565i,0.00091791+5.4982e-05i,0.0006409-0.00015849i,-0.00011111-0.00080319i,-0.00025745-0.00038471i,-0.00028799-0.00015124i,-0.00030196-0.00031928i,-0.00053221+0.00020142i,-0.00018029+0.00084623i,-4.0778e-06+0.00087759i
0.0034704-0.00024193i,0.0015013+0.00063561i,0.00017937-0.001265i,-0.0010717-0.0029474i,-0.0022655-0.0031005i,-0.0017613-0.0030064i,-0.00071913-0.0024667i,-0.00015545-0.0015646i,-0.00034608-0.00046131i,-0.00037211+0.00055753i,0.00042965+8.3613e-05i,0.00083335-0.0009086i,0.00070815-0.0004265i,0.00042863+0.00038817i,0.00023355+0.0002973i,5.8819e-05+0.0006892i,-0.00016051-3.9317e-05i,0.00026959-0.00014208i,0.00027722+0.00064557i,-0.00063696+0.00026198i,-0.0013355-4.5291e-05i,-0.0009687-5.328e-06i,-0.00019808+0.00019367i
-0.00038781+6.2341e-05i,-0.00094722-0.00066854i,-0.001361-0.0022388i,-0.0005937-0.0020559i,-0.0003143-0.0011967i,-0.0012321-0.0010784i,-0.0015622-0.00090819i,-0.0010882-0.00055953i,-0.00053959-0.00086883i,-0.00058451-0.0013582i,-0.00038465-0.0015318i,3.3457e-05-0.0008098i,0.00031108-5.2851e-05i,0.00026906+0.00022107i,-4.0774e-05+0.00028765i,-0.00029582+0.00028341i,-0.0006699-3.9893e-06i,-0.00094955+0.00026769i,-0.00057146+0.00073878i,-0.00067658+0.00039659i,-0.0003311+0.00032416i,0.00036929+0.00013015i,0.00042528-0.00051111i
-0.0022733-0.0025778i,-0.0017823-0.0013945i,-0.0010971-0.00023966i,-0.0012126-0.00076255i,-0.0011723-0.0010738i,-0.00020973-0.0013015i,-0.00027311-0.0015213i,-0.0015217-0.0018969i,-0.0016632-0.0016937i,-0.0010096-0.00095291i,-0.00010519-2.2053e-05i,2.713e-05+0.00064144i,0.00027594+0.00030105i,0.00057694+0.00021252i,0.00032878+0.00010906i,5.0939e-05+0.00018043i,-0.00028187+0.00047242i,-0.00087133+0.00090904i,-0.0010756+0.0007253i,-0.00086504+0.00065349i,-0.00089059+0.00085501i,-0.0010141+0.00048458i,-0.00067949+0.00011423i
-0.00064889-0.0028488i,-0.0005909-0.0026949i,-0.00097119-0.0010665i,-0.00047429-0.00016975i,2.5189e-05+0.00027352i,-0.00020298-2.1791e-05i,-0.00050783-0.00051635i,-0.00043637+0.00017518i,-0.0010247+0.0010365i,-0.0010264+0.0010427i,-0.00019385+0.00012733i,0.00014313-0.00049408i,0.00023628-5.5075e-05i,-0.00014748-0.00022459i,-0.00046342-0.00075383i,-0.00020977-0.00040775i,0.00017534-0.00053613i,0.00098408-0.00094199i,0.00077535-0.0012318i,-0.00027645-0.00013317i,-0.00034471+0.0004687i,4.3933e-06-0.00041139i,-1.7692e-06-0.00035622i
0.0027937+0.0006956i,0.0026259+0.00067703i,7.0691e-05-0.0013781i,-0.0019756-0.0027937i,-0.0019999-0.0025344i,-0.00089292-0.0018607i,-0.00015437-0.00091782i,0.00074009-0.00022845i,0.0010238+0.00081233i,-0.00038298+0.0013514i,-0.0010334+0.0010317i,-0.00037861+0.00096192i,-0.00013729+0.00082152i,-4.7267e-05+3.2531e-05i,-6.7968e-05-0.00029787i,0.00011228-0.00031341i,0.00017266-0.00020176i,6.2063e-05+8.2305e-05i,-5.839e-05+0.00060595i,9.4133e-05+0.00054748i,0.00056221-1.8387e-05i,0.00018817+0.00021128i,-0.00048793+0.00059852i
-0.00133+0.0029033i,-0.0015974+0.0027271i,-0.00089828+0.0018159i,-1.8198e-05+0.00070869i,-0.00022264-0.00032019i,1.7311e-06-0.00059144i,0.00038486-0.0013326i,0.00019471-0.0022226i,0.00039318-0.0017069i,0.00041512-0.00013944i,0.00034312+0.00050147i,6.3972e-05+0.00067369i,-8.8366e-05+0.00077237i,-0.00072424+0.0010208i,-0.00063697+0.0008664i,0.00062299-0.00031683i,0.0009498-0.0013402i,0.00057355-0.00084847i,0.00066592+0.00015032i,0.00037905+0.00094759i,-0.00036724+0.00085633i,-0.00032176+0.00014429i,-0.0001998-0.00059364i
-0.0010378-0.001556i,-0.0013358-0.0016486i,-0.00028236-0.0022308i,0.00019032-0.0021969i,-0.00079077-0.0018853i,-0.00019663-0.0020433i,0.00062831-0.0016533i,0.0003205-0.0015471i,-1.9171e-05-0.0016492i,-0.00024398-0.000497i,-4.1636e-05+0.0004164i,0.00060245+0.00058112i,0.0007402+0.00059558i,-9.3206e-05+0.00034679i,-0.00039533-1.8116e-05i,0.00066198-0.0001504i,0.0016003+0.00025891i,0.001306+3.8257e-05i,0.00068307+6.689e-05i,-9.5258e-05-1.0298e-05i,-0.00056407-0.00018637i,-0.00013533+0.00018561i,0.00020904-8.4442e-05i
-0.0021336-0.00052186i,-0.00084302+0.00038472i,-0.00058247+0.0011823i,0.00011614+0.00024962i,0.00059075-0.00077434i,0.00067375-0.0022624i,0.0002591-0.0029175i,-0.00068803-0.0028623i,-0.00092159-0.0025133i,-0.001073-0.00099169i,-0.00059382-0.00011097i,0.00018172-0.00035926i,-0.00029875-0.0011998i,-0.00043933-0.0014531i,0.00046042-0.0009656i,0.0006369-0.00055517i,0.0002868-0.00034479i,0.00018314+0.0003999i,-0.00054559+0.0011791i,-0.0004353+0.0010563i,0.00016691+0.00014455i,0.00076159-0.00010851i,0.00066506-0.00023088i
-0.00070745-0.0013651i,-0.00076876-0.00023771i,-0.0031394+0.00063125i,-0.0035606+0.00096515i,-0.0021275+0.0013581i,-0.0016237+0.00091032i,-0.0022669-0.00036318i,-0.0019289-0.0015275i,-0.0017338-0.0010907i,-0.0023918-0.00055641i,-0.0015908-0.00092482i,0.00022464-0.00062371i,0.0013459-0.00070631i,0.0010053-0.0017097i,0.00066027-0.0019263i,0.00017971-0.0014397i,0.00026784-0.0013025i,0.0009917-0.0002341i,0.00034346+0.00094819i,-0.0008921+0.00094399i,-0.00050901+9.059e-05i,0.00034631+0.00019105i,0.0001477+0.00035355i
0.0017896+0.0021945i,0.0015507+0.0016281i,0.00058577+0.0010804i,-0.0005618+0.0010851i,-0.00068355-7.0352e-05i,-0.00013157-0.00088741i,-0.00020702-0.00096493i,-0.0013106-0.0013378i,-0.0020893-0.0011494i,-0.0019162-6.6973e-05i,-0.0012617+0.00035975i,-0.00090018+0.00039951i,-0.0010155+0.00029564i,-0.00087864-6.4655e-07i,-0.00031656-0.0004677i,-0.00059577-0.00093632i,-0.00097772-0.0011045i,-0.0011913-0.00045862i,-0.00084472+0.00033194i,-0.00054988+0.00022159i,-0.0007491+0.0002503i,-0.0010771+0.00011726i,-0.00091478+0.00029728i
-0.0035625+4.4246e-05i,-0.0023588+0.00057288i,-0.0005244+0.00064835i,0.00039995+0.00038837i,0.00092405+0.00029079i,0.0010459-0.00083918i,0.00086516-0.00081448i,-0.0002511+0.00044146i,-0.0016205+0.00085223i,-0.0017965+0.0011025i,-0.0017074+0.0010412i,-0.00058778+0.00092458i,0.00039399+0.0010142i,6.0526e-05+0.00063042i,-0.0004987+3.9619e-06i,-0.00086546-0.00069954i,-0.00059241-0.00014186i,-0.0001045-0.00013462i,-9.3646e-05-0.00030387i,-0.00077032-0.00034333i,-0.00083437-0.00038307i,-0.00013436-0.00012243i,0.00055731+0.0010841i
-0.0025889-0.00056077i,-0.0027787+0.00071334i,-0.0015692+0.0020587i,-0.00034655+0.0021404i,0.00060491-9.3075e-06i,0.00099703-0.0016833i,0.00064684-0.0017627i,-5.0861e-05-0.0010312i,-0.00043932-0.00020849i,-0.00014643+0.00056041i,0.00039074+0.0012302i,0.0012233+0.0010782i,0.0020955+0.00083958i,0.0011581+0.00026664i,-0.00010347+0.00028302i,0.00014743+0.0003131i,0.00050562-0.00035333i,0.00043641-0.00017124i,1.6669e-05+0.00023378i,-0.00042282+0.00032494i,0.00016281+0.00088035i,0.00092787+0.00064505i,0.00055875-0.00025601i
0.0012482-0.0017281i,0.0016569-0.0020729i,0.001414-0.0018049i,-0.0006105-0.002377i,-0.001045-0.0024676i,-0.00043274-0.0016913i,-0.00034805-0.0017299i,0.00015003-0.0016798i,0.00035242-0.00071876i,-1.1104e-05-5.911e-06i,-0.00046361+0.00038536i,-0.00019689+0.00027633i,0.00039283+0.00026667i,0.00070253+0.00049025i,0.00074107+0.00059783i,0.0005481+0.00030623i,-0.00066332-0.00027048i,-0.0012809-0.00022188i,-0.00030509+0.00028624i,-0.00033689+0.00023613i,-0.00070492-0.00026986i,-3.5595e-06-3.5794e-05i,0.00085881+0.00038061i
0.001544+0.0017294i,0.0017239+0.0018084i,0.00042781+0.00037747i,0.00025752-0.00050029i,-0.00070602-0.00052354i,-0.0013835-0.00061449i,-0.00044775-0.0010826i,0.00037371-0.0018335i,0.00025037-0.0017211i,-8.2051e-05-0.00053088i,-0.00027616+0.00028044i,-0.00053447-0.00034673i,-0.00027415-0.00090171i,-2.3283e-05-0.00073406i,0.00060153-0.0008405i,0.00089699-0.00060946i,0.00040889-0.00050942i,0.00028528-0.00099912i,-0.00016397-0.00061794i,-1.2881e-05-0.00023909i,-0.00026016-0.00053648i,-0.00095319-2.784e-05i,-0.00027338+0.00084153i
-0.0030666+0.0017886i,-0.0026361+0.0024431i,-0.0015681+0.0022757i,-9.7451e-05+0.0016882i,0.0015677+0.00044824i,0.0023578-0.0017207i,0.0014122-0.0023687i,-0.00027511-0.0018199i,-0.0016869-0.0019132i,-0.0013568-0.0012983i,-0.0008038-0.00015213i,-0.00095601-0.00093725i,-0.001096-0.0014637i,-0.0012749-0.00012783i,-0.0007901+0.00041179i,-0.00049745-0.00015018i,-0.00052863+7.5161e-05i,-0.00033326+0.0006804i,0.00010412+0.00062185i,0.00043027-0.00021328i,0.00063987-0.00038952i,0.00059681-3.922e-05i,0.00050156-0.00030764i
-0.0050495-3.8884e-05i,-0.0045733+0.00028029i,-0.0030244+0.0011323i,-0.0010902+0.00077878i,0.00011061-0.00045832i,0.00015338-0.0015261i,-0.00069452-0.0019248i,-0.0017459-0.0015105i,-0.0022066-0.00041472i,-0.0019095-0.00013441i,-0.0017533-0.00016938i,-0.0002633+0.00016738i,0.00092428+0.00032449i,0.00063394-0.00026784i,0.00049434-0.00059842i,-8.1999e-05-0.00051653i,-0.00057917-0.00015659i,-0.0012743-0.0006122i,-0.0013762-0.00051161i,-0.00060077-0.00035505i,0.00013676-0.00019115i,0.0011403+8.7956e-06i,0.00098041-0.00022301i
5.9611e-06-0.0013427i,0.00081002-0.0015282i,0.00014166+0.00018623i,-0.00045278+0.00052758i,-0.00034075-0.0015456i,-8.3013e-05-0.0024836i,6.4894e-05-0.00098512i,-0.00051516-0.00011041i,-0.00089317+8.8221e-05i,-5.7462e-05+0.00052879i,-0.00011367+0.00085516i,-0.00074702+0.00036333i,-0.00049551-0.0008783i,-0.00030634-0.00069129i,-0.00040303-0.00048927i,-0.0001625-0.00036246i,0.00010841+0.00011981i,-0.00036769+0.00032226i,-0.00083798+7.6416e-05i,-0.00061099+0.00015572i,-0.00013468+0.000776i,4.9803e-05+0.00089964i,-0.00013971+0.00079949i
0.0038015-0.00087706i,0.0027194-0.00025606i,0.0013229-0.0010764i,-0.00010031-0.0016085i,-0.0014076-0.0011618i,-0.0013411-0.00085027i,-0.0008177-0.00065923i,-0.00078966+0.00019351i,-0.00045785+0.00050448i,-0.00038871+0.0007862i,-0.0001929+0.0013157i,-5.3619e-05+0.0012507i,-0.00014369+0.00084828i,0.00014852+0.0001028i,2.6915e-05-0.00076731i,-0.00044863-0.00070678i,-0.00021802+0.00010014i,0.00013083-0.00023542i,0.00052101+0.0001599i,0.00094034+0.00034658i,0.00061345-0.00013898i,0.00029158-1.2446e-05i,7.2958e-05+0.00029814i
-0.0024766+0.0022729i,-0.0021381+0.0023153i,-0.0017744+0.0014363i,0.00068647+0.00065759i,0.0031697+0.00012804i,0.0033746-0.00017254i,0.0017903-0.00040345i,0.00077524+6.8836e-06i,0.00089431+0.00042477i,0.00090982+0.00080692i,0.0006226+0.0011497i,0.00059743+0.0010284i,0.0010829+0.00028735i,0.00123-0.00065657i,-9.3711e-05-0.00090484i,-0.00079756-0.00060263i,-0.00077354-0.00032639i,-0.00078544+0.00022334i,-0.00092079+0.00091256i,-0.00061631+0.00023895i,0.00017736+0.00068135i,0.00010485+0.0012538i,0.00023132+0.00037777i
-0.0015364+0.00055487i,-0.00222-0.00025909i,-0.0017185-0.0018481i,-0.0015946-0.0031487i,-0.0013571-0.0027541i,-0.0014241-0.001441i,-0.00071699-0.00081291i,0.00093277-0.0011975i,0.0018387-0.0017992i,0.0014052-0.0014185i,0.00082815-0.00038671i,0.00041962-0.00078418i,-0.00082199-0.0018051i,-0.0013435-0.001135i,-0.00022134+3.7921e-05i,-0.0003193+0.00010073i,-0.00020216+0.00030064i,0.00032639+0.00067124i,-0.00032035+0.0010097i,-0.00027158-4.6617e-05i,0.00044064-0.00073642i,0.0003917-0.00055904i,0.00024714-0.00021465i
