-0.0055455-0.000246i,-0.0030152-0.00056221i,-0.0031048+0.00015812i,-0.0028489+0.0013603i,-0.0026372+0.0028681i,-0.001996+0.0018215i,-0.00086537+0.00092625i,-0.00016831+0.0015556i,0.00015999+0.0020122i,0.00060838+0.0016194i,0.00027511+0.00078977i,-0.0001238+0.00042982i,-0.00024306+0.00022058i,-0.0011411-0.0001496i,-0.0013199+0.00014207i,-0.00072386+0.00024818i,-0.00067351-0.00025418i,1.0039e-05+0.00024651i,0.00061804+0.00057127i,0.00040136+0.00037685i,0.00017237-0.00041104i,0.00027976-0.00043925i,0.00031631+0.00020926i
0.00069735+0.00096463i,0.00060545+0.0021822i,-6.3508e-05+0.0014863i,-0.00066426-0.00040133i,-0.0011192-0.0012195i,-0.00086956-0.00123i,-0.00042086-0.00067753i,-0.0006963+0.00026188i,-0.0011224+0.00092558i,0.00021545+0.0013057i,0.00071701+0.00097751i,0.00012956+0.00079699i,5.6647e-06+0.00054002i,-4.9596e-05-0.0002069i,-0.00067419-0.0004641i,-0.0010061-0.00036307i,-0.00011149-0.00011992i,0.00041206+0.00039759i,0.00010989+0.00028299i,-8.8921e-05+0.00020816i,3.3155e-05-0.00014893i,0.0006854-0.00030811i,0.0011043+0.00015165i
-0.00087671-0.00045993i,-0.0012319-0.00015581i,-0.0010333-1.643e-05i,0.00020391-0.00031451i,0.0011808-2.3251e-05i,0.00020454-0.00012421i,-0.00091745-7.5747e-05i,-0.0004628+0.00091043i,0.00035452+0.0010071i,0.00021064+0.00050191i,6.8417e-05-8.7266e-05i,-0.00014034-0.00028763i,-0.000386+0.00012217i,-0.00017635+6.6649e-05i,-0.0004778+0.00027792i,-0.0011057+0.00015888i,-0.0009119-8.475e-05i,0.00010877+0.00058447i,0.00028422+0.00029595i,0.00052489-0.00044065i,0.00074255+0.00010124i,0.00027756+8.5959e-05i,-0.0001915-0.00025158i
0.0016699+0.00027588i,0.0009459+0.00024887i,4.5861e-06-0.00013051i,-0.00075447+9.2741e-05i,-0.00096188-0.00010502i,-0.00071492-0.00017853i,-0.00074075-0.00086904i,-0.00074214-0.0010013i,-0.0006741-8.445e-05i,-0.00057047+0.00067875i,-0.00040459+0.0007931i,-0.00047828+0.00065596i,0.00017226+0.00039972i,0.00050671-0.0002942i,-2.323e-05-0.00048121i,-0.0002691-0.00029651i,0.00023613+0.00064716i,0.00023465+0.0013705i,-0.00027795+0.0008475i,0.00015363+2.741e-05i,0.00031237-0.00022392i,0.00036182+0.00036358i,0.00068736+0.00060971i
0.00059283+0.00078873i,0.00023263+0.00025526i,0.00046928-0.00037116i,0.0010015-0.00073406i,0.00065467-0.00087027i,-0.00059261-0.00058255i,-0.00070449+1.0531e-05i,-0.00027117+0.00020598i,-0.00022148+0.0005815i,-0.00072897+0.001066i,-0.0004789+0.0011013i,-0.00017955+0.00093333i,-0.00029689+0.00037774i,8.2218e-05+0.00039289i,0.00037854+0.00085021i,2.3289e-05+0.00097886i,0.00011774+0.00059747i,0.00010894+0.00055303i,-0.00012825+0.00046524i,0.00026084+0.0005243i,0.00065443+0.00065484i,0.00064377+0.00032537i,0.00057947+1.4238e-05i
0.0004786-0.002755i,-0.00018043-0.0027186i,-0.0017926-0.0023366i,-0.0024418-0.00044983i,-0.0023054+0.00098787i,-0.0021142+0.00090043i,-0.0014617+0.00041477i,-0.00088415+0.00066638i,-0.00057613+0.00052434i,-0.00017265+0.00050254i,0.00010469+0.00059662i,0.00028926+0.00071827i,0.00020208+0.00098093i,-0.00065045+0.00090466i,-0.0007618-0.00023941i,-0.00017561-0.00057673i,-2.6375e-06-0.00023718i,-9.896e-05-0.00017586i,-0.00030264+0.00043903i,-0.0006559+0.00083688i,-0.00077788+0.00098762i,-0.00061176+0.0012929i,-0.00037228+0.0009287i
0.00078598-0.001071i,0.00052061-0.00076187i,0.0007195-0.0012846i,-0.0002516-0.0017139i,-0.0020906-0.0018231i,-0.0021208-0.0016157i,-0.0013001-0.0012711i,-0.00075031-0.0014313i,-0.00017047-0.001205i,-6.193e-05-0.00041567i,9.9646e-05+6.5473e-05i,7.7753e-05+0.00030972i,-9.3514e-05+0.00027389i,0.00010641+0.00026609i,-4.6935e-05-0.0001795i,6.9844e-05-0.00058737i,0.00051752+6.5105e-06i,0.00016272+0.0010142i,-0.00036114+0.0010252i,-0.00062795+0.00066438i,-0.00052331+0.00063279i,-0.00055461+7.2791e-05i,-0.00038329-0.00097051i
0.003118-0.00085662i,0.0024059-0.0015737i,0.001485-0.0010533i,0.0010985-0.0018102i,0.0003738-0.0030163i,-0.0012755-0.0019554i,-0.0016889-0.0012574i,-0.0007052-0.00094509i,-0.00035461-6.4728e-05i,-0.00038302+0.00075964i,0.00018308+0.00048412i,0.00048384-0.00031847i,0.00026359-0.00043843i,-0.00031419+0.00041794i,-0.00097685+0.00095402i,-0.00099888+0.00058539i,-0.0003597+0.00073867i,-0.0001792+0.00012854i,-3.3994e-05-0.00020377i,0.00034245-0.00023522i,0.00023148+0.00018942i,-0.00037016+0.00059867i,-0.00075229+0.00023762i
-4.8785e-05-0.00095211i,-0.00038874-0.00032002i,-0.00088602+0.0013265i,-0.001361+0.00068973i,-0.0014815+0.00020057i,-0.0011417+0.00041127i,-0.0010091+0.0003163i,-0.0013907+0.00016309i,-0.0009955-3.7306e-05i,-1.8928e-05+0.00038767i,-0.00031406+0.00027241i,-0.00047644-0.00038634i,0.00028445+6.0214e-05i,0.00051368+0.00043896i,0.00054691+0.0003323i,0.00010541+0.00036426i,1.4139e-05+0.00045095i,0.00011701+0.00079376i,-7.4767e-06+0.0002202i,6.8586e-06-0.00048421i,-4.9959e-05+6.704e-05i,-0.0005962+0.0003693i,-0.00045463-0.00023007i
0.00031741+0.0013888i,0.00024162+0.00061162i,0.00020756+0.00037656i,4.6603e-05-0.00020386i,-0.00043214-0.0011251i,-0.00068456-0.0011929i,-0.00085102+4.7524e-05i,-0.0010807+0.00063165i,-0.00088821-2.7044e-07i,-0.00078636-0.00027554i,-0.00073934+0.0001207i,-0.00040496-0.00017149i,6.51e-05-0.00068673i,-0.0004953-0.00039373i,-0.00050801-0.00044192i,9.3058e-05-0.00011894i,0.00050948+0.00038199i,0.0010484+0.00048233i,0.0011103+0.0005421i,0.00070872+0.00050917i,0.00042818+0.00016022i,0.00093903-0.00023407i,0.00079251+1.7587e-05i
-0.0035633+0.00079411i,-0.001811+0.00094188i,-0.0011409+0.0011854i,-0.0014068+0.0012232i,-0.00060481+0.00041834i,0.00098545-0.0011889i,0.00089246-0.0017564i,-0.00030836-0.00059209i,-0.0002203+0.00021437i,0.00025742+5.6369e-05i,0.0001955-0.00045244i,-0.00026242-0.00071486i,-0.00024154-0.00034027i,0.00054394-0.00042148i,1.0874e-05+0.00045087i,-0.0011992+0.0011363i,-0.0010793+0.00044799i,-0.00066331+0.00027936i,-0.0002296+0.00014575i,0.00055117+7.4499e-05i,0.00035005+0.000352i,0.00033782-0.00013061i,0.00050518-0.00041767i
-0.0010215-0.001623i,-0.00070172-0.0020489i,-0.0011268-0.001198i,-0.00067978-0.00017039i,0.00049246-0.0001019i,0.00035423-0.00020312i,-0.00036463+8.9572e-05i,-0.00052537+0.00015691i,2.8548e-06-0.00014606i,0.00040918+8.082e-05i,0.00037381+0.00043068i,0.00024791-0.0004275i,0.00041971-0.00076029i,0.00037196-0.00013615i,0.00038169+0.00018845i,-4.1964e-06-0.0002465i,-0.00055095-0.0012462i,0.00016653-0.00062503i,0.0003324+0.00045387i,5.7217e-05+0.00059733i,-5.1112e-05+0.0004534i,0.00039518+0.00015581i,0.00085678+8.9255e-05i
-0.00068794+0.0016914i,-0.00074581+0.0011431i,-0.0012368+0.00028176i,-0.0011517-0.00048887i,-0.0011788-0.00067822i,-0.0015493-0.00072235i,-0.0015039-0.00097085i,-0.0011373-0.00064658i,-0.00072105-0.00020175i,-0.00045168+0.00089487i,9.9861e-05+0.0011467i,0.00013436+0.00047057i,0.00010061-5.1633e-05i,0.000306-0.00070854i,0.00029058-0.00059192i,0.00024749+2.4595e-05i,-0.00020277+0.00041636i,-0.00020137-4.5661e-05i,0.00025123-0.00068852i,0.00022317-0.00057599i,0.00048851+1.2154e-05i,0.00042731-5.0226e-05i,0.00050009+0.00026751i
-0.0006314+0.0011608i,-0.000913+0.00013523i,0.00029557-4.8706e-05i,0.0014029+0.00046198i,0.00049273+4.8952e-05i,-0.0012084-0.0011505i,-0.0016725-0.0015233i,-0.001217-0.00048967i,-0.0010551+0.00079674i,-0.00049817+0.00068162i,0.00021937-0.00031971i,0.00031994-0.00082696i,-0.00026337-0.00076235i,-0.00033469-0.00010551i,-0.00010859+0.00014046i,-0.00013025-0.00034552i,0.00016704-0.00027507i,-0.000409+0.00042548i,-0.00093681+0.00059166i,-0.00044676-0.00011489i,0.00010828+0.00020905i,0.00037592+0.00047224i,0.00032404+0.0001032i
0.00037996-0.00035905i,0.00028083-0.0012777i,-5.3232e-05-0.00099813i,0.00027193-0.00083574i,-0.00078657-0.00080911i,-0.0024523-0.00063497i,-0.001711-0.0010168i,-5.1078e-06-0.00059717i,-2.8124e-05-0.00019433i,-0.00035122+0.00014073i,-0.00021088+0.0004697i,-0.0010548+0.00015022i,-0.0014527+9.788e-05i,-0.0011088+7.1484e-05i,-9.9667e-05+6.5149e-05i,0.00086332+0.00015279i,0.00097798-8.7489e-05i,0.00082156+0.00016455i,0.00054905-5.1674e-05i,-0.00015698-0.00033527i,-0.00067073-9.8882e-05i,-0.00026282+0.0002875i,0.00032609-0.00010832i
9.0945e-05+0.00058606i,0.0014921+6.0518e-05i,0.0009607-0.00059548i,-1.7939e-05-0.00017823i,-0.00080463+0.00081376i,-0.0015437+0.00060371i,-0.0012402-0.00021031i,-0.00081624-0.00018914i,-0.00027974+2.2609e-05i,0.0008842+0.00059993i,0.00017732+0.00079662i,-0.00086936+0.00030461i,-0.0010771+0.00018242i,-0.0013281+0.00046255i,-0.00098598+0.00022171i,-0.00038868+0.00016931i,-0.00064142+0.00042877i,-0.00094023+0.000639i,-0.00081522+0.00054433i,-0.0005275+2.6599e-05i,-0.00070442-0.00019916i,-0.0013007-0.00047711i,-0.0011418-0.00050002i
-0.00086132-0.0010101i,-0.001702-0.00040178i,-0.0014265-0.0011156i,-0.0016817-0.00078812i,-0.0021596-0.0004252i,-0.0017685-0.00029735i,-0.00095879-0.0010239i,-0.00015713-0.0018294i,-0.00044334-0.00043267i,-0.00077748+0.00017022i,-0.00041534-7.541e-05i,7.9746e-05+0.00025021i,0.00020565+0.0004174i,0.00010591+0.00063013i,0.00021129+0.00034368i,0.00012929-0.00028909i,-0.00039565-0.00068914i,0.00020096-0.00021712i,0.00073139+0.0008422i,0.00090611+0.00095294i,0.00094351+0.00037286i,-0.00020031-4.3816e-05i,-0.00090628-0.00016115i
-0.00075896-0.0005202i,-0.0015539-0.00027844i,-0.0021021-0.00020041i,-0.0021291-0.0004941i,-0.0015767-0.00059448i,-0.00033012-0.0015959i,6.1386e-05-0.0013019i,-0.0011843+1.5481e-05i,-0.0011768+0.00015235i,0.00023358+5.1003e-05i,0.00080668+8.6156e-05i,0.00048424+0.00048912i,2.7327e-05+1.5307e-05i,8.891e-05-0.00052622i,5.6155e-05-0.00017989i,0.00011969+0.00047257i,0.00021072+0.0010776i,-0.00019941+0.00058529i,-0.00071918+0.00027929i,-8.3061e-05+0.00078985i,0.00063222+0.0008294i,0.00075048+0.00041855i,0.00013774+6.7641e-05i
-0.00064804+0.0001202i,-0.0014624-0.00046171i,-0.0011461-0.00087605i,-0.00060183-0.0011027i,-0.00088637-0.00018171i,-0.0020045+4.9439e-05i,-0.0020692-0.0005878i,-0.0018596-0.0004107i,-0.0014812+0.0002175i,-0.00066403+0.00092093i,-0.00045685+0.0009723i,4.2219e-05+0.00026254i,0.00026049-5.8097e-05i,0.00038483-0.00019218i,-3.931e-05-0.00052864i,5.4699e-05-0.0005425i,0.00029134-0.00049251i,0.00023802-2.857e-05i,0.00049495+0.00080591i,0.00011324+5.8651e-05i,0.00012828-0.001048i,0.00026051-0.00060049i,9.3295e-05-0.00020826i
0.00078438+0.00038358i,0.00046069+0.00052833i,-0.00062632+0.00083524i,-0.00098046-0.00091042i,-0.0003203-0.0014847i,0.00019683-0.0009083i,-3.7844e-05-0.00024633i,-0.00075136-4.3402e-05i,-0.00061806+0.00065107i,0.00053934+0.0014682i,0.000485+0.0013165i,0.00019988+0.0004307i,0.00060486-0.00018689i,0.00072464+0.00031268i,0.00057501-0.00019137i,-0.0001161-0.00041576i,-0.00091756-8.8101e-05i,-0.0007925+0.00017016i,4.2903e-05-0.00032147i,0.00055193-0.00085699i,0.00090856-0.00074254i,0.00072325-0.00016496i,-0.00027015+1.9338e-05i
-0.00096506-0.00061599i,-0.00028423+0.00027948i,-0.00054651-0.00017892i,-0.00020546+0.00030112i,0.0003519+0.00048752i,-0.00010196+0.00055083i,-0.0011117+0.00027453i,-0.00057983-0.0005389i,0.0003085-0.0001889i,0.00047989+0.00036821i,0.00078697+0.00096722i,0.00080544+0.00087802i,6.9579e-05-0.00040439i,-0.00025647-0.00072337i,5.8895e-05+2.4409e-05i,-0.00017718+0.00047822i,-0.00052926-3.366e-05i,-0.00053281-0.00082706i,-0.00016433-0.00050683i,0.00035293+4.8153e-05i,0.00010987+0.00039974i,-7.5889e-05+0.00010942i,0.00030425-0.00026616i
0.0010817+0.0001369i,0.00015872-0.00032948i,-7.1778e-05-0.001523i,-0.00028967-0.0016748i,-0.00077431-0.0014303i,-0.0010767-0.0010722i,-0.00067031-0.00072633i,-0.00056081-0.00032576i,-0.00058873+0.00043771i,-0.00075659+0.00025434i,-0.00098902-0.0003918i,-0.00074922-1.9357e-05i,-0.00098464+0.00025981i,-0.00089588+0.00081411i,-0.00035427+0.001772i,0.00018719+0.0011199i,0.00098353+0.00026626i,0.00041101-6.6886e-05i,0.00052351-4.9523e-05i,0.0010619+0.00067431i,0.00019389+0.00038822i,-0.00016494-0.00056869i,-0.00026843-0.00036084i
0.00099701-0.00075196i,0.00075209-0.00055694i,0.00093886-0.0011764i,0.00056495-0.0018571i,-0.00066221-0.001298i,-0.0014638-0.00036152i,-0.00060343-0.00011924i,-0.00033967-0.00019938i,-0.00065618-0.00052273i,-0.0002957-0.00052789i,-0.00013313-3.6886e-05i,-3.6054e-05+0.00046264i,0.00032365+0.00067841i,0.00048996+0.00069271i,0.0010312+0.00078769i,0.0011005+0.0011624i,0.00033045+0.00049052i,-5.4777e-05-0.00045611i,-0.00023776-0.00033656i,-0.00010767+1.8307e-05i,0.00025876-0.00047023i,0.00039101-0.00062441i,0.00016711-1.8248e-05i
0.00065284+0.00031852i,0.00018615+0.00063019i,2.3918e-05+0.0003439i,-0.00050109+0.0002363i,-0.0013928+0.00028568i,-0.0016669+0.00045359i,-0.0014602+0.00025436i,-0.000728-0.00016475i,0.00010214+0.00011657i,0.00040272+0.00023183i,-3.2905e-06+0.000206i,0.00021302-0.00053532i,0.00049296-0.00095917i,0.00092371+0.00013106i,0.00087515+0.00035091i,0.0003972-0.00023645i,0.00040581-0.00047826i,0.00010613-0.00062376i,-0.00025916-0.00077036i,0.00013049-0.00012457i,-0.00026284+0.00066821i,-0.0010629+0.00049761i,-0.00014287+0.00099934i
-0.00013835+0.0010196i,0.00016143-0.00045393i,-2.3643e-06-0.0014832i,0.00012318-0.00080579i,-3.7374e-05-0.00091328i,-0.0014827-0.0019312i,-0.0019733-0.0020761i,-0.0013846-0.0014098i,-0.00065555-0.00054347i,0.00022157+0.00028498i,0.00048236-0.00029304i,-0.00024885-0.0013441i,-0.00078303-0.0010216i,-0.0011785-0.00044987i,-0.0014871-0.00045602i,-0.0013698-0.00022238i,-0.00052459+3.1651e-05i,5.1331e-05-0.00020181i,0.00069547-0.0010069i,0.00062669-0.0013425i,0.0004445-0.0011411i,0.001196-0.00087403i,0.00095178-0.00052454i
-0.0019978-0.0015718i,-0.002722-0.00138i,-0.0029111-0.00088556i,-0.0018397+0.00015012i,-0.00086341-2.3738e-05i,-0.00080281-0.00019852i,-0.0010016-9.6288e-05i,-0.0012603-0.00041537i,-0.0009413+0.00019382i,-9.6878e-05+0.00041977i,-0.00031836-8.3681e-08i,-0.00019316-7.273e-05i,0.00017525-0.00034068i,0.00040058-0.00054537i,0.00059162-0.00077356i,0.00030801-0.00026398i,0.00017951+0.00061314i,-0.00031675+0.00081711i,-0.00027344+0.0010435i,-9.9529e-05+0.0015607i,0.00045586+0.00093554i,0.0008124+0.00055959i,9.9756e-05+0.0010098i
-1.2977e-05-0.00096182i,0.00036171-0.00049638i,-0.00075676-4.7463e-05i,-0.0016499-0.00027224i,-0.0014428+0.00043455i,-0.00029433+0.00024326i,0.00050474-0.00091979i,0.00020599-0.0014712i,-0.00052177-0.00076798i,-0.00053072+0.00034201i,-0.00031662+0.00055298i,-0.00051688+0.0004131i,0.00019347+0.00022352i,0.00081812-0.00014082i,-0.00041389-7.9108e-05i,-0.00096552-0.00084377i,0.00058336-0.0010063i,0.00056564+9.0835e-05i,0.00042928+0.0002716i,0.00096275-6.2942e-05i,0.00082007-0.00018874i,0.0010651+0.00038863i,0.0010249+0.00029107i
-0.0005915-0.0014567i,-0.0014684-0.0011558i,-0.0014124-0.0019414i,-0.0012352-0.0021476i,-0.00172-0.0010368i,-0.0013242-0.0001493i,-0.0008021-0.00012445i,-0.00098035-0.00037357i,-0.0012963-0.00072391i,-0.0010346-0.00054909i,-3.1625e-05+0.00050881i,0.00022589+0.001046i,-2.4444e-06+0.00073152i,1.6101e-06+0.00084138i,4.6707e-05+0.00066663i,0.00015122+0.00036433i,-0.00027124-4.3913e-05i,-0.00072205-0.00022463i,-0.00017671-0.00027414i,0.00020587-0.00071087i,5.0665e-05-0.00017477i,8.4998e-05+0.00061797i,4.2048e-05+0.0010957i
-0.00078669+0.0008351i,-0.00090156+5.306e-05i,-0.00023394-0.00055573i,0.00015753-0.00021094i,0.0001141-5.6613e-05i,0.00044835-0.00053471i,0.00048371-0.0010731i,0.00012056-0.00019764i,0.00018598+0.00010595i,0.00019586+0.00055715i,0.00019907+0.0013413i,0.00077719+0.0010877i,0.00032353+0.00044833i,-9.4557e-05-0.00015874i,-0.00024471-0.00051563i,4.9521e-05-0.00036824i,0.00020455+4.8205e-05i,-0.0002384-0.00042062i,-0.00014305+4.6519e-05i,-0.00071692+0.00033951i,-0.00099782-0.00016273i,-0.00023077-8.5195e-06i,0.00079517+0.00062664i
0.0016819-0.0021007i,0.0021841-0.0026099i,0.001492-0.0022491i,1.9875e-05-0.0030957i,-0.00073202-0.0041744i,-0.0013417-0.0027638i,-0.001909-0.00038956i,-0.0019904-0.00029135i,-0.0017439-0.00013005i,-0.00060912+0.00023083i,-0.00025543-0.00012574i,-0.00063591-0.00025462i,-0.00029073-5.5252e-05i,-0.00017846+0.0001275i,0.00031535-0.00019338i,0.00073385+1.866e-05i,-0.00020577+0.00018595i,-0.00078604-0.00062481i,-0.00072746-0.0008311i,-0.0010043-0.0001313i,-0.0007893+0.00023564i,-0.00019288+0.00022545i,0.00027687+0.00054976i
-0.00014267+0.0020963i,0.00061536+0.002627i,0.00051912+0.0019058i,7.6087e-05+0.00021894i,-0.0003533-0.00068602i,-0.00075523-0.00085501i,-0.00061473-0.00081453i,0.0002084-0.00068688i,0.0003072-0.00033586i,-0.00050553-8.2168e-05i,-0.0002181-0.0001018i,0.0005113-0.00031182i,-0.00015222+0.00058876i,-0.0015981+0.0011071i,-0.0013736+0.0010365i,-0.00070482+0.00054714i,-0.00037841-0.0002073i,-0.00021888+7.7679e-05i,0.00018866+0.00091354i,0.00083704+0.0010474i,0.00066681+0.00040639i,0.00031852-0.00034991i,0.00042731-9.062e-05i
0.00036374-0.0020918i,-0.00015082-0.0015183i,-0.00071845-0.0023817i,-0.0019131-0.0021177i,-0.0015031-0.00079802i,-0.0004723+7.0745e-05i,-0.00049907+0.00042503i,-0.0011936+0.00038557i,-0.0012377-0.0002863i,-0.00068361-0.00068336i,0.00024889-0.00041913i,0.0010397+0.00067411i,0.00049665+0.0013588i,-0.00025715+0.00049456i,-0.00018452-7.3859e-05i,7.0935e-05-0.00029166i,0.00051788-0.00071707i,0.00058826-0.00055855i,0.00034192+0.00031162i,0.00050592+0.00094696i,0.00073495+0.00039139i,0.00015803-0.00044739i,-0.00032712-0.00083674i
-0.00065858-0.0017061i,-0.00080361-0.00036009i,-0.00088552+0.0002255i,-0.00084539+0.00035042i,-0.0012794+0.00035539i,-0.00072516+0.00041788i,-0.00030969+0.00034786i,-0.0004158+0.00015224i,8.1811e-05-0.00035874i,0.00018988-0.00053958i,-4.5482e-05+0.00021628i,-4.6932e-05+0.00065646i,-2.7498e-06-0.00025911i,0.00035079-0.00086245i,0.00061142-0.00068681i,0.00024042-0.00041249i,0.00023475-0.00029544i,0.00055593-0.00051013i,0.00046739-0.00016056i,0.0003621+0.00011599i,3.7206e-06+6.7103e-05i,-0.00074445-0.00026871i,-0.0010086-0.00079828i
-0.00097794-0.00046528i,-0.00091711-0.00075566i,-0.0012452-0.0014876i,-0.0021607-0.001647i,-0.0019977-0.0018822i,-0.0021096-0.0011238i,-0.0017705-0.00019575i,-0.001217+7.8047e-05i,-0.0013284-0.00026165i,-0.00018681-0.00021837i,0.0011469+0.00051337i,0.00077421+0.00044235i,0.00045513-2.6743e-05i,-4.9491e-05+0.000147i,-0.0001177+0.00010243i,6.1511e-05+0.00050702i,-0.00023106+0.00096342i,0.00013075+0.00041514i,-0.00011154-6.2723e-05i,-0.00023406-0.00033895i,0.00062008-0.00042454i,0.0011784-0.00022509i,0.00084089-2.4021e-05i
-0.00064575-0.0002244i,-0.00016619+0.0003038i,0.00036638+0.00087883i,0.00056245+0.0007027i,0.0010418+0.00036456i,0.00076285-6.3057e-05i,0.00060808+0.00037914i,-0.00014485+0.00079234i,-0.00019088+0.00034146i,0.00031907+0.00048019i,0.00013037+0.00086916i,4.0317e-05+0.00049182i,2.468e-05-4.1958e-05i,-0.00018918-0.00036564i,-5.1402e-05-0.00067083i,-0.00013328-0.00031475i,-0.00011782+0.00028243i,-0.00017121+0.00038734i,0.00038617+0.00040181i,0.00055749+0.00062818i,3.4028e-05+0.00076342i,-0.00035199+0.00050952i,-0.00035707+2.4897e-05i
-0.00014782+0.00018818i,0.0014424-0.0007344i,0.0017134+9.2805e-05i,0.0016202+0.00051995i,0.0017752-0.00074122i,0.00062602-0.0019129i,-0.00073622-0.0018496i,-0.00082109-0.00076913i,-0.00063092+0.00015272i,-0.00023913+0.00034145i,-0.00013962+0.00071012i,-0.00026971+0.00054294i,-0.0003646-0.00040671i,-0.00043979-0.00064554i,2.7557e-05-0.00035676i,-0.00012088+0.00034821i,-0.00063552-0.00026063i,5.0455e-05-0.00014968i,0.00073396+0.0011555i,0.00089913+0.0010694i,0.00075214+6.807e-05i,0.00070543-0.00080534i,0.00064225-0.0012178i
0.0026071+0.00051127i,0.0016567-0.00036955i,0.00039795-0.0012252i,-0.00055436-0.0015172i,-0.00068455-0.0018299i,-0.0012824-0.0014767i,-0.0013283-0.0011632i,-0.00069611-0.00073617i,-0.00030327-0.00012505i,-0.00026369+0.0008602i,-0.0002119+0.0010352i,-0.000142+7.8531e-05i,0.00010041+0.00015631i,-6.5549e-05+0.00055829i,0.00010302+0.00024201i,-0.00014796+0.000337i,-0.00037391+0.00010696i,0.00035726+0.00010559i,0.00061336+9.0781e-06i,0.00066971-0.00047079i,-3.2933e-05-8.5526e-05i,-0.00024064+0.0003818i,6.9725e-05+0.00037595i
0.0011026-0.001302i,0.00036167-0.0015096i,0.00025929-0.0025407i,0.00021218-0.0016176i,-0.00062607-0.0011979i,-0.00059488-0.0010212i,2.9585e-05-0.00077696i,0.00025621-0.0012841i,-0.00030526-0.0011438i,-0.00088223-6.9196e-05i,-0.00066532+0.00066159i,-0.00078649+0.00071501i,-0.00056947+0.00037181i,0.00010577+0.00035044i,5.5275e-05+0.0005048i,0.00033673+0.00066253i,-2.5936e-05+0.0011622i,-0.00041058+0.001542i,2.8158e-05+0.0015305i,0.00017476+0.00055637i,0.00022097-0.00051664i,0.00038955-0.00025162i,0.0008049-0.00031786i
-0.0015108-0.00048548i,-0.0014927+0.00061972i,0.00018647+0.001492i,0.0013385-0.00047287i,0.00083401-0.0022124i,-0.00063176-0.001448i,-0.0010561-0.0009252i,-0.00048611-0.0013668i,-0.0004648-0.00062375i,-0.00071029+0.00018911i,-0.00065505-0.00010895i,-0.00048897-0.00084944i,-0.00020576-0.00061196i,-0.00013405+4.1648e-05i,-0.00012807+0.00052639i,0.00014148+0.00075458i,-8.8225e-05+0.00026301i,-0.00056877-0.00036392i,-0.00036011-0.00051973i,0.00018125-0.00013143i,0.00024996+0.00024921i,0.00032096-0.00026055i,0.00037576-0.00063132i
0.0020774-0.0016774i,0.00064832-0.0022158i,-0.00063078-0.0018302i,-0.0023254-0.0017062i,-0.0020299-0.0019671i,-0.00066647-0.0012328i,-0.0011787-0.00092847i,-0.00093891-0.00068998i,-0.00048761-9.4254e-05i,-0.00048926-0.00036979i,5.2081e-05-0.00043636i,-0.00017915-1.4192e-05i,-0.00069676-0.000468i,-0.00057849-0.00081202i,-0.00041921-0.00098287i,-0.00052835-0.00073615i,0.00017718-0.00013967i,0.00073462+4.3947e-05i,0.00016041-1.207e-05i,-0.00041949-0.00023666i,-1.1457e-05-0.00087994i,0.00080835-0.00069473i,0.00067149-0.00011843i
0.0012545+0.00032749i,0.00031679+0.0008165i,0.00025643+0.0004137i,0.00069697-0.0010597i,-0.00059307-0.0018263i,-0.0017282-0.0016901i,-0.0009558-0.0018469i,-4.8458e-05-0.00086236i,-0.00037781+0.00024603i,-6.7695e-05+8.1506e-05i,0.00052408+0.00026187i,0.001029+0.00047189i,0.0012864+0.00018211i,0.00097143+0.00010642i,-0.0001299+0.00011482i,-0.0007868-2.7019e-05i,-0.00063048+0.00026526i,-0.00051193+0.00045428i,-0.00077664+0.00020958i,-0.00051847+0.00040368i,-0.00034237+0.0004865i,-0.00046486+0.00021802i,8.1619e-05+0.0004534i
0.00016123+0.0018971i,-5.5894e-05+0.00012737i,0.00020437-9.9129e-05i,-0.00067564+0.00030677i,-0.0010625-6.3758e-06i,-0.00085705-1.0048e-05i,-0.0010968+0.00021626i,-0.0012359+0.00044975i,-0.0011086+0.00012619i,-0.00041082-5.2226e-05i,-0.00022443-0.00013253i,-0.0005943-0.00099105i,-0.00064162-0.00084301i,-0.00050435-0.0001599i,-0.00067428+0.0003979i,-0.00093701+0.00052345i,-0.000641-4.5081e-05i,-0.00021085-9.2516e-05i,-8.0927e-06+0.000137i,0.00052007+0.00017263i,0.00069194+0.00061053i,6.6732e-05+0.00073791i,-8.9156e-05+0.0009146i
0.0020418+0.0001084i,0.0010553-0.0013541i,0.00094122-0.0030658i,0.00040501-0.0033748i,-0.00023315-0.0030346i,-0.0012952-0.002362i,-0.0016517-0.0016594i,-0.00064382-0.00095168i,-0.00038463-0.00043908i,-0.00048376+0.00033048i,-0.00011068+6.0195e-05i,-0.00030249-0.0010328i,-0.00062903-0.00074598i,-0.00035588+0.00039536i,-0.00044311+0.0015749i,0.00020927+0.0020572i,0.0009817+0.001509i,0.00050704+0.00026857i,-0.00077323-0.0005221i,-0.0010163-0.00046973i,-0.00015267-0.0003282i,0.00044409-0.00072826i,0.00033514-0.00022134i
