-0.0031917+0.00095127i,-0.0032338+0.0016963i,-0.0044071+0.0028225i,-0.0049321+0.0032093i,-0.0044752+0.0024872i,-0.0020595+0.0019464i,0.00038391+0.001007i,0.00085621+0.00040944i,0.00058438+0.00028387i,0.00033311+0.00031546i,0.00063104+0.00089339i,0.00043537+0.0009348i,-0.00041544+0.0008185i,-0.00014604+0.00018975i,0.00084908+0.00017704i,0.0015834+0.00042209i,0.0015142-2.6263e-05i,0.0003811-0.00012914i,-0.00022957+0.00057429i,-0.0003295+0.0011707i,9.8907e-05+0.0010231i,0.00076927+0.00034439i,0.00084831+2.5465e-05i
-0.0004345-0.0014895i,-0.00044784-0.0018016i,-0.00056265-0.0017652i,-0.00037337-0.0019917i,-6.757e-05-0.0018253i,0.0010013-0.00071036i,0.0023133-0.00015384i,0.0019991-0.00062804i,0.00097257-0.0017659i,-0.0001729-0.0010684i,-0.001114+0.00065683i,-0.00088847+0.0015036i,-0.00064816+0.00087674i,-0.0016297-0.00029035i,-0.0016796-0.00077601i,-0.00033496-0.00037741i,0.00025071+0.00019466i,0.00014972+0.00035274i,-0.00067305+0.00036598i,-0.0016086+0.00070137i,-0.0014968+0.00090233i,-0.0006886+0.00011992i,0.00011464-0.0002294i
-0.0013927+0.0016304i,-0.00087448+0.0023491i,-0.00084985+0.0028301i,-0.00087213+0.0023586i,-0.00063675+0.0011127i,8.4628e-05+0.00039581i,0.00083397-2.3536e-05i,0.0017571-7.7566e-05i,0.0021366+0.00054172i,0.0019469+0.0023588i,0.0020721+0.0040132i,0.0019472+0.0031689i,0.00118+0.00082621i,0.00097415-0.001271i,0.0013518-0.0021954i,0.0010656-0.0022109i,0.00091321-0.0014646i,0.00074469-0.0011557i,0.00038865-0.0013722i,0.00038048-0.0010391i,0.00015292-0.0010234i,-0.00016348-0.00076994i,0.00026096-0.00092862i
0.00013499+0.00021118i,-0.00026864+0.00036859i,-0.0014373-0.0001338i,-0.0010005-0.0011643i,0.0003046-0.0021568i,0.0018492-0.0015865i,0.0026039-0.00080491i,0.002474-0.00013078i,0.0018869+0.0010399i,0.0022077+0.0019732i,0.003645+0.0016814i,0.0038897+0.001029i,0.0031549-0.00011096i,0.0028912-0.0011922i,0.0026687-0.001011i,0.0014037-0.00047962i,-7.231e-05+4.0369e-05i,-0.00091343-0.00044148i,-0.00075223-0.0014069i,-0.00029134-0.0015652i,-0.0008628-0.00086417i,-0.0010275+0.00040625i,-0.00089412-0.00011439i
-0.00049953+0.00048208i,-0.0018937-0.00040617i,-0.0025674+0.00011858i,-0.0029822-0.00031862i,-0.002133-0.0013236i,0.00012103-0.00052481i,0.0012182+0.00023993i,0.0010853+0.00093434i,0.00049766+0.0016517i,7.55e-05+0.0010711i,0.00028525-0.00012287i,0.00058749-0.00011418i,0.0014098+0.00021554i,0.0024609+0.0010096i,0.0019988+0.0018797i,0.00057635+0.002249i,-0.00030388+0.0016581i,-0.00076891+0.00083276i,-0.0012192+0.00018838i,-0.00056264-0.00051679i,-0.00065204-0.00049218i,-0.00047081+9.9953e-05i,0.00027469+0.00024071i
0.0010678+0.0025672i,0.0015305+0.00163i,0.0024191+0.001477i,0.002111+0.00090617i,0.0022193+0.00041943i,0.0018211-0.00011554i,0.0016414-0.0010972i,0.0016875-0.00058782i,0.00010644+9.3929e-05i,-0.0010381-0.00073965i,-0.0017877-0.0017285i,-0.0026647-0.0017466i,-0.0020464-0.00098519i,-0.00099303+0.00060481i,-0.0011854+0.0020236i,-0.00070345+0.0018736i,-3.4804e-05+0.00088717i,0.00027425+0.00023715i,0.00012851-0.00053111i,-0.00066582-0.0013298i,-0.00082706-0.001388i,-0.00042098-0.00069461i,0.00037938-0.0002514i
-0.0017215+0.0039255i,-0.00056201+0.0043136i,0.00030587+0.004512i,0.0011441+0.0031923i,0.0019112+0.0014591i,0.0018931+0.00043285i,0.0010174-0.00044026i,-4.3112e-05-0.0010325i,-0.0021139-0.001275i,-0.0038298-0.0017135i,-0.003931-0.00141i,-0.0029474-0.00030498i,-0.002103+0.0006422i,-0.0026852+0.0008306i,-0.0023303+0.0013787i,-0.00059298+0.00095371i,0.00068205-0.00012538i,0.00073045-0.00053475i,5.8321e-05-0.00036569i,-0.00015847+2.06e-05i,0.00012991-0.00013103i,0.00085544-0.00010303i,0.0013268+0.001094i
0.00066933+0.0019086i,0.0013461+0.0017862i,0.0014112+0.0014226i,0.00059742+0.00044025i,-9.4153e-05+0.0006138i,-0.00016874+0.0013426i,0.00051247+0.00054588i,0.00033809-0.00053731i,-0.0002238-0.0012428i,-0.00052354-0.0010827i,-0.00093291-0.0003214i,-0.0010978+0.0011618i,-0.0024054+0.00093739i,-0.0038205-0.00022358i,-0.0030226-0.00083744i,-0.00096203-0.0011354i,-0.00057403-0.00025547i,-0.00082685+0.00031954i,-0.00020306-0.0005037i,8.0518e-05-0.0010025i,3.5596e-05-0.00047186i,0.00036096-3.5026e-05i,0.00016879+0.00040315i
-0.0012319-0.0016913i,-0.00073208-0.002558i,-0.0021517-0.0016562i,-0.0023622-0.0009066i,-0.0014873-0.00042505i,-0.00035003-0.00010024i,0.00097703-0.00035973i,0.001094-0.00088796i,0.00053931-0.0012301i,0.00080779-0.0014258i,0.0023426-0.00040145i,0.0035022+0.00029293i,0.0031045-0.00014076i,0.0021087-0.0015514i,0.00084451-0.0025795i,-0.0001756-0.001468i,0.00018833-0.00080773i,0.00021697-0.00099509i,-0.00046947-0.00036199i,-0.00013962+7.3613e-05i,0.00034939+0.0003669i,0.00042554+0.00037744i,-0.00050605-0.00031016i
-0.00057369+0.00094302i,0.00021402+0.0005776i,0.00049647-0.00022633i,-0.00034892+0.0003057i,-0.0004227+0.0011285i,0.00013021+0.00027948i,0.00060751-0.0011669i,0.0018472-0.0019418i,0.003432-0.0012993i,0.0046499-0.00033108i,0.0048318-0.00031977i,0.0042237-0.00082591i,0.0040407-0.0012527i,0.0041398-0.0022113i,0.0035988-0.0022933i,0.0022858-0.0011813i,0.00097967+0.00021243i,-6.1088e-05+7.7343e-05i,-0.00057529-0.00075691i,0.00016091-0.00085643i,0.000791-0.00051017i,0.00027424-0.00012569i,-0.00042698+0.00023354i
0.0016486+0.0020795i,0.0019291+0.0031722i,0.0020062+0.00050945i,0.0016328-0.0018639i,0.00080015-0.0028732i,0.00089193-0.0024523i,0.0012433-0.00092888i,0.0014376-0.00033129i,0.0017173-0.00029313i,0.0021769-0.00090703i,0.0018795-0.001104i,0.00091541-0.00071025i,0.0015813-0.001475i,0.0023953-0.0011896i,0.0018407+0.00038319i,0.0010685+0.0024384i,0.00048945+0.0029477i,-5.3976e-05+0.0013589i,-0.00039226+0.00058451i,-0.00024107+0.0012514i,-0.00030605+0.00067949i,-0.00038736-0.00029641i,-0.00047635-0.00093381i
-0.00043051+0.0016772i,-0.00092192+0.001594i,7.7643e-05+0.0021469i,0.00053063+0.0010422i,3.4865e-05-0.00091265i,-0.00016269-0.0012341i,0.00019195-0.00058742i,0.000707-6.4137e-05i,0.0001371+0.00030063i,-0.0015549+0.00025604i,-0.0025101+8.6114e-05i,-0.0025692+0.0003089i,-0.0021514+0.00043271i,-0.0013789+0.0015964i,-0.00099905+0.0032221i,-0.00058576+0.0029515i,0.0002757+0.001618i,0.00015885+0.00093815i,-6.1058e-05-0.0001364i,-0.00033988-0.00064205i,-0.00067179-0.00066178i,4.2855e-05-0.0010241i,0.0014655-0.0013773i
0.00027153+0.0015145i,9.3636e-05+0.00092747i,-0.00028065+0.0009145i,0.00066909+0.00013536i,0.0019967-0.00032059i,0.0021331-3.1858e-05i,0.0015802+0.00049806i,0.00010819+0.00072288i,-0.0021256+0.0013925i,-0.0034616+0.0015834i,-0.0043668+0.0010834i,-0.0047562+0.0021614i,-0.0038078+0.0038253i,-0.0032254+0.0047757i,-0.0026036+0.0045613i,-0.0013404+0.0024083i,-0.00084046-0.00063589i,-0.00081572-0.0017481i,-0.00078921-0.0016287i,-0.00051885-0.0012597i,-0.00010705-0.0013004i,3.1517e-05-0.0011047i,0.00050798+0.00015831i
0.00024821-0.0018212i,0.00099687-0.0019852i,0.0010839-0.0025991i,0.0004579-0.0019367i,-2.4538e-05-0.0010714i,0.00031342-0.0011115i,0.00083713-0.0010923i,0.0010026-0.00094928i,0.00031437-0.00042823i,-0.0017293-0.00045634i,-0.0024586+0.00028569i,-0.0013824+0.0021263i,-0.0010976+0.0022634i,-0.0016652+0.001271i,-0.0019837+0.00064007i,-0.001737-0.00057583i,-0.0015258-0.0016019i,-0.0012583-0.00087586i,-0.00030665-0.0003698i,-0.00015822-0.00037463i,-7.6996e-05-0.00050491i,-9.82e-05-0.00053048i,-0.0011237+0.00043784i
-0.00055083+8.16e-05i,0.00048398+0.00097822i,9.3714e-05+0.0010236i,-0.00051512+0.00084431i,-0.00030346+0.0014714i,0.00092484+0.00071119i,0.0019873-3.3612e-05i,0.0018618+0.000253i,0.0012259+2.2092e-05i,0.001404+0.00015912i,0.0019196+0.00068765i,0.0023678+0.00010047i,0.0021526-0.0011761i,0.0015941-0.0026399i,9.625e-05-0.0038491i,-0.0011904-0.0032671i,-0.0006968-0.0025282i,-0.00012992-0.0012147i,0.00017126+0.00032029i,-0.00017068+6.5557e-05i,-0.00029486-0.00040046i,0.00061017+0.00032669i,0.0004803+0.00086957i
-0.0022204+0.00266i,-0.0010319+0.0016238i,0.00052407+0.0018964i,0.0020349+0.0019116i,0.0025859+0.0004139i,0.0019062-0.00059553i,0.0016267-0.00052983i,0.0020763-0.00012747i,0.0027948-0.00051001i,0.0038465-0.0013221i,0.0042565-0.0019609i,0.003717-0.0028926i,0.0031257-0.0044933i,0.0032467-0.005568i,0.0024218-0.0052222i,0.00085136-0.0030932i,0.00072859-0.00053839i,0.00093805+0.00054093i,0.00082412+0.00076004i,0.00056144+0.00035804i,0.00073214+0.00037015i,0.00074637+0.00043394i,0.00098528+0.00040151i
0.0010257+0.00082882i,0.00095367+0.00042821i,7.5569e-05+0.00089183i,0.00014935+0.0015334i,0.00068971+0.0013709i,0.0008634+0.00074335i,0.001356+0.00080138i,0.0012319+0.00092286i,0.0015872-0.00090928i,0.0022211-0.0032738i,0.0016144-0.0043071i,0.00082308-0.0040136i,0.0010135-0.0025662i,0.0015947-0.0018259i,0.0016542-0.00099734i,0.0012803+0.0004075i,0.00059285+0.00083096i,1.1851e-06+0.00033641i,0.00044617-0.00024101i,0.0010678-5.6359e-05i,0.00014453+0.00056349i,-0.00074687-8.4308e-05i,0.0001812-0.001059i
-0.0007477-0.00058358i,-0.0010277-0.0016159i,-0.001599-0.0025663i,-0.0033188-0.0014865i,-0.0031964-0.00045916i,-0.00087099+8.3845e-05i,0.00051855+0.00033689i,0.00048453+2.8007e-05i,-0.00020948-0.00010537i,-0.0014736-9.1289e-05i,-0.0027635-0.00065436i,-0.0024184+0.00011351i,-0.00127+0.0022353i,-0.00037132+0.0042417i,0.00044747+0.0051128i,0.001561+0.0043718i,0.0019569+0.0026246i,0.0010566+0.0003459i,-0.00018096-0.00058163i,-0.00047644-0.00020069i,-0.00034938+1.8587e-05i,-0.00044675+0.00014597i,0.00016598+0.00013692i
0.0018394+4.2698e-05i,0.00088318+9.0543e-05i,-3.9238e-06-0.00062555i,-0.0007751-0.0014951i,-0.0016512-0.0015197i,-0.0018853-0.00090864i,-0.0012907-0.0010946i,-0.00087381-0.0013577i,-0.0010197-0.00028189i,-0.001757+0.00107i,-0.0027866+0.0020955i,-0.0028908+0.003606i,-0.0021636+0.0051743i,-0.00096096+0.0059804i,-5.4089e-05+0.0059782i,0.0002646+0.0045651i,6.332e-06+0.0020052i,-0.00079135+0.00033315i,-0.0018124-0.00024886i,-0.0014195-0.00087721i,-0.00092189-0.0006914i,-0.00082919-0.00019975i,7.6929e-06-0.00018012i
0.0016635-0.00061455i,0.0021541-0.0019296i,0.0021432-0.0023343i,0.0010389-0.0019318i,-0.00028536-0.0013702i,-0.0001551-0.0014082i,0.0014222-0.0017474i,0.0025869-0.001867i,0.0020201-0.0010699i,0.00051507+0.0019059i,-0.00024634+0.0048327i,-0.00026665+0.0050623i,-0.0009901+0.003056i,-0.0013978+0.0013725i,-0.001348+0.0012033i,-0.0017694+0.0011326i,-0.0021776+0.00026719i,-0.0016455+7.5138e-05i,-0.0013485-3.8714e-05i,-0.00195-3.4279e-05i,-0.0015622+0.00045661i,4.0024e-05+0.00036798i,0.00063192+0.00059329i
-0.0021389+0.0024593i,-0.0019917+0.0029098i,-0.0020297+0.002973i,-0.0010299+0.0024699i,0.00089477+0.0016917i,0.0026536+1.0604e-05i,0.003552-0.0018563i,0.0026795-0.0015678i,0.0012994+7.5807e-05i,0.00094885+0.001589i,0.0017784+0.0022542i,0.0022341+0.0010979i,0.0014409-0.0018508i,-0.00030968-0.0044541i,-0.0020381-0.0042686i,-0.0023637-0.0022666i,-0.0023316-0.0013321i,-0.0017011-0.00063243i,-0.00041331-0.00012048i,-4.879e-05-0.00016228i,-0.00062735+5.6769e-05i,-0.00048412+6.0435e-05i,0.00083943+5.9735e-05i
-0.0021514+0.00081248i,-0.0016396+0.0011222i,0.00030614+0.0010484i,8.0705e-05+0.0004709i,0.00075416+0.00066086i,0.0026051+0.00085002i,0.0038473+0.00050445i,0.0032964+1.6393e-05i,0.0018212-0.0013024i,0.001471-0.0026194i,0.0016562-0.003821i,0.00099487-0.0050613i,0.00019618-0.0058658i,-0.00060462-0.0060721i,-0.0019589-0.0053148i,-0.0013182-0.0030497i,0.00053345-0.00064217i,0.0012743-0.00046241i,0.0014288-0.00086577i,0.00084647-0.0005805i,0.00031599+1.7354e-05i,0.00014376+0.00067915i,-2.4809e-05+0.00033978i
0.00026178-0.0029601i,-0.0014404-0.0034196i,-0.0026739-0.0046834i,-0.0026312-0.0039403i,-0.0019378-0.0018277i,0.00044825+0.00016487i,0.0020851+0.0011875i,0.00086201+0.00071675i,-0.00091247-0.00065283i,-0.0017743-0.0028402i,-0.0016752-0.0043744i,-0.0013192-0.0039662i,-0.00096408-0.0026569i,-3.8334e-05-0.0015653i,0.0011227-0.0010016i,0.0019645-0.00071644i,0.001843-0.0006268i,0.0014175-0.00086341i,0.0013942-0.0012062i,0.00087718-0.00024214i,-0.00012501+0.00014678i,-6.6304e-05+0.00010057i,0.00014925-0.00017399i
0.0016117+0.0010137i,0.0015342+0.0006627i,0.0018841+0.0015251i,0.0020745+0.0028533i,0.0015058+0.0028186i,0.00090102+0.0011929i,0.0010341+0.0011742i,0.00041758+0.0024843i,-0.00041274+0.0014434i,-0.00099905-0.00048009i,-0.002089-0.0012677i,-0.0028082-0.00044058i,-0.00061761+0.0017648i,0.002667+0.0034687i,0.0044825+0.0032902i,0.0051416+0.0025148i,0.0035138+0.00061918i,0.0014209-0.00056024i,0.00089004-0.00046016i,0.0013063-0.00032653i,0.0010469-0.00023582i,0.00011604-4.9839e-05i,0.00022566-4.1638e-05i
-0.00042428+0.00087928i,1.7086e-06+0.00092267i,-4.541e-05+0.0015861i,-0.00020247+0.00027595i,4.3618e-05-0.00058448i,0.00012047-0.00067922i,-0.0011902-0.00091699i,-0.0022625-0.0012179i,-0.00087453-0.00054731i,0.00025778+0.0013208i,-0.00027284+0.0035595i,-0.0003189+0.0048998i,0.00028198+0.0051443i,0.00085472+0.0051373i,0.0021759+0.0042921i,0.0028893+0.002478i,0.0014192+0.0011891i,-0.00063783+0.00054005i,-0.00096328+0.00074197i,-0.00062141+0.0011201i,-0.00076223+0.00047047i,-0.00098962+0.0004267i,-0.001113+0.00039778i
0.00035304+0.00074305i,0.0008383-7.7686e-05i,0.00078254+0.00072382i,0.00034729+0.00096569i,-9.436e-05-0.00072591i,-0.0006581-0.0019808i,-0.0014254-0.0024597i,-0.0010295-0.0028139i,0.00042444-0.0016155i,0.0019256+0.0014974i,0.0022535+0.0042826i,0.0024422+0.0056134i,0.001985+0.0041577i,-0.00082976+0.0014775i,-0.0022899+0.00098901i,-0.0021854+0.0016331i,-0.0025213+0.0013463i,-0.0025887+0.00098089i,-0.0021304+0.00061822i,-0.0015407+0.00063587i,-0.00091622+0.00049278i,-0.00071158-0.00046446i,-0.00027123-0.00017208i
0.0006348-0.0027409i,0.00072196-0.0026344i,0.00028102-0.0029519i,-0.00059356-0.0033484i,-0.0015288-0.0028028i,-0.0011018-0.0025643i,0.00044183-0.0038542i,0.00084221-0.0049548i,0.0010371-0.0036904i,0.0019045-0.00081029i,0.0029183+0.00095211i,0.0029681+0.0011118i,0.00071492-0.00028346i,-0.0029497-0.001693i,-0.0054675-0.00071201i,-0.0044516+0.0013256i,-0.0018955+0.0024856i,-0.00058425+0.0013823i,-9.3342e-05+0.00032532i,-0.00054492+0.00036656i,-0.00075517+0.00037948i,-0.00041959+0.00018156i,5.5858e-05-0.00023722i
-0.00010527-0.00086058i,-0.0007667+0.00041946i,-0.0010478-0.00052055i,-0.0010431-0.0013856i,-0.0012065-0.001894i,0.00042565-0.0020035i,0.0030032-0.0023236i,0.0039983-0.0026168i,0.0020305-0.0025813i,-0.00062406-0.0030845i,-0.0010088-0.0042213i,-0.0015611-0.0050294i,-0.0022029-0.0043203i,-0.0022049-0.0027123i,-0.0027662-0.00080177i,-0.0029319+0.00054697i,-0.0010025+0.00046315i,0.001101-0.00046463i,0.00066496-0.0015592i,-0.00070797-0.0019743i,-0.0012769-0.0012765i,-0.00069215-0.00023568i,0.00042303+8.0942e-05i
0.00058151-0.00040595i,0.00055427-0.0014039i,0.0012555-0.00226i,0.002159-0.0021039i,0.0030939-0.0019378i,0.0039748-0.0013747i,0.0060257+0.00029881i,0.0064046+0.0014461i,0.0029861+0.00091909i,-0.00063878-0.0019093i,-0.0028046-0.004726i,-0.0038037-0.004372i,-0.0029947-0.0016646i,-0.0010432-0.00031156i,0.00059115-0.0014752i,0.000399-0.002412i,-0.00018989-0.0020767i,0.00033077-0.0018894i,0.00037496-0.0020965i,-1.5693e-05-0.0016917i,-0.00052041-0.00083048i,-0.00041375-1.7101e-05i,-0.00011538+0.00060423i
-0.0011201-0.0016575i,-0.0016445-0.0030337i,-0.0017231-0.0032733i,-0.0015611-0.0016439i,-0.00037614+9.3909e-05i,0.00092745+0.001707i,0.0024974+0.0034569i,0.0036953+0.004013i,0.0031109+0.0025288i,0.00037165+0.00045283i,-0.0024988-0.00022616i,-0.0030935+0.0018666i,-0.00087256+0.0033115i,0.0022396+0.001717i,0.003352-0.00093831i,0.0024598-0.0026414i,0.00076196-0.003339i,-0.0014225-0.0026004i,-0.0013864-0.0013542i,-0.00030229-0.00080525i,-0.00048943-0.00096218i,-0.000832-0.0013179i,-0.0011873-0.0002979i
-0.00097317-6.8499e-06i,0.0010814+0.00066136i,0.00059674+0.0026116i,0.00020705+0.0031418i,0.0017011+0.0026608i,0.0019485+0.003872i,0.0010717+0.0044947i,0.00056562+0.0032157i,0.0018535+0.0017778i,0.0031045+0.0022901i,0.0022024+0.0039494i,0.00065852+0.0046607i,0.00041488+0.003845i,0.00040053+0.0023174i,0.00066454+0.00083308i,0.0019189-0.0011957i,0.0016188-0.0014594i,4.4332e-05+0.00037657i,-0.00036187+0.00097954i,7.4061e-05+0.00078698i,-0.00018442+6.9706e-05i,-0.00078725-0.00073292i,-0.0010592-0.0007545i
-0.0010661+0.00036064i,-0.00047934-3.0761e-05i,1.7287e-05-0.00096015i,-0.0010068-0.0007666i,-0.0028651+0.00065104i,-0.0039653+0.0019504i,-0.0042337+0.0017479i,-0.0036122+0.00051462i,-0.0015367-0.00061999i,0.0012188-9.9845e-05i,0.0020753+0.0015839i,0.0019222+0.0020882i,0.001526+0.00049394i,0.00010701+0.00061243i,-0.00083467+0.0028988i,3.6707e-05+0.0036094i,0.00045665+0.0021863i,-0.00042465+0.001369i,-0.0010252+0.0013014i,-0.0010223+0.00086921i,-0.0010138+2.6645e-05i,-0.0011807-0.0010721i,-0.0010786-0.0020239i
0.0001944-0.0036669i,-0.0014168-0.0029509i,-0.0019295-0.0026988i,-0.0022917-0.0015579i,-0.0028865-0.00033466i,-0.0040357-0.00072294i,-0.0046259-0.0018957i,-0.0046404-0.0027709i,-0.003756-0.0032715i,-0.0013074-0.0021453i,0.0006852-0.00083482i,0.0017487-0.0010844i,0.0011631-0.00098208i,-0.00081236+0.00028121i,-0.0017047+0.0020864i,-0.00015979+0.0035675i,0.0023069+0.0037531i,0.0026755+0.0021545i,0.0014432+0.00063096i,0.00050936+0.00032279i,0.00025879-5.0421e-05i,0.001337-0.00098016i,0.0020836-0.00082487i
-0.0011058-0.0019076i,-0.0010614-0.0020584i,-0.0024582-0.0020246i,-0.0032437-0.0021204i,-0.002726-0.002789i,-0.0019159-0.0045515i,-0.0002615-0.0064922i,-0.00043614-0.0070184i,-0.0026565-0.005019i,-0.0041016-0.0026307i,-0.0029417-0.0023609i,-0.0010416-0.0026812i,-0.00050651-0.0016675i,-0.00071659-0.00029386i,-0.00037581+0.00080719i,0.00086826+0.0016332i,0.0019212+0.0019242i,0.0023329+0.0008015i,0.0012361-0.00082121i,0.00054492-0.0004088i,0.0013275+0.00069555i,0.0023641+0.00060982i,0.0027179-5.4208e-05i
7.722e-05+0.00085999i,0.0001851+3.7855e-05i,-0.00032787-0.0010874i,-0.0013961-0.0020107i,-0.0012043-0.0022363i,0.0014346-0.0025476i,0.0055983-0.0037435i,0.006568-0.0036605i,0.0025965-0.0019804i,-0.00086534-0.0011869i,-0.0024912-0.001221i,-0.0029609-0.0011781i,-0.0018391-0.00018186i,-0.00084482-0.00043239i,-0.00095673-0.0013473i,-0.0028261-0.0009119i,-0.0036529-0.00013699i,-0.0020913+2.5986e-05i,-0.00026737-0.00029067i,0.00043979+0.00010768i,0.00020933+0.00052755i,0.00012106+0.0013316i,0.00058577+0.0024558i
-0.00051233-0.0026746i,-0.00089367-0.0019905i,-0.0009864-0.0021125i,-0.0010803-0.0024537i,0.00096974-0.0025193i,0.0052167-0.0015289i,0.0094867-0.00053751i,0.011076-0.00047361i,0.0087665-0.00010319i,0.004737+0.00080759i,0.00048506+0.0018161i,-0.0019299+0.0031403i,-0.0020557+0.0033582i,-0.0012762+0.0017247i,-0.0015739-0.00033275i,-0.0034494-0.0012117i,-0.0039923-2.1187e-05i,-0.0031839+0.0011864i,-0.0016607+0.0008904i,-0.00088419-0.000248i,-0.0011975-0.00068787i,-0.0019006+0.00015931i,-0.0025093+0.0012835i
-0.00062647-0.00093244i,-0.0018268-0.001609i,-0.0022825-0.0028507i,-0.0013421-0.0032505i,0.00053604-0.0016935i,0.004314+0.0021877i,0.007546+0.0050766i,0.008257+0.0048816i,0.0075768+0.003028i,0.0050607+0.0017796i,0.002231+0.0022615i,0.0012586+0.0033637i,0.00073848+0.0028401i,-0.00037668+0.00091735i,-0.00068307-2.2346e-06i,-0.0010761+0.0001758i,-0.0024291-0.00017963i,-0.0025527+8.0886e-05i,-0.0011243+0.00075156i,-0.00034319+0.00033406i,-0.0016082-0.00040545i,-0.0028114-0.00026918i,-0.0026261+0.00028869i
-4.4457e-05+0.0011088i,0.00065651+6.1938e-05i,0.0010625-0.00015167i,0.001847+0.00013346i,0.002485+0.0020127i,0.0019454+0.0047181i,0.00060027+0.0062132i,-0.00021962+0.006109i,0.00015866+0.0027968i,0.0016295-0.00090341i,0.0030568-0.00079423i,0.0037394+0.00074835i,0.0024934+0.00060327i,0.00036417+0.00011371i,0.0003926+0.00016616i,0.0020657-0.00094108i,0.0020577-0.0022247i,0.00066478-0.0016916i,0.0004579-0.00063435i,0.00010961-0.00089196i,-0.00054505-0.0021133i,-0.0010528-0.0025894i,-0.001916-0.0022545i
-0.0013643-0.0014841i,-0.00072296-0.0013794i,-0.0012055-0.0011017i,-0.0010249-0.00077036i,-0.001938+0.0014068i,-0.0040953+0.0040899i,-0.0067295+0.0048658i,-0.0085051+0.0043094i,-0.0067196+0.0027652i,-0.0037582+0.00089143i,-0.0015439-0.001118i,0.001178-0.0030064i,0.0024589-0.0027126i,0.0016092-0.00083283i,0.0016688+0.00085856i,0.0026435+0.00083605i,0.0032208-0.00089587i,0.0025098-0.001469i,0.00085108-0.0012204i,0.00040864-0.0015598i,0.0015262-0.0018934i,0.0018946-0.0020507i,0.0011997-0.0023346i
0.0014117+0.0017103i,0.0011365+0.0010878i,0.0014586+0.00022403i,0.0014214-5.68e-05i,-0.00098605-7.7935e-05i,-0.0042226-0.0014412i,-0.0067527-0.0030243i,-0.0082159-0.0021847i,-0.0073577+0.0010511i,-0.0060105+0.0023647i,-0.0046395-0.000137i,-0.002372-0.0023561i,-0.00055732-0.0022793i,0.00032776-0.0013439i,0.00049084+0.00026703i,0.00099761+0.0019634i,0.0020183+0.002423i,0.0016293+0.0016486i,0.00019109+0.00073813i,0.0003992+0.00056423i,0.0019444+0.0010161i,0.0030969+0.00042593i,0.0032496-0.0010019i
-0.0004078+0.0016635i,0.0010753+0.00047125i,0.0017288-8.3482e-05i,0.0012272+2.5713e-05i,-0.00020586-0.0014214i,-0.0010908-0.0048632i,-0.0013914-0.0090083i,-0.0022259-0.0091205i,-0.0020227-0.0037254i,-0.0018763+0.0013383i,-0.0029236+0.001163i,-0.0041676+0.00040227i,-0.0038419+0.0020006i,-0.0017055+0.0027438i,-0.00083222+0.0021359i,-0.0016689+0.0026873i,-0.000661+0.003418i,0.00039408+0.0029167i,0.00045944+0.0019639i,0.00082468+0.0015647i,0.00087702+0.0017065i,0.0015534+0.0017154i,0.0023189+0.0013634i
0.0015786+0.00089022i,0.001167+0.00014891i,0.0012452-2.8427e-05i,0.00043521-0.00041449i,-0.00036682-0.0016379i,0.0016011-0.0045751i,0.0059283-0.0084447i,0.0080809-0.010089i,0.0071915-0.0079805i,0.0046879-0.0033739i,0.0013343+0.0012348i,-0.0016146+0.0043822i,-0.0024493+0.0053029i,-0.0020805+0.0033677i,-0.0023634+0.0017321i,-0.0032949+0.0017651i,-0.0030713+0.0017694i,-0.0016792+0.0007559i,-0.00051421+0.00044253i,-0.00059409+0.0010692i,-0.001341+0.00080199i,-0.0013567+0.0016377i,-0.0002893+0.0030824i
0.0017428+0.0008739i,0.001747+0.00035001i,0.0019984-0.00086694i,0.0016234-0.0010459i,0.0021597-0.0012399i,0.0047871-0.0013255i,0.0097494-0.0019167i,0.012127-0.003672i,0.0097542-0.0057043i,0.0067796-0.0052655i,0.0048395-0.0021477i,0.0031557+0.0010255i,0.0010513+0.0018523i,-0.00021251+0.00092052i,-0.00065915-0.00057286i,-0.0015286-0.0020008i,-0.0033555-0.0013186i,-0.0037711-0.00038329i,-0.0024943-0.0013415i,-0.0025594-0.00084372i,-0.0035473+0.00040621i,-0.0041302+0.00051785i,-0.0035068+0.00069116i
0.0019529-0.001255i,-0.0001399-0.0027893i,-0.0019633-0.0036387i,-0.0027793-0.0038154i,-0.0017711-0.0029862i,0.0024576+0.0011637i,0.0069893+0.0061492i,0.0085026+0.0061619i,0.0061199+0.00092245i,0.003214-0.0036317i,0.0029708-0.0037035i,0.0038535-0.0028006i,0.0035553-0.0037591i,0.0024452-0.0041975i,0.0011362-0.0036517i,-7.9052e-05-0.0038967i,-0.0018165-0.0030065i,-0.0017217-0.0016795i,-0.00050326-0.0015664i,-0.00044843-0.0011911i,-0.00094458-0.00062039i,-0.0016976-0.000423i,-0.0021605+3.2102e-05i
