-0.0031917+0.00095127i,-0.0032338+0.0016963i,-0.0044071+0.0028225i,-0.0049321+0.0032093i,-0.0044752+0.0024872i,-0.0020595+0.0019464i,0.00038391+0.001007i,0.00085621+0.00040944i,0.00058438+0.00028387i,0.00033311+0.00031546i,0.00063104+0.00089339i,0.00043537+0.0009348i,-0.00041544+0.0008185i,-0.00014604+0.00018975i,0.00084908+0.00017704i,0.0015834+0.00042209i,0.0015142-2.6263e-05i,0.0003811-0.00012914i,-0.00022957+0.00057429i,-0.0003295+0.0011707i,9.8907e-05+0.0010231i,0.00076927+0.00034439i,0.00084831+2.5465e-05i
-0.0020166+0.00079184i,-0.0013923+0.0012336i,-0.0006333+0.0025247i,-0.00017239+0.0020623i,0.00056505+0.00056341i,0.00099678-0.00056745i,0.00096484-0.0012085i,0.0014493-0.0013432i,0.0010654-0.0014813i,0.0006825-0.00087685i,0.00058708+0.00019598i,5.8214e-05+0.00030079i,-0.00012502+8.2372e-05i,-0.00068367+0.00048945i,-0.001179+0.0003073i,-0.00048845+0.00054576i,0.00061379+0.00065623i,0.00065727+0.00063081i,-2.1489e-05+0.00030863i,-0.00049585+0.00045529i,-0.00059399+0.0011037i,-0.00024524+0.00093836i,-0.00055078+0.00046511i
0.00058221+0.0025869i,0.0013127+0.0018948i,0.00099424+0.0017433i,0.00088877+0.0016974i,0.0014083+0.00070455i,0.0015614-0.00054983i,0.0016161-0.00080342i,0.001046-0.00057723i,0.00032294-0.00074147i,-1.7325e-05-0.00077245i,-0.00038498-0.00058126i,-0.00035902-0.00025498i,-0.0002116+0.00048996i,-0.00049425+0.00019292i,-0.00075625-0.00029357i,0.00021064+0.00012483i,0.00048018+8.4421e-05i,-0.0002964+8.5541e-05i,-0.000499+0.00015684i,-0.00075321+0.0001334i,-0.0005806-0.0004557i,0.00015482-0.00049257i,4.7349e-05+6.2933e-05i
-0.00071206+0.000729i,-0.00033137+0.00031774i,-0.00089574+0.00011708i,-0.00126-4.9547e-05i,-0.00022657+0.00050817i,0.00022857+0.00037133i,0.00086826-0.00069225i,0.00025655-0.00085374i,-0.00066608-0.00061355i,-0.00023909-0.0006651i,-0.00039039-0.00035317i,-0.00022405-0.00020429i,0.00074531+8.4932e-05i,0.000771+0.00033328i,0.00048689-0.00011425i,0.0007052-0.00078335i,0.00060363-0.00011769i,0.00027215+0.0006211i,0.00033183+0.00036733i,-3.969e-05+0.00019655i,0.00025118+0.00026405i,0.00062743-0.00026012i,0.00030171-0.00085288i
-0.00023812-0.00077348i,0.00066515+5.3881e-05i,0.0014422+0.0013069i,0.0010675+0.0017836i,-0.00010537+0.0015272i,-3.1351e-05+0.00061415i,0.001013+0.00030006i,0.0012873+0.00028002i,0.000514+0.00018827i,-0.00025253+0.00047504i,-0.00081942+0.00043966i,-0.00021193+0.00061405i,0.00083625+0.00072067i,0.0010564+0.0009161i,0.0012009+0.0012434i,0.00073749-7.7368e-05i,0.00015238-0.0011114i,-5.4265e-05-0.00061135i,-6.3839e-05-0.0003767i,-0.00033903-0.0003623i,-0.00082738-0.00020017i,-0.00043454-3.9484e-05i,0.00051376+0.0001823i
0.00041052+0.0011834i,-0.00037029+0.00098829i,-0.00077505+0.0014606i,0.00024235+0.00086251i,0.00055695+9.9526e-05i,0.00045245+0.0002007i,0.00069643-0.00032291i,0.00052594-0.00085901i,0.00085629-0.00062325i,0.0011178-0.00013698i,0.00040823+0.00061172i,-0.00044849+0.0017077i,-0.00071885+0.0014886i,-0.00028494+0.00033685i,0.00013769+0.00034079i,0.00025138+0.00021964i,-0.00076095-0.00011113i,-0.0012562-9.4983e-05i,-0.0008595-0.00013077i,-0.00022875-6.2354e-05i,0.00035251-0.00033724i,-0.00023106-0.00023418i,3.9865e-05+1.9893e-05i
-0.0013296-0.0015162i,-0.0011779-0.0016215i,-0.00060281-0.0011385i,-0.00054903-0.00084237i,-1.5595e-05-0.00093604i,0.00073343-0.00070319i,0.00085885-0.00061426i,0.00021876-0.00041579i,-0.00014914-0.00046217i,-9.5887e-05-0.00046804i,-0.00046757-7.1339e-06i,-0.00044514+7.8366e-05i,-0.001072-0.00063419i,-0.0014615-0.0011333i,-0.00050032+6.8529e-05i,0.000774+0.0012287i,0.0011422+0.0011501i,0.00040598+0.00057324i,-0.00066223+1.4582e-05i,-0.0013216-0.00047087i,-0.0013401-0.00067558i,-0.0012549+4.9167e-05i,-0.00031447+0.00034254i
0.00084067+0.0014502i,0.00027049-0.0003233i,-0.00050358-0.0010813i,-0.00037598-0.0012525i,0.00062399-0.0013665i,0.0011838-0.00071509i,0.0011585-0.0002531i,0.00056974-0.00054922i,-0.00017121-0.00061728i,-0.00021221-0.00057535i,0.00055908-0.00016115i,0.00039552+0.00021669i,-0.00045227-2.037e-05i,-0.00091935-9.206e-05i,-0.0003933+0.00043782i,0.0009475+0.00070938i,0.001171+0.0008023i,0.00050559+0.00061283i,0.00057657+4.0606e-05i,0.00043227-0.00034661i,-0.00010902-8.3776e-05i,0.00046259+0.00028836i,0.0012596+0.00023806i
0.0001142-0.0012098i,8.3165e-06-0.0010377i,-0.00035555-0.0012787i,-0.00059594-0.0016034i,0.00033848-0.0015913i,0.0014553-0.0011834i,0.0014258-0.00068174i,0.00068858-0.0010011i,-0.00016739-0.00088055i,-0.0012815-0.00073577i,-0.001573-0.00062146i,-0.00087381-0.0003713i,-7.2537e-05+0.00027548i,0.00076102+0.0011592i,0.00052353+0.00099663i,-0.00086741+0.0010272i,-0.0016265+0.0011433i,-0.00084556+0.00082966i,0.0001061-6.5669e-05i,6.853e-05-0.00066429i,-0.00027634+8.3968e-06i,-0.00057875+0.00093483i,-0.00039761+0.00074504i
0.0015577+0.00091755i,0.0011589+0.0004338i,0.0021016-0.00084157i,0.0024847-0.001616i,0.0012459-0.001039i,-0.00060379-0.00020393i,-0.00073997-7.0933e-05i,-0.00046264-0.0006586i,-0.00083526-0.0010541i,-0.00091045-0.0012238i,-0.00036592-0.0008348i,-2.6339e-05-5.5568e-05i,0.00058419+5.3886e-05i,0.00088256+0.00033832i,-0.00034033+0.00063488i,-0.00075456+0.00047317i,-0.00021273+0.0002107i,0.0003299+0.00014066i,0.00067158+0.00043951i,0.0004967+0.00026157i,0.0008672+3.6591e-05i,0.001006+2.442e-06i,0.00040594-0.00025905i
-0.00012675+0.0012327i,0.0001226+0.00069144i,0.00012705+0.0010191i,-1.9552e-05+0.0010439i,-3.2581e-06+0.00013895i,0.00070779-0.00037179i,0.00040242-0.00088123i,0.00061182-0.00070035i,0.00085726-0.00030154i,0.00019936-0.00026904i,-7.7885e-05-0.00035212i,0.00061918+0.00040424i,0.00046702+0.00060531i,-9.9345e-06+4.1804e-06i,0.00012696-0.00045531i,-0.00016711-0.00081849i,-0.00046702-0.00041029i,-0.00029898-0.00025627i,0.00040863-0.00070845i,0.00090672-0.00090055i,0.00079034-0.00023206i,0.0009024+0.00012239i,-0.00021793-0.00031465i
0.0012957+0.002294i,0.0015201+0.0012276i,0.0013211+0.00093722i,0.001209+0.00058071i,0.0014827+0.00015256i,0.001208-0.00079i,0.0010633-0.00058856i,0.00064332-0.00064164i,0.00048022-0.00013386i,0.0012354+0.0014107i,0.0011589+0.0015926i,-4.6415e-05+0.00078083i,-0.00051179-4.7091e-05i,-1.5247e-05-0.00068924i,0.00022155-0.0011855i,0.00015741-0.00078054i,-0.00023499+0.001028i,-0.00032057+0.001397i,-0.00011268-0.00051297i,-0.00057205-0.0015185i,-0.00049414-0.0012102i,-0.00012158-0.00099703i,0.00011976+3.0084e-05i
0.00070474+0.0014111i,0.0013826+0.0013195i,0.00035611+0.0013301i,9.6639e-05+0.00010279i,0.001108+0.00046514i,0.00096439+0.0010199i,0.0008094-0.00031777i,0.0011829-0.00061695i,0.0013852-3.6047e-06i,0.0016361-0.00014587i,0.0013577+0.00038219i,0.00027006+0.0013813i,-0.00081744+0.0011275i,-0.00090521+0.0001984i,-0.0003258-0.00043117i,0.00025123-0.00055348i,0.00070239-0.0001828i,0.00079615-0.0001511i,0.00026333-0.00066396i,-0.00067774-0.00022847i,-0.00064984+5.3494e-05i,-0.00070075-0.0005815i,-5.1581e-05-0.0010678i
-0.00083053+0.00032215i,-0.0011639+5.9678e-05i,-2.1418e-05-0.0010398i,-0.00037942-0.0017958i,-0.00058431-0.0014871i,0.00027823-0.00071559i,0.00099874+0.00017582i,0.0015228+0.00084174i,0.0007875+0.0005223i,0.00055619-0.00044942i,0.00094437-0.0005878i,0.00068178-8.4379e-05i,0.00051393+0.00020121i,0.00015901+0.00045275i,-0.00097954+0.00039998i,-0.0016602+6.4746e-05i,-0.00030755-0.00034873i,0.00098072-0.00047737i,0.001177-0.00019665i,0.00061836+0.00039079i,-0.00083262+0.0004808i,-0.0014449+7.8497e-06i,-0.00053947-0.00044029i
-0.00034113-7.6992e-05i,3.8236e-05-0.0011247i,8.6423e-05-0.0021688i,-0.0011314-0.0018556i,-0.0010315-0.00090777i,0.00024781+0.00029267i,0.00066307+0.00089745i,0.00071998+0.00041188i,0.00069992-0.00030491i,0.0004026-0.00059101i,-8.029e-05-0.0006666i,0.00024955-0.00026062i,0.0011026+0.00027139i,0.0017292+0.00070694i,0.0011701+0.00063098i,0.00098196+0.00050384i,0.0010283+0.00058482i,0.00032468-0.00041996i,-0.00057588-0.00055669i,-0.00053683-1.402e-05i,-0.00022294+1.8569e-05i,0.00018888+0.00013673i,0.00061854-0.00016159i
-0.0022822-0.0020685i,-0.0010613-0.00019379i,-0.0018702+0.00067956i,-0.0026913+0.0014742i,-0.0020988+0.0026485i,0.00029137+0.0018108i,0.0018494+0.00073551i,0.00095356-0.00035711i,-0.00013157-0.00098737i,-0.00099815-0.00028864i,-0.0011674+0.00044853i,-0.00021613+0.00039089i,0.00090433-9.8818e-05i,0.0018876+4.3437e-05i,0.00216+0.00042149i,0.00097556+0.00064356i,-0.0011376+0.00071758i,-0.0020174-0.00016316i,-0.0011884-0.00084865i,0.00015607-0.00039226i,0.00064328+0.00066102i,0.00036564+0.00085054i,-8.5278e-05-0.00032706i
0.00067155-0.0017937i,0.00082494-0.0022935i,0.00033671-0.003551i,0.00046368-0.003999i,-0.00031928-0.0024876i,-0.00059831-0.0013014i,0.00040357-0.0010299i,0.0006516-0.0012341i,0.00016594-0.0013218i,-0.00088138-0.0009724i,-0.00099374-0.00030887i,-0.00042579-4.008e-05i,-1.6363e-05+5.407e-06i,0.00030873+0.00049671i,-0.00040927-3.5581e-05i,-0.0011702-0.00022614i,-0.00068433+0.00073052i,-0.00020559+0.00088278i,-0.00035308+0.00040816i,0.00016844+0.00014629i,0.00050045-8.383e-05i,-5.0913e-05-0.00045253i,-0.00049008-0.0001261i
-0.00096009-0.00086901i,-0.0013735-0.00075379i,-0.001817-0.00024267i,-0.0013512+0.0004752i,-0.00055038-0.00017041i,0.001132-5.881e-05i,0.0024564+0.00032572i,0.0023551+0.00013934i,0.001365-0.0004868i,0.00066777-0.00046178i,0.00034647+0.00029733i,-0.00048687+0.00055966i,-0.0010616+0.00030763i,-0.0015492+0.00021737i,-0.0015777-0.00017636i,-0.0013185-0.00012217i,-0.0008105+0.00012068i,0.0004854+0.00050604i,0.00044781+0.00048949i,-0.00036681-0.00044696i,-0.0013417-0.00053051i,-0.0017133+5.0126e-06i,-0.00075308-0.00010777i
-0.00016364+0.00093856i,-0.00072797+0.0017202i,-0.0009864+0.0019112i,-0.00023826+0.00059819i,0.00097316-0.00012488i,0.0013986-0.00053452i,0.0019887-0.00060151i,0.0022926-0.0002869i,0.0018587-0.00034736i,0.0014139-0.00035793i,0.00060417+0.00042682i,-0.00032558+0.0012782i,-0.001018+0.0013295i,-0.0020267+0.00097914i,-0.0025983+0.00055868i,-0.0013801-0.0003542i,4.4258e-05-0.00031395i,-0.00026811-0.00037443i,-0.00014625-0.00048118i,0.00036453-0.0005071i,0.00031374-0.00056181i,-1.9282e-05-0.00025383i,8.8984e-06-6.416e-05i
-0.0018863+0.00080573i,-0.00039682+0.00046031i,-0.00015948+0.00070433i,-0.00050141+0.00081453i,-0.00054639+0.0014071i,0.00023778+0.0015596i,0.00085059+0.0001829i,0.00094637-0.00081262i,0.00021119-0.0013531i,0.00014113-0.0013253i,0.00061568-0.00078888i,-0.00012597-0.00078067i,0.00015135+0.00014581i,0.00070328+0.00083388i,0.00090287+0.00053105i,0.00061264+0.00059838i,0.0005354+0.00020435i,0.00053556-0.00047091i,0.0010624+0.00021568i,0.000838+0.00024028i,0.00016525+7.557e-06i,4.2934e-05+0.00090579i,7.4484e-05+0.00074031i
-0.0032702-0.0011335i,-0.0036963-0.00055796i,-0.0033834+0.00046284i,-0.0024959+0.0013723i,-0.0011275+0.0019473i,0.00044015+0.0019528i,0.0013076+0.00025443i,0.001384-0.0014291i,-0.00014244-0.00085397i,-0.0012054-0.00047034i,-0.00066503-0.00088172i,0.00065062-0.00085841i,0.0017589-0.00025559i,0.0024511+0.00020775i,0.002343+0.00032765i,0.0018387+0.001394i,0.00061216+0.0017601i,-0.00012527+0.0012049i,7.8152e-05+0.00088069i,-0.00033126+1.5402e-05i,-0.00033879-0.00097993i,-0.00020909-0.0010191i,-0.00019192-0.00048045i
0.0004876-0.00256i,-0.00028329-0.0026349i,-0.00065212-0.0028526i,-0.0011796-0.0032167i,-0.0014502-0.0028498i,-0.00097061-0.00079315i,0.00030673+0.00048723i,0.00070896-0.00060798i,0.00022422-0.0014498i,-0.00038994-0.0012683i,-0.0011863-0.00050481i,-0.00067257+1.0864e-05i,0.00032565-0.00052897i,0.00035073-0.00044243i,0.00084298+0.00049327i,0.0011447+0.0009713i,0.00060645+0.0010898i,0.00067229+0.0011334i,0.00079568+7.6722e-05i,0.00013128-0.00016754i,0.00042428+0.00037489i,0.0003902+0.0006838i,-0.00015285+0.0002891i
-0.00022013-0.00049214i,-0.00050334+0.00021053i,0.0009218+0.00036919i,0.0014706+8.2285e-05i,0.00046747+0.00017531i,0.00025238+7.6188e-05i,0.00078456-0.00021611i,0.0008195-0.00015216i,0.00015319+0.00041731i,-8.4225e-05+0.00061535i,-0.00021095+0.00049091i,-0.00056023+0.00033183i,-0.00068881+0.00058906i,-0.00099323+0.00097915i,-0.001387+0.0010597i,-0.0015806+0.00083234i,-0.0014991-0.00015264i,-0.001324-0.0011477i,-0.00075442-0.0010717i,-0.00062049+2.5923e-05i,-0.0011255+0.00047983i,-0.0010917-0.00038551i,-0.00081291-0.00074349i
-4.8939e-05+0.0017326i,1.6529e-05+0.0014682i,0.00056768+0.0013984i,0.00047005+0.00089445i,0.00080103-0.00045643i,0.0010805-0.0010683i,0.0012909-0.00061243i,0.0019687-0.00069342i,0.0024281-0.00049708i,0.0015058+0.00042787i,0.00015215+0.00068537i,-0.0012058+0.00085261i,-0.0019766+0.0010554i,-0.0020631+0.0011405i,-0.0023696+0.0014345i,-0.002529+0.0010577i,-0.0012697+0.00045743i,-0.0003949+6.56e-05i,-0.00035264-0.00060489i,-6.965e-05-0.00035673i,-0.00050946-7.1689e-05i,-0.00040329+0.00054302i,-0.00042996+0.0010139i
-0.002449-0.00036018i,-0.0018386-0.00027654i,-0.002992-0.00045414i,-0.0030198-0.00076038i,-0.0016644+0.00053118i,0.00025939+0.0014049i,0.00097815+0.00040935i,0.00078253+0.00017369i,0.00087649+0.00037644i,0.00049774+9.0728e-05i,0.00095022+8.7445e-05i,0.00051896+0.00024788i,-0.00093002+0.0013088i,-0.0023551+0.0012518i,-0.0025024+0.00015675i,-0.00090446-0.00040689i,3.6355e-05-0.00031103i,0.00045339-0.00033677i,0.00055521-0.00039479i,0.00047061-4.8336e-05i,0.0001841+9.9651e-05i,-0.00016176-0.00016791i,-0.00031637-0.00020975i
-0.0010058+0.0016727i,-0.00069526+0.0017169i,-0.0006008+0.002404i,-0.0012659+0.0026331i,-0.00057737+0.0020039i,0.00046559+0.001185i,0.0011703+2.3464e-05i,0.0015598-0.00091012i,0.0016464-0.00081639i,0.00067388-0.00077391i,-0.0010997-0.00095567i,-0.00099961-0.00054899i,0.00035255-0.00028515i,0.00029832-0.00049996i,0.00047278-0.0010954i,0.0012036-0.00070565i,0.0010545+1.508e-06i,0.00015994-0.00013428i,-0.00075297-0.00044575i,-0.00089353-0.00071332i,-0.00048023-0.00043591i,0.0003204+0.0006404i,0.00066866+0.00046075i
0.00059447+0.00095235i,0.0012047+0.0012216i,0.0021448+0.0017361i,0.0025784+0.0001865i,0.0018424-0.00090443i,0.00070369-0.00098766i,0.00058596-0.0010929i,0.00021193-0.00093823i,-0.00036204-0.00076127i,-0.00071629-0.00087541i,-0.0011582-0.00050071i,-0.00025905+0.0001606i,0.0020046-0.00037996i,0.0029275-0.0012867i,0.0019015-0.0012206i,0.0010216-0.00027742i,0.00081955+0.00020648i,0.00087457-7.9167e-05i,0.00021718-0.0003499i,-0.00034964-0.0005031i,2.5045e-05-0.00019579i,4.2283e-05-0.00020587i,-0.00038201-0.00052544i
-3.4654e-05+0.0011233i,-3.2865e-05+0.0014441i,0.00052286+0.0013497i,0.00045309+0.0022807i,0.00023165+0.0013929i,0.0010973-4.8611e-05i,0.001858-0.00067939i,0.00099365-0.00085194i,8.3131e-05+9.6286e-05i,-0.00036505+0.00071771i,-0.00072938+0.00048996i,-0.00011577+0.00030083i,0.00097907-0.0001603i,0.001912-1.8303e-05i,0.0019269+8.0447e-05i,0.0015534+0.00012783i,0.0010973+0.00071928i,0.00050534+0.00088718i,9.9475e-05+0.00025724i,-0.00048647-0.0010939i,-0.000698-0.00079689i,-0.00029448-0.00016398i,-0.00019193-0.00020546i
-0.0014476-0.00053892i,-0.0018772-0.0003082i,-0.0027021+0.0005027i,-0.00094069+9.7404e-05i,0.00099503-5.1557e-05i,0.0014173-0.00031829i,0.0011364-0.00075712i,0.00088079-0.0006631i,0.00058111-3.1196e-07i,0.00015744+0.0008474i,-0.00012801+0.0013362i,0.00020427+0.0017718i,0.00083617+0.0018548i,0.0010259+0.0013243i,0.00053648+0.001027i,-0.00020054+0.0011303i,7.9441e-05+0.00041252i,0.00092084+9.8812e-05i,0.00043365-9.7595e-05i,0.00019283+1.2433e-06i,-3.101e-06+3.8822e-06i,-0.00094681-0.00050128i,-0.00072914-0.00031316i
-0.00024419-0.00045999i,-0.00062204-0.00011602i,-0.0014172+0.00033022i,-0.0021455+0.0011638i,-0.0015511+0.0014532i,-6.1429e-05+0.0010752i,0.00095776+5.4312e-05i,0.0012197-0.00091392i,0.0013743-0.0010398i,0.0024384-0.00056481i,0.0021597+3.4137e-05i,0.00014942+0.00023593i,-0.0015296+0.00075449i,-0.0018959+0.0016196i,-0.0009803+0.0017074i,-0.00025502+0.0012736i,-0.0001439+0.00067368i,-0.00063598+0.0001053i,-0.00079038+0.00017366i,-0.00058372+0.000222i,-0.00056511+0.00012661i,-0.00015784+0.00027126i,0.00010318+0.00012977i
0.00068462-0.00010742i,0.00099266+0.00067995i,0.0018255+0.0013539i,0.0015509-0.00014517i,0.0011056-0.0012716i,0.00075487-0.00079427i,0.0012686-0.00062866i,0.001628-0.0014491i,0.0013649-0.0016407i,0.0013118-0.0014614i,0.0012766-0.0017679i,0.00036108-0.00063551i,-0.00089883+0.0018858i,-0.002022+0.0026207i,-0.0028001+0.0017589i,-0.0026362+0.0014527i,-0.0017609+0.0010749i,-0.00066293+0.0010203i,0.00023669+0.00077536i,2.4101e-05+7.5331e-06i,-0.00048298-8.3456e-05i,-0.00037038+0.00020911i,-2.2547e-05-0.00015566i
0.00074934+0.0012911i,0.00040572+0.00037229i,-6.6363e-05-0.00097611i,-0.00018971-0.0013796i,0.00024477-0.0014267i,0.0010114-0.0011722i,0.0014128-0.00081897i,0.0015189-0.0010429i,0.00096777-0.0013373i,5.9561e-05-0.0022011i,-0.00032338-0.002698i,0.00038876-0.001284i,0.00072493+0.00013124i,-1.101e-05+0.00035487i,-0.00099187+0.00029016i,-0.00089597-0.00025753i,-0.00021045-0.00029081i,-0.00033122+0.00044265i,-0.0010315+0.00070039i,-0.0011774+0.0003665i,4.7234e-05-0.00011339i,0.0010738-0.00022686i,0.00094877-3.368e-05i
0.00036008+9.5258e-05i,0.0010192-0.00045826i,0.00038321-6.6642e-05i,0.0004929-0.00065999i,0.0010136-0.0014658i,0.0015653-0.0015424i,0.0021103-0.001205i,0.001594-0.00086317i,-0.00015764-0.00037523i,-0.0015303-0.00013974i,-0.0023085-0.00041253i,-0.00085163-0.00073672i,0.00090955-0.001782i,0.0013949-0.0029648i,0.001586-0.002566i,0.0013504-0.0010509i,0.0012045-0.00021618i,0.0014295+0.00013426i,0.00082704-0.00030781i,0.00036635-0.00067282i,0.0005577-0.00067394i,0.0005223-0.00062107i,0.00046625-0.00030678i
-0.00108-0.00097268i,-0.00040565-0.0027176i,-0.00053582-0.0029075i,-0.00059168-0.0020085i,0.0007154-0.0013314i,0.0017908-0.00058507i,0.0016585+0.00032107i,0.00051765+0.00054003i,-0.0010544+0.00065844i,-0.0020599+0.0015674i,-0.0013435+0.0023162i,-0.00045853+0.0017777i,0.0003814-0.00017146i,0.001732-0.0015772i,0.0022501-0.0016199i,0.0023505-0.0011818i,0.0013292-0.00037804i,0.00031723+0.0001147i,0.00025795-0.00048193i,0.0002782-0.0010591i,-0.00021807-0.0006425i,-0.00014187-0.00027112i,0.00051979-0.00088289i
0.0012866+0.0015206i,0.0015758+0.0014893i,0.0023317+0.0023972i,0.0015355+0.002049i,0.00047393+0.0011629i,0.00072141-0.0005947i,0.0011123-0.00096076i,0.00011424+3.7561e-05i,-0.00025706+0.00069349i,0.00083274+0.001801i,0.00071816+0.0024063i,0.00044102+0.0012659i,0.00054969+0.00044971i,0.00089014-3.0137e-05i,0.0015216-0.00021448i,0.0016595+0.00017138i,0.0013971+0.00049351i,0.00084903-0.00011575i,0.00057162-0.00054159i,-6.6001e-05-0.00036253i,-0.00036988-0.00066322i,-0.00054178-0.0010124i,-0.0007231-0.0011861i
0.00082687+0.00017701i,0.00023879+5.8912e-05i,1.0268e-05+0.00041647i,-1.9011e-05+0.00038962i,1.227e-06-0.00024231i,0.00074445+2.0683e-06i,0.0012811+0.00032627i,0.0011711+7.5707e-05i,0.0015698-0.00074741i,0.0016514-0.0017044i,0.0018258-0.0012375i,0.0011894+0.00012637i,-0.00040786+0.0015174i,-0.0011428+0.0036868i,-0.0013342+0.0044558i,-0.0011435+0.0032674i,-4.9558e-05+0.0018623i,0.00088756+0.00053116i,0.00034975+0.00045748i,-0.0005594-2.7898e-05i,-0.00018493-0.00068847i,-0.0003846-0.00039729i,-0.0014518-0.00012783i
-0.0012025+0.0024477i,-0.0017498+0.0031121i,-0.0011708+0.0037904i,-0.00011432+0.0036567i,0.00030505+0.0018129i,0.00054798-0.00029763i,0.00090693-0.0013616i,0.0015666-0.0014314i,0.0011894-0.0017374i,0.00063527-0.0024148i,0.00050878-0.0024022i,-9.9777e-05-0.0013668i,-0.00010177+0.00056291i,-0.0007593+0.0026074i,-0.001784+0.0030567i,-0.0015926+0.002203i,-0.0012837+0.00087604i,-0.00070808+0.00023039i,-0.00013781+1.0036e-05i,-0.00054495+0.00021908i,-0.00067132+0.00026039i,0.00038848-0.00014613i,0.0010323+6.3446e-05i
0.00042959-0.00091217i,0.0010858-0.0016798i,0.00058033-0.0017209i,0.00057155-0.0013438i,0.00016713-0.0011223i,0.00017497-0.0012917i,0.0015154-0.001839i,0.0023297-0.002179i,0.0017636-0.0020333i,0.0005935-0.0021384i,-0.00062916-0.0016344i,-0.00075089-0.0010072i,-0.00054753-0.0010334i,-0.0018465-0.0008422i,-0.002832-0.00022533i,-0.0017805+0.00061725i,-0.001075+0.00071293i,-0.00057304+0.00051445i,-0.00028122-0.00055515i,-0.00032599-0.0013852i,-0.00035845-0.00048166i,-0.00041795+0.0004876i,-0.00063215+0.00031893i
0.00068081-0.0009564i,5.6152e-06-0.0010719i,-0.00016008-0.0022727i,-0.0009609-0.0023053i,-0.0013154-0.0011017i,-0.00055257-0.00021805i,0.00061015+0.00039999i,0.00078287+0.00082622i,2.3816e-05+0.00033276i,-0.0012398+0.00035103i,-0.0018391+0.0013261i,-0.00082426+0.0010385i,-0.00032027-0.00071526i,-0.00031454-0.0022585i,-0.0002408-0.001472i,-0.00070297-0.00091416i,-0.0009729-0.00092145i,-0.00021792+8.101e-06i,0.00013874-5.5628e-05i,-0.00050406-0.00031426i,-0.00065533+0.00011797i,0.00065604+5.994e-06i,0.0011983-0.00064221i
0.0013497+0.00070441i,0.0023191+5.0377e-06i,0.0027649-0.00071308i,0.00085332-0.0015806i,0.00018952-0.0011837i,0.0014879-2.3751e-05i,0.001847+0.0004285i,0.0013+0.00047174i,0.00011911+0.00064405i,-0.00053511+0.0016329i,-0.00015664+0.0022782i,-2.7237e-05+0.0021449i,0.00020155+4.7278e-05i,0.00046052-0.0024337i,0.0009647-0.003083i,0.0011387-0.0017968i,0.00088378-0.0010142i,0.00082752-0.00078896i,0.00053696-0.00021841i,0.00017006+1.7708e-05i,0.00047442-0.00018313i,0.00080821+0.00020689i,0.00096646+0.00019734i
-0.0016441+0.00045309i,-0.0012761+0.00090267i,-0.0018276+0.002343i,-0.0023601+0.0010397i,-0.0018464+6.9688e-05i,-0.00055529+0.00055517i,0.00049598+0.00065249i,0.00033118+0.0010809i,-2.8043e-05+0.0021143i,0.00072357+0.0025693i,0.0011871+0.0030082i,0.0013271+0.0026818i,0.0015304+0.001448i,0.0019291+0.00028245i,0.001673-0.00072103i,0.00080201-0.00065093i,-9.1148e-05-0.00023641i,-0.0004984-0.00076875i,-0.00013563-0.0010951i,-7.0816e-05-0.001012i,-0.0010207-0.00078599i,-0.0013055-0.00024236i,-0.00092482-2.7952e-05i
-0.00040537-0.00031315i,-0.00062607-3.7331e-05i,0.00036923-5.4777e-05i,0.00090278-7.9311e-05i,0.0011941+0.00015098i,0.00077487+0.00019709i,0.00057031-0.00034918i,0.00077306+0.00065837i,0.00092062+0.00090006i,0.0011882-0.00066583i,0.0017469-0.0015475i,0.0011239-0.0012508i,0.00071699+0.00048171i,0.0012316+0.0025971i,0.0012108+0.0030865i,0.0010439+0.0021282i,0.00056339+0.00084747i,-0.00018426+0.00030019i,-0.00015483-6.5365e-05i,-3.8273e-05-0.00064563i,-0.00070145-0.00060522i,-0.00066967-0.00033993i,-0.00027061-0.00028385i
-0.0020003-0.0015373i,-0.0013221-0.0014969i,-0.0014492-0.0016811i,-0.0016008-0.0010421i,-0.00050272+0.00034035i,0.00047257+0.0006603i,0.0010216-0.00061027i,0.0011951-0.0018162i,-4.5662e-05-0.0022252i,-0.0013298-0.0021291i,-0.0012991-0.0022035i,-0.001247-0.0013829i,-0.00093212+0.00088888i,5.604e-05+0.0030522i,-8.6017e-05+0.0037307i,-0.00036298+0.0028143i,2.367e-05+0.0013965i,0.00012159+0.00045654i,-0.00021915-0.00049031i,5.3906e-05-0.00029357i,0.0005619+0.0013754i,0.0004325+0.0022198i,-2.2413e-05+0.0016113i
-0.00072572-0.00073041i,-0.00032302-0.0015451i,-0.000122-0.00087729i,-0.00047811+0.00060631i,-0.00066115+0.00081025i,-0.00054579+0.00015861i,-0.00029459-0.000473i,-0.00046076-0.00099733i,-0.0012516-0.0016245i,-0.001617-0.0018029i,-0.0020744-0.0020676i,-0.0023587-0.0017525i,-0.0017324-0.00063363i,-0.0020594+0.00030757i,-0.0021308+0.001072i,-0.00089057+0.0016369i,-2.5228e-05+0.001263i,-0.00057378+0.00031726i,-0.00081957-0.00037339i,-0.00049509+0.0003637i,-0.0001676+0.00055557i,0.00032516+0.0003209i,0.00071626+0.00021675i
