-0.00017397+0.00024161i,0.0017711-0.00037893i,0.0015236-0.00093934i,-0.00055145-0.0011763i,-0.0023487-3.9624e-05i,-0.0018859+0.0012742i,-0.00042171+0.0016419i,-0.0002701+0.0017124i,0.00062646+0.0017011i,0.00064329+0.0011411i,0.0005795+0.00040092i,0.00023419-0.00066874i,-0.00061518-0.0011616i,0.00022552-0.00062918i,0.0010732+0.00019207i,0.00080719+0.00075411i,0.00049567+0.0004752i,0.00053789-0.00031547i,4.0038e-05-9.2417e-06i,-0.00055365-4.6368e-05i,-0.00040467-0.00034037i,-0.00010351+0.00066937i,0.00018043+0.00049626i
0.014953-0.13196i,-0.066157-0.21679i,-0.28438-0.20371i,-0.5259-0.022668i,-0.56688+0.18254i,-0.38662+0.20677i,-0.19437+0.10436i,-0.10554+0.04294i,-0.071734+0.036976i,-0.055275+0.035835i,-0.043036+0.033317i,-0.019436+0.029851i,-0.0014577+0.01857i,-0.0025289+0.0042673i,-0.0086322-0.010679i,-0.0088871-0.019765i,-0.0014785-0.020398i,0.0013938-0.02145i,-0.0070334-0.020812i,-0.012394-0.010903i,-0.0037598+0.0010767i,0.0091654+0.0038103i,0.008837+0.0023336i
0.11336+0.021414i,0.18517+0.014841i,0.2016+0.0077228i,0.16986+0.039433i,0.16024+0.083315i,0.15707+0.084646i,0.10839+0.047037i,0.052617+0.016737i,0.024783+0.010176i,0.015235+0.0099805i,0.014707+0.0035037i,0.0035585-0.0086019i,-0.014282-0.0093024i,-0.019546-0.0014462i,-0.020831+0.0053125i,-0.024416+0.013728i,-0.025444+0.022837i,-0.017762+0.031869i,-0.00032572+0.036781i,0.01318+0.036988i,0.013648+0.037889i,0.01029+0.033836i,0.012488+0.021901i
0.024049+0.057948i,0.11173+0.096126i,0.28973+0.081303i,0.47392-0.03638i,0.4992-0.18967i,0.32624-0.24565i,0.1259-0.17125i,0.044888-0.087322i,0.033897-0.070096i,0.021235-0.06313i,0.0080347-0.044641i,0.0044072-0.029895i,0.0132-0.021344i,0.02125-0.020148i,0.014929-0.015095i,0.0049176-0.0022402i,-0.001548+0.0059464i,-0.0077679+0.00012153i,-0.017237-0.012247i,-0.026551-0.01994i,-0.023649-0.020917i,-0.012328-0.017156i,-0.0057644-0.012807i
-0.058837+0.046163i,-0.07658+0.11303i,-0.060108+0.15898i,-0.059031+0.13373i,-0.14041+0.06859i,-0.19733+0.041979i,-0.13167+0.02647i,-0.055649-0.0054159i,-0.028148-0.0071676i,-0.003184+0.012302i,0.014058+0.019484i,0.013774+0.022391i,0.014771+0.022636i,0.024916+0.019649i,0.040265+0.0052353i,0.042885-0.023533i,0.028898-0.04226i,0.016638-0.037505i,0.014611-0.025306i,0.0077354-0.023046i,-0.0086365-0.02356i,-0.017849-0.015224i,-0.012531-0.0058151i
-0.12232-0.052042i,-0.23764-0.096577i,-0.33602-0.13342i,-0.40426-0.080919i,-0.37965+0.087887i,-0.21012+0.21967i,-0.032279+0.18604i,0.0044871+0.096037i,-0.022382+0.068809i,-0.030862+0.05154i,-0.036741+0.025269i,-0.028377+0.0083744i,-0.02765-0.011696i,-0.051109-0.021835i,-0.060671-0.013617i,-0.044008-0.0042052i,-0.021137-0.0022662i,-0.0070565-0.0013544i,-0.0021054+0.007797i,0.0087374+0.023359i,0.026035+0.027237i,0.029309+0.015032i,0.018592+0.003127i
0.077766-0.1435i,0.099735-0.21306i,0.078913-0.21466i,0.09553-0.19859i,0.17975-0.19543i,0.22375-0.15566i,0.16686-0.06812i,0.10458+0.0096992i,0.077296+0.019475i,0.052811-0.0029654i,0.033802-0.017503i,0.013264-0.022216i,-0.00039384-0.011222i,0.0093138+0.0040346i,0.019692+0.019478i,0.017897+0.042679i,0.016031+0.058938i,0.0167+0.051088i,0.015747+0.020676i,0.01004-0.011455i,-0.00030671-0.022231i,-0.0066935-0.015195i,-0.0062599-0.0055325i
0.21124+0.12055i,0.32016+0.14232i,0.28997+0.083433i,0.19507+0.004213i,0.14074-0.10086i,0.050566-0.19526i,-0.048094-0.15091i,-0.034572-0.055719i,0.0056237-0.035545i,-0.0061534-0.025519i,-0.0076618+4.3183e-05i,0.010573+0.0058468i,0.028495+0.00215i,0.032104-0.0083112i,0.0072454-0.01756i,-0.01462-0.01382i,-0.013898-0.0083211i,-0.011496-0.009787i,-0.018151-0.010331i,-0.024532-0.00020175i,-0.017423+0.0083035i,-0.0040559+0.0047811i,-0.00098341-0.00070911i
-0.20227+0.19282i,-0.26666+0.3207i,-0.22795+0.39674i,-0.23278+0.43126i,-0.31573+0.42775i,-0.29348+0.32219i,-0.18662+0.14194i,-0.12981+0.032714i,-0.09148+0.023534i,-0.030362+0.029851i,0.012942+0.027863i,0.023405+0.029218i,0.016429+0.030264i,0.01435+0.029849i,0.020663+0.014932i,0.012558-0.013131i,-0.0092839-0.02646i,-0.018069-0.014111i,-0.005878+0.0025582i,0.0066701+0.0056773i,0.0067316+0.0061922i,0.0010773+0.010114i,-0.0010723+0.0083522i
-0.24149-0.29724i,-0.33679-0.40071i,-0.2899-0.34752i,-0.1327-0.21517i,-0.0031121-0.076334i,0.062045+0.038987i,0.076648+0.043976i,0.01494-0.0060746i,-0.041434-0.006477i,-0.046452+0.00059443i,-0.050637-0.009939i,-0.047529-0.01307i,-0.04129-0.01751i,-0.052494-0.017045i,-0.053108-0.0034313i,-0.037345+0.009708i,-0.026386+0.011016i,-0.02346+0.0050189i,-0.013499+0.0077539i,0.009723+0.016077i,0.026631+0.012313i,0.024319+0.0023682i,0.014815-0.00061235i
0.35911-0.12723i,0.44537-0.1739i,0.40372-0.21722i,0.39939-0.33368i,0.4049-0.45951i,0.25883-0.41861i,0.092006-0.21915i,0.049605-0.081682i,0.038596-0.051186i,0.024271-0.040147i,0.019045-0.034785i,0.004417-0.025659i,0.0090339-0.0040913i,0.045797+0.0043293i,0.075353-0.0071363i,0.072487-0.021103i,0.052746-0.024593i,0.032818-0.023238i,0.0012212-0.029185i,-0.041851-0.038009i,-0.067873-0.033868i,-0.056962-0.015966i,-0.026763-0.0018469i
0.094932+0.4784i,0.18638+0.55705i,0.17929+0.33829i,0.016494+0.087118i,-0.14476+0.011191i,-0.16237+0.0095215i,-0.10847+0.0091681i,-0.04779+0.019655i,-0.0077542+0.018346i,-0.012982+0.024224i,-0.014947+0.040924i,-0.0016016+0.030322i,-0.0098849+0.0042805i,-0.04198-0.0062229i,-0.068255+0.0039555i,-0.057851+0.014521i,-0.020454+0.010618i,0.011263+0.00046363i,0.02514-0.0032425i,0.030984+0.0062806i,0.039247+0.015453i,0.038921+0.011094i,0.024732+0.0011886i
-0.44242-0.079625i,-0.53022+0.0042998i,-0.46941+0.21692i,-0.44577+0.43349i,-0.4156+0.53762i,-0.21867+0.47098i,-0.015103+0.26162i,0.022294+0.1041i,0.010771+0.056388i,0.028093+0.02353i,0.036697-0.0047335i,0.029457-0.010377i,0.016842-0.0074003i,0.019454+0.00018715i,0.039114+0.0096275i,0.04694+0.024867i,0.041956+0.042643i,0.039624+0.047056i,0.038199+0.029822i,0.030447+0.0036068i,0.016523-0.009561i,0.0036225-0.0087569i,-0.0033408-0.0049495i
0.17143-0.51168i,0.12112-0.68662i,0.042033-0.59778i,0.10593-0.36514i,0.24032-0.19307i,0.25168-0.11162i,0.18034-0.050679i,0.12945-0.027645i,0.082009-0.034715i,0.025829-0.029295i,-0.013903-0.016153i,-0.020613-0.014293i,-0.010337-0.017364i,-0.015805-0.010194i,-0.034977+0.0069587i,-0.042345+0.027134i,-0.032753+0.039125i,-0.025449+0.033288i,-0.01985+0.017496i,-0.0051853+0.0025826i,0.0049389-0.0090357i,0.0047343-0.015853i,0.00060379-0.015809i
0.30573+0.29981i,0.34509+0.31681i,0.26967+0.20902i,0.27884+0.036793i,0.28987-0.18251i,0.10582-0.28874i,-0.078533-0.17552i,-0.081425-0.036091i,-0.033035-0.0020435i,-0.0064752-0.0033968i,0.023735-0.013564i,0.035228-0.01837i,0.042924-0.0073509i,0.056913-0.016793i,0.040972-0.048364i,-0.0081624-0.074979i,-0.056503-0.076506i,-0.073827-0.046912i,-0.066874-0.0078582i,-0.058177+0.015558i,-0.045145+0.023482i,-0.025207+0.024814i,-0.0097447+0.019603i
-0.38069+0.37455i,-0.39631+0.49427i,-0.25424+0.3321i,-0.24074+0.074305i,-0.33343+0.025754i,-0.26844+0.08196i,-0.15247+0.049648i,-0.12566+0.020613i,-0.096023+0.048392i,-0.052352+0.062313i,-0.035352+0.065742i,-0.023638+0.060284i,-0.033733+0.037359i,-0.065732+0.030226i,-0.070554+0.040553i,-0.042506+0.038769i,-0.020709+0.014103i,-0.015377-0.01273i,-0.00188-0.015996i,0.0276-0.0030387i,0.047367+0.0024564i,0.038874+0.0028253i,0.021819+0.0045563i
-0.080294-0.4134i,-0.081805-0.37376i,-0.094064-0.12304i,-0.19325+0.049994i,-0.26016+0.10083i,-0.15838+0.14066i,-0.0027152+0.11612i,0.02077+0.055282i,-0.011542+0.035544i,-0.0072081+0.0076822i,-0.010302-0.01966i,-0.014292-0.0043035i,0.012135+0.015659i,0.063751+0.0033319i,0.10915-0.025904i,0.1153-0.037168i,0.095681-0.025277i,0.071779-0.015371i,0.039999-0.017345i,-0.00045006-0.019178i,-0.034598-0.010382i,-0.041878+0.0020854i,-0.024404+0.0081561i
0.51173-0.066819i,0.62402-0.26727i,0.53583-0.44059i,0.42387-0.39578i,0.34457-0.22825i,0.24327-0.12061i,0.14255-0.070276i,0.099776-0.049436i,0.067331-0.051714i,0.023527-0.031507i,-0.00489-0.0089849i,-0.019618-0.011252i,-0.030865-0.0093388i,-0.051784+0.015307i,-0.067212+0.048214i,-0.050111+0.058819i,-0.011748+0.046225i,0.014165+0.023803i,0.0073726-0.0030729i,-0.015192-0.017844i,-0.018887-0.0173i,-0.0073241-0.015882i,-0.0038964-0.015424i
-0.2414+0.22731i,-0.33929+0.25195i,-0.29983+0.26235i,-0.10696+0.28418i,0.08023+0.15489i,0.03633-0.060527i,-0.095223-0.11085i,-0.099642-0.054934i,-0.054792-0.026141i,-0.016659-0.01581i,0.033997-0.027608i,0.043816-0.05107i,0.023334-0.055736i,0.021258-0.058391i,0.010921-0.059043i,-0.017668-0.038948i,-0.036582-0.011389i,-0.02976+0.0089763i,-0.0054583+0.018741i,0.016859+0.013465i,0.027874-0.00031771i,0.026433-0.011032i,0.018293-0.014433i
-0.25018-0.077624i,-0.30776-0.036766i,-0.29775-0.058076i,-0.30967-0.15898i,-0.30095-0.15412i,-0.16566-0.055115i,-0.051601-0.030877i,-0.05908-0.029118i,-0.057478+0.013604i,-0.024317+0.051045i,-0.010637+0.075864i,-0.0043285+0.07357i,-0.013343+0.05182i,-0.023669+0.056117i,-0.0003144+0.071053i,0.042381+0.064686i,0.067044+0.0421i,0.053049+0.016976i,0.025387+0.004903i,0.016298+0.0083424i,0.01996+0.013139i,0.022622+0.013926i,0.016927+0.01272i
0.13532-0.078186i,0.08364+0.10233i,0.01531+0.31137i,-0.0065022+0.25656i,-0.061134+0.056076i,-0.10471+0.052259i,-0.0093034+0.16123i,0.093554+0.13153i,0.072803+0.021314i,0.0078595-0.042877i,-0.022288-0.056914i,-0.0097945-0.03551i,0.031949-0.018645i,0.060785-0.04213i,0.039992-0.076765i,-0.010089-0.074364i,-0.04102-0.03382i,-0.032101+0.0041969i,-0.010516+0.0075607i,-0.010406-0.0085161i,-0.023244-0.0064313i,-0.023525+0.0048955i,-0.010294+0.0057119i
0.26739+0.24703i,0.47394+0.11716i,0.54718-0.15737i,0.43246-0.19508i,0.29676+0.020754i,0.23254+0.10553i,0.15596+0.01867i,0.08372-0.018813i,0.069954-0.010499i,0.056863-0.016193i,0.026375-0.014159i,0.013114-0.0099748i,-0.0023052-0.0051881i,-0.042553+0.026305i,-0.073427+0.066536i,-0.078976+0.071366i,-0.081089+0.049581i,-0.080822+0.034818i,-0.060414+0.030657i,-0.025075+0.018629i,-0.001865-0.0024039i,0.0014374-0.010571i,-0.003104-0.0089941i
-0.26642-0.27578i,-0.37174-0.40407i,-0.38299-0.27982i,-0.28487-0.020062i,-0.13167+0.035638i,-0.084665-0.073452i,-0.14129-0.099067i,-0.14183-0.035865i,-0.086392+0.0066278i,-0.038571+0.0075983i,-0.0062414-0.010557i,-0.00026614-0.025979i,0.0002607-0.03011i,0.024695-0.045335i,0.044442-0.068084i,0.035174-0.066682i,0.01201-0.04969i,0.00027073-0.03512i,0.010608-0.022848i,0.024415-0.018364i,0.013884-0.021771i,-0.011874-0.018237i,-0.017305-0.006724i
0.19237-0.0030823i,0.27979-0.038114i,0.22888-0.25193i,0.046045-0.46491i,-0.096278-0.38919i,-0.055945-0.16632i,0.015146-0.0601i,-0.021105-0.021333i,-0.051505+0.045291i,-0.021932+0.087587i,-0.0031156+0.088966i,-0.008367+0.079192i,-0.017874+0.07195i,-0.015497+0.077187i,0.017121+0.070389i,0.062685+0.032259i,0.091455-0.012726i,0.080186-0.040605i,0.028712-0.029351i,-0.010825+0.020345i,-0.0021206+0.061011i,0.02442+0.060599i,0.028958+0.042659i
-0.29492+0.075229i,-0.59893+0.35391i,-0.61408+0.701i,-0.30828+0.6973i,-0.12897+0.32775i,-0.15986+0.096644i,-0.080397+0.10566i,0.043166+0.067979i,0.010704-0.017885i,-0.071679-0.039399i,-0.092454-0.029156i,-0.070144-0.013372i,-0.029761-0.012343i,-0.011616-0.035532i,-0.031856-0.039171i,-0.052871-0.0078481i,-0.041637+0.021923i,-0.0071693+0.016633i,0.0059397-0.028945i,-0.019814-0.071468i,-0.041831-0.073728i,-0.037695-0.055043i,-0.028081-0.036125i
0.28863+0.14116i,0.5668+0.028131i,0.59391-0.18442i,0.31566-0.16667i,0.12416+0.097512i,0.12318+0.1659i,0.044201+0.024021i,-0.057692+0.0044313i,-0.0043827+0.062933i,0.088787+0.054089i,0.11517+0.028425i,0.099674+0.0088844i,0.05114-0.0038784i,0.0079058+0.014891i,0.002802+0.044744i,0.0089116+0.05668i,-0.0028889+0.055695i,-0.021537+0.058297i,-0.012565+0.062108i,0.01569+0.047516i,0.027978+0.021956i,0.027452+0.0060422i,0.020562-0.0030779i
-0.24191-0.19602i,-0.37538-0.24876i,-0.37829-0.18106i,-0.22655-0.1274i,-0.060353-0.20152i,-0.0054761-0.19511i,-0.0050863-0.065737i,0.0033486-0.022694i,-0.027803-0.063568i,-0.054309-0.070196i,-0.038749-0.067437i,-0.027009-0.072719i,-0.0086532-0.06271i,0.024961-0.06795i,0.031608-0.085016i,0.016056-0.080869i,0.0053963-0.059803i,0.00096882-0.035352i,-0.00022903-0.022665i,-0.00434-0.02119i,-0.0098939-0.012536i,-0.0085525+0.0033524i,0.0023556+0.0081038i
0.32508+0.054411i,0.52291-0.0099242i,0.53924-0.30204i,0.3223-0.54179i,0.12292-0.47117i,0.078649-0.32179i,0.06319-0.25114i,0.017801-0.15291i,0.019384-0.03567i,0.036841+0.01797i,0.028268+0.029892i,0.021507+0.026127i,0.016292+0.020998i,0.0060684+0.031169i,-0.005568+0.037421i,-0.015935+0.031207i,-0.013408+0.023187i,-0.0090512+0.0076874i,-0.006733-0.0051256i,0.01399-0.0028099i,0.039477+0.00071301i,0.04712-0.00053193i,0.041754-0.0013492i
-0.38591-0.036923i,-0.77976+0.1624i,-0.87312+0.62505i,-0.5311+0.80973i,-0.26313+0.4861i,-0.25678+0.20571i,-0.18594+0.16946i,-0.047716+0.093986i,-0.045086-0.018984i,-0.093123-0.022768i,-0.075909+0.031364i,-0.033695+0.060722i,-0.0079257+0.054037i,0.0017178+0.044385i,0.0069489+0.042677i,0.0033665+0.04413i,-0.011528+0.055615i,-0.020366+0.06171i,-0.02028+0.04155i,-0.026789+0.0069527i,-0.042647-0.01492i,-0.049086-0.013574i,-0.035674-0.0056351i
0.44121+0.16873i,0.92095+0.003328i,1.0381-0.39682i,0.63547-0.45824i,0.28657+0.03528i,0.2602+0.39131i,0.18858+0.29059i,0.016662+0.15077i,-0.0074394+0.10691i,0.037228+0.014162i,0.012645-0.070314i,-0.016091-0.077362i,-0.027824-0.053116i,-0.038279-0.041395i,-0.028811-0.042435i,-0.0022141-0.043841i,0.018242-0.046674i,0.024694-0.048095i,0.032686-0.025512i,0.046456+0.01395i,0.050171+0.036218i,0.032858+0.032134i,0.004708+0.023915i
-0.58592-0.22572i,-0.99729-0.18144i,-0.95519+0.011225i,-0.47612+0.014005i,-0.13587-0.28215i,-0.10508-0.44006i,-0.082676-0.3031i,-0.024322-0.1579i,-0.054517-0.076185i,-0.10177+0.0068498i,-0.082664+0.059088i,-0.029606+0.053385i,0.018073+0.016576i,0.036271+0.00011172i,0.019332+0.013693i,-0.0046306+0.019733i,-0.0065223-0.0058493i,-0.0071843-0.039845i,-0.033428-0.052619i,-0.060131-0.040502i,-0.056875-0.019779i,-0.031406-0.0033137i,-0.004823+0.0013725i
0.57616+0.077827i,0.83002-0.0041063i,0.61623-0.15154i,0.042495-0.14049i,-0.37269+0.077325i,-0.41462+0.21427i,-0.24246+0.18591i,-0.04915+0.10677i,0.082299+0.0030083i,0.13807-0.074555i,0.13554-0.084786i,0.086766-0.060941i,0.015078-0.025951i,-0.031767+0.012727i,-0.024435+0.050689i,0.011298+0.095568i,0.035828+0.14367i,0.042362+0.15199i,0.026391+0.098789i,-0.0021762+0.039814i,-0.0087147+0.012696i,0.004766-0.0064516i,0.0065944-0.0246i
-0.40112+0.28131i,-0.57422+0.59213i,-0.4756+0.79978i,-0.12774+0.52859i,0.16812-0.072125i,0.2852-0.39917i,0.26414-0.30715i,0.16786-0.091667i,0.077117+0.047728i,0.019935+0.078794i,-0.01089+0.060746i,-0.0098581+0.045159i,0.013678+0.017449i,0.030916-0.029909i,0.015477-0.072418i,-0.037479-0.091561i,-0.088197-0.085547i,-0.087775-0.064459i,-0.04759-0.043747i,-0.0084996-0.022686i,0.021738+0.0055872i,0.043378+0.022943i,0.040961+0.019309i
0.34057-0.2127i,0.71452-0.47544i,0.80744-0.79943i,0.3224-0.68883i,-0.31322-0.084107i,-0.64932+0.34586i,-0.69664+0.31977i,-0.54599+0.19063i,-0.27132+0.14331i,-0.041531+0.10163i,0.021973+0.032649i,-0.02279-0.015929i,-0.056563-0.01142i,-0.055791+0.016118i,-0.04684+0.050928i,-0.0082531+0.084544i,0.06052+0.091871i,0.09286+0.083102i,0.074867+0.062229i,0.047777+0.021832i,0.034915-0.0134i,0.033244-0.029863i,0.023171-0.039434i
-0.30877-0.18922i,-0.72472-0.21182i,-0.81583-0.029139i,-0.32438+0.030725i,0.28102-0.18948i,0.56677-0.30504i,0.56498-0.17121i,0.38563-0.05367i,0.18228-0.0079333i,0.10039+0.0096621i,0.095095-0.0054548i,0.088103-0.015795i,0.08258-0.017424i,0.082416-0.03269i,0.044771-0.065613i,-0.058515-0.069691i,-0.16462-0.012014i,-0.18854+0.043084i,-0.12723+0.039648i,-0.046386+0.020162i,0.0069604+0.030037i,0.037789+0.051786i,0.054841+0.051766i
0.41926+0.36235i,0.79254+0.30106i,0.8375-0.089994i,0.46254-0.50517i,0.14035-0.59758i,0.091181-0.51076i,0.016311-0.3802i,-0.11623-0.12971i,-0.1262+0.10051i,-0.083133+0.18351i,-0.050098+0.18387i,-0.024009+0.13817i,-0.029988+0.08779i,-0.013587+0.055054i,0.05193+0.02092i,0.12363-0.027384i,0.15939-0.091076i,0.14571-0.12388i,0.1055-0.099666i,0.061429-0.057865i,0.020436-0.024913i,-0.012223-0.0021811i,-0.03857-0.0028927i
-0.40606-0.015057i,-0.45201+0.2074i,-0.14694+0.38732i,0.13871+0.23675i,-0.015034+0.025702i,-0.2902+0.12398i,-0.22773+0.18558i,-0.11427-0.083602i,-0.23446-0.28344i,-0.29613-0.19673i,-0.16601-0.10171i,-0.053705-0.10317i,-0.023724-0.096614i,-0.0079623-0.071214i,-0.0066919-0.071806i,-0.0094297-0.095782i,-0.018635-0.11364i,-0.056195-0.076621i,-0.047421+0.040118i,0.039784+0.1229i,0.087162+0.095881i,0.046839+0.044823i,0.0069633+0.021728i
0.60594+7.2953i,3.5543+6.5355i,6.833+5.665i,7.5838+2.5254i,6.2834-0.76415i,3.5569-2.768i,0.65261-2.2697i,-0.66539-0.39737i,-0.19821+0.98297i,0.72617+0.91695i,0.66059+0.034666i,-0.10107-0.48834i,-0.81637-0.4583i,-1.2411+0.01743i,-1.0554+0.55413i,-0.49515+0.70238i,-0.049221+0.50963i,0.072219+0.16234i,-0.10941-0.08252i,-0.30898-0.090217i,-0.34335-0.091586i,-0.29596-0.15411i,-0.19542-0.18102i
-0.068633+0.31802i,-0.068912+0.4547i,-0.030195+0.49772i,0.079097+0.32168i,0.12377-0.022169i,0.00063311-0.22652i,-0.084398-0.19576i,-0.098092-0.18653i,-0.2168-0.21111i,-0.29193-0.10104i,-0.17199+0.0097332i,-0.037703+0.0043021i,-0.021579-0.0056569i,-0.034553+0.021953i,-0.0069308+0.013678i,0.021574-0.018887i,0.026808-0.015636i,0.024416+0.0078883i,0.025192+0.026463i,0.037009+0.033086i,0.032327+0.023639i,-0.0016359+0.0037966i,-0.034112-0.020048i
-0.081784-0.10731i,0.05846-0.042795i,0.37065+0.01551i,0.53053+0.018651i,0.40259+0.049968i,0.26661+0.11733i,0.26161+0.043671i,0.19665-0.14726i,-0.027858-0.19935i,-0.1901-0.044969i,-0.13871+0.081283i,-0.043874+0.040905i,-0.039988-0.044641i,-0.065942-0.081163i,-0.0629-0.09038i,-0.031277-0.10999i,-0.026643-0.14278i,-0.066021-0.12904i,-0.069001-0.024773i,-0.012658+0.082168i,0.025743+0.10797i,0.018331+0.083318i,0.0040711+0.044431i
0.2832-0.32426i,0.29663-0.45556i,0.21769-0.29426i,0.24253+0.044966i,0.31625+0.1897i,0.28633+0.088988i,0.21486-0.083229i,0.11376-0.17447i,0.0091974-0.1099i,-0.014589-0.0086652i,0.0079889+0.0033825i,0.015671-0.015995i,0.017487-0.013213i,0.014751-0.0043793i,0.022994-0.0046295i,0.068626-0.038971i,0.12206-0.09565i,0.12243-0.111i,0.082174-0.071219i,0.046105-0.022205i,0.019276+0.016563i,0.00084133+0.045374i,-0.0040916+0.061897i
-0.25917+0.4574i,-0.47868+0.61704i,-0.56914+0.5318i,-0.44636+0.32878i,-0.21118+0.1794i,-0.058053+0.084206i,-0.063783+0.027157i,-0.075261+0.0041295i,-0.057297-0.0037484i,-0.057465-0.0013625i,-0.073082+0.0051948i,-0.09951+0.020944i,-0.11098+0.052075i,-0.084214+0.060547i,-0.055436+0.026201i,-0.060818-0.01222i,-0.079447-0.025444i,-0.073161-0.015239i,-0.045141-0.0039303i,-0.025277-0.0069831i,-0.018089-0.01604i,-0.014631-0.026277i,-0.014941-0.027749i
-0.016633-0.31692i,0.14019-0.37617i,0.30412-0.22677i,0.32706+0.042559i,0.2384+0.27432i,0.091749+0.34692i,-0.035348+0.29325i,-0.036159+0.22416i,0.048541+0.13948i,0.066571+0.056552i,0.022883+0.023677i,0.00048518+0.0085514i,0.0046741-0.00054101i,0.0016565+0.012283i,-0.010399+0.038251i,-0.01344+0.047996i,-0.023039+0.027899i,-0.047194+0.0024385i,-0.060317-0.008103i,-0.052884-0.0010063i,-0.034993+0.010868i,-0.016567+0.014542i,-0.0019115+0.012759i
0.064372+0.076484i,-0.11019+0.17622i,-0.29518+0.26945i,-0.30792+0.26835i,-0.18382+0.16146i,-0.034874+0.058001i,0.074373+0.029446i,0.088824+0.015645i,0.035019+0.0099792i,0.03107+0.024893i,0.068523+0.023884i,0.079025+0.01256i,0.073759+0.006856i,0.083751+0.00024276i,0.10523-0.0095244i,0.11885-0.0043293i,0.12837+0.028272i,0.12883+0.042221i,0.08967+0.01523i,0.031297-0.0065514i,-0.0024015-0.0042246i,-0.014213+0.0059022i,-0.018671+0.022071i
0.20998+0.0622i,0.39736-0.11982i,0.352-0.29049i,0.18994-0.20974i,0.19424-0.071019i,0.23105-0.12229i,0.1244-0.20923i,0.029972-0.14547i,0.05007-0.044256i,0.05822-0.017689i,0.012406-0.011322i,-0.025173+0.00059256i,-0.047624+0.0018658i,-0.066407-0.006804i,-0.075728-0.024178i,-0.072844-0.04602i,-0.060373-0.062019i,-0.048477-0.059435i,-0.035037-0.03536i,-0.016656-0.024853i,-0.0088972-0.045371i,-0.018906-0.061987i,-0.029875-0.052012i
-0.53628+0.10285i,-0.76504+0.44782i,-0.61959+0.70227i,-0.3212+0.54078i,-0.29059+0.18998i,-0.37128+0.038061i,-0.24343+0.027054i,-0.034443-0.04554i,0.017664-0.13623i,-0.021346-0.13882i,-0.025461-0.10575i,-0.0084942-0.082755i,0.0049951-0.061944i,0.0038117-0.046363i,-0.018055-0.030127i,-0.042358-0.016355i,-0.062235-0.020362i,-0.065793-0.027893i,-0.04486-0.018872i,-0.028005+0.0037084i,-0.03375+0.030068i,-0.039056+0.049992i,-0.020025+0.047211i
0.58104-0.50368i,0.78435-0.95357i,0.70228-1.0592i,0.53077-0.62007i,0.48759-0.046333i,0.41972+0.2088i,0.2103+0.19297i,0.014773+0.14891i,-0.032943+0.13684i,0.0084704+0.10162i,0.026503+0.059544i,0.02794+0.046272i,0.035882+0.046494i,0.039804+0.05833i,0.051404+0.073896i,0.067633+0.074208i,0.078089+0.072606i,0.070262+0.067641i,0.046148+0.047455i,0.036182+0.028774i,0.046966+0.025747i,0.05818+0.027551i,0.051318+0.023004i
-0.32591+0.62428i,-0.48472+0.95696i,-0.49058+0.9045i,-0.34165+0.42611i,-0.18346-0.097227i,-0.095025-0.28644i,-0.046691-0.17791i,-0.026754-0.049666i,-0.038562-0.0061062i,-0.055482+0.0050951i,-0.047769+0.010828i,-0.031199+0.0062404i,-0.019602-0.0078151i,-0.010272-0.038106i,-0.022342-0.063391i,-0.050525-0.045374i,-0.061336+0.0016917i,-0.048615+0.035545i,-0.03765+0.027968i,-0.040401-0.0028693i,-0.030009-0.022193i,0.0023432-0.034806i,0.020583-0.04715i
-0.024779-0.3254i,0.16444-0.45346i,0.41204-0.53166i,0.37669-0.53623i,0.096156-0.35877i,-0.053092-0.1047i,-0.0047117-0.0021311i,0.074583+0.0020018i,0.12876+0.0070493i,0.13299+0.0032198i,0.092556-0.00055521i,0.048496-0.0017984i,0.0024736-0.00068916i,-0.035156+0.019717i,-0.023213+0.043195i,0.032986+0.029585i,0.072755-0.017908i,0.066264-0.044219i,0.036919-0.012012i,0.019335+0.04165i,0.014427+0.058491i,0.0039155+0.037275i,-0.0073427+0.012812i
0.17762-0.081145i,-0.029472-0.073465i,-0.36928+0.13615i,-0.48977+0.40324i,-0.37614+0.44265i,-0.24239+0.28444i,-0.11333+0.12562i,-0.0061091-0.013952i,0.0042157-0.096063i,-0.016863-0.081252i,-0.013879-0.048933i,-0.0060153-0.033955i,0.014718-0.02328i,0.042249-0.021261i,0.048672-0.03109i,0.026746-0.040774i,0.0015232-0.033244i,-0.0074685-0.01784i,-0.004355-0.0085076i,0.0040308-0.0075713i,0.006843-0.016499i,-0.0081236-0.024035i,-0.029747-0.014579i
-0.039647+0.44406i,0.11531+0.48086i,0.20964+0.20295i,0.13744-0.013036i,0.11478+0.077829i,0.19974+0.17086i,0.17377+0.11143i,0.05293+0.067253i,0.0062631+0.05136i,0.0068545+0.0060097i,-0.0093308-0.013342i,-0.026113+0.008098i,-0.040462+0.028934i,-0.055829+0.03114i,-0.067258+0.028423i,-0.067406+0.035203i,-0.051319+0.042714i,-0.026106+0.037391i,-0.0011842+0.026404i,0.017534+0.014403i,0.02376+0.0020358i,0.01904-0.0027834i,0.013118-0.0020704i
