-0.0016956+0.0016275i,9.409e-09+0.0011195i,-0.00057986+0.0010373i,-0.0011264+0.00154i,-0.0010366+0.0028092i,-0.0001074+0.0033172i,0.00057264+0.0028911i,-0.00015509+0.00161i,-6.6367e-05+0.00022689i,-0.00019973+0.00017963i,1.8297e-05+0.00048553i,7.2033e-05+0.00019898i,-0.0003729+0.00015054i,-0.00093424+0.00028532i,-0.00072301+0.00052094i,-0.00017492+0.00059846i,6.65e-05+0.00057651i,-1.6941e-05+0.00024552i,0.0003358-0.00020204i,0.00036398-0.00019527i,-0.00034951-0.00041481i,-0.001065-0.00032367i,-0.001184+0.00045284i
0.00012768+0.0013737i,0.00022321+0.0023026i,0.00040345+0.002625i,0.00040457+0.0013217i,0.00077126+0.00015481i,0.00081479+0.0010267i,0.00046908+0.0014713i,-0.00048862+0.0012526i,-0.001433+0.00099853i,-0.0014435+0.00048836i,-0.0013687+0.0011415i,-0.0010923+0.0012728i,-0.00030704+0.00045339i,0.00037606-0.00040136i,0.00036009-0.00057349i,9.5389e-05-0.00070279i,-0.00019868-0.0012874i,-0.00024528-0.0011025i,0.00069671-0.00052248i,0.00052198+0.00018443i,0.00024627+0.00046894i,0.00039002+0.00040786i,0.00031498+0.00040398i
-0.00015151-0.0012294i,-0.00077698-0.0010243i,-0.0011075-0.00013561i,-0.0018145+0.0013505i,-0.0019179+0.0022116i,-0.0015332+0.0019326i,-0.00054211+0.00093821i,-0.00043788-0.00059431i,-0.00095922-0.00066544i,-0.00095766+0.0006306i,-0.00079411+0.0015934i,0.00015472+0.0013489i,0.00028038+0.00028059i,-0.00043965+0.00051231i,-0.00059372+0.00079485i,7.3352e-05+4.5461e-05i,-0.00020263-0.00025979i,-0.00090923-6.6071e-05i,-0.00022462+5.967e-05i,-0.00043975+0.00078327i,-0.0010935+0.0014023i,-0.00073252+0.00060375i,-0.00034307-0.00035925i
-0.00031276+0.00010813i,-0.00021654+0.0002572i,-0.00089142+0.00020153i,-0.00050944+0.0010754i,0.00041818+0.001469i,0.00059874+0.00075346i,0.0010438+0.00064252i,0.00064219+0.00090236i,-0.00044462+0.00095378i,-0.00077551+0.00055494i,-0.00050767+0.00037866i,-0.00039164+0.00059261i,-0.0010787+3.8119e-05i,-0.0011673-0.00025038i,-0.00089527+9.2183e-05i,-0.00026316-2.4614e-05i,0.00070232-6.9415e-05i,0.00015194+0.00033064i,-0.00029495+0.00028952i,3.8092e-05-0.00028306i,-0.00035026-0.00022381i,-0.00039829-0.00013542i,-0.00019268+1.7095e-05i
0.00041712+1.9414e-05i,0.00011348-0.00082821i,-0.0014677-0.00056074i,-0.0011656+0.0008721i,0.00013327+0.0023997i,0.00090912+0.0040009i,0.001002+0.0033365i,0.00042392+0.00081829i,-0.0010817-0.00033886i,-0.0024368-0.0005726i,-0.0021477-5.3562e-05i,-0.00080568+0.00071268i,0.00021803+0.00080886i,0.00055524+0.00030024i,0.0010854+0.0002382i,0.0012051+0.00031142i,0.00025579+0.00039239i,-0.00034895+0.00029677i,-0.0003791+0.00026184i,-0.00022699+0.00032334i,0.00014158+0.00038343i,-7.8013e-05+0.00029469i,-0.00038431+0.00054706i
9e-05-0.00083077i,-0.00020879-0.00050197i,0.00011937-0.0006655i,-0.00038388-0.00040429i,-0.00029742+0.0014306i,0.000314+0.00226i,-0.0005195+0.0015774i,-0.0011773+0.00034123i,-0.0011647-0.00054887i,-0.0018581-0.00052637i,-0.0016144+0.00011124i,-0.00059725+0.0006949i,-0.00033596+0.00054446i,0.00020025+0.00058533i,-7.0522e-05+2.7393e-05i,-0.00086865-0.00078896i,7.7384e-05-0.00042094i,0.00040373-6.4301e-05i,0.00035552-9.6082e-05i,0.00051619-6.6023e-05i,0.00016958+8.2525e-05i,-0.0003005+0.00017711i,-0.00040217-0.00012049i
0.0011889+0.00094575i,0.0018929+0.000906i,0.0014223+0.00067995i,0.0010734+0.00029764i,0.00074105+0.00077498i,0.00019031+0.0015469i,7.145e-05+0.0013409i,-9.111e-05+0.00037842i,-0.0003524+3.9489e-05i,-0.00040511-9.998e-05i,-0.00066498+0.00015758i,-0.00026211+2.5314e-05i,0.00038613-0.000498i,-0.00018847-0.00022955i,-0.00068361+0.00053422i,-0.00050761+0.00047965i,0.00026707+0.00054149i,0.00029359+0.00042747i,-5.0038e-05+0.00022611i,6.7704e-05+0.00062736i,-0.00025804+0.00024656i,-0.00038524-0.00040041i,-0.00041161-0.00029824i
-0.0013072+0.0022369i,-0.0012279+0.002553i,-0.00085773+0.0032718i,0.00032363+0.0035761i,0.0012956+0.0033787i,0.0013721+0.0028439i,0.00058464+0.0017097i,-0.00048519+0.0011221i,-0.0011265+0.00076357i,-0.00067572+0.00067962i,-0.0008205+0.00052222i,-0.0012188+0.00044979i,-0.00096062+0.00057522i,-0.00065835+0.00039431i,-0.00034417-0.00032068i,0.00010039-0.00057141i,-5.6855e-05+8.2734e-05i,-0.00053781+0.00036147i,-0.0002525-7.7439e-05i,-0.00022461-5.4185e-05i,-0.00040511+9.5531e-05i,-0.00029638-0.00013847i,-0.00018929+0.00017899i
-0.00040493+0.00051827i,0.0004317-0.00026542i,0.0012366-0.00029558i,0.00045057-0.00025293i,-0.00041178+6.8652e-05i,-0.00070853+0.00096433i,-0.00062637+0.00086067i,-0.00052506+0.00060077i,-0.00094298+0.00052766i,-0.0011101+0.00069261i,-0.00078772+0.00059304i,-0.00095537+0.00053435i,-0.00012703+0.00034045i,0.00061415-0.00033072i,0.00015427-0.00069333i,0.00049737-0.0011989i,0.0010732-0.00086005i,0.00010601+4.0408e-06i,-4.3633e-05+4.0385e-05i,0.00091245+0.00027749i,0.0012329+0.00044006i,0.00069418-0.00018398i,-0.00023563-0.00075585i
0.00090802+0.00011191i,0.00031553+0.00044671i,-0.00040546+0.0014569i,0.00056044+0.0017098i,0.0014574+0.0019452i,0.00030802+0.0012145i,-0.00028479-0.00021575i,-0.00052524-0.00055042i,-0.0011009-0.00056822i,-0.0012906-0.00060987i,-0.00071491+8.2016e-05i,-0.00055775+0.00055084i,-0.001075+0.00050088i,-0.00083391+0.00049283i,0.00016411+0.00025921i,4.0871e-05-0.00021593i,6.2315e-05+0.00046984i,0.0003465+0.00068848i,-0.00032952+0.00014215i,-0.0011966+0.00052631i,-0.0010773+0.00070374i,-0.00065693-6.0947e-05i,3.242e-05-3.8182e-05i
-0.00041669+0.00052107i,0.00079071+0.00079092i,0.0015114+0.001056i,0.0014451+0.00095354i,0.0010033+0.0011064i,0.001339+0.00065363i,0.0019297+0.00010514i,0.0012358-9.0786e-05i,1.7211e-05-9.8484e-05i,-0.00024928+3.82e-05i,-0.00070851-0.00011698i,-0.00065255+3.1583e-05i,5.4568e-05+4.1495e-06i,-6.1593e-05+6.2221e-05i,-0.00038629-9.7617e-05i,-3.0286e-05-0.0009469i,-0.00048526-0.00092578i,-0.00055098-0.00060056i,0.00054006-0.00016474i,0.0005314-0.00039387i,0.00061257-0.0007964i,6.1565e-06-3.919e-05i,-0.00084137+0.00065028i
-0.0008631+0.0015245i,0.00050691+0.0015917i,0.0012509+0.00183i,0.00065959+0.0017812i,-0.00017923+0.0011357i,6.9931e-05+0.0016762i,0.00096952+0.0021479i,0.00066717+0.0012891i,-6.429e-05+0.0011398i,-0.00057351+0.00051263i,-0.00030729-0.00015888i,0.00036348+0.0003636i,-0.00038193+0.00090488i,-0.0012761+0.00030773i,-0.00068301+0.00052042i,-0.00013228+0.0010622i,0.00036824-5.9385e-05i,0.00015623-0.00040549i,-7.0465e-05+0.00075539i,0.00052418+0.00079605i,0.00043534-0.00027315i,0.00030068-0.00095524i,0.00044224-0.0001876i
0.0014644-0.00039916i,0.0013336-0.00042747i,0.0010773-0.00053127i,-0.00028986-0.00017521i,-0.0013082+0.00089479i,-0.00097191+0.0016687i,-0.00039258+0.00043332i,-0.00052767-0.00036374i,-0.0013859+0.00014878i,-0.0019917+0.0003394i,-0.0016079+0.00033433i,-0.00086339+0.00016533i,-0.00034888+0.00068806i,-0.00042154+0.00071977i,-0.00066667-0.00040815i,2.464e-05-0.00054725i,-1.6513e-05-0.00021717i,-0.00049884-0.00053899i,-0.00088679-0.00045707i,-0.00049101+0.00037218i,1.0242e-05+0.00095555i,-5.732e-05+0.0011069i,-0.00056089+0.0008347i
0.00055782+0.0014709i,0.0013539+0.00011665i,0.0019765-0.00099794i,0.00068868-0.00041718i,0.00011986+0.0003762i,0.00010902+0.00055827i,-0.0002114+0.00015635i,-0.00085888+0.00031427i,-0.0018006+0.0008745i,-0.0018044+0.00070335i,-0.00098631+6.4837e-05i,-0.00049955-0.00049583i,-0.00033238-0.00048628i,-0.00056023+3.0917e-05i,-0.00087323+0.00077695i,-0.00016357+0.0015037i,0.00037767+0.0015286i,-0.00028516+0.0006277i,-0.00054176+6.5559e-05i,-0.00012221+0.0003313i,-0.00035341+0.0008264i,-0.00090493+0.00065159i,-0.00060926+0.00026275i
0.00098783-0.0012251i,0.0015135-0.00092962i,-0.00010262-0.0010955i,-0.0011453-0.00035749i,-0.0006496+0.0019399i,0.00071688+0.003138i,0.0015606+0.0019345i,0.00076957+0.00074256i,-0.00074888+0.00038212i,-0.0010965+0.0001516i,-0.00067754+0.00052741i,0.00030748+0.00083991i,-0.00011384+0.00059184i,-0.00043048+0.000325i,0.00019831-0.00053367i,0.0001349-0.00066969i,-0.00067983-0.00017685i,-0.0014958-0.00058806i,-0.0010912-0.00075065i,-0.0004622-0.00045962i,-0.00017082-0.00028375i,0.00054786-0.00043685i,0.00074537-0.00091519i
-0.0015612-0.00020234i,-0.00053279+0.0010472i,-0.00068535+0.0024656i,-0.00075502+0.0021407i,5.3062e-05+0.0016035i,0.00060389+0.0021022i,0.00085182+0.0015091i,0.00089542+0.0007398i,-0.00026154+0.00044518i,-0.0010403+0.00041902i,-0.00085901+0.00032459i,-0.00057076+0.00012133i,-0.0002932-0.00061419i,0.00026804-0.001213i,0.00077616-0.0010511i,0.00024793-0.0010566i,0.00040681-0.0013316i,0.00011521-0.0015442i,-0.00023952-0.00088913i,0.00060395-7.74e-05i,0.00034958+0.00022366i,-0.00050097+0.00045427i,3.2653e-07+0.00014037i
0.00089356-0.00078588i,0.00048947-0.00088845i,0.00021208-0.00083758i,-0.00030547-0.00097769i,-0.00094851-0.0012495i,-0.00068629-0.00059384i,-0.00057559-0.00050929i,-0.00088848-0.0010548i,-0.0010153-0.00084874i,-0.0019756-0.00079235i,-0.0018576-0.00047008i,-0.00063157-4.7267e-05i,1.6262e-05+2.3353e-05i,0.0003358-0.00020773i,0.00027791-0.00034699i,-0.00015048-0.00011302i,-0.00054591+9.5004e-05i,-0.00091515-0.00028192i,-0.001348-0.00063416i,-0.00096934-6.0226e-05i,-0.00069438+0.00028791i,-0.00049957-3.8451e-05i,-0.00025416+0.00038929i
3.7011e-05+0.00073732i,0.00091522+0.0002656i,0.0011402+0.0011284i,0.0006003+0.0023196i,0.00063374+0.0027071i,-5.6733e-05+0.002358i,-0.00074732+0.0015236i,-0.00075162+0.0011039i,-0.00071553+0.0013795i,-0.00039222+0.00085777i,-0.00038457+0.00024917i,-0.00059105+0.00049703i,0.00017246+0.00028125i,0.00067241+1.4396e-06i,0.00036672-0.00030546i,0.0003976-0.00054573i,0.00070386-0.00023077i,0.00082853+0.00026115i,0.00013368+0.00046512i,-0.0008245+0.0005014i,-0.00040528-0.00023917i,0.00029962-0.00036143i,-0.00022502+0.00011035i
-0.00032101-0.0010891i,4.8707e-05-0.00023305i,0.00043334+0.00026118i,0.0003634+0.0002339i,-0.0005778+0.0010851i,-0.00079398+0.0013889i,0.00044735+0.00034461i,0.00014997-0.00058419i,-0.0012032-0.0010105i,-0.0010674-0.00060811i,-0.00024719-0.00054218i,-0.00014426-0.00043139i,-0.00042283-3.7339e-06i,0.00010472+5.8078e-05i,0.00063148+0.00074844i,0.00014684+0.00088684i,-0.00058822+0.00019154i,-0.00028177-0.00054499i,0.00026341-0.00052044i,-0.00029158-9.3143e-05i,-0.00092663-0.00033943i,-0.00054347-0.00045097i,-0.00054241-0.00048967i
0.0010008-0.00087088i,0.00092997+0.0006431i,-0.0004303+0.00085083i,-0.0020356+0.00069602i,-0.001642+0.0010654i,0.00016641+0.00082542i,0.00050367+0.00026284i,-0.0002992-0.00015837i,-0.00068584-0.0005462i,-0.000486-0.00039566i,-0.00040966-2.1771e-05i,7.5645e-05+0.00016034i,0.00033288-0.00026954i,-0.00017705-0.00042927i,-0.00024372-1.5633e-05i,-0.00024023-0.00026028i,-6.6652e-05-0.00035107i,-3.0659e-05-0.00019502i,4.2448e-05-0.00042477i,0.00046339-0.00034836i,0.00055746+0.00051505i,0.00027462+0.00075943i,-0.00031272+0.0002159i
-0.00051083+0.0014812i,0.00023518+0.002359i,0.0014707+0.0030521i,0.0011359+0.0027433i,4.7753e-05+0.0024597i,0.00069417+0.0023213i,0.00078981+0.0012906i,-0.00041184+0.00039787i,-0.0015326+0.00013247i,-0.00097909+0.00012234i,-0.00041908+0.00067565i,-0.00069103+0.00061348i,-0.00076246-0.00041797i,-0.00080238-0.00088738i,-0.00018641-0.00065439i,0.00039945-0.00048814i,0.00026693-0.0005024i,0.00025842-2.8887e-05i,-2.9317e-06+0.00018949i,-1.2201e-05-0.00016689i,0.00014556-0.00034176i,5.9168e-05-0.00055442i,-0.00032702-0.00013635i
0.00022793+0.00014306i,-8.3531e-05+0.00029509i,-0.0015759+0.0010648i,-0.0022006+0.0010986i,-0.0020008+0.0013516i,-0.0014611+0.0012933i,-0.00075383+0.00082823i,-0.00068958+0.00054462i,-0.00055745-0.00046632i,-0.000389-0.00086278i,-0.00082324-0.00049695i,-0.0013864-0.00012666i,-0.0010214+0.00017782i,-4.8163e-05+0.001237i,6.0641e-05+0.0016552i,-6.664e-05+0.0011292i,0.00033275+0.00023351i,9.0568e-05-0.00013994i,-0.00081987+0.00036396i,-0.00029819+0.00067303i,0.0002401+0.00059829i,4.6979e-05+0.00019282i,-0.00022465+0.00014047i
-0.0013464+0.00093181i,-0.0001665-2.4045e-05i,0.0010671-9.1144e-05i,0.0019562+0.00081205i,0.0012136+0.002094i,0.00080594+0.0017972i,0.00076179+0.0010245i,-0.00015272+0.0010423i,-0.0013319+0.0006716i,-0.0014826+0.00032986i,-0.0013831+0.00039875i,-0.0012804+0.00060205i,-0.00060837+0.00072649i,-0.00041272+0.00066883i,-5.5527e-05-0.0003767i,-0.00026056-0.0007307i,-0.0010713-8.0964e-05i,-0.00091058-8.4287e-05i,0.00021772-0.00018291i,0.00079742+0.00013004i,0.00016791+8.5088e-05i,-0.00057908+1.3365e-06i,-0.00059495+0.00024237i
-0.001546-7.7617e-05i,-0.00076314+0.0019836i,-0.00026269+0.0040836i,0.00062989+0.0047478i,0.0009739+0.0039611i,0.00086742+0.0017583i,0.00059276-6.6659e-05i,-0.00012271-0.00018238i,-0.00068197-0.00028519i,-0.00069336+8.0294e-05i,0.00015121+0.00041872i,0.00055966+0.0006114i,-0.00040496+0.00025085i,-0.0011078-0.00060052i,-0.0010813+8.337e-05i,-0.00075401+0.00051228i,-0.00045628-0.0007519i,-0.00056849-0.0013221i,-0.00075479-0.00019856i,-4.2482e-05+0.0003307i,0.00045293+0.00047562i,6.1567e-05+0.000804i,4.9307e-05+0.000652i
0.00081043-0.0018303i,0.00054738-0.00042368i,-0.00091114-0.00077894i,-0.0018783-0.0013183i,-0.0018711+0.00031642i,-0.001174+0.0015626i,-8.039e-05+0.0014605i,0.00018844+0.00090472i,-0.00070646+0.00041529i,-0.001353+0.00086438i,-0.00071655+0.0011253i,-0.00044919+0.0010287i,-0.00080597+0.00093701i,-0.00069006+0.0012716i,-0.00031715+0.00090597i,0.0002989-0.00020052i,0.00029822-0.00079859i,-5.4333e-05-0.00054103i,-0.00023574+0.00016967i,-0.00061816+0.0003001i,-0.00086075+0.00023101i,-0.00091365+0.00039006i,-0.001372+0.00035912i
0.00037931-3.1007e-05i,-0.00010404-0.0013229i,9.5969e-05-0.0016915i,-0.00026331-0.00075015i,-0.0016277+0.0003743i,-0.0018834+0.0010483i,-0.0011031+0.0011757i,-0.00030438+0.00086104i,0.00013612+0.00056064i,-9.3065e-05+0.00064573i,-0.00075587+0.0003542i,-0.0012573-0.00039897i,-0.00054216-0.00087429i,0.00073366-4.5962e-06i,0.0007581+0.00071676i,-0.000299+0.00036213i,-0.00068187+0.00028824i,-0.00037895+0.00024264i,3.1087e-05+5.2022e-05i,0.00024361+5.4865e-05i,0.00017078+0.00014296i,0.00058734-2.6834e-05i,0.00043111+5.5991e-05i
0.00056536+0.00017911i,0.00039831+4.2362e-05i,-3.8681e-05+0.00038526i,-0.00087886+0.0009144i,-0.0016379+0.0018489i,-0.0010398+0.0020668i,-0.00029213+0.0010125i,-0.00048094-5.304e-06i,-0.00046538-3.0216e-06i,-0.00069487+0.00050759i,-0.0010186+0.00065017i,-0.0011672+0.00040187i,-0.00013809+0.00024829i,0.00011686+0.00014828i,-0.00058509+0.00015707i,-4.5743e-05-7.9998e-05i,0.00058335-0.00010909i,-0.00012128-4.9561e-05i,-0.00077638-0.00030114i,-0.0006092-0.00047814i,-0.00093153+0.00016946i,-0.0010345+0.00034008i,-0.00039908+0.00024771i
-0.0011472+0.0011987i,-0.00081124+0.0017258i,0.00063048+0.0021186i,0.0020942+0.0018107i,0.0017019+0.0024514i,0.00064756+0.0024368i,-0.00035615+0.0011961i,-0.0011318+0.00059715i,-0.0013572+0.00022431i,-0.0013883-0.00028045i,-0.0004194+2.5387e-05i,0.00036005+0.00044202i,0.00026575+0.0003541i,0.00066513+2.6999e-06i,0.00077179-0.00013712i,0.00061044+0.00010854i,0.00084143+0.00036223i,0.0010575+0.00041381i,0.00089451+0.00052727i,0.0003154+0.00046646i,2.2928e-05-3.0416e-05i,3.746e-05-0.0002521i,-0.00029597-0.00072823i
0.00050565-0.0014658i,0.00010188-0.00038401i,-0.00022334+0.00016392i,-0.00090441+0.00015093i,-0.0013783-0.00025568i,-0.00039239+0.00044109i,0.00017856+0.00088435i,0.00060315+0.00034255i,0.00030636+0.00045472i,-0.00036185+0.00053081i,-0.00088184+0.00048405i,-0.0010989+0.00044898i,-0.0006822-0.00022641i,0.00024454-0.0011788i,0.00082368-0.001061i,0.00077417-0.00091733i,0.00034396+0.00010249i,-0.0010599+0.00090228i,-0.0015893+3.02e-05i,-0.00065301-0.00035901i,0.00041906-0.00019244i,0.0010989-0.00025184i,0.0011658+0.00011775i
-0.0011048+0.00020579i,-0.0022027-8.7927e-05i,-0.0021734+0.00075057i,-0.0015912+0.0021656i,-0.00086533+0.0027806i,-0.00065055+0.0021771i,-0.0011597+0.0012983i,-0.0012002+0.00033554i,-0.0010277-0.00013929i,-0.0010314+4.5198e-05i,-0.00066322+0.00081521i,0.00014392+0.0010482i,-8.1183e-05+0.0001222i,-0.00091999-0.00028071i,-0.00027757+0.00040972i,-0.00020326+0.0005307i,-0.00020181-0.00035239i,-1.7025e-06-0.00010629i,-0.00029078+0.00082292i,-0.00064356+0.0011418i,-0.00036327+0.0012888i,-0.00018004+0.0006839i,-0.00061294-0.00086871i
-0.00084997+0.00063753i,-0.001188-0.00017515i,4.4778e-05+0.00044028i,0.00065858+0.0010876i,0.001051+0.0019483i,0.0013338+0.0015144i,0.0005725+0.00014985i,-0.00046533-0.00030141i,-0.00060283-0.00020926i,-0.00053057-2.1934e-05i,-0.00049547-0.00018127i,-0.00039599-0.00072164i,-0.00064998-0.00115i,-0.0010195-0.0017544i,-0.0009664-0.0018936i,-0.00044585-0.00047781i,-0.00020164+0.00052988i,-0.00023698+0.00036961i,-0.0002222+0.00013149i,-8.7925e-05+0.00034323i,0.00044484+8.1027e-05i,0.00034341-0.0010407i,-7.404e-05-0.0010676i
-0.0013938-0.00014667i,-0.0011678+0.00080854i,-0.0013304+0.0013789i,-0.0014334+0.0020577i,-0.0011174+0.0020974i,-0.00047994+0.0013519i,0.00012508+0.00032239i,0.00045968-4.284e-05i,-0.00013943+0.00031723i,-0.0009319+0.0014586i,-0.00078783+0.001355i,0.00031767-0.00016619i,0.00061212-0.00029253i,6.6026e-05+0.00096734i,-9.302e-05+0.00078236i,0.00030982-0.00029705i,-0.00037274-0.00070127i,-0.00074706-0.00012371i,0.00056858+0.00020366i,0.00097316+0.00040621i,0.00016429+0.00081882i,-0.00027326+0.00023396i,0.00016675-0.00031198i
-0.0013328+0.0002608i,-0.00095174+0.0015557i,-0.0011399+0.0026772i,-0.00068832+0.0023029i,-0.0003789+0.0023562i,-1.0463e-05+0.0027589i,0.000721+0.0020348i,0.0008596+0.0016123i,0.00043105+0.00057356i,0.00010016-0.00075717i,0.00016838+3.1932e-06i,0.00037374+0.0010762i,0.00061599+0.0001823i,0.0010785-0.00046928i,0.0011524-0.00014313i,0.0012133+2.0923e-05i,0.0010317-0.00052478i,2.6493e-05-0.00060827i,-0.00097172+0.0003565i,-0.00043354+0.0012516i,-0.00034167+0.00059945i,0.00016658-0.00035059i,0.00055084-0.00027871i
0.00018316-0.00026804i,-0.00085023-0.00043972i,-0.0011229-0.00044851i,-0.00050988-0.00019052i,0.00019642+0.00029485i,0.00054099+0.00043111i,0.00038569-6.6246e-05i,-0.00018599+0.0004199i,-0.0015977+0.0009806i,-0.0017359+0.00068246i,-0.0012642+0.00082706i,-0.00016151+0.00093064i,0.00058263-6.354e-05i,0.00023129-0.0004748i,4.1605e-05-2.7308e-05i,-0.00025996-3.3551e-05i,-0.00090579-0.00036576i,-0.00073723-0.00015151i,-0.00027317-7.542e-05i,0.00017405-1.4756e-05i,0.00035068-0.00012858i,0.00021004-0.00023366i,-0.00016644-3.4442e-05i
0.00043486+0.002747i,0.00035659+0.0022237i,0.000946+0.00099656i,0.0015502+0.0013093i,0.0014033+0.0024256i,0.00023056+0.0023269i,-0.00038064+0.001217i,-0.00081338+0.00033173i,-0.001295+0.00013499i,-0.0011525+0.00023727i,-0.0012965+0.00024093i,-0.00087356-0.00011032i,-0.00033275-0.00010498i,-0.00056307+0.0004893i,-0.00015761+0.00057247i,0.00078608+0.00044395i,0.0004947-1.7432e-05i,0.00025498-0.00041628i,0.00025048+0.00011218i,0.00022955+0.00013577i,-0.00039989-8.2084e-05i,-0.00041857+0.00019902i,0.00021164+4.9228e-05i
-0.0012332-0.00048537i,-0.0016418+0.00083694i,-0.00069452+0.00229i,-0.00074645+0.002456i,-0.00051789+0.0023416i,0.00061852+0.0013845i,0.001223+0.00054555i,0.00073411+0.00041457i,-0.000567+9.2139e-05i,-0.0011627-8.7447e-05i,-0.00080782+4.8296e-05i,-8.4224e-05+0.00060069i,0.0002114+0.00055668i,-2.0845e-05-0.00017892i,0.00014234-0.0003684i,-0.00038483-0.00035696i,-0.00091238+0.00022313i,-0.00057895+0.00038594i,-0.00050184-0.00064683i,-0.00067012-0.00077243i,-0.00055024-0.0006505i,-0.00021415-0.00090696i,4.3535e-05-0.00096577i
-2.435e-05+0.0029985i,0.00082864+0.0027382i,0.0014631+0.0017688i,0.0011203+0.001511i,0.00037654+0.0012213i,0.00061243+4.7452e-05i,0.0008568-0.00015809i,-0.00024776+0.00013785i,-0.00054788-0.00034204i,-0.00061431-0.00036068i,-0.00060795+4.1999e-05i,-0.00058161+0.00025176i,-0.0012451+0.0005149i,-0.00057563+0.00052824i,-0.00046808+0.00033391i,-0.00051599-6.449e-05i,-0.00046942-0.00030089i,-0.00076819-0.00013849i,-0.00018318-0.00015603i,-5.0407e-05+0.00051386i,9.8917e-05+0.0010726i,0.00051346+0.00039521i,5.6237e-05+7.5126e-05i
-0.0018316-0.0017437i,-0.003261+0.00021084i,-0.0034092+0.0010183i,-0.0027649+0.0017142i,-0.0016615+0.0028357i,0.00010544+0.0032037i,0.00070199+0.0023726i,4.891e-05+0.0006157i,-0.00086936-1.6743e-05i,-0.0011498+0.0004779i,-0.00098868+0.00086137i,-0.00077339-0.00010462i,-0.00069088-0.0011782i,-0.00022119-0.0014213i,-9.2142e-05-0.0013348i,-8.4039e-05-0.0010674i,0.00026366-0.00020065i,0.00033097+0.00055375i,1.6795e-05+0.0007007i,-0.00088115+0.0011279i,-0.00098664+0.00047875i,-2.565e-05+0.00016218i,0.00013771+0.00087276i
0.00012638+0.00093934i,-0.00045183+0.0013212i,-0.00030372+0.0011413i,7.1846e-05+0.0011776i,0.00051897+0.0022736i,-9.9691e-05+0.0025188i,-0.00083536+0.0013327i,-0.00087242+0.00084182i,-0.0011415+0.00099871i,-0.00089376+0.0011492i,-0.0005077+0.00068431i,-0.00035906+0.00029229i,0.00022259+0.00049463i,0.00044658+0.00060862i,5.4783e-05-9.994e-07i,0.00020243-0.00069606i,0.0002995-0.00051976i,-0.00017878+0.0002295i,-0.00020801+0.00068189i,1.6635e-05+0.00049146i,0.00019139-0.00012623i,1.1509e-05-0.00019696i,6.778e-05+2.0058e-05i
-0.00016664-2.7457e-07i,-0.00038314+0.001125i,-0.00064995+0.0019771i,-0.0012016+0.0023435i,-0.00093643+0.0024914i,0.000198+0.0022526i,0.00050389+0.00080397i,0.00050618-0.0005056i,0.00076806-0.00045326i,0.00042834+0.00031258i,0.00027215+0.00028322i,0.00040672-6.7364e-05i,-0.00039684-0.00024701i,-0.00040379-0.00024534i,0.00027581-0.0003151i,0.00062684-0.00040798i,0.00076921+0.0003209i,0.00047059+0.00039256i,0.0002171+0.00017441i,0.00056705+0.0010028i,0.00028697+0.0015145i,-6.2931e-05+0.0012665i,9.1698e-05+0.00082225i
-0.0014919+0.0014533i,-0.00040997+0.0022901i,0.00095078+0.0019479i,0.0010978+0.001622i,4.4989e-05+0.0015572i,-0.00019147+0.0012677i,0.00062209+0.00037604i,0.00084491-0.00018691i,-0.00031487+0.00020031i,-0.00086177+0.00011689i,-0.0002488-0.00061748i,-4.4106e-05-0.00040404i,-0.0003599-0.00020107i,-0.00065981-0.00027323i,5.5109e-05+0.00021669i,0.00043934+0.00048451i,0.00031311+0.00023565i,0.00011108+0.00027894i,-0.00052787+0.00027077i,-0.00062229+0.0002045i,0.00034433+0.00066458i,0.00080765+0.00058635i,0.000472-0.00010699i
-0.0011466-0.00013627i,-0.0013511+4.1924e-05i,-0.0010087+0.00045183i,-0.0011225+0.0015801i,-0.0014904+0.0024692i,-0.00099992+0.0015662i,-0.0001726+0.0009718i,-0.00025626+0.00063208i,-0.00035518+0.00029588i,0.00043839-0.0002353i,0.00063372-0.0007608i,0.000103-0.0010794i,-0.00069355-0.00051528i,-0.00098868-5.4367e-05i,-8.6937e-05-0.0001886i,0.00058563-0.00032619i,0.00035882+0.00038452i,0.00025036+0.0012863i,0.00015212+0.0014503i,-0.00046075+0.0011179i,-0.0003288+0.0012608i,0.00011725+0.0011309i,-0.00022719+0.00041306i
0.0020239+0.0014598i,0.0024027+0.0011845i,0.0015366-0.00019823i,0.0008828-0.0011285i,0.00049414-0.0014509i,0.00024811-0.00077112i,0.00026155+0.00038745i,-0.00014963+0.00045176i,-0.00083791-0.00010733i,-0.00091506+0.00023117i,-0.00047294+0.00083002i,-0.00078288+0.00041359i,-0.0014434-0.00038715i,-0.0014047-0.00069076i,-0.0005831-0.00053883i,5.3369e-05-4.5852e-05i,-8.1879e-06-0.0004396i,-0.00017046-0.00094942i,0.00039477-0.0009414i,0.00056641+9.8694e-05i,0.00017609+0.00094412i,-0.0003831+0.00022i,-0.00030599-0.00031522i
