-0.001129-0.0019973i,-0.00092222-0.0025241i,-0.0019129-0.00080697i,-0.0012617+0.00084765i,-0.00046699+0.0011457i,-0.00054566+0.0012139i,-0.0003692+0.0016278i,-0.00066511+0.0015649i,-0.00039109+0.00039851i,2.7073e-05-0.00070851i,7.0397e-05-0.0012083i,0.00050264-0.00061568i,0.00046521-0.00011493i,0.00071004-0.00015772i,0.0011603+0.00023668i,0.00026479+0.00089559i,-0.00016174+0.00094876i,-9.707e-06+0.00074615i,-2.5625e-05+0.00054313i,-0.00042909+0.00036912i,-0.00016123+0.00031823i,7.8428e-05+9.4863e-05i,-0.0010197-0.00038819i
-0.003366+0.0012875i,-0.0042649+0.0015296i,-0.002871+0.002328i,-0.00078247+0.0014631i,-0.00033702-0.00019067i,5.2202e-05-0.0013665i,0.00016996-0.0012805i,-0.00028129-0.00045613i,-0.00047205-0.00057343i,0.00040844-0.00052857i,0.001221-0.00030213i,0.0016594+0.00037884i,0.0013921+0.00085097i,0.0005016+0.00017693i,0.00028369-0.000571i,0.00012624-0.00098541i,-0.00023344-0.00087843i,0.00012075-0.00071037i,0.00025187-0.00080353i,-0.00033624-0.00093598i,-0.00028406-0.00089967i,4.475e-05-0.00051621i,-3.1737e-05-0.0001589i
-0.0018182+0.0021701i,-0.00079267+0.002375i,0.00049169+0.0026943i,0.001169+0.0009839i,0.0016552-0.00074006i,0.0011682-0.0017235i,-2.5066e-05-0.0019028i,-0.00052069-0.00041359i,-4.8229e-05+0.0013112i,5.9499e-05+0.0016614i,-0.00091567+0.0016502i,-0.0014239+0.0022754i,-0.0015385+0.0021628i,-0.0012525+0.00012485i,-0.00079226-0.00075497i,-0.00045223-8.2889e-05i,0.00058365-0.00078251i,0.0011492-0.0014008i,0.0012162-0.00090507i,0.00086449-7.0436e-05i,0.00044032+4.6052e-05i,0.00064138-0.00064536i,0.00066755-0.00015893i
0.001952+0.00024893i,0.0024995-0.0010039i,0.0029838-0.0010734i,0.0024822-0.0015909i,0.0014758-0.00241i,-0.0008454-0.0021168i,-0.0021282-0.0011294i,-0.00072722-0.0005857i,0.00038903-0.00022172i,-4.7978e-05-0.00024052i,-0.00053581-9.7224e-06i,-0.0018165+0.0013174i,-0.0025187+0.0013096i,-0.0020372-4.0186e-05i,-0.0012147-0.0010722i,-3.4205e-05-0.00020856i,0.00020188+0.00047058i,0.0001726+0.00020047i,0.00048212+0.00052572i,0.0013525+0.00095896i,0.0017729-3.4529e-05i,0.0019926-0.00093588i,0.0012315+3.9245e-06i
0.00030674+0.00089642i,0.0022304+0.0010596i,0.0016617+0.0009857i,0.00058547+0.0012939i,0.00025051+0.0013972i,-0.00061408+0.00068515i,-0.00096578+9.8655e-05i,-0.00018804-0.00021636i,-0.0004101-0.00027459i,-0.00070496-0.00053661i,-0.00048951-0.00070269i,-0.00078929-0.0010634i,-0.00060367-0.00073261i,-0.00073882-0.00037787i,-0.00075978-0.0006567i,4.2566e-05-0.00064469i,0.00057513-1.8358e-05i,0.00030582+0.0014072i,7.721e-05+0.001463i,-4.0516e-05+0.00040236i,-1.2026e-05-0.00035548i,0.00081788-0.00083722i,0.0013893-0.0012746i
-0.0010403+0.0016196i,-0.00075358+0.0028758i,0.00013527+0.0016954i,-0.00090023+0.0009159i,-0.0014561+0.00079516i,5.657e-05+0.00068624i,0.00012645+0.00059128i,-0.00085013-0.00033195i,-0.00027383-0.0012154i,-4.3673e-05-0.00043189i,-0.00059492-4.7057e-05i,-0.00035493-0.0012632i,0.00015844-0.0022523i,0.00044994-0.0010216i,0.00082524+0.00015727i,0.00050198+0.00068068i,-0.00021161+0.0011575i,-0.00043006+0.0014275i,-0.00051846+0.0012226i,7.1313e-05+0.00018248i,-0.00010049-0.00030682i,-0.00070001-2.2177e-05i,-0.0001406-0.00087541i
-0.0032605-0.00011723i,-0.0024083+0.0019349i,-0.0018075+0.0021488i,-0.0010671+0.00091962i,-8.279e-06+0.00069869i,0.00079467+1.2389e-05i,0.0010274-0.00069047i,0.00043065-0.00033967i,0.00063489-0.00040359i,0.0012726-0.00051469i,0.0012004-0.00061536i,0.0018093-0.0013201i,0.0021866-0.00095515i,0.0015132-0.00023547i,0.0013096+0.0005739i,0.00049559+0.0011409i,-0.00092226+0.00091487i,-0.0013504+0.0005803i,-0.0015373+0.00011494i,-0.0011796+0.00017054i,-0.00059093+0.00062304i,-0.0010199+0.00061414i,-0.00081227+0.00015633i
-0.0010741-0.0018987i,-0.0027839-0.0019469i,-0.0030572-0.0010665i,-0.00174-0.00034865i,-0.00018712-0.00065757i,0.00015226-0.00078995i,8.9649e-05-0.00044278i,0.0002302+0.00013707i,-0.00058206+0.00029255i,-0.00082054-0.00034937i,0.00050509-0.00094881i,0.0013707-0.00024738i,0.0013892+0.00021755i,0.00017107+0.00036554i,-0.00090968+0.00018479i,-0.0010627-0.00074539i,-0.0014866-0.00068253i,-0.0022072-0.00064028i,-0.0019045-0.00070393i,-0.001021+0.00011932i,-0.00081989+0.00041028i,-0.0012266+0.00054787i,-0.0011425+8.5471e-05i
0.0020911-0.0019214i,0.0010853-0.0019499i,-0.00013181+0.0001209i,0.000489+0.0014665i,0.0015228+0.00077326i,0.00067105-3.6572e-05i,-0.0010884-0.0006073i,-0.0013141-0.00074341i,-0.00014389-0.00068446i,-0.00020393-0.00056717i,-0.00081491+0.00089984i,-0.00034127+0.0019767i,0.0002635+0.001749i,-0.000611+0.0010883i,-0.0010965-0.00036089i,-0.00056344-0.00099908i,-0.00075743-0.0007306i,-0.00064349-0.00089394i,-0.00013436-0.0014916i,-0.00015558-0.0012134i,-0.00010051-0.00036721i,3.467e-05-0.00059582i,0.0002717-4.5309e-05i
0.000847+0.0023991i,0.00055499+0.0018948i,-0.00028507+0.00083093i,-9.4051e-05+0.0010307i,0.0011614+0.0012655i,0.0010415+0.00048089i,0.00028947-0.0002608i,-0.00053287-0.00063938i,-0.00051101-0.00051339i,-0.00093061+0.000709i,-0.0013273+0.0019169i,-0.0015672+0.0014002i,-0.0018655+0.00060154i,-0.00098834+0.00013972i,0.00065483-0.0010439i,0.00071679-0.00073297i,0.00025996-0.000335i,0.00029371-0.00088314i,0.00079751-0.00099848i,0.00091327-0.0014041i,0.00033875-0.0010556i,0.00031967-0.00029641i,0.00032014-0.00011569i
-0.0026258+0.0036269i,-0.0001052+0.0031758i,0.00077857+0.0023105i,0.00027092+0.0024205i,0.00019161+0.0024643i,0.0010049+0.00070007i,0.00066462-0.00051287i,-0.00028509-0.00039617i,0.00017121+0.00062632i,0.00013033+0.0019567i,-0.00062745+0.0023161i,-0.0012256+0.0013564i,-0.0010583-0.00018366i,7.2686e-05-0.0014008i,0.00089387-0.0016545i,0.0010695-0.0011739i,0.00098659-0.00042874i,0.0012456-0.00037098i,0.0016734-0.0006682i,0.00099576-0.00058193i,-0.0002562-0.00038333i,-0.0014156+0.0002221i,-0.0011253+0.00026234i
-0.0030925+0.0023559i,-0.0023182+0.0031063i,-0.0011555+0.0034765i,-0.00051635+0.0020603i,-0.00058693+0.0008233i,-0.0010217+0.00023156i,-0.0010253+7.8032e-05i,-0.00066822+0.00018821i,0.00038448+0.00049838i,0.00057987+0.00062134i,-0.0011625-0.00015453i,-0.0024195-0.0012006i,-0.002084-0.0022081i,-0.0010639-0.0024644i,-0.00062134-0.0017237i,-0.00059076-0.0008226i,0.00035523+0.00017295i,0.0015211+0.0013337i,0.0015144+0.00099886i,0.0010737+0.000377i,0.00028694+0.00049559i,-0.00022803+0.00014329i,-0.00031737-0.00018877i
-0.0018233-0.00050718i,-0.0028784+2.0296e-05i,-0.0017612+0.00070958i,0.00024366+0.00052804i,0.00042564-0.0013084i,-0.0010763-0.0028958i,-0.0022898-0.0026046i,-0.0020169-0.0013217i,-0.0011742-0.00023242i,-0.00055922-0.0010963i,3.6302e-05-0.0021893i,0.00023269-0.0026579i,-9.5289e-05-0.0024352i,-0.00025021-0.001774i,-7.9568e-05-0.0010676i,0.00019691-0.00037609i,0.0005123+0.00052655i,0.0005665+0.0014337i,0.00051921+0.00138i,0.0001854+0.0012049i,0.00020265+0.00096193i,0.00082712+0.00047906i,0.00088139-0.00019135i
0.0016389+2.1588e-05i,0.0011684+0.00046252i,0.0023609+0.0015605i,0.0028111+0.0010219i,0.0011909-0.00045911i,-0.00062209-0.001617i,-0.0015483-0.00080896i,-0.0016032-4.5328e-05i,-0.0011535-0.00010583i,-0.00099418-0.0007519i,-0.00082238-0.001068i,0.00078622-0.0016669i,0.0021059-0.0023736i,0.001257-0.0017909i,0.00050733-0.00055263i,-0.00030244+0.00046725i,-0.0013312+0.00097288i,-0.0012675+0.0010932i,-0.00028936+0.0011163i,-0.00059356+0.0014318i,-0.00064091+0.0012049i,0.00034097-3.5446e-05i,0.00084028-0.0007117i
0.00023051+0.0027417i,0.0010124+0.0020604i,0.00035609+0.0011914i,3.8952e-05+0.0012543i,0.00071106+0.00092591i,0.00045751-0.00037263i,-0.00018448-0.0012119i,-0.0003889-0.00064527i,5.2659e-05+0.00023297i,0.00024449-0.00017943i,0.0010084-0.00033786i,0.0032422+0.00056785i,0.0035647+0.0011399i,0.0013358+0.00012077i,-0.00082054-0.001483i,-0.0011279-0.0011329i,-0.0005462-0.00038681i,-0.0017983-0.00039231i,-0.0022095-6.6603e-05i,-0.0013612+0.00040501i,-0.00047448+0.0004983i,0.00034053-6.0077e-05i,0.00072411-0.00059988i
-0.0013615+0.00051204i,-0.0021385+0.0012842i,-0.0023462+0.0011642i,-0.0013005+0.00059765i,2.2578e-06-0.00039407i,0.0012809-0.00094101i,0.00163-0.00072775i,0.00074763-0.00081269i,4.6645e-05-0.0015903i,0.00055947-0.0011563i,0.00092183+0.00061102i,0.001031+0.002422i,0.0010885+0.003373i,0.00089754+0.0023073i,0.00036028+0.0012405i,-0.00056228+0.0011292i,-0.00060688+0.00043306i,-0.00085776-0.0013224i,-0.00094166-0.0017266i,-0.00030292-0.00052284i,-0.00049145+0.00096598i,-0.00038885+0.0012759i,-9.6618e-05+0.00016326i
0.00086519-0.00093944i,0.00091831+1.376e-05i,0.0006997+0.0005706i,-0.00086324-0.00030549i,-0.0020868-0.00023702i,-0.0020104+0.00068848i,-0.0015747+0.00059746i,-0.0014749+0.00085686i,-0.0010225+0.0010113i,-0.00042614+0.00085689i,1.9457e-05+0.00086189i,-0.00020875+0.0015354i,-0.0014625+0.0019658i,-0.0015461+0.0015818i,-0.0001866+0.0016124i,0.00055689+0.00089568i,0.0012198-0.0006289i,0.0008946-0.0011864i,0.00045716-0.0018216i,0.00064802-0.0022112i,8.1033e-05-0.0016444i,-0.00035275-0.0011899i,-2.8035e-05-0.00063833i
7.1485e-05-0.0033587i,0.00042305-0.0009031i,-0.00097366+0.0023467i,-0.0012798+0.0032144i,6.3461e-05+0.0027994i,0.0013366+0.0014961i,0.0012973-0.00012378i,0.00041416-0.00038973i,0.000174+0.0003835i,-0.00045069+0.00071965i,-0.0017543+0.00093182i,-0.0029676+0.0012584i,-0.0036+0.0005368i,-0.0028324-0.00016593i,-0.001274+0.00029673i,0.00031858+0.00032899i,0.0011084+0.00016455i,0.00054477-0.00092834i,-2.8782e-05-0.0011279i,-0.00016897-0.00056078i,-0.00075076-0.00075373i,-0.00084395-0.00061166i,-0.00027923-0.00018067i
-0.0006626+0.0028744i,-0.0011236+0.0037097i,-0.0013718+0.0039208i,9.3856e-05+0.0029408i,0.0022845+0.00086564i,0.0020813-0.001352i,7.0678e-05-0.001746i,-0.00096841-0.00086525i,-0.0010513+0.00031419i,-0.0013158+0.00090825i,-0.0020476+0.0003739i,-0.0022548-0.00080809i,-0.0019262-0.0020943i,-0.0019344-0.0026047i,-0.001429-0.0020295i,-0.00023841-0.0013882i,0.00081969-5.484e-05i,0.0019645+0.0013316i,0.0018139+0.0012246i,1.568e-05+0.00088222i,-0.00075539+0.00024296i,-0.00036429-0.00052459i,-0.00023678-0.00073945i
-0.0055461+0.0048015i,-0.0042741+0.0034365i,-0.0018658+0.0022581i,0.00090693+0.0011343i,0.0024868-0.00076307i,0.0006787-0.0027651i,-0.0015913-0.002804i,-0.0017614-0.00088393i,-0.00092991-0.00020398i,-0.00041306-0.00068191i,0.00013316-0.0013405i,0.0010657-0.0028129i,0.0010712-0.003502i,0.00028108-0.0031607i,-0.0002335-0.0033254i,-0.00056605-0.0022497i,-0.00021195-0.00033745i,0.00032057+0.00061283i,0.00039326+0.00041597i,0.00077507+0.00027473i,0.0016781+0.00031188i,0.0025355-4.0464e-05i,0.0020852-0.00037705i
-0.0022298-0.0023877i,-0.0011231-0.0028828i,-0.00044355-0.00094537i,-0.00049208+1.6486e-05i,-0.00018124-0.00055891i,-0.00024555-0.00074916i,-0.00073225-0.00054584i,-3.7715e-05-0.00083517i,0.00090946-0.0013556i,0.00095398-0.00155i,0.0015899-0.0020768i,0.0028929-0.0025009i,0.0032059-0.0021628i,0.0019049-0.0019994i,0.00052801-0.0019521i,-0.00015397-0.0015178i,-0.00088734-0.00034041i,-0.0007897+0.0012309i,-0.00056099+0.0019507i,-0.00014983+0.001879i,0.00067078+0.0017276i,0.0010484+0.0011381i,0.00084736+0.00022578i
8.1529e-05-0.0049961i,0.00059427-0.0037673i,0.0004999-0.0031115i,0.00070881-0.0011181i,0.0012523+6.3285e-05i,0.0011089-0.0012137i,-0.00058455-0.0024468i,-0.0016871-0.0026055i,-0.0010433-0.0022104i,0.00011549-0.0016543i,0.0017897-0.00064905i,0.0033719+0.00064468i,0.0038257+0.0010407i,0.0022972+0.00066155i,0.0010666-0.00010285i,0.00075161-0.00074373i,4.2313e-05-0.00016867i,-0.00085869+0.00077389i,-0.0015581+0.0013516i,-0.00093529+0.00091683i,-0.00036131+4.9243e-05i,-0.00034046+0.00035086i,-7.2843e-05+0.00035926i
0.0017725+0.0024012i,0.0015139+0.0027326i,0.0012931+0.0039649i,0.0010361+0.0034507i,0.0015085+0.00049023i,0.0017849-0.0017161i,0.00096974-0.0016054i,-0.00051317-0.00070304i,-0.00071862+0.00015463i,8.5499e-05+0.00086991i,-4.3078e-06+0.0017505i,-6.6154e-05+0.0036963i,0.001008+0.0044228i,0.0014959+0.0033315i,0.0011919+0.0020017i,0.00076632+0.0011418i,0.00025775+0.00067355i,-0.0010304-0.00029762i,-0.0017075-0.00058529i,-0.0015068-9.735e-05i,-0.0012267+0.00047035i,-0.001815+0.00042418i,-0.0024991+3.0969e-05i
-0.0015796+0.0048593i,-0.0016641+0.0059498i,-0.0021436+0.0042311i,-0.0024842+0.001862i,-0.0020496+0.001633i,-0.00085826+0.0014057i,-4.334e-05+0.0011095i,-5.1394e-05+0.0013633i,0.00010342+0.0015134i,-5.8047e-05+0.0022112i,-0.00054028+0.0035796i,-0.0012086+0.0047835i,-0.0024113+0.0048327i,-0.0017423+0.0036611i,-6.2355e-05+0.0025337i,0.00031118+0.0016423i,-0.0004467+0.00017463i,-0.0014655-0.0011295i,-0.0014826-0.0022312i,-0.00028739-0.0025776i,-0.00048673-0.0018482i,-0.001532-0.0008145i,-0.0014762+5.2325e-05i
-0.0032584-0.00075085i,-0.0028922-0.00049361i,-0.0010864+0.00021605i,0.00013855+0.0013131i,0.00033071+0.00081244i,0.00053364-0.00041149i,0.00094403-0.00089209i,0.0006207-0.0011183i,-6.5089e-05-0.00079147i,-0.00046883-0.00010363i,-0.0020155+0.00062618i,-0.0041787+0.00073524i,-0.0049943+0.0012042i,-0.0048898+0.0016373i,-0.00355+0.0012005i,-0.0014838+0.0012577i,-0.00051923+1.8216e-05i,-0.00052258-0.0015521i,7.5676e-05-0.0013926i,0.00073407-0.0014211i,0.00019721-0.0010582i,-6.1212e-05-0.00025214i,0.0003503+0.00038143i
-0.0017735-0.0040774i,-0.0023829-0.0038653i,-0.0030461-0.0032327i,-0.0021886-0.0014856i,-0.00095718-0.0002284i,-0.0011221-0.00042191i,-0.0014202-0.00042325i,-0.0015895-0.00019784i,-0.001429-0.00011409i,-0.0019974-0.00058841i,-0.0027134-0.0013259i,-0.0030581-0.0033307i,-0.002967-0.0043225i,-0.0034869-0.0030712i,-0.003411-0.0018636i,-0.0016382-0.001178i,-0.00039274-0.0010333i,0.00064168-0.0013798i,0.0022815-0.00092546i,0.0020681-0.00084619i,0.0010009-0.0014013i,0.00092874-0.0010435i,0.00065964-0.00052487i
0.0019407-0.0030131i,0.0019948-0.0025234i,0.0013572-0.0011405i,0.001132-0.00041497i,0.00063535-0.0014391i,0.00012475-0.0022844i,-0.00057711-0.001042i,-0.0017313-1.0956e-05i,-0.0026671+0.00027557i,-0.0022566-0.00057643i,-0.001255-0.0027148i,0.00024899-0.0043965i,0.001111-0.0051804i,0.00084732-0.0048896i,0.00054718-0.003453i,0.00052958-0.00219i,0.0013405-0.00099225i,0.0022584+0.0004418i,0.00295+0.0005994i,0.0030752-0.000147i,0.0015309-0.0003203i,0.00030075-0.00033315i,0.00057931-0.00047065i
-0.0018293+0.0044155i,-0.001714+0.0059305i,-0.0025796+0.0052398i,-0.0019758+0.004195i,0.0010396+0.0023354i,0.002505-0.00013651i,0.0010135-0.001251i,-6.7899e-05-0.0015745i,0.00050817-0.001058i,0.001474-0.00031629i,0.00292-0.00081734i,0.0044425-0.0018692i,0.005841-0.003167i,0.0056793-0.0032809i,0.0041131-0.0026439i,0.0022152-0.0022946i,0.0009708-0.00066091i,0.00086739+0.0010782i,0.0013563+0.0014428i,0.0012107+0.0010368i,0.001215+0.00090286i,0.00093316+0.00068397i,0.00056866+0.00070292i
-0.0051782+0.0017083i,-0.0032792+0.0019069i,-0.00053451+0.00092882i,0.0010146+0.00077353i,0.00045426+0.00067215i,-9.6999e-05-3.3724e-06i,-0.00045506-0.0012324i,-0.00041855-0.0015651i,0.0006743-0.0013077i,0.0022833-0.00072209i,0.0031899+0.0010551i,0.0041169+0.0019871i,0.004734+0.0020443i,0.0042224+0.0021158i,0.0030561+0.00078649i,0.0014647+0.00028228i,0.00017465+0.0012115i,-0.0010014+0.0023159i,-0.0019232+0.0026467i,-0.0021818+0.0023691i,-0.001241+0.0017446i,-0.00015672+0.0012717i,0.00017432+0.00066862i
-0.0050412-0.0038415i,-0.0052445-0.0011443i,-0.0041614+0.0032731i,-0.0015086+0.0032557i,-0.00013121+0.00057166i,-0.00010666-0.0022083i,-0.00064087-0.0027031i,-0.00012039-0.0015485i,0.00091713-0.0015439i,0.00082662-0.00069393i,0.00059674+0.0017296i,0.00097277+0.0040877i,0.0014897+0.0047483i,0.0011703+0.0035233i,0.00079359+0.0021531i,0.00047004+0.0016873i,-0.0006358+0.0019614i,-0.0022595+0.0021615i,-0.0025049+0.0016645i,-0.0014887+0.0011515i,-0.00082434+0.0015097i,0.00026733+0.0012257i,0.00077295+7.355e-05i
0.0048457+0.0010899i,0.0037571-1.2741e-05i,0.0030247-0.00082699i,0.0026286-0.0013018i,0.00087252-0.0019509i,-0.001907-0.0015632i,-0.0027074-0.00022141i,-0.0021716+1.4659e-05i,-0.0016253-0.00038156i,-0.0013435+0.00078341i,-0.0029994+0.002736i,-0.0046944+0.0037377i,-0.0047692+0.0051988i,-0.0039729+0.0045061i,-0.0026211+0.0019612i,-0.0020214+0.0012461i,-0.0021628+0.00073i,-0.0029323-0.00060563i,-0.0031607-0.0012364i,-0.0026114-0.001013i,-0.0013293-0.0010601i,0.00024314-0.001307i,0.00048319-0.0015716i
0.0029678+0.0014424i,0.0024044+0.0016509i,0.0015689+0.0027016i,0.0010052+0.0030834i,0.0014619+0.0022586i,0.0017359+0.0014927i,0.001286+0.0010645i,0.001158+0.0015607i,0.00028185+0.0018713i,-0.0012844+0.0011355i,-0.0028867+0.00065492i,-0.0049231+0.00019382i,-0.0066576+3.6608e-05i,-0.0057103+0.00042213i,-0.0030694+0.0005705i,-0.0013631+0.00051079i,-0.00079306-0.00070621i,-0.00091864-0.0027248i,-0.00061552-0.0036635i,0.00059549-0.0027634i,0.00099024-0.0019677i,0.00039184-0.0016961i,-0.00022644-0.00084181i
-0.0020207+0.0054627i,-0.0011284+0.0030356i,-0.001205+0.00079445i,-0.00087235+0.00029744i,0.00034+0.00041001i,0.00088015+0.00016295i,-9.6728e-05+0.00031938i,0.00028721+0.00089264i,0.00088989+0.0015036i,2.9099e-05+0.00097691i,-0.00099932-0.0011877i,-0.0013183-0.0043299i,-0.0023492-0.0055743i,-0.0037499-0.0043352i,-0.0031166-0.003383i,-0.0018611-0.0026967i,-0.0007132-0.0023158i,0.00075103-0.0024445i,0.0014606-0.0029123i,0.0014431-0.0021416i,0.00069001-0.0012018i,0.00035877-0.00094275i,0.00060073+0.00052319i
-0.0057894-0.00063641i,-0.0038789+0.00089757i,-0.0013915+0.0013428i,-0.00025278-0.00016824i,-0.00047362-0.0023983i,-0.0023825-0.0027986i,-0.003137-0.0021921i,-0.0019123-0.0018972i,-0.000611-0.0021079i,6.1016e-05-0.0030627i,0.00091329-0.0041365i,0.0014047-0.0052176i,0.0012058-0.0063069i,0.00046105-0.005311i,-0.00069799-0.0032342i,-0.00076894-0.0020095i,0.0012178-0.0013584i,0.003365-0.001068i,0.003995-0.0010425i,0.0029263-0.0010703i,0.0015345-0.00071216i,0.00086278-0.00016763i,0.00045577+0.00038989i
-0.00084681-0.0056723i,-0.00028994-0.0026592i,-0.0010257+0.00023209i,-0.00085641+0.0013536i,0.00026643+0.00082209i,0.00036756-0.0010068i,-0.00022655-0.0021297i,-0.0012512-0.002175i,-0.0018314-0.0020393i,-0.00040537-0.00099819i,0.0019179+8.2234e-05i,0.0044099-0.0011427i,0.0052927-0.002629i,0.0041787-0.0031474i,0.002942-0.003212i,0.0018763-0.0017415i,0.0013026+0.00030451i,0.0013615+0.0014524i,0.0012513+0.001368i,0.00037445+0.00077742i,-1.2541e-07+0.00061383i,7.7808e-05+0.00023634i,0.00026083-0.00041418i
0.0020662+0.002969i,0.00021735+0.003639i,-0.0013607+0.0031032i,-0.0012443+0.0017047i,-0.00079605+0.0013117i,-0.000975+0.00014782i,-0.0014745-0.0010883i,-0.0024201-0.0011145i,-0.0016756+3.8087e-05i,0.00010926+0.0014401i,0.0013432+0.0031031i,0.0022827+0.0044025i,0.0029734+0.003502i,0.0031758+0.001661i,0.0027887+0.00031532i,0.0029912+0.00057036i,0.002111+0.0016389i,0.0011189+0.002409i,0.001026+0.0025274i,0.00072767+0.0020112i,0.00056312+0.0012186i,0.00062179+0.00028327i,-0.00018432-0.00077492i
0.0020833-0.0035645i,-0.00059498-0.0039917i,-0.0041643-0.0029856i,-0.0041971+0.00047249i,-0.0012126+0.0025481i,0.0016814+0.0014785i,0.0030425-0.00065773i,0.0028798-0.0011296i,0.0013459+1.1218e-05i,0.0001403+0.0010571i,-0.00028521+0.0032096i,0.00045145+0.0057522i,0.0014624+0.0059413i,0.0012146+0.00433i,0.0016538+0.0030767i,0.0016526+0.0027105i,0.0001925+0.0017969i,-0.00067215+0.0011582i,-0.00079113+0.00088852i,-0.0006567+0.000466i,-0.00041033+0.00020137i,-0.00052095+0.00058924i,-6.5212e-05+0.0012408i
-0.0038925+0.0041675i,-0.00050905+0.0036977i,0.00097709+0.0018144i,0.0012886+0.00075086i,0.001173+0.0012104i,0.0020193+0.0020287i,0.0022741+0.0014848i,0.0014912-9.6611e-05i,0.00041118-0.00024212i,-0.0010564+0.00042139i,-0.0026547+0.00057976i,-0.0042739+0.0010848i,-0.0045924+0.0021043i,-0.0031679+0.0016875i,-0.0015714+0.0007919i,-0.0019434+0.0010594i,-0.0034921+0.001536i,-0.0043054+0.0011972i,-0.0042832+0.00014687i,-0.0025688+6.024e-05i,-0.00044061+0.00093447i,0.00014558+0.0013295i,0.00085718+0.0014869i
-0.0070524-0.0010248i,-0.0063944-0.0003224i,-0.0039222+0.0014395i,0.00027958+0.0021153i,0.0025405+0.00055414i,0.0014357-0.0020961i,-0.00025904-0.0022395i,-0.00033149-0.00027627i,-0.00044947+0.00062334i,-0.0013479-0.00019272i,-0.0019653-0.0020054i,-0.0040808-0.0036434i,-0.0059076-0.0038043i,-0.0041378-0.0027593i,-0.0018049-0.0018081i,-0.0014474-0.0014139i,-0.0018986-0.0016932i,-0.0024526-0.0024746i,-0.0023718-0.0025749i,-0.0012583-0.00088567i,-0.00075624+0.00024532i,-0.00056604-0.00017161i,-0.00033288-0.00040623i
0.0012036+1.4591e-05i,0.0019187+0.0015223i,0.0016989+0.0025479i,0.0019568+0.0023545i,0.0022286+0.00065538i,0.0017306-0.00064616i,0.00020772-0.00059823i,-0.00087347+0.00067824i,0.00023931+0.0016283i,0.0013056+0.00098478i,0.00038859-0.001006i,-0.0010439-0.0037498i,-0.0017535-0.0059228i,-0.0015395-0.0056652i,-0.0014219-0.0033147i,-0.00096521-0.0018816i,-5.3723e-05-0.0024403i,0.00011484-0.0034402i,-0.00046258-0.0034163i,-0.00052865-0.0020461i,-0.00088573-0.00032179i,-0.001297+4.152e-05i,-0.00067331-0.00022971i
-0.0038105+0.0021594i,-0.0027414+0.0042403i,-7.7405e-05+0.0043616i,0.0014927+0.0018364i,0.0010853+0.00021295i,-0.0015087+0.00051734i,-0.003042+0.00050648i,-0.0018788-3.7426e-05i,3.731e-05-0.00085855i,0.0014371-0.00078655i,0.0030826-0.0013741i,0.0042819-0.0034866i,0.0028699-0.005147i,0.00042914-0.0040652i,0.00021047-0.0020969i,0.0011553-0.0018685i,0.0014401-0.0022702i,0.002126-0.0023662i,0.0031975-0.0020296i,0.0025002-0.00090678i,0.0017906-0.00029059i,0.0013625+0.00011585i,-2.6753e-05+0.00056111i
0.0020628+4.8775e-05i,-0.00078773-0.0016305i,-0.0031741-0.0017386i,-0.0033633-0.00071619i,-0.0021857-0.00033505i,-0.0023121-0.0020652i,-0.0025464-0.0027083i,-0.0018029-0.0014763i,-0.00035788-0.0012674i,0.00077886-0.0012466i,0.0014742-0.0005673i,0.0033885-0.00018231i,0.0038645-0.00029073i,0.001579+0.0002255i,-0.00052968+0.00055394i,-0.00037177+0.00064698i,0.00094638+0.00088727i,0.0021256+0.00025898i,0.0027659-0.00031402i,0.0026151-0.00031876i,0.0024098-0.00056166i,0.0018879-0.0014366i,0.0014574-0.0015342i
0.00025182+0.0020244i,0.00039543+0.0014967i,-0.00099294+0.00045399i,-0.00077687-3.2532e-05i,-0.00020625-4.225e-05i,0.00049839-0.0013713i,0.00010608-0.0035056i,-0.0024612-0.0029322i,-0.0037604-0.00082971i,-0.0036845+0.00086954i,-0.0029891+0.0020368i,-0.00071931+0.0037039i,0.0019287+0.003819i,0.0016954+0.0018665i,9.8815e-05+0.00056414i,0.00067314+0.00032007i,0.0019029+0.0010156i,0.0024004+0.0018132i,0.0017131+0.0017031i,0.0010795+0.0011946i,0.0012694+0.00020534i,0.001331-0.00040392i,0.0014281-0.0011338i
0.00023845-0.00054562i,0.0012978-0.00098914i,0.0018207+0.00070876i,0.0024838+0.001912i,0.0024869+0.001735i,0.0033571+0.00045143i,0.00291-0.00062553i,0.0013052+6.1161e-05i,-0.0005916+0.00044756i,-0.0019956+0.00078508i,-0.0020888+0.0021569i,-0.002156+0.0033081i,-0.0016834+0.0038126i,-0.00070772+0.0023786i,-0.00045623-0.00013322i,-0.00015443+3.2243e-05i,0.00010156+0.0023837i,-0.00044553+0.0039287i,-0.00056342+0.0036259i,-0.00053039+0.0033293i,-0.00097299+0.0023023i,-0.00042225+0.00057114i,-0.00021506-0.00038903i
