-0.001129-0.0019973i,-0.00092222-0.0025241i,-0.0019129-0.00080697i,-0.0012617+0.00084765i,-0.00046699+0.0011457i,-0.00054566+0.0012139i,-0.0003692+0.0016278i,-0.00066511+0.0015649i,-0.00039109+0.00039851i,2.7073e-05-0.00070851i,7.0397e-05-0.0012083i,0.00050264-0.00061568i,0.00046521-0.00011493i,0.00071004-0.00015772i,0.0011603+0.00023668i,0.00026479+0.00089559i,-0.00016174+0.00094876i,-9.707e-06+0.00074615i,-2.5625e-05+0.00054313i,-0.00042909+0.00036912i,-0.00016123+0.00031823i,7.8428e-05+9.4863e-05i,-0.0010197-0.00038819i
0.00074561+0.0013964i,0.00085998+0.0012908i,0.0013915+0.00096045i,0.00076098-1.1076e-05i,-4.1402e-05-0.0015095i,1.8781e-05-0.0018828i,-0.00038435-0.001134i,-0.00054391-0.00092235i,-0.0006645-0.00078226i,-0.00096035-0.00025401i,-0.0008948-0.00060429i,-0.00038645-0.00070651i,0.00013556-0.00064026i,-0.00016899-0.00093833i,0.0001366-0.00071974i,0.00025745-0.00038421i,3.8756e-06-0.00029669i,0.00013545-8.5654e-05i,0.0002362-0.00023471i,0.00045693-0.00032249i,0.00020762+9.3992e-05i,0.00058588-4.8496e-05i,0.00079138-0.00045099i
0.0020385+0.0011672i,0.0002234+0.0011547i,-0.00025472+0.00068674i,0.00029419+9.1715e-06i,0.00083183-0.00076005i,9.2609e-05-0.00062386i,-0.00094308+0.00016914i,-0.0011069+0.00040241i,-0.00054003+0.0009172i,0.00040415+0.0008248i,0.00070427+0.00036277i,0.00066989+0.00020921i,0.00047572+0.0004845i,0.00019624+3.7059e-05i,0.00029686-0.00045154i,0.00012906-0.00011876i,0.00031712+0.00027636i,0.00053632+0.00027472i,-7.1595e-05-8.4684e-05i,-0.00084338-0.00046653i,-0.0005569-0.00038759i,6.6132e-05-0.00068017i,0.00044022-0.00094561i
0.0014913-0.00089959i,0.00079645-0.0017873i,0.0011515-0.0026637i,-2.9022e-05-0.0016207i,-0.0017681-0.00059809i,-0.0014775-0.0004878i,-0.00050218-0.0004493i,-3.5079e-05+7.3587e-05i,-0.00011603+0.00075322i,-0.00043919+0.0006975i,-0.0003695+0.00043738i,0.00069098+0.0006702i,0.0014796+0.0016059i,0.00069885+0.0018752i,0.00016632+0.001245i,0.00084614+0.00060285i,0.0013192+0.00031549i,0.00076866+0.00025587i,0.00049436+0.00024355i,0.00024361+4.5649e-05i,0.00012916-0.00026194i,-0.00061835-0.0003507i,-0.0018455+0.00051785i
0.0026648-0.00017183i,0.0025699-0.00027544i,0.0020829-6.9513e-05i,0.0011685-0.00024867i,0.00094733-0.001204i,0.00049222-0.0011458i,-0.00034868+4.436e-05i,-0.00040659+0.00056034i,8.2168e-05+0.00012823i,-0.00023881-0.00026469i,-0.00047719+3.5887e-05i,-0.00049831+0.00036003i,4.8313e-05+0.0010517i,8.7577e-05+0.0014385i,-0.00032071+0.0012959i,0.00019369+0.00037459i,0.0002733+0.00035095i,-0.00047846+0.00064135i,-0.00071729+0.00026747i,-0.00067047-9.7566e-05i,-0.00053173-0.00036427i,0.00017405+0.00026803i,0.00048984+0.00040887i
-0.0014551+0.0012925i,-0.0014339+0.0021109i,0.00017982+0.0026541i,0.00093043+0.0015832i,0.00073771-0.0004224i,0.00092713-0.0010674i,7.7208e-05-0.00052415i,-0.00086815-0.00018771i,-0.00075191-0.000556i,-0.00024814-0.00092065i,-0.00054108-0.0004823i,-0.00065552+0.00011301i,-0.00032192+7.5474e-05i,-0.00068266-8.5787e-05i,-0.00094054+0.0001352i,-0.00032211+0.00023997i,0.00016688-0.00027415i,0.00026835-0.00097645i,-0.00024423-0.00080261i,-0.00066175-0.00042962i,-0.00045367-0.00067456i,-0.00013679-0.00051058i,-0.00038794+8.2858e-05i
-0.0011075+0.00098751i,3.9051e-05+0.0003482i,0.0011107+0.00021165i,0.0012638+0.00038344i,0.00055755+0.00011418i,-6.6426e-05-0.00039i,-0.00064774-0.00039102i,-0.00075377-0.00020247i,-0.00058171+0.00039267i,0.00021027+0.00068144i,0.00066284-6.9366e-05i,3.3699e-05-0.00054711i,-0.00075187-0.00053862i,-0.0011335-0.00015973i,-0.0012092-0.00023554i,-0.00082203-0.0009194i,0.00020873-0.00025466i,0.00033858+0.0001263i,-0.00042449-0.0010834i,-0.00072289-0.0011383i,-0.00033241-0.00091896i,0.00059081-0.00077094i,0.00029828-0.00032673i
-0.0006718-0.00055317i,-0.00042437+0.00063678i,-3.8405e-05+0.00042979i,-0.00054994+1.1025e-05i,0.00016054-0.00015985i,0.00045761-0.00026333i,-3.9066e-05+0.00016604i,-0.00010318+0.0002978i,-0.00062575-0.00019871i,-0.00132+6.5815e-05i,-0.0017464+0.0006816i,-0.0017751+0.00033156i,-0.0020447-0.00044465i,-0.0023902-0.00030449i,-0.0020046+0.00049056i,-0.00049728+0.00059477i,0.00027048+0.00017818i,0.00016991+0.00011152i,1.0289e-05+0.00045523i,-9.875e-05+0.00010612i,-0.00033767+6.68e-05i,0.00020864+0.00097269i,0.00092417+0.00062187i
0.0011398+0.00053101i,-5.8425e-05+0.00039877i,0.00072093+0.0001982i,0.0012733+0.00037913i,0.00021542-0.00018793i,-4.984e-05-0.0012511i,-0.00038103-0.00050382i,-0.00022229+0.0006886i,0.00050227+0.00082031i,0.00013471+0.00028248i,-0.00069273+1.0933e-05i,-0.00063667+6.5364e-05i,-0.00022812-0.00033373i,-0.00042004-0.0013504i,-4.9956e-05-0.0016619i,-0.00015338-0.00069913i,-0.00073961+2.2574e-05i,-0.00025098+2.54e-05i,2.1907e-05-0.00049219i,0.00025771-0.00062553i,0.00066508-0.000384i,0.00042846+0.00038327i,0.00060879+0.00086752i
0.0015288+0.00030793i,0.0010834-0.00046392i,0.00088997-0.00014269i,0.00076428+5.6824e-05i,0.00012812+0.00054819i,-0.0011718+1.7254e-05i,-0.0018112-0.00097746i,-0.0012502-0.0014216i,7.0617e-05-0.0010316i,0.00081614+4.0922e-06i,0.00096555+0.0008105i,0.00070224+0.00050915i,0.00080029-0.00067495i,0.0012764-0.0018739i,0.00084482-0.0011374i,-3.6411e-05-8.9551e-05i,0.00031927+0.00045692i,0.0002728+0.00085128i,-0.00032013+0.00032027i,0.00031772+0.00016409i,0.00063432+0.00061623i,0.00014608+8.171e-06i,-3.838e-06-0.00084294i
-0.00041702+0.0018945i,0.00043285+0.0021093i,0.00012305+0.0016134i,0.00011675+0.0013561i,0.00017966+0.0013913i,-0.0001685+0.00092651i,-0.00060483+9.3024e-05i,-0.00067091-0.00018047i,-0.00017445-0.00055099i,1.9743e-05-8.4603e-05i,0.00013816+0.00095551i,0.0010919+0.0011249i,0.0019657+0.0010349i,0.0012373+0.00076553i,0.00041588+0.00035859i,0.000218+0.00036796i,7.0404e-05-9.61e-05i,7.6501e-05-0.00051058i,0.00030476-0.0002816i,0.00050031-2.5101e-05i,-0.0003476-0.00033375i,-0.0010595-0.00021716i,-0.001151+0.00024656i
0.00064236-0.00044656i,0.0010046-7.2552e-06i,3.0493e-05+0.00039752i,-0.00045502-0.00035164i,-0.00054707-0.00066199i,-0.00055314+0.0001098i,-0.00013188-0.00028038i,0.00058501+3.2054e-05i,0.00071022+0.00099802i,0.0002716+0.00046993i,0.00024935+0.00020882i,0.0004856+0.00067056i,0.00034614+0.00097308i,0.00056192+0.00052887i,0.0009607-0.00019052i,0.0013655+0.00027902i,0.0010739+0.00058157i,-9.4046e-05-0.00014574i,-0.00035846-0.0002282i,0.00010775-0.00018654i,9.4048e-05-0.00037069i,-9.827e-05-0.00017232i,-0.00044041-8.4628e-05i
0.0019187-0.0003388i,0.00012357+0.00020377i,0.00028103-0.00014008i,0.0014239-0.00031825i,0.00096228-0.00098923i,-0.00050495-0.0016336i,-0.00040511-0.00054874i,-8.3675e-05+0.000304i,3.2611e-05+0.00016456i,0.00015876+0.00059378i,-0.00062129+0.00067929i,-0.0011492+0.0010443i,-0.0012726+0.0015523i,-0.001124+0.0012504i,-0.00067391+0.00041169i,-0.00015438+6.0422e-05i,0.00028891-3.5117e-05i,0.00079737+6.7301e-05i,0.00066706+0.0004209i,0.00062522+0.00021545i,0.00012901-1.893e-05i,-0.0001384+2.564e-05i,0.00011481-0.00066593i
-0.00031514-0.0022153i,-0.001359-0.0017452i,-0.0014273+0.0011664i,-0.001108+0.0018859i,-0.00086356+0.00054529i,-0.00034802-0.0001519i,-0.0004658-8.2588e-05i,-0.00044222+0.00055331i,-0.00017095+0.00037254i,-0.00038414-0.00028802i,-0.00060961-0.00027957i,-0.00049724-8.1845e-05i,-0.0011098-0.00041687i,-0.0017586-0.00014368i,-0.0011138+0.0001209i,-0.00039912-0.00023758i,-0.00011365-0.00063991i,-8.9226e-05-0.00047267i,0.00018349-0.00044827i,-0.00017579-0.00018337i,-0.00033354-0.00073218i,0.00033697-0.0016946i,2.3629e-05-0.0011277i
0.00042726+0.0013828i,0.00069688+0.00058509i,0.00031175+0.00091227i,0.0003545+0.0012418i,-9.5213e-06+0.00099979i,-0.00024077-0.00028559i,5.9749e-05-0.00094619i,-7.3005e-07-0.00071465i,0.00025396-0.001247i,0.00014767-0.00047986i,-0.00019094+0.00025478i,-0.00020623-0.00035323i,-0.00084105-0.00014594i,-0.001471-3.3799e-06i,-0.00059623-0.00029945i,0.00040707+8.6467e-05i,0.00074521+0.00079446i,0.00045306+0.0011173i,0.00046799+0.0007792i,0.00082844+0.00059012i,0.00098922+0.00050206i,0.00064717+1.0872e-05i,0.00059675-0.00022539i
-0.0028291+0.0013444i,-0.0026347+0.0026952i,-0.0028182+0.0029962i,-0.0013099+0.0023918i,-0.00029724+0.0013244i,0.00060555-0.00026245i,0.00049012-0.0016411i,-0.0002625-0.001843i,-0.00031591-0.00090244i,-0.00038315-0.00062675i,-0.00016167-0.00049651i,0.00026517-0.00079355i,0.00085385-0.001535i,0.0006221-0.0014632i,0.00027533-0.00046119i,0.00037567-0.00010344i,0.00031171-0.00023771i,0.00021459+0.00018366i,0.00063179-0.00061403i,0.0011139-0.0012804i,0.00024959-0.00063518i,-0.00038479+0.00062274i,5.7734e-05+0.00046664i
-0.0022084-0.0024788i,-0.0026251-0.0026407i,-0.0023669-0.0015053i,-0.0012799-5.142e-05i,-0.00014298+3.0301e-05i,0.00057009-0.00063881i,0.00040461-0.0004778i,0.0001687+0.0001571i,0.00086679+4.6076e-05i,0.0012905+0.00024053i,0.0012931+0.00027547i,0.0015923-0.00018861i,0.0022034-0.00023434i,0.0016267+0.00022963i,0.00039036+0.00048137i,-7.8501e-05+0.00025597i,-0.00051716-2.5435e-05i,-0.00047462-0.00061663i,0.00062025+3.8124e-05i,0.00099319+0.00069239i,0.00046279-0.00033234i,2.4641e-05-0.0012934i,8.9499e-05-0.00070647i
-0.00010301-0.0019791i,0.00067528-0.0011845i,0.0004104-0.0005094i,0.00078568-0.00010667i,0.00089757+0.0002114i,-9.39e-05+0.00029086i,-0.00056677-0.00032117i,-0.00039085-0.001105i,-0.00056273-0.00028i,-0.00053509+0.00055939i,-0.00014943+0.00015025i,0.00015012+9.1132e-05i,0.00089172+0.00041246i,0.00060388+0.00063111i,0.00060049+0.0004191i,0.00030668+0.00014711i,-0.00069706-8.2897e-05i,-0.00095795-0.00016778i,-0.00084663+3.3903e-05i,-0.0006084+0.00048569i,-0.00048916+0.00067263i,-0.0005645+0.00018596i,-0.00038202-6.8871e-05i
0.0015769-0.00098997i,0.00054999-0.00024093i,-0.00073599+0.0011988i,-9.7355e-05+0.0011993i,0.00061279+6.4867e-05i,7.5492e-05-0.00045627i,0.00023158-0.00018803i,0.00057865+0.00041949i,0.00032801+0.00053427i,0.00042826+0.00056593i,-4.273e-05+0.00053369i,-5.284e-05+0.00028894i,0.00083141+0.00031722i,0.00093962+0.00089819i,0.00045095+0.00088089i,-5.2912e-05-0.00015096i,7.4202e-05-0.00023873i,-0.00016002-4.9128e-05i,-0.001296+4.0621e-05i,-0.00162-0.00022666i,-0.0004977-0.00036767i,3.8535e-05-9.7953e-05i,0.00011039-0.00042338i
-0.001012+0.002152i,-0.00037898+0.0018542i,-0.00027535+0.0011145i,-0.00026299-0.0002568i,-0.00035799-0.00097575i,-0.00038911-0.0011278i,-5.0683e-05-0.00065104i,0.00051773+0.00044963i,0.0001834+0.00095182i,-0.00047083+0.0013055i,-0.0012394+0.0017964i,-0.0024948+0.0016418i,-0.0022362+0.00071586i,-0.0013126+0.00053567i,-0.00055077+1.7939e-05i,-0.00022243+2.8519e-05i,-0.0004359+5.4587e-05i,-0.00070235-0.00084072i,-0.00070521-0.00033386i,-0.00025246+0.0010026i,0.00039604+0.0011177i,0.0014497+0.00086575i,0.0013823+0.00052125i
0.00026799+0.0012276i,0.001764+0.00062747i,0.0026582+0.00049775i,0.0015791-8.7645e-05i,0.00011642-0.0013459i,-0.0011188-0.001816i,-0.0014739-0.001005i,-0.0004639-9.4999e-05i,-8.6089e-05-0.00010063i,-0.0011691-0.00057699i,-0.0016766-0.00063451i,-0.0017005-0.0011847i,-0.0019969-0.0021569i,-0.002258-0.0015342i,-0.0017221-9.6169e-05i,-0.00071842+0.00059368i,-0.0004744-7.8439e-05i,-0.00025156-0.00066269i,-0.00016553-0.0004461i,4.8363e-05-0.0004481i,0.0006679+2.8347e-05i,0.00063249+0.00013203i,0.00041934-8.2351e-05i
-0.00045926+0.0010224i,-0.00017711+0.0020608i,-3.3253e-05+0.0023773i,0.00085393+0.0018347i,0.001618+0.00034914i,-5.3468e-05-0.0010765i,-0.0013183-0.00047424i,-0.00090373+0.00070626i,-0.00020227+0.000801i,0.00021604+0.00073205i,0.00029227+0.00038776i,0.00026288-0.00074043i,0.00065696-0.0015143i,0.00075447-0.0016316i,6.9193e-07-0.0013474i,-0.00051536-0.00097199i,-0.0002193-0.00072272i,0.00044526-0.00065382i,0.00093734-0.00011528i,-0.00016538-9.371e-05i,-0.0013447-0.00061131i,-0.00054184-0.00040545i,-0.00030229+0.0006026i
0.00037655-0.0014047i,-0.00094856-0.00069553i,-0.001842-0.00073174i,-0.0014312-0.00052971i,-0.00063934-0.0004708i,-0.00018871-0.00028259i,7.6246e-05+0.00020008i,0.00060067+0.00031636i,0.00062076-3.9801e-05i,1.7829e-06-0.00045507i,-0.00020881-0.00058058i,0.00085804-0.00076777i,0.0019015-0.001356i,0.0010791-0.0012297i,-5.1081e-05-0.0007287i,0.00010966-0.00084484i,0.00077769+0.00023262i,0.00085134+0.0012478i,0.00093171+0.00094389i,5.454e-05+0.00071537i,-0.00064453+0.00020181i,-0.00046464-0.00066995i,1.7416e-05-0.00019166i
0.00064838+0.0002537i,5.1959e-05+0.00050865i,0.00032619+0.0007078i,0.00049455+0.00080491i,-0.00023915+0.0012038i,-0.00092991+0.0017853i,-0.0011346+0.001229i,-0.00046173+0.00030645i,-7.1179e-05+0.00024248i,-0.00017528+0.00012801i,3.8349e-05+0.00031864i,0.00060624+0.00067129i,0.00053735+0.0002913i,0.00099232-0.00046962i,0.00094261-0.00029589i,0.00020187+8.4834e-05i,0.00044981+0.00065595i,0.001059+0.00083804i,0.0010771+0.00020288i,0.00082868-0.0002775i,0.00052534-0.00037701i,-0.00030043-5.6354e-05i,-0.00079977-0.00012815i
-0.00053857-0.0025171i,-0.0012704-0.00088296i,-0.0018626+0.00072417i,-0.00088793+0.0012159i,8.6915e-05+0.00090341i,0.0010508-0.00032624i,0.0012373-0.0010239i,0.00075788-0.00096092i,0.00034865-0.00043173i,0.00013234+9.8068e-05i,0.00056416+1.6372e-05i,0.0010258+7.0575e-05i,0.00084829+0.0004568i,0.00065308+0.00044401i,0.00065964+0.00010118i,0.00035163+1.9018e-05i,0.00018597+0.00022839i,1.0834e-05+0.00052375i,-0.0002095+0.00059442i,-0.00062005+0.00048227i,-0.00058955+0.00063095i,7.1396e-05+0.00067259i,0.00047608+0.00041597i
-0.00051158+0.0022695i,-0.0013219+0.0024585i,-0.0010537+0.0010109i,0.0002274-0.00098204i,0.00093616-0.0013773i,-5.7853e-05-0.00088718i,-0.0010239-0.0011153i,-0.00093341-0.00072284i,0.00012321+0.00038575i,0.00088323+0.00095395i,0.00016635+0.00079202i,-0.0011002+0.001275i,-0.0017236+0.0017158i,-0.00074357+0.00018155i,0.00014876-0.001531i,6.2884e-05-0.0012222i,0.00013286+0.00015384i,-0.00043476+0.00023231i,-0.00078004-5.2821e-05i,-0.00050409+0.00054191i,-0.0010128-1.3228e-05i,-0.0010336-0.00086348i,-0.0004104-0.00095593i
0.00061435+0.00072437i,0.0014271+0.00042755i,0.0020964+0.00019034i,0.0022017-9.0002e-05i,0.0015402+6.0287e-06i,0.0006294-1.5955e-05i,-0.00057656+7.7414e-06i,-0.00099755+0.00035163i,-0.00083881+0.00071206i,-0.0004609+0.00060962i,-0.00063808+0.00083336i,-0.0013738+0.0018228i,-0.0016785+0.0019048i,-0.0011879+0.0013412i,-0.00025871+0.000458i,0.00021635-0.00062675i,0.00056738-0.00074133i,0.00088223-0.00037813i,0.0007612-9.263e-05i,0.00016172+0.00025883i,0.00045632+0.00011039i,0.00096367-0.00027854i,0.00043706-0.00022398i
-0.0007638-0.00071294i,-0.00077703+0.0003211i,-0.0015013+0.00019875i,-0.00094653+0.0012453i,-0.00029823+0.0022076i,-0.00021006+0.0017426i,-0.00029281+0.0010739i,-0.00058676+0.00070628i,-0.00041541+0.00050126i,-0.00051935+0.00016977i,-0.00096094-0.00082264i,-0.0013028-0.00056885i,-0.001295+0.00041933i,-0.00022061+0.0003105i,0.00071388+7.2037e-05i,0.00087159+0.0007416i,0.00076873+0.00063042i,0.0012449-0.00049212i,0.00066401-0.00080109i,-0.00015268-0.00070206i,6.329e-05-0.00083437i,0.00047759-0.00075866i,0.0004224-0.00013373i
-0.00072576-0.00018963i,-0.0012676+0.00037175i,-0.0017692+0.00054602i,-0.0020389+0.00097756i,-0.0016902+0.00072061i,-0.00102-7.6721e-05i,-0.00096129-0.00042405i,-0.0014833-0.00016372i,-0.001306+0.00018521i,-0.0010736+6.6924e-05i,-0.00024756-0.0007177i,1.4703e-05-0.0015674i,-0.00034196-0.002026i,0.00039949-0.0012472i,0.00015552-0.00017744i,-0.00071433+0.00011391i,-0.00015786+0.00067923i,0.00037925+0.00089929i,0.00045482+0.00023268i,0.00038887+0.0003729i,-6.6039e-05+0.001276i,-0.00017618+0.0012361i,-0.00037654+0.00030117i
0.00095479+0.0024568i,0.00012296+0.0021807i,-0.00019134+0.0013427i,-0.00014034+0.001015i,-0.00050042+0.00047345i,-0.00013275-0.00062194i,0.00031072-0.00063568i,-3.9317e-06+4.6354e-05i,0.00014741+0.00041302i,0.00027429-0.00019064i,0.00056179-0.00088271i,0.001036-0.0014953i,0.0010853-0.0021474i,0.00062194-0.0024021i,0.00015473-0.001145i,-0.00018231-0.00026571i,-0.00044926-0.00017273i,-8.4957e-05+0.00017267i,0.00085401+0.0003243i,0.00075407+6.0968e-05i,0.00042092+0.00058303i,0.00048848+0.00098539i,0.00024293+0.00076737i
-0.0020158+0.00017795i,-0.0026656-0.00042519i,-0.0024725-0.00013778i,-0.0011697-0.00014696i,-0.00028109-0.00024873i,-0.00017538-0.00024408i,-0.00015711-0.00035076i,0.00047545-0.0006621i,0.00045914-0.00020401i,0.00035655+0.00014589i,0.00059848+0.00036054i,0.00049502+0.00057542i,0.0010812-0.0001692i,0.0017985-0.00017063i,0.00085614+0.00018364i,5.6976e-05+0.00061214i,-0.00012774+0.0010188i,-0.00031242+0.00096327i,0.00010227+0.0007103i,0.00021637+0.00074383i,0.00047409+0.00096643i,-9.0261e-05+0.0010794i,-0.000608+0.00067888i
0.00028683-0.00085818i,-0.00015455-0.0011226i,-0.00029526-0.0021272i,-1.5051e-05-0.001338i,0.00032118-0.0012947i,0.00011652-0.0019266i,-0.00089414-0.0013489i,-0.0010034-0.00060629i,-0.00070575-0.00046419i,-0.00095561+0.00023676i,-0.0013126+0.0016883i,-0.00092341+0.0019323i,-0.00030907+0.00098028i,-4.3274e-05+0.0006745i,0.00010179+0.00036903i,0.00010246+0.00085758i,-0.00080405+0.0011199i,-0.0011521+0.00051603i,-0.00040716+0.0004259i,0.00019748+0.00026918i,0.00057536+1.4156e-05i,0.00092187+0.00084444i,0.00082194+0.00085225i
0.00093766-0.0019349i,-0.00086346-0.0031054i,-0.00086648-0.0024096i,-0.000368+0.00049514i,0.00013284+0.0019611i,0.00022264+0.00073631i,7.2961e-06+0.0004032i,-0.00069617+0.00065149i,-0.00084305+0.00010942i,-0.00026251+0.00043104i,-0.00024823+0.0018909i,4.0945e-05+0.0026513i,0.0010485+0.002503i,0.001259+0.0019743i,0.0012735+0.0011089i,0.0014208+0.00108i,0.00048689+0.00056354i,-0.00057985-4.4701e-07i,-0.00069392+8.9324e-05i,-0.00036515-0.00035238i,-0.00034617-0.00082993i,-0.00064424-0.00028456i,-0.00043149-0.00013637i
-0.00010935+0.00061716i,0.00091856+0.00066931i,0.00030027+0.001739i,0.00062428+0.0017718i,0.0012449+0.00069697i,0.001104-5.508e-05i,-0.00056268-0.000137i,-0.0013564-0.00022181i,-0.00054745+1.3041e-05i,-0.00054217-0.0001726i,-0.00035739-0.00022109i,-4.6734e-06-7.1277e-05i,9.755e-05-0.00019954i,0.00085939-1.4783e-06i,0.0013625+8.0011e-05i,0.0010827+0.00091477i,2.7873e-05+0.0013485i,-0.00085097+0.0001358i,-0.00071312-0.00051113i,-0.00013953+0.00056257i,0.00063385+0.0015708i,0.00082289+0.0013726i,0.00067021+0.0013635i
-0.0020759+0.0013724i,-0.00045452+0.0020803i,0.00018247+0.0034145i,-0.00028313+0.002334i,-0.00053224-0.00015239i,-0.00066094-0.0013051i,-0.00053742-0.00061094i,-0.00050348-0.00019073i,-0.00050506-0.00036078i,0.00022716-0.00052086i,0.00028448-0.00062039i,-0.00063953-0.0012035i,-0.00060702-0.0015944i,-0.00052753-0.0010748i,-1.6085e-05-0.00022543i,0.0010107+0.00044017i,0.0010798+0.00011673i,0.00029564-0.00092353i,-0.0005557-0.0014511i,-0.00053207-0.0008154i,-0.00033017+0.00016063i,6.6663e-05+4.3337e-05i,0.00064752-0.00084727i
-0.0015316+0.0032101i,-2.2571e-05+0.0035172i,0.0017776+0.0030389i,0.0025214+0.0014009i,0.0020441-0.00065411i,0.00098755-0.00082672i,0.00030693-0.00076304i,0.0001034-0.00068881i,0.00021885+0.00018961i,0.00027741+0.00018581i,-0.00056903-0.00076002i,-0.0013209-0.0016987i,-0.00067895-0.0023151i,-0.00043503-0.0024616i,-0.00057332-0.0017663i,-0.00011335-0.0012978i,0.00074616-0.0010634i,0.00081719-0.00021868i,0.0001375-0.00023638i,-0.00046297-0.00059753i,-0.00035872-0.00045108i,0.00030107-0.0010832i,0.00013228-0.00073942i
-0.0023803+0.0025996i,-0.0026235+0.0027616i,-0.00011033+0.0029751i,0.0021632+0.0011471i,0.0020509-0.00085864i,0.0003385-0.0016949i,-0.0018909-0.001949i,-0.0026761-0.00044972i,-0.0013081+0.00090779i,0.00033719+0.0007713i,0.00096352+0.00064664i,0.00070735+0.00058287i,0.00011237-0.00086174i,-0.0012406-0.0022927i,-0.0014582-0.0021456i,-0.00085653-0.0015269i,-0.00026358-0.00074163i,0.00022768-0.00033164i,0.0001576-0.0008971i,-0.00054746-0.0013932i,-0.0013068-0.0012797i,-0.0008911-0.0012444i,0.00037686-0.00092181i
0.0011978-0.00020711i,0.0014708+0.0002144i,0.0016523+0.00035701i,0.0010981+8.6344e-05i,0.00055548-0.0002296i,4.0123e-05-0.0007744i,-0.00018331-0.00062431i,0.00020136+0.00072221i,0.00072439+0.00099153i,0.00098264+0.00017912i,0.0011257+0.00019191i,0.001304+0.0012373i,0.00061472+0.001452i,-5.702e-05+0.00087804i,-0.00027609+0.0003056i,-0.00062773+2.7453e-05i,-0.00042889+0.00018322i,0.00018976+0.00033022i,0.00065546-9.9089e-05i,0.00046145-0.00059525i,0.0005244-0.00056i,0.0014867-0.00080603i,0.0012141-0.00079221i
-0.00064707-0.00014842i,0.00056782-0.0011584i,0.00053444-0.00071018i,0.00044544+0.0010737i,0.0012182+0.0014454i,0.0012336+0.00060549i,3.575e-05+0.00032845i,-0.0010282+0.00056745i,-0.0014157+0.00015136i,-0.00091163+0.00050054i,7.8672e-06+0.00096932i,0.00036181+0.0011161i,0.00090927+0.0014302i,0.0010525+0.00099185i,0.00053728+0.00055413i,0.0008307+0.00010028i,0.0014872+0.00024984i,0.00089827+0.00022526i,-0.00027269-0.00037784i,-0.00049899-0.00060733i,0.00013327-0.00047373i,-0.00028615-0.00048498i,-0.00081698-0.0011194i
-0.002718+0.0012109i,-0.0027317+0.0010827i,-0.0022456+0.0015148i,-0.00063175+0.0013367i,0.00094851+0.0004448i,0.00073501-0.00044017i,0.00051015-0.00045044i,0.00054987+0.0001993i,3.5217e-05-0.00034378i,-0.00046808-0.0005739i,-0.0010695+0.00020756i,-0.0011816+0.00046415i,-0.00093162+0.0003779i,-9.7439e-05-0.00015959i,0.00067658-0.00098915i,0.00042998-0.0007994i,3.3935e-06+7.5801e-05i,0.00017773+0.00049845i,0.00037386+0.00036458i,0.00029863+0.00028684i,-7.762e-05+0.00037262i,0.00054113-0.0002182i,0.00061928-0.00031143i
-0.00098142-0.0030478i,-0.0018407-0.0016367i,-0.0027435-0.0004123i,-0.0020348-9.7837e-06i,-0.0010063-0.0002836i,-0.00053369-0.00045243i,-0.00031606-2.5163e-06i,0.00041825+0.00047612i,0.00063481+0.00047118i,-0.00063744+0.00038223i,-0.0013708-0.00026834i,-0.0022112-0.0011624i,-0.0015846-0.0012686i,9.6796e-05-0.00036919i,0.0011451+0.00030803i,0.00059126+0.00063949i,-0.00043782+0.0012488i,-0.00016606+0.001321i,0.00010175+0.00062456i,-0.00041063+0.00051982i,-6.8294e-05+0.0008566i,0.0001114+0.00042821i,0.00023402-0.00016183i
-0.00032033+0.0018034i,0.00020738+0.0016193i,0.00069683+0.0022966i,0.0017598+0.0020492i,0.0020855-6.8656e-05i,0.0011433-0.0012764i,-0.00034257-0.0012049i,-0.00058482-0.0010823i,0.00050551-0.00012179i,0.00069705+0.00097983i,-0.00011489+0.00027954i,-0.00085163-0.0011152i,-0.00074402-0.0019829i,3.2135e-05-0.0015378i,0.00072597-0.0010668i,0.00066242-0.00070584i,-0.00038396+0.00016702i,-0.0011555-0.00016092i,-0.0010257-0.0012503i,-0.00094158-0.00087476i,-0.00056101+0.00028055i,-0.00040634+0.0002523i,-0.00018016-0.00053509i
-0.0015704+0.00050616i,-0.0012572+0.00068145i,-0.002264+0.0012201i,-0.0012224+0.001061i,0.00055506+0.00038312i,0.00097866-0.00063704i,0.00040853-0.00092074i,-0.00050279-0.00041318i,-0.00049927-2.8662e-05i,-0.00020467-0.00016126i,0.00022447-0.00088317i,0.00097331-0.001669i,0.0016045-0.0017374i,0.0017459-0.00061106i,0.00073272+0.00088239i,0.00013605+0.0014583i,-0.00020059+0.00098292i,-0.00046889+0.00078022i,-0.00031863+4.7607e-05i,-0.00037604-0.0010047i,0.00014453-0.00057722i,0.00091312+4.3125e-05i,0.0012763-0.00018937i
-0.0039118-0.0018109i,-0.0038589-0.00050878i,-0.0032844+0.0010465i,-0.0019081+0.0011205i,-0.00039955+0.0010225i,0.00052463+1.4626e-05i,0.00063566-0.0012462i,-0.0003387-0.0015876i,-0.00059131-0.00089833i,0.00033833+0.00011916i,0.0011548+0.00057069i,0.0010796-8.3707e-05i,0.00096018-0.00061628i,0.0015132-0.00089518i,0.001126-0.00096716i,-0.00025042-0.00026931i,-0.00073915-0.00010766i,-0.00095593-0.00086819i,-0.00077382-0.0018405i,-0.00017407-0.0020243i,0.00015617-0.00097786i,-0.0001595-4.7958e-06i,2.1099e-05+0.00021979i
