0.00079249+0.00026907i,0.00038675+0.00029463i,-1.298e-05-0.0014243i,-0.00075632-0.0015521i,-0.0021783-0.00025592i,-0.0023021+0.00066768i,-0.00042181+0.00044226i,0.00099603+0.00036652i,0.00077757+0.00068653i,0.00049397-1.3218e-05i,0.00035318-0.00041132i,-0.00035504-8.5542e-05i,-0.00023578+2.7259e-05i,-0.00014739+0.00018946i,-0.00043679+0.00031857i,-0.0005374-0.00017844i,-0.00064016-0.00049997i,-0.00051103-5.9918e-05i,6.0596e-05+0.00027462i,-0.000159+0.0002955i,-5.1714e-05+0.00076653i,-0.00031038+0.00097058i,-0.00032491+0.00061084i
-0.0012467-0.0012958i,-0.0021481-0.00033854i,-0.0022174-8.3468e-05i,-0.0015536-0.00014649i,-0.00044743+3.5148e-06i,0.0015843+0.00015584i,0.0024463-0.00077123i,0.0011687-0.0016673i,-0.00018925-0.00090644i,-0.00068843-0.00021062i,-0.00071463-0.00039972i,-0.00074621-0.00021929i,-0.00097775-0.00028925i,2.9365e-05-0.0011514i,0.0011075-0.00076709i,0.00051166+0.00056779i,0.00010473+0.00056995i,-0.00026544-0.00012079i,-0.00074593-0.00043016i,-6.728e-05-0.0010455i,0.0003861-0.00097458i,-0.00056905+0.00027386i,-0.00064565+0.00013051i
0.00014006+0.00066068i,-0.00069255+0.00075239i,-0.00063956+0.0009469i,0.00050744-3.0173e-05i,0.00099407-0.0013989i,0.0012104-0.0010236i,0.0009999+0.00010128i,8.5406e-06-0.00018087i,-0.00084782-0.00101i,-0.001376-0.00069254i,-0.001533-0.00074479i,-0.0018334-0.00031043i,-0.0015591+0.00036067i,-0.0005057-0.00049698i,-0.00037096-0.0010892i,-0.00069479-0.00070444i,-0.00056282-0.00042457i,-0.00057862-0.00071361i,7.9628e-05-4.9615e-06i,0.00031581+0.0011291i,3.2042e-05+0.0012751i,7.6473e-06+0.0007252i,-2.3123e-05-9.1315e-05i
-0.0010449+0.00065492i,-0.00052671+0.00038659i,-0.00060693+0.001258i,0.00025621+0.0018171i,0.0013959+0.0017105i,0.0013614+0.0010516i,0.00097036+0.00019879i,0.00062032-0.0004551i,0.00049885-0.00089104i,-8.7375e-06-0.00093438i,-0.00058583-0.00015961i,-0.00049789+0.00032265i,-0.00026064+8.3469e-06i,-0.00020632-0.00060058i,0.00021771-0.00086331i,0.00066913-0.00013877i,0.0002582+0.00049021i,-0.00040882+9.1201e-05i,-0.00077836+0.00035155i,-0.00061587+0.00068164i,-0.00036386+0.00073812i,-6.192e-05-6.3989e-05i,0.00029468-0.00057715i
-0.0013869+0.0010112i,-0.00037779+0.0014079i,0.0005288+0.0012505i,0.00053498-0.0005154i,0.00067241-0.0011935i,0.0017276-0.00065136i,0.0022786-0.00032565i,0.0016712+6.93e-05i,0.0013976+3.4008e-05i,0.00079949-0.00023788i,-0.00065264-0.00063612i,-0.0014683-0.0019015i,-0.00095323-0.0013502i,-0.00061025-0.00047891i,-0.0011755-0.0011915i,-0.00082909-0.0013913i,-9.4907e-05-0.0012333i,9.2586e-06-0.0015367i,-0.00027003-0.0011716i,-0.0001289+0.00020635i,-0.00016052+0.00086502i,-0.00049155+0.00066827i,0.00045446+0.00039862i
-0.0012579-0.0005825i,-0.001133+0.001165i,-0.00072702+0.0014236i,-0.0010075+0.0011597i,-0.00046215+0.0011097i,0.0011836+0.00068642i,0.0021521-0.00056951i,0.0017288-0.0010704i,3.188e-05-0.00052853i,-0.00078684-0.00044396i,-0.0010455-0.00053457i,-0.0014839-0.00045474i,-0.001265-0.00030011i,-0.00055866+0.00016591i,-0.00035314-0.00013612i,-0.00040893-0.00022357i,6.9426e-05-0.00062616i,0.00056403-0.00018737i,9.6171e-06+0.00016982i,-0.00045509-0.00034048i,0.00053222+3.1082e-05i,0.00075817+0.00052269i,0.0003364+0.00044387i
0.00033872-0.00054227i,-4.8304e-05-0.00096847i,0.00017337-0.0017889i,0.00014684-0.0017576i,0.00037126-0.00090746i,0.001903-0.00084619i,0.0030133-0.0013611i,0.0016553-0.0010871i,-0.00012764+2.525e-05i,-0.00090702+0.0006179i,-0.00088212+0.00019048i,-5.2385e-05-0.00040133i,0.00025461-0.0003555i,0.00038022+3.6887e-05i,0.00084514+0.00049417i,0.00048443+0.00059126i,0.00064347+0.00054957i,0.00063818+0.00065826i,-0.00014117+0.00022832i,-0.00036037+0.00040463i,-0.00074062-0.00017072i,-0.00051855-0.00063611i,0.00032637+0.00057699i
-0.0012435-0.0020493i,-0.0024018-0.0020347i,-0.0028438-0.00084934i,-0.0019374+8.3868e-05i,-0.00057059+6.458e-05i,0.0005779+0.00058889i,0.00070438+0.00022749i,0.00041085-0.00080672i,0.0002473-0.00095387i,-0.00065822-0.00057596i,-0.00076962+8.7406e-05i,-0.00013732+0.00043825i,0.00057924+0.00055943i,0.00068973+0.00073681i,0.00050989+0.00090451i,0.00053669+0.00015179i,0.00064376+0.00021429i,0.00028909+0.0004289i,0.00024244+0.00028874i,9.6164e-05+0.00063321i,-0.0013554+0.00018465i,-0.0017069-0.00065666i,-0.00016262+7.2178e-05i
-0.0023464+0.00059839i,-0.0030409+0.0011256i,-0.0022338+0.0018643i,-0.00069807+0.0014552i,0.00055665+0.0010424i,0.0023695+0.00047905i,0.0024303-0.00044752i,0.00095739-0.0010922i,-0.00030291-0.00087207i,-0.0012539-0.00013792i,-0.001037-0.0005366i,-0.00051219-0.00013118i,-0.00069368+0.00064097i,-0.00055308+0.0002511i,-2.3045e-05-0.00029119i,0.00016218+0.00026886i,0.00014321+0.00082703i,0.00015667+0.00022527i,0.00052534-8.6513e-05i,0.00068143+0.00021856i,0.00014866+0.0005816i,7.662e-05+0.0006981i,-0.000202-9.598e-05i
-0.0004539+0.00020546i,-0.0003074-0.00041521i,0.0001703-0.00063397i,0.00028093-0.00062881i,0.0003514-0.00095158i,0.00092575-0.00041522i,0.0013376+0.00045399i,0.0010137+0.00087263i,0.00034774+0.0011795i,0.00019101+0.00047501i,-0.00054363-0.00021999i,-0.0010896+0.00043292i,-0.00063168+0.00052032i,-6.8781e-05+0.00026348i,-0.00027344+5.1726e-06i,-0.00084952-8.9873e-06i,-0.00094804+0.00015421i,-0.00091138+0.00025431i,-0.0008391+0.00060584i,-0.00043338+1.4349e-05i,0.00032553-0.00076255i,0.00023348-0.00038896i,-0.00056841+0.00025818i
0.00084078-0.00056374i,-0.00073811-0.00092935i,-0.0012687-0.00033904i,-0.0008307+0.00030153i,-2.8744e-05+0.00013277i,0.0019983+0.00055258i,0.0030793+0.00029545i,0.0024615-0.00036293i,0.0006352-0.00044003i,-0.00051012-0.00015833i,-0.0010956+0.00014107i,-0.0019519+9.2235e-05i,-0.0013874-0.0010172i,-0.00016891-0.001259i,-8.3536e-06+3.917e-05i,0.00012615-5.4418e-05i,0.00025668-0.0010462i,0.00013639-0.001265i,0.00094675-0.00072083i,0.0010101-0.00023241i,-0.00027075+0.00015883i,-0.00050053+0.00054052i,-2.1581e-06+0.00078962i
-0.0013243+0.0026533i,-0.0018666+0.0031518i,-0.0011286+0.0023537i,0.00043172+0.00097569i,0.0019348+6.3827e-05i,0.0024507-6.372e-05i,0.001664-0.00035321i,0.00063952-0.00071105i,-0.00035503-0.0002158i,-0.00060951+0.00035686i,-0.00011384+9.6358e-05i,-0.00043367-0.00027046i,-0.00035733-0.00087667i,8.3655e-05-0.0013968i,-0.00040196-0.0017007i,-0.00011174-0.00088825i,0.00055423+0.00069502i,0.00042063+0.00084954i,-3.262e-05+0.0008709i,-0.0013192+0.0009768i,-0.0010126+0.00044589i,0.00026858+0.00023249i,-4.6233e-05+0.00061716i
-0.00010833+0.00048012i,9.5165e-05-0.00041675i,-0.0002409+4.7446e-05i,-0.00035485+0.0006718i,-0.0005756+0.00072644i,9.3072e-05-5.9441e-05i,0.0011288-0.00090197i,0.0011826-0.00089581i,-0.00029944-0.00063709i,-0.00085696-0.00050405i,0.00013682-0.00025564i,0.0006028-0.00032761i,0.00043703-0.00068268i,0.00020527-0.00093895i,0.00058189-0.0014975i,0.00094811-0.0011819i,0.00036911+0.00016395i,-8.33e-06+0.00068469i,0.00027341+0.00052653i,-0.00029196+0.00031995i,-0.0011762+0.00014775i,1.8278e-05+0.00036422i,0.0014911+0.00062143i
-0.00083345-0.0012861i,-0.0017108-0.0011686i,-0.0023299-0.00031769i,-0.0012179+6.312e-05i,0.00026979-0.00022819i,0.0012994-0.00051257i,0.0018631-0.00040604i,0.0017828-0.00066262i,0.0011367-0.00055085i,-3.4714e-06+4.875e-05i,-0.00075613+0.00063078i,-0.00031839+0.00084375i,-0.00012998+0.00082816i,4.9696e-06+0.00051105i,0.00043549+0.00076199i,0.00015108+0.00097959i,-0.00031184+0.0012951i,-0.00056164+0.0012526i,-0.00015028+0.00026414i,0.00010669-0.00042868i,1.664e-05-5.4514e-05i,-0.00013523+0.00076702i,0.00010626+0.0010606i
-0.0020691-0.00065422i,-0.0026036+0.00052896i,-0.0020959+0.0013304i,-0.0011123+0.0019424i,0.00043573+0.0011053i,0.0023621-0.00049553i,0.0027793-0.0015621i,0.0021009-0.0014293i,0.0010785-0.00033186i,0.00010683+0.00096566i,-0.00077392+0.00076496i,-0.00096789+0.00015447i,-0.00023787+0.00062208i,0.00057618+0.00082178i,0.00070426+0.00031316i,-3.8141e-05+0.00020814i,-0.00033035+0.00039762i,-0.00043779+0.00016564i,-7.727e-05+0.00010165i,0.00028515+0.00050101i,7.2778e-05+0.00060317i,0.00026565+0.00023065i,0.00025157+0.00022175i
0.00032643-0.00023186i,-0.0016932+0.00012244i,-0.0015102+0.00038322i,-0.00086652+0.00019743i,-0.00012927-0.00073463i,0.0013058-0.0013785i,0.0020683-0.0010794i,0.0018263-0.00078869i,0.00095159-0.0011527i,2.7978e-05-0.00027711i,-0.0011456+0.00017735i,-0.0019354-6.0522e-05i,-0.0011612+0.00048772i,-0.0006119+0.00045906i,-0.0010363-0.0002716i,-0.0017154-0.00049332i,-0.00199-0.00032848i,-0.0015205-0.00046373i,-0.0013997-0.00044635i,-0.00091704-0.00025935i,-0.00018455-1.3648e-05i,-0.00011704-0.00047478i,-0.00043126-0.00082412i
0.0019273-0.0022431i,-0.00084689-0.0023771i,-0.0018901-0.0028933i,-0.0015853-0.0016885i,-0.00035762-0.00030517i,0.00078655+0.0002305i,0.0021605+0.0003209i,0.0022403+0.00021235i,0.00051136-0.00032133i,-0.00090865-0.00058587i,-0.0019269-0.00015285i,-0.0021726+0.00024464i,-0.001324+0.00069181i,-0.00075851+0.00097059i,-0.00097364+0.00064347i,-0.0009579+4.5036e-05i,-0.00028674-0.00067271i,0.00081136-0.001266i,0.0010059-0.0014093i,0.00045395-0.00040142i,0.00038761-2.9887e-05i,0.0001914-6.0362e-05i,0.00022222+0.00024342i
-0.0017614+0.0025481i,-0.0013871+0.0025447i,-0.00025739+0.0016317i,0.00099996+0.00086994i,0.001013+0.00066679i,0.00095253+0.00044734i,0.0017841-0.00039342i,0.0010184-0.00069071i,0.00052146-0.00048217i,0.00060965-0.0011741i,-0.00013059-0.0023168i,-0.0007947-0.0030446i,-0.00074402-0.0024616i,-0.00038187-0.0010372i,-0.00049577-0.0012809i,-0.00022862-0.0020961i,0.00062849-0.0017977i,0.0012772-0.0010874i,0.0010136-0.00072834i,0.00016443-0.00058159i,5.6342e-05+0.00026695i,0.0004289+0.0006717i,0.00094579+0.00037735i
-0.00060329+0.0013474i,0.00028919+0.0016156i,0.00056761+0.001347i,1.4527e-05+0.0013659i,0.00021965+0.0012409i,0.00089207+0.00027928i,0.00099036-0.00025254i,0.00047297-0.00012642i,0.00012581+7.3648e-05i,0.00062351+0.00063657i,0.00010761-8.9638e-05i,-0.00098075-0.0016029i,-0.00037646-0.0015924i,0.00056195-0.00071842i,0.00068995-0.00085565i,0.00069831-0.00098231i,0.00043197-0.00019704i,0.00091179+0.00065859i,0.0015034+0.00096718i,0.0017411+0.00063696i,0.00045823+0.00038349i,-0.00034605+0.00033081i,0.00025487-0.00017941i
-0.0015685+0.00034793i,-0.0017008+0.00026687i,-0.00042169+0.00081057i,0.0011236+0.00079977i,0.0016626-0.00068016i,0.0016511-0.001296i,0.0021363-0.00094862i,0.0022974-0.00045019i,0.0016031-0.00034511i,0.00071178-0.00047693i,0.00049795-0.00062966i,0.001112-0.0007735i,0.0020547-0.00083572i,0.0023443-0.00066275i,0.0015651-0.0010064i,0.00052335-0.001012i,-4.2565e-05+9.8501e-05i,-0.00047193+0.00039601i,-0.00048356-5.3681e-05i,0.00025303+0.00020865i,0.00064379+0.00033559i,0.00017058+2.4066e-05i,-0.00011225+0.00052031i
-0.00081525+0.0013334i,0.00016422+0.0014714i,0.00079079+0.0012077i,0.0015384-0.00016679i,0.0022233-0.0010088i,0.0029838-0.00032961i,0.0026545-0.00015947i,0.0014155-0.0013368i,-3.0381e-05-0.00061725i,-0.0011016+0.0012327i,-0.0011062+0.0015933i,-0.00082542+0.0018458i,-0.00023177+0.0010632i,0.00055716-0.00075135i,0.00097265-0.00029655i,0.00068273+0.0005221i,-0.00023043+0.00045337i,-0.00016029+0.00057517i,-9.827e-05+0.00059488i,-0.00061292+0.00082726i,-0.000805+0.0010596i,0.00022786+0.00014914i,0.00026913-0.00028438i
7.2516e-05-0.00068521i,-0.00056951-0.00038468i,-0.00051365-0.00011005i,-0.00039001-0.00067944i,-5.2332e-05-0.001299i,0.00082435-0.0005593i,0.0011515-0.00040272i,0.00074173-0.00065347i,-0.00014451-0.0006713i,-0.00073655-0.0010728i,-0.00036311-0.0011767i,-0.0006033+0.00088322i,-0.0010159+0.002397i,-0.00047001+0.0017519i,-0.00035341+0.00088612i,-0.00055-2.4217e-05i,-0.0011563-0.00080775i,-0.0012299-0.00076057i,-0.00044672+2.177e-05i,-0.00012263+0.00070135i,-0.00056859+0.00053772i,-0.0010181+7.4716e-05i,2.9461e-05-5.1492e-05i
-0.0025049-0.00017559i,-0.0027979+3.4011e-05i,-0.0022683-0.00012185i,-0.0012931+0.0013251i,-5.0131e-05+0.0020374i,0.00088383+0.00082191i,0.0021094-0.00014178i,0.002437-0.00032574i,0.00087919-0.00035475i,-0.00037514+0.0004317i,-0.0017114+0.00094273i,-0.0026943+0.00057502i,-0.0020454+0.00048417i,-0.0008551+0.00019493i,-0.00062825-1.2708e-06i,-0.00099383-0.00062524i,-0.0011073-0.0015881i,-0.00076355-0.0017879i,0.00010144-0.0019316i,0.00032899-0.00097127i,0.00024385-0.00045723i,0.00046696-0.00031064i,0.00047714-4.2508e-05i
-0.0015101+0.00054531i,-0.0015731-0.00069254i,-0.00092112-0.00030957i,0.00035966-5.0449e-05i,0.001292-0.00047575i,0.0012683-0.0010357i,0.0016302-0.0013382i,0.0017765-0.0013485i,0.0010314-0.001208i,0.00013697-0.00048942i,-0.0010121-0.00032078i,-0.0017855-0.00063839i,-0.0011877-0.0014516i,-0.00035535-0.0018059i,2.1488e-05-0.0013477i,0.00050695-0.0013722i,0.00045351-0.0014745i,-0.00032904-0.00084528i,-0.0011137-4.6559e-05i,-0.00095886+0.00059005i,-0.00045592+0.00095912i,-0.0004337+0.0006833i,-5.0275e-05+2.1482e-05i
0.00079395-0.00053372i,0.00043533-0.00097033i,-0.00038287-0.0018208i,-0.0013334-0.001659i,-0.0016549-0.0010324i,0.00030342-0.00015981i,0.0023318-3.7691e-05i,0.0016913-9.6413e-05i,0.00029731-0.00094715i,-0.00093929-0.0018139i,-0.0013574-0.0019365i,-0.00090414-0.0017142i,-0.00026432-0.00090243i,-9.3291e-05-9.6837e-05i,-0.00039099+0.00038664i,-8.6672e-05+0.00015196i,0.0002722-0.00053544i,0.00032699-0.00073843i,0.00076302-0.00065611i,0.0014665-2.4831e-05i,0.0012527+0.0011003i,0.00067277+0.00095742i,0.00060946+0.00036642i
-0.00069223+0.0017525i,-8.4811e-05+0.0013601i,0.0013373+0.0010806i,0.0025442+7.5017e-06i,0.0024327-0.0005163i,0.0019894-0.00022344i,0.0020263+1.2786e-06i,0.0011935-0.00014105i,-0.00039295+5.5079e-05i,-0.0012472-0.00035531i,-0.0009386-0.00078081i,0.00048884-0.0010394i,0.0017756-0.0011715i,0.0017203-0.00097422i,0.0011641-0.0013912i,0.00047602-0.0014851i,-4.7553e-05-0.0010339i,3.7405e-05-0.00043725i,0.00015802+0.00054297i,0.00018888+0.00065723i,0.00030604+0.00023979i,0.00013505+0.00063625i,-0.00041709+0.00096107i
-0.001784-0.00051317i,-0.0017927+0.00025704i,-0.0014864+0.0011329i,-0.0010062+0.0010892i,-8.8228e-05+0.001237i,0.0012601+0.0014512i,0.0018805+0.0011323i,0.0006377+0.0005648i,-0.00013011+0.00046991i,4.2529e-05+0.00060871i,0.00025295+0.00078456i,0.00031455+0.00063852i,0.00064603+0.00073193i,0.0010226+0.00023221i,0.001042+0.00016321i,0.00084143+0.00077256i,0.00043958+0.0013338i,0.00023973+0.0013903i,9.9299e-05+0.00076835i,-0.00026755+0.0004768i,-0.00041322+0.00014202i,-0.00057518+3.5326e-05i,-0.0011058+0.00028884i
-0.0013358-0.0010629i,-0.0012203+0.00024521i,-0.00023837+0.0012373i,-7.2899e-06+0.0007657i,-9.6208e-05-1.8398e-05i,-9.22e-05+0.00046395i,0.00071834+0.00012638i,0.0010087-0.00083819i,0.00052035-0.00072444i,0.00054058+1.3232e-05i,0.00012242+0.00099373i,-0.00055681+0.0018192i,-0.00091996+0.0018632i,-0.00031073+0.0013076i,0.00050406+0.0009644i,-0.00018676+0.00041395i,-0.0005125-0.00021313i,-0.00017053+0.00021645i,-0.00019876+0.00054616i,-0.00062763+0.00021281i,-0.00059076-0.00018275i,-0.00054242-0.00036798i,-0.00069578-0.00083883i
0.00042794+0.00072915i,-0.00020252+0.0012196i,-0.00044301+0.0012672i,-0.0006049+0.00046091i,-0.00090381-0.00041895i,0.00062161-0.00068199i,0.0021817-0.00068768i,0.0017022-0.00062146i,0.00051858-0.00031388i,-0.00058214-0.00045172i,-0.0013789-0.00038185i,-0.0016582-0.0004546i,-0.0019003-0.0005313i,-0.0010991-0.00016062i,8.9426e-05+7.4306e-05i,0.00051493+7.7771e-05i,0.00028649-0.00021275i,-0.00098927-0.00052772i,-0.001392-0.00071501i,-3.5652e-05-0.00040292i,0.00066974+0.00013929i,0.00044322-0.00025278i,0.00015142-0.00061273i
-0.001493+0.00089268i,-0.0013771+0.00048825i,-0.0016657+0.00070676i,-0.00019763+2.5129e-05i,0.0012139-0.00092699i,0.0015805-0.0002761i,0.001664+0.00014507i,0.0012967-6.5604e-05i,0.00079512-0.00013038i,-0.00020594-0.00023115i,-0.0017781+4.3206e-05i,-0.0020752-0.00029744i,-0.0014647-0.0011752i,-0.00039097-0.0019884i,0.00052333-0.002156i,0.00045588-0.001375i,-0.0004035-0.0006269i,-0.00087005+3.4669e-05i,0.0001578+0.00042267i,0.001215+0.00058019i,0.0010139+0.0002278i,0.00098454-0.00045888i,0.0014351-0.00084969i
0.00021211+0.0001642i,-0.0013737+0.00025393i,-0.00065124-0.00058142i,0.00079165-0.0013369i,0.0014128-0.001602i,0.001939-0.00098442i,0.0014855-0.00060168i,-0.00041427-0.0010145i,-0.00062224-0.00081004i,-0.00054149-0.00015673i,-0.0016483-0.00085462i,-0.0015731-0.0017157i,0.00023081-0.0016817i,6.0604e-05-0.001954i,-0.0011199-0.0013842i,-0.00069975+4.9018e-05i,0.00010534+0.0002497i,0.00062591-0.0002111i,0.00087712-5.5748e-05i,0.0012258+8.0681e-05i,0.0014269+0.00035974i,0.00090696+0.0005424i,0.00073403+0.00046884i
-0.00053734+0.0002176i,-0.00089242-0.00050123i,-0.0003981-0.00080998i,-4.7953e-05+0.00012208i,0.00069736+0.00057634i,0.0020544+0.00086661i,0.00247+0.00025397i,0.0017139-0.00074087i,0.0005561-0.00046637i,8.9402e-05-9.8018e-05i,-6.7879e-05-0.00094646i,0.00060204-0.0017325i,0.001555-0.00084137i,0.00045457-0.00017367i,-0.0014069-0.00044678i,-0.0014182-0.00016744i,-0.00061724-5.0464e-05i,-0.00018178-0.00021587i,0.000572-0.00052843i,0.00025026-0.00029631i,-7.2249e-05+8.7836e-05i,0.00010516-0.00029475i,-0.00050389-0.00062792i
0.00097768+0.0015481i,0.00078106+0.0014129i,0.00057402+0.00050613i,0.00026948-0.00052944i,0.00051165+0.00018391i,0.00045152+0.00020999i,0.00012628-0.0013369i,9.5697e-05-0.0013946i,0.00064553-0.00016981i,0.00079599+0.00019999i,0.00079466-0.00030527i,0.0015693+0.0004572i,0.002333+0.0013634i,0.0016402+0.0010347i,0.00071629+0.0002278i,0.0001298+5.4606e-06i,5.2317e-05+0.00011352i,-3.1168e-05+0.00039593i,0.0001073+0.0011077i,0.00043791+0.0012622i,0.00010613+0.00099856i,-0.00089533+0.00027436i,-0.00076821+5.2344e-05i
-0.00044276-0.002324i,-0.001755-0.0019904i,-0.0017382-0.0023652i,-0.00096214-0.00099132i,-0.00034664+0.00064513i,0.00016851+0.00087117i,0.000695+0.0006318i,0.00084796-3.4086e-05i,0.00073515-0.00048113i,0.0003944-0.00058257i,-3.0863e-05+0.00069691i,6.5093e-05+0.0023677i,0.00066111+0.0026934i,0.0011604+0.001893i,0.00054174+0.0008975i,-0.0013866-0.00019948i,-0.0018001-0.00026254i,-0.00093068+0.00019764i,8.7143e-05+0.00046826i,0.00016813+0.0015341i,-0.00064064+0.0020987i,-0.0008972+0.00065815i,-0.00034571+0.00010419i
-0.0017117-0.00045182i,-0.0019661+0.000425i,-0.001223+0.00056272i,-0.00044206-2.17e-05i,0.00014635-0.00067398i,0.0012848-0.00062736i,0.0019049-0.00017208i,0.0011943-0.00026352i,0.00029102-0.00016399i,-0.00053851-0.00018648i,-0.0013032-0.00024607i,-0.0023302+0.00093018i,-0.0021683+0.0017284i,-0.00085031+0.00016792i,0.00028563-0.00091894i,0.00069792-0.00059137i,0.0006918-0.00023934i,0.00069622+0.0001566i,0.00024251+0.00081258i,-0.00026746+0.001129i,-0.00014394+0.00053988i,0.00024207-0.00025942i,0.00061567-0.00039207i
-0.0021816+0.00064539i,-0.00091526+0.0016178i,0.00021744+0.00047492i,-0.00031304-0.00068004i,-0.0010577-0.00046698i,-8.9571e-05-8.1547e-05i,0.0016928+8.1779e-05i,0.0016933-0.00085788i,0.00052527-0.0012963i,-0.00039344-0.00044509i,-0.0021909-5.2885e-05i,-0.0041812-1.5534e-05i,-0.0044092-0.00031193i,-0.0028486-0.0007185i,-0.0014298-0.0010649i,-0.00036978-0.0014074i,0.00051751-0.0014239i,-0.00019022-0.00070051i,-0.00092133+7.6293e-05i,-0.00076006-4.8519e-05i,-0.00014655-0.00054717i,-1.2558e-05-0.00032951i,-0.00031467-2.9051e-05i
0.0013107-0.00068909i,0.00037312-1.3498e-05i,-0.00014818+0.0015663i,0.0006859+0.0016452i,0.0014856+0.00076237i,0.0013722+0.00012123i,0.0015223+0.00024326i,0.0011406-0.00014643i,0.00036274+1.2985e-05i,-0.00047607-0.00025404i,-0.0018057-0.0018527i,-0.0017561-0.0026386i,-0.0010233-0.0025065i,-0.0014305-0.0024078i,-0.00089189-0.001661i,0.0002703-0.00098539i,0.00045174-0.0002492i,0.00042234+0.0001991i,-5.8475e-05+0.00057017i,-0.0011206+0.00077714i,-0.0013268+0.00052609i,-0.00024866+0.0002812i,0.00043966-0.00021372i
0.00077097+0.00028824i,-0.00056861-0.00017225i,-0.0014955-0.00037394i,-0.00062825+0.00064194i,0.00038147+0.00099869i,0.0013111+0.00088663i,0.0017327+0.0003866i,0.00091864-0.0013078i,-1.0145e-05-0.0028213i,-0.00028184-0.002755i,-0.00038758-0.0020995i,0.00024513-0.0014658i,0.00087533-0.0013073i,0.00028579-0.0015185i,0.00040828-0.00071983i,0.00064613+0.00039281i,-0.00034295+0.0010376i,-0.00011487+0.0012355i,0.00061351+0.0010861i,0.00032827+0.00087705i,-0.00058188+0.0003717i,-4.7781e-05-0.00027508i,0.0014096-0.00023176i
-0.003817+0.0006566i,-0.004868+0.0012018i,-0.0042873+0.0018387i,-0.0027837+0.0016524i,-0.0013083+0.0003521i,0.00022498-0.0011926i,0.00087254-0.001336i,0.00037183-0.00094386i,-0.00054451-0.00011689i,-0.00096941+0.00066132i,0.0002285+0.0011293i,0.0017112+0.0010048i,0.0013558+0.00059i,0.0011395+0.00013209i,0.0010201-0.00052122i,0.00031069-0.000294i,-2.6731e-05+6.762e-05i,-0.00042958-1.8123e-05i,-0.0011618-0.00027993i,-0.0014246+0.00025654i,-0.00067607+0.001148i,0.00010913+0.0011283i,-0.00017898+0.00039206i
-0.00036904-0.0014345i,-0.00051652-0.0016203i,-0.0012723-0.0014206i,-0.0015203-0.00023477i,-0.00080872+0.00085203i,0.00032894+0.00049432i,0.0013122+0.000436i,0.0014698+0.000395i,0.00041814+0.00063619i,-0.00039076+0.0014981i,-0.00060647+0.0010884i,0.00033704+0.0010397i,0.0015187+0.0017496i,0.0010325+0.00088778i,4.6577e-05-8.5118e-05i,-0.00074496-0.00073186i,-0.00027371-0.0014987i,-0.00011882-0.00073782i,-0.00039021-0.00050755i,0.00028592-0.00090231i,0.00056983-0.00046088i,-0.00032037+4.3396e-05i,-0.00041796-0.00011443i
-0.0009607-0.00036029i,-0.00042898-0.00076647i,0.00085035-0.00012181i,0.0010307+0.00089333i,0.0021254-3.8302e-05i,0.0028559-0.00090406i,0.0025322-0.0016818i,0.0027892-0.0015821i,0.0020138+3.7829e-05i,0.0010205+0.0011379i,-6.6995e-05+0.00077364i,-0.0014152+0.0010328i,-0.001283+0.0019873i,-0.00067535+0.0016046i,-0.00083398+0.00072062i,-0.0010895+0.00029328i,-0.00062939-6.8378e-05i,0.00031938-0.00024724i,0.00056142-0.00054152i,0.0007547-0.00051024i,0.00047531-0.00027711i,-9.2042e-06-5.927e-05i,0.00030103-0.00011722i
-0.0035961-0.003262i,-0.0034546-0.0014031i,-0.0031829-0.00043922i,-0.0015905-0.00041946i,0.00048253+9.9314e-05i,0.0012365+0.00019545i,0.00156-0.00080028i,0.0016151-0.0022603i,0.0006747-0.0027801i,-0.00079733-0.0018511i,-0.00237-0.00036522i,-0.002916+0.00021185i,-0.0016202+0.00018911i,0.00086721+0.00042679i,0.0018432+0.0008062i,0.0011148+0.00030205i,6.4742e-05-6.3695e-05i,0.00039679-0.0002112i,0.00094657+0.00022813i,0.00096458+0.00017048i,0.00079337-0.00019662i,7.4593e-05+0.00023676i,-0.0004897+0.00084614i
-0.00080695-0.0011509i,-0.002653+3.5297e-05i,-0.0031428+0.00085403i,-0.0024283+0.00084276i,-0.0010315+0.00045734i,0.0011631+0.00062929i,0.0019069+0.00029608i,-0.00011182-0.00091273i,-0.001881-0.0013591i,-0.0015133-0.0011682i,-0.0012949-0.00066346i,-0.00090087-0.0012617i,-0.00042313-0.001259i,-0.00045034-3.2672e-05i,2.2441e-05+0.00034553i,0.00056609+1.4198e-06i,0.00035279+0.00025574i,0.00056981+0.00070063i,0.00013302+0.0002338i,0.00035847+0.00049792i,0.0015464+0.001119i,0.0013252+0.0011517i,0.00072674+0.00078648i
-0.0024767+0.0024742i,-0.0025905+0.0030816i,-0.001732+0.0022375i,-0.00094969+0.0014044i,-6.6482e-05+0.00079809i,0.0011953+0.0012432i,0.0012303+0.00090944i,0.00039954+6.7689e-05i,-0.0006355+0.00030393i,-0.0011182+0.00036836i,-0.00044323-0.00072662i,0.00033413-0.0018274i,0.0004011-0.0019957i,4.4423e-05-0.001606i,-0.00026541-0.0012248i,-0.00012745-0.0009042i,0.00025282+4.2474e-05i,0.00017062+0.0016176i,-0.0005646+0.0013781i,-0.00034252+0.00072962i,0.00072319+0.00080829i,0.0007779-0.00015917i,5.2141e-05-0.00084455i
