0.00079249+0.00026907i,0.00038675+0.00029463i,-1.298e-05-0.0014243i,-0.00075632-0.0015521i,-0.0021783-0.00025592i,-0.0023021+0.00066768i,-0.00042181+0.00044226i,0.00099603+0.00036652i,0.00077757+0.00068653i,0.00049397-1.3218e-05i,0.00035318-0.00041132i,-0.00035504-8.5542e-05i,-0.00023578+2.7259e-05i,-0.00014739+0.00018946i,-0.00043679+0.00031857i,-0.0005374-0.00017844i,-0.00064016-0.00049997i,-0.00051103-5.9918e-05i,6.0596e-05+0.00027462i,-0.000159+0.0002955i,-5.1714e-05+0.00076653i,-0.00031038+0.00097058i,-0.00032491+0.00061084i
4.1268e-05+8.0496e-05i,0.00020272+0.00058123i,0.00098137+0.0010647i,0.0011757+0.0014833i,0.0010911+0.0011985i,0.00083553+0.00013473i,0.0007902-0.00044014i,0.00032241-0.00039971i,-0.00077692-0.0003204i,-0.00035498+5.772e-05i,0.00049964+0.00080447i,9.17e-05+0.0007515i,-0.00049108-0.00020742i,-0.0010147-0.00063217i,-0.0013454-0.00041598i,-0.0010057-0.00022589i,-0.00065728-0.00019306i,0.0001105-0.00042305i,0.00036013-0.00074485i,0.00011831-0.00031293i,-0.00010126+0.00036195i,-0.0001227-5.3294e-05i,2.6738e-05-9.2069e-06i
-0.0003314+0.00072932i,-0.00063348+0.0010901i,-0.0013743+0.0010035i,-0.00075161+0.0007549i,0.00011087-0.00017251i,0.00045626-0.00083384i,0.0007924-0.00085765i,0.00045689-0.00045599i,-0.000314+9.3793e-05i,-0.00024606+6.5074e-05i,0.00019327-0.00047676i,0.00051861-0.00031419i,0.00021481+6.1764e-05i,-0.00055719-0.00073317i,-0.0012478-0.0012222i,-0.001483-0.0010589i,-0.00068361-0.00092367i,0.00012343-0.00086662i,2.0733e-05-0.00028242i,-0.00068779+0.00066988i,-0.0011494+0.001116i,-0.00095372+0.0010618i,-0.00039103+0.0013671i
0.00033247+0.00061443i,-0.00071668+0.00014886i,-0.00011208+1.341e-05i,0.00059176-0.00076666i,-0.00047517-0.0012535i,-0.00087969-0.00056411i,0.00045784-8.1758e-05i,0.00053891-0.00048686i,7.7179e-05-0.00049542i,-0.00010073+8.4182e-05i,-0.00017162+0.0005018i,3.8648e-05+0.0003586i,-0.00063396-0.00028842i,-0.00040412-0.00037072i,0.00053829-0.00069628i,0.00027109-0.00061845i,-0.00016853-0.00031742i,0.00011975+0.00034736i,-0.00018382+0.00015917i,-0.00034557-0.00069856i,-2.1865e-05-0.0010875i,-1.2596e-05-0.00076536i,-8.5e-05-0.00027374i
0.0016994+0.0010329i,0.0018957+0.0013393i,0.00077561+0.001609i,-3.349e-05+0.00058675i,0.00064903-0.00083728i,0.0013568-0.0014277i,0.0013804-0.0019633i,0.00078215-0.0013097i,3.0401e-05-0.00021907i,-0.00030972-0.00050394i,-0.00011494-0.00065642i,-6.7777e-05-0.00025541i,-0.00063548-0.00050978i,-0.001157-0.00077905i,-0.00074289-0.00061503i,-0.00036614-0.00038624i,-0.0003556-0.00030512i,-0.0001383+5.4567e-05i,0.00021894-1.4635e-07i,8.3989e-05-1.1967e-05i,0.00019551+0.00018055i,0.00084539-2.5799e-05i,0.00055856+0.0003227i
-0.00092628+0.0013701i,-0.00050868+0.002268i,-8.99e-06+0.002094i,0.00042316+0.00029142i,0.00036196-0.00070295i,0.00015426-0.00109i,0.00068512-0.0015902i,0.00052781-0.0015504i,-1.4441e-05-0.00029757i,-0.00022549+0.00018853i,-0.00027305-0.00040093i,6.6475e-05-8.8699e-05i,0.00038907+0.00057121i,-0.00023714+2.9699e-05i,-0.00072341-0.000521i,-0.00055383-0.00044397i,-0.00029775-0.00047642i,0.00022012-0.00063224i,7.3239e-05-0.00016779i,-0.00067912+0.00060043i,-0.00086027+0.00069826i,-1.1351e-05+4.3826e-05i,0.00017823-0.00031636i
-0.0013185-0.0011329i,-0.00172-2.8309e-05i,-0.0011059-0.00012757i,-0.00051992+0.00029345i,0.00012625+0.00083048i,0.0010682+0.00011844i,0.0015915-0.0012368i,0.00085906-0.0017722i,0.00038872-0.00022034i,0.00055456+0.00071604i,0.00036547+0.0013978i,0.00029193+0.001583i,0.00061951+0.0009839i,2.5201e-05+0.00030852i,-0.00024612-0.00068543i,-0.00013604-0.0001862i,-0.00034897+0.00027283i,-0.00031649+0.00021437i,0.00011573+0.00026108i,0.0001875+0.00028454i,-0.00089224+0.00061612i,-0.0010456+0.00073666i,-0.00031473+0.00064927i
7.2966e-05+0.001285i,-0.00028245+0.00074785i,0.00014376+0.0010823i,0.00012851+0.0015244i,-1.1232e-05+0.00063579i,0.00084079-0.00032556i,0.0005334-0.00045611i,-0.00095935-8.9303e-05i,-0.00092657-9.7796e-05i,0.00026864-3.7529e-05i,0.00022512+0.00022668i,-0.00083146+8.6928e-05i,-0.00097216-0.00016018i,-0.00053622-0.00068008i,-0.00016746-0.0012982i,-0.00010573-0.00089854i,-0.00014261-0.00013126i,0.00045235-0.00062933i,0.00065746-0.0005995i,0.0004296+0.00019889i,0.00055405-8.1259e-05i,1.6302e-05-0.00052994i,-0.0002741-0.00028719i
-0.0016786+0.0031323i,0.00036317+0.0019801i,0.00092302+0.00017517i,0.00046802-0.0011424i,0.00061366-0.0016738i,0.00045944-0.0014606i,0.00019471-0.0007922i,4.4751e-05-0.00052056i,-0.00029074-0.00018873i,-0.00020522-0.00022445i,6.9633e-05-0.00037856i,6.2574e-05-0.00038514i,7.4982e-05-0.00060283i,-0.00046202-0.00078907i,-0.00055545-0.00064391i,-0.00034702-6.7443e-05i,-0.00035197+0.00030534i,-0.0006078+0.00015891i,-0.00029093+7.0022e-05i,0.00029541+0.00049602i,0.00010107+0.000872i,0.00011054+0.00078244i,0.00065764+0.00020864i
-0.00033775+0.0012367i,-0.00086373+0.00092805i,-0.0006809-0.00027667i,0.00040208-0.00025925i,0.00028386-0.00014291i,0.00011789-0.0015229i,0.00040315-0.0015392i,-0.00020776-0.00086721i,-0.00021131-0.0001876i,-5.0717e-05+0.00038682i,-0.00044926-0.00022805i,-0.00083187-0.00045223i,-0.00077777-0.00057807i,-0.00073797-0.00060809i,-0.00093264-0.00041316i,-0.00045515-0.00091221i,-0.00040102-0.00037105i,-0.00041068+0.00041844i,-0.00059323+9.6324e-06i,-0.00074382-0.00042629i,-0.00017815-3.9037e-05i,0.00054015-0.00019534i,0.0011276+2.2698e-05i
-0.0013103+0.00014584i,-0.00054012+0.0018731i,-0.00058241+0.0022484i,-0.0010826+0.0010804i,-0.00057311+0.00051646i,0.00064985+0.00030188i,0.001395-0.00066638i,0.0011571-0.001684i,0.00050453-0.0017272i,0.00052018-0.00065969i,-0.0002223-0.0002909i,-0.00097063-0.00049056i,-0.00075747-0.00010161i,-0.00046725+4.2368e-05i,-0.00025744+0.00039582i,0.00019155-5.544e-05i,0.00038603+0.00042176i,-2.0218e-05+0.0011671i,-2.3492e-05+0.00089996i,0.00018371+0.00039985i,-0.00034476-0.00040491i,-0.00073107-0.00069321i,-0.00035199+8.7726e-05i
-0.0017616+0.0015254i,-0.00094333+0.0019726i,-0.0010826+0.0011038i,-0.000143+0.00051249i,0.00058023+0.0002005i,0.00084157-0.00038781i,0.001142-0.00089606i,0.00095868-0.00098242i,0.00063516-0.00029263i,0.00019858+0.00036779i,-3.8579e-05+0.00062864i,-0.00016943+0.0010999i,-2.3694e-06+0.00088894i,8.7714e-05+2.5591e-06i,-0.00026255-0.00054909i,-0.00037794+6.7252e-06i,-0.00029639+0.00049221i,-0.00016213+0.00069412i,-0.0005867+0.00076965i,-0.00068268+0.00069456i,-0.00037297+0.0008085i,-0.00021119+0.00040961i,0.00021703-0.00026348i
-0.0005082+0.0004153i,-0.00093624-7.3407e-05i,-0.00081267-0.00023216i,-0.00013983-0.0011545i,0.00017477-0.0017633i,7.7126e-05-0.0013136i,0.00080148-0.0011801i,0.0010305-0.00074587i,0.00015372-0.00055027i,-0.00032516-0.00080944i,-0.00028805-0.000307i,-0.00072342+0.00037164i,-0.001211+0.00064512i,-0.00086337+0.00030856i,0.00026512-9.8634e-05i,0.00016144+2.1026e-05i,0.00018143-0.00060059i,0.00089996+1.1912e-05i,0.00059637+0.0011138i,0.00029023+0.00092881i,0.0002103+1.8603e-05i,-0.00018991-0.00071871i,-0.0001863-0.00056397i
2.9626e-05+0.0022014i,0.00064643+0.0029154i,0.0019177+0.0027692i,0.0025541+0.0012383i,0.0022949+0.00012303i,0.0019278-0.00074384i,0.0016721-0.0011618i,0.0012639-0.00046292i,0.00076458+0.00027666i,0.00038472-0.00025503i,-0.00017715-0.00065447i,-3.8007e-06-0.00082651i,0.00025627-0.00096318i,-0.0002993-0.00044469i,-0.0007205-0.00025193i,-0.00037455-0.00038412i,0.0002523-0.00020726i,0.00048664+0.00043965i,0.00053771+0.00070657i,0.00022538+0.00019333i,0.00012644-0.0007968i,0.00025683-0.0014271i,7.6745e-05-0.00088176i
-0.0011262-4.2778e-06i,-0.0019509+0.0006316i,-0.0016816+7.7267e-05i,-0.00019484-0.00033698i,0.00039357+2.6269e-05i,8.5573e-05-0.00024812i,-0.00037136-0.001295i,-0.00056045-0.0010571i,-0.00085091-0.00023377i,-0.00093818-0.00019821i,-0.00020096+0.00011803i,0.0002828+0.00043775i,0.00016931+0.00033279i,3.4509e-05-0.00018023i,0.00057049-0.00037085i,0.00066366-2.0379e-05i,-8.824e-05+0.00021503i,-0.00056205+8.0733e-06i,-0.00057103+0.00025544i,-0.0010423+0.00039846i,-0.0014456+0.00013548i,-0.00078579+0.00038235i,0.00032317+0.00082219i
-0.00090774-0.0029379i,-0.0024057-0.0010245i,-0.0027659+0.00043421i,-0.0019322-0.0001347i,-0.0006737-0.00016558i,0.00042894+0.00062074i,0.00071027-0.00016394i,0.00090115-0.0016938i,0.00051469-0.0011847i,-0.00028212-0.00012836i,-0.0006698+4.1195e-05i,-0.0005316+0.00030993i,-0.00033965+0.00076094i,0.00013797+9.7558e-05i,-6.643e-05+3.5114e-05i,-0.00079838+0.00070439i,-0.0011294+0.00020014i,-0.000798-0.00020763i,0.00070034-0.00014527i,0.00087158-0.00035007i,0.00038392-0.000816i,0.00042755-0.00045673i,2.7453e-05-0.00052238i
-0.0012221+0.0014599i,-0.001736+0.0013784i,-0.0009999+0.001497i,0.00016248+0.00067663i,0.00042969-0.00042914i,0.00091059-0.0011147i,0.0016009-0.0011966i,0.0011486-0.00086727i,0.00026875-0.00035151i,0.00054359-0.00026083i,0.00064423-0.00019564i,0.00064144-0.00040147i,0.00089556+2.5465e-05i,0.00023353-0.00014625i,0.00020372-0.00068855i,0.00048478+0.00025277i,0.00013819+0.00059442i,-7.2597e-06+0.00034235i,-0.00033957+0.00034033i,-0.00073565+0.00046196i,-0.00014819+0.00046573i,-0.00032746+0.00083731i,-0.00048345+0.0012938i
0.00019067-0.00085388i,0.00053177-0.00074752i,-8.4727e-05-0.00065319i,-0.001134-0.00055474i,-0.0011774+0.00016734i,-0.00039204+0.00058427i,0.00084768-0.00083169i,0.00084419-0.0015391i,2.0526e-05-0.0011247i,-0.00066669-6.7051e-05i,-0.00098185+0.00016948i,-0.00062655-0.00011406i,-0.00037384-0.00025317i,-0.00022206-6.647e-05i,0.00018369+0.00045496i,0.00031658+0.00062232i,0.00039444+0.00075596i,0.00054178+0.0007446i,0.00069122+0.00051762i,0.00051676+0.00011003i,7.7281e-05-0.00034966i,0.00024426+0.00028377i,0.00062987+0.00055396i
0.00054656-0.00093885i,-3.3389e-05-0.0010099i,0.00025231-0.0011821i,0.00020567-0.00080583i,0.00015269-0.00062172i,0.00030146-0.00091448i,0.00069382-0.0014612i,0.00088959-0.0015554i,0.00044594-0.00083219i,0.0002305-0.00063044i,0.00018-0.00080271i,0.00032181-0.00033983i,0.00025835-0.00013217i,1.4475e-05-0.00032226i,-0.00061382-4.3827e-05i,-0.0011897+0.00018238i,-0.0005222+0.00056672i,5.9885e-05-0.00027637i,0.00034737-0.00080678i,0.00050723+0.0002696i,0.00044204+0.00097019i,0.00021063+0.00024564i,1.041e-05-0.0003568i
-0.00073561+0.0002477i,-0.00070989+0.00122i,-0.00011175+0.0018149i,0.00058248+0.00074526i,0.0011454-0.00066154i,0.0014823-0.0012945i,0.0011308-0.0015263i,0.0003042-0.0015407i,-0.00041882-0.00063607i,-0.00065978-0.00037898i,-1.5588e-05-0.00042118i,0.00060059-0.0005392i,9.923e-05-0.00047484i,-0.00033729-0.00082679i,0.00029144-0.0014558i,0.00033584-0.0010221i,0.00019518-0.00051051i,9.1677e-05+0.00014384i,-0.00056149+0.00051302i,-0.00084309+7.4511e-05i,-0.00038698-0.00022953i,-0.00054227-3.2356e-05i,-0.00053208+0.00011454i
-0.0017662+0.00020698i,-0.0011942+0.00055099i,-0.00040881+0.00071479i,-9.3239e-05+0.0010738i,-0.00028793+0.00097545i,0.00051139-0.00036727i,0.0013824-0.0012156i,0.00050064-0.00072448i,0.00017395-0.0011285i,-1.3914e-05-0.0011484i,-0.00076942-0.00044004i,-0.00055556+0.0005072i,3.6875e-05+0.00067665i,0.00043431-0.00031501i,-0.0005065-0.00054205i,-0.00073875-0.00044238i,4.5199e-05+3.1142e-05i,0.00027814+0.00057943i,0.00030761+0.00029066i,0.00013382+6.0217e-05i,6.7649e-05+4.8026e-07i,-0.00035483-0.00059359i,-0.00061233-0.00087194i
-0.0013858-0.0012749i,-0.0019274+0.00022808i,-0.0017196+0.0017158i,-0.00047887+0.0011152i,0.00044859-0.00015212i,0.0018531-2.1583e-05i,0.0024968-0.00033314i,0.0017053-0.0010657i,0.00065532-9.7584e-05i,-0.00056815+0.0005056i,-0.00096258+0.00047581i,-0.00026752+0.0005893i,0.00033404+0.00015958i,9.7008e-05+0.00028064i,0.00011656+0.00030563i,0.00072415+2.6989e-05i,0.0003693+0.00025093i,0.00030759+0.00026733i,0.000135-0.00096887i,0.00024419-0.0020979i,-0.00013062-0.001284i,-0.00029379+6.9033e-05i,0.00028833+0.00013693i
-0.0011201-0.00035227i,-0.0010094+0.00047486i,-0.00094336-0.00018412i,-0.00051126-0.00010264i,-0.00030808+0.00048055i,0.00039214-3.2618e-05i,0.0010742-0.0012134i,0.0011595-0.0015128i,0.0013135-0.00045093i,0.00086853-0.00014255i,0.00032348+0.00028637i,0.0002552+0.0015432i,4.4843e-05+0.0013874i,0.00022891-9.6376e-05i,0.0007538-0.0011071i,0.00040246-0.00093005i,-0.00022989-0.00057789i,-0.00023118-0.00046983i,0.00039786-0.00024907i,0.00083433-0.000541i,0.00035723-0.00042493i,5.9532e-05+0.00017333i,-4.414e-05+0.0004246i
-0.0037545-0.0011948i,-0.0047149+0.0001324i,-0.0049742+0.00051907i,-0.0030615-0.00016322i,-0.0008978-6.4659e-05i,0.0010756+0.000369i,0.0024867+0.00043121i,0.0019413-0.00015794i,0.00070683-0.00092529i,0.0005711-0.00063439i,0.00044678+0.00055575i,-0.00023332+0.0013096i,0.00047861+0.001493i,0.00071843+0.0013145i,0.00043614+0.00062337i,0.00070335+0.00013083i,-8.9637e-05-0.00033325i,-0.00028796-0.00054095i,-0.00014744-0.00020982i,-0.0004923+0.00013002i,-0.00053006+0.00020538i,-0.00019126-0.00046372i,0.00044401-0.00085366i
-0.0013661-0.0020804i,-0.0017158-0.00048117i,-0.0013891-0.00029122i,-0.00042383+0.00058021i,-0.00014449+0.0013048i,0.00029077+4.1014e-05i,0.00091457-0.0013418i,0.00042633-0.0014731i,-0.00038286-0.00047317i,-0.00022255-0.00028309i,-0.00081597+6.673e-05i,-0.0014471+0.0011988i,-0.00046835+0.00092908i,0.00064187+0.00020304i,0.00021083+0.00016055i,-0.0003748+0.00035496i,4.0217e-05+0.00028631i,0.00020457+0.00026948i,-3.7031e-05+0.00011153i,-5.8922e-05-0.00043568i,0.00032363-0.00046593i,0.00018076+2.5348e-05i,-5.5075e-06+2.7628e-05i
-6.1208e-05+0.0016349i,-0.00068942+0.0014808i,5.8334e-05+0.0014578i,0.00080903+0.0018643i,0.00020408+0.0012409i,0.00084224+0.00024608i,0.0014996-0.00087014i,0.00027604-0.00092338i,-0.00045969-1.9781e-06i,6.3431e-05+0.00045026i,-0.00042774+0.00083674i,-0.00063359+0.00066587i,0.00016373+0.00072201i,0.00056338+0.001036i,5.0513e-05+0.00022515i,2.8971e-05-0.00074479i,0.00035171-0.00044803i,-0.00013167+0.00015686i,-0.0008473+9.7043e-05i,-0.00020598+0.00029396i,-3.715e-05+0.00072281i,-0.0011205+0.00050956i,-0.0016553-0.00016211i
-0.00052833+0.0018658i,-0.0011665+0.0013746i,-0.00029743+0.00058108i,0.00022215+0.00071453i,0.00028198+0.00056746i,0.00048787+0.00037267i,0.00046416-0.00026914i,0.00069329-0.0013446i,0.00044887-0.00075532i,0.00014869-0.00043104i,-0.00010261-0.00026113i,-0.00037478-0.00012792i,-0.00089154-0.00042994i,-0.0014061-0.00052719i,-0.0014533-0.00048476i,-0.00075882-0.00052823i,-0.00011737+0.00019371i,8.4602e-06+0.00048658i,-0.00025388+0.00032464i,-0.00042887+0.00035549i,0.00013666+0.00053645i,0.00034029+0.00086094i,0.00092686+0.00039784i
9.8033e-05+0.00049373i,-9.7025e-05+0.0013161i,0.00015709+0.00088478i,0.00050569-0.00030767i,0.00026987-0.00087738i,0.00056764-0.00075866i,0.0016782-0.0008558i,0.0012047-0.00044956i,-0.00023017+0.0001724i,-8.1939e-05+0.00010824i,-0.00028691+0.00020146i,-2.0064e-06+0.00025307i,0.00036222+0.0006839i,0.00012328+0.00010548i,-0.00018516-0.0010496i,-0.00068543-0.00070363i,-0.0010415-0.00019938i,-0.00082837-0.0003821i,-0.00035887-0.00085037i,-0.0001785-0.00036616i,-6.5044e-05+0.00079876i,-0.00020068+0.00059775i,-0.00070628+0.00038711i
-0.00097849+0.0024204i,-0.00099124+0.0029353i,-0.00048424+0.0011468i,0.00057935+0.00020837i,0.0013584+8.7199e-05i,0.001365-0.00078157i,0.0015636-0.0017744i,0.0012927-0.0013405i,0.00051498+5.5879e-06i,0.00031875+0.0006478i,-0.00020802+0.00032931i,-0.00080981+0.00038749i,-0.00086376+0.00093503i,-0.000968+4.5814e-05i,-0.00034654-0.00094773i,-0.00052074-0.00047528i,-0.00071774+0.00033324i,-0.00029362+0.00059966i,3.4953e-07+0.00051302i,-0.00013693+0.00071138i,0.00012505+0.00070321i,0.00061403+0.00068559i,0.00064436+0.00067187i
-0.00089048+0.001782i,-0.0010565+0.0012555i,-0.00098591+0.00062423i,-0.00029987+0.00099726i,0.0011375+0.00037446i,0.0019164-0.0018658i,0.0016556-0.0027188i,0.00059294-0.0017445i,0.00023297-0.00067601i,0.00010823-6.9703e-05i,-0.00070047+0.00019012i,-0.00042182-0.00039815i,-1.5402e-05-0.0010048i,-0.00049309-0.00026927i,-0.0012712+0.00041033i,-0.0012903+0.00042575i,-6.9124e-05-0.00016089i,0.00094064-0.0003562i,0.00034571+0.00067611i,-0.00075529+0.00088294i,-0.00066792+0.00024714i,-0.00063734-0.00015794i,-0.00043288-0.00065536i
0.0032053-0.0014556i,0.0022436-0.0013726i,0.0013353-0.0013834i,0.00016957-0.0011716i,-0.00078136-0.00048865i,-0.00044225-0.00043265i,0.00062683-0.0006375i,0.00057877-0.0005427i,4.8839e-05-0.00035668i,-0.00059663+0.00015956i,-0.0013301+0.00072647i,-0.00095244-4.9946e-05i,-0.00069799-0.00047725i,-0.00081334+0.0001976i,-0.0014195+0.00033007i,-0.0018127-0.0001682i,-0.00095952-4.6904e-05i,0.00011434+0.00016345i,0.00066487+0.00044986i,0.00091776+0.0013047i,0.00091723+0.00099027i,0.00084491+3.9744e-05i,0.00017978+0.00014432i
-6.8817e-06-0.00063059i,-0.00046441+4.292e-05i,-0.00018117+1.3631e-05i,0.00015853+0.00045285i,0.0001303+0.00033544i,0.0012268-0.00086863i,0.0018-0.0012466i,0.00072878-0.0013639i,0.0003579-0.00096712i,0.00048282+0.00011339i,0.00038915+0.00057988i,-0.00021554+0.00096257i,-0.00046045+0.000479i,0.00038588-0.00039465i,0.00043714+0.00017587i,0.0010412+1.0062e-05i,0.0013709-0.00020863i,0.00044784+0.00061167i,0.0001649+0.00087037i,-4.9721e-05-9.4028e-05i,6.3481e-05-0.00052715i,-9.2919e-06+0.00023873i,-0.00028049+0.00068079i
0.0006926+0.00023549i,0.00077055+0.00033768i,0.00099595-0.0007571i,0.00074237-0.0016025i,6.5914e-05-0.001409i,0.00047634-0.00030633i,0.00087997-0.00017627i,0.00031965-0.00078941i,0.00015871-0.00029969i,0.00029252-0.00018183i,7.1819e-05-0.0010551i,-0.00034848-0.00052716i,-0.00033427+0.00032431i,-0.00089251+0.00015387i,-0.0011395+0.00059334i,1.7354e-05+0.00074309i,0.00044982+0.00058952i,5.2345e-05+0.00090725i,-0.00049015+0.00046686i,-0.00086483-0.00062087i,-0.0003044-0.00057385i,-0.0004303+0.00043232i,-0.00093402+0.00022302i
-0.0010564-0.00033346i,-0.0017248-6.6365e-05i,-0.00095675+0.00057295i,0.00061382+0.00050491i,0.0012015-9.6908e-05i,0.0019329-0.0013046i,0.0017749-0.0017369i,0.00097125-0.001469i,0.00064549-0.00092234i,-0.00021199-6.6882e-05i,-0.00099049+0.0003916i,-0.00040792+0.00052333i,-1.7154e-05-0.00020028i,-0.00058664-0.00028158i,-0.00082053+0.00023876i,-0.00032623+0.00030408i,-0.00024767+3.6474e-05i,9.2705e-05-0.00030301i,0.0004264-0.00033203i,0.00049041-0.00042493i,0.00034725-0.00023763i,4.627e-05+0.00013945i,-0.00049837+0.00020011i
0.00038974+0.00017588i,-0.00015102+9.0458e-06i,-0.00016523-0.0003377i,-0.00047007-0.00047232i,-0.00055309-0.00027493i,-0.00028957-0.00072788i,0.001019-0.0011412i,0.0010863-0.0009113i,0.00072213-0.00058277i,0.00031177+0.0001853i,-0.00062752+0.00057342i,-0.00057486+0.00077724i,9.6706e-05+0.00074078i,0.00045327+0.00045154i,-7.0336e-05-7.6154e-05i,-8.7316e-05-0.00021207i,0.00043938-0.00038276i,0.00031725-0.00047181i,5.4414e-05-8.3575e-05i,0.0004604+0.00025432i,0.00027637-0.00018824i,0.00059307+0.00019364i,0.0014933+0.0002458i
-0.00047514-0.00067859i,-0.00068099-0.00024723i,0.00045937-0.00083996i,0.00049365-0.0011656i,0.00015114-0.0016058i,0.00089913-0.0010436i,0.00085443-0.00048307i,-2.539e-05-0.00045639i,-0.00039655+8.0604e-05i,-0.00076925-0.00031458i,-0.00078044-0.0011186i,-0.00087892-0.00046238i,-0.0014689+0.0002765i,-0.0011389+0.00013249i,-0.00029946+0.00010925i,0.00049168-0.00022062i,0.0004139-0.00077016i,-8.6407e-05-0.00026706i,-7.6743e-05+0.00028625i,-9.7047e-05-0.00021933i,-0.00036389-5.4595e-05i,-0.00032045+0.00056665i,-0.0001979+0.00053234i
0.0012084+0.00030023i,0.00012407-0.00013495i,-0.00069586+0.00024621i,-0.00060561+0.0005075i,-4.9487e-05-0.0003499i,0.00015687-0.00060389i,0.00015829-0.00063066i,9.9226e-05-0.00037323i,0.00022916-0.00017583i,-9.1725e-06+9.2419e-05i,-0.00070751-8.2701e-05i,-0.00087453-0.00051886i,-0.00080943-5.4734e-05i,-0.00020051+0.00023578i,-0.0003298-0.00027689i,-0.00084762-0.00029666i,-0.0014422+0.00010152i,-0.0014033+5.6948e-05i,-0.00055251-0.00043597i,0.00016675-0.00057435i,-0.00022263-0.00017134i,-0.00049995+0.00015921i,-5.8657e-05+0.00013048i
-0.0014672+0.0020358i,-0.00084826+0.0021042i,-0.0010185+0.0029648i,-0.0019684+0.0026937i,-0.0011329+0.0015395i,0.00063735+0.00028071i,0.001032-0.0009756i,-4.7692e-06-0.00052463i,-0.00046349+7.3013e-05i,0.0001736+0.00031672i,-1.2681e-05+0.0014446i,-0.00044295+0.0018038i,-0.00013114+0.00066285i,-0.00075406+6.3727e-05i,-0.0010987+0.00024859i,-9.9945e-05+0.00027922i,0.00038849-6.3678e-05i,0.00010772+1.7886e-05i,-0.00063488+0.00041712i,-0.00069874-0.00036624i,0.00059613-0.00075534i,0.0010423-0.00061203i,0.00049343-0.00076905i
0.00014139+7.2575e-05i,0.00022593+0.00046075i,-0.00025161-0.00043652i,-0.00080279-0.0017258i,-0.00038488-0.0013436i,-0.00034153-0.00034853i,0.00015234+7.0022e-05i,0.00065645-9.9984e-05i,0.00052748+0.00010364i,3.4743e-05+0.00025995i,-0.00034624+0.00020735i,-0.00040597+8.4862e-05i,-0.0012477-0.00035604i,-0.0017412-0.00049318i,-0.0015358-0.00040948i,-0.0010261+9.4884e-05i,-0.00053816+0.00071408i,-0.00022793+0.00089278i,0.00031406+0.00094952i,0.0007082+0.00015154i,0.00078867-0.00032274i,0.00050164+0.0004072i,0.0003616+0.00011534i
0.0010768+0.00027271i,0.00066871+0.00084476i,-0.00036782+0.00054349i,-0.00042675-0.00073625i,-4.7852e-05-0.0012011i,0.00034899-0.0010379i,0.00074249-0.00071974i,0.00041876-0.0011322i,0.00022223-0.00059915i,-0.00038997+0.00032847i,-0.00099379+0.00037232i,-0.0011784-9.4305e-05i,-0.00092302-0.00052974i,-0.00047085-8.1335e-05i,-0.00081607+0.00051874i,-0.0013618+0.00030895i,-0.00057007-0.0001225i,-0.00029884+0.00021323i,-0.00048723+0.00057342i,0.00016847+0.0010181i,0.0006199+0.0011862i,-0.00033268+0.00055326i,-0.00070191-0.00048213i
-0.00074318+0.00069699i,-2.4759e-05+0.0012257i,0.00049205+0.00046195i,5.9722e-05-9.7602e-05i,-0.0004711+0.00060532i,0.00073883+0.00073054i,0.0015154+0.00021004i,0.00066696-0.00046991i,-5.4085e-05-0.00038089i,-0.0006924+0.0010121i,-0.0010122+0.0015267i,-0.0006764+0.00079711i,-7.0784e-05-1.8065e-06i,-6.7798e-05-0.00031836i,-0.00057792-0.00022758i,1.746e-05+0.00047474i,0.00035247+0.001017i,-0.00064691+0.0009707i,-0.00053416+0.00032403i,-0.00046304-0.00017245i,-0.00027437-0.00045372i,0.00047913-0.00094302i,0.0007406-0.00063596i
-0.0019854-0.00047904i,-0.002327+0.00027595i,-0.001741+0.0010958i,-0.00065714+0.0018061i,-1.996e-05+0.0010506i,0.00067927-1.887e-05i,0.00020259-0.00086667i,-0.0003459-0.0011675i,-0.00027466-0.00035335i,-0.00050404+0.00015773i,-0.00096504-0.00016693i,-0.00085467-0.00057054i,2.4736e-05-0.00062665i,0.00068076-0.00043232i,0.00056766+5.1695e-05i,-0.00023499+0.00068666i,-0.00055734+0.00033256i,-0.00029641-0.00047452i,9.5552e-05-0.0015964i,0.00071948-0.0017137i,0.0012416-0.00043024i,0.0013044+0.00054646i,0.00094663+0.00090122i
0.0001023-0.00047822i,0.00023503-0.00074851i,1.392e-06-0.00046384i,-0.00046181+0.00030732i,-0.00042441+0.00015085i,0.0005427-4.6775e-05i,0.00064706+0.00010066i,3.3636e-05-0.00022297i,-0.00038561+6.0481e-05i,-0.00036271+0.00051716i,-0.00014462+0.00038525i,0.00025172+0.00079922i,0.00016726+0.00075396i,0.00026994+0.00025074i,-0.00021012-0.00024252i,-0.00048374-0.00050448i,-0.00040122+0.00039092i,-0.00063665+0.00074885i,-0.00026416+0.00075104i,-0.00010525+0.00029177i,5.8478e-05+6.2566e-06i,0.0003449-0.00012906i,0.00022714-0.00046953i
