0.00024828+0.0012423i,0.00017406+0.00088281i,-0.00031051+0.00062521i,-0.0018348+0.0011171i,-0.0022844+0.0009932i,-0.0013692+0.0015448i,-0.00090554+0.001318i,-0.00011635+0.00092089i,0.00012623+0.00036436i,9.1635e-05-5.7572e-06i,0.00052546+0.00064226i,-0.00018646+0.00053421i,2.8217e-05-0.00011528i,0.00039295+0.00053113i,-0.00045255+0.00086642i,-0.00068543+0.00012707i,-0.00051615-0.00078132i,-0.00030382-0.00046365i,0.00066632-0.00043241i,0.0010368+4.5131e-05i,1.7261e-05+0.0004736i,-0.00021019+3.0145e-05i,-5.3137e-05+0.00021817i
-0.020844+0.080877i,-0.10651+0.14604i,-0.10291+0.22328i,-0.00071805+0.19165i,0.036925+0.10354i,-0.015202+0.05456i,-0.032059+0.024415i,-0.012468-0.005411i,0.0020485-0.015259i,0.006262-0.023149i,-0.0058986-0.025153i,-0.013739-0.0035872i,-0.0044131+0.016957i,0.0036791+0.015176i,0.0012188+0.0043495i,-0.012582-0.0013913i,-0.030077+0.0057526i,-0.034079+0.030485i,-0.017186+0.051326i,0.00056981+0.050291i,0.0063999+0.041689i,0.011956+0.03559i,0.018711+0.022241i
-0.069026+0.20839i,0.022674+0.20596i,0.061675+0.13425i,0.018118+0.054168i,-0.022429+0.027269i,-0.02077+0.038808i,-0.029991+0.052274i,-0.038541+0.052598i,-0.027858+0.038476i,-0.026455+0.025641i,-0.03434+0.023177i,-0.035553+0.020658i,-0.032681+0.014732i,-0.021079+0.01303i,-0.0032527+0.014641i,0.0081915+0.013463i,0.0083005+0.0053755i,-0.0029357-0.0096583i,-0.017194-0.020055i,-0.016665-0.017492i,-0.0022434-0.012116i,0.0059943-0.0070427i,0.002819+0.0013526i
-0.12359-0.015916i,-0.03606-0.1313i,-0.034942-0.24281i,-0.10026-0.18997i,-0.096454-0.087391i,-0.044054-0.048513i,-0.012523-0.01757i,0.0095549+0.021619i,0.0085994+0.02809i,-0.0097933+0.025517i,-0.010419+0.017222i,-0.0069545-0.0072266i,-0.013572-0.026974i,-0.024084-0.035613i,-0.033272-0.03798i,-0.035151-0.029681i,-0.025529-0.0010769i,-0.0036341+0.038729i,0.019287+0.056772i,0.019211+0.042407i,0.00049771+0.022825i,-0.0072786+0.010176i,-0.001738-0.00070276i
-0.028472-0.18373i,-0.063595-0.11275i,-0.075225-0.037351i,-0.051413+0.02513i,-0.0097063+0.062917i,0.005094+0.04359i,0.014193-0.0026654i,0.020153-0.040789i,0.01448-0.040656i,0.020977-0.019417i,0.028888-0.016421i,0.02339-0.017984i,0.016308-0.0037544i,0.0081699+0.022183i,-0.00010096+0.047101i,-0.002534+0.048869i,-0.0055321+0.018923i,-0.018856-0.018078i,-0.030276-0.026981i,-0.019209-0.012815i,-0.0062887-0.0056163i,-0.014874-0.0018863i,-0.021623+0.0089231i
0.21564-0.11502i,0.12575-0.025326i,0.10808+0.06471i,0.14975+0.01218i,0.13785-0.065834i,0.108-0.052257i,0.072729-0.026112i,0.013682-0.024005i,-0.01285-0.021145i,-0.0022438-0.021815i,0.0082868-0.0063512i,0.025598+0.018965i,0.048065+0.020204i,0.065653+0.0040811i,0.07213-0.0090745i,0.066969-0.010786i,0.059674-0.0047794i,0.051467-0.0079828i,0.037695-0.026364i,0.019432-0.037803i,0.010614-0.027176i,0.012935-0.012781i,0.012231-0.0094202i
0.19527+0.091916i,0.24402+0.025199i,0.212+0.0085739i,0.092203+0.016267i,-0.02297+0.011171i,-0.062865-0.0017928i,-0.043588-0.0082647i,-0.0064306+0.00738i,0.017617+0.010094i,0.015349-0.010682i,0.007145-0.021916i,0.0059813-0.016254i,0.001385-0.0095142i,-0.0062323-0.016852i,-0.0078811-0.041501i,-0.01159-0.065126i,-0.024064-0.066971i,-0.036136-0.047317i,-0.038718-0.015632i,-0.032165+0.0084706i,-0.018603+0.011063i,-0.0045211+0.0029165i,0.0037392-0.0020584i
-0.17012+0.17811i,-0.17499+0.052454i,-0.20945-0.057984i,-0.19428-0.014357i,-0.12418+0.069039i,-0.095627+0.079417i,-0.093135+0.057383i,-0.049486+0.033062i,-0.010935+0.0093763i,-0.021802+0.0036094i,-0.046574+0.00073306i,-0.061098-0.0086316i,-0.068708-0.0089968i,-0.077123+0.0034697i,-0.084382+0.02679i,-0.075416+0.049215i,-0.044329+0.054381i,-0.0067699+0.047364i,0.013092+0.032243i,0.011905+0.021036i,0.0063627+0.019726i,0.0027716+0.01242i,-0.0055599+0.0018848i
-0.23522+0.1521i,-0.16926+0.25377i,-0.05761+0.2317i,0.037124+0.14825i,0.086985+0.10481i,0.085229+0.09471i,0.054041+0.095316i,0.019154+0.068199i,-0.0076831+0.026018i,-0.016277+0.014669i,-0.015304+0.019176i,-0.016806+0.013857i,-0.013584+0.0068439i,0.0036296+0.010551i,0.027423+0.02107i,0.039173+0.025057i,0.025129+0.024628i,0.0067254+0.023194i,0.010231+0.015319i,0.018804+0.0019395i,0.011166-0.0042269i,0.0029866+0.0048158i,0.0084822+0.012754i
0.0087253-0.087102i,0.041634+0.012318i,0.0635+0.03416i,0.023116-0.080553i,-0.023322-0.20094i,0.02551-0.21306i,0.090589-0.16268i,0.078207-0.08991i,0.039821-0.017498i,0.039927+0.022866i,0.065221+0.027767i,0.071949+0.011575i,0.048615-0.0065463i,0.018943-0.01871i,-0.00098361-0.030728i,-0.0041187-0.040066i,0.0081898-0.042313i,0.011249-0.036227i,-0.004694-0.02273i,-0.017719-0.012424i,-0.0111-0.0077811i,-0.00068115-0.0074012i,-0.0024007-0.0081817i
0.16251-0.31434i,0.15105-0.33047i,0.14334-0.23495i,0.076959-0.099445i,-0.031034-0.010506i,-0.10278-0.017658i,-0.11459-0.082942i,-0.084452-0.098675i,-0.025507-0.061274i,0.010643-0.051701i,0.003752-0.054804i,-0.0044509-0.027124i,0.0098415+0.010802i,0.028305+0.027245i,0.027845+0.025276i,0.0090475+0.021828i,-0.015017+0.014742i,-0.030119+0.0029161i,-0.021558-0.0010528i,-0.0005932+0.0025976i,0.0043046+0.0016835i,-0.0015101-0.0014018i,-0.0023228-0.0024833i
0.042302-0.050716i,-0.18898-0.093793i,-0.34999-0.023395i,-0.26473+0.082166i,-0.097305+0.13218i,-0.063715+0.14813i,-0.094779+0.17109i,-0.070616+0.14749i,-0.026194+0.064945i,-0.024359+0.0026511i,-0.044382-0.0047073i,-0.03746+0.0095681i,-0.0092917+0.01111i,0.015886+0.001911i,0.037676-0.0060499i,0.053019-0.0067866i,0.056688-0.00030098i,0.050034+0.0089843i,0.038031+0.017263i,0.026964+0.017558i,0.01983+0.011952i,0.015366+0.006841i,0.010591+0.0043737i
-0.03526+0.30085i,0.023003+0.26614i,0.13273+0.18197i,0.25217+0.094636i,0.28911+0.049746i,0.28425+0.066002i,0.26394+0.089261i,0.19067+0.07159i,0.076432+0.041375i,-0.0078558+0.029233i,-0.034751+0.022362i,-0.033685-0.00042886i,-0.03463-0.034628i,-0.046444-0.058734i,-0.056038-0.063021i,-0.052555-0.052804i,-0.039984-0.031716i,-0.027511-0.01452i,-0.02985-0.017581i,-0.04044-0.020288i,-0.037151-0.0054239i,-0.020417+0.0052998i,-0.0052069+0.0028944i
-0.067574+0.19412i,0.11554+0.16981i,0.1067+0.061889i,-0.077455-0.040921i,-0.16429-0.15449i,-0.12218-0.24718i,-0.060213-0.26178i,-0.024009-0.19162i,0.00086021-0.085879i,0.036764-0.014713i,0.060622-0.010206i,0.041339-0.026539i,-0.0018336-0.012392i,-0.031333+0.027037i,-0.039568+0.060133i,-0.037933+0.060373i,-0.029037+0.035517i,-0.012306+0.013846i,0.006559+0.013769i,0.015149+0.023358i,0.010725+0.02021i,0.0032453+0.013041i,-0.0012935+0.011681i
-0.081491-0.27113i,-0.023421-0.3223i,0.025723-0.37206i,-0.0050903-0.27944i,-0.070326-0.06718i,-0.13015+0.038525i,-0.18861+0.036158i,-0.17816+0.024968i,-0.10088+0.0078145i,-0.035669-0.00068841i,-0.0012345+0.014119i,0.018535+0.031775i,0.036272+0.033427i,0.056595+0.021148i,0.068567+0.0058349i,0.061851-0.0020894i,0.032704-0.00046223i,-0.0044071+0.0066534i,-0.019324+0.0076751i,-0.0067129-0.0022809i,0.0073469-0.0063558i,0.0093541-0.0011945i,0.0068246+0.0014319i
0.061698-0.21819i,-0.13491-0.024561i,-0.24601+0.23379i,-0.19387+0.31623i,-0.10153+0.25538i,-0.018887+0.23292i,0.072911+0.22188i,0.10018+0.14412i,0.056784+0.054765i,0.017645-0.0010509i,0.0042558-0.028635i,0.0060254-0.02682i,0.017235-0.010501i,0.018892-0.01072i,0.0045566-0.028447i,-0.011739-0.040745i,-0.011078-0.041135i,0.0091296-0.045005i,0.01984-0.054493i,0.0049087-0.052962i,-0.011533-0.042467i,-0.017241-0.033545i,-0.019829-0.020752i
0.20452+0.06918i,0.20282+0.028157i,0.26717-0.036831i,0.34279-0.11466i,0.35542-0.1323i,0.3204-0.12178i,0.23394-0.13675i,0.12834-0.11057i,0.051917-0.047137i,-0.0056178-0.0080356i,-0.04711+0.010804i,-0.055031+0.017171i,-0.047918+0.0087387i,-0.048938+0.0054198i,-0.051761+0.022364i,-0.041288+0.042737i,-0.024654+0.049555i,-0.022348+0.056428i,-0.026+0.071209i,-0.016059+0.077286i,-0.0015921+0.062967i,0.002755+0.041959i,0.0029826+0.024358i
0.052052+0.24853i,0.15652+0.1871i,0.1259+0.15887i,-0.043649+0.17022i,-0.21409+0.11149i,-0.29377+0.029831i,-0.26277+0.012319i,-0.164+0.017672i,-0.069524-0.0033322i,-0.028861-0.023545i,-0.022807-0.022541i,-0.019922-0.018983i,-0.015345-0.01364i,-0.0018391+0.0022729i,0.021418+0.011324i,0.038426+0.0077796i,0.042696+0.001624i,0.042906-0.012656i,0.040406-0.03536i,0.03179-0.045275i,0.02114-0.033049i,0.01626-0.01686i,0.012792-0.010296i
-0.2453+0.12221i,-0.277-0.0065554i,-0.31131-0.23639i,-0.25731-0.29247i,-0.10793-0.15043i,-0.0061719-0.0077689i,0.012633+0.08282i,0.021474+0.10004i,0.024663+0.059007i,0.033455+0.041323i,0.06505+0.041068i,0.074901+0.02198i,0.044197+0.00013401i,0.013027-0.017144i,0.0053307-0.033915i,0.0084961-0.046631i,0.0046074-0.041698i,-0.00041262-0.013621i,0.0008073+0.011592i,-0.0023467+0.012305i,-0.0053011+0.0032142i,0.0029746-0.0024202i,0.0090435-0.0085445i
-0.12-0.040614i,-0.077271+0.21844i,0.030783+0.45901i,0.094064+0.44981i,0.056917+0.26214i,0.041201+0.1003i,0.081988-0.019816i,0.082395-0.079411i,0.049716-0.058045i,0.028868-0.040487i,-0.0041084-0.047024i,-0.032569-0.029581i,-0.02041-0.0022559i,0.0028259+0.0056455i,-0.0032844+0.0036974i,-0.025155+0.00448i,-0.043543-0.0053194i,-0.061816-0.023696i,-0.068577-0.01699i,-0.049603+0.015443i,-0.02462+0.036373i,-0.018095+0.03545i,-0.016535+0.029669i
0.11986-0.2506i,0.075666-0.30017i,0.038915-0.39667i,0.023829-0.47879i,0.042592-0.45472i,0.039379-0.35527i,-0.022504-0.2275i,-0.049309-0.094952i,-0.0088213-0.024953i,0.010405-0.018219i,-0.0027408-0.0060237i,-0.0052141+0.013734i,-0.0029788+0.015936i,-0.0059569+0.0092452i,-0.0010582+0.0028104i,0.0071676+0.0012216i,0.012959+0.015459i,0.034989+0.030993i,0.065163+0.012582i,0.068311-0.025808i,0.047729-0.039324i,0.032608-0.027489i,0.022314-0.017684i
0.12487-0.16119i,0.13569-0.17821i,0.19682-0.017739i,0.1753+0.20636i,0.033161+0.34021i,-0.08294+0.3476i,-0.071418+0.26358i,-0.028364+0.14981i,-0.034689+0.063403i,-0.061025+0.027747i,-0.06533+0.021755i,-0.040501+0.014425i,-0.01256-0.00069307i,-0.0026688-0.0080375i,-0.0036971-0.0023806i,-0.0015279+0.0075042i,0.0070606+0.0071923i,-0.0030537-0.0054081i,-0.038905-0.0027071i,-0.062501+0.020027i,-0.058555+0.029524i,-0.042859+0.020988i,-0.024322+0.013421i
-0.0057983+0.22289i,-0.24915+0.12186i,-0.51109+0.0070072i,-0.48183-0.083472i,-0.23824-0.1519i,-0.047384-0.16558i,0.012044-0.10295i,0.015115-0.046559i,0.010464-0.014308i,0.028955+0.0040392i,0.055119-0.017094i,0.04274-0.044091i,0.0098369-0.032713i,-0.0022339-0.0060701i,0.0037312+0.0031656i,0.010224-0.0075073i,0.011643-0.017945i,0.014528-0.010121i,0.022395+0.002571i,0.028513+0.0050763i,0.027399+0.00089316i,0.018146-0.0051975i,0.0060073-0.0078055i
-0.096395+0.29613i,0.21905+0.34453i,0.49064+0.32501i,0.49337+0.27612i,0.31302+0.19978i,0.14397+0.12247i,0.047011+0.045992i,-0.0056938+0.01511i,-0.0029313+0.02175i,0.016652+0.014826i,0.0065455+0.014937i,-0.0011881+0.025205i,0.0059549+0.018992i,0.015099+0.011119i,0.026321+0.015823i,0.029667+0.022217i,0.0076855+0.020284i,-0.025044+0.019574i,-0.021395+0.025234i,0.00898+0.01622i,0.020939+0.004006i,0.018848+0.012506i,0.020014+0.022868i
-0.030898-0.18377i,-0.10878-0.21558i,-0.3239-0.29108i,-0.47407-0.31696i,-0.39668-0.28566i,-0.24246-0.24562i,-0.13069-0.14151i,-0.027892-0.040567i,0.019826-0.028102i,0.0068601-0.038153i,0.00047146-0.033546i,0.0009367-0.0209i,-0.0012731-3.2468e-05i,-0.0049094+0.0060068i,-0.01498-0.0097564i,-0.027118-0.024632i,-0.028453-0.024676i,-0.016494-0.031362i,-0.025807-0.051736i,-0.054568-0.04545i,-0.056632-0.014177i,-0.031935-0.0018881i,-0.014757-0.0057519i
0.0053185-0.24441i,0.088036-0.23532i,0.37549-0.18407i,0.57951-0.046549i,0.5301+0.1618i,0.38294+0.26108i,0.25138+0.16703i,0.13064+0.043193i,0.047056+0.0095253i,0.010424+0.017636i,-0.0030487+0.025587i,-0.0050736+0.0183i,-0.012289-0.0049349i,-0.028636-0.012085i,-0.031252+0.0035455i,-0.0095335+0.017446i,0.016382+0.019487i,0.029691+0.019395i,0.0384+0.024304i,0.044702+0.02818i,0.037694+0.025774i,0.019685+0.01731i,0.0056154+0.0038876i
0.21515-0.050445i,-0.034328+0.10569i,-0.33016+0.355i,-0.42559+0.34002i,-0.34768+0.088221i,-0.23387-0.065618i,-0.13191-0.046929i,-0.067177-0.013418i,-0.046126-0.018083i,-0.036738-0.026128i,-0.032292-0.035412i,-0.032569-0.032709i,-0.026207-0.0090549i,-0.020351+0.010007i,-0.029881+0.020522i,-0.043273+0.030305i,-0.03467+0.028753i,-0.013535+0.012533i,-0.010007+0.0015705i,-0.021528-0.00097052i,-0.026272-0.01176i,-0.026602-0.019065i,-0.029012-0.0081337i
0.056854+0.39132i,0.32245+0.18116i,0.5362-0.16888i,0.50531-0.33904i,0.32746-0.26688i,0.18261-0.1515i,0.074401-0.11118i,0.0048257-0.073954i,-0.0071497-0.030896i,-0.0086089-0.0081929i,-0.004597+0.013217i,0.010359+0.017928i,0.022148+0.00061675i,0.049303-0.018882i,0.087459-0.036145i,0.10561-0.050017i,0.079072-0.04993i,0.029911-0.030153i,0.018319-0.014671i,0.036128-0.012667i,0.046216-6.3589e-06i,0.053281+0.015948i,0.050909+0.01447i
-0.28884-0.0090842i,-0.41656+0.10106i,-0.64261+0.27337i,-0.76081+0.38034i,-0.67942+0.31413i,-0.53276+0.16758i,-0.35542+0.1213i,-0.17397+0.11995i,-0.051671+0.090266i,0.0058817+0.055048i,0.011242+0.026395i,0.0021944+0.01838i,0.0070772+0.011279i,-0.0092518-0.011228i,-0.049062-0.028446i,-0.073916-0.023659i,-0.073155-0.001312i,-0.059518+0.020192i,-0.045946+0.033202i,-0.034556+0.035681i,-0.031631+0.027913i,-0.03203+0.020155i,-0.022729+0.015686i
-0.03353+0.035228i,0.034356-0.038359i,0.21066-0.31748i,0.38907-0.44273i,0.48116-0.23965i,0.47833-0.0012642i,0.36526+0.063794i,0.23888+0.048725i,0.15509+0.018218i,0.089038-0.010951i,0.056027-0.012124i,0.040817-0.01018i,0.0042957-0.0015508i,-0.022407+0.02352i,-0.011447+0.02252i,0.0049158-0.012978i,0.0047368-0.0378i,0.005127-0.034683i,0.0015701-0.023365i,-0.015833-0.010691i,-0.026691+0.0029995i,-0.026052+0.0040225i,-0.023938-0.0055657i
0.095802-0.30725i,0.059376-0.023765i,0.12783+0.50259i,0.15658+0.67983i,0.036687+0.41133i,-0.053759+0.13494i,0.00036277-0.011287i,0.052133-0.088755i,0.041127-0.10045i,0.015316-0.095338i,-0.026345-0.088039i,-0.047565-0.050996i,-0.015945-0.010179i,0.027386+0.012979i,0.048488+0.040024i,0.05531+0.064499i,0.056198+0.050755i,0.046265+0.012459i,0.037396-0.0080337i,0.038529-0.0071046i,0.037977-0.0084315i,0.028556-0.011467i,0.017645-0.0040511i
0.3034+0.17817i,0.29974-0.14485i,0.091524-0.59174i,-0.11542-0.76191i,-0.16829-0.61632i,-0.19337-0.41137i,-0.2493-0.23047i,-0.24352-0.10082i,-0.18225-0.044539i,-0.12616+0.0039036i,-0.065766+0.034819i,-0.023743+0.012842i,-0.023186-0.026975i,-0.037405-0.064933i,-0.057869-0.093198i,-0.077212-0.091739i,-0.077931-0.059818i,-0.062783-0.025736i,-0.043239-0.01581i,-0.026145-0.023105i,-0.0074-0.025389i,0.010942-0.025526i,0.010639-0.029872i
-0.58601+0.027599i,-0.6955+0.266i,-0.5326+0.60644i,-0.25186+0.72586i,-0.1163+0.59424i,-0.085015+0.43986i,-0.011713+0.33844i,0.051968+0.25261i,0.071803+0.18491i,0.085006+0.11471i,0.07608+0.052332i,0.055867+0.025162i,0.042926+0.012672i,0.025747+0.021062i,0.019681+0.053274i,0.036686+0.083417i,0.048099+0.094857i,0.043068+0.084275i,0.03463+0.068165i,0.019237+0.069007i,-0.0056097+0.085934i,-0.017964+0.092792i,-0.0033731+0.072727i
0.28201+0.013346i,0.33874-0.17384i,0.1362-0.51481i,-0.058707-0.67074i,0.012161-0.56563i,0.17106-0.43134i,0.15495-0.30637i,0.071484-0.14687i,0.044135-0.031683i,0.035483-0.0099155i,0.020219-0.032858i,-0.0071048-0.037557i,-0.024855-0.0043997i,-0.010558+0.010715i,0.007688-0.021176i,-0.00094353-0.054703i,-0.02503-0.059936i,-0.037497-0.042349i,-0.028888-0.017492i,-0.0060651-0.0085201i,0.018361-0.02023i,0.028589-0.02541i,0.023137-0.017021i
-0.16689-0.10625i,0.0068936-0.024875i,0.4179+0.13856i,0.5813+0.23714i,0.30275+0.20811i,-0.028055+0.14798i,-0.12231+0.058572i,-0.078278-0.031926i,-0.057658-0.086944i,-0.098687-0.07261i,-0.12775-0.0012261i,-0.098032+0.040595i,-0.05481+0.03634i,-0.020211+0.047899i,0.023451+0.060908i,0.05781+0.02967i,0.058583-0.022068i,0.025947-0.0524i,-0.027382-0.0567i,-0.065779-0.042681i,-0.062383-0.021244i,-0.035157-0.010912i,-0.016478-0.0083034i
0.47914-0.089516i,0.19655-0.15606i,-0.40355-0.063003i,-0.65072+0.14417i,-0.3516+0.2284i,0.012661+0.1537i,0.18822+0.070773i,0.21345+0.00975i,0.19859-0.023791i,0.19344-0.059611i,0.13321-0.1002i,0.045915-0.083575i,0.003806-0.056687i,-0.029457-0.0568i,-0.068917-0.032919i,-0.076946+0.014435i,-0.046006+0.054276i,-0.0015471+0.070511i,0.034673+0.066345i,0.053904+0.060118i,0.045919+0.045i,0.013528+0.01859i,-0.015947+0.010892i
-0.47683+0.4583i,-0.29124+0.67466i,0.20885+0.5446i,0.50388+0.13252i,0.43629-0.14228i,0.2755-0.17179i,0.11869-0.095924i,-0.037104-0.0029623i,-0.13936+0.06312i,-0.15908+0.096465i,-0.093306+0.090411i,-0.017551+0.043695i,-0.0040999-0.0012928i,-0.024098-0.042603i,-0.051771-0.093153i,-0.08492-0.11349i,-0.10229-0.070723i,-0.072831-0.0076042i,-0.0098321+0.01168i,0.021498-0.0067985i,0.017981-0.0028074i,0.020731+0.029068i,0.026256+0.04089i
0.21478-0.76973i,0.083856-1.0683i,-0.23742-0.91209i,-0.45145-0.42397i,-0.45692-0.039989i,-0.43631+0.067946i,-0.42237+0.050613i,-0.29198+0.020495i,-0.14618-0.026664i,-0.093888-0.029701i,-0.062483+0.018602i,-0.024267+0.036068i,0.0072879+0.064834i,0.056883+0.12744i,0.10831+0.1518i,0.13385+0.11775i,0.11023+0.042264i,0.030314-0.023922i,-0.0382-0.03987i,-0.048927-0.023621i,-0.028226-0.0044486i,4.4044e-05-0.0054557i,0.017492-0.01719i
-0.015845+0.69393i,0.18811+0.76235i,0.42004+0.44289i,0.44745+0.08718i,0.27138+0.016002i,0.16298+0.10726i,0.19317+0.10913i,0.22662+0.01767i,0.20806-0.083081i,0.13385-0.15312i,0.042772-0.15043i,-0.0058415-0.095377i,-0.023712-0.068527i,-0.032542-0.075857i,-0.036128-0.084772i,-0.037143-0.083553i,-0.013583-0.066978i,0.022276-0.047263i,0.026828-0.02322i,0.0207+0.011697i,0.026576+0.027609i,0.023825+0.015669i,0.0035406+0.0037057i
-0.030489-0.31947i,-0.13347-0.14641i,-0.27782+0.26288i,-0.25372+0.42522i,-0.1343+0.1357i,-0.086471-0.1192i,-0.023062-0.096908i,0.0090388-0.0069076i,0.0032981+0.083197i,0.040479+0.10893i,0.034797+0.020854i,-0.025948-0.033784i,-0.060502-0.032466i,-0.10464-0.038714i,-0.15008-0.023626i,-0.14571+0.018209i,-0.11701+0.069927i,-0.078252+0.10472i,-0.036844+0.095969i,-0.015933+0.087111i,-0.0054178+0.10606i,-0.0010668+0.11232i,-0.0024638+0.092199i
0.046661+0.52273i,0.15979+0.55954i,0.19826+0.17155i,0.052997-0.053305i,0.03244+0.17017i,0.23543+0.34178i,0.34552+0.2259i,0.31283+0.035912i,0.2421-0.091286i,0.14424-0.12313i,0.052839-0.079959i,0.014363-0.034219i,0.017105-0.010835i,0.0053312+0.029767i,-0.010478+0.097885i,0.011129+0.13307i,0.029107+0.10072i,0.01829+0.042844i,0.018432-0.0094725i,0.019685-0.05787i,-0.013743-0.075937i,-0.049372-0.044918i,-0.052068-0.0034685i
-0.23966-0.91883i,-0.64748-1.0802i,-0.75316-0.77555i,-0.56936-0.50056i,-0.48969-0.50547i,-0.57198-0.50733i,-0.57777-0.2684i,-0.4065+0.043915i,-0.23201+0.16623i,-0.17413+0.16275i,-0.088234+0.15912i,0.0062128+0.114i,0.020985+0.086698i,0.068488+0.068059i,0.12905-0.033277i,0.080044-0.11961i,-0.024087-0.11779i,-0.090202-0.084348i,-0.096783-0.033088i,-0.060279+0.020181i,-0.0091123+0.026614i,0.035431-0.018775i,0.045692-0.075203i
0.7088+0.73073i,1.0333+0.72447i,0.99708+0.58063i,0.74586+0.4376i,0.52935+0.37481i,0.46177+0.32224i,0.40742+0.085496i,0.19327-0.14562i,0.01646-0.15686i,-0.020104-0.086105i,-0.040401-0.0060703i,-0.014462+0.059439i,0.049433+0.028154i,0.080274-0.023456i,0.12054+0.0014264i,0.18231+0.042382i,0.20475+0.027407i,0.14842-0.021838i,0.041516-0.024017i,-0.016682+0.013795i,-0.010017+0.019334i,0.0013819+0.010186i,0.013571+0.015234i
-0.164+5.4224i,1.7188+4.6571i,5.2803+4.7942i,6.8703+2.4701i,6.0398-0.73682i,3.0691-3.0431i,-0.1317-2.357i,-1.088-0.26765i,-0.17871+0.75302i,0.87271+0.39904i,0.85754-0.41949i,-0.085434-0.76804i,-1.1151-0.49545i,-1.7004+0.20161i,-1.4991+0.84566i,-0.72344+0.99019i,-0.020704+0.6829i,0.2124+0.23446i,0.058673+0.0104i,-0.092179+0.14848i,-0.019087+0.35039i,0.07799+0.38921i,0.080003+0.32028i
-0.25108-0.42402i,-0.53837-0.17191i,-0.65781+0.091416i,-0.50423+0.27399i,-0.095682+0.32794i,0.28091+0.2515i,0.42389+0.14727i,0.31399+0.081534i,0.12558+0.13429i,0.094646+0.20505i,0.13252+0.13132i,0.099685+0.0056068i,0.07507-0.083349i,0.082884-0.12862i,0.083179-0.092107i,0.069725-0.002643i,0.046396+0.061791i,0.030465+0.079227i,0.022302+0.061638i,0.015797+0.022322i,0.018665-0.016062i,0.012583-0.039178i,-0.018631-0.033471i
0.27399-0.52713i,0.021007-0.644i,0.083238-0.61769i,0.25755-0.72861i,0.23393-0.82449i,0.059898-0.6868i,-0.14689-0.37016i,-0.21664-0.032876i,-0.14417+0.13132i,-0.095023+0.16456i,-0.026187+0.19957i,0.061092+0.16663i,0.07177+0.085845i,0.054532+0.0059791i,0.041381-0.082114i,0.02193-0.11423i,0.020311-0.075369i,0.026155-0.018182i,0.026035+0.012053i,0.016665-0.0037284i,-0.00364-0.03863i,-0.017075-0.063862i,-0.018576-0.067348i
0.87263+0.45772i,1.0683+0.071311i,0.89736+0.0043445i,0.62142+0.16867i,0.25425+0.20394i,-0.086618+0.16381i,-0.19158+0.14201i,-0.17442+0.12583i,-0.16784+0.14539i,-0.11583+0.17592i,-0.026933+0.14585i,0.004934+0.073783i,-0.0081652+0.047816i,0.03197+0.055858i,0.094127+0.022176i,0.094554-0.033648i,0.048759-0.07019i,0.0088388-0.07591i,0.002279-0.026214i,0.020365+0.032761i,0.025147+0.041427i,0.0097806+0.02898i,-0.0020543+0.021487i
-1.0841+0.47808i,-1.0655+0.50591i,-1.0678+0.37603i,-0.76938+0.34144i,-0.15914+0.22185i,0.20061-0.028773i,0.19979-0.17525i,0.083829-0.21581i,-0.027287-0.19173i,-0.062637-0.11801i,-0.0328-0.051855i,0.0091945-0.0013422i,0.044043+0.036405i,0.065043+0.052663i,0.073581+0.059126i,0.078727+0.072607i,0.081635+0.077171i,0.076653+0.047736i,0.063104-0.015585i,0.029251-0.072219i,-0.02086-0.069796i,-0.045488-0.019226i,-0.035212+0.011027i
-0.72994-0.67159i,-0.51736-0.15338i,0.12718+0.096486i,0.45781+0.01046i,0.39918-0.066713i,0.26784-0.11678i,0.098758-0.19762i,-0.05547-0.19627i,-0.10779-0.14583i,-0.11636-0.10099i,-0.10575-0.047351i,-0.078705-0.033461i,-0.095898-0.060806i,-0.14865-0.058i,-0.18163-0.016479i,-0.17528+0.042144i,-0.12899+0.09927i,-0.060517+0.11257i,-0.019435+0.068971i,-0.02125+0.02856i,-0.016543+0.026214i,0.01521+0.026254i,0.040834+0.020451i
0.80549-1.176i,0.12542-1.4607i,-0.46674-1.2217i,-0.68206-0.85753i,-0.6742-0.55081i,-0.55702-0.27391i,-0.38033-0.041055i,-0.18064+0.084692i,-0.038437+0.086514i,0.013601+0.061923i,0.030574+0.068358i,0.032577+0.076734i,0.029551+0.065767i,0.03154+0.016077i,0.011622-0.077421i,-0.031969-0.1585i,-0.049451-0.17545i,-0.045362-0.1336i,-0.050023-0.058666i,-0.034999-0.0026436i,-0.0054808-0.0038182i,-0.0065698-0.034453i,-0.025339-0.045255i
0.99716+1.4148i,1.1427+1.0895i,0.95127+0.72474i,0.7542+0.46225i,0.48842+0.25022i,0.28012+0.16222i,0.2927+0.070672i,0.28819-0.051024i,0.21584-0.041899i,0.16969+0.00028776i,0.093948-0.0025862i,0.030968+0.016313i,0.035546+0.031369i,0.055079+0.046002i,0.075241+0.092613i,0.096523+0.11445i,0.088859+0.07545i,0.062438+0.020539i,0.05097-0.010351i,0.046538-0.022585i,0.031058-0.026114i,0.013013-0.00697i,0.011613+0.024065i
