0.00035545+0.00073394i,-0.0006822+0.00067315i,-0.0017904-0.00063748i,-0.00228-0.0018479i,-0.0025964-0.0015004i,-0.0028066+0.00023143i,-0.0027937+0.0013879i,-0.0014815+0.00064135i,0.00021302-0.0003985i,0.00053255-0.00066511i,0.00010442-0.00072734i,0.00010351-0.00046615i,0.0010083+0.00031696i,0.00095628+0.00060215i,9.4903e-05+0.00033025i,-0.00024651-0.0001607i,-0.00052364-0.00020098i,-0.00063667-0.00023179i,-0.00071518-0.00054537i,-8.2604e-05-0.00032204i,0.00098985+0.0001088i,0.00034954-0.00011486i,-0.00038223+4.6129e-05i
0.00089929+0.0018173i,0.0016346+0.0014995i,0.0020202+0.00037719i,0.00092527-0.00046159i,0.00014587-0.0008101i,-0.00043668-0.00054711i,-0.00073778+9.7532e-05i,0.00010776-7.2004e-05i,0.00050963-0.00063091i,0.00015417-0.00025965i,-0.00021034+8.7034e-05i,-0.00072148+0.00080686i,-0.00059492+0.00088817i,-2.2785e-05-0.00037424i,-0.00023302-0.00087291i,-0.00048183-0.00060347i,-0.00016674-0.00064976i,-0.00017544-0.00068428i,-0.00064511+6.1719e-05i,-0.00077851+0.00017561i,-0.00032008+0.00012245i,-6.1405e-05+0.00086172i,0.00023552-0.00012606i
-0.00076203-0.0026169i,-6.5283e-05-0.0019671i,0.00037062-0.00060011i,-3.0455e-05+8.3235e-05i,0.00010005+0.00061813i,3.143e-05+0.00095083i,-0.00077029+7.1134e-05i,-0.0011771-0.00091751i,-0.0015518-0.00074358i,-0.0012048-0.00056756i,-0.00040764-0.00031613i,0.00066042+0.00021873i,0.0011995+0.00054811i,0.00044886+0.00072471i,0.0003649+0.00094934i,0.00015868+0.00057033i,-0.00029115+0.00030058i,7.9851e-05+0.0003159i,-9.3935e-06+0.00014264i,-0.00046499+9.6348e-05i,-0.00048025+0.0005109i,-0.00077917+0.00085716i,-0.00053596+0.00012544i
-0.0010358-0.0011261i,-0.0022761+0.00073875i,-0.0032502+0.0019011i,-0.0016907+0.0021061i,-0.00025424+0.001674i,0.00010876+0.00073587i,0.00055088+0.00023465i,0.00036971-0.00015425i,-0.00014928+0.00041074i,-0.00034631+0.00153i,-0.00016317+0.001415i,0.00023694+0.00026178i,0.00015214-0.00027377i,-0.00024416-0.00026878i,-0.00049048+0.00031322i,-0.00035671+0.00058787i,-0.00057455-7.6237e-05i,-0.00097908-0.00058581i,3.6188e-05-0.0006832i,0.00070488-0.00079419i,0.00042768-0.00068572i,0.00065731+0.00010116i,0.00043615+0.00015252i
0.0021546+0.00036626i,0.0020965-0.0014769i,0.0011605-0.0023077i,0.0010953-0.00032807i,0.00011996+0.0010553i,-0.0010123+0.00047158i,-0.0010411+0.00033355i,-0.00075957+0.00039734i,-5.239e-05+0.00063169i,0.00087735+0.00071822i,0.00024632+0.00073372i,-0.0004324+5.7779e-06i,8.5165e-05-0.00076334i,0.00073394-0.00066135i,0.00068263-5.2306e-05i,0.00027418+0.00010425i,0.00014128-0.00014546i,-0.00084162-0.00051719i,-0.0012371-0.0011113i,-0.00029092-0.00095061i,-0.00012352-0.00013553i,-0.00063036+2.998e-05i,-0.00052647+3.6031e-05i
-0.0023966-7.36e-05i,-0.0024674+0.0016129i,-0.0014253+0.0015619i,-0.00099378+0.00084513i,-0.00011755+0.0011982i,0.00052378+0.00076686i,-0.00074516-4.9281e-05i,-0.0014548-0.00015753i,-0.00089433-0.00027845i,-0.00042025+6.2244e-05i,0.00019658+0.0012932i,0.00032661+0.0017273i,-0.00020373+0.00067335i,0.00018633-0.0001911i,5.0529e-05-0.0003173i,-0.00084056-0.00025188i,-0.0011569+0.00015878i,-0.00062552+6.5395e-05i,0.00017457+9.909e-05i,0.00065784+6.6351e-05i,-8.0365e-05-0.00016986i,-0.00036342+0.00010579i,-9.9279e-05-0.00014832i
0.00089211-0.0017311i,0.0016691-0.0003826i,0.0013014-0.00031428i,7.8651e-05-0.00078338i,-0.0006969-0.00072173i,-0.00062987+4.0883e-06i,-0.00038195+0.00037017i,-0.00065746+4.8584e-05i,-0.00095901-7.8565e-06i,-0.001198+0.00035991i,-0.00085241+0.00073442i,-3.0849e-05+0.001175i,0.00053587+0.0011322i,5.8761e-05+9.5718e-05i,-0.00038317-0.00066992i,-0.00023526-0.00069922i,0.00019424-4.6536e-05i,0.0006211+0.0004305i,0.00047224+0.00023925i,0.00021598+0.00046616i,-0.00025359+0.00010201i,-0.00024678-0.00011028i,0.00056001+0.00040616i
0.00118+0.00057581i,0.0019694+0.00038655i,0.0017988-3.2157e-05i,0.0019052+8.8429e-05i,0.0013355+0.0003143i,-0.00043426-4.3562e-05i,-0.0011644-0.00057907i,-0.001176-0.00035006i,-0.001244+8.1826e-05i,-0.00093065+1.2531e-05i,-0.00041036+0.00048829i,-0.0002994+0.00065795i,-0.00098076-0.00020009i,-0.0010307-0.00094685i,-0.00066617-0.00067207i,-0.00027192-0.00021805i,-0.00017556+0.0006245i,-0.00067434+0.00089769i,-0.00018024+0.0001537i,-2.238e-05-0.00068833i,-4.9681e-05-0.00050077i,8.1906e-05+0.00040017i,-0.00020956+0.0002881i
0.00064035+0.0011257i,0.00023987+0.00012303i,0.00054761-1.3541e-05i,0.00084888+0.00014934i,0.00040956-0.0010362i,-0.00040793-0.0012756i,-0.00089123-0.00064094i,-0.00042475+0.00015804i,9.1679e-05+0.00017813i,3.1591e-05-0.00040654i,0.00023412-0.00085231i,0.00048822-0.00080704i,0.00052873-0.00080354i,0.00063029-0.0006742i,0.00034267-0.00020608i,-4.6289e-05+0.00010738i,1.5304e-06-0.00073956i,-0.00033214-0.0017293i,-0.00054636-0.0011113i,-0.000155-0.00057716i,-0.00067263-9.9363e-05i,-0.0004334+0.00051858i,0.00013981+0.0008296i
0.00012752-0.00042293i,0.0015203+0.00014663i,0.0034255+0.0014155i,0.0031083+0.0012075i,0.0017729+0.00011116i,0.00045516-0.00085367i,-0.00082613-0.00071264i,-0.0012751-0.00043073i,-0.0014271+0.00040098i,-0.0010689+0.00061918i,-0.00025262+0.00045723i,0.00035483+0.00062564i,0.00084804+0.00024413i,0.00027081+7.4727e-05i,0.00012542+0.00029867i,0.00032077-0.00012527i,0.00038003-0.00099351i,0.00033568-0.00068343i,-0.00028578-5.4114e-05i,-0.00075795-4.6086e-05i,-0.00045051+0.00035318i,-7.8495e-05-3.3287e-05i,0.00047249+0.00013093i
5.8234e-05+0.0012264i,0.00056114+0.001238i,0.00035427+0.0011484i,0.00032041+0.00057729i,-0.00021598+0.00061793i,-0.00049543+0.00016773i,-0.0010713-0.00030583i,-0.0015958+0.00032306i,-0.0011114+0.00038451i,-0.00086439+0.00010803i,-0.00055516-0.00012205i,0.00038632-4.6992e-05i,0.00093828+5.6086e-05i,0.00084423-0.00035861i,0.00030794-0.00049472i,6.9958e-05-0.00059672i,0.00051709-0.00075044i,0.00013047-0.00093332i,-0.00046926-0.00041855i,-0.00041757+0.00050875i,-0.00082141+0.00063179i,-0.001296+8.9699e-05i,-0.00088002-3.82e-05i
0.00052598-0.0019748i,0.00044442-0.002174i,0.0001407-0.002492i,0.00069676-0.0024557i,0.00056076-0.00086531i,-4.0194e-06+0.00083726i,-0.00037287+0.00090602i,-0.0009383+0.00027097i,-0.0010788-4.3996e-05i,-0.00061174+2.9767e-05i,-0.00040249+0.00018277i,-0.00055255+7.6716e-05i,-2.0063e-05-0.00021172i,0.00035397-0.00062511i,0.00013633-0.00028052i,-0.00013866+0.00071079i,2.0536e-05+0.00054181i,0.00046352+1.5351e-05i,0.00024776-0.0001713i,-0.00023191-0.00040135i,-0.00032445-0.00094529i,-0.00035499-0.00055833i,-0.00043517+0.00052551i
0.0018453+0.00063523i,0.0012597+0.00020383i,0.00020568-3.5272e-05i,0.00080768-7.1423e-05i,0.0015912-0.00027736i,0.0011317-1.4126e-05i,0.00046313+0.00025539i,-0.00022663+5.8581e-05i,-0.00076596-0.00037736i,-0.0012954-0.0003896i,-0.0011115+0.00033557i,-0.00037222+0.0013863i,-0.00019464+0.0013093i,-0.00039691+0.0011342i,-6.6061e-05+0.00068938i,0.00018332+0.00012303i,-1.2095e-05+2.4365e-05i,-7.2725e-05-4.6421e-05i,-0.00014851+0.00034149i,1.0221e-05+0.00022444i,0.00072244-0.00031547i,0.00030233+4.737e-05i,-0.0003647+0.00051689i
0.00027649-0.00086838i,-0.00073327-0.00043867i,-0.00057495-0.00041374i,-0.00080634-0.00093299i,-0.0014258-0.0011456i,-0.0010682-0.00067046i,-0.0012253+0.00014853i,-0.001053+0.00046878i,-0.0004651+0.00044735i,-0.00031523+0.0003169i,2.6676e-05+0.00014893i,-0.00012689+0.00048864i,-0.00017911+0.00045433i,5.0403e-05-0.0001127i,-7.7394e-05-0.00024569i,-0.00064288-1.5862e-05i,-0.00054288-0.00036886i,0.00040441-0.00047364i,0.00062017-0.00019855i,0.0011549-0.00025575i,0.001124+0.00018815i,0.00038365+0.00051525i,0.00020934+0.00018363i
-0.00048649-7.9554e-05i,-0.00030767+0.001419i,-0.000478+0.0024331i,-0.00039885+0.0027835i,-9.8789e-05+0.0024024i,-0.00010046+0.0024548i,-0.00071294+0.0024595i,-0.00096981+0.00038878i,-0.0012046-0.00044361i,-0.0011745+0.0003469i,-0.00051198+0.0005104i,0.00060943+0.00022612i,0.0014719+0.00018247i,0.0010987+2.1917e-05i,0.00026441-0.00033376i,0.00023403-0.00021262i,0.0002918+0.0001318i,0.00073877-0.00027795i,0.0008653-0.00044643i,0.00013718-0.00018775i,0.00015236-0.00030855i,0.00045746-0.00016734i,0.00031847+0.00048917i
0.00073873+0.00011151i,-0.00011455-0.00097858i,-0.00016859-0.0012429i,0.00064991-0.00040279i,0.0001955+0.00049682i,-0.00032676+0.00073929i,-0.0010318+0.00086092i,-0.0014295+0.00046892i,-0.00048449-0.00022342i,-0.00023907-0.00039717i,-0.00023012+4.2674e-06i,-0.00011757+0.00018689i,-0.00045346+9.511e-05i,0.00010969-0.00015764i,0.00031372-0.00074788i,0.00060953-0.00094743i,0.0002609-0.00071951i,-0.00013923-0.00052142i,0.00024584-0.00048i,-2.7102e-05-0.00043859i,-0.00020559-0.00040092i,-0.00024971-0.00063965i,-9.1498e-05-0.0004467i
0.00015781-0.00028863i,0.00022432-0.00037389i,0.00058172-0.00066597i,-0.00020116-0.00029841i,-0.00087547+0.00020812i,-0.0005502+0.00012304i,-0.00040328-1.9561e-05i,-0.00055341+7.5635e-05i,-0.00041811-0.00025879i,-0.00046761-0.00047195i,-0.00017222-4.6595e-05i,7.5017e-05-2.6121e-05i,-2.1521e-05-0.00084952i,-0.00021364-0.0014857i,-0.00034388-0.0015059i,-0.00033762-0.0011337i,-0.00038025-0.00088297i,3.6312e-05-0.00063529i,0.00015903-5.9499e-06i,-0.00020006-0.00014067i,-0.00021491-0.00031366i,-0.00039312-6.6012e-05i,-0.00029977-9.6819e-05i
-4.7059e-05+0.00020583i,-0.00058398+0.0016489i,-0.00063584+0.0012469i,5.1805e-05+0.00075482i,-0.00027364+0.00067461i,-0.00088666+0.0004137i,-0.00070898-0.00083927i,5.2922e-05-0.0014751i,-5.2154e-05-0.00064384i,-0.00013655-0.00070971i,0.00038179-0.00063689i,0.000706+0.00012865i,0.00092377+0.00034106i,0.00073297-7.2623e-05i,0.00011204-0.00040637i,-0.00036786-7.4634e-05i,-0.00042924+0.0002216i,-0.00083065-0.00020354i,-0.00074573-0.00028583i,-2.3292e-05+0.00056255i,0.00033121+0.00095079i,0.00026779+0.0004212i,7.9214e-05+0.00024022i
0.0016373-0.0013788i,0.0017332-0.0017414i,0.001514-0.0014128i,0.0012521-0.0007545i,0.00094542-0.00036879i,0.00020231-0.00065359i,-0.00018603-0.0010159i,-0.00078918-0.00022594i,-0.0010902+0.0002018i,-0.00067132+0.0001519i,-0.00059739+0.00079249i,8.2732e-05+0.0010631i,-0.00011702+0.00023128i,-0.00049694+0.00022735i,2.453e-05+0.00042267i,0.00043788-0.00021208i,-1.0202e-05-0.00070651i,-0.00081412-0.00036284i,-0.00081413-0.00039226i,-0.00070956-0.00048438i,-0.0010102-0.00034182i,-0.0013917+0.00036543i,-0.00088786+0.00096367i
0.0012647-0.00068972i,0.0016784-0.0012667i,0.0012929-0.0010829i,0.0011636-0.00064531i,0.00034394-0.00014715i,-0.00076257-0.00013984i,-0.0006592+0.00040519i,-8.0969e-05+0.0005378i,0.00011355+0.00051277i,-0.00022079+0.00032324i,-0.00043308+0.00067409i,-0.0008688+0.00097569i,-0.00053146+0.00051073i,0.00016815+0.00036726i,0.00026833-8.2599e-05i,0.00085652-0.00011495i,0.00062164+0.0001278i,-0.00016285-0.00039794i,-0.00030942-0.00059242i,1.2854e-05-0.00049315i,-6.7329e-05-0.00036461i,-0.00017207-6.7501e-05i,0.00054729+9.4994e-05i
-0.00029933-0.00094879i,-0.00020218-0.00060589i,-0.0014251+0.00029668i,-0.0016609+0.00066049i,-0.0010077+0.00063397i,-0.001194+3.891e-05i,-0.0015761-0.00075522i,-0.0014774-0.00083255i,-0.0012451-0.00035217i,-0.0008633+3.5421e-05i,-0.00039629+0.00041326i,-2.3685e-05+0.00056665i,0.00030948+0.00086212i,-3.5326e-05+0.00068727i,0.0003883-0.0002011i,0.0011505-0.00026636i,0.0010091-0.00023569i,0.00054123-0.00037904i,0.00024876-9.5225e-05i,0.0005845-0.00015322i,0.00042023-0.00054073i,-0.0011636-0.00056436i,-0.0013003-0.00043396i
0.0011459+0.0011799i,0.00061843+0.00014295i,0.0019618-0.00025324i,0.0028095-0.00036554i,0.0022779-0.00103i,0.0006459-0.0013534i,-0.00093752-0.00011945i,-0.00088415+0.00039272i,-6.8827e-05-7.6381e-05i,0.00042431+0.00010383i,0.00033617+0.00097677i,0.000132+0.00079506i,0.00013977+0.00016008i,-0.00027626+0.00018331i,-0.00029509-0.00024748i,3.438e-05-0.00071132i,0.0007929-0.00067948i,0.00082292-0.00023991i,0.00066816-0.0002722i,0.00082442-0.00059784i,0.0011972-5.6588e-06i,0.0011555+0.00041551i,0.00020628-0.00037004i
0.0011251+0.00048866i,0.00173+0.00050162i,0.0020945-6.7866e-05i,0.0020968-0.0013779i,0.0013456-0.0014121i,-0.00070063-0.0012593i,-0.0015468-0.00068158i,-0.0013344+0.00078241i,-0.0010089+0.00093903i,-0.00028495+0.00027801i,2.844e-05-0.00078148i,5.8419e-05-0.0005288i,-0.00022396+0.0010016i,-0.00039185+0.0013298i,-0.00019271+0.00079673i,-0.00016886+0.00020886i,-0.00046129-0.00045755i,-0.00055809-0.00048252i,-0.00033075+0.00010108i,-9.067e-05+0.00080116i,-0.00059445+0.00033862i,-0.00032363+0.00010069i,1.7102e-05+0.00023819i
0.0012674+0.00048199i,0.0016079+0.0006379i,0.0024068-0.00075545i,0.0013115-0.0015604i,-0.00044978-0.0011449i,-0.0011522-0.0001251i,-0.0014704+0.00094486i,-0.0013433+0.00027095i,-0.00069105-0.00025686i,-0.0001989-0.00028036i,7.1106e-05-0.00031369i,-0.00096409+0.00042549i,-0.0016734+0.00077927i,-0.0004405+0.00073854i,0.00086158+0.0005063i,0.00025716+0.00082386i,-0.00089344+0.0004433i,-0.0014345-0.00035348i,-0.0011103-0.00044553i,0.00047169-0.00047186i,0.00069354-0.00024387i,6.2049e-05+0.00020753i,0.00015121+0.00026526i
-0.00031297+0.00040992i,0.00026199+0.00038347i,0.0010272+0.00022314i,0.0010464-0.0011235i,0.0015125-0.0017202i,0.0012684-0.0005946i,0.00034288+0.0002529i,-0.00015298+0.00021109i,-0.00024957+0.0005872i,-0.00032225+0.0012675i,0.00012611+0.0020775i,0.00030341+0.00188i,0.00015749+0.00050814i,6.7315e-05-0.00050428i,-0.00056727-0.00071215i,-0.00031921-0.00042026i,0.00044001+2.2643e-06i,-0.0003087-0.00016745i,-0.00093994-0.00041206i,-0.0006237-2.536e-05i,-2.2564e-05+0.00052397i,-0.00012559+0.00016343i,-0.00080205+0.00015588i
-0.0002468-0.00029892i,-0.00053523+0.00025878i,-0.00081296+0.00023462i,-0.00084144+0.00021841i,-0.00031365+0.0006369i,-0.00058018+0.00017362i,-0.0014326-0.00019246i,-0.0014927-0.00012454i,-0.00073808-0.00062057i,-6.5663e-05-0.00060663i,0.00021467+0.00010215i,0.00028932+0.00020999i,4.4219e-05+0.00014767i,-0.00028639+0.00011556i,-0.00022243-2.2914e-05i,0.00063122-0.00015384i,0.00064078-0.00028664i,-0.00057372-0.00041422i,-0.00060382-0.00068591i,-0.00022751-0.00031707i,8.2763e-05+0.00022639i,0.00011454+7.9356e-05i,-0.00016253+2.4496e-05i
0.001466-0.0010255i,0.001793-0.0013649i,0.0020308-0.00036222i,0.0016271-2.4575e-05i,0.00064213-3.0763e-06i,-1.4761e-06+5.386e-05i,-0.0005202+0.00089459i,0.00037116+0.0011602i,0.0011326+0.00060812i,1.5576e-05+2.0957e-06i,-0.00061664+0.00047486i,-0.00031823+0.00091556i,0.00049252+0.00063972i,0.00065683+0.00028877i,0.00013572-0.0006652i,-6.9e-05-0.00086605i,0.00024966-0.001196i,0.00087684-0.0016041i,0.00016765-0.0011604i,-0.0011596-0.00068282i,-0.00076605-0.00078989i,0.00025921-0.00087719i,0.00054318-0.00054167i
0.0021522+0.0021518i,0.00087769+0.0018134i,0.0002028+0.0016649i,-0.00056584+0.0014967i,-0.00075122+0.00026874i,-6.5046e-05-0.00073511i,-0.00015274-0.00081525i,-0.00025686-0.00080172i,0.00041571-0.00012728i,0.00086966+0.00089833i,0.00098271+0.00099462i,0.00047256+0.0010283i,0.00042167+0.00076963i,0.00044711+0.00089192i,0.00012967+0.00050856i,-0.00012288+0.00036718i,-0.00056344+0.00052617i,-0.00037979+0.00038889i,-0.00021881+0.00019647i,0.00018112-0.00025258i,0.00039188-8.6489e-05i,0.00040018-2.6152e-05i,9.5067e-05-0.00047132i
-0.0018978-0.0015461i,-0.0021098-0.0009444i,-0.0019279-5.3734e-05i,-0.0017754+0.00058084i,-0.0010163-0.00014368i,-0.00060311-0.00059765i,-0.00092593-0.00047729i,-0.0009044-0.00058917i,-0.00080185-0.00067011i,-0.001171-0.00013784i,-0.0010693+0.00063832i,-0.00022183+0.0010599i,0.00017739+0.0006542i,-0.00010002-0.00066974i,7.0057e-05-0.0011597i,-0.00010137-0.00070708i,-0.00022056-0.00017454i,0.00063028-0.00019741i,0.0007327-0.00041115i,-2.6389e-05-0.00027874i,-0.00056102+0.00015328i,-0.00033602+0.00054394i,0.00017415+0.00011872i
0.00025671+0.00013695i,0.0010486+0.0015529i,0.0016611+0.0017054i,0.0020956+0.0022161i,0.0017468+0.0023098i,0.001218+0.0011253i,-8.6938e-05+0.00046999i,-0.0013979+0.00059953i,-0.00091602+0.00021141i,-0.00023063-0.00017824i,-0.00038187+0.0001312i,-0.00043227+0.00048475i,-9.9069e-05+3.7534e-05i,0.00054205-0.00015115i,0.00045899-0.00048038i,-0.00010709-0.00063475i,-0.0002158-0.00060164i,6.9319e-05-0.00063352i,-0.00044545-0.00076141i,-0.00096441-0.0009197i,-9.732e-05-0.0011022i,0.0003457-0.00035144i,0.00020725+0.00064077i
0.0022157-0.0001041i,0.0025914-0.00045979i,0.002583-0.00021579i,0.0019625-0.00030025i,0.0010696+6.9953e-05i,-0.00013542+0.00013313i,-0.00091683-1.7413e-05i,-0.00088179+0.0003099i,-0.00061647+0.00034083i,-0.00011398+0.00017161i,0.00049309+0.00088469i,-7.2967e-06+0.0010191i,-0.00039034-0.00011037i,-0.00050742-0.00074584i,-0.00045799-0.00044955i,-0.00014713-0.00015574i,0.00024749-0.00017539i,0.00089377+0.00031858i,0.00064459+0.00010677i,0.000347+0.00036808i,0.0003379+0.0013186i,0.00022993+0.00044153i,4.0443e-06-0.000246i
0.00067209+0.002315i,0.00085895+0.0034934i,0.0012848+0.0036424i,0.0013392+0.0012596i,0.00048242-0.00013806i,0.00051879-0.0004947i,0.00050056-0.0005824i,-0.00013449-0.00018574i,-0.00043327+9.8817e-05i,0.00016162+0.00083662i,0.00044286+0.00047037i,0.00021408-0.00016015i,-0.00020325+0.00043505i,-0.00082903+0.00096931i,-0.00095505+0.001029i,-0.00074139+1.8856e-05i,7.563e-05-0.00072681i,0.00052962-0.00017993i,-4.0371e-05-0.00039073i,0.00019023-0.00084921i,0.00078211+8.6051e-05i,0.00062675+0.00068562i,2.6889e-05-3.5814e-05i
-0.00078144-0.0012181i,-0.0024067-0.0022521i,-0.0016332-0.0013278i,-0.00027268+0.00083449i,0.00047031+0.0010304i,0.000372+0.00084261i,-0.00010486+0.0002907i,9.1269e-05-0.00028234i,-0.00058845-7.1223e-05i,-0.00077029-0.0001701i,9.5094e-05+0.00024349i,0.00030579+0.00027636i,9.603e-05-0.00025274i,0.000128-0.00045542i,-4.2884e-05-0.00040899i,3.3927e-05-0.00076065i,2.2763e-05-0.0016271i,-0.00065245-0.0012036i,-0.00084495-0.00019117i,-0.00080112-0.00038204i,-0.00039707-0.00036898i,-7.9496e-05-0.00017685i,-7.6281e-05-0.00048069i
0.0012987+6.7752e-05i,0.001948+0.00053842i,0.0011273+0.00084908i,0.00095436+9.5686e-05i,0.0015621+0.00021614i,0.0013593+0.00060611i,0.00030528+0.00044092i,-0.00081234-0.00014055i,-0.00093677-0.00019299i,-0.0013374+0.00069688i,-0.0012236+0.00051978i,-0.00028637-0.00027945i,0.00038953-0.00057206i,0.000636-0.00090275i,0.00032622-0.00082359i,-0.00027108-0.00066148i,-0.00024196-0.00075611i,0.00066087-0.00078623i,0.00089587+0.0001007i,3.1831e-05+0.00098019i,-0.00081785+0.00091474i,-0.0010167+0.00079346i,-0.00062839+0.00029753i
-0.0021807-0.00011906i,-0.0008272-0.00063717i,0.00017182-0.00063438i,0.0007637+0.00021378i,0.0013809+0.0012172i,0.00050671+0.00041493i,-0.001132-0.00065201i,-0.001539-0.00012899i,-0.00094059+8.9031e-05i,-0.00017972+0.00014039i,0.00043903+0.0009526i,0.00086338+0.0012609i,0.0006172+0.00086764i,-9.3795e-05+0.00068502i,-0.00046109+0.0010678i,-2.7006e-05+0.00089535i,0.00015839+0.00074413i,-4.854e-05+0.00054832i,-0.00018683+0.00081606i,-0.00073767+0.00089472i,-0.00024121+0.0007878i,0.00046762+0.0005103i,8.6997e-06-0.00016207i
-0.0013201-0.00077272i,-0.0022293+0.00067886i,-0.0027514+0.0012639i,-0.00071719+0.00066059i,0.00077726+0.00047894i,-0.0004481+3.8868e-05i,-0.0012539+0.00031375i,-0.0019361+0.00037879i,-0.0019816+1.5386e-05i,-0.00122+0.00053936i,-0.00073998+0.00078942i,-0.00034732+4.0922e-05i,5.1762e-05-0.00097868i,0.00014346-0.0011693i,3.1375e-05-0.00098504i,-0.00011527-0.00039528i,-0.00022769-5.2623e-05i,-0.00036375+3.5991e-06i,-2.4248e-07+0.0002033i,-0.00015829-0.00049122i,-0.00057798-0.00087516i,-0.00091247-0.0011419i,-0.00053933-0.0015224i
0.0014384-0.0010611i,0.0013611-0.0021181i,0.00075345-0.0015887i,0.00037228-0.00044881i,0.00016902-0.00030646i,-0.00028895+5.9642e-06i,-0.00073801+0.0010085i,-0.00096589+0.0011085i,-0.0005897+4.8026e-05i,-0.00028559-0.00058877i,0.00020755-3.1077e-05i,0.00088473+0.0003111i,0.00058733-0.00028566i,4.605e-06-0.00043601i,0.00029855-0.00013979i,0.00076669+0.00013648i,0.00086881+0.00036161i,0.00079856+1.0481e-05i,0.00044556+0.00027095i,-2.5057e-06+0.00035763i,-1.682e-05+0.00030822i,-0.00019449+0.0005533i,-0.00025588-5.9284e-05i
-0.00083657-0.00072577i,-0.00087073-0.00050366i,-0.0011452+0.0001821i,-0.0006142+0.00058159i,-4.4981e-05+0.0014333i,-0.0002442+0.001665i,-7.5854e-05+0.00056225i,-0.00087419-0.00023152i,-0.0010618-0.00055297i,-0.00040612+4.215e-06i,-0.00031283+0.0010362i,0.0003637+0.0011904i,0.00088296+0.00038814i,0.00044595+8.4752e-05i,0.00024124+0.0002563i,-0.00017682+0.00055452i,-0.0010224+0.00056043i,-0.0010292-0.00030877i,-0.00018713-0.00059909i,8.8045e-05+0.00022013i,-0.00053369+0.00082149i,-0.00056754+0.00089527i,0.00042255+0.00083379i
-0.0011682-0.00063098i,-0.00035058-0.00045508i,0.00068224-8.8615e-05i,0.0007952-0.00060038i,0.00041975-0.00060807i,0.00017343+0.00050222i,-0.00086899+0.00036427i,-0.0015171+0.00048275i,-0.0011489+0.00039908i,-0.00041353-2.1669e-05i,-0.00040359+0.00044197i,-0.00052699+0.0009336i,-0.00018613+0.00057417i,-2.7328e-05-0.00020878i,0.0002293-0.00097888i,0.00044426-0.00056448i,-0.00011431+0.00010842i,-0.00016754-0.00037285i,-0.00031533-4.2679e-05i,-0.00068214+0.00061461i,-0.0003487+0.0010342i,0.0003501+0.00039683i,0.00041035-0.00039928i
0.00089303-0.0016023i,0.0012388-0.001577i,0.0012111-0.00094027i,0.00081389+0.00015803i,-0.00012476+0.001025i,-0.00096872+0.00098473i,-0.001241+0.00062052i,-0.0012348-0.00015454i,-0.00051608-0.00063879i,-0.00027276+0.0003803i,-0.00021343+0.0010035i,-0.00012081+0.0008577i,0.00031303+0.00082769i,-0.00022226+0.00091752i,-0.0011685-6.2577e-05i,-0.00092506-0.00083724i,-0.00012548-0.0008891i,0.00015729-8.8885e-07i,0.00014224+0.00019425i,4.0393e-05+0.00063711i,-0.00019356+0.00089632i,0.00013887-0.00019865i,0.00017107-0.00025474i
-0.0014763+0.0014315i,-0.0010228+0.002553i,0.00042432+0.0020302i,0.0014854+0.0016949i,0.00011374+0.0027707i,-0.000944+0.0025423i,-0.00035257+0.00096432i,-0.00088913+0.00023333i,-0.0013668+0.00038765i,-0.00065288+0.00065223i,-0.00030398+0.00047922i,-4.4177e-05+0.00012224i,0.00052204-9.5497e-05i,0.00088843-0.00022826i,0.00097991-0.00028142i,0.0007506-4.7508e-05i,0.00027333-0.00037595i,0.0004204-0.00081696i,0.00016252-0.00053864i,-0.00038292-2.4329e-06i,-0.0002827+4.0649e-05i,0.00046126+8.1366e-05i,0.00012602-5.0403e-05i
-0.00034749+0.00011648i,0.0010556-0.00092132i,0.0013105-0.00034729i,0.00086116+0.00032822i,0.0013684+0.0001322i,0.00151-0.00045928i,-0.00041511-0.00072665i,-0.0016753-0.00047669i,-0.00081931-7.6052e-05i,-0.00011924+0.00049532i,-0.00025513+0.00042919i,-0.00045558+4.7819e-05i,-0.00048992+0.00025052i,0.00017282+0.00045048i,0.0011271+9.8693e-05i,0.00062088-9.4496e-05i,-0.00042067-0.00030472i,-0.00063527+0.00033552i,-0.00067555+0.00095967i,-0.0003687+0.00024125i,2.9694e-05-4.7357e-05i,8.8992e-05-1.3385e-05i,0.0001525-0.00055828i
-0.001724-0.0014743i,-0.0026898-0.0013856i,-0.0027859-0.00057276i,-0.0027691+0.00087494i,-0.00269+0.0014096i,-0.0025111+0.0010523i,-0.0014528-0.00029558i,-0.0010229-0.0012789i,-0.0012052-9.4271e-05i,-0.00087296+0.001301i,-0.00035155+0.00094365i,0.00015995+0.00072731i,0.00048653+0.00072854i,0.00095242+0.00075272i,0.00066221+0.00099752i,6.3321e-06+0.00063825i,-3.976e-05-0.0003141i,0.00026151-0.0013087i,0.00063628-0.0011646i,0.00036301-7.6993e-05i,0.00022719+0.00047031i,0.00018257+0.00051615i,-0.00014169+0.00036173i
