-0.0012254+0.0003457i,0.00044259+0.00017873i,0.00064704+0.00098938i,0.0002776+0.0010746i,-0.00075516+0.0011525i,-0.00047968+0.0013258i,-4.3775e-06+0.0012864i,-0.00020541+0.001161i,0.0007896+0.00042348i,0.0017123-0.0005487i,0.0012208-0.00062127i,0.00077286-0.00029377i,0.00041747-0.00067818i,0.00039306-0.0013665i,0.00068434-0.0011734i,0.0009512-0.00090664i,0.00066363-0.00073993i,0.00047372-0.00040509i,0.00052671-0.00025316i,0.00033892-0.00013368i,0.00016696-0.00082713i,-0.00010528-0.00036188i,-0.00030479+0.00028834i
-0.00083627+0.00049861i,0.00018004+0.0015816i,0.00071532+0.0018627i,0.00081415+0.00083065i,0.0010088+1.1754e-05i,0.0016848+0.00014999i,0.001486+0.00029085i,0.00036661+0.00039527i,-0.00022607-0.00019921i,0.00017192-0.0005983i,0.00037985-0.00020859i,0.00026084-0.00017445i,-9.5158e-05-0.0005371i,-0.0003208-0.00079918i,-0.00094758-0.00071357i,-0.0011884-0.00061618i,-0.0010683-0.00057784i,-0.00087811-0.0008912i,-0.00072933-0.00049866i,-0.00058221-0.00016166i,-0.00081562-3.4805e-06i,-0.0007739+0.00080303i,-0.00020503+0.0007648i
0.00014999-0.0010103i,-0.0012227-0.00033484i,-0.0018472-0.00056113i,-0.001322-0.0002655i,-0.00090169-0.0005867i,-0.0011936-0.00078356i,-0.0014987-8.3618e-06i,-0.0011889+0.00057667i,-0.00069453+0.0012703i,-0.00049788+0.0007085i,0.00048539+0.00031458i,0.00072726+0.00079102i,0.0002997+0.00034082i,0.0003297-0.00047511i,0.00068107+0.00010141i,0.00062779+0.00038029i,0.00090646+0.00056038i,0.00098766+0.0010528i,-0.00021691+0.000891i,-0.00093193+0.00026353i,-0.00021809+0.00010363i,6.3172e-05+0.00054377i,2.7924e-05-0.00011444i
-0.0011711-0.00050563i,-0.00093831-0.00094935i,8.0266e-05-0.00011328i,0.00010815+0.0006623i,0.00052774+0.00043374i,0.00069443-0.00017731i,-2.1792e-05-7.4051e-05i,-7.5457e-05+0.00038762i,0.00031315+0.00052648i,0.00063585+0.00040673i,0.00048304+0.00058983i,5.8639e-05+0.00056791i,-0.0001008+0.00010045i,-0.00014469+0.00029376i,1.789e-06+0.00055477i,-6.6494e-05+0.00066986i,-0.00039234+0.0010471i,-0.00012982+0.00079651i,-0.00020935-0.0002602i,-0.00025573-0.00056142i,0.00042949+0.00032316i,1.0647e-05+0.00028897i,-0.00039778-1.5783e-05i
0.00055791-0.00086673i,0.00017467-0.00045327i,-0.00044823-0.00065711i,-0.00034976-3.6739e-05i,-0.00060356+0.00025973i,-0.00015455-6.0648e-05i,7.0693e-05-9.3156e-05i,0.00040123+0.00032758i,0.00089699+0.00017684i,-4.3542e-05-0.00028991i,-0.00083728-0.00044145i,-0.00046486-0.00049503i,0.000474+0.00010254i,0.0013794+0.00075744i,0.00080038+0.00053989i,0.00054879-0.00045874i,0.00098328-0.00013117i,0.00015034+0.00056473i,-0.00074307+0.00047753i,-0.00078352+0.00027428i,-0.00033363+0.00020241i,-0.000508+0.00026956i,-0.00085791+0.00021037i
0.00079271+0.00025002i,0.00077569+0.00048086i,0.00082812+0.00040774i,0.0014294+0.00024637i,0.0022005-4.2379e-05i,0.0013349-0.0010276i,0.00040674-0.0012809i,-0.00031807-0.00046551i,-0.00078393+0.00010815i,-0.00081254+0.00018286i,-7.1288e-05+0.00027124i,0.00062179+0.00027557i,0.0007389-7.4349e-05i,0.00013307-0.00040832i,-1.9326e-05-0.00017083i,8.7342e-06+0.00012472i,4.5e-05+0.00018652i,0.00047506+8.1256e-05i,0.00041131-0.00017828i,0.00037834-0.0001279i,8.4517e-05-0.00040736i,4.6101e-05-0.00047805i,0.00039072+0.00043684i
-0.00090369-0.0016552i,-0.0010862-0.0016359i,-0.001265-0.0015583i,-0.0012737-0.00087546i,-0.00063268-0.00027147i,7.7811e-05+0.00018712i,-0.00019199-0.00013926i,-0.00075576+7.2711e-05i,0.00029549+0.00079894i,0.00080292-9.3684e-06i,0.00029184-0.00026074i,0.00015204+0.00030184i,0.00050557+0.00025906i,0.00062827+0.00015206i,0.00056646+0.00037848i,0.00044113+0.00047843i,0.0001759-9.5687e-05i,0.00049944-0.00043317i,-8.6494e-05+0.00038204i,-0.00040637+0.00085627i,0.00037687-9.3054e-06i,-0.00014661-0.00023545i,-0.00032622-0.00042391i
-0.0012273-0.00079645i,-0.0014655+0.00030722i,-0.001902+0.00044516i,-0.0016784+0.00029939i,-0.00074624+0.00081922i,7.6895e-06+0.00053258i,0.00019911+8.279e-05i,0.00026502+0.00059768i,-0.00011977+0.00032135i,-0.00016679-0.00011406i,0.00031003-0.00048589i,0.00051544+0.0001444i,0.00064822+0.00090832i,0.00063393-0.00019765i,0.00040613-0.0009578i,-0.00017627-0.00076488i,-0.00050859+0.00013226i,-0.00030185+0.00036535i,-7.4664e-05+0.00038432i,-0.00041559+0.00071873i,-0.00020375+0.00016749i,0.00048795+0.00023918i,0.00014689+0.0010944i
-0.00026698+0.00073136i,0.00035409+0.0029045i,0.0013768+0.0027808i,0.0020136+0.0013383i,0.0013802+0.00034898i,0.00081771-0.00045879i,0.00021277-0.00076974i,-0.00048308-3.2575e-05i,0.00020769+0.00066559i,0.00051302+0.0001789i,-6.3071e-05+5.6465e-05i,-0.00016703+0.00052954i,0.00046682-0.00011479i,0.00026684-0.00084907i,-0.00059059-0.00066184i,-0.0001952-0.00072146i,0.00058025-0.00079209i,0.00010915-0.00043457i,-0.00016508-0.00035105i,-0.00026973-0.00035238i,-0.00061983+9.2292e-05i,-0.0011205+0.00033011i,-0.00086696+3.5623e-05i
0.00041072-2.0013e-05i,-0.0014831-0.00015929i,-0.0023201-0.0017434i,-0.00071139-0.0026153i,0.00085982-0.0013518i,0.00078167-0.0003289i,-0.00013946+0.00046979i,0.00013491-0.00014878i,0.00081788-0.0010788i,0.0007649-0.00106i,0.00051961-0.00076734i,0.00053664+0.00014402i,0.00093351+0.00086087i,0.00054322+0.00063948i,0.00011524-8.437e-05i,0.00048927-0.00075907i,0.00044383-0.00040035i,-0.00032207-5.6348e-05i,-0.001081-0.00019568i,-0.00095889-0.0002904i,-9.6572e-05-0.00017406i,0.00057694+7.5614e-05i,0.00076566-0.00016672i
-0.00013404+0.00058853i,-0.0003777+0.00015475i,-0.00075486+0.0012218i,-0.00027326+0.0022591i,0.00012526+0.0021983i,0.0004745+0.0012357i,0.0003627-0.00012512i,-4.2232e-05-0.00020742i,0.0003119+7.7755e-05i,0.00028472+0.00011129i,0.00085667+0.00054727i,0.00077857+0.00079635i,0.00017737+0.00031055i,0.00010653+0.00024402i,0.00014412-0.00018047i,0.00028614-0.00052038i,0.00017655-0.00016344i,0.00055914-2.5925e-05i,0.00061338+0.00027783i,0.00026939+0.00023575i,0.0004016-6.4453e-05i,0.00033024+0.00014817i,8.527e-05-6.4998e-05i
-0.00064216+0.00042734i,-0.00081878+0.0013765i,0.00027176+0.0020658i,0.0011578+0.0022448i,0.0010635+0.0013115i,0.00061233-0.00070742i,-6.6185e-05-0.0018101i,-0.00080984-0.00071672i,-0.0011218+0.0001107i,-0.00053714-0.0002235i,-0.00024859+2.1947e-05i,-0.00059796+0.00033571i,-9.7025e-05+0.00038438i,0.00016716-0.00011712i,0.00089068-0.00059931i,0.0014688-0.0011037i,0.00075371-0.00033475i,7.2135e-06+0.00064915i,0.00043336+0.00039811i,0.00051873-0.0002659i,0.00049903-0.00054509i,0.00033753-0.00019955i,-0.00062191+1.4e-05i
0.00017601+0.00063375i,0.00075606+0.00091439i,0.00052318+0.0017122i,-8.5854e-05+0.0020618i,0.00061122+0.00085946i,0.00095697-0.00011736i,0.0010704-0.0004608i,0.0011585+0.00013091i,0.00031745+0.0004532i,-0.00013074+0.00012642i,-0.00043345+0.00016208i,-0.00040521+0.00012489i,0.00031494-0.00042481i,0.0012448-0.00036606i,0.0017282-0.00024652i,0.001202-0.00023084i,0.00025165+0.00020688i,-0.00017413-0.00034793i,-0.00041903-0.000685i,0.00010258-0.00021659i,0.00056389-0.00011741i,-0.00015156-0.00057311i,-0.00049431-0.00094379i
-4.2479e-05-9.0608e-06i,-0.00071789-0.00041337i,-0.00089295+0.00074762i,-0.00011944+0.00067702i,-0.00010187+0.00018866i,-0.00015422+0.00024021i,-0.00044792+0.00035083i,-0.00051117+0.0008279i,-0.00011518+0.00075202i,0.00027733-0.00016134i,0.00021683+0.00028892i,-0.00029527+0.00075825i,0.00014816+0.00024864i,0.0006161+7.872e-05i,0.00096345+8.0597e-05i,0.00094992+2.9936e-05i,0.00038171-0.00018645i,-0.00012145-0.00059246i,-0.00088903-0.0002642i,-0.00065458-0.00030785i,-2.561e-05-0.0004704i,-8.1893e-06-0.00070692i,-0.00065153-0.00094961i
0.00069503+0.0017011i,0.00019722+0.0012315i,0.00066376+0.00065407i,0.0018129+0.00052008i,0.0024922-0.0005588i,0.0016365-0.0017266i,1.4367e-05-0.0012055i,-8.3574e-05-0.00070828i,0.0006852-0.00071882i,0.0009116-0.00018833i,0.00044465-0.00018609i,-5.5828e-05+0.00022084i,-0.00035671+0.0013959i,-0.00038503+0.00095066i,0.00036119+0.00021277i,0.00089171+0.00020603i,0.00040241-0.00045142i,0.00017091-0.0011689i,0.00066381-0.0014001i,0.0011251-0.00053617i,0.00067956-2.8371e-05i,-2.3262e-05+9.4146e-05i,-0.00013429+0.00050305i
-0.00021971-0.00013883i,0.00067591-6.1461e-06i,0.0018908-0.00056808i,0.0020847-0.00073093i,0.0015369-0.0010013i,0.0015793-0.0014239i,0.00073649-0.0016445i,0.0002333-0.0014754i,0.0006913-0.00071946i,0.00035937+4.3669e-05i,-8.2095e-05+0.0005304i,0.00028929+0.00051444i,0.00097764+0.00032235i,0.00068408+7.1143e-05i,0.00045985+2.0194e-05i,0.00094684+0.00049014i,0.00051253+0.00035359i,-0.00040414+0.00029549i,-0.00021147+0.0003659i,-0.00022477+0.00061451i,-0.00021727+0.0009739i,0.00016329+0.0002311i,0.00018038-0.0006357i
-0.00084778+0.00014921i,0.00016395+0.00042975i,-0.00028801+0.00096842i,-0.00052397+0.0015742i,-0.00010783+0.0015704i,0.00071353+0.00081598i,0.00050523+0.00058363i,-0.00039899+0.00062571i,-7.7381e-05+8.9336e-05i,-0.00035779-0.00020097i,-0.00021771-0.00041211i,0.00042988-0.00071676i,7.1734e-05-0.00046367i,4.1826e-05-0.00040933i,0.0007154-5.41e-06i,0.0011032+8.0947e-05i,0.00037214-0.00026738i,6.1591e-05+0.00011727i,0.000216+0.0006375i,-0.00033051+0.00055982i,-0.00067647+7.4616e-05i,-0.00082406+0.00033143i,-0.00043871+9.5982e-05i
-0.00094309+3.4994e-05i,-0.0001725+0.0002141i,0.0001382-3.5156e-05i,0.0005896-0.00051428i,0.0021127-0.00022877i,0.0024644-0.0001975i,0.0015164-0.00079366i,0.00069468-0.00087631i,0.00013357-0.00036134i,7.4756e-05-0.0005031i,0.00012433-0.00091596i,-0.00020016-2.0736e-06i,5.0667e-05+0.00020716i,0.00059213-0.00039747i,0.00016286-0.00039233i,-3.4733e-05+0.00041953i,0.00038085+0.0010373i,0.00063313-0.00028224i,0.0002009-0.00026263i,-0.00055236+0.00016365i,-0.00085579-0.00082705i,-0.00075052-0.0011086i,-0.00042004-0.00096827i
-0.0018776-0.00036361i,-0.0012736-0.00016635i,-0.00024797+0.0010167i,0.0001029+0.0019607i,0.00098528+0.0013637i,0.0014484+0.00068758i,0.00085511+0.00033598i,-3.0286e-05-6.0468e-06i,-0.00049455+0.00031641i,-0.00039796+0.00044823i,-6.1174e-05+0.00016978i,0.00014534-1.1203e-05i,0.00065041+0.00015506i,-3.317e-05-0.00025689i,-0.0003254-6.2143e-05i,0.00038329+0.00019802i,0.00066726+0.00033337i,0.00038265-0.00047239i,0.0001969-0.0011155i,0.0008968-0.00055605i,0.00052032-0.00039019i,2.3715e-05-0.00058714i,0.00037484-0.00058936i
0.0021841-0.0018764i,0.0013609-0.0020193i,0.00077091-0.0017409i,-0.0008021-0.0021405i,-0.0011385-0.0022966i,-7.0097e-05-0.001448i,7.079e-05-0.0012966i,-0.00011129-0.0011485i,0.00025525-0.0010559i,-1.8346e-05-0.00074322i,-0.00027196-0.00062292i,1.1269e-05-0.00022756i,-7.9251e-05+0.00038611i,0.00039361+0.00071821i,0.0012159+0.00073824i,0.0016055+0.0002366i,0.0012169-0.00018698i,-0.00021475-0.00029753i,-0.00074587-0.00070404i,-0.00012866-0.00060133i,0.00060755-0.00033509i,0.00047791-2.9369e-05i,0.00031708-0.0001342i
-0.0016799-0.0014158i,-0.0015181+0.0007248i,-0.0017035+0.002887i,-0.0014056+0.0034777i,-0.0002753+0.0020162i,0.00046081+0.00044829i,0.00040797-0.00010328i,0.00021368-7.0051e-05i,-0.00025366+0.00042362i,-0.0007759+0.00078425i,-0.00014377+0.001022i,0.00057044+0.0011046i,0.0006869+0.00031651i,0.00049233-0.00048629i,0.00021869-0.00086267i,0.00010393-0.00091233i,-0.00017699-0.0001072i,-0.00074156+0.00039575i,-0.00012921+0.0006793i,0.00087639+0.00031828i,0.0010763-0.00049916i,0.00067174-0.00027032i,9.9531e-05-0.00015814i
0.00069725-0.00032698i,-0.00013056-8.4979e-05i,-0.00033997-0.00045939i,-0.00037995-0.00041941i,-0.0011395-0.00058023i,-0.00043838-0.00023946i,0.00056195+0.00029926i,0.00063715+0.00067258i,0.00066818+0.00076182i,-0.00024981-3.1729e-05i,-0.00068718-0.00033807i,-0.00024809+0.00052318i,-4.7591e-05+0.00025748i,0.00017567-0.00067358i,0.00079832-0.00053743i,0.00082826-1.5211e-05i,0.00028086+7.9703e-05i,-0.00025772+5.3644e-05i,-0.00055379-0.00035754i,7.9582e-05-0.00091052i,0.0005402-0.00070667i,7.4285e-05+0.00041382i,-0.00020599+0.00056457i
0.00047746+3.5847e-05i,-9.0827e-05-0.00025605i,0.00019267+0.00017459i,0.00029931+0.00081727i,0.00025559+0.00065841i,0.00037692+0.000176i,0.0004785-0.00034945i,0.00078826-0.00031428i,0.00062563-0.00046623i,0.00020043-0.0011382i,-0.00012258-0.001205i,0.00011488-0.00070291i,-0.00022299-0.00044866i,-0.00032028-0.00012648i,0.00031429+0.00021508i,-3.9115e-05+0.00064642i,-0.00070601+0.00065571i,-0.00082445+0.00026198i,-5.803e-05+0.00063547i,0.00062383+0.00076825i,0.00030114+0.00047847i,0.00031736-0.0002753i,0.00038422-0.000385i
0.0020496+0.0023329i,0.0024796+0.0024438i,0.002369+0.0024132i,0.0010602+0.0019383i,0.00064597+0.00090152i,0.00043714-0.00063011i,-0.00010019-0.00054865i,-0.00017793+0.00046398i,-4.8856e-05+0.0004467i,1.245e-05+0.00028773i,0.00022893+0.00064473i,-7.9462e-05+0.0011607i,-0.00034813+0.00034509i,-0.00017921-0.0010408i,-3.6368e-05-0.0017839i,0.00040531-0.001153i,0.0005323-0.00022056i,0.00028446+0.00028013i,-0.00053328+0.00017611i,-0.0011705+0.00053066i,-0.00092434+0.0011184i,-0.00061568+0.00082882i,-0.00047864+0.00055677i
0.00065218+0.0021613i,0.00038206+0.0023813i,0.00089835+0.0022947i,0.0015315+0.0013201i,0.0015011-0.00087386i,0.0014592-0.001518i,0.0011762-0.00074536i,0.00041611+0.00015006i,-0.00036565+0.00082911i,-0.00034438+0.00069791i,8.4628e-06+0.00041916i,-0.00024168-0.00050214i,-0.00091916-0.00056926i,-0.0013163-0.00028165i,-0.00058095-0.00023535i,0.00036071-0.00030094i,0.00037183-0.00017717i,0.00035741+0.00013094i,-1.7926e-05-0.00035361i,9.1664e-05-0.00097948i,0.00081994-0.00099698i,0.00049593-4.6471e-05i,0.00014095+0.00056841i
-0.00022186-0.0009504i,-0.0011289-0.00057825i,-0.0025633-0.00062888i,-0.0019579-1.1169e-05i,-0.00035518+0.00062704i,0.00014286+0.0008014i,-0.00038778+0.00047448i,-0.0003915+0.00036149i,-0.00084144+0.00010972i,-0.0016141-0.00053325i,-0.0013378-0.00036946i,0.00021349+9.6212e-05i,0.0011959+0.00075981i,0.0010696+0.00070161i,0.00071377-0.00023156i,0.00028056-0.00036946i,-4.4134e-05+0.00026238i,-0.00018344-0.00022601i,-0.00052448-0.0012277i,-0.0005892-0.00070758i,-0.00061114+0.00085817i,-0.00067621+0.0012841i,-0.0001514+0.00011905i
-0.00091654+0.00039329i,0.0003785+0.00045205i,0.001454+0.0012007i,0.0016138+0.00053169i,0.0018789-0.00015695i,0.0012803+0.00010125i,0.00026665-0.00011084i,7.9969e-05+0.00010953i,0.00046895+0.0006322i,0.00035312+0.00021596i,5.9882e-05-0.00023831i,0.00046282-0.00012717i,0.00094364+0.00013506i,-7.3111e-05+0.0002332i,-0.00054495-0.00037593i,0.00057121+9.8537e-05i,0.00066115+0.0011222i,0.00020887+0.0010304i,1.6215e-06+0.00037799i,-4.5986e-05-0.00052364i,-9.2774e-05-0.00018257i,-0.00034642-0.00012683i,-0.00018429-0.0011046i
-0.00039043-0.00094329i,-0.00023756-7.4989e-05i,-0.00022447+0.0012793i,0.00029745+0.0017405i,0.0013008+0.00137i,0.0014521+0.00021709i,0.00040257-0.00019059i,-0.00024654-0.00036609i,0.00021739-0.00017732i,0.00038794+0.00012105i,-0.00016953-9.1955e-05i,0.000605-0.00061074i,0.0010727-0.00060835i,9.2749e-05-0.00015852i,-0.00058489+0.00022292i,-0.00024126-0.00011354i,-0.00015147-0.00061727i,-0.00048085-0.0006224i,-5.3767e-05-0.00104i,0.00045797-0.00071716i,0.00038783+0.0003458i,0.00068502+0.00048905i,0.00055087+0.00039721i
-0.0011668-0.00015209i,-0.00028431+0.00014208i,0.0010837-0.00031787i,0.0012425-0.00064717i,0.0015388-0.00057146i,0.0013225+4.8579e-05i,0.00022912+0.00035583i,1.7015e-05-3.5616e-05i,0.00076925+4.1058e-06i,0.0010003+0.00030373i,0.00046419+0.00014916i,0.0008159-0.00020665i,0.00066457-3.2179e-05i,-0.00030146-3.0835e-05i,-0.00010839-0.00034314i,0.00027772-0.00059736i,0.00026203-0.00053108i,0.00049562+6.1497e-05i,0.00013712-1.0616e-06i,-2.1314e-05-0.00067755i,0.00013743-0.00034549i,0.00032072-0.00019352i,-0.00010233-0.00079226i
0.00067281+0.00047041i,0.00033798+0.00022301i,0.00040964+0.0002451i,0.00019683+0.00060733i,0.00066162-0.00011826i,0.00099295-0.001132i,0.0004491-0.00074257i,4.7018e-05-0.0003132i,0.00012399-0.00014047i,-0.0004885+7.8072e-05i,-0.00056741+0.00017231i,0.00014879+0.00019237i,6.2077e-05+0.00010991i,-6.1993e-05+0.00028952i,0.00065581+0.00053482i,0.0003945+0.00030243i,0.00024297-0.00045303i,0.00069643-0.00065708i,0.00034103-0.00059749i,7.9651e-05-0.00067167i,-0.00058791-0.00013821i,-0.0010107+0.00083252i,-0.0006011+0.0009868i
0.00034019+0.00039679i,0.00047782+0.00079388i,0.00084016+0.0014553i,0.00095818+0.0017802i,0.00040417+0.001083i,9.0151e-05+0.00019936i,-0.00018247-0.00055458i,-0.00025391-0.00088052i,0.00045129-0.00040792i,0.00048398+0.00041412i,3.4571e-05+0.00064087i,-0.00039994+0.00049529i,0.00010734-0.0002017i,0.00043944-0.00074277i,0.00034941-0.00061334i,0.00043246-0.00046414i,0.00074807-0.00051277i,0.00072866+3.1101e-05i,0.00044116+0.00030829i,0.00016764-6.428e-06i,-5.4092e-05-7.366e-05i,0.00018328+4.5049e-05i,-0.00019474+0.00030984i
0.00018933+0.00057528i,-8.5867e-05+0.00055953i,3.7756e-05+0.00054689i,5.1363e-05-1.8316e-05i,0.00025329-0.0011934i,0.0003059-0.0012026i,0.00024692-7.5966e-05i,-5.0558e-05+0.00036278i,0.00031753+8.7518e-06i,0.00058089-0.00043056i,0.00028665-0.00025389i,-0.00013844-0.00041294i,-0.00034301-0.00049433i,-0.00035674-0.00089394i,-0.00018122-0.00094743i,0.00011424-0.00018182i,0.0001163+0.0008902i,-7.0018e-05+0.00093765i,-0.00027923-5.8176e-05i,-0.00019467-0.00026892i,-0.00056316-0.00037871i,-0.00055951-0.0006459i,-0.00033021-0.0010231i
0.0019768-0.00013465i,0.0012926+0.00046246i,0.0011472+0.0013157i,0.001153+0.00075792i,0.0013626-0.00056794i,0.0013015-0.0015501i,0.0010371-0.0013895i,0.0004131+0.00019896i,0.00015335+0.00031175i,0.0001096-0.00058767i,-0.00031971-0.00039771i,-0.00068747+0.00064726i,2.4946e-05+0.00060512i,0.00060708-4.4467e-05i,0.00049367-0.00021103i,0.0003442+0.00042034i,0.00014704+0.0012219i,-1.474e-05+0.00080115i,-0.00029083-0.00036295i,-0.0007884-0.00038224i,-0.00076667-0.00015776i,-0.00031087-0.00040515i,0.00023299-0.00098387i
-0.00082465+0.0001711i,-0.0010648+0.000378i,-0.0009331+0.00057789i,-0.00078584+0.00041778i,-0.00018845+0.00051795i,0.00035552+0.00019149i,-0.00034548-0.00059123i,-0.00077023-4.4619e-05i,0.00066199+0.00036732i,0.0011978-4.2464e-05i,0.00032373+0.00017105i,-0.00030366+0.00041443i,-0.00039052+0.0003042i,0.00040783-0.00041681i,0.00062882-0.0012053i,0.00031617-0.0012802i,-1.8174e-05-0.00066818i,-0.00063336-9.6217e-05i,-0.00057183+0.00034558i,0.00010788+0.00012925i,-4.0744e-05-0.00030382i,2.2967e-05-0.00011957i,-0.00043014+0.00051098i
-0.00020932+0.00023428i,-8.6587e-05+0.0002098i,0.00064328-0.00016666i,0.00090812+1.0968e-05i,0.0013308+0.00031974i,0.0015847+0.00051627i,0.00038234+0.0010036i,-0.00036551+0.0012378i,-0.00025077+0.0012844i,-0.00057655+0.00080045i,-0.0011008-7.0179e-05i,-0.00081456-0.00028011i,7.6493e-05-0.0005054i,-0.00016433-0.0012444i,0.00013372-0.0015381i,0.00050713-0.00081118i,0.00034857-0.00029898i,0.00031938-0.0003463i,-3.9627e-05-0.00021668i,-0.00038206-2.2115e-05i,5.616e-05-0.00012099i,0.00025825+0.00071309i,0.00013402+0.0016113i
0.00072458+0.0017027i,0.0012084+0.00031065i,0.0019406+0.00045096i,0.0013715-0.00027886i,0.00092395-0.0011225i,0.00075974-0.0011169i,0.00010638-0.00072034i,-8.728e-05+0.00070817i,-6.9388e-05+0.0010216i,0.00018022+0.00064649i,0.00019107+0.00048195i,0.00074507+0.00024043i,0.00099409+0.00090585i,0.00082442+0.00081158i,0.0003791-0.00014791i,-0.000441-0.000388i,-0.00048764-0.00022525i,-0.00063222-0.0001756i,-0.00046513-0.00086084i,-0.00014046-0.0015606i,-0.00044443-0.0011439i,-0.00052548-0.00070644i,-3.6453e-05-0.00029755i
-0.00085342+0.0023862i,-0.00012344+0.002842i,0.00015583+0.0022414i,0.001112+0.0014706i,0.0017281-8.486e-06i,0.0012118-0.0018265i,0.0013409-0.0020949i,0.0010894-0.001168i,-0.0002787-0.00040246i,-0.00051762-0.00067299i,0.00029472-0.0006748i,0.00054848-0.00072941i,0.00054432-0.00091253i,0.00041356-0.00039688i,0.00069303-0.00034698i,0.00021567-0.0010531i,-0.00060157-0.00096849i,-0.00038163-0.00029995i,-0.00015775-0.00049353i,-0.00045464-0.00011221i,-0.00070883-5.1709e-05i,-0.00044013-0.00033187i,-0.0008085-0.00012027i
-3.1395e-05+0.00053149i,0.00016601+0.00034371i,-0.00029908+0.0010123i,-0.0011858+0.002149i,-0.0010541+0.0020001i,-0.00039759+0.00034134i,-0.00050432-0.00042401i,-0.00056442+0.00028326i,1.4245e-05+0.0007497i,-0.0003292+0.00036518i,-0.00090294+0.00017653i,-0.00031005+0.00058017i,0.0010608+0.00054712i,0.0011537+7.1441e-07i,0.00022457+0.0003012i,-0.00046831+0.00074043i,-0.00026278+0.00049342i,0.00026642+4.8947e-05i,9.699e-05-0.00066724i,0.00024385-0.00095152i,0.00044465-0.00059812i,-0.00021021-0.00035157i,-0.00045499-0.0006864i
0.0025748+0.00056434i,0.0032977+0.001064i,0.0038135+0.00078134i,0.0032147-0.00018449i,0.0024337-0.0015481i,0.0011686-0.0016543i,-0.00021862-0.00024844i,-0.00053587+0.00060918i,-0.00068926-6.7352e-05i,0.00011494-0.0010895i,0.0001814-0.00061384i,-0.0004311+0.0003863i,8.3513e-05+0.00056646i,0.00023355+0.00021426i,0.00038145+0.00019787i,0.0003368+6.6736e-05i,2.6852e-05-0.00023713i,-6.7444e-05-0.00060964i,4.6693e-05-0.0006902i,2.8451e-05-0.0006208i,-9.7081e-05-6.9577e-05i,-0.00061337+0.0003091i,-0.00051682+9.6692e-05i
0.0015834+0.00052319i,0.00082557+0.00017955i,0.0005349-0.00033681i,0.00032833-0.00074537i,-0.00092572-0.0011239i,-0.00067814-0.0013276i,-0.00012788-0.00096126i,-9.4848e-05-0.00059185i,0.00045987-0.00072118i,0.00039407-0.00071707i,-0.00033938-0.00020911i,-0.00056978+0.00053632i,-0.00083442+0.00036102i,-0.00083681+0.00016668i,-0.00017504+0.00040381i,0.00054906+0.00078885i,0.0011262+0.00091715i,0.00070344+0.00040163i,-0.00046381+0.00032477i,-0.0013774+0.00017672i,-0.00090846-0.00041535i,0.00014057-0.00053286i,-0.00027686-0.00037531i
-0.001021-0.0001838i,-0.0016231+0.00061137i,-0.0014406+0.0013532i,0.00029697+0.0019442i,0.0020895+0.0016971i,0.0021365+0.00094132i,0.00087072+0.00038622i,-0.00060506+0.00078107i,-0.00048866+0.0012992i,-6.7537e-05+0.00089714i,-4.0251e-05-0.00033869i,0.00078185-0.0013703i,0.0012587-0.0013227i,0.0012279-0.00069228i,0.00069488+0.00010854i,0.00050955-3.4141e-05i,0.00063927-0.00015898i,0.00059369+0.00042721i,0.00024943+0.00070126i,-0.00013652+0.00043158i,-0.00041497-0.00046599i,0.00022902-0.00044329i,0.00065042+4.897e-05i
0.00039398+0.00089871i,0.00023419-0.00085116i,0.0010912-0.0012351i,0.0014869-0.00023903i,0.0015189-0.00061624i,0.00078064-0.00092807i,-3.7808e-06-0.00076791i,-0.00020314-0.00021185i,0.00023562+0.00018707i,0.00064578+0.00054911i,-3.1557e-05+0.0004988i,-0.00069164+0.00026185i,-0.00084895+0.00053519i,-0.00046169+0.00083674i,0.00044277+0.00096343i,0.00033996+0.00062641i,-0.00045269+0.0003659i,-0.00053993+0.000445i,-0.00050855+0.0002413i,-3.1406e-05-8.6711e-05i,0.00063962+9.4352e-05i,0.0004232+0.00040704i,-2.867e-05+3.0387e-06i
-0.0022684+0.00011735i,-0.0017984+0.0016702i,-0.00080732+0.0028973i,-0.00076535+0.00274i,-0.0005802+0.0015258i,0.00047482+0.00059031i,0.00041368+0.00013179i,-0.00020796-0.00044589i,-0.00013427+8.1734e-05i,-3.7505e-05+0.00053418i,-0.000153-7.3579e-05i,0.00069326-0.0003768i,0.0013059+0.00020013i,0.0010847-3.4171e-05i,0.0010449-0.00054676i,0.00078979-0.00079361i,0.00031414-0.00062487i,-0.00037773-0.00028565i,-0.00083118+3.4005e-05i,-0.00048808+0.0010823i,0.00017769+0.0008302i,0.00067044-0.00046756i,0.00059471-0.0013225i
-0.00025332+0.000768i,-0.00019484+0.0018719i,-0.00077862+0.0021221i,-0.0010839+0.00075219i,0.00015674-0.001058i,0.0010359-0.0013447i,-0.00015306-0.00059912i,-0.00044066+0.0001626i,4.8212e-05+0.00082177i,0.00032459+0.00035771i,0.00024272-0.00050742i,-0.00014156-0.00065554i,0.00056325-0.00050412i,0.00077032-0.00064888i,0.00039659-0.00018131i,0.00031345+0.00038066i,0.00038669+0.00026342i,-0.00017782-3.5972e-05i,-0.00088008-0.00032444i,-0.00076252-0.00027437i,-0.00031357-0.00035537i,-0.00015041-0.0004278i,-0.00034714-0.00071319i
