-0.004728+0.00092218i,-0.00085425+0.0011974i,0.0004956+0.0014206i,0.0014772+0.0024027i,0.0023824+0.0026839i,0.0023022+0.0017708i,0.0012726+0.0012877i,0.00073376+0.00098255i,0.00024627+5.3375e-05i,0.0001157-0.00049223i,0.00065429-0.00074333i,0.0012668-0.00072616i,0.00091675-0.00078637i,-0.00021001-0.0011899i,-0.00081379-0.00092591i,-0.00012415-0.00084981i,0.00062352-0.00042404i,0.00048275+0.0002526i,0.00071704+0.00020154i,0.00057014+0.00020709i,-0.00032277+0.00046976i,-0.00033499+0.00066129i,6.1913e-05+0.0008209i
0.0007018+0.0020408i,0.0021981+0.0026658i,0.0033022+0.0014148i,0.0041826-0.0004368i,0.0036105-0.0017203i,0.001944-0.0017553i,0.0010675-0.00096556i,0.00098626-0.00074611i,0.0012237-0.00072774i,0.00062415-0.00065749i,0.00055888-0.00041672i,0.0005953-0.0004121i,0.00010271-0.00062784i,-0.0001633-0.00026662i,-0.00021383-0.00014812i,0.00061972-0.00032101i,0.00081495+8.1887e-05i,0.00017784+5.7258e-06i,0.00019-0.00025614i,-1.7796e-05-0.00022171i,0.00017805-0.00078993i,0.00025584-0.00051922i,-0.00064879+0.00026747i
-0.0016853-0.001304i,-0.00096938-0.001092i,-0.0003098-0.00070196i,-0.00020329-0.00040164i,0.0006547-0.00069426i,0.0008631-0.0012858i,0.00034138-0.00078507i,8.4889e-05-0.00086151i,0.00042924-0.001019i,0.00040958+0.00041268i,0.00011952+0.00098487i,0.00018644+0.00065294i,0.00054453+6.3408e-05i,0.0010629-0.00051139i,0.0009204-5.6511e-05i,0.00033576+0.00030064i,-0.00047413-0.00022769i,-0.00023278-0.0005153i,0.00055288-0.00015382i,0.00084159+0.0004239i,0.00082418+0.00052615i,0.00059308+0.0001487i,0.00095272-0.00080262i
0.003359-0.00093186i,0.0032151-0.0014315i,0.0029893-0.0020268i,0.0025608-0.0033892i,0.0016361-0.0035178i,0.001537-0.0018666i,0.0012641-0.00071898i,0.00078343-0.00053191i,0.00055671-0.00074551i,-0.00045326-0.00056017i,-0.0007959+4.7612e-05i,-2.0209e-05+0.00016845i,0.0002365-3.3595e-05i,0.00025911-0.00043164i,-9.5375e-06-0.00043778i,-5.6742e-07+0.00011536i,6.3279e-05+2.5525e-05i,-0.00035907-0.00016298i,-0.00034279+0.00013006i,-0.00065746+0.00060238i,-0.00092543+0.00053489i,-0.00070929+0.00045054i,-0.00021013+0.00079543i
0.00033918-0.0012003i,0.00078283-0.0010513i,0.0013091-0.00020436i,0.0018279-8.2559e-05i,0.0025092-0.0011396i,0.0023731-0.001475i,0.0016843-0.00048108i,0.0010826+0.00018055i,0.00040095-0.00025312i,-1.3151e-06-0.0002317i,0.00023486+0.00073878i,0.00066709+0.00162i,0.00092657+0.00077681i,0.00046823+6.4184e-05i,0.00038212-0.00040779i,0.0001151-0.00085441i,-0.0012799-0.00059948i,-0.001023-0.00014175i,-0.00012064+0.00044954i,0.00037075+0.00035687i,0.00048311+0.0005165i,-9.489e-05+0.00095299i,-0.00040955+0.00039336i
0.00034806+0.0011355i,0.00081098+0.0020653i,0.0020445+0.0014847i,0.0028596-0.00080376i,0.0028029-0.0026046i,0.0016119-0.0022057i,0.00023168-0.00091415i,-0.00027255+0.00037525i,-0.00094443+0.000567i,-0.0014944+0.00037169i,-0.00062355+0.00067924i,0.00059377+0.0010599i,0.00035359+0.0007402i,-5.0254e-05+0.00058881i,0.00025584+0.00068052i,0.00032055+0.00023995i,0.00018687+0.00030925i,0.00067492+0.00049616i,0.00099021-3.1693e-05i,0.00085544-0.00038349i,0.00033539-0.00045636i,0.00031232-0.00042199i,0.00041273-0.00016416i
-0.00028453-0.0018001i,-0.0012121-0.0022078i,0.00022852-0.0034412i,0.0013388-0.0038213i,0.0011422-0.0036527i,0.00071433-0.0024406i,0.00079873-0.00065536i,0.0008018+0.00053354i,-9.568e-06+0.0010173i,-0.00080737+0.00074343i,-0.0012837+0.00012914i,-0.00078347-0.00017801i,0.00016394-0.00013645i,0.0009402-0.00035251i,0.0013784-0.00059652i,0.00097051-6.4356e-06i,0.00015562+0.00016677i,-0.00017479+0.00016408i,7.6471e-06+0.0002306i,0.00050008-0.00020517i,0.00029923-0.00062066i,0.0001955-0.00065351i,-0.00027567-0.00062318i
-0.00023211+0.00066172i,0.0012738+0.0011756i,0.003279+0.0022975i,0.003625+0.0021529i,0.0032121-0.00010912i,0.0031845-0.0024636i,0.0022099-0.0024078i,0.00070666-0.0012983i,2.9898e-05-0.00079877i,5.6386e-05-0.00054531i,-0.00020251+2.2089e-05i,-0.00029181+0.00026146i,0.00046312-0.00028754i,0.0006994-0.0010669i,7.8844e-05-0.00078265i,-0.00048243-2.5213e-05i,-0.0002596+0.00022126i,0.00037279+7.8454e-05i,0.00093273-0.00019912i,0.00093364-0.00020559i,0.00014028-0.00061701i,-0.00061253-0.00089538i,-0.00047309-0.00046629i
-0.0014066+0.0024499i,5.3965e-05+0.0028108i,0.0019521+0.002881i,0.0033272+0.00083484i,0.0043412-0.0016069i,0.0037715-0.0024818i,0.0011286-0.0017317i,-0.00035997-0.00067407i,-0.00060821-0.0007796i,4.5921e-05-0.00011858i,0.0010904+0.00017308i,0.0009145-0.00053664i,0.0002252-0.00015796i,-0.00064957+0.00021222i,-0.00073611+1.7609e-06i,-0.00022564-0.00047015i,-0.00031691-8.8665e-05i,-0.00014712+0.00054365i,9.4933e-06+0.000278i,2.0311e-05-0.00036159i,-0.00021567-0.00053777i,-0.00024224+0.00049206i,-5.9655e-05+0.000846i
-0.0010816-0.00019574i,8.1991e-05+0.00093747i,0.00072811+0.00078779i,0.0017356-0.00087371i,0.0027165-0.0016999i,0.0023171-0.001645i,0.00096246-0.0012682i,0.00030744-0.0010108i,4.9266e-05-0.00053793i,-0.00041777-0.00026353i,0.00044156-0.00027641i,0.00051431-0.00057785i,-0.00080514-0.00070254i,-0.00060774+4.0144e-05i,6.6588e-05+0.00011505i,0.00015028-0.00014816i,-3.5707e-05+6.5202e-05i,-0.0002314+0.00058991i,0.00019901+0.0011387i,0.00061976+0.00079122i,0.00089066+0.00022159i,-2.646e-06-0.00030031i,-0.00048344-0.00054681i
-0.00077078+0.00085525i,-0.00033841+0.00043004i,0.00062993+0.00035869i,0.0022512+0.00031338i,0.0032405-5.8692e-06i,0.0018813-0.0012101i,0.00026641-0.0012343i,-0.00040617-0.0005224i,-0.00070265-0.0004214i,-0.0001977+4.8618e-05i,0.0010347+0.0004895i,0.00075405+0.00034904i,-0.00028845+0.00033244i,-0.00073606+0.00029077i,-0.00057482-0.00044033i,-0.00043543-0.00063834i,0.0002356+9.1092e-05i,0.00070302-0.00011671i,-0.00014385-0.00039757i,-0.00035629+0.0001476i,-3.8353e-05+0.00060621i,4.2995e-05+0.00063206i,0.00043467+0.00030097i
0.00051018+0.00087911i,0.0021546+3.5015e-05i,0.0027243-0.00067342i,0.003107-0.0016208i,0.0028027-0.0026951i,0.0011333-0.0026021i,-0.00015662-0.0010941i,-0.00030188+5.9597e-05i,0.0003454-0.00023821i,0.00033177-0.00033859i,-1.0766e-05-0.00039234i,0.00042075-0.00050513i,0.00058194+0.00034981i,2.8005e-07+0.00066939i,-0.00036328+4.1887e-06i,-0.00016488+6.4085e-05i,0.00027914+0.0004001i,0.00034598-0.00023951i,0.00015911-0.0011935i,0.000132-0.00086131i,0.00017956-1.8316e-05i,0.00031085+0.00011636i,9.385e-05+0.00048202i
0.00044818-0.00066672i,-6.6481e-05-0.00096996i,-0.00015698-0.001934i,0.00026128-0.0029163i,0.00052506-0.0022682i,0.00069496-0.00086092i,0.0010894-0.00047785i,0.0014827-0.00038836i,0.00071566-0.0002671i,-5.7569e-05-0.00016794i,0.00031174-0.00015408i,0.00068469+0.00016876i,0.00078879+0.00040159i,0.0011876+0.0012095i,0.00063567+0.0010336i,0.00021633-0.00012088i,0.00048925-0.00059025i,0.00042653-0.00062588i,0.00014709-0.00021832i,7.1167e-05-0.00013841i,0.00037521-0.00035314i,-0.00033187-0.00034106i,-0.00074227-0.00025484i
0.0018659-0.0020332i,0.00080527-0.0019733i,0.0011561-0.0021719i,0.0015235-0.0024893i,0.00096548-0.0023331i,0.0010852-0.0012791i,0.0014686+8.2173e-06i,0.0010371+0.00046961i,0.0003474-0.00025419i,0.00028361-0.00043514i,7.8258e-05+0.00030727i,0.00042473+0.00081181i,0.00035637+0.00066202i,0.00014371+0.00013221i,0.0001983-0.00018889i,0.00013016-0.00032974i,-0.00011439-0.00022376i,-0.00080649-7.7159e-05i,-0.00057579-0.00014322i,0.00010514-6.7324e-05i,-0.00063099+6.5025e-05i,-0.00095915+0.00013438i,-0.000229+8.2404e-05i
0.0026895+0.0011862i,0.0037059+0.00029702i,0.0045581-0.0012192i,0.003667-0.0032404i,0.0030168-0.0032714i,0.0023903-0.0022523i,0.0010604-0.0011671i,0.0001758-0.00026739i,-0.00022173-0.000539i,8.608e-05-0.00083315i,0.00047024-0.00098012i,-0.00017196-0.0010061i,-0.00078881-0.00038974i,-0.00083769-0.00025186i,-0.00090411-0.00016871i,-0.00035246+0.00066533i,-3.8832e-05+0.001174i,0.00015693+0.00083421i,0.00079583+3.4684e-05i,0.00092712-0.0006908i,0.0003852-0.00086909i,-0.0003633-0.00064203i,-0.00059743-0.000403i
0.00082421+0.0012028i,0.00141+0.001359i,0.0021299+0.00066868i,0.002592+0.00014056i,0.0020446-0.00020347i,0.0013199-0.0015859i,0.00076973-0.0020133i,0.00043853-0.001363i,0.00057124-0.00093803i,0.00044932+0.00035635i,0.00023189+0.00049465i,0.00012874-0.00030003i,0.00014236-2.7941e-05i,0.00042611-0.00042652i,0.0006997-0.00058847i,0.0012607-0.00030347i,0.0012201-2.4291e-05i,0.00043001+0.00062174i,0.00076939+0.00064046i,0.0012959+0.00081936i,-5.7627e-05+0.00093129i,-0.00047431+0.00057887i,-0.00023886+8.9608e-05i
0.0026248+0.0014644i,0.0034328+0.00083322i,0.0032093-0.00061156i,0.0024208-0.0033291i,0.0020494-0.0043452i,0.0014096-0.0029593i,0.00023703-0.0015622i,0.00047478-0.00086273i,0.00070712-0.00036818i,-0.00053245-0.00034782i,-0.00088757-0.00052423i,-0.00038654-0.00037048i,-0.00081042+0.0003965i,-0.00092074+0.00095959i,-0.00042572+0.0011129i,-7.7106e-05+0.0008001i,-0.00030418+0.00064061i,-0.00057766+0.00063891i,0.0001806+0.00099643i,0.00062735+0.00073292i,0.00086384-6.3343e-05i,2.8795e-05+0.00030152i,-0.0011014+0.00048333i
-0.00021831-0.001849i,-0.00025898-0.0016428i,0.00089517-0.0021475i,0.0023754-0.0019706i,0.0019686-0.001519i,0.00056034-0.00059068i,-0.00050658-0.00013095i,0.00025732-0.00054832i,0.00048606-0.00057083i,-0.00027468-0.0001229i,-0.00027974+0.0002438i,0.00011521+0.00011003i,0.0004633-0.00042812i,0.0010749-0.0011164i,0.00048051-0.00089658i,-0.00039744-0.00035894i,-0.00029193+3.8829e-05i,-1.7266e-05+0.00036607i,0.00029316+0.00070794i,0.00034901+0.00078488i,0.00042214+0.00044053i,0.00081604+3.2686e-05i,0.00077672-0.00020695i
0.00017949-0.00040071i,0.001004-0.00048077i,0.001502-0.00038056i,0.0021554-0.0019129i,0.0028474-0.0029065i,0.001759-0.0022731i,0.00018576-0.001564i,0.00027265-0.0011202i,0.00098269+0.00013613i,0.00062778+0.00048695i,0.00010275+0.00048664i,0.00013377+0.00084228i,7.4551e-05+0.0002148i,0.00037531-9.3457e-05i,0.00063349+0.00012541i,0.00041273+0.00054121i,2.4196e-05+0.00073839i,2.3169e-05+0.00045709i,0.0002286+0.00040934i,0.00029814+0.00075571i,0.00068004+0.00084613i,0.00083983+0.00081292i,0.0005093+0.00021953i
-0.00098327+0.0014534i,-0.00022862+0.0023355i,0.0014737+0.0024702i,0.003609+0.00020654i,0.0037196-0.0017682i,0.0023429-0.0022291i,0.0014992-0.0012851i,0.0018245-0.00024826i,0.0017407-0.00020633i,0.0010062-0.00051061i,9.5354e-05-0.00048715i,-0.00052358+0.00035831i,-0.0001872+0.00042735i,0.00024835-0.00010644i,8.1751e-05-0.0011646i,-4.2962e-06-0.001346i,-0.0001352-0.00034558i,0.00026631+0.00022358i,0.00085843+0.00023755i,0.00043192+0.00014989i,0.00034656+8.4028e-05i,0.0010823-7.6295e-05i,0.00073128-0.0002612i
-0.00092295+0.00074384i,0.00092651+0.00099687i,0.0017947+0.0012895i,0.0024506+0.00045308i,0.0031407-0.00056462i,0.0026163-0.0010716i,0.00062229-0.0013845i,-7.7735e-05-0.00096328i,-0.00016946-0.00062817i,-0.00017938+0.00010373i,0.00081085+0.00040912i,0.00087804+0.00022499i,3.2744e-05+0.00052636i,-0.00031068+0.0004348i,-0.00060743-0.0010343i,-0.00026064-0.0013049i,-8.2171e-05-0.00097614i,-2.1705e-05-0.00099644i,8.1538e-06-0.00076419i,0.0003639-0.00077108i,0.00062923-0.0011036i,0.00088654-0.00084789i,0.00068149-0.00025406i
0.0003246+0.001287i,0.0015073+0.0017143i,0.0023786+0.0006393i,0.0028038-0.00076406i,0.0024479-0.0016129i,0.0011281-0.0022759i,0.00076611-0.0019874i,0.00029401-0.00098941i,0.00021772-0.00045207i,-6.4756e-05-2.6857e-05i,-0.00037503+0.00021696i,0.00054838+8.2185e-05i,0.00084067-0.00024349i,0.00018535-0.00041344i,-0.00020542-0.00017583i,-0.00015042+0.00023701i,-0.00049001+0.00036508i,-0.00032038+0.00088023i,0.00067933+0.00079433i,0.0010331+0.00019081i,0.00052133+0.00021021i,0.00016907+0.00047222i,-0.00030119+0.00072177i
-0.0023577-0.00026869i,-0.0013279+0.00038689i,-0.00035834+0.00015248i,0.0002913+0.0006871i,0.0012632+0.00064577i,0.0022102-0.00019544i,0.0013519+0.00012425i,0.00013145+0.00022825i,-0.00031802-0.00016195i,-0.0001153+0.00019316i,0.00077993+0.00045103i,0.00081653-0.00031627i,0.00045478-0.000492i,0.00057819+0.00024248i,0.00052087+0.00019424i,0.00011455+0.00015139i,-0.00042459+0.00019981i,1.2627e-05+0.0005638i,0.00027661+0.00082035i,0.00086502+0.00072029i,0.00054304+0.00040195i,-3.4911e-05-0.0007084i,0.00042645-0.00082748i
0.00091303+0.0016693i,0.002519+0.0022484i,0.0036551+0.0014927i,0.004793-0.00035222i,0.0051473-0.0018041i,0.0036055-0.0028445i,0.0013368-0.0020381i,0.0007308-0.00045115i,0.00025318+0.00043444i,-0.00042501+0.00062637i,4.4119e-05-0.00015994i,-9.0348e-05-0.00081803i,-0.00094184-0.00056946i,-0.00089323+0.00032727i,-0.00063799+0.00036534i,9.286e-05-0.00029257i,0.00079788-0.00051054i,0.00073418-5.2002e-05i,0.00031459+0.00062002i,0.00068933+0.00057861i,0.00053449+9.3036e-05i,3.7702e-05+0.00052951i,0.00022643+0.00087632i
-0.00064707-0.00078747i,-0.0002365+0.00082994i,0.00017157+0.00037031i,0.00063858-0.00022669i,0.0010681-0.0008105i,0.0012008-0.0012868i,0.00053625-0.00040645i,0.00022327-0.00025226i,-0.00015815-0.00049933i,-0.00085014-0.00095539i,-0.00058688-0.00084632i,0.00037562-8.7727e-05i,4.7284e-05-4.7143e-05i,-0.000969-4.1133e-06i,-0.0011549+0.00021134i,-0.0012143+0.0001613i,-0.00084614+0.0011789i,-0.00056463+0.0017892i,-1.107e-05+0.001422i,0.00043233+8.3538e-05i,0.00056293-0.00087904i,0.00067882-0.00068513i,0.00056321-0.00078085i
0.00039051+0.00064809i,0.0013309+0.00026906i,0.0031697-0.00064705i,0.0041136-0.0019329i,0.0032899-0.0019748i,0.0018737-0.0010771i,0.00062015-0.00063291i,-0.00034527-0.00071064i,-0.00077945-0.00092584i,-0.00085402-0.00080637i,0.00018721-0.00073243i,0.00042322-0.00068314i,-6.7595e-06-0.00073005i,-0.00034333-0.00059613i,-8.1596e-05-0.00015629i,0.00052614-8.3295e-05i,0.00064657+0.00021653i,0.00072212+4.6522e-05i,0.0007819-0.00027374i,0.00052111+4.893e-05i,0.00035341+0.00036947i,-0.00013674+0.00074577i,-0.00037318+0.00076524i
-0.0026512-0.00090148i,-0.0022553-0.00060098i,-0.0014031+0.00046582i,-0.00015026+0.00096051i,0.00041045+0.00030097i,0.00076191-0.00076779i,0.00071995+5.1971e-06i,9.8865e-05+0.00069849i,-0.00026579+0.00013592i,-0.00058627-0.0005692i,-0.0010411-0.00041973i,-0.0011285+2.634e-05i,-0.00017625+0.00045813i,0.00084126+0.00031004i,0.00052843-4.549e-05i,-0.00055173+0.00021998i,-0.0008148+0.00052145i,-0.00042125+0.00017486i,-0.00013536-7.1376e-05i,-0.00028218-7.852e-05i,-0.00093646-0.0001333i,-0.0010859-2.0388e-05i,-0.00061918+0.00023829i
0.0017461+0.0012833i,0.0027456+0.00066167i,0.0040317-0.00039499i,0.0045024-0.0024834i,0.0030037-0.0036823i,0.0013179-0.00305i,0.00029247-0.00062489i,-0.00012487+0.00069734i,0.00068641+0.00055204i,0.0016029+0.00035083i,0.0021711+0.0001563i,0.0014928+0.00012479i,0.00061956-0.00029918i,0.0008605-0.00060763i,0.00072173-0.00039606i,-0.00043397-3.2992e-06i,-0.00080745-0.00054521i,-0.00056305-0.00078445i,-0.00036448+0.00027433i,-6.8936e-05+0.00090077i,0.00010363+0.00056178i,0.00028986+0.00068929i,0.00079086+0.00022057i
-0.00039453+0.0004776i,0.0011537+0.00048713i,0.0025743+0.001164i,0.0033029+0.00047415i,0.0028303-0.00090648i,0.0019452-0.0017063i,0.00035888-0.0013735i,-0.00053796-0.00086094i,0.00022276-0.001132i,0.00064115-0.00083431i,5.0765e-05+0.00031494i,-0.00062161+0.00038205i,-0.0009866+6.3884e-05i,-0.0010763-3.9567e-06i,-0.00068782+0.00016768i,-0.00053235+0.00068024i,-0.0006554+0.0008881i,0.00023451+0.0007862i,0.00097824+0.001053i,-0.00019621+0.0011843i,-0.0016165+0.0004599i,-0.00089838+0.00015684i,0.0001275+0.00061555i
-0.00078615+0.0017042i,-0.00088885+0.0017418i,2.3643e-05+0.00058965i,0.0012375-0.00037685i,0.0026394-0.00086662i,0.0026476-0.00097833i,0.00098629-0.00073756i,0.00026685-0.000228i,5.3831e-06-0.00025367i,-0.00053035-0.00045712i,-0.00042953-0.0005819i,0.00027986-0.001065i,0.00079711-0.000831i,0.001002-7.2082e-05i,8.2679e-05-0.00030459i,-0.00040414-0.00050194i,-5.845e-05-0.00014293i,-0.00017694+0.00021345i,6.4069e-05+0.00023929i,9.5641e-05+0.00045812i,-1.6967e-05+8.5776e-05i,0.00029716-0.00040185i,-0.00018731-0.00065765i
0.0013203-0.00031198i,0.00069115-0.00042249i,0.0016785-0.0016703i,0.0021974-0.0028314i,0.0013988-0.0026688i,0.00074489-0.001772i,0.00060805-0.0013085i,0.00052108-0.0012767i,0.00048037-0.00080121i,4.8303e-05+0.0001212i,9.21e-05+0.0001453i,0.00049788+8.2372e-06i,0.00043152-5.8307e-06i,8.0108e-05-0.0001679i,-0.00012913-0.0005936i,0.00012006-0.00076983i,0.0011723-0.00035074i,0.0014097-0.00034027i,0.0011228-0.00032048i,0.0008696+2.549e-05i,-4.6994e-06+0.00031749i,-0.00062227+5.5752e-05i,-0.00036439+0.00024007i
0.00093637+0.00012729i,0.0016397-0.00087263i,0.0029915-0.00097079i,0.0037293-0.0011814i,0.002859-0.0016391i,0.0020131-0.0019738i,0.0018147-0.0015578i,0.0012477-0.00062204i,0.00052769-0.00057612i,0.00042417-0.00039076i,0.00030025+0.00071358i,-0.00017577+0.00060751i,-0.00053651-0.00019599i,-0.00045736-0.00055796i,0.00010918-0.0006109i,0.00045989-0.00016615i,0.00022662+0.00015743i,-0.00023495-1.703e-05i,-0.00037333+7.7983e-05i,-0.00030332+0.00016827i,-8.5971e-05-3.449e-06i,-0.00035135-5.4569e-05i,-0.00013952-2.9813e-05i
0.00043452-0.00088763i,-0.00028408+0.0005586i,-0.00025102+0.0013753i,0.00082311-0.0001815i,0.0015456-0.0015006i,0.0010236-0.0012086i,0.00043566-0.00096741i,0.00016737-0.00088648i,-6.7554e-07-0.00066085i,-0.00023-0.00069773i,-0.00038728-2.2585e-05i,-7.4414e-05+0.00036774i,0.00018104+0.00022867i,0.0010128-0.00021189i,0.0006573-0.00073125i,-0.00023408-0.0012251i,-0.00028463-0.00069711i,-0.00047028-0.00016544i,-0.00048575-0.00032007i,-7.2905e-05-0.0001505i,4.338e-05+0.00016952i,0.00071302+0.0001611i,0.0010138+0.00017586i
0.00094-0.003473i,0.00047278-0.0035748i,0.00025043-0.0036708i,0.00056416-0.0026937i,0.00092399-0.0012541i,0.0007923-0.0005912i,0.00056567-0.00054041i,0.00082284-0.0008999i,0.00046241-0.00041582i,-0.00017082-8.1657e-05i,3.2901e-05+0.00028408i,0.00073938-0.00013476i,0.0007816-0.0008024i,0.00021661-0.00080852i,0.00031811-0.00082931i,0.00036725-0.00062065i,0.00012463-0.00018411i,0.00033783-0.0002729i,0.0002929-0.00015111i,0.00035195+0.00040161i,0.00069962+0.00020805i,0.00027016-0.00079279i,-0.00025627-0.00090267i
-0.00071906+0.00021636i,0.00068004+0.0013691i,0.0018772+0.0019966i,0.0032577+0.0017239i,0.0023311+0.00038032i,0.0014558-0.00062755i,0.001786-0.00034023i,0.0012659-0.00022059i,0.00016288-0.00044523i,-0.00030679+0.00013553i,-0.00010026+0.0014703i,0.00014042+0.001166i,0.00019482-0.0010214i,0.0003051-0.0017888i,0.00016657-0.00094598i,-0.00026713-0.0004186i,-0.00033125-0.00034065i,-0.0005981+0.00014454i,-0.00057898+0.00043952i,0.00012423+0.00036658i,0.00027694+0.0003159i,0.00047232+0.00077926i,0.000254+0.001231i
-0.00083822+0.00030082i,-4.6508e-05+0.00080924i,0.00039834+0.0010428i,0.0017231+0.00013158i,0.0029939-0.00099259i,0.0021681-0.00092131i,0.0005158-0.00028866i,-0.00020199+0.0002062i,-0.00022314-7.5357e-05i,0.00025646-0.00066091i,0.00073225-0.00067543i,0.0013448-0.00011823i,0.0013525+0.00044392i,0.001313+0.00031234i,0.000624+1.3971e-05i,5.7498e-05-9.6332e-05i,0.00019481+0.00023501i,9.8165e-05+0.00068059i,0.00047145+0.00023589i,0.0011295+0.00021042i,0.00077908+0.00087093i,-0.00032622+0.0011764i,-0.00051688+0.00071669i
-0.00044483-0.0020736i,0.00043835-0.0012652i,0.00059933-0.0010789i,-0.00039019-0.0012614i,-0.00014692-0.0015432i,0.0010028-0.0010556i,0.00098198-0.00069577i,0.00066617-0.0007955i,0.00057791+0.00018378i,0.00035017+0.00077478i,0.00013639+0.00063433i,0.00050585+0.00039256i,0.0013664-1.7128e-05i,0.00098684-0.00066919i,0.00028023-0.00062126i,-0.00019631-0.00066864i,-0.00021191-0.00022473i,-5.8071e-05+0.00039315i,-1.7862e-05+0.00049371i,0.0007387+0.0007081i,0.0014432+0.00042548i,0.0015431+0.00072729i,0.00075691+0.00018097i
0.00074183-0.0008443i,0.0020687-0.00065441i,0.0022569-0.00085916i,0.0015307-0.0015885i,0.0013811-0.0016569i,0.0018558-0.0013962i,0.0015715-0.00049385i,0.0006337+0.00026828i,-8.7196e-05-0.00057789i,-0.00036749-0.00045144i,0.00010499+0.00017019i,0.00042314+0.00018886i,9.5654e-05+0.000198i,0.00020522+0.00036382i,0.00032759-4.9865e-05i,-0.00016764-9.4269e-05i,-0.00079585-0.00022302i,-0.00059652-0.00039554i,0.00031325+0.00069425i,0.0011358+0.00048246i,0.00073183-0.00022129i,-0.00074332-0.00056862i,-0.0014779-0.00038485i
-0.0014223+0.0020989i,0.0012591+0.0028191i,0.0040802+0.0037054i,0.0048841+0.0026968i,0.0045052+0.0013442i,0.0033737-0.00035113i,0.0013866-0.0012222i,0.00024615-0.00037868i,-0.0002476-0.00030055i,0.00013532-0.00033608i,0.0011821-0.00042185i,0.0014428-0.00030572i,0.00042375-0.00020229i,-0.00031445-0.00054195i,-0.00036676-0.00059524i,-0.00037666-0.001362i,-0.00016712-0.00074912i,-3.4008e-05+0.00040827i,-0.00033872+1.4455e-05i,0.00012678-0.00046004i,0.00027166+4.6436e-05i,1.8299e-05+0.00014474i,0.00031949+0.00015299i
-0.00072424-0.0011636i,-0.00030792-0.0012856i,0.00020003-0.0014758i,0.001365-0.0022712i,0.0024124-0.0015415i,0.0022272-0.0011218i,0.0022067-0.0010429i,0.0013999-0.00082223i,4.5531e-05-0.00055004i,-0.0006986+0.00011417i,-0.00056962+0.00010671i,0.00016995-0.00072666i,0.00083721-0.0011305i,0.00066788-0.0006273i,0.00074247-0.00051254i,0.00033277-0.0007293i,-0.0009254-0.00037146i,-0.00038993+0.00010775i,0.0010413+0.00069685i,0.0010426+8.5901e-05i,0.00072113-0.00065135i,0.0011829-0.00037899i,0.00092544+0.0001401i
0.0025468-0.00038008i,0.0023629-0.00012123i,0.0031316+0.00033619i,0.0032308-6.817e-05i,0.0017791-0.0021306i,0.00086664-0.002932i,0.00015969-0.0009209i,-0.00026291+0.0005198i,0.00012611+0.00015977i,0.00021047-5.0055e-05i,0.00059501+0.0010579i,0.00097608+0.0016458i,0.00040027+0.0014631i,0.00027499+0.00098393i,0.00022772+0.00065932i,-0.00045791+0.00053222i,0.0001156+0.00055292i,0.00026739+0.00018124i,-0.0005457+1.2701e-06i,-0.00019004+4.6017e-05i,0.00028936-0.0002845i,-0.00049323-0.00043304i,-0.00067737+0.0001191i
-7.6283e-05+0.0023498i,0.0016973+0.00047512i,0.0035492-0.0010351i,0.0041503-0.002223i,0.0039726-0.0030512i,0.0029042-0.0025001i,0.0013765-0.0004844i,0.00022899+0.00031459i,-0.00016721+0.00031698i,7.0367e-05+0.0004328i,0.00055378+0.00021009i,0.00085833-0.0003674i,0.00067484-0.00050983i,7.5698e-05-7.5876e-05i,-0.0013788-0.00059354i,-0.0013442-0.0011991i,-0.00022168-0.00066725i,-0.00039018-0.00026298i,-9.2607e-05-0.00043415i,-0.0002253-0.00070329i,6.4825e-05-0.0010159i,0.00070748-0.00065072i,0.00043393-6.0427e-05i
0.0018871+0.0029753i,0.0030315+0.0022187i,0.0045159+0.0013159i,0.0055356+0.00029198i,0.0043983-0.00095957i,0.0024271-0.001781i,0.00082846-0.0013105i,-0.00033122-0.00039278i,-0.00028244+0.00034091i,-1.1614e-05-0.00021214i,-0.0003527-0.00048902i,-0.001243-0.00032503i,-0.00097637-0.00052752i,-0.00013972-0.00044539i,6.144e-05+0.00062731i,-0.00030842+0.0011744i,-0.00052018+0.00083951i,-0.00012951+0.0010978i,-5.5825e-05+0.00092831i,9.4424e-05-0.00016042i,0.00085644-0.00046432i,0.0014185+0.00062269i,0.001191+0.00041469i
0.0028113+0.0001531i,0.0026705+0.00016778i,0.0027556-0.00020262i,0.0028211-0.0020493i,0.0026726-0.0039456i,0.00087992-0.0041668i,-0.00056466-0.0024817i,-0.00030798-0.0013232i,0.00032027-0.00086645i,-0.00027438-0.00059735i,-0.00039088-0.00071358i,-0.0004748-0.00053863i,-0.001239+0.00015912i,-0.0010871+0.00027083i,-0.00051457-0.00023312i,8.5958e-05-0.00041625i,-0.00018711-0.00054862i,-0.0008705-0.00013106i,-0.00050514-0.00014968i,0.00027567-0.00061468i,0.00025058-0.00051337i,0.00067868-0.00015729i,0.00032185+0.00043646i
