-0.00060644+0.00056465i,-0.00013917-0.00055974i,-0.0013494-0.00068946i,-0.0026896+3.1526e-05i,-0.003704+0.0010985i,-0.0026932+0.0017326i,-0.001374+0.0019139i,-0.00083727+0.0011797i,0.00068378+0.00036864i,0.0010858-0.0003267i,0.00048356-0.00089783i,-0.000157-0.00088429i,-0.00070556-0.00047012i,-0.0012974-0.00055127i,-0.0012254-0.0004607i,-0.00037661-2.504e-05i,0.00076872+0.00012526i,0.00044677-0.00011264i,-0.0005809+0.00011607i,-0.00044425+0.00017297i,0.0002443+0.00032322i,0.00031982+0.0004109i,0.00020482+0.00057066i
0.0022497-0.00049534i,0.002314-0.0010212i,0.0019219-0.00073104i,-0.00020951-8.9445e-05i,-0.0024435+0.0001743i,-0.0022409+0.00039252i,-0.001252+0.00079985i,-0.0010028+0.00044945i,-0.00039981+0.00033026i,0.00056148+0.00030796i,0.00084491-0.00064981i,0.00033689-0.00086202i,-0.00023499+0.00014i,-0.00047457+0.00031485i,-2.2568e-05+0.00043731i,0.0002251+0.00069243i,2.4976e-05+0.0002621i,0.00062966+0.00020995i,0.00077081+9.2259e-05i,2.8643e-05-0.00017657i,-0.00040676-0.00057178i,-0.00020877-0.00082962i,-0.000307-0.00082216i
-0.0011284-2.7776e-05i,-0.0012221+0.00058328i,-0.00023127+0.00059237i,-4.6465e-05+0.0012949i,-0.00052198+0.0021029i,-0.00073398+0.0020593i,-0.0004351+0.002161i,0.00013029+0.0021846i,0.00035651+0.0012125i,0.0001304+4.9012e-05i,0.00025521-0.00085148i,6.5302e-05-0.0013915i,0.00041263-0.00082244i,0.00078746-0.00036327i,0.00052906-0.00060767i,0.00063277+0.00047657i,0.00030239+0.0011575i,-0.00047638+0.00016786i,-0.00089513-0.00036416i,-9.6693e-05-4.1543e-05i,0.00059631+0.00010451i,0.00053366+0.00017684i,4.9144e-05+0.00036924i
-0.00085068-0.0008903i,-0.0010726-0.00044171i,-0.0019138+0.00027703i,-0.0024752+0.00050358i,-0.0018146+0.0012114i,-0.0011402+0.0014523i,-0.00049906+0.00044335i,-0.00033265+0.00025247i,0.00031424+0.00047168i,0.00023015-0.00051404i,-0.00016067-0.0011521i,0.00042615-0.00087498i,0.00050259-0.00029648i,0.00020897+3.9846e-05i,-9.9305e-05-8.3515e-05i,-0.00098028-0.00020255i,-0.00074939-0.00036972i,0.00035476-0.00062397i,0.00077081+6.8624e-05i,0.0006006+0.00074382i,-0.00031235+0.00043064i,-0.00081876-4.5803e-05i,-0.00071226-0.00027133i
-0.00096728+0.0010279i,-0.0018782+0.0011726i,-0.0015679+0.0018065i,-0.0013889+0.0023694i,-0.0015641+0.002103i,-0.00072869+0.0016123i,-0.00032747+0.00079061i,-0.00032793+0.00025593i,-0.00017457-1.4408e-06i,3.692e-05+0.00041352i,0.00085542+0.00061056i,0.001055-0.000383i,0.00051793-0.00071716i,-0.00023645-0.00047359i,-0.00017759-0.00044527i,-7.4131e-05-0.00061698i,-1.8647e-05+0.0005427i,0.000842+0.0017989i,0.001246+0.0012526i,0.000337+0.00025214i,-0.00020689-0.00042222i,-0.00016171-6.5523e-06i,-0.00041337+0.00059935i
0.00091179-0.0014607i,0.00083585-0.00084643i,-0.00063323+0.00012927i,-0.002785+0.0013523i,-0.0031977+0.0018797i,-0.0022891+0.001379i,-0.00091569+0.00081756i,-0.00036485+0.00059034i,0.00024299+0.00071943i,0.00012574+0.0011639i,-0.0010093+0.00073924i,-0.0010286-0.00031784i,-0.00043054-0.00024807i,-0.00049434+0.00050871i,-0.00054787+0.00087846i,-0.00012568+0.00092205i,0.00035907+0.00064055i,0.00089247+0.00036538i,0.00031253-0.00045459i,-0.00054735-0.001375i,-0.00017411-0.00058978i,0.00024535+0.00011304i,-2.2111e-05-0.00059154i
0.0011437-0.00034395i,0.0011916-0.00018795i,0.00041757-0.00040541i,-0.0010515-0.00051238i,-0.00209-0.00036757i,-0.0019999+0.00049828i,-0.0010353+0.0012024i,-0.00012925+0.00099768i,0.00092359+0.00057131i,0.00092507+0.00028064i,-0.00038445+0.00022737i,-0.0014677+0.00020073i,-0.0011701+0.00064474i,-0.0001749+0.00099365i,7.0725e-05+0.00026947i,-0.0004567-0.00011017i,-0.00087472+0.00021261i,-0.00087857+0.00035059i,-0.00062489-0.00036374i,-3.1635e-05-0.00068394i,0.00056241+0.00018645i,3.4529e-05+0.00052459i,-0.00053022+5.1627e-05i
-0.0020462+0.00036514i,-0.0012802+0.00087226i,-0.00044178+0.0014581i,0.00067453+0.00079717i,0.0010302+0.00015207i,0.00054642-0.00039832i,-6.7794e-05-0.00010125i,-0.00066424+0.0001343i,-0.00014314+0.00042631i,0.00057457+0.00039186i,0.00065653+0.00039316i,1.0147e-05+0.00016137i,0.0001092+0.00022787i,0.00041498+0.00031582i,-0.00030863+0.00026904i,-0.00053954+0.00095084i,-0.00051176+0.00048775i,-0.00064889+0.00015866i,-6.0386e-05+0.00052539i,0.00057115+0.00013722i,0.00010839-0.00046694i,-0.00075797-0.00075283i,-0.00070518-0.00049649i
0.00020074-0.0013295i,-0.00035847-0.00020902i,-1.7346e-05-0.00024357i,-0.00093548+0.00062085i,-0.0019919+0.0029126i,-0.0022607+0.0025421i,-0.0014354+0.0008847i,-0.00030629+0.00048165i,0.00055694+0.0004689i,0.00091219+0.00045536i,-1.864e-05+0.00024082i,-0.00048764+0.00029949i,-0.00071846+0.00019296i,-0.00028959-0.00020231i,0.00011617-0.00076484i,-0.00011197-0.00055612i,-0.00064657-0.00033237i,-0.00064158-0.00064082i,2.403e-05-0.00058882i,2.5488e-05-0.00030181i,-0.00016265+0.00018047i,-3.7944e-05+0.00035162i,0.00015956+0.00046307i
-0.00018532-0.00039936i,8.6584e-06+0.00016656i,0.00022213-2.1333e-05i,-2.2688e-05-0.00018202i,-0.00021713+0.0006878i,-0.00031451+0.0012107i,-0.00043392+0.0011735i,9.8765e-05+0.00065049i,0.00040277+0.00018696i,0.00030108+0.00052393i,-5.0702e-05+0.00017751i,6.5552e-06+0.00015787i,0.0002049-4.4622e-05i,9.581e-05-0.00068964i,-0.00012506-0.00073175i,-0.00064671-0.00067969i,-0.00062024-0.00096588i,-0.00063645-0.00091801i,-0.0011274-0.00065626i,-0.00082289-0.00043238i,-0.00027727+0.00020308i,0.00051096+0.00078273i,0.00044334+0.00035814i
0.00041173-0.0014424i,-0.00071985-0.0016585i,-0.0027283-0.001463i,-0.0040719+0.00081768i,-0.0032131+0.0024034i,-0.0017753+0.0024831i,-0.00095796+0.0019357i,-0.0004405+0.00071222i,-0.000152-0.00011587i,0.00010387-0.00048168i,0.00079879-0.00072198i,0.00030859-0.0006645i,-0.00060343-0.00082356i,-0.00086272-0.001072i,-0.00084596-0.00055726i,-0.00056978+4.2949e-05i,-0.0001126+9.444e-05i,0.00052307+0.00023791i,-0.00016123+0.00064008i,-0.00056351+0.00021514i,-0.00072565-0.00028015i,-0.00090375-0.00071464i,-0.00057986-0.00070635i
0.00035647+0.0015492i,0.0017764+0.00092064i,0.0022254-0.00035882i,0.00074961-0.0011813i,-0.0015964-4.5376e-05i,-0.0025718+0.00097128i,-0.0011955+0.00078522i,0.00021503+0.00068434i,0.0008034+0.00086892i,0.0013893+0.0005666i,0.0012457-0.00060499i,0.0005517-0.00087711i,-0.00039914-0.00017659i,-0.00016324+0.00010477i,0.00021216+0.000238i,-0.00060854+0.00074165i,-0.0017325+0.00070751i,-0.0017419-0.00025945i,-0.00039983-0.00058932i,0.00025408-0.00032865i,0.00012319-0.00059559i,-0.00048064-0.00054396i,-0.00090432-0.00060764i
-0.0029997+0.00013794i,-0.0033731+0.0016104i,-0.0022179+0.0027209i,-0.00028777+0.0026984i,0.00020336+0.0021086i,-0.0010248+0.0013087i,-0.00089297+0.0012427i,0.00038157+0.00039692i,0.00049528-0.00023291i,0.00029809+0.00027632i,0.00015884+0.00065429i,-0.00014432+0.00019856i,-8.2426e-05-8.6026e-05i,0.00023611-0.00020372i,0.00040177-6.9387e-05i,0.00014032+0.00031023i,0.00066431+0.00053857i,0.001249+6.5916e-05i,0.001194-0.00077i,0.00095808-0.0007131i,0.00031022+4.0542e-05i,-0.00026804+6.7072e-06i,-0.00011681-0.00057782i
0.0022742-0.0011535i,0.0019748-0.0025102i,0.0016504-0.0036583i,-0.00020243-0.0029203i,-0.0019291-0.0012235i,-0.0019827+0.00071385i,-0.0016696+0.0013787i,-0.00085341+0.0010535i,0.0005812+0.00017583i,0.00073436-0.0006179i,0.00027216-9.4561e-05i,-4.1984e-05+3.5422e-05i,7.8047e-05+1.2723e-05i,-3.0564e-05+0.00044711i,-0.00053695+0.00013366i,-6.5289e-05+0.00049008i,0.00012439+0.00090924i,-0.00037524+0.00042853i,-0.00071742-0.00022291i,-0.00035046-0.00084903i,0.00015959-0.00079297i,-0.00038434+1.7291e-06i,-0.00061178+0.00038991i
0.002341+0.0012929i,0.0018818+0.0026356i,0.0016028+0.0029244i,0.0011269+0.002859i,0.00010418+0.0023405i,-0.00052726+0.0011079i,6.6328e-05+0.00066837i,0.0011952+0.00057932i,0.0012269+0.00068679i,0.00068362+0.00031411i,1.0209e-05-0.00019718i,-0.00022567+0.00021311i,-0.00025603+0.000382i,-0.00019668+0.00044571i,-0.00063221+0.00052035i,-0.00040993+5.9298e-05i,0.00034271+0.00036831i,7.4816e-05+0.001023i,-0.0007509+0.00084322i,-0.00034799+0.00059041i,-0.00018549+0.00040513i,-0.0007486+0.00051987i,-0.00040505+0.00068023i
-0.00249+0.00086917i,-0.0030778+0.00036153i,-0.002744-0.00022445i,-0.0023262+0.00024519i,-0.00088125+0.00099674i,0.00057701+0.00073166i,-0.00048856+0.00036109i,-0.0011117+0.00046383i,7.893e-06-6.8976e-05i,0.00056704+8.1701e-05i,0.00032788-0.00013079i,-2.2721e-05-0.0010227i,8.3321e-06-0.00080882i,8.8074e-05-0.00089301i,0.00057558-0.0010059i,0.0008894-9.384e-05i,0.00049657+0.00049394i,-0.00033169+0.00048871i,-0.00012874+0.00051617i,-0.00016813+6.1347e-05i,-0.00086394-0.0006584i,-0.00023901-0.00071245i,0.00059945-1.8167e-05i
0.00017122-0.0012349i,-0.00022641-0.0012545i,0.0012968-0.00086554i,0.0016532+0.00016745i,0.00025243+0.00037115i,-0.00047505+0.00086122i,-0.0006446+0.00074923i,-0.00031757-0.00024567i,0.00048449-0.00014875i,0.00078956+0.00018223i,1.3459e-06-0.00068858i,-0.00085059-0.00057174i,-0.00069153+0.00053554i,-0.00051899+0.0010031i,-0.00066791+0.00081797i,-0.00045649+0.00057202i,-0.00060102+0.00068541i,-0.0005987+0.00094465i,0.00032996+0.00092501i,0.00048745+0.00024395i,-4.5945e-05-9.6268e-05i,9.5775e-05+0.00010512i,-5.7952e-05+0.00044593i
-0.00066285-0.0013136i,0.00040674-0.0013821i,-0.00057759-0.00033395i,-0.0013016+0.0013751i,-0.0011806+0.0021666i,-0.00077288+0.0020981i,-0.00078755+0.0011855i,-0.00067794-1.7933e-05i,-0.00068956+0.00032853i,-0.00031143+0.00055157i,4.3397e-05-9.7763e-06i,0.00053982-0.0005097i,0.00093599-0.00053167i,-3.9159e-05-7.8002e-05i,-0.00083255+0.00054291i,-0.00056253+0.00073768i,-0.00060855+0.00026471i,-0.0006196+0.000176i,-0.00067026+3.2953e-05i,-0.00080873-0.00012053i,-0.00039901-0.00038723i,7.8999e-05-0.00025855i,-1.5114e-06+0.00073272i
-6.0012e-05+0.0010565i,-9.807e-05+0.00013961i,-0.00072361-0.00055472i,-0.0010597+0.00052744i,-0.00026023+0.0014334i,-6.6594e-05+0.001373i,-0.0005793+0.0013924i,-0.0012347+0.00070019i,-0.00039382+9.283e-05i,0.00075656-0.00026123i,0.0011823-0.00086805i,0.0010593-0.00029529i,0.00036896+0.00037646i,-0.00045437+0.00061429i,-0.00048673-0.00015777i,-0.00053807-0.00038302i,-0.00029247+0.00056831i,0.00095636+0.00054565i,0.0010441-0.00023152i,0.00039702-0.00026578i,0.00046998+0.00011073i,4.9607e-05+2.8604e-05i,-0.000295-0.00036076i
-0.0014623+0.00074244i,-0.00094675+0.00069952i,0.00098412+0.00070328i,0.00035665+0.00050712i,-0.00068836-1.908e-05i,-0.00019585+0.0011238i,0.00047+0.0017027i,0.0011359+0.0012385i,0.00073081+0.0011024i,5.7199e-06+8.9086e-05i,0.00029983-0.0014189i,0.00034151-0.0012368i,-0.00072645-0.00040447i,-0.00075938-0.00025945i,-0.00016231-1.791e-05i,-0.00030225+9.0915e-05i,-0.00050778-6.2025e-05i,-0.00035875-0.0007298i,-0.0005874-0.00086379i,-0.00073336-0.00022707i,-0.00046455+0.00028758i,-1.6655e-05-0.00027152i,8.2303e-06-0.0009422i
-0.00025919+7.2065e-05i,0.00041367+0.00070029i,0.00088118+0.0019869i,0.00090923+0.002935i,0.00055952+0.0020417i,-0.0002037+0.000461i,-0.0012819-6.0326e-06i,-0.0011019-8.1138e-05i,2.1936e-05+0.00030262i,0.0012172+0.0006721i,0.0012439+8.4681e-05i,0.00028711+9.2374e-05i,0.00037491+0.00038875i,0.00080486+0.0011514i,-8.5395e-05+0.0011451i,-0.00097724+0.00063299i,-0.0006247+0.00098188i,0.00015299+2.9537e-05i,0.00072649-0.0015903i,0.00019312-0.0013228i,-0.00021058-7.6698e-05i,-0.0002037+0.00043476i,5.2278e-05+0.00024692i
0.0026671+0.00035794i,0.0022515-0.00027265i,0.0019644-0.0012347i,0.00098269-0.0011871i,0.00042065+0.00048067i,-0.00044437+0.0018217i,-0.0010553+0.0015177i,0.00011024+0.00065684i,0.0012007-0.0003018i,0.0012674-0.00069136i,0.00092014-0.00075808i,0.00017206-0.00020583i,0.00034348+0.0003619i,0.00085099+0.00086491i,0.00073243+0.00040169i,0.00042081-9.8958e-05i,-0.000116+0.00041534i,-0.00033059+0.00064039i,-5.0375e-05+0.0001361i,0.00031818-4.253e-05i,0.00043768+9.9098e-05i,0.00027754+0.00053029i,0.00013968+0.00022488i
0.0012631+0.0013995i,0.00098824+0.00086234i,0.00088933+0.00012428i,-6.894e-05+0.00028669i,-0.0014505+0.0016846i,-0.0012115+0.0028687i,-0.00019887+0.002287i,0.0012555+0.0012574i,0.0017608+0.00083232i,0.0012826+0.00032519i,0.00048917-0.00038i,0.00028533-0.00027543i,9.6938e-06+0.00047i,-0.00048234+0.0005753i,-0.00034987-0.00013519i,0.00039836-0.00083515i,0.00080275-0.00052931i,0.00062424-1.7847e-05i,0.00035202-0.00039255i,0.00017112-0.00068981i,-9.4992e-05+5.0767e-05i,-0.00017105-4.2774e-06i,7.5588e-05-0.00051146i
-0.0014232+0.00033627i,-0.0022959-2.0233e-05i,-0.0024545-0.00063355i,-0.0028182-3.4573e-05i,-0.0035042+0.0005528i,-0.0029028+0.00030697i,-0.0014409-5.6594e-05i,3.8511e-05+0.00060359i,0.00055334+0.0011198i,0.00027812+0.00068917i,-0.00026444+0.00077343i,-0.0007578+0.00094426i,-0.00038836+0.00082414i,-0.00015696+0.00017893i,-0.00057388-0.00010907i,-0.00050673+0.00027254i,-2.1247e-05+0.00074911i,0.00042347+0.00070347i,9.1199e-06+7.4366e-05i,0.00019232-1.5171e-05i,0.00066187+0.00049131i,0.00087984+4.0454e-05i,0.00042309-0.00070231i
-0.00022266-0.0013793i,-0.00036872-0.00034284i,-0.00052473+0.00054414i,-0.00094904+0.0010366i,-0.0013561+0.001433i,-0.0013406+0.0014903i,-0.0012718+0.00086466i,-0.0003388-0.00011681i,0.00057583-0.00043235i,0.00056017-0.00023031i,-6.413e-05-0.000546i,-0.00073539-0.00044734i,-0.00071061-0.00031178i,-0.00066899-0.00010989i,-0.00064948+2.3875e-05i,-2.8009e-05+0.00038366i,2.0363e-05+0.00096741i,-0.00031589+0.00047969i,-0.00080845-0.00015619i,-0.0010073-5.4334e-05i,-0.00035438-0.00055573i,-0.00052395-0.00065687i,-0.00048345+0.00029889i
-0.0022121+0.00148i,-0.00091615+0.0019305i,-0.00067165+0.0035217i,-0.00031124+0.0040109i,8.5382e-05+0.003459i,-0.00011387+0.0025494i,-0.0003866+0.0012326i,-0.00051061+0.00078002i,6.8993e-06+0.00077799i,0.0013485+7.5294e-05i,0.0014148-0.00056005i,0.0011685-0.00022975i,0.00075824+0.00054567i,-4.6109e-05+0.00063371i,-0.00038612-3.3725e-05i,-5.2157e-05-0.0003308i,0.00024787+0.0002661i,-0.00045069+0.00040377i,-0.00099534+0.00064995i,-0.00024978+0.00076322i,0.00053562+0.00042002i,0.00069877+0.00030081i,0.00016535+0.00021223i
-0.001917+0.00051594i,-0.0026074+0.00037522i,-0.0033278+0.0016124i,-0.0019561+0.0022183i,-0.00055035+0.0025141i,-0.00083016+0.0023653i,-0.00079265+0.00078055i,-0.00015349+8.6017e-05i,-0.00026889+0.00055174i,-0.00057116+0.00076355i,-0.00085933+0.00046139i,-0.0012371-0.00023613i,-0.00055443-0.00050466i,-0.00019725-9.6947e-05i,-0.00050078-0.00037415i,-0.00046659+6.7936e-05i,-0.00078083+0.00060705i,-0.0010369+0.00023585i,-0.00033827-0.00012634i,-3.7264e-05-0.00016427i,-0.00036856-0.0001064i,-0.00019983-0.00021495i,-0.00031276-0.00018814i
0.00024423-0.00021657i,-0.00018851-0.0010105i,-0.0010628-0.0011803i,-0.0014439-0.00084414i,-0.0017996+0.001447i,-0.001993+0.0034013i,-0.00099631+0.0028736i,0.00032207+0.0015099i,0.00029861+0.00023299i,-0.00033506-0.00014455i,8.8362e-05+0.00012186i,0.00039374+0.00028195i,0.00049935+0.00055593i,0.00014655+0.00059812i,0.00052569+5.346e-05i,0.00077292-0.00047833i,7.3261e-05-0.0005938i,0.00048183-0.0004298i,0.0010429+2.6328e-05i,0.00066537-7.5211e-05i,-5.4938e-05-0.00040084i,0.00010124-0.00039957i,-0.00019967-0.00053332i
-0.0032499-0.0010733i,-0.0030356-2.8481e-05i,-0.0022229+0.0021707i,-0.0017636+0.0036125i,-0.0014996+0.0037713i,0.00010478+0.0025443i,0.001218+0.0012875i,0.00064763+0.00053556i,-0.00025191+0.0004189i,0.00030159+0.00046058i,0.00054883+0.00047126i,-0.00038336+0.00023572i,-0.00066283-3.5434e-05i,-0.00035278+0.00013895i,-0.00023471+0.00082774i,-0.00034387+0.0006725i,-4.6693e-05+0.00075944i,-0.00026417+0.00053619i,-0.00011778+7.2045e-05i,0.00059186+0.00015978i,0.0009041-0.00026418i,0.0010789-0.001016i,0.00014729-0.0013095i
0.00081958-0.0027969i,-0.00055106-0.0015285i,-0.0020592-0.00069283i,-0.0035868+5.7177e-06i,-0.0043135+0.0015032i,-0.0032252+0.00262i,-0.0013371+0.0020252i,5.3007e-05+0.00086164i,0.00066995+0.0002195i,0.00055038+0.00050023i,0.00022901-5.6472e-05i,-0.00042777-0.00077546i,-0.00057686-5.851e-05i,8.3028e-05-0.00011185i,0.00033703-0.00050151i,0.00027053-3.2398e-05i,0.00022712+0.00050576i,0.0005691+0.00031509i,-0.00014551-3.07e-05i,-0.0007841+0.00033967i,-0.00039778+0.00025627i,-0.00045314-0.00014786i,-3.6187e-05-8.1204e-05i
0.00039106+0.0013752i,8.8456e-06+0.001627i,-0.00066068+0.0013521i,-0.00090434+0.0011569i,-0.00045442+0.0011342i,-0.00026439+0.0011554i,-0.00062439+0.0013004i,-0.00049778+0.0010138i,0.00028806+0.00052918i,0.0013-6.946e-05i,0.0014548-0.00059929i,-9.3767e-06-0.00042291i,-0.0010199-8.1926e-05i,-0.00084485-0.00040851i,4.2873e-05-0.00072236i,0.00042222-0.00046323i,0.00016069+0.00014206i,0.00065541-9.6961e-05i,0.0011865-0.00069008i,0.00079106-0.00045676i,0.00033944+0.0002429i,0.00036015+0.00060651i,0.0003431-1.9501e-05i
-0.00078093+0.00018124i,-0.00069343+5.2734e-05i,-0.0007474-0.00061255i,-0.0010344-0.00095331i,-0.0015447-0.00031342i,-0.0023003+0.00097083i,-0.0015524+0.00098311i,0.00011452+0.00056532i,0.0015133+0.00088266i,0.00096169+0.00054549i,-0.00024537-0.00070798i,-0.00053058-0.0012227i,-0.00041904-0.0012787i,-7.8703e-05-0.0010996i,0.0001759-0.00041714i,-0.0004366+0.00035173i,-0.00064011+0.00048373i,6.2559e-05-0.00027198i,0.00046025-0.00044456i,9.0931e-05+0.00033816i,-0.00064949+0.0010226i,-0.00097997+0.00053468i,-0.00024107+0.00019931i
-0.0022208+0.0012828i,-0.00070994+0.00086155i,-0.0003533+0.0022411i,-0.00013028+0.0030407i,0.00059959+0.0028097i,0.0001342+0.0024125i,-0.00032559+0.0016615i,-0.0001913+0.00079833i,-0.00010355+0.001087i,0.00031146+0.0014896i,0.00043675+6.9034e-05i,0.00011296-0.00095239i,-0.00040853-0.00028346i,-0.0013491-0.00049712i,-0.0021706-0.0016914i,-0.0012006-0.0012657i,-0.00047806-0.00013445i,-0.00063328-3.2961e-06i,-0.00026502-0.00018491i,-1.0149e-05-0.00031931i,0.00014453-0.00019406i,0.00011658+0.00036726i,7.5511e-05+0.00081699i
-0.00031397-0.002233i,-5.7263e-05-0.0014692i,-0.0008127-0.001904i,-0.0019991-0.0012887i,-0.0032594+0.00081504i,-0.003311+0.0020935i,-0.0021725+0.001879i,-0.00065397+0.00079198i,0.00013758-4.6954e-06i,-8.3845e-05-0.00038505i,-0.00011531+0.00012531i,0.00024171+0.00051095i,0.00033651+0.00042001i,0.00042468-1.7311e-05i,0.000144-0.00066491i,-0.00036721-0.00043712i,-0.00029911+0.00024796i,-0.00045518+0.0012826i,-0.00054709+0.0017177i,-7.0613e-05+4.6232e-05i,0.00026814-0.00055431i,-0.00017606-0.00027129i,-0.0002343-0.00089483i
-0.00052814+0.00043364i,-0.0018676+0.00076255i,-0.0024806+0.00057412i,-0.0022876+0.0012616i,-0.0020221+0.0026512i,-0.0018648+0.002867i,-0.001361+0.0017089i,-0.00034595+0.0005202i,0.00018248-0.00026231i,0.00092803-0.00048354i,0.0014156-0.00050257i,0.00072368-0.00037883i,-0.00025317+0.00024592i,-0.00012759-0.00048497i,0.00045927-0.0011i,-0.00060532-0.00011224i,-0.0019146-0.00053824i,-0.0011889-0.0010329i,-0.00052078+2.4107e-05i,-0.0010577+0.00019011i,-0.00085969-0.00051155i,-0.00077577-0.0010451i,-0.00064138-0.00080225i
-0.00099928+0.0010796i,0.0010309+0.0012533i,0.0021846+0.00070083i,0.0018081+0.00063639i,-0.00031341+0.00098141i,-0.0019327+0.00070056i,-0.0021706+0.00047951i,-0.00085882-0.0001528i,0.0005692+6.279e-05i,0.0010047+0.00093268i,0.00093581+0.00031773i,0.00014816-0.00033717i,-0.00074746+0.00067454i,-0.0012987+0.00099309i,-0.00091383+7.5153e-05i,-0.00042252-7.1473e-05i,-0.00040429+0.00081562i,-0.00022532+0.0011178i,6.0078e-05+0.00058078i,0.00028859+0.0001347i,-0.00027537+0.00018078i,-0.00090947-2.7362e-05i,-0.0013533+0.00029248i
-0.00090512+0.00014685i,-0.0014551+0.00065515i,-0.00073015+0.0012506i,-0.00030342+0.0010025i,-0.00059359+0.00071433i,-0.00095688+0.0013875i,-0.00066132+0.0013283i,0.00044152+0.00035334i,0.00095586+0.00029934i,0.00080111+0.00024255i,0.0003881+0.00011557i,-0.00017471+0.00021226i,-0.0006213-8.889e-05i,-0.0012792-0.00055986i,-0.0010196+3.5958e-06i,-0.00018663+0.0011387i,-0.0010051+0.0010758i,-0.001087+0.00040833i,0.00019801+0.00055618i,0.00034457+0.0001743i,-0.00036707-0.00043166i,-0.0005737+0.00019787i,7.5286e-05+0.00066942i
0.002874-0.0024677i,0.002429-0.0024664i,0.001489-0.0024635i,-0.0008143-0.0014428i,-0.0033794-0.00037396i,-0.0036561+0.00057912i,-0.0016668+0.00071916i,-0.00023993+0.00040667i,0.00027287+0.00015626i,0.00095858+0.00032964i,0.00066827+0.00046439i,-0.00022713+0.00042873i,-0.00042408+0.00035237i,-0.0002461+0.00038149i,7.6348e-05+0.00042759i,9.6999e-05-0.00055364i,0.00032077-0.00090826i,-0.00020642-0.00054995i,1.6972e-05-0.00042327i,0.00054565-5.6049e-05i,-0.00023464+0.00013524i,-0.00055454-0.00079793i,-0.00074894-0.0010451i
-0.00068375+0.00043176i,-0.0013073-0.00046746i,-0.0019221-0.00073397i,-0.0022918-0.00014573i,-0.0020576+0.00056004i,-0.001905+3.7044e-05i,-0.0014721-0.00032923i,-0.00056387+4.249e-05i,-1.8895e-05+0.000115i,-5.5927e-06+0.00036462i,0.00051524+0.00066566i,0.00060366+0.00020109i,0.00023974-0.00047205i,-0.00010711+5.6931e-05i,-0.00016993+0.00045426i,-0.00023499+2.0421e-05i,-0.0007818+0.00087193i,-0.0011647+0.0011786i,-0.0010935+0.00073705i,-0.00030883+0.00061374i,0.00059499+0.00042873i,0.00079064-0.00043818i,7.5252e-05-0.0011527i
0.00010001+0.0028701i,0.00068902+0.0015662i,0.00091957+0.00053422i,0.00090303+9.8875e-05i,2.0697e-05+7.4994e-05i,-0.0017748+0.00067004i,-0.0018428+0.00067708i,-0.0012366+0.0010391i,6.0147e-06+0.0013156i,0.0012512+0.00076997i,0.00067979-0.00011595i,-0.00012014-0.00047953i,0.00034661-0.00054473i,0.00075198+8.6532e-05i,-5.5657e-06+0.00064666i,0.00023763+0.00037174i,0.00032607-0.0001294i,0.00016979-0.00025071i,0.00040781+0.00013421i,-0.00018365+0.00037406i,-0.00036218+0.00069605i,-0.00080388+0.00071337i,-0.0013387+0.0010132i
-0.0027983-0.0003678i,-0.00055561+0.0015131i,0.00081087+0.003455i,0.0008145+0.0036015i,0.00015338+0.0029515i,-0.00053354+0.0019952i,-0.0010072+0.0010275i,-0.0014148+0.0005825i,-0.00089329+0.00047748i,0.00030111+0.00035654i,-0.00033334+3.1233e-06i,-0.00061472-0.00042748i,0.00055705-0.00059838i,0.00049993-2.756e-05i,-0.00024127+0.00071436i,-0.00021124+0.00088622i,0.00062483+0.00071393i,0.00041164-0.00018069i,-0.00043224-0.00080855i,-0.00070229-0.00071786i,-0.00052511-0.0011501i,-0.0004176-0.0013922i,9.3677e-05-0.0010312i
0.00041839-0.001385i,-0.00037673-0.0017761i,-0.00085846-0.00092741i,-0.0013329-0.00042487i,-0.0023562+7.6916e-05i,-0.002604+0.00061607i,-0.0024201+0.00015348i,-0.0015437+0.00021015i,-0.00049194+0.00058558i,0.00036557+0.0007108i,4.4186e-05+0.00035327i,-0.00067965+0.00013354i,-0.00035688+0.00011197i,-7.3169e-06-9.6071e-05i,8.8614e-05-0.0001876i,-0.00010907-0.00011679i,-0.00057488+0.00042437i,-0.00074107+0.00023289i,-0.00016598+0.00013971i,0.00012614+0.00044791i,0.00046225-0.00038169i,0.00088369-0.00042006i,0.00032907+0.00012453i
0.0014613+0.0014126i,0.0019921+0.00028462i,0.0015782+4.5942e-05i,0.00054924+0.0017168i,-0.0010189+0.0027095i,-0.0016319+0.0015693i,-0.0008885+0.00061455i,-0.00086047-0.00029942i,-0.00041105-0.0003009i,0.00046453-0.00029268i,0.00075158-0.000145i,0.001004+0.00064161i,0.00069381+0.00082276i,-0.0001887+0.00055829i,-0.00080253+0.00036145i,-0.0011614+0.0005844i,-0.0012925+0.00056608i,-0.001016-0.00029071i,-5.2364e-05-0.00058165i,8.291e-05-0.00055831i,-0.0003495-0.00053355i,-0.00047996-0.00031421i,-0.00027346-9.1379e-05i
