-0.0034466-0.00038376i,-0.0031415+0.00028835i,-0.0038286+0.0017346i,-0.0023098+0.0021398i,-0.0012653+0.0026841i,-0.00075411+0.0024675i,-0.00014684+0.0026164i,0.00057382+0.0023301i,0.00087715+0.00086516i,0.0013352+0.00029535i,0.0016114+0.00014821i,0.00085617-0.00033616i,0.00074017-0.0012336i,0.00196-0.0015016i,0.0021929-0.00048255i,0.00083057-0.0005434i,0.00040145-0.00098802i,0.00084802+7.3974e-05i,0.00062786+0.0010057i,-0.00072412+0.00034849i,-0.0011251-0.00025334i,-0.00039894-8.5357e-05i,-0.00024548-7.7591e-05i
0.0009141+0.00015756i,0.00083578+0.00012103i,7.3012e-05+0.00016417i,3.7247e-05-0.00014839i,0.00040134+0.0005421i,-0.00019528+0.0014802i,-0.00090099+0.0010712i,-0.00077225+0.00031219i,-0.00032879+0.00021433i,6.0706e-05+8.5761e-05i,9.9333e-05-0.00036054i,0.00014099+8.0068e-05i,-0.00031934+0.00018705i,-0.0009134+0.00022144i,-0.00058072+3.8377e-05i,-0.00010029+0.00015218i,0.00011037+0.00088726i,0.00054616+0.0012887i,0.0003106+0.00073267i,4.4447e-05+0.00026559i,-0.00047251+0.00022253i,-0.00083639+0.00034166i,-0.0002385+0.00090345i
-0.00017305-0.00039086i,-0.00072834-0.0005119i,-0.00057265-0.00054301i,2.7959e-05+0.00024063i,-0.00085845+0.0018178i,-0.0010383+0.0028837i,0.00053281+0.0022323i,0.0013992+0.00093663i,0.00091527+0.00082725i,-7.7855e-05+0.0010653i,8.1683e-05+0.00027366i,0.00085743-0.00088605i,0.00060931-0.0013041i,-0.00024278-0.00040094i,-0.00049545+0.00077131i,-0.00026114+0.0004997i,-0.0003516-0.0001772i,-0.00030039+0.00064428i,-7.9941e-05+0.0009282i,-2.3116e-06+0.00026437i,-0.00017955+1.1777e-05i,-0.000595-0.00066359i,-4.023e-06-0.0008765i
0.00033258-0.0020915i,-0.0008064-0.0026006i,-0.00094652-0.0034685i,-8.2296e-05-0.0024246i,-0.00040028-0.00037983i,-0.00081897+0.0013301i,-0.00033092+0.0023456i,4.9874e-05+0.00151i,0.00045091-0.00026463i,0.00038901-0.00081992i,9.3574e-05-0.0011844i,0.00025508-0.0010537i,0.00022134+0.00010069i,-0.00011918+0.00016945i,-4.7386e-05-0.00010146i,0.00045085+0.00047569i,0.00078791+0.00051411i,0.00049222+0.00066911i,-9.2749e-05+0.00081058i,0.00024326+0.00034571i,0.00070734-0.00017697i,-0.0006212-0.00028093i,-0.0010147+4.0294e-05i
0.00032142-0.0006903i,0.00011667-0.00086719i,-0.00072942-0.00055492i,-0.0017502+0.00032524i,-0.0012159+0.00029049i,-0.00022371+0.001154i,0.00026114+0.0023144i,0.00026706+0.0014814i,0.00045439+0.00018719i,0.0002498+0.00025393i,2.6073e-05-0.00027284i,0.00067554-0.001101i,0.0013092-0.0008467i,0.0012639+0.00026012i,0.00086498+0.00063298i,0.00031967-0.00011597i,0.00019826-0.00032033i,0.00021628+0.00032772i,-0.00014878+0.0009174i,-0.0007569+0.00047761i,-0.00086108-0.000392i,-0.00052032-0.0010566i,-0.00097198-0.0013423i
-0.00097775+0.00099006i,0.00040986+0.001215i,0.0014831-0.00014115i,0.0012655-0.00071931i,0.00060242+0.00018411i,0.00062479+0.0011714i,0.0005712+0.0024306i,0.00075618+0.0016474i,0.00058044+0.00026801i,0.00054089-0.00014858i,0.00050869-0.00091414i,0.00040043-0.00095272i,0.0007333-1.0438e-05i,0.00013969+0.00039428i,-0.00065428+0.00028441i,-0.00035212-0.00015447i,0.00026729-0.0001255i,0.00031467-0.00050083i,8.1954e-05-0.00097521i,-0.00042186-0.0011181i,-0.0003436-0.00036058i,0.00048388+0.00030961i,0.00041909-0.00027845i
-0.00014213-0.0017215i,-0.0015986-0.0010039i,-0.0013719-0.00028047i,-0.00050124-0.00086501i,-0.00038884-0.0013237i,-0.00048738-0.00041107i,-0.00046139+0.00077908i,-0.00031711+0.00059128i,-5.3437e-05-0.00017264i,0.00045064-0.00049357i,0.00082748-0.00080067i,-2.9421e-05-0.0012741i,-0.000522-0.00086788i,-0.00051719+1.3185e-05i,-0.00044208+0.00056694i,0.00011868+0.00095134i,7.2661e-05+0.00051185i,-0.00027272-0.00028495i,3.1066e-05-0.00064249i,0.00039492-0.00014391i,0.00091329+0.00053867i,0.0010523+0.0010051i,0.00054031+0.0010328i
0.0029924-0.0015763i,0.0022653-0.0019482i,0.001802-0.0023098i,0.0013305-0.00046772i,2.7188e-05+0.0013509i,-0.00023555+0.0022961i,0.00050747+0.0027618i,0.0010032+0.0020176i,0.0010411+0.0011141i,0.00034239+0.00084301i,0.00050709+0.00071076i,0.00084796+0.0006732i,0.0010628+0.00049012i,0.0012281+0.00033416i,0.00089623+0.00024296i,0.00083353-7.1412e-05i,-0.00020009+0.0003401i,-0.00065725+0.00021115i,0.0002853-0.00021887i,0.00048612-0.00074831i,0.00040359-0.0012195i,0.00020901-0.0008961i,-6.3934e-05+0.00012757i
-0.0020445-0.0008927i,-0.0018327-0.0021072i,-0.0011433-0.0020414i,0.00036628-0.00046844i,0.00057535+0.00028463i,-0.00033522+0.0011991i,-0.00010854+0.0018353i,0.00068793+0.0013721i,-3.5806e-06-9.9877e-05i,5.9081e-06-0.00043792i,0.00073933+0.00012441i,0.0011327-0.00042356i,0.0011381-0.00067608i,0.00093445-5.3934e-05i,0.00038979-0.00029307i,-1.4919e-05-0.0010771i,-0.00035122-0.0014352i,-0.00059547-0.00033458i,-3.5711e-05+0.00058582i,0.00044818+0.000819i,0.00059927+0.00086813i,0.00082378+0.00029952i,0.00087393-0.00038379i
-0.00089438-0.0017816i,-0.0012574-0.0005219i,-0.0010102-0.0004394i,-0.00060145-0.00029207i,-0.0010456+1.2119e-05i,-0.00093917+0.00058222i,-0.00033792+0.0016341i,0.00051751+0.0015454i,0.00082146+0.00037567i,0.00033211+0.00012941i,9.9579e-05+1.9012e-05i,8.2471e-05-0.00030389i,0.00053647+0.00032623i,0.0012641+0.00074655i,0.0015916+0.0002294i,0.00086699-0.0004317i,0.00019064-0.00041526i,3.5179e-05-0.00033049i,-4.9648e-05-4.9074e-05i,0.00026416+0.00049469i,0.00027063+0.00012331i,-2.5655e-05-0.000443i,-0.00017139-0.00082386i
0.0015869-0.0025368i,0.0011734-0.0027568i,0.00038978-0.0011115i,0.00051084+0.00029732i,0.00070292+0.0012503i,0.00022547+0.0028531i,0.00044904+0.0029215i,0.00087744+0.0016809i,0.00031107+0.0011575i,0.00012283+0.00096763i,0.00049751+0.00034641i,0.00047564-0.00012807i,0.001405-0.00039733i,0.0014064-0.00024797i,-1.0988e-05+0.00059618i,-0.00015803+0.00041568i,-0.00030902+0.00015223i,-0.00048356+0.00064967i,-0.00037957+0.0011947i,7.6752e-05+0.00052766i,-0.00017266+0.00023613i,-0.00072079+0.00073784i,-0.00057087-0.00022526i
-0.0019125+0.00078015i,-0.00014722+0.00052262i,0.00085083+0.0004579i,0.00048877+0.00048969i,0.00050741-0.00033888i,0.00043756-0.00026883i,0.0003098+0.00068014i,0.00081921+0.00079173i,0.00084859+0.0004316i,-0.00020945-0.00074491i,0.0003832-0.00105i,0.0011835+0.00028845i,0.0013832+0.00043452i,0.00093436-0.00032274i,0.00038175-0.00034482i,0.00028916+0.00014596i,0.00046283+9.5621e-05i,0.00054404-0.00076245i,0.00034704-0.00077992i,0.00048698-8.5142e-05i,0.0002054+7.8244e-05i,-0.00043363-8.3999e-05i,-0.00036039-0.00032161i
-0.0020512-0.00051859i,-0.0008381+0.00062132i,-0.00085383+0.0010233i,4.5452e-05+0.0010578i,0.0013653+0.0012095i,0.0009043+0.0015434i,0.00024225+0.0014934i,0.00057216+0.00058741i,0.00045486-0.00017598i,0.00025534+0.0002767i,0.00017523+0.00018451i,0.00046657-0.0010428i,0.0010052-0.0011322i,0.0010243-0.00073437i,0.00059417-0.00061228i,-0.00010908-0.00042288i,-0.0008603-0.00051348i,-7.7694e-05-0.00087171i,0.00084785-0.00058238i,0.00034918+6.3336e-05i,-0.00041039-0.00021294i,-0.00070818-0.0002834i,-0.00086388+0.00050015i
0.001757-0.00096136i,0.0012775-0.0010355i,0.00026529-0.00064602i,-0.00025038-7.6244e-05i,-0.00067322+0.00015652i,-0.0010725+0.0010378i,-0.00041234+0.0022505i,-5.2901e-05+0.0013599i,-0.00020028-0.00017811i,0.00015631-0.00071995i,0.00021114-0.00040894i,-3.1777e-05-0.00016655i,0.00049464+0.00014372i,0.00032509+0.00061632i,-0.00061717+0.00015103i,-0.00044633-0.00082098i,0.0002187-0.00062218i,0.00086178+0.00012388i,0.0011541+0.00035796i,0.00027568+0.0003995i,-1.333e-05-4.0744e-05i,0.00056935-1.5568e-05i,0.00048423+0.00038079i
0.00053718-0.00096246i,0.0009133-0.00018071i,0.00014029+0.0006476i,-0.00030905+0.00094572i,-8.3049e-05+0.0016039i,0.00082932+0.0022265i,0.0013388+0.0016805i,0.0010529+0.00084726i,0.00121+0.00082157i,0.0012338+0.0003962i,0.00093763-0.00044004i,9.0315e-05-0.00077415i,-0.00014139-0.00064404i,0.00060712-1.08e-05i,0.00088579+0.00018552i,0.00099395-0.00032633i,0.0011586-0.00097698i,0.00057717-0.00071044i,-0.00019434-0.00052158i,-0.00087655-0.0005215i,-0.00090891+0.00034175i,-0.00093809+0.00041838i,-0.00066813-0.00057411i
0.0011702-0.00099407i,0.0017097-0.0016412i,0.0014043-0.001464i,0.0010208-0.0018157i,-0.000284-0.0019415i,-0.00085062-0.00065102i,-0.00020096+0.00021388i,0.00012869-0.00017563i,-6.5711e-05-0.00032109i,-0.00014277-0.00035743i,-3.7334e-06-0.0010966i,-0.00077693-0.001271i,-0.00089131-0.00018038i,-6.8943e-05+0.00031619i,-0.00024802+0.00027871i,-2.3428e-05+0.00049401i,-3.2528e-05+0.00017697i,-0.00041487-0.0004264i,-0.00016165-0.00070767i,-0.0004022-0.00051203i,-0.0001078-3.5972e-05i,0.0011845+0.00056542i,0.00080363+0.00089372i
0.001131-0.0014317i,0.0009882-0.0017724i,-8.3783e-05-0.0015941i,8.7631e-05-0.00078722i,0.00084526+0.00041637i,0.0003867+0.0014304i,0.00024485+0.0019879i,0.00029968+0.0014369i,-0.00022547+0.00028015i,-0.00066067-0.00061206i,-0.00034394-0.00058349i,4.7044e-06-0.00088085i,0.00038174-0.0005643i,0.00039584-0.00021128i,-0.00034186-0.00035808i,-0.0004691-0.00012031i,-0.00026307+0.00034476i,0.000559+0.00029022i,0.0006921-0.000203i,0.00019596-0.00048739i,0.000884-2.3573e-05i,0.0010802+0.00055545i,0.00050548-0.00034168i
0.0017459-0.00017683i,0.0026609-0.0008546i,0.0030469-0.0011326i,0.0019788-0.00077272i,0.00031339-4.8592e-05i,-0.00035424+0.0011192i,-8.0295e-05+0.0023771i,-0.00011101+0.0020735i,0.00046194+0.0013193i,0.00070094+0.0006079i,-0.0002752-0.00087589i,-0.0011037-0.0014885i,-0.0016474-0.0002993i,-0.001196-6.6975e-05i,-0.00071079-0.00073738i,-0.00061528-0.0011687i,-0.00046289-0.00074471i,-0.0001939-0.00018027i,0.00034799+8.1725e-05i,0.00028436+0.00038611i,-0.00084036+0.00059398i,-0.0011388+0.0002274i,0.0001458-0.00034702i
0.00019383+0.00094874i,0.00016806-0.0005682i,0.00036542-0.0016922i,-5.3206e-05-0.0015106i,8.8771e-07-0.00060115i,5.9142e-05+0.00056234i,0.00017097+0.0019862i,0.00039724+0.0017297i,0.0002274+3.5849e-05i,8.8401e-05-0.00019652i,0.000504-1.343e-05i,0.00033774-2.1495e-05i,-8.6053e-06-0.00035337i,-0.00066686-0.00024523i,-0.0011413+5.6619e-05i,-0.00046218-1.7877e-05i,-0.0006165-9.5e-05i,-0.00089182+0.00030754i,-0.00060448+0.00082943i,-0.00040658+0.0009664i,-0.00037427+7.1921e-05i,-0.00059533-0.000517i,-0.001008-0.00030424i
-0.00094695-0.00052454i,-0.00037595-0.0010974i,0.0004869-0.00092875i,0.0010769-0.00055915i,0.00039917-0.0011119i,-0.00059098-0.00016892i,-0.0010298+0.0015454i,-0.00061163+0.0013951i,0.00028742+0.0003254i,-0.00026122-0.00043401i,-0.00076009-0.00068363i,-0.00072362-0.00070769i,-0.00089146-0.00029255i,-0.00079986-4.4416e-05i,-0.00045405-0.00087214i,0.00012903-0.0008138i,0.00046214-0.0001447i,3.8413e-06+5.5627e-05i,-0.00036576-3.3927e-06i,-0.00056524+0.00021057i,-0.00069283-0.00027515i,-0.00040612-0.00043802i,-0.00024259-0.00016171i
0.0022873-0.0022402i,0.0013477-0.0027143i,0.00053129-0.002154i,0.00011768-0.00045046i,0.00012601+0.0012i,0.00028661+0.0031116i,0.0010629+0.0038983i,0.0014747+0.0025887i,0.00099033+0.00064529i,0.00045665-0.00062041i,0.00033683-0.00047401i,-3.1515e-05-0.00020191i,0.00045616-0.00040814i,0.00084489-9.17e-05i,0.00030117-5.5163e-05i,-0.00011302-3.0272e-05i,-0.00018524+0.00032379i,-2.62e-05+0.00011287i,-0.00047272-0.00050507i,-0.00086053-0.00093076i,-0.00092782-0.00097234i,-0.00050856-0.00027865i,0.00013684+0.00041227i
0.00058163-0.00045831i,0.00037722-0.00087057i,0.00051111-0.0007646i,-7.0169e-05-0.0012771i,-0.00026015-0.001643i,0.00066557-0.00040542i,0.0010647+0.0006806i,0.0014761+0.00077211i,0.0014082+0.00052732i,0.00083222+0.00062077i,0.00037037+0.00028707i,-0.00010537-0.00035682i,-6.7023e-05-2.3382e-05i,0.00021405+0.0004216i,0.00028389+0.00046559i,0.00025417+6.8566e-05i,0.0008241-6.244e-05i,0.0010404+9.9175e-05i,0.0010021+8.125e-07i,0.00092407+2.8116e-05i,0.00040277+0.00033373i,-7.33e-05+0.00050741i,-0.0002144+0.00018958i
0.002445-0.0013102i,0.00069562-0.0019386i,-0.00088587-0.0019534i,-0.0015756-0.0013965i,-0.0013792-0.00039933i,-0.0016156+0.0008748i,-0.0014114+0.0022811i,-8.0118e-05+0.002425i,0.00048196+0.00065149i,0.00057084-0.00034213i,0.00052593+0.00033978i,-9.6625e-05+0.00069378i,-0.00093308+0.00065199i,-0.00062649+0.00056249i,-0.00050152+4.0928e-05i,-0.00037164-0.00021219i,0.00041245-0.00050275i,0.00046832-0.00025067i,-0.00037958-0.00017853i,-0.00032961-0.00019137i,-0.00019773+0.00064838i,-0.00048889+0.0014849i,0.00016501+0.0017861i
0.00050025-0.0010541i,-0.00015488-0.00089918i,-0.0013298-0.0014137i,-0.0015648-0.0010786i,-0.00094737+0.00011628i,-0.00043172+0.0010819i,0.00027185+0.0012858i,0.0010413+0.00092464i,0.00061775+0.00013787i,-0.00017-0.00019805i,-2.8926e-05-0.00013873i,3.4474e-05-0.00060087i,-0.00018315-0.00070628i,0.00050823+8.5367e-05i,0.00062456+0.00082112i,0.00012714+0.00026693i,-0.00021981+6.7048e-05i,-0.00032335+0.00048464i,-0.00041032+0.00010926i,-0.00021519-0.00069349i,0.00014633-0.0011419i,-4.0482e-05-0.0005987i,-0.0011695+0.00032972i
-0.0018826-0.0014231i,-0.0013221-0.00093244i,-0.00050777-8.0052e-05i,-0.00036211-3.0721e-05i,-0.00077992+5.1353e-06i,-0.00051873+0.0010507i,-3.7017e-06+0.0015628i,8.3191e-05+0.0012524i,-0.00033068+0.00089188i,-0.00037073+0.0001559i,1.9885e-05-0.00051725i,0.00042789-0.00037126i,0.00011085-0.0005356i,0.00018764-0.0010693i,0.00065049-0.00054385i,0.00031517+3.3544e-06i,-0.00027267-0.00017021i,-0.00025807-7.4414e-05i,-0.00013614-0.00055638i,-0.0014973-0.00059336i,-0.0023049+0.00021182i,-0.0010598+0.00030628i,0.00032819+0.00013468i
0.0027522-0.00068458i,0.0024866-0.0016552i,0.0014633-0.0016977i,0.00030165-0.0003318i,-0.00058007+0.00055956i,-0.0007361+0.0012797i,-0.00097044+0.0016479i,-0.00027786+0.00088772i,-0.00040044+9.4249e-05i,-0.00091046-0.00050193i,-0.0005894-0.0010013i,-0.00045605-0.00054855i,-0.00074509+0.00018215i,-0.0008061+7.8108e-05i,-0.0006926-0.0001261i,-9.7411e-05-0.00064455i,0.0002035-0.00018675i,-0.00037322+0.00076213i,0.00016281+0.0013969i,0.00069456+0.0012412i,-0.00011638-0.00019867i,-0.00047449-0.00075407i,-3.3261e-05-5.0752e-05i
-0.00027845-0.0016172i,-0.00070428-0.001313i,-0.0015314-0.0010891i,-0.0013241-0.00057554i,-0.00048424+0.00034002i,0.00035577+0.0013118i,0.00078013+0.002153i,0.0005783+0.0015572i,-4.3427e-05+0.00081612i,-0.00043713+0.00027936i,-0.00047766+0.00010285i,-0.00011641-0.0001326i,0.00065061+0.00031388i,0.0011106+0.0010861i,0.0010349+0.0010748i,0.00059656+0.00080253i,7.6442e-05+0.00039089i,0.00052351-0.00049435i,0.0014008-0.00043388i,0.0011144+0.0002426i,0.00080303+0.00086312i,0.00042216+0.00046781i,-0.00073377-0.00030271i
-5.6334e-07-0.0022083i,0.0010915-0.0013361i,0.00071697-0.00052748i,-0.00017834+0.00043493i,-0.00046466+0.0016523i,-0.00047686+0.0018254i,-0.000155+0.0011227i,7.7638e-05+0.00085263i,0.00030101+6.6159e-05i,0.00098315-0.00068585i,0.00076063-0.00030293i,0.00034613-0.00052837i,0.00030769-0.00090541i,0.00011224+0.00029554i,8.6568e-06+0.00092665i,-2.8235e-05+0.00039674i,0.00031661+0.00035124i,0.00060419+0.00014648i,0.0010339-0.00026727i,0.00089619-0.00015684i,0.00051989-0.00061925i,0.0005254-0.00031493i,3.7244e-05+0.00018716i
-7.6262e-05-0.0004244i,-0.00046833-0.00036744i,-0.00016855-3.4857e-05i,0.00062306-5.5641e-05i,4.1933e-05-0.00086622i,-0.001013-0.00037418i,-0.0012208+0.0011152i,-0.00032896+0.0016786i,0.00053162+0.00096133i,0.00029696+0.00019839i,0.00017157-0.00091321i,0.00019787-0.001669i,0.00044732-0.0012299i,0.0003597-0.00091364i,0.00014578-0.00089945i,0.00053121-0.000446i,8.8764e-05+0.00014098i,-0.00041276+0.00055598i,1.9708e-05+0.00028078i,0.00061611-0.00025155i,0.0003953-0.00066158i,-0.000152-0.00047545i,-0.00054296+0.00035878i
0.0021392-0.0013931i,0.0014437-0.0019913i,8.7376e-05-0.0019616i,-0.00066214-0.00065938i,-0.0012533+0.00024701i,-0.0013403+0.0010673i,-0.00028527+0.0022852i,0.00027117+0.002093i,-0.00014595+0.0011479i,-0.00013618+0.0008098i,0.00011062-9.706e-05i,0.00024041-0.00068375i,0.00052448+9.3809e-05i,0.00095533+0.0007046i,0.00072572+0.00026666i,0.00047197+0.00021458i,-1.1795e-05+0.00088663i,-8.0496e-05+0.00053918i,-3.9011e-06+0.00021956i,-3.4312e-07+9.8762e-05i,0.00010498-0.0002836i,-0.00024784+9.357e-05i,-6.5385e-05+0.00097964i
0.002797+0.00061763i,0.0028886-0.00036466i,0.0012944-0.0012664i,0.00098202-0.0011389i,0.00054209-0.00016587i,-0.00051147+0.00068428i,-0.0008095+0.0013335i,0.00043516+0.0012585i,0.0014496+0.00066553i,0.0010665-0.00024434i,0.00059485-0.00057913i,7.6278e-05+5.5892e-05i,0.00015797+0.00067007i,0.00020201+0.00041512i,-3.156e-05+1.0539e-05i,0.00011634-9.0023e-05i,8.7805e-05+0.00015565i,0.00022675+0.00095887i,0.00071532+0.0012855i,0.00089195+0.00050919i,0.00062565-0.00075915i,0.00034376-0.0008911i,-0.00034581+2.5303e-05i
-0.001094+0.00097059i,-0.0012121+0.0012173i,-0.00037273+0.00036336i,-6.7662e-05-6.6572e-05i,0.00070105+0.00052123i,0.0014212+0.00047009i,0.00051383+0.00029398i,0.00025003-4.6171e-05i,0.00090503+0.0002686i,0.0010746+0.00013045i,0.00070079-0.00042137i,0.0012701-0.00046772i,0.0013837-0.00012108i,0.00054043+0.00041985i,0.00074564+0.00052456i,0.00042216+0.00050761i,0.00037634-0.00010797i,0.00065797-0.00030909i,0.00013306-1.2608e-05i,0.00026949+0.00040287i,0.00063085+0.0010015i,9.3141e-05+0.0008757i,-0.0003915+0.00044032i
0.00068272-0.0010366i,-1.0504e-05-0.0021454i,-0.00035024-0.0015917i,-0.00024937-0.00027658i,-0.00051703+0.00066407i,-0.0010602+0.0017647i,-0.0011886+0.0019879i,-0.0003984+0.00163i,-0.00029321+0.00031055i,-0.00034653-0.0006475i,0.00044458-0.00063784i,0.00076394-0.00036305i,-7.609e-05-8.1795e-08i,-0.00071257+0.00016796i,-0.00051184+1.0742e-06i,-0.00056171-0.00058213i,-0.00083822-0.00051786i,-0.00046729+3.3668e-06i,-0.00016527+0.00036057i,0.00028167+0.00056028i,0.00047913+0.00065246i,0.00032545+0.00023917i,0.0003501+0.00036036i
0.00026349+0.00020179i,0.001133-0.0002856i,0.00066049-0.0002926i,-6.1291e-06-4.4524e-05i,-0.00013346-0.0001369i,0.00028954+0.00045943i,0.00109+0.0010479i,0.000844-2.5504e-05i,0.00039199-0.0011047i,0.00016487-0.00051023i,0.00021035+0.00011154i,0.00062882-0.00038018i,0.0010206-0.00029769i,0.00052844-0.00055684i,-0.00037539-0.0014642i,-0.00043085-0.0012786i,-0.00016514-0.00036515i,0.00013857+0.00018095i,8.1885e-05+0.00011672i,-4.7189e-05-0.00026268i,-0.00021444-0.00072134i,-0.00053701-0.00082481i,-0.0006427+0.0002361i
-0.00081856-0.0014453i,-0.00053489-0.0012603i,-0.00034472-0.00055222i,-0.00078+0.0004261i,-0.0010735+0.00088769i,-0.00096933+0.0015744i,-0.00081744+0.0016325i,-8.0482e-05+0.00075276i,0.00049202+0.00027394i,0.00058563+0.00022441i,0.00095713-0.00041272i,0.0010215-0.00113i,0.0010962-0.00032805i,0.00073975+0.00050488i,-1.3324e-06+0.00025698i,-0.00041846+0.00016293i,-0.00054156-0.00014106i,-9.4972e-05+0.00026703i,0.00022187+0.00051849i,-0.00031481+9.2501e-05i,-0.00048363+0.00057772i,-0.00025654+0.00081464i,0.00023637+0.00071447i
0.0015137+4.7197e-05i,0.0007495-0.00083938i,0.0010716-0.0011268i,0.0015265-0.00077744i,0.00034494+0.0007432i,-0.0012438+0.0015864i,-0.0012782+0.001396i,-0.00047581+0.0019201i,0.00030186+0.0015505i,-0.00049217+0.00020013i,-0.0010928-0.00084147i,-9.4438e-05-0.0012317i,-0.00026587-0.00032889i,-0.0010237+0.00071941i,4.6313e-06+0.00078848i,0.00018785+0.00026026i,-0.00056953+0.00035259i,-0.00042639+0.00064069i,-0.00030614-0.00017418i,-0.00039859-0.00059405i,0.00033289+4.5731e-06i,0.00072066+0.00046491i,0.0001934+0.00027295i
-0.00012647-0.00058957i,-0.00047827-0.00088689i,-0.00052606+0.00013227i,-0.00044256+0.00062709i,0.00034756+0.0007176i,0.0006585+0.00090212i,0.00051454+0.0010394i,0.00032313+0.00082251i,-0.0004503+0.00040498i,0.00011353+0.00028779i,0.0010392+0.00029635i,0.00090907-0.00023591i,0.00036377-0.00020606i,6.3165e-05-0.00065644i,0.00017683-0.0016446i,0.00025529-0.0013222i,0.00048599-0.00046163i,0.00047874-0.00023768i,0.00058588-0.00043869i,0.00049215-0.00026867i,0.00018076+0.0010091i,0.0001728+0.0011892i,0.00024249-0.00011604i
0.0011667+0.0015046i,0.0026399+0.00099585i,0.0018056+0.00025173i,-0.0002861+0.00022552i,-0.00095367+0.00097401i,-0.00011633+0.001655i,0.00043303+0.0019917i,7.9912e-05+0.0014108i,-0.00072264+0.00073938i,-0.00099741+0.00061306i,-0.00052746+0.00028358i,-0.00011329+0.00031984i,-0.00014447+0.00045999i,-1.445e-05+0.00015796i,0.00036026-9.9795e-05i,0.00016-0.00018374i,-0.00050592+0.00042275i,-0.00022618+0.0007704i,0.00040619+2.7327e-05i,0.00034079+0.00011523i,0.00023115+0.00067458i,0.00049172+0.00054712i,0.00025021+0.0010765i
-0.00040481+0.0012702i,-0.00073154-6.2079e-05i,-0.00026867-0.00031068i,0.00085613+0.00037462i,0.00081559+0.0011797i,-0.00030634+0.0013884i,-4.7014e-05+0.0017732i,2.5694e-05+0.0019211i,-9.2406e-05+0.00096334i,0.00010091+0.00036923i,0.00042202+0.00014117i,0.00021161-0.0005733i,-0.00054587-0.0013972i,-0.00057686-0.0014191i,-9.7548e-05-0.0014381i,1.9082e-05-0.0011672i,-0.00076195-0.00022883i,-0.0012056+0.00031335i,-0.00064651-0.00012067i,0.00027012-0.00082371i,3.3641e-05-0.0005363i,-0.00066149+4.7882e-05i,0.00017525+0.00031984i
-8.0797e-05-0.0018i,-0.00076575-0.0021101i,-0.00013887-0.0011613i,0.00013825-5.0334e-05i,-0.00013256+0.0005976i,0.00056515+0.0012049i,0.0011619+0.0018096i,0.0013979+0.0019291i,0.00089042+0.0011697i,0.00010984+0.0010636i,0.00022286+0.0012475i,0.001057+0.00070386i,0.00094274+0.00032374i,-2.0466e-05+0.00050678i,4.8175e-06+0.0002173i,0.00026357-0.00031809i,0.0003863-0.00013582i,-0.00011219+0.0002934i,-0.00023652+0.00042705i,9.7348e-05-0.00013447i,0.00023771-5.7865e-05i,0.00089088+9.5997e-05i,0.00051879-0.00051224i
0.00017276+0.0013956i,0.00056508+0.0010952i,-0.00011124-2.1076e-05i,-0.00039983-0.00086909i,-0.00051784+5.1771e-05i,-2.0306e-06+0.00051207i,0.00056405+0.00028885i,0.00013194+0.0006656i,-0.00011325+0.00086597i,0.00020228+0.00033642i,0.00081503+1.6155e-05i,0.00085568+0.00012472i,-3.1173e-05-0.00048566i,-0.0005933-0.00090451i,0.00024986-0.00021785i,0.00088283+5.9745e-05i,0.00085943+0.00023462i,7.2917e-05+0.00041187i,-0.00069478-3.0982e-05i,-0.00080202+0.00015112i,-0.00047346+0.00027793i,0.00025369-0.00032292i,0.00060423-0.00040418i
-0.0017187-0.00054006i,-0.0014104+0.00030506i,-0.0021382+0.00017241i,-0.0024589-0.00013653i,-0.0011123+0.00014654i,-7.5634e-05+0.001144i,-2.0384e-05+0.001947i,0.0003135+0.0011924i,0.00072077+0.00037374i,0.00066793-0.00017438i,0.0011105-0.00084753i,0.00086644-0.0011102i,0.00018149-0.00087088i,0.00013055-1.0888e-05i,0.0004485+0.00013955i,0.00055338+0.00027927i,-0.0001393+0.0010803i,-0.00026964+0.00066122i,0.00027403-0.00035172i,1.704e-05-0.00061126i,0.00024229-0.00058642i,0.00038682-0.00016075i,0.00053608-0.00067141i
0.0014502-0.0036226i,0.001684-0.0048345i,0.00081387-0.0034598i,-0.00079965-0.00073i,-0.0017844+0.0012884i,-0.001091+0.0021387i,-0.00024143+0.0025935i,0.00010274+0.0018776i,0.00079987+5.4615e-05i,0.00090414-0.00078817i,0.00083642-0.00061253i,0.0003989-0.00090842i,-0.00017176-0.0012585i,0.00019315-0.0007412i,0.00037376+8.7369e-05i,0.00047475+0.00099125i,0.00025609+0.0010187i,2.551e-05-1.1917e-05i,0.00045996-0.00047511i,0.00085639-0.00027809i,0.00045773-0.00056358i,-7.3112e-05-0.00054883i,-2.9975e-06-0.00013966i
0.0021158+0.0011312i,0.0014122+0.00093376i,0.00043592+0.001087i,-0.00089633+4.3608e-05i,-0.0012994-0.00099486i,-0.0015505-0.00021077i,-0.00056043+0.00092486i,0.00083934+0.00074274i,0.0012851+0.000272i,0.0010116-2.5735e-05i,0.00045592-0.00014802i,-1.3235e-05-0.00029663i,-0.00083405-0.0002403i,-0.001425+0.00020353i,-0.0012194-0.00025379i,-0.00077341-0.00062867i,-0.00057779-0.00037082i,-0.00031186+5.0253e-05i,0.00061644+0.00061194i,0.0010831+0.00051014i,0.0007545+0.00052461i,-0.00018398-1.6557e-05i,-0.00079839-0.00090452i
