-0.005337+0.0016477i,-0.0042359+0.0023105i,-0.0035513+0.003149i,-0.001573+0.0027191i,-1.3733e-05+0.0018928i,0.000525+0.0020233i,0.0004011+0.0022004i,0.00098114+0.0025008i,0.0017281+0.0023383i,0.0023241+0.00052832i,0.002169-0.00073201i,0.0012665-0.0012644i,0.00090137-0.001853i,0.00043461-0.0019393i,-0.00081545-0.0014088i,-0.0017487-0.00050614i,-0.0013258-0.00052977i,-0.0003683-0.00063422i,0.00092629-5.824e-06i,0.0015071+0.00011029i,0.00058182-0.00033024i,-0.0001989-0.00054788i,-0.00016912+0.00056288i
-0.0013752-8.261e-05i,-0.0013248+0.0010328i,-0.0012013+0.0020232i,-0.00068286+0.0025442i,-0.00080541+0.0018311i,-0.00069251+0.0010841i,-0.00088556+0.00025551i,-0.0017925-0.00054435i,-0.0027602-0.00079449i,-0.002209-0.00035158i,-0.0016877+0.00022265i,-0.0017707+0.00041786i,-0.0015736-0.00053938i,-0.0016587-0.0012165i,-0.0017278-0.0017506i,-0.0011168-0.0016002i,-0.00061414+0.00018406i,-0.00073312+0.00081707i,-1.8701e-05+0.00029673i,8.7694e-05-3.4848e-05i,-8.1127e-05-0.00065409i,0.00060196-0.00061503i,0.00086108-1.6502e-05i
-0.00064098+8.0926e-05i,0.00064647-0.00094185i,0.0007756-0.0012459i,-0.00020206-0.0015885i,-0.00021232-0.0012819i,0.00022403+5.4989e-05i,4.5148e-06+0.00073843i,-0.0008284-0.00052813i,-0.0013369-0.0023276i,-0.00171-0.0030754i,-0.0016828-0.0025732i,-0.00081696-0.0013126i,0.0001709-0.00088431i,0.00050329-0.0012041i,-2.2441e-05-0.0007575i,-0.0003877+5.8579e-05i,-0.00043506+9.2276e-05i,-4.2432e-05-0.00069097i,3.2574e-05-0.00086638i,-2.6433e-05-0.00050246i,-4.3764e-05-0.00037467i,6.6304e-05-0.00015057i,0.00060066+2.7473e-05i
0.00059499+0.0013025i,0.00066669+0.00080179i,0.0015942+0.0012412i,0.0016835+0.0015043i,0.0013998+0.00015987i,0.00072887-0.001563i,0.00028511-0.0019479i,0.001171-0.0018759i,0.0016715-0.0020138i,0.0018224-0.0021166i,0.0013142-0.0017272i,0.00048533-0.0016612i,0.00061361-0.0015888i,0.00029859-0.0010994i,0.00078699-0.00062601i,0.0011686-0.00038393i,0.0010466-0.0005728i,0.00096824-8.9394e-05i,0.00077588-4.8067e-05i,0.00087245-0.00076232i,0.00054538-0.00081322i,0.00030026-0.00054398i,0.00021445+0.00060408i
-0.00034607+0.0011369i,0.0011819+0.0012842i,0.0017913+0.00073728i,0.001682-0.00059287i,0.00093902-0.00061104i,2.0066e-05+0.000892i,-0.00034556+0.00074987i,0.00061491-0.00079044i,0.0020722-0.00070621i,0.0026958+0.00016487i,0.0020748+0.00020191i,0.0012212-0.00042603i,0.0006692-0.0007936i,0.00022855-0.0004872i,0.0009767+0.00041828i,0.0016628+0.00072753i,0.00092709+0.00026704i,0.00038055+0.00045607i,0.00052647-0.00011836i,0.00040067-0.00092794i,2.4199e-06-0.00087574i,-5.0606e-05-0.00048528i,-0.00013647-0.00010675i
0.0013098+0.0016022i,0.00096932+0.00023313i,0.0010658-0.0009114i,0.00056515-0.0019496i,-0.0007187-0.0018761i,-0.0009641-0.0010623i,-0.00046879-0.00034496i,0.00034377+0.00080355i,0.0010853+0.0022199i,0.0014549+0.0024082i,0.00078829+0.0010923i,2.7039e-07-0.0001245i,-0.00027629-8.664e-05i,-0.00018148+0.00083734i,-0.00033204+0.00076993i,-0.00034916+0.00035939i,-0.00071872+0.00010111i,-0.00097061-0.0010027i,-0.00026826-0.0015512i,0.00025135-0.001224i,0.00043789-0.00040187i,-5.2694e-05+0.00077594i,-0.00090639+0.0011066i
0.0011807-0.0022786i,0.00029627-0.0017173i,-0.00039107-0.0020615i,-0.001764-0.0018129i,-0.0027817-0.0017028i,-0.0020009-0.00031998i,-0.0010506+0.0003581i,-0.00092324+7.6611e-05i,-0.0019609+0.0004416i,-0.0024295+0.00029087i,-0.0014068-6.8373e-05i,-0.00092016-0.00014554i,-0.0010189+0.00028497i,-0.0012895+0.00071982i,-0.00095793-1.4257e-05i,-6.4088e-05-0.00096599i,0.00016961-0.0010129i,-0.00012637-0.0010109i,-0.00025672-0.00079582i,-0.00022261-0.00016272i,4.0851e-05+0.00016399i,0.00066698+9.1377e-05i,0.00030875+0.00016324i
0.00091998-0.00055767i,0.00027155-0.00096327i,-0.00069844-0.00092438i,-0.0021891-0.0012029i,-0.0027532-0.00097788i,-0.0022869-0.00025249i,-0.0012064-0.00069233i,-0.0010736-0.0020589i,-0.0017178-0.0026778i,-0.0020962-0.002043i,-0.0024709-0.0018798i,-0.002487-0.0015016i,-0.0014292-0.00056765i,6.9023e-05+0.00023685i,0.00076549-4.8575e-05i,0.00048467-0.00012122i,-0.00035485+0.0001531i,-0.00016789-0.00037196i,0.00033726-0.00062429i,1.2485e-05-0.00067711i,-0.00021539-0.0010755i,-0.00020689-0.0013147i,1.4237e-05-0.00031537i
-0.00149-0.0013247i,-0.0016321+0.00025757i,-0.0013993+0.00051755i,-0.0007023+0.00025264i,-0.0011086+0.00023917i,-0.00082434+0.00064891i,-2.6426e-06+0.00011541i,-0.00031285-0.00092212i,-0.0012804-0.0014237i,-0.0011387-0.0021709i,-0.00017344-0.0023692i,0.00040596-0.0015206i,0.00022583-0.0013742i,6.7975e-05-0.0016419i,0.00023029-0.0017206i,-0.00047239-0.0013974i,-0.00016504-0.00079142i,0.001048+0.00033491i,0.00054805+0.00072221i,4.1572e-05+4.4218e-05i,0.00032448+5.1429e-05i,0.00042836+0.0001046i,2.5276e-05-0.00025374i
-0.00012706-0.0009482i,-3.9988e-05-0.00013557i,-0.00023439-0.0005738i,-0.0013951-0.0027488i,-0.0024083-0.0032678i,-0.0022019-0.00093082i,-0.00070789-0.00022949i,0.0012842-0.0010113i,0.0028926-0.0018562i,0.0027936-0.0022996i,0.0017356-0.0015249i,0.0011874-0.00019536i,0.00045169+0.0011836i,0.0005638+0.0014607i,0.00034765+0.00052223i,0.00040017+0.0001235i,0.0010263+0.0001624i,0.00088034-0.00018056i,0.00083163-0.00075225i,0.0010572-0.00056663i,0.00065962+0.0004035i,0.0007751-3.2055e-05i,0.0013151-0.0010343i
0.0017323+0.00046613i,0.00059667-0.0013216i,0.00060985-0.0020422i,0.00015501-0.0019976i,-0.0011981-0.0021789i,-0.0012762-0.0016449i,0.00016546-0.00056877i,0.0018321+0.0002825i,0.0026634+0.0007773i,0.0016157+0.00050063i,0.00030782+8.9519e-06i,0.0001306-0.00019264i,0.00086093+2.0633e-05i,0.00067408-0.00041615i,5.4527e-06-0.00060738i,-0.00058087+0.00068505i,-0.0010457+0.0010534i,-0.0010079+0.00047542i,0.00024763+0.00057272i,0.00021621+0.00019115i,-2.7715e-07-0.00026261i,0.00026153-0.00033568i,0.00043148-1.1305e-05i
0.00058692-0.00082532i,0.00089089-0.00061999i,0.0010225-0.0008371i,0.00011625-0.0011788i,-0.0011233-0.0013076i,-0.0012263-0.00031407i,-0.001096+0.00010898i,-0.0009942-0.00070738i,-0.00011898-0.00046486i,0.00050425+0.00043523i,5.7755e-05+0.00064992i,-0.00074672+0.00034598i,-0.0011842-0.00032272i,-0.001261-0.00010289i,-0.00076299+0.00046608i,-3.3988e-05+0.00055142i,-0.00021447+6.4506e-05i,-0.0007558-0.00077924i,-0.00043294-0.00070124i,0.00071228-0.00059389i,0.00067168+0.00029521i,-0.00023332+0.00087169i,-0.00059446+0.00044114i
-0.0008805-0.001486i,-0.0021018-0.00066931i,-0.0025747-6.2852e-05i,-0.002874-0.00060388i,-0.0033261-0.000979i,-0.002397-0.00035426i,-0.0011379+0.00048479i,-0.00099863+0.00056383i,-0.0010339+0.00042074i,-0.0010055+0.00037671i,-0.0012824-0.00029563i,-0.0011006-0.00084854i,-0.00034105-0.00061903i,-0.00016411-0.00026292i,-0.00044125-4.1705e-05i,-0.00055237+0.00017521i,0.0002017+0.00040126i,0.00085477-4.7585e-06i,0.00072655-0.00040391i,0.00029694-0.00012172i,-0.00041165+0.0002245i,-0.00035052+0.00051515i,-0.00075919+0.00043387i
0.0020937+0.00029883i,0.0020303-0.00022895i,0.0016058-0.0006847i,0.00078857-0.00025484i,-0.00064545+0.00039722i,-0.00081228+0.0011106i,0.0004626+0.00086154i,9.1756e-05-0.0011094i,-0.0012448-0.002281i,-0.0013832-0.002278i,-0.0010043-0.0019907i,-0.00080808-0.0013778i,-0.00032814-0.0011452i,4.9629e-05-0.00047982i,-0.00023667+0.00030616i,-0.00019341-0.00041026i,0.00044819-0.0014463i,9.1298e-05-0.0017371i,-0.00038055-0.0013169i,6.6137e-05-0.00065543i,-0.00017703-0.00085606i,-0.0004478-0.0010031i,-0.00069653-0.00052499i
-0.00062508+0.0015919i,-0.00011655+0.0005582i,0.00034061-0.00050017i,-0.00011498-0.0017723i,-0.00052036-0.0020851i,-0.00045969-0.0011446i,0.00044814-0.00022145i,0.0010915-0.00082519i,0.0012126-0.0017296i,0.00068551-0.0016793i,0.00029759-0.001512i,0.0003154-0.0013192i,0.00096829-0.00035592i,0.00075246+0.00049403i,-0.00032956-7.5091e-05i,-0.00018766-0.00054838i,-0.00032855-0.00053371i,-0.00033197-0.00038701i,9.8786e-05-0.00036819i,3.4828e-05-5.1572e-05i,-0.0003635+0.00021945i,-0.00048206+0.00023569i,-3.6273e-05+0.0007958i
0.00062833+0.00067685i,0.00057208+0.00095144i,9.8459e-07+0.0010296i,0.00012756+0.0001983i,-0.00011487-0.00092674i,-0.00027424-0.00072688i,-0.00033811-2.0637e-05i,-3.4254e-05-0.00018897i,0.00072978-0.00058981i,0.0010262-0.00012254i,0.00082401+0.00032446i,0.00010667-9.5648e-05i,-3.6128e-05-1.593e-05i,-0.00048607+0.00073166i,-0.00085247+0.0010927i,-0.00073482+0.00017623i,-0.00053643-0.00082955i,0.00029459-0.00057703i,0.00041179-0.00043609i,-2.827e-05-0.00028574i,7.6766e-05-0.00079545i,7.5383e-05-0.00055874i,3.1874e-05+0.00050316i
0.0025949-0.00095781i,0.0021502-0.0033208i,0.0020627-0.0043733i,0.00072758-0.0045895i,-0.00058467-0.0045894i,-0.0014853-0.0024566i,-0.00075186-0.00058027i,0.0010585-0.0001198i,0.0020406+0.00015375i,0.001506+4.0685e-05i,0.00055938-0.00033857i,0.00012204-0.00057005i,-0.0001381-0.00041626i,-0.0001014-0.00038407i,0.00015881-0.00067295i,0.00017265-0.00016581i,4.9001e-05+5.2599e-05i,-0.00018922+8.7411e-05i,0.0001055-0.00031367i,-6.8072e-05-0.00059247i,-0.00093698-0.00047785i,-0.00037608-0.00094803i,0.00070843-0.00031396i
