0.0012176+0.0022256i,-0.000335+0.0011419i,-0.0018137+0.000153i,-0.00234-0.00066404i,-0.0021616-0.00042008i,-0.0016469+0.00040699i,-0.00099886+0.0012556i,-0.00027798+0.001586i,0.00075729+0.00087053i,0.0015559+2.4694e-05i,0.0012352-0.00030066i,0.00044437-0.00042227i,0.00014757-9.0298e-06i,0.00023531+0.00025688i,-0.00049352-9.5461e-05i,-0.0007454+5.1885e-05i,-0.00034519-2.7806e-05i,-0.00023364-0.00055901i,-0.00065571-0.00033037i,-0.00036295+0.00046165i,6.8189e-05+0.00037229i,-0.0001267-0.00017773i,-0.00022736-0.00063833i
-0.12226-0.11056i,-0.13281-0.19215i,-0.098571-0.14509i,-0.03262-0.033208i,0.042168-0.01131i,0.093703-0.026555i,0.10697+0.0024905i,0.078501+0.026196i,0.041973+0.019751i,0.026476+0.0040374i,0.023994-0.014089i,0.015516-0.029757i,0.0020429-0.025749i,-0.0037489-0.009239i,-0.0079965+0.00019123i,-0.015118+0.0094894i,-0.014463+0.018782i,-0.0078193+0.014616i,-0.0030294+0.0025507i,0.0014202-0.0053524i,0.0040669-0.0042796i,0.0018009+0.0080334i,0.0014328+0.024276i
-0.023009+0.07125i,-0.01324+0.15662i,-0.0096725+0.21594i,-0.011637+0.20488i,-0.060749+0.1127i,-0.16981+0.01933i,-0.22539+0.0070344i,-0.16317+0.02267i,-0.078574+0.019775i,-0.032347+0.020807i,-0.0053435+0.024615i,0.018804+0.018287i,0.032956-0.0064008i,0.021505-0.027645i,0.0014756-0.020771i,-0.0070739-0.0075562i,-0.0090672-0.0033828i,-0.0042506+0.0015651i,0.005476+0.0059802i,0.0082978+0.00433i,-0.0010455-0.00056421i,-0.016224-0.0069881i,-0.026702-0.010122i
0.03293-0.19602i,-0.014486-0.32541i,-0.16827-0.37082i,-0.29005-0.26494i,-0.14692-0.13323i,0.10669-0.12326i,0.1715-0.14771i,0.1019-0.098377i,0.050432-0.038637i,0.021352-0.016255i,0.0036721-0.0050752i,-0.0031773+0.0051889i,0.0027698+0.022189i,0.020889+0.026129i,0.022149+0.0029924i,0.00548-0.019916i,-0.0047725-0.027317i,-0.0059402-0.024247i,-0.0035357-0.013143i,0.0022986-0.0008385i,0.0097066+0.0041828i,0.013277-0.0010964i,0.0096225-0.010832i
0.16976+0.12256i,0.35508+0.1601i,0.58607+0.006194i,0.62585-0.25222i,0.34852-0.26829i,0.043463-0.051291i,-0.063694+0.082559i,-0.068013+0.081382i,-0.048094+0.051976i,-0.027053+0.023743i,-0.022469+0.013119i,-0.011263+0.0096237i,-0.0091368-0.0055263i,-0.021099-0.010051i,-0.013644-0.00043555i,0.0086695+0.0016707i,0.020861+0.00076879i,0.015339+0.005676i,-0.00033208+0.0090922i,-0.01345+0.0062134i,-0.01702-0.0010719i,-0.009562-0.0083843i,0.0027475-0.015606i
-0.13386+0.077234i,-0.22552+0.2676i,-0.18338+0.61741i,0.040806+0.81531i,0.25207+0.58946i,0.27507+0.21781i,0.19121+0.019915i,0.10021-0.053284i,0.02417-0.061565i,0.006385-0.035956i,0.018552-0.037522i,0.013332-0.036152i,0.01328-0.013031i,0.020124-0.004212i,0.014565-0.006709i,0.0081738-0.0015793i,0.012421+0.0025091i,0.018749-0.0045075i,0.019043-0.015062i,0.014598-0.018091i,0.0095822-0.010708i,0.0078464+0.0070995i,0.01231+0.027809i
-0.042238-0.031333i,-0.22769-0.14348i,-0.57933-0.26931i,-0.81807-0.25328i,-0.72338-0.096565i,-0.47289+0.039764i,-0.27228+0.10124i,-0.11689+0.11581i,-0.018122+0.089572i,0.0093133+0.061366i,0.01984+0.05231i,0.029197+0.038872i,0.023153+0.022987i,0.015686+0.017605i,0.016797+0.018353i,0.015368+0.017444i,0.0044374+0.01952i,-0.0051294+0.026816i,-0.0031292+0.027266i,0.0011591+0.0155i,-0.0041561+0.0024582i,-0.01686-0.0018972i,-0.027303+0.0012614i
0.010714-0.11457i,0.12779-0.29449i,0.32168-0.49875i,0.42461-0.54791i,0.36373-0.41594i,0.25008-0.28327i,0.12898-0.21621i,0.014062-0.15067i,-0.044065-0.083382i,-0.049768-0.034404i,-0.039873-0.0039228i,-0.02611+0.011i,-0.0077877+0.013185i,0.0059117+0.0074278i,0.0040272+0.0018515i,-0.0058137-0.00016621i,-0.0096044-0.0030292i,-0.0080273-0.0066131i,-0.005735-0.0027993i,0.0036363+0.0078726i,0.017922+0.012243i,0.019883+0.0014913i,0.0046505-0.012638i
0.13475+0.039774i,0.30601+0.14936i,0.43184+0.25377i,0.37209+0.25033i,0.1949+0.16571i,0.060363+0.097413i,0.02728+0.06173i,0.050402+0.036218i,0.060934+0.0044315i,0.032638-0.019058i,-0.00027919-0.015335i,-0.010628-0.0010801i,-0.011503+0.012188i,-0.010781+0.019667i,-0.0057894+0.016579i,0.0022925+0.0075243i,0.0073348+0.0024459i,0.0055777+0.0042448i,-0.00014003+0.0070508i,-0.011003+0.0067744i,-0.02141+0.00337i,-0.017198-0.0042658i,-0.0020711-0.018021i
-0.069973+0.10753i,-0.14343+0.26877i,-0.12754+0.44418i,0.020328+0.44888i,0.15582+0.28136i,0.18168+0.15298i,0.14139+0.09102i,0.056585+0.027392i,-0.0071557+0.0018388i,-0.00082274-0.00097722i,0.016328-0.020348i,0.0082054-0.02859i,-0.0057074-0.015664i,-0.011665-0.00049281i,-0.010722+0.0058913i,-0.0082781+0.002944i,-0.0071415-0.0048042i,-0.0074747-0.014316i,-0.0048825-0.021993i,0.0018439-0.025248i,0.0091794-0.020631i,0.016916-0.0047618i,0.02897+0.015562i
-0.070344-0.046738i,-0.28148-0.094513i,-0.59498-0.073386i,-0.73986+0.055863i,-0.58481+0.15643i,-0.35783+0.12471i,-0.19122+0.083811i,-0.039371+0.074927i,0.041524+0.045364i,0.03753+0.029029i,0.025701+0.032434i,0.018496+0.030015i,0.0097726+0.022704i,0.0073378+0.0099073i,0.0081988+0.001185i,0.01161+0.0041627i,0.014329+0.0151i,0.015557+0.027168i,0.013696+0.029849i,0.0068044+0.024226i,-0.0026039+0.019534i,-0.012653+0.020219i,-0.020826+0.022733i
0.033244-0.090888i,0.12564-0.33608i,0.22304-0.7036i,0.2063-0.85892i,0.10485-0.61716i,0.046815-0.26757i,0.010162-0.080397i,-0.039529-0.0138i,-0.052081+0.01023i,-0.036949+0.0092311i,-0.024681+0.0086549i,-0.016692+0.0013783i,-0.01942-0.0092937i,-0.017816-0.0038191i,-0.0088545+0.0040044i,-0.0066973+0.0042161i,-0.0091599-0.001436i,-0.012384-0.0092392i,-0.012586-0.0072148i,-0.0034025+0.0009288i,0.0062921-0.00037286i,0.0014688-0.010612i,-0.013362-0.014963i
0.10966+0.036832i,0.32788+0.17956i,0.60345+0.39945i,0.69325+0.46783i,0.48064+0.25969i,0.1748+0.0064727i,0.021549-0.083481i,0.018295-0.070706i,0.031471-0.049056i,0.013104-0.030886i,-0.011992-0.014256i,-0.01641+0.0021425i,-0.0012768+0.0075314i,0.0023399+0.00023543i,-0.0048471-0.00090236i,-0.0049797+0.0027523i,-0.0016758+0.0024588i,-0.0010147+0.0005215i,-0.0033206-0.0018195i,-0.010053+0.00010934i,-0.013393+0.0054674i,-0.0053453+0.0011438i,0.0035543-0.014514i
-0.067827+0.091889i,-0.22422+0.23669i,-0.4358+0.36006i,-0.51037+0.36331i,-0.3105+0.30426i,-0.010277+0.25457i,0.12532+0.19054i,0.092523+0.12088i,0.041429+0.0713i,0.030424+0.029036i,0.031079-0.0077668i,0.017795-0.027297i,-0.0027075-0.017601i,-0.0056608+0.0045451i,0.00094367+0.010688i,-0.0014221+0.0048186i,-0.007274+0.0016739i,-0.0091679+0.0012582i,-0.0059004-0.002143i,-0.0024604-0.010106i,-0.002145-0.013085i,0.0037748-0.0044361i,0.019096+0.0062016i
-0.063411-0.054856i,-0.15059-0.14382i,-0.20324-0.24337i,-0.16334-0.27819i,-0.13894-0.22473i,-0.19601-0.1348i,-0.19993-0.040143i,-0.11463+0.020266i,-0.0421+0.034902i,-0.010977+0.037258i,0.002739+0.036993i,0.015056+0.030527i,0.020623+0.0089828i,0.007821-0.014385i,-0.0025331-0.018807i,0.0026865-0.012457i,0.012239-0.0069525i,0.017755-0.0035851i,0.014225-0.00050689i,0.0071463+0.0054185i,0.0044485+0.011443i,0.00086577+0.016565i,-0.0062216+0.023925i
0.035192-0.062571i,0.061491-0.17678i,0.055354-0.27971i,0.013385-0.23408i,0.011228-0.075824i,0.061376+0.023011i,0.055589+0.027429i,0.0077001+0.012179i,-0.010314-0.0031449i,-0.012909-0.014993i,-0.012936-0.011769i,-0.01172-0.0093897i,-0.010886-0.0052111i,0.00049928+0.0033032i,0.0076145+0.0042197i,0.0014535+0.0019084i,-0.0068448-0.0011114i,-0.013558-0.0017794i,-0.011806+0.0028345i,-0.0039991+0.0037386i,-0.0047735-0.00097249i,-0.01463-0.0045249i,-0.024204-0.0057821i
0.069705+0.012357i,0.22705+0.048962i,0.43124+0.064384i,0.47772-0.017809i,0.26916-0.14914i,0.012861-0.19946i,-0.089009-0.15645i,-0.078977-0.08104i,-0.044745-0.012093i,-0.01497+0.017713i,-0.0084984+0.016324i,-0.0032073+0.016902i,0.0097583+0.0085768i,0.0069553-0.0047676i,0.00074508-0.0049709i,0.0040628-0.001547i,0.0059458-0.00036024i,0.0022234+0.00052503i,-0.0057683-4.0273e-05i,-0.009372+0.00098504i,-0.0041052+0.0012102i,0.004387-0.006226i,0.0080006-0.01647i
-0.032713+0.086803i,-0.12036+0.24698i,-0.25364+0.46118i,-0.27331+0.5819i,-0.082199+0.50684i,0.14052+0.32204i,0.20075+0.16406i,0.13919+0.060124i,0.063124+0.001754i,0.020917-0.013094i,0.012491-0.017102i,0.0045166-0.020129i,0.0025765-0.0045295i,0.016529+0.0096394i,0.02179+0.0092673i,0.01473+0.0081829i,0.01039+0.0093588i,0.011289+0.0074675i,0.011072+0.0011994i,0.0047585-0.0044612i,-0.0038366-0.0033576i,-0.0033354+0.0023527i,0.0069804+0.003566i
-0.06765-0.033329i,-0.158-0.15629i,-0.24646-0.37408i,-0.2925-0.53412i,-0.31148-0.45463i,-0.30007-0.22992i,-0.23587-0.054979i,-0.14912+0.035895i,-0.072081+0.066701i,-0.021398+0.05305i,-0.001601+0.031255i,0.0079697+0.016876i,0.0067178+0.0010888i,-0.0063139-0.0057231i,-0.011263-0.0031726i,-0.00644-0.0016043i,-0.0017412-0.0012821i,6.4008e-05-0.0033417i,-0.0027173-0.0052641i,-0.0030926-0.0032078i,0.0012035-0.0012957i,0.0029225-2.3786e-05i,0.0026403+0.0053227i
0.032896-0.038306i,0.12008-0.063814i,0.27661-0.026543i,0.41731+0.068623i,0.41758+0.10636i,0.29007+0.056418i,0.1455-0.01255i,0.049922-0.074804i,-0.0040502-0.10054i,-0.024686-0.074468i,-0.017781-0.037597i,-0.0094083-0.012557i,-0.0035441+0.0050526i,0.0030464+0.011665i,-0.0010094+0.010167i,-0.0087089+0.0077425i,-0.013314+0.0060704i,-0.015956+0.0074842i,-0.011418+0.0082672i,-0.0046863+0.0043059i,-0.0032589+0.0021039i,-0.0051966+0.0044795i,-0.0093864+0.0054547i
0.03122+0.013428i,0.047619+0.038849i,0.001229+0.058361i,-0.1277+0.035289i,-0.22547-0.020858i,-0.20134-0.057371i,-0.1166-0.049729i,-0.045002+0.0026525i,0.0081647+0.050118i,0.031906+0.045443i,0.018289+0.020824i,-0.00019531+0.012401i,-0.0063035+0.0084076i,-0.0085451-4.9063e-05i,-0.003608-0.0081688i,0.0049535-0.012907i,0.0082841-0.010649i,0.0067-0.0049544i,0.001994-0.00016352i,-0.00077656+0.0021625i,0.00010463-1.5997e-05i,0.0005551-0.0044147i,0.00050862-0.0084859i
-0.0019271+0.038889i,-0.010759+0.095537i,0.011736+0.16056i,0.1058+0.17915i,0.20807+0.15149i,0.22965+0.11795i,0.18829+0.073236i,0.11723-0.006993i,0.030086-0.058613i,-0.013372-0.039306i,-0.0038519-0.01568i,0.0019657-0.012749i,0.0030665-0.0039122i,0.013805+0.0042573i,0.017882+0.0068218i,0.015816+0.010355i,0.01355+0.01074i,0.011317+0.0056947i,0.0092573+8.9075e-05i,0.0042273-0.00039768i,-0.0015423+0.0022297i,-0.0033849+0.0026717i,-0.0026773+0.00041783i
-0.038721-0.012545i,-0.11822-0.064435i,-0.24332-0.14322i,-0.35343-0.17041i,-0.36668-0.11463i,-0.28839-0.043332i,-0.18679+0.023426i,-0.081749+0.088155i,0.0038766+0.094729i,0.026167+0.047701i,0.0076309+0.013222i,-0.0072563+0.0016078i,-0.016495+0.00093143i,-0.019814+0.0055501i,-0.015821+0.0065994i,-0.012305+0.0055205i,-0.010445+0.0029503i,-0.0097982-0.0032076i,-0.0096167-0.0078441i,-0.0063725-0.0084929i,0.00037919-0.0091612i,0.0053875-0.0087837i,0.0070696-0.0063615i
0.02743-0.033119i,0.11792-0.085801i,0.29435-0.14795i,0.43846-0.19333i,0.39624-0.17901i,0.23434-0.099343i,0.10339-0.058392i,0.018231-0.094814i,-0.038989-0.10711i,-0.041846-0.066038i,-0.0092834-0.033097i,0.01017-0.025663i,0.010066-0.019453i,0.0041067-0.0056748i,-0.0011306+0.0071725i,-0.0037136+0.012313i,-0.0066745+0.013362i,-0.0087483+0.016117i,-0.006743+0.015768i,-0.0053556+0.010117i,-0.0035626+0.0078614i,0.00030986+0.0099297i,0.0028713+0.012835i
0.017189+0.028027i,0.013416+0.1094i,-0.043821+0.26483i,-0.12797+0.38184i,-0.15389+0.31375i,-0.10919+0.12711i,-0.045259+0.037775i,0.029669+0.07212i,0.086038+0.085043i,0.076666+0.047119i,0.033214+0.022193i,0.0070048+0.020438i,-0.001448+0.01484i,-0.0068154-0.00076219i,-0.008328-0.014366i,-0.0052946-0.018775i,-0.00070877-0.017898i,0.0046801-0.014501i,0.0068722-0.0089229i,0.0050662-0.0045291i,0.002816-0.0012816i,-5.2526e-05+0.00012706i,-0.0042523-0.0026258i
-0.01488+0.0089648i,-0.049731-0.0092537i,-0.091061-0.086668i,-0.086293-0.17842i,-0.021162-0.15358i,0.040946-0.020503i,0.053914+0.045324i,0.010237+0.00029883i,-0.04566-0.03004i,-0.042896-0.0099151i,-0.0040577-0.0020261i,0.011563-0.013801i,0.010082-0.016531i,0.013413-0.011678i,0.016291-0.0050366i,0.014386+0.0017176i,0.011572+0.0038009i,0.0085726+0.0026234i,0.0074121+0.0011813i,0.0061827+0.0014024i,0.0005051+0.0024404i,-0.0047723+0.0011345i,-0.0061912+0.00015687i
-0.0099126-0.0034902i,-0.01782-0.018319i,-0.014709-0.0091981i,-0.0035741+0.035625i,-0.033499+0.03907i,-0.095435-0.008081i,-0.10676+0.010989i,-0.029893+0.079813i,0.046717+0.07858i,0.040139+0.031676i,0.0040045+0.014109i,-0.0075385+0.014821i,-0.0085712+0.014346i,-0.0080691+0.012866i,-0.0050073+0.0072093i,-0.006765+0.0013291i,-0.010946-0.0013705i,-0.013243-0.0038475i,-0.013104-0.0076747i,-0.0096597-0.011051i,-0.0042427-0.012635i,0.0010974-0.011992i,0.0038094-0.012029i
0.010929-0.017902i,0.041569-0.060515i,0.080588-0.13487i,0.076326-0.20049i,0.040142-0.17563i,0.029129-0.08033i,0.0051172-0.048499i,-0.062684-0.071475i,-0.097331-0.057047i,-0.059204-0.026604i,-0.0087018-0.023704i,0.009865-0.034227i,0.0056891-0.034549i,0.0026138-0.018216i,0.0062347+0.00066227i,0.010938+0.0086384i,0.013617+0.010889i,0.012518+0.014703i,0.00916+0.017996i,0.0054236+0.017074i,0.003768+0.014368i,0.0062677+0.013944i,0.010119+0.014837i
0.025284+0.013793i,0.057242+0.081315i,0.10482+0.20994i,0.15179+0.28828i,0.14086+0.19211i,0.055595+0.027321i,0.011594-0.0086963i,0.061761+0.042258i,0.10152+0.045994i,0.069732+0.022577i,0.02646+0.025498i,0.018747+0.036378i,0.022555+0.028187i,0.011239+0.010403i,-0.0038856+0.00010758i,-0.0092014-0.0027894i,-0.0071588-0.0044944i,-0.0021342-0.0082028i,0.0021201-0.0091661i,0.0038708-0.0063525i,0.002881-0.0036776i,-0.0017971-0.0018315i,-0.009778-0.00024225i
-0.016179+0.0095188i,-0.087486+0.0048083i,-0.22421-0.022369i,-0.3194-0.035514i,-0.24691+0.012337i,-0.085547+0.081005i,-0.025193+0.071498i,-0.07946+0.015273i,-0.10916+0.001455i,-0.064733+0.0087129i,-0.015887-0.0016196i,-0.0027579-0.011715i,-0.00017582-0.0072049i,0.0075379-0.00090053i,0.0094034+0.00054697i,0.0059678+0.00034775i,0.0043723-0.00091444i,0.0032649-0.001292i,0.0030254-0.00067704i,0.0038647-0.00068272i,0.00057914+0.00014506i,-0.0042363+0.00089733i,-0.0030213+0.00015519i
-0.0049083-0.012931i,0.014639-0.057538i,0.082507-0.12915i,0.15705-0.18772i,0.11671-0.20033i,-0.017379-0.171i,-0.068978-0.089725i,0.00078989-0.010392i,0.056044+0.0037862i,0.032489+0.00022737i,-0.0001089+0.017414i,-0.003447+0.029656i,-0.0015723+0.02508i,-0.0023551+0.016426i,-0.0026383+0.0074982i,-0.0060031-0.00026633i,-0.0095359-0.0015581i,-0.010489+0.0005294i,-0.011735-0.00070291i,-0.012273-0.0045601i,-0.0071034-0.0064684i,-0.0008404-0.0071354i,-2.7361e-05-0.0080335i
0.0075707-0.0057357i,0.023632-0.0059539i,0.017974+0.013857i,-0.02154+0.065177i,-0.020612+0.098915i,0.029503+0.065214i,0.0047839-0.010287i,-0.085593-0.044219i,-0.11014-0.020658i,-0.060662-0.012156i,-0.021175-0.030348i,-0.015152-0.039372i,-0.015203-0.031271i,-0.0053835-0.016386i,0.0090259-0.0054363i,0.01809-0.0021703i,0.020654-0.0016418i,0.018833+0.0021071i,0.015016+0.0084918i,0.010985+0.012133i,0.008962+0.010605i,0.010645+0.0070285i,0.01405+0.0044132i
0.014717+0.0061205i,0.045779+0.029173i,0.098123+0.043567i,0.13693-0.0083447i,0.10376-0.10791i,0.023558-0.14617i,0.019653-0.09979i,0.083904-0.05251i,0.10017-0.03844i,0.059791-0.017468i,0.032293+0.014175i,0.035043+0.026877i,0.033392+0.01713i,0.016738+0.0078039i,0.0020825+0.0076629i,-0.00248+0.0092386i,-0.0023607+0.0063291i,-0.0016841-0.001212i,-0.00052479-0.0069914i,-0.00048035-0.0059713i,-0.0027466-0.0014881i,-0.0071833+0.0025998i,-0.011675+0.0069182i
-0.014926+0.011846i,-0.064866+0.044807i,-0.14545+0.11078i,-0.16859+0.19484i,-0.067173+0.23618i,0.053686+0.18526i,0.03721+0.0913i,-0.058787+0.040198i,-0.0878+0.032189i,-0.048698+0.015945i,-0.019521-0.0063272i,-0.017844-0.00746i,-0.012415+0.0027741i,0.00024784+0.0037211i,0.0043321+0.0012659i,0.0024772+0.0020244i,-0.000371+0.002326i,-0.0034004+0.0021573i,-0.0043117+0.0011946i,-0.0031111-0.001796i,-0.0032408-0.0026257i,-0.0032531-1.5558e-05i,6.9949e-06-0.00065892i
-0.0058903-0.019705i,-0.015726-0.079398i,-0.021866-0.20141i,-0.038229-0.31744i,-0.08981-0.31881i,-0.13076-0.22135i,-0.075829-0.12706i,0.027099-0.085858i,0.063372-0.066272i,0.037872-0.027703i,0.017236+0.010768i,0.013283+0.02141i,0.0048563+0.01805i,-0.0044836+0.016148i,-0.006234+0.01067i,-0.0064407+0.0047713i,-0.0056441+0.004393i,-0.0036431+0.0046751i,-0.0046496+0.0020817i,-0.0050386-0.00055818i,-0.0015936-0.0028768i,0.0015253-0.0042934i,7.1046e-05-0.0029229i
0.012526-0.0042412i,0.050564+0.0039979i,0.11335+0.057008i,0.17523+0.14502i,0.21289+0.16942i,0.19877+0.094003i,0.098607+0.019136i,-0.017145+0.015515i,-0.051747+0.031359i,-0.033405+0.0095188i,-0.027169-0.019328i,-0.032471-0.026502i,-0.02675-0.025161i,-0.012568-0.023357i,0.0001054-0.019232i,0.0086778-0.0151i,0.011269-0.011275i,0.011063-0.0053323i,0.012652+0.0020341i,0.011936+0.0056581i,0.0079382+0.0041593i,0.0059338+0.00098899i,0.0071577-0.0012762i
0.0085666+0.0087536i,0.014497+0.020629i,-0.0019786+0.012808i,-0.062439-0.045811i,-0.12616-0.10961i,-0.11386-0.1112i,-0.016421-0.091684i,0.067933-0.093849i,0.074795-0.082471i,0.05046-0.04028i,0.043405-0.0060223i,0.045004-0.00069878i,0.03714-0.003839i,0.023027+0.00091743i,0.013212+0.0073867i,0.010092+0.0097521i,0.0082299+0.0078239i,0.0044182+0.0015154i,8.3628e-05-0.0037568i,-0.0018341-0.0028064i,-0.0028932+0.0022023i,-0.0045779+0.0075904i,-0.0053179+0.011902i
-0.0048524+0.013542i,-0.014265+0.04127i,-0.0033801+0.091666i,0.073008+0.14256i,0.18662+0.15442i,0.21783+0.11694i,0.12736+0.087287i,0.021636+0.091105i,-0.017286+0.081612i,-0.015151+0.041601i,-0.016275+0.011915i,-0.018741+0.01004i,-0.011107+0.010435i,-0.0041558+0.0029327i,-0.0027911+0.0014594i,-0.0005726+0.0049548i,0.00089842+0.0061031i,0.00019142+0.0069106i,-0.00047764+0.0062683i,-0.0015784+0.00091781i,-0.0035046-0.003697i,-0.0036777-0.0045489i,-0.0024773-0.0055739i
-0.011951-0.012381i,-0.047706-0.04324i,-0.12163-0.10178i,-0.21542-0.1413i,-0.26858-0.11489i,-0.22446-0.05837i,-0.10512-0.046396i,-0.0071528-0.071727i,0.021135-0.069089i,0.019907-0.029317i,0.021921+0.00086328i,0.020053+0.0052853i,0.011653+0.007642i,0.0063736+0.01278i,0.003889+0.010669i,-0.00036813+0.0078152i,-0.0026803+0.0082273i,-0.0014861+0.0063643i,-0.0010178+0.002542i,-0.00036857-0.00069469i,0.0030625-0.0038116i,0.004176-0.0054629i,0.0022002-0.00293i
0.0075353-0.011256i,0.046845-0.026238i,0.13796-0.035435i,0.25148-0.027115i,0.30365-0.022616i,0.25319-0.023796i,0.14255+0.006292i,0.052284+0.053924i,0.014684+0.063958i,-0.0028357+0.034202i,-0.020373+0.0093371i,-0.027628+0.0025278i,-0.022987-0.0049943i,-0.016821-0.014386i,-0.012026-0.014034i,-0.0069269-0.009685i,-0.0026759-0.0079033i,0.0019799-0.0054771i,0.0072872-0.0018013i,0.007705+0.00079414i,0.0023548+0.0011018i,-0.0017064+0.00036159i,-0.0018877-0.0010505i
0.013065+0.0035922i,0.01486+0.026279i,-0.020316+0.066957i,-0.10903+0.099659i,-0.18091+0.098907i,-0.15163+0.065596i,-0.061072+0.0063035i,-0.0064617-0.048479i,0.0010321-0.058089i,0.0075639-0.03199i,0.021135-0.016049i,0.026161-0.017678i,0.026101-0.014646i,0.026161-0.0054892i,0.021869-0.00035801i,0.015248+0.0015622i,0.0097931+0.0019329i,0.0033486+0.0015894i,-0.0019784+0.0022147i,-0.0023276+0.0030764i,-0.0010439+0.0050185i,-0.00026379+0.0077025i,0.0003917+0.0088881i
0.0022744+0.0091705i,-0.0020998+0.014411i,0.017288+0.0044923i,0.090099-0.033167i,0.18031-0.064216i,0.19158-0.036653i,0.12545+0.035378i,0.064471+0.08551i,0.031913+0.078685i,0.0079989+0.045506i,-0.0065892+0.027775i,-0.0063171+0.025986i,-0.0027881+0.021635i,-0.0038569+0.015736i,-0.0029245+0.013854i,0.0014537+0.012202i,0.0028707+0.008675i,0.0027315+0.006179i,0.0011312+0.0037544i,-0.0018779-0.00050457i,-0.0031714-0.003881i,-0.0027061-0.0055828i,-0.0031258-0.0064911i
-0.0085753-0.0013604i,-0.035262-0.0045278i,-0.089423+0.0074049i,-0.15409+0.057472i,-0.19106+0.1167i,-0.16875+0.11829i,-0.10878+0.055804i,-0.063743-0.0097833i,-0.038687-0.02911i,-0.015668-0.014435i,0.00031335-0.0059187i,0.0028305-0.0060639i,0.0031005-0.0015021i,0.0065861+0.0026733i,0.0033855+0.0037981i,-0.0038342+0.0063746i,-0.0057582+0.0080623i,-0.0050599+0.0065811i,-0.0039342+0.0039685i,-0.0010094+0.0012446i,0.0018672-0.0027984i,0.0024268-0.0048679i,0.0011563-0.0036011i
0.00013919-0.0097752i,0.017649-0.037055i,0.059492-0.090664i,0.1144-0.15168i,0.14539-0.17521i,0.12825-0.13052i,0.085615-0.043197i,0.05659+0.020939i,0.037723+0.031416i,0.010733+0.018742i,-0.0087835+0.013441i,-0.010617+0.011165i,-0.010368+0.0064208i,-0.013384+0.004139i,-0.013733+0.0042706i,-0.011057+0.002366i,-0.0076235-0.0015746i,-0.0035274-0.0048783i,0.0012231-0.0044549i,0.0033538-0.0012798i,0.0017216+0.001179i,-0.0013918+0.0031127i,-0.0025916+0.0027685i
0.010395+0.0033546i,0.027352+0.024469i,0.034171+0.079844i,0.0064385+0.15704i,-0.039527+0.19758i,-0.061716+0.1564i,-0.058366+0.071127i,-0.054812+0.0087943i,-0.046865-0.011135i,-0.026006-0.011843i,-0.0080265-0.015537i,-0.0015681-0.018751i,0.0028794-0.015654i,0.0069287-0.012294i,0.0046539-0.011353i,0.0016642-0.0086925i,0.0015947-0.0033895i,-0.00016389+0.0017713i,-0.0030505+0.0053425i,-0.0030592+0.0066021i,-0.00074297+0.00596i,0.0014466+0.0045373i,0.0027549+0.0029263i
0.0026763+0.006888i,-0.00645+0.0088168i,-0.021127-0.017175i,-0.020084-0.084476i,0.012516-0.13784i,0.044077-0.10616i,0.050595-0.026405i,0.047916+0.017591i,0.036775+0.017322i,0.015914+0.0096879i,0.0054023+0.011323i,0.0073312+0.01298i,0.0056569+0.010336i,0.001811+0.010164i,0.003244+0.0087605i,0.0058081+0.0032665i,0.0059575-0.00050911i,0.0043791-0.0023836i,0.00041356-0.0034795i,-0.002812-0.0040469i,-0.0036703-0.0048007i,-0.0032081-0.0055556i,-0.0034825-0.0059927i
-0.0017704-0.00049029i,-0.011073+0.0041295i,-0.018209+0.027942i,-0.013832+0.086894i,-0.01768+0.14845i,-0.03975+0.14434i,-0.06027+0.082087i,-0.064793+0.029292i,-0.048578+0.0079846i,-0.023922+0.0006737i,-0.010473-0.0034379i,-0.0075665-0.0026687i,-0.0038953+0.00030579i,-0.00032265+0.00072304i,-0.0011152+0.001796i,-0.0027165+0.0051759i,-0.003361+0.0066708i,-0.0037347+0.0062848i,-0.0032763+0.0047346i,-0.0014786+0.0014128i,0.0002166-0.0017144i,0.00087095-0.0026246i,0.0017284-0.0018221i
0.003248-0.0069642i,-0.0017634-0.028175i,-0.012666-0.069052i,-0.029479-0.11977i,-0.036186-0.14846i,-0.020635-0.12534i,0.0030254-0.069661i,0.023361-0.03084i,0.0256-0.019682i,0.010162-0.014516i,0.0011965-0.006303i,0.0012606-0.0021975i,-0.0012993+3.7196e-05i,-0.003998+0.0058047i,-0.0033275+0.0086433i,-0.0022434+0.005262i,-0.0021679-0.00067651i,-0.0013019-0.005673i,0.00026044-0.0053828i,0.0010633-0.001632i,0.0011455+0.0013996i,0.00063006+0.0034815i,-0.00026229+0.0030431i
0.0061077-0.0028118i,0.024832+0.0031766i,0.058205+0.029045i,0.087531+0.078117i,0.080014+0.1182i,0.034381+0.10887i,-0.011773+0.063684i,-0.032294+0.0322i,-0.028126+0.019441i,-0.014536+0.0071399i,-0.0070285-0.001665i,-0.0044917-0.0023154i,-0.0017252-0.003121i,-0.0013072-0.0047781i,-0.0027265-0.0043512i,-0.001638-0.0024387i,0.00069971+0.0011973i,0.001401+0.0040029i,3.02e-05+0.0037624i,-0.00053603+0.0035218i,0.000117+0.0030577i,0.0012727+0.00057338i,0.0015829-0.00060179i
