0.0012176+0.0022256i,-0.000335+0.0011419i,-0.0018137+0.000153i,-0.00234-0.00066404i,-0.0021616-0.00042008i,-0.0016469+0.00040699i,-0.00099886+0.0012556i,-0.00027798+0.001586i,0.00075729+0.00087053i,0.0015559+2.4694e-05i,0.0012352-0.00030066i,0.00044437-0.00042227i,0.00014757-9.0298e-06i,0.00023531+0.00025688i,-0.00049352-9.5461e-05i,-0.0007454+5.1885e-05i,-0.00034519-2.7806e-05i,-0.00023364-0.00055901i,-0.00065571-0.00033037i,-0.00036295+0.00046165i,6.8189e-05+0.00037229i,-0.0001267-0.00017773i,-0.00022736-0.00063833i
-0.00043455+0.00036321i,-0.00048184-3.3337e-05i,-0.00037034-0.00065714i,-0.00031374-0.00092566i,-3.0754e-05-0.00031875i,-0.00046323-0.00036964i,-0.0011832-0.00068907i,-0.00077502-0.00062826i,-0.00025896-0.00097659i,0.00038314-0.0011975i,0.00036256-0.00045935i,-7.0832e-05-0.00041033i,0.0004386-0.00072241i,0.00050144-0.00021258i,8.5014e-05+0.0010074i,-0.00032026+0.00088988i,0.00038078+0.00052027i,0.00062022+0.00068892i,8.392e-05-0.00014589i,-3.255e-05-0.00074046i,-7.9466e-05-0.00026788i,-0.00014484+0.00059788i,-7.7117e-05+0.0009483i
-0.001622+0.0029927i,-0.0011857+0.0031927i,-0.00027908+0.0016152i,-0.00037298+0.00020646i,-0.00031294-0.00049886i,7.482e-05-0.00042316i,-7.1234e-05-0.00084097i,-0.00032029-0.00054561i,-0.00064292+0.00037532i,-0.00090781+0.00063487i,-0.00036024+0.00012205i,-3.1241e-05-7.264e-05i,0.00026893-0.00029814i,7.691e-05-0.00039791i,-0.00050784-0.00018073i,-0.00016599-7.1446e-05i,-0.00060181+0.00068477i,-0.00087632+0.0012496i,-0.00041474+0.00041619i,0.00034039+0.00014473i,-0.00017148+0.00043006i,-0.00077166+0.00025727i,-5.4371e-05+8.9936e-05i
-0.0015483+0.00079744i,-0.00011341+0.00030574i,0.0019684+0.00012426i,0.0023644-0.00083988i,0.00042225-0.0016473i,-0.0008393-0.0017183i,-0.00075562-0.0015406i,-0.00077246-0.0011517i,-0.00018315+2.8735e-05i,0.00032365+0.00070276i,0.00053926-0.00022746i,0.00041638-0.0010096i,-0.00049756-0.00071596i,-0.0011537-3.3308e-05i,-0.0016726-0.0004027i,-0.0013817-0.00024279i,-0.00015337+0.00039297i,0.00053587+0.00040452i,0.00033319+6.1193e-05i,1.6239e-05+0.00047011i,0.00014534+0.00068537i,0.0005722+0.00016909i,0.00080301+0.00018765i
0.0011538-0.0014522i,0.0013094-0.0010437i,0.00097094-0.00056898i,0.00037202-0.00037709i,0.00045742+0.00018126i,0.00059217+0.00029093i,-9.631e-05-0.00076163i,-0.00093742-0.0011308i,-0.00059989-0.0010449i,-0.00015138-0.00065273i,-0.0009586-0.00013858i,-0.0011173-4.0114e-05i,0.00021752+0.00011206i,0.0005233+0.0006563i,0.00025684+0.00084228i,-0.00015486+0.00094489i,-0.0007758+0.00030477i,-0.00085198-0.00049578i,-0.00047862-0.0002991i,-0.00025851-0.00010441i,0.00013253+0.00023425i,0.00087994+9.5781e-05i,0.00047814+1.5698e-05i
0.0026444+0.0027838i,0.0027434+0.0025092i,0.0023029+0.00084351i,0.0014483-0.00039672i,-0.00013543+0.00020287i,-0.00073889+0.00091221i,-0.00066876+0.00041616i,-0.00015557-0.00041093i,0.0010046-0.00067118i,0.00078371-0.00081172i,-0.00019184-0.00042536i,-0.00029912+0.00042723i,-0.00073426+0.00037151i,-0.0017252+3.7026e-05i,-0.0021809+0.0004073i,-0.001324+0.00050396i,6.9306e-05+0.00023012i,0.00032398-0.00020131i,-6.9558e-06-0.00068741i,-0.00055486-0.001049i,-0.00026893-0.0010671i,3.1566e-05+0.00017613i,-7.692e-05+0.00039199i
-0.001088+0.00023917i,-0.0021933+0.00068404i,-0.0023036+9.5268e-05i,-0.0013238-0.00052483i,-0.00044009-0.00066674i,-9.3033e-05-0.00096893i,-7.4902e-05-0.00066611i,-0.00033356-0.00065056i,-0.00054244-0.0013335i,3.055e-06-0.0011541i,0.00025464-0.00022185i,0.00014557-4.8973e-05i,0.000276-0.00024793i,-4.7992e-05+0.00021128i,0.00015079+0.00046859i,9.7676e-05+0.00044383i,-0.0002573+0.00078436i,-0.00017379+0.00046746i,-0.00024536-0.0002267i,-0.00034052-0.0003535i,-0.00026165-1.7671e-05i,-0.00029391+0.00015097i,-0.00058187+0.00020952i
-0.0010454+0.000727i,-0.0019465+0.0014329i,-0.001613+0.0016121i,-0.0004289+0.00079116i,0.00015028-0.00016137i,0.00028214-0.0012879i,-0.00056072-0.0020433i,-0.001341-0.0017461i,-0.00046817-0.00090835i,4.1131e-05-0.00015205i,0.00021063-0.00012136i,0.00055362-0.0011312i,0.00062415-0.0010206i,0.00069184-0.00035738i,0.00018432-0.00032587i,-0.00022736-0.0001973i,0.00032475+0.00029621i,0.00064107+0.0010311i,-0.00012466+0.0010103i,-0.00015645+0.00028268i,0.00054863-0.00014964i,0.00064355-0.00070517i,0.00088187-0.00036964i
2.2917e-05+0.0017746i,-0.00029045+0.0009705i,-0.00044931-0.00067166i,-0.00059539-0.001598i,-0.00087186-0.0010678i,-0.00066691+3.5812e-05i,-0.0010148-0.00083837i,-0.00024797-0.001845i,0.00014978-0.0011716i,-0.00011291-1.9886e-06i,0.0001902+0.0009461i,0.00023481+0.00082322i,-6.7226e-05-0.00011693i,-0.00046391+0.00073776i,-0.0010463+0.0014605i,-0.0012994+0.00062884i,-0.001264+0.00065731i,-0.00068322+0.00063496i,0.00027936+0.00034003i,0.00035035+0.00048479i,0.00024064+0.00041911i,0.00033077+0.00069394i,-0.00013477+0.00025101i
2.483e-05+0.0005411i,9.7978e-05-1.1749e-05i,0.00088391-0.00013483i,0.0012032+0.00020559i,0.00080642+4.9053e-05i,0.00072756-0.00029624i,-0.00010984-0.00027035i,-0.00052255-0.0004393i,-0.00023116-0.00049379i,0.00056347-0.00037705i,0.00079885+0.0001208i,0.00065965+0.0002234i,0.00078065-0.00030106i,-4.2164e-05-8.5383e-05i,-0.00083746+0.00013028i,-0.00030912+6.0325e-05i,0.00011648-7.0087e-05i,0.0003296-0.00031892i,0.00044289-4.5326e-05i,-0.00029371-3.9837e-05i,-0.00075346-0.00047569i,-0.00046531-0.00060701i,-0.00046769+8.0896e-05i
0.003016-0.00064702i,0.0034612-0.0015361i,0.0030485-0.0022679i,0.0014897-0.0021274i,0.00050328-0.0014914i,0.00017053-0.00032741i,3.5662e-05+0.00027019i,-0.00039117-0.00013949i,-0.00069849-0.00029978i,-0.00076143-6.1213e-05i,-0.00071487-4.1203e-05i,-0.00033063-0.00034601i,-0.0004353+0.0001708i,-0.00098476+0.00090592i,-0.0010809+0.0017902i,-0.0011167+0.0020348i,-0.00020812+0.0007876i,0.00077142-0.00010573i,0.00067321+1.5108e-05i,0.00051436+4.1941e-05i,-7.8273e-05-0.00018351i,-0.0005451-0.00026876i,-0.00093815-0.0011477i
0.0014412+0.00013611i,0.00094913+0.0012227i,0.0007264+0.0010001i,0.00049604+0.00083777i,-0.00016079+0.0011145i,-0.0001671+0.00032496i,-0.00037013-0.00018709i,-0.00041923+0.00019715i,-0.00074992+0.00035087i,-0.001006+0.00021394i,5.9858e-05-0.00017519i,0.0004634-0.00036077i,0.00039679-0.00048489i,0.00021258-0.00016368i,0.00037609+0.0009353i,0.0011485+0.00035315i,0.0013627-0.0010819i,9.358e-05-0.00091i,-0.00077883-0.00037603i,-0.00075182-0.00012628i,-0.00053564+2.9879e-05i,-0.00021883-0.00032053i,-0.00020113-6.7858e-05i
-0.001442+0.0011934i,-0.0018337+0.0016608i,-0.00083773+0.0012104i,0.00023148-2.0934e-05i,-0.00052955-0.00020069i,-0.00045832-0.0007062i,-0.00024267-0.0013359i,-0.0008326-0.0013426i,-0.0007028-0.00096512i,-0.00024389-0.0007961i,-7.0344e-05-0.00045192i,6.9364e-07-7.8198e-05i,0.00013976-0.00045679i,-0.00041019-0.00019505i,-0.00073518+5.627e-05i,-0.00017427+0.00022537i,-0.0004414+0.00018433i,-0.00036907-0.00021461i,0.00025152-0.00059239i,0.00015701-0.00062903i,0.00028336-0.00072989i,0.00049844-0.00079519i,0.00014907-0.00040362i
0.0010608+0.0019956i,0.00080498+0.0019366i,0.00076242+0.00056658i,0.0010476+0.00023845i,0.00088325+0.00097012i,-3.6192e-05+0.00059578i,-0.00061213-0.0010938i,-0.00050406-0.0017479i,-6.8924e-05-0.00069378i,-0.00023744+0.00020096i,-0.00088852+2.8748e-05i,-0.00070915-0.00012119i,-0.00030548+8.4037e-06i,-5.5929e-05+0.00042332i,0.00033695+0.00087729i,-9.4245e-05+0.00051021i,-0.00062646-0.00052645i,-0.00045987-0.00076837i,-2.033e-05-0.00019811i,0.00011994-0.00017616i,-0.0005155+0.00021763i,-0.00028867+0.00040159i,-2.0922e-05+0.00012003i
-0.00095859+0.0013521i,-0.00010225+0.0011414i,0.0013307+0.0017376i,0.0024503+0.0017179i,0.0020661+0.00065777i,0.00045583-0.00046005i,-0.00089314-0.00083855i,-0.0014261-0.00040788i,-0.0013291-0.00070884i,-0.0006105-0.0007302i,-0.00022731-0.00047683i,-0.00083861-0.00049724i,-0.00070011-9.4934e-05i,-1.3684e-05-9.9653e-05i,0.0003104+0.00061663i,-7.6722e-08+0.00096683i,0.00027201+0.00068912i,0.00066583+0.00049723i,0.00031439+0.00042529i,5.8204e-05-0.00018998i,0.000237-0.00025078i,0.00069819+0.00069259i,0.00073722+0.00081228i
8.6591e-05+0.00011315i,-0.00020087-0.0006703i,-0.0012085-0.0017196i,-0.0013742-0.0010414i,-0.00076383+0.00021135i,-0.00048327+0.00039634i,-0.00064268-0.00021215i,-0.00079311-0.0011049i,-1.8134e-05-0.0011121i,0.001044-0.00016413i,0.00090847+0.00066865i,-1.7711e-05+0.00054514i,-5.7361e-05-0.00029952i,0.00019911-0.00061051i,0.00070647-0.00023292i,0.00075006-8.9822e-05i,0.00046173-0.00011572i,0.00054048+0.00011165i,-8.4305e-05+0.00063872i,-0.00062902+0.00077977i,-0.00031747+0.00072649i,-0.00050978+0.00097209i,-0.00048724+0.00052119i
-0.00017203-0.0002098i,-0.00049462-0.00044781i,0.00031893-0.0024012i,0.00013913-0.0031075i,-0.00035301-0.0019216i,-0.00024046-0.00061392i,0.00015621-0.0006442i,0.00022966-0.0011832i,-0.00026898-0.00016255i,-0.00089752+0.00066749i,-0.00094393+0.00068409i,-1.4414e-05+0.00024249i,9.7621e-05+0.00048262i,-0.00062077+0.00076487i,-0.0010973+0.00069784i,-0.00092349+0.00036346i,-0.00061179-0.00016877i,-0.00019028-5.9417e-05i,0.0003965+0.00034244i,0.00023058-5.2362e-05i,0.00013219-0.00094096i,0.00049025-0.00070477i,0.0006207+0.00026665i
0.00049364+6.3087e-05i,0.0016013+5.0578e-05i,0.0015648+0.00028173i,0.0019791+0.00081821i,0.0019548+0.001055i,0.001468-0.00016019i,0.00033094-0.0015602i,-0.0013647-0.0018814i,-0.0015151-0.0015988i,-0.00050988-0.00069641i,0.00033221+0.00061736i,0.00061134+0.00098304i,0.00049962+0.00087043i,-0.00013887+0.00054532i,-0.00017549+0.00068204i,0.00016429+0.001316i,-9.3632e-05+0.0015754i,-0.00042938+0.0014345i,-0.00016927+0.00025851i,0.00012895-0.00064897i,-0.00035284-0.00027146i,-0.00081211-0.00029533i,-0.00049767-0.0009264i
-0.00037382+0.0018548i,0.00041041+0.00165i,-0.00024368+0.00049206i,-0.0010151-0.00029464i,-0.00047945+0.00015664i,-3.0303e-05+0.00090608i,-0.00013583+4.1251e-06i,-0.00028096-0.00090651i,-0.00030015-0.0003997i,0.00010552+0.00060068i,0.00048281+0.0011271i,0.00039298+0.00086776i,0.00032195+0.00054075i,0.0002036+0.00080593i,0.00032801+0.00076714i,0.00049855-0.00075002i,0.00053247-0.0012286i,0.00048264-0.00090329i,0.00032242-0.00091235i,0.00038953-0.00071665i,0.0008723-0.00015007i,0.0006392+0.00033226i,0.00035006+0.00027703i
-0.00031764+0.00083469i,0.0009019+0.00071001i,0.00077447-0.00018779i,0.00015975-0.00051772i,0.0006552-8.0333e-05i,0.00045865-0.00035388i,-0.00011653-0.00078777i,-0.00079292-0.00068156i,-0.00084468-0.00033569i,0.00024359-0.00052475i,0.00050056-0.0004014i,0.00013069+6.2632e-05i,0.00063605+0.00014228i,0.00048781-0.00022462i,0.00018615-0.00078097i,-0.00076149-0.00034077i,-0.00031764+2.9726e-05i,0.00045798-0.00031514i,0.00059716-0.0001099i,0.00019963-4.7442e-05i,-0.00041822-0.0010325i,-0.0003659-0.0010975i,-2.8083e-05-0.00043957i
-0.00058595+0.0010367i,0.0011049+0.00026257i,0.001096+2.4681e-05i,0.00032389+0.00060683i,0.00046535+0.00014904i,6.0473e-05-0.00025443i,-0.00051873-0.0009423i,-0.00062138-0.0010795i,-0.00017203-0.00011036i,0.00011908+0.00065794i,7.3183e-05+0.00037346i,4.809e-06+8.0953e-05i,-0.00048812+0.0003591i,-0.00041508-9.7337e-05i,0.00036858-0.00016823i,-2.5664e-05-0.00010952i,0.00020277-0.0002567i,0.00035855+0.00078542i,-0.0004363+0.00074252i,-0.00017748-7.835e-05i,0.00062632+0.00042987i,0.0003915+0.00077396i,-0.00030305+0.00012212i
-0.00070285+0.0012841i,-0.001077+0.0017885i,1.9087e-05+0.0018301i,0.0010695+0.0010002i,0.0002983+0.00034579i,-0.00088685-0.00021993i,-0.0014372-0.00079512i,-0.0014611-0.00076212i,-0.00022626-0.00010747i,0.00086614+0.00011461i,0.00069133-3.8867e-05i,0.00024685+0.00011209i,-0.00034133-7.5832e-05i,-0.00043582-0.00058202i,0.00016532-0.00099508i,0.00071532-0.00073283i,0.00017627-0.0002211i,-0.00015948+0.00040937i,-0.00032569+0.00088977i,-3.8535e-05+0.00065519i,0.00086955-0.00015074i,0.00033899-0.00028568i,-0.00032426+9.5449e-05i
0.00041068-0.00041035i,0.00082594-0.00095668i,0.0013522-0.00085276i,0.00031763-0.00047683i,-7.0822e-05-0.0005139i,0.0004785-0.00042047i,-0.00020474-0.00014559i,-0.0010324-0.00029619i,-0.00080723-0.0010314i,-0.0010482-0.00094668i,-0.00082701-0.00018938i,-0.00025378+0.00074718i,-0.00065875+0.0012596i,-0.0006572+0.0011467i,-0.00094383+0.0005559i,-0.0010045+2.7565e-05i,-0.00042362-8.209e-05i,5.8687e-05+0.00047027i,0.0007266+0.00060679i,0.00027942-0.00056171i,-0.00065569-0.00040579i,-0.00086918+0.00018331i,-0.00048706+0.00039057i
0.0024916+1.3058e-05i,0.0020248-0.0004438i,0.0020465-0.0011512i,0.00096246-0.0014406i,-0.00067253-0.0008419i,-0.0014881+0.00025875i,-0.0012592+0.00046046i,-0.0011935-0.00015398i,-0.0011955-0.00040633i,-0.00072528-0.00014519i,-0.0005113+0.00015343i,8.1315e-05+0.00031793i,0.00010967+0.00027284i,-0.00028045+0.0010034i,-0.00020515+0.0012591i,-5.6325e-05+0.0010512i,-5.6833e-05+0.001003i,0.0002298+0.00024341i,7.4504e-05+0.00035579i,-0.00075336+0.0011943i,-0.00049359+0.0008492i,4.3821e-05-0.00043041i,8.9038e-05-0.0005072i
-0.0004184+0.0014487i,0.00039033+0.0019434i,0.0015854+0.0021379i,0.0021087+0.0016896i,0.0012489+0.0015112i,0.00042326+0.00026377i,-0.00052687-0.0016881i,-0.0012952-0.0010934i,-0.0007977+0.00034839i,-0.0003077-6.9178e-07i,-0.00055666-0.00050997i,3.3031e-06-0.00061974i,-0.0001417-0.00065231i,-0.00051514-0.0002881i,-9.4412e-05+8.8743e-05i,3.7052e-05+0.00028287i,5.6152e-05+0.00020865i,-0.00075361-0.00024911i,-0.001231-0.00043924i,-0.00052478-0.00023835i,-4.1165e-05+0.00050204i,-4.0172e-05+0.00088855i,-0.00012263+0.00024124i
-8.4719e-05+0.00099786i,-0.00077602+0.00056997i,-0.00080032-6.6601e-05i,-0.0003297-0.000648i,-7.7231e-05-0.0005671i,0.00050671-0.00078455i,-0.00014337-0.0012338i,-0.00088225-0.0019592i,-0.00038536-0.0015343i,7.258e-05+0.00015045i,7.0472e-05+0.00071783i,0.0001736+0.00042484i,0.0002315-6.3831e-05i,-0.00043475-0.00054706i,-0.00078545-0.00069164i,-0.00070837-0.00040938i,-0.00103+0.00019182i,-0.00076018+0.00045502i,2.5183e-05-0.00023113i,-0.00023448-0.00085476i,-0.0011181-0.0009354i,-0.0014696-0.00071688i,-0.0003112-0.00040515i
0.00040227+0.0011276i,0.0018654+0.00088001i,0.0030965+0.00084625i,0.0021871-4.9935e-05i,0.00077488-0.00045609i,0.00041216-0.0014714i,-0.00096691-0.0020465i,-0.0025829-0.0010277i,-0.001766-0.00041815i,0.00012542-0.0005348i,0.00077562-0.00043278i,0.00023875+8.2368e-06i,-0.00073625-5.5153e-05i,-0.0016837-0.00094327i,-0.0010174-0.0013681i,0.00028196-0.00047018i,0.00033926-7.294e-05i,4.4948e-05-0.00037502i,-0.00033004-0.00027163i,-0.00043341-0.00037325i,-0.00096776-3.7333e-05i,-0.00063833-0.00010705i,0.00015991-0.000314i
0.0012036+0.00086128i,0.0015304+0.00089634i,0.00091257+0.00053059i,0.00078212+0.00040079i,0.0010115+0.00053904i,0.00038919-0.00025513i,5.8708e-05-0.0010473i,-0.00026483-0.00057581i,-0.00040391-0.00043252i,0.00072813-0.00031046i,0.0012682+6.199e-05i,0.00056926+0.0001493i,0.000434+0.0008604i,0.001173+0.0012366i,0.0016805+0.00075705i,0.0014448+0.00026462i,0.00063297+4.9844e-05i,-0.00013993-4.5491e-05i,-0.00033781-0.00048641i,-0.00020709-0.00020016i,-0.00018016+0.00018004i,-3.1276e-06-0.00024244i,-0.00045616+1.0113e-05i
0.0015958+1.9498e-05i,0.0021922-0.0002866i,0.0014468-0.0011565i,-0.00013041-0.0017848i,-0.00067833-0.0018204i,-0.00026822-0.0017316i,0.0005221-0.00092552i,0.00075412+0.00017699i,0.00016478+0.0004066i,-0.00070939-0.00032824i,-0.0011947-0.0004713i,-0.00067398+0.00056341i,4.6845e-05+0.00048181i,-0.00017186+0.00049834i,-0.0010674+0.0011046i,-0.0011876+0.0001552i,-0.00071576-0.00036835i,-0.00010001+0.00031906i,-0.00020867+0.0010479i,-0.00040478+0.00034941i,0.0002955-0.00091805i,9.6643e-05-0.0010492i,1.7234e-05-0.0009508i
0.00095536-0.0021758i,0.00051335-0.0024017i,0.00045831-0.0024184i,-0.00047699-0.0011068i,-0.0020036+0.00038772i,-0.0016464+0.00079356i,-0.00039489+0.00039404i,0.00013848-0.00048731i,0.00056939-0.00071656i,0.00086198-0.00014405i,0.00012657+0.00064858i,-0.00030229+0.0012371i,0.0001183+0.0010716i,0.00029651+0.00068965i,0.00026504+0.00069099i,0.00010581+0.0008529i,-0.00085845+0.00012648i,-0.0011941-0.00017768i,-0.00043747+0.00023603i,0.00067877-3.9153e-05i,0.00086076-0.00047772i,0.00012735-0.00041151i,3.6048e-05+5.4249e-06i
0.0028248-0.0013049i,0.0020608-0.0017867i,0.00032119-0.001885i,-0.00045854-0.0012028i,-0.00020436-0.00023877i,-0.000167+0.00013791i,0.00029755+0.00011124i,0.00013154+0.00034018i,4.6826e-05+0.00013938i,9.5687e-05+0.00016926i,-0.00032667+0.00041371i,-0.00024243+0.00092233i,0.00041884+0.00045996i,0.00052609-0.0003115i,0.00069226+0.00026564i,-9.3565e-05+0.0013771i,-0.00050903+0.00094826i,0.00012152-0.00017047i,0.00070297-0.00049633i,0.0010417-0.00015447i,0.00031788-0.00026264i,-0.00070583-0.00087476i,-0.00018386-0.00082615i
-0.00073669+0.00081131i,-0.0011872+0.00029339i,-0.00091791-0.00027313i,-0.00035087-0.00075549i,0.00052286-0.00076614i,0.00086236-0.00064923i,-0.00056542-0.0012209i,-0.0011272-0.0012087i,-0.00079446-0.00048375i,1.2293e-05+2.793e-05i,0.00043924-0.00020256i,0.0003547-0.00046561i,0.00062569-0.00047151i,0.00050211-0.00057946i,0.00071026-0.00037298i,0.00058457+0.00029642i,-0.00049686+0.00023616i,-0.00060828-9.7383e-05i,-4.2387e-05-0.00049584i,-2.8814e-05-0.00082604i,-0.00013027-0.00039068i,-0.0010644+0.00012374i,-0.00098387+0.00059153i
0.0015154+0.00058867i,0.0019787-0.00093004i,0.001522-0.0015581i,0.00075252-0.0008966i,2.5704e-05-0.00037646i,-0.00041559-0.00089994i,-0.00074749-0.00082205i,-0.00056209-0.00033578i,0.00021889-0.00023736i,-6.2274e-05-0.00070387i,-0.00086612-0.00093802i,-0.00020633-0.00063035i,0.00040769+7.1509e-05i,-0.00010287+0.0004768i,-0.00059494+0.00016236i,-0.00053724+0.00038408i,-0.0003218+0.0002791i,7.2327e-06-0.00028062i,-7.2717e-05-0.00023074i,-0.00015417+6.7984e-05i,-0.00020796+0.00059507i,-0.00039629+0.00041339i,-0.00046607-0.00048361i
0.00094987-0.00034612i,0.00048093-0.00035496i,0.00041544-0.0010897i,7.9426e-05-0.0010326i,-1.574e-05-0.00047832i,0.00011691-0.00056138i,0.00071715-0.00062624i,0.00083146-0.00051831i,0.00031812-0.00014791i,-0.00024151+0.00025249i,-0.00013922+0.0002176i,-0.0001431+0.00034205i,-0.00049538+0.00078712i,0.00013677+0.00092823i,0.00075415+0.00047072i,0.0012574+0.00042089i,0.0013599-0.00043068i,0.00040983-0.00080922i,-0.00028412-0.00038819i,-0.00034722-0.00037151i,-0.00039266-0.0001216i,-0.00024679+0.00098492i,1.852e-06+0.0013482i
0.00091474-0.00032599i,0.0012102-0.00080667i,0.00012797-0.001196i,-0.00049329-0.001539i,0.00080507+0.00015065i,0.00076551+0.0010647i,-0.00044455-0.0002634i,-0.00088503+0.00032933i,-0.00095297+0.00077136i,-0.00043239-4.4078e-05i,0.00021644-0.00020757i,0.00038389-0.00010331i,0.00054211-0.00041135i,0.00037292-0.00023113i,-0.0003851+0.00040925i,-0.00069462+0.00046955i,-0.00085747-0.00035169i,-0.0002232-0.0010233i,8.6538e-05-0.0010044i,-0.00032828-0.00042859i,-0.00063782-0.00058177i,-0.00090326-0.00034664i,-0.00058724-8.681e-07i
0.0012061-0.00017747i,0.0004125-5.0653e-05i,-0.00029309+0.00033842i,-0.00031194+0.0008564i,-0.00042058+0.00091115i,-0.0013609+0.00078897i,-0.0019805-8.7217e-06i,-0.0011931-0.00020195i,0.0002951+0.00047827i,0.00090771+0.00061521i,0.00040976+0.00022834i,8.9829e-05+0.00010182i,0.00029986+2.2033e-05i,0.00071444-1.4346e-05i,0.00077071-8.3614e-05i,0.0002233+0.00032112i,-0.00041864+0.00054196i,-0.00047047-6.1677e-05i,3.7239e-05-0.00031787i,0.00011879-0.00018606i,-0.00065502-0.00042055i,-0.00067501-0.00021717i,0.00036748+0.00069477i
0.002133+0.0012525i,0.0015106-0.00022612i,0.00027063-0.0011004i,-0.0010848-0.0011327i,-0.0010106-0.00076771i,-0.001222-0.00049995i,-0.0016324-0.00077699i,-0.00114-0.00036765i,-0.00016931+0.00048832i,-0.00057202+0.00022102i,-0.0020679+0.00031965i,-0.0022931+0.00056553i,-0.0015249+5.8837e-05i,-0.00092625+8.7256e-05i,-0.00015517+0.000304i,0.000476+9.7553e-05i,0.00032623+0.00076333i,-0.00059189+0.00066524i,-0.0005906-8.3604e-05i,6.2926e-06-0.00020729i,-0.0004692+0.00041519i,-0.00097166+0.00079241i,-0.0011516+0.0010648i
-0.00032909-0.00053392i,1.7811e-05+0.0001156i,0.00054224-0.00069298i,1.2329e-05-0.0013166i,-0.00070141-0.00046827i,-0.00099271+0.000247i,-0.0015225-0.00051061i,-0.0014615-0.0011889i,-0.00080912-0.00051536i,-0.00045992+0.00027452i,-0.00059619+0.00031753i,-0.00081357+0.0004602i,-0.00034263+0.00046935i,-4.7997e-06-6.557e-05i,-0.00010789+0.00010868i,-0.00028046+0.00097069i,-0.00028257+0.00089644i,-0.00068916-8.0322e-05i,-0.00075477-1.9514e-05i,8.3059e-05+0.00013789i,-0.00013582-1.984e-06i,-0.00010455+0.00061974i,-0.00028064+0.00095445i
-0.00064676+0.00022991i,-0.00098044-0.00081706i,-0.0014117-0.00072518i,-0.0002287+0.00017655i,0.00068957+0.00019287i,0.00042462+0.00017489i,-0.00033188-2.4807e-05i,-0.0012617-0.00050199i,-0.0020367-0.00093985i,-0.00091997-0.0010508i,0.00023347-0.00063033i,0.00067481-0.00036313i,0.0010085-0.00021123i,0.0010882+2.5635e-05i,0.0011111+3.3806e-05i,0.00025148-0.00057788i,-0.00026396-0.00088129i,-0.00026109-0.00072748i,-0.00076028+0.00015184i,-0.00036588+2.3703e-05i,9.4174e-05-0.00058045i,-0.00083049-0.0002032i,-0.00029533-0.00024903i
-1.8817e-05+6.2537e-05i,0.0006604-0.0003443i,0.0013535-0.00038696i,-6.9117e-05-0.0012093i,-0.00079804-0.0011237i,-0.00023169-0.00068536i,-0.00075341-0.0011185i,-0.00074548-0.00073584i,-0.00040575+0.00012605i,0.00019591-0.00012756i,-1.8152e-05-0.00050181i,-0.00049796-9.5807e-05i,-0.00013295+0.001093i,8.3723e-05+0.0010717i,-9.4127e-05+0.00033642i,-0.0001756+0.00037661i,-0.00043298+0.00092i,-0.00065485+0.00063138i,-0.00040998+0.00045983i,0.00026943+0.0010207i,0.00080905+0.00085614i,0.00082633+0.00024848i,0.00019386+0.00045752i
0.0013025+0.00058076i,0.00071006+0.00050892i,-0.00057748-0.00064806i,-0.00053842-0.0011588i,-0.00050799+0.00026888i,-0.00026974+0.0001441i,8.2702e-05-0.0004472i,-0.00028469-5.9352e-05i,-0.00053277+5.5463e-05i,-0.00035324+0.00035634i,-0.00031052+0.00063351i,-0.00060609+0.0010611i,-0.00038359+0.0002395i,-0.00023597-0.00022321i,-0.00037348-0.00020244i,-0.00060178-0.00065541i,-0.00040428-0.00044451i,0.00063471-0.00018884i,0.00091501-0.0005242i,-0.00010709+0.00032917i,-0.00053505+0.00062611i,3.114e-06-0.00024744i,0.00082234+8.7043e-05i
0.0010624+0.0015477i,0.002236+0.00078152i,0.0017772-0.0004743i,0.0014758-0.0012562i,0.0011986-0.0014502i,0.00014233-0.0016884i,-8.8774e-05-0.0014974i,0.00012509-0.0010916i,0.00020866-0.00073461i,0.00069045-0.00015262i,0.0012124+0.0001594i,0.00069455-3.0079e-05i,-3.6631e-05-6.2477e-05i,-0.0002614+8.0387e-06i,-0.00086858-0.00082108i,-0.0009545-0.00069834i,-0.00098861+0.00011859i,-0.0008047-0.00025362i,-0.00050121-0.00097068i,-0.00058713-0.00071016i,-0.00012775-0.0010819i,0.00032618-0.0011626i,0.00019024-0.00031718i
0.0010987-0.00072382i,0.00069284-0.00052418i,-0.00044905-0.0006484i,-0.0018658-0.00026701i,-0.0017499+0.00053924i,-0.00030502+0.0014528i,-0.00021165+0.0011959i,-0.00060072-0.00028843i,-0.0003518-0.00042436i,-0.00034499+0.00015763i,-0.00058433+0.00084448i,-0.00058819+0.00082717i,-0.00016957+0.00064274i,-0.00011429+0.00094484i,5.9179e-05+0.0016219i,0.00038233+0.0011024i,-0.00053547+0.00028803i,-0.0011745+0.00017932i,-0.00092102+0.00019416i,-0.00094719+0.00021861i,-0.00039744+0.00053945i,0.00018671+0.00052872i,0.00059612+0.00018374i
