4.622e-05-0.0023387i,0.00062736-0.0024963i,0.00015264-0.0013318i,-0.00025377-0.00081605i,-4.7498e-05-0.00024404i,0.0011082+0.00064699i,0.0013689+0.0013998i,0.00099345+0.0012378i,0.0012034+0.00069237i,0.0018386-0.00035271i,0.001675-0.0014724i,0.00051493-0.0013024i,4.3204e-05-0.00096853i,0.00049799-0.0012366i,0.00052739-0.0011533i,0.00019644-0.0002047i,-9.5994e-05-0.00054027i,2.9228e-05-0.00032029i,0.00082097+0.00071635i,0.00041448+0.00070321i,-0.00041234+0.00031603i,-0.00049699-0.00011059i,-0.00050462-0.00076028i
0.0010762-0.0011327i,0.0011262-0.0021185i,0.00037557-0.0020047i,0.001096-0.00041829i,0.0014506+0.0012874i,0.00068995+0.0016224i,0.00031558+0.00057777i,0.00022378-0.00088194i,-2.0181e-05-0.00079444i,7.2695e-07+0.00063498i,0.00095271+0.0011287i,0.0017097-3.654e-05i,0.001288-0.00061035i,0.00093036-0.00017573i,0.00028249-7.7321e-05i,-0.00067992-0.00077777i,-0.00071734-0.00095818i,-0.0010263-7.8505e-06i,-0.00147+0.0001773i,-0.00096018-0.00011481i,0.00022912-0.00041106i,0.0010184-0.00061878i,0.0010082-0.00015733i
0.0021605+0.00090126i,0.0033645-0.000223i,0.0027966-0.0011535i,0.0025354-0.00079261i,0.0028775-0.00020652i,0.0020131+0.00045873i,0.00065072+0.0021411i,-0.00057065+0.0031374i,-0.00012575+0.0020243i,0.0016968+0.00030431i,0.002114-0.00072546i,0.00079274-0.0015141i,-2.9158e-05-0.002052i,-0.00025554-0.001222i,8.2676e-05+0.00043452i,0.00074246+0.00055793i,-9.2267e-05-0.00048067i,-0.0011154-0.00037142i,-0.0014218-0.00038448i,-0.0013931-0.0009664i,-0.0014674-0.00059077i,-0.001379-0.00042248i,-0.001625-0.00053682i
0.00071285+0.00070274i,0.0020787+0.00020565i,0.0021756+0.0011701i,0.002394+0.0012006i,0.0024199+0.0004347i,0.001977+0.00031847i,0.00271+0.0024824i,0.0036053+0.0033195i,0.0035561+0.0012273i,0.002233-0.00055421i,0.00020842-0.00066696i,-0.00061372-0.00011523i,-0.00040127-0.00026499i,-0.00044973-0.00044769i,0.00047287-0.00063444i,0.0011405-0.0011394i,0.00056265-0.00089137i,0.00015518-0.00045111i,-0.00043479-0.00059267i,-0.00057912-0.00050306i,-0.00080096-0.00026292i,-0.0006891+0.00043271i,-0.00024097+0.0005466i
0.0020692-0.00080918i,0.0039697-0.00094476i,0.0036684-0.00084064i,0.002326+1.164e-05i,0.0025331+0.00071822i,0.0031727+0.00048318i,0.0039422+7.9315e-05i,0.0042505-0.0014919i,0.0025576-0.002928i,-0.00021261-0.0023354i,-0.0012031-0.00037917i,-0.0010923-8.6518e-05i,-0.0004387-0.00045477i,0.00075358-0.00037979i,0.00047148-0.00084519i,-0.00080541-0.0007903i,-0.00063952-0.00022498i,0.00032221+0.00071153i,0.00029593+0.0015395i,-0.00063072+0.0011368i,-0.000626+0.00050463i,0.00025872+0.0012603i,0.00024492+0.00098614i
0.0013204-0.00061735i,0.0018018-0.0010115i,0.00068592-0.00079801i,0.00028824+0.00057878i,0.00068367+0.0019261i,0.00085555+0.0015865i,-0.00015293+0.00013668i,-0.0021014-0.00053187i,-0.0031979-0.00033445i,-0.0020404+0.001031i,-0.00038256+0.0017279i,0.00097139+0.00082915i,0.0020212+0.00091352i,0.00151+0.00099012i,0.00061868+0.00053651i,0.00017489+1.2652e-05i,-0.00016254+0.00024273i,-0.00026048+0.0012786i,0.0001396+0.0011982i,0.0006566-0.00018951i,0.00083302-0.00043953i,0.00063906-0.00021443i,0.0011158-0.00033477i
0.0033206+0.00014853i,0.0032846-0.00022518i,0.0016962-0.00087812i,0.00075709-0.00084361i,0.00040779-0.00026586i,-0.0005377+0.00058557i,-0.0012486+0.002579i,-0.0013809+0.0033818i,-0.00078742+0.0028116i,0.00031218+0.0015289i,0.0010662+0.00040332i,0.00090275-0.00021603i,0.0010818+0.00028155i,0.0013111+0.0012423i,0.0012548+0.00043412i,0.00091027-0.00037765i,0.0008993-0.00023884i,0.00060832-0.00032517i,0.00035866-0.00063007i,-3.5021e-05-0.00062941i,-0.00038091-8.8525e-06i,-0.00017035+0.000177i,-0.00039476-0.0004771i
0.0027033+0.00068503i,0.0036288+0.00035766i,0.0031599-0.00054613i,0.0019069-0.0010022i,0.0024228-0.00083192i,0.0030579+0.001234i,0.0036876+0.0037978i,0.00495+0.0043251i,0.0041957+0.002782i,0.001223-0.00012522i,-0.00094411-0.0010597i,-0.00076434-0.00045184i,-0.00039739-0.00072086i,-0.00059717-0.0012048i,-0.00076648-0.00056363i,-0.00025314-0.00045637i,0.00033243-0.00053766i,-0.00035317+0.00015203i,-0.00071756+0.00069776i,-0.00022828+0.00081728i,-0.00027287+0.0011387i,-0.0013363+0.0010647i,-0.0021761+0.00030816i
0.0030444+0.00050211i,0.0043378-0.00095776i,0.004604-0.0017834i,0.0034917-0.0013972i,0.0031195-0.00094161i,0.0024053-0.00026268i,0.0020832-0.00029922i,0.0032114-0.0016793i,0.0030887-0.0028017i,0.00049078-0.0022005i,-0.0014499-0.0010279i,-0.0013601+0.00026157i,-0.0010373+0.00089824i,-0.00075648+0.00095482i,-0.00016645+0.00062644i,-0.00069508+0.00042166i,-0.00056423+0.00081675i,7.0924e-05+0.0010582i,-4.1778e-05+0.00018359i,-0.00042666-0.00018561i,-0.00054113-0.00039221i,-0.00057204-0.00011132i,-0.00049324+0.00050831i
0.0013486+0.0023601i,0.0032458+0.0015759i,0.0027129+9.7509e-05i,0.0021551-0.00077951i,0.0028555-0.0012933i,0.0027069-0.0018816i,0.0002616-0.0018737i,-0.0010374-0.0022838i,-0.0011743-0.0025388i,-0.0012343-0.00099533i,0.00022227+0.00032553i,0.0013073+0.0007274i,0.00084687+0.0017074i,0.00039374+0.002218i,-0.00023455+0.0013229i,-0.0017054+0.00034956i,-0.0019793-0.00023277i,-0.00072861+0.00029395i,0.00066924+0.0011704i,0.00055247+0.0010359i,-0.00013476+0.00031319i,-0.00013443-0.00033766i,9.6984e-05-0.0002498i
0.00047939-0.00048496i,0.0010441+0.00021322i,0.001295+0.0010874i,0.0017034+0.0022175i,0.0026453+0.0023747i,0.001921+0.0020307i,-0.00073022+0.0033445i,-0.0019334+0.0048153i,-0.0017333+0.0037685i,-4.5596e-05+0.0020119i,0.0015762+0.00099636i,0.0013343+9.4449e-05i,0.00043711-0.00060999i,-0.00040497-0.0012372i,-0.0011774-0.00080387i,-0.0005005-0.00044414i,0.00010219-0.0003536i,-0.00014663+0.00037746i,0.00014716+0.00087548i,6.298e-05+0.00021834i,-0.00024799-0.00096088i,-0.00042911-0.0016963i,-0.00042123-0.0020191i
0.00093867+0.00031937i,0.0016025-0.00068493i,0.0013203+1.1854e-05i,0.0013884+0.00092789i,0.001954+0.0017841i,0.002086+0.00238i,0.0028457+0.0035017i,0.0040627+0.0042699i,0.0042809+0.0035213i,0.0029917+0.001673i,0.0008-4.4291e-05i,-0.00067728-0.0011054i,-0.0011456-0.0019202i,-0.00095223-0.0017693i,-0.00073033-0.00090011i,-0.00086539-0.00011889i,-0.001135+0.00025485i,-0.00055331+0.00017155i,-0.00029849+1.0085e-05i,-0.00049369+0.00027374i,-0.00042033-0.0001978i,-0.00085784-0.00037437i,-0.00091378-0.00011666i
0.00071477-0.0015037i,0.0020938-0.0013346i,0.001238-0.001496i,0.00012815-0.0011863i,0.0014823+7.8196e-05i,0.0041597+0.00092498i,0.0055528+0.00068613i,0.0065914-0.00062859i,0.00504-0.0017554i,0.0014569-0.0010556i,-0.00040496+0.00094111i,-0.0013141+0.0014457i,-0.0020254-2.7031e-05i,-0.0018968-0.0011728i,-0.0011918-0.0012078i,-0.0014271-0.00028661i,-0.0016248-0.00029392i,-0.0013775-0.00042747i,-0.0014547+0.00049202i,-0.00094681+0.00083886i,0.00010728+0.00080067i,0.00049312+0.0010056i,0.00040574+0.00089209i
0.0038415-0.00029731i,0.0032963-0.000676i,0.0026041-0.0022972i,0.0021741-0.0024356i,0.0011994-0.0017864i,0.00042635-0.0012874i,0.00037997-0.0015042i,-8.7543e-05-0.0030653i,-0.00081462-0.0032034i,-0.00066663-0.00090387i,0.00017935+0.0013946i,0.00032181+0.002161i,-0.00015552+0.001834i,0.00013278+0.00077437i,0.00021853-0.00016605i,-0.00077566-0.00034077i,-0.0011892-0.00015153i,-0.00069896+0.00031424i,-0.00046338+0.00092103i,-0.00014148+0.00018774i,0.00092165-0.000122i,0.0011772+0.00074704i,0.0015788+0.00015485i
0.0023816+0.0017229i,0.0037875+0.0015418i,0.0041592+0.0010824i,0.0026936+0.00050333i,0.00095968+0.00073471i,-0.00078588+0.0014938i,-0.0026317+0.0020342i,-0.0027711+0.0029127i,-0.0018344+0.0035236i,-0.00090948+0.0028897i,2.14e-05+0.001224i,0.00038184+0.00010387i,0.0007451-0.0004633i,0.00095567-0.0012706i,0.00047946-0.0013403i,0.00053906-0.00053844i,0.0008793+0.00050765i,7.9258e-05+0.00025038i,-0.00039428-0.00037292i,-0.00031868-0.00037961i,0.00057444-0.00053442i,0.0012908-0.00092619i,0.00041863-0.0006209i
0.002112+0.0012321i,0.0030171+0.001128i,0.0020983-0.00011042i,0.00078582-0.00056164i,0.00041056-5.2676e-05i,0.0015823+0.0019783i,0.0027613+0.004702i,0.0035676+0.0053939i,0.003697+0.0041535i,0.0021687+0.0015282i,-0.00032061-0.00048874i,-0.00091737-0.0015878i,0.00043465-0.0023093i,0.00091442-0.0022185i,0.0006148-0.0014638i,0.0001622-0.0010466i,-0.00077791-0.0012137i,-0.00077492-0.0012625i,-0.00021306-0.001169i,2.3758e-05-0.0010007i,4.8028e-05-0.00022118i,0.00027757+0.00041372i,8.0539e-05+0.0003075i
0.00044389-0.00085253i,0.0014147+4.1142e-05i,0.0016242+0.00021146i,0.00095978+0.00056538i,0.00073143-0.00045931i,0.0019137-0.0013851i,0.0039936-0.0019049i,0.0057061-0.0022494i,0.0046917-0.0029045i,0.00097264-0.0022684i,-0.00097698-0.00062137i,-0.00026233-0.0011379i,0.00077481-0.0010431i,0.0010493-0.00025094i,0.00077823-0.0011378i,0.00010134-0.001437i,0.00031048-0.00015909i,0.00072733+0.00022424i,0.0009721+0.00010998i,0.00092258+0.00060018i,0.00062904+0.0013348i,0.00019486+0.0015362i,-0.00049376+0.00038879i
0.0014378-0.0025806i,0.0019869-0.0028961i,0.00095348-0.0025794i,1.5713e-05-0.0014855i,0.00069652-0.00026022i,0.0016955+0.00052998i,0.001487-0.00051123i,-0.00022284-0.0033803i,-0.0014612-0.004451i,-0.00042672-0.0025204i,0.0017104-0.00036108i,0.0016025+5.396e-05i,0.00082924+0.0004274i,0.0011255+0.00051296i,0.00060936-0.00015492i,1.8467e-05+0.00030948i,-5.1373e-05+0.00046583i,-0.00013577+0.00060761i,0.00077349+0.00099609i,0.00132+0.00074089i,0.00066006+0.00039042i,0.0011717+1.616e-05i,0.0014454-0.00039544i
0.0016351-0.0011551i,0.0033361-0.0022477i,0.0031713-0.002007i,0.0031681-0.0013218i,0.0039184-0.00064921i,0.0027645+0.00020451i,-5.2316e-05+0.0011431i,-0.0025159+0.0018907i,-0.0030718+0.001804i,-0.001429+0.00081977i,0.0011919-0.00025476i,0.002611+8.3125e-05i,0.0019665+0.0010698i,0.0014904+0.00095818i,0.00064755+0.0011002i,0.00017704+0.0010311i,0.00052076+0.00044053i,0.00079412+0.00036312i,0.00076587-0.00033938i,0.00099103-0.00066238i,0.00095853-0.00029092i,0.00069831-0.00042154i,0.00022209-0.00072107i
0.0024324-0.00034446i,0.003338-0.00096758i,0.003138+0.00034248i,0.0025506+0.00163i,0.0024542+0.0014601i,0.0028317+0.0013765i,0.0025926+0.0032495i,0.0021035+0.0052536i,0.0016075+0.004585i,0.0012501+0.0021926i,0.00076009+0.00091892i,0.00053846+0.00059143i,0.0013744+0.00045707i,0.0011789+0.00093581i,0.00062953+0.00034963i,0.00029517-0.00022616i,-0.0012309-8.6517e-05i,-0.0019112-0.0001172i,-0.00094244-0.00046261i,-0.0007475-0.0002623i,-0.00031497-0.00033614i,-0.00031679-0.00099152i,8.5741e-05-0.0014828i
0.0024092+0.0016533i,0.0032175+0.00058397i,0.0024878+0.00023701i,0.002475+0.00040802i,0.0036398+0.0015241i,0.0040798+0.0018075i,0.0041462+0.00096262i,0.0046872+0.00035815i,0.0054484-0.00058408i,0.0040588-8.6395e-05i,0.0020581+0.0019376i,0.00069723+0.0020921i,-0.00077567+0.0010645i,-0.0020292+0.00040115i,-0.0021961+0.00056628i,-0.0014368+0.00036464i,-0.00097241+0.00038826i,-0.00053238+0.00065465i,-0.00037358+0.00049498i,-0.00078306+0.0007049i,-0.00068829+0.00045894i,-9.109e-05-0.00030544i,0.00045435-0.0010103i
0.0030608-0.00069343i,0.0027687-0.00075239i,0.0018402-0.0010597i,0.00067244-0.00041287i,0.00031063+0.00012203i,0.00050576+0.00062721i,0.0014478+0.00029883i,0.0013564-0.0023311i,-0.00025506-0.0045737i,-0.00098787-0.0033294i,-0.00044447-0.00020532i,-0.00041689+0.00082232i,-0.0010486+0.00073821i,-0.00087069+0.00094024i,-0.0011019+4.6924e-05i,-0.0010812-0.00041554i,-0.0009384+0.00026059i,-0.00083472+0.00082152i,-0.00068888+0.0010316i,-0.00052047+0.00053903i,0.00083977-0.00041571i,0.0014447-0.0007182i,0.0016115-0.00023853i
0.0022651+1.5435e-05i,0.0031826+0.00016721i,0.0014464+0.0003364i,0.00075903-0.00027607i,0.0011265-0.00022292i,0.00061142+0.00079715i,5.5576e-05+0.0018027i,-0.00090909+0.0020245i,-0.0019984+0.0016667i,-0.0015926+0.00090794i,-0.0010043-0.00010645i,-0.0013374-0.00011861i,-0.0014238+0.00032866i,-0.00098237+0.00044651i,-0.00078534-0.00028616i,-0.00043972-0.00052976i,-0.0005188+0.00017262i,-0.00067529+0.0003231i,0.00012287-8.0772e-06i,0.00095941-0.00060176i,0.00045713-0.00062863i,0.00023486-0.00043876i,0.00061105-0.00065634i
0.0031664+0.00036627i,0.0029648-0.00011573i,0.0033171-0.0004405i,0.0031629-0.00050778i,0.0026358-0.00081607i,0.0019377-0.00022341i,0.0014933+0.0025782i,0.0017062+0.0046507i,0.0012396+0.0041339i,-0.0009508+0.0020415i,-0.0025642+0.00024111i,-0.0020026+0.00012507i,-0.001162-0.0005579i,-0.00091245-0.0013729i,-0.00051877-0.00072468i,-0.00069633-0.00047871i,-0.001201-0.0013243i,-0.001171-0.0017847i,-0.00057004-0.0019615i,0.00033567-0.0020522i,0.0012456-0.0012305i,0.0013268+9.8741e-05i,0.00033813+0.00053168i
0.0039471+0.00077107i,0.0041732-0.00097239i,0.0037609-0.0021557i,0.0025392-0.0021078i,0.0022057-0.0016422i,0.0022595-0.0009326i,0.0025949+0.00061784i,0.0038588+0.0017085i,0.0040931+0.0007063i,0.0027065-0.00012515i,0.001168-0.00015105i,0.0004987-0.001225i,0.0003162-0.002339i,0.00081744-0.0021016i,0.0009285-0.0015639i,0.00055624-0.0019034i,-0.0005578-0.0016027i,-0.0012475-0.00031943i,-0.00070145+0.00034693i,-0.00018795+0.00036678i,0.00012283+0.00076424i,3.8321e-05+0.00071472i,0.00013463+0.00050199i
0.000155+0.0014239i,0.0021043+0.000533i,0.0032632+0.00086005i,0.003908+0.00062992i,0.0039643+0.0002615i,0.0027836-0.00016211i,0.00090909-0.00041797i,0.00060142-0.0017202i,0.00088055-0.0026296i,0.00095528-0.0020734i,0.0016331-0.0020199i,0.0014533-0.0025897i,0.00045984-0.0022858i,0.00017073-0.0016518i,0.00017934-0.0013111i,0.00013497-0.00050905i,0.001195-0.00043482i,0.0010833+1.0895e-05i,0.00081055+0.0010531i,0.00070261+0.0010954i,-0.00019835+0.00052505i,-2.9263e-05-0.00043946i,0.00027582-0.00069751i
0.0023231+0.002361i,0.0032088+0.0028816i,0.0039453+0.0030907i,0.0034425+0.0020332i,0.0030261+0.00082926i,0.0028477+0.00089732i,0.0018003+0.0012928i,-0.00023885+0.00093584i,-0.0013262-0.0006253i,-0.00070272-0.0022034i,0.00040699-0.0028097i,0.0004682-0.0023319i,0.00076012-0.0012075i,0.0017527-0.00035612i,0.0014477+0.00047896i,0.0016764+0.00041026i,0.0024151-5.3075e-06i,0.0023444+0.00034375i,0.0014761+0.0008219i,0.00025346+0.00092986i,-5.0101e-05+0.0009736i,0.0002918+0.00062579i,-0.00021937+0.00037916i
0.0029421-0.0007084i,0.0021625-0.00099399i,0.0002026-0.0011338i,-0.00071621-0.00058935i,0.00024769+0.00043904i,0.0015687+0.0029193i,0.0026543+0.004144i,0.0029945+0.0037054i,0.0020959+0.0028279i,0.00038418+0.0010612i,0.00016069+0.00071607i,0.0014232+0.0016594i,0.0025903+0.0022357i,0.0018272+0.001349i,0.00051366+0.00069531i,0.0012106+0.00051593i,0.0010279+8.7228e-05i,-0.00020505+0.00038166i,-8.8564e-05-0.0001479i,-0.00030676-0.00039146i,-0.00067557+0.00019378i,-0.0010195+0.00037887i,-0.00071934+0.00057274i
0.0038563-0.0011952i,0.0032482-0.0022127i,0.0015995-0.0017611i,0.0013013-0.0011365i,0.0020315-0.00084073i,0.0016592-0.00057382i,0.0011805-0.00020152i,0.002891-0.00048945i,0.0029318-0.00078112i,0.0016312+0.0015244i,0.0024126+0.0031667i,0.0033635+0.0026437i,0.0024014+0.0019067i,0.0010345+0.0015313i,0.00044135+0.0013282i,-0.00054699+0.00047138i,-0.0015547-0.00012709i,-0.0020188+0.00030077i,-0.0020552+0.00042786i,-0.0014615+0.00064768i,-0.00086581+0.00087909i,-0.00052635+0.00023697i,-0.00028042-0.00030407i
0.0030615+0.00095196i,0.0021929+0.00019063i,-0.00058309-0.00084863i,-0.0017078-0.00096994i,-0.00043014-1.3075e-05i,0.00046134+0.00093403i,0.00088543+0.00093593i,0.0011773-0.00012556i,0.001052-0.0012161i,0.0018283-0.00048876i,0.002403+0.00099908i,0.0015295+0.0010043i,0.00045144+0.00072175i,-1.3479e-05+7.7593e-05i,-8.2585e-05-0.00036414i,7.1734e-05+0.00051575i,0.00018514+0.0016042i,-0.00016154+0.0017483i,-0.0010371+0.0018245i,-0.0010229+0.0014646i,-0.00030932+0.00039426i,-0.00016067-0.00047583i,-7.5108e-05-0.00016919i
0.0012189+0.00058914i,0.0018749-0.0017362i,0.0019238-0.0031159i,0.0017815-0.0017989i,0.0020549-9.3839e-05i,0.0012009+0.00080565i,0.00028623+0.0014419i,0.00069955+0.0012759i,0.00049985+0.00048552i,-0.00027617-0.00061354i,-0.0018675-0.0014363i,-0.0027981+0.00012113i,-0.0022636+0.001914i,-0.0024711+0.00069711i,-0.0024228-0.00057425i,-0.000663-0.0002982i,0.00041442-0.00041041i,3.2953e-05-0.0014281i,-0.00047954-0.0015356i,-0.00053956-0.0012474i,0.00052438-0.0014957i,0.00067216-0.0011736i,-0.00038966-0.00048649i
0.0022645-0.0010676i,0.0036989-0.00083903i,0.0034206-0.0012618i,0.0021858-0.00089029i,0.0020451+0.00054771i,0.0032226+0.00080581i,0.0034794+0.00089759i,0.0022945+0.0016187i,0.0013848+0.001572i,-0.00045743+0.00074088i,-0.0026158+0.0015057i,-0.0035281+0.002375i,-0.0031618+0.0027423i,-0.0021544+0.0027678i,-0.0016478+0.00186i,-0.00075678+0.0005672i,4.3519e-05+1.3363e-06i,0.0001737-0.0006935i,0.0002543-0.0018077i,0.00020537-0.0015583i,0.00093665-0.00017253i,0.00083807+0.00030539i,-0.00033181+0.00026574i
0.0030487-0.00040864i,0.0037773-3.6004e-05i,0.0043629-0.00023004i,0.0041005-0.00072904i,0.0042905-0.00076299i,0.0037263+1.2967e-05i,0.0026339+0.00042291i,0.0020209+0.00023889i,0.00095027+0.0004511i,-0.00017036+0.0013082i,-0.00031253+0.0019163i,0.0005258+0.0017768i,0.0011341+0.0012162i,0.00077275+0.00085464i,0.00063698+0.00075583i,0.00017456+0.00040802i,-0.00066546+0.00018085i,-0.00057381-0.00087134i,-0.0004731-0.0013641i,-0.00045778-0.00077836i,-0.00010803-0.00082869i,0.00049915-0.0013414i,0.00033775-0.0017112i
0.0024278-1.786e-05i,0.0048166+0.00012376i,0.0059347+0.00092789i,0.004734+0.0014632i,0.0029115+0.00078711i,0.0012918+6.1668e-05i,0.00011235+0.00058976i,9.6786e-07+0.00079982i,0.00095405+0.00020834i,0.002915-0.00092165i,0.00333-0.0017529i,0.001446-0.0024376i,-6.0302e-05-0.0029325i,-0.00075802-0.0021486i,-0.001874-0.0010595i,-0.0026079-0.00055434i,-0.0019246+0.00045806i,-0.00016007+0.0012683i,0.00088943+0.001268i,0.00032093+0.00069633i,-0.00016608+0.00052413i,3.7874e-05+0.00031146i,-0.00014452-7.854e-06i
0.0011565+0.00077614i,0.00087123+0.00076296i,-0.0010539+0.0010987i,-0.001075+0.0012916i,0.0014364+0.0016567i,0.0037574+0.0026846i,0.0030276+0.0045057i,0.0016311+0.0046777i,0.0014556+0.0022971i,0.0010948-0.0017019i,0.00067506-0.0047157i,-0.00045329-0.0050065i,-0.0018456-0.0035201i,-0.002327-0.0023003i,-0.001787-0.0018407i,-0.0010124-0.00096448i,-0.00041893-0.00061499i,0.00020702+5.4434e-05i,0.00043703+0.00075181i,0.00081162+8.9148e-05i,0.00074959-0.00047413i,-8.5416e-05-0.00034781i,-0.0012756-0.00049932i
0.00092975+0.0015798i,0.0019326-0.0006805i,0.0019692-0.00019828i,0.0025843+0.00090422i,0.0038263-4.6276e-05i,0.004213-0.00098863i,0.00348-0.00051011i,0.0026027-0.00014107i,0.00091879-2.7979e-05i,-0.0015699+5.6489e-05i,-0.0025662+0.00033469i,-0.0020683+0.00086803i,-0.0012662+0.00017841i,-0.00065587+0.00082733i,-0.00073657+0.0013182i,-0.00034383+0.00038885i,0.00017022+0.00036402i,1.7772e-05+1.2424e-05i,0.00017911+9.4998e-06i,-0.00019738+2.2685e-05i,-0.00072779+1.6545e-05i,-0.00042957+0.00019367i,0.0001485+7.6436e-05i
-0.0005668+5.0713e-05i,0.00085336+0.00026083i,0.00032818-0.0009491i,-0.00048239-0.00039477i,0.00086109+0.00072727i,0.002146-0.00077909i,0.001602-0.0029409i,0.00075083-0.0030994i,-0.00065971-0.0015188i,-0.0010396+0.0011816i,0.00075689+0.002485i,0.0025992+0.001382i,0.0032969+0.00023716i,0.0026391-0.00016339i,0.0016851-0.00037437i,0.0012128-0.00075019i,-8.4077e-05-0.0009581i,-0.00096287-0.00071723i,-0.00084454+0.00017569i,-0.00011268+0.00046188i,0.00043964+0.00012291i,0.00048669+0.0008558i,0.0011844+0.0014482i
0.0042703-0.0025509i,0.0033262-0.0027226i,0.0023234-0.0036426i,4.871e-06-0.0027109i,-0.0021098-0.00090911i,-0.0016941+0.00087614i,-0.00055908+0.0022501i,-0.00066565+0.0019694i,-0.0001797+0.00069453i,0.0017435+0.00029776i,0.0033858+0.00019965i,0.0041007-0.00059415i,0.0039041-0.0011878i,0.0036331-0.0015494i,0.0030393-0.0012867i,0.0011068-0.00056528i,-0.00027715+0.00011052i,-0.00010867+0.00088653i,7.0927e-05+0.0014353i,0.00020556+0.0012798i,0.00023459+0.00036665i,-9.5575e-05-0.00056618i,-0.00062553-0.00039753i
0.0056657+0.0012206i,0.007558+0.0001137i,0.007143-0.00055992i,0.0044554-0.00043642i,0.0023682+0.00027586i,0.0019975+0.001863i,0.00263+0.0046199i,0.0033714+0.0053918i,0.0033722+0.0023138i,0.0023611-0.0014775i,0.00086483-0.0025704i,0.00018316-0.0013173i,0.00013747-0.00010694i,-0.00066001-0.00025577i,-0.0010682-0.0004646i,-0.0011436+0.00096853i,-0.00093076+0.0015929i,0.00026728+0.00099268i,0.00023254+0.00026132i,-0.0010589-0.00014422i,-0.0015495-0.00037005i,-0.00077676-0.00047299i,-0.00065411-0.00051817i
0.0014252+0.0035802i,0.0011446+0.0026715i,0.0014714+0.000677i,0.0019902-0.0018817i,0.0023937-0.0019825i,0.0027469-0.00014602i,0.0044523+0.00086884i,0.0058881+0.00081238i,0.0043913-7.6465e-05i,0.00074285-0.00085187i,-0.0020479+0.00039584i,-0.002315+0.0021691i,-0.001251+0.0024833i,-6.9394e-05+0.0026516i,0.00022191+0.0030637i,-0.00033193+0.0025869i,-0.0002112+0.0011042i,0.00023075-0.0002914i,-8.7471e-05+2.4898e-05i,-2.0332e-05+0.00096971i,0.00034808+0.00049112i,0.0011472+0.00040227i,0.0010741+0.0012457i
0.00061569-0.00078674i,0.00086201-0.0014781i,0.0010523+0.00014155i,0.0014363+0.0016526i,0.0023053+0.00060031i,0.0031535-0.0021833i,0.0029173-0.0047219i,0.00141-0.0051572i,-0.00067508-0.0030418i,-0.0011687+0.0003356i,-0.00086319+0.0032061i,2.7159e-05+0.0045009i,0.0015034+0.0043141i,0.0022462+0.0035536i,0.0016756+0.002345i,0.00082606+0.001427i,0.00045592+0.00024991i,4.4614e-05-0.00096786i,-0.00048028-0.00092704i,-0.00078715-0.00013759i,-0.0004266+0.00034283i,0.00093088-0.00023403i,0.001403-0.00075305i
0.0021443-0.0011969i,0.0034941+0.00013682i,0.0018233+0.00032988i,0.00085898-0.00055636i,0.0019758-0.0012019i,0.00092718-0.00038719i,-0.0026722+0.00017194i,-0.0044837+0.00032526i,-0.0027771+0.0011746i,0.00081181+0.0013138i,0.0027259+0.00045149i,0.0016224+0.00026989i,0.00048924+0.00081923i,0.00017164-0.00038636i,-0.0011649-0.0020514i,-0.0021438-0.0025565i,-0.002085-0.0014152i,-0.0018929+4.4939e-05i,-0.00086548+0.0006538i,5.7633e-05+0.0001647i,0.00068643-0.0010525i,0.001262-0.001184i,0.0011122-0.0010695i
0.00084882-0.0030877i,3.6291e-05-0.0035657i,-0.00054812-0.0023848i,0.00077917+0.0012267i,0.0027045+0.0055524i,0.0028614+0.0086267i,0.0020066+0.01051i,0.0023091+0.0098361i,0.0020708+0.0054858i,0.0011572+0.000942i,-0.00049078-0.00059355i,-0.0024935-0.0007593i,-0.0021442-0.0010495i,-0.00043025-0.00073253i,-7.919e-05-0.00057079i,-0.0004249-0.00102i,-0.00044325-0.00028481i,-0.00021172+0.0012521i,-0.0003986+0.001062i,-0.00049394+0.00025654i,-0.00049374+0.0005984i,-0.00023749+0.0013228i,-0.00061315+0.0010112i
0.0060119-0.0017278i,0.0057516-0.003056i,0.0026842-0.0039657i,-0.001222-0.0023641i,-0.0018112-7.6619e-05i,0.0011476+0.00032876i,0.0054249+0.00095763i,0.0083011+0.00070002i,0.006454-0.00052282i,0.0020335-7.5784e-07i,-0.00057326+0.0002878i,-0.0023523-0.00089723i,-0.0033251-0.0012718i,-0.0021654-0.00035455i,-0.00067418-0.00032465i,0.00032743-0.0015161i,0.00038805-0.0011518i,-0.00010441-0.00031481i,-0.00039684-3.7935e-05i,-0.00083593+2.6237e-05i,-0.0003372+0.00050165i,6.4431e-05+0.0011622i,-0.00059129+0.0013092i
-0.00032172+0.0044732i,0.00079815+0.0033498i,0.0025718+0.0019928i,0.0043473-0.0018281i,0.0059179-0.0051369i,0.0066884-0.0069376i,0.0053633-0.0093344i,0.0018162-0.01083i,-0.0006658-0.0080671i,-0.0015236-0.0020336i,-0.0011412+0.0016258i,-0.00055341+0.0012793i,-0.0011489-0.00020593i,-0.00087028-0.00096765i,0.00063452-0.00082364i,0.0015157-0.00014303i,0.0011936+0.00014465i,-0.00015611-0.00011271i,-0.00080926-0.0007663i,-0.00040427-0.00093109i,0.0004155-7.9088e-05i,0.00029443+0.00025251i,0.000449+0.0004972i
