4.622e-05-0.0023387i,0.00062736-0.0024963i,0.00015264-0.0013318i,-0.00025377-0.00081605i,-4.7498e-05-0.00024404i,0.0011082+0.00064699i,0.0013689+0.0013998i,0.00099345+0.0012378i,0.0012034+0.00069237i,0.0018386-0.00035271i,0.001675-0.0014724i,0.00051493-0.0013024i,4.3204e-05-0.00096853i,0.00049799-0.0012366i,0.00052739-0.0011533i,0.00019644-0.0002047i,-9.5994e-05-0.00054027i,2.9228e-05-0.00032029i,0.00082097+0.00071635i,0.00041448+0.00070321i,-0.00041234+0.00031603i,-0.00049699-0.00011059i,-0.00050462-0.00076028i
0.0025855+0.00063401i,0.0026672+4.5278e-05i,0.0025517-0.00095801i,0.0014068-0.00085327i,0.0011071-0.00019618i,0.0015778+0.00024488i,0.00086299+0.0005379i,0.0013986+0.0003316i,0.0021142-0.00028253i,0.0013747-0.00075536i,0.00051924-0.00038696i,0.00017479+0.00014241i,-0.0001851+0.00060808i,-0.00017383+0.00027068i,-0.00015495+0.00010509i,-0.00037132+0.00049332i,0.00043957+0.00059547i,0.0010185+0.00094103i,0.00093525+0.00031224i,2.422e-05-0.00057802i,-0.00082295-0.00070436i,-7.6235e-05-0.00042522i,4.6243e-06-0.00027123i
0.00016921-0.00037869i,0.00097751-0.00086059i,0.0014712-0.00020321i,0.0016355+0.00021514i,0.0024668+8.2994e-05i,0.0029792-3.876e-05i,0.0022172+0.0009426i,0.0016885+0.0009055i,0.0017494-0.00096422i,0.0011243-0.0019996i,-0.00036498-0.0016438i,-0.00068313-0.00045871i,0.0003214+0.00013999i,0.00043587+0.0010953i,0.00014957+0.0016653i,-2.535e-05+0.001526i,-0.00028746+0.00092178i,-0.00028047+0.00051151i,-0.00017006+0.00068792i,1.0541e-05+0.00076692i,-0.0010415+0.00044129i,-0.00096715-0.00038341i,5.6028e-06-0.00061518i
0.00076796-1.7513e-05i,0.0021714-0.0018601i,0.0019873-0.00016212i,0.0021731+0.0015055i,0.0032171+0.0012322i,0.0038728+0.00068296i,0.0033976+0.0014792i,0.0016658+0.002463i,-0.0003465+0.002493i,-0.0015153+0.0017887i,-0.001457+0.00067875i,-0.00042686+3.2466e-05i,8.0331e-05-0.00015718i,3.4184e-05-4.6573e-05i,-0.00030721+0.00019145i,-0.00028623-2.2335e-05i,-0.00029227+0.00024814i,-0.0008218+0.00049242i,-8.5703e-05+0.00027155i,0.00063967+9.4266e-05i,0.00058675-3.7769e-05i,0.00065837+0.00015822i,0.00085831+0.00048142i
0.00061618+0.0031557i,0.00088558+0.0015513i,0.0022+0.00081745i,0.0020173+0.00024533i,0.002641-6.6962e-05i,0.0027463-0.00074336i,0.0014259-5.3498e-05i,0.0016029+0.0014769i,0.0016109+0.0019206i,0.00059359+0.0019391i,0.00048267+0.0016344i,0.00027226+0.00043302i,0.00026197-0.000485i,0.0002534-0.00044568i,8.8524e-05+5.0249e-05i,0.00026142+0.0004928i,-8.1267e-05+0.0010186i,-0.00044277+0.0010637i,-0.00015369+0.00033534i,-0.00032754+1.8119e-06i,-0.0006062+0.00026574i,-0.00038704+0.00025581i,-9.6001e-05+0.00041601i
0.00059389-0.0011708i,0.0017742-6.3269e-06i,0.0011024+0.00064154i,0.0010165+0.00038628i,0.00178-0.00015469i,0.0019841+0.00015096i,0.0021613+0.00058542i,0.0022168+0.00068151i,0.0023669+0.00011777i,0.0027895-0.00061524i,0.0019564-0.00094685i,0.00033665-0.00059762i,-0.00052587-0.00012583i,-0.00050474-0.00011548i,-0.00036666-0.00066562i,-0.0003051-0.00020514i,6.118e-05+0.00018898i,0.00012471-0.0002152i,6.2882e-05-0.00045446i,0.00040206-0.00048794i,0.00053637-0.00011159i,0.00016153-0.00017416i,0.00020719-0.00030474i
0.0017925+0.00061852i,0.0018257-0.00070245i,0.0017543-0.0018959i,0.0016688-0.0019105i,0.00096729-0.0012352i,0.00052437-4.9886e-05i,0.0011653+0.0012219i,0.0013843+0.00030189i,0.00073039-0.0013758i,7.5833e-06-0.001427i,-0.00076515-0.0010331i,-0.001007+3.2781e-05i,-0.00050135+0.00066255i,-0.00013257+3.3446e-06i,-0.00027612-0.00043055i,-0.00034301-0.00016657i,-0.00020709-0.00038361i,0.00024634-0.00095462i,0.0013887-0.0003264i,0.0014257+0.00046606i,0.00067806+0.00040861i,0.00041204-4.859e-05i,-0.00026913-0.00026394i
0.0013555-0.00036422i,0.0018756-0.0014241i,0.0026311-0.0013286i,0.0031485-0.00068979i,0.0034071-0.00062265i,0.0022908-0.00083015i,0.0012934-1.8352e-05i,0.00039091+0.0011227i,-0.0010932+0.0011119i,-0.001853+0.00090535i,-0.0010016+0.0015708i,0.00013787+0.0021171i,0.00039017+0.0015914i,0.00076027+0.00097644i,0.00057782+0.00088799i,-0.00050748+0.00071172i,-0.00073341+0.0006275i,1.0563e-05+0.0014534i,0.0004879+0.0016577i,0.00069795+0.0010895i,-2.647e-06+0.00053625i,7.3677e-05-0.0001359i,0.00058375-0.00018743i
0.0021651+0.0024509i,0.0019592+0.00093674i,0.0019857-8.2746e-05i,0.0023127+0.00013528i,0.0020429-0.00060848i,0.001119-0.0017349i,0.0020014-0.001154i,0.002782+0.0003914i,0.0016471+0.0020802i,0.00065804+0.0025305i,0.00061873+0.002357i,0.00020105+0.0014525i,0.0003254+0.00014418i,0.00072389-0.00031677i,0.00039249-0.0010357i,-0.00045009-0.0012535i,-0.0008931-0.0010705i,-0.00095186-0.0013968i,-0.00097924-0.0017803i,-0.00027136-0.00062591i,-0.0001442+0.00087094i,-0.00032711-2.6224e-05i,0.0003391-0.00061782i
0.0017676+0.0018781i,0.0023266+0.0020224i,0.0018653+0.00037262i,0.0016165-0.00036392i,0.0010932-0.00047333i,0.00022716-0.00031169i,0.00021863+0.0007073i,0.0010897+0.00095371i,0.0020275+0.00019963i,0.0023907-0.00072086i,0.0026214-0.0010412i,0.0016559-0.00035884i,0.00037658+0.00054219i,-0.00036533+0.0011014i,-0.00019003+0.00041839i,0.00019928-0.00037851i,0.00019276-0.00032783i,0.00045886+0.00013636i,0.00046458-0.00012827i,0.00018418-0.00091817i,0.00049313-0.00037099i,6.3334e-05+0.00063152i,-0.00064296+2.7773e-05i
0.0015285-1.6238e-05i,0.0024543-8.3766e-05i,0.0014509-0.0012389i,0.00070315-0.00092026i,0.0020995+0.00023874i,0.002864+0.00084311i,0.0018657+0.00059378i,0.00109-0.00062869i,-0.00011113-0.0018128i,-0.0016748-0.0023802i,-0.0015955-0.0021838i,-0.0012657-0.0011249i,-0.00076232-0.00022475i,4.2396e-05-0.00016433i,0.00023366+0.00016878i,-0.00021005+0.00051908i,-0.00085551+0.0005199i,-0.00066056+0.00017471i,0.00017335+3.4205e-05i,0.0002928+0.00034137i,0.00037524-3.0795e-05i,0.0004474-0.00059363i,0.00017289-0.00077899i
-0.00048433-0.0014701i,0.0014714-0.00068048i,0.0012182-0.00051678i,0.0013684-0.00049118i,0.0022168+0.00055219i,0.0023033+0.00088415i,0.0012528+0.00094633i,-0.00042395+0.00098955i,-0.0016353+0.001079i,-0.0023422+0.0013137i,-0.0023828+0.00085102i,-0.00095925+0.00044421i,8.5913e-05-0.00022068i,0.00059128-0.0007305i,0.0007345-0.00073099i,0.00032622-0.00046387i,-0.00040481-0.00011423i,-0.00063761+1.8939e-05i,6.4041e-05-6.6687e-05i,0.00053947-0.00019397i,0.00046382+6.0299e-06i,2.4065e-05+0.00018441i,-0.00028941+0.00012021i
0.0029905-0.0019749i,0.0023147-0.002779i,0.00079506-0.0023581i,0.00017629-0.00061477i,0.00034546-7.3071e-05i,0.00037792+0.00062537i,0.00099512+0.0017699i,0.0020301+0.0016214i,0.0019565+0.0014756i,0.0012195+0.0019424i,0.00098186+0.0022536i,0.00077399+0.0018611i,0.000624+0.00060932i,0.0015942-0.00071988i,0.0014741-0.00033683i,0.00067005+0.00078732i,0.00061741+0.0011013i,0.00044141+0.00041317i,0.00024166-0.00039625i,0.00022647-0.00048829i,0.00039385-0.00028153i,-0.00069755-2.0651e-05i,-0.0014255-9.1164e-05i
0.0042724+0.0010832i,0.0044974+0.00086088i,0.0036044+0.00075422i,0.0020935+0.0005363i,0.0012676-0.00037941i,0.001578-0.00034396i,0.0025588+0.00050506i,0.0038076+8.8679e-05i,0.0044344-0.0010855i,0.0037768-0.0015917i,0.0026734-0.0010909i,0.0012651-0.0014028i,0.0003273-0.0010285i,-0.00042949+6.1527e-05i,-0.0013327+0.00077347i,-0.00089801+0.00071819i,-7.9506e-05-0.00014061i,-6.1062e-05-6.416e-05i,0.00017743+0.00034354i,-0.00017469+0.00060447i,-0.00053222+0.00072512i,-0.00034629+0.00018821i,-0.00012506-0.00033817i
0.0011591+5.9784e-06i,0.0022856-0.00091466i,0.0022268-0.00027559i,0.0011561-0.00033034i,0.0013832-0.00036844i,0.0015142-0.00022228i,0.00090825+0.00010707i,-0.00029961-0.00077319i,-0.00088754-0.0022882i,-0.00065958-0.0021518i,8.6159e-05-0.0015631i,0.00064953-0.0012242i,0.0005294-0.00027201i,-0.00010615+0.00047298i,-0.00068459+0.00055632i,-0.00039995+0.00060559i,-0.00024232+0.00078117i,-0.00062163+0.0004158i,-0.0009797-0.00015086i,-0.00055188+0.00021825i,0.00051608+3.1112e-05i,0.00060416-0.00016775i,-0.00033791-0.00018379i
0.00078122+0.00011618i,0.0020874-0.00014463i,0.00090216-0.00019672i,0.00054585+0.00017609i,0.0021679+0.00035734i,0.0025384-0.00036146i,0.0010349-0.00038597i,-0.00037533+0.00054498i,-0.0019678+0.00090569i,-0.0031287+0.0008761i,-0.0026138+0.0010361i,-0.0013379+0.00081405i,-0.00019266-0.00046849i,0.00062504-0.00083149i,0.00065298-0.00015922i,0.00026625-0.00079459i,7.6566e-05-0.0016457i,0.00031619-0.0013628i,0.00042662-0.00059065i,0.00070168-0.00038491i,0.00044312+8.5948e-05i,0.00010158+0.00090317i,0.00062056+0.00055432i
0.0022214-0.0024455i,0.0025034-0.0019726i,0.0010371-0.001824i,0.00016299-0.0014153i,0.0017925-0.00035713i,0.0035277+0.00077235i,0.0035059+0.00054148i,0.002634+0.00080765i,0.0019873+0.0020634i,0.0014924+0.0028325i,0.00048989+0.0022208i,-0.00023955+0.0006512i,-0.00046763-0.00018635i,0.00045982-0.0010045i,0.00092847-0.0015271i,0.00071459-0.0011056i,0.00035642-0.00040745i,0.00027929+0.00032538i,0.00028061+0.00011803i,0.00029965-0.00068095i,0.00062437-0.0003277i,0.00055094+1.1777e-05i,9.498e-06-0.00025294i
0.0024772-0.0020653i,0.0020523-0.0018883i,0.0011461-0.0023931i,0.00049709-0.001844i,0.000465-0.00068852i,0.0008793+0.00075105i,0.0019432+0.00097188i,0.0035541-0.00049897i,0.0040495-0.001358i,0.0035752-0.0012275i,0.0028325-0.0012083i,0.0019665-0.0011422i,0.0010997-0.00049839i,-0.00010373-0.0003542i,-0.00019086-0.00055336i,0.00032799-0.00019792i,6.0104e-05+0.00071584i,1.6958e-05+0.00057586i,0.00049979+0.00012322i,0.00040432+0.0002042i,-1.545e-05+5.4841e-05i,0.00010163-0.00018967i,-0.00013314+0.00026855i
0.0025625-0.00043955i,0.0021918-0.0014443i,0.001735-0.0011927i,0.00080901-0.00031544i,0.00061425-0.00032883i,0.00074963-0.00076108i,0.00061713-0.00016153i,0.0010488-0.00037043i,0.00073001-0.0015442i,-0.00059647-0.0021584i,-0.0011413-0.0020156i,-0.0013712-0.00069707i,-0.0018968+0.00075178i,-0.0012019+0.0015774i,-0.00014429+0.0015377i,0.00035695+0.00073613i,0.00051338+0.00058279i,2.1538e-05+0.00062571i,-0.00041562+0.00032792i,-0.00037759-0.00013804i,0.00017251-0.00050175i,0.00058228-0.00061175i,-7.11e-05-0.00082788i
0.0014708-0.00088867i,0.0018029-0.0010715i,0.001223-0.0011346i,0.00044407-0.00048588i,0.00086925-8.2144e-05i,0.002017-4.5791e-05i,0.0011798+0.00077235i,-0.00092338+0.00076737i,-0.001972+0.00056688i,-0.0025204+0.0017419i,-0.002228+0.0021161i,-0.0010456+0.0013677i,0.00056503+0.00013358i,0.0016817+0.00024245i,0.0020732+0.00091284i,0.00058107+0.00066332i,-0.0013066+0.00054247i,-0.00054898+0.00082718i,0.0010486+0.0008471i,0.00044265+0.00066871i,-0.00049768+0.00039822i,-8.364e-06+0.00025915i,0.0001666+0.00086659i
0.0018332+0.00091948i,0.0018985-0.00014678i,0.0014588-0.0006236i,0.0010591-0.00042494i,0.0012613-0.00057053i,0.0017038-0.0003898i,0.0013161+0.00079754i,0.0011422+0.0018224i,0.0013401+0.0028486i,0.0014926+0.0024498i,0.0017559+0.0015185i,0.0018293+0.00075805i,0.0014334-0.00011213i,0.00074163-0.00051964i,0.00030295-0.00052967i,-0.00035044-0.00053753i,-0.00066774-0.00040913i,-0.00092196+0.00015705i,-0.0010815+0.00065439i,-0.00076848+0.00061119i,-0.00038567+9.9432e-05i,-0.00020998-0.00027099i,0.00019311-0.00024216i
0.00077774-0.00026789i,0.00080697-0.00036441i,0.00013493-0.00040645i,0.0010369-0.00043919i,0.0026061-0.00079305i,0.0025041-0.0007314i,0.0018818-0.00032804i,0.0024604-4.0921e-07i,0.0036162+0.0002688i,0.0036341-0.0006042i,0.0022921-0.0010057i,0.00076272-0.0005249i,-0.00040453-0.00086312i,-0.0014858-0.0012058i,-0.0017735-0.00088836i,-0.0010268+9.3565e-06i,-0.00047194+0.00038955i,-0.00086226+0.0002541i,-0.0011651+0.00039544i,-0.00052768+0.00030415i,0.00032471-2.8929e-05i,7.7489e-05-0.0003607i,0.00010071+0.00012815i
0.0032801-0.0012904i,0.0028733-0.0015691i,0.0018258-0.0016101i,0.0017395-0.0013056i,0.0020002-0.00085415i,0.0015273-0.00033329i,0.000789-3.4073e-05i,0.00025113-0.0010588i,4.4564e-05-0.0028364i,3.5036e-05-0.0038263i,-0.00031892-0.0027511i,-0.00079307-0.0011895i,-0.00069916+0.00016235i,-0.00035191+0.00094242i,5.5615e-05+0.00012052i,0.00028625-0.00080083i,0.00010176-0.00014895i,-0.00085269+0.00029996i,-0.00062811+0.00010658i,-0.00037978+7.771e-05i,-2.3935e-05-6.7385e-06i,0.00070851+0.00025566i,0.0004488+0.00020877i
0.0036887+0.0015919i,0.004325+0.00045484i,0.0034688-0.00047473i,0.0025087-0.0013326i,0.0023246-0.00084526i,0.0018274+0.00010839i,0.001049+0.00070374i,0.00020092+0.0018699i,-0.0014804+0.0019254i,-0.0028315+0.0011772i,-0.0025739+0.00075102i,-0.0014144+0.00026539i,0.00019318-0.00017063i,0.001957+0.0007202i,0.0021706+0.00070265i,0.0015536+0.00028241i,0.00094252+5.5243e-05i,0.00044134-9.4444e-05i,-0.00014724+0.0002401i,-0.00056963-0.00014434i,-0.00063162-0.00021161i,-0.0011359-7.9811e-05i,-0.0012141-0.000396i
0.0015608-0.00036829i,0.0021714-0.00027923i,0.00065487+0.00019157i,-0.00040382-0.00031684i,0.00053811-0.00073892i,0.0017342+0.00013094i,0.001821+0.0002569i,0.0021198+0.00079407i,0.0019791+0.0025102i,0.0012799+0.0029463i,0.0011173+0.0020025i,0.0010463+0.00075931i,0.001089-0.00060333i,0.0014245-0.00096134i,0.0014922-0.0011473i,0.0010433-0.0014779i,0.00012083-0.00057598i,-0.00030863+0.00033938i,-0.00058673+0.0003298i,-0.00071521+0.00024699i,-0.00019756+0.00029916i,-0.00052966-0.0011916i,-0.0010965-0.0015484i
0.00096602+0.00057818i,0.0023876-0.00023937i,0.0021656-0.00025284i,0.0013072-0.00059704i,0.0013367-0.0011785i,0.0013962-0.00039026i,0.0022718+0.00079146i,0.003422+0.00020413i,0.0031844-0.0004996i,0.0028566-0.00052174i,0.0023057-0.00079615i,0.00077204-0.0013765i,-0.00030085-0.00085558i,-0.00035479-8.0996e-05i,0.00012508-0.00052581i,0.00037973-0.00053985i,0.0004606-0.00027101i,0.00045478+1.4146e-05i,2.7098e-05+0.00044995i,-0.00022516+0.00078127i,0.00014553+0.00064978i,1.6453e-05-0.00013924i,-0.00031675-0.00081755i
0.0026437-0.0018363i,0.0018282-0.001406i,7.7928e-05-0.0017357i,0.00018769-0.00061773i,0.00060944+0.00098739i,0.00046801+0.001265i,0.00122+0.0011111i,0.0017019-0.0003331i,0.0010188-0.0027395i,-0.00041283-0.0029269i,-0.00092646-0.0018787i,-0.00084552-0.00048575i,-0.00072289+0.0012628i,-0.00032378+0.0015787i,-0.00063752+0.00061057i,-0.0011877-0.00015129i,-0.0012259+6.687e-05i,-0.00051343+0.00012231i,0.00053449-9.3322e-05i,0.0009393+0.00024343i,0.00063101+0.00028008i,0.00024486+0.0003464i,-1.4452e-05+0.00025622i
0.002287+0.0010399i,0.0028495-0.0003009i,0.0029248+0.00025609i,0.0023783+0.0013656i,0.0020636+0.0012232i,0.0012306+0.00032361i,0.00049461+0.0004667i,-0.00047011+0.0014784i,-0.0022929+0.0017406i,-0.0029936+0.0017071i,-0.0014184+0.0012818i,0.00039664+0.00065733i,0.0011204+0.00099448i,0.0012525+0.0019024i,0.00052816+0.0019415i,0.00040296+0.0014286i,0.00053211+0.001375i,-0.00043511+0.0012597i,-0.00065552+0.0009929i,0.00021447+0.00087637i,0.0011653-0.00021537i,0.0009072-0.00049901i,-0.00027332-7.2759e-05i
-0.00021516+0.0025004i,0.0014846+0.0007333i,0.0018222-0.00054915i,0.0018791-0.00092659i,0.0021775-0.0011921i,0.0016674-0.0010066i,0.00068837-1.1606e-05i,0.00074245+0.0014311i,0.00092579+0.0028419i,0.00080859+0.0035633i,0.0014539+0.0024974i,0.0014437+0.00097171i,0.00071328-0.00019818i,-0.00085482-0.00031454i,-0.001401+0.00058711i,-0.0011+0.00057726i,-0.00082409-0.00020327i,-0.00095165+0.00022791i,-0.00046947+9.91e-05i,8.395e-05-9.693e-05i,0.00016137-0.00018551i,-0.00014807-0.00043695i,-0.00069001-0.0003623i
0.00048791+0.00011837i,0.0012804+0.00022912i,0.0012303+0.0002506i,0.00036675+0.0008003i,0.0012266+0.0010812i,0.0022075+0.0014392i,0.0026873+0.0015754i,0.003928+0.00085059i,0.0040197-7.9413e-05i,0.0033486-0.00051386i,0.0016887-0.00085463i,-0.00038201-0.0010896i,-0.00087527-0.00069366i,-0.00065669-0.00053128i,-0.00020027-0.00017616i,0.00036724+0.00080738i,-0.00021071+0.00072761i,-0.00059299+0.00012188i,8.4762e-05-0.00011309i,0.00043862-0.00050672i,0.00010454-0.00024965i,-0.00020771-1.4713e-05i,-0.00021975-0.00064522i
-0.0006213-0.00087164i,0.00047619-0.0010414i,0.0015066-0.00072356i,0.0027696-0.0010342i,0.003132-0.0013269i,0.0022027-0.00046468i,0.0016815-0.00051836i,0.0015586-0.0017442i,0.0010103-0.0022982i,0.00082028-0.0022191i,-1.2587e-05-0.001331i,-0.0010034+0.00056923i,-0.0011699+0.0016404i,-0.0009231+0.0009294i,-0.0010253+0.00092947i,-0.0011959+0.00138i,-0.00079816+0.0012123i,-0.00071081+0.001151i,-0.00070758+0.00026826i,-0.00014571-0.00025801i,-0.00014122-7.4401e-06i,-0.00074599+0.00026801i,-0.00093614+0.00067403i
0.0033715-0.00050326i,0.0019616-0.0011113i,0.0005884-0.00090541i,0.00032073-0.00051671i,0.00041986-0.00081233i,0.00067196-0.00066559i,0.00089081+0.00027028i,0.00020169+0.00095486i,-0.0012895+0.00094972i,-0.0025085+0.00086446i,-0.0019223+0.0012732i,-0.00015015+0.0016331i,0.00040262+0.001327i,0.00012868+0.0010866i,0.00036147+0.0010654i,0.00070015+0.0011462i,9.7321e-05+0.00062763i,-0.00058711-3.6913e-05i,-3.5827e-05-0.000114i,0.00040436+2.3853e-05i,-7.2123e-05+0.00016209i,-5.7198e-05-0.00014365i,0.00076441+0.00045187i
0.0028411+0.00029642i,0.0039588-0.00070124i,0.0028115-0.001685i,0.0015057-0.0011735i,0.0011384-0.00047725i,0.00093984+0.00059097i,0.00065907+0.0016788i,0.00090901+0.0025468i,0.0013218+0.0033095i,0.00032014+0.0037297i,0.00034948+0.0023173i,0.0016342+0.00061913i,0.0018038+6.4367e-05i,0.00083966-0.00044995i,0.000333-2.0461e-06i,0.0002086+0.00034579i,-0.00042472+0.00011901i,-0.001131-9.4204e-05i,-0.00064666-0.00032515i,0.00027915-0.00066268i,0.00024203-0.00075886i,0.00029722-0.0002787i,0.00063441+0.00018044i
0.0013269+0.00091199i,0.0024507+0.00065854i,0.0017426-0.0002866i,0.0013141-0.00023854i,0.0017228+0.0005008i,0.0022367+0.0010399i,0.0019338+0.0017839i,0.0022002+0.0021147i,0.0029821+0.00079075i,0.0025831-0.00058231i,0.0024146-0.00012258i,0.0011705+7.0447e-05i,-0.00077549-0.0012002i,-0.0013656-0.0021979i,-0.0010846-0.0015683i,-0.00078575-0.0012127i,-0.00055718-0.00063122i,-0.00049+0.0003759i,-0.00091533+0.00048377i,-0.0013932+0.00041216i,-0.00020519+0.00083825i,0.00098227-0.00022548i,0.00065926-0.0010312i
6.2787e-05-0.0012177i,0.0011935-0.0021613i,0.00062465-0.0023421i,-0.00020603-0.0012475i,0.00019096+2.6232e-05i,0.0010531+0.00057926i,0.0021873+0.00068285i,0.0025377+0.00034138i,0.0011025-0.0016481i,-0.0014713-0.0029093i,-0.0018755-0.0019863i,-0.00041618-0.00041651i,-0.00051011+3.096e-05i,-0.0012832-0.00072628i,-0.0011615-0.00090041i,-0.00074272+0.00037211i,-0.00056254+0.00084296i,-0.00031129+0.00041461i,-0.00071141-0.00029939i,-0.00085366-0.00027149i,3.9885e-06+0.00038681i,0.00075638+0.00052665i,0.00028629+0.00064209i
0.0014996-0.0034712i,0.0025101-0.0027741i,0.00047992-0.0011931i,-0.00067261-1.4414e-05i,4.8678e-05+0.00059204i,0.00058901+0.0011355i,0.00094329+5.3297e-06i,0.00025045-0.0012535i,-0.0018875-0.001244i,-0.0033718-0.00036346i,-0.0022226+0.00095179i,-0.00052951+0.0013744i,0.00072769+0.00052208i,0.0013858-0.00041328i,0.0010544-0.0008474i,0.00083204-0.000728i,0.00067414-0.00017312i,0.00060054+0.00051297i,0.000602+0.0008274i,8.414e-05+0.00072171i,-0.00047431+0.00058587i,-0.00055491+0.00071698i,-0.00048633+0.00090193i
0.0031611-0.0017031i,0.0037208-0.0014849i,0.0025378-0.0012364i,0.00050183-0.0015855i,0.00011103-0.0015148i,-0.00031802-0.00053051i,-0.00060291+0.00023315i,-0.00052144+0.00087567i,-0.00035547+0.0014662i,0.00049111+0.0018257i,0.0011293+0.0017892i,0.0015222+0.00045854i,0.0015611-0.0012077i,0.0012947-0.001243i,0.00092272-0.00033007i,-0.00024635-0.00060197i,-0.00049923-0.0008383i,-0.00016801+0.00079937i,-0.00015289+0.0014323i,-0.0001825+0.00056168i,-7.4211e-06+1.9794e-05i,-0.0001799+0.00039123i,-0.00046413+0.0007083i
0.0010326+0.0011306i,0.0020622+4.894e-05i,0.0015517+5.3154e-05i,0.0014773+0.00081784i,0.0026927+0.00089881i,0.0025935+0.0011978i,0.0010402+0.0020731i,0.0011815+0.0030744i,0.0021618+0.0022966i,0.0026249+0.00030157i,0.0021217-0.00054948i,0.00073779-0.0011488i,-4.7112e-05-0.0013713i,0.00033443-0.00064274i,0.00042582+0.00011517i,3.3058e-05+4.635e-05i,-0.00046253-0.00010301i,-0.00061987+0.00020452i,-6.8507e-05+0.00054364i,-0.00015762-0.00018813i,-0.00034517-0.00061226i,-0.00063456-0.00065107i,-0.00093631-0.0008283i
-6.8377e-05+0.0012041i,0.0014644-0.000271i,0.0024629+9.8558e-05i,0.0026836+0.00072368i,0.0035353+0.00011487i,0.0033768-0.00079723i,0.0023591-0.00053639i,0.0026179-0.00058024i,0.0022613-0.0016171i,0.0010413-0.0025614i,0.00072642-0.0013338i,0.00051955+0.00086305i,-0.00049097+0.0013353i,-0.00066372+0.00038576i,0.00047693-3.3619e-05i,0.00079838+0.00044992i,0.0011619+0.00029172i,0.00054633-0.00059468i,-0.00023436-0.00076405i,0.00020196-0.00017886i,0.00012062+0.00024958i,7.9125e-05-0.00020504i,8.3286e-05-0.00063135i
1.6918e-05+0.00097937i,0.00096888+0.0012434i,0.0017596+0.0019391i,0.0027746+0.0024042i,0.0030359+0.0016282i,0.0030862-0.00018365i,0.0030643-0.0010991i,0.0025652-0.0011544i,0.00055146-0.00069816i,-0.0015948+0.00036225i,-0.0013705+0.0017835i,-0.00020725+0.0023093i,-0.00027583+0.0014186i,-0.00031287+0.0010467i,0.00025893+0.00098436i,0.00066881+0.00072945i,0.00015889+0.00072448i,-0.00047383+0.00036259i,3.7194e-06+0.00043054i,0.00033196+0.00034046i,-2.5393e-05-0.00012684i,-0.0002489-0.0001169i,-3.0793e-05-0.00028769i
0.0038521-0.0023514i,0.0032261-0.0020829i,0.0026462-0.0016028i,0.0010749-0.00084956i,8.5614e-05-0.00075984i,9.1446e-05-0.000464i,0.00010348+6.591e-05i,4.4782e-06+0.00025165i,-0.00049209+0.00062862i,-0.00064772+0.0014282i,6.8594e-05+0.001396i,0.00055582+0.0008293i,0.00026723+0.00048695i,4.3879e-05+0.0005868i,7.7587e-05+0.00081949i,0.00048407+0.00083381i,0.0011201+0.00094702i,0.00055324+0.0010665i,-0.0012985+0.00047078i,-0.0012227+5.9645e-05i,-0.00023428+0.00018255i,-4.9937e-05-0.0010487i,0.00038101-0.0013136i
0.0032426+0.00019081i,0.0035263-2.5884e-05i,0.001557-0.0012331i,0.0006814-0.0021242i,0.00097429-0.0012351i,0.00060444+0.0011619i,0.00035861+0.0029765i,0.00042034+0.0034157i,0.00097308+0.0022912i,0.0014731-5.5558e-05i,0.00074688-0.0013293i,-0.00033595-0.0013895i,-0.00018383-0.0016034i,-0.00044118-0.001179i,-0.00079812+7.9895e-05i,-0.00038355+0.00055256i,-0.00025857+0.00028286i,-2.3489e-05+0.00014222i,0.00035651+9.9737e-06i,-0.00015068-0.00060235i,-0.00068378-0.0010776i,-0.00058429-0.00089785i,-6.6679e-05-0.0009994i
0.0025406+9.0964e-05i,0.0024033-3.6183e-05i,0.00086563-0.00096775i,-0.00070852-0.00086132i,-0.00078886+0.00014401i,0.00099326+0.0014158i,0.0031153+0.0022511i,0.0040079+0.0016208i,0.0036048-0.00042372i,0.001465-0.0017199i,-0.00083753-0.0012344i,-0.0013283-0.00082707i,-0.0015457-0.00073511i,-0.0014043-0.00064774i,-0.0013465-0.00036957i,-0.0015645-0.00046084i,-0.00052778+0.00041993i,0.00013458+0.0017428i,0.00022855+0.001619i,0.00013153+0.00083107i,-0.00026212+0.00011533i,-0.00065439+0.00053845i,-0.00063454+0.00091258i
0.0015867+0.0011906i,0.0039592+0.00055235i,0.0043452-0.0010381i,0.0030093-0.0025057i,0.0023807-0.0028413i,0.0022673-0.0016565i,0.0025153-0.0012321i,0.002753-0.0017638i,0.0018558-0.0021693i,-0.00037103-0.0014727i,-0.001196-0.00016076i,-0.00032841+0.00088446i,-0.00013991+0.0013514i,0.00012881+0.0010698i,6.47e-05+0.00032198i,-0.00051406-0.00016815i,-0.00054556+1.8391e-05i,6.4286e-05+0.00039528i,0.00035784+0.00056463i,0.00037321+0.00063583i,0.00067834+0.00053215i,0.00045403+0.00034337i,-8.0352e-05+0.00069232i
