-0.0023494-0.00030526i,-0.0016983-0.00048248i,-0.0018359+0.00031826i,-0.0014924+0.0013076i,-0.0010685+0.0021759i,-0.00014711+0.0017259i,-0.00025685+0.00083149i,-0.00022704+0.0010288i,0.00060429+0.0020201i,0.0011439+0.0017084i,0.0016606+0.00017233i,0.0008304-0.00085752i,-0.0001612-0.0012172i,-4.2007e-05-0.00095648i,0.00072532-0.000431i,0.0012283-0.00074944i,0.00092718-0.0008533i,-0.00025419-0.00042937i,-0.0006426-0.0010647i,-0.00072111-0.0013181i,-0.00083581-0.00076908i,-0.0009314-0.00039305i,-0.00025552-0.00037642i
-0.30717+0.76057i,-0.23079+0.85151i,-0.14545+0.59024i,-0.21786+0.27459i,-0.28396+0.13841i,-0.16147+0.053562i,-0.054335-0.054297i,-0.094249-0.047805i,-0.10763+0.027492i,-0.053774+0.031033i,-0.020784+0.0024244i,-0.0083583-0.0066478i,-0.015083-0.0088319i,-0.03736+0.0096176i,-0.035751+0.038399i,-0.0050517+0.045802i,0.025062+0.035316i,0.039381+0.012458i,0.030038-0.011844i,0.0084507-0.0098986i,0.0015258+0.01542i,0.0090572+0.037651i,0.016389+0.040682i
-0.18074-0.5561i,-0.13739-0.59207i,0.039561-0.4545i,0.24218-0.33355i,0.31531-0.29795i,0.17531-0.22534i,0.037044-0.078137i,0.0607+0.010913i,0.091737+0.0035872i,0.05235-0.011167i,0.01872-0.0064442i,0.01332-0.00213i,0.020515-0.0030402i,0.023213-0.009521i,0.014756-0.010377i,0.009221-0.0086357i,0.0070057-0.019611i,-0.0046534-0.025237i,-0.016087-0.011082i,-0.016977-0.00010585i,-0.017343-0.0090889i,-0.020546-0.018544i,-0.01598-0.01116i
0.43932-0.084768i,0.38274-0.095706i,0.14564-0.020799i,-0.092221+0.067015i,-0.2206+0.082597i,-0.22842+0.05686i,-0.14588+0.040267i,-0.046919+0.014245i,0.019776-0.00071876i,0.063348+0.0081508i,0.079481+0.00037639i,0.044731-0.023707i,-0.0035527-0.02387i,-0.014331-0.0072651i,0.0010075-0.001736i,0.0096936-0.0039582i,0.012167-0.00086295i,0.023074-0.00013288i,0.035241-0.015892i,0.032707-0.0369i,0.018089-0.043129i,0.0079012-0.037489i,0.00067357-0.026649i
-0.21699+0.59021i,-0.26058+0.51463i,-0.31051+0.19668i,-0.34477-0.0012883i,-0.30429+0.030166i,-0.15764+0.097496i,-0.044503+0.06413i,-0.045878+0.012946i,-0.053782+0.012556i,-0.03747-0.0041268i,-0.058276-0.021787i,-0.065298+0.005632i,-0.029479+0.020405i,0.00011675+0.00039203i,0.022289-0.02847i,0.036314-0.057454i,0.029663-0.071509i,0.010629-0.059955i,-0.010914-0.027202i,-0.02188+0.01449i,-0.011131+0.039844i,0.0062749+0.035589i,0.012574+0.01556i
-0.39377-0.71863i,-0.35822-0.58581i,0.030846-0.13579i,0.46829+0.17754i,0.60806+0.21025i,0.45362+0.12336i,0.24615+0.043042i,0.11879+0.0038233i,0.031152-0.018415i,-0.028917+0.0013831i,-0.021761+0.041299i,0.013587+0.042092i,0.018609+0.020592i,-0.0073595+0.0070571i,-0.048171+0.0011554i,-0.076144+0.0023813i,-0.073874+0.0023903i,-0.057457+0.0037289i,-0.035398+0.021774i,-0.0041728+0.037057i,0.011559+0.025282i,-0.00050202+0.009025i,-0.0074008+0.010361i
0.72449+0.58581i,0.67734+0.67696i,0.18317+0.45384i,-0.34261+0.080753i,-0.52162-0.16806i,-0.35221-0.18948i,-0.088688-0.096748i,0.042085-0.014768i,0.081852+0.031992i,0.10847+0.025644i,0.10592-0.0010337i,0.076338-0.0154i,0.036687-0.0072263i,0.023043+0.030537i,0.040001+0.060169i,0.039482+0.059751i,0.011536+0.051769i,-0.011267+0.03901i,-0.0063308+0.010921i,0.012954-0.02332i,0.021539-0.033595i,0.025287-0.017678i,0.024508-0.011695i
-0.4233-0.2582i,-0.23538-0.61475i,0.13061-0.75623i,0.32994-0.44941i,0.30257-0.055944i,0.09791+0.04522i,-0.14324+7.8641e-05i,-0.18176+0.00062053i,-0.090559-0.013533i,-0.05672-0.044508i,-0.062772-0.051424i,-0.055794-0.040506i,-0.028242-0.027811i,0.0014465-0.042874i,0.0082483-0.067291i,0.0041984-0.061368i,0.00044222-0.029568i,-0.0079893+0.0038916i,-0.019189+0.023487i,-0.030962+0.028896i,-0.030278+0.02246i,-0.016952+0.0067192i,-0.0094263-0.0044894i
-0.095535+0.057969i,-0.20337+0.5219i,-0.18755+0.82001i,-0.079859+0.62486i,-0.054042+0.32386i,-0.037217+0.22452i,0.064026+0.15986i,0.11743+0.019838i,0.070556-0.08043i,0.018005-0.077541i,-0.00025658-0.040092i,-0.010643-0.015648i,-0.014199+0.0012966i,-0.014637+0.01228i,-0.024142+0.023156i,-0.01852+0.034874i,0.013504+0.030943i,0.03957+0.013596i,0.029298-0.0043195i,0.0010014-0.0087645i,-0.011977+0.0038244i,-0.010129+0.016809i,-0.0016271+0.022766i
0.56648-0.29369i,0.47492-0.84923i,0.050967-1.0989i,-0.21739-0.77966i,-0.079672-0.39688i,0.1304-0.23993i,0.14406-0.12613i,0.062612-0.005931i,0.0027311+0.062936i,-0.017189+0.075973i,-0.02014+0.061378i,-0.012336+0.042269i,-0.0039543+0.020754i,-0.0095302+0.016625i,-0.0084758+0.020911i,-0.000734-0.00061651i,-0.0025696-0.029285i,-0.0072514-0.0357i,-0.0010493-0.020275i,0.018097-0.00018793i,0.036296+0.0051602i,0.040924-0.0029421i,0.02931-0.011747i
-0.83483+0.62265i,-0.76817+1.0867i,-0.20336+1.1646i,0.31106+0.74685i,0.37201+0.26877i,0.17775+0.0069564i,0.0046004-0.10543i,-0.081317-0.10094i,-0.072014-0.041664i,-0.018092+0.00026512i,0.03255+0.016632i,0.052165+0.0081427i,0.037115-0.0042656i,0.027984-0.0065086i,0.028277-0.0018582i,0.020857+0.0121i,0.011059+0.019747i,0.0099171+0.01195i,0.020232-0.0030084i,0.021203-0.020062i,0.0019919-0.030135i,-0.020322-0.024622i,-0.023264-0.0093876i
0.61536-0.63507i,0.62282-0.78285i,0.22598-0.6501i,-0.23421-0.43259i,-0.44124-0.30124i,-0.41155-0.18677i,-0.22949-0.057782i,-0.0458-0.014404i,0.029268-0.030574i,0.045042-0.050369i,0.033058-0.072715i,-0.0019936-0.066719i,-0.021499-0.034534i,-0.010396-0.01634i,0.021407-0.019186i,0.049527-0.026776i,0.058773-0.024621i,0.044168-0.022057i,0.0059892-0.026763i,-0.028497-0.023849i,-0.038291-0.0085285i,-0.028647+0.0054485i,-0.017276+0.0084071i
-0.13549+0.36659i,-0.15525+0.29545i,-0.035516+0.076115i,0.09108-0.020463i,0.12896+0.062953i,0.098502+0.15507i,0.025717+0.1654i,-0.029565+0.13721i,-0.035009+0.10515i,-0.03234+0.065261i,-0.054081+0.042837i,-0.061267+0.046816i,-0.038242+0.045244i,-0.030628+0.023309i,-0.052279-0.0086291i,-0.069183-0.037083i,-0.065516-0.049366i,-0.054286-0.036596i,-0.040946-6.6514e-07i,-0.021658+0.031933i,-0.0028682+0.034137i,0.0058573+0.019348i,0.0098684+0.0092776i
-0.10438+0.16726i,0.051123+0.37108i,0.18321+0.44145i,0.095666+0.34859i,-0.063817+0.28295i,-0.035926+0.20781i,0.064106+0.042577i,0.077842-0.068872i,0.054065-0.078699i,0.018394-0.053058i,-0.0051604-0.010146i,0.0055522+0.015522i,0.012853+0.0057247i,0.0038189+0.0010095i,-0.0026862+0.017947i,-0.010927+0.032616i,-0.02753+0.031403i,-0.030758+0.028724i,-0.0087736+0.031618i,0.016876+0.029531i,0.025672+0.02022i,0.021293+0.0075735i,0.01385-0.0083165i
0.11941-0.75539i,-0.11172-1.1208i,-0.34901-0.99587i,-0.24889-0.52887i,0.042197-0.24826i,0.1406-0.16377i,0.087227-0.039131i,0.075939+0.052783i,0.081051+0.044924i,0.082528+0.021188i,0.09592+0.00053017i,0.087738-0.024065i,0.055576-0.020088i,0.043425+0.008999i,0.052748+0.022567i,0.043646+0.018473i,0.020366+0.021762i,0.0069949+0.021021i,0.0064203-0.00080686i,0.011122-0.02587i,0.013561-0.029917i,0.013473-0.016137i,0.0062488-0.00011587i
-0.0094665+0.98571i,0.1449+1.3605i,0.28367+1.1589i,0.22574+0.6185i,0.070118+0.25103i,0.003769+0.089906i,-0.021603+0.0021913i,-0.062081-0.002228i,-0.061387+0.010196i,-0.044087-0.014122i,-0.035454-0.031713i,-0.021952-0.032666i,-0.009674-0.03427i,-0.0082866-0.048162i,-0.020808-0.054662i,-0.019092-0.02479i,0.0056595+0.014407i,0.021025+0.026511i,0.0086024+0.01691i,-0.018896+0.006144i,-0.032774+0.00022806i,-0.027572-0.0024044i,-0.013479-9.6422e-05i
-0.19691-0.81069i,-0.29331-1.0992i,-0.30571-0.89471i,-0.17042-0.41278i,-0.045503-0.12076i,-0.099967-0.071125i,-0.14893-0.077092i,-0.079973-0.099199i,-0.030503-0.10203i,-0.033659-0.058934i,-0.047301-0.022866i,-0.055821-0.0022601i,-0.042945+0.016728i,-0.028319+0.02926i,-0.019057+0.029424i,-0.001183+0.0067261i,0.017939-0.02504i,0.024686-0.035387i,0.022283-0.019484i,0.024693+0.0010551i,0.027049+0.0090263i,0.020755+0.0084811i,0.012554+0.0042643i
0.22766+0.432i,0.2899+0.69852i,0.3252+0.62806i,0.28723+0.22062i,0.19052-0.079966i,0.15759-0.068618i,0.15354+0.020924i,0.087381+0.040736i,0.020572+0.042778i,0.014398+0.046075i,0.025614+0.04353i,0.023877+0.038582i,0.022231+0.024077i,0.021896+0.010045i,0.017825+0.012953i,0.013491+0.014766i,0.0052393+0.00068257i,-0.0065345-0.013696i,-0.015524-0.01415i,-0.017249-0.0049637i,-0.0097864-0.00037622i,0.001923-0.0047882i,0.0091554-0.0093508i
-0.016346+0.0056994i,-0.018657-0.16563i,-0.10469-0.27595i,-0.23966-0.15626i,-0.26646+0.022407i,-0.15896+0.03163i,-0.063701-0.044855i,-0.026961-0.055823i,-0.0069996-0.028844i,-0.0026568-0.013548i,-0.0038639-0.0072725i,-0.0030797-0.013011i,-0.020359-0.021172i,-0.035056-0.013308i,-0.020906-0.0010561i,-0.0044044+0.0035377i,-0.0042125+0.0062786i,-0.0071754+0.0072921i,-0.0051903+0.00085924i,-0.0021906-0.0098531i,-0.0028733-0.013266i,-0.0089336-0.0082798i,-0.015132-0.0048062i
-0.21663-0.29108i,-0.22378-0.28339i,-0.056228-0.11788i,0.16842-0.013007i,0.24443-0.02853i,0.15578+0.0088147i,0.085679+0.073457i,0.076204+0.054763i,0.06001+0.0013557i,0.051203-0.029001i,0.051751-0.044032i,0.040773-0.033891i,0.038402+0.0018803i,0.055276+0.019793i,0.066451-0.0041524i,0.050542-0.038536i,0.019569-0.046777i,-0.0033054-0.030001i,-0.010582-0.0085687i,-0.01194+0.0044029i,-0.011143+0.0098914i,-0.0067082+0.014326i,-0.0027814+0.02042i
0.36524+0.33652i,0.41386+0.42657i,0.19227+0.27835i,-0.13333+0.084644i,-0.25185+0.019296i,-0.12855-0.010983i,-0.020656-0.025606i,-0.021219+0.030416i,-0.027003+0.087764i,-0.026705+0.083223i,-0.045512+0.056503i,-0.058213+0.034491i,-0.056432+0.0076636i,-0.061459-0.021971i,-0.075436-0.032955i,-0.072173-0.016937i,-0.042032+0.0035056i,-0.010118+0.0106i,0.010547+0.015179i,0.02109+0.022338i,0.016779+0.018267i,0.0064376+0.0066547i,0.0063942-0.0028387i
-0.39019-0.2656i,-0.52238-0.42497i,-0.40817-0.34494i,-0.1392-0.083497i,-0.009019+0.07043i,-0.11797+0.038813i,-0.23406-0.030027i,-0.1835-0.060669i,-0.064537-0.069151i,-0.00048814-0.055906i,0.018046-0.01882i,0.034008+0.013317i,0.0493+0.021891i,0.051025+0.024568i,0.029343+0.027835i,-0.0075641+0.029393i,-0.030778+0.026864i,-0.02896+0.013525i,-0.018188-0.012629i,-0.0090974-0.03431i,-0.0019891-0.02796i,0.0060776-0.0079759i,0.0085204-0.00051812i
0.24984+0.15181i,0.42365+0.33247i,0.48494+0.32984i,0.36656+0.11986i,0.19415-0.0081651i,0.12032+0.049316i,0.1117+0.12535i,0.088865+0.11758i,0.046568+0.060415i,0.013423+0.015791i,0.01106+0.0005862i,0.021071-0.0048969i,0.016367-0.013615i,0.0017947-0.020652i,0.0038579-0.01054i,0.028964+0.0085802i,0.044228+0.018294i,0.031654+0.021448i,0.0073176+0.0279i,-0.0071931+0.033415i,-0.0031646+0.022246i,0.0013298-0.00045311i,0.00010439-0.011676i
-0.054113-0.065425i,-0.26967-0.17644i,-0.49127-0.17365i,-0.48348-0.039599i,-0.26586+0.026832i,-0.051438-0.022314i,0.061183-0.059797i,0.080309-0.054102i,0.048606-0.039238i,0.021614-0.027537i,0.0077158-0.033938i,-0.01291-0.047905i,-0.041864-0.035944i,-0.054816+0.0026223i,-0.032926+0.031212i,0.0021497+0.029925i,0.020931+0.013185i,0.020298+0.0044066i,0.01482+0.0082883i,0.0099945+0.0074323i,0.00022066+0.0015952i,-0.0064852+0.0026024i,-0.007646+0.0059842i
-0.082442+0.05792i,0.11705+0.087835i,0.40885+0.077704i,0.51235+0.029471i,0.39492+0.0033709i,0.22775-0.0029451i,0.11309-0.048441i,0.048164-0.08801i,0.0081458-0.08225i,-0.011912-0.057368i,-0.012844-0.037322i,0.0043083-0.021464i,0.037621-0.011609i,0.071642-0.016498i,0.080079-0.036918i,0.057275-0.059259i,0.026965-0.060216i,0.015012-0.044204i,0.017745-0.031136i,0.016238-0.019067i,0.011022-0.004759i,0.0073098+0.0036895i,0.0043112+0.0075967i
0.14937-0.065437i,0.06992-0.028554i,-0.12651+0.0087343i,-0.23008-0.015599i,-0.17735-0.081998i,-0.081484-0.10382i,-0.017617-0.053543i,0.0030855+0.0044287i,0.006768+0.050596i,0.011649+0.075147i,-0.0058921+0.070048i,-0.044903+0.060882i,-0.069121+0.056262i,-0.074749+0.044846i,-0.072695+0.027286i,-0.061548+0.0080044i,-0.044697-0.011476i,-0.032747-0.027125i,-0.025044-0.033907i,-0.014862-0.030616i,-0.0078652-0.021855i,-0.002987-0.012751i,0.0050124-0.0091315i
-0.11908+0.054801i,-0.12457-0.0033543i,-0.034481-0.07325i,0.017118-0.072942i,-0.045372-0.024674i,-0.13253-0.0061755i,-0.1778-0.024247i,-0.15915-0.036023i,-0.092486-0.044371i,-0.036299-0.050677i,-0.001588-0.038646i,0.026567-0.026506i,0.040419-0.029189i,0.039934-0.03421i,0.021948-0.026007i,-0.0099891+0.0029862i,-0.03203+0.031836i,-0.039324+0.040561i,-0.04651+0.037711i,-0.046191+0.033501i,-0.02483+0.024592i,-0.0022048+0.0066671i,0.0011012-0.0057323i
0.052276-0.042497i,0.12597-0.047061i,0.16666-0.065927i,0.1473-0.068166i,0.094355+0.0021526i,0.037341+0.096525i,0.0083822+0.14534i,0.014656+0.12961i,0.012597+0.079946i,-0.0044306+0.048706i,-0.0060821+0.04283i,0.0080554+0.040815i,0.013474+0.031091i,0.0021722+0.01523i,-0.003812+0.0067694i,0.0096297+0.0064682i,0.025312+0.0089773i,0.035112+0.014206i,0.046712+0.020792i,0.049251+0.0213i,0.029319+0.011232i,0.00136+0.0067628i,-0.0078694+0.008133i
0.0038701-0.0053876i,-0.12091+0.038455i,-0.27151+0.10631i,-0.30777+0.091284i,-0.20657-0.01137i,-0.058033-0.06552i,0.047022-0.052714i,0.061399-0.03124i,0.040586-0.0093016i,0.041575-0.0085834i,0.034874-0.025305i,0.0079078-0.025104i,-0.01097+0.00078773i,-0.0096021+0.036034i,0.0083578+0.050783i,0.026177+0.036227i,0.027866+0.014691i,0.02077+0.00059727i,0.016887-0.014229i,0.013674-0.025273i,0.007176-0.016473i,0.0044756-0.00087089i,0.0044771+0.0061439i
-0.023844+0.070454i,0.054704-0.0059819i,0.13275-0.098465i,0.11744-0.039577i,0.067334+0.082511i,0.039497+0.06137i,0.0018877-0.029534i,-0.014928-0.037846i,0.0032024-0.015169i,0.005132-0.015778i,-0.0028098-0.022463i,0.0039549-0.038563i,0.013312-0.060457i,0.015761-0.072886i,0.010672-0.073665i,0.0038266-0.064094i,0.003387-0.049208i,0.00012452-0.037609i,-0.015975-0.025808i,-0.028324-0.011256i,-0.020896-0.0026687i,-0.0074331-0.00077385i,-0.0021739-0.00043711i
-0.0027172-0.079312i,-0.038839+0.034184i,-0.036737+0.20476i,0.047054+0.20602i,0.10174+0.077121i,0.075088+0.033721i,0.065887+0.058081i,0.08072+0.036223i,0.072539+0.0010761i,0.05579-0.0085541i,0.033918-0.002275i,0.0074671+0.019617i,-0.0037587+0.043088i,-0.0032834+0.053048i,-0.0078276+0.047103i,-0.020346+0.025817i,-0.03302+0.0032117i,-0.038222-0.0011967i,-0.029933+0.010549i,-0.012602+0.018289i,0.00027419+0.015701i,0.010622+0.0077332i,0.018576-0.0050101i
0.068756+0.073113i,0.12008+0.00661i,0.11937-0.11026i,0.033203-0.1336i,-0.038684-0.080615i,-0.029985-0.069894i,-0.022951-0.081886i,-0.037673-0.063909i,-0.043161-0.044399i,-0.047565-0.033765i,-0.042423-0.024165i,-0.032363-0.026466i,-0.0327-0.036337i,-0.028086-0.042074i,-0.013455-0.033065i,-0.0022007-0.006253i,0.0041059+0.017353i,0.0096339+0.022579i,0.010757+0.015892i,0.0085161+0.0075327i,0.00585-0.0031011i,-0.0034756-0.018872i,-0.017633-0.021866i
-0.11318-0.01939i,-0.14277-0.0083027i,-0.079282+0.021655i,0.056696+0.047266i,0.11283+0.065249i,0.025115+0.078734i,-0.05219+0.08466i,-0.042415+0.061241i,-0.027766+0.026646i,-0.031568+0.025783i,-0.018482+0.043996i,0.0055867+0.047912i,0.013468+0.037965i,0.001094+0.024595i,-0.010253+0.012135i,-0.0072193+0.0023133i,0.0020679-0.0028114i,0.010556-0.0075305i,0.020899-0.013792i,0.023927-0.012559i,0.011712+0.0011708i,-0.0010624+0.0235i,0.00085734+0.036053i
0.1224-0.060671i,0.18596-0.074859i,0.18344-0.10276i,0.090505-0.18405i,0.0064553-0.22543i,0.014169-0.14929i,0.044259-0.070395i,0.020197-0.044069i,-0.0042163-0.016419i,0.012327+0.00081073i,0.02558-0.0059515i,0.022529-0.0044474i,0.02596+0.008996i,0.037179+0.021169i,0.042384+0.023688i,0.034797+0.014888i,0.020913+0.0080681i,0.0079054+0.0030891i,-0.006759-0.0080434i,-0.016778-0.016856i,-0.0089476-0.017515i,0.0047709-0.016422i,0.012283-0.011956i
-0.078921+0.10128i,-0.19385+0.073121i,-0.32071+0.011274i,-0.35203+0.04214i,-0.25713+0.088997i,-0.13748+0.017648i,-0.081526-0.053421i,-0.048928-0.026813i,-0.0060125+0.013328i,0.01282+0.013809i,-0.0011757-0.0052625i,-0.025902-0.024848i,-0.044087-0.031472i,-0.04936-0.025268i,-0.041243-0.016563i,-0.023012-0.01141i,-0.0049468-0.010796i,-0.0033705-0.0048822i,-0.013327+0.01775i,-0.016826+0.038081i,-0.016089+0.03242i,-0.016784+0.014742i,-0.012894+0.0020921i
-0.014119-0.088161i,0.060389-0.025761i,0.19469+0.087592i,0.26285+0.095943i,0.19498+0.052005i,0.091599+0.07632i,0.052733+0.088489i,0.042226+0.038706i,0.026559-0.0065875i,0.0219-0.02631i,0.022463-0.027026i,0.025367-0.010348i,0.035142+0.0054485i,0.042852+0.011569i,0.03765+0.01254i,0.018611+0.0081972i,0.00041344+0.0020093i,0.0020888+0.0014169i,0.022864-0.0026177i,0.039495-0.013344i,0.036167-0.012106i,0.028044-0.0028919i,0.021274-0.00657i
0.10579+0.033829i,0.079256-0.022257i,-0.052964-0.090905i,-0.17214-0.073795i,-0.15005-0.037505i,-0.044937-0.058134i,0.0066283-0.059449i,0.0062792-0.017672i,0.0055674+0.0070929i,0.002368+0.0072559i,-0.0075403+0.0097123i,-0.019209+0.013313i,-0.030535+0.0057528i,-0.033635-0.012305i,-0.024092-0.027144i,-0.0088186-0.027504i,-0.00084581-0.021907i,-0.0088068-0.021576i,-0.030925-0.01982i,-0.046133-0.010478i,-0.039637-0.0034192i,-0.03061-0.0055658i,-0.034282-0.0049246i
-0.13482+0.075726i,-0.14708+0.16957i,-0.047575+0.2606i,0.084676+0.27756i,0.09838+0.21636i,0.0053434+0.14269i,-0.043011+0.093931i,-0.016141+0.055304i,0.00059366+0.019277i,-0.014972+0.0089848i,-0.013993+0.021017i,0.010675+0.025089i,0.025329+0.019642i,0.01812+0.019168i,0.0030908+0.016152i,-0.0073623+0.0071513i,-0.012622+0.000732i,-0.0088795+0.0032623i,0.009247+0.0093124i,0.02772+0.010177i,0.03337+0.008424i,0.033284+0.011913i,0.032412+0.01735i
0.10777-0.16836i,0.19853-0.2908i,0.25344-0.37762i,0.2224-0.37666i,0.15757-0.2673i,0.11764-0.11855i,0.083806-0.041013i,0.042879-0.030729i,0.016906-0.025372i,0.015688-0.018813i,0.023387-0.022432i,0.028352-0.027657i,0.027344-0.030415i,0.023483-0.026995i,0.017257-0.014822i,0.0093495-0.0014314i,0.0060818+0.0085874i,0.0061337+0.0082063i,5.8777e-05-0.0048829i,-0.012292-0.016917i,-0.018502-0.022754i,-0.017121-0.025276i,-0.01145-0.019772i
-0.029024+0.17793i,-0.14431+0.27526i,-0.28499+0.30224i,-0.31265+0.2506i,-0.22162+0.13568i,-0.12306+0.0028721i,-0.064512-0.054095i,-0.024385-0.03712i,0.0045751-0.016506i,0.007403-0.014087i,-0.015606-0.017959i,-0.042916-0.015574i,-0.052652-0.00035746i,-0.045389+0.016966i,-0.031794+0.023192i,-0.01694+0.020241i,-0.0043523+0.014575i,0.0021904+0.014165i,0.0060643+0.024408i,0.010151+0.033701i,0.0052543+0.033449i,-0.007946+0.028899i,-0.012944+0.021924i
-0.059429-0.11173i,0.02766-0.17852i,0.18581-0.20342i,0.25054-0.17417i,0.17818-0.076307i,0.078324+0.034065i,0.020777+0.058246i,-0.0085654+0.021415i,-0.023987-0.0016987i,-0.01904-0.0039149i,-0.0042428-0.0067328i,0.006233-0.011475i,0.011115-0.011342i,0.016803-0.0078188i,0.023289-0.0044086i,0.023606-0.0022336i,0.01809-0.0050721i,0.012432-0.017091i,0.0052307-0.037537i,-0.0041105-0.048553i,-0.003812-0.034827i,0.012579-0.015137i,0.026692-0.01152i
0.093814-0.00091428i,0.031306+0.0041833i,-0.12975+0.010517i,-0.21643-0.00087794i,-0.14644-0.047013i,-0.039272-0.078785i,0.0045089-0.052673i,0.0015149-0.011604i,0.00037784+0.008671i,0.012997+0.012683i,0.014134+0.015797i,-0.001684+0.022902i,-0.017418+0.023171i,-0.026097+0.010942i,-0.024616-0.0022934i,-0.016027-0.0099147i,-0.011027-0.012023i,-0.018983+3.5672e-05i,-0.032344+0.031281i,-0.028012+0.057817i,-0.0081142+0.052349i,0.00011205+0.027494i,-0.0091405+0.010985i
-0.068103+0.11929i,-0.035544+0.20287i,0.047791+0.25195i,0.071381+0.23981i,0.00017664+0.17515i,-0.055657+0.090616i,-0.047173+0.023922i,-0.021084-0.00021508i,-0.010579+0.0019453i,-0.015669+0.012918i,-0.012283+0.027037i,0.006119+0.032249i,0.023751+0.025346i,0.032231+0.017829i,0.029564+0.0097754i,0.01893+0.0016396i,0.0081941-0.00039846i,0.012197-0.0014288i,0.035421-0.013731i,0.050256-0.032095i,0.038369-0.038317i,0.019327-0.03098i,0.010371-0.023343i
-0.0062046-0.18333i,-0.0058912-0.31149i,0.011666-0.37744i,0.05081-0.32179i,0.087202-0.18208i,0.083597-0.065955i,0.04814-0.020342i,0.021768-0.0087227i,0.01569-0.0023089i,0.021401-0.0050766i,0.026445-0.016746i,0.026876-0.023318i,0.023292-0.022933i,0.013507-0.021945i,0.0046453-0.019362i,0.0028329-0.017068i,0.0052528-0.016306i,0.00039996-0.017033i,-0.019428-0.017306i,-0.03737-0.013247i,-0.038991-0.0068889i,-0.033304-0.00096192i,-0.025972+0.0063016i
0.080424+0.14949i,0.074285+0.2807i,0.0069088+0.35456i,-0.066387+0.2931i,-0.096969+0.14654i,-0.078308+0.030202i,-0.033316-0.0043353i,0.0022902+0.0019133i,0.016989-0.0015914i,0.00832-0.016989i,-0.012091-0.019603i,-0.021961-0.0099256i,-0.016658-0.0014348i,-0.0086916+0.0030729i,-0.0078749+0.0055527i,-0.012711+0.007958i,-0.012967+0.010246i,-0.0022789+0.015341i,0.01495+0.021088i,0.026542+0.020892i,0.025591+0.018065i,0.018761+0.021664i,0.013087+0.025485i
-0.1019-0.066963i,-0.098336-0.17486i,-0.018403-0.25032i,0.059604-0.18551i,0.071739-0.033499i,0.03496+0.066962i,-0.0020305+0.077164i,-0.0068892+0.048559i,0.0021117+0.021001i,0.0042271+0.0092045i,0.0085+0.0018478i,0.012118-0.013321i,0.0060035-0.021754i,-0.00064653-0.01663i,-0.0022898-0.0088876i,-0.0020123-0.0026005i,-0.0034281-0.00085313i,-0.012818-0.0077578i,-0.029712-0.016532i,-0.041506-0.015028i,-0.033954-0.0067634i,-0.011824-0.0074585i,0.0060358-0.016702i
0.06857-0.023064i,0.05489+0.017175i,-0.0080217+0.067918i,-0.030007+0.037656i,0.012829-0.043809i,0.039307-0.056057i,0.036295-0.012495i,0.024303+0.0044887i,0.012023-0.0038697i,0.0086737-0.010543i,0.0039003-0.010568i,-0.0088626-0.0039278i,-0.022336+0.0039249i,-0.029003+0.0090192i,-0.024898+0.011137i,-0.014793+0.0091047i,-0.005323+0.0085649i,0.004179+0.018094i,0.019435+0.035919i,0.035693+0.041195i,0.036153+0.022594i,0.020845+0.0044617i,0.0066856+0.0037397i
0.0057418+0.088578i,0.04296+0.11321i,0.075431+0.099049i,0.033729+0.082411i,-0.041558+0.060389i,-0.051769+0.0064261i,-0.022943-0.048329i,-0.011399-0.060268i,-0.016026-0.038864i,-0.023465-0.0081681i,-0.022655+0.015133i,-0.014981+0.020082i,-0.0070292+0.015514i,0.0038939+0.012144i,0.014373+0.01001i,0.017823+0.0077386i,0.016172+0.0034785i,0.015438-0.011214i,0.01117-0.037938i,-0.0019261-0.051287i,-0.012708-0.035367i,-0.012205-0.015524i,-0.0085617-0.012405i
-0.079346-0.093053i,-0.12821-0.15042i,-0.12321-0.17372i,-0.038909-0.14843i,0.051167-0.093938i,0.059637-0.054818i,0.024008-0.040851i,0.0024906-0.032214i,-0.0013654-0.017809i,0.008636-0.0083688i,0.013984-0.012375i,0.0097506-0.0098911i,0.011968+0.0024485i,0.015506+0.0072097i,0.013914+0.0026847i,0.011632-0.0078126i,0.0058488-0.017285i,-0.0091323-0.011034i,-0.027292+0.013359i,-0.031122+0.033433i,-0.019935+0.032576i,-0.010903+0.022961i,-0.0054668+0.018043i
0.12233+0.046071i,0.18564+0.10544i,0.17457+0.13355i,0.069372+0.084107i,-0.03654+0.0082967i,-0.05099-0.025727i,-0.017432-0.023755i,-0.00577-0.0068794i,-0.0074095+0.0080461i,-0.0089245+0.0067898i,-0.012475+0.0061978i,-0.009589+0.011787i,-0.00051925+0.010849i,0.004655+0.0017078i,0.0040874-0.0041965i,0.0014994-0.00056044i,0.0020737+0.0053692i,0.013008+0.0048221i,0.03148-0.0033529i,0.042953-0.012716i,0.038774-0.01617i,0.027581-0.013759i,0.017707-0.0081125i
