-0.0023494-0.00030526i,-0.0016983-0.00048248i,-0.0018359+0.00031826i,-0.0014924+0.0013076i,-0.0010685+0.0021759i,-0.00014711+0.0017259i,-0.00025685+0.00083149i,-0.00022704+0.0010288i,0.00060429+0.0020201i,0.0011439+0.0017084i,0.0016606+0.00017233i,0.0008304-0.00085752i,-0.0001612-0.0012172i,-4.2007e-05-0.00095648i,0.00072532-0.000431i,0.0012283-0.00074944i,0.00092718-0.0008533i,-0.00025419-0.00042937i,-0.0006426-0.0010647i,-0.00072111-0.0013181i,-0.00083581-0.00076908i,-0.0009314-0.00039305i,-0.00025552-0.00037642i
-0.00011702-0.002236i,0.0002723-0.0020996i,0.00074-0.0018045i,0.00071853-0.00043575i,0.00044887+0.00093983i,0.00021469+0.00054066i,0.00023821-0.00077784i,0.00023715-0.0010771i,0.00034523-0.00080982i,0.00052094-0.00070216i,0.0011469-0.00027201i,0.0011535+0.00023818i,0.00046922+0.00043i,0.00012517+0.00084216i,-0.00028308+0.0013708i,5.741e-05+0.00070483i,0.001025-0.00049637i,0.0012826-0.00085766i,0.00097847-0.00052002i,0.00025038-0.00017413i,-0.00035019+0.00013006i,-0.00045189+0.0004533i,-0.00023858+8.8427e-05i
-1.0144e-05+0.0012188i,-0.00039326+0.00089886i,-0.0011657+0.00036601i,-0.00066823-0.0011359i,0.00049572-0.0011624i,0.00072835-0.0001241i,0.00082301+0.00012551i,0.0012844+4.4911e-05i,0.0020434+0.00055636i,0.0023941+0.00077592i,0.0018162+0.00043231i,0.0010153+0.00014718i,0.00026146+0.0002585i,-0.00015271+0.0003571i,0.00066136+0.00074876i,0.00033623+0.0005038i,2.3409e-05-0.00016852i,0.00067369-0.00050689i,0.00024227-0.00011648i,-0.00043512+0.00031752i,-0.00082676+0.00052847i,-0.00041998+0.00077944i,0.00020017+0.0007762i
0.0012605-0.0024939i,0.00079463-0.0027275i,0.00024961-0.0034169i,-0.00015088-0.0023729i,-0.00074107+0.00019571i,-0.00082486+0.0010666i,0.00016265+0.00027996i,0.00082344-0.0008653i,0.0011102-0.0012189i,0.0010064-0.000439i,-0.00049013+0.00027708i,-0.00045135+0.00017513i,0.00034249-0.0005935i,-0.00015291-0.0008428i,4.5137e-05-0.00051163i,0.00063444+0.00010193i,0.00058776+0.00019451i,0.00011554+2.3847e-05i,-0.00031357+0.00057647i,-0.00058751+0.00079163i,-0.00013638+0.0007967i,-0.00052565+0.00097633i,-0.00085805+0.00081286i
-0.00015323-8.4137e-05i,-0.00018618+0.00017507i,-0.00078848+9.0834e-05i,-0.00058854-9.4364e-05i,-0.00070876-0.00064503i,-0.0010165-0.00055072i,-0.00039285+0.0004721i,0.00053843+0.0012386i,0.00077888+0.0012625i,0.00082606-0.00014625i,0.00095448-0.00083682i,0.00020668-0.00027848i,-0.00089606-0.00026749i,-0.001012-0.00020787i,-0.00026535+0.00019616i,0.00036025+0.00042574i,0.00050512+0.00049866i,4.8849e-05+0.0003159i,-0.00030082-0.00034406i,-0.00038699-0.00040331i,0.00015377+1.0657e-05i,0.00092722+3.8106e-05i,0.0010863+0.00039524i
-0.0011728-0.0010201i,0.00052981-0.00013649i,0.00088642+0.0015054i,0.0006388+0.0025235i,0.00081956+0.0021543i,0.00066117+0.0010639i,-0.00017501-0.00041923i,-0.00088602-0.00082159i,-0.00077626-0.00033722i,-0.00060435-2.6314e-05i,-0.00061674-4.2843e-06i,-0.00066333-0.0007446i,-0.0007216-0.00059597i,-0.00018961+6.3072e-05i,5.0739e-05-0.00013293i,0.00015479-0.00021622i,0.00038435-7.1251e-05i,0.00042698-0.00025832i,0.00064654-0.00023613i,0.00070977-0.00010265i,0.00092189+0.00048381i,0.00099165+0.00042723i,0.00090062-4.2631e-05i
-0.001886+0.0018495i,-0.001706+0.0018072i,-0.00094459+0.0029321i,-2.0594e-05+0.0026735i,0.0012449+0.001897i,0.001666+0.00050561i,0.0017244-0.00093565i,0.0013543-0.00081202i,0.00076255-0.00025925i,0.00060599-0.00042806i,0.00054264-0.00028178i,0.00018191-0.00065178i,-0.00026416-0.00096079i,-0.00052795-0.0002421i,-0.00087712+9.3934e-05i,-0.00052585+0.00021837i,-0.000206+0.00055337i,0.00019722-9.2182e-05i,0.00059024-0.00061451i,-0.00022427-0.0001535i,-8.8578e-05+0.00072849i,0.00062137+0.00031278i,0.00030617-0.00049074i
-0.00028755-0.0018934i,-0.00023787-0.001508i,-0.000417-0.00014185i,-0.00058364+0.00059742i,-0.00045877+0.00081454i,-7.6698e-05+0.001103i,-1.0367e-05+0.00054637i,0.00050841-0.00030857i,0.00091362+0.00034595i,0.0013129+0.00084735i,0.0014853-0.0001578i,0.00096406-0.00033317i,0.0011738+0.00023705i,0.0017557+0.00064891i,0.0015698+0.0007625i,0.00079211-0.00010794i,0.00031045-0.00064995i,7.0973e-06-0.00017576i,-0.00051697+0.00019898i,-0.00034773+0.00013394i,0.00044533-0.00015359i,0.0007342-0.00090805i,0.00057958-0.00052173i
-0.00081092+0.00091885i,-0.0017049+0.0016516i,-0.00098643+0.0019866i,-0.00018706+0.0011889i,0.00074818+0.00062066i,0.00035032-0.00028116i,-0.00052322-0.00065582i,0.00026127+0.00026852i,0.0015654+0.0012917i,0.0018327+0.00069045i,0.00084081+0.00026174i,-0.00039371+0.00085618i,-0.00033904+0.0011263i,0.00016477+3.5158e-05i,7.507e-06-0.000273i,-0.00042007+0.00038463i,-0.00025058+0.00049099i,-5.9661e-06-0.00010201i,2.0556e-05-0.0008176i,0.00031279+0.00015778i,0.00027762+0.0012755i,-0.00041133+0.0015234i,-0.00028715+0.00097305i
4.302e-05-0.001142i,0.0010043-0.00040467i,0.0011762-0.001136i,0.00031279-0.0018169i,-0.00071922-0.00088482i,-0.00033303-0.00093759i,0.0004121-0.0002117i,0.0012228+0.00042513i,0.00099736+0.0001993i,0.00013385+0.00047098i,-0.00017373+0.0003755i,-0.00019415+0.00041521i,-0.00034733+0.00027515i,-0.00023206+0.00016991i,-8.2983e-05+0.00031255i,6.577e-05+0.00034503i,0.00021196-0.00014016i,0.00029901+5.8462e-05i,0.00045885+0.0010915i,0.00026612+0.0015882i,0.0004018+0.00078595i,0.00038277+4.7268e-05i,0.00024768+0.00010264i
0.00071061-0.00027854i,0.0013525+0.0006252i,0.0025271+0.0012358i,0.0015892+0.00058911i,0.00018102-0.00013936i,0.00022239+0.00022809i,8.5763e-05+0.00023828i,0.00017314-0.00026872i,0.00045989-0.00014065i,0.00036589+0.00045878i,-0.0001761+0.00039356i,-0.0011141-0.00039404i,-0.00062759-0.0013001i,0.00071123-0.0015425i,0.00081405-0.00080125i,0.00029597+0.00042767i,0.00058308+0.00038327i,0.00062341-2.8341e-05i,6.0255e-05-0.00037246i,0.00026584-0.0010873i,0.00066197-0.00063246i,0.0002164+0.00056844i,-0.00060941+0.00070459i
0.0020793+0.00099072i,0.0011381+0.00097499i,0.00057453+0.00037206i,0.00082935+0.00016234i,0.00063211+0.00012114i,0.00048342+0.00047989i,0.00053251+0.00035017i,-0.00014512+0.00017741i,-0.00035509+2.7403e-05i,0.00034634-7.2221e-05i,0.00064959+0.00019389i,0.00040993+0.00030503i,0.00026024+0.00018948i,0.00061308+0.00050678i,0.0011981+0.00011111i,0.00069295-0.0007019i,-0.0002345-0.00073845i,-0.00052353-0.0007966i,-0.00023905-0.00060273i,-0.00023766-0.00030684i,1.6139e-05-0.00051167i,0.00046503-0.00054541i,0.00046815-5.8989e-05i
0.00020078-0.00026348i,-0.00060812-0.00093398i,-0.00083877-0.001906i,-0.0016971-0.00316i,-0.0019364-0.0028428i,-0.0011393-0.00093627i,-8.171e-05-0.00019681i,0.00056433+5.4583e-05i,0.0014657-0.00046197i,0.0018704-0.0014894i,0.0019427-0.0017984i,0.0016593-0.0013376i,0.0010213-4.4374e-05i,0.00094378+0.00058445i,0.00053466+0.00047396i,-8.6876e-06+0.00027693i,0.00034798-0.00034935i,0.00021083-0.00091583i,-0.00064179-0.0008196i,-0.00091105-0.00031019i,-0.00052874-0.00017848i,5.4855e-05+0.00047417i,0.00029767+0.00079405i
0.00024136+0.00044873i,0.00097441+0.000575i,0.0015507+0.00043449i,0.00102+0.00087177i,0.00050072+0.0014956i,0.00089644+0.00047647i,0.00060745-0.00047836i,0.00036861-0.00035711i,0.0011219+2.4809e-05i,0.0014863+0.00042012i,0.00095939+0.00028252i,0.00050416-0.00017834i,0.00017162-0.00026732i,0.00021159+4.365e-05i,0.00073811-0.00029342i,0.00097336-0.00093033i,0.00087251-0.00085082i,0.0010864-0.00047627i,0.00049081-0.00023875i,-0.00065562-0.0002784i,-0.00088009-0.00024789i,-0.00016642-0.00019954i,2.597e-05+4.4576e-05i
0.0021041+0.001488i,0.0020515+0.0006145i,0.0010752+0.00060148i,0.0010338+0.00088788i,0.00087033+0.00012709i,0.00034281-0.00067142i,0.00040255+0.00012926i,0.00064478+0.00019672i,0.0011135-0.00019243i,0.0013576+0.00084702i,0.00097468+0.0013808i,0.00049225+0.0005521i,0.00064588-0.00025916i,0.00107+4.8711e-05i,0.0010397+0.00043941i,0.00025276-1.2513e-05i,0.00017851-0.00041003i,0.00058433-0.00047398i,0.00017716-0.00098749i,-0.00010296-0.0014582i,-5.1838e-05-0.00068612i,0.00018902-0.00033023i,-3.4018e-05-0.00036701i
-0.0014045+0.0010735i,-0.0017683+0.00090289i,-0.00126-0.00017357i,-4.364e-06-0.00075432i,0.00063296-0.00041427i,-0.00065079-2.7571e-05i,-0.00099431-0.0010075i,-0.00020612-0.00064878i,0.00057754+0.00082005i,0.00039068+0.0012848i,-0.00047787+0.0010864i,-0.00041295+0.00040485i,5.8538e-05+0.00014205i,0.00016775+0.00071082i,0.00030762+0.00038639i,0.00048867-8.3244e-05i,0.00017708+0.00034514i,-4.6827e-06+0.00024419i,0.00025517+0.00012256i,0.00030341+0.00062692i,0.00015909+0.00085386i,-5.3606e-05+0.00091296i,0.0004397+0.00063463i
-0.0011854-0.00090374i,-0.0011614+0.00035595i,-0.00070751+0.00030782i,-0.00061885+0.00066873i,-0.0011713+0.0011163i,-0.00088963+0.00063287i,-0.00045222+8.2394e-05i,6.4824e-05-0.00017869i,0.00011009-0.00042377i,-0.00054262-0.00060996i,-0.00024549-0.00043765i,-0.00032797-0.00078562i,-0.00055858-0.00078184i,1.5484e-05-0.00037281i,-0.00037253-0.00021698i,-0.00046035-0.00015421i,-0.00027586-0.0002717i,-0.00014967-0.00069576i,-0.00016961-0.00029217i,0.00011547-0.00045409i,0.00052322-0.0010552i,0.00014639-0.00041165i,8.2248e-05-0.0001702i
-0.00068601-0.0011397i,-0.00069599-0.0011161i,-0.0010924-0.00041737i,-0.0018805+6.3507e-05i,-0.0013371-0.00021737i,1.0471e-06-0.00086362i,-0.00026914-0.00058885i,-0.00073625-0.00021059i,-0.00019516-0.000515i,0.0006247-0.00028126i,0.00029778+0.00018426i,-0.00053039+0.00026496i,-0.00028894+0.00031574i,1.3843e-05+0.0008761i,0.00010028+0.001079i,0.00051355+0.00062543i,0.00097045+0.00013295i,0.00080216-0.00048214i,0.00042375-0.00078463i,0.00015447-0.00052828i,-0.00013106-0.00051648i,-0.00024044-0.00063013i,0.0004906-0.00070117i
0.0010924+0.00093648i,0.0017372+0.00047328i,0.00090819-0.00044007i,0.00033193-0.0011091i,-0.00085373-0.00079649i,-0.001784+0.00012774i,-0.0010883+0.00064198i,1.1711e-05+0.00065085i,0.00095904+0.00012862i,0.0013448-0.0004576i,0.0011746-0.0003259i,0.000393-0.0004436i,-0.00044999-0.0004031i,-0.00079699-0.00072839i,-0.00069959-0.0011796i,0.00039427-0.00088757i,0.0011071-0.00024193i,0.0008357-0.00011277i,6.7136e-05-0.00055378i,-0.00077989-0.00060434i,-0.0010521-0.00012406i,-0.00056548-0.00016864i,-0.00014666-8.4751e-05i
-0.00081094+6.0203e-05i,0.00023634-0.0008559i,0.0011328-0.00073429i,0.0012282-0.00038196i,0.00085709-0.00045308i,-0.00012888-0.0012583i,-0.00081814-0.0012023i,0.00025433-0.00089674i,0.0012959-0.00034913i,0.0011925+0.00012196i,0.00033187+0.00042589i,-0.00028919+9.9841e-05i,2.0281e-05+0.00013377i,0.00028961+0.0011084i,0.00014146+0.00087203i,0.00039096+0.00019769i,-0.00026701-0.00050607i,-0.0006837-0.00090043i,-0.00011279-0.00043573i,8.1244e-05+0.00030319i,3.9336e-05+0.00058484i,-0.00065933+0.00011318i,-0.00065474-0.00068802i
0.0019758+0.0006851i,0.0012725+0.00081249i,-0.00026215+0.00052366i,-0.0010475+0.00027061i,-0.00047954-0.00055055i,0.00023123-0.00062923i,0.00025193+2.7603e-05i,0.000359-0.00065602i,0.0014123-0.0011058i,0.0017073-7.6388e-05i,0.00082731+0.00076156i,-0.00017197+0.00093232i,-0.00097166+0.0002143i,-0.00077036+5.305e-05i,0.00020357+0.00062188i,0.00036919-0.00015787i,9.8413e-06-0.00018163i,-0.00023895+0.00055091i,-0.0004838+0.00035481i,-0.00048043+0.00045732i,-0.00074024+0.00091129i,-0.00074201+0.00082461i,-0.00050712+0.00048984i
-0.004266-0.0027506i,-0.0047456-0.0019214i,-0.0049542+0.00011388i,-0.00445+0.001647i,-0.0031197+0.0024394i,-0.00063786+0.0021369i,0.00055308+0.00079231i,0.00021401-0.00071637i,-7.222e-05-0.00080553i,-0.00035139+0.0002791i,-0.00020179+0.00072675i,9.9783e-06-0.00014891i,-0.00072505-0.0012141i,-0.00045989-0.0020578i,-0.00032945-0.0020059i,-0.00019173-0.00084864i,0.0005652-0.00038203i,0.00092532-0.00018615i,0.00062068-2.1426e-05i,-0.00022147+0.0003243i,9.524e-05+0.00078264i,0.00047253+0.00057071i,0.00028299+2.8101e-05i
0.00056762+0.00016921i,0.0010056+0.00020045i,0.00071071-0.00095478i,-0.00037758-0.0012585i,0.00019828-0.00077312i,0.00060435-0.00023691i,2.7797e-05-0.0003899i,0.00012253-4.3557e-05i,0.0013149+0.00014813i,0.0015645-0.00030811i,3.9781e-05-0.00066681i,-0.00072932-0.00010249i,-0.00029008-0.00013169i,0.0001386-0.00049188i,0.00034435-0.00031239i,0.0007906-0.00046708i,0.00097995-0.00071475i,0.00072936-0.0011012i,-0.00011775-0.00080616i,8.2214e-06-0.00086676i,0.00061973-0.0011005i,-0.00027006-0.00036091i,0.0001938-0.00031604i
-0.00018806-0.0015861i,0.0005189-0.00087372i,0.0009735+0.00051645i,0.0016012+0.0012231i,0.00084225+0.00077119i,0.00086652+2.796e-08i,0.0011499-0.00016138i,0.00051095-0.00025804i,0.00018464-0.00017064i,0.0004984-0.00019477i,0.00082523-0.00051454i,0.00073139-0.00024746i,0.00081598+0.00050561i,0.0012717+7.1647e-05i,0.0014629-0.00055328i,0.0012428-3.0021e-05i,0.00019429+0.00030676i,-0.0011455-0.00057787i,-0.0013347-0.0012824i,-0.0011727-0.00088873i,-0.00053596-0.00065307i,0.00021746-0.00036348i,-0.00024052+0.00046386i
-0.0005741-0.00043615i,4.879e-05+0.00064581i,-0.0011092+0.00090468i,-0.001842+0.00086017i,-0.00096525+0.00018291i,-0.00029026-0.00033396i,-0.00019635-0.00016139i,-0.00022247-0.00037055i,-0.00045578-0.00042921i,3.8767e-05-0.00058086i,0.00095101-0.00052371i,0.0007321-0.00025252i,-5.1724e-05+7.8024e-05i,-0.00021866+4.1457e-05i,-0.00020755-9.6944e-05i,0.00052613-0.00013548i,0.00073572-2.9985e-06i,0.00052791-7.0057e-05i,-0.00017781-0.00050297i,-0.00079085-0.00021559i,6.4324e-06+0.00033761i,0.00066459+0.00065511i,0.00021289+0.00032422i
-0.00090946-0.00040594i,-0.00063824-8.8538e-05i,-0.00014943+0.00039059i,0.00010241+0.001072i,-3.6428e-05+0.0016724i,-0.00039402+0.00010302i,9.9644e-05-0.00071801i,0.00027567+0.00026677i,-0.00065048+0.00060875i,-0.00085549+0.00093i,-7.9876e-05+0.0011316i,0.00031346+0.00046878i,0.00038995-7.3631e-05i,0.00034884+0.00012816i,-9.425e-05+0.00041517i,-0.00024027-1.0606e-05i,-0.00053955-0.00029295i,-0.0003004-5.9678e-05i,-5.2532e-05+0.00011788i,-0.00047019+0.00073664i,-0.00057208+0.0011637i,-0.00013286+0.001008i,0.00067101+0.00073362i
-0.00078268-0.0013002i,0.00017231-0.0010913i,0.00086225-0.00093572i,0.00093563-0.00081312i,0.00068025-0.00012189i,0.00041766+0.00035344i,0.00018713+0.00016591i,-4.8632e-05+0.00037294i,0.00081465+0.0004235i,0.0012895-0.00026338i,0.0007423-0.00016243i,0.00012873+0.00023919i,-0.00043663-0.00019371i,-0.00022994-0.00029746i,0.00084071-6.5079e-06i,0.0010131-0.00026219i,0.00069969-0.00033443i,0.00054638-0.00019964i,-0.00024073-0.0006446i,-0.00060736-0.0010432i,-0.00033039-0.00057974i,0.00028781+8.1425e-05i,0.0010135+0.00056633i
0.0017332+0.001077i,0.0027722+0.0009556i,0.0024181-0.00035232i,0.0023334-0.00084478i,0.0025031-0.00096478i,0.0014127-0.0013786i,5.6822e-05-0.00095972i,0.00047978-4.7135e-05i,0.00076888+7.1997e-06i,0.00060092-0.00016835i,0.0012072+2.0631e-05i,0.00086568-0.00018494i,0.00018878+0.0004626i,1.211e-05+0.0010501i,-0.00026909+0.00057891i,3.4013e-05-9.151e-05i,0.00030688-0.00097663i,0.00032178-0.0013413i,0.0006677-0.00057421i,0.00075111+0.00026832i,-0.00034207+0.00090489i,-0.00093496+0.00061432i,-0.00079104+4.6938e-05i
-0.0015038+0.001968i,1.1535e-05+0.0016991i,0.0011649+0.0017067i,0.0011812+0.00076381i,0.0011189+0.00010407i,0.00018208-0.00083501i,-0.00023629-0.0015894i,-3.462e-05-0.0010262i,0.00039013-0.00014627i,0.00099471-3.9974e-06i,0.0012409-0.00077009i,0.0013019-0.0012303i,0.00093978-0.0012012i,0.00062847-0.00036549i,8.9788e-05+0.00054983i,-0.00017296-0.00011116i,0.00043245-0.00028935i,0.00020366-0.00057252i,0.00046098-0.00066697i,0.00060118+8.9396e-05i,-5.8947e-05+0.00082513i,-0.00058837+0.00073723i,3.4918e-05+0.00011279i
0.00062372+0.00073472i,-0.00085801+0.00056978i,-0.00052024+0.000943i,0.0013532+0.00055972i,0.00067722+2.4306e-06i,-0.00047435-0.00039382i,0.00051487-0.00014156i,0.0008671+0.00010558i,0.001029+9.2282e-05i,0.0012675+9.6255e-05i,0.0011319-0.00059011i,0.0008757-0.00094235i,0.00035134-0.000503i,0.00032348-0.00053549i,-0.00021325-0.00095335i,-0.00020651-0.00099919i,0.00072926-0.00066124i,0.00073542-0.00016244i,-6.1847e-05+0.00018688i,-0.00056181+0.0004421i,-0.0001526+0.00030859i,0.00058507-0.00013486i,0.00049915+0.00015949i
-0.00094098+0.0013426i,-0.00094773+0.0015069i,-0.00095857+0.0017126i,-0.00056087+0.0022981i,0.00031206+0.002212i,0.0012234+0.00065951i,0.00080659-0.00058084i,0.00017042-0.00059731i,0.00028717+0.00029383i,0.00034297+6.0661e-05i,0.00075616-0.00090324i,0.0011475-0.0010028i,0.00039279-0.00068373i,1.0635e-05-0.00057935i,0.00016766-0.00028889i,0.00051711-9.657e-05i,0.00093278-0.00018845i,7.5655e-05-9.0349e-05i,-0.00064591+0.00035479i,-0.00029887+0.00074535i,-7.5891e-05+0.0010398i,0.00029662+0.00050296i,6.4874e-05-0.00043848i
0.00060783-0.00065463i,-2.1757e-05-0.001384i,0.00023818-0.0017195i,0.00017682-0.00044947i,-0.00089503+0.00032435i,-0.00034741+0.00021031i,0.0003855-0.00034819i,0.00049932-0.00017285i,0.0010507+0.00025997i,0.0014613+9.3929e-06i,0.0011591+7.3249e-05i,0.00014572+6.1038e-05i,-0.00022323+2.1209e-05i,-8.2735e-05+0.00057909i,-0.00020707+0.00090891i,-2.4318e-05+0.001012i,-0.0002388+0.00033736i,-0.0010512-0.0004925i,-0.00078649-6.6962e-05i,0.00016852+0.00036678i,0.00056071+5.9769e-05i,0.00040569-0.0006162i,0.00058337-0.00028969i
0.0007493-0.0019561i,0.00037955-0.0023511i,-0.0003597-0.0013991i,-0.00082041-0.00077256i,-2.443e-05-0.00067783i,0.00058146-0.00015945i,0.00045235+0.00030112i,0.00021062+6.3639e-05i,0.00043479-0.00075358i,0.00037603-0.00061577i,0.00056794-5.556e-05i,0.0012573-0.00016899i,0.0011629-0.00025391i,0.00048618-0.00028207i,1.9571e-07-0.00029871i,-4.075e-06-0.00010293i,6.5497e-05-0.00070703i,0.00090181-0.00081715i,0.0010415-0.00041857i,0.00016706-0.00016657i,0.0003495+0.00082015i,0.00089544+0.0011033i,0.00031086+0.0010872i
-9.141e-05+0.00049616i,-0.00082008+0.0015086i,-0.00093489+0.0020492i,7.2979e-05+0.0025094i,0.00077897+0.0022166i,0.0012112+0.00093315i,0.00046352-0.00013799i,-0.00011962-0.00011365i,0.00015417+0.00035118i,0.0014396+0.00044365i,0.0016123-0.00061174i,0.00074589-0.0010366i,0.00016682-0.0011213i,4.4178e-05-0.00095237i,0.00061401+0.0001077i,0.00042018+0.00083202i,6.6159e-05+0.00026976i,0.00040069-0.000553i,0.00025363+1.9554e-07i,-0.00013987+0.00028677i,-2.2798e-05-0.00042889i,0.0005105-0.00071198i,0.0010019-0.00040711i
-0.0020965-2.3675e-05i,-0.0027549-0.00013114i,-0.0022273-0.00052133i,-0.0014215-0.00054099i,-0.00093262+0.00075737i,-0.00056016+0.00076637i,-0.00021471+0.00018374i,-9.4236e-05+0.00092452i,0.0007026+0.00097422i,0.0012132+0.00016665i,0.00080471-0.00044685i,0.00053812-0.00036502i,8.8519e-05-0.00068675i,-0.00025248-0.001i,0.00081651-0.00038092i,0.0013332-0.00016824i,0.00067592+1.3989e-05i,-0.00018893+0.00018213i,5.7598e-05+0.00039933i,0.0005247+0.00051804i,-0.00022663+0.00022235i,-0.00089331+0.00014075i,-0.00048109+0.00018168i
0.00045897-0.00066072i,-0.00079196-0.00024361i,-0.00023679+0.00054279i,0.00085474+0.00053365i,0.0004258-5.019e-05i,0.00017881-0.00056828i,0.00088557-0.00028096i,0.00076585+0.00055476i,0.0002072+0.00067243i,0.00063424+0.00023738i,0.00090243-0.00026042i,0.00079708-0.00067481i,-8.3397e-05-0.00038821i,-0.00091891-4.8208e-05i,-0.00049064-0.0002885i,0.00066112-6.174e-05i,0.0011809+0.00039629i,0.001309+0.0001969i,0.00027877-0.00058568i,8.8738e-06-0.0010732i,0.00015197-0.00071462i,-0.00041806-0.00048584i,-0.00023433-0.00041917i
-0.00041828-0.00037189i,3.2131e-05-0.0004527i,0.00033422-0.00029514i,-0.00013684+0.00030338i,-0.00015617+9.6492e-05i,0.0004235-0.0013666i,0.00079209-0.0017176i,0.00085784-0.00063781i,0.00032562+0.00062303i,0.00035253+0.00088602i,0.00047805+0.00018444i,0.00058291-0.00024744i,0.00058611-0.00026641i,-7.3952e-06-9.5033e-06i,-0.00038906-0.00017635i,8.1297e-05-4.8569e-05i,0.0006154-0.00035484i,0.00072845-0.00092225i,0.00014372-0.00048107i,-0.00019626+4.5863e-05i,2.0963e-05+0.00021641i,0.00023948-0.00061541i,0.0011271-0.00093116i
0.0016736-0.0019459i,0.0024619-0.0011096i,0.0027835-0.00022532i,0.0012281+0.00031698i,-0.00070947+0.0016931i,-0.00080719+0.0018379i,0.0002103+0.00025266i,0.0010455-0.0003477i,0.00071501-0.00012832i,-0.00025141-3.0051e-05i,-0.00053919+4.4601e-05i,-5.6926e-05+0.00032565i,0.00067465+0.00040949i,0.00071886-0.00032233i,-4.7102e-05-0.00052937i,-0.00050589+1.2806e-05i,-0.00063029+0.00018482i,-0.00099027+0.0002001i,-0.0010357+0.0002377i,-0.0006165+0.00019511i,-0.00074231-0.00017082i,-0.00060274-0.00010384i,-0.00026532+0.00037357i
-0.00036588+0.0022961i,-0.0011043+0.0015675i,-0.00077791+0.00029372i,0.00071186-0.00016788i,0.00066939-0.00086845i,0.00012461-0.00078792i,0.00016964-6.1312e-05i,0.00058996+3.451e-05i,0.0012061+2.8946e-05i,0.0012162+0.00017398i,0.00034877-0.00033874i,2.1575e-05-0.0012602i,-9.6689e-05-0.00089531i,-0.0001226-0.0008151i,-0.00030255-6.4106e-05i,-0.00060494+0.00061523i,-0.00032053+0.00040601i,-0.00026082+0.00049157i,-0.00052607-0.00015794i,-0.00040876-0.00049865i,-0.00043134-0.00052091i,-1.2916e-06-0.0010109i,-9.3079e-05-0.0003337i
0.00066656-0.00028357i,0.0019428+0.00065109i,0.0016628+0.00076237i,0.00017951+0.00024567i,-3.8748e-05-0.00025757i,-0.00055434-0.00078096i,-0.00043068-0.00095514i,0.00040069-0.00051772i,0.0013844-5.0959e-05i,0.0014203+0.00021439i,0.00085172-0.00045623i,0.00097514-0.00066487i,0.0010338-4.5468e-05i,0.00032317+0.00030933i,-0.00020438+1.1753e-05i,-0.00040316-0.00024632i,7.5984e-05-0.00066569i,0.00069405+4.3042e-05i,-0.00046112+0.00085225i,-0.00082643+0.0009887i,-0.00055237+6.2469e-05i,-0.00085097-9.3108e-05i,-0.00032882+0.0003947i
-0.00026658-1.8701e-05i,-0.00071306-0.001471i,0.00026646-0.0009441i,0.0011652-0.00031243i,0.0010515-0.001391i,0.00027793-0.0014013i,0.00055452-0.001031i,0.0010644-0.00059215i,0.0011081+0.00010544i,0.0011749-0.00018762i,0.00077749-0.0010077i,0.00043677-0.0016414i,0.00036389-0.0012278i,5.6651e-05-0.00038439i,0.00064671+0.0004107i,0.00056007+0.00071956i,-0.0003094-0.00013709i,-0.00070682+0.00057765i,-0.0012778+0.0010713i,-0.0015096+0.00031815i,-0.0010639-0.00053609i,-0.00046005-0.00016931i,8.4718e-05+0.00035098i
0.0017532-0.0019951i,0.0017012-0.0011237i,0.00081497-0.00027021i,-6.3718e-05+0.00019148i,-0.00046987+0.00095363i,-0.00010223+0.0010984i,0.0004541+0.00049185i,0.00059949+0.00046815i,0.0009811+0.00019372i,0.0013475-0.00044237i,0.00079278+7.2071e-05i,0.00065403+0.00076075i,0.00095669+0.00059546i,0.0007492+0.00017466i,0.0006179-0.00085554i,0.00090705-0.00091307i,0.00079147+0.00013663i,4.9823e-05+0.00070834i,0.00012698+0.00068398i,0.00082861+0.00015401i,0.00052273-0.00023159i,-0.00023123-0.00055968i,0.00039336-0.00010072i
-0.0035242+0.0014255i,-0.0033143+0.0036171i,-0.0024077+0.0043294i,-0.001862+0.0033664i,-0.0010448+0.0016292i,0.00012605+0.0016564i,0.00020703+0.0015666i,-0.00017895+0.00070982i,0.00015509+0.0010745i,-0.00013259+0.0017373i,-0.00022809+0.0016834i,-0.00066523+0.00096912i,-0.00079034+0.00087285i,-6.997e-05+0.0010805i,9.2251e-05+0.00050716i,0.00070148-0.00027748i,0.00056505-0.00095111i,0.00010381-0.0014385i,1.2653e-05-0.00078108i,1.3755e-05-0.00013067i,-7.0072e-05-0.00039489i,-0.00021146+7.8135e-05i,0.00027637+0.00069666i
0.0011699-0.00066509i,0.00086078-0.0011385i,0.00095237-0.0008251i,0.00071215-0.00018359i,0.00017559+0.00016531i,-9.3278e-05+0.00036i,-0.00065449+0.00014505i,-0.00044409-0.00031845i,0.00018419+0.00014513i,0.00074879+0.0010476i,0.00084964+0.0014121i,0.00050451+0.0003737i,-0.00020607-0.00057493i,-0.0013846-0.00090983i,-0.0013085-0.00055009i,-0.00012766+1.9275e-05i,0.00038234-2.2155e-05i,0.00019369-0.00069742i,-0.00052463-0.0012684i,-0.00040746-0.00076134i,0.00044412-0.00046518i,0.00028382+0.00022798i,0.00022621+0.00092231i
