-0.001519+0.000942i,-0.0016679+0.00051039i,-0.0035252+0.00084416i,-0.0033229+0.000736i,-0.0012381+0.0010389i,0.00031436+0.0013705i,0.0006752+0.0012668i,0.00092158+0.00078218i,0.0013013+0.0001198i,0.0014362-0.00028272i,0.0010261-0.00077142i,0.00078677-0.00055806i,-0.00012361-0.00025499i,-0.00099292-4.1833e-05i,-0.00052372+0.00022055i,-9.1845e-05+0.00037447i,-5.4038e-05+6.6593e-05i,-7.4719e-05+0.00030026i,0.00048942+0.00059749i,0.00098618-7.6234e-05i,0.00095336+0.00032115i,0.00044646+3.0582e-06i,-2.8324e-05-0.00022652i
0.0015008-0.0010838i,0.00085438+1.8906e-05i,0.00056621-0.00033371i,-0.00024539-0.00041335i,-2.0624e-05-0.00039359i,0.0011087-0.00095236i,0.0012935-0.00076587i,0.00061295-0.0007792i,0.00040885-0.00070824i,0.00031525-0.00043994i,-0.00011456-0.00070754i,-0.00037274+0.00032522i,-0.00036081+0.00087764i,0.00037196+0.00066698i,0.00065435+0.0013158i,4.5598e-05+0.00093721i,-1.1514e-05+0.0004045i,0.00021909+0.00079021i,-9.8271e-06+0.0004675i,-0.00064954+0.00056838i,-0.00061816+0.00039087i,-8.373e-05+0.0001766i,2.1781e-05+0.00031844i
-0.00028804+0.0009514i,-0.00029288-0.0011062i,-0.00076171-0.001256i,-0.00019879+0.00019045i,0.00071567+0.00037182i,0.0018684-0.00032283i,0.002265-0.00086276i,0.0014186-0.00022522i,0.00054039+0.0002467i,0.00052679-8.6025e-05i,0.0006422+0.00017287i,0.0003932+0.00010147i,0.00043131+0.00015077i,0.00043764+0.00037326i,0.00083195-4.6538e-05i,0.0017465+7.6102e-05i,0.0019952-6.0714e-05i,0.00099145+3.766e-05i,0.0002186+0.00030366i,0.00060757+0.0004487i,0.0011957+0.00039116i,0.00096395+0.00040666i,0.00010776+0.00018944i
-0.00023611-0.0013463i,0.000325-0.00091687i,-0.00033399-1.6467e-05i,-0.000804+0.00061216i,-0.00031522+0.00064852i,0.0010062-0.00039694i,0.001135-0.00040104i,-0.00034427+0.00029744i,-0.00076203+0.00011618i,-0.00036406-0.00013053i,-0.00057625+0.00025274i,-0.000627+0.00050952i,-0.00021245+0.00042938i,0.00053245+0.0006382i,0.00013185+0.0011675i,-0.00028263+0.000916i,0.00022546-0.00094186i,0.0007906-0.0015517i,0.0013133-0.00036397i,0.0013676+0.00046803i,0.00077125+0.00037511i,0.0007215+0.00048872i,0.00051708+0.00052496i
-0.0020406-0.00095516i,-0.0017434-0.00023939i,-0.0016891-0.00036934i,-0.0016232-0.00053238i,-0.00099127+0.0004722i,0.00044366+0.00073204i,0.00070928-7.4942e-05i,0.0006724-0.00051673i,0.00057656+0.00036215i,0.0002113+0.0011906i,-0.00020721+0.0012009i,0.00024384+0.0006633i,0.00064692+0.00040267i,0.00045842+0.00032447i,-9.265e-05+0.00022884i,-0.00075458+0.00022923i,-0.00052081+0.00071762i,-0.00012341+0.0006167i,-0.00028567+0.00021211i,-0.00066944+0.00034989i,-4.7114e-05-6.4011e-05i,0.00074033-7.6608e-05i,0.00038612+0.00026145i
0.00042642-0.002682i,-0.00060672-0.003279i,-0.002055-0.0030382i,-0.002699-0.0024591i,-0.0018123-0.0014398i,-0.00055762-0.0010589i,0.00014418-0.0011378i,0.00033909+5.9571e-05i,0.00048676+0.00061555i,0.00066013-0.00032268i,0.00041456+0.00037876i,-0.00026299+0.0018564i,-0.00053884+0.0015179i,-0.00015031+0.00069574i,-0.00076677+0.00059896i,-0.0012055+0.00051253i,-0.00049791+0.00022312i,0.0005887+0.00058799i,0.0008839+0.00045979i,-0.00031974-0.00038i,-0.00065742-3.4103e-05i,-0.00082734+1.427e-05i,-0.00041945-0.00023676i
-0.00044333+0.00046471i,-0.00065153-0.00014591i,-0.0012232+0.00041002i,-0.0019866+0.0013691i,-0.0010484+0.0019359i,0.00079054+0.00026215i,0.0014501-0.00051694i,0.0013647-0.00017286i,0.001133-0.00031981i,0.00064902-8.3048e-05i,-0.00023123+0.00069096i,-0.0006641+0.0007428i,-0.0003535+6.4163e-06i,-0.00049354-0.00023043i,-0.00030989-0.0002371i,0.00011718-0.00068175i,5.6778e-05-0.00015005i,-2.0445e-05+7.8732e-05i,0.00079803-0.00022118i,0.00089336+0.0002389i,0.00032141+2.461e-05i,0.00051581-0.00039953i,0.00053773-0.00022992i
0.00093067+0.0013747i,0.00084622+0.00161i,0.00088448+0.0020979i,0.0013913+0.0010975i,0.00095261+0.00032762i,0.00055183-0.00023417i,0.00028899-0.00084565i,0.00034045-0.00036939i,0.00061733-0.00041712i,0.00017502-0.00054582i,6.1577e-05-0.00076246i,-0.00015607-0.0010934i,-0.00033215-0.00052466i,-8.4918e-05-1.5324e-05i,-8.4479e-05+0.00012246i,-0.00060758+0.00039991i,-0.00063312+0.00099459i,0.00022664+0.00046606i,0.00019568-0.0010221i,-6.8513e-05-0.001285i,0.00032746-0.001421i,0.00025197-0.00078714i,-0.00014232-8.5707e-05i
5.32e-05-0.0011698i,-0.00023004-0.00062465i,-0.00028325-0.00016701i,-0.00010208+1.1573e-05i,-0.00014581-0.00015056i,0.00014622-0.00084683i,0.00014315-0.00072502i,-0.00056081-0.00067493i,-0.00042645-0.00088523i,0.00064686-0.0012181i,0.00077677-0.0014393i,0.00064266-0.001158i,0.00059643-4.86e-05i,0.00030354+0.00088552i,-0.00011123+5.564e-05i,0.0002292-4.2184e-05i,0.0011252+0.00066167i,0.00087224+0.0002273i,-0.00011717-4.3115e-05i,-0.00038462-0.00017177i,-5.047e-05-6.3851e-05i,-0.00029677+0.00019731i,-0.00081355-5.3233e-05i
0.00059835+0.00038087i,7.4793e-05-8.6586e-05i,-0.00057042-0.0007347i,-0.00044528-0.00021349i,-0.00017359+0.00060905i,0.0003585+0.00019693i,0.00089387-0.00071273i,0.00077401-0.00098481i,-0.00012556-0.00079539i,0.00024776-0.00086177i,0.0014755-0.00079282i,0.0010633-7.2615e-05i,0.00029313+0.00036822i,0.00057327+0.00026963i,0.00040509+3.6777e-05i,0.00072747+0.00069901i,0.00035032+0.0010789i,-6.2912e-05+0.00034133i,0.00060634-0.00030859i,0.00055923-0.00013004i,0.00020456-1.3876e-05i,0.0002857-0.0010534i,0.00054769-0.0015664i
-0.0015518+0.0011785i,-0.0011602+0.001371i,-0.00045405+0.00066527i,-0.00049956+0.00085124i,-3.0595e-05+0.00042697i,0.00077976-0.00015712i,0.0011656-0.00038797i,0.00078539-0.00037426i,-0.0001107+2.5766e-05i,-9.7996e-05+0.00010937i,0.00020146-0.00035196i,-0.00023813-8.2438e-05i,-0.00054887+2.4993e-05i,-0.00056776-0.00021605i,8.9061e-05-0.00043322i,0.0010775-0.00034098i,0.0017252-4.8193e-05i,0.0010425+0.00033452i,0.00021779+0.00016086i,0.00014931+0.00015984i,-0.00016901+9.7333e-05i,0.00021122-0.00029955i,0.00036878-0.00031622i
-0.0012383-0.00129i,-0.00079622-0.0018554i,-0.00036914-0.0010356i,-0.0006419-0.0010044i,-0.00051956-0.00088826i,2.8426e-05-0.0006539i,0.00052038-0.0005175i,0.00042346-0.00028557i,0.00048704-9.9363e-05i,0.00038332-0.0010744i,-6.0398e-05-0.0019738i,-0.00031482-0.0012868i,0.00010163-6.9758e-05i,0.00051408+0.00016303i,-7.041e-05+6.6482e-07i,-0.00072941+0.00098694i,-0.00034302+0.0017405i,0.0002141+0.0011263i,0.00030004+6.9344e-05i,0.00046777+0.00020399i,-0.00024593+0.00048249i,-0.00062787+0.00031223i,-0.00013218+0.00025109i
0.0018217+0.00015738i,0.00092195+0.0012272i,0.00031334-5.7648e-06i,0.0011083-0.00019288i,0.0008697+0.00024992i,0.00033466-0.00045928i,0.00021303-0.0011107i,0.00014042-0.0015743i,-0.00010453-0.0017631i,-0.00063211-0.001705i,-0.0011793-0.0013678i,-0.00072038+8.5597e-06i,-0.00052022+0.0010466i,-0.00079705+0.00080424i,-0.00078787+0.00046365i,-0.00039814+0.00056765i,0.00046294+0.00052584i,0.00051881+0.00056507i,0.00022331+0.00058974i,0.00015879+0.0002456i,3.8376e-05-0.00016037i,6.3419e-05-0.0001199i,0.00015189+6.9475e-05i
-0.0007346-0.00091778i,-0.0015894-0.00026049i,-0.0025388+0.00049266i,-0.0022723+0.00078045i,-0.0012959+0.00079366i,0.00064165+0.0011176i,0.0014179+0.00045657i,0.00078286-0.00058552i,0.00026624-0.0007776i,-0.00012088-1.9062e-06i,1.3129e-05+0.00037301i,0.00050384+0.00046144i,0.00048177+0.0006382i,0.00072137+0.0010607i,0.00080224+0.0011414i,0.00025037+0.00090138i,0.00051658+6.956e-05i,0.0012339+0.00011644i,0.00083446+0.00014124i,3.5445e-05-0.00036805i,-0.0002019-0.00045562i,-0.00010299-0.00016669i,3.6014e-05+3.7068e-05i
0.0012749-0.0014782i,0.00138-0.00082034i,0.0015321-0.00090711i,0.00081637-0.0010076i,0.00040187-0.00097268i,0.00076044-0.00056334i,0.0010665-0.00085293i,0.00088934-0.00017823i,0.00059829+0.00065744i,0.00041036+0.00014437i,-0.00018489-0.00026516i,-0.00058037-8.8214e-05i,-0.00054122+0.00017616i,-0.0010145+0.00014508i,-0.0012991+0.00014145i,-0.00077608+0.0006869i,-0.00012405+0.0011877i,-6.337e-06+0.00049955i,0.00044674-0.00021911i,0.00013096+0.00016827i,-0.00069071+0.00018479i,-0.00064968-0.00018403i,-0.00036273-0.00020292i
0.0015861+0.00094965i,0.0012823+0.00014001i,0.00086757-0.00049049i,0.001091-0.0011151i,0.00062436-0.0010113i,0.00031798-0.00062538i,0.00062241-0.00065777i,0.00041506-0.00043347i,0.00038802-7.8316e-05i,0.00061592+0.00032141i,0.00078333-0.0003259i,-0.00042385-0.00095591i,-0.0012215-0.0010393i,-0.0010444-0.00080352i,-0.00019202-6.0322e-05i,0.0005414+0.00058605i,0.00024346+0.00076674i,0.00013313+0.00056003i,0.00017789-0.00031377i,0.00029152-0.0010852i,0.00046528-0.0011266i,0.00014928-0.0012408i,-0.00020569-0.00090713i
-7.2869e-05+0.0011844i,-0.00055803+0.00039361i,-4.5131e-05-2.4799e-05i,0.00047374-0.00025678i,0.00072019-0.0010175i,0.0012915-0.0011899i,0.0015273-0.00071969i,0.00081425-0.00013942i,0.00045612+5.6251e-05i,0.00066432-0.0004351i,0.00042881-0.00029254i,0.00020018+0.00042936i,0.00019318+9.9917e-05i,0.00014333-0.00016404i,0.00033696+0.00032122i,0.00076782+0.00074422i,0.0010975+0.0014291i,0.0017+0.0011003i,0.0015953+0.00025793i,0.00057228-0.00026495i,0.00021642-0.00057055i,-9.9504e-05-0.00027966i,-0.00036722+0.00050666i
0.00096431+0.00079439i,0.00070838+0.0010968i,0.00059207+0.0011312i,0.00015065+0.0010579i,0.00059892+0.0010647i,0.00090577+0.00030669i,0.00046486-0.0012242i,0.00028813-0.0011502i,0.001033+0.00031267i,0.0011046+0.00050977i,0.00057919-0.00029789i,0.00012406-0.00064225i,-0.0001922+7.9577e-06i,-0.00034939+0.00022341i,-0.00033056-0.00013575i,-0.00020309-2.9805e-05i,-0.0004243+0.00020423i,-0.00072429-0.00023083i,3.7446e-05-0.00048523i,0.00091375-0.00018731i,0.00073143+7.3421e-05i,0.00017419-0.00033009i,0.00042474-0.00045121i
0.0016888-0.000294i,0.0013594-0.00053436i,0.00093425-0.00066741i,0.00027965-0.00049304i,7.8462e-06-0.00050717i,0.00011347-0.00059163i,0.0001531-0.00068463i,-0.00036485-0.00071667i,-0.00088514-0.00062978i,-0.00057172-0.00019531i,-0.00060534+6.4043e-05i,-0.00088163+0.00032734i,-0.0011283+0.00023695i,-0.00057046-0.00029367i,-0.00011427-0.00041803i,-0.00046504-0.00058602i,-0.00013191-3.6267e-05i,0.00023401+0.00016213i,0.00074098+0.00047634i,0.00062326+0.0006999i,-0.00010482+0.00048342i,1.8782e-06+0.0003623i,-0.00019404+0.00028008i
0.0025663+0.00096168i,0.0030122-0.0001416i,0.0021835-0.00048425i,0.00046034+0.0004326i,-0.00063502+0.00058327i,-0.0004448+0.00025059i,0.00054267-0.00056646i,0.00072312-0.00085374i,-3.4381e-05-0.00061379i,-0.00039326-0.0013937i,0.00016815-0.0018817i,0.00043529-0.000657i,0.0001786-0.00041827i,0.00075408-0.00072547i,0.0011615-0.00053609i,0.0011587-0.00034765i,0.0010662-0.00036789i,0.00095628-0.00054401i,0.00069733-0.00061919i,0.00042327-0.00052464i,0.00022194-0.000872i,-0.00010339-0.00033918i,-0.00018028+0.00033586i
-0.00016703+0.0010388i,-0.00095562+0.0013468i,-0.0015255+0.0010683i,-0.0010821+0.00070706i,-8.4554e-05+0.00054882i,0.00066686-0.00022469i,0.00042531-0.00087801i,-0.00025931-0.0008392i,-0.0010134-0.00024075i,-0.00054734-4.1564e-05i,0.0002259-0.00023223i,0.00012319+0.00033099i,-0.00016165+0.00053392i,0.00029702+0.00072651i,0.00065701+0.00051783i,0.0006144+0.00012395i,0.00067773+0.00022074i,0.00062137+0.00035399i,0.00023239+0.00016136i,-0.00066007+6.4839e-05i,-0.00095052+0.00033646i,-0.00053183-0.00010192i,0.00017339+0.0003155i
-0.0010987-0.00047723i,-0.0018007-0.00077773i,-0.0017756-2.2036e-05i,-0.0014656+0.00026173i,-7.5883e-05-0.00022854i,0.0015486-0.0004497i,0.0018707-0.00048518i,0.00089804-0.00073224i,-0.00035336-0.00077752i,0.00022197-0.00093428i,0.00090048-0.00083309i,0.0004285-0.00026499i,-0.00057117+0.00011971i,-0.0008178+0.00016815i,-0.00033608+0.0001349i,2.0236e-05+0.0002045i,-0.00011768+0.00068107i,5.8782e-05+0.00056539i,0.00075905+0.00035783i,0.0010246+0.00048671i,0.00020925+0.00064232i,-5.8261e-05+0.00063203i,0.00031098+0.00076475i
-0.0017605-0.0023518i,-0.0021566-0.0015581i,-0.0030732-0.0011846i,-0.0036711-0.00027172i,-0.0032938+0.00040358i,-0.0019544+0.0011643i,-0.00068232+0.00077085i,-0.00015084+0.00048556i,-0.00029775-2.8137e-06i,7.2561e-05-0.00086805i,0.00064553-2.2584e-06i,0.00083096+0.00075174i,0.00091105+0.00028637i,0.0011566-0.00037194i,0.0010378-0.00066545i,0.00045468-0.00063106i,0.00035206-0.00010454i,0.00067494-0.00031383i,0.00026509-0.00072276i,-5.0692e-05+5.7444e-05i,0.00046807+0.00068258i,0.00049024+0.00042652i,9.3069e-05-0.0003843i
0.001694+0.00011137i,0.0010498+0.00054662i,0.00031279-0.00032472i,0.00037626-0.0016211i,0.00077488-0.0016477i,0.0011771-0.0015251i,0.00099017-0.0019588i,0.0003156-0.0018827i,0.000375-0.0013917i,0.00055687-0.0014104i,-5.7842e-05-0.00071575i,-0.00088969+0.00025614i,-0.00077085+0.00057429i,-0.00057597+0.00034894i,-0.00039681+0.00036343i,7.4761e-05+0.0011777i,0.00046532+0.00085981i,0.00075311+6.8928e-05i,0.00045859+0.00032173i,0.00033303-1.3778e-05i,0.00037824-0.00039387i,0.00026138+0.00010919i,4.713e-05-8.7498e-05i
-0.00052505+0.00030277i,-0.00035446+3.9736e-05i,6.0585e-05-0.00060524i,-7.8303e-06-0.00042957i,0.00038136-0.00010159i,0.0006697-0.00071367i,0.00054861-0.0018698i,0.00082677-0.0018777i,0.0005196-0.00061378i,-0.00010242-0.0001161i,-0.00035935+0.00018051i,-0.00077031+0.00060139i,-0.00057129+0.00040623i,0.00016752+5.872e-05i,0.0005881+1.8186e-05i,0.00044677+0.00033618i,0.00022497+2.4953e-05i,0.0005269-0.00074413i,0.00084476-0.00075357i,0.00044234-0.00058058i,-0.00030873-0.00033592i,-0.00061992+0.00012911i,2.9195e-05+0.00052239i
0.001667-0.0011086i,0.000901-0.0013442i,-5.9204e-06-0.0014986i,-0.00095863-0.00090054i,-0.0011597+0.00027561i,-0.00035155+0.0004694i,0.00035769-0.00071545i,-3.6393e-05-0.0013006i,-0.00026458-0.00058056i,0.0002557-0.00063125i,0.0010859-0.00080748i,0.00026569+0.00052531i,-0.0011186+0.0012321i,-0.0008224+0.00078615i,-7.1847e-05+0.00015918i,-0.00011019+7.3316e-05i,-0.00011407+0.00050552i,0.00096283+0.00031252i,0.0014285-0.00017411i,0.00068515-0.00043326i,0.00031481-0.00048184i,1.7919e-05-0.00019465i,-0.0003899+0.00016396i
0.0010158-0.002016i,0.00076619-0.0009622i,0.00014409-0.0017945i,-0.0014368-0.001151i,-0.0025657-4.6299e-05i,-0.0011572+3.9649e-05i,0.00056476+3.3672e-06i,0.00087654+0.0004714i,0.00014766+0.00028096i,-0.00047341-0.00039596i,-0.00053763-4.4483e-06i,-0.00043627+0.00071855i,-0.00013861+0.0004805i,0.00051286-6.455e-05i,0.00078425+3.1598e-05i,0.00012544+0.00021602i,-7.1289e-05-0.00027274i,7.455e-05-0.00059654i,-0.0001432-0.0004028i,7.2372e-05-0.00047823i,0.00024415-0.00026867i,-3.7144e-05+0.00032673i,-7.3863e-05+0.00029728i
-0.0001113-0.0012555i,-0.00012997-0.001862i,4.5727e-05-0.0014001i,6.6669e-05-0.0007086i,0.00033242-0.00079713i,0.00083786-0.001426i,0.00073671-0.0018781i,0.00047421-0.0014292i,-1.1479e-05-0.0011266i,-0.00035887-0.00073749i,-0.00059251-0.00043685i,-0.00082261-0.00052409i,8.7885e-05-0.00012555i,0.0011236+0.00037454i,0.00084747+0.00071876i,0.0006345+0.00024499i,0.00098701-0.00029506i,0.00062821+0.00026781i,9.0601e-05+0.00064399i,0.00043169-0.00011945i,0.0004135-4.2072e-05i,-4.0379e-05+0.00012699i,0.00014568+0.00012974i
0.00076269+0.0020377i,0.0017875+0.0020767i,0.0023767+0.0017225i,0.0022997+0.0016669i,0.0019225+0.00073697i,0.0018274-0.00014022i,0.0020246-0.00040272i,0.0015141-0.00083027i,0.00085916-0.0010983i,0.00097753-0.0015581i,0.00074312-0.0015108i,-0.00047997-0.0011478i,-0.0012383-0.00097632i,-0.00021054-0.00080394i,1.0003e-05-0.00013561i,-0.00058014+0.0005255i,-0.00047979+0.001025i,3.9542e-05+0.0011276i,0.00017527+0.00031793i,-1.6127e-06-0.00050902i,-7.1316e-05-0.00060766i,0.00037432-0.0012147i,0.00039018-0.001165i
-0.00064668-0.00074929i,-0.0003461-0.001257i,0.00046733-0.0008333i,-0.00040891-0.00055841i,-0.00035015-0.00065234i,0.0010176-0.0010144i,0.0012952-0.00093209i,0.0011052-0.00019418i,0.00070838+0.00019954i,0.00024661-0.00015436i,-6.3634e-05-0.00074975i,7.2907e-06-0.00049746i,0.00022208+0.00043138i,0.00039593+0.0010551i,0.00023052+0.00087292i,-0.00014254+0.00030782i,0.00010918+0.00047792i,0.00076325+0.00071225i,0.00087611-0.00021061i,0.00019809-0.00089489i,0.00041158-0.00059481i,0.00081054+7.1475e-05i,-0.00011494+9.8742e-05i
8.5908e-06-0.00046548i,-0.00034899-0.00061925i,-0.0012723-0.00055034i,-0.0016391-0.00026262i,-0.00098004-0.00028036i,0.00028221-0.00071076i,0.0010931-0.0010108i,0.0004475-0.0007135i,5.7056e-05-0.00030244i,0.00045529-0.00071671i,7.9956e-05-0.00062867i,-0.0001154+0.00046403i,-0.0001921+0.0012632i,-0.00052357+0.00092055i,8.0977e-05+0.00051367i,0.00038681+0.00054224i,0.00030551+0.00052572i,0.00059814+0.00025774i,0.00097464-0.00030339i,0.00097983-0.0005081i,0.00036883+0.00021018i,-0.00069915+0.00060165i,-0.00074786+7.3355e-05i
-0.00018516+0.00011725i,0.00051434-0.0003283i,0.00084346-0.0015002i,0.0001925-0.00087496i,0.00034543+0.00054048i,0.0013964+0.0014648i,0.00094794+0.00086492i,-0.00046543-0.00023379i,-0.00024334-0.00067466i,3.7835e-05-0.00050405i,-0.0007932-0.00074169i,-0.00067806-0.0011393i,-0.00013585-0.00032791i,0.00013311+0.0007391i,-0.00026578+0.00091394i,-0.00080575+0.0007561i,0.00026897+0.00018976i,0.0010322-0.00024095i,0.0011663+1.3574e-05i,0.0013338+0.00013552i,0.0011295-0.0003144i,0.00059093-0.00042496i,0.00066671-0.00030449i
-0.00092386-0.00083692i,-0.00030098-0.0006156i,-0.00019422+6.9798e-05i,-0.00060903+0.00048867i,0.00012814+0.00047489i,0.0011786-0.00037707i,0.0014475-0.00077815i,0.00080872-0.00076166i,-0.00041163-0.000543i,-0.00053899-0.00032432i,0.00046703-6.7402e-06i,0.00064071+0.00041121i,8.5766e-05+0.00053772i,-0.00031625+0.00017371i,0.00039922+0.00051715i,0.00090491+0.0006314i,0.00075277+0.00073913i,0.0010508+0.00092403i,0.00086231+0.0001746i,4.7668e-05-0.00044432i,5.5135e-05-0.00031974i,-2.285e-06-0.00030041i,-0.00020822-0.0002028i
0.0028306+6.0066e-05i,0.0021163-0.0007368i,0.0015812-0.00129i,0.0007887-0.00098942i,7.5429e-05-0.0010482i,0.00031265-0.00085949i,0.0003906-0.00042486i,0.00030079-4.9375e-05i,0.00083514-0.00061988i,0.00079602-0.0015145i,-8.2383e-05-0.001421i,-0.00074473-0.0011438i,-0.0008898-0.00078468i,-0.00066199+3.2369e-05i,-9.5022e-05+0.00069522i,0.00054513+0.0011087i,0.00065633+0.0009875i,0.0010175-5.1357e-05i,0.0012829-9.0905e-05i,0.00080814-0.00061237i,0.00052325-0.0015021i,-1.9873e-05-0.00081371i,-0.0002476+0.00016384i
-0.00058828+0.0011988i,-0.0006847+0.0010381i,-9.0465e-05+0.00030963i,-0.00013736+0.00029776i,0.00021975+0.00018167i,0.00041711-0.00056805i,0.00034587-0.001428i,0.00063228-0.0012662i,0.0010237-0.00069767i,0.00088199-0.0010661i,0.00054183-0.0015214i,0.00020597-0.0006947i,1.6543e-05+2.4574e-06i,0.00049743-5.3373e-05i,0.00060506+0.00078986i,-0.00018582+0.00092941i,-0.00030126+0.00111i,-8.7665e-05+0.0013871i,0.00050557+0.00064177i,0.0008218+0.00062612i,0.00071945+0.00057188i,0.00098436+8.5551e-05i,0.00042437-0.00012785i
0.0011139-0.00028807i,0.00013788+0.00010632i,-0.00072787+0.00036628i,-0.000601+0.00038123i,-0.00096426+0.00037424i,-0.00063128+0.00023465i,0.0004616+0.00060856i,0.00074436+0.00041225i,0.00095169-9.998e-05i,0.0011938-0.00074314i,0.0001794-0.0011307i,-0.00061695-0.00081865i,-0.00049956-0.00019219i,-0.00031104+0.00058345i,-0.00040202+0.00085301i,5.66e-05+0.00078727i,0.00055398-0.00037221i,0.00020289-0.0011576i,-4.5445e-05-0.00017655i,0.00027396+0.0002823i,-6.4215e-05+0.00020116i,-0.00073279+0.00040439i,-0.00030925+0.0010215i
0.00040014-7.3266e-05i,0.00073018-0.0004982i,0.0017416-0.00093512i,0.0014944-0.0015878i,0.00043097-0.0010078i,0.00063167+0.00031867i,0.00043423+0.00031351i,-0.00023542+0.00010377i,-0.00012074-2.4775e-05i,0.00035802-0.00058379i,0.00073338-0.00054148i,0.0010895+0.00027932i,0.0014327+0.0010957i,0.00058714+0.0011244i,-0.00039421+0.00013771i,-5.0196e-05-0.00016032i,0.00084626+0.00016735i,0.0010556+1.2493e-05i,0.00050255-0.00018319i,0.00014595+0.00048852i,7.8665e-05+0.00069839i,-0.00031106-2.2945e-05i,-0.00037135-0.00033346i
-0.00010633-0.0013606i,-0.00031794-0.0015311i,-0.00096131-0.0015113i,-0.0016956-0.0007294i,-0.0013431+6.5537e-05i,0.00058066+0.00068031i,0.0019408+0.00027002i,0.0015412-0.00078347i,0.0014993-0.0015809i,0.0013874-0.00090924i,0.00038532+0.00028338i,-5.535e-06+0.00066293i,0.00049396+0.00035144i,0.00073548+0.00028895i,0.00061645-3.0945e-05i,0.00078838-0.00015061i,0.0011614+0.00034444i,0.0012844+0.000244i,0.00086635+7.9635e-05i,2.1034e-05+0.00038602i,-0.00026607+0.000141i,-0.00016421-0.00066019i,-0.00046238-5.9528e-06i
-0.00028519-0.00258i,0.00053154-0.0018356i,-0.00038008-0.00076898i,-0.0013855+0.00014515i,0.00020074-0.00061984i,0.0018851-0.0010884i,0.0019164-0.00053179i,0.00088617-0.00046624i,-9.9305e-05-0.00042854i,2.2597e-05-0.00084343i,-0.00020206-0.00074017i,-0.00057357+7.8756e-05i,-0.00026514+0.00014183i,8.3441e-05+9.4944e-06i,3.7915e-05+0.00029616i,-7.7635e-05+0.00030594i,0.00085276+0.00024021i,0.001946+0.00022956i,0.00072321-0.0001036i,-0.00086241+0.00036635i,-0.00081252+0.00083559i,-2.2195e-05-6.6417e-05i,0.00034761-0.00056299i
0.0015573-0.0022622i,0.0013889-0.0013791i,3.4847e-05-0.0015822i,-0.0015984-0.002531i,-0.0013429-0.0014991i,9.7485e-05-0.00081515i,0.0010635-0.001196i,0.00099623-0.00088867i,0.0001725-0.00046223i,0.00020475-0.00066954i,-2.5575e-05-0.00061349i,-0.00046842+0.00012195i,-0.00105+0.00037505i,-0.0009015+0.00061877i,-0.00019613+0.0012624i,-0.00028412+0.00088814i,-0.00025408+0.00050123i,-0.00031766+0.00069026i,-0.00019851+0.00035034i,-8.2133e-05-0.00013996i,2.3436e-05-0.00079065i,-0.00017528-0.00089195i,-0.00026461-0.00022078i
0.00094804+0.0010985i,0.0012633+0.00015088i,0.00026796-0.00014424i,-0.00035055+0.00025788i,-6.957e-05-9.0045e-05i,0.00042449-0.00047272i,0.00075031-0.00055631i,0.0010984-0.00064319i,0.0010271-0.00098468i,0.00049191-0.0011837i,0.00030543-0.00095993i,0.00054484-0.00091826i,0.0005508-0.0011666i,0.00048259-0.00068099i,-5.6399e-05+0.00032939i,-0.00043504+0.00082347i,0.00035945+0.0011625i,0.00061032+0.0013009i,0.00030592+0.00084973i,3.0281e-06+5.0035e-06i,-6.4537e-05-0.00017127i,0.00037258+0.00011357i,0.00065161+3.2211e-05i
-0.0016518+0.00030728i,-0.0020231+0.00050272i,-0.0022234+0.0014646i,-0.0023486+0.0018781i,-0.0015074+0.0013482i,0.00032673-0.00033965i,0.0011061-0.0011639i,0.00069658-0.00046996i,0.00027372-0.00025025i,0.00068389-0.00044247i,0.00035574-0.00049757i,-0.00024877-0.00039324i,-0.00022119+0.00064676i,-0.00010732+0.0011333i,0.00038742+0.0006749i,0.00089306+0.00051838i,0.00068802+0.00026594i,0.00064074-2.1758e-05i,0.00042814-0.00058692i,-0.0002599-0.0010092i,-0.00036688-0.00076296i,-0.00047293+0.00055269i,-0.00075109+0.00085759i
0.00073559-5.7379e-05i,0.00050531-0.00038947i,0.0015862-0.00011572i,0.0014049-8.355e-05i,0.00067708-0.00048123i,0.0007563-0.00063925i,0.00075223-0.00080235i,0.00061245-0.0012122i,0.0010401-0.0013224i,0.0010162-0.00083843i,0.0002668+3.9805e-05i,-0.00030361-2.7507e-05i,-0.0007508-0.00075091i,-0.00044191-0.0014081i,3.996e-05-0.0013858i,0.00053425-0.00041603i,0.00078583+0.00090537i,5.0953e-06+0.00093601i,-0.00016699+1.4249e-05i,6.9306e-06-0.00061994i,-7.189e-06-0.00069356i,-0.00018989-0.00018111i,-3.5296e-05+0.00034248i
0.00077822+9.3307e-05i,0.00084052-0.00022594i,0.00073475+0.00037311i,0.00024888+0.00051242i,0.00015696-0.00014053i,0.00020099-0.00021436i,0.0006153-0.00048772i,0.0012806-0.00036375i,0.0011403-0.00060167i,0.00058881-0.00011785i,0.00020541+0.00013786i,0.00046166-0.0005349i,0.00049545-0.00053011i,0.00029275+8.2218e-05i,0.00077266+0.00059927i,0.00058179+0.0011727i,4.0258e-05+0.0012179i,-0.00037861+0.00060746i,-0.00085266-0.00035199i,-0.00083653-0.00064474i,-0.00081849-0.0002983i,-0.00063847-0.0001023i,-0.00031221-0.00035534i
