-0.001519+0.000942i,-0.0016679+0.00051039i,-0.0035252+0.00084416i,-0.0033229+0.000736i,-0.0012381+0.0010389i,0.00031436+0.0013705i,0.0006752+0.0012668i,0.00092158+0.00078218i,0.0013013+0.0001198i,0.0014362-0.00028272i,0.0010261-0.00077142i,0.00078677-0.00055806i,-0.00012361-0.00025499i,-0.00099292-4.1833e-05i,-0.00052372+0.00022055i,-9.1845e-05+0.00037447i,-5.4038e-05+6.6593e-05i,-7.4719e-05+0.00030026i,0.00048942+0.00059749i,0.00098618-7.6234e-05i,0.00095336+0.00032115i,0.00044646+3.0582e-06i,-2.8324e-05-0.00022652i
-0.19577+0.015545i,-0.34478+0.021558i,-0.37457+0.0097895i,-0.21918+0.010087i,0.0027117+0.023182i,0.1087+0.0091651i,0.083396-0.0072981i,0.028438+0.0039749i,-0.0019084+0.033367i,-0.012795+0.0492i,-0.022396+0.0399i,-0.035581+0.029622i,-0.032928+0.026485i,-0.011134+0.019169i,0.0049355+0.0063157i,0.0083306-0.0067726i,0.011493-0.015067i,0.019547-0.014653i,0.030376-0.010618i,0.040749-0.016684i,0.040765-0.031235i,0.028612-0.035656i,0.019112-0.027643i
0.13517-0.096154i,0.25709-0.11497i,0.35742-0.084495i,0.33673-0.11094i,0.18163-0.18589i,0.021158-0.17298i,-0.028271-0.094268i,-0.0072782-0.060517i,-0.0049246-0.067067i,-0.01771-0.050835i,-0.014917-0.020104i,0.0011787-0.010742i,0.0089119-0.015563i,0.0059233-0.013409i,0.0097575-0.0095114i,0.017597-0.016669i,0.012391-0.025211i,-0.0054641-0.02249i,-0.027437-0.011526i,-0.042927+0.008264i,-0.041343+0.032441i,-0.029258+0.039483i,-0.027411+0.029332i
-0.021577+0.099473i,-0.090088+0.087137i,-0.23125+0.001317i,-0.34103-0.013604i,-0.29983+0.071026i,-0.15696+0.10526i,-0.066413+0.065792i,-0.051352+0.055847i,-0.02882+0.080224i,0.010434+0.081593i,0.023151+0.062734i,0.010093+0.050141i,-0.0063891+0.039219i,-0.026419+0.022422i,-0.046482+0.012006i,-0.052591+0.017288i,-0.039189+0.020205i,-0.014245+0.0058521i,0.0098544-0.017536i,0.022473-0.041351i,0.018511-0.055523i,0.0087787-0.043507i,0.0082512-0.01814i
-0.082082-0.053943i,-0.07715-0.033229i,0.013658+0.028884i,0.11846+0.049225i,0.14372+0.021701i,0.10937+0.020694i,0.091886+0.042452i,0.088883+0.048794i,0.067245+0.036018i,0.033866+0.017574i,0.015577+0.0094026i,0.012368+0.004807i,0.016947+0.0057927i,0.03731+0.021453i,0.059707+0.030905i,0.057704+0.02093i,0.0357+0.01598i,0.010109+0.028564i,-0.0083275+0.042606i,-0.0098212+0.050006i,0.0042256+0.049861i,0.020842+0.039599i,0.025635+0.025259i
0.099567-0.025886i,0.1172-0.036312i,0.06754-0.026311i,0.019781-0.0022487i,0.025642-0.01671i,0.039562-0.076153i,0.025727-0.11239i,0.03223-0.11403i,0.0618-0.11662i,0.064601-0.11599i,0.041664-0.093463i,0.021237-0.054465i,0.007396-0.028519i,-0.010695-0.033256i,-0.028908-0.042724i,-0.030155-0.03201i,-0.013038-0.022789i,0.0021559-0.032527i,-0.0037973-0.04098i,-0.027806-0.035279i,-0.044416-0.027106i,-0.043159-0.028314i,-0.036112-0.029106i
-0.050168+0.058143i,-0.080542+0.047006i,-0.10746-0.030714i,-0.16328-0.089614i,-0.21008-0.05733i,-0.18504+0.014662i,-0.13255+0.041869i,-0.12092+0.030825i,-0.12645+0.031603i,-0.098426+0.045998i,-0.050063+0.036362i,-0.023344+0.005352i,-0.015331-0.0099132i,-0.0037323-0.00055314i,0.0095745+0.013253i,0.014489+0.017019i,0.0053051+0.015514i,-0.002557+0.016972i,0.011705+0.020603i,0.042748+0.019513i,0.060265+0.01233i,0.051618+0.010997i,0.041549+0.016143i
-0.018583-0.047806i,-0.018734+0.0062655i,0.024034+0.15629i,0.11643+0.25335i,0.17703+0.18716i,0.15516+0.056386i,0.11317-0.013372i,0.082721-0.018228i,0.061363-0.019771i,0.033654-0.048923i,-0.0021714-0.054871i,-0.015021-0.019215i,-0.010007+0.010594i,-0.0037008+0.019071i,0.0091444+0.01576i,0.025009+0.01026i,0.034961+0.01352i,0.029923+0.018595i,0.0045976+0.01475i,-0.030127+0.0098588i,-0.049451+0.010419i,-0.045096+0.0043356i,-0.035481-0.011712i
0.07584+0.0090412i,0.12941-0.067488i,0.12136-0.20344i,0.052083-0.23577i,0.010749-0.11797i,0.0021232-0.017328i,-0.020185+0.0048502i,-0.013556-0.0037198i,0.0040512-0.012231i,-0.0058005+0.011203i,-0.011517+0.035291i,-0.0049397+0.026888i,0.0021194+0.0088437i,-0.00081406-0.01177i,-0.016189-0.028086i,-0.020301-0.034914i,-0.0050817-0.046223i,0.015037-0.053542i,0.029636-0.046459i,0.038926-0.035563i,0.040438-0.028142i,0.029943-0.018908i,0.01642-0.0063587i
-0.10175+0.052677i,-0.18588+0.15175i,-0.18451+0.25365i,-0.10426+0.18836i,-0.065325-0.0063755i,-0.064201-0.10243i,-0.043834-0.081166i,-0.055112-0.043416i,-0.080201-0.015634i,-0.065456-0.0053684i,-0.038075-0.0051234i,-0.016247-0.0019753i,-0.00098038-0.00072353i,0.0051561+0.0070093i,0.008875+0.018772i,0.0039154+0.023484i,-0.016227+0.026375i,-0.037042+0.027094i,-0.040873+0.026242i,-0.031028+0.026458i,-0.023235+0.027066i,-0.021204+0.028095i,-0.018203+0.026395i
0.082185-0.089025i,0.16754-0.20802i,0.17567-0.27652i,0.10775-0.15566i,0.062417+0.05448i,0.051267+0.14485i,0.034236+0.12444i,0.026334+0.098214i,0.03629+0.081027i,0.043427+0.056464i,0.033364+0.03261i,0.0088751+0.021169i,-0.011713+0.018711i,-0.015469+0.013536i,-0.0096604+0.0039312i,-0.0012864-0.0041768i,0.013796-0.0055151i,0.031122-0.0033508i,0.033632-0.0077728i,0.021639-0.017081i,0.017752-0.022322i,0.023541-0.02381i,0.021158-0.023595i
-0.044707+0.090757i,-0.084115+0.20661i,-0.082462+0.23374i,-0.050988+0.11449i,-0.02601-0.026803i,-0.017981-0.094765i,-0.023559-0.099056i,-0.01233-0.06979i,0.0075214-0.042451i,0.0030416-0.024551i,0.0020636-0.0087457i,0.021253-0.0047223i,0.033843-0.0082132i,0.026419-0.010287i,0.0092962-0.0075654i,0.00053133-0.0061473i,-0.0034015-0.017196i,-0.010095-0.03157i,-0.014961-0.031295i,-0.019558-0.017174i,-0.024988-0.0011486i,-0.025541+0.010325i,-0.019412+0.02025i
-0.013815-0.078298i,-0.055415-0.16356i,-0.07817-0.16061i,-0.031735-0.096546i,0.025313-0.071582i,0.048473-0.036125i,0.068346+0.012265i,0.059823+0.010289i,0.024445-0.0055103i,0.014995-0.011787i,0.010179-0.022288i,-0.00926-0.028701i,-0.022761-0.026665i,-0.017338-0.014304i,0.0012349-0.0008816i,0.0053671+0.011641i,-0.0072014+0.027511i,-0.013152+0.037459i,-0.0040838+0.037553i,0.012295+0.0297i,0.023572+0.014297i,0.024048-0.00088395i,0.021018-0.0072487i
0.055576+0.048393i,0.16742+0.082268i,0.19681+0.040673i,0.056673+0.018012i,-0.093015+0.072908i,-0.13051+0.067956i,-0.11899+0.00033602i,-0.081628-0.01984i,-0.028831-0.019292i,-0.015103-0.020622i,-0.01971-0.0049417i,-0.015814+0.013795i,-0.012581+0.026304i,-0.014413+0.027813i,-0.017948+0.022111i,-0.0053005+0.012675i,0.019059+0.0017912i,0.02749-0.0066877i,0.015168-0.017759i,-0.0052134-0.022178i,-0.018048-0.0097682i,-0.013044+0.0059409i,-0.0026168+0.0073767i
-0.080088-0.039122i,-0.24534-0.013996i,-0.31586+0.064032i,-0.1688+0.09425i,0.040272+0.040492i,0.13784+0.006099i,0.14019+0.021042i,0.095176+0.027836i,0.043734+0.025208i,0.02606+0.016541i,0.024646+0.0025232i,0.025184+0.0035031i,0.034578+0.0041389i,0.044099-0.013216i,0.041653-0.029451i,0.025643-0.02625i,0.0072139-0.01564i,-0.0029374-0.011377i,-0.004898-0.0060518i,0.0012117-0.0021839i,0.0084285-0.011786i,0.0051398-0.026264i,-0.0045715-0.02861i
0.1089+0.035711i,0.28122-0.024291i,0.38162-0.10155i,0.28916-0.12396i,0.097933-0.10536i,-0.046115-0.087073i,-0.10296-0.073408i,-0.08937-0.059802i,-0.060454-0.051747i,-0.053149-0.037579i,-0.052525-0.022622i,-0.046046-0.022657i,-0.045662-0.020446i,-0.046175+0.0022331i,-0.0338+0.023011i,-0.017407+0.021048i,-0.0054534+0.014954i,0.0021859+0.016983i,0.0049377+0.023267i,0.0061858+0.033146i,0.0077747+0.040379i,0.0045717+0.037894i,-0.00036016+0.03196i
-0.13362-0.012385i,-0.2665+0.059022i,-0.34849+0.10905i,-0.31408+0.095248i,-0.19841+0.079068i,-0.061938+0.07141i,0.0241+0.04491i,0.034457+0.022991i,0.027245+0.014773i,0.024231+0.010977i,0.017671+0.022025i,0.015103+0.036614i,0.018671+0.032871i,0.017536+0.0082556i,0.0062933-0.013707i,0.0054835-0.018245i,0.014585-0.023727i,0.011518-0.033175i,0.00082422-0.044541i,-0.01206-0.061431i,-0.024237-0.062405i,-0.0234-0.041355i,-0.012039-0.024528i
0.13437-0.029761i,0.19343-0.097629i,0.20618-0.08831i,0.19704+0.0073866i,0.16776+0.049352i,0.088799+0.023733i,0.010228+0.015579i,-0.02283+0.019955i,-0.037259+0.024663i,-0.024504+0.025544i,0.0071659+0.00085636i,0.017774-0.026179i,0.012773-0.026603i,0.013272-0.011059i,0.019886+0.0014107i,0.012518+0.0032958i,-0.0022837+0.0068254i,0.0034914+0.016233i,0.016067+0.0327i,0.024933+0.052325i,0.035622+0.051792i,0.031474+0.031528i,0.013521+0.018462i
-0.1051+0.088123i,-0.075213+0.15744i,0.012035+0.09956i,0.050618-0.066893i,0.025093-0.15248i,0.011776-0.12876i,0.016631-0.092888i,0.024248-0.060855i,0.036992-0.044789i,0.017356-0.044047i,-0.021125-0.02292i,-0.025672+0.00072613i,-0.017405+0.00037852i,-0.027152+4.6696e-05i,-0.03534+0.0097983i,-0.021767+0.013723i,-0.0047061+0.0043478i,-0.0057936-0.014325i,-0.015303-0.031763i,-0.025808-0.038067i,-0.036175-0.029193i,-0.033077-0.0099496i,-0.017102+0.0034248i
0.036989-0.16501i,-0.069218-0.24158i,-0.22878-0.1767i,-0.29872-0.00027783i,-0.24044+0.12251i,-0.13952+0.14395i,-0.059076+0.12726i,-0.019896+0.095203i,-0.008974+0.065014i,0.0075895+0.051493i,0.021882+0.036942i,0.012203+0.026547i,0.005146+0.027659i,0.022354+0.015243i,0.03443-0.009432i,0.019979-0.017582i,-0.0001529-0.0096502i,-0.0089422+0.0021699i,-0.0018493+0.011596i,0.019504+0.010716i,0.038253+0.005668i,0.044708+0.0015034i,0.040463-0.0056765i
0.058583+0.1986i,0.19539+0.27712i,0.33304+0.24242i,0.37223+0.11978i,0.30774-0.0082175i,0.19828-0.10154i,0.095411-0.14911i,0.026963-0.13149i,-0.0052352-0.085746i,-0.011884-0.054124i,-0.0011909-0.037652i,0.013424-0.035322i,0.010239-0.034459i,-0.011671-0.015539i,-0.02161+0.01387i,-0.0093259+0.029417i,0.0058487+0.031034i,0.01431+0.027578i,0.0072557+0.021154i,-0.015516+0.019326i,-0.02904+0.013608i,-0.028905-0.0036724i,-0.03185-0.013547i
-0.15896-0.17655i,-0.28611-0.23555i,-0.33067-0.22856i,-0.2742-0.1704i,-0.19917-0.076739i,-0.14744+0.033256i,-0.10339+0.10842i,-0.051205+0.11222i,-0.002443+0.068806i,0.006557+0.017867i,-0.024598-0.00043531i,-0.047205+0.018442i,-0.031012+0.033764i,-0.00063521+0.020185i,0.01272-0.0073505i,0.014077-0.024124i,0.012107-0.033646i,0.0045982-0.041569i,0.0033392-0.043193i,0.010447-0.041095i,0.0078991-0.032189i,-0.0010144-0.009986i,0.0014626+0.010614i
0.23603+0.075031i,0.32041+0.087043i,0.24334+0.08173i,0.0657+0.071957i,-0.027948+0.034872i,0.0049629-0.028463i,0.058588-0.066094i,0.061202-0.065084i,0.017826-0.039757i,-0.0073542+0.0041285i,0.01939+0.023916i,0.041865-0.00030588i,0.024672-0.021557i,0.003208-0.013183i,-0.00011124+0.001216i,-0.0031133+0.0073086i,-0.0081577+0.016741i,-0.0046199+0.030407i,0.0017205+0.037236i,0.0060299+0.037878i,0.010019+0.031586i,0.013601+0.013911i,0.0099298-0.0043375i
-0.23087+0.074742i,-0.27482+0.13029i,-0.11993+0.15881i,0.12113+0.13852i,0.21375+0.096648i,0.13604+0.058344i,0.036776+0.0086177i,-0.014279-0.033616i,-0.013324-0.044555i,-0.0013669-0.05068i,-0.019507-0.048626i,-0.029715-0.0201i,-0.012156+0.0029294i,-0.0043389+0.0031307i,-0.0078463+0.0054093i,0.0018967+0.014206i,0.017632+0.010834i,0.0193-0.0040626i,0.0047807-0.01909i,-0.013815-0.027837i,-0.025434-0.026665i,-0.025767-0.016629i,-0.02043-0.0053287i
0.15833-0.20895i,0.17164-0.33314i,0.014475-0.37365i,-0.2019-0.30933i,-0.26405-0.19673i,-0.20081-0.092549i,-0.14133+0.0043831i,-0.09422+0.079023i,-0.04876+0.088568i,-0.016144+0.057321i,0.0031864+0.033008i,0.0038811+0.020565i,-0.0012637+0.016565i,0.0089627+0.010294i,0.018566-0.0085004i,0.012538-0.030227i,0.0021733-0.041192i,-0.0034739-0.038104i,0.00073871-0.018202i,0.013758+0.009802i,0.022007+0.027089i,0.018628+0.031618i,0.013545+0.032273i
-0.031217+0.28095i,-0.012915+0.44591i,0.077935+0.47411i,0.18428+0.36064i,0.21294+0.20586i,0.20766+0.077745i,0.20324-0.0072924i,0.16772-0.048535i,0.09759-0.047152i,0.028717-0.015677i,0.0055036+0.010228i,0.018716+0.0048006i,0.019425-0.016954i,-0.0027657-0.021202i,-0.020692-0.0029107i,-0.026954+0.01895i,-0.029257+0.035172i,-0.023155+0.040534i,-0.014516+0.025006i,-0.0099317-0.0030106i,-0.00098623-0.021923i,0.013452-0.029077i,0.021263-0.034909i
-0.12396-0.26636i,-0.18028-0.41241i,-0.17773-0.39717i,-0.13629-0.2447i,-0.12758-0.10569i,-0.16792-0.034282i,-0.18875-0.020885i,-0.15708-0.034456i,-0.089199-0.036046i,-0.023198-0.037242i,-0.0089181-0.045158i,-0.032931-0.029648i,-0.034261+0.0042211i,-0.007204+0.020932i,0.016888+0.013394i,0.032506+0.00065292i,0.043522-0.011373i,0.0395-0.019838i,0.021569-0.015057i,0.0027822-0.0028322i,-0.013327+0.0050228i,-0.026658+0.006961i,-0.033557+0.011338i
0.23395+0.15091i,0.32746+0.22695i,0.25227+0.17697i,0.096306+0.038296i,0.050659-0.044763i,0.096708-0.045176i,0.10554+0.0032195i,0.060687+0.056313i,0.015398+0.065431i,-0.0060429+0.048664i,0.0020527+0.043429i,0.02247+0.033331i,0.021181+0.0093671i,0.0020634-0.0066631i,-0.013354-0.0090403i,-0.022192-0.0097177i,-0.025699-0.010258i,-0.019256-0.0065447i,-0.0018769-0.00031161i,0.015448+0.0061763i,0.023028+0.0068577i,0.025069+0.0045093i,0.025471+0.0036706i
-0.2751+0.019401i,-0.39137+0.040865i,-0.30108+0.099342i,-0.10257+0.17209i,-0.012049+0.17904i,-0.012506+0.11524i,0.0084211+0.038027i,0.051861-0.013545i,0.060993-0.028441i,0.029286-0.029849i,-0.0025561-0.033943i,-0.0092421-0.032852i,-0.0012891-0.025764i,0.0037866-0.018659i,0.0053424-0.0079189i,0.005312+0.0066138i,-0.00019503+0.016735i,-0.0088368+0.016809i,-0.016662+0.0043213i,-0.021168-0.011453i,-0.019973-0.016434i,-0.014339-0.013293i,-0.0061407-0.011422i
0.22664-0.18302i,0.33556-0.28674i,0.27935-0.32075i,0.11524-0.29449i,0.0030183-0.23749i,-0.049787-0.16848i,-0.084814-0.1117i,-0.095293-0.076105i,-0.064891-0.052753i,-0.013111-0.022852i,0.013599+0.0052169i,0.0025505+0.020968i,-0.012027+0.035046i,-0.0082752+0.041872i,0.0023596+0.030909i,0.015137+0.014361i,0.031592+0.0023141i,0.04219-0.0044808i,0.036315-0.0027525i,0.017216+0.0049122i,-0.0012959+0.010738i,-0.01165+0.011062i,-0.019893+0.010015i
-0.086077+0.27659i,-0.15614+0.4202i,-0.1673+0.40897i,-0.10387+0.29776i,-0.0067052+0.21179i,0.078208+0.16428i,0.097898+0.13026i,0.057472+0.10875i,0.0048021+0.084359i,-0.031398+0.044447i,-0.035428+0.015159i,-0.010644-0.00047382i,0.011533-0.020623i,0.010801-0.036745i,-0.0013192-0.034703i,-0.013901-0.025805i,-0.026435-0.02189i,-0.032942-0.019364i,-0.022382-0.013486i,0.0027816-0.0052568i,0.024537+0.00024445i,0.032129+0.0034387i,0.032958+0.0047126i
-0.080706-0.27193i,-0.075903-0.40257i,-0.0062182-0.35594i,0.045957-0.2077i,-0.002346-0.12862i,-0.081262-0.1178i,-0.081412-0.10308i,-0.018979-0.079953i,0.02815-0.058305i,0.033998-0.038969i,0.019641-0.026593i,0.0052712-0.0113i,0.00011043+0.0086241i,0.0052977+0.022722i,0.013918+0.023628i,0.01927+0.018788i,0.019198+0.017787i,0.010595+0.018395i,-0.0074866+0.011057i,-0.028931-0.0023977i,-0.0418-0.0083679i,-0.039457-0.0092099i,-0.031376-0.010644i
0.21079+0.16169i,0.26744+0.24133i,0.17053+0.19301i,0.033167+0.073621i,0.016634+0.024083i,0.074264+0.031979i,0.077514+0.022691i,0.026644+0.0023102i,-0.0025194-0.0017871i,-0.00023302+0.013017i,0.0041344+0.023685i,-0.0038215+0.012953i,-0.018578-4.6124e-06i,-0.027518-0.0012468i,-0.028053+0.0025664i,-0.018681+0.0050919i,-0.0020607+0.0055432i,0.016943+0.0033973i,0.032992+0.006041i,0.042342+0.012328i,0.043334+0.012709i,0.033783+0.011661i,0.021043+0.012721i
-0.25138+0.0051075i,-0.34847-0.0090122i,-0.26908+0.0059548i,-0.10961+0.046095i,-0.041999+0.053011i,-0.063342+0.034926i,-0.074063+0.027376i,-0.062411+0.027458i,-0.056884+0.017559i,-0.047237-0.010511i,-0.029667-0.027605i,-0.0041358-0.020768i,0.023318-0.01747i,0.036855-0.026295i,0.037626-0.031442i,0.028344-0.035045i,0.0076351-0.040116i,-0.01539-0.040269i,-0.03022-0.033499i,-0.033768-0.01907i,-0.026714-0.0077746i,-0.013215-0.0058895i,-0.0013419-0.0046778i
0.1976-0.1458i,0.3006-0.18643i,0.26637-0.15381i,0.14531-0.094661i,0.076793-0.068235i,0.061931-0.078341i,0.05055-0.062693i,0.064185-0.020463i,0.08147+0.0028117i,0.064665+0.016315i,0.034283+0.028578i,0.0062218+0.030175i,-0.017351+0.032096i,-0.03202+0.038853i,-0.03759+0.039829i,-0.032407+0.03921i,-0.01712+0.043163i,-5.4133e-05+0.044376i,0.014264+0.030185i,0.018336+0.00079234i,0.0088267-0.017982i,-0.0035057-0.015343i,-0.0092348-0.010211i
-0.081659+0.2116i,-0.15609+0.28993i,-0.16505+0.21733i,-0.11674+0.073343i,-0.087596+0.02698i,-0.048735+0.071461i,-0.0056929+0.061254i,-0.016595+0.0033757i,-0.042544-0.020688i,-0.039875-0.019706i,-0.024028-0.022326i,-0.0080577-0.029516i,0.0013255-0.03501i,0.0067575-0.030984i,0.0123-0.02031i,0.015937-0.0099985i,0.020616-0.0079695i,0.021369-0.012996i,0.0098192-0.0039367i,0.0015072+0.022911i,0.0094915+0.038015i,0.018172+0.029014i,0.015224+0.016824i
-0.056424-0.20869i,-0.04622-0.2936i,-0.017974-0.19524i,0.016818+0.00088513i,0.04544+0.046364i,0.0148-0.040363i,-0.035909-0.068524i,-0.039731-0.035178i,-0.016301-0.018563i,-0.0012131-0.018054i,-0.00079345-0.0066621i,-0.0049034+0.019569i,0.0054329+0.036403i,0.023267+0.028523i,0.032296+0.0064619i,0.026212-0.018116i,0.004782-0.032065i,-0.013371-0.030371i,-0.016069-0.030255i,-0.017736-0.042933i,-0.02767-0.048836i,-0.030648-0.036675i,-0.021688-0.022573i
0.16249+0.12517i,0.22365+0.18802i,0.1897+0.092312i,0.078748-0.083449i,0.0019542-0.098853i,0.017813+0.0036417i,0.049681+0.060251i,0.045971+0.069013i,0.031715+0.067362i,0.018756+0.053663i,0.013047+0.032385i,0.0099357+0.005156i,-0.01221-0.013437i,-0.045709-0.0095556i,-0.066582+0.010624i,-0.06012+0.038196i,-0.033811+0.057299i,-0.0069086+0.055353i,0.010697+0.045153i,0.024856+0.04168i,0.034056+0.038625i,0.026511+0.028587i,0.012507+0.021244i
-0.19383-0.0044462i,-0.30277-0.016045i,-0.26638+0.049624i,-0.11269+0.13363i,-0.021506+0.096076i,-0.028944+0.0029341i,-0.029717-0.049985i,-0.0080457-0.081367i,-0.0091988-0.089678i,-0.018285-0.070315i,-0.018532-0.051913i,-0.0099098-0.037725i,0.013459-0.026123i,0.047944-0.020262i,0.075332-0.021623i,0.080002-0.030524i,0.067146-0.039472i,0.046808-0.039494i,0.015586-0.031608i,-0.01894-0.02086i,-0.03194-0.0097327i,-0.017941-0.0041862i,-0.0027292-0.0056366i
0.1528-0.1079i,0.26061-0.15668i,0.22037-0.17504i,0.06705-0.13435i,0.0035085-0.048499i,0.026037-0.0035404i,0.0079466+0.0020503i,-0.025108+0.02849i,-0.011332+0.045905i,0.0097653+0.038583i,0.0079622+0.039648i,-0.0014771+0.049044i,-0.010022+0.053015i,-0.021016+0.042963i,-0.036977+0.021429i,-0.048138+0.0002885i,-0.049603-0.012596i,-0.041994-0.013343i,-0.013606-0.0088223i,0.023814-0.012544i,0.033945-0.021372i,0.015542-0.020327i,0.00094495-0.0091801i
-0.060604+0.15889i,-0.12107+0.25359i,-0.078129+0.2415i,0.039075+0.11192i,0.056825-0.0035277i,0.0022198-0.010752i,0.0034918+0.022734i,0.018815+0.019385i,0.00093466+0.0057532i,-0.0082975-0.0012929i,0.0035019-0.015791i,0.013142-0.035658i,0.0046713-0.053506i,-0.013599-0.053227i,-0.019994-0.022748i,-0.01208+0.021666i,0.0026038+0.051442i,0.013707+0.05013i,0.00035947+0.033065i,-0.025686+0.029981i,-0.026535+0.037809i,-0.0063936+0.033903i,0.004352+0.019086i
-0.035898-0.14529i,-0.049048-0.25693i,-0.10201-0.24194i,-0.16935-0.084896i,-0.13772+0.031752i,-0.045479+0.0091225i,-0.011603-0.040961i,-0.00035328-0.040742i,0.019095-0.031429i,0.010342-0.028982i,-0.01423-0.016027i,-0.023322+0.0070719i,-0.0039814+0.035642i,0.034225+0.049548i,0.067229+0.029036i,0.07505-0.017968i,0.057731-0.057816i,0.033034-0.060462i,0.019746-0.043283i,0.017422-0.039929i,0.0088721-0.046139i,-0.0027243-0.040842i,-0.0045618-0.026771i
0.11431+0.095954i,0.19308+0.19075i,0.26429+0.18736i,0.28031+0.052016i,0.19174-0.043612i,0.076195-0.013801i,0.023393+0.023436i,-0.0050804+0.015812i,-0.022151+0.015903i,-0.0071585+0.030504i,0.011236+0.034694i,0.01024+0.020927i,-0.012069-0.0042117i,-0.049482-0.02555i,-0.086628-0.026824i,-0.10172-0.0032837i,-0.087135+0.02138i,-0.057427+0.023181i,-0.027662+0.018107i,-0.0054249+0.02506i,0.0072478+0.031574i,0.0078241+0.026265i,-0.00030218+0.019442i
-0.13371-0.0201i,-0.25648-0.076134i,-0.34395-0.075967i,-0.31185+0.014133i,-0.17661+0.052191i,-0.067684+0.001082i,-0.030784-0.020886i,-0.01138-0.0088286i,-0.001345-0.01742i,-0.0050821-0.037813i,-0.0044429-0.049515i,0.0077255-0.04637i,0.027314-0.033856i,0.048997-0.012945i,0.070642+0.012961i,0.081521+0.028922i,0.071358+0.034763i,0.047691+0.033672i,0.016577+0.017824i,-0.015049-0.0045192i,-0.028387-0.011659i,-0.017573-0.0058262i,-0.0010345-0.007043i
0.10944-0.053118i,0.24196-0.052348i,0.32498-0.068007i,0.25294-0.10491i,0.10558-0.073273i,0.031669-0.001498i,0.024383+0.014826i,0.019033+0.013235i,0.017187+0.026473i,0.0097845+0.031053i,-0.010212+0.035391i,-0.025642+0.047967i,-0.031615+0.060711i,-0.029701+0.055772i,-0.024561+0.019159i,-0.016728-0.03153i,-0.0062573-0.066275i,0.0014718-0.066308i,0.014521-0.035349i,0.036102-0.0049599i,0.041671-8.8634e-05i,0.022094-0.0080189i,0.0013113-0.0038743i
-0.053759+0.081955i,-0.1681+0.13956i,-0.2397+0.19338i,-0.15669+0.20433i,-0.026551+0.12417i,0.013098+0.02296i,0.0063536-0.0092016i,0.0090156-0.018031i,0.0021306-0.029091i,-0.0015667-0.014381i,0.014675-0.0037509i,0.026645-0.023351i,0.023962-0.055962i,0.0097594-0.07315i,-0.016495-0.049695i,-0.04382+0.0056786i,-0.052651+0.05145i,-0.039252+0.055223i,-0.028834+0.026727i,-0.035519+0.0042248i,-0.035913+0.0053254i,-0.019077+0.013613i,-0.003355+0.011761i
-0.0028364-0.078215i,0.069364-0.18036i,0.11795-0.28098i,0.045301-0.28783i,-0.046007-0.17901i,-0.044908-0.069586i,-0.033572-0.039592i,-0.051706-0.025003i,-0.04039-0.00813i,-0.016107-0.02357i,-0.016806-0.033602i,-0.022868-0.0081986i,-0.014688+0.03172i,0.0079692+0.062206i,0.04384+0.063731i,0.077666+0.033385i,0.084434-0.0023558i,0.061654-0.014741i,0.03538-0.0078022i,0.026103-0.0034033i,0.023572-0.0082112i,0.015235-0.014582i,0.0071622-0.014044i
0.030271+0.054382i,0.0071502+0.17994i,-0.004221+0.32295i,0.053367+0.33882i,0.090991+0.21058i,0.049462+0.10174i,0.031859+0.087568i,0.053235+0.081411i,0.040513+0.058886i,0.0079041+0.052835i,-0.0019748+0.049884i,0.0011601+0.029821i,-0.0044753-0.00095862i,-0.023559-0.031305i,-0.048773-0.053989i,-0.065799-0.05964i,-0.059304-0.05127i,-0.033767-0.038894i,-0.011089-0.023075i,-0.0035608-0.0077383i,-0.0048097+0.0027659i,-0.007308+0.0082101i,-0.0090244+0.010864i
-0.033693-0.01882i,-0.054321-0.14268i,-0.090323-0.29704i,-0.13365-0.3118i,-0.10263-0.18834i,-0.018201-0.1082i,0.010771-0.11353i,0.0016917-0.11474i,0.0059832-0.088108i,0.016823-0.059238i,0.022302-0.044058i,0.022811-0.038311i,0.026487-0.028829i,0.033314-0.0091335i,0.033679+0.024032i,0.024701+0.057519i,0.0079586+0.069521i,-0.0077173+0.055251i,-0.015392+0.024994i,-0.016394-0.00050408i,-0.012069-0.007605i,-0.0030328-0.0038777i,0.0070002-0.003726i
0.02096+0.0026503i,0.07726+0.10862i,0.16512+0.23868i,0.20196+0.23645i,0.11774+0.12923i,0.0016082+0.069157i,-0.047003+0.066335i,-0.058768+0.06405i,-0.053481+0.04728i,-0.03394+0.020708i,-0.029677+0.010183i,-0.039553+0.025696i,-0.045327+0.042658i,-0.039172+0.042358i,-0.015089+0.018364i,0.020313-0.020467i,0.045557-0.044853i,0.045418-0.038638i,0.029809-0.012737i,0.018783+0.013213i,0.013943+0.018967i,0.0065052+0.0067778i,-0.003927-0.0012819i
0.0053738-0.010026i,-0.082196-0.088126i,-0.21594-0.16812i,-0.25664-0.13904i,-0.14933-0.054999i,-0.020575-0.019159i,0.03421+0.0010913i,0.053716+0.027436i,0.049837+0.028694i,0.018611+0.022384i,0.010943+0.018417i,0.029681-0.002712i,0.039459-0.030638i,0.030153-0.047705i,-0.00029956-0.046905i,-0.039253-0.027787i,-0.059311-0.0073583i,-0.048817-0.0035674i,-0.026054-0.013761i,-0.012804-0.027406i,-0.0092495-0.029308i,-0.0061885-0.014254i,-0.0011137+0.00050343i
