-0.00045186+0.0005624i,-0.0016493-0.00018516i,-0.0014814-0.0014716i,-0.00067198-0.0015096i,-0.0014375-0.00039794i,-0.0018109+0.00032088i,-0.0011464+0.00078621i,4.5969e-05+0.0012531i,0.00088223+0.00099811i,0.00096213+0.00070619i,0.00060615+0.00012522i,0.00036918-0.00078455i,0.00011046-0.0011246i,0.0002703-0.001289i,0.00046811-0.00077088i,0.0001824+0.00019344i,0.00015719+8.2298e-05i,9.8029e-05+0.0002265i,-0.00028809+0.00049639i,-0.00025929+4.5012e-05i,-5.9785e-05-0.0004039i,0.0003004-0.00046573i,7.5583e-05-0.00050351i
0.33647+0.29908i,0.41067+0.13588i,0.44299-0.23392i,0.39317-0.5022i,0.25174-0.46306i,0.16359-0.27793i,0.13076-0.14278i,0.069823-0.072468i,0.0061844-0.044189i,-0.026314-0.050518i,-0.027624-0.062063i,-0.010086-0.068287i,0.0018898-0.062191i,0.0074238-0.039684i,0.014299-0.017902i,0.026384-0.01246i,0.032568-0.021577i,0.024981-0.025845i,0.014357-0.015825i,0.0073575-0.0057655i,0.0023908-0.0047829i,0.0019025-0.0068705i,0.0092266-0.0064359i
-0.19824+0.13494i,-0.21944+0.048754i,-0.17991+0.12623i,-0.048547+0.33984i,0.08067+0.35473i,0.072403+0.19468i,0.0016621+0.085017i,-0.0034045+0.050317i,0.036555+0.039147i,0.061982+0.021979i,0.04626-0.0022483i,0.010808-0.005342i,-0.003677+0.0058379i,0.0053121+0.010581i,0.011485+0.011645i,0.0024769+0.021562i,-0.0004306+0.037461i,0.009133+0.034283i,0.013513+0.014866i,0.0083657+0.0057007i,0.002644+0.011634i,0.0027604+0.020655i,0.0085701+0.024613i
-0.31442-0.0019357i,-0.17827+0.085578i,-0.0059704+0.050983i,-0.055974-0.062902i,-0.17287-0.038735i,-0.12597+0.083607i,-0.019865+0.10597i,-0.0050525+0.042467i,-0.049295-0.003153i,-0.059838+0.0047373i,-0.012889+0.020186i,0.024823+0.005411i,0.015632-0.0051489i,-0.0090476+0.0034414i,-0.021084+0.010919i,-0.019909+0.0044803i,-0.018384-0.010862i,-0.017807-0.013272i,-0.012738-0.001807i,-0.0078193+0.0061831i,-0.0037914+0.0030697i,-0.0040865-0.0053571i,-0.014037-0.0046551i
0.058425-0.46851i,-0.088805-0.40368i,-0.19757-0.12091i,-0.13525+0.060054i,-0.04908+0.011337i,-0.050888-0.087462i,-0.054672-0.098768i,-0.0208-0.052871i,0.020233-0.018047i,0.02423-0.023379i,-0.016273-0.022862i,-0.04317+0.0080282i,-0.032704+0.021539i,-0.018084+0.0084729i,-0.014892-0.0024071i,-0.01487-0.00028416i,-0.010723+0.0082706i,-0.0056053+0.0073415i,-0.0040822+0.0010315i,-0.0028081+0.0031977i,0.0026789+0.010441i,0.010625+0.012595i,0.014663+0.00088227i
0.41544+0.37152i,0.45006+0.44342i,0.31514+0.2546i,0.11218+0.00020211i,-0.033596-0.042148i,-0.063842+0.078436i,-0.024698+0.14716i,0.0051542+0.10705i,0.015296+0.044137i,0.032182+0.013861i,0.056658-0.0073819i,0.063558-0.037128i,0.044439-0.046248i,0.018053-0.031234i,0.0046198-0.011888i,0.010465-0.0054859i,0.018098-0.014355i,0.015299-0.018825i,0.0069232-0.011872i,-0.0010256-0.0075778i,-0.0061411-0.0098914i,-0.0081768-0.012572i,-0.0042887-0.0085334i
-0.26548+0.081139i,-0.40522-0.035034i,-0.35585-0.020075i,-0.099523+0.11088i,0.13044+0.055933i,0.1434-0.15124i,0.040047-0.21747i,-0.0019763-0.12889i,0.015039-0.048314i,0.014677-0.027394i,-0.0093482-0.010346i,-0.019142+0.024684i,-0.010586+0.045553i,8.5236e-05+0.04613i,0.0031446+0.03545i,-0.0027349+0.029981i,0.0014576+0.034271i,0.017932+0.027707i,0.026542+0.011109i,0.019262+0.0032486i,0.0083088+0.011941i,0.006395+0.024646i,0.0073434+0.026949i
-0.046702-0.016932i,0.069879-0.09362i,0.029538-0.19928i,-0.20491-0.20784i,-0.31767-0.039059i,-0.22464+0.14252i,-0.12872+0.19008i,-0.082555+0.14506i,-0.048209+0.083233i,-0.027521+0.045934i,-0.014255+0.020892i,-0.011042-0.010502i,-0.021861-0.031157i,-0.030208-0.031186i,-0.025961-0.01935i,-0.013997-0.0088816i,-0.0086145-0.0065623i,-0.010187-0.0038456i,-0.011099+0.0019038i,-0.012959+0.0016474i,-0.016823-0.0053557i,-0.022189-0.012331i,-0.025926-0.011185i
-0.041961-0.33734i,-0.00054345-0.37363i,0.1731-0.31138i,0.37008-0.28475i,0.37853-0.29264i,0.23735-0.24605i,0.11975-0.16502i,0.038978-0.10027i,-0.010764-0.058982i,-0.016499-0.047893i,-0.017056-0.04315i,-0.020909-0.022987i,-0.01655+0.0023512i,-0.0073651+0.018934i,-0.0023721+0.018742i,-0.0086791+0.011487i,-0.016943+0.012941i,-0.016912+0.020579i,-0.01056+0.021823i,-0.0044242+0.01397i,-0.0023753+0.0047256i,0.0015698+0.0013748i,0.0097779+0.00027946i
0.28075+0.22906i,0.28544+0.45303i,0.1131+0.59659i,-0.074467+0.58711i,-0.16262+0.45924i,-0.19978+0.29361i,-0.18422+0.17646i,-0.087442+0.1044i,-0.0052113+0.057123i,0.020582+0.052975i,0.043781+0.04759i,0.052867+0.013447i,0.036051-0.017935i,0.013125-0.03524i,-0.0014347-0.034244i,-0.0014035-0.022095i,0.00052627-0.013105i,-0.0046631-0.007766i,-0.0082389-0.0024774i,-0.0037993+0.00045021i,0.0023115-0.0032469i,0.00035367-0.0074853i,-0.007044-0.0055168i
-0.28366+0.079127i,-0.48009-0.056898i,-0.48805-0.25767i,-0.31679-0.35595i,-0.11627-0.31067i,0.051823-0.22007i,0.10896-0.16632i,0.040495-0.11411i,-0.021497-0.048421i,-0.031084-0.01731i,-0.033805-0.0027437i,-0.028004+0.020297i,-0.014549+0.026369i,-0.0063201+0.017066i,-0.0053588+0.0058156i,-0.0097372-0.0038758i,-0.0085462-0.01148i,-0.0015177-0.01583i,0.00070245-0.013502i,-0.00087136-0.003809i,0.0028806+0.0098637i,0.012161+0.015052i,0.016458+0.0062083i
0.048559-0.037167i,0.17542-0.066896i,0.27206-0.036922i,0.23801+0.014027i,0.10818+0.026145i,-0.019826+0.0040313i,-0.071543-0.014966i,-0.046937-0.013335i,-0.0021997-0.0074032i,0.019373-0.019922i,0.0084405-0.039805i,-0.011967-0.043153i,-0.016434-0.031956i,-0.010504-0.02108i,-0.0062488-0.0080789i,-0.00077662+0.006889i,0.006949+0.016243i,0.012509+0.013421i,0.011041+0.0015666i,0.0012384-0.0027659i,-0.010459-0.00010436i,-0.019604+0.00096516i,-0.020707+0.00293i
0.00043822-0.1578i,0.049406-0.21477i,0.10853-0.21033i,0.14307-0.153i,0.15316-0.070843i,0.15739+0.013317i,0.13818+0.046932i,0.078129+0.015204i,0.023657-0.018963i,0.013591-0.023914i,0.029838-0.022648i,0.032135-0.028999i,0.01249-0.024585i,-0.0051989-6.619e-05i,-0.010911+0.018458i,-0.013479+0.012526i,-0.020669-0.00092479i,-0.024492-0.00042929i,-0.015911+0.0072344i,-0.0038709+0.0030225i,0.00080025-0.0093705i,0.0039187-0.014414i,0.0076259-0.0090227i
0.21204+0.11633i,0.27135+0.30108i,0.17831+0.48528i,0.048469+0.52264i,-0.0038363+0.35795i,-0.054757+0.11154i,-0.091758-0.012096i,-0.041-0.0039641i,0.014935+0.0077363i,0.012191+0.0081811i,0.0065799+0.019701i,0.022619+0.023813i,0.034373+0.014002i,0.026845-0.0023632i,0.009808-0.013267i,0.0029204-0.008975i,0.0077781-0.00045534i,0.010769+0.0022645i,0.0070297+0.0047199i,0.004008+0.0062569i,0.0044803+0.0017628i,0.0020744-0.0029069i,-0.00536-0.0032296i
-0.19001+0.07698i,-0.37082+0.0083528i,-0.45771-0.18679i,-0.43233-0.33565i,-0.34726-0.24701i,-0.19795-0.01847i,-0.066448+0.096433i,-0.032901+0.065832i,-0.04027+0.021459i,-0.036147+0.0077161i,-0.026719+0.013361i,-0.018603+0.017334i,-0.013565+0.011646i,-0.0063146+0.0048517i,0.0029199-0.0049931i,0.0092974-0.017077i,0.012263-0.027539i,0.0096242-0.030944i,0.0010313-0.026213i,-0.0049535-0.015888i,-0.001929-0.0012471i,0.0079006+0.0070889i,0.01555+0.0022961i
-0.067192-0.062823i,-0.047284-0.041911i,0.12037+0.068617i,0.34613+0.1095i,0.36399-0.020377i,0.18944-0.15561i,0.066915-0.15848i,0.03483-0.095993i,0.02228-0.043875i,0.019465-0.018511i,0.0112-0.018583i,-0.0041757-0.012903i,-0.0036107+0.0021991i,0.0047582+0.0041465i,0.0052384-0.00060963i,0.00069997+0.0078193i,0.0024858+0.024747i,0.011243+0.024542i,0.014153+0.0047555i,0.0034266-0.0052767i,-0.0096517+0.0014422i,-0.012683+0.0079932i,-0.0050373+0.010538i
-0.021121-0.1114i,-0.093261-0.21789i,-0.26029-0.21434i,-0.38507-0.032791i,-0.2959+0.13754i,-0.13223+0.15997i,-0.064928+0.1275i,-0.023715+0.10265i,0.01801+0.071739i,0.032345+0.050676i,0.035304+0.032387i,0.027434+0.0032724i,0.0071175-0.011904i,-0.0061413-0.0074469i,-0.0043532+0.00072074i,-0.002348+0.0019483i,-0.012973+0.00074452i,-0.022722+0.011882i,-0.013103+0.026133i,0.004705+0.02162i,0.0091016+0.0059166i,0.0016471+0.00048518i,-0.0067226+0.0066657i
0.18973+0.019954i,0.35219+0.0072345i,0.40378-0.082453i,0.30603-0.17384i,0.20628-0.16063i,0.17159-0.11046i,0.12156-0.097027i,0.032781-0.066798i,-0.020165-0.022741i,-0.02961-0.0093341i,-0.025636-0.0023155i,-0.0098117+0.016085i,0.0041991+0.027898i,0.0050772+0.027661i,-0.0030574+0.019852i,-0.0091563+0.010062i,-0.0048026+0.0027284i,-0.0012893-0.00081205i,-0.0045475+0.0032361i,-0.0054545+0.0091051i,0.00047081+0.0047017i,0.0046947-0.0090219i,-0.00011941-0.022442i
-0.02335+0.1248i,-0.036562+0.21578i,-0.025641+0.22248i,-0.049059+0.14866i,-0.14153+0.11016i,-0.19649+0.12201i,-0.1566+0.10188i,-0.078214+0.049485i,-0.017391+0.0041434i,0.0028608-0.018077i,-0.0036405-0.021491i,-0.01991-0.018745i,-0.033084-0.015482i,-0.030358-0.01207i,-0.013932-0.0068432i,0.004557-0.0033363i,0.015164-0.0053732i,0.013667-0.011139i,0.0050431-0.015395i,-0.0022451-0.011061i,-0.0034947+0.00054447i,0.0018833+0.010677i,0.010033+0.010167i
-0.11524-0.011383i,-0.19987+0.040699i,-0.1449+0.13265i,0.059928+0.13087i,0.18401+0.0050139i,0.14016-0.080316i,0.075552-0.061082i,0.038033-0.040986i,0.00069234-0.041966i,-0.014354-0.031437i,-0.0073582-0.020368i,0.00063459-0.019176i,0.0040379-0.018425i,0.0059441-0.011245i,0.0035062-0.0063283i,-0.0046837-0.0018236i,-0.0070626+0.0026316i,0.00020103-0.0026358i,0.0064294-0.013142i,0.0033926-0.017601i,-0.0046095-0.010885i,-0.0073164+0.0020342i,-0.0010118+0.012635i
-0.037003-0.14103i,-0.1459-0.28737i,-0.32915-0.29727i,-0.43569-0.093571i,-0.33421+0.052793i,-0.17843+0.0028295i,-0.11367-0.034442i,-0.05735+0.018326i,0.0062911+0.052307i,0.023932+0.043314i,0.020346+0.022105i,0.013459-0.0013463i,0.0036035-0.011549i,0.00033216-0.0076907i,0.0030523+0.0010963i,0.0037565+0.0058572i,-0.0070309+0.0091761i,-0.017752+0.019163i,-0.013228+0.028575i,-0.0024782+0.024371i,-0.00012518+0.010257i,-0.0098872+0.00091397i,-0.021691+0.0037163i
0.15948-0.024265i,0.37808-0.12602i,0.53021-0.33586i,0.43707-0.49026i,0.24269-0.35207i,0.17652-0.062474i,0.15556+0.045632i,0.047635+0.0021503i,-0.047521-0.018887i,-0.057737-0.0093339i,-0.03206+0.0015706i,-0.0027448+0.005852i,0.0098378+0.0019565i,0.0020711+0.0045142i,-0.0074413+0.0073628i,-0.0072916+0.00060716i,0.0021881-0.011493i,0.0047891-0.019705i,-0.0050915-0.016236i,-0.01146-0.0062672i,-0.0040993-0.0030998i,0.0094603-0.013979i,0.016096-0.029724i
0.033391+0.17413i,0.10818+0.42766i,0.23035+0.6632i,0.29641+0.64562i,0.18286+0.38116i,-0.011527+0.12762i,-0.070841+0.025427i,-0.0028507+0.0050303i,0.049593-0.0054904i,0.053359-0.014073i,0.034217-0.021833i,0.0073759-0.018796i,-0.0070919-0.0097675i,-0.0081175-0.011523i,-0.0052672-0.013362i,0.00078704-0.002658i,0.0080644+0.010992i,0.015388+0.013849i,0.016693+0.005473i,0.0077182-0.0010782i,-0.00078232+0.0025559i,-0.00029075+0.013611i,0.0070569+0.020785i
-0.16594+0.054969i,-0.41079+0.13805i,-0.61831+0.21469i,-0.57617+0.20476i,-0.3595+0.12256i,-0.19663+0.079853i,-0.11739+0.086029i,-0.05865+0.054423i,-0.020492+0.001759i,-0.0076239-0.017433i,0.0034307-0.0078683i,0.019377-0.0072331i,0.021831-0.018034i,0.012292-0.016586i,0.0027162-0.0093246i,-0.004962-0.0064802i,-0.007089-0.0085197i,-0.0023239-0.013143i,0.0066803-0.015549i,0.010807-0.014893i,0.0026459-0.010412i,-0.0084722-0.0026797i,-0.012431+0.0054846i
-0.067171-0.16587i,-0.17819-0.38141i,-0.29182-0.50416i,-0.26967-0.38395i,-0.10107-0.24261i,0.021089-0.2685i,0.00011642-0.25999i,-0.028929-0.11662i,0.0014902-0.0010781i,0.02924+0.020109i,0.02887+0.0061986i,0.017593+0.0036034i,0.01535+0.011638i,0.017909+0.010176i,0.013729+0.0045601i,0.004255+0.0040811i,-0.0071181+0.00881i,-0.014626+0.016452i,-0.013244+0.02144i,-0.0047444+0.018811i,0.0028646+0.0086399i,0.00054509-0.0020951i,-0.0093827-0.0051684i
0.14744-0.07689i,0.35966-0.21745i,0.50658-0.4052i,0.3868-0.47019i,0.14963-0.26712i,0.049525+0.027938i,0.037225+0.11455i,-0.0062091+0.037543i,-0.048766-0.015396i,-0.054117-0.0098082i,-0.035711+0.015313i,-0.0064054+0.020986i,0.0058934+0.0074494i,-0.0024076+0.0038899i,-0.0071948+0.0079012i,-0.0013207+0.0044155i,0.0089112-0.0042921i,0.011054-0.0107i,0.0033963-0.01128i,-0.0020167-0.007402i,0.00045232-0.0031477i,0.0098308-0.0059562i,0.016646-0.014837i
0.065217+0.1294i,0.18251+0.36491i,0.34946+0.61211i,0.46263+0.60784i,0.39732+0.3278i,0.20696+0.059687i,0.08502-0.026738i,0.056508-0.019963i,0.036525-0.008238i,0.017285-0.0019366i,0.0057617-0.0088808i,-0.011202-0.0059965i,-0.013453+0.014268i,0.0022245+0.019171i,0.01056+0.010045i,0.0066273+0.0086056i,0.0011105+0.014898i,0.003017+0.017929i,0.008126+0.011828i,0.0057021+0.0033647i,0.00014349+0.0026234i,-0.0010874+0.010647i,0.0013391+0.01906i
-0.14583+0.062702i,-0.40668+0.12913i,-0.7126+0.1718i,-0.80925+0.17142i,-0.63494+0.14857i,-0.40439+0.11275i,-0.24215+0.082309i,-0.10907+0.057195i,-0.012755+0.020382i,0.0087826-0.0098087i,0.00059765-0.0093274i,0.0018827-0.0092909i,-0.0066411-0.019185i,-0.020394-0.013692i,-0.021405-0.0025757i,-0.015359-0.0021969i,-0.0090894-0.0085631i,-0.0037394-0.010903i,0.0017129-0.0064698i,0.0058291-0.0040223i,0.0013652-0.0057921i,-0.0080142-0.0063503i,-0.011505-0.0056144i
-0.052901-0.13645i,-0.090971-0.3632i,-0.073403-0.58273i,0.031216-0.58246i,0.17027-0.4262i,0.24378-0.32947i,0.18413-0.27095i,0.063193-0.16125i,0.0054169-0.044434i,0.020639+0.004488i,0.036194-0.0053544i,0.023998-0.011344i,0.013519-1.3701e-05i,0.012814+0.0020606i,0.0085125-0.0043004i,0.0023589-0.0060063i,-0.0029663-0.0031105i,-0.010641+0.00049784i,-0.01527+0.00559i,-0.011426+0.010016i,-0.0044452+0.0085652i,-0.001164+0.0023586i,-0.00046836-0.0012845i
0.13036-0.050967i,0.33476-0.11322i,0.48795-0.16263i,0.37665-0.13683i,0.11986-0.013558i,-0.005359+0.11261i,0.011006+0.11772i,0.037824+0.051832i,0.035605+0.0080016i,0.01517+0.0020422i,0.00078498+0.022982i,0.0083771+0.02891i,0.0082587+0.0052533i,-0.0088206-0.0094923i,-0.015754-0.0041397i,-0.0083908+0.0018981i,0.0013335+0.0031583i,0.005415+0.0031687i,0.00062274+0.0022692i,-0.0053023+0.0015612i,-0.0039587+0.0026018i,0.0036303+0.0018474i,0.0081091-0.0032781i
0.06838+0.11205i,0.17052+0.3241i,0.30845+0.54301i,0.40975+0.52285i,0.38257+0.28842i,0.24112+0.11632i,0.11515+0.066408i,0.041169+0.025178i,-0.013922-0.004544i,-0.03172-0.0035276i,-0.022569-0.0082115i,-0.019974-0.01016i,-0.010958+0.003661i,0.0065267+0.010222i,0.01209+0.0047693i,0.0055507+0.00070989i,0.00061537+0.00086641i,0.0019904+0.00030241i,0.005574-0.0012827i,0.0052796-0.0019482i,0.0021075+0.00027752i,-0.00021032+0.005264i,-0.00038765+0.010939i
-0.11274+0.061148i,-0.33912+0.1423i,-0.6184+0.20373i,-0.7258+0.20601i,-0.60288+0.15217i,-0.41294+0.066257i,-0.25111+0.031702i,-0.097642+0.054717i,0.01552+0.045563i,0.034681+0.0023971i,0.010929-0.011438i,0.0047519-0.0097349i,-0.002545-0.017221i,-0.016887-0.015588i,-0.017492-0.004076i,-0.0088975+0.00072515i,-0.0024106+7.2753e-05i,0.0015766-0.00041037i,0.0059479-0.0010597i,0.0090513-0.0024428i,0.0066293-0.0049537i,0.0017209-0.0053897i,-0.00020975-0.0034125i
-0.06309-0.099824i,-0.10905-0.28213i,-0.081002-0.50116i,0.040794-0.55527i,0.16535-0.39679i,0.21597-0.21905i,0.16024-0.13746i,0.038559-0.10063i,-0.03964-0.045596i,-0.022741-0.00089051i,0.019134-0.0051388i,0.026843-0.016229i,0.022506-0.007432i,0.023637-0.0029396i,0.018471-0.0049277i,0.00894-0.0036518i,0.0031724-0.0027505i,-0.0022647-0.005921i,-0.0080229-0.0074343i,-0.0074194-0.0035707i,-0.0036085-0.00076806i,-0.0026276-0.00062209i,-0.0020137+0.0012634i
0.071227-0.039568i,0.19035-0.066766i,0.28787-0.041621i,0.2257+0.031622i,0.061436+0.07504i,-0.027074+0.069592i,-0.0036443+0.064378i,0.056067+0.073944i,0.082846+0.062886i,0.058794+0.041727i,0.024557+0.045162i,0.01558+0.049002i,0.013614+0.028638i,0.0016974+0.0086626i,-0.0072589+0.0037747i,-0.0086089+0.0054224i,-0.007337+0.0095966i,-0.005197+0.013519i,-0.0056124+0.01239i,-0.0078617+0.0061954i,-0.0071368+0.0016003i,-0.0017328-0.00082524i,0.0010357-0.0038975i
0.045387+0.061776i,0.080966+0.17861i,0.12407+0.30564i,0.16365+0.29802i,0.15955+0.18208i,0.084837+0.12519i,-0.0019345+0.096832i,-0.059739+0.020171i,-0.092065-0.026995i,-0.082891-0.015808i,-0.051894-0.0079077i,-0.035199-0.009968i,-0.019713-0.0003246i,0.0013272+0.00664i,0.0084359+0.00071131i,0.005554-0.0076033i,0.0059714-0.011363i,0.0076486-0.0098986i,0.0070146-0.0052082i,0.0042687-0.0012205i,0.00043376+0.0014011i,-0.0015998+0.0037823i,-0.00089006+0.0059463i
-0.066171+0.031713i,-0.21141+0.069537i,-0.39452+0.10055i,-0.46015+0.10188i,-0.37555+0.043178i,-0.24988-0.062958i,-0.14984-0.084926i,-0.050376-0.0050104i,0.037257+0.034678i,0.050264+0.007131i,0.018099-0.0084688i,0.0011475-0.0021824i,-0.0058099-0.0021887i,-0.011173-0.0011972i,-0.0070813+0.0056403i,0.0010046+0.0097248i,0.003379+0.010285i,0.0050545+0.010145i,0.010342+0.008386i,0.012679+0.0055784i,0.0093679+0.0041458i,0.004138+0.0033996i,-2.6392e-05+0.0017637i
-0.02846-0.066341i,-0.037573-0.21401i,0.002909-0.40453i,0.077121-0.46174i,0.12595-0.31212i,0.1282-0.13066i,0.077283-0.077385i,-0.012154-0.10232i,-0.072754-0.088751i,-0.054238-0.043175i,-0.0062725-0.027718i,0.01163-0.032249i,0.0098152-0.021106i,0.0081054-0.0046377i,0.0041073+0.0017809i,-0.00048699+0.0018728i,-0.0017743-0.002257i,-0.0018504-0.0078336i,-0.0018739-0.0084262i,0.0012251-0.0042874i,0.0044336-0.0017337i,0.0023577-0.0011512i,-0.00094868-5.132e-05i
0.055518-0.028431i,0.15796-0.04683i,0.25947-0.016667i,0.24733+0.045685i,0.14714+0.042737i,0.079631-0.0057752i,0.074971+0.006015i,0.09607+0.062052i,0.10441+0.07411i,0.075366+0.04962i,0.03752+0.042141i,0.020009+0.043933i,0.0072512+0.032102i,-0.0085271+0.017602i,-0.01626+0.011121i,-0.015648+0.0097412i,-0.014566+0.010354i,-0.016076+0.010936i,-0.016535+0.0091201i,-0.01404+0.0042062i,-0.0085703+0.00067797i,-0.0011767-0.0009964i,0.0023498-0.0039713i
0.02534+0.036986i,0.047986+0.10723i,0.05595+0.1851i,0.044209+0.18177i,0.023102+0.12794i,-0.016106+0.11619i,-0.057401+0.077682i,-0.085944-0.013802i,-0.10143-0.056182i,-0.08352-0.032078i,-0.047257-0.013529i,-0.027577-0.018139i,-0.018658-0.016759i,-0.0070896-0.01045i,1.7701e-05-0.011325i,0.0026023-0.012562i,0.0061952-0.012093i,0.0064454-0.010274i,0.0015783-0.0053937i,-0.0019897-0.0016631i,-0.0030382-0.00016423i,-0.0036676+0.00067371i,-0.00089528+0.0023135i
-0.033608+0.02938i,-0.11004+0.068652i,-0.19843+0.10339i,-0.20805+0.091483i,-0.13297+0.014134i,-0.049005-0.084838i,0.001651-0.090977i,0.044551-0.0069784i,0.081845+0.039585i,0.069056+0.021816i,0.028408+0.0052874i,0.0065076+0.0058829i,-0.00078628+0.0010166i,-0.0028213-0.0046948i,0.0012837-0.0010825i,0.0045832+0.0071095i,0.004703+0.013704i,0.0065805+0.015316i,0.0084597+0.012427i,0.0049861+0.0093008i,9.0499e-05+0.0073717i,-0.0017881+0.0047388i,-0.0028156+0.0024821i
-0.01852-0.0261i,-0.028428-0.089837i,-0.01625-0.18273i,0.013688-0.21038i,0.034067-0.11746i,0.034153-0.014593i,0.017387-0.013666i,-0.020495-0.068476i,-0.055328-0.080946i,-0.04412-0.049812i,-0.0092326-0.029619i,0.010391-0.030277i,0.015218-0.025532i,0.01272-0.01008i,0.006264+0.0002705i,0.0017829+0.00023971i,0.00084989-0.0044337i,0.0017588-0.0086786i,0.0038003-0.0081594i,0.0061261-0.0038041i,0.0055097-0.00061415i,0.0025073-0.00039113i,0.00023047-0.00064881i
0.02627-0.010076i,0.08472-0.0036588i,0.15564+0.035276i,0.18272+0.078856i,0.16447+0.054683i,0.13323+0.0046577i,0.10858+0.022851i,0.10301+0.076875i,0.10251+0.08507i,0.076048+0.054086i,0.040436+0.038222i,0.02138+0.038324i,0.0078764+0.028496i,-0.0073602+0.01239i,-0.014442+0.003418i,-0.013493+0.0028527i,-0.01041+0.0029447i,-0.0090062-0.00047842i,-0.0086839-0.0031814i,-0.0063441-0.003904i,-0.003544-0.0017702i,-0.00050662+0.0013614i,0.0016739+0.0012572i
0.0044755+0.020287i,0.00038622+0.057134i,-0.024985+0.10074i,-0.05898+0.10923i,-0.078081+0.098711i,-0.091283+0.10362i,-0.097109+0.066151i,-0.096109-0.010151i,-0.092054-0.042599i,-0.069245-0.023667i,-0.038061-0.0065298i,-0.020021-0.008552i,-0.010465-0.01228i,-0.0019915-0.010754i,0.0006853-0.0095485i,-0.0015281-0.0086356i,-0.00081921-0.0060871i,0.00019459-0.0038742i,-0.0039702-0.0034801i,-0.0055204-0.0033539i,-0.0014721-0.0019689i,0.00056883-0.00036552i,0.0016709+0.0024108i
-0.029837+0.011635i,-0.082812+0.020144i,-0.13124+0.022436i,-0.11161+0.007519i,-0.033877-0.027273i,0.033755-0.065114i,0.054292-0.048805i,0.059265+0.016812i,0.067109+0.053438i,0.048363+0.038708i,0.015198+0.019604i,-0.00048017+0.01544i,-0.0015255+0.0097606i,0.00049812+0.00062736i,0.0029172-0.0041888i,0.0030568-0.0013665i,0.00071423+0.0068547i,0.0013223+0.012727i,0.0033207+0.011897i,0.00068656+0.0067974i,-0.0028471+0.0022185i,-0.0025127+0.00010957i,-0.0028565+0.00073026i
-0.021985-0.021188i,-0.043289-0.064242i,-0.058002-0.11973i,-0.059727-0.12123i,-0.054027-0.041894i,-0.044709+0.020813i,-0.0376+0.006697i,-0.046565-0.034067i,-0.058204-0.046509i,-0.044106-0.032306i,-0.019061-0.022407i,-0.00285-0.020918i,0.0065774-0.013029i,0.010563-2.6711e-05i,0.0086328+0.0070697i,0.0047542+0.0048007i,0.0019876+0.0011986i,0.0020468+0.00078421i,0.0041465+0.0024834i,0.0049713+0.0037502i,0.0032538+0.0020994i,0.00035948-0.00055654i,-0.00097887-0.0025383i
0.011153-0.019164i,0.042675-0.024448i,0.087604-0.011398i,0.1157+0.019173i,0.11987+0.021805i,0.10911+0.0058062i,0.086104+0.023557i,0.071575+0.057574i,0.067503+0.063716i,0.051512+0.040733i,0.029217+0.022466i,0.015124+0.0209i,0.0038941+0.017608i,-0.0059949+0.0063474i,-0.007445-0.0011805i,-0.0032523-0.00089409i,1.8832e-05-0.00010087i,0.0029518-0.0020025i,0.0066015-0.0034061i,0.0075486-0.0024243i,0.0042736-0.00055049i,0.0023337+0.00057315i,0.0023081-4.3919e-05i
0.0047695-0.0021046i,0.010758+0.014714i,-0.0051589+0.044061i,-0.044886+0.063472i,-0.082263+0.069058i,-0.095942+0.066482i,-0.088054+0.029408i,-0.081828-0.022802i,-0.077802-0.038919i,-0.055105-0.021413i,-0.026001-0.0069482i,-0.010412-0.0074039i,-0.0033179-0.0099368i,0.0014274-0.0072228i,0.0010024-0.0030519i,-0.002712+8.9962e-05i,-0.0054466+0.0013707i,-0.0079538+0.00068216i,-0.010478-0.0022279i,-0.0092429-0.0033579i,-0.0036589-0.00063656i,0.00078416+0.0014798i,0.0027084+0.0014794i
-0.0026374+0.0031725i,-0.012778+0.0016847i,-0.015117-0.0022601i,0.0079657-0.01718i,0.03933-0.034326i,0.057427-0.040165i,0.05646-0.023387i,0.050399+0.00854i,0.042567+0.025572i,0.024719+0.01914i,0.0073368+0.0099198i,0.00030431+0.0063957i,-0.00050398+0.0024873i,0.00033677-0.0036826i,0.00091268-0.0096019i,-0.0004473-0.010475i,-0.0013971-0.0053182i,-0.00036254+0.00039375i,-0.0005947+0.0011671i,-0.0023654-9.3647e-05i,-0.0024976-0.00038218i,-0.0013516+0.00042598i,-0.0014491+0.0019501i
0.0020628-0.0075837i,-0.0052549-0.026845i,-0.013867-0.051132i,-0.032432-0.05091i,-0.05814-0.013028i,-0.063533+0.016489i,-0.050502+0.0066886i,-0.048749-0.019433i,-0.052706-0.03152i,-0.040149-0.024774i,-0.019941-0.015667i,-0.0070879-0.011083i,-0.001488-0.0030629i,0.0018334+0.007104i,0.0030449+0.01218i,0.0020424+0.0095386i,-0.0014753+0.0051885i,-0.0036983+0.0045746i,-0.002304+0.0055527i,-0.0015584+0.0038863i,-0.0018106+0.00060095i,-0.0024461-0.0018117i,-0.0017646-0.0024089i
